,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
egg,1.421651,0.73642886,0.20043576,1.4129908,0.2068181,0.31969333,1.0472252,1.0065719,1.3712673,1.2388214,1.4655504,0.6958184,1.5085342,1.4027334,1.0643724,1.4835696,1.1149815,0.8082379,0.50606817,0.49903595,1.1279752,0.91256565,1.3094568,0.71539015,0.72281474,0.80698115,0.8729097,0.45693314,1.1896281,1.2160354,0.40411973,1.1861326,1.4055696,1.0959102,1.2500889,0.815198,0.680977,1.4561021,1.2185233,0.5037202,1.4833229,0.4548223,1.1052681,1.2540821,1.0261512,1.312253,1.058831,1.3321214,0.0,1.2040504,1.1686504,0.6113278,1.0889215,0.9854688,1.0900915,0.6233177,0.8903053,1.2616687,0.8259862,0.9377491,1.235601,0.6392036,1.246479,1.0140407,1.1829334,0.51283896,1.3694427,1.4524106,1.3918331,0.81087315,1.4141438,0.73345506,1.2381505,0.6450414,1.1930331,0.89058334,0.9942079,1.0891254,1.294589,1.3355265,0.75989854,0.7396563,0.29884517,0.790074,0.64218396,0.70440227,0.20366216,1.34798,1.2781262,1.4252405,1.4070153,1.1942241,1.1239598,0.5949926,0.6081545,0.75182414,0.86313385,1.121985,1.0672284,0.96565354,1.1902846,0.67235184,1.2540472,0.29358315,1.2358317,0.8458882,0.54057103,1.2479764,1.2394978,1.2427518,1.1225324,1.0903689,1.3444788,1.270471,1.3676219,0.82258165,1.0634536,1.0964255,1.3886335,0.49239743,1.1904787,0.45067322,0.9539668,0.8209425,0.51199746,0.98874915,1.1077683,0.35214126,1.34129,1.4092221,1.3530723,1.4249749,0.3926438,0.54889554,0.49828738,1.192513,0.8703786,0.5781082,1.2468972,1.141045,1.3412595,1.2848024,0.5115547,1.3891153,1.1778808
elephant,0.76944685,1.0458467,1.2625341,0.51610553,1.2752653,1.1920819,0.91573757,1.3436642,0.74745035,0.8060744,0.5123123,1.2059102,0.693018,0.7837956,0.99401855,0.6079366,1.1021729,1.3541687,1.368625,1.4034991,1.2414117,1.2075384,0.9790948,1.4259026,1.1978965,1.2928534,1.207305,1.1033255,0.6990529,1.117289,1.30127,1.0657743,0.80477154,1.0612757,0.99697995,1.2328013,1.1922097,0.5112482,0.84235996,1.2750428,0.9685166,1.3903191,1.0496894,0.6522913,1.1669092,0.88460076,1.1623807,0.8478298,1.2040504,0.0,0.7563497,1.036143,0.92519724,1.1561459,0.751835,1.2368072,1.2165666,0.93794185,1.0594785,1.0153346,0.6709029,1.3273804,0.8597758,1.0960461,0.8742548,1.2716241,0.3970673,0.8670948,0.7568115,1.2403967,0.45004588,1.3441558,1.0922482,1.3186166,0.5647465,1.3158886,0.99454725,1.0262426,0.79764414,0.9883522,0.95927364,1.2539644,1.1613692,1.2409799,1.1801819,1.0289078,1.1902201,0.9011789,0.71563655,0.63571006,0.53676856,1.0275612,1.0935656,1.267392,1.2615389,1.1910806,1.0757045,1.0226622,1.0724748,1.1513178,1.0786253,1.4439464,0.91717285,1.1415983,1.178375,1.3026445,1.1759385,1.0404292,0.8573248,0.8201495,0.8176722,1.1993016,0.5567661,0.95477283,0.55657476,1.2939361,0.8305639,1.1509762,0.90720206,1.2707984,0.87031543,1.0655059,0.9211123,1.0341009,1.3964565,1.0866252,1.0190258,1.3159559,1.0621053,0.72961736,0.85505503,0.82950723,1.4030764,1.0034122,1.1133146,1.0115165,1.2129195,1.3883703,1.1607904,0.90610826,0.8302828,1.1080216,1.2257254,0.8025464,0.7866106
face,0.79012907,1.1613833,1.1493634,0.71869636,1.1649684,1.0978717,0.94797754,1.2330403,0.908722,0.97160125,0.7788112,1.1992967,0.91972595,0.7109003,0.9222997,0.85131186,1.1166718,1.1484497,1.2698307,1.2901297,1.0793828,1.1190807,0.9941777,1.3075734,1.1225233,1.2701433,0.98104024,1.0690851,0.91806215,1.1422243,1.1538649,1.1166632,0.82262254,0.98845446,0.9257215,1.1770434,1.307672,0.69628316,0.9234137,1.2556913,0.9444923,1.2756631,1.0140804,0.8417101,0.9886797,0.74592316,1.1214759,0.8131778,1.1686504,0.7563497,0.0,1.0644977,0.9365447,1.0278455,0.9238659,1.1790034,1.0202875,0.9115369,0.6374333,1.1219988,0.9642506,1.1583245,0.46767998,0.94605887,0.81934416,1.1250083,0.71499026,0.9332817,0.7977736,1.1576883,0.7922374,1.3075948,1.0545068,1.2453401,0.81299293,1.167946,0.90723777,1.0392321,0.8709769,0.91783476,0.78718895,1.1631758,1.0979236,1.356665,1.0637698,0.9279574,1.1518298,0.9654126,0.98796123,0.7459943,0.76405585,0.9177069,1.0187352,1.2506925,1.2395794,1.161499,1.1087888,1.1536226,1.1637471,1.0109155,0.9727494,1.215632,0.9029442,1.1332107,1.1148008,1.2601296,1.1251781,1.0550557,1.052569,0.7413608,0.797233,1.0761739,0.51514477,1.0909448,0.77274334,1.2771971,0.99545586,1.1682285,0.98793834,1.3106694,1.0919466,1.0265524,1.2398906,1.0341012,1.3656838,0.9751156,1.144813,1.2076583,1.0723364,0.7719587,0.96146965,0.8813125,1.3010736,1.0300521,1.106261,0.95890355,1.3569638,1.229722,0.9974502,0.95669,0.8214003,1.0669515,1.1655751,0.7869214,0.8350903
finger,1.3736551,0.28238887,0.65478015,1.0688767,0.8954924,0.8563143,1.0721165,1.049392,1.3622344,1.2037482,1.4252042,0.49090344,1.3615558,1.1508508,1.1925793,1.4046719,1.278239,1.0474019,0.7864144,0.964793,1.3213363,1.1434265,1.3667849,1.0463772,0.7439833,0.8400075,0.86902994,0.44109058,1.0523274,1.0676441,0.84634113,1.1753498,1.0882465,1.2483566,1.1080706,1.1265757,0.81728697,1.3599113,1.13498,0.5434625,1.3916204,0.73552406,1.2602298,1.1285868,1.0163319,1.1675165,0.9559281,1.2305496,0.6113278,1.036143,1.0644977,0.0,1.0548216,1.0184257,0.53152764,0.43514144,1.0930446,1.3378811,0.47642267,0.5325187,1.1383752,0.7878839,0.9940809,1.2133806,0.56410486,0.58203965,1.1164678,1.4294391,1.2200148,1.1879289,1.0433007,0.7484588,1.0399781,0.8494977,0.95851123,0.93002194,1.2333239,1.21065,1.0512285,1.3464174,0.3355162,1.0124998,0.47957748,0.8399086,0.27163088,0.5120367,0.6861206,1.3156846,1.1332407,1.0540314,1.0647516,1.2541662,1.1979458,0.5223973,0.5028807,0.9264219,1.1560719,0.9135439,1.1242242,1.0883005,1.1818138,1.0767357,1.1182868,0.60301375,1.2058616,0.95673835,0.87491673,1.2157215,1.1777277,1.2723151,0.76024675,1.0572577,1.1305156,1.1311493,1.0504247,0.86605227,0.9759387,1.2772449,1.3341476,0.49541014,1.2393625,0.46918344,0.70469105,1.1038477,0.7040616,1.2211535,0.9328665,0.6193217,1.3015168,1.1901916,1.3269309,1.4694668,0.9084998,0.07691121,0.32534432,1.0565941,0.8980464,1.0428374,1.329088,1.1515864,1.3047154,1.1860819,0.4115597,1.2641668,1.1903331
fish,0.51369846,1.003651,0.9889826,0.9186853,1.0742824,1.0025402,0.7127836,1.3032764,0.9443482,0.9032013,0.8946401,1.0682863,0.9240041,0.8080336,0.73233175,0.77347356,0.8523268,1.1095269,1.2965854,1.195077,1.2300382,0.9754451,0.9630807,1.277987,0.97912365,1.2523236,0.85620147,0.79682887,0.9021663,1.2687865,1.2221644,1.1468041,1.0358925,1.150013,0.97158533,1.1527591,1.1788424,0.8954345,0.8277489,1.070202,1.019646,1.2849852,0.99236494,0.76584095,0.97896886,1.1508245,1.1621318,1.1481668,1.0889215,0.92519724,0.9365447,1.0548216,0.0,0.79870117,0.82847095,1.0505619,0.67723656,0.97057337,1.05178,0.67584205,0.97508085,0.86845225,1.0276543,0.7943958,0.8984516,1.1473856,0.9165995,0.9323235,0.915539,1.3056561,0.82714725,1.1870255,1.1004132,1.3645058,0.91800404,1.0748005,0.4908536,1.0258412,0.5068832,1.0128666,0.9551069,1.0541496,1.1645304,1.0931126,1.0558201,0.8806599,1.0754352,1.160173,1.0056005,0.90241796,0.89046794,1.0468239,0.95192987,1.1219107,1.1765282,1.1412709,0.8864009,1.0536424,0.8556181,0.97016275,0.88991714,1.0049459,0.7958278,0.9876756,0.9036157,1.2605228,1.070857,1.2888129,1.0277791,0.68743354,0.9226277,0.94752634,0.9791256,0.8944871,0.9468057,1.0362811,1.092268,1.1032827,0.83422685,1.051215,1.128585,1.0772594,0.9173819,0.98970294,1.1531727,0.8771219,0.9443958,1.088811,1.1266763,1.0320132,1.0330892,1.0856022,1.2012732,1.080957,1.0586876,0.814496,1.0653939,1.0558637,1.039706,1.0301872,0.9129555,1.2334833,1.1336879,1.0208337,1.0342261
flower,0.4893461,0.94713426,0.81260425,1.195619,0.967754,1.0285938,0.8940011,0.9129554,1.223065,1.1130993,1.185295,1.0370969,1.1310426,1.0964574,0.91334504,1.1352508,0.9819421,0.8492649,0.89903146,1.0589653,0.9924958,1.0422838,0.9164655,1.0056471,0.7063348,0.8931299,0.844454,0.9145533,1.1951854,0.9157445,1.0641764,0.96116716,0.99972385,1.0226576,1.1078722,1.0745714,0.96913636,1.1772528,1.0587711,0.8896822,1.001561,0.92051065,1.109252,0.99252456,0.74833953,1.1470772,1.0611498,1.0299249,0.9854688,1.1561459,1.0278455,1.0184257,0.79870117,0.0,1.0161836,0.9608678,0.62199205,1.0671736,1.0138453,0.9393329,1.091825,0.7759911,1.071201,1.0011853,1.0433697,0.99742186,1.1049323,1.0803282,1.0864732,1.0200225,1.2000853,1.0316927,0.9012452,0.9452799,1.1010844,0.9728076,0.96390206,1.2077364,0.81521535,0.8900254,1.0497352,1.053943,1.0358602,0.92164993,0.9953481,1.0383235,0.91933376,1.170809,1.1333476,1.1336035,1.1501375,1.0440246,1.0819253,0.969205,0.9982881,0.8820683,0.8503294,1.0097842,1.0522228,1.039456,0.21259695,1.0212644,0.9987037,0.9328055,0.88735986,1.0429047,0.87743926,1.0680426,1.2283369,0.48366135,1.056089,0.91632205,1.1564307,1.0224074,1.2051018,0.8205722,1.1645674,1.2167989,0.92411673,0.9007156,1.1096559,1.0305004,0.9773817,1.2646589,0.8846315,0.9824205,1.0366615,0.90149546,0.92299026,1.0469676,1.120092,1.0574008,0.9495326,1.0043766,1.0404646,0.9656709,0.9255252,0.75841415,1.0097442,0.87752295,1.0000992,0.8927554,0.975181,1.043627,1.0523919
foot,0.91289115,0.41191423,1.0590976,0.6974694,1.2164316,1.0600548,0.9718012,1.2042407,1.0276303,1.0191498,1.1012595,0.9001049,0.89715993,0.9569903,1.1317648,1.0823678,1.3038045,1.2045783,1.1986351,1.258618,1.2490376,1.1820449,1.1175792,1.2720451,1.0101693,1.0928108,0.9481857,0.79417026,0.9022122,1.063148,1.1966076,1.1205233,0.940312,1.2264073,0.9942971,1.1766307,1.0726465,1.0206708,0.7839538,1.0279788,1.1754467,1.2208529,1.1006929,0.75382054,0.9377383,0.9930906,1.0508604,1.070142,1.0900915,0.751835,0.9238659,0.53152764,0.82847095,1.0161836,0.0,0.8972622,1.2080263,1.1394249,0.83074874,0.54739034,0.81204474,1.0246681,0.8799709,1.0766392,0.4534269,1.0437342,0.8154946,1.0696702,1.013095,1.2549174,0.6559575,1.1030778,1.0435175,1.206486,0.67347735,1.0625131,1.0312287,1.1453285,0.6049853,1.0708057,0.7679527,1.1146475,1.0323294,1.0354453,0.82556576,0.67726195,1.0766155,1.1235026,0.94066185,0.77011746,0.7176739,1.1071593,1.1500802,0.98619914,0.9573861,1.1659781,1.0358636,0.8095486,1.0662409,1.1629852,1.1052604,1.2929608,0.82802284,0.94269603,1.1505771,1.2171546,1.134383,1.0664078,1.061023,1.0037868,0.8285558,1.1902181,0.936479,0.8510664,0.77641666,0.96997476,0.985804,1.2481767,0.9516467,0.9072024,1.1239303,0.86240786,0.59548295,1.1069733,1.1927855,1.0840816,0.8433715,1.0410125,1.1300104,0.94872063,1.0498438,1.212437,1.3662381,0.49408883,0.80965424,0.8477317,1.0489092,1.3207538,1.248567,1.1456668,0.9659356,1.15728,0.9497304,1.0374243,1.0624893
fork,1.436688,0.5305594,0.69886833,1.3926593,0.85635644,0.89155257,1.2267566,0.74107206,1.3073027,1.2436113,1.5150325,0.31473672,1.3562717,1.4402872,1.0467527,1.4430548,1.1087518,0.7347396,0.4739371,0.6811594,1.1859059,1.1077365,1.2404587,0.7814423,0.61619794,0.5191144,0.5748761,0.5173824,1.1052089,0.862269,0.65781176,1.016527,1.2381506,1.2305818,0.9267144,1.0066657,0.60515046,1.4283328,1.4070005,0.2979535,1.255959,0.46990776,1.2761182,1.2557577,1.0914788,1.1718903,0.9210454,1.2891154,0.6233177,1.2368072,1.1790034,0.43514144,1.0505619,0.9608678,0.8972622,0.0,0.9254281,1.4030812,0.5780115,0.68180734,1.3137379,0.78795487,1.1737576,1.2637312,1.1105624,0.47447848,1.3346319,1.4216142,1.345841,1.0178719,1.3392116,0.38915956,0.8946591,0.53799427,1.232851,0.7890074,1.4403522,1.2891263,1.3698198,1.1859739,0.5967809,0.9217304,0.44692588,0.6345276,0.31892705,0.68363214,0.6460055,1.2531403,1.3555579,1.4210286,1.3104362,1.2147303,1.196681,0.23929834,0.29369164,0.7392005,1.0949835,1.1004982,0.9638083,1.1520026,1.1006942,0.83425176,1.1196033,0.6467139,1.047972,0.64660966,0.7754413,1.0479507,1.335982,1.3345091,0.9261724,0.7414489,1.3520979,1.1507461,1.2725872,0.6886625,0.9856542,1.0614624,1.1963338,0.32109046,1.279542,0.49768078,0.8097185,1.1750112,0.3971088,1.230282,0.8481961,0.5507571,1.1218522,1.4719137,1.3696227,1.5155964,0.62433094,0.46247256,0.38004875,1.1874528,0.66498107,0.83953357,1.2900262,1.2068053,1.3214486,0.9388304,0.28446698,1.2971649,1.2463508
frog,0.7420665,1.1325113,0.70785576,1.3162678,0.81596184,0.96877515,0.82145435,0.95289654,1.2710304,1.0313334,1.209482,1.0144184,1.3114495,1.1274576,0.49277955,1.1556171,0.83225644,0.6633685,0.8698984,0.9499525,0.9744711,0.8890837,1.051729,0.95013404,0.458871,0.90629673,0.90955734,0.89761233,1.1072904,1.1498055,0.8295584,0.9197018,1.2408152,1.069555,1.0562388,0.88830554,0.8566921,1.270431,1.1276234,0.79690695,1.1452897,0.88451856,1.1000812,0.94173706,0.8134969,1.2394478,1.0371376,1.1535357,0.8903053,1.2165666,1.0202875,1.0930446,0.67723656,0.62199205,1.2080263,0.9254281,0.0,1.1464896,1.0408851,1.0318087,1.1099354,0.7477427,1.1237282,1.0456082,1.1752149,0.91914546,1.2255236,1.0692593,1.1056353,0.9529191,1.3278835,0.8773309,1.0897067,0.8310809,1.1801994,0.9200761,0.8622,1.1386373,1.1122894,0.9903753,1.0478787,0.8387681,0.9527763,0.9158435,0.98451376,1.1688759,0.9157199,1.2346568,1.1170189,1.2470047,1.3510449,0.87642825,0.9808686,0.864539,0.89930123,0.72551,0.8673226,1.1091975,0.9163899,0.9036674,0.6762298,0.8027204,1.0639029,0.980101,0.8264147,0.8659462,0.7679974,1.265611,1.208672,0.6653737,1.1323125,0.71728456,1.2143921,1.0116359,1.3649408,0.86202776,1.0918648,1.1304244,0.9938669,0.85953933,1.1150068,1.002161,1.1540203,1.1018986,0.80455965,0.939767,1.0134593,0.8460609,1.0188981,1.181721,1.1035156,1.156095,0.71264267,1.1023046,1.032294,1.0298039,0.9237753,0.59356475,1.0399685,0.9088274,1.238529,1.0652317,0.94864094,1.2016445,1.0619268
glass,0.7276378,1.4175097,1.2685959,0.67828727,1.1078751,0.9504443,0.8522022,1.2486207,0.6592222,0.90449697,0.76926017,1.5538075,0.8910286,0.71160376,1.0555322,0.8709101,0.708949,1.1916875,1.2681556,1.0255247,0.87397885,1.0773518,0.8487953,0.9085076,1.3528104,1.3508177,1.2229049,1.2791464,1.0905128,1.1953295,1.1856165,1.1554084,0.93617725,0.5832098,0.90538985,1.0636648,1.3753204,0.8589752,0.84817743,1.4975708,0.82764745,1.2082933,0.60588455,1.0410384,1.0780588,0.97612995,1.1177237,0.9373894,1.2616687,0.93794185,0.9115369,1.3378811,0.97057337,1.0671736,1.1394249,1.4030812,1.1464896,0.0,1.2028141,1.2600713,0.9046489,0.974899,0.9211942,0.8152867,0.808388,1.471399,0.8481166,0.5735932,0.9662977,0.84802634,0.92173606,1.2939824,1.1152425,1.2099986,0.9216246,1.2851939,0.73836684,0.5087216,0.7419944,0.91476154,1.2087743,1.163179,1.4220412,1.3236657,1.4140745,1.1596475,1.323185,0.7375605,0.820259,0.809173,0.9471726,0.8159015,1.0176648,1.4944838,1.4340987,1.1245809,0.9514438,1.0400144,1.3259144,1.0314887,0.92987216,0.93583155,0.7246712,1.2728772,1.0165565,1.2438184,1.2518588,0.8202157,0.89650404,0.8042169,1.0957228,0.990864,0.8580537,0.9891876,0.91948324,1.0570893,0.9059924,0.62837434,0.94897175,1.5384442,0.90702546,1.3415668,1.2760265,0.7061296,1.187144,0.5304574,1.0469481,1.3330568,0.999755,0.7823336,0.611121,0.47641385,1.2662339,1.3571985,1.4176469,0.5752398,1.3604816,1.1360908,0.58821326,0.9239158,0.7257657,1.0023159,1.4616739,0.7711262,0.8310616
glasses,1.2339436,0.5501463,0.8432946,1.1755884,1.0141197,0.99358237,1.1255647,1.0127007,1.3030031,1.1511915,1.3048767,0.5673175,1.2473928,1.0837191,1.1184127,1.2573707,1.2374852,1.0557922,0.8710631,0.9922,1.215056,1.1308775,1.2188714,1.0432811,0.83826315,0.9298693,0.7951413,0.7050578,0.99591345,0.97531354,0.83763057,1.0954952,1.0579627,1.140579,1.1102113,1.1460345,0.9896845,1.1733367,1.2477267,0.74491876,1.233376,0.83318394,1.2377809,1.0480881,0.94438064,1.0110646,0.98743814,1.1138641,0.8259862,1.0594785,0.6374333,0.47642267,1.05178,1.0138453,0.83074874,0.5780115,1.0408851,1.2028141,0.0,0.70868266,1.1638186,0.9592392,0.7677505,1.1664537,0.85366094,0.56174034,1.0256058,1.3148916,1.0752646,1.1608577,1.0672593,0.8673084,0.9493001,0.8537398,1.0280983,0.91569257,1.208045,1.2016232,1.1000317,1.1217799,0.36419797,1.0755028,0.6310749,0.9562965,0.29512954,0.49517745,0.844543,1.1676238,1.1621513,1.1054533,1.0131313,1.2615807,1.1539049,0.68969834,0.6984345,0.80373734,1.2104108,0.9820574,1.0400857,1.0916275,1.0988008,1.0857989,1.0082847,0.7951281,1.0898494,0.94106084,0.91544527,1.1104295,1.2475572,1.1586878,0.65005255,1.0438353,0.9868776,1.0791677,1.0141854,1.0202284,1.0669949,1.2104259,1.1365932,0.6630038,1.2561591,0.7043816,0.9003544,1.1270822,0.8669046,1.1795036,1.0015875,0.87607,1.1094235,1.201803,1.2417792,1.3700632,0.9344115,0.48891932,0.54759294,1.1559509,1.0091811,1.0997363,1.2314212,1.194016,1.1928805,0.9949269,0.48410457,1.1044774,1.0085872
glove,1.0886694,0.36094266,0.92586833,0.9644088,1.0457395,1.0104846,1.052516,0.96661913,1.317956,1.1938356,1.1776146,0.60694623,1.0943644,0.8338263,1.0539007,0.9526977,1.1417856,1.065814,0.92415386,1.125856,1.2586036,1.2047917,1.0863725,0.99299043,0.86918,0.90349656,0.7360366,0.6814696,0.9513487,0.88185525,1.0712638,1.0762519,0.850945,1.2433208,1.107649,1.2732401,0.95393485,1.1006392,0.94077,0.82479954,1.0988963,0.9468098,1.2236141,0.7060943,0.6631211,1.2259443,1.0522199,0.9909974,0.9377491,1.0153346,1.1219988,0.5325187,0.67584205,0.9393329,0.54739034,0.68180734,1.0318087,1.2600713,0.70868266,0.0,1.1742624,0.73038137,1.0571083,1.208993,0.69011277,0.62474304,0.9887656,1.3115671,0.90459937,1.1939925,0.7247937,0.9962772,0.9371162,1.1083046,1.0144452,1.073648,1.0057602,1.1471962,0.5271303,1.0116805,0.7568624,1.1705446,0.911619,0.6462035,0.610949,0.70328474,0.98227954,1.279711,1.2087042,0.80325097,0.7290757,1.2489471,1.1853056,0.81827116,0.85549206,0.9435873,1.1630635,0.7197038,0.70971745,1.221636,1.1613761,1.1898382,0.9092986,0.827523,0.83301413,0.9782455,1.051696,1.1782668,1.2381686,1.1933113,0.6646657,1.1285403,0.97936004,0.6512642,0.78298783,0.9188799,1.0790882,1.2693523,0.9767192,0.55866796,1.3677177,0.8884937,0.3417561,1.2317758,0.9339278,1.108381,1.0001525,0.9326393,0.985745,1.0149533,1.2294881,1.3904899,1.0633343,0.5492861,0.69346833,0.9787169,0.67034924,0.9971346,1.336314,1.320694,1.1044427,1.0585502,0.6303946,1.21769,1.1259365
grass,0.84200245,1.09044,1.2474279,0.7545787,1.2195786,1.2014214,0.9069489,1.2594855,0.686118,0.5416564,0.6398707,1.2935398,0.6962075,0.8207593,0.90975136,0.7184801,1.0026698,1.2477078,1.3796016,1.345698,1.1586372,1.1703956,0.9123924,1.4061986,1.1899116,1.3140935,1.1507202,1.2101656,0.5611539,1.2201451,1.2332836,1.0739008,0.80204856,1.0993946,0.9854283,1.2185235,1.0969956,0.73144937,0.7439527,1.2928798,1.008365,1.3815668,0.9547351,0.69746923,1.1773189,0.83969986,1.1067967,0.8804685,1.235601,0.6709029,0.9642506,1.1383752,0.97508085,1.091825,0.81204474,1.3137379,1.1099354,0.9046489,1.1638186,1.1742624,0.0,1.2521925,0.8907665,1.0417235,0.8831421,1.346739,0.62231374,0.6975301,0.9152828,1.2577562,0.6396509,1.3827177,1.1329176,1.3144444,0.80181956,1.1583481,0.88163096,0.9650308,0.9036866,1.0191685,1.0983038,1.2180903,1.196483,1.3391259,1.2249613,1.0226574,1.2137691,0.91015327,0.15191984,0.7004792,0.7392384,0.9092946,1.1039174,1.306714,1.3096495,1.1056769,1.1514584,0.98872685,1.1806463,1.0705293,1.0645798,1.3105295,0.8909918,1.1773168,1.2754668,1.2865396,1.1500968,1.0254271,0.46951354,0.83552843,1.1113235,1.1533798,0.79409397,0.9268796,0.83453065,1.2590789,0.9354408,1.105228,1.1289701,1.3158332,0.2691952,1.1700904,1.1132864,0.9807235,1.406178,0.9910429,0.86685455,1.3123782,1.1583686,0.7631392,0.8215219,0.70610446,1.3349869,1.1322904,1.1265801,0.91596895,1.2753099,1.3038412,1.0962107,0.7036791,0.8471317,1.3032954,1.2780678,0.7852406,0.70485264
gum,1.1547772,0.80567575,0.5914371,1.2556322,0.5188755,0.6067295,0.90254307,0.92189515,1.3391137,1.3138449,1.3252201,0.9191802,1.3128417,1.1006137,1.0625956,1.2704291,0.77821606,0.6383752,0.68946165,0.75101405,0.7969567,0.9900202,1.1298323,0.7224279,0.8752689,0.8301652,0.8634193,0.6825505,1.3643878,1.1889383,0.68445903,1.1177561,1.2582805,0.86482775,1.0551674,0.8673681,0.987595,1.3703609,1.0464354,0.6793171,1.1593282,0.72500616,0.9391979,1.233627,0.85289866,1.3670993,0.99502707,1.2852783,0.6392036,1.3273804,1.1583245,0.7878839,0.86845225,0.7759911,1.0246681,0.78795487,0.7477427,0.974899,0.9592392,0.73038137,1.2521925,0.0,1.2518998,1.130301,0.8892787,0.8580084,1.4253767,1.0894424,1.2434598,0.7843677,1.3273182,0.8567854,1.0702447,0.94710505,1.2201258,0.9943925,0.8474605,1.0335802,0.8479134,1.1112227,0.8807363,0.8157455,0.77663994,0.8838251,0.8610871,0.93561757,0.7593664,1.3100195,1.2577448,1.2149993,1.3923209,0.9100953,1.1272619,0.8172736,0.82119125,0.87934524,0.91367286,0.97353894,0.99897254,0.9998871,0.9961462,0.59285206,1.0022813,0.79791963,0.8355249,0.9462976,0.8732803,1.2528266,1.3323872,1.0687923,1.0899044,0.75915015,1.3377758,0.89259493,1.3863511,0.7180886,1.2290814,1.0562431,1.1798937,0.70422065,1.2830665,0.8833107,0.790573,0.9894604,0.701494,0.658231,0.98459584,0.702645,1.1445723,1.2006893,1.0296175,1.0611242,0.6696213,0.82429135,0.82815886,0.6864636,0.8819349,0.39308012,0.8424207,1.203388,1.2467529,1.1514937,0.81361246,1.3460281,1.1432462
hair,0.86906266,1.0752432,1.2094961,0.66476274,1.2438923,1.1297178,1.0185813,1.2380651,0.91212475,0.80653596,0.80135244,1.1434199,0.9368143,0.5661891,0.92483884,0.85621786,1.1183997,1.2151557,1.3031954,1.360681,1.1656281,1.1545998,1.0022901,1.3577943,1.1358949,1.2661108,1.0368143,1.1343538,0.74199975,1.089325,1.2233508,1.2560438,0.6778028,1.0130916,0.8896061,1.2144839,1.3237646,0.7593436,0.92963064,1.2979522,0.935924,1.3152275,1.0071205,0.72223634,0.85617346,0.50956005,1.2023989,0.6492556,1.246479,0.8597758,0.46767998,0.9940809,1.0276543,1.071201,0.8799709,1.1737576,1.1237282,0.9211942,0.7677505,1.0571083,0.8907665,1.2518998,0.0,0.9606141,0.72345066,1.0723637,0.6902325,0.85527784,0.78124964,1.2086811,0.7269265,1.3294697,1.0346435,1.2961677,0.7556875,1.1549276,0.95065016,0.9805847,0.8671215,0.9353046,0.80367595,1.2248555,1.1328142,1.4005705,1.0098016,0.87841624,1.2565403,1.0164698,0.86591834,0.54517186,0.6525134,0.94981,1.0302398,1.2498981,1.2523643,1.0704827,1.2293111,1.0060533,1.2338775,1.0343258,0.9938631,1.2730141,0.9664815,1.1910901,1.178468,1.3166997,1.1779739,1.0612442,1.0085531,0.8275919,0.84455997,1.1323144,0.5643302,1.1053773,0.6805339,1.3289374,0.9444512,1.1904501,1.0097548,1.3085644,1.008991,1.0829599,1.1914114,1.0400401,1.3753552,1.1265488,1.2036355,1.2270145,1.0859996,0.47885358,0.8040713,0.8295163,1.4063888,0.9560542,1.0604239,0.99165493,1.3993618,1.3282244,1.0222595,0.95296115,0.83549,1.0878388,1.1430806,0.69471693,0.8398543
