,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
duck,1.189055,1.0304427,0.8401073,1.0557405,1.3265922,0.8366939,0.8498143,0.9559362,1.0787015,1.3375994,1.3200619,0.9879583,0.8807158,1.3110452,0.111359835,1.2724411,0.8653003,0.86631525,0.7667949,0.8138673,1.0283078,0.8772189,0.8288602,0.6880935,0.75447774,0.85932064,0.7521411,1.0571404,1.1885347,0.9443548,0.8595935,1.2195828,1.0621736,1.1933967,1.1621156,1.0238566,1.2852261,0.8804336,0.8262218,1.2584791,0.7664708,0.59238565,1.0611199,1.081463,0.9932438,1.2106601,1.1082437,1.1547621,0.0,1.1313663,0.7704276,1.0056467,1.2204766,1.1695884,1.0078752,0.69530594,0.7396162,1.110587,0.71655124,0.73903584,1.3576353,0.9987249,0.78054595,1.0930269,0.87803286,1.2827014,0.84753084,1.2722441,0.74782,1.0979389,1.0218985,0.8868662,1.240653,0.86776364,1.3386967,1.0682479,1.1909711,0.74385726,1.208468,1.1935546,1.2412636,1.0541747,1.2573323,1.0489792,1.277605,1.0816828,0.9374701,0.90537494,1.0095037,1.1866585,0.8933913,1.1387596,1.119957,1.2656562,1.3337936,1.08626,0.8575194,0.9074781,0.7106519,1.0851326,0.9607905,1.1701148,0.7778748,0.93396163,0.8299416,0.9682885,0.68502533,0.9597472,1.106805,1.0566067,0.37934005,1.0486114,1.2156147,0.84789133,1.3043174,0.84878963,1.2927635,0.78636885,1.1310729,1.1117668,1.0256994,0.75289524,1.1448336,0.78772545,1.1484516,1.2005386,0.82024294,1.0277549,0.89538705,0.7758526,0.98279274,1.3033742,1.2480505,0.69517136,1.020855,1.078798,1.3039997,0.9054922,0.75633144,1.1542557,0.9208129,0.95330805,0.7861629,0.8839634,0.71256495,1.1582729
ear,0.9606129,0.94597363,1.0045441,1.0875468,0.97033566,1.1287411,1.048069,0.90787023,1.1216024,1.0486785,1.0024362,1.0163956,1.2670629,0.91190195,1.0924196,1.0042597,1.2549928,1.1839412,1.1701837,1.2048005,1.2042192,1.0352616,1.1740175,1.2532511,0.9949344,1.1662866,1.1093161,0.88684344,0.85385156,1.194387,1.0080302,0.9655195,1.0777618,0.98293597,0.95480734,0.9130311,0.9905406,1.0678492,1.038821,1.083086,1.2084565,1.0843202,1.1330448,0.9662255,1.0469598,1.0499283,0.8909997,1.0420676,1.1313663,0.0,1.1069956,0.9475939,0.6786547,0.6836938,1.1082597,1.1025791,1.0996348,0.9148666,1.0621667,0.95415956,0.9905114,0.7479102,1.0772779,1.0376707,1.0879377,0.70479995,1.0262617,0.78562367,0.9742352,1.040989,0.8913568,0.9963303,0.88880277,1.202563,0.9584108,1.0428122,1.0465947,1.132663,0.9736707,1.0037799,0.92504716,1.2051933,0.91566086,1.0450307,0.68672687,1.0561484,0.916302,1.0227786,0.839714,0.6496248,0.9807018,1.0265938,0.8936669,1.0154005,0.91733885,1.1178796,1.0279949,1.0229656,1.0888487,0.98029256,1.1510775,0.95848215,1.1209201,1.1279427,1.0640824,1.0892975,1.230999,0.8348094,1.0657985,1.0550275,1.1332353,1.1247059,0.9095507,1.0339477,0.9008006,1.0594105,0.9205061,1.2717925,1.018727,1.0336294,1.1092746,0.99429953,1.0404966,1.1079981,0.96896064,1.0744674,1.1485109,0.8917787,1.1001852,1.0842209,1.0703545,0.90100807,1.0580981,1.0358,0.7746923,0.8002426,1.0062379,1.0624431,1.1219001,1.1142298,1.0083919,1.0818585,1.0787438,1.0356519,1.0344332,1.0052439
egg,1.4449893,0.66763276,0.3436228,0.7089829,1.4152768,0.42855716,0.39126813,0.78950286,1.112129,1.4575033,1.471673,0.81879973,1.2309469,1.281301,0.8112531,1.486709,1.152068,0.7816682,0.4989667,0.5106532,1.0084246,0.45614153,0.8626509,0.60352594,0.8771878,0.79418445,0.7996492,0.6999178,1.2496766,1.2441891,0.41791975,1.3716532,1.0379272,1.1669836,1.0658344,1.1698622,1.4598738,0.776156,0.57637024,1.4735405,0.4787563,0.7975582,0.9937167,1.341691,1.1481377,1.3618466,1.01474,1.3233594,0.7704276,1.1069956,0.0,1.1940365,1.2721126,0.82268935,1.261838,0.5829556,0.82289,1.0026101,0.7957994,1.0086809,1.2974288,0.81899786,0.78298235,1.230467,0.69789016,1.3107467,0.563586,1.193461,0.5062911,1.3522248,1.4433185,1.0464267,1.2715579,0.6737684,1.4733056,0.9883391,1.3988299,0.6277507,1.2295948,1.3043728,0.9900967,0.9211092,1.2192042,1.3066578,1.0865741,0.9786318,0.45957637,0.73075587,0.71145254,1.0684742,0.30588937,1.2727013,1.3127058,1.4323727,1.4003975,1.0067173,0.66920424,0.63230205,0.7555755,1.1672895,0.94670457,0.915721,1.0861112,0.501571,0.37214142,1.142715,0.73148686,0.6076112,1.2513875,1.2996639,0.7325238,0.98269033,1.3033514,0.76775634,1.3957797,0.89565873,1.3449008,0.77270126,1.2246715,1.1476374,1.2342724,0.6368474,1.28301,0.35654783,1.0405824,1.1379383,0.66898304,1.1024204,1.2896383,0.40546197,1.2418756,1.3735723,1.4288108,0.34096277,0.61792374,0.7411053,1.1409694,0.7046632,0.51446074,1.1886148,1.2688243,1.0808638,0.91036165,1.085738,0.5593785,1.3611208
elephant,0.76521385,1.0666597,1.1616583,0.9589363,0.7747849,1.1436839,1.1628975,1.1211052,1.2024046,0.89136374,0.9032515,1.3467166,1.025981,0.9711832,0.98028845,0.84889084,0.88719857,1.3048906,1.2999504,1.2420356,1.1528344,1.2043462,1.1709777,1.2018878,0.99652666,1.2951068,1.1713253,0.98817205,0.8239181,1.1391454,1.1784941,0.97249544,1.1924706,1.1173135,1.082194,1.0249107,1.0366242,1.1160079,1.2477064,1.0615861,1.2625558,1.0873419,0.9888186,0.8887065,1.0580816,1.0558141,1.1326786,0.87365425,1.0056467,0.9475939,1.1940365,0.0,0.8479543,1.0177785,1.000356,1.1567149,1.0127237,1.1234324,1.1573926,1.0847467,0.94656986,1.1356113,1.1613648,0.6168964,1.1793499,0.81934917,1.1785648,0.8790186,1.3298175,0.79968774,0.5551659,0.9287146,1.1525841,1.1817563,0.7903149,1.2255119,1.1327485,1.248254,0.81821316,0.7402881,1.0339705,1.0183632,0.98384947,1.0212841,1.0507175,1.0133415,1.1790609,1.3479589,1.1914396,0.80288607,1.1835485,1.0932778,0.569494,0.7794257,0.9005157,1.1326985,1.2575884,1.3040552,0.9883651,1.0176921,1.3388398,0.9944908,0.74686205,1.219043,1.168127,1.2068737,1.2698877,1.081911,1.1516843,0.78056,1.0341179,0.94374394,0.9095544,1.161654,0.80875456,1.0834517,0.93834746,1.1129458,1.0049562,0.97341233,0.86543584,1.1653636,0.64319557,1.2458792,1.0271027,0.88452375,1.170427,0.8859187,0.8063438,1.0801215,1.2321596,0.86247945,0.8939691,1.1599853,1.0706916,1.1329706,1.0871754,1.3301846,1.3106017,0.9467988,0.39143026,1.0667745,1.1019503,1.2281619,1.2324573,0.79630893
face,0.6515008,1.2324437,1.1390485,1.1233544,0.6808339,1.1328976,1.2119744,1.1231877,1.1885672,0.8216621,0.65792394,1.1477047,1.2375648,0.73097634,1.2312032,0.79312396,1.1883848,1.2871804,1.3027409,1.3604262,1.1324042,1.2218328,1.322017,1.4243445,1.177077,1.3487833,1.2097195,1.0601654,0.67138815,1.1868765,1.1520708,0.7628506,1.1006005,0.8955599,0.9865245,1.040515,0.62892616,1.2810284,1.2740103,0.86940074,1.3609884,1.176103,1.0563853,0.7154962,1.0132204,0.85665894,1.1388271,0.8196664,1.2204766,0.6786547,1.2721126,0.8479543,0.0,0.9806336,0.97321993,1.3237784,1.215284,1.1150571,1.2323408,1.0060059,0.7783793,0.7796842,1.2367133,0.90033144,1.28542,0.5153346,1.1726484,0.82727957,1.1681114,0.8360741,0.60352284,1.0953884,0.8025269,1.2265385,0.62453365,1.1990335,0.86954623,1.2785859,0.77412957,0.81089187,0.845077,1.0197784,0.8714228,0.8877203,0.72725534,1.025498,1.0814866,1.2766044,1.1311488,0.6589998,1.1194268,0.9915541,0.7651377,0.71706325,0.6353941,1.0210378,1.2277734,1.2224278,1.249661,0.961668,1.2462631,1.0344566,1.1421888,1.2175158,1.1780537,1.1095142,1.3395858,1.0270443,1.017066,0.87714624,1.1873622,1.118811,0.80727667,1.2544692,0.388857,1.201676,0.70521164,1.3761693,0.84669095,1.0335373,1.0216662,1.2814178,0.8795458,1.2781408,1.1366783,0.9667105,1.3982644,0.95455694,1.0750793,1.2888535,1.0770751,0.64549375,0.82253695,1.2616962,1.0822706,1.0799423,0.92642075,1.3333958,1.2759961,0.9827604,0.87687564,1.0960821,1.1170743,1.1339347,1.296257,0.7775978
finger,1.1920208,0.45370346,0.6815619,1.0729806,0.867798,1.0499663,0.9087101,0.89693624,1.2858019,1.1981786,1.210902,0.69155806,1.3758457,0.97883356,1.1835485,1.1952912,1.3584492,1.0354182,0.93089706,1.1535844,1.3131948,0.7583823,1.1906711,1.2321501,0.9717308,0.97351307,1.0016472,0.40423977,0.81727326,1.2631898,0.87448835,1.2740009,1.1089026,1.241686,0.87608635,1.1037823,1.1817061,0.95421684,0.71119696,1.3868115,1.051075,1.1687915,1.2333982,1.0621063,1.0957098,1.1839592,0.8164078,1.1319625,1.1695884,0.6836938,0.82268935,1.0177785,0.9806336,0.0,1.2152678,0.90267456,1.1194187,0.6792168,1.0291616,1.1494858,1.1178372,0.50175405,1.0032356,1.2016257,0.9748584,0.7373359,0.93152654,0.4034642,0.71913016,1.3411961,1.0372642,1.2589415,0.87786174,1.1970747,1.0232589,0.7126906,1.204025,1.0110624,0.8475796,0.9736796,0.9831715,1.2429295,0.9171921,1.3151808,0.48324072,1.0871944,0.5158558,0.8366486,0.4624791,0.5484052,0.6992748,1.1953468,1.0096416,1.1004759,0.89998734,1.1771202,0.7096576,0.63653487,0.9346403,0.9483637,0.9922499,0.9733752,1.3034818,1.1881236,0.8173995,1.1104468,1.134055,0.38260388,1.1729492,1.1016961,1.0957501,1.2148974,1.0527244,1.0037798,0.9967226,1.0994737,0.83508575,1.207561,1.1644766,1.1761794,1.3071151,0.5758591,1.1591469,0.7938819,0.6577098,1.2858961,1.0258616,1.134145,1.0911846,0.7196449,1.3000331,0.96187186,1.3865712,1.0171304,0.12868679,0.33216786,0.83772874,0.86672527,1.1216927,1.3696742,1.2671852,1.2230862,1.1543642,1.21493,0.7046538,1.2308495
firetruck,0.95856225,1.1573992,1.2344724,1.1165751,1.0109531,1.0833049,1.1621406,1.0978537,0.86285514,0.90705776,0.92569816,1.1910547,0.63624805,0.92356825,0.96318656,0.92771703,0.53918415,1.0610654,1.1906593,1.135585,0.8434975,1.3029422,1.0437856,1.032674,1.1004708,1.1003981,0.81119204,1.2044343,1.1198323,0.63299936,1.2843863,0.8722528,0.96632445,1.0360414,1.1719118,0.96269137,0.89547485,1.1598973,1.2406523,0.71113735,1.1885338,1.0509425,0.9192055,1.0204703,0.88868105,0.8590566,0.9938676,0.8287333,1.0078752,1.1082597,1.261838,1.000356,0.97321993,1.2152678,0.0,1.2138203,0.9966859,1.0922695,1.2399428,1.0469389,0.94720703,1.2158504,1.007893,0.87351686,1.0894104,1.0068084,1.1846749,1.0221542,1.2502606,0.7639605,0.8077999,0.9229957,0.99239993,1.1398323,0.910903,1.193789,0.6620761,1.1570327,1.0500728,0.93266016,1.0512165,0.95409435,0.9870064,0.7237134,1.0621811,1.0314283,1.275717,1.1925143,1.2383125,1.0697427,1.2573196,0.8778959,1.0126275,0.8690591,0.99049795,1.0168407,1.2530546,1.2592225,1.0836557,1.0267903,1.0633363,1.0066526,0.8964576,1.1190104,1.1913713,0.98296,1.0402455,1.3022592,0.8172622,0.89264506,1.0797427,0.9029367,0.94919455,1.0614884,1.0096471,1.0093569,0.9794804,1.0222453,0.9278717,0.9063473,0.39190364,1.2604171,0.9837336,1.2826647,1.065048,0.94881916,1.1162748,0.8052435,0.8893065,1.2549298,0.7418048,0.9976045,0.8189033,1.2208745,1.2982541,1.2201493,0.8452398,1.1249723,0.94425285,0.9143273,0.807425,0.86021596,0.8482778,0.9192495,1.2746669,0.7492979
fish,1.580682,0.84544003,0.37447774,1.0767598,1.491851,0.69454616,0.7849004,0.5993894,1.2090708,1.4921384,1.5883754,0.5154759,1.0022045,1.5097384,0.7273519,1.5163032,0.9024577,0.6198062,0.30860078,0.5043155,1.2117921,0.55550206,0.5166718,0.6322705,0.73832804,0.59229475,0.50256765,0.718802,1.2874004,1.1156349,0.43615365,1.4289949,1.0423982,1.386405,1.0219814,0.89881325,1.5336393,0.8016083,0.15193355,1.5417278,0.44341934,0.64904284,1.0795578,1.5012121,1.2350628,1.3401659,1.1020269,1.3413109,0.69530594,1.1025791,0.5829556,1.1567149,1.3237784,0.90267456,1.2138203,0.0,0.60462904,1.0447065,0.5251721,1.0247486,1.4812717,0.7455149,0.7825278,1.209782,0.7586403,1.365859,0.7178533,1.310427,0.47336668,1.3493326,1.3780653,0.9538922,1.2931842,0.8399379,1.5400232,0.6211078,1.3995907,0.41142213,1.307165,1.3318691,1.3442771,1.0849766,1.5263155,1.3477461,1.1106396,1.1271122,0.42477715,0.50332266,0.55247664,1.2704098,0.46497297,1.3602015,1.2873731,1.5177041,1.4783072,1.1278169,0.23117858,0.25549066,0.5421984,1.2059741,0.7817296,1.1432592,0.8278411,0.724524,0.53252125,1.1909646,0.69733185,0.58587086,1.222872,1.2098916,0.60315645,1.126426,1.3322577,0.53913504,1.4907689,0.93168014,1.4066288,0.5324122,1.1313102,1.1732615,1.1703477,0.41403604,1.182313,0.32240593,1.1362641,1.3684542,0.59878916,1.1648911,0.9577534,0.48073745,1.1626723,1.465565,1.5426089,0.5943412,0.63751143,0.57534456,1.2082828,0.50045353,0.64418435,1.3004687,1.1118023,1.0886537,0.76474273,0.93182665,0.43008006,1.326806
flower,1.2473385,1.0339279,0.7685728,1.0195112,1.2929077,0.83250535,0.87624484,0.6976821,0.9547778,1.3469148,1.3482525,0.9905148,0.88777125,1.313143,0.7835759,1.3253736,0.99239177,0.75176036,0.6689359,0.77922213,1.0127807,0.9201638,0.7468211,0.71253306,0.74734807,0.7986951,0.71968204,1.003534,1.2736194,0.92059577,0.8938311,1.2449692,1.0157905,1.1930764,1.2214779,0.7396674,1.3116553,0.8981132,0.78964436,1.1915674,0.702585,0.73913443,1.0298078,1.2505805,1.0118066,1.1832469,1.1175189,1.1323397,0.7396162,1.0996348,0.82289,1.0127237,1.215284,1.1194187,0.9966859,0.60462904,0.0,1.0509768,0.7844178,0.86478007,1.22624,1.000544,0.8875751,1.0941374,0.81056297,1.2498598,0.83782023,1.1820436,0.81556773,1.1050274,1.2014846,1.0076431,1.1920902,0.81054014,1.4022899,1.0801492,1.1020466,0.7149916,1.2424595,1.0683115,1.2023826,0.96152294,1.2489129,1.0752838,1.2105032,1.0861382,0.94029796,0.8963909,0.93606913,1.2484617,0.8529598,1.1512967,1.1185474,1.2525847,1.3447933,1.0785761,0.8450827,0.86171895,0.7369486,1.2391602,0.97808087,1.0217065,0.33408678,0.8856231,0.7830263,1.0715508,0.8317347,0.9895227,1.0388886,1.2422519,0.70293623,0.9820214,1.1299953,0.84519506,1.3397837,0.78372085,1.3362162,0.8284156,1.149191,1.1353025,1.0754286,0.7708001,1.2200757,0.7722249,1.0903372,1.1608334,0.858679,1.1274393,0.8959831,0.77207476,0.86362565,1.305692,1.1969012,0.8054056,0.985411,0.9911529,1.1283538,0.9197316,0.6893351,1.0519576,0.88759065,0.8872459,0.76525277,0.8809013,0.71043783,1.0615023
foot,1.0300003,0.72579217,1.0427505,0.9437189,0.9372739,1.0892694,0.94830745,0.93840915,0.8709212,1.1451814,1.0712988,0.97001547,1.1193719,0.81859493,1.0988911,0.9833662,1.1905893,0.9246875,1.0067927,1.1784583,1.0264791,0.97967565,1.1010008,1.0586354,1.0529771,0.9965585,1.0754833,0.7942227,1.0901804,1.0648562,1.1063557,1.1857325,0.793489,1.1544611,0.81904894,0.9776967,1.0450543,0.9956329,0.9831136,1.0330403,1.0590961,1.164425,1.1530087,0.9022711,0.7364507,1.1859134,0.9572834,0.81818295,1.110587,0.9148666,1.0026101,1.1234324,1.1150571,0.6792168,1.0922695,1.0447065,1.0509768,0.0,1.043432,0.92893624,1.0585432,0.9557262,0.7282115,1.1179645,0.82112217,1.0577898,1.0313649,0.84078777,0.9689314,1.2774206,1.1688268,0.99199003,0.83627033,1.0926001,0.8909663,0.9990999,1.0292964,1.064389,0.8032925,1.0835962,1.0317898,1.0589813,0.75892234,1.1791078,0.95917994,0.97422856,0.98706526,0.8167186,0.7961419,0.95896995,1.038165,1.0850985,1.102052,0.8156432,0.9424277,1.0816064,1.0083228,0.9965054,1.0299834,0.9102706,0.85132277,0.9506929,1.1620531,1.1729083,1.0291427,0.8180582,1.0324512,0.8831512,1.1011518,1.146637,1.0835094,1.0364151,0.8660015,0.92031807,1.0733923,0.4899583,0.85351515,1.0649314,1.1975886,1.1983228,1.0561154,0.6586037,1.2744969,0.99595106,0.37260592,1.192725,0.9801061,1.1214014,1.1277487,0.8634407,1.0306948,0.98250556,1.166949,1.0152799,0.67282647,0.84038067,0.8713045,0.7843749,0.8753456,1.1420052,1.299248,1.1615252,1.0509572,1.1067916,0.87516534,1.2271681
fork,1.3785933,0.94398886,0.8506656,1.0012478,1.3121308,0.8652545,0.8435011,0.82274795,0.9966134,1.3289123,1.4194252,0.7877624,0.9698108,1.3655286,0.7222044,1.329726,0.97109836,0.65950954,0.6648344,0.76854587,1.0379772,0.8637614,0.6002889,0.68962854,0.45013958,0.7239043,0.73222643,1.041598,1.2167035,0.9599975,0.66348994,1.2917451,0.9911407,1.2534118,0.7059705,0.97677666,1.3968499,0.9483213,0.4525646,1.2916521,0.67826205,0.64009726,1.049665,1.3338413,1.1490209,1.2427886,1.0282657,1.2664391,0.71655124,1.0621667,0.7957994,1.1573926,1.2323408,1.0291616,1.2399428,0.5251721,0.7844178,1.043432,0.0,1.0562521,1.3067013,0.8627512,0.7702527,1.2080896,0.8154222,1.1986508,0.80144215,1.1933241,0.67929834,1.201713,1.1698842,0.6833751,1.2089249,0.8684062,1.3780792,0.6449947,1.2464224,0.4794246,1.2577496,1.2734222,1.3326081,0.9920473,1.3209641,1.1768968,1.1723933,1.0945385,0.80731136,0.7386933,0.7327825,1.3014389,0.8815219,1.1891407,1.1778036,1.3617641,1.3551183,0.947112,0.44377863,0.5385063,0.89400834,1.2523106,0.90843725,1.1817455,0.9180544,0.84518164,0.83283794,0.9468303,0.6696477,0.7895212,1.1550752,1.2298279,0.77531815,1.0782053,1.1515515,0.6011567,1.3459783,0.8285748,1.3694897,0.60451186,1.0425842,1.0801188,1.1601814,0.6092907,1.1120486,0.7122653,1.0875146,1.293968,0.68342054,1.0122982,0.9304067,0.608586,1.0852244,1.2905935,1.3517799,0.7739681,0.8985778,0.8991866,1.1476624,0.70623934,0.7895325,1.1744618,1.1818024,1.0408969,0.84152293,0.7736751,0.6500701,1.279249
frog,0.6563144,1.229111,1.0973351,0.89900494,1.0038587,0.9962041,1.0615109,0.8944602,1.0236295,1.0207318,0.98739016,1.2173991,1.1243849,0.9334793,0.7730782,0.97130966,1.069161,1.054385,1.12945,1.0841833,1.0557793,0.96362585,1.0965666,1.1849464,0.905372,1.3635612,1.1265574,0.9436778,1.0765233,1.1909977,1.1559263,1.056814,1.0336646,0.9618042,1.1628921,0.9573203,1.0176319,0.72236985,1.1520448,1.0175861,1.1298182,0.88760316,0.97867763,0.57449937,0.59219867,1.167459,1.1355346,1.0365252,0.73903584,0.95415956,1.0086809,1.0847467,1.0060059,1.1494858,1.0469389,1.0247486,0.86478007,0.92893624,1.0562521,0.0,0.925512,1.2184608,0.7476894,0.9088414,0.6998235,1.1325657,0.8837736,0.9438015,1.137352,1.0473776,1.0043275,0.9607769,1.1457593,1.0608009,1.0404601,1.172333,1.0811262,1.1331885,0.99150175,0.84878135,0.74770147,1.0953472,0.70401454,1.0370624,1.1239225,0.87042564,1.2263469,0.9980489,1.2537954,0.957781,1.0798131,1.1382549,0.935783,0.9816679,1.1824363,0.9961629,1.1717514,1.1823959,0.88641787,0.71162295,1.0664502,0.85275245,0.93494415,0.9548878,1.115255,1.0601329,1.1014609,1.1201124,1.2007191,0.9748385,0.70446503,0.9681487,1.055836,0.7737179,1.1205328,0.9035585,1.1604983,1.0348442,1.1697781,1.1325179,0.96919525,1.1087385,1.1263016,1.0729553,1.0293609,0.8531934,0.92619395,1.0352036,0.87859976,1.2016903,0.9927195,1.1651878,0.8878941,0.91305596,1.1903062,1.020487,0.83383954,1.1159916,0.682726,0.82949334,1.0132856,1.0424606,1.0412245,1.1390302,1.0268499,1.081913
glass,0.57596684,1.2888353,1.4182198,0.78004396,0.59925014,1.208498,1.1617618,1.2398932,0.9830712,0.55326164,0.6887882,1.4489287,1.1287175,0.7033237,1.3385931,0.7836118,1.0609106,1.2691464,1.3500996,1.1329983,0.9199927,1.2777476,1.293492,1.2636393,1.214678,1.3911355,1.4270144,1.1983006,0.9444054,1.1416042,1.3340166,0.7939581,1.0631313,0.7504891,0.96316534,0.9331518,0.75385356,0.9562576,1.5307097,0.6987972,1.1501027,1.2760911,0.81325966,0.7517252,0.937664,0.86430717,1.0908737,0.8941462,1.3576353,0.9905114,1.2974288,0.94656986,0.7783793,1.1178372,0.94720703,1.4812717,1.22624,1.0585432,1.3067013,0.925512,0.0,1.2141576,1.1725076,0.7929555,0.87387335,0.79284084,1.2646346,0.7080592,1.5180598,0.8430136,0.70888865,1.085501,1.0290803,0.8531327,0.7074909,1.063342,0.85814214,1.3835065,0.82860965,0.5561226,0.5696377,0.8327848,0.6301211,0.9375671,0.9669907,0.6982311,1.4435651,1.4439834,1.3708361,0.7809094,1.4118588,0.8628948,0.7234442,0.7340001,0.7507941,0.82865316,1.4930863,1.4795504,1.1888,1.0428519,1.3503301,0.7878216,1.0762091,0.9877439,1.3989068,1.0295614,1.329643,1.3434232,0.887331,0.727116,1.242038,0.7506031,0.8145157,1.1863675,0.7199452,1.148857,0.86756396,1.0870847,0.93904066,0.66056514,0.86471266,1.5476326,0.8837563,1.5167407,0.9704181,0.44071794,0.9770815,0.73388934,0.9236354,1.4474924,1.004319,0.81902623,0.5049403,1.3030379,1.35411,1.2905686,0.49438292,1.4900529,1.2644072,0.50983137,1.0160937,1.07866,1.2103682,1.1292274,1.4505813,0.82471275
glasses,1.3692484,0.673252,0.56485045,1.1657212,1.2096906,0.9253191,0.9318664,0.88205695,1.2282954,1.335263,1.313426,0.5446857,1.3061272,1.1752547,1.0247087,1.311817,1.2879786,0.9538443,0.67934346,0.90636146,1.2905611,0.776036,0.9472878,0.9819077,0.98466694,0.7953388,0.7894374,0.69697577,0.79602146,1.1902261,0.59154904,1.2550795,1.0940989,1.1661375,0.99992704,1.1249993,1.2281535,1.0718509,0.549314,1.4015077,0.81291586,0.9076099,1.2826805,1.1864924,1.1884779,1.1497165,0.9165561,1.1745043,0.9987249,0.7479102,0.81899786,1.1356113,0.7796842,0.50175405,1.2158504,0.7455149,1.000544,0.9557262,0.8627512,1.2184608,1.2141576,0.0,1.0715148,1.3047647,1.113145,0.7366652,0.8419676,0.93731576,0.4188555,1.2643557,1.0582485,1.1499156,0.96167314,1.0085791,1.1922923,0.6930131,1.1795833,0.72520983,1.0791687,1.2837772,1.2059097,1.1931931,1.2838643,1.2314821,0.37809515,1.1772438,0.39294165,0.82233125,0.37556487,0.81532276,0.583586,1.1806487,0.9983568,1.2416773,1.0646728,1.2151524,0.52414536,0.5051242,0.8968055,1.0202634,0.980494,1.2057129,1.1981449,1.0441544,0.7101656,1.0488415,0.9257587,0.41711044,1.1300254,1.2333617,0.8871259,1.242245,1.0715296,0.91315705,1.0428687,1.0649314,0.9726982,1.0518214,1.0631236,1.168615,1.3382086,0.49350297,1.2048056,0.626616,0.9785438,1.3033919,0.932271,1.0857924,1.1103898,0.7172034,1.1056693,1.0399172,1.4361819,0.7942966,0.4013555,0.49754465,1.1088421,0.81824666,1.0082973,1.3611568,1.2383525,1.1195468,0.9913208,0.9729095,0.51098514,1.1859593
glove,1.1648592,0.8675939,0.9259469,1.0093592,1.1718675,0.8369106,0.74096644,0.73553836,0.99061686,1.387696,1.2570952,0.912138,0.961345,1.094815,0.78143406,1.1025333,0.8320482,0.8048487,0.84007406,0.8426654,0.9243166,0.8640562,0.9566838,0.74141216,0.77543664,0.8840443,0.9926904,0.90927494,1.2544699,0.9632603,0.9727912,1.2868699,0.72290075,1.2676286,1.004161,0.89235437,1.253559,0.79920065,0.8111537,1.1828932,0.8420502,0.9377634,0.9791099,1.0308051,0.9247304,1.2952101,1.1108552,1.1618916,0.78054595,1.0772779,0.78298235,1.1613648,1.2367133,1.0032356,1.007893,0.7825278,0.8875751,0.7282115,0.7702527,0.7476894,1.1725076,1.0715148,0.0,1.1754389,0.6290273,1.3152823,0.9179073,1.0578151,0.7690832,1.2916584,1.2857288,0.70713395,0.93674546,1.0212383,1.1561081,0.96255696,1.1497413,0.9360529,1.129194,1.1278486,0.9754781,1.0293174,0.75807035,1.188644,1.1765667,1.0825641,0.9908985,0.48107374,0.9238501,1.1960323,0.92965955,1.1851329,1.225544,1.1833737,1.2039713,1.0419537,0.8749717,0.9505657,0.8675207,0.96634436,0.681934,1.0061129,1.0553371,0.8750071,0.9043239,0.74841446,0.74926317,0.99294305,1.1880709,1.2271034,0.91877204,0.97801274,0.9344504,0.5171088,1.2466314,0.59400415,1.122749,0.6881654,1.2550932,1.1291809,0.8146242,0.7125273,1.3221508,0.8666784,0.7414253,1.2424827,0.6248361,1.0829473,1.2187068,0.8567329,0.92483854,1.1893758,1.235797,0.7780782,0.936478,0.9443502,0.8607496,0.4444908,0.5618273,1.1207396,1.2613156,1.1157327,1.0144128,0.9495333,0.82050633,1.3448637
