,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
jacket,0.8399865,1.0686101,1.1333779,0.8246973,1.2537948,1.1911619,0.86671305,1.2674536,0.79131436,0.8269613,1.1002215,0.8393347,0.813665,0.8382872,1.0971711,1.093371,1.2816278,1.2696233,1.187897,1.1467837,0.96193284,1.3001766,0.8791559,0.99886435,1.1038328,0.85662746,0.42966855,1.0353631,1.1520594,0.8113595,0.95014197,1.0994291,0.936701,1.1535913,1.0506134,0.8920458,1.3144238,0.8811493,1.1332946,0.9728505,1.1242465,0.9919076,0.8076458,1.1175636,0.99878967,1.0381687,1.0130366,0.9746629,1.0411055,1.0558876,1.1696128,1.0428602,0.9570622,0.88401794,1.0117861,0.7041757,1.2227678,0.8155704,0.93463403,0.90151644,0.6856626,0.0,1.2339902,0.52213484,1.0949405,0.93837684,1.0752778,1.2091643,1.0694872,1.0311427,1.0507668,1.075453,1.0805728,0.938445,1.010252,1.1608807,0.94021255,1.1222248,1.0778085,1.0441698,1.1193371,0.8191686,0.5629443,0.9710982,1.0629314,1.0463816,0.9794935,1.0040082,1.2207354,1.1599408,1.2749457,0.9218568,1.2187691,1.1207377,1.2540947,0.76578987,1.0258808,1.1766974,0.90688056,0.99971104,0.3675362,0.94195503,0.72353256,1.0548692,1.0047166,0.9933336,0.99400693,0.9987505,0.70684385,1.0133201,0.92350864,1.1540159,1.1798407,0.9585383,1.1508236,1.1341068,1.011549,0.51646787,1.0617987,1.2655009,1.002028,0.9772308,1.1697563,1.038082,1.3017323,1.0677485,1.0070547,1.0759099,1.1192727,1.0660924,0.9341621
jar,1.1551135,0.93892413,0.7508179,1.1766384,0.62798035,0.71429235,1.1006217,0.4796182,1.1543347,1.191154,0.826276,1.2286117,1.2326708,1.1979108,0.88239014,0.93917274,0.64879876,0.6857678,0.7780812,1.1922876,0.933692,0.32423943,1.3101195,0.6850147,0.73006743,1.2527086,1.285383,0.90969646,0.6548221,1.0969862,1.0072465,1.0310129,1.1403608,1.220721,0.8493037,1.0833876,0.59595925,1.0781125,0.95781404,0.9768081,1.0473655,1.0475222,1.056448,0.93552077,0.7592932,1.0984763,1.0400139,1.2173464,0.7616986,1.0125793,0.87186724,1.0298439,0.91500914,1.1560669,1.0486588,1.1436287,0.749293,1.2321948,1.2439189,0.81520045,1.1693745,1.2339902,0.0,1.3160391,0.9798204,0.9576679,0.68934095,1.046737,1.247963,1.0140021,1.1985633,0.9168031,1.1488304,1.1861141,0.93490136,1.0306545,0.9446638,1.0992877,1.0443115,0.79624903,0.83110774,1.2898216,1.3765942,1.137169,0.9314158,0.9979957,1.2577102,0.978219,1.0520648,0.6815138,1.1461092,1.2103989,1.1486577,0.829289,0.59989905,1.0927799,1.2127643,1.1122153,1.1859359,0.90187013,1.3214629,1.1711441,1.2612317,1.2118521,1.0066293,1.038305,0.9516074,0.88535696,1.1685154,0.88128686,1.0812404,1.1581358,0.8594757,0.95477825,0.89249194,0.7979483,0.82823884,1.3548441,1.0827183,0.57207096,1.0183628,1.2541707,0.9804712,0.84438705,0.56865984,0.8055873,0.9233671,0.97599065,0.7720914,0.7738855,1.1125159
jeans,0.73479676,1.1168228,1.2153964,0.71864104,1.1499636,1.1600382,0.921361,1.2476156,0.7305534,0.62689,1.2671237,0.70043504,0.63539845,0.6102387,1.0878303,1.0456854,1.2022164,1.229143,1.1951994,1.2716384,1.0561994,1.3200867,0.9170679,1.044261,1.1170007,0.9305916,0.5898842,1.0121881,1.2605567,0.7718591,0.9813368,1.2660477,0.7066565,1.248141,1.2456656,0.75527453,1.3194771,0.8338129,0.98322314,1.011036,1.0144705,0.8068446,1.0568689,1.1719017,1.1371602,0.89096534,1.0602257,0.89598155,1.2976891,1.0041684,1.3316077,1.0984509,1.0480448,1.0264056,1.0174981,0.8386245,1.2647015,0.8395905,0.94348556,1.0256448,0.76745194,0.52213484,1.3160391,0.0,1.201036,0.9397408,1.3044055,1.2372932,0.90390474,1.012803,0.8094833,1.0318056,1.0258068,1.130719,1.1025026,1.3247461,1.184157,1.0963988,1.0060649,1.0875508,1.1362033,0.59317917,0.30189884,0.80804336,1.1829554,1.2017796,0.9416674,0.89363056,1.322232,1.2494328,1.1650603,0.74501055,1.0189384,1.125701,1.2953725,0.76249486,0.9368939,1.0832089,0.78514296,1.0527743,0.40853667,0.83475494,0.43801546,1.0907165,0.9629479,0.88435733,0.8168936,1.1167017,0.7765157,1.0714058,1.0818874,1.0626638,1.357935,1.1156384,1.1592288,1.2381647,1.0356131,0.4203186,0.8776469,1.3093309,1.0747775,1.0691788,1.2749071,1.176458,1.2951669,0.994574,1.0357063,1.0211954,1.2217007,1.2359658,0.83835614
knife,1.4445841,0.40801316,0.7741942,1.3284268,1.2290014,0.7558236,1.1128337,1.1723219,1.1729738,1.3843532,0.39816463,1.0722867,1.5085027,1.3995427,0.50160456,1.1503538,1.109438,1.1278875,1.1968226,0.7973031,1.0613413,1.1770582,0.9260574,0.8256202,0.8255291,0.8365605,1.1200919,0.9641241,0.6984082,1.2281448,1.0845261,0.7361651,1.3653568,0.9207534,0.28173882,1.4344835,0.9870913,1.3768326,1.4098594,1.1017976,0.7469219,1.3242774,1.0041564,0.51264256,0.8734436,1.2126756,0.7465423,1.2002263,0.6964602,0.6753012,0.27681565,1.1109449,1.3055702,0.80251753,1.3021846,0.9540813,0.97023606,1.2989252,1.2479267,0.81509423,1.2011913,1.0949405,0.9798204,1.201036,0.0,1.0327506,0.4251877,0.79051554,1.3107994,0.9823372,1.4655528,1.261197,1.0038769,1.1312428,0.60968196,0.6668167,0.6402206,1.0405582,0.6258663,0.9303084,1.2276187,1.4590597,1.2170844,1.3430555,0.124302685,0.1570499,1.0116588,0.94949275,0.7662331,0.9213575,0.9153987,1.2629397,1.2634677,1.0084827,1.0525396,1.1153331,1.0883487,1.2302432,1.1482472,1.1160227,1.2868006,1.2318697,1.172723,1.1265116,1.1914616,0.81879455,1.2408981,0.34498012,1.1293677,0.5446408,0.82753927,1.1707938,0.34023714,0.4870842,0.79372704,0.5904354,1.1899718,1.3593248,1.3093147,0.78811234,0.7665015,0.8883634,0.85729814,0.5993252,1.2280939,1.1755123,1.0161946,1.2547415,0.91995895,0.6327947,1.2096902
ladder,0.9215498,1.1067086,1.3102812,1.0127411,1.1836958,1.2089319,1.247561,0.91169584,0.60145324,0.68235916,1.1699977,0.5377147,1.0878912,0.79405165,1.1175553,0.9032572,1.086747,1.1351018,0.8314254,1.1941688,0.5878496,0.965238,1.0205032,0.7295768,1.0379027,1.1369103,0.87858534,0.27126086,1.1518494,0.40447068,1.0699575,1.2291974,0.58706903,1.1786039,1.2055355,0.69214964,1.087103,0.87702554,1.048794,0.43412757,0.85051095,1.0529149,1.0675117,1.3877898,1.1837177,0.95482075,1.261472,1.256194,1.1276288,1.1578388,1.0308536,1.0859517,1.0136672,1.1840819,1.226657,0.9823024,1.236001,0.912748,1.1588349,1.1959239,1.0052176,0.93837684,0.9576679,0.9397408,1.0327506,0.0,0.9115056,1.175178,1.0705688,1.1779784,1.1159548,0.7890011,1.1582217,1.1708293,1.2882502,1.1806042,1.2714077,1.1995902,1.2228848,0.62210363,1.061206,1.1030002,0.94512624,0.8969963,1.1252635,1.1607239,1.1048632,0.92544115,1.1225872,0.870175,1.1138912,0.83681023,1.2556431,0.9210039,1.0570649,0.37967402,0.9206898,1.2184294,0.879771,0.93412894,0.9313103,0.94609785,1.0480022,1.0643953,0.5305036,0.78121966,0.98678774,1.2117019,1.0138667,1.092422,1.1300111,1.243647,1.0657346,1.1700085,0.94172186,1.3054324,0.6431223,0.9302323,0.92921257,1.2191358,1.2703155,1.2621586,1.2027808,1.0337871,1.0116514,0.79617345,0.7194731,0.82888293,0.6163087,1.2255765,0.59247863
lamp,1.5985436,0.51576984,0.7576243,1.3523326,0.91944253,0.5266835,1.2662694,1.0344998,1.1246421,1.4431158,0.3430918,1.1995026,1.5468775,1.4786263,0.47295678,1.2025285,0.9702363,1.1222906,1.200979,1.0063459,1.0469029,0.9098682,1.1549182,0.51924324,0.63900673,1.1081088,1.1101549,0.8531626,0.38665247,1.1521949,0.98132795,0.8282178,1.3680934,1.1001928,0.35855186,1.4142864,0.8530118,1.376914,1.4034574,0.84983194,0.8027567,1.300703,0.91410434,0.67833686,0.5868504,1.1944643,0.82319903,1.4220196,0.5563741,0.7513087,0.43904024,1.1779964,1.1319875,0.8679167,1.2334629,1.0260282,0.92964464,1.3270419,1.395037,0.6158575,1.2604481,1.0752778,0.68934095,1.3044055,0.4251877,0.9115056,0.0,0.9385331,1.4556679,1.0558479,1.533876,1.0803217,1.0856037,1.2976625,0.642915,0.6096196,0.5922719,1.073759,0.7946685,0.6708209,1.0831473,1.5185691,1.4151788,1.3533888,0.34580588,0.42844325,1.1303611,0.8171224,0.95565367,0.6488763,1.1129107,1.3857355,1.357719,0.9684581,0.72350556,0.9219752,1.1938018,1.2478282,1.3875039,1.2175304,1.3400867,1.2098296,1.2593362,1.3684093,1.1177266,0.76373994,1.1741028,0.41436154,1.1565907,0.6095749,0.88423115,1.2359452,0.45246077,0.41764498,0.82341266,0.650566,0.9128576,1.4735072,1.4475474,0.60743195,0.77149403,1.1236557,0.97521955,0.3373978,0.98887235,1.2460458,0.8760968,1.1703962,0.6150763,0.49754447,1.0328757
meat,1.2080334,0.90214884,0.7954513,1.1602268,1.0006995,0.9117226,1.0154358,1.0574889,1.2713425,1.238701,0.8691639,1.1323568,1.2021953,1.2525074,0.81297785,1.0629122,1.0179073,0.9138385,1.068828,0.29994786,1.0487376,1.0362637,1.0359246,1.0690709,0.91064453,1.0944498,1.2167997,1.0749602,0.9255482,1.248765,1.1242857,0.53461707,1.224124,0.36823058,0.8723407,1.2596465,0.8305615,1.1479095,1.1456544,1.2072079,0.98902273,1.1062831,1.1285186,0.8532815,0.827332,1.1381128,1.0105133,1.0017289,0.88272524,0.9618396,0.7673484,0.9363613,1.169977,1.0456414,1.0625764,1.1283678,0.9744175,1.223331,1.1872168,0.92811275,1.188623,1.2091643,1.046737,1.2372932,0.79051554,1.175178,0.9385331,0.0,0.84582084,0.98771834,1.1292973,1.1474439,0.9857892,0.8194156,0.9545609,0.6781055,0.92351544,1.0365301,1.0509838,0.9621543,0.9429508,1.2025031,1.2098331,1.1408423,0.86772245,0.8663034,1.0031091,1.0462043,0.2534392,0.9386608,0.6046973,1.175601,0.98469484,0.83192366,0.9114339,1.256184,1.0287224,1.0582952,1.1576552,1.1206603,1.2598894,1.1085151,1.1513298,0.7597374,1.1531631,1.1454854,1.1910272,0.8668491,1.0519911,0.921292,0.9435705,1.0634865,0.76992154,0.970705,0.896628,0.81649655,1.1892529,1.2772243,0.96376234,0.68715334,0.9953647,0.9304488,1.1525358,0.90620184,0.99527466,1.1621648,1.0820273,1.134081,1.067763,0.922564,1.2579722
melon,0.6263399,1.3074965,1.1304139,0.807575,0.9584351,1.2095343,0.6354594,1.0437955,0.96185344,0.8114712,1.3653059,0.9131408,0.69355714,0.80064607,1.2573762,0.9462565,1.0971607,0.9421151,1.0179108,0.7323349,1.0089746,1.1337262,0.95591635,1.3653889,1.2748238,0.985801,0.9285165,1.1886101,1.2675445,0.9318498,1.0666484,0.90308166,0.8389009,0.654501,1.4196974,0.8079516,1.1825593,0.73392195,0.76125765,1.0980682,1.1260895,0.8515197,1.2032111,1.1974695,1.3376627,0.9160745,1.2070727,0.5337362,1.2467728,1.3139837,1.330975,0.7170256,0.9098482,1.2306076,0.8746659,0.97996247,1.1367913,0.8700199,0.8428192,1.262982,0.9972633,1.0694872,1.247963,0.90390474,1.3107994,1.0705688,1.4556679,0.84582084,0.0,1.0102068,0.6081031,1.0231011,1.0400896,0.78013694,1.2015263,1.097785,1.3879554,1.0903045,1.1123486,1.2372828,0.815182,0.7541778,0.84027815,0.78757507,1.3826448,1.375335,0.8159184,1.1295269,0.8168597,1.0400875,0.74228644,0.8378948,0.61619097,1.1263239,1.1503247,1.0226725,0.8695981,0.7971337,0.77978003,0.88789934,0.93970186,0.75210077,0.98895603,0.6264421,0.9784778,1.0723448,0.9420458,1.4094014,0.83151555,1.2800776,1.176241,0.85684335,1.3287771,1.3025742,0.9676518,1.2534566,1.1714189,0.8248827,0.6713697,1.202772,1.2776153,1.0100418,1.1157523,1.3276254,0.9853251,0.89787185,1.0795987,0.9536487,1.1370842,1.4131573,0.9778363
milk,1.0937899,0.9863659,0.98077285,0.77748215,1.0384436,0.9427698,0.8814178,1.1062751,1.0618423,1.1322172,1.0621663,1.1752622,0.9378165,1.1491348,1.0766522,0.9295758,0.8858556,0.8467835,0.998271,1.0416753,1.1302168,0.98848915,1.0086472,1.0888216,1.1189787,0.45831114,1.0700145,1.0063708,1.0750792,1.1485764,1.0429776,1.0469903,1.1396357,1.0669346,0.9499105,1.1087633,0.91516006,1.083962,0.9844332,1.1459726,0.97946423,0.9788349,1.032651,0.81577915,1.0063713,1.1828136,0.8695166,0.9953514,1.066601,0.89628905,0.92167956,0.90669733,0.89979225,1.0611393,0.7751876,1.0343682,0.9248152,1.1627556,0.7352171,1.0791864,1.1528414,1.0311427,1.0140021,1.012803,0.9823372,1.1779784,1.0558479,0.98771834,1.0102068,0.0,0.99009824,1.1273658,1.0012192,0.8894712,1.0514323,0.94748163,0.92399037,1.0901146,0.76937634,1.1006558,1.0756639,0.89331573,0.98990715,1.0216515,0.99947846,0.97350436,0.8512991,1.0452228,1.0791174,1.0373068,0.9288316,1.1118072,0.79039,1.0083524,1.0616889,1.140149,1.0553917,0.86083245,1.156457,0.88485837,0.92684585,1.0259645,0.93951344,0.9893639,1.1255033,1.0125076,0.90326405,1.0009583,0.9900122,1.0596353,1.0925993,0.8707115,0.9309921,1.0124302,1.0378172,0.9070589,1.1083617,1.0256641,1.0177498,0.88367265,0.9964701,0.96090865,0.9060855,1.0596552,1.0024729,0.9958249,1.0876002,1.0894041,1.1815233,0.94594324,1.1190233
mitten,0.56715256,1.3840536,1.2203584,0.68182683,0.8976902,1.2148436,0.6393198,0.9607395,1.0032986,0.6980232,1.4437358,1.0111412,0.44757926,0.5373583,1.3714101,0.8573073,1.0780461,1.0545589,0.9021267,1.0717572,0.89082986,1.0983238,1.0241526,1.3024819,1.298275,1.0142949,0.99849343,1.1957484,1.3806239,0.9702148,0.9428106,1.1701484,0.7840259,0.944908,1.4783459,0.6867325,1.206092,0.6574491,0.36144197,1.0642835,1.1607366,0.62816334,1.103238,1.2980506,1.3235871,0.9272537,1.0964323,0.6129923,1.2571235,1.2044064,1.4342291,0.7953659,0.94581574,1.2349528,0.40636432,1.088263,1.0181028,0.80309886,0.61458373,1.2225547,0.87780774,1.0507668,1.1985633,0.8094833,1.4655528,1.1159548,1.533876,1.1292973,0.6081031,0.99009824,0.0,0.9011713,1.0735651,0.74045277,1.3374894,1.2118839,1.3563907,0.864722,1.1707476,1.2579477,0.8469486,0.42848873,0.7870388,0.71190405,1.5013485,1.4266579,0.8596686,0.9397667,1.1279384,1.1478728,1.0711584,0.7037292,0.67134696,1.0804206,1.1141315,1.1579658,0.92626035,0.8392179,0.76014555,0.8605122,0.8187974,0.82746476,0.7835243,0.8219266,0.90913385,1.2649928,0.8673037,1.4696242,1.0716689,1.2826668,1.0773046,0.8797489,1.4184593,1.4521228,1.0435637,1.3047689,0.9778338,0.7560128,0.8167736,1.3370256,1.1579483,1.0102054,0.8766059,1.2879871,0.84850156,0.8508002,1.0740519,0.87967086,1.1608052,1.3269627,0.9529039
motorcycle,0.91760564,1.269948,1.1363945,0.9843009,0.87911385,1.1313841,1.1660807,0.7832392,0.8656593,0.88623405,1.2040569,0.98097736,0.96979403,0.92986995,1.1261315,0.9458066,0.90502375,0.9522914,0.84090054,1.1911863,0.8116083,0.7921097,1.1563478,1.0055664,0.666091,1.2590059,1.0515385,0.79028916,1.0967563,0.87278485,0.89069694,1.169218,0.8656972,1.1695114,1.2791857,0.8241189,0.9723841,0.87523687,0.7198188,0.85823774,1.0872581,0.90409654,1.1097476,1.3585892,1.0589232,0.95939195,1.286782,1.1203415,1.0748312,1.2380857,1.060176,0.96786696,0.92452663,1.2289205,0.89422625,1.0245824,1.056538,0.96645486,1.1210908,1.1394037,0.8917555,1.075453,0.9168031,1.0318056,1.261197,0.7890011,1.0803217,1.1474439,1.0231011,1.1273658,0.9011713,0.0,1.0992262,1.1042995,1.2543601,1.2008259,1.2483233,1.0864245,1.3429034,0.9695575,1.0056728,1.0333585,1.0020403,0.90205586,1.2633839,1.2813845,1.1555972,0.97134185,1.1173395,0.91968155,1.1210644,0.9392185,1.0798202,0.8642856,0.9192987,0.8894419,1.016885,1.1154567,1.0910386,0.9110999,1.037791,0.9446582,1.0650941,1.0978063,0.8891823,1.0257572,0.8032785,1.2932448,1.0372742,1.1767883,1.2399535,1.172302,1.0670874,1.2420588,0.9440377,1.2045176,0.236031,1.0424882,0.9290096,1.1110401,1.2426387,1.2599968,1.1112658,1.1793807,0.6595578,0.91706526,0.7531959,0.13847685,0.75961185,1.1417835,0.6075724
mouth,1.1920125,0.9978154,0.8070419,1.0071123,1.1176634,1.0106108,0.96429944,1.167426,1.1660837,1.1798445,0.9560161,1.196299,1.0935618,1.1714575,1.039661,1.1310275,1.0770462,0.99834055,1.1776981,0.9475299,1.159641,1.1634592,0.77408856,1.1516881,1.1082661,0.87046,1.1308494,1.1991452,1.1099398,1.170856,1.0596538,0.95363283,1.2080338,0.95529544,0.89928156,1.2307559,1.0130537,1.1584228,1.0959017,1.1495552,1.0187833,1.0459417,0.8658767,0.7771152,1.0441071,0.8921119,0.66726446,0.8729586,1.1315913,0.76197994,1.044792,1.0665729,1.018512,0.62862575,1.0180362,1.0980353,0.936215,0.9166743,0.7661631,1.0506673,1.04849,1.0805728,1.1488304,1.0258068,1.0038769,1.1582217,1.0856037,0.9857892,1.0400896,1.0012192,1.0735651,1.0992262,0.0,1.0153289,0.850468,1.1019512,0.717815,0.76032376,0.9729385,1.1336715,1.2018442,0.9471182,0.9904058,1.1236039,0.93815494,0.82823074,0.85212046,1.2193002,0.9648555,1.1076103,0.9311352,1.0498639,0.9822722,1.1013371,1.1207834,1.1904604,1.01779,0.86505026,0.97014135,1.1241027,1.005414,1.0628157,0.84586245,1.0407298,1.0791447,1.1578488,1.1106725,0.96386856,1.1341016,1.0022656,1.0239125,0.7961427,1.0209707,0.9430829,1.0246828,0.83347046,1.182818,0.99670464,1.0671811,1.060452,0.62357306,0.42173505,0.88566047,1.1566907,1.1963348,1.1934675,1.0968347,1.0265766,1.1402626,0.88938046,1.1664968
muffin,0.8353076,1.1687508,0.9083347,1.0354619,1.0881356,1.1443063,0.7015556,1.0938718,1.2135502,1.1024466,1.1421149,1.0749958,0.9730026,0.98655975,1.232262,0.97624356,1.1471815,0.9995047,0.9386357,0.62365323,1.0568509,1.1533957,0.71247804,1.3000915,1.2471527,0.80368847,0.9897873,1.2068105,1.2522249,1.1372616,1.0224887,0.7321317,1.1672646,0.54269487,1.1653566,1.0992734,1.1874318,0.90039945,0.943289,1.1930631,1.0389498,1.0684946,0.83125615,0.9824388,1.1044817,1.000273,0.9300617,0.5878287,0.930789,1.0798113,1.0676067,0.758199,0.94509685,0.92572266,0.6980722,1.0213329,0.9468885,0.9852327,0.7606846,1.1485395,0.99512607,0.938445,1.1861141,1.130719,1.1312428,1.1708293,1.2976625,0.8194156,0.78013694,0.8894712,0.74045277,1.1042995,1.0153289,0.0,1.1180711,0.961219,1.0152926,0.9289575,1.1001533,1.1656455,0.84538,0.9088847,0.90030086,1.033499,1.2271712,1.1142542,0.8188451,1.1550926,0.77300155,1.158577,0.87872404,0.9357919,0.8100122,1.0520744,1.1921277,1.2480723,1.0480181,0.8024236,0.903968,1.0522697,0.9655288,0.8053383,0.9749281,0.76904726,1.0707166,1.2577387,1.1354736,1.1975602,1.0344275,1.0740921,0.89868814,0.79620075,1.0683321,1.2224537,1.1633219,0.94520694,1.0764837,0.9842868,1.0017072,1.1198326,1.0179826,0.7536206,1.0314069,1.2099898,1.1205513,0.9831587,1.1361241,1.0808709,1.1761177,1.2125094,1.1842787
nail,1.3665316,0.51025605,0.51625043,1.2579805,0.9584487,0.6672083,1.1080062,1.1980805,1.3978162,1.3869224,0.4035622,1.3358827,1.3709149,1.3782703,0.487728,1.3421707,0.98538524,1.1166122,1.3885376,0.9674893,1.228209,1.2137685,0.8533014,0.9539325,0.8478247,0.93745285,1.0950105,1.273954,0.42521363,1.304266,1.0733408,0.7078117,1.3873618,1.0462724,0.25433666,1.4248965,1.0166938,1.3249214,1.3181843,1.2498068,1.1387802,1.2239933,0.9185654,0.2843426,0.72517484,1.0249658,0.52206045,1.0753098,0.627027,0.6390454,0.8803557,1.2081356,1.2487316,0.536324,1.2798083,1.0786561,0.88627815,1.12504,1.1350764,0.5241577,1.0293725,1.010252,0.93490136,1.1025026,0.60968196,1.2882502,0.642915,0.9545609,1.2015263,1.0514323,1.3374894,1.2543601,0.850468,1.1180711,0.0,0.9279179,0.51968205,0.75216174,0.5756775,1.1548405,1.1238451,1.3273282,1.1791366,1.3720717,0.3767352,0.45727378,1.0078362,1.1808587,1.0288823,1.1081903,1.0887649,1.3021917,1.0632336,1.2385762,1.048847,1.3014529,1.154225,1.039065,1.2113148,1.349359,1.2113113,1.2445712,1.1104447,1.2768173,1.2215295,1.1410903,1.2100937,0.31601703,1.0910927,0.6950153,0.8644469,0.9657734,0.8431028,0.24448705,1.0716473,0.43710434,1.294009,1.2300012,1.2589225,0.80598485,0.43477124,0.75342155,0.8784868,0.8056725,1.1573943,1.3680857,1.1077803,1.245954,1.131659,0.52515817,1.2224987
napkin,1.3596984,0.62778723,0.92948633,1.2539308,1.0647452,0.7615331,0.9747831,1.0801821,1.1982454,1.3171101,0.6792343,1.0432518,1.2838824,1.2703347,0.73605716,1.056874,0.88601315,0.9762315,0.91892946,0.55631244,1.0560621,0.9359109,1.0965801,0.7002469,0.88247824,0.93033123,1.243134,0.8952148,0.76983315,1.2941082,0.97788805,0.6635052,1.2597868,0.67319715,0.6921648,1.354142,0.76564544,1.2894924,1.2649301,1.0955913,0.90060234,1.1873101,0.9255877,0.76820886,0.98535424,1.2682786,0.95888186,1.1734474,0.7131939,0.8325869,0.63011116,1.0599796,1.1442921,1.0446337,0.8932343,1.0848639,0.98883927,1.3403877,1.2155831,0.74870145,1.3052568,1.1608807,1.0306545,1.3247461,0.6668167,1.1806042,0.6096196,0.6781055,1.097785,0.94748163,1.2118839,1.2008259,1.1019512,0.961219,0.9279179,0.0,0.8240732,1.127095,0.7156334,0.7429597,1.0136456,1.1549456,1.2956011,1.2069113,0.7251656,0.7515708,0.9500685,0.6340981,0.6408645,0.8234903,0.7490622,1.2446119,0.9726476,0.7805736,0.8572198,1.0724851,1.1331303,1.0109279,1.3197063,1.2266636,1.2815989,1.1014429,1.0550873,0.83143073,1.2915467,0.8587979,1.077198,0.6879171,1.1683086,0.73231053,0.5784726,1.0090832,0.65372795,0.7841386,0.85120374,0.77638745,1.1465844,1.3325925,1.2040817,0.8344585,0.9587992,1.0052906,0.9696423,0.24171162,1.0376184,1.1919363,1.0998446,1.2164919,0.91317075,0.8729479,1.2085563
necklace,1.5817595,0.49361098,0.5248363,1.2861037,1.1395795,0.70985556,1.0753549,1.2520034,1.4582913,1.6060917,0.535519,1.4261789,1.431458,1.5234988,0.7784521,1.3668498,1.0734254,1.091406,1.3449214,0.8881296,1.175488,1.1712451,0.7873956,0.9187771,0.8785041,0.7868576,1.1692626,1.0901997,0.69171464,1.424615,1.0177556,0.71388113,1.5512607,0.95069385,0.3584367,1.5912099,0.96549356,1.3916377,1.3322084,1.2266488,1.0321883,1.2225125,0.5869834,0.44167197,0.6242913,1.1092677,0.43339682,1.136741,0.7184345,0.43636775,0.6380748,1.2075447,1.1996837,0.32824504,1.0790579,1.0830601,0.9316151,1.1428103,0.9470706,0.5563297,1.097782,0.94021255,0.9446638,1.184157,0.6402206,1.2714077,0.5922719,0.92351544,1.3879554,0.92399037,1.3563907,1.2483233,0.717815,1.0152926,0.51968205,0.8240732,0.0,0.73108757,0.6503492,1.0675168,1.1489656,1.3093355,1.314225,1.5144022,0.5163279,0.4332857,0.94254345,1.1694034,0.9025243,1.0160629,1.0916502,1.2665238,1.1005592,1.0594833,1.003803,1.3204591,1.2439696,1.0839666,1.2226274,1.1633234,1.1598804,1.1833448,1.0012696,1.2747152,1.319517,1.1878569,1.1747164,0.3699696,1.1482253,0.7346951,0.67224926,1.0046563,0.5872957,0.5919148,0.99497825,0.468359,1.1414037,1.2690804,1.5003402,0.6610201,0.34249145,0.54770267,0.73246926,0.7336727,1.1409067,1.4290943,1.1230466,1.2892736,0.9599569,0.3899306,1.3754134
nose,1.1326566,0.85322523,0.7386494,1.1238228,1.0461564,0.9307521,1.0426964,1.1309525,1.2888063,1.2069278,0.9124095,1.2405524,1.0384393,1.1661267,1.0147917,1.2030632,1.0940049,1.0743074,1.1253796,1.007986,1.0594125,1.1143774,0.7658075,1.1433691,1.0406758,1.0313735,1.1377206,1.2807455,1.0222385,1.236726,1.0738708,0.90651613,1.1739249,1.0252001,0.8881248,1.1285222,1.1135502,1.0053493,0.8045929,1.1359663,0.9649503,1.0626482,0.8006608,0.74623704,0.8735162,0.841533,0.64400065,0.95630264,1.0332034,0.7405512,1.1006827,1.0103632,1.1193821,0.53406346,0.9302928,1.1337495,0.98943394,0.94251937,0.7995523,0.8664845,0.9044924,1.1222248,1.0992877,1.0963988,1.0405582,1.1995902,1.073759,1.0365301,1.0903045,1.0901146,0.864722,1.0864245,0.76032376,0.9289575,0.75216174,1.127095,0.73108757,0.0,0.87297404,1.1188669,1.1269414,1.0462391,1.150059,1.1982518,0.94524556,0.8649727,0.88994676,1.2037507,1.1219207,1.1444988,1.1052322,1.2045108,0.8196412,1.1570013,1.0237402,1.2437305,1.0637928,0.7649991,1.0834011,1.170895,1.1555396,1.0173514,1.0390538,1.147385,1.1069983,1.2278105,1.2101185,0.88758147,1.0855044,0.982139,0.8239249,0.70775104,1.0607904,0.851036,1.1289933,0.80069506,1.1172954,1.0987381,1.1490507,1.0118266,0.5739311,0.6653604,0.7536881,1.1483538,1.01376,1.1475513,1.1781046,1.0357057,1.1623095,0.8975522,1.1544516
