,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
bed,0.4848681,1.1578376,1.3239491,0.7845207,1.3313024,1.3766975,1.0408524,1.275969,0.5824294,0.65685564,0.0,1.4143453,0.38618553,0.42592072,1.3335048,0.30153275,0.49139982,1.4716642,1.1766086,0.5476929,1.2093345,0.9633099,1.4483857,1.2508645,0.7672488,1.3286269,0.63780504,1.0428238,1.3878576,0.6511727,1.089042,0.9520044,1.0767391,0.5415446,0.9377223,1.537806,0.3069964,1.4901075,0.8036487,0.7905692,0.81146574,1.1050727,0.5364829,1.3445423,1.297042,1.0403563,1.2288468,0.9087063,1.322035,1.1022971,1.2466376,1.2792964,1.3701718,1.1840383,0.8640097,1.2906847,1.0101751,0.6858587,1.3228126,0.74193215,0.9845402,0.88351536,1.4393249,0.74115944,1.0658684,0.56673276,1.1660088,0.51678175,1.3866074,1.2109857,1.4405923,0.8268714,0.8998296,1.0154864,0.865981,0.72425723,1.1451722,1.1597673,1.4618013,1.0918183,1.4668112,1.264086,1.0794014,1.2032582,1.023125,0.43518943,0.56558985,0.5423176,1.4929442,1.4411225,0.99391985,1.0694385,1.2055476,0.68506277,1.362531,1.2804029,0.8922467,1.3486339,0.9063584,1.3195922,1.3477429,0.86090326,0.54695046,1.4359779,0.823712,0.9417924,0.93898857,1.2743268,0.56289,0.60982835,0.70180583,1.0167516,0.7117563,0.90896803,0.541124,1.5268143,0.5239425,1.4861913,1.2221773,0.95266235,1.2323673,0.8378305,0.6664711,0.55119216,0.5901783,1.4214385,1.4400296,1.4752258,1.1998943,1.3755054,1.2026879,0.64437103,1.238412,1.5371149,0.89917135
belt,1.480748,0.66671073,0.6040486,1.3214358,0.61078256,0.7858083,1.2347617,0.7697822,1.3241608,1.1502807,1.4143453,0.0,1.3750635,1.509254,0.68230504,1.319222,1.2714047,0.5632269,0.9252641,1.276005,1.1615062,1.1211593,0.6172401,0.45294547,1.1806365,0.5625119,1.3008109,0.89963764,0.30533206,1.2433785,1.071908,1.1242237,1.1179348,1.0450848,1.3614938,0.21484941,1.4200224,0.49950945,1.2950722,1.3624139,1.045791,0.73200256,1.3947668,0.7150329,0.6572273,0.9577467,0.881745,1.1327468,0.7955828,0.8013278,1.0199248,0.6406921,0.71749777,0.87458587,1.4194891,0.7632469,1.0433693,1.0754861,0.9693174,1.3566389,1.3919685,1.3709269,0.37480628,1.116369,0.82127523,1.3846452,1.0920496,1.3213181,0.57564485,0.6998759,0.40043247,1.1500182,1.3744036,1.0999253,1.241896,1.3247995,1.276818,1.1520183,0.36387873,0.9016216,0.38196146,0.75783235,0.9735158,0.70954597,1.0459218,1.4811113,1.2690425,1.414086,0.26408827,0.34247243,1.2339674,0.89100707,0.30579728,1.4686034,0.7067369,0.8240056,1.1913791,0.82448786,0.90853924,0.38465828,0.9099848,1.0364181,1.3501368,0.43483377,1.4282883,1.20306,1.1697392,0.8956246,1.4011927,1.314847,1.2045292,1.084153,1.0602108,0.9503636,1.3521533,0.23241997,1.2368903,0.6196873,0.7416786,1.223745,0.9883328,1.1341889,1.3596052,1.4088982,1.4273217,0.5860653,0.57330185,0.48133302,0.90379786,0.5111313,0.94138396,1.3080726,0.69250846,0.32578313,0.9050063
bench,0.49844933,1.1288682,1.3653293,0.84048814,1.4418588,1.3797318,1.1089176,1.1930516,0.45069063,0.617715,0.38618553,1.3750635,0.0,0.6373272,1.3263553,0.5403365,0.83255076,1.4546067,1.1563269,0.56192076,1.1466306,0.89950615,1.3915012,1.0897532,0.69814044,1.4142739,0.5646011,0.9172882,1.3893871,0.49587423,1.0906756,0.9928704,0.9938811,0.5542834,0.9349475,1.5262314,0.19896603,1.4007589,0.7728233,1.0335214,0.6625286,0.91640216,0.6879546,1.4016442,1.3383831,0.97665775,1.235285,1.001019,1.3914413,1.057059,1.1911232,1.2968698,1.3453835,1.2838502,0.8741735,1.3586974,1.0425426,0.5537157,1.313848,0.75438863,0.9685626,0.89300615,1.4771563,0.93871313,0.8886914,0.62334025,1.0979269,0.48980772,1.2615737,1.0298303,1.359532,0.8073166,0.8744627,1.1206222,0.9009946,0.8033867,1.0892706,1.1836569,1.5554833,1.0503352,1.4773697,1.2918825,1.0956391,0.9526271,1.0445141,0.5902834,0.58188057,0.7147405,1.447681,1.3849561,1.0139838,1.0684915,1.2479057,0.78117293,1.3459845,1.3274661,0.85926205,1.4672116,0.93745655,1.317796,1.3586526,0.64237714,0.5845611,1.4030089,0.79484975,0.9338417,0.92963165,1.3256135,0.5961447,0.7017134,0.6846156,1.0257423,0.64927375,0.6601454,0.48278832,1.5601736,0.55685,1.5091616,1.2439244,0.9081419,1.1679524,0.73128945,0.68638647,0.58841777,0.5683415,1.4650631,1.5153513,1.3997064,1.2386472,1.3444928,1.3368077,0.6651465,1.0691106,1.560806,0.8798424
bib,0.4241451,1.2743568,1.2323744,0.6683707,1.2718031,1.325778,0.8919137,1.3719265,0.76195693,0.8360623,0.42592072,1.509254,0.6373272,0.0,1.3656911,0.3945037,0.47206122,1.4248514,1.1623127,0.6988989,1.0958523,1.0423374,1.3973634,1.4601859,0.8867797,1.2897935,0.80878836,1.1716907,1.4613608,0.9492334,0.9905776,1.0085783,1.0454148,1.0079032,0.81310344,1.5575342,0.57951987,1.4604571,0.8626238,0.5546514,1.0840678,1.3320014,0.3409016,1.2474722,1.2136871,0.9880509,1.190499,0.9302267,1.1956916,1.0876415,1.1487272,1.2594508,1.3538189,1.1752948,0.79405665,1.2668463,0.78960955,0.9046347,1.0836427,0.51998067,0.8316951,0.62699157,1.4123324,0.7836735,1.1319094,0.47480643,1.0463918,0.6057003,1.4102852,1.3663177,1.5798697,0.8725951,0.7745795,1.0083908,0.6672624,0.7860936,0.9021525,1.1052728,1.4498556,1.0892748,1.4264656,1.2206006,1.0349957,1.3303323,1.0557045,0.10228503,0.65552497,0.4446354,1.5251591,1.5002956,0.97979265,1.0705471,1.4416652,0.5332524,1.3420266,1.2424431,0.9369818,1.2297384,0.87703854,1.4346795,1.3155776,1.0981036,0.7584548,1.4649212,0.69889176,0.9172635,0.75319386,1.2306002,0.32420665,0.5135485,0.70311844,1.0512238,0.9661643,1.1267264,0.5580469,1.5412912,0.7359697,1.4546896,1.1463948,0.85894644,1.1318352,1.0286165,0.5636618,0.45767468,0.5262151,1.4120023,1.3749083,1.3228896,1.1154517,1.4429824,1.0338916,0.6585742,1.381321,1.5144024,1.0986001
bird,1.257409,0.8011587,0.8006896,1.3204408,0.73111606,0.834201,0.8537807,0.8538258,1.3126364,1.1572587,1.3335048,0.68230504,1.3263553,1.3656911,0.0,1.3845565,1.183434,0.770322,1.0061369,1.2820094,0.88419306,1.0525719,0.84389675,0.83969736,1.1409104,0.80696666,1.1200148,1.0320526,0.72910047,1.1774497,1.1662095,1.1001387,0.88683176,1.1531137,1.1459056,0.58984655,1.3143746,0.802322,1.0748584,1.1934837,1.1235169,0.9116001,1.3295473,0.8732102,0.8509867,1.0268723,0.8942385,1.1000673,0.8763504,0.7588057,0.86559963,0.80979574,0.8421284,0.66261154,1.032181,0.85475576,1.0788445,1.0800085,0.74449193,1.2435774,1.0536714,1.2592752,0.70398283,1.1239737,0.9598662,1.2937315,1.0815412,1.3172657,0.8212298,0.8224929,0.62381285,1.0790443,1.2313915,1.1567061,1.1509571,1.2299368,1.1673334,0.9242383,0.6266812,0.9094822,0.7930141,0.96484244,1.0384147,0.9586386,1.0263809,1.371551,1.277533,1.2473131,0.65453666,0.69555247,0.9012956,0.95182157,0.5551174,1.24574,0.56060135,0.85303473,1.07095,0.72950757,1.1132424,0.71372235,0.8217392,1.1454476,1.048793,0.41652536,1.2127087,1.1383072,1.086849,0.8565011,1.3373554,1.2665625,1.2357162,1.0972383,1.1558206,1.1123259,1.1739911,0.5812184,1.2649742,0.5559894,0.95781,1.1721845,1.0266263,1.0535227,1.2271545,1.3299568,1.2539674,0.68582034,0.7550237,0.65762675,0.9629812,0.6702327,0.83020407,1.2172762,0.9326956,0.6298722,1.0060924
blanket,0.5072764,1.1949043,1.225339,0.9187453,1.1430678,1.2101667,0.99289244,1.2310095,0.77407295,0.694636,0.30153275,1.319222,0.5403365,0.3945037,1.3845565,0.0,0.47574902,1.3899667,1.2235664,0.5995492,1.2009602,0.8648996,1.3513684,1.3898367,0.89576185,1.3223191,0.73624945,1.0983064,1.2986445,0.8597752,1.0172296,0.9486886,1.0374207,0.82552254,0.9256965,1.4476061,0.52276766,1.4063582,0.8623192,0.72627735,1.0425994,1.2347806,0.5590616,1.3233516,1.2651254,0.97346395,1.1624945,0.93826187,1.3479338,0.9595611,1.2210468,1.319472,1.37632,1.007854,1.0636306,1.3053012,0.84834296,0.8064926,1.1396457,0.86783797,1.0194731,0.9751285,1.2023318,0.8616283,1.0798231,0.45513034,1.1483723,0.58383656,1.3820384,1.2704139,1.447675,0.95151883,0.9322241,0.95802253,0.69852996,0.82474834,1.0306237,1.1641219,1.3608694,1.0765918,1.3970058,1.2370733,1.0388288,1.2482967,0.86425555,0.46616358,0.6846826,0.58593136,1.4436629,1.430004,1.0444701,1.0750623,1.300733,0.6960967,1.3064898,1.2611077,0.8889923,1.3127792,0.48412538,1.2990432,1.2520175,1.0879871,0.5620607,1.4266441,0.82631266,1.0049824,0.82403475,1.1532427,0.63087213,0.25167716,0.8637879,1.0391158,0.92443556,1.0406396,0.4624492,1.3747277,0.65399706,1.4462696,0.95220596,0.99796504,1.2656027,1.0630542,0.64870524,0.65338784,0.65131104,1.2372028,1.4270877,1.35975,1.1203588,1.3418587,0.8939326,0.67707723,1.2491548,1.4310989,1.131835
book,0.719618,1.1885178,1.1502675,0.9348111,1.131212,1.1609133,0.8289303,1.1429952,0.89446,0.9848608,0.49139982,1.2714047,0.83255076,0.47206122,1.183434,0.47574902,0.0,1.1820434,1.0538678,0.3434115,1.123253,1.0350076,1.1564286,1.2750397,0.94408125,1.2218031,0.9554827,1.106815,1.2110658,0.9858059,0.9573098,0.9555703,1.0977676,0.9797821,0.87755805,1.2854784,0.77331203,1.2351098,0.98032165,0.69470614,1.0927296,1.0531994,0.77966684,1.1897886,1.1703784,1.0324457,1.1829371,0.9851077,1.2040126,1.0404035,1.1127115,1.2867634,1.1515839,0.88821316,0.8170704,1.1797318,1.0042413,1.0386628,0.8788174,0.89811176,0.92341137,0.86690354,1.2258785,0.96538013,1.1415193,0.7658803,1.0556064,0.93108356,1.2072791,1.1320875,1.3053507,1.0108461,0.927884,0.86418265,0.86095023,0.87033176,1.0602796,1.0692894,1.309213,1.081114,1.3197894,1.2207081,0.93960875,1.1441056,0.88505906,0.6721817,0.9589268,0.21704787,1.2814682,1.2445675,1.0102859,1.0510359,1.2698462,0.50923467,1.1825848,1.0146044,0.96876,1.093091,0.7616367,1.1806984,1.2304105,1.0563629,0.8509737,1.236624,0.889026,0.9226146,0.94095504,1.0211537,0.84158254,0.6057441,1.0158199,1.008216,1.0282321,1.0514659,0.7124387,1.3274525,0.90921146,1.2193011,1.136246,0.92729366,1.045421,1.0357164,0.7625148,0.87337065,0.74727875,1.1600922,1.3027061,1.2100359,1.0232222,1.3014901,0.80208653,0.7075208,1.2249434,1.3289928,1.1060156
bottle,1.4970446,0.86506784,0.8115709,1.2074153,0.66388303,0.6616458,1.0686145,0.52133936,1.2455117,1.433365,1.4716642,0.5632269,1.4546067,1.4248514,0.770322,1.3899667,1.1820434,0.0,0.82615054,1.054921,0.93280214,1.1108147,0.18355775,0.5355556,1.1171728,0.84803617,1.3919668,0.7420882,0.5138281,1.1153824,0.691416,1.0585371,0.9322175,1.118476,1.1871327,0.5003021,1.423851,0.1931166,1.171851,1.1632056,1.0546358,0.8855721,1.3234345,1.0006344,0.9973242,1.1432906,0.9981359,1.2499384,0.98706406,1.2423272,0.5184574,0.90915436,0.795617,1.0137398,1.0988312,1.0114619,1.0940924,1.313582,0.73927253,1.3419344,1.2997186,1.3577787,0.6440683,1.1820902,1.0399269,1.3817841,0.56277096,1.4396563,0.7358007,0.6898013,0.38475394,1.1569817,1.2714008,0.5923327,1.337137,1.2409966,1.0281423,0.81530553,0.6303797,0.8150206,0.7587846,1.1072569,1.0447431,0.70321757,1.2224017,1.4305322,1.4095037,1.3020515,0.54064447,0.65711856,1.0391213,1.2108811,0.6644087,1.3474984,0.4393413,0.8088112,1.101924,0.87830627,0.84666455,0.43575293,0.8423081,0.90433913,1.460891,0.6581841,1.260561,1.134666,1.2699376,0.82591254,1.4369475,1.2845285,1.427356,1.010087,1.123734,0.90854007,1.270397,0.5427028,1.3500156,0.2975055,0.7265361,1.2056342,0.9913297,1.1846046,1.2147524,1.4580264,1.2599411,0.551618,0.8060243,0.6950549,0.7218378,0.49644303,0.7437844,1.2590921,0.65578896,0.47755206,0.9280058
bowl,1.3258463,1.0796244,0.9803257,1.0849173,0.91831297,0.8941059,0.9860078,0.82768136,0.9633736,1.2192402,1.1766086,0.9252641,1.1563269,1.1623127,1.0061369,1.2235664,1.0538678,0.82615054,0.0,0.99393916,0.7918133,1.0549374,0.7496092,0.9566902,0.9979016,1.1041467,1.2169416,0.898259,0.8554548,1.1381944,0.66780937,0.967234,0.9683917,1.1756119,0.8955709,0.9118081,1.1743627,0.656659,1.0789132,1.0610893,1.1627871,1.0711787,1.2599272,1.1801119,1.0240773,1.1046305,1.1329665,1.1319065,1.1735098,1.1870903,0.9019641,1.2135706,0.4944722,1.1103934,0.9800787,1.107714,1.2381464,1.1011564,1.0037228,1.1804677,0.85271645,1.1756,1.0146104,1.1481618,1.122074,1.2097491,0.737466,1.3318273,0.8351944,1.0675937,0.85174674,1.2404693,0.5304837,0.9314633,1.2664819,1.0237592,0.9306537,0.8831141,0.9565194,0.90463805,1.1089835,1.1966088,0.9436582,0.91267586,1.1347245,1.2316902,1.2480907,1.0182626,0.8531829,0.86873835,1.1044264,1.1920706,0.99776727,0.915622,0.95738995,0.19247031,1.0949733,1.0519743,1.144986,0.8719277,1.0231866,1.0241296,1.1705539,1.0215431,0.8798553,0.31117886,1.2307762,0.9312672,1.239323,1.1798615,1.259092,0.8435807,1.0964854,0.8687267,1.0985938,0.95068884,1.1054312,0.85019594,1.0644326,0.38263953,0.21612847,1.1026883,1.0494143,1.2230321,0.7558504,0.68653464,1.1518973,1.0616118,0.93058217,1.0541801,1.0042266,1.051729,1.024757,0.9670667,1.1292768
box,0.85300535,1.1401834,1.2486889,0.9813965,1.2324356,1.1413794,1.0454974,0.9182868,0.7069567,1.0202259,0.5476929,1.276005,0.56192076,0.6988989,1.2820094,0.5995492,0.3434115,1.054921,0.99393916,0.0,1.2075527,1.0451449,0.9087023,0.99858755,0.8264237,1.3608508,0.9666119,0.89322335,1.1772941,0.65740836,0.78936315,0.9594909,1.0855671,0.66627043,0.9917345,1.3644531,0.49453592,0.9683603,0.972287,0.80777085,0.81286395,0.7862465,0.870311,1.3759713,1.2720124,1.0660604,1.2428718,1.0132766,1.362982,1.1877909,0.9797666,1.3465403,1.2094833,1.0602664,0.8569878,1.293603,1.0989816,0.9907174,1.0342869,0.9290668,1.0423965,1.0295033,1.2664979,1.0630425,1.1546645,0.802153,0.81512856,0.8586932,1.1857594,0.8607292,1.1588575,0.95560807,0.9773172,0.8257572,0.9623907,0.81426877,1.0170362,1.042243,1.411025,1.0558698,1.4090376,1.3235514,0.98879725,0.81551605,0.99425745,0.78103805,0.8857101,0.48894328,1.3273591,1.2780877,1.0107987,1.1470112,1.2809219,0.7647993,1.1398506,1.1125032,0.98483574,1.1783566,0.6941178,1.0785441,1.2221962,0.6210374,0.9480886,1.3083501,0.9764116,0.92253715,1.030319,1.1281563,0.88120425,0.7086805,0.97950673,1.0076888,0.8468034,0.8040179,0.70151263,1.402848,0.9383227,1.1987312,1.101534,0.9383202,1.0701326,0.9387135,0.65534925,0.8548806,0.766867,1.1839596,1.4206016,1.3336579,1.1174599,1.2503083,0.8997366,0.7388997,0.98722094,1.3764884,0.9155375
bread,1.0498825,0.96019346,0.98789823,0.88674176,0.950702,0.91456854,0.5960219,0.8629205,1.2121143,1.0992537,1.2093345,1.1615062,1.1466306,1.0958523,0.88419306,1.2009602,1.123253,0.93280214,0.7918133,1.2075527,0.0,1.0101707,1.0421779,1.1718084,1.1716746,0.97738296,1.1067159,1.0760326,1.1250114,1.1992168,1.1004544,1.1398991,0.5246552,1.2201993,0.28945982,0.9831348,1.2477884,1.0147007,1.0037572,0.9314435,1.2900605,1.2307419,1.235778,0.9859667,1.0613939,1.175754,1.0573742,1.056625,0.8355136,1.0610551,0.91226214,0.89381015,0.97206324,0.9842777,0.8817779,1.0508258,0.91102546,1.1519662,0.77860963,1.111882,0.470536,0.8447845,0.9818824,1.11214,1.0923462,1.1156325,1.0896192,1.2318414,0.95916843,1.1795884,1.0510798,1.1991115,0.680852,1.0500184,0.98498213,1.2083373,1.0272359,0.5390722,0.9489727,0.78846633,1.0470572,1.1247637,0.9445214,1.0743082,0.99403024,1.1338775,1.2290243,0.94857585,0.98227954,1.005752,0.8911771,1.0154854,0.95935464,0.52308446,0.9487698,0.82817143,1.056622,0.8492441,1.2397027,1.0603665,0.9589731,1.2562206,0.96464735,1.0305053,0.3277564,0.8133849,1.0576689,1.0687697,1.1897995,1.1224738,1.1499118,1.1111691,1.3164902,1.1721832,1.1043684,0.9429681,1.0869328,0.828386,1.0191144,0.76149,0.913435,1.1652327,1.1488361,1.1623356,0.95499325,0.9295398,0.90696037,0.9082799,1.0231698,0.9865854,0.9618922,1.1484013,1.2639143,0.95125115,1.133349
broom,0.66425574,1.1694925,1.1114993,1.0424407,1.0219953,0.9671026,1.0559647,1.0419408,1.0091716,0.8849029,0.9633099,1.1211593,0.89950615,1.0423374,1.0525719,0.8648996,1.0350076,1.1108147,1.0549374,1.0451449,1.0101707,0.0,1.1132121,1.0954702,1.0046374,1.2442596,0.753846,1.0252352,1.1186044,1.076729,1.0086789,0.86194134,0.9321673,0.9435272,0.9687072,1.1537312,0.91623074,1.098649,0.67701626,0.93190205,1.0074838,1.1575936,1.0098093,1.2557762,1.2343732,1.1369847,1.0759016,1.0500623,1.2599455,0.8522136,0.95022154,1.2269667,1.0860609,1.0039467,1.0291365,1.2023222,0.9676246,0.9575432,0.96843165,0.9831997,1.039541,1.1134573,1.1644583,1.1073331,0.90340245,1.0700876,1.0089633,0.92440903,1.1270854,1.1054376,1.1260924,1.0407168,0.994869,1.0000741,0.9078252,0.9889765,0.91203135,0.8443341,1.1612937,1.0002419,1.2249182,1.1572974,0.9763146,1.1509016,0.97819966,1.0125535,0.97095895,0.9973138,1.1366819,1.1641849,0.8920821,1.0686715,1.1491352,1.018517,0.965269,1.1057408,0.7290076,1.1892532,1.0136105,1.1378343,1.0874629,1.0633092,0.8470273,1.0259516,0.94639784,0.96043587,0.46312332,0.89643586,1.0705941,0.9552191,1.0635976,0.8830333,1.0523983,1.00879,0.8143029,1.1688738,1.0519037,1.1427284,0.91197836,0.9776012,1.0764366,0.88511926,0.87708944,1.0000855,0.9469654,1.1114477,1.2652211,1.2057126,0.8376767,1.1111753,0.91169786,0.95347863,0.9325111,1.2325971,1.1090305
bucket,1.5291317,0.9330256,0.90054446,1.1499444,0.76583314,0.6370953,1.1603467,0.47239262,1.142477,1.4593481,1.4483857,0.6172401,1.3915012,1.3973634,0.84389675,1.3513684,1.1564286,0.18355775,0.7496092,0.9087023,1.0421779,1.1132121,0.0,0.5247646,1.1364493,0.88448143,1.480643,0.7020365,0.6531234,1.0671457,0.58664465,1.013603,1.0150158,0.96813494,1.2257335,0.6052431,1.3226304,0.16456795,1.2459564,1.1487973,0.99891615,0.7362682,1.3094518,0.9971646,0.8800931,1.1313953,1.0498434,1.2947648,0.9681591,1.2189698,0.6462571,0.9442951,0.74870485,1.0258398,1.2084476,1.0578151,1.0027293,1.3514483,0.7563097,1.3835007,1.3418334,1.3418932,0.6688551,1.3145295,1.0380441,1.3903928,0.5365757,1.4221227,0.6825894,0.6005149,0.41726005,1.1751174,1.2317641,0.5265261,1.2066126,1.2263519,0.91118187,0.9256522,0.7639984,0.7796218,0.7652865,1.0844704,0.97631687,0.6272458,1.2011198,1.3986158,1.368815,1.269137,0.6211305,0.6723492,1.0414236,1.1489655,0.72215253,1.3753912,0.58945185,0.7730246,1.1207837,0.8802668,0.8011863,0.55878097,0.89121723,0.8003752,1.4655261,0.77179885,1.2813792,1.079616,1.2777337,0.793301,1.4234862,1.2390062,1.405872,0.9890969,1.0993531,0.8191446,1.1807617,0.645976,1.3588095,0.45132166,0.6139673,1.1306207,0.87384653,1.1729708,1.1254189,1.4328684,1.280055,0.59526783,0.8206533,0.73699635,0.8124795,0.5617597,0.7491671,1.227462,0.6570965,0.63712114,0.91074985
can,1.4155917,0.81231564,0.91300726,1.1460439,0.98086846,1.0117389,1.3040113,0.6731745,1.0891552,1.2264826,1.2508645,0.45294547,1.0897532,1.4601859,0.83969736,1.3898367,1.2750397,0.5355556,0.9566902,0.99858755,1.1718084,1.0954702,0.5247646,0.0,0.9397412,0.8692889,1.2280297,0.6073476,0.5942958,0.88070023,0.9641738,1.1768073,1.0547998,0.64798224,1.2767329,0.6326401,1.072755,0.45722985,1.1664457,1.321627,0.64763045,0.4594087,1.2534783,0.90368664,0.88170743,1.0937662,1.1087077,1.1758167,0.99387383,1.0967872,0.814989,0.7625904,0.9370603,1.0994306,1.1576711,0.9659238,1.0726234,1.1335889,1.1345172,1.2093292,1.3609152,1.2473872,0.75765425,1.2322434,0.7931354,1.4075563,0.80737853,1.1493769,0.70782346,0.51617193,0.39365214,0.9765086,1.301077,1.035497,1.2509464,1.2035464,1.1364565,1.0070494,0.8287528,0.76622033,0.6121936,0.909546,0.8579358,0.44137132,1.1559968,1.3672966,1.0951669,1.3215617,0.582611,0.6166779,1.1368694,0.94606525,0.5048583,1.469036,0.7028284,1.0091866,1.1210016,0.9790321,1.0391517,0.48501235,1.0678569,0.49783456,1.4024073,0.6571139,1.4260433,1.1296699,1.134373,1.1158285,1.2633464,1.3642776,1.0756832,1.1001685,0.82446826,0.74948466,1.2147816,0.6799768,1.1821413,0.69952047,0.92060393,1.136375,1.0277853,0.9635021,1.2184504,1.2736926,1.3346184,0.8805724,0.81678575,0.7553754,1.0501708,0.46972156,1.1145369,1.1531575,0.55123675,0.65880823,0.53997564
car,0.88391304,1.2225035,1.113687,0.98619324,1.1543362,1.1374152,1.067676,1.1638855,0.64897215,0.8454248,0.7672488,1.1806365,0.69814044,0.8867797,1.1409104,0.89576185,0.94408125,1.1171728,0.9979016,0.8264237,1.1716746,1.0046374,1.1364493,0.9397412,0.0,1.4275129,0.7780619,0.7283081,1.0442888,0.61393416,1.0060005,0.99981505,1.1578997,0.7659245,1.1059049,1.3392196,0.59020585,1.1333477,0.87792146,1.021002,0.8199254,1.0175692,0.92949116,1.344993,1.2598723,0.9013215,1.1999251,0.9730536,1.4206038,0.95675945,0.903962,1.3301952,1.1797631,1.113038,0.5734943,1.2150459,1.1605316,0.7311944,1.1891001,0.8607467,1.0243744,1.0441166,1.2875066,0.8037323,1.0007865,0.73034084,0.9066293,0.8479694,1.2803364,0.98423773,1.0703121,0.9585627,0.90173405,0.96164876,1.0649445,0.5373975,1.0347519,1.0329944,1.3400732,1.0445958,1.3713248,1.2523239,0.9756104,0.72085595,0.97450536,0.91102785,0.9151725,0.92469615,1.255403,1.2820722,0.97258246,1.2612697,1.0943342,0.9860579,1.0036372,1.0443132,0.8566669,1.2445421,1.017552,0.9704848,1.2056402,0.6072037,0.9585002,1.1921967,1.0247583,0.89447546,1.0054772,1.2046691,0.7411212,1.0065838,0.9722752,0.98485494,0.5963194,0.70418274,0.85707796,1.3841103,0.7642598,1.152162,1.2569978,0.87169725,1.0575731,0.8583468,0.8311366,0.76833117,0.8439971,1.1954086,1.4594712,1.3493288,1.1446686,1.1300741,1.1893023,0.8753872,0.92563164,1.3426545,0.73564196
carrot,1.3279834,0.54568875,0.700664,1.0289272,0.80691206,0.9548213,1.1373394,0.96270776,1.3554982,1.1214929,1.3286269,0.5625119,1.4142739,1.2897935,0.80696666,1.3223191,1.2218031,0.84803617,1.1041467,1.3608508,0.97738296,1.2442596,0.88448143,0.8692889,1.4275129,0.0,1.2881293,1.1837027,0.8115889,1.2764624,1.1216257,1.1342304,1.0910802,1.266633,1.1443698,0.41042495,1.4680034,0.8257292,1.3148457,1.294788,1.0924011,0.85989964,1.2592672,0.3477136,0.5609845,0.987649,0.5262297,0.9650871,0.29366595,0.9897054,1.1744349,0.360039,0.82240814,1.0145123,1.2378718,0.4359945,0.90984726,1.1752927,0.94647783,1.1624646,1.1265838,0.8969864,0.5696625,0.9233547,0.9836792,1.2433513,1.1540176,1.180767,0.6705901,0.9314122,0.7919135,1.0429338,1.1987779,1.1496989,1.0999812,1.3395452,1.1377255,1.1700404,0.35630137,1.0494436,0.31259394,0.39064538,1.0319301,1.0218607,1.0497346,1.295184,1.1704576,1.281908,0.5085501,0.5188324,1.2001616,0.69932956,0.66944444,1.222778,0.9777506,1.0196204,1.3275664,0.69935894,1.140372,0.8494812,0.6464474,1.2540271,1.1650379,0.7515617,1.1892886,1.2633691,1.1454943,0.96385044,1.2684231,1.23234,1.0046908,1.1501644,1.2525508,1.2120056,1.3785067,0.3845423,1.2153093,0.82893515,0.8544731,1.2375017,1.0198712,1.0847051,1.364039,1.3187368,1.318677,0.81957185,0.2279576,0.48055452,0.9811693,0.79621404,1.1046194,1.2612085,0.97397274,0.33912957,1.0893651
