,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.8556486,0.90934616,1.4885674,0.8557393,0.54476076,1.3830197,1.4373724,1.3340485,0.8914335,0.56340146,0.0,1.2699263,0.42470515,0.65008724,0.9931051,0.13932955,0.8864031,1.0302062,1.3611147,1.3437507,0.69044065,1.4233148,0.91156775,1.2289823,1.2809958,1.0749013,1.4019389,0.911938,0.46482944,1.0945742,0.41422814,0.7575512,1.2389549,1.0987096,1.3527403,0.16458929,1.1258277,1.5230155,0.25481546,1.3420439,0.76280874,0.77650225,0.5434056,1.0269896,0.69680053,1.0352384,1.384647,0.87641054,1.0529,0.83312285,1.3470204,1.1363059,1.0783831,1.1168495,1.3168361,1.3275635,1.1087784,0.9170895,1.3717892,1.1226672,1.0137234,1.3256145,0.8508885,1.2349763,0.9789505,1.2336237,0.92823136,1.1200936,0.8701362,1.1699879,0.62695014,1.1668026,0.5282018,1.3704491,0.62321866,1.378532,0.96128476,0.8513807,0.85175824,1.0088831,1.3706648,1.2030063,1.3710178,1.3043923,1.4242072,0.7416417,1.1523802,0.5757617,0.6297916,0.7687162,1.5023712,1.3888708,1.2126076,1.3052807,0.5940155,0.93661046,1.060115,1.3270408,0.9981872,1.10168,1.1293309,0.5817355,1.1631838,1.4078403,0.59733903,1.2467848,0.70245695,1.0223402,0.64875656,0.73934364,0.82206315,1.14628,1.1459347,0.6929645,1.4010363,1.2732859,1.2210002,0.93875766,1.4455596,1.2040569,1.4470813,0.8227569,0.78653127,0.7066668,0.5102488,1.38833,1.3735707,1.2893196,1.1850394,1.213011,0.95747936,1.2135224,0.87613946,1.136148,0.83660537,1.4122653,0.6386656
belt,1.362989,1.2068948,0.5597999,1.3659387,1.355247,0.8866036,0.59672034,0.5623627,1.0671804,1.2094461,1.2699263,0.0,1.1612959,1.468291,1.2696254,1.285508,1.1968218,1.0485798,0.38053918,0.4190678,1.3281001,0.6420134,1.1133251,0.8814515,0.33307517,0.8809562,0.76443696,0.9191677,1.0547851,0.9362742,1.2293946,1.2583816,0.66075385,0.93225724,1.0964777,1.1554866,1.1636065,0.42672294,1.2861176,0.39561707,1.3055923,1.3043191,1.133028,0.67497015,1.2930814,0.8300381,1.0154138,1.2085714,1.1502904,1.2044953,0.8601599,0.48673522,1.1223543,1.0711606,0.8000696,0.75520706,1.1980326,1.29587,0.43621874,1.1883522,0.8560916,1.1342101,1.2230177,1.138848,1.3689305,0.8074356,1.2284194,1.0001221,1.1910377,0.8031721,1.2254308,0.4710076,1.2347431,0.61438316,1.2544081,0.7371477,1.1819893,1.4505165,1.1768589,1.2189114,0.51714736,0.4660083,0.8695954,0.7668602,0.86975884,0.9232098,1.0616231,1.3949337,1.1771514,1.3580458,0.46357715,0.5091601,1.1269968,0.6217027,0.80004215,1.2884878,1.0441215,0.41378105,1.2021728,1.19524,1.1818719,1.1624644,0.8264401,0.49095446,1.0380785,0.7794367,1.1817096,1.1698583,1.3330194,1.2680111,0.9939352,1.0714957,0.22293597,1.2396417,0.15345728,0.71922237,0.7786328,1.069134,0.58283854,0.844672,0.6227908,1.2217258,1.3045746,1.1712815,1.3633802,0.67077136,0.7040428,0.5701496,0.77803695,0.43561214,1.2230604,0.69597363,1.1257584,0.8235515,1.0666347,0.39659113,1.1836854
bench,1.0055093,0.94784176,1.5618806,0.93581843,0.5656154,1.4550638,1.4556599,1.3675864,0.8180993,0.2893983,0.42470515,1.1612959,0.0,0.77885324,1.0679839,0.60074407,0.83379376,1.0376831,1.3770797,1.2437,0.6831523,1.4107006,0.71079284,1.0959182,1.110895,1.051981,1.4316854,0.8934964,0.4684106,0.9716385,0.441365,0.89084196,1.1896534,1.0011215,1.3270957,0.3110525,1.0863161,1.4103802,0.4080277,1.3269296,0.87314576,1.0811509,0.5248072,0.6875665,0.7428155,0.9893744,1.395091,0.9258631,1.0817116,0.93962497,1.2713748,0.93393993,1.0575572,1.2359171,1.1963822,1.2307965,1.2122204,0.87985706,1.3345175,1.0252573,0.8075479,1.2185977,0.95884424,1.2364676,0.9182215,1.3370652,1.0450616,1.0268927,0.9468187,1.1216837,0.61542666,0.93118834,0.6110895,1.3061556,0.60724735,1.4325128,0.96402067,0.8781763,0.8852239,1.034524,1.4444225,0.9340919,1.2882539,1.3419846,1.4478954,0.4459566,1.3017141,0.8021648,0.564143,0.8806827,1.2755414,1.2182608,1.1389568,1.3054111,0.8286952,0.97367567,1.1432561,1.1877182,1.0851634,1.1588643,1.1865044,0.68874085,1.1065819,1.4310302,0.47349095,1.2735407,0.9624127,0.85249853,0.7727741,0.6183619,0.7263001,0.9441497,0.9758155,0.7731689,1.3022232,1.2760806,1.0691835,0.81195676,1.2360964,0.9967219,1.4599421,0.8598706,0.9803329,0.7596989,0.55711657,1.4139826,1.3627065,1.2236174,1.0614253,0.96205693,1.1073571,1.0624219,0.9410754,1.1094496,0.5851664,1.3329331,0.67228675
bib,0.70825565,0.74279475,1.4640137,0.5426961,0.4352653,1.3062105,1.4037863,1.424846,0.9959442,0.77079505,0.65008724,1.468291,0.77885324,0.0,0.81829464,0.61148757,0.8794099,0.8759393,1.5256299,1.6070024,0.5045423,1.3539332,0.9216058,1.2132616,1.5854948,1.297054,1.3856502,1.0407994,0.9736973,1.1215843,0.8230206,0.6439535,1.2543926,1.0406231,1.2721021,0.69923174,0.9050079,1.5147058,0.711125,1.5172652,0.86007357,0.677947,0.9616632,1.2488661,0.4092672,0.99401677,1.271675,0.85331213,1.0264416,0.68786085,1.0768054,1.2300178,1.0055366,1.2291465,1.1224825,1.1442122,0.8858623,0.8357428,1.3824553,0.9606262,1.1260717,0.875677,0.71578133,1.070246,0.58064353,1.2140942,0.9174109,1.0600731,0.7983047,1.3175467,0.49466383,1.3275375,0.87088525,1.5424547,0.7059606,1.31359,0.8956277,0.53148365,0.90232944,0.8386416,1.4488397,1.3737167,1.189969,1.3760004,1.2934322,1.0667167,1.0111029,0.32383847,0.5710336,0.5555166,1.4497073,1.3436632,1.1746929,1.4289799,1.1487291,0.60049623,1.2416899,1.4653304,0.92369306,0.9036906,0.8530835,0.63452446,1.3353345,1.4165171,0.93869483,1.3121576,0.7176842,0.88269174,0.3272624,0.6248089,0.68206567,1.0854516,1.430373,0.78127724,1.4778227,1.337289,1.0092721,0.91232777,1.4943752,1.3556124,1.3871154,0.95442003,0.46464974,0.86625373,0.48544592,1.3634028,1.2314643,1.3193414,1.1695313,1.4168764,0.84392744,1.4177136,1.0509351,1.3390372,1.1760237,1.4612789,0.8637231
bird,0.43523794,1.1269839,1.1496466,0.8129064,0.9407892,1.0202136,1.2334405,1.0827537,0.95027,1.0342163,0.9931051,1.2696254,1.0679839,0.81829464,0.0,1.0055684,1.0829077,0.7912416,1.2429453,1.256729,0.7562549,1.204874,1.0002811,1.0019364,1.331806,1.1030955,1.0172714,0.82467806,1.1180402,1.1196483,1.0033202,0.9379246,1.1144085,1.0752308,1.0508864,1.0967716,0.9650418,1.224549,1.003145,1.2498673,0.6999311,0.8164005,1.0405148,1.2102165,0.87566304,1.1249865,0.99215275,0.7998438,1.0285071,0.9204011,1.2040863,1.1915424,0.7519445,1.001134,1.1443667,1.1829334,0.5918252,0.81629205,1.3055182,1.0631382,1.1106448,0.9201699,0.95211303,0.86510575,0.9734484,1.13868,0.6083217,1.1031551,0.9813608,1.1219921,0.9921672,1.2691759,0.93022966,1.2679744,0.9063477,1.0382693,0.9303053,0.8408445,0.92333806,0.9350266,1.2461531,1.3217055,1.2181878,1.1883959,1.0104358,1.1447756,0.8834264,0.893509,1.0329115,0.6370456,1.240822,1.2553685,0.8932729,1.1904279,1.2647929,0.8656063,1.053706,1.2009505,0.5778708,1.0028375,0.83154166,1.0907034,1.2053661,1.1952224,1.0804589,1.0919331,0.94787264,1.0848025,0.87396467,0.9536905,1.0788091,1.0416784,1.2177999,0.9821285,1.3361809,1.0982646,1.135268,1.1190177,1.2643912,1.1022289,1.1644421,0.98349524,0.76545286,1.0071572,0.797287,1.058489,1.245692,1.2517294,1.1696138,1.320056,0.8209649,1.1554946,0.97111714,1.0579393,1.0660332,1.3402853,1.010056
blanket,0.8481861,0.85852975,1.4390419,0.87837386,0.64346707,1.3296645,1.3697469,1.3148912,0.7987896,0.7499025,0.13932955,1.285508,0.60074407,0.61148757,1.0055684,0.0,0.81542844,0.9611507,1.3222337,1.297673,0.73518443,1.3337942,1.0035985,1.1604655,1.3056493,1.0775987,1.3595254,0.92244506,0.6266934,1.1032709,0.6534631,0.714015,1.2496741,1.0163119,1.2672516,0.30051023,1.0494189,1.4328802,0.4216745,1.3057364,0.8079308,0.71414787,0.76606894,1.071305,0.7999965,0.95084274,1.3259938,0.9182807,1.0107647,0.9597646,1.2715118,1.1468046,1.0771341,1.0774447,1.2397271,1.2592834,1.0550561,0.92865133,1.3356318,0.9837008,1.0799516,1.2064768,0.9378315,1.1813388,0.9566869,1.1496885,0.9369002,1.1450459,0.73398685,1.1073668,0.733249,1.2181582,0.7381594,1.3227477,0.77111715,1.3378124,0.89898527,0.8192133,0.9087961,0.92545706,1.343006,1.0871961,1.2799617,1.2776828,1.377781,0.8933601,1.1102387,0.62443054,0.7009735,0.8128756,1.3955879,1.3417978,1.1257036,1.2466612,0.40110445,0.8897061,1.041613,1.3178463,0.9699143,1.0459176,1.0072047,0.50679415,1.1499195,1.3988562,0.840222,1.1573728,0.5771351,1.0246655,0.75607467,0.76254123,0.8213997,1.1676928,1.2198932,0.7716701,1.3652058,1.224285,1.1476513,0.8544848,1.3603053,1.1678752,1.3603051,0.82843184,0.84869087,0.81848454,0.71608025,1.3034196,1.3096228,1.2942848,1.1794128,1.103889,0.90592587,1.1480411,0.9406991,1.1522275,0.9825811,1.359257,0.83193195
boat,1.0459691,0.8379964,1.0722845,1.0916731,0.96623063,0.9576487,0.91300714,1.122343,0.8122964,0.797567,0.8864031,1.1968218,0.83379376,0.8794099,1.0829077,0.81542844,0.0,0.98818856,1.1416324,1.0691248,0.87364405,1.1467248,1.1108247,0.8170254,1.0944905,0.89716125,1.1433383,1.031749,0.87570363,1.0806205,0.9986994,0.8922697,0.98221046,0.9440923,1.026671,0.8755858,1.1136817,1.0098101,0.9193996,1.1132597,1.0400856,0.9349581,1.0296428,0.91296524,0.91381055,0.9662224,0.928858,1.0450971,0.9864761,1.1660838,1.043485,0.9169497,0.984181,1.0943164,1.0972309,1.1483657,1.0635532,1.051321,1.2381052,0.7918519,0.9498388,0.99073887,1.1587496,1.0869616,0.9846058,1.1439983,1.0314728,1.1402998,0.81805086,1.1941978,0.9345444,1.05328,1.038037,1.1838113,1.0940971,1.0500928,1.0088515,0.84475386,1.0313079,0.9656763,1.1719623,0.98819584,1.0414076,1.1916298,0.9848564,1.0322292,1.05054,0.88057554,0.88882774,1.051083,0.9736606,1.0631775,0.8758598,1.0057353,0.84904444,0.92593807,1.0947367,1.0580865,1.0361329,1.0351113,0.91214925,0.9359237,1.0370023,1.0792607,1.0760009,1.0302525,0.921831,0.9338006,0.9507291,0.9014165,0.7581282,0.9870111,1.0684106,0.5465175,1.1783803,1.1307406,0.91950274,0.9288177,0.9792947,0.9651455,1.0946462,0.9139164,0.9500723,1.0077391,1.0198269,0.95357054,1.1355945,1.1925179,0.90761137,0.98599553,0.82721436,0.93778235,0.9149914,1.0597852,1.019923,1.1687928,1.0629239
book,0.85526323,1.2682319,1.1112357,0.75465685,1.0969937,1.0611581,1.0904033,1.0398583,0.76452124,1.1087738,1.0302062,1.0485798,1.0376831,0.8759393,0.7912416,0.9611507,0.98818856,0.0,0.98869234,0.94900346,0.3900845,1.1020198,1.082167,0.9382944,1.0886074,0.8607439,1.1636603,1.0178096,0.9764682,0.87174284,1.1146413,1.0958656,1.0418956,1.0163643,1.0757282,1.0855844,0.95047534,0.9203756,0.8917519,0.98725957,0.92527807,0.8476026,1.1957167,0.9189348,1.2007087,1.2704055,1.0943857,0.82138443,1.0434545,1.1727859,1.2421378,1.0047995,0.97424483,0.91721755,1.0993026,1.0298297,0.7529394,1.0337378,1.2202606,1.1941545,1.1584803,0.70073473,1.2138414,0.83550155,1.1090722,1.1524945,0.82430524,1.2553908,0.9992563,0.9525622,1.1706929,0.9443443,0.95426524,1.0842602,1.2109904,1.2217466,0.7802178,1.2184404,0.8811052,1.1771486,1.1308111,1.1086001,1.1953754,1.2211502,1.1371425,1.1495404,0.8786901,1.0376719,1.3178834,0.37145913,0.81345075,0.83304036,1.0388962,1.0146714,1.0160338,0.7909143,0.9145184,0.79099286,0.8484035,1.2425244,0.95629895,0.9474422,0.89238876,1.1352032,1.187036,0.9705602,0.80472565,0.89310074,1.1908098,1.0147401,1.288367,0.9190586,1.0132354,0.88765204,1.1082925,0.94170034,1.0597564,1.1808565,0.93497485,1.1627177,1.02861,0.8930676,0.99229085,1.0790962,0.70109934,0.79811144,1.2607158,1.0979247,0.9475934,1.0818057,0.5318195,0.67526865,0.99680394,0.83692825,1.0265073,1.132091,1.1303693
bottle,1.4293408,1.2453027,0.38064194,1.4091082,1.4484893,0.6845863,0.3804103,0.50147414,0.95851856,1.3235165,1.3611147,0.38053918,1.3770797,1.5256299,1.2429453,1.3222337,1.1416324,0.98869234,0.0,0.27762187,1.3416592,0.5393889,1.2250247,0.6278889,0.2666586,0.74825597,0.6445475,1.0424316,1.0667262,0.93459916,1.2950103,1.2161579,0.87117374,1.0102782,0.9073984,1.3074744,1.1797111,0.371332,1.3296531,0.06404984,1.3091471,1.2301062,1.1624331,0.9441582,1.4049613,1.1182578,0.79436016,1.267307,1.0973575,1.2529066,0.9525372,0.858404,1.2508881,0.80665666,0.9510665,0.85020006,1.241634,1.2209125,0.47849554,1.0806404,0.84701806,1.1004823,1.2725714,1.0710859,1.4345232,0.6999415,1.2155586,1.1385468,1.1506042,0.6174505,1.4328946,0.48620713,1.2643732,0.46073878,1.3817766,0.6995954,1.061301,1.4837917,1.1976753,1.1956619,0.30883235,0.57774615,0.90680695,0.7061845,0.7345271,1.0339568,1.080831,1.3948736,1.4073362,1.3425161,0.5554756,0.5479963,1.0268703,0.56073135,0.8051179,1.3395474,0.8062481,0.3539272,1.2014128,1.2604003,1.2137793,1.2851107,0.69237274,0.5281132,1.108637,0.64172524,1.1372817,1.2217582,1.3983076,1.4932718,1.2609608,0.91790456,0.3697549,1.174712,0.37411022,0.41522312,0.988069,1.158231,0.59466124,0.67646515,0.5960984,1.1352488,1.3500766,1.1645051,1.4455838,0.5780744,0.732887,0.53754026,0.69838774,0.5169351,1.0997723,0.5664966,1.0290858,0.73405963,1.0846113,0.34962064,1.1583098
bowl,1.432899,1.2280236,0.41513348,1.3358083,1.4832366,0.70536613,0.43315864,0.5057519,0.8931125,1.197158,1.3437507,0.4190678,1.2437,1.6070024,1.256729,1.297673,1.0691248,0.94900346,0.27762187,0.0,1.3663244,0.4598149,1.2328753,0.6393137,0.37652016,0.6677819,0.6280306,1.0701303,1.0364312,0.8933986,1.3365335,1.2723331,0.8030266,1.095657,0.794665,1.2696815,1.0956938,0.5290942,1.2726634,0.26529038,1.2874383,1.1978617,1.2189037,0.7623803,1.4949028,1.0653772,0.7771007,1.3022301,1.05195,1.3530631,1.0290267,0.7933496,1.1241709,0.776487,0.968413,0.8840425,1.2210342,0.9915327,0.65258205,0.98278224,0.9260414,1.1059945,1.3912389,0.99570906,1.4355798,0.79012156,1.2811424,1.1424881,1.2423911,0.638669,1.4492816,0.59699285,1.2743187,0.45105612,1.3404169,0.61805713,0.9247763,1.4592869,1.1721771,1.0860684,0.48323,0.60105526,0.9880058,0.72181576,0.68266654,0.9606791,1.1438572,1.4574962,1.4373516,1.3810611,0.5408589,0.62913907,0.9174398,0.44092178,0.70483774,1.3913748,0.77572703,0.23482919,1.2601435,1.146242,1.1163964,1.2525744,0.5931127,0.57505697,1.1113384,0.73120147,1.1982675,1.2761694,1.4797416,1.4544129,1.3028506,0.9230629,0.40510643,1.2691439,0.46562028,0.52759296,1.0082396,1.1196069,0.43935364,0.7337544,0.51904035,0.97551143,1.4054344,1.2169651,1.4332478,0.5390218,0.8472103,0.6655227,0.8483709,0.55186975,1.1137078,0.28379464,1.0359007,0.6379715,1.0930582,0.49156588,1.1145777
box,0.7137038,1.1450257,1.4361937,0.516008,0.73165864,1.2534136,1.3957744,1.3184977,0.5239358,0.77771795,0.69044065,1.3281001,0.6831523,0.5045423,0.7562549,0.73518443,0.87364405,0.3900845,1.3416592,1.3663244,0.0,1.4261799,0.9611929,0.79487693,1.3387887,1.096463,1.358728,1.0432518,0.7144593,0.91380394,0.7225784,0.89664614,1.1673872,1.1080956,1.2141548,0.7561109,0.9545605,1.3253458,0.49990165,1.2834061,0.8766201,0.6654459,0.9135194,0.95802116,0.8517153,1.2982354,1.2684096,0.7792918,1.0247353,1.009525,1.3568171,1.0684241,1.0213128,1.106318,1.2566442,1.2095616,0.8143491,0.91029704,1.4803205,1.1828921,1.1180855,0.8556298,1.0758463,0.988828,0.9318687,1.3129822,0.8666333,1.2114494,0.8802501,1.1084146,0.8825516,1.1650436,0.62244964,1.4144354,0.9303346,1.4176111,0.8307453,0.9239945,0.7694667,1.0022457,1.4460582,1.3109823,1.3692117,1.4959713,1.335644,0.9572119,0.9506983,0.704623,0.9786579,0.353765,1.2792856,1.152976,1.1948488,1.3421059,1.1989831,0.70208967,1.0448446,1.1938367,0.9203606,1.1720172,0.8567838,0.64664274,1.0306563,1.3667771,0.88806134,1.2292724,0.6552261,0.78330624,0.8235281,0.69229805,1.1018554,0.89797705,1.2421334,0.63461274,1.4083841,1.1390638,1.0132402,1.132137,1.3297434,1.2399616,1.3239647,0.85223866,0.74555814,0.9170821,0.36192888,1.1445252,1.4558823,1.3443553,1.0551116,1.3214715,0.37771773,1.0747652,0.9892282,1.1257229,0.9327234,1.445308,0.9503035
bread,1.2686443,0.9067008,0.35053194,1.1686492,1.3209258,0.6552128,0.58878505,0.40374988,1.2153957,1.3595583,1.4233148,0.6420134,1.4107006,1.3539332,1.204874,1.3337942,1.1467248,1.1020198,0.5393889,0.4598149,1.4261799,0.0,1.2711229,0.9199327,0.66319454,0.9553969,0.35742283,1.2124851,1.3481829,0.96769965,1.5315721,1.1718622,0.87383676,0.9810975,0.5536965,1.3857646,0.6795013,0.46729702,1.4732654,0.6032932,1.3657744,1.2711318,1.3809974,0.95724136,1.2985929,0.94058895,0.71122,1.2840527,1.1135606,1.1814332,0.5819934,0.902193,1.0933522,1.0639528,0.7144252,0.70067084,1.1894696,1.1903268,0.47315073,0.91688883,1.0800012,0.7753222,1.2022986,0.8972257,1.0882121,0.7709781,1.2949588,0.99795073,1.1607733,0.9261509,1.3154649,0.7140861,1.4673777,0.582191,1.264888,0.5195875,1.029183,1.1442528,1.2821906,0.8191663,0.34183693,0.7824059,0.695902,0.42950183,0.50717396,1.2855455,0.9606046,1.4032898,1.2976166,1.4113505,0.5918325,0.6366364,0.8756964,0.5526295,0.8263333,1.1497489,1.1427267,0.4954288,1.2150103,0.8010721,0.8786583,1.2785456,0.92833906,0.59574413,1.3637385,0.8017678,1.1458995,1.0594099,1.3836918,1.3084127,1.1054229,0.98567414,0.79726166,1.3479891,0.44010264,0.756782,0.79640985,0.8554098,0.62259316,0.90115374,0.518925,1.3036044,1.2446842,1.328925,1.4697299,0.6039679,0.45075786,0.430045,0.9620459,0.79279006,1.2133193,0.7963775,1.1751368,0.9460439,1.3860147,0.39384747,1.3081685
broom,0.9926634,1.0659723,1.3306895,1.0130432,0.76792043,1.1874019,1.2604519,1.2228261,1.0483785,0.7896488,0.91156775,1.1133251,0.71079284,0.9216058,1.0002811,1.0035985,1.1108247,1.082167,1.2250247,1.2328753,0.9611929,1.2711229,0.0,1.1092919,1.1034043,1.1444082,1.1332775,1.0541238,0.8992596,1.0435699,0.7425165,0.99118096,1.0664059,0.9748198,1.1821473,0.8926352,1.039606,1.101778,0.80686164,1.2073884,0.9679845,1.1749294,0.77675366,0.855326,0.910199,0.98663104,1.1201642,0.94458437,0.98639596,0.9183558,1.0820594,1.0097358,0.9869881,1.107675,1.0538846,0.8882575,1.072308,0.91152906,1.1916193,0.9957141,1.0177138,1.0820946,0.9076236,1.1471243,0.8663774,1.1991618,0.9916152,0.9342813,0.9895717,0.89793944,0.81137586,0.91325617,0.8039142,1.2227937,0.6533277,1.1953139,1.0068556,0.8682328,0.86560833,0.91583884,1.299531,1.0200449,1.0442837,1.1676097,1.2094551,0.72654533,1.1466208,0.9390306,0.73954177,1.0037875,1.0045668,0.9531512,1.1353033,1.1873784,1.1846197,0.9442947,1.0718964,1.1575352,1.0223682,0.92448646,1.0298524,0.83105075,1.134563,1.2399749,0.7131357,1.0733188,1.0898668,0.88564515,0.90118486,0.7713244,0.8562901,0.8261646,1.082856,1.0619692,1.2081383,1.1800389,0.98809004,1.0572628,0.99358827,0.9637105,1.2725202,0.9770019,1.0318558,0.808843,0.89819646,1.2855885,1.1489131,1.195574,0.762957,1.0387783,1.1816503,1.1473761,1.007255,1.0601813,0.45786166,1.2123228,0.95682144
bucket,1.237339,1.1304,0.78634334,1.20774,1.2667971,0.7498182,0.67880166,0.8856305,0.30737007,1.1883067,1.2289823,0.8814515,1.0959182,1.2132616,1.0019364,1.1604655,0.8170254,0.9382944,0.6278889,0.6393137,0.79487693,0.9199327,1.1092919,0.0,0.59712905,0.80324996,0.8993591,1.2312605,0.7907721,1.0097225,1.1448368,1.0434405,1.0110037,1.1091436,0.911787,1.1161414,1.081256,0.72896266,1.0299724,0.5747837,1.2813103,0.9298554,1.1502132,0.82665443,1.279304,1.1933986,0.8225453,1.1900226,1.0650779,1.333327,1.0873494,0.8160082,1.12425,0.83977294,1.0308527,0.8474959,1.054377,0.9760411,1.0329556,0.83946615,1.0784558,0.989529,1.3763376,0.96335524,1.2682099,0.7944116,1.2154185,1.2515274,0.8616172,0.6171553,1.315518,0.99520266,1.018807,0.90416044,1.3014514,0.94279325,0.8722847,1.1701881,1.0201044,1.0168655,0.86310387,0.77039117,1.025026,1.1061728,0.8574168,0.980346,0.9798188,1.2207264,1.2585728,1.2543519,0.8663636,0.9313894,0.9681345,0.9019797,0.9655725,1.2360051,0.7709894,0.799793,1.2062306,1.162592,0.89053774,0.8354738,0.6428046,0.96439254,1.1008049,0.80158603,1.0272284,1.0393728,1.264421,1.176028,1.2424217,0.7291759,0.90024036,0.9291533,0.9046109,0.5100883,0.85816777,1.0961834,0.63713264,0.804666,0.81088406,0.8984906,1.191877,1.1935881,1.2691728,0.6615969,1.0212686,1.0383434,0.8570341,0.76397705,0.66161835,0.67323446,1.0685201,0.84628826,0.9609627,0.840424,1.2101502
can,1.5368481,1.1709814,0.5991233,1.4868541,1.3887913,0.87532866,0.5576203,0.6668124,0.8827438,1.1931543,1.2809958,0.33307517,1.110895,1.5854948,1.331806,1.3056493,1.0944905,1.0886074,0.2666586,0.37652016,1.3387887,0.66319454,1.1034043,0.59712905,0.0,0.75969636,0.7346853,1.0404347,0.8567143,0.9688288,1.0854565,1.2364527,0.8239028,0.9536367,1.036822,1.1274707,1.2305834,0.40958107,1.196082,0.25003743,1.3752121,1.3477857,0.9459242,0.69355506,1.3905826,0.9343738,0.9404829,1.2490231,1.1304646,1.3004981,0.89374375,0.6022656,1.2600403,0.9159667,0.85854685,0.7233279,1.3618264,1.322406,0.5093531,1.0918244,0.84286755,1.2406116,1.2974523,1.1120701,1.4175509,0.67925197,1.326419,1.072015,1.0749948,0.58973235,1.295927,0.46621192,1.0632187,0.5314634,1.3113887,0.8296357,1.0996553,1.4864523,1.1679976,1.2675817,0.4833622,0.3426836,0.87084424,0.7390756,0.89079005,0.7290033,1.0809722,1.4559447,1.1992271,1.4691277,0.5206973,0.58756685,1.0829734,0.6557474,0.7507439,1.3788669,0.8616949,0.46411234,1.30738,1.2963078,1.2780758,1.176362,0.67319256,0.6322506,0.8853118,0.60023427,1.2728591,1.1776501,1.403023,1.377305,1.0602599,0.9752155,0.377553,1.144018,0.38512206,0.57171965,0.8755117,1.0753287,0.5164518,0.6710119,0.7153112,1.1345735,1.3837974,1.057873,1.4917659,0.6494885,0.7258422,0.684186,0.74614906,0.30590487,1.198457,0.62386525,1.0446366,0.7032753,0.84672636,0.38629317,1.089132
car,1.1904349,1.1707029,0.86840737,1.1912596,1.2910519,0.90124047,0.8349909,0.94116735,0.8148062,1.1693017,1.0749013,0.8809562,1.051981,1.297054,1.1030955,1.0775987,0.89716125,0.8607439,0.74825597,0.6677819,1.096463,0.9553969,1.1444082,0.80324996,0.75969636,0.0,1.0420618,1.0597,0.7335852,0.9537027,1.1340921,0.9780878,1.1324193,1.1741925,1.0302364,0.98951906,1.1184393,0.88856876,1.0519066,0.7403341,1.0171785,0.85399204,1.1029547,0.9403893,1.2008027,1.1662302,0.9913138,1.0077462,1.0840597,1.1353463,1.1474849,0.9061197,1.1137608,0.7524766,1.0843629,0.9866841,1.081644,1.1094328,0.9759616,0.9866596,1.0259168,1.1744831,1.1449772,1.0233464,1.2921507,0.7606279,1.0183868,1.2153448,0.9724819,0.90416837,1.1923686,0.9226179,1.1309326,0.82706034,1.191287,1.0437224,0.98720986,1.2917254,0.75492233,1.2110713,0.8200753,0.94469863,1.0443714,0.9931993,1.0366951,1.0914707,0.98453635,1.1150023,1.2635967,1.0963992,0.8736052,0.9416746,0.98329186,0.88249,0.8568181,1.1702939,0.746292,0.7679119,1.0538617,1.214404,1.1435153,1.0026131,0.5661979,1.0074605,1.1432557,0.8968903,1.0339826,1.0726217,1.1820338,1.154701,1.2544746,0.99541813,0.8607911,0.7853643,0.9414589,0.7680907,1.1308657,1.1733055,0.72403,0.90674907,0.917681,0.649427,1.1665102,0.9787498,1.2116103,0.8477714,1.0630127,0.9686826,1.0156089,0.9108733,0.7250147,0.6147159,0.8958374,0.5263574,0.8926269,0.8315942,1.035569
