,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
flower,0.9384716,0.9081075,1.1742481,0.92383444,1.0512062,0.9762721,0.8551208,1.2582899,1.1324184,0.9666691,0.99598265,1.2711711,0.9898788,1.00595,0.85572547,1.1236513,0.88814074,0.86804044,0.88747615,1.0308448,0.9149237,1.1762365,0.87482965,0.88854825,1.0398574,0.97747636,0.9687518,1.0183034,1.1177175,0.926138,1.0309829,1.0984442,1.092117,1.0059863,1.0023433,1.0542302,0.93504655,0.93422097,1.0182658,0.913945,0.7784562,0.96783584,0.6863611,1.0967901,1.188177,1.1836163,0.97163105,1.1044207,1.1696417,1.124477,0.90014285,0.0,1.1490028,0.99778605,0.7988739,0.7547013,1.0961454,0.8342331,1.1084707,0.849492,1.1347616,0.834927,1.0833237,0.9504776,0.9707841,0.9993101,0.7989995,1.2232671,1.0008699,1.0275811,0.9618738,0.7475972,0.9877729,0.9277811,0.9116199,0.9622837,0.8229513,0.986354,0.9515087,1.0184505,1.0310143,1.1841693,1.0407728,1.1644533,1.2560844,0.93921745,0.961743,0.9908246,1.1911486,0.9505837,0.72243065,0.8840349,0.48343593,0.9297059,0.9619367,1.0260719,0.8569894,0.9666604,0.9800024,1.1413724,0.74835277,0.9436479,1.1886429,1.2031918,1.0183363,1.2833664,0.9498734,1.1335329,1.1529119,1.1564937,1.0370989,0.99551445,0.9438138,1.0725487,0.9497945,1.0654647,1.0684916,1.05872,0.8833283,0.8875188,1.1004281,1.1087358,0.98525506,1.0719947,1.0865358,0.94059676,0.8632919,0.8533973,0.8520808,1.009913,1.0099634,1.169961,1.0258723,1.0853817
foot,1.2831812,0.8129022,0.8790703,0.8292442,1.0561739,0.9349233,1.2197737,1.2786655,1.1253448,1.2497445,0.9042591,1.2160149,1.1058431,0.96684134,1.1959366,1.2872164,1.2125707,0.98258054,1.1221585,1.3492298,0.60680896,0.92896914,0.9463971,0.92901534,0.9375425,1.247372,0.9104042,1.1244861,1.2046169,0.86467147,1.353129,0.9270184,1.1051723,0.97260684,1.1150805,1.1521026,1.0068345,0.7539166,1.3852472,0.95082426,1.2030019,1.1468681,0.77737105,1.1563882,0.9945966,0.9121855,0.65765154,0.9996187,0.99631053,0.22261155,0.7698897,1.1490028,0.0,0.94396216,1.1505281,1.3128564,0.5578455,0.73471916,1.097243,0.8862516,0.7887254,0.9948915,0.52380913,0.57847816,1.2002107,1.0207479,1.1426499,0.9670144,0.84447056,1.1904382,0.85329276,1.005405,0.77243614,1.1885439,1.0409918,1.2585912,0.8713939,0.7377461,0.7674934,0.28631318,0.7474606,1.1764416,1.1185834,1.0236677,0.89303017,1.2654494,0.9534968,0.7527802,0.87339973,1.0642067,0.8700187,1.0367553,1.1334826,1.1307526,0.807085,0.6676891,1.1355269,1.2097601,0.90879136,1.2689843,1.2316275,1.0664622,1.2375708,1.0065963,0.9932959,0.71861935,0.89614487,1.2269909,1.0371529,1.2947074,0.58271337,1.1484444,0.9715763,1.0963849,1.0376118,0.9069809,0.7927071,0.6694064,0.7345627,1.1911426,1.1848279,1.3825924,0.9801296,0.18798351,0.87181586,1.1202753,0.8478038,1.2710118,1.2576663,1.2406739,1.2009549,1.2457392,0.5287135,1.3048046
fork,1.4125353,0.70033795,1.2985761,0.8238889,0.9538535,1.0890274,1.0162396,1.2343968,1.216917,1.3960032,0.6732987,1.2708461,1.5876681,0.94108427,1.4411469,1.2247612,1.0499864,0.48841095,0.5359537,1.3059063,0.83347225,0.90993536,0.8730084,1.110278,0.6578417,1.0097017,1.0890087,1.3325535,0.96731377,0.48347658,1.333905,0.6547194,1.2388556,0.95673764,1.1325603,1.340106,1.2949715,0.37872136,1.4226539,0.40315264,0.7152548,1.3031938,1.0729176,0.94125116,0.729421,1.3849118,0.8569633,1.2105943,1.3162687,1.0400299,0.7099719,0.99778605,0.94396216,0.0,1.1892195,1.1713717,0.97318465,1.1972063,1.1021457,0.9985244,1.2746086,1.2926365,1.2164655,0.80059695,0.9302002,1.2337482,0.61289746,1.2986865,0.19415808,1.1499034,0.4203874,1.2300841,0.85269976,0.987551,1.4941523,0.99401766,1.0388238,0.6236274,0.45153213,0.68904,0.6569538,0.9299356,0.9710822,1.4098437,1.2752986,1.3159012,0.3202865,0.3533423,0.81914854,1.0792067,0.91000295,0.8487009,0.7469919,0.66108054,1.2088159,0.88379705,0.93390125,0.7715059,0.91935337,1.0715721,1.07715,1.3679727,0.9734243,1.3554661,1.2575363,1.3699067,0.5061943,1.2113769,0.5183296,1.346431,0.4820863,1.1358222,0.5368974,1.4164171,1.2485979,0.12528849,0.8164152,0.7830062,0.9056384,1.0052804,1.333867,1.4497178,0.5570668,0.89005816,0.65105253,1.2718723,0.61750907,1.060243,1.2853478,0.98697925,1.041001,0.89260525,0.4857778,1.2594235
frog,0.40615928,1.0659237,1.0069919,0.8680027,0.8825182,0.4497273,1.1298658,1.165808,0.8589262,1.1153051,1.2669754,1.167285,0.8729228,0.86964625,1.0160471,0.97053427,0.66721666,1.2277515,1.1554168,0.8741326,1.083055,1.1915126,1.0926281,0.6658309,1.3704143,0.9650305,0.9514238,0.9940143,1.2107558,1.2119688,0.9918265,1.284096,1.0329919,0.88789725,0.7085245,1.2130306,0.7056024,1.1237714,1.0156844,1.264581,0.9908665,0.80837697,0.5800278,1.2292743,1.263443,1.094519,0.8976343,1.0521376,0.891576,1.1089123,0.7977886,0.7988739,1.1505281,1.1892195,0.0,1.012138,1.0584224,0.7175653,1.1441784,0.5818454,1.05602,0.711339,0.9363707,1.1433537,1.0232127,0.9472596,1.1677034,1.1421515,1.2353678,0.9923096,1.2138587,1.0115726,0.98637253,0.9867982,0.6879799,0.97634554,0.78524834,1.1736234,1.3841003,1.188551,1.1201578,1.2513617,1.0335592,1.1330098,1.1958885,0.83420545,1.1990991,1.1512508,1.1549898,0.6694064,1.1562009,0.88754565,0.75890493,0.94631416,0.93807244,0.9560405,1.0482063,1.0062183,0.74757516,1.2719237,0.4722119,1.0813118,0.84702224,1.0959778,0.9092796,1.2097287,1.1474605,1.1896105,1.2586346,0.6767108,1.263396,1.0516008,1.1860371,0.82721657,0.9897233,1.2289536,0.9975972,1.2362766,0.9098643,1.0115379,1.0291867,0.82088596,1.1034672,1.1723567,1.2780178,0.7907811,1.3747724,0.45493644,0.5408249,1.0811182,0.96563447,1.1376169,1.277808,1.1176605
glass,0.86692333,1.1824489,1.0377039,1.1668283,1.1002437,1.111943,0.75944734,0.8602709,0.859174,0.77231103,1.0966259,0.9516883,0.8586751,0.8954693,0.78920025,0.77015024,1.0163895,1.1268173,1.0967541,0.8452274,1.2195481,1.0502683,1.0058758,1.0040928,1.1557815,0.79792356,1.0618999,0.8325319,0.97653055,1.1477633,0.8086583,1.1812997,0.93876666,1.1407303,0.9348165,0.90943533,0.9707604,1.2525964,0.69647443,1.1832647,0.9266106,0.8437425,1.1458548,1.011332,1.111492,0.9591594,1.2528833,0.9296813,1.0146084,1.2981524,1.2141614,0.7547013,1.3128564,1.1713717,1.012138,0.0,1.2221767,1.1013715,0.8392734,1.1198616,1.0930599,0.99153656,1.1913934,1.3060248,0.7720701,0.9150425,0.9565186,0.9851245,1.1679454,0.9658467,1.1190861,0.8921198,1.2521168,0.9205327,0.9376339,0.8607502,1.1496756,1.2045141,1.2502962,1.3518295,1.2317065,1.0442231,0.70885694,0.927685,1.0224308,0.9150236,1.1347116,1.270217,1.1336839,1.0901625,1.0850354,1.1143013,1.0326977,1.0735741,1.0537354,1.2453561,0.9733445,0.89925987,1.1462443,0.9611214,0.9239014,0.80814546,0.86089665,0.8431658,0.820053,1.0826735,1.2348163,0.89641565,1.1857512,0.79633343,1.2834947,0.7969224,1.1137004,0.91155213,0.95777434,1.1624423,1.1141801,1.1606901,1.1403008,0.87928385,0.84286916,0.73653173,1.1359407,1.3246322,1.1726357,0.83554536,1.1212869,0.9317113,0.9296689,0.774469,0.92396796,0.90821105,1.2321582,0.8795258
glasses,1.2760313,0.78524065,1.0608053,0.8437456,1.0508859,0.9704432,1.2072089,1.303245,1.1160346,1.2503239,0.9674678,1.3010329,1.1346391,1.0990415,1.2225174,1.207269,1.1454293,0.9119533,1.0089626,1.2648455,0.7922203,1.1008285,0.9999986,0.96931666,1.0048754,1.1247845,0.8214674,1.1513255,1.2542925,0.73170066,1.17294,0.8987565,1.114618,0.91988117,1.1423398,1.1983838,1.1429291,0.79200906,1.3299735,0.9095524,1.0983763,1.2066414,0.807801,1.0943756,1.0637969,1.0299126,0.7202866,1.1247792,0.67058975,0.48596203,0.84830904,1.0961454,0.5578455,0.97318465,1.0584224,1.2221767,0.0,0.9895034,1.1156394,0.8961195,0.45520592,1.0120013,0.73547363,0.44040418,1.28063,1.0881512,1.0569426,1.0468413,0.95979005,1.1646335,0.69514173,1.0792015,0.8040345,1.0620933,1.1438626,1.1600811,0.84330153,0.67690474,0.9202798,0.4578843,0.7335005,1.1459776,1.0931585,1.0785402,0.9971192,1.198587,0.9119122,0.8340899,1.0442983,1.0876065,1.0225384,0.9976363,1.0615871,1.0088234,0.94897103,0.70207405,1.0679343,1.1513653,0.838529,1.2005022,1.1294607,1.1415273,1.2279058,0.9830654,1.0818453,0.864576,0.9412874,1.1253502,1.0670167,1.2615542,0.6123678,1.1592932,0.94809645,1.253271,0.9848963,0.944003,0.72289073,0.91988635,0.7786248,1.1532744,1.1505338,1.3170412,0.88956076,0.42899466,0.78790945,1.1458464,1.0027748,1.199525,1.1325597,1.1742072,1.1467988,1.1946361,0.54529977,1.1557748
glove,0.8745524,1.2127597,0.6712514,0.93639314,1.0766361,0.892257,0.9538859,1.2173587,1.1232845,0.98634756,1.1183814,1.0394652,0.6727469,0.8808359,0.8363396,1.0242716,1.0331138,1.3260576,1.2820606,1.0318832,1.0017079,1.0759996,0.95027184,0.5762851,1.1039298,1.1083944,1.0674256,0.9508895,1.1291173,1.3240043,1.2152319,1.3435907,0.96960235,1.0350366,0.9031803,1.0061741,0.6931919,1.1891661,1.0725213,1.268758,1.2055037,0.76450324,0.55177194,1.2950059,1.1660023,0.7313781,0.92220896,0.8955393,0.96480787,0.673182,0.9264392,0.8342331,0.73471916,1.1972063,0.7175653,1.1013715,0.9895034,0.0,1.209366,0.73513913,0.963962,0.7916566,0.51121134,0.8689803,0.97587913,0.85565114,1.2682974,0.89291525,1.1165175,1.10603,1.2932286,0.65903187,1.0893395,1.0464809,0.28373778,1.0677013,0.8493142,1.1468954,1.078883,0.8611241,1.2373986,1.1469508,1.0499641,0.8282682,0.92521137,0.9385325,1.2934846,1.2104017,1.0568244,0.8862065,0.79998744,1.0081874,0.977571,1.2183454,0.85412824,1.0732197,1.0077316,1.0020416,1.0359305,1.277385,0.8555697,0.7195939,0.9906723,0.9088164,0.6123987,0.76859605,1.0949503,1.2631884,1.3304801,1.0587634,1.1199328,1.1562998,1.3668702,0.6748564,0.9654806,1.2125062,1.0890167,0.99740195,1.0073103,1.0037,0.8154738,1.0538964,1.2058154,0.78387946,1.2554414,0.7997077,1.0187613,0.86672765,0.94784796,1.29414,1.0833671,1.098162,1.0206318,1.212743
grass,1.0174524,1.1847357,0.9504668,1.2313396,1.0799565,1.1866666,0.90568435,0.60547984,0.46460497,0.8619774,0.92335695,0.77592814,1.0251732,0.9436034,0.9197378,0.86313754,1.1496851,1.0926158,1.1927971,1.0421724,0.98161376,0.9622698,1.183848,1.0428088,1.1706864,1.017705,0.96226287,0.59512013,0.9992579,1.1103512,0.86961716,1.0010539,0.84319484,1.1112993,0.95676804,0.92838514,1.0937271,1.1660504,0.9173932,1.1304498,1.0412006,0.9111886,1.266066,0.7733556,1.0509373,0.93945134,1.2228343,0.64831674,1.0302984,1.1158026,1.140364,1.1084707,1.097243,1.1021457,1.1441784,0.8392734,1.1156394,1.209366,0.0,1.1888651,0.97847027,1.1394789,1.06029,1.1998285,0.8569576,0.87447155,1.0903317,0.8545184,1.1353492,0.9328977,1.0745941,1.0733744,1.2172496,1.1954453,1.042476,1.0100935,1.1615173,1.1595333,1.0846417,1.1241258,1.1421938,1.0429292,0.83359754,0.8949696,0.88210374,1.0181208,1.0256747,1.0594223,0.9870094,1.0069985,1.0571353,1.1999079,1.1596726,1.1888546,1.1259311,1.1846744,1.1339893,1.1104068,1.1634793,0.830616,1.0422679,0.9617567,0.94381595,0.9226022,1.1115285,0.9715384,1.1779912,0.67727906,0.94304955,0.8699952,1.1332371,0.43058646,1.0929923,0.99154633,1.0682399,1.0676644,1.0830729,1.0510211,1.246875,1.0836163,0.90842056,0.80637634,1.1896588,1.179985,1.0497757,0.85607696,0.981023,1.1892548,1.1671343,0.8002407,1.023466,0.962686,1.1209399,0.83632386
gum,1.0439407,0.7747774,1.1207931,0.5511172,0.5939298,0.7127799,0.96062124,1.3925533,1.0973315,1.3655101,1.0236939,1.3498311,1.0304456,1.0558705,1.1990404,1.2331849,0.5554919,0.962309,0.8037789,0.9750354,0.8438614,1.1678119,0.82155406,0.8179756,1.1016189,1.1573188,0.78744924,1.3479198,1.3786204,0.9593476,1.3614441,1.1081103,1.06074,0.76426744,0.80460715,1.3636584,0.83164525,0.6837551,1.3267882,0.95345926,0.8758899,1.2140791,0.6539343,1.3591583,1.0488808,1.2172636,0.64276713,1.1216606,1.091835,0.70943063,0.5545494,0.849492,0.8862516,0.9985244,0.5818454,1.1198616,0.8961195,0.73513913,1.1888651,0.0,1.1716063,0.8741803,0.7148075,0.9292202,1.1600062,1.2558832,0.9485147,1.3273449,1.0119002,1.3185991,0.95068616,0.9206098,0.8165731,0.93282425,0.906333,1.1145635,0.81205094,0.7490943,1.0211375,0.75413567,0.7713692,1.2957017,1.171003,1.3128911,1.3337715,0.8383287,0.96024907,0.81344926,1.0661368,0.6449175,0.9343083,0.8742399,0.8763541,0.71183884,0.7752234,0.77225626,1.0032164,0.970917,0.63878125,1.4600554,1.055447,1.1644095,1.1037304,1.305708,0.9963116,1.236424,0.86521834,1.4884644,1.0936112,1.0485443,0.8601947,1.1184483,1.011938,0.8482189,1.0451802,1.046946,0.8211976,0.9955845,0.6842295,1.1979338,1.2355969,1.1638602,0.7593634,0.74214315,1.0890387,0.8060528,1.0675747,0.6344351,0.7063326,1.2831502,1.103877,1.3300288,0.8088037,1.3831466
hair,0.9800652,1.141995,0.7724881,1.0939121,1.1871498,1.0583096,1.249016,0.99124455,0.9617509,0.9864326,1.1046383,1.0420313,0.8056842,0.9628187,1.0001451,1.0096146,1.181819,1.1779087,1.3612411,1.0408447,1.0404807,0.97435254,1.2484947,0.92695993,1.1964864,1.0426662,0.8271301,0.8389684,1.1426653,1.0757376,0.84687454,1.0763471,0.8246166,1.0526152,1.0154699,0.97899103,1.0253307,1.2339633,1.0029522,1.2352003,1.2799234,0.9760408,0.9745371,0.9828928,1.2153544,0.65465236,0.9969269,0.9484968,0.3391224,0.6688383,1.131668,1.1347616,0.7887254,1.2746086,1.05602,1.0930599,0.45520592,0.963962,0.97847027,1.1716063,0.0,0.9549274,0.7075727,0.5565082,1.1435225,0.9645745,1.2397873,0.79835474,1.2608073,1.0091498,1.092455,0.9674022,1.0110801,1.0470892,0.92595464,1.1083004,0.9471552,1.0466449,1.2272284,0.871667,1.1082058,1.0790225,1.0623173,0.7597382,0.78360766,0.9754542,1.2423228,1.1869545,1.1106205,1.1874279,1.1898911,1.1927835,1.192248,1.317478,0.9912434,0.9797885,1.1155096,1.2511334,1.1171073,0.9715765,1.0323052,0.9237872,1.0297502,0.568232,0.9554678,0.68798196,1.2429423,0.8247609,1.1983176,1.018723,1.0936033,1.0864136,1.2105813,1.0283691,0.86743593,1.2414032,1.0037702,1.0562631,1.0713208,1.0644445,0.75184786,0.9590263,1.2018614,0.7155802,1.0043795,0.92537993,1.2310243,1.2560673,1.1135507,1.0563052,1.0626523,1.0286214,1.0097575,0.8359097
hamburger,0.7950412,1.1183803,0.8885415,0.9522348,1.2357388,0.7886296,1.0897398,1.0919073,0.88182235,0.9538822,1.3318384,1.1008465,0.71339214,0.88410807,0.84759915,0.9491842,0.873723,1.331295,1.1649276,0.85460216,0.7898864,1.0936304,1.1306343,0.9548585,1.3636909,1.0097208,0.9774948,0.7873131,1.2016925,1.306677,0.9676182,1.3052083,0.9828285,0.7677777,0.95277584,1.0262775,0.5654601,1.2770958,0.9441372,1.4073863,1.074779,0.7150967,0.827104,1.1937097,1.2323518,0.9293588,0.93004733,0.9716726,0.81373215,0.947863,1.1148533,0.834927,0.9948915,1.2926365,0.711339,0.99153656,1.0120013,0.7916566,1.1394789,0.8741803,0.9549274,0.0,0.81977725,1.1609988,1.0256271,0.8910052,1.2087026,1.075426,1.2296982,1.0729448,1.2584631,0.7521475,0.953307,1.0252593,0.68913037,0.9938087,0.691942,1.2342553,1.3831005,1.1242847,1.1286721,1.1140205,0.9230549,0.99892247,1.0886643,0.8152453,1.2839453,1.2729412,1.2487594,0.83635557,1.048542,0.748257,0.9009739,0.9060652,0.7073267,0.9263993,0.91651917,0.9634414,0.9273851,1.1192402,0.7424873,0.9032967,1.0106831,0.95971084,0.84067726,0.99862397,1.2669203,1.1219802,1.4263325,0.995045,1.2914456,0.9248938,1.2805474,0.8463259,0.8318001,1.3272529,1.1001574,1.1807706,1.0545499,1.0315704,0.92883,0.86282396,1.3127707,1.0259762,1.2642392,0.9183921,1.3535119,0.9063799,0.731861,1.1282262,0.96355945,1.072912,1.2209332,1.0699204
hand,1.0158334,1.1595813,0.45389932,0.98379505,1.0633254,0.95785826,1.1556187,1.0725491,1.1252089,1.056872,1.1948527,1.04174,0.71248186,0.9051824,0.9935656,1.0436672,1.0005162,1.3200841,1.2742891,1.0427195,0.938636,1.0334401,1.042925,0.8093697,1.1964241,1.1386564,0.8979071,1.0659748,1.1803275,1.2470489,1.1067365,1.2188046,0.9574943,1.0020361,0.959557,1.0548334,0.8308773,1.1706734,1.1002887,1.3220136,1.1960803,1.0214388,0.7809899,1.092992,1.0648258,0.6216753,0.9154509,1.0103415,0.79611593,0.2552626,0.98383486,1.0833237,0.52380913,1.2164655,0.9363707,1.1913934,0.73547363,0.51121134,1.06029,0.7148075,0.7075727,0.81977725,0.0,0.9222287,1.0799229,1.0401256,1.2861719,0.96250355,1.1061614,1.0540221,1.2254407,0.7006918,1.1291546,1.1221155,0.6142665,1.0543859,0.89642,1.0892621,1.1830366,0.7392696,1.1824219,1.1198211,1.1179008,0.90878713,1.003278,0.8876905,1.2701174,1.1467717,1.1470338,0.9551363,1.0247763,1.0514654,1.1581904,1.1461426,0.8472803,1.077157,1.0501335,1.0600536,1.0213985,1.1553903,1.0924407,0.86211807,0.98568946,0.80627364,0.7801393,0.7706083,1.2500645,1.0790178,1.3145452,1.0460916,1.1159762,1.0890254,1.3417089,0.779269,0.8854238,1.2605503,1.0012434,0.94641834,1.0352575,1.0783008,0.85794675,0.9845053,1.2954944,0.44892073,1.2365962,0.7432884,1.1920376,1.0293437,0.9473939,1.1955861,1.0122651,1.0924063,0.9215921,1.0680572
hat,1.3918214,0.6254434,1.2327645,0.62367094,0.95631564,1.0234785,1.1516236,1.4844527,1.2633075,1.3665359,0.8018399,1.4454055,1.2496345,1.2336259,1.3405697,1.326736,1.148141,0.625403,0.85165036,1.3897069,0.75806475,1.1334239,0.87735194,1.0110644,0.74994856,1.0770116,0.90371233,1.1483803,1.1502601,0.56407535,1.3549535,0.77722645,1.2061514,0.8913734,1.1644804,1.2593813,1.262655,0.5934004,1.4710939,0.59190595,1.0269374,1.1311017,0.57017595,1.182336,1.0361071,1.1036994,0.52594817,1.1978168,0.9208048,0.5648284,0.7404187,0.9504776,0.57847816,0.80059695,1.1433537,1.3060248,0.44040418,0.8689803,1.1998285,0.9292202,0.5565082,1.1609988,0.9222287,0.0,1.3341199,1.172401,0.83111584,1.1495693,0.7790806,1.251073,0.5867437,1.1398103,0.6293155,0.9547487,1.2712631,1.1391314,0.8619752,0.49631184,0.6603339,0.36290705,0.53915906,1.183323,1.2143384,1.1932911,1.0590723,1.3198073,0.7538928,0.7097161,0.8788113,1.0764647,0.8581259,1.0357825,0.7955162,1.0099254,0.8990823,0.58194464,1.0074463,1.1105525,0.7887716,1.3056395,1.1908269,1.231585,1.3677164,1.1154022,1.2131733,0.9394277,0.667664,1.252838,0.927436,1.3866978,0.4324491,1.30311,0.74552584,1.3173537,1.1376361,0.78763014,0.78664637,0.8987708,0.73355806,1.0273999,1.2241342,1.4946238,0.57063556,0.41781366,0.71773404,1.3594795,0.79199326,1.1405474,1.2822647,1.1999819,1.1503776,1.2538972,0.4103372,1.2386171
hose,0.8579144,1.3312695,0.9386489,1.1796498,1.0730904,1.1599948,0.80156744,0.80608445,0.98598266,0.80314493,1.1084,0.82634705,0.98626685,0.6558661,0.78186923,0.6313478,0.9973837,1.2550662,1.1658535,0.89888674,1.1713194,0.8421218,1.0359885,0.7895323,1.1662474,0.80918795,1.2533695,0.84704924,0.8336666,1.2472775,0.87429595,1.170538,0.963019,1.0981742,1.0046866,0.8292533,1.0131227,1.2014432,0.7758012,1.257057,1.0511003,0.73830277,1.1425127,0.8902495,0.84248924,0.99594074,1.2541509,1.004071,1.0688856,1.2612774,1.2057498,0.9707841,1.2002107,0.9302002,1.0232127,0.7720701,1.28063,0.97587913,0.8569576,1.1600062,1.1435225,1.0256271,1.0799229,1.3341199,0.0,0.801212,1.0627211,0.9909454,0.8653071,0.82283187,1.1767259,0.95008826,1.3633428,1.0361296,0.88750577,0.7695628,1.1048155,1.3050817,1.1790457,1.3215442,1.3754557,1.0656272,0.9273828,0.9778161,1.0541904,0.8895669,1.0562781,1.0797218,0.9862053,1.0616585,0.9549965,1.0309701,1.0596087,1.1148255,1.1251867,1.3721317,0.866818,0.8077761,1.2132117,0.9570266,0.85951585,0.82940096,0.5088186,0.9837123,0.8300327,1.1201491,1.1724044,0.9542043,1.1104013,0.8834326,1.2978904,0.98491126,1.2603571,0.86299103,1.0463415,0.97724247,1.1775677,0.934417,1.2869749,0.774422,0.9785989,0.83228356,1.1469436,1.3484821,1.2266028,0.7547557,1.0637243,0.81573045,1.0071286,0.83848834,0.7669447,0.51615816,1.2394131,0.9137057
jacket,0.7625187,1.3537936,0.8701397,1.3672293,1.2303538,0.9735361,0.8714663,0.79693866,0.7638083,0.6497006,0.99919736,0.721594,0.7260601,0.8747615,0.5925723,0.86762124,1.1462724,1.3163146,1.4080927,0.9887273,1.171727,0.9984664,1.0525186,0.8644072,1.0640192,1.0099107,1.0814934,0.7097001,0.86332613,1.3343662,0.83369005,1.2079215,0.9617752,1.2507672,1.0215552,0.705729,0.92851216,1.2879115,0.7489486,1.3392872,1.3148532,0.7607267,0.98296463,0.93779,1.1060151,0.7563454,1.284208,0.5703573,1.042042,1.1241084,1.1896739,0.9993101,1.0207479,1.2337482,0.9472596,0.9150425,1.0881512,0.85565114,0.87447155,1.2558832,0.9645745,0.8910052,1.0401256,1.172401,0.801212,0.0,1.2903094,0.55795753,1.1430306,0.77919734,1.3332163,0.9100911,1.2692063,1.1953645,0.71638525,1.1063949,1.0864122,1.3604369,1.0296475,1.1400018,1.3772395,0.96782196,0.8219442,0.54304564,0.59483576,1.0016129,1.2006471,1.2475206,1.0480608,1.0562165,0.8811883,1.0276856,1.1275017,1.3422573,1.1377331,1.2835503,0.89941806,1.079725,1.1822884,0.8886949,0.93618894,0.5126784,0.9052521,0.8064743,0.7998827,0.6873629,1.23518,0.8446709,1.1993194,0.7898504,1.2731385,0.84704983,1.2776448,0.7865932,1.0787619,1.2403591,1.1606746,0.98495555,1.2679667,0.97332674,0.8442605,0.8187666,1.3503206,1.197784,1.201935,0.8708062,0.8097541,1.0747504,1.0838151,0.8528757,1.0939006,0.9106127,1.2817218,0.90195745
jar,1.2400209,0.48944324,1.3216133,0.71321875,0.81498325,1.0202632,0.9264511,1.2507608,1.1928141,1.3248838,0.78724253,1.3314092,1.4330089,1.1890819,1.3363235,1.263874,1.0168464,0.32368398,0.44160545,1.2757664,0.8575549,1.0735447,0.7704911,1.2768676,0.665511,0.9959451,1.0565283,1.2696495,1.027045,0.48205972,1.2879684,0.61662054,1.2103691,0.8664967,1.2199932,1.2638595,1.2933751,0.5585419,1.3632464,0.32787353,0.62486494,1.2241416,1.0332794,1.0780437,0.8647208,1.3806334,0.84083176,1.2498175,1.2737328,1.126748,0.80935043,0.7989995,1.1426499,0.61289746,1.1677034,0.9565186,1.0569426,1.2682974,1.0903317,0.9485147,1.2397873,1.2087026,1.2861719,0.83111584,1.0627211,1.2903094,0.0,1.3487027,0.63806,1.2794569,0.53270805,1.0625645,0.74184805,0.8414992,1.4707116,0.96552444,1.012811,0.63484263,0.6014688,0.8942694,0.6008936,1.0248932,1.0711873,1.403207,1.321342,1.2429018,0.5059333,0.6440536,1.0095732,1.0273845,0.8528514,0.88287187,0.55286145,0.7160875,1.1188084,0.7668663,0.9044948,0.91787267,0.79352546,1.0694095,1.117188,1.4013416,1.251512,1.3033091,1.4092035,1.3561108,0.65912014,1.2185102,0.6707916,1.2285416,0.61008656,1.0867094,0.4294343,1.1321228,1.1074004,0.61304027,0.8066504,1.0004458,0.81976914,0.9983313,1.2642764,1.3687079,0.5398028,0.9770913,0.6997018,1.3901839,0.7176331,1.0147865,1.1358874,0.9128268,1.0333321,1.1372975,0.64675826,1.116921
