,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bed,0.77951306,1.2555158,1.5315821,0.47362047,1.3247721,1.3119264,1.3492084,0.9073106,0.564158,0.67282856,0.0,1.3513681,0.46838325,0.502593,1.0600963,0.23598814,0.6588143,0.7750811,1.4326501,1.2091503,0.71946055,1.228931,1.0862408,1.3545469,1.4813247,1.0802479,1.3818156,0.69200814,0.9730285,1.4381312,0.3808198,0.7878934,0.9441037,1.3000047,1.1726607,0.38563073,1.2328343,1.5096123,0.3231213,1.3705983,0.7390498,0.9407382,0.8946563,1.0572373,0.4655677,1.2016901,1.3076953,0.7848427,1.3331579,0.7885338,1.2816038,0.88062185,1.3852838,1.2915637,1.2829442,1.3756881,1.2119442,0.77033776,0.8500585,1.348607,0.8219677,0.7162163,1.4083416,0.6584134,1.1868478,0.9381117,1.4010943,0.8108837,0.91381043,0.36359954,1.1923398,0.5476483,1.4974589,1.045652,1.4252872,1.2571013,0.810791,1.3875084,1.1107911,0.68552864,1.2573969,1.2043804,1.1857343,1.4518156,1.2195394,1.4823235,1.4537752,1.4977573,0.6421605,0.78899974,0.37949717,0.5672959,0.6581929,1.5416625,1.3972857,0.70612967,0.94915265,0.9500317,1.3108966,1.1761605,0.8369906,1.273187,0.68938166,1.3287597,1.4346268,0.6822086,0.8166692,1.237176,1.0028155,0.6613287,1.1015337,0.504593,0.625477,0.9220127,0.913216,0.5424709,0.9921115,0.48528528,1.5259187,1.481095,0.95668334,0.90927815,1.4841667,1.1071405,0.8198752,1.4445747,0.8406643,0.52877724,0.54635364,1.5115025,1.4074476,1.3797045,1.3645473,1.2335424,1.216733,1.0857779,0.8880866,1.27019,1.4726199,0.6474551
belt,1.2972456,0.41135848,0.43712258,1.291884,0.852601,0.870627,0.9318377,1.2260289,1.3662016,1.153523,1.3513681,0.0,1.2764407,1.3922602,1.1212615,1.3271224,1.408179,1.277415,0.8587836,0.7674957,1.3663145,1.148562,1.0727619,0.66962534,0.57008976,0.78373533,0.5647049,1.0054414,1.1454451,0.45974183,1.3246579,1.3454012,1.1881096,0.89009684,0.7875562,1.2906189,1.0845304,0.3166749,1.416969,0.89473045,1.3434393,1.2513055,1.0296743,0.83013016,1.4204755,0.8170788,0.7016139,1.0815694,0.5525051,1.0548118,0.5225197,1.1156728,0.60808796,0.8362753,0.8071268,0.85678923,0.9821229,1.2393755,1.3055296,0.48377174,1.1723948,1.0983853,0.8183955,1.2398672,1.0993048,1.1049454,0.354277,1.3046331,1.3089074,1.3104403,1.1575997,1.1625996,0.5553341,0.8939653,0.6516754,0.672699,1.4293325,0.9460832,1.1114634,1.3358575,0.9868616,0.6246442,1.1084023,0.32775337,0.8488605,0.3559091,0.41399503,0.7018095,1.1786935,1.1022192,1.4467283,1.2904606,1.3151072,0.31750572,0.41659188,1.3061589,0.7179465,1.3414199,0.9184754,1.0018348,1.2964268,0.9176053,1.3593901,0.89570236,0.4652546,1.2475146,1.0219908,1.0345873,1.3068075,1.2856961,1.1518764,1.19792,1.2440461,0.88034284,1.0572766,1.2803699,1.0234873,1.4299803,0.2614529,0.7268948,1.0852501,1.2777277,0.88193464,1.0253315,0.9778916,0.5163171,1.4243712,1.1227511,1.4283501,0.80082524,0.42818534,0.39563066,0.63950026,0.8253452,1.0542917,1.0757698,1.1723928,0.9489578,0.32692236,1.2371566
bench,0.95904595,1.2258788,1.5690814,0.66272926,1.3857687,1.3393736,1.2952721,0.8759317,0.31241906,0.8402444,0.46838325,1.2764407,0.0,0.8997431,1.0944455,0.45645767,0.6544908,0.9792274,1.3299778,1.1334355,0.6695829,1.144166,0.8636571,1.3512375,1.1421165,0.8981884,1.2947911,0.78318655,0.76557183,1.4084773,0.5102596,0.5573467,0.88995874,1.1318253,1.0396831,0.26750207,1.1208042,1.415966,0.41860914,1.1625303,0.90747255,1.2478074,0.6815161,0.6055551,0.7946424,1.1698662,1.3247954,0.8338262,1.3652393,0.95225316,1.2803993,0.8571533,1.2073,1.4527454,1.1273793,1.3090457,1.310569,0.95882195,0.91794086,1.3515656,0.923891,0.6641512,1.3655663,0.93698454,1.2213732,0.9916932,1.3952419,0.95895,0.7920786,0.6208277,1.0307686,0.5496834,1.2085197,0.7994302,1.2274824,1.016631,0.8719944,1.3460405,1.022514,0.8129761,1.2053936,1.1911707,1.101167,1.4980538,1.0102959,1.3689756,1.4195518,1.4318688,0.44489443,0.93020564,0.771367,0.6504532,0.81235605,1.3965547,1.2594447,0.80511117,0.8235475,1.0051168,1.3575577,1.1223787,0.93062514,1.2517414,0.82066685,1.1067594,1.4424977,0.5039065,0.6802298,1.3450398,0.92968935,0.85214365,1.1719744,0.72513604,0.67971313,0.87635744,1.0135987,0.61064863,0.5646733,0.6573452,1.4796232,1.357219,1.001172,0.9272791,1.2187208,1.0369921,0.78696305,1.3332565,0.899412,0.7733052,0.6894833,1.4319413,1.4040539,1.3421538,1.3598973,1.0213159,1.3471534,0.7911508,1.0104581,1.0875374,1.4403481,0.67663664
bib,0.64172834,1.2629766,1.3798406,0.5091258,1.2782339,1.2796054,1.1228383,0.92359877,0.87697417,0.8781888,0.502593,1.3922602,0.8997431,0.0,1.1348311,0.57188725,0.837674,0.75542426,1.41799,1.2896909,0.8540854,1.121245,1.149254,1.31969,1.4897321,1.3012443,1.1302557,0.84688306,1.1815584,1.4722202,0.82243955,0.83705413,1.0028886,1.3165697,1.1266012,0.85031354,0.9746764,1.5290534,0.6905458,1.3641559,0.77203345,0.7357784,1.1378933,1.2560635,0.19843864,0.9521916,1.2327079,0.975583,1.285993,0.7416128,1.0572133,0.9194611,1.2451516,1.2231764,0.9601453,1.3087897,1.1052412,0.7692485,0.8496498,1.2260668,0.74139917,0.9942155,1.1841431,0.49944353,0.9626702,0.62315667,1.3644786,0.80631113,0.9389778,0.56835073,1.1374277,0.56912136,1.4812616,1.1806138,1.5272093,1.0162064,0.70917845,1.2775205,1.0770965,0.4534514,1.3068526,1.0326728,1.1474394,1.3707075,1.1634994,1.2326689,1.4761865,1.3970301,1.0235577,0.8870128,0.13371897,0.46738195,0.60927224,1.5387967,1.3995372,0.83924735,1.129778,0.8195119,1.2485509,1.1571809,0.7844508,1.0669023,0.78000987,1.3975842,1.4454272,1.0347295,0.98413473,1.0850137,0.97384846,0.31524247,1.0198498,0.37328053,0.71239316,0.70399636,1.0344098,0.7372218,1.2022896,0.586467,1.4802725,1.4321088,0.7981781,0.8265088,1.405692,1.1426003,0.79348135,1.2611634,0.7466354,0.5517585,0.74441326,1.4444085,1.1938812,1.194349,1.3768476,1.1884848,1.1379246,1.1785899,0.9759461,1.3858459,1.3459933,0.9184833
bird,0.83833987,1.1056399,0.94951165,1.1390984,0.859738,0.95095956,0.96123827,1.0483993,1.078469,0.8345966,1.0600963,1.1212615,1.0944455,1.1348311,0.0,1.0343946,0.9689423,0.9503857,0.8929758,1.0797756,1.0266962,0.95848763,1.078734,0.8237585,1.0892872,1.107733,1.1444228,0.92381024,0.99994206,1.0440545,1.007911,1.0022775,1.0649706,0.97391546,1.09614,1.1087929,0.9188542,1.0450702,1.1025432,0.99863404,0.73047113,0.8805128,1.1986603,1.2556726,1.0680557,1.1256028,0.8456738,0.86556244,1.067793,1.128393,1.2078829,1.0081705,0.99508685,0.8611311,1.1585552,0.9329206,0.7979641,0.8168771,1.0566903,1.1681192,0.9168933,0.9017791,1.0094304,1.120998,1.0145234,1.2447788,0.99782723,0.7489333,1.0806696,1.09591,0.9714428,1.1495403,1.0910681,1.2098783,0.9730687,1.201729,0.9726066,0.85557437,0.96285874,1.0462056,0.7235319,1.1935451,0.94975924,1.0490426,0.9533914,1.1966245,0.88154763,0.9161023,1.1916896,0.82702374,1.0750177,1.198468,1.034225,1.0756874,1.1939071,0.9249718,1.0839407,1.0331913,0.89970255,1.0416008,0.8318431,0.9191626,1.0014651,0.9584718,0.9361275,1.1569439,1.0087209,0.7758685,0.88342285,1.0755243,0.92974603,1.1590904,1.0506752,1.2908852,0.9391561,1.0455964,1.112747,1.0207902,1.0055554,0.8399507,1.1049607,1.1004398,0.924852,1.0237117,1.202706,1.0979569,0.89355934,1.0401676,0.97994363,0.896066,1.1009681,1.080255,1.0107739,0.94412005,0.8787455,1.06687,0.8750082,1.0208297,1.0631111,1.1621937
blanket,0.6629527,1.2706349,1.5362816,0.6710028,1.2742573,1.3320017,1.1836438,0.8612338,0.6872848,0.6892538,0.23598814,1.3271224,0.45645767,0.57188725,1.0343946,0.0,0.7774415,0.8409148,1.4433401,1.2690337,0.8086345,1.1522543,1.1362894,1.3106618,1.4246529,1.1210191,1.3437672,0.69393396,1.008992,1.4305687,0.62513435,0.8024843,0.9552579,1.1709601,1.0915918,0.46536046,1.0742462,1.471581,0.5381301,1.4082514,0.7535758,0.9355801,1.0399785,1.0195842,0.5741654,1.1638511,1.2900128,0.7684386,1.3438506,0.9454729,1.318567,0.87646323,1.1447974,1.2379017,1.1191711,1.2584442,1.1032546,0.79412633,0.9307141,1.3827821,0.6162554,0.7125281,1.2670149,0.90690506,1.1487695,0.98244977,1.3697579,0.87115526,0.92172015,0.41477895,1.1351572,0.43467975,1.426561,1.0729259,1.3949679,1.1756136,0.7741809,1.2905104,1.1583338,0.50169635,1.2189019,1.2424114,1.0463344,1.4766204,0.9292308,1.4236709,1.4279703,1.4593185,0.8229287,0.77571404,0.5023149,0.561996,0.7366477,1.4948361,1.4065329,0.73626167,0.6667445,0.95054513,1.2999145,1.1523612,0.87487507,1.1822004,0.6187947,1.2867761,1.4295416,0.8681941,0.6506531,1.1731217,0.92185473,0.61992383,1.1205436,0.6259916,0.5013503,0.85494775,0.9744187,0.70849645,0.9981319,0.5904472,1.4676467,1.4630666,0.84279907,0.90941775,1.3775545,1.135795,0.92625594,1.386309,0.8477515,0.6189082,0.7572677,1.4624554,1.4216594,1.3419445,1.4227564,0.8919644,1.1558404,0.96124864,0.97654414,1.284876,1.465204,0.8340377
boat,0.7769078,1.4302611,1.3879136,0.78478324,1.1406207,1.1915543,1.1085666,0.82109994,0.49860168,0.80246985,0.6588143,1.408179,0.6544908,0.837674,0.9689423,0.7774415,0.0,0.7269718,1.2392601,1.0211073,0.6074468,1.1182892,0.9599508,1.2397127,1.2683716,0.731976,1.3660535,0.91315407,1.0174899,1.329882,0.6041344,0.6724232,0.92745996,1.1875674,1.1125143,0.79291594,1.0981658,1.3667186,0.4999982,1.2066356,0.8690295,1.0028872,0.882679,0.90700334,0.8196975,1.3117739,1.2398326,0.8459671,1.2949529,1.0060642,1.4357454,0.71238184,1.1967359,1.111771,1.3088291,1.1794912,1.0182155,0.91240776,0.7237709,1.3643645,0.9931125,0.7215801,1.0454514,0.86159265,1.1130413,1.0472895,1.4194089,0.8501993,0.7352656,0.68222135,1.0894918,0.87886494,1.2393777,0.98743266,1.2440628,1.3177032,0.80968857,1.0965437,1.0532773,0.8975289,1.1835079,1.2493846,1.1262133,1.4597902,1.2490807,1.5339409,1.4466546,1.3305871,0.72193575,0.8099632,0.72916174,0.7927454,0.65600514,1.3754916,1.3463113,0.8367186,1.2886558,0.8940389,1.0888379,0.9607707,0.9078984,1.2362754,0.72396314,1.0248663,1.3174794,0.6891811,0.87967813,1.0736195,0.95432466,0.97636557,0.84993047,0.8932165,0.7434881,1.1792884,0.9217284,0.7182504,0.82621336,0.4630019,1.4792691,1.2839291,1.1600653,0.7421054,1.1796212,0.9539741,0.98350173,1.3213251,0.7257649,0.94184893,0.6217134,1.096227,1.5136051,1.3854722,1.1854153,1.2911885,0.9208045,0.8438368,0.6592683,1.1647637,1.4541938,0.6612411
book,0.56273544,1.1734928,1.2415603,1.0417299,1.0977948,1.1060728,1.1404618,0.8240901,0.943407,1.0655161,0.7750811,1.277415,0.9792274,0.75542426,0.9503857,0.8409148,0.7269718,0.0,1.104706,1.0509069,0.3473844,1.036663,1.0379772,0.9822566,1.1328092,1.088098,1.2033743,1.084501,1.0740432,1.1591339,0.95519114,0.83913887,0.86465013,1.0307257,1.0413901,0.9830719,1.0081159,1.1626836,0.76238096,1.1622488,0.9273239,0.66837245,1.1480967,0.96805733,0.8747579,1.1106557,1.1250939,1.1071838,1.2310855,1.0494078,1.2142296,0.9471281,1.1463056,0.9696787,1.1394458,1.1572363,0.6940143,1.0261239,1.0185441,1.240557,0.9724621,1.0847454,0.6715887,0.96602327,0.95980996,0.959095,1.2370826,0.7592658,1.0060289,0.7519648,1.0601617,1.0621744,1.1469779,0.88477856,1.1643331,1.2055237,0.821211,1.1071353,0.87833035,0.9104386,1.1373096,1.1443835,0.9496818,1.2939476,1.1134026,1.2999203,1.2763674,1.199355,1.0799636,1.0031521,0.7631192,1.0272408,0.19099528,1.196444,1.1230952,0.9482932,1.1985495,0.9367706,1.0068268,0.9829378,0.93299377,1.165022,0.6640433,0.9728732,1.212686,1.032768,1.1117072,0.78656816,0.95769143,0.97617704,0.70681655,1.0918299,0.75005424,1.1533654,0.9581259,0.9559483,1.0261563,0.6725858,1.2869859,1.0616378,1.0597081,0.93276954,1.1305908,1.0166746,1.029056,1.1015525,0.6603037,1.0376612,0.81127757,1.0178486,1.2786027,1.2310134,1.0334059,1.1556126,0.68557894,0.75161433,0.9971901,1.1125014,1.2699178,1.0268852
bottle,1.4211024,0.78190666,0.60625553,1.3936968,0.78306246,0.656662,1.0426716,1.0454977,1.2201389,1.2718264,1.4326501,0.8587836,1.3299778,1.41799,0.8929758,1.4433401,1.2392601,1.104706,0.0,0.57020986,1.07289,0.85972106,0.5582832,0.8450186,0.37795317,0.82711035,1.0600269,1.344722,0.7147974,0.41704857,1.222252,1.1897099,1.0462306,0.79433095,1.1663148,1.2097132,1.1497151,0.5458472,1.2877291,0.17666554,1.2845197,1.2027249,0.9462043,1.0013849,1.3444915,1.2433863,0.7759838,1.1085502,0.96415716,1.2712567,1.0986841,1.2609575,1.0922372,0.64323235,1.1088018,0.47350693,1.0885516,1.2339967,1.0934272,0.97526336,1.3220212,1.2266545,0.8141825,1.3140215,1.0069472,1.3697252,0.8062062,1.3042895,1.1803255,1.4223168,0.29932147,1.4136848,0.5820488,0.9255487,0.41094303,1.1457622,1.2397199,0.7926837,0.49894726,1.5279765,0.6569568,1.219413,1.0025827,0.6802518,0.61722064,0.87666196,0.60408205,0.59238225,1.0046339,1.326488,1.3877426,1.4785109,1.3134468,0.53048015,0.74385417,1.1970814,0.85163414,1.1957812,0.5165096,0.8094193,1.1986499,0.97093123,1.1229185,0.37664676,0.41370285,0.9297538,1.3769596,1.019594,0.997766,1.32337,1.1066273,1.392208,1.3059728,1.2291679,1.0729024,1.2410603,0.85830307,1.3073645,0.5829731,0.24193203,1.1808255,1.1292473,0.55709124,0.9552927,1.3722781,0.8266258,1.1594366,1.413034,1.1630576,0.47708905,0.9247085,0.9532871,0.48610616,0.6306628,0.84617543,0.7795512,1.0183982,0.46443444,0.6611691,1.0977926
bowl,1.3728696,0.7868223,0.6130184,1.284873,0.7324236,0.71059084,1.0611504,0.94078374,0.943506,1.1478164,1.2091503,0.7674957,1.1334355,1.2896909,1.0797756,1.2690337,1.0211073,1.0509069,0.57020986,0.0,1.0317333,0.99521786,0.4151429,0.98299664,0.67492294,0.87910485,1.0778635,1.2447351,0.987008,0.5925379,1.1026111,1.0592128,0.9923235,0.8312502,1.1127038,1.1811821,1.2254372,0.6460879,1.1365664,0.45098686,1.2716393,1.2555573,1.1564891,0.97838384,1.3073747,1.2099917,0.8092815,1.0624412,0.9823293,1.2174969,1.1459554,1.0608304,0.9520073,0.7822428,1.1894954,0.7751113,1.0995507,1.1943657,0.94144976,1.0154413,1.2262849,1.0515101,0.85804945,1.2814521,0.9306105,1.3186197,0.8475049,1.2899736,0.9413654,1.2883501,0.7885746,1.2976274,0.89281654,1.055395,0.6430937,1.1774998,1.0727878,0.8797551,0.88584584,1.3465128,0.9714769,1.0968387,0.9659562,0.71559834,0.9330692,0.95284224,0.6529466,0.5649404,1.0027176,1.1831253,1.2631533,1.2923298,1.1623135,0.7034388,0.82782483,1.0682433,1.0451788,1.0952629,0.8932451,0.60889685,1.2208153,1.0339185,1.1180207,0.7679872,0.5499946,1.0459071,1.1213,1.1118176,1.0291551,1.3629105,1.0139118,1.3181858,1.1282792,1.1650869,1.0099374,1.180597,0.74745286,1.0241711,0.66733956,0.67342186,1.1712635,0.8145461,0.83270776,0.86088145,1.2646224,0.6829239,1.1252059,1.3163266,0.83125657,0.5941804,1.0538814,1.0397072,0.6744268,1.003866,0.81737775,0.74352944,1.0021734,0.90222985,0.77852714,1.148104
box,0.782511,1.2544546,1.4109187,0.97850126,1.2467856,1.2070694,1.1833379,0.49058723,0.684075,1.1219236,0.71946055,1.3663145,0.6695829,0.8540854,1.0266962,0.8086345,0.6074468,0.3473844,1.07289,1.0317333,0.0,1.078052,0.7304383,1.1268482,0.9895537,1.0558109,1.3291254,1.0880367,0.92674,1.2749827,0.72215414,0.52724004,0.81647027,1.0624617,1.0202172,0.7205367,1.0926498,1.3324546,0.47335887,1.0402858,0.93560356,0.83260834,0.93693316,0.7551904,0.8470658,1.1861746,1.2617742,1.1153349,1.2930938,1.0294114,1.3324683,0.81595004,1.3137431,1.1381458,1.2707856,1.2466581,0.9744489,1.0082173,0.9759431,1.3048162,1.0205647,1.0809379,0.90145636,0.94621825,1.0108477,1.0262336,1.3692493,0.89369285,0.9242576,0.69516134,0.9427242,0.9309601,1.2628713,0.77459186,1.2211046,1.2089789,0.7627896,1.2519968,0.7611697,0.9060957,1.1369185,1.2147864,0.9449328,1.4570293,1.145707,1.4141483,1.3536835,1.2946075,0.7203671,1.1065528,0.7931588,0.90708727,0.40756595,1.3533404,1.2889441,0.77007145,1.1624774,0.97482425,1.1887386,1.1213238,0.9261302,1.166403,0.52243054,0.91160715,1.3306847,0.69715095,1.0821716,1.0005825,0.90954226,0.9574173,0.97250426,1.0281765,0.6465205,1.095651,0.9377523,0.8520558,0.8728206,0.61739385,1.4367207,1.0671312,1.0880134,1.0091069,1.1661596,1.0575035,0.9677406,1.2113433,0.5850073,0.9366755,0.7314668,1.0898714,1.4084504,1.3459047,1.1915925,1.1880164,0.8371171,0.6017926,1.040088,1.0471503,1.3714583,0.8973111
bread,1.1124138,1.1301557,1.0241356,1.1209102,1.0214698,0.99131143,0.8234744,1.1270123,1.1097862,1.2032093,1.228931,1.148562,1.144166,1.121245,0.95848763,1.1522543,1.1182892,1.036663,0.85972106,0.99521786,1.078052,0.0,1.0757631,1.0138794,1.0383468,1.1929284,1.0087433,1.2815785,0.96557206,1.0533432,1.2236298,0.9728161,1.0271221,0.49216586,1.1292295,1.1764245,0.7032492,1.0793765,1.217479,0.90541065,1.0092523,0.9656213,1.1512933,1.0827712,1.1340772,1.0491443,0.9728674,0.9726337,1.0940915,1.0950056,1.0755388,1.1468691,1.0496595,1.0287662,1.103517,0.74169075,0.98849773,1.0914645,0.93338317,1.1085049,1.0359141,1.2601128,0.8901457,1.1132836,0.3562231,1.0105168,1.1251649,1.0767531,0.9944151,1.2839277,0.8297383,1.3416216,0.9072328,1.2083937,0.98083055,1.1337087,0.4883957,0.742425,0.9656481,1.1010247,0.9452655,1.0807797,0.545491,1.0916865,0.8371207,1.1051993,0.9645009,0.734776,1.2148004,1.1399091,1.1358547,1.2901064,1.1326438,1.0003507,0.97527146,0.9755947,1.0660645,0.27141368,0.961531,0.58769953,1.044692,0.7982491,1.0978838,0.82122016,1.0482891,1.160548,1.002028,0.9633766,0.1828891,1.0861965,0.95151347,1.2750685,1.1095164,1.2149265,1.1269994,1.1759009,1.0363238,1.1598599,1.0821483,0.9074493,1.0922455,0.6231778,0.64924145,0.9792277,1.0711459,1.0928326,1.0130777,1.236525,0.9490943,0.8628731,1.0960213,1.1029601,1.1018224,0.8893201,1.001502,0.8449687,1.0738257,0.94224954,1.096508,1.1381869
bucket,1.3076899,1.0459412,1.024834,1.1446414,0.9464006,0.89612246,1.1490352,0.7082263,0.72291315,1.18399,1.0862408,1.0727619,0.8636571,1.149254,1.078734,1.1362894,0.9599508,1.0379772,0.5582832,0.4151429,0.7304383,1.0757631,0.0,1.0575663,0.5096457,0.9180453,1.2392534,1.1899073,0.7576262,0.89226407,0.90326446,0.8247303,0.990545,0.99781835,1.0081317,0.86671543,1.226061,1.0227368,0.8446386,0.30587518,1.170158,1.1598012,0.8805163,0.8945645,1.1515203,1.2016547,0.94092655,1.0415499,1.1803153,1.2060988,1.2355582,1.0365274,1.1774125,1.0052909,1.1419308,0.8672477,1.1611228,1.1580417,0.90460634,1.1908778,1.1032996,1.1049082,1.0594267,1.1546706,1.0779266,1.2226473,1.092173,1.210707,0.889256,1.0981609,0.56316054,1.0743726,1.014494,0.85039103,0.705426,1.084991,1.0873365,1.0308342,0.593803,1.193888,0.946784,1.212918,1.0438399,1.1239754,0.8464109,1.1274937,0.9896439,0.9269316,0.6955003,1.2656584,1.1518277,1.0963376,1.0732765,1.0348095,1.1001132,1.0330515,0.879292,1.201781,0.9550351,0.91923165,1.1013119,1.0571891,0.9142115,0.75327814,0.90231204,0.6575634,1.1779909,1.1112217,1.0396708,1.160857,1.1177588,1.1222506,0.93707746,1.0176114,1.0710806,0.97613287,0.65120125,0.8860253,1.0609369,0.6781399,1.0740364,0.9642707,0.84387267,0.95403,1.0774938,0.98705715,0.8687366,1.1520371,0.78653693,0.7850486,1.1986294,1.2568134,0.97903836,0.9052764,0.9582336,0.73204863,1.0407555,0.8289064,1.0695412,0.9524043
butterfly,0.92472154,0.86272687,0.6134548,1.3592901,0.7462318,0.7628218,0.8647604,1.04798,1.303895,1.1438826,1.3545469,0.66962534,1.3512375,1.31969,0.8237585,1.3106618,1.2397127,0.9822566,0.8450186,0.98299664,1.1268482,1.0138794,1.0575663,0.0,0.774916,0.9773123,0.8505881,1.1286893,1.0721326,0.67340624,1.2296622,1.2319398,1.0724248,0.75336796,0.9674303,1.2969015,1.0384039,0.6815337,1.2911764,0.95074433,1.0979478,0.7992657,1.0655761,0.9081965,1.3176984,0.9833495,0.8368885,1.1139725,0.7075885,1.1716034,0.93857217,1.1772754,0.66808915,0.6735165,0.9513832,0.8049735,0.46865976,1.045276,1.269109,0.84364796,1.0492768,1.1532481,0.77798986,1.2377502,1.0635355,1.2326815,0.7396146,1.0115432,1.2351141,1.2677522,1.0241735,1.3508527,0.8130444,0.8803636,0.6900164,0.96656275,1.196758,0.8068191,1.0477238,1.2445856,0.8169025,0.8770052,0.852749,0.7339202,0.9156849,0.7438501,0.62210405,0.82757723,1.2672381,1.0340172,1.3465581,1.3629346,1.1520271,0.67432666,0.826652,1.1441109,1.0018578,1.1725534,0.7410494,1.0300249,1.1528035,0.82461005,1.113991,0.84714615,0.7569519,1.2384977,1.1233876,0.4505604,1.1706419,1.2736567,0.79835314,1.3239344,1.2163275,1.141971,1.0171413,1.1627815,1.1146944,1.2955939,0.6947519,0.80434287,1.0390722,1.2244865,0.83351266,0.93122303,1.1519693,0.62588245,1.0392282,1.309494,1.2782171,0.7344513,0.83766234,0.8150861,0.8836309,0.90624636,0.6824249,1.05376,1.0713221,0.86933565,0.78593755,1.1895778
can,1.4084666,0.6245086,0.6459385,1.4730042,0.9059291,0.8618455,0.9878321,0.86702716,1.1793442,1.3097094,1.4813247,0.57008976,1.1421165,1.4897321,1.0892872,1.4246529,1.2683716,1.1328092,0.37795317,0.67492294,0.9895537,1.0383468,0.5096457,0.774916,0.0,0.7045373,0.89518964,1.2182574,0.68288976,0.40913635,1.2529681,1.1790241,1.1545694,0.84966546,0.80270547,1.1217036,1.0474234,0.45269823,1.2108417,0.3837983,1.408607,1.2785118,0.72540545,0.67321265,1.4406333,1.0812318,0.8486763,1.2362056,0.8737946,1.377629,0.91255754,1.1755046,0.83682597,0.7974663,0.8873357,0.58409536,1.0365304,1.2564776,1.2928823,0.8490633,1.311229,1.252456,0.8622937,1.40639,1.0775819,1.2995846,0.6898548,1.3721685,1.2085348,1.3726263,0.6018443,1.20355,0.4515764,0.5334781,0.44209015,0.75989527,1.39255,0.8563979,0.7598717,1.5146381,0.78784716,1.0516514,1.0616715,0.68938804,0.5627468,0.60314316,0.60510576,0.6821132,0.811485,1.370328,1.5028331,1.3510166,1.3081565,0.39399064,0.63438326,1.29582,0.63995445,1.3735145,0.68043184,0.92592144,1.3007556,1.022232,1.1298622,0.4868607,0.4777006,0.7989427,1.27714,1.0702884,1.1940176,1.3544409,1.1509204,1.3725189,1.2137393,0.92415315,1.1905799,1.2517257,0.7746508,1.3160253,0.51256865,0.41562665,1.1631312,1.2737889,0.54169375,0.982474,1.1429802,0.6774186,1.1584208,1.347713,1.3614497,0.5710647,0.7742832,0.84004796,0.60191786,0.58301485,0.95417136,0.6488507,1.1277494,0.619113,0.59821016,1.0570902
car,1.0509449,0.99022466,0.96023476,1.2042512,1.0819567,1.0761235,1.0776508,1.0276636,0.9316221,0.93549716,1.0802479,0.78373533,0.8981884,1.3012443,1.107733,1.1210191,0.731976,1.088098,0.82711035,0.87910485,1.0558109,1.1929284,0.9180453,0.9773123,0.7045373,0.0,1.0621562,0.8939017,0.7966771,0.7274146,0.98037773,1.1107024,1.098125,1.0766091,1.0127877,0.92492497,1.0163673,0.72894555,0.92213774,0.8501615,1.1941599,1.292758,0.738549,0.7298246,1.2404339,1.1990374,1.1037815,0.9335498,1.0409966,1.1114151,1.162044,0.65476155,0.830213,0.7914349,1.0614092,0.7536129,1.057216,1.1621166,1.023637,1.0184553,1.2561593,0.85739255,0.96704745,1.0595204,1.1793679,1.2609046,0.8984085,1.0270207,1.071904,1.0237098,0.9329636,1.0430694,0.6112745,0.7990158,0.69949985,1.0018495,1.1923798,1.0132053,0.9837179,1.2619061,0.92573667,1.1277342,1.1990503,0.9288892,0.82657623,1.0358466,1.0050884,1.0796632,0.6961894,1.0186515,1.2174034,1.1114028,1.0335287,0.69064415,0.84072083,1.1628426,0.8100653,1.2632376,0.708063,0.8474154,1.1051469,1.2508905,1.110291,0.6738741,0.75858045,0.6969481,1.0005658,0.97965014,1.2047954,1.2846775,1.0287955,1.1243578,1.1026664,1.1122484,1.0612316,1.0499309,0.7567136,1.1108909,0.8123236,0.8569476,1.306216,1.0664725,0.8019051,1.0064234,1.0875779,0.94462025,1.1631491,1.1687211,1.1013349,0.9304658,1.0985487,1.0046874,0.789038,0.79983413,1.1213372,0.8225338,0.7220113,0.90819025,0.9516947,0.7149435
