,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
door,0.9056437,1.1253169,1.2737217,0.7337742,1.2650553,1.1475917,1.3291895,1.007379,0.6412208,0.97105455,0.61253715,1.1017482,0.5115389,1.2141111,1.0480654,0.83591604,1.0104185,1.1775421,1.1273423,1.1950655,0.8566973,1.3834004,0.9605512,1.132865,1.1125886,0.7166662,1.1097757,1.22538,0.9941892,0.5557095,1.1020163,0.9670626,0.6173708,0.8707894,0.8976004,0.84732264,1.2464815,1.1324214,0.625992,1.2211921,1.2771887,0.6298585,1.1310235,1.0329833,0.9169959,1.0855113,0.0,0.56939363,1.1644902,1.1337643,1.2175827,1.0137306,1.0722897,0.92260087,1.1354501,1.0275826,1.1816174,1.076776,1.1166421,1.1130445,1.2674097,0.86719537,1.0785651,1.0855547,0.8037027,1.4077923,0.8996567,1.1782662,1.0094562,1.1368308,0.9682949,0.991629,0.8269346,1.1512668,0.85395503,0.99065584,0.5274433,0.9863108,0.75883365,0.80332303,1.2753868,0.78538024,1.020037,1.0308427,1.0847739,1.2548549,1.2233996,0.95114154,1.0965117,1.1858621,1.309649,0.57613015,1.087853,0.90197814,0.77512884,0.9257033,1.1302966,1.1796855,1.1365631,1.304097,1.0908798,0.9234341,1.3367506,1.0231884,1.1555252,1.1341684,1.1439745,1.3177994,0.9847222,1.0996389,0.9162987,0.4090265,1.0269727,1.1552349,1.2049026,0.91170317,0.91968626,0.7634748,1.126684,0.9578636,0.98487926,0.24165928,0.68280244,0.8350288,1.2616599,0.83650774,1.2857051,1.1828401,0.9571137,1.1637733,1.016394,1.1305348,0.9640956,0.82596564,0.7724187,1.2288426,1.1885402,1.2219797,1.013097,0.9186171,1.1627661,1.0830989,0.7488178,1.0263332,1.0187404,0.55648804,1.1994255,0.5586997
drawer,0.99793637,0.9100818,1.2149613,0.8990557,1.0855037,1.0182595,1.1822444,0.8948773,0.83437705,1.1545572,0.9052404,0.7417973,0.5783028,1.0683794,0.90756476,1.0420223,0.8496753,0.9783458,1.1734791,0.9403192,0.74083054,1.199857,0.92456216,0.9789981,0.9822873,0.6605079,1.0250496,1.0633824,1.0760094,0.68278044,1.1027257,0.95454115,0.97925586,0.9317904,0.8501662,0.784273,1.1435324,1.1030976,0.88828516,1.1445441,1.0670482,0.74708414,1.0878246,1.1361495,1.0743304,1.1620997,0.56939363,0.0,1.1937838,0.9339539,1.1229166,1.1738944,0.89043784,1.1334026,1.0326778,1.0618533,1.045815,1.1571859,0.97902274,1.0100373,1.1511083,1.0139492,1.0260832,0.9390857,1.0660603,1.1908752,1.154008,1.0537671,1.0392102,1.1218421,1.1521089,0.91244525,1.0467048,1.0929745,0.87345004,0.70542645,0.61499476,0.97543067,0.8088561,0.7968949,1.1506212,0.82505727,1.0523252,1.0422357,0.97535735,1.1555834,1.1790646,0.79843736,0.9406032,0.9738093,1.1948977,0.49346447,1.2305336,1.1163167,0.8651441,1.0381556,0.90490687,0.9859737,1.0726624,1.1511352,1.1872809,0.83479935,1.2138457,1.125291,1.0601199,1.2417619,1.038419,1.2819772,0.8241911,0.9426165,0.79448754,0.63147616,1.093779,1.2099098,1.1251951,0.9248948,0.92230546,1.0015974,0.98871166,1.0013754,0.94767034,0.7430771,0.7143976,1.0188458,0.99665076,1.0377136,1.1375326,1.1018192,0.7970333,0.90478647,0.8946507,1.0245653,1.0339733,1.0504419,0.9871589,1.0082612,1.0904975,1.0860479,1.1251874,0.78871274,1.1198931,0.8193269,0.9562446,1.1016735,0.9811747,0.7331445,0.8968305,0.9652666
duck,1.3241982,1.004066,0.39216673,1.3609138,0.8502631,0.7466065,0.5763598,1.210564,1.3259705,1.1220729,1.3475782,0.753018,1.3675444,0.91220653,0.82118046,1.3655515,0.76812917,0.97709274,0.35895997,0.7718328,1.3945105,0.6789918,0.6705151,0.9423039,0.5805653,0.8395152,0.5419068,0.8845266,1.0739391,1.1119153,1.1497139,1.0406736,1.2988844,1.3077056,1.1921114,1.1415187,1.0097703,1.0283437,1.3483965,0.9866096,0.47749388,1.4021273,0.5258964,0.8426244,1.2252843,1.1672409,1.1644902,1.1937838,0.0,0.6970021,0.6881804,1.0120217,0.9589846,1.1704357,0.88910574,1.241059,0.664937,0.6634643,1.1674571,0.6711616,1.0510676,1.2160778,0.8639238,1.2033122,1.1903759,0.88117653,1.2135575,1.2675666,1.2400814,0.6613163,0.9973833,1.1209463,1.3058264,0.9903033,1.3353455,0.7876487,1.0871729,0.40414864,1.1859789,1.0926778,0.6336088,1.1363008,1.353603,1.0681424,1.0585872,1.2043374,0.39849627,0.9192273,0.6491172,0.7585495,0.52779233,1.2794392,1.0987793,1.311795,1.3609335,1.2907509,0.54988074,0.52055705,0.9459749,1.0039654,1.1293652,0.7804985,0.81374854,0.6703365,0.95936406,0.8578657,1.0116538,0.5029099,1.157515,0.9860005,1.0127637,1.209497,1.1462766,0.53541577,1.0915803,1.2310948,1.3019207,1.3286843,1.1213226,1.3222011,0.85180604,1.2956697,1.2407095,1.3904624,0.5554703,1.185379,0.47912437,1.1855693,1.1419415,0.6960199,1.0890023,0.9691795,1.1521041,1.3411148,1.4498547,0.81222093,0.66528904,0.58363175,0.51471066,0.8940239,1.1586828,0.9926644,1.0371516,1.0633944,0.9338692,1.014719,0.7981618,1.2469099
ear,1.2122843,0.9372957,0.81638575,1.2322158,0.93567646,0.8943119,0.750677,1.03133,1.3171451,1.1386337,1.3573612,0.60404056,1.1781449,0.96467096,0.87700087,1.3568741,0.5980309,0.92029846,0.7245351,0.7860438,1.267466,0.8183979,0.8001108,0.86721534,0.6335935,0.6917128,0.71025765,0.90874094,1.0547459,0.83031356,1.1385967,1.1659405,1.2881017,1.167981,1.1167414,1.0352806,1.0747181,0.91091996,1.4221487,0.9671186,0.6323733,1.272933,0.7376559,0.8070687,1.179231,1.161955,1.1337643,0.9339539,0.6970021,0.0,0.96386236,1.0010344,0.9706366,1.3547561,0.9672439,1.2731242,0.86226416,0.72585464,0.9928447,0.6184387,1.0153044,1.2528814,0.9585184,0.9584451,1.1955069,1.0280131,1.3243138,1.3148983,1.2129474,0.7002375,0.9687964,0.8371414,1.2876558,0.97556835,1.2287809,0.46764398,0.7821984,0.65081465,1.0855306,1.0376701,0.87523586,1.044217,1.236613,1.0580199,1.0620756,1.2207285,0.8623332,0.7880188,0.71363235,0.712575,0.8639029,1.0889676,1.2185706,1.3293109,1.2644327,1.3319571,0.4978814,0.6629756,0.9886697,1.1142446,1.2337066,0.8117651,0.93908215,0.7301709,1.0830824,0.8955285,1.0472746,0.78991365,0.9529554,0.75891674,1.0018038,1.1590049,1.0477431,0.6257845,1.082888,1.0979849,1.1068592,1.3010595,0.92789125,1.307379,0.67510617,1.2639881,1.244124,1.2446141,0.58214176,1.1493528,0.6769074,0.9082208,0.9698998,0.45563626,0.8824901,1.0092717,1.1038556,1.3316085,1.4324434,0.6920998,0.875388,0.8426963,0.7939192,0.8162679,1.059295,0.87080175,1.070469,1.039579,0.9165305,0.8005145,0.613343,1.3081461
egg,1.3856164,0.6488374,0.5313094,1.2274723,0.5564654,0.583609,0.7130326,1.2764517,1.0704107,1.0947839,1.3765148,0.8147795,1.3344712,0.9161155,0.92928565,1.3695269,0.9947773,1.1254708,0.6633586,0.70209885,1.2828501,0.62791914,0.7494882,0.8957158,0.9301141,0.9989455,0.89228827,0.7408042,1.1574576,1.2371284,1.0081534,0.8701715,1.3160548,1.2800903,0.93056935,1.0638536,0.5878609,0.83611834,1.3082244,0.76540595,0.64607286,1.477052,0.6585271,1.0449977,1.2292407,1.1644151,1.2175827,1.1229166,0.6881804,0.96386236,0.0,1.0292922,0.87248504,1.1515563,0.67004424,1.3161626,0.7032047,1.1033523,1.0423467,0.7747884,1.053859,1.1759465,0.78967106,1.1363665,1.1867802,0.5467034,1.2117176,1.0176029,1.031639,0.7693002,1.2305957,1.1113294,1.339432,0.92890805,1.2493215,0.9035711,1.3670512,0.46838987,1.274278,1.1372862,0.56762385,0.956961,1.2696815,1.2544765,0.9895133,0.9637832,0.47159368,0.9173766,0.73005474,0.5271047,0.51820266,1.312018,1.124674,1.2650063,1.2763004,1.2058432,0.7925762,0.77640206,0.89169776,0.6399476,1.0776414,0.852194,0.74108315,1.0653458,0.9029808,1.0631012,0.8601269,0.5927958,1.3541656,1.1518333,0.9888604,1.3227437,1.1050718,0.98393005,0.9747025,1.2381747,1.3132389,1.2215004,1.16633,1.1676306,0.6929884,1.2949784,1.0433102,1.3563304,0.69215125,1.1522126,0.6575243,1.0888138,0.80201274,0.7286094,0.92536664,0.88957286,1.3289268,1.3090224,1.3120022,0.7145596,0.5340337,0.61984265,0.7710687,0.9307257,1.1592693,1.0872504,1.2356963,1.1616647,1.1500897,1.1705451,0.70994675,1.3006774
elephant,0.97498447,1.0458541,1.0329525,1.019045,1.0927142,1.1124967,1.0987,1.0347201,0.97706074,0.39283705,0.9165171,1.0783528,1.0610081,1.0737988,1.1427162,0.7980763,1.0891196,1.1279172,1.0868784,1.2134459,1.2217577,1.0801497,0.9775877,1.232422,1.0299916,1.2070849,1.0669898,1.1078613,0.9141644,1.2177572,1.0834646,1.1065902,1.0450909,0.8891461,1.1058224,1.0806774,1.0664668,0.9630435,1.0092971,1.0174341,1.0546962,1.0517664,1.1331043,1.0373031,1.0276693,1.1973777,1.0137306,1.1738944,1.0120217,1.0010344,1.0292922,0.0,0.97455245,1.0834112,1.0291952,1.0388865,0.9240199,1.0718919,1.0642831,1.0940974,1.0609775,0.9988841,1.0289254,1.1174624,0.53837943,1.1517663,0.8732051,1.1303182,1.0790497,1.082703,0.70755863,1.1353575,0.9396957,1.1721473,1.0090914,1.1299977,1.1437552,1.0600587,1.0455228,0.9818595,1.1057974,1.1714481,1.0399286,1.1096848,1.0696799,1.0904088,1.0099862,1.0514021,1.0050467,0.9645953,1.0620965,1.0956694,0.46802735,1.0053514,1.0508903,1.0227255,1.006383,1.0324639,1.0885627,1.0062594,0.59726274,1.0172187,1.0487378,1.0782491,1.2115715,0.8973629,1.0865843,1.0022837,1.2319824,1.0882741,1.0694973,1.1037403,0.3619815,1.0902315,1.1476551,0.8434775,1.0009437,0.97738075,1.137006,1.045579,1.2536182,0.9196265,1.1262455,0.93615973,1.0735204,0.42709887,1.1048506,0.99176264,1.0123982,1.1084166,1.0473417,1.0943795,1.161058,1.0532869,1.033168,1.1101604,0.98876584,0.9516376,1.0516506,1.0458826,1.1581292,1.2334434,0.81659997,1.0428019,1.0604453,1.2163873,1.0970923,0.978389
eye,0.9637545,0.86279744,0.93367684,0.9973582,0.93850166,1.003986,0.9294174,1.270608,1.1129754,1.0511528,1.1089939,0.8734827,1.068873,0.8754202,0.9853737,1.0956299,1.1111248,1.0971857,1.1361006,1.1916687,1.1879363,0.9419875,0.9232032,1.2803946,0.87849915,1.1413993,1.1120688,0.9164508,1.0501579,1.1609845,1.1416934,0.95096666,1.082921,0.9469024,1.1547178,1.1186496,1.0476545,1.0298774,1.0631351,1.0549872,0.83777785,1.1926938,1.1949537,1.1977704,1.0930113,1.1312914,1.0722897,0.89043784,0.9589846,0.9706366,0.87248504,0.97455245,0.0,0.87190175,0.6091219,1.0890492,0.8781692,1.2044717,0.7681,0.9628105,0.931673,1.1629925,0.35944307,0.9218488,1.0423044,0.8968939,0.87537414,1.0809923,0.7984868,0.9081256,1.006699,1.176823,1.0423106,1.3298966,0.93252397,0.99434686,1.0770844,0.9186655,0.9817341,0.9249562,1.1332319,1.1754117,1.0628073,1.1784658,0.52051103,1.0390654,0.7472396,1.0900204,0.64839303,0.6279729,0.95154685,1.1128435,0.98836356,1.0499018,0.95389956,1.0799352,1.0322632,0.9609406,0.92818075,0.7427157,1.0433613,1.0717174,0.9112359,1.23646,1.1629869,1.0920525,1.0969408,1.1093012,1.1031533,1.1766644,1.0420702,1.1543269,0.9962288,1.1266341,1.0390044,1.0084407,1.0477383,0.92628014,0.8955926,0.91454154,1.1853762,1.0427953,1.1409473,1.1910208,0.6722344,1.0798013,0.9570024,1.1126664,0.93218035,1.0152519,0.9755883,1.006003,1.1638734,1.0702237,1.1650933,1.0465785,0.556286,0.5645811,1.0701615,1.0864515,1.2151947,1.2514832,1.1362827,1.036977,1.1236632,1.173466,0.76724935,1.098797
face,0.7781714,1.0253168,1.1696322,0.7345985,1.1229486,1.210252,1.1966588,1.1047335,0.8125168,1.0751246,0.80736613,1.2899505,0.87877804,1.080025,1.062257,0.8652475,1.2514796,1.1431983,1.2374622,1.279016,0.91891134,1.2468681,1.1649723,1.2282059,1.203073,1.254157,1.1975754,1.183488,0.9380933,1.1016444,1.0123576,0.9295329,0.71959496,0.8072209,1.0289291,1.0672289,1.1426407,1.156529,0.71425617,1.1760181,1.3157303,0.85115457,1.2737269,1.0472198,0.81125176,0.88256073,0.92260087,1.1334026,1.1704357,1.3547561,1.1515563,1.0834112,0.87190175,0.0,0.96976525,0.8340144,1.1151605,1.1549293,0.9541878,1.2691629,1.0303733,0.83194554,0.610327,1.0525638,0.88392854,1.1767123,0.2957332,0.99063665,0.77200353,1.0078577,0.93137574,1.1202326,0.6807392,1.1334136,0.78388214,1.2933221,1.0989904,1.2876059,0.79944,0.97263694,1.2170584,1.0858269,0.8846654,0.9986393,0.84958416,1.0037524,1.0659802,1.2687814,1.1098369,1.1901771,1.1347891,0.96721715,0.97921264,0.62825406,0.73329884,0.869862,1.3398635,1.2463896,0.97140306,1.060581,0.9884908,1.2647259,1.16383,1.1807905,1.0176569,1.0481467,1.0706273,1.23582,1.0204622,1.1269375,1.0688064,0.93994474,0.9942012,1.204159,1.0286821,0.91859764,0.8355286,0.547057,0.9839817,0.66700524,1.3046988,0.8214376,0.8967103,0.820114,1.2083474,0.972434,1.2484155,1.1299436,1.0372894,1.3229467,1.0520564,1.1145941,0.8913897,0.5348462,0.7483925,1.2632518,0.9979466,1.1606171,1.2005771,1.2552011,1.0551748,1.1980596,0.9648408,0.9879558,1.0789319,1.0633825,1.208108,0.72443944
finger,1.0542339,0.6530064,0.853402,0.872903,0.99981344,0.87228554,0.8859105,1.3757226,1.0994363,1.141211,1.2918617,0.7712358,1.1965226,0.83712065,0.87021196,1.263785,1.0669682,1.186782,0.9920852,1.1930349,1.268115,0.7332742,0.9093681,1.2572643,0.9474537,1.0174898,1.0710274,0.6444443,1.210575,1.1635497,1.0524803,1.1945223,1.2169051,1.0306872,1.3033847,1.0608406,0.95918006,0.9665005,1.2249209,0.93784016,0.63609385,1.4330276,1.059073,1.3077093,1.263975,1.131188,1.1354501,1.0326778,0.88910574,0.9672439,0.67004424,1.0291952,0.6091219,0.96976525,0.0,1.1923751,0.817659,1.1538699,0.5202852,0.7742275,0.9999429,1.2400012,0.592186,0.6959654,1.1682892,0.60450554,0.9514065,0.92458165,0.3304093,0.8662058,1.0848601,1.2312205,1.1946766,1.239841,0.9146614,0.88582695,1.173378,0.9504699,1.0239122,0.87511444,1.0991527,1.0802193,0.97058463,1.2505244,0.5312245,0.90645677,0.57593906,0.97659016,0.47878528,0.69139624,0.9031508,1.2178426,1.1589185,1.1066477,1.015398,1.1371382,0.9204203,0.82965237,1.0970455,0.63681865,1.1017746,0.923514,0.63091207,1.1978452,1.1470209,1.23293,1.0992063,0.9842675,1.2805575,1.2170854,0.7482446,1.2414443,1.0665158,1.0835153,0.9037622,1.0634477,1.287101,0.91248983,0.82932246,0.84353685,0.9317204,1.1973513,1.1534889,1.3057859,0.5318409,1.175771,0.895342,0.9438567,0.9512025,0.93295217,0.9424086,0.85165024,1.2834282,1.1032424,1.2690728,1.2114863,0.17107439,0.40285587,0.8585317,0.9640454,1.2760324,1.3564801,1.171602,1.179157,1.1750312,1.2023458,0.5539044,1.2459774
firetruck,0.86532426,1.1829809,1.2529997,0.8411068,1.0791059,1.1944194,1.2307751,0.8605639,0.892484,0.9514341,0.76827097,1.2901372,0.8903795,0.99778515,1.1750895,0.7744914,1.146495,0.88994783,1.2361331,1.1876297,0.7526988,1.2888154,1.2002889,1.0305774,1.1761973,1.1804456,1.0653679,1.1150175,1.0276823,0.9983229,1.0229648,0.92529285,0.762975,0.8644524,0.9350427,0.99805444,1.1906977,1.155512,0.76599985,1.1424769,1.2774793,0.6004644,1.205047,1.0564814,0.89013326,0.8124336,1.0275826,1.0618533,1.241059,1.2731242,1.3161626,1.0388865,1.0890492,0.8340144,1.1923751,0.0,1.2964933,1.0280434,1.0581229,1.2912881,0.8868599,0.84628683,1.1892099,1.0508598,0.93030584,1.1661307,0.8452015,0.9676866,0.9641551,1.0870415,0.9828316,0.9648975,0.7163192,0.9819451,0.86548316,1.2597629,0.95931464,1.3641768,1.0697051,1.1636219,1.1994139,1.0773239,0.82350826,0.6032146,1.0118586,1.0046453,1.2436287,1.2350265,1.3291144,1.339544,1.210841,0.9073475,0.86953926,0.74380946,0.8880582,0.79995304,1.2414423,1.1930859,0.9808486,1.1592338,0.8323295,1.2879084,1.1777365,1.066053,0.9591825,1.0354811,0.998499,1.2505014,0.982042,0.95981973,1.1611575,0.9021735,0.94576573,1.2110649,1.0571463,0.97388923,0.6929269,0.90349936,1.0039383,0.8216313,1.2547172,0.8780401,0.9384502,0.6397585,1.3045192,0.8986254,1.2652003,1.0159196,1.1036412,1.3289928,1.0247599,1.0999892,0.6312736,0.78503096,0.6938738,1.1357355,1.2939839,1.2796612,1.1835588,1.226422,0.6660826,0.98284113,0.9360664,0.66101027,0.7137379,1.007807,1.2488791,0.7364246
fish,0.9350397,0.9269279,0.59870267,1.1943887,0.96657,0.78330153,0.6451297,1.3197877,1.1663151,0.94828075,1.2540647,0.67956644,1.1734577,0.84514225,0.7176103,1.212995,0.9696179,1.157714,0.7373223,0.88677025,1.3488803,0.59886813,0.61185205,1.145705,0.7431212,1.0122571,0.82976174,0.6471629,0.9761047,1.253032,1.0640204,1.0753369,1.2998246,1.0428602,1.1326165,1.1202543,0.88157547,1.0080552,1.2235051,0.96626717,0.5400796,1.4288843,0.85928583,1.0870663,1.0900439,1.2708105,1.1816174,1.045815,0.664937,0.86226416,0.7032047,0.9240199,0.8781692,1.1151605,0.817659,1.2964933,0.0,1.0529063,0.94102144,0.7047044,0.8869814,1.1780547,0.90549326,0.9534756,0.96045834,0.8008852,1.1135565,1.002973,1.0924276,0.93086314,0.9414505,1.2878141,1.3074653,1.242362,1.0914676,0.7190614,1.214365,0.65684104,0.9273801,0.82162094,0.8230227,1.1751853,1.1729602,1.2997848,1.0099272,0.94360244,0.62248147,0.74845445,0.6890348,0.758536,0.67860675,1.2554936,1.0973603,1.28406,1.1445535,1.2668492,0.64535373,0.59513605,0.7847669,0.667858,1.2070355,0.6256994,0.72604084,1.0980532,1.0200232,0.9625893,1.0997758,0.83511424,1.2197043,1.2524495,0.97278297,1.3054447,1.0229057,0.8344408,0.87850374,1.1455872,1.2229533,1.1184615,1.0674534,1.0775874,0.8437053,1.238319,1.1136389,1.3121755,0.6063836,1.1111014,0.63871884,1.1875961,0.7476796,0.7586037,0.9241751,0.8895847,1.3260605,1.2610807,1.3695208,1.0534127,0.6613229,0.49143535,0.6612818,0.74950325,1.3813083,1.165125,1.0627698,1.2954931,1.1483957,1.1514479,0.98049104,1.2377782
flower,1.078588,1.1266456,0.91877216,1.2274525,0.9602711,0.97264946,0.838538,0.93169606,1.2336144,1.1561909,1.2094183,1.0199219,1.2535967,1.1468506,0.82877636,1.1972561,0.74613273,0.90290815,0.82269394,0.8160125,1.109072,0.923005,1.0498589,0.8685936,0.70797545,0.9648043,0.7393622,0.9631803,0.9715216,0.9620928,1.0095257,1.0011882,1.0299675,1.3291013,1.0192596,0.9668317,1.0237017,1.0912503,1.2654135,1.0393441,0.9215621,1.0757974,0.8569628,0.7264078,1.0240759,0.8231561,1.076776,1.1571859,0.6634643,0.72585464,1.1033523,1.0718919,1.2044717,1.1549293,1.1538699,1.0280434,1.0529063,0.0,1.1883612,0.8861056,0.86125624,0.9818678,1.114267,1.1394917,1.1790743,0.97734773,1.1517293,1.0360589,1.1951317,0.88446695,0.9283973,0.8300969,1.188838,0.79385304,1.3676176,0.87335026,0.8666944,0.8481503,1.1373684,1.1772056,0.8195827,1.0910908,1.1085138,0.79964805,1.1729631,1.0230712,1.0366421,1.0743049,1.081176,1.0016077,0.9480607,1.1247139,1.060996,1.1479889,1.3300645,1.0922625,0.83718914,0.94277,1.0169576,1.0748646,0.98216647,0.99070746,0.930474,0.16420215,0.9342942,0.81683767,0.90827495,0.73537517,0.9326572,0.7728369,1.0188285,1.014011,1.0937861,0.3832444,0.93156713,1.1517171,1.0914127,1.3368593,1.0850577,1.3297725,0.8282526,1.233605,1.2352462,1.16534,1.04378,1.1430023,0.89296854,0.9755712,1.1572834,0.8522026,1.0074407,0.89156216,0.8449579,1.235379,1.2162505,0.8314539,1.1511632,1.1212093,0.9075961,1.0694481,0.87535536,0.7707317,0.7759795,0.93113977,0.7912986,0.8998854,1.0789833,0.98376924
foot,0.8057394,0.6896935,1.1925919,0.6833367,1.132123,1.1153861,1.1311586,1.0598053,1.1528752,1.0933888,1.0120223,0.86092055,0.9190349,0.87404627,0.90915984,0.9490635,1.1444328,1.1267487,1.1989089,1.270139,1.1025679,1.016993,1.0731281,1.185063,1.0554445,0.9116035,1.2235332,1.0292579,1.1033001,1.0147542,1.0452973,1.1901805,1.0647583,0.86071837,1.1625628,1.0069872,1.0966318,0.98515505,1.020659,1.0413766,1.0516198,1.1666787,1.2073938,1.2545259,1.0598813,0.9399668,1.1166421,0.97902274,1.1674571,0.9928447,1.0423467,1.0642831,0.7681,0.9541878,0.5202852,1.0581229,0.94102144,1.1883612,0.0,1.020376,1.08041,1.1922923,0.8059869,0.31614876,1.0756906,1.0163621,0.93646324,0.90685135,0.5173432,0.9673567,1.0445993,1.162673,1.0043066,1.1630998,0.68744266,0.99726886,0.99022835,1.1936208,0.8274163,0.7355133,1.2292546,0.956067,0.61005926,1.1331995,0.7048533,0.880225,1.0121106,0.8793086,0.74560064,0.8792255,1.1883192,1.0505458,1.1178476,0.91674876,0.7337781,1.0888081,1.1430364,1.1320548,1.0998743,0.93610823,1.1130704,0.840821,0.94138634,1.1991663,1.3144207,1.2044799,1.1030118,1.1964271,0.9495119,1.0293404,0.8116423,1.0809128,1.0886638,1.1124967,0.9250238,0.8520505,1.1251156,0.82159275,0.23635882,0.7697979,1.0227778,1.0943923,1.1925448,1.0963112,0.62317455,1.1512384,1.1240013,0.4176787,0.9358688,1.0595301,0.958585,0.90534073,1.0774572,0.95441383,1.1403229,1.2711062,0.5834876,0.80762994,1.1053164,0.9037551,1.2196296,1.2434685,1.1049943,1.102292,1.1375084,1.0330237,0.65313876,1.1675706
fork,1.2154801,0.95363706,0.77991676,1.1910725,1.0323448,0.8202972,0.7339866,1.0875685,1.101609,1.2438221,1.436096,0.54968035,1.2654969,0.81708217,0.8717588,1.4297149,0.7057555,1.0152977,0.70784414,0.6877874,1.176306,0.73892903,0.57330596,0.8817618,0.70584923,0.80500317,0.75767684,0.7055416,1.142942,0.97431815,1.0417953,1.0156959,1.3528104,1.2583348,1.1613612,0.89256424,0.9721611,0.94421643,1.4222293,0.95127153,0.5059017,1.3565778,0.7104192,1.0284458,1.2962674,1.2206202,1.1130445,1.0100373,0.6711616,0.6184387,0.7747884,1.0940974,0.9628105,1.2691629,0.7742275,1.2912881,0.7047044,0.8861056,1.020376,0.0,0.99326205,1.0088377,0.8543682,1.0253501,1.1708858,0.8012257,1.2485799,1.1401356,0.9882994,0.89706093,1.0178682,0.80499136,1.3747103,1.0178608,1.2068583,0.3532098,0.9241658,0.54740506,1.1461126,1.0662258,0.9167427,1.0514107,1.3223206,1.1429174,0.88949025,1.0939379,0.7267161,0.8179214,0.5584357,0.8749142,0.8642571,1.1308651,1.2448071,1.3200095,1.236329,1.1680378,0.4490093,0.45770502,1.0544807,0.90086055,1.326589,0.80358267,0.7942339,0.88138914,0.8309905,1.031294,1.1043141,0.8190873,1.1423352,1.043474,0.9099604,1.148345,1.1822656,0.72649866,1.0020856,1.2066013,0.98677665,1.2661498,1.0642045,1.2559993,0.6221411,1.2618867,0.9649028,1.3768194,0.6068124,1.2003562,0.71066266,1.1248114,0.9961568,0.2687596,0.8500718,0.9076107,1.205754,1.2617698,1.3045629,0.80888903,0.7205789,0.63017476,0.5613922,0.83943915,1.2086042,0.86167,1.0702125,1.1694323,1.0297498,0.8090863,0.68098235,1.2868972
frog,0.57865435,1.0950413,1.062461,1.1183972,0.72282994,0.76332897,0.8416559,1.0164701,1.0056074,1.0608374,1.1020498,1.1672322,1.1792381,0.612842,0.9506211,0.9838666,1.0845445,0.72081226,1.1809676,1.1114173,0.89775527,0.9752672,1.1167539,0.9061283,0.71995896,1.346606,1.169508,0.81793296,0.90529317,1.2781336,0.89035964,0.82995176,0.9180061,1.036717,0.8593929,1.2258348,0.82620275,1.0418926,1.0859284,1.0243205,0.9657113,0.9720558,1.1879969,1.059234,0.92347753,0.7203027,1.2674097,1.1511083,1.0510676,1.0153044,1.053859,1.0609775,0.931673,1.0303733,0.9999429,0.8868599,0.8869814,0.86125624,1.08041,0.99326205,0.0,0.932454,1.0155764,0.8905128,1.1454633,0.5591133,1.044132,0.9032328,0.9038588,1.0543079,1.0280137,1.0027133,1.0559224,1.096482,1.0864376,1.1401339,1.132118,1.2325443,1.0891665,1.0344496,0.9951363,1.2027209,0.7353361,1.017643,0.93688214,0.8022455,1.1742687,1.1868917,1.1354923,0.9826048,1.0042918,1.2171676,0.7835975,0.9590574,1.1392375,0.84336066,1.2141082,1.1655939,0.5994965,0.59467494,0.99010664,1.2240525,0.86314064,1.0214075,0.8722452,0.9403568,0.9260414,1.0821888,0.9024595,1.1779145,1.0500942,1.1925724,1.1116512,0.7915056,0.9347098,1.1168296,0.78679705,1.0958371,0.9835156,1.0354235,1.0118881,1.1747172,1.0134168,0.86394596,1.0777295,1.1501708,0.99199694,1.0807278,0.97523415,0.947776,0.89572024,0.78966033,1.001865,1.0458539,0.8636632,1.0486044,1.0933553,0.99035215,1.1014237,1.2122983,0.566562,1.0496336,1.0975226,1.0624187,1.0427209,1.327936,1.1859497,1.1202855
