,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
belt,1.0023893,0.97616947,0.8183878,1.4824629,0.799108,0.9779327,0.6259881,0.7346005,1.3449726,1.4123788,0.0,1.3451564,1.5057187,1.261989,1.3324078,0.9703902,1.1407155,0.29468274,1.0905718,1.3320681,0.90040857,1.0676669,1.1591246,0.5560244,0.8188873,0.57923925,0.606858,1.0538065,0.56782514,1.4063417,0.7049631,1.286464,1.1707852,1.3079231,1.146297,1.1636368,1.3804709,1.3660185,0.28162563,1.2803643,0.6195176,1.2500283,1.2121927,0.9145723,1.0503787,0.5604937,1.266823,0.77571285,0.51882255,0.9612183,0.82159275,1.218796,0.7916385,0.5467564,0.50820696,0.8078256,0.6291909,0.93739575,1.3758689,0.5530094,0.5996333,0.80654955,1.1893754,0.7734686,1.2790658,0.40421093,1.2087408,1.1518486,1.14815,1.2375071,0.5120059,1.2167832,0.3393528,1.379951,1.4031743,1.3976376,1.2471676,0.99709827,1.1981225,0.9717612,1.0657904,0.45214397,0.81112754,0.47176874,0.5498831,0.6216322,0.93930304,1.3523257,1.3698083,1.1846066,1.480593,1.1145685,0.26416302,0.337075,0.67287827,0.7595763,1.1502852,0.8130171,1.1052474,0.8518935,0.88066673,0.604741,1.0171338,0.9521452,0.8706286,0.9126254,1.3237789,1.3715861,1.0503483,0.89500153,1.3463475,1.0027488,1.0893788,0.8730277,1.1806021,1.064099,1.3707101,0.29821974,0.9956367,0.6089197,1.1241853,1.3715789,0.6486665,1.2975079,0.68280786,1.2255291,1.3487396,1.5192286,1.0473008,0.65242314,0.71263355,0.7238457,0.7666055,1.0040504,1.494836,0.8309736,0.26914275,1.2349609
bench,1.0307752,1.2350346,1.4039748,0.5350462,1.3337173,1.3469748,1.4445853,1.0707492,0.3219025,0.26579392,1.3451564,0.0,0.56979007,0.90342027,0.43534458,0.87686086,0.9521066,1.4729214,1.0872434,0.76907384,1.394963,0.8412583,0.96026796,1.3111414,1.0630838,1.15978,1.3605857,0.6773817,0.66702235,1.012302,1.3501983,0.5620984,0.820848,0.52574205,0.8120965,1.2853081,0.31418037,1.0373335,1.4850887,0.6145056,1.3987556,1.0818421,0.8445829,1.244552,0.52515745,0.962352,0.5096426,1.2811041,1.55789,0.7684522,1.2411789,0.89900154,1.1824393,1.2561067,1.5013568,1.2717018,1.3760474,1.2803627,0.8147603,1.336746,1.2432752,1.3253222,0.8682606,1.4251714,0.83359814,1.4568758,0.7679396,0.44134247,1.0917935,0.4836794,1.3015534,0.633353,1.4524865,1.0052965,0.8702526,0.9173355,0.750044,1.1252751,0.6393398,1.2007811,1.3701389,1.3975879,1.0889039,1.3568969,1.3837731,1.5439892,0.5532887,0.8537247,0.4457032,0.4579239,0.6896022,1.331309,1.3898369,1.4057615,1.3465425,0.7925123,1.1977061,1.1190221,1.1276196,1.1317986,1.4754078,1.3554503,0.90575796,0.8233988,1.1036556,0.8333508,0.9087046,0.796481,0.824526,1.2265835,0.44792783,0.97443616,0.7579266,1.2217038,0.6758361,0.57912797,0.47496444,1.3287196,0.92634606,1.4656725,0.78625125,0.78865457,1.342351,0.847623,1.412062,0.6353325,0.58137715,0.51519716,1.2315563,1.3339374,1.2713935,1.1387602,0.9119259,1.2763349,0.7010673,0.85120046,1.439964,0.6727654
bib,0.89874566,1.0229505,1.3875489,0.33890092,1.2510467,1.2949028,1.4090803,1.1821866,0.59329313,0.36295748,1.5057187,0.56979007,0.0,0.76834387,0.415362,1.0867045,0.6981467,1.5693564,1.2042205,0.670757,1.1846952,1.0597265,1.0772806,1.3518093,1.2310969,1.3281634,1.3819938,0.63554364,1.0267732,0.77657866,1.2929187,0.6874958,0.88580126,0.77006686,0.94144225,1.0254325,0.39600247,0.8103429,1.5514544,0.5715011,1.4875813,1.0528842,0.5610609,0.87656075,0.9311274,1.3053682,0.58418155,1.1898301,1.4529696,0.89038926,1.228283,0.8420453,1.0991955,1.2949381,1.4433641,1.1595594,1.5147234,1.1180931,0.98024356,1.3502169,1.1475232,1.1908982,0.8149371,1.2363331,0.65076566,1.4315509,0.8491547,0.6126673,1.1043171,0.5557592,1.5243233,0.8177855,1.5938331,0.72888607,0.8161839,0.78576493,0.5044761,1.1311251,0.82555676,1.1426635,1.137382,1.4010675,1.121735,1.279809,1.3943343,1.4504298,1.0246134,0.67967963,0.3223002,0.67364997,0.5313777,1.0846262,1.5486226,1.5246533,1.2922227,0.82923543,0.91014355,1.2205373,1.1506641,1.1618973,1.2950536,1.2606366,0.93265533,0.9885275,1.1307192,1.0457796,0.71035296,0.7869948,0.75747526,1.2569762,0.52841026,1.1091225,0.7665565,1.3256932,0.8168514,1.045906,0.5468673,1.4817829,1.0864114,1.4013939,0.78677833,0.8067505,1.5299908,0.84884906,1.3793136,0.72769296,0.5448327,0.551188,1.2487168,1.2239896,1.2231665,1.2461036,0.9904899,1.0275272,0.60757846,1.1509156,1.460477,0.859044
bird,0.8773065,1.1930041,1.0193105,0.9691166,1.0008413,0.9838457,1.1540993,1.163649,0.99242264,0.76062965,1.261989,0.90342027,0.76834387,0.0,0.8371448,1.0467404,0.8939097,1.2259356,1.0372819,0.85796106,1.0336046,1.0784252,1.0771064,1.1252289,1.1318836,1.089649,1.2338924,0.64713013,1.1521713,0.89880496,1.1117363,0.9232902,0.981006,0.96986955,0.968886,0.90072316,0.78105783,0.8607825,1.2662663,0.9098279,1.1341466,0.9446869,0.44147903,0.8618806,1.0585532,1.2368468,0.95534885,1.123107,1.1412632,1.0312148,1.0025954,0.9206255,1.2128081,1.1459936,1.1606073,1.3029518,1.1698207,0.7957207,0.9040618,1.2041882,1.2408084,1.1900859,0.9607176,1.0618709,1.1329134,1.1462358,1.0158876,0.9323059,1.0731393,0.924492,1.193316,0.85996747,1.1875689,0.84951746,0.9173184,0.9002521,1.0486947,1.042806,0.8484314,1.0708145,0.904733,1.1249403,1.1779113,1.2770873,1.0620829,1.1078979,1.0412499,0.6818168,0.9096459,1.0285527,0.8934648,0.95167613,1.2406714,1.2766702,1.1456597,1.134634,0.90621233,1.033399,1.0488969,1.0171139,1.0027236,1.2026628,1.0651029,1.0306647,1.0810932,1.0844512,0.86738044,0.89638555,1.0863087,1.0729737,0.9060086,1.0402181,1.0787247,1.2275854,1.0161518,1.0806941,0.8358675,1.2394882,0.9729821,1.05481,1.1898313,0.941035,1.1986706,0.98653686,1.1723976,0.8704491,0.7881889,0.7717496,1.002035,1.2861185,1.2311856,1.286549,1.2048057,0.8754307,0.8617412,1.112523,1.2067152,0.85126424
blanket,0.85349244,1.0454508,1.360168,0.58255076,1.2691536,1.1864924,1.3239764,0.9618884,0.48200458,0.18106997,1.3324078,0.43534458,0.415362,0.8371448,0.0,1.0011208,0.8705682,1.4050756,1.1825799,0.7854035,1.2054764,0.928439,1.037395,1.3185489,1.0517403,1.1792316,1.4000145,0.7098924,0.9690857,0.9333286,1.2515186,0.5544404,0.88257647,0.78194195,0.7032986,1.1190443,0.44932473,0.92528176,1.4315791,0.6994019,1.3379412,1.0063262,0.789491,1.2046924,0.7894951,1.155466,0.5931312,1.3186734,1.5177114,1.0181831,1.2222507,0.9638353,1.2679636,1.1936556,1.3607221,1.2471218,1.2787406,1.1897823,0.8479689,1.435093,1.0230554,1.3297359,1.0282251,1.3512361,0.9332657,1.4213202,0.8665471,0.51383305,1.1210184,0.53457177,1.2802336,0.650591,1.3624687,0.928957,0.89710164,0.9821522,0.66941476,0.989565,0.93235844,1.1651255,1.1534158,1.389924,0.7578782,1.340497,1.2700791,1.4561524,0.915396,0.76970184,0.44055682,0.61020935,0.6931878,1.1403414,1.3521407,1.3817153,1.403553,0.49432337,1.1262102,1.1650946,1.0882007,1.0273647,1.3523564,1.3820655,0.7790181,0.91595507,1.2558829,1.0196258,0.92801344,0.8576542,0.80756366,1.203292,0.63987637,0.8766868,0.7589406,1.1928773,0.6612548,0.82863164,0.5320018,1.2671764,1.006581,1.3664484,0.71258646,0.8743165,1.3269765,0.8915865,1.3987225,0.82323384,0.6534176,0.6551884,1.0958183,1.3455596,1.3007474,1.1812588,0.52293026,1.1975628,0.7196077,1.041551,1.4515979,0.75279725
boat,0.8993512,1.1167449,0.94592875,1.1213808,1.1874781,0.9820319,0.89551115,1.037216,0.8719935,1.0598413,0.9703902,0.87686086,1.0867045,1.0467404,1.0011208,0.0,1.0272418,1.0916805,0.915146,1.0799371,1.1511114,0.8729094,0.8547263,0.9837767,1.0740643,0.98914605,0.8656043,1.0734838,0.95272636,1.096253,1.1121607,1.1100645,1.0654632,1.0734092,0.91062236,1.1590362,1.0573044,1.100569,0.88083434,1.0864731,1.0251695,0.87102544,1.1670134,1.2427852,0.89351165,0.7615268,1.1521091,1.0007268,1.0309292,0.88131267,0.9867627,1.0656227,0.94273436,0.69438773,1.0361779,1.0064449,0.93666524,1.0352683,0.83283925,1.0717723,1.1035624,0.97228825,1.0922264,1.2719877,1.0316695,1.0749171,0.731673,0.9728145,1.0510888,1.0815601,0.81488675,0.9592593,1.0108548,1.0994902,0.80408025,1.0882146,1.1605941,0.94978976,0.9540829,1.0249687,1.2334875,1.076142,0.9996356,0.9982864,0.9752947,1.0431762,0.9196239,1.12074,1.1110393,1.0400707,1.0252594,1.1978192,0.8450508,0.8549905,0.79552376,0.8524727,1.1670791,0.9126982,0.96501356,0.8531952,1.0712882,1.0972285,1.097141,0.9654456,1.0468426,1.0091465,1.0860065,0.81340826,1.0672662,1.025514,1.0902202,0.98065966,1.0655947,1.0498168,0.84620625,0.70304275,0.99509156,0.908918,1.112962,1.200997,0.98395735,0.87029195,0.9262074,0.9443707,1.0107814,1.0708001,1.0950872,1.0637318,0.89207125,1.0446441,0.9469006,0.7744442,0.8921809,1.1806769,1.0023377,0.99525356,1.0182796,0.837596
book,1.086313,1.116496,1.0974258,0.9537597,0.95673984,1.1082078,1.1155503,0.9094686,0.93511724,0.80979943,1.1407155,0.9521066,0.6981467,0.8939097,0.8705682,1.0272418,0.0,1.1019738,1.0510769,0.21937191,1.2418902,0.9999242,1.0075217,1.0876998,1.0459052,0.98603,1.1767278,1.135992,1.0098178,1.0293636,0.9989875,0.90636873,1.0489284,0.9855869,1.0302659,1.1655345,0.833425,1.0966771,1.0341969,0.586786,1.0727823,0.9506397,1.0262146,0.7882861,1.0010549,0.9648829,0.9607742,1.0616097,1.2389128,1.1289421,1.0822685,0.93020153,1.1173741,1.0633758,1.06602,1.1961036,1.0482585,0.8447114,1.0613704,1.1336873,1.2020645,0.9290542,0.9629139,1.1957259,0.95127404,1.0280255,0.95727855,1.0487646,1.0614481,1.0037333,0.9692359,0.7727381,1.1653931,1.071742,1.0253925,0.78758264,1.0353506,0.9681966,0.82383215,1.0645633,1.1618128,1.1683471,1.1564445,1.1120851,1.0941072,1.2040527,0.9704282,1.106604,0.85262567,1.1048042,0.36506772,1.1973342,1.1032982,1.0702904,1.2094321,1.1052763,1.0741718,1.0702629,0.98456174,1.156059,1.2227634,1.1827445,0.8250573,0.9097626,1.1875225,0.81475747,1.0403663,0.9997441,0.90684307,0.9361594,1.0292081,0.9476696,1.0974164,1.1446774,0.9232061,1.0871881,0.801377,1.1654072,0.94544077,1.0515352,1.1010966,1.0043913,1.0896434,1.0243803,1.2280347,0.8012636,0.94404936,0.53389347,1.0144173,1.167393,1.1351937,1.0531859,1.1568006,0.50976133,0.44061434,1.0384939,1.1741691,0.9005911
bottle,1.1419095,0.96631116,0.6746669,1.4677207,0.6818753,0.7799687,0.5251126,0.78927475,1.4287486,1.471182,0.29468274,1.4729214,1.5693564,1.2259356,1.4050756,1.0916805,1.1019738,0.0,0.8952737,1.2430001,0.83223546,1.0889425,0.99460554,0.6769103,0.7649763,0.5512071,0.6965872,1.2065831,0.86097157,1.3373455,0.6847946,1.3171833,1.1683382,1.2351472,1.1440651,0.99571705,1.4362895,1.2554573,0.2829399,1.3222191,0.39137417,1.1039118,1.2335894,0.9420849,1.1532326,0.82060474,1.3459065,0.80101395,0.45707667,1.1233528,0.9154957,1.2061808,0.9632838,0.75048196,0.37240648,0.89411443,0.63118917,0.9455061,1.1652235,0.5897924,0.65426964,0.78525597,1.2166784,0.68225026,1.3440344,0.3272395,1.3013058,1.3168482,0.942824,1.4077466,0.53097063,1.230834,0.23890501,1.3273034,1.3181431,1.2406503,1.3696425,0.9710984,1.236231,1.0225942,0.88858306,0.3237762,0.84450567,0.6052192,0.5398546,0.47193694,1.0903339,1.241802,1.4823079,1.3470615,1.4209626,0.98147273,0.29706103,0.32909584,0.73517346,1.0231562,1.1090374,0.77929354,0.9947622,0.9997562,0.80546457,0.7193182,1.0875894,1.0536889,0.8711607,0.9438912,1.2785305,1.2985637,1.2225448,0.8766968,1.4143424,1.0853978,1.2599373,0.7652422,1.2165314,1.1336689,1.3413415,0.43747306,0.9837135,0.43032455,1.2139096,1.2721273,0.60378385,1.220753,0.6722013,1.2574064,1.3973871,1.4207942,0.87702006,0.76132244,0.83858085,0.7777475,0.9456058,0.87647045,1.4000428,0.8959076,0.2899928,1.199304
bowl,1.1636566,1.0857011,0.82583284,1.1829879,0.98761696,0.9044619,0.8375521,0.7190751,0.9688653,1.19889,1.0905718,1.0872434,1.2042205,1.0372819,1.1825799,0.915146,1.0510769,0.8952737,0.0,0.88402146,0.811726,0.9163975,0.3197018,1.0278412,0.73573464,0.9339142,1.0608127,1.261661,1.1532941,0.67116684,0.9830474,1.0863609,1.1759984,0.75616634,1.1655762,0.75490594,1.2085576,0.7945358,1.0814583,1.0081669,0.55656004,0.5689217,1.140279,1.1937053,1.1246926,0.9515956,1.2213922,1.2201856,0.9253454,1.1813211,1.1806151,1.156688,1.29912,1.0023007,0.88650495,1.2608802,0.8079655,0.99659353,0.70662624,1.2523232,1.1665554,1.1283996,1.1999382,0.77665824,1.1807673,1.1387144,1.0647656,1.2833362,0.51337296,1.3436732,0.924262,1.063944,0.9524526,0.6670044,0.6356064,0.5644882,1.276273,1.1218295,0.96649855,1.1675061,0.72287315,1.1622415,0.877806,1.2920474,1.0964649,0.8094592,0.943126,1.207038,1.309666,1.3079762,1.0333335,0.67385626,1.0486959,1.0384948,0.90106344,1.1619858,0.8373007,0.8735206,0.3261538,1.0853786,0.9582919,1.2954402,0.8673792,0.9938566,1.2320483,0.9818852,0.90162253,0.8001361,1.1818316,0.93089956,1.2930126,0.9948673,1.2280043,0.6646746,1.1696264,0.6346526,1.095027,1.1250764,1.1442614,0.9651576,1.2174227,0.62316096,0.6969701,1.0090069,1.0799569,1.0781882,1.2542949,0.80893373,0.5316235,1.2951994,1.1852841,1.1196824,1.105656,1.0400406,0.72662,1.011925,1.1896428,1.0673355
box,1.1337739,1.1838604,1.229778,0.84893435,1.0992956,1.1144387,1.2733989,0.7624551,0.65607154,0.6873085,1.3320681,0.76907384,0.670757,0.85796106,0.7854035,1.0799371,0.21937191,1.2430001,0.88402146,0.0,1.3296874,0.8281976,0.723997,1.2178968,0.7592317,1.015606,1.3660617,1.0552361,0.9226878,0.88099486,1.0882753,0.727244,1.0171504,0.7095037,0.9546469,1.129079,0.7166825,0.9916964,1.3010411,0.3860333,1.0392529,0.8686174,0.9718393,0.9312048,0.8016721,0.90838957,0.87288266,1.2738838,1.471148,1.1476599,1.2145116,0.91217935,1.3226081,1.2328664,1.2119985,1.3779023,1.165948,0.99285424,0.91522586,1.3282765,1.3210124,1.1679554,0.9383194,1.3405304,0.97986305,1.2753453,0.8615675,0.96807075,0.87252223,0.98399794,1.1140475,0.60245484,1.2711899,0.9695003,0.9760417,0.61301804,0.9701255,0.9595561,0.66268826,1.1526661,1.132726,1.4113057,1.1318144,1.3339064,1.2418497,1.3830309,0.74036765,1.0286283,0.7927721,1.004569,0.32406664,1.1358073,1.3394861,1.2893648,1.4302464,1.1189831,1.1269397,0.9970035,0.94390714,1.2211906,1.3775076,1.3734471,0.6624004,0.73363197,1.338707,0.7294001,1.0100765,0.92074513,0.9030939,0.960491,0.93878806,0.87938565,1.0104369,1.093351,0.8522064,0.9131021,0.6588983,1.3470695,1.0115626,1.2262241,1.0230254,0.8567585,1.1764958,0.8995945,1.3410239,0.60716593,0.8765584,0.43969327,0.96240014,1.4010985,1.2937665,1.1207117,1.1365298,0.67361104,0.381028,0.86697227,1.4357471,0.7937392
bread,0.84933484,0.78808105,0.78662276,1.2082734,0.9100801,0.93337214,0.5331905,0.94577694,1.4182854,1.4031267,0.90040857,1.394963,1.1846952,1.0336046,1.2054764,1.1511114,1.2418902,0.83223546,0.811726,1.3296874,0.0,1.2312154,1.1354346,0.7473468,1.0551044,0.92491484,0.63850075,1.1407459,1.2921314,0.8215754,0.8545021,1.3403587,1.1749125,1.1293553,1.1877079,0.4512365,1.4209148,0.48919308,0.8396553,1.3621931,0.8352639,0.9988352,0.91152835,0.8524416,1.3959563,1.0251404,1.3732793,1.0072182,0.56267965,1.13218,0.9393258,1.19243,0.9630421,0.8873018,0.83030844,0.7772779,0.7616872,0.8377141,1.1942196,0.9425192,0.7650418,0.89115083,1.242288,0.27382588,1.1770718,0.89063716,1.3033963,1.3736327,0.9135761,1.3501015,0.85591716,1.3992189,0.8417742,0.6828172,1.0108367,1.0458511,1.1853219,1.086762,1.3457651,1.088026,0.28160882,0.8354389,0.695099,1.0110294,0.85494196,0.54111147,1.2176855,1.0328045,1.4337325,1.3631039,1.2812748,0.35030425,0.8375861,0.828817,0.688903,0.95455813,0.27117026,1.0581605,0.49814487,0.7914824,0.4910571,0.9046663,1.0642741,1.1617038,0.9341774,1.126579,0.557904,1.1982226,1.2199306,1.0156871,1.3922061,1.0847826,1.2441664,0.707689,1.3189232,1.1637609,1.390197,0.8261589,1.102393,0.7301165,1.1311488,1.2138472,0.7346465,1.2204752,0.7977052,1.426021,1.3615084,1.1811359,0.84928554,0.8522767,0.953714,1.0153464,0.9421732,0.98050946,1.1032879,1.3331203,0.8448638,1.312689
broom,0.98320836,1.0520236,1.1281805,0.9976259,1.1337988,1.0891321,1.0969439,0.63105845,0.734575,0.94866544,1.0676669,0.8412583,1.0597265,1.0784252,0.928439,0.8729094,0.9999242,1.0889425,0.9163975,0.8281976,1.2312154,0.0,0.60198003,1.0388387,0.6504122,0.9892701,1.1747817,1.0069996,0.71739405,1.1014215,1.1142803,0.6729793,1.0795422,0.7769885,0.96713156,1.156505,0.97763705,1.1011769,1.0796177,0.626787,0.9443871,0.97396314,1.1051327,1.0873845,0.5145339,0.76941407,0.9773661,1.2756188,1.2822902,0.9524312,1.1847653,1.1494328,1.2102154,1.0065811,1.0838354,1.1043826,0.8984674,1.1643991,0.9381619,1.2839336,1.0945711,1.251745,1.1468716,1.2007954,1.0546838,1.2789173,0.696632,0.94713175,0.8656334,1.0157671,0.9157913,0.6710732,1.0166363,0.9918378,0.97755957,1.0330505,0.89739454,0.6130935,0.7427666,1.2041274,1.187538,1.34599,0.9202243,1.1665558,1.2813379,1.2312709,0.7527712,1.006923,1.025133,0.9549916,1.0011991,1.1039107,1.1317471,1.053122,1.1917574,0.8676257,1.2172868,0.77133894,1.0618268,1.0264075,1.2012353,1.2510746,0.6726976,0.8778282,1.3321002,0.8113096,1.1909904,0.9600255,0.8809794,0.94935095,1.0765611,0.8503701,0.9055051,0.55494815,0.82944596,0.8221941,0.89044684,1.093263,1.0650302,1.2431461,0.8589943,0.9502174,0.8525423,0.8092555,1.1967676,0.6783278,1.1340587,0.9945564,1.037896,1.2503831,1.2184073,0.88388705,0.8216131,1.070885,0.9277684,0.36408496,1.2890407,0.8000223
bucket,1.1261915,1.0554284,1.0414666,1.0888408,1.0610301,0.98563576,1.0306071,0.65392834,0.7487397,1.0613475,1.1591246,0.96026796,1.0772806,1.0771064,1.037395,0.8547263,1.0075217,0.99460554,0.3197018,0.723997,1.1354346,0.60198003,0.0,1.1196688,0.5516462,1.025524,1.2074255,1.161385,0.95285267,0.85803044,1.0583605,0.920977,1.1282244,0.6861842,1.0788144,1.0471748,1.0804553,0.99517095,1.2306107,0.75377023,0.582354,0.6167795,1.1300033,1.149642,0.92407393,0.9605149,1.0373288,1.2960924,1.1786443,1.0774939,1.2293419,1.1310265,1.3599876,1.0007131,1.0342412,1.3069516,1.0168462,1.0978097,0.5835496,1.3464885,1.186322,1.2087684,1.15104,1.0824858,1.1504023,1.2488279,0.8200714,1.0594913,0.46126246,1.1707935,1.1354194,0.8892018,1.0850261,0.82966334,0.6263792,0.70356643,1.0327985,0.9975519,0.78367674,1.2227111,1.002188,1.3430514,0.90556765,1.321187,1.2033272,1.0769928,0.8637279,1.0772194,1.1073388,1.1132798,0.94164276,0.943683,1.2862778,1.2542543,1.0924697,1.0165228,1.1254344,0.8197212,0.7588644,1.1030837,1.1711707,1.3518865,0.6704684,0.9035491,1.3317202,0.92231375,1.0611506,0.6119495,0.9994037,0.9531548,1.1569903,0.8744426,1.0722544,0.69152075,1.0216962,0.6040095,0.8869199,1.1787653,1.1247634,1.154847,1.023902,0.4600861,0.9083061,0.7845505,1.1544374,0.8052165,1.1743879,0.86213523,0.6329867,1.3723208,1.2548106,1.1165545,0.9721669,1.0175959,0.7055706,0.69292533,1.350908,1.0097398
butterfly,0.9053912,0.89703155,0.80916923,1.3752067,0.80559087,0.8458241,0.71984875,0.7643764,1.2962487,1.4044532,0.5560244,1.3111414,1.3518093,1.1252289,1.3185489,0.9837767,1.0876998,0.6769103,1.0278412,1.2178968,0.7473468,1.0388387,1.1196688,0.0,0.92750424,0.79021513,0.7042293,1.0256606,0.8834306,1.2239712,0.69991946,1.3173993,1.1039621,1.2339469,1.0561322,1.0086766,1.3571029,1.173695,0.6186642,1.2721758,0.740643,1.1240469,1.1002495,0.8355566,1.1554409,0.7534734,1.3429661,0.9886479,0.6609611,1.0085169,0.8873588,1.2280563,0.94060236,0.53641105,0.66707486,0.769156,0.6331416,0.65265614,1.2149892,0.8290518,0.6350806,0.93605834,1.2254277,0.74921024,1.2131063,0.72175,1.0472856,1.2163887,1.0268732,1.270181,0.60365677,1.2289736,0.5196798,1.1680815,1.2578597,1.2315941,1.2414054,0.95090634,1.1331459,1.1496916,0.92315984,0.7660271,0.76002634,0.7894169,0.64691293,0.69723994,1.1249596,1.1272647,1.3853555,1.2691078,1.2060839,0.9861193,0.54499614,0.6150738,0.7403164,0.8876256,0.99301946,0.85950005,0.9520218,0.8910571,0.8074584,0.8279578,1.0156662,1.0098997,0.9600656,0.9688251,1.1619117,1.2553719,1.1549262,0.71414334,1.326246,0.9031211,1.2278451,0.8157688,1.2113622,1.0333855,1.2664897,0.5267889,0.9307266,0.7768009,1.0444378,1.2620292,0.6224946,1.1874919,0.725642,1.203509,1.3248458,1.3603286,0.9768311,0.81570226,1.0017724,0.9443836,0.911005,0.8887007,1.2881887,0.97126853,0.64169365,1.220216
can,1.0903589,0.9802484,1.0869732,1.2024579,1.0819907,0.90627724,0.9929465,0.5155684,0.74825394,1.1237066,0.8188873,1.0630838,1.2310969,1.1318836,1.0517403,1.0740643,1.0459052,0.7649763,0.73573464,0.7592317,1.0551044,0.6504122,0.5516462,0.92750424,0.0,0.79981565,1.0838372,1.081171,0.5572012,1.0647036,0.9323261,0.83544874,1.103174,0.9143834,1.0570548,1.0469046,1.1609203,1.1000088,0.99751025,0.7359053,0.5191343,0.81294465,1.1861001,1.1399769,0.7159057,0.6157429,1.1044551,1.1700833,1.1171296,1.17893,1.1825101,1.1869025,1.2387114,1.0611063,0.920564,1.0663236,0.8848276,1.1569707,1.0728427,1.099233,0.99921966,1.2691455,1.1918981,1.1138514,1.2435664,1.0663148,0.99566245,1.0933173,0.64073074,1.1818712,0.8661919,0.91975147,0.67281044,1.0982172,1.2259742,1.00593,1.1329764,0.71346605,0.9582369,1.126179,0.98851633,1.131856,0.78468835,1.0727878,0.9677634,1.0747418,0.5795272,1.1522971,1.1974603,1.0763319,1.103768,1.0333908,0.9562866,0.95385057,1.2445245,0.82571363,1.2244918,0.7540077,0.91195655,1.0386996,1.1743028,1.129784,0.77965415,0.58989984,1.2582611,0.60249496,1.1689113,1.1639355,1.0719877,1.0132629,1.220421,0.836523,0.950994,0.72088397,0.9145199,0.6230859,0.94721997,0.8857169,1.1317666,0.99494725,0.913579,1.0933297,0.8813164,0.9336547,1.0558801,0.8910255,1.2037171,1.1012625,0.73021436,1.1489727,1.1866915,0.9906531,0.7824483,1.0251688,1.0097929,0.50735897,1.0477155,1.0114511
car,1.0468653,1.0127755,0.8428799,1.3193959,0.72642976,0.90880287,0.7580098,0.7465345,1.1258243,1.2188362,0.57923925,1.15978,1.3281634,1.089649,1.1792316,0.98914605,0.98603,0.5512071,0.9339142,1.015606,0.92491484,0.9892701,1.025524,0.79021513,0.79981565,0.0,0.926604,1.0484169,0.83097714,1.1981173,0.7995761,1.1391826,1.0959933,1.0877924,1.1327162,1.0330619,1.1902516,1.1720809,0.6964917,1.0564944,0.6910939,1.0839231,1.0264703,0.901881,0.96204615,0.68939525,1.1799006,1.0216689,0.8373461,1.1114562,0.9491582,1.0673162,1.1370571,0.81712186,0.60639095,1.096288,0.70356405,0.85937107,1.1347532,0.8631178,0.77744436,1.0186474,1.0791056,0.8126745,1.2832751,0.5792209,1.1420462,1.1766839,1.0617996,1.2808999,0.6780808,1.1240296,0.65299886,1.1295705,1.2475241,1.1632894,1.3228672,1.0370597,0.87791675,1.0693239,0.9126569,0.8091537,0.90487814,0.98165596,0.784551,0.7821268,0.77651393,1.2400846,1.2889141,1.24031,1.2577777,0.9600759,0.66357887,0.69413567,0.96768785,1.0004134,1.0840095,0.7414755,0.91510355,1.036118,0.9644747,0.9947848,0.8831184,0.8014749,1.1196916,0.90745425,1.1817243,1.2389051,1.1080523,0.89091265,1.2739621,0.94279975,1.1448658,0.83418417,1.104568,0.9342742,1.1478119,0.7306682,0.93465096,0.70674676,1.1845999,1.2691131,0.6904542,1.1504178,0.94816506,0.99573374,1.2121266,1.2347503,0.90801144,1.0476115,1.0412045,1.0027524,0.97284573,0.79963815,1.1882772,0.8892826,0.7701242,0.99660265
