,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
face,1.1348699,1.062206,1.1231327,0.7952882,1.1227151,1.2028062,1.1506482,1.349216,0.8237138,0.74040294,1.1632909,1.0349935,0.6910143,1.3407823,0.8521116,0.9403795,1.0079421,1.2346257,1.2804619,0.92930704,1.0063566,1.3154457,1.361124,0.89074826,1.3449433,1.2332375,1.0746841,0.75536275,1.1365501,1.2729232,1.001196,1.1305145,0.9243362,1.1237429,1.0497375,1.1757332,1.1613917,0.69834185,1.152528,1.2287321,1.0199695,1.2596176,1.1488817,0.8953301,0.93007123,0.866174,1.0977942,0.92710185,1.3289227,0.7736621,1.0990483,0.90690637,0.6250558,0.0,0.6890253,1.1156112,1.23999,1.083772,1.2795974,1.1881292,0.9581438,0.51788104,1.1952916,0.9267146,0.9357968,0.23990154,1.0667553,0.6488238,1.0006253,1.1439562,1.1715331,0.9841814,0.81066024,1.2273912,0.78461474,1.222227,1.0853622,1.2869343,0.9008399,0.8511393,1.2631596,1.2047272,0.47922838,0.6687306,1.0015382,1.2556642,1.0567598,1.015462,1.1180772,0.95146644,0.8325609,0.7865341,0.8140012,0.89204097,1.3039137,1.2942353,1.1596639,0.8564021,1.221298,1.2035007,1.1569289,1.2115562,1.2288197,1.0048982,1.2286099,1.2551875,1.0966111,0.9905303,0.8752421,1.3495282,0.89374906,1.014634,1.2425262,0.543678,1.0696511,0.8080601,1.3399342,0.87642044,1.0683202,1.0549861,1.2279134,0.88809323,0.9796911,0.9551391,1.2706535,1.0204518,1.1097944,1.1422952,0.68126804,0.7522401,0.79665196,1.3286712,0.74330723,0.8304851,0.95020574,1.1954063,1.168951,1.0579253,0.9366695,1.2018254,1.1778803,1.2757485,1.0184196,0.8066075
finger,1.0620397,0.5511028,0.7419741,0.97969824,0.8764584,0.97188914,0.9271693,1.2722981,1.1998776,1.238612,0.6793946,1.2635255,0.9640027,1.1024296,1.204696,1.1792462,1.2712119,0.99473536,1.0576184,1.3169191,0.769421,0.9524815,1.1195456,1.1637518,1.0374829,1.0960441,0.7437299,1.1111999,1.1751316,1.0924144,1.3470814,0.98826265,1.1237142,0.834575,0.9729684,0.9592803,0.98498565,1.1826403,0.8891289,0.71017724,1.3790166,0.96812946,1.0969818,1.2141435,1.052585,1.2157905,1.172214,1.1409948,1.1051701,0.4816445,0.8241982,1.1380978,0.5293728,0.6890253,0.0,0.89102244,1.0525954,0.9177411,0.84212756,1.0368748,0.9774538,0.52655447,0.65859294,1.2548605,0.7171584,0.7849435,0.82875746,0.50547326,0.84895194,1.1720929,1.0517092,1.2521532,1.18997,1.167182,1.0190301,0.87642217,1.1851966,0.9261945,1.1350514,0.9154732,0.977002,1.2675064,0.46031988,0.8220258,0.6248409,1.0153782,0.64734024,0.6852602,0.82624674,1.2301127,1.1561384,0.93440115,0.98580134,1.2780211,0.769242,0.70484924,1.1086156,0.5301528,1.0732336,1.0212727,1.1207227,0.9625963,1.091988,0.71779454,1.2289327,1.0447785,1.0387206,1.259748,1.2244875,1.1092293,1.174113,1.0136673,1.0692363,0.91300976,0.9513681,0.86725414,0.9137375,1.2169162,1.0607156,1.235202,0.7647479,1.1041261,0.84679615,0.791028,0.8358023,1.085235,0.7998947,1.260074,1.0239446,1.2148194,1.2746179,1.0577825,0.126786,0.5387704,1.0601587,1.0682583,1.2578402,1.2221229,1.3126309,1.2769904,1.2039151,1.1614664,0.5549079,1.2543621
fish,0.6764064,1.0463558,0.69098085,1.2966928,0.85312915,0.7894659,0.4756344,1.0871276,1.3115661,1.3260281,0.42146242,1.1390116,1.334142,0.69368863,1.307502,1.1261889,1.2530813,0.59586835,0.68730164,1.3328863,0.98234266,0.78260195,0.8922131,1.0777394,0.69011354,0.82411397,0.74324316,1.1980176,1.1909884,0.65404403,1.394083,0.409191,1.2076296,0.3932407,1.149759,0.9740167,0.9410356,1.2376759,0.9943199,0.31299794,1.4051279,0.5727909,1.0425842,1.1591058,1.2202607,1.207296,1.2081244,1.3111589,0.7759224,0.8192753,0.74735796,1.1209416,0.88941073,1.1156112,0.89102244,0.0,0.766827,1.1759572,0.6303953,0.5107796,1.1840409,0.84496576,0.9363417,1.0438757,1.046709,1.142753,0.783506,1.3028772,0.7204311,1.0626062,0.8871016,1.216974,1.3020124,0.91779035,1.304834,1.0004002,1.1626351,0.5571226,0.9801001,1.3364027,0.8401615,1.1123055,1.0524479,1.0627798,0.5182837,0.84454083,0.86729014,0.74153686,0.73320156,1.1765002,1.1335539,1.312042,1.193207,1.3193743,0.71051246,0.6826132,1.0132655,0.893825,0.7530504,1.0163496,0.7472607,0.6744427,0.8974662,0.94398665,1.2330674,1.0546389,1.0681759,1.23321,1.044557,0.75091,1.0370256,1.2291504,1.0579373,1.3192515,1.1994523,1.216128,0.38959754,1.222162,0.6666159,1.3156104,0.8915745,1.0947297,0.49867952,1.1346537,0.79994076,0.9001193,0.7862065,1.2349861,1.2231195,1.2868037,1.3558884,0.9754685,0.7758205,0.52425957,1.2790807,0.9258756,1.197049,1.2134576,1.1647518,1.1735039,1.1017594,1.1638653,0.5532696,1.2203151
flower,0.87842566,0.9899425,0.6453059,1.3365908,0.7572067,0.7555777,0.8021087,0.6697619,1.4387236,1.4513023,0.72066045,1.1428819,1.4153167,0.4851117,1.4656367,1.3630443,1.0139232,0.5201085,0.6413431,1.2131022,0.94930154,0.7549561,0.7692785,1.2213823,0.729864,0.6150136,0.9568776,1.2813483,1.1851691,0.5567794,1.2420331,0.812132,1.2382097,0.8706974,1.1533338,0.73346907,0.90800005,1.3644867,0.80505174,0.61409163,1.2275972,0.5057738,0.87344706,1.0879651,1.086395,1.2508159,1.1792371,1.3191354,0.48989147,1.1685153,0.897867,1.1266471,1.1647598,1.23999,1.0525954,0.766827,0.0,1.0104306,0.7356008,0.7375188,1.1116316,1.0499661,0.94052184,1.1203083,1.053031,1.2074691,0.9749918,1.3202684,0.6784975,0.8098155,0.77138495,1.1594169,1.4195712,0.662081,1.4074162,1.1351814,1.026628,0.62018764,1.0950539,1.3799697,0.7459881,0.7735295,1.1489708,1.2492774,0.71049386,1.0852453,0.9010051,0.7094664,0.94941986,1.2485223,1.0821407,1.4359809,1.43641,1.1347773,0.70592165,0.7542825,0.8521613,1.0560408,0.89139605,0.7985084,0.34128153,0.7468069,0.7855679,0.79658026,1.0211414,0.74549806,0.92302436,1.1964717,1.2257862,0.42332435,1.0913329,1.2271328,1.0983297,1.431971,1.0292697,1.2559627,0.6957006,1.2382584,1.1165481,1.1993614,0.8192872,1.1064817,0.7421166,1.2543087,0.9921451,0.9109548,0.6820269,1.0341505,1.342862,1.1659185,1.3215641,0.8947115,0.9531859,0.94627357,1.1617872,1.1566035,0.95541936,1.1088209,1.0116566,0.8006722,0.7705153,0.8681015,0.80373317,1.1966032
foot,0.9567603,0.46064532,1.1037134,0.8787881,1.0542654,1.1231024,1.1412458,0.96079326,1.1478152,1.1115961,1.0794927,1.0476671,0.8972322,0.9391212,1.012813,1.0277463,0.9883871,1.0926126,1.0774102,1.0760304,0.9362327,1.0843762,1.0392727,1.1506138,1.0848259,0.87719184,1.2379408,1.1071227,1.0032479,0.9768768,1.1297536,1.1218991,0.95817286,1.085603,1.0163134,0.98732686,1.0510098,1.125228,0.92826337,1.1717885,1.0877556,1.1009364,1.0792774,1.0708762,0.95143294,1.1758677,1.077818,0.9951869,0.9100347,1.0349973,1.1043141,1.0586628,1.0291461,1.083772,0.9177411,1.1759572,1.0104306,0.0,1.1055462,1.0142921,0.9528914,1.0199205,0.51555717,1.1176051,0.9470213,1.0243843,1.0197704,0.96983165,0.763445,0.9509312,1.0045416,1.1904823,0.86345613,1.0025228,1.0394922,1.0250766,1.0696564,1.138582,1.1468409,0.6415434,1.0373635,0.79269266,1.0130514,1.0885543,1.1375397,0.92682356,0.88700926,1.0011151,1.1560866,1.0882528,1.0646518,0.90395427,0.87855244,1.064166,1.0772948,1.0354476,0.91012293,0.98255014,0.9238367,0.8929087,1.0543894,1.1336786,0.9554362,0.9349737,0.74011576,0.81455195,1.0386504,1.1523702,1.0244211,0.9345089,1.106038,0.8102745,0.8755408,1.0061675,0.08782303,0.8020301,1.1274556,1.148162,1.2745266,1.036798,0.34906167,1.1369694,1.1254729,0.66105896,1.0492684,0.9971871,1.0872988,0.7746117,1.0864196,1.0725638,1.1447222,0.96108127,0.85008395,1.083741,1.1306082,0.96638757,1.0492299,1.2282324,1.0744535,0.8287683,0.8745419,1.0323949,0.9181228,1.1468437
fork,0.7580904,0.950824,0.7158248,1.3727458,0.9755345,0.83180714,0.8421657,0.825914,1.1471018,1.3598027,0.56312484,1.068999,1.3150215,0.69011605,1.3374745,1.1530248,1.0631025,0.7199321,0.6193176,1.2055252,1.115435,0.6245192,0.7257529,0.91989034,0.6891036,0.7924097,0.83401126,1.2863498,1.0447878,0.73095715,1.1555953,0.72842085,1.3466014,0.6952403,0.8889288,1.0789151,0.947564,1.3629632,1.0647906,0.49639165,1.1907816,0.6391637,0.847042,1.2850611,1.1731024,1.1281433,0.8902903,1.3732169,0.6808759,0.9945799,0.8606769,1.1906996,1.021595,1.2795974,0.84212756,0.6303953,0.7356008,1.1055462,0.0,0.7267966,1.1180313,0.9105393,0.8989153,1.1179725,0.971393,1.2498007,0.9321518,1.0867922,0.866199,1.0039566,0.84029,1.1702589,1.3725557,0.8234801,1.3991072,0.7082875,0.92840505,0.50735575,1.0934596,1.3119506,0.7002381,1.0976274,1.0440658,1.153078,0.73517483,0.8669748,0.8908691,0.7616837,0.8330531,1.1091466,1.2117927,1.3337098,1.3460324,1.1952788,0.25659716,0.2792226,1.1325619,0.9949803,0.9173848,1.0921065,0.7713678,0.47157562,0.8159904,1.0683978,1.1311542,0.8900541,0.98618186,1.0623752,1.2405818,0.7621188,1.0794485,1.2703493,0.7295928,1.3779776,1.1147332,1.2639277,0.629666,1.1899612,0.71360016,1.2283866,0.8793526,1.1927242,0.87154067,1.0788283,0.48221582,1.0164254,0.71712655,1.1759918,1.359306,1.2064415,1.2180638,0.93831265,0.85507315,0.6890157,1.0004938,0.9444852,1.1407783,1.02628,1.1989918,1.1094329,0.9556056,0.713323,0.6996019,1.1785872
frog,0.3387344,1.08068,0.61200887,1.2362949,0.8067859,0.92569023,0.42329443,0.99494064,1.326218,1.3865271,0.80604756,1.2833896,1.3657497,0.6113302,1.4092273,1.266765,0.9240528,0.87751967,0.87115407,1.0827361,1.1158593,0.8912543,0.96666574,0.8800965,0.96856153,0.8103198,0.6656615,1.2063702,1.317232,0.65149593,1.3305395,0.7517215,1.3197122,0.6924291,1.0771116,0.8317071,0.8571036,1.2501382,1.0183806,0.5882876,1.2793329,0.8751859,0.9959804,0.90326023,0.8861715,1.3280067,1.2024813,1.3815157,0.70537555,0.91855425,0.7749355,0.9750136,1.0752802,1.1881292,1.0368748,0.5107796,0.7375188,1.0142921,0.7267966,0.0,1.0474409,0.91157514,1.0446962,1.2117996,0.9602487,1.2092223,0.6677631,1.2766106,0.8698944,0.7766276,0.6185398,1.0142182,1.3776225,0.84991455,1.3846643,1.012185,1.2179353,0.8628935,1.0026492,1.3050495,0.9723144,1.0604044,1.0714793,1.1117778,0.86436737,1.068755,0.93782085,0.8740376,0.6322268,1.2718725,1.0521667,1.4308984,1.3869414,1.029418,0.80015826,0.77162987,1.0151511,0.87354773,0.8103169,1.0376275,0.7839687,0.7500211,0.53925395,1.0088289,1.1254535,0.96119684,0.9723788,1.3553443,1.189844,0.61607075,1.0795217,1.1957662,0.72593427,1.4117047,1.0818552,1.2874002,0.5538775,1.2056422,1.0599576,1.1458452,0.93185437,1.1958206,0.5924212,1.1663047,0.8161303,0.89903295,0.69260913,1.1226745,1.2398481,1.2053015,1.2553917,0.7897431,0.9814291,0.89012873,1.1686647,1.1693215,0.85216725,1.0064472,1.1580765,1.0788665,0.9340659,1.1576602,0.8246262,1.2988002
glass,1.0745344,1.1273195,1.0825187,0.9624774,1.0538543,1.1342385,1.1331465,1.0902691,0.98212266,0.999581,1.2511547,0.9929399,0.9099071,1.2525147,1.003434,1.0159119,0.9080967,1.0876893,1.0891737,0.8739171,1.0685718,1.1771573,0.9797413,0.7563124,1.1248788,1.1115042,1.0475533,1.0201623,1.0674752,1.1765044,1.0464758,1.1027281,0.9224068,1.1834109,0.9933334,1.0814041,1.0410397,0.9153403,1.0768013,1.1955897,0.94567615,1.077419,0.9547367,0.9887338,0.8854305,1.0540283,1.0494235,0.8817493,1.2277138,1.0073526,1.0754279,0.9004097,1.0229505,0.9581438,0.9774538,1.1840409,1.1116316,0.9528914,1.1180313,1.0474409,0.0,1.0526122,0.9318402,0.9048531,0.78963375,0.9783291,1.0963843,0.6348618,1.1622673,1.0249256,1.0289261,0.96694934,0.88835347,1.0586214,0.8958061,0.90103227,1.0262266,1.3019111,0.83220685,0.75003624,1.1906133,0.9864039,0.991475,1.0077682,1.2463956,1.0828096,1.0707362,1.2681268,1.0929817,1.0076917,1.013745,0.92439353,0.9538194,0.8992957,1.1905577,1.1531609,1.1140659,0.9705074,0.9699685,1.1167479,0.9823885,1.1702724,1.0809373,1.1115248,0.9247399,1.0779743,0.9878898,1.00998,0.9114202,1.1833698,0.9723792,0.91142094,0.97959316,0.94967973,0.9510779,0.88726217,1.0801163,1.0132602,1.1057466,0.85169864,1.1639051,1.0553755,1.1577348,1.0294336,0.99489164,1.0318947,1.0954647,0.9449444,0.8956179,0.86469644,0.9271806,0.9567743,1.0724075,1.1606926,0.72362936,1.0719478,0.9363685,0.9656582,0.7786988,0.94058365,1.0046872,1.0542217,1.1978536,0.95887494
glasses,0.9992146,0.92827004,0.91766393,1.0796463,1.0230505,1.0949688,0.8784796,1.2091466,1.2174785,1.1484567,0.6325983,1.1968017,1.05071,1.0263927,1.1582136,1.1639675,1.1586164,0.9582882,1.067379,1.1837063,0.9978408,0.96840376,1.1371658,0.9937961,1.0076056,0.99413407,0.94233954,1.0557218,1.1143401,0.9656872,1.1547413,0.8988724,1.0429572,0.8376564,1.1179597,1.0356618,1.11753,1.0302902,1.0592498,0.76677907,1.2438662,0.98984075,1.1184812,1.0876263,1.0025833,1.0935479,1.1084858,1.1316688,1.0799387,0.5153477,1.0178947,1.0671923,0.35069418,0.51788104,0.52655447,0.84496576,1.0499661,1.0199205,0.9105393,0.91157514,1.0526122,0.0,0.9505956,1.1617951,0.95106345,0.5214669,0.74180377,0.8827622,0.64240617,1.1040027,0.9924665,1.1485424,1.1154323,1.1276269,1.0534056,1.0168407,1.0790402,0.96377194,1.140634,1.1077074,1.0338454,1.12883,0.5755326,0.9383331,0.6615711,1.0821065,0.7013774,0.6397166,0.98920625,1.1054431,1.0547434,1.0395358,0.9810528,1.1891056,0.8700018,0.8070698,1.1459165,0.8023312,1.0335776,1.1415918,1.0447271,0.98701394,1.0368727,0.9466718,1.0698625,1.0536588,1.2039137,1.1746432,1.179101,1.037187,1.10249,1.0167956,1.0727401,0.8824968,1.0576686,0.91762376,0.9168513,1.2224283,1.0362719,1.2382485,0.88201654,1.0785191,0.74639344,1.1087441,0.9421609,1.0172118,0.977077,1.1504438,0.93958974,1.0279078,1.2073257,1.1164697,0.5719654,0.61924285,1.1751004,1.0879202,1.2089103,1.1802156,1.1787827,1.150134,1.1274493,1.1840495,0.5206804,1.1398518
glove,0.9778642,0.49402273,0.9215605,0.9566985,0.8991638,0.9603216,0.97273386,1.0043052,1.2061505,1.1599771,0.7001382,1.1097476,0.88546705,0.87253505,0.982026,1.0746558,1.2546586,0.8956006,0.98546463,1.3222709,0.90783393,1.0285498,0.91369826,1.1692662,0.89082617,0.84901625,1.0645226,1.1052058,0.9222489,0.96548724,1.3070014,0.9722338,0.97096103,0.8891659,1.0560572,1.0301721,1.1686603,1.1223687,0.9310093,0.8563726,1.2435495,0.8722597,1.1776042,1.1579391,1.0227256,1.2721092,1.1573868,1.0034432,0.8906977,0.85391057,1.0063326,1.1261969,0.93800616,1.1952916,0.65859294,0.9363417,0.94052184,0.51555717,0.8989153,1.0446962,0.9318402,0.9505956,0.0,1.2323797,0.9735022,1.122628,0.9156661,0.81752217,0.5861389,1.0787746,1.0482188,1.2531378,0.91368365,1.0647401,0.938976,0.8370197,1.1572963,0.977398,1.166856,0.53267324,1.0670322,0.8341068,1.0443677,1.0366424,0.8718101,0.73376787,0.8101221,0.9213388,1.1457907,1.0992025,1.1158156,0.7586129,0.83277667,1.3129773,0.8687744,0.8550636,0.9646645,0.94122213,0.7528457,1.0227658,1.0540454,0.947263,1.0246322,0.8907644,0.7948005,0.8508786,1.0946991,1.1876924,1.1567972,0.89872473,1.2061185,0.8149483,0.91724104,0.97026485,0.5411538,0.8606324,0.8301929,1.183248,1.0627557,1.1291707,0.4646033,1.1471864,0.94687337,0.5308031,0.8284736,0.97636276,0.9039009,0.8981131,1.0375592,1.250605,1.3388326,0.98005676,0.6412493,0.78858966,1.0807012,0.80665404,1.16779,1.3166492,1.233983,0.94195724,1.0228757,1.0731548,0.7006269,1.3162105
grass,1.1779909,1.239356,1.2097722,0.8870542,1.2366606,1.2106476,1.2766478,1.1960958,0.7661343,0.72630596,1.2593751,0.5990902,0.8718554,1.1979859,0.82520604,0.6607457,0.94503605,1.147635,1.1944563,0.92048514,1.084192,1.219528,1.2363045,0.9417441,1.2372614,1.1034508,1.2567948,0.8050411,0.9613651,1.2105805,0.80052066,1.1009979,0.7419182,1.1672547,1.0678941,1.1398028,1.1787192,0.79651487,1.0841955,1.2624222,0.8295351,1.2074403,0.9671162,0.94321537,1.0274086,0.8100448,0.9759407,0.73374426,1.1734768,1.1897211,1.239183,0.86681664,1.1363951,0.9267146,1.2548605,1.0438757,1.1203083,1.1176051,1.1179725,1.2117996,0.9048531,1.1617951,1.2323797,0.0,1.1478066,0.88141346,1.260751,0.9692795,1.2367721,1.0737377,1.1103598,0.8396795,0.7422186,1.1511986,0.83895606,1.097512,0.93038386,1.2068853,0.62107617,0.91031253,1.194525,0.96295077,1.0803745,1.0576597,1.2153599,1.2162998,1.2049435,1.2002755,1.2441063,0.9173105,0.93856645,0.83908576,0.79994833,0.82845306,1.2616565,1.2899078,1.0944806,1.1940571,1.1739457,0.99133015,0.6322638,1.2368776,1.1637187,1.1455843,1.1112875,1.2644068,1.0826368,0.9224396,0.47866136,1.1915736,0.7023369,0.97410834,1.1192931,0.85879314,1.0477825,0.96441364,1.1169323,0.84760576,1.0270027,0.6881481,1.2553725,0.72720504,1.2375581,1.1530071,1.1625464,0.9971604,1.2473563,0.89920187,0.86619467,0.7591237,0.69760156,1.2253075,1.3057425,1.158117,0.9836906,1.1316891,1.0609187,0.8790226,0.41091835,0.99635583,1.0059419,1.070622,1.2553118,0.62250566
gum,1.0748745,0.9156929,0.7482507,1.0053525,0.7596333,0.82876956,0.99114,1.022305,1.0346576,1.2003626,1.1860042,1.3608915,0.7654573,1.2550824,1.1383492,1.2152605,0.82545835,1.0486845,0.94162244,0.81058425,0.8112094,1.2622058,1.0371433,0.9984869,1.1938466,1.1999413,0.9049653,1.0638137,1.3225874,1.020262,1.2438935,1.1681913,1.1405139,1.1461462,0.8641183,0.8460853,0.9931731,1.1503065,0.889719,1.0151119,1.1007296,0.9975294,0.90950865,1.0276449,0.834661,1.1904788,0.9939668,1.1130617,1.2013588,0.8916549,0.71680886,1.0185337,0.8572185,0.9357968,0.7171584,1.046709,1.053031,0.9470213,0.971393,0.9602487,0.78963375,0.95106345,0.9735022,1.1478066,0.0,0.98787135,1.082391,0.54052055,1.0915413,1.0086821,1.1558621,1.054543,1.1747062,0.9253988,1.1029749,0.9196387,1.2888072,1.145633,0.96976256,0.7712222,1.199795,1.2595291,0.7568591,0.84706867,0.91844237,1.102908,0.74946266,0.9305925,0.7603885,1.1909046,0.9967789,0.9885454,1.1829165,0.8591701,1.0568109,1.0098548,1.0194261,0.62407345,1.1091835,0.95757395,1.2112371,0.8857505,1.1721253,0.9371701,1.079309,0.93035424,0.723794,1.1852255,1.0851165,1.1817671,1.0445975,0.96788675,0.9783312,1.0269154,0.946779,1.0515084,1.1435512,0.9925582,1.1698251,1.1482152,1.0279971,1.0691493,1.0262575,0.9490198,0.9111099,1.157755,0.8053303,1.1777215,1.1273503,1.0898029,0.9545997,0.71312064,0.7599608,0.86946607,0.6449062,1.1431978,0.8218304,0.88843924,1.1893165,1.2608128,1.1071419,1.1554285,0.91910404,1.1316342
hair,1.111547,1.058474,1.2053157,0.80723536,1.142916,1.2404821,1.2434655,1.3203117,0.8199861,0.74755484,1.1259192,1.0076771,0.69357353,1.3426228,0.8251969,0.8725275,0.9686852,1.2661769,1.3189511,0.90889174,1.0340745,1.3312778,1.3683211,0.8922034,1.3506992,1.1829585,1.1893048,0.70456636,1.0724155,1.3077393,0.9447014,1.1472859,0.791639,1.1502854,1.0065016,1.2071211,1.2114837,0.7341759,1.1303722,1.2748566,0.9847598,1.311661,1.1546891,0.8312272,0.8748852,0.8375919,1.0814867,0.8901112,1.3265921,0.78292763,1.1699623,0.9132081,0.6491052,0.23990154,0.7849435,1.142753,1.2074691,1.0243843,1.2498007,1.2092223,0.9783291,0.5214669,1.122628,0.88141346,0.98787135,0.0,1.0671991,0.6697359,0.9176409,1.1383302,1.1618569,0.93239737,0.7537359,1.2392521,0.7639963,1.1781796,1.0557327,1.3025577,0.9212719,0.8030405,1.2993603,1.1920592,0.662285,0.6760193,1.0727488,1.2409793,1.0430803,1.0235285,1.1993229,0.93210137,0.8027405,0.73653597,0.7408159,0.8473152,1.3100687,1.2857018,1.1760504,0.94078046,1.205039,1.1800034,1.0756409,1.2826849,1.2106329,0.99169135,1.1496621,1.2966774,1.1360012,0.9724885,0.8519241,1.3498664,0.93911237,0.8998239,1.2119743,0.5915004,1.0114746,0.83829653,1.3052038,0.9109446,1.0804152,1.0167173,1.1819856,0.8344048,1.1029454,0.9743803,1.2325866,1.0793792,1.1916364,1.0858183,0.6514374,0.71706307,0.7811279,1.3474606,0.83060396,0.91402155,0.933337,1.161937,1.1615402,1.0562794,0.85733294,1.1885413,1.1685619,1.2336347,1.037568,0.74710184
hamburger,0.8920769,0.90644467,0.6648984,1.1348786,0.69639206,0.94037855,0.472131,0.9670141,1.3097332,1.2696936,0.6747627,1.1742544,1.2702647,0.86628544,1.2592455,1.1693099,1.1969118,0.8430549,0.88112843,1.1568412,1.0314854,0.8884333,0.9162616,0.9893295,0.9054899,0.8625756,0.69923234,1.2387356,1.1709247,0.76529235,1.257248,0.91618526,1.158757,0.77512246,1.0462818,0.83201045,0.91781956,1.1697206,0.97317684,0.6594664,1.2927506,0.8474233,1.0935576,1.0625005,1.0476505,1.1979445,1.1464267,1.1883166,0.9598858,0.7106859,0.71630657,1.1353344,0.8612916,1.0667553,0.82875746,0.783506,0.9749918,1.0197704,0.9321518,0.6677631,1.0963843,0.74180377,0.9156661,1.260751,1.082391,1.0671991,0.0,1.2162442,0.7264208,0.954008,0.9537523,1.1752716,1.2593298,0.9369334,1.2202855,1.043821,1.1561977,0.9255236,1.119414,1.2151303,1.0458857,1.0121895,0.98025614,0.9960986,0.6323042,1.0328472,0.8150067,0.7652893,0.6542281,1.0750858,1.1114525,1.2564639,1.1643775,1.2358402,0.87990326,0.85255885,1.0716038,0.671015,0.9354429,1.0235204,1.0349488,0.7922091,0.9145516,0.7839997,1.0148056,0.8756846,1.0222363,1.2798066,1.1774745,0.8643621,1.155724,1.1126199,1.0186342,1.2404964,1.0953796,1.180824,0.73199654,1.1878946,1.0726509,1.1492425,0.8498312,1.1546353,0.54562616,1.1067119,0.9296296,0.90295017,0.750177,1.0738893,1.1562974,1.2422322,1.2763405,0.73015285,0.7628802,0.77183664,1.2883809,1.1138865,0.96153414,1.0510064,1.2122976,0.97975576,0.9734555,1.1781123,0.6042813,1.2571965
hand,1.1150119,0.9386844,1.1125926,0.69047856,1.1137704,1.1940738,1.2848151,1.3358473,0.7152504,0.7918515,1.3099257,1.038475,0.5274291,1.4531319,0.7985754,0.88611764,0.93008673,1.3804094,1.284895,0.9053117,0.88987076,1.3560941,1.3176664,0.7837532,1.4154494,1.3739574,1.069439,0.7425141,1.0645299,1.4085442,1.0149847,1.3055148,0.93376386,1.2638357,0.7980924,1.140637,1.106892,0.80329263,1.0292343,1.31301,0.9667677,1.3481878,0.9973908,0.979203,0.8315786,0.93807507,0.9926646,0.8434289,1.3905092,0.7971458,1.1053525,0.8974302,0.77410966,0.6488238,0.50547326,1.3028772,1.3202684,0.96983165,1.0867922,1.2766106,0.6348618,0.8827622,0.81752217,0.9692795,0.54052055,0.6697359,1.2162442,0.0,1.3021293,1.1804931,1.2336042,0.9459968,0.8141955,1.235645,0.66975343,0.87216604,1.1454295,1.3944142,0.8610313,0.5023519,1.316778,1.2937307,0.6879957,0.7353549,1.2183061,1.1770704,0.9715531,1.1569734,1.0980403,0.9932123,0.8890841,0.5906046,0.7745977,0.8510087,1.1646143,1.1204519,1.2523377,0.82721746,1.1733644,1.16645,1.2936394,1.1821785,1.2663172,1.0804137,1.1202891,1.234335,0.98909026,0.9845179,0.85410297,1.4458398,0.9563415,0.90881497,0.93058383,0.6063169,0.9147202,0.77835083,1.3234043,0.86617893,1.088643,0.98016626,1.1387112,0.9606732,1.3063816,0.7584158,0.99002695,1.2061402,1.0929046,1.1556039,0.69811463,0.8380948,0.7091408,1.1534417,0.7163688,1.0430585,0.550019,1.128471,1.0857887,0.8885586,0.99573314,1.3315718,1.2495184,1.171212,1.1836734,0.91152894
