,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,raisin,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
door,0.88821304,1.1926631,0.9245918,0.94209814,1.2057216,1.1752082,1.0731171,1.1450849,0.6486038,0.7583077,0.9518559,0.61108583,1.0130789,1.1150835,0.89328367,1.0294057,1.1591815,1.1733913,1.1801376,0.9167689,1.2129161,0.9890135,1.2211248,0.7226325,0.9315641,0.955694,0.7593464,0.65076184,1.0537856,0.83528465,1.0010098,0.9090583,0.69249374,1.0734403,1.1773216,0.7105149,1.2760286,0.9793608,1.0249132,1.0548683,0.0,0.74277794,1.2823994,0.9689093,1.2928417,1.1597574,1.193201,1.2219393,1.2974811,1.3111261,0.7509945,1.1494105,1.2585675,1.2543359,0.9025867,1.0618169,1.1207496,0.81023306,0.8318251,0.8868632,0.69459814,1.0063547,0.5889505,0.92482924,1.108985,1.104692,1.0866532,1.2826908,1.183649,1.2494248,1.107707,1.2086749,0.86041975,1.193082,1.0184456,0.8179645,0.9563292,1.1063478,1.1600137,1.1775843,1.0232048,1.0688022,1.070863,1.1801264,1.030608,0.8141018,1.0486038,0.5867474,1.103005,0.94510794,1.1715063,0.89819044,1.2309155,0.84942937,0.8814167,1.3552856,0.97724843,1.0119033,1.184268,1.2587411,0.8181079,0.9168406,0.8305898,1.1712564,1.3144091,1.2083102,1.150684,1.183002,1.3120075,1.0655793,0.7436768,0.6067482,1.317421,0.6328172
drawer,0.95151913,1.3288021,1.0127596,1.0437402,1.2598251,1.3000008,1.0876765,1.122997,0.7311846,0.77845204,1.226911,0.5419488,0.9967886,1.2327436,0.8471093,0.8009472,0.7990215,1.1918318,0.96681774,0.621101,1.0512167,1.0418929,1.1137178,0.8619689,0.40173572,1.1555501,0.92792404,0.88948107,1.1493547,1.0410576,1.1137304,1.0455027,0.7475871,1.2147927,1.2351875,0.7382895,1.1725883,0.8655962,1.0651915,1.0623132,0.74277794,0.0,1.3146677,1.0086488,1.215563,1.2091551,1.1027608,1.2245231,1.0899421,1.1524657,0.83263767,1.2702312,1.150743,1.1365076,1.0134963,0.83926654,1.27883,0.9958372,0.9459802,0.9795648,0.82445,1.0451094,0.8981661,1.1713804,0.85058916,1.1168368,0.9220486,1.3126004,1.20922,1.3638767,1.2193785,1.2684072,0.2767414,1.0975981,0.95133036,0.99867,0.7164105,1.0569711,1.1773711,1.034513,1.0944219,1.0124521,0.9101274,1.1368968,0.93430585,0.6391834,1.242731,0.8200874,0.90573084,0.9936246,0.97085357,0.971014,1.0569853,0.8094496,0.7296897,1.3351988,1.1244285,0.88657755,1.1302224,1.2428768,0.9527653,1.0880797,0.717883,1.1189313,1.3408403,1.296399,1.1192687,1.1949917,1.1377778,0.73271364,0.9830551,0.9354017,1.352916,0.88157386
egg,1.2760135,0.5359057,1.1346473,1.1682754,0.6780524,0.53630066,1.1087313,0.68263793,1.2902023,1.3750181,0.75914776,1.501766,1.442589,0.8749566,1.3608649,1.1923602,1.2023185,0.4709195,0.90203226,1.3645537,1.0865853,0.5738876,0.9871853,0.8594288,1.1235691,0.96449137,1.1230491,1.0662519,0.6074348,0.90421367,0.65504754,1.0930325,1.4150549,1.0501224,0.552384,1.3724136,0.4088335,1.0863943,0.9778904,1.2216618,1.2823994,1.3146677,0.0,1.2478615,0.75624955,0.701001,0.7514887,0.8103846,0.5622666,0.94356316,1.1706676,0.8005884,1.1598747,1.0284176,1.1681917,1.3020883,0.91540456,1.1301705,1.229851,1.3457359,1.3205161,0.66780186,0.9552103,0.48922026,1.267968,1.3647983,1.2818279,0.38217455,0.6383289,0.6267448,0.7288842,0.56157,1.3190703,1.0427134,1.4058384,1.3260496,1.3932512,0.7373212,0.6766741,1.0668991,0.8556208,0.9617977,0.97638303,1.0095904,1.1617228,1.1718984,0.74666786,1.1683598,1.0744877,1.3353372,1.2422223,1.1732475,0.7603321,0.82568836,1.2982396,0.33876097,1.0766729,1.1672587,0.38458133,0.6568575,1.1929824,1.1598686,1.3777801,0.61691236,0.48578233,0.7198831,0.98669356,0.70680666,0.7819562,1.304914,0.89476943,0.9331801,0.436324,1.2035809
elephant,0.97538114,1.1560235,0.9716853,0.8859834,1.1714122,1.1828992,1.0701813,1.3608575,0.73684037,0.6700938,1.2200525,0.8672795,0.6102967,1.117816,0.65266174,0.89715856,1.145906,1.2178855,1.2298968,1.0662367,1.0889738,1.3750086,0.9838963,1.3218961,0.8901359,1.1316543,0.5964332,1.1270046,1.2034837,1.1263942,1.1173652,0.8945419,0.7766212,0.8443537,1.3013846,0.9465283,1.3230945,1.1782014,1.0313959,1.1331387,0.9689093,1.0086488,1.2478615,0.0,1.0866512,1.1699384,1.2273283,1.1276641,1.1132787,1.197857,1.0615878,1.0374457,0.9417122,1.1987731,0.8444037,0.9023916,1.0693955,0.38772225,0.9617151,0.16810882,0.6539227,1.2641792,1.2475691,1.2452743,1.0658267,0.8007109,0.91393024,1.199592,1.0241628,1.084412,1.0861658,1.2339965,0.81428146,0.9491796,0.38355654,0.64503586,0.9669921,1.2814159,1.297497,1.1329064,1.2108972,1.1479158,1.2477719,1.1085355,0.98754895,1.0900874,1.0784193,1.1098875,1.1774561,0.18542624,0.9962897,1.0357345,1.2741699,1.0835621,0.77442807,1.3003241,1.0079552,1.0817698,1.2632592,1.1889725,1.1352885,0.6796448,0.810194,1.3565481,1.1771643,0.9831972,0.9986187,1.0352967,1.3574253,0.9953754,1.153327,1.2296795,1.1537296,0.8076513
finger,1.1549311,0.62972736,0.7811878,0.75569296,0.8669662,0.8729186,0.8501047,0.9976593,1.2359715,1.2737435,1.0189788,1.2889462,1.1144351,0.97196037,1.3348218,1.1621557,1.1442481,0.91417253,1.1727926,1.2668574,0.9159071,1.0454173,1.1769549,1.1265688,1.1950655,0.7592977,1.3149972,1.16765,1.0364448,1.0948396,0.8881633,0.8870616,1.2277976,0.6805863,0.75493747,1.38697,0.93255514,1.1628345,1.1271715,0.92133427,1.2928417,1.215563,0.75624955,1.0866512,0.0,1.0791479,0.9888585,0.4423616,0.84295154,1.0132298,1.1779218,0.6364259,0.81775844,0.72658336,0.8444241,0.506566,0.8280468,1.2417134,1.0636594,1.1696126,1.0834773,0.96430534,1.1440089,1.0166123,1.2054672,1.0153099,1.0175931,0.76587784,0.9949348,0.3822921,0.84036577,0.8170817,1.1268005,1.1575577,1.0646362,0.950843,1.2417803,0.7514889,0.8368583,0.83262503,1.1083382,1.0487792,1.1925827,0.99559385,1.2243274,1.2276852,0.70751595,1.1785132,1.0522373,1.0854759,0.9654775,0.81675166,0.9278137,1.1214609,1.1999123,0.6627772,0.9562556,1.2053183,0.8825846,0.71510243,1.1468331,0.93024397,1.239979,0.94208765,0.23280764,0.7019829,0.6756619,1.0402931,0.96542215,1.3219348,1.1248436,1.0581728,0.64189386,1.1988242
fish,1.2472584,0.9719566,1.2871807,1.2451245,1.0671138,0.9578388,1.2758931,0.7354303,1.4516468,1.3086793,0.46390426,1.361437,1.4893477,0.77430654,1.231639,0.9746569,1.0586917,0.6713482,1.0686283,1.3093083,1.205904,0.80973065,0.4827314,0.89847964,1.0180975,0.99873817,1.2010535,0.97826016,0.691331,0.8267782,0.55738604,1.2365108,1.346092,1.155657,0.49807954,1.4437604,0.7166401,0.99675184,1.1482095,1.3528664,1.1597574,1.2091551,0.701001,1.1699384,1.0791479,0.0,0.7285079,0.8071444,0.4687783,0.79265237,1.1140594,0.92161745,1.2403228,1.1434432,1.1881257,1.4048717,0.8803657,0.9955152,1.104368,1.2474998,1.3607123,0.44600838,0.7805537,0.5219963,1.226903,1.37855,1.3187485,0.66584516,0.7399953,0.8522275,0.88580215,0.8915801,1.1556666,0.7623116,1.4664518,1.343585,1.1923624,0.5922878,0.541045,1.1893055,0.75469553,0.79951644,0.9320791,1.1133994,0.99079096,0.97501093,1.0067558,1.1528949,0.83318317,1.2576402,1.125736,1.2352439,0.7078774,0.97138655,1.3601485,0.54736906,1.1518183,1.1826338,0.36022663,0.8221862,1.07382,1.1644697,1.3398683,0.61309695,0.8250278,0.9800443,1.1500943,0.73659366,0.93468297,1.269338,0.7638203,0.7669871,0.5389765,1.1311213
flower,1.1292983,0.91700256,1.2769139,1.0885184,0.8680855,0.819651,1.1897292,0.697101,1.3928535,1.3164551,0.87142426,1.228284,1.407205,0.8173932,1.277616,0.97729665,0.8232937,0.4823205,0.95575476,1.095784,1.0915505,0.69564176,0.96378875,0.91672057,0.8970874,1.2087983,1.1995045,1.1093898,0.7915141,0.94429564,0.8785423,1.1955727,1.3061295,1.2057431,0.6705525,1.2541578,0.67532325,0.98913294,1.002268,1.0835409,1.193201,1.1027608,0.7514887,1.2273283,0.9888585,0.7285079,0.0,0.97139347,0.6665667,0.80273885,1.0199881,0.9409125,1.1607867,0.9656586,1.137375,1.2419467,1.0158527,1.0535854,1.1598604,1.3025522,1.3511724,0.7931706,0.9200485,0.66432333,0.9709299,1.2913253,1.0765761,0.5617641,0.8679154,0.8638562,1.0962734,0.82971615,1.095319,0.960533,1.3973573,1.4530638,1.0365779,0.74611586,0.70471776,1.0445961,0.8176377,0.18366063,0.86337864,0.9396493,1.0251971,1.0513246,1.2008104,1.0482826,1.0223465,1.3421417,1.195582,1.1368476,0.9387369,1.11635,1.3042829,0.6261776,1.1792288,1.1679868,0.6924383,0.542332,1.0939187,1.2608178,1.3055061,0.70914733,0.85499567,0.9139744,1.0239472,0.86254054,0.69250005,1.0987453,0.8884549,0.9039998,0.70233345,1.0961683
foot,1.2555223,0.92453206,0.9516826,0.78274345,1.0996236,0.9327001,0.97626865,0.8329408,1.2675276,1.2563279,0.83494234,1.2579188,1.159893,0.8231354,1.2975463,1.1438171,1.2388364,0.8916935,1.1963986,1.3411236,0.9010836,0.9978038,1.055077,1.0285494,1.234713,0.74307567,1.2290184,0.85022897,0.9855277,0.9892642,0.74137604,0.8515731,1.2413075,0.80414075,0.6589624,1.3705732,0.88301337,1.2425416,1.1688597,1.0582525,1.2219393,1.2245231,0.8103846,1.1276641,0.4423616,0.8071444,0.97139347,0.0,0.7687367,1.1166795,1.2674406,0.6352065,0.9590752,1.0817524,0.9099994,0.9203057,0.7390273,1.1748117,1.0807264,1.2318159,1.1880136,0.72934306,0.9289591,0.8338683,1.265546,1.1201692,1.1860144,0.7544247,0.8411217,0.3788762,1.0202271,0.91860306,1.2112389,1.154442,1.1811801,0.9127231,1.3283019,0.6706286,0.7996738,0.9176885,0.8924669,1.017561,1.2832394,0.9643501,1.1076571,1.0578698,0.92314476,1.2364585,0.976938,1.1644483,0.99173474,0.8467942,0.77901477,0.97273374,1.2148446,0.6454787,0.9807977,1.2600218,0.68671036,0.7288754,1.0629388,0.8325699,1.3071263,0.88251317,0.34042668,0.7159057,1.0064616,0.9221266,1.0930963,1.3607411,0.8202155,0.8141806,0.5424792,1.230159
fork,1.2583171,0.88487595,1.269533,1.2390685,1.0824981,1.0227002,1.1351546,0.6122421,1.4181901,1.3892295,0.6998921,1.3765085,1.457571,0.8337435,1.409386,1.085056,1.0609905,0.48334438,1.04062,1.3418753,1.1432036,0.72942007,0.82914805,0.99711514,0.9711681,0.9269961,1.2476226,1.1445944,0.7344959,0.879037,0.62794423,1.0475436,1.4636621,0.9284945,0.3887037,1.4395467,0.617342,1.0983411,1.1573033,1.2860031,1.2974811,1.0899421,0.5622666,1.1132787,0.84295154,0.4687783,0.6665667,0.7687367,0.0,0.8732968,1.1249399,0.80729735,1.243083,1.1069236,1.2062109,1.2811211,1.0259235,1.0246567,1.017193,1.2810607,1.3234429,0.3505082,0.7587476,0.64293057,1.1216083,1.4390796,1.2187608,0.54339826,0.81186986,0.7008846,0.9661817,0.8677095,1.1488605,1.0227346,1.4037458,1.3393431,1.3226457,0.4273559,0.4110738,0.9613845,0.92805177,0.8431833,0.9335154,1.1116184,1.0396682,1.123057,1.0066473,1.2656019,0.72114056,1.2569869,1.0826069,1.2195531,0.55444413,0.960458,1.3506567,0.3946643,1.2764466,1.1559631,0.2208445,0.56832284,1.1387454,1.2128011,1.3394647,0.6284059,0.6524744,0.7765866,0.99934953,0.87355906,0.8978826,1.2569721,0.92166555,0.7594245,0.40967417,1.2760144
frog,0.7939249,0.8377822,1.2315729,1.1242173,0.6023534,0.7763018,0.8415592,0.91914785,1.2891128,1.1844507,0.9865601,1.1944497,1.0333467,0.8371298,1.0659775,1.0225005,0.77227175,0.9666025,0.9579759,0.9105674,0.93122065,1.0082741,0.63102984,1.1921785,0.94383687,1.0693436,1.1265577,1.2655809,0.7819235,1.0609939,1.0525649,1.2354181,1.2244368,1.1862669,0.99613804,1.1041368,1.0176302,0.93067944,0.80514514,0.85688126,1.3111261,1.1524657,0.94356316,1.197857,1.0132298,0.79265237,0.80273885,1.1166795,0.8732968,0.0,0.99930984,0.9969945,0.6508928,0.7022111,1.1766418,1.0491495,1.0003272,1.1303699,1.1101885,1.2191678,1.2668982,1.0018561,1.1394768,1.0347939,0.8242941,0.7877933,0.86751336,0.9180392,0.9544435,1.1111017,0.8775253,0.72352755,1.0382316,0.7305976,1.1442392,1.288262,0.9949037,1.0665375,0.9850359,0.9625821,1.0418499,0.8029064,0.8874739,0.86078787,0.8770703,1.077262,1.016227,1.1958766,0.87716484,1.2163713,0.96005374,1.2792389,0.89739436,1.2734652,1.151734,0.79948163,1.0256727,1.0682095,0.9332165,0.86537373,1.1714106,1.2640007,1.061452,0.9394986,1.031913,1.0452573,0.93936807,0.9146578,0.40035278,0.86814487,1.175987,1.1453611,0.9154707,1.0830047
glass,0.9941112,1.0923177,1.0132772,0.94110906,0.9301107,0.95281935,1.0767754,1.1486815,0.85658306,0.9536996,1.1891583,0.8588773,1.0396935,1.0807521,0.9562129,0.9851131,0.9524164,1.1043526,0.86195695,0.85135734,1.1910294,0.91738576,0.97230846,0.86228657,0.8113774,1.2726783,0.98913145,0.913252,0.89095867,0.89088,1.2125841,1.0526243,1.0017872,1.2129422,1.2418609,0.87274003,1.0299289,0.65628725,0.9922625,1.0282791,0.7509945,0.83263767,1.1706676,1.0615878,1.1779218,1.1140594,1.0199881,1.2674406,1.1249399,0.99930984,0.0,1.2089381,1.065465,0.9054258,1.0334104,0.9679013,1.0776224,0.9720243,1.0593536,1.042221,0.9928809,1.0025594,0.98593795,0.9152844,0.8426712,0.9629778,0.9866589,1.2127246,1.0529486,1.2624617,0.99740857,1.1769749,0.9213257,0.93043697,1.057004,1.1741598,0.9137729,1.1194042,1.20296,1.0294285,1.121771,0.9842944,0.7327739,1.1357939,0.77179515,0.9270909,1.0835353,0.7208828,1.0300517,1.0513583,1.0226521,0.8728172,1.010984,0.8497051,0.9002903,1.1980968,0.9184969,0.89204115,1.0891279,1.2251587,0.94923824,1.1078498,0.9432701,1.0718927,1.3164204,1.2825975,1.0305854,1.0099713,1.0137382,0.92589325,1.0055953,0.966789,1.3518609,0.8819227
glasses,1.194519,0.77543336,0.9029188,1.027978,0.90637445,0.936514,1.1005673,0.81740594,1.2616405,1.2068969,0.93973684,1.2776625,1.1799594,0.9817405,1.306001,1.0986754,1.1046853,0.77744555,1.1477406,1.2657835,1.0317514,0.96466744,1.1111137,1.0708454,1.1381027,0.7335684,1.174267,1.1336936,0.90547025,1.1057241,0.9022862,0.93166876,1.1033609,0.7428237,0.7579161,1.3145511,0.88765615,1.1925961,1.0646889,1.0602067,1.1494105,1.2702312,0.8005884,1.0374457,0.6364259,0.92161745,0.9409125,0.6352065,0.80729735,0.9969945,1.2089381,0.0,1.0877299,1.0134016,0.6469977,0.9906681,0.46896595,1.061311,1.132636,1.1110058,1.0669863,0.9264191,1.0384841,0.8714444,1.2578349,1.2039647,1.1234626,0.58749735,1.0568217,0.46180558,0.93791944,0.8925935,1.169033,1.1345779,1.1983274,1.0121684,1.2125351,0.8014137,0.8452944,0.9508327,1.0422958,1.0533541,1.1762048,1.0369089,1.1325458,1.0225588,0.76285064,1.1550363,1.1433182,1.0447367,1.082124,1.0398595,1.0022665,1.1543002,1.2770305,0.5754905,1.1090835,1.1633663,0.839398,0.5293424,1.0989225,0.9181024,1.2383369,0.92373693,0.43416,0.5893991,0.94604284,1.1048123,0.971885,1.2983488,0.9540834,0.95325226,0.39224172,1.1227525
glove,0.7959297,1.0795739,0.9212376,0.77562726,0.9269019,0.8922764,0.70081836,1.0313747,0.9736725,0.9424063,1.2532299,1.1035526,0.44269037,1.0668976,0.7966245,1.1181636,1.0090189,1.2731416,1.0284456,1.0918941,0.8054272,1.1722345,0.8743281,1.2074172,1.2199959,1.0172719,0.9518113,1.0846707,1.0588337,1.2162732,1.2841702,0.9293553,0.9928321,0.89689755,1.3035057,0.92819554,1.2544622,1.0370225,0.7621931,0.49259245,1.2585675,1.150743,1.1598747,0.9417122,0.81775844,1.2403228,1.1607867,0.9590752,1.243083,0.6508928,1.065465,1.0877299,0.0,0.6019265,1.055537,0.64812726,0.86310047,1.0882925,0.9403679,0.9661896,0.97011834,1.3975497,1.3099532,1.351467,0.8132738,0.23595798,0.6528988,1.2720051,0.7632914,1.0213964,1.1547467,0.9811053,1.1500646,0.7994858,0.6267516,0.7880482,0.9561584,1.2884407,1.2990956,0.78878367,0.84526205,1.1310018,1.1375371,0.91840136,0.8745754,1.1550113,1.1043334,1.1021024,1.0478495,0.9408028,0.6306757,0.9071527,1.0297737,1.1651131,0.884739,1.2062597,0.63014907,1.0078609,1.2728909,1.1101,0.9120714,1.0266411,1.1004007,1.2429411,1.0373574,0.9004482,0.7491821,0.7899327,0.9163298,1.0443972,1.188461,1.2508336,1.213988,1.1406384
gum,0.96544003,0.68980557,0.8251245,1.0662602,0.57459074,0.74068964,0.90480214,0.8759153,1.2165709,1.3033795,1.0657053,1.1679882,0.9021287,1.0672792,1.2530007,1.1599363,0.7725341,1.0933273,0.90013707,0.8423199,0.8645915,0.98993534,1.024026,1.070712,1.1797416,0.99998355,1.248257,1.234153,0.950979,1.2518215,1.0974953,0.9785958,1.239159,0.8258819,1.068151,0.9631459,1.0986499,0.9220534,0.96367866,0.5955497,1.2543359,1.1365076,1.0284176,1.1987731,0.72658336,1.1434432,0.9656586,1.0817524,1.1069236,0.7022111,0.9054258,1.0134016,0.6019265,0.0,1.0492413,0.7305629,0.93068874,1.2536452,1.0035756,1.2245846,1.1569473,1.2691542,1.2034731,1.199045,0.7700228,0.6034178,0.5584766,1.0515501,1.163621,0.949736,0.8364739,0.85400826,1.2337582,0.96323115,1.028753,1.1057599,1.0533098,1.0378181,1.1033293,0.6519794,1.0762553,0.9830296,0.9196819,0.8947022,0.9426327,1.1222333,0.7929013,0.98483175,0.96408296,1.1996391,0.85362405,0.79369503,0.97370875,1.29884,1.178859,0.9462733,0.7607646,0.9779072,1.1387029,0.96013546,0.8625436,1.1745744,1.078942,0.9036854,0.936138,0.83998936,0.6813255,1.1250819,0.5872208,0.90109855,1.1517375,1.1690023,1.0763121,1.148943
hair,0.8552097,0.9549003,0.48901176,0.8507035,1.0331303,1.1007636,0.96377736,1.3975422,0.7920586,0.8375237,1.1093459,0.845571,0.8103063,1.2066154,0.86837876,1.0280622,1.1167073,1.2553815,1.2522571,1.0697306,0.96288675,1.3640497,1.2385025,1.314715,1.0109919,0.78197867,0.79795146,1.1351429,1.2655537,1.15848,1.088991,0.82017976,0.7522181,0.70447254,1.2597713,1.0645685,1.3179219,1.1945992,1.157996,1.0764878,0.9025867,1.0134963,1.1681917,0.8444037,0.8444241,1.1881257,1.137375,0.9099994,1.2062109,1.1766418,1.0334104,0.6469977,1.055537,1.0492413,0.0,0.74777436,0.53291714,0.94700855,0.9055856,0.77641165,0.67062867,1.2861532,1.1695251,1.179518,1.148062,0.9379505,0.7999268,1.0799512,1.336467,0.89048064,1.0146592,1.1338993,0.9156556,1.236078,0.76710653,0.6731173,0.96289796,1.2080694,1.2204031,0.99299467,1.2414806,1.0208584,1.1845038,1.0428213,1.2534807,1.107307,0.7467482,1.0606265,1.2951355,0.69311464,1.1218402,0.8421593,1.3318439,1.0476581,0.9067307,1.2003543,1.0948308,0.91413224,1.26675,0.8834866,0.9590714,0.6547063,0.829451,1.2683194,0.8576434,0.86904955,1.1311154,1.343916,1.3301759,1.0272347,1.1639149,1.1831564,0.99349254,0.867945
hand,0.8430661,0.9886922,0.60308075,0.64447963,1.0269755,1.1307521,0.67831725,1.3819726,0.77799255,0.8670168,1.2899063,0.7866016,0.60350657,1.272433,0.90205765,1.0488406,0.90930724,1.3583466,1.0964454,0.8935631,0.8490758,1.3087829,1.2341377,1.2813648,0.9433374,0.9947015,0.96604544,1.1388636,1.3581092,1.1761739,1.2688725,0.7921746,0.8082993,0.800194,1.3332796,0.92480403,1.337505,1.0683465,1.0138686,0.6835305,1.0618169,0.83926654,1.3020883,0.9023916,0.506566,1.4048717,1.2419467,0.9203057,1.2811211,1.0491495,0.9679013,0.9906681,0.64812726,0.7305629,0.74777436,0.0,1.0799799,1.0975809,0.8465774,0.89420545,0.8028506,1.353919,1.3157094,1.3748724,0.88270485,0.6571294,0.72792566,1.2833945,1.3324192,1.0378838,1.0429349,1.1865513,0.707805,1.1804416,0.5424542,0.7971506,0.81061625,1.204055,1.24008,0.82925624,1.2821126,1.165471,1.0786908,0.9962691,1.1768886,1.1186085,0.97678024,1.0007678,0.99265057,0.81933475,0.8176248,0.7253734,1.2144301,1.0920705,0.773461,1.314436,0.9892533,0.8792549,1.3846431,1.2027649,0.97064686,0.93263507,0.7535074,1.3179983,0.91823554,1.1167146,0.5243429,1.3263627,1.1344638,0.8766071,1.2522148,1.2681265,1.2632527,0.9675776
hat,1.138587,0.84692454,0.72647953,1.1610352,0.9136111,0.88434064,1.1652803,0.88120586,1.2387367,1.0618216,0.88268036,1.2119973,1.0433342,0.97864413,1.0648217,1.144454,1.1511359,0.94494617,1.1950414,1.2466484,0.96056646,1.0789306,0.94834,1.0743152,1.2363566,0.7881303,1.0987843,0.8937492,0.9204582,1.1933433,0.98008746,1.0062453,0.9919211,0.7918606,0.91628194,1.2465897,0.9834863,1.1420734,1.0858853,0.98331535,1.1207496,1.27883,0.91540456,1.0693955,0.8280468,0.8803657,1.0158527,0.7390273,1.0259235,1.0003272,1.0776224,0.46896595,0.86310047,0.93068874,0.53291714,1.0799799,0.0,1.1761398,1.1305978,1.0659349,0.95374733,1.0523093,1.124229,0.966225,1.1680245,0.88856435,1.0127912,0.7508356,0.89536124,0.620785,0.9488061,0.8533462,1.2274144,0.9693076,1.133608,0.82334757,1.1884036,0.9326043,1.0099862,0.906323,0.8190099,1.0654653,1.2150029,1.0307535,0.94585645,1.0122485,0.752337,1.1336068,1.1747881,1.0157671,1.0156415,0.9702299,1.0535791,1.1646187,1.1966691,0.756791,0.87272537,1.1956397,0.9643775,0.70293134,0.9905191,0.85818505,1.2794688,0.89302206,0.63350785,0.6583227,1.1433876,0.9304105,1.0373209,1.3361331,0.9016863,0.95567346,0.6489043,1.1917338
horse,0.9751927,1.3038617,1.1590158,0.86710984,1.2868662,1.2031747,1.1614022,1.17055,0.78024685,0.7486486,1.0782092,0.9167323,0.8901231,1.013814,0.7240203,0.84856915,1.0743369,1.1057141,1.1488742,1.1017925,1.2510388,1.1290491,0.98134166,1.1221809,0.8184382,1.2099316,0.5199051,0.9892713,1.0702167,0.9669148,0.9677942,0.9209117,0.8968682,1.0503495,1.1870058,0.91132367,1.1919447,1.1076273,0.83078265,1.1713454,0.81023306,0.9958372,1.1301705,0.38772225,1.2417134,0.9955152,1.0535854,1.1748117,1.0246567,1.1303699,0.9720243,1.061311,1.0882925,1.2536452,0.94700855,1.0975809,1.1761398,0.0,0.9439,0.60051167,0.9168311,1.0623116,0.97136396,1.0026001,1.0796552,1.0243425,1.0042365,1.1540464,0.96746373,1.197044,1.1630813,1.2916696,0.871572,0.9970102,0.7320866,0.98294073,1.0137596,1.1838447,1.2011919,1.1919801,1.0137323,1.0040255,1.1159213,1.2012985,0.9424684,1.0681647,1.2225885,0.9972928,1.0922279,0.6255714,1.0567496,1.0771624,1.135058,0.9523732,0.8742795,1.1985354,1.1089659,1.1236855,1.0076686,1.1594759,1.0502862,0.9700301,0.91682374,1.2178161,1.239402,1.071882,1.0555416,0.99790007,1.2955506,1.0474496,0.901439,0.99349594,1.1109023,0.70897305
hose,0.7529208,1.0849293,0.7306267,0.9416486,1.1580498,1.1748304,0.7424134,1.1750956,0.8644749,0.93837416,0.95181936,0.8723099,0.8496766,1.0742457,1.0090678,1.0583184,1.1037121,1.207027,1.1012033,1.0621376,0.9284245,1.0888906,1.1343,1.0316813,1.1296175,0.8266207,0.8619225,1.0362782,1.170712,0.9825964,0.97716707,0.7377322,0.9233556,0.7305193,1.1640946,0.87456155,1.2692561,1.0925666,1.137902,0.86914,0.8318251,0.9459802,1.229851,0.9617151,1.0636594,1.104368,1.1598604,1.0807264,1.017193,1.1101885,1.0593536,1.132636,0.9403679,1.0035756,0.9055856,0.8465774,1.1305978,0.9439,0.0,0.94738597,0.817013,1.0436535,0.84756756,1.1940147,0.9739615,0.9004163,0.8829688,1.283161,1.2469261,1.1454861,1.0517573,1.1542759,1.0071187,1.2141612,0.88048357,0.8006198,1.0090966,1.1211128,1.0635109,0.88042486,1.0950798,1.074499,1.1007491,1.0017318,1.1104997,1.141783,0.94363624,1.0099301,0.92793655,0.90268785,0.8994892,0.9355898,0.9994992,0.9995181,0.973017,1.3063151,1.0550289,0.8989282,1.0796843,1.1029955,0.7893513,0.8378683,0.93643355,1.214149,1.1796281,1.1018858,1.0077521,1.262267,1.2954844,0.98487693,1.0650067,0.958456,1.204973,1.0150186
jacket,0.8352798,1.1343397,0.88507813,0.90044665,1.1142833,1.1851141,1.0408814,1.4549837,0.6661499,0.55223227,1.2073175,0.7123864,0.5601685,1.1349705,0.5498464,0.861959,1.1200194,1.3043902,1.2071385,0.97120094,0.9798802,1.443186,1.0076578,1.338295,0.9049251,1.0993651,0.6176691,1.1420867,1.2313414,1.1558361,1.2368665,0.9834965,0.6190716,0.92790747,1.404738,0.88450646,1.3896687,1.1666446,1.0832483,1.1199746,0.8868632,0.9795648,1.3457359,0.16810882,1.1696126,1.2474998,1.3025522,1.2318159,1.2810607,1.2191678,1.042221,1.1110058,0.9661896,1.2245846,0.77641165,0.89420545,1.0659349,0.60051167,0.94738597,0.0,0.5155142,1.3905507,1.2742829,1.3181269,1.0841161,0.7740194,0.880994,1.2740734,1.1028314,1.166302,1.0344683,1.1883521,0.79731333,0.9472259,0.35844517,0.5566113,0.82134366,1.3614225,1.3551064,1.2029281,1.1914202,1.1818062,1.2317816,1.0033846,1.003623,1.0255356,1.0251669,1.0448753,1.2085745,0.10546088,1.0027575,1.0134144,1.3642195,1.1038995,0.6890538,1.4326798,0.9913393,0.9707678,1.4356252,1.2736412,1.069346,0.6326014,0.7159737,1.3727725,1.3004633,1.0594394,1.1124126,1.0825787,1.3754094,0.89019394,1.1901904,1.2872168,1.3086985,0.73670346
