,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
mouth,1.1016293,0.9975953,0.9679593,0.8711581,0.97850776,0.9087036,0.9027831,1.1092354,1.0572362,0.8396757,1.0293525,1.1150879,0.9587512,0.8923635,1.2646582,1.0178909,1.1903092,1.0517337,1.1666564,1.0786543,0.9143288,1.0075324,1.2070632,1.0645336,1.1487678,1.1370792,1.0554324,0.83421147,1.1243321,1.1235591,1.204672,0.9876145,0.95256364,1.0708178,1.1186744,1.0734227,1.0025476,0.66882163,1.1194261,0.99864316,1.0842917,1.1530875,1.1243621,1.0753495,1.0202082,1.0660446,0.9074255,1.07301,0.9668716,0.98848444,0.93831736,0.79580724,1.2298894,1.1699307,0.929072,0.97512573,1.2108312,1.1410432,0.959946,0.9677966,0.7527563,0.7136497,0.99320793,1.0492953,0.71573293,1.0139914,1.1207271,1.0546837,1.0095123,0.89155954,0.9639153,0.9123103,0.90307003,1.2403945,0.9643038,0.99223876,0.8805922,0.6860183,0.0,1.0754312,1.0140924,0.79835457,0.8549731,1.0885445,1.0378456,1.1995935,0.76757133,0.9016691,0.96242195,1.1801231,1.1062716,1.1666291,1.0479255,1.0081791,1.0444208,0.8238048,1.1907785,1.0799114,1.1253965,1.0435652,1.0761224,1.1250336,1.0621692,1.1293935,0.76181567,0.902434,1.1899084,0.9379748,1.0640421,0.87075245,0.9987902,0.92260784,1.1406759,1.0709809,1.101355,1.0417225,0.97545785,1.0110533,0.9507917,0.9874018,1.015359,0.97390026,0.93997663,0.94255304,0.86899847,0.7096856,1.1397765,0.98457223,0.9004042,0.9974454,1.1425331,1.0485675,1.0533471
nail,1.0824527,0.95291126,0.4462186,1.2508613,0.9112683,0.7561197,0.7277751,1.0607601,1.314626,1.1350895,1.352416,0.3505243,1.2762511,1.2375747,1.091396,1.3860581,0.6404882,1.2713872,0.35275054,0.52349895,1.4431441,1.1637076,1.0227724,1.0286394,1.171115,1.0004023,1.1127226,0.73552275,1.2437873,1.0073081,0.46113265,1.340729,0.902479,0.8456589,0.99637836,0.9240785,1.3227391,1.3144624,0.2688383,1.4363633,0.61421293,1.0474854,1.2308968,1.1980358,1.2949492,1.163546,1.0980105,1.0813076,0.61198926,1.1358083,1.0808058,0.5581005,0.89658546,0.83160496,0.6696809,0.7785701,1.0911202,1.1083637,1.3202453,0.6440568,0.9771923,1.1638165,1.0133893,0.8833506,1.1316569,0.40890574,1.0900929,0.8991464,1.2085025,1.2407436,1.2130291,1.0785987,1.2403228,0.45793736,1.1103195,1.3065159,1.1395631,1.226932,1.0754312,0.0,1.1366167,0.64090353,0.556038,0.41647303,1.2078267,1.1484127,1.1859521,1.2163105,1.324426,0.23419231,0.47706115,1.0240656,0.9610189,1.1756072,1.195813,1.1501763,0.76158124,0.4045365,1.0515865,1.0902253,1.1862538,0.7584264,1.3500793,1.0929642,0.8533652,1.255127,0.9023301,1.1671443,0.6750946,1.2337224,1.1841702,1.2765615,0.35870522,1.1805893,0.45914674,0.8629543,0.5728693,1.2531819,0.65946543,1.2787085,1.2458982,1.3614601,0.93414295,0.46951222,0.434362,1.2162168,1.0000821,0.8425262,1.2083902,1.2910974,0.60755765,1.250802,1.1827567
napkin,1.0735835,0.8792187,1.0470185,1.0445905,1.1251189,1.0523527,0.9915452,0.5544221,0.9721579,1.1154906,0.8705167,0.97022295,0.90888906,0.901589,1.0389174,0.83402264,1.0803679,1.094177,1.0236813,0.6728543,1.0558414,0.7042178,0.87401736,0.7844374,1.1656773,0.6876036,1.0404648,1.0810094,1.0844103,0.76851416,1.0199107,1.0162723,1.0505896,0.9571037,0.89628214,0.96387637,0.94397855,1.0734682,1.0007043,0.92101824,0.83740264,1.1176146,1.0449908,0.9196197,1.0876185,0.7676344,0.7424399,1.041477,1.0563675,1.1592389,1.2424042,1.0810877,0.9611183,0.99755716,0.936522,0.8689127,1.0748886,1.1067214,1.0220282,1.197514,0.5677481,0.9571493,1.2874026,1.187685,1.0957547,1.1146643,1.111755,0.9673807,1.1524973,0.95361435,0.93003315,0.9106633,0.96926504,0.9943747,1.0772861,0.92084837,1.106262,0.84551626,1.0140924,1.1366167,0.0,1.1050122,1.1708622,1.1204982,0.97456557,1.0583655,0.7467605,1.0051442,1.2671871,0.9898392,0.97646886,1.0666687,0.9757277,1.1275481,0.46531284,0.8918912,1.0088753,0.8679905,1.0993098,1.0384662,0.8362459,0.9535657,0.99968165,1.0563821,0.9788246,1.0981271,0.8791832,0.92214924,0.8413327,0.986877,0.69659114,1.083468,0.9620037,1.276224,0.93805826,0.8729509,0.7170773,1.0873405,1.1145926,1.0648035,1.1045631,1.1692675,0.889902,1.0256984,0.9904159,0.89403355,0.23576331,1.150492,0.8451251,0.9621172,0.97993374,1.1093255,1.1125904
necklace,1.0611479,0.7266917,0.820281,0.9604523,1.1500841,1.0365639,0.84034956,1.1935035,1.2704687,0.9107409,1.2616916,0.7212541,1.1786258,1.0310545,1.0958129,1.239339,0.9818343,1.3010719,0.8790945,0.83948517,1.3597163,1.1156278,1.021144,1.1471668,1.2731714,1.0592058,1.0980955,0.5137563,1.216574,0.94144243,0.70978945,1.2648405,0.8264539,0.8942411,1.0778204,1.0782305,1.2092035,1.180383,0.65254396,1.3965836,0.9543453,1.1342762,1.2575356,1.2100301,1.1413326,1.0830945,0.9699645,1.1268833,0.57666826,1.0967625,0.8060587,0.33729345,0.9511536,1.0879066,0.50241613,0.55844456,1.1704906,1.1286036,1.3469067,0.416785,0.98076785,1.064262,0.75134933,0.9849852,0.79532105,0.5037768,1.1648359,0.80812764,1.0617709,1.162548,0.96241385,0.8395973,1.1267155,0.71270216,0.9618122,1.3080686,1.1460195,1.1149138,0.79835457,0.64090353,1.1050122,0.0,0.37723875,0.8598251,1.1851664,1.2401989,0.9788691,0.94595176,1.2773377,0.68101037,0.7296982,1.0523232,0.93668854,1.1178622,1.0548799,0.9549608,0.903677,0.8144874,1.1427515,1.0077323,1.1385719,0.93256795,1.2621855,1.1229614,0.9362019,0.9597935,0.8927671,1.0279545,0.73947614,1.1806018,1.0485616,1.2793487,0.62647355,1.2058718,0.823406,0.8771981,0.721297,1.2967608,0.8243926,1.2843957,1.0566258,1.3757268,1.1720614,0.40190774,0.6515836,0.9520718,1.038657,1.1489235,1.1689658,1.1954603,0.8392535,1.2270701,1.2048249
nose,1.1519305,0.86943805,0.73023623,1.0368272,1.076574,0.9752846,0.80596495,1.2685971,1.2341015,0.85245925,1.2479491,0.78248155,1.2216603,1.0807576,1.1474814,1.2461667,0.9813464,1.325331,0.89554363,0.8369591,1.3329597,1.1319301,1.125541,1.2516743,1.2102679,1.1564152,1.0824199,0.53248847,1.0818053,1.1572564,0.6089918,1.3281729,0.6715501,0.9366475,0.9454105,1.0713587,1.1901702,1.1822305,0.73501736,1.401567,0.9742786,1.15506,1.1937437,1.1578043,1.1734552,1.1690829,1.0382049,0.98808366,0.5500644,1.0579922,0.7165203,0.34742558,1.0371383,1.1099724,0.5735093,0.720456,1.195937,1.1701537,1.272685,0.39411235,0.98824525,0.9889646,0.69390416,0.91700864,0.7426076,0.5479444,1.1571851,0.79866475,1.0719712,1.1596489,1.0692763,1.0180314,1.2516146,0.79359853,0.87411404,1.2212783,1.0444326,0.9643766,0.8549731,0.556038,1.1708622,0.37723875,0.0,0.7436464,1.1998374,1.1071026,1.066644,1.026766,1.1779222,0.7522297,0.83381045,1.0653629,0.94770503,1.054399,1.2032989,1.0230273,0.99501127,0.82100904,1.1378909,1.0053241,1.2668321,0.8974686,1.3469534,1.1096547,1.0739083,1.044181,1.054262,1.0478606,0.83068365,1.1426119,1.1286356,1.2302653,0.7108975,1.1472955,0.8271148,0.98202986,0.73161364,1.2250984,0.85395175,1.2923486,1.0933025,1.3134944,1.0975863,0.37316573,0.5595388,0.95596284,1.1183425,1.0371715,1.1968356,1.2962619,0.9119376,1.168343,1.1772337
orange,1.1533651,0.99784833,0.26935494,1.3528812,0.6715189,0.6230311,0.5075902,1.0677339,1.4045835,1.1285106,1.4141887,0.6242802,1.3620535,1.2947218,0.90789026,1.4351943,0.85986775,1.2032443,0.46973372,0.639409,1.313974,1.2562251,1.0354608,1.0126373,1.0456898,1.097889,1.1052899,0.84684706,1.1297388,1.1535146,0.58992255,1.4122338,0.88459015,1.0136542,0.65529674,0.7065927,1.3517683,1.2472192,0.56174237,1.4240696,0.67943704,0.94066215,0.9945428,0.8938458,1.3837738,1.2306341,1.1463884,0.905686,0.40696585,1.2177674,1.1174151,0.8503842,0.77685195,0.8450798,0.8985673,1.0550969,0.8578763,1.0785552,1.0703204,0.80650115,1.0424416,1.1114732,1.1437953,0.7617278,1.2390306,0.6720953,1.0353143,0.99372375,1.2075146,1.0097737,1.299365,1.2407477,1.3914683,0.65230423,1.1658821,1.2405138,0.83147395,1.1686519,1.0885445,0.41647303,1.1204982,0.8598251,0.7436464,0.0,1.2474184,0.9190085,1.261603,1.2824838,1.2498343,0.5676987,0.75098896,0.80601525,0.8751845,1.0796298,1.1885061,1.1679794,0.8302431,0.5196763,1.0024652,0.61474633,1.0978044,0.79596627,1.4056189,0.9081857,0.9294413,1.3391637,1.0303855,1.1980046,0.90916353,1.1722783,1.2702656,1.2943238,0.6369064,1.2139202,0.3818078,0.96308255,0.74060696,1.1458722,0.5137657,1.2198511,1.2978721,1.3458853,0.6329074,0.72847426,0.7968829,1.2686784,1.0023212,0.62010324,1.1247343,1.2570839,0.73675716,1.2429028,1.2167447
oven,1.1978539,1.1885772,1.2921845,0.79264486,1.2228692,1.2281111,1.2221355,1.0487523,0.63218963,1.0319065,0.64899695,1.0961369,0.50624627,0.9170311,1.2562518,0.80468524,1.0395147,1.055179,1.0984514,0.9847187,0.7378099,0.9593544,1.0828063,0.77344286,1.1665139,0.68341094,0.7769433,1.1718602,0.9775133,0.7048131,1.0693003,0.56563187,0.96084917,1.0971575,1.2520165,1.2586764,0.6514896,0.9139139,1.235526,0.59625894,0.96355987,1.2554654,1.1587888,1.1649495,0.37218606,0.6994713,0.8128437,1.0772518,1.2281042,1.051377,0.87154526,1.201622,1.2624576,1.144981,1.1051093,1.1896175,1.2846993,1.21516,0.7498814,1.1256487,1.0496725,1.1159005,0.8893809,1.2013199,1.0494385,1.1292945,1.2032166,1.1249068,0.7857794,0.8394849,0.71642184,0.8720103,0.553993,1.097945,0.9679884,0.9757819,1.1223631,0.98422337,1.0378456,1.2078267,0.97456557,1.1851664,1.1998374,1.2474184,0.0,1.1364896,0.91847473,0.68138814,0.93813044,1.1838614,1.1792324,1.2491693,1.1377751,1.068098,0.9428448,0.9758266,1.1397699,1.12541,1.1861438,1.1050278,0.9704329,0.7973479,0.2968797,1.1975569,1.2111511,0.77214044,1.1193166,0.8748105,0.9842514,0.72547853,0.5625597,0.86535513,1.1526289,0.94669926,1.2301929,1.186244,1.1984787,0.8457095,1.253923,0.82270825,0.7573458,0.7445252,1.2043428,1.2534931,1.1536068,0.98774546,1.0400742,1.208867,0.7639671,0.6918052,1.2133934,0.74821955,1.1145618
owl,0.94505143,1.0865722,0.99168235,1.2509649,0.808316,0.9422659,1.0508829,0.97032535,1.1998302,1.0418057,1.1341681,1.144529,1.2065433,1.1107895,0.5435635,1.0819098,1.0482906,0.97366047,1.1006941,1.1179669,1.0249939,1.1127547,0.8635494,1.1105897,0.74699605,1.1146932,1.0025817,1.2613568,0.729668,1.2559533,1.0263338,1.1219851,1.0999851,1.2137964,0.81209993,0.82578933,1.0908387,1.127368,1.1691101,1.0400709,1.0634098,0.6986624,0.5834581,0.75469875,1.1976409,1.1598675,1.1744863,0.61785793,1.0974569,0.92530775,1.0266714,1.226016,0.659802,0.8848979,1.2167909,1.1881738,0.5865421,0.6428073,1.0013924,1.0533394,1.0706009,1.0747985,1.0622815,0.8784601,1.1857704,1.0739696,0.76366276,1.1809659,1.0741035,0.95270145,1.2666688,1.3232055,1.2055242,1.1287084,1.0244819,0.7995037,0.93973285,1.083677,1.1995935,1.1484127,1.0583655,1.2401989,1.1071026,0.9190085,1.1364896,0.0,1.2597879,1.2717928,0.97438645,1.1487608,1.1828465,0.7221767,0.8803528,0.8582841,0.9905925,1.0978632,0.97284347,1.117625,0.7718577,0.8161905,0.96466696,1.0654539,1.1570596,0.67111695,1.1726962,1.1768594,1.0341122,1.2120352,1.1686364,1.0899935,1.2070321,1.0987201,1.1341441,0.8611686,0.9341009,1.1560009,1.0898254,0.87070334,0.9264266,0.9584939,1.13612,1.0344579,0.8601132,1.1970713,1.1955501,1.1519253,1.0440624,0.92759544,1.1159142,1.0745287,1.0398738,1.0165807,0.76487684
pajamas,1.1089268,0.7930409,1.2850142,0.5934523,1.1675687,1.2102472,1.2001637,1.139141,0.6412604,1.0462061,0.44369048,1.2259719,0.63730067,0.77969176,1.4080665,0.39615548,1.1233532,1.1620075,1.3486193,1.2440197,0.9906592,0.68388855,1.2552917,1.110864,1.2421023,1.0609881,1.0017543,0.8717168,0.9404435,0.84344864,1.2260909,0.7277925,1.0303291,1.0650427,1.2303832,1.3545535,0.4840349,0.73912585,1.3139695,0.79097724,1.2772529,1.3740242,1.2864293,0.9323704,0.68397295,0.9195154,0.6531296,1.1645161,1.0404087,1.0624746,0.851725,0.9192764,1.44825,1.1826644,0.93319684,1.067618,1.4302676,1.2834592,0.9795236,1.054937,0.732165,0.9402508,0.84949,1.1461899,0.63856256,1.1297596,1.3935769,1.1282394,0.6803816,1.0372738,0.35011673,0.94838196,0.7616929,1.2357311,0.72084117,0.88188,1.0481397,0.58070505,0.76757133,1.1859521,0.7467605,0.9788691,1.066644,1.261603,0.91847473,1.2597879,0.0,0.44180542,1.0052437,1.3155423,1.2509974,1.3433135,1.0424975,1.162527,0.60824794,0.5746524,1.2203361,1.2826488,1.3769543,1.0238569,1.0990567,1.2956824,0.8496984,1.285368,1.121074,0.4181888,1.2128588,0.49446,1.1818781,0.705783,0.79743665,0.8423423,1.2934612,1.1669074,1.2890505,0.97645485,1.2144146,0.9752474,1.2613833,1.0843325,0.5885366,0.8481644,1.2811925,1.0228446,1.0519823,0.7438042,0.89738345,1.2792822,0.9426392,0.92488515,1.214465,0.7879339,1.2448378
pants,1.1311584,0.8829777,1.3715105,0.49094063,1.3250092,1.383645,1.1551995,1.32552,0.5480043,0.8979535,0.3325218,1.2775433,0.5654568,0.6018381,1.3930075,0.42655218,1.164995,1.0810721,1.401545,1.3470534,0.8289783,0.7806566,1.320745,1.2630279,1.2275382,1.1898423,0.92123014,0.8659295,0.8456787,0.87750304,1.1757433,0.8013009,1.1615577,1.2063854,1.3249475,1.3957093,0.36767113,0.7958535,1.3817194,0.78003573,1.3784528,1.3729589,1.2492528,1.0893043,0.5831833,1.0901053,0.7031844,1.0955142,0.97986114,0.8949474,0.62886524,0.9618704,1.453975,1.3782392,0.8878001,1.0918527,1.4356558,1.2705395,0.9730786,1.0184236,1.0029035,1.069071,0.6521362,1.1676706,0.771706,1.1182866,1.3181458,1.1515021,0.40912378,1.0385746,0.12348473,0.90848094,0.75537825,1.3130443,0.63793516,0.9554019,1.0863374,0.7758957,0.9016691,1.2163105,1.0051442,0.94595176,1.026766,1.2824838,0.68138814,1.2717928,0.44180542,0.0,0.76898026,1.3522019,1.3765198,1.351274,1.089992,1.023824,0.8522129,0.686669,1.3644325,1.3140061,1.3110411,0.9405102,1.1255653,1.2474177,0.7319661,1.327471,1.3025211,0.25819427,1.2441006,0.30545402,1.1792171,0.7784622,0.8420973,0.7471687,1.3239399,0.9176619,1.4057653,1.1055496,1.4060237,0.96313137,1.3625126,1.06571,0.33907783,0.68965936,1.4168086,1.0506666,1.1039895,0.7699746,1.0656703,1.3576854,0.8946333,1.0335706,1.3521898,0.7937703,1.1932803
paper,1.0189723,1.2009103,1.2866229,0.6694416,0.9783116,1.146576,1.098388,1.155875,0.6112568,1.0328739,0.6053201,1.4548268,0.8197845,0.35457534,1.175539,0.5916333,1.2032028,0.29508746,1.4136996,1.479549,0.21920407,0.99868846,1.1626135,1.1872027,0.8130007,1.2847321,0.9853981,1.2095631,0.8715409,1.2869475,1.3116987,0.8024547,1.1749154,1.1936915,1.0083057,1.0907092,0.6472637,0.55583334,1.4635341,0.63196814,1.3563526,1.1687504,1.0539088,0.9885076,0.8796798,1.1711652,1.0966364,1.0556318,1.2434938,0.91149026,0.74645877,1.2689873,1.3759716,1.1503772,1.2569023,1.3329214,1.0775877,1.0301336,0.7118805,1.157745,1.2319535,0.7316084,0.8073594,0.9435093,0.85076725,1.3122175,1.1183966,1.1033126,0.6960837,0.9321228,0.85662794,1.1269201,0.9617092,1.4331999,0.89842594,0.8298955,0.77453816,0.9005166,0.96242195,1.324426,1.2671871,1.2773377,1.1779222,1.2498343,0.93813044,0.97438645,1.0052437,0.76898026,0.0,1.4617243,1.4062264,1.2767959,1.0223937,1.0517434,1.1359438,0.93420184,1.2989821,1.3527637,1.1445127,1.0781701,1.0373261,1.277188,0.73177576,1.2294058,1.1062185,0.7229667,1.1349678,0.85344505,1.4325656,0.99617183,1.1300085,0.5530929,1.4512393,0.40126342,1.3681588,1.2539368,1.5491595,0.7222178,1.2128482,0.7443862,0.70883125,0.2995634,1.1278025,1.3434799,1.2844946,0.7389029,1.3223294,0.94065785,0.7336652,1.0543038,1.345824,0.7320175,0.9813499
pen,0.8106894,1.0318769,0.5080669,1.3731887,1.0268152,0.84302366,0.64689654,0.8714101,1.3503242,1.1886773,1.466064,0.21417391,1.319139,1.3198695,0.8877654,1.494338,0.634945,1.1949857,0.30464405,0.4094122,1.469204,1.1876299,0.81846166,0.9096768,1.0219252,0.86619544,1.1089731,0.714872,1.2924314,0.8198868,0.510196,1.309159,0.91165876,0.69685405,1.0771238,0.77855027,1.4565129,1.375392,0.07432985,1.4131858,0.5566672,0.90459204,1.1682593,1.2477505,1.3079686,0.95333034,1.112938,1.1299343,0.831473,1.2101285,1.2997068,0.67774564,0.6198768,0.7479047,0.7254228,0.54231334,0.84646845,1.0130847,1.4133677,0.7603468,0.9804046,1.2204099,1.2236578,0.98701966,1.2858474,0.4871099,0.974066,0.7979856,1.346461,1.2907097,1.3172975,0.7821685,1.1181604,0.32297504,1.2341365,1.3182331,1.2236261,1.3677756,1.1801231,0.23419231,0.9898392,0.68101037,0.7522297,0.5676987,1.1838614,1.1487608,1.3155423,1.3522019,1.4617243,0.0,0.17674541,0.8785609,1.0536523,1.1794465,1.0982212,1.2444087,0.61477995,0.286157,0.9520521,1.1697438,1.0463172,0.5806253,1.322528,1.0081292,0.693287,1.4173555,0.69485295,1.2755904,0.4468618,1.2647654,1.0895693,1.3219367,0.25019157,1.2405431,0.43909287,0.70157814,0.41532958,1.3244759,0.6554005,1.2353922,1.3405839,1.4685563,0.91535425,0.60170835,0.5247246,1.2388883,0.8447125,0.8693169,1.14162,1.1605513,0.542855,1.3250765,1.1570057
pencil,0.855067,0.96666986,0.5654781,1.3253611,0.87671316,0.70479226,0.7516335,0.75247264,1.3320248,1.2079375,1.4813635,0.3162892,1.2891357,1.323144,0.9239406,1.4321324,0.73602486,1.0570307,0.4435711,0.50507575,1.3658228,1.1931477,0.76710546,0.7686184,0.97688526,0.7890062,0.99062955,0.7175597,1.4044896,0.76105106,0.7725952,1.2743297,0.76424795,0.7362932,1.0633649,0.7505979,1.5069016,1.2883905,0.16895634,1.3227663,0.63171715,0.9051102,1.1748607,1.1489444,1.3220598,0.84521306,1.1455299,1.2430731,0.97813296,1.2071171,1.3381381,0.7251341,0.7633761,0.70999146,0.804678,0.53784406,0.8722817,1.0023013,1.3289506,0.8537306,0.807706,1.0590391,1.2834833,1.0051844,1.1721921,0.6010568,0.95708114,0.8693726,1.4023979,1.2336684,1.3169997,0.65574235,1.1401892,0.46285588,1.2894619,1.2599218,1.1171231,1.2652012,1.1062716,0.47706115,0.97646886,0.7296982,0.83381045,0.75098896,1.1792324,1.1828465,1.2509974,1.3765198,1.4062264,0.17674541,0.0,0.9324431,1.0494783,1.1756892,1.084413,1.2079259,0.6744206,0.47752994,0.96495026,1.2658784,0.87620616,0.6003965,1.2555685,1.0300765,0.6168329,1.4256818,0.76017123,1.2260311,0.47860438,1.2704855,1.0408616,1.2008569,0.46943194,1.287241,0.57205313,0.70035225,0.47042495,1.2961142,0.6365221,1.0941266,1.3836312,1.4390857,0.7914525,0.692637,0.69513005,1.1236856,0.83628523,0.77898777,1.1139438,1.0275452,0.51063246,1.296206,1.1336058
penguin,0.7518228,1.0382842,0.8168228,1.3974884,0.95112705,0.9333455,0.965032,1.0718541,1.4724014,0.6741885,1.4092301,0.8247091,1.3196375,1.4358984,0.27501005,1.4421942,0.9455633,1.1419646,0.86009115,1.0159711,1.3421018,1.2302411,0.91599405,1.0682024,0.67120343,0.96759075,1.1193917,1.0668098,0.7045088,0.9794437,0.82184774,1.2457247,1.0588074,1.0365832,0.89863014,0.7816595,1.3612616,1.3689771,0.8773923,1.3194338,0.97923833,0.34015954,0.35686594,0.87016416,1.2279778,1.1459323,1.0105067,0.7426971,0.91271055,0.7339207,1.2803664,1.1040231,0.28390825,0.8798915,1.1597663,1.0876007,0.35864437,0.63224703,1.2251422,1.0131441,1.0249927,1.2984872,1.2092018,0.8065041,1.312382,0.9204483,0.3405547,0.9756775,1.1842532,1.1073457,1.3439747,1.1728125,1.23013,0.8552121,1.1871198,1.1219276,1.059613,1.2081034,1.1666291,1.0240656,1.0666687,1.0523232,1.0653629,0.80601525,1.2491693,0.7221767,1.3433135,1.351274,1.2767959,0.8785609,0.9324431,0.0,1.0182534,0.4217527,1.0772926,1.3176767,0.7364139,1.0268236,0.3717661,0.8564997,0.8630613,0.9042731,1.2018895,0.24678028,1.0509794,1.385515,0.8963076,1.3239603,0.8661128,1.1247556,1.2766542,1.3352447,0.8863427,0.9854358,0.80800486,0.9256419,0.8622645,1.1974517,0.676798,1.143703,1.2399517,1.4041427,0.94685477,0.9629858,1.1933253,1.4097375,0.8934222,0.978026,1.3228633,1.09856,0.81899005,1.2404392,0.6832894
pickle,1.0603237,0.79522955,0.78927743,1.1041633,0.8106196,0.86996996,1.0340812,0.9779443,1.1563069,0.9952794,1.1148864,1.0569272,1.1971344,1.0992261,1.0849555,1.0451525,1.0968443,1.0571861,1.0488046,0.9939201,1.085892,1.078847,0.78169024,0.9989519,1.0872172,1.0808632,1.0374751,1.0164733,1.000283,1.129878,0.978321,1.2542105,0.96715903,1.0711282,0.8291118,0.84902596,1.0844018,1.121713,0.996295,1.1712277,1.0614601,1.1133655,1.0686455,0.92016333,1.2191751,1.1835786,1.1029625,0.9631803,0.8356602,1.0914234,1.012586,0.86828136,0.98178744,0.8711705,0.9542807,1.0007895,1.0088375,1.0872737,1.0260688,1.0676892,0.89231384,0.8426906,0.8847197,0.8596974,0.9652333,0.93423074,1.0992948,1.0601224,1.0797852,1.0671709,1.0536362,1.080084,1.2117832,1.0987096,0.9278296,1.0258809,0.5643667,0.9223019,1.0479255,0.9610189,0.9757277,0.93668854,0.94770503,0.8751845,1.1377751,0.8803528,1.0424975,1.089992,1.0223937,1.0536523,1.0494783,1.0182534,0.0,1.035267,0.8520045,1.0637734,0.83753455,0.99338484,1.1120774,0.93145347,1.00383,1.0299739,1.1911938,1.062613,1.0273085,1.0997821,0.97414917,1.0481993,1.0297403,1.1911848,1.0698837,1.0998317,0.9415679,1.0559981,0.91361046,1.014184,0.949413,1.083164,0.8415997,1.0809989,1.1427673,1.1157533,0.87578017,0.8070006,1.0796758,1.1084521,0.92787635,0.86364573,1.0915676,1.1126859,1.0080454,1.1079481,1.0759822
pig,0.84700894,1.0517695,1.0592266,1.118707,1.075473,1.0759921,1.174099,1.2631028,1.1495275,0.26697528,1.1235777,1.1411979,1.0043883,1.2446831,0.55804133,1.1141226,1.0608586,1.1090512,1.2105712,1.2317733,1.1167123,1.0633178,1.1378915,1.218391,0.7674274,1.1494665,1.0495515,1.1454436,0.50503665,1.173507,1.1003056,1.1080189,1.1340321,1.0861651,1.0048558,1.0382665,1.0840034,1.124115,1.2068632,1.1749889,1.272207,0.49548352,0.30442655,1.0184522,1.0194267,1.1597434,1.0303849,0.744822,0.9765519,0.32447046,1.042541,1.1229193,0.6620181,1.1104094,1.1404865,1.2090392,0.68301827,0.6881494,1.1650103,1.1249838,1.0556101,1.1439495,1.0497407,0.91118085,1.0726639,1.1620574,0.3149873,1.1181295,1.0308651,1.1043773,1.0565094,1.1134727,1.1459348,1.1866891,0.94669425,0.97633964,1.0162656,0.8669529,1.0081791,1.1756072,1.1275481,1.1178622,1.054399,1.0796298,1.068098,0.8582841,1.162527,1.023824,1.0517434,1.1794465,1.1756892,0.4217527,1.035267,0.0,1.132087,1.1160817,1.0962789,1.292356,0.35487485,0.9056053,1.0252304,1.1216486,1.0360473,0.4420042,1.1876643,1.087211,1.1830382,1.0894494,1.1698939,1.0361645,1.1334769,1.0970469,1.2239878,0.8205271,1.1441791,1.0946405,1.1314745,1.1124022,0.9507354,1.0665596,1.0880531,1.134239,1.1409441,1.1263266,1.2183278,1.1266432,1.1282477,1.1259952,1.1451384,1.0980562,1.131615,1.0932055,0.5926035
pillow,0.84687924,0.80309105,1.126023,0.9885978,1.0294937,1.0896523,1.0963389,0.7831226,1.0324614,1.1405231,0.61406195,0.9780178,0.84032905,0.8901137,1.1102598,0.6372012,1.0322355,1.051529,1.1242232,0.92248714,1.0722013,0.8307692,1.0062559,0.91683435,1.0618819,0.8906307,0.95696664,1.0912676,1.0754795,0.735402,1.0896268,0.9697003,1.0721601,0.96825224,1.0358852,1.0457368,0.588852,1.0271754,1.0664625,0.8815401,1.0594864,1.1114421,1.082521,1.001586,0.98804724,0.8633247,0.7884928,1.1071047,1.1215125,1.097822,1.1399966,1.0960997,1.009592,0.9927422,1.0129588,1.0402696,0.99301296,1.0845387,1.1447021,1.1075176,0.81313294,0.96166277,1.1051028,1.0808668,1.1123409,1.0027959,1.1200984,1.051252,1.03313,1.0676169,0.73385257,1.0114769,0.9371148,1.0500401,1.0162488,0.8642885,1.0205079,0.9614229,1.0444208,1.195813,0.46531284,1.0548799,1.2032989,1.1885061,0.9428448,0.9905925,0.60824794,0.8522129,1.1359438,1.0982212,1.084413,1.0772926,0.8520045,1.132087,0.0,0.8981533,0.9926362,0.9885702,1.1196778,1.0947375,0.85115016,0.9683197,0.96580786,1.0822048,1.0050905,0.9274742,0.88735855,0.7260062,0.8839964,0.98911256,0.8201279,1.062613,1.0433626,1.1635493,1.0063978,0.9106964,1.0093716,1.1252638,1.1599745,1.048469,0.917529,1.0877826,1.0778788,1.1162206,1.154634,1.033644,0.5529107,1.1113698,0.9090487,0.9863329,1.0861062,1.051231,1.0830486
