,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
bed,0.70701456,1.3118961,1.4529797,1.2244892,0.48443168,1.3205287,1.4035677,1.2902875,0.9809897,0.53334236,0.0,1.348134,0.49439037,0.4413309,0.9604597,0.212708,1.0298226,0.9456287,1.4962394,1.5195305,0.8631754,1.1525321,1.3864002,1.3519154,1.36051,1.1737825,1.1104281,1.486831,0.89127254,0.9287111,1.3619263,1.396195,0.41168195,0.4816137,1.3311411,0.92912173,0.08060384,0.7755687,1.5207458,0.5606787,1.5213459,1.159735,1.0508068,1.0406678,0.98921317,0.6438343,1.1138395,0.44451398,1.4528408,1.3960524,0.58891433,0.66617775,1.282889,1.4257894,1.4877614,1.3007817,1.4551704,1.268189,1.0221492,0.77840745,1.2070372,0.94114435,1.117074,0.63564014,0.89455694,0.8352821,1.4212897,1.1032654,0.6284075,0.27523875,1.2242783,0.28401923,1.3110372,1.3460064,1.4867687,1.0624715,1.0840596,0.8953319,0.76776266,0.78306377,0.8925956,1.134199,0.8781863,1.4240496,1.1379344,1.4834733,1.0096188,1.2604736,0.78352094,0.60606486,0.3310554,0.52093625,0.65913063,0.82226604,1.4414749,1.2485088,1.0965508,1.2549272,0.83711123,0.8616189,1.4773958,1.5230788,1.2107441,1.0941951,0.86483616,1.3867555,1.3216052,0.7327427,0.9263872,1.2932268,0.8720795,0.57503957,1.3636303,0.3317042,1.4071267,0.6626484,1.6016198,0.5138302,1.0862988,0.41410112,1.4927233,0.945062,1.4859968,0.9605458,1.471141,1.4468391,0.59186137,0.3480723,0.37759173,1.345773,1.3660693,1.3396395,1.2192919,0.9994708,1.2990396,1.0424713,0.83620524,0.7610517,1.2992325,1.5378871,0.71336395,0.98099
belt,1.3485727,0.53066945,0.8652043,0.84382814,1.3289136,1.0585268,0.86730933,1.0663736,1.1183331,1.2749954,1.348134,0.0,1.1460994,1.4716293,1.1809365,1.3168243,0.6791027,1.1676265,0.45577157,0.5521234,1.2439251,1.2592617,0.79273623,0.864581,0.87552094,0.91431975,0.99621516,0.5136204,0.9292917,0.799921,1.0475795,0.61831284,1.2577972,1.2992406,0.62190837,0.96291494,1.239462,1.3485727,0.35226214,1.3219371,0.54952264,1.1875476,1.25616,1.2111905,1.2804707,1.1076485,0.591888,1.2175598,0.49949843,0.9800621,1.2353723,1.1230242,0.5781916,0.4090743,0.66120774,0.7100768,0.6353085,0.8821857,1.1419516,1.4258121,0.48154354,1.1601474,1.1744766,1.0815811,1.2655408,1.2476466,0.35929042,1.1869173,1.1622235,1.3408351,1.0945317,1.1871059,0.8318995,0.71365696,0.5041519,1.2597184,1.1936674,1.2491684,1.372452,1.2030787,1.1454643,0.7563845,1.2353486,0.4132235,0.6882881,0.30726898,0.8742143,1.0190895,1.072977,1.2803283,1.4132714,1.1451671,1.3663564,1.3099793,0.35791653,0.6091084,0.8183392,1.0923855,0.8343221,1.1772789,0.73824596,0.56638104,1.1660124,0.86079454,1.1465912,0.5354787,0.751526,1.0936615,1.2084229,0.88636476,1.3399258,1.1880558,0.8372357,1.3334109,0.56443644,0.9000756,0.5520784,1.2060416,0.58177525,1.2865235,0.43839836,0.83866423,0.61438406,1.2820408,0.79832083,0.8010876,1.2902696,1.4007739,1.4297657,0.97580147,0.5809395,0.3727802,0.87975615,0.8345713,1.1162299,1.1774431,1.1639713,1.071142,0.75325614,0.5523106,1.1467518,1.1896644
bench,0.82151496,1.2178453,1.4222496,1.2343383,0.7345558,1.3715811,1.3340852,1.204835,1.0148618,0.47069186,0.49439037,1.1460994,0.0,0.72797763,1.1207399,0.5954114,1.0947436,0.97923684,1.3794017,1.3280807,0.76171297,1.1742389,1.3267164,1.1125346,1.2378668,1.0080237,0.94860744,1.4319642,0.78498787,0.580447,1.3128145,1.3640975,0.47250658,0.76591617,1.1561497,0.8331877,0.5086339,0.9449245,1.4406309,0.50122434,1.3931532,1.1170162,0.8570355,1.1263351,1.2143099,0.3882538,0.6873204,0.6904086,1.3651597,1.3971803,0.8047349,1.0427036,1.3137602,1.3254447,1.4392842,1.2128704,1.2707025,1.3111119,1.0746768,0.743901,1.3003902,1.0765018,1.1245728,0.971226,1.010388,0.8961079,1.4376953,1.0817088,0.642012,0.67355657,1.2650928,0.5330567,1.0418177,0.8979447,1.2602932,0.9986683,1.071195,0.9359908,0.9088113,0.6212046,0.8344417,1.2068635,0.95321125,1.4906359,0.9655894,1.3701377,1.13592,1.287332,0.39545727,0.7689363,0.7134146,0.6061575,0.7856006,0.96257484,1.2555676,0.91349643,1.1011118,1.2437284,0.8635883,0.7890012,1.3192642,1.3746387,1.157133,1.1682636,0.801283,1.0924442,1.3091986,0.49141592,0.93570495,1.1376328,0.9257085,0.8580544,1.169071,0.7010901,1.3123478,0.7246947,1.3755178,0.4396628,0.57945603,0.48596835,1.4642293,0.88288087,1.2814453,1.1228803,1.2668746,1.3810711,0.68670845,0.7710023,0.43706262,1.30759,1.4346762,1.330228,1.1469761,0.9186729,1.3201708,0.7723889,0.8829683,0.7877677,0.9608017,1.398769,0.6456361,0.97744626
bib,0.50017685,1.3980039,1.3105958,1.1127605,0.5348245,1.2745483,1.4230168,1.1099977,0.9553516,0.78203404,0.4413309,1.4716293,0.72797763,0.0,0.9460206,0.37203133,1.1103377,0.6492686,1.6337333,1.6140587,0.7130749,0.87824976,1.4360471,1.4097604,1.2203926,1.3272936,1.1317785,1.4357861,1.0148517,1.1946332,1.3377898,1.4725103,0.7591639,0.63391554,1.3591903,0.86278087,0.5677396,0.49695253,1.5858412,0.65487397,1.6306814,1.0560695,0.9344021,0.93806314,0.72386146,0.97432613,1.3600835,0.5173184,1.389532,1.3713672,0.55421567,0.7830139,1.2341427,1.4450138,1.4789829,1.3269943,1.3190634,1.1534517,0.8460274,0.6846255,1.3118138,0.6464241,0.82738173,0.76434964,0.71432483,0.5554906,1.5459111,1.00838,0.8327052,0.4293825,1.0866748,0.5585192,1.3030894,1.4495481,1.6330427,0.9145496,0.99372125,0.74135685,0.4772631,1.0173895,0.9638356,1.0457749,0.709592,1.4779811,1.2177045,1.4384761,0.9350915,1.2397333,0.97145575,0.6171851,0.21611416,0.67551124,0.34650505,0.6444812,1.5057843,1.1967208,1.0594141,1.1407095,0.95826095,0.70760643,1.3743595,1.5562254,1.1268972,0.9251818,0.84734416,1.4279336,1.2889332,1.0579069,0.81787574,1.2111796,0.675421,0.5991834,1.1462841,0.46703553,1.3935097,0.8157906,1.6282946,0.82989067,1.3171029,0.57186186,1.485729,1.1377014,1.5464239,0.6599158,1.4739571,1.3662472,0.7845713,0.5009671,0.41380227,1.2824821,1.3433323,1.2707074,0.92886317,1.0701663,1.1449585,0.9757798,0.88195056,1.0161427,1.4504259,1.4725901,0.90419394,0.85039765
bird,0.6147472,1.1394796,1.1065729,1.2790554,1.1511799,0.890889,0.85633016,0.9906831,0.8337326,1.0630609,0.9604597,1.1809365,1.1207399,0.9460206,0.0,0.89032775,1.0478383,0.9428805,1.0981482,1.0632161,1.0375887,0.98038054,0.95000607,1.0970042,1.0013357,1.0752002,0.9312954,1.2457839,0.8398935,1.1409135,0.8608701,0.9325452,1.0431668,1.0346742,1.1295393,1.0769187,1.0075555,0.887712,1.1505286,1.0207915,1.05422,0.74661386,1.0710573,0.5639758,0.72702867,1.1532533,1.2156539,0.97088516,1.2198346,0.91382253,0.8620819,1.0270667,1.3419967,0.9974972,0.8940295,1.164883,1.1108708,0.715866,0.8888942,1.0087323,1.1521037,1.0024174,1.0984503,1.0807803,0.97799015,1.2152445,1.0181786,0.78272355,0.92911136,1.0176784,0.94971246,1.0610162,1.0311364,1.0376092,0.9958915,1.0384043,0.9915331,1.0582162,1.0142897,1.012364,0.9744929,1.18607,0.8641666,1.1423327,1.0213999,1.2301204,1.1709712,1.0415363,1.1515653,0.57575834,0.99295664,1.1700107,0.94090307,0.76091886,1.1369717,1.1882353,1.3036933,0.6697056,0.88154346,1.0754663,0.90538365,0.98905087,0.69476306,1.0488682,0.92085123,1.0857705,1.0493746,1.1402031,0.79415226,1.0618486,0.9429882,0.9999281,0.9281127,1.0953912,1.1070633,1.3334347,0.99953234,1.1038651,1.2602074,1.0899051,1.1317601,1.0550971,1.0043255,0.9762499,0.9320364,0.9765917,0.8657946,1.025853,1.0405263,0.9170457,1.2062662,1.3545979,1.2937008,1.0232654,0.81997705,1.0738101,0.8910253,0.9896615,1.0256466,1.0449841,1.02677,0.9756729
blanket,0.58735836,1.3723959,1.4337505,1.1956011,0.55288905,1.2970712,1.3419199,1.2063394,0.9027191,0.64189774,0.212708,1.3168243,0.5954114,0.37203133,0.89032775,0.0,1.0746633,0.87282586,1.4782349,1.4517335,0.89897907,1.0693443,1.3432131,1.3317728,1.3358569,1.1800108,1.0430793,1.510757,0.8403679,0.9183272,1.2686113,1.3910697,0.5647877,0.50787914,1.3029568,0.8750721,0.3327117,0.70917404,1.5186669,0.66195625,1.4880936,1.1546462,1.0114226,0.9849537,1.0100331,0.77123654,1.1180923,0.45303053,1.4554753,1.3417631,0.48210555,0.8529367,1.3275874,1.3488533,1.4485013,1.2948487,1.3927552,1.2297307,1.0309328,0.7491384,1.3519619,0.81307536,1.0851617,0.8479461,0.8321426,0.84193647,1.445249,1.0685937,0.6825717,0.3016491,1.2205759,0.33806252,1.2087524,1.3545151,1.4263542,1.0298352,1.0769542,0.8883102,0.6844343,0.87521195,0.8726189,1.166311,0.8629211,1.4683129,0.9520736,1.4375241,1.0763637,1.241641,0.8287606,0.5367712,0.34628564,0.5472728,0.66537863,0.86620665,1.4059501,1.2011675,1.1188099,1.2112105,0.7114152,0.8343407,1.3830562,1.4620593,1.173534,1.0403905,0.7277905,1.3232375,1.2889402,0.80997276,0.8917206,1.2631088,0.81750023,0.60494936,1.2315335,0.371512,1.4296129,0.7353107,1.5520954,0.6463532,1.0919672,0.5348987,1.4812536,0.9568622,1.4149265,0.8896675,1.3960423,1.4402744,0.5678295,0.5108705,0.44031584,1.322864,1.4258074,1.365014,1.1582372,0.80826545,1.309092,1.0681071,0.8885385,0.8649201,1.3030717,1.3743807,0.78815717,0.99361646
boat,1.1866884,0.9748933,1.0042639,1.0586802,1.0994757,1.0142003,0.9363668,1.0978498,1.0589836,0.89296293,1.0298226,0.6791027,1.0947436,1.1103377,1.0478383,1.0746633,0.0,0.9720123,0.5816867,0.62899005,1.0874475,1.1724831,0.9740235,1.0065053,1.0113469,0.8918298,0.87054837,0.8472314,1.0362053,1.1824529,0.95972884,0.60434234,1.0915035,1.1497414,0.9493243,1.0824305,1.1110168,1.1727278,0.5714029,1.076028,0.64260066,1.147887,1.1015636,1.279397,1.2549499,1.1070867,0.859974,1.1185977,0.86044246,0.96002126,1.056603,0.999341,0.91683936,0.64675415,0.65561265,1.1620512,0.7119879,0.9554408,1.0561082,1.1308246,0.7897024,1.2477497,1.1141014,1.0280107,1.0795386,1.1738611,0.63735193,1.1131374,1.0458573,1.1102262,1.0716727,1.0913384,0.8229649,1.0969086,0.77985126,1.1298018,1.2487093,1.1473017,1.3545029,0.9897919,1.0306628,1.0187277,1.2567966,0.54554397,1.0714152,0.87007457,1.0508748,0.9817368,0.98449826,1.0998409,1.142262,1.2754802,1.0249615,1.0185107,0.6253526,0.83480644,1.007628,1.060271,1.0719018,1.1792567,0.8813521,0.566018,1.1087646,1.0752244,1.196186,0.907333,0.99086106,1.0385634,1.085251,1.0560254,1.1153698,1.2367561,1.0343664,1.0867461,0.7029017,1.0946223,0.7590654,1.0092235,0.7744186,0.9508616,0.7200381,0.96529675,0.7537737,1.2200305,0.75849646,0.99566424,1.0957048,1.1477906,1.0682489,0.97548604,0.89032036,0.7403316,1.013095,1.091515,1.0813701,1.0643959,1.0355986,0.9250126,1.0922035,0.8612193,1.0598568,1.0749489
book,0.9101837,1.1523402,1.1167734,1.2349265,1.0956402,1.0421803,1.0857034,0.9534199,0.8362441,0.9940814,0.9456287,1.1676265,0.97923684,0.6492686,0.9428805,0.87282586,0.9720123,0.0,1.0938594,0.99577403,0.28882098,1.1889969,1.0715959,0.9945133,1.032055,1.0189968,0.85489243,1.172178,1.2658901,1.0669836,0.98172736,0.97923476,1.0303966,1.0790449,1.0313492,0.8154496,0.99626946,1.1069846,1.0054433,0.755803,1.0511842,0.892471,0.9368682,0.93877774,0.7247286,1.0879167,1.0269265,1.0339417,1.2765851,1.0769486,1.0895474,0.99803203,1.2430049,0.9560109,0.985845,1.2278752,1.0249557,0.74892795,0.8870685,0.7528913,1.1843939,0.92474777,0.80745536,1.0560117,0.9983447,1.0414033,1.1137307,0.914473,0.99842054,0.9662763,0.9415129,1.1494572,0.9691099,1.0050474,1.1005508,0.9769211,1.0936025,0.4435864,0.94639784,1.1027997,1.0240192,1.1527044,1.217889,1.195019,1.176935,1.2526134,1.2150555,1.0507869,1.0468663,1.1547784,0.94349307,1.2163827,0.22535264,0.9884387,0.9682674,0.75798535,1.2185425,0.91843736,1.0350055,1.0423057,0.952382,0.9065419,0.96184635,1.1215744,0.8878972,0.96887106,1.1876523,1.0217552,1.0894545,1.0254061,1.0631151,1.1163852,0.84271,1.0654016,1.0855644,1.2202187,1.1335229,1.1020738,1.0726217,0.93781155,1.13765,1.2507536,1.119173,0.7536763,1.0114449,1.1337197,1.0182272,0.96983653,0.4887815,0.9009149,1.2536615,1.1586092,1.0616581,1.1422479,0.6720365,0.7123656,0.888734,0.9840928,1.1106963,1.0457962,0.9758141,0.89926285
bottle,1.5049481,0.6511381,0.7320929,0.836697,1.4408245,0.7721089,0.60330033,0.9002688,0.9826925,1.2930769,1.4962394,0.45577157,1.3794017,1.6337333,1.0981482,1.4782349,0.5816867,1.0938594,0.0,0.27058995,1.2096347,1.2470325,0.56321645,0.5948606,0.8822063,0.73667467,0.8875278,0.5677821,1.0813535,0.88689435,0.72354424,0.2472297,1.3220193,1.3269737,0.70737076,1.2199589,1.4385653,1.4439807,0.1801418,1.362885,0.12166834,1.0962821,1.2107964,1.1705831,1.1645743,1.1746628,0.7950039,1.3964316,0.6341195,0.6869328,1.3571315,1.2216647,0.77430934,0.47355074,0.3048048,0.81958807,0.65271956,0.84133387,1.1710538,1.2925036,0.72578436,1.1832432,1.0581486,1.2477713,1.3300406,1.422704,0.26680583,1.1530839,1.287267,1.4408194,0.8749341,1.4116926,0.7175011,0.64413583,0.33331013,1.2076538,1.1891009,1.1170036,1.4668077,1.2013564,1.0999914,1.0825624,1.4491221,0.30601323,0.7249146,0.5120669,1.1738502,0.8199453,1.231422,1.401931,1.5458045,1.350692,1.4037402,1.3263892,0.3913676,0.80349165,1.0616473,0.96282697,1.0183083,1.2612827,0.6071323,0.2584144,1.0412369,0.9019176,1.1224949,0.62311506,0.75262076,1.1184648,1.279335,0.886133,1.3901968,1.3981894,0.8850492,1.4215136,0.48692524,1.2149879,0.25511384,1.2609715,0.7364437,1.3535216,0.36128247,0.87302923,0.33667076,1.1897624,0.5385999,0.69021,1.2467811,1.4044585,1.4574785,0.763775,0.6163811,0.5853969,0.93883955,0.8611119,0.7803294,1.0351384,1.149996,0.9812563,0.57654953,0.3777696,1.1609588,1.2043886
bowl,1.4177022,0.6970847,0.65480345,0.9135159,1.5120313,0.63497543,0.4974612,0.8148314,0.8650586,1.1972592,1.5195305,0.5521234,1.3280807,1.6140587,1.0632161,1.4517335,0.62899005,0.99577403,0.27058995,0.0,1.0636624,1.0921779,0.64741254,0.51306975,0.91971886,0.66909164,0.790596,0.6256593,1.2132807,0.88064116,0.6026409,0.4119627,1.4247732,1.4714116,0.47868633,1.2703156,1.4748366,1.4768767,0.32520592,1.2937602,0.14603621,1.0300384,1.0072031,1.1997335,1.2319747,1.2669142,0.64650714,1.4594331,0.8061364,0.4632231,1.4395342,1.249954,0.8788827,0.3854943,0.44993156,0.90883714,0.63910013,0.7688765,1.2079309,1.2431283,0.8968872,1.2166741,0.9536075,1.359334,1.2119008,1.4629474,0.44689935,1.0516448,1.2757144,1.5211658,0.72344965,1.4586153,0.69327486,0.68532646,0.36034942,1.1117257,1.0878786,1.1345661,1.464005,1.2140656,1.1072544,1.1217844,1.4081805,0.49942327,0.72791886,0.68373156,1.2718389,0.6530153,1.1216424,1.4565723,1.5881664,1.4733515,1.3706958,1.3279767,0.38142252,0.6856252,0.9406884,0.9156554,0.8515283,1.3309362,0.6047273,0.10475135,0.96366775,0.9451755,1.0715605,0.5268403,0.7783693,1.1259419,1.2986192,0.9033349,1.3107134,1.4645004,0.8133745,1.5487777,0.49230987,1.2921381,0.39141202,1.323998,0.5649879,1.3663155,0.46537006,1.0372323,0.27278268,1.196997,0.4637503,0.78152454,1.2403526,1.5295889,1.4125566,0.5353971,0.7692239,0.689275,1.0892068,0.85119367,0.6773453,0.76733273,1.1299881,1.1341629,0.7127606,0.43284923,1.2359544,1.2139521
box,0.9297363,1.2021992,1.2637247,1.2821369,1.0607597,1.1718642,1.1578794,1.065317,0.6713355,0.6415274,0.8631754,1.2439251,0.76171297,0.7130749,1.0375887,0.89897907,1.0874475,0.28882098,1.2096347,1.0636624,0.0,1.2081488,1.058143,0.6786225,1.1300025,0.63099635,0.7117621,1.3412113,1.209271,0.79476213,1.0676538,1.1523466,0.8051738,1.036808,1.0185777,0.9094183,0.89102215,1.0930371,1.2316422,0.41454506,1.0862128,0.9687429,0.79765546,1.0711133,0.86477244,0.7756921,0.7539737,0.923347,1.3428427,1.1681541,1.1252813,1.015801,1.3728521,1.2249441,1.1950274,1.2107743,1.1703758,1.0027122,0.9183753,0.73714495,1.2686299,0.9966011,0.8711499,1.0855718,1.0104477,1.1006409,1.342087,0.9864045,0.8302122,0.9544953,0.86496663,1.1028383,0.9835309,0.86701554,1.135173,0.96078813,1.0682997,0.3150468,0.95947117,0.9959124,0.9177103,1.1998863,1.1565585,1.4055246,1.0693398,1.3637801,1.2999645,1.1114485,0.7202198,1.1289954,0.9406438,1.1366254,0.34322292,1.0021353,1.183467,0.83030266,1.2414473,1.0384648,0.97820735,0.9971936,1.0802397,1.0700182,1.0287209,1.2167008,0.6916258,0.81536573,1.2885638,0.68451303,1.048665,1.0787468,1.0425153,1.088227,0.9979606,1.0577174,1.3189354,1.1870025,1.1871998,0.86499923,0.8657013,0.7816459,1.3455834,1.1939878,1.1849806,0.82801205,1.0824144,1.2064898,0.82957333,0.968927,0.54470074,0.92613953,1.4042561,1.2786686,1.1802642,1.0116035,0.7821079,0.528175,0.9000527,0.8892239,0.9169802,1.1964475,0.83266,0.94969296
bread,0.73187447,1.1404433,0.75490725,0.69188654,0.83983773,0.8749351,1.0127966,0.8097206,1.0970528,1.1846514,1.1525321,1.2592617,1.1742389,0.87824976,0.98038054,1.0693443,1.1724831,1.1889969,1.2470325,1.0921779,1.2081488,0.0,1.1349515,1.1820514,1.037766,1.2472122,1.2424127,0.78169596,0.9716059,1.3577358,0.7641089,1.3175695,1.2821567,1.1333549,1.0842701,1.0533441,1.1753166,0.3680693,1.2423195,1.1866864,1.1643753,1.084781,0.62389344,0.8719731,0.86374724,1.2570763,1.3020335,1.0757006,0.9681743,0.7645831,1.043211,0.9351809,0.83079123,1.1268969,1.1359677,0.921094,1.0317509,1.0982578,1.088263,0.9553032,1.1482776,0.7469442,0.88314986,0.99243194,0.45345652,0.6233562,1.2200787,1.0543823,1.2092204,1.1518337,0.8367194,1.095635,1.1865954,1.3016334,1.282788,0.69577795,0.7084305,1.0778668,0.61972487,1.088826,1.043661,0.92580086,0.41644228,1.0970445,1.1172823,1.1049585,0.77538705,0.6984858,1.1847337,0.87004095,0.9008237,1.0270538,1.093691,0.64241326,1.2038715,1.2561672,0.6495807,1.0889391,1.0232333,0.71391565,1.0860732,1.1131821,1.0587156,0.9283614,1.1839837,1.2802061,0.9041516,1.2585263,0.80535835,0.98397726,0.44176257,0.9284118,1.1649687,1.0632306,0.9602636,0.93989986,1.2281332,1.181918,1.253324,1.1483594,1.0375159,1.115536,0.9317988,0.855217,1.1243541,1.0734669,1.171962,1.0652722,1.1372076,1.1166966,0.9076231,0.9700131,0.84679943,1.0872505,1.0821439,1.0237368,0.9995125,1.2906764,1.3252134,1.1174543,1.1880462,1.1066827
broom,1.2057011,0.77484137,0.9902663,1.0453,1.3209167,0.9240639,0.63809747,0.91476053,0.847355,1.048826,1.3864002,0.79273623,1.3267164,1.4360471,0.95000607,1.3432131,0.9740235,1.0715959,0.56321645,0.64741254,1.058143,1.1349515,0.0,0.6129609,0.9265497,0.619353,0.99873704,0.8736498,1.091192,0.86103225,0.7679781,0.67304885,1.1420517,1.3196657,0.8000338,1.1904943,1.3879077,1.2004285,0.59446573,1.1988598,0.5581689,1.0052643,1.1140673,1.0939517,1.1001524,1.1501303,0.8758342,1.25917,0.72690237,0.7934556,1.2485774,1.2652898,0.96922016,0.859321,0.5600535,0.67039543,0.6375029,0.95984125,1.0696825,1.1724379,0.93736374,1.125733,1.1506283,1.2933922,1.2546816,1.3359511,0.7206952,1.0944865,1.042005,1.3775203,0.81593555,1.3277533,0.58473593,0.62214404,0.4126656,1.1539419,1.1044496,1.0286727,1.2638841,0.927931,1.2079437,1.0787699,1.3467627,0.75311714,0.5604316,0.65042216,1.2623014,0.97330827,1.1855316,1.2483444,1.3862232,1.31182,1.2513713,1.1741152,0.6463616,1.0035847,1.173167,0.9433131,0.888014,1.1205596,0.660789,0.6048769,0.9557253,1.0385517,0.98047197,0.7727088,0.9621763,0.9698064,1.1173947,0.98238045,1.2055068,1.2626055,0.646418,1.3978951,0.8560895,1.3620957,0.38339353,1.2545898,0.91718477,1.2739527,0.6696843,0.84263307,0.58989847,1.0475047,0.51851344,0.74048537,1.0913088,1.3516128,1.3481548,0.89062995,0.7734642,0.82712007,0.92453176,0.63524365,0.9096811,1.010137,1.1428964,1.0307775,0.46852928,0.6800621,1.1183039,1.084147
bucket,1.3715782,0.8292716,0.9724685,0.94412965,1.3346916,0.92875457,0.74113744,1.0074936,0.725762,0.7591197,1.3519154,0.864581,1.1125346,1.4097604,1.0970042,1.3317728,1.0065053,0.9945133,0.5948606,0.51306975,0.6786225,1.1820514,0.6129609,0.0,1.0302769,0.20025557,0.7268458,0.9541525,1.1976769,0.53072894,0.8459266,0.7602813,1.0480328,1.3366845,0.74868894,1.2436407,1.2914822,1.3418429,0.80241644,0.8196045,0.41875923,0.9818505,0.98805904,1.1575749,1.0459154,0.81916636,0.5497334,1.3225943,0.9090199,0.8704716,1.4380524,1.2852693,1.037033,0.8786433,0.8140252,0.8297997,0.9259436,0.97703516,1.1147497,1.0320035,1.0346932,1.0274833,0.9681601,1.3259299,1.2555265,1.2949803,0.8407105,1.04851,1.0644591,1.4328704,0.6299926,1.3801813,0.78733474,0.6547964,0.5636553,1.1017971,1.1430689,0.7395171,1.1833788,0.9960713,0.9784802,1.168803,1.2570269,0.9444918,0.64446414,0.90273136,1.2408588,1.0020128,0.78973764,1.3622041,1.4167295,1.2417468,1.2113261,1.2793901,0.90290797,0.9492565,1.0330464,0.982604,0.7853191,1.182445,0.8014095,0.64747393,0.96300006,1.1200707,0.7968202,0.60008585,1.0135664,0.6038097,1.2368139,1.0088811,1.2385926,1.3053132,0.9829679,1.4391758,1.0070843,1.16085,0.55265117,1.0320945,0.62358874,1.2345805,0.88277197,0.97021943,0.6227436,0.9731429,0.7078769,0.95059174,0.9590417,1.3867438,1.1806905,0.76175797,0.9523946,1.0123428,1.045491,0.68027484,0.75380766,0.69364834,1.0958228,0.9597697,0.42551708,0.7039859,0.985846,1.1539805
butterfly,1.1282233,0.70806897,0.6637615,0.971995,1.302031,0.885978,1.0173378,0.7687776,1.0740451,1.3958669,1.36051,0.87552094,1.2378668,1.2203926,1.0013357,1.3358569,1.0113469,1.032055,0.8822063,0.91971886,1.1300025,1.037766,0.9265497,1.0302769,0.0,1.1009221,1.022263,0.7591336,1.1878413,1.1070154,0.83625406,0.86881065,1.3073869,1.1919866,0.8481262,1.0048394,1.2965297,1.1681378,0.7648098,1.2030792,0.9182875,0.7678057,1.1415032,0.8103063,0.8347128,1.2331264,1.0451087,1.3387383,0.78164,0.9088121,1.1555709,1.2183257,0.83568144,0.65865666,0.69928163,0.8650637,0.8041698,0.49168485,0.8564081,1.0955846,0.8167314,0.9732618,1.0187497,1.2016279,1.1052439,1.1468678,0.79954016,0.86642814,1.2421064,1.315305,1.093293,1.2538514,0.94769627,0.94875616,0.92915314,0.8962382,0.77581203,1.1119783,1.0755703,1.1813073,1.168629,1.0519023,1.0306361,0.83534896,1.0688525,0.71516347,1.0278438,0.9816897,1.2441933,1.1609228,1.3120012,1.1574636,1.2037978,1.0963646,0.79072404,0.83646584,0.9551496,0.73115087,1.080584,1.0014937,0.62564385,0.8757303,0.7612618,0.8158139,1.1113038,0.86671543,0.77239484,1.2900314,1.0753382,0.36209238,1.2292513,1.2036798,0.5978809,1.305165,0.7135212,1.0961548,0.7858837,1.2191823,1.1724131,1.3331956,0.74200827,1.0795505,0.89423573,1.011044,0.8409444,0.3292951,1.1774386,1.2322975,1.3110582,0.88195026,0.78493357,0.834834,0.9465595,1.1440003,0.7508776,1.0779521,1.1525412,1.1793568,0.9225294,0.80765533,1.2657155,0.9429714
can,1.2650819,0.9083956,1.1729102,1.1552651,1.2199804,1.0539064,0.7882616,1.1382854,0.7259586,0.5319766,1.1737825,0.91431975,1.0080237,1.3272936,1.0752002,1.1800108,0.8918298,1.0189968,0.73667467,0.66909164,0.63099635,1.2472122,0.619353,0.20025557,1.1009221,0.0,0.6408298,1.1192737,1.1555799,0.54136807,0.97814363,0.84449244,0.9107546,1.2436023,0.81012964,1.2593822,1.15892,1.2906498,0.90429014,0.70195895,0.58991945,0.96241695,1.0210304,1.2027,1.1409009,0.759061,0.52489704,1.1863806,0.97900194,0.95480996,1.3094476,1.2168506,1.1238085,0.99705476,0.8737376,0.880587,0.9511979,1.0964351,1.0734518,1.1422331,1.0878156,1.109144,1.1261529,1.2625351,1.261677,1.328721,0.94182146,1.0282973,0.90991575,1.3011129,0.8130969,1.27127,0.74775463,0.6581365,0.57525855,1.1682824,1.185017,0.78908974,1.2386801,0.8463633,0.9545957,1.163346,1.2760451,1.0191144,0.63290054,0.9611123,1.2846303,1.0304726,0.6636892,1.2632381,1.31831,1.2262173,1.1331942,1.1558671,0.9274689,1.0079358,1.2049874,0.9892394,0.8138602,1.2233516,0.85930586,0.7642269,0.94573355,1.257834,0.7829558,0.6316377,1.1019143,0.5361902,1.1179674,1.0479424,1.1770871,1.2474134,1.0472889,1.3361409,1.1303911,1.2053016,0.66231924,0.9074818,0.5910287,1.0902752,0.9786374,0.94605404,0.7267626,1.0162257,0.7277775,1.0172808,0.82425725,1.2865982,1.1353601,0.8741897,1.022499,1.0599344,1.1836586,0.62195706,0.8934536,0.7523093,1.0600028,0.9385692,0.48675013,0.84610546,0.9202758,1.0711869
