,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
knife,0.83853793,0.8160994,1.0006057,1.0086213,1.1607426,1.0720202,0.94206446,0.81940013,1.1996038,1.1047091,1.3194269,0.56729937,0.803583,1.315507,0.82496804,1.2008111,1.1628621,0.9065958,0.7553041,1.2998999,0.87956727,0.78239214,0.66288424,0.84262896,0.6544051,0.8869237,1.0369761,0.7511195,0.8716732,1.2258087,1.0046569,0.88482785,0.90661836,1.2447702,1.1347289,0.43499368,1.2941417,0.8500037,1.210502,1.1388764,1.061984,0.92854375,1.2119945,1.0356536,1.1366448,0.6978509,0.7217305,1.1764439,0.8207889,0.68387926,0.9669583,1.3294178,0.81982696,0.7658833,0.8596791,1.2188653,1.0591886,0.96619403,0.8537452,1.1903069,1.0242829,1.0990903,1.1240411,1.1378968,0.0,1.0247208,0.74584764,0.98746306,0.97518724,1.1596738,1.1465685,1.0972981,1.1211033,1.0829414,0.88088405,0.6748191,0.75295544,0.9649425,0.9614943,0.66351354,1.0562357,1.0573939,1.3306537,0.39064944,0.34682524,0.71561056,0.9593901,1.0365977,0.9449924,1.0486921,0.9919705,1.1134686,0.89390475,0.88009316,0.87302256,1.062145,1.2336128,1.1067768,0.65076107,1.1911924,1.2560401,1.152225,0.5835113,1.2661535,0.7957629,1.2216294,0.7072375,1.019124,0.9881593,0.45611602,1.247381,1.1293911,1.2336073,1.1403182,1.2961366,0.8341614,0.7203891,0.86110806,0.6593702,0.65124977,1.1375834,1.1604887,1.031004,0.63438755,0.71690536,1.1564531
ladder,1.2876129,1.0802155,1.3294713,1.0585545,1.2150891,1.2034453,1.2153127,0.7935351,0.8231557,1.0564724,0.7477925,1.2078001,0.7048747,1.0400114,1.1858184,0.85521066,0.97447336,1.0868119,1.2225939,0.91042835,1.0852858,0.9663825,1.0312895,1.1374747,1.1031783,0.9291852,1.1146662,0.615787,1.211358,0.7662824,1.207988,1.2139338,0.8276458,0.6995743,0.9094025,1.2304852,0.60705966,1.1394168,0.9540304,0.9084953,0.47196972,0.98868173,0.8435775,1.2239852,1.1397281,1.2689264,1.3626375,0.871649,1.0355955,1.0545228,1.2707016,0.89945424,1.2180614,1.0698521,1.3009541,0.9367455,0.98087406,1.0747504,1.239702,1.0000288,0.7760029,0.92196655,0.9268021,0.9489971,1.0247208,0.0,1.0708888,0.9215377,1.1472465,1.1540082,0.8853991,0.989949,0.60186845,0.986536,1.2835555,1.2462796,1.1679505,1.1864908,1.2019664,0.87834054,1.0145508,0.9524629,0.9370606,0.9680677,0.953414,1.165993,1.0987332,0.7564912,1.1803913,1.0801706,1.164326,0.8179486,1.0812597,1.3489525,0.7008555,1.0656941,1.0427213,1.0622939,0.89270246,0.8030653,0.9433645,0.97406805,0.8166932,0.7845449,1.0969615,0.7483137,1.326134,0.9372576,1.2798655,1.1390733,1.0218548,0.50310344,0.95545894,0.8954738,0.7660947,1.2218213,1.3054106,1.1990513,0.8922657,1.2117069,1.0126464,0.92082065,0.8749532,0.6366058,1.212577,0.6419244
lamp,0.6396262,0.9038783,0.5869798,1.4282471,0.8763517,0.58835155,0.7819938,0.8257353,1.1384413,1.0872805,1.4684281,0.7300379,1.086351,1.5638809,0.5885679,1.4761281,1.3580383,0.43888068,0.45676297,1.4216654,1.0604718,0.71614766,0.48341256,0.5689205,0.22405457,0.5326021,0.80535734,0.8256903,0.39144182,1.1480653,0.91466725,0.95949143,1.2438687,1.4033358,1.3279977,0.28461647,1.382687,0.3176331,1.1638813,1.0529504,1.0373182,0.9046219,1.3750422,0.64556265,1.0778692,0.71706486,0.39226472,0.9746764,1.0411795,0.9591657,0.77088886,1.3150805,0.802919,1.0477475,1.0899531,1.1849234,1.2455337,1.4110234,0.5250964,1.1375182,1.2280252,1.1325933,1.05549,1.4865286,0.74584764,1.0708888,0.0,1.1026785,1.0775107,1.3380842,1.0744834,1.4668052,1.1157575,1.3341467,0.401178,0.55183667,0.67294014,0.62186146,0.43988,0.7716009,1.4667574,1.2977576,1.4559388,0.74786794,0.7186996,0.8179801,1.0798265,0.80546147,1.1361659,0.91718894,0.86174643,1.2587681,0.97760147,0.5604619,0.7167313,1.2580116,1.1653255,1.3756759,1.1280828,1.4993625,1.2942804,1.3140328,0.6117917,1.2431178,0.43950927,1.2738295,0.35479707,1.3589895,0.78233564,0.57884663,1.1889727,1.2425562,1.4200909,1.2743944,1.552495,0.38788903,0.649907,0.503065,1.2837073,0.5478339,0.9670516,1.4078352,1.0228064,0.5532896,0.29475892,1.0612987
leg,1.154826,0.7087996,1.1876906,0.66807145,1.175593,1.086703,1.1448973,1.2412643,0.88335115,1.0657085,1.0428729,0.90538317,0.91430753,1.0086032,1.2341815,1.0968422,1.1922338,1.164128,1.2140961,1.1281406,0.90023035,1.0640104,1.1798351,1.0362194,1.1129676,1.1611127,1.0002791,0.9763381,1.1363662,0.9987914,1.1501548,1.0053437,0.7632705,0.92892253,0.8483578,1.1592737,1.0290757,1.181366,1.1257024,1.1101208,0.84176415,1.1709957,0.8430248,0.98915833,1.1169579,0.7788737,1.1880379,1.0187424,0.6906207,0.79860723,1.2672455,0.9504385,0.9927095,1.0173539,1.0984219,0.8445925,0.909845,0.67752445,1.2086928,1.1186486,0.96997786,0.99786896,0.9727766,0.759941,0.98746306,0.9215377,1.1026785,0.0,0.9474388,0.9462172,0.9954142,1.0294954,0.959985,0.9059411,1.0638872,1.2252043,1.1330603,1.1423421,1.1375318,1.08476,0.6799047,0.81333935,1.0721972,1.1556355,1.1164845,1.207069,1.0051386,1.0067014,0.97780883,1.1503155,0.8863909,1.0376639,1.1012738,1.1059967,0.9388225,0.98526394,1.1361792,1.0160143,1.1130447,0.72604644,1.1431617,0.72396207,0.8640805,0.9653883,1.0783206,0.9194948,1.0800134,0.69616413,1.0743881,1.0381261,1.0558844,0.9073932,0.9404188,1.0550778,1.035054,1.2568398,0.7814194,1.1108453,0.8552628,1.2568254,1.3154752,0.99523854,0.95724297,1.0871007,1.1811064,0.86296415
meat,0.9438307,1.0581129,1.0331125,0.9265137,1.0939229,1.0269624,0.82558596,1.0553216,1.1257418,0.94508094,1.1182977,0.9804776,0.8779234,1.1234822,1.0791351,1.0248921,1.1023486,1.1272162,0.94767094,1.1457716,0.37759507,1.0048758,0.96237326,0.88695014,1.0521048,1.0561204,0.9542731,1.1316652,0.99458987,1.0812216,0.9393747,0.70264906,0.7590374,1.1030833,0.5873756,1.0989738,1.1716691,1.072244,0.99507576,1.0446789,1.0773103,1.1248507,1.1087677,1.0727168,0.97218597,1.0744158,0.9055992,1.0642011,1.0475069,1.123828,0.9867966,1.0238254,1.0748148,0.99285614,1.0385077,1.0891958,0.4624641,1.0641714,1.1648687,0.98518825,1.1312493,1.2393436,0.9583512,1.0962747,0.97518724,1.1472465,1.0775107,0.9474388,0.0,0.9035158,1.0551243,0.999476,1.1181,0.5032378,1.1038144,1.0332841,1.1188208,1.1733493,1.077135,0.98139656,1.0149313,1.0876775,1.1304997,1.0565393,1.0984937,0.8653096,0.6078925,1.0563796,0.5513755,0.9645341,0.9196084,1.1356888,0.94371456,1.0864863,1.0094095,0.9968248,0.9213794,0.9816109,1.1586506,1.1041726,1.1544178,1.0765902,0.9269084,1.163413,0.9938859,1.124148,1.0585895,1.0698937,0.8310568,0.979458,1.1152253,1.1046038,1.1469558,1.1457529,0.96504253,0.9554877,1.0407586,1.0247307,1.0611444,1.0357066,1.1547239,0.9130243,0.8089087,1.2007421,1.1169393,1.033784
melon,1.210418,1.140977,0.76014185,0.78825104,0.8417386,0.90928334,0.8125793,1.1595879,1.0942384,1.1247828,1.0434376,1.1735078,1.10877,0.8746184,1.1933879,0.98208904,0.9425502,1.1595454,1.0656134,0.9000207,0.9363359,1.1078086,1.204395,1.1453811,1.3257594,1.2174461,1.2164559,1.3205147,1.1805108,0.9998202,0.760678,1.0009686,0.9571606,1.0740346,0.8645442,1.3178642,1.012255,1.1082664,1.0033268,1.036233,1.1269952,1.0395321,1.0142232,0.9464635,1.0789144,1.0869281,1.2538085,1.0818408,0.9261681,0.8930025,1.0718584,0.7370852,1.167478,1.012361,0.62319416,0.99222803,0.7804607,0.6506668,1.314675,0.9929699,0.8666656,1.1930611,0.84360254,0.9792215,1.1596738,1.1540082,1.3380842,0.9462172,0.9035158,0.0,0.89943874,0.93477523,1.0191041,0.8005172,1.203906,1.2416979,1.2579331,1.076149,1.1441451,1.1920764,0.9120779,1.0632653,0.8902171,1.1365567,1.1166527,1.2000456,0.89019656,1.1082371,0.78073573,1.0871981,0.9937467,1.0403636,1.011169,1.1502677,1.1058046,1.0426763,0.9475964,0.9303132,0.91423553,0.9407583,0.95653474,0.98627985,1.1153723,1.0057927,1.2737508,1.0292506,1.3012602,0.94757986,0.9141317,0.99682766,0.9007931,1.0253557,0.93780196,0.76455396,0.7728891,1.123222,1.1308212,1.2239776,0.7718952,1.2775238,0.9070754,0.60614085,0.93585193,1.3166837,1.307112,1.0698903
milk,1.2370242,1.0808293,1.1700228,1.0650493,0.99598914,0.9556687,1.0632497,0.8990169,0.9244404,1.1288325,1.0895845,1.0550594,0.9924109,1.0587962,1.1531575,1.0007905,0.9721881,0.4806127,0.9684867,0.93286204,0.9874755,1.0817535,0.8183157,1.1665709,0.94368005,1.0457871,1.1295004,1.017664,1.0962881,0.84839386,0.88494855,1.0922036,1.0093285,1.0552881,0.9939861,1.1922987,0.9596936,0.7752407,1.0171696,0.8859683,0.97383195,1.0181797,1.0575938,0.91868746,1.0559629,1.268353,1.2014954,0.88425624,0.95035076,1.0978633,1.1493552,0.89545566,1.2766246,1.0490378,0.92835706,1.0762823,0.9250766,1.0510389,1.2100211,1.0007015,1.0237403,1.1102496,0.21513814,1.1974312,1.1465685,0.8853991,1.0744834,0.9954142,1.0551243,0.89943874,0.0,1.0039183,0.7932516,0.9876955,1.2218747,1.0471961,1.0783739,1.0394315,1.1231997,1.0079058,1.0994703,1.1870917,0.9873585,0.97546446,0.9838091,0.99755055,1.1350392,0.90277106,0.9603104,0.95506,1.077731,0.8617679,1.0040941,1.3128829,0.7751247,1.1532465,1.0923889,1.1308469,1.0091431,1.0326681,0.9014125,1.2289332,1.0475703,0.96377295,0.9984416,1.0040464,1.22004,0.9114052,1.0843091,1.0749521,0.8374909,0.9562,1.0022602,1.0071484,0.95835435,0.96640867,1.226352,1.2609129,0.9636853,1.043243,0.85469437,0.8057605,0.935503,0.8638407,1.173667,1.0497324
mitten,1.1088724,0.9741857,1.2740347,0.83050567,1.1154163,1.2922686,1.1582333,1.1163453,0.9604278,0.9689183,0.70185894,1.2019191,0.9966737,0.69554114,1.2041306,0.63388276,0.8908427,1.3121561,1.3438286,0.8718461,0.8888174,1.178131,1.2378978,1.2183521,1.3790634,1.380401,1.0858912,1.0500348,1.3303407,0.9013299,1.0590273,0.896923,0.89417684,0.70854837,0.7274102,1.3728683,0.8211169,1.3770626,0.8914698,0.9787278,1.0818222,1.0063102,0.8019674,1.2268823,0.93742245,1.1722554,1.2342769,1.0305706,0.96631664,1.1496607,1.042812,0.8508107,1.112165,0.743486,0.9589582,0.89101195,0.8476924,0.8497004,1.0451705,1.0896454,0.8392066,0.9328358,1.0000756,0.6612256,1.0972981,0.989949,1.4668052,1.0294954,0.999476,0.93477523,1.0039183,0.0,1.0032047,0.7325221,1.3270568,1.1080822,1.2629132,1.228974,1.3242612,1.1009821,0.6937397,0.78642505,0.8337116,1.1597552,1.2066661,0.94907767,0.84623384,1.1832991,0.97215235,1.1712337,1.1689616,0.79373217,1.0656819,1.1495776,1.2236476,0.6856538,0.8301667,0.8544763,0.93614507,0.7793274,0.7325468,0.7747605,1.1888009,0.96976,1.3223977,0.85164374,1.2990276,0.5683556,1.1755587,1.2555351,0.93878007,0.84868896,0.771311,0.9672115,0.7387145,1.301979,1.1213391,1.2393858,0.8614299,1.0133215,1.0305772,0.8821634,1.0902249,1.2336547,1.4101146,1.0680529
motorcycle,1.2723336,1.103259,1.2546325,1.0702718,1.0315944,1.113289,1.2575936,0.94665116,0.9076445,0.9840686,0.90650654,1.071709,0.77154505,1.0838244,1.1741524,0.9883654,0.97062737,1.0282127,1.1465456,0.86187774,1.1400869,1.056008,1.1477613,1.1450659,1.1722176,0.9462079,1.0792152,0.75863445,1.1624521,0.9050102,1.1407124,1.220709,0.98508936,0.784339,1.0017425,1.2708517,0.78376424,1.1072295,0.8992461,0.9087489,0.74765444,0.9970879,0.8710613,1.2012315,1.0820247,1.3627025,1.2888739,0.8319403,1.112927,1.1338613,1.2519376,0.74576193,1.2097299,1.1663605,1.2403028,0.9403441,1.0041056,1.0967932,1.1776825,1.015447,0.8762866,0.9910816,0.85406375,0.9495858,1.1211033,0.60186845,1.1157575,0.959985,1.1181,1.0191041,0.7932516,1.0032047,0.0,1.0499631,1.2907205,1.3022892,1.172453,1.0530542,1.2059035,0.90728635,1.1144141,0.9572572,0.9515672,0.9909503,1.0310887,1.151023,1.2164085,0.82910895,1.1272299,1.0433111,1.065315,0.6347638,0.7166741,1.2014889,0.830288,1.0021281,1.0352663,1.0196576,0.91650826,0.8887957,0.8074831,0.9462866,1.0011307,0.86313057,1.0435551,0.9661262,1.2888987,1.0300736,1.2090299,1.0222844,0.8456683,0.41451973,0.9047845,0.90255624,0.8918665,1.1894817,1.3557882,1.2754767,1.0385134,1.2896423,0.8818104,0.85690784,0.86730886,0.68507415,1.2016268,0.86809975
muffin,1.1015921,1.0675913,1.1678334,0.9270088,1.1479801,1.1741873,1.0351075,1.1629301,1.1039236,1.0084814,0.9466489,1.2226486,0.98518974,0.8859196,1.1652595,0.9081409,1.0125341,1.2619905,1.1029614,1.0296638,0.31441957,1.2447509,1.1352276,1.1646881,1.3263068,1.2717468,1.1185355,1.234105,1.1580622,1.0291226,0.9636161,0.53533995,0.7825161,0.9524851,0.1793096,1.319461,1.0159767,1.2361078,0.9008856,1.0542973,1.0512522,1.1604928,1.0252604,1.1373962,1.0754552,1.096701,1.1640608,1.0945386,0.9938788,1.0373209,1.0815539,0.9729777,1.1411362,0.99122083,0.9380806,0.949426,0.3138908,0.8687502,1.2352732,0.9712097,0.9966101,1.1536317,0.93409324,0.913362,1.0829414,0.986536,1.3341467,0.9059411,0.5032378,0.8005172,0.9876955,0.7325221,1.0499631,0.0,1.2172651,1.143454,1.2691315,1.1735799,1.2146176,1.1624861,0.84533274,1.0430632,0.96927935,1.1951166,1.2060143,1.0836473,0.26952064,1.1135263,0.40456474,1.0164663,1.0828837,1.0428249,1.0782142,1.1637188,1.1490493,0.9414863,0.8199797,0.9106189,1.10838,0.9103519,1.0546143,0.8998686,0.9796669,1.0584464,1.2722775,1.0885707,1.2649465,0.966924,1.006588,1.1545135,1.1086648,1.0356814,1.0407689,1.0401356,0.7098657,1.1137681,1.1533078,1.1213183,0.9047617,1.1622742,1.1760935,0.69321793,0.9969593,1.3631876,1.3301685,1.0178771
nail,0.7962604,0.83467716,0.30683136,1.2791061,0.8050976,0.65430564,0.72949255,1.0787668,1.2697539,1.0002158,1.3666258,0.8066477,1.3042575,1.3662732,0.72063196,1.4065229,1.3412211,0.51451683,0.5866872,1.3808411,1.04301,0.9998628,0.7761567,0.827902,0.4788202,0.77936697,0.8597124,1.1020861,0.46103156,1.1953999,1.0129104,0.9171221,1.145899,1.349858,1.2425625,0.281749,1.4137509,0.45704257,1.2144843,1.1240516,1.311167,1.028665,1.2809608,0.58707273,0.9940444,0.35077775,0.5478145,1.1554863,0.9474707,0.79499674,0.90940905,1.3454857,0.5271498,0.99989825,0.8204638,1.0388452,1.2324427,1.1572224,0.26991343,1.1784227,1.2696865,1.0422031,1.1827728,1.2846425,0.88088405,1.2835555,0.401178,1.0638872,1.1038144,1.203906,1.2218747,1.3270568,1.2907205,1.2172651,0.0,0.5202879,0.6062654,0.65278983,0.21785092,0.97523105,1.2381446,1.1475351,1.3837862,1.005325,0.965104,0.9370372,0.9150245,1.0617782,1.0525389,1.0737983,0.76226056,1.333447,1.0528578,0.40652657,1.175869,1.1638722,1.1690549,1.1579771,1.2432116,1.3136258,1.2345847,1.0966996,0.72959757,1.2661804,0.7395007,1.2773323,0.12188387,1.2264336,0.71241975,0.8030212,1.2302092,1.3587339,1.2619903,1.1925132,1.4885472,0.52576905,0.35920036,0.23611784,1.2112305,0.5411147,0.99862117,1.384909,1.1155385,0.97340643,0.18892384,1.2595983
napkin,0.6995157,0.84615093,0.6725431,1.2546523,0.9546772,0.7622553,0.8516576,0.92262447,1.2573655,1.1093941,1.249996,0.689711,1.0656102,1.276007,0.7028543,1.0916255,1.2407602,0.54537225,0.53714097,1.4000763,0.9829273,0.8019304,0.49844545,0.8004081,0.44542813,0.794489,0.92336476,0.89575386,0.69439983,1.0337938,1.0104185,0.8154195,1.1387999,1.2349814,1.2273831,0.40980387,1.3660202,0.52507234,1.2178737,1.0746361,1.2889638,1.0404592,1.2180474,0.7495512,1.0523672,0.7516644,0.4065001,1.1227665,0.9149755,1.010998,0.77605027,1.4116545,0.8926649,0.82647955,0.88433003,1.2522329,1.2184625,1.3120434,0.5488119,1.171906,1.2714646,1.0192755,1.0596018,1.1888262,0.6748191,1.2462796,0.55183667,1.2252043,1.0332841,1.2416979,1.0471961,1.1080822,1.3022892,1.143454,0.5202879,0.0,0.6480866,0.8029947,0.61153114,0.8276572,1.0505742,1.121104,1.4024036,0.81622744,0.7981544,0.47630125,0.9561302,1.036333,0.9794981,1.0001837,0.8553075,1.2110258,1.0334548,0.6366213,0.98610914,1.1968005,1.1969956,1.1221187,1.0666108,1.294424,1.1676,1.2170209,0.8905059,1.2822157,0.620331,1.2823668,0.37210858,1.0325394,0.8912796,0.81736416,1.2607236,1.2832601,1.1909388,1.1917477,1.4043318,0.47497737,0.6742534,0.60623705,1.052659,0.04781747,1.018186,1.301847,1.0155858,0.735056,0.43455774,1.3011544
necklace,0.7921957,0.752107,0.77683187,1.2066715,0.8840813,0.860353,0.8386517,0.9702436,1.32368,1.0737959,1.39958,0.6891129,1.1618261,1.2866482,0.73975956,1.2667408,1.2319064,0.7074504,0.81040156,1.337563,1.064835,0.8536949,0.7612569,0.8639766,0.6003014,0.7957864,0.9289811,0.8847751,0.6836223,1.0246059,0.96219593,0.94242996,1.187052,1.3443244,1.3371181,0.46341455,1.416405,0.7490918,1.1475093,0.9965398,1.1905596,0.8994256,1.0738058,0.8601367,0.9474227,0.6687535,0.71930695,1.1075473,0.87877953,0.8604,0.8716839,1.3600419,0.6655413,0.7971594,0.9051417,1.1889598,1.2694603,1.1898513,0.6039871,1.1116905,1.2426677,0.69160664,1.1226969,1.1678859,0.75295544,1.1679505,0.67294014,1.1330603,1.1188208,1.2579331,1.0783739,1.2629132,1.172453,1.2691315,0.6062654,0.6480866,0.0,0.7727433,0.74624974,0.77655447,1.1516482,0.9797687,1.3538468,0.7257949,0.6929297,0.8005345,1.0495329,0.99465567,1.0576872,0.90398145,0.8061594,1.1349831,0.99472845,0.7138464,1.0749282,1.1966692,1.1406599,0.8405436,0.965638,1.1137358,1.1715457,1.2371482,0.9168564,1.1929891,0.96125746,1.3368695,0.5360276,1.0488633,0.7521461,0.7869072,1.2237672,1.266398,1.0569781,1.1788756,1.474092,0.7365066,0.62367177,0.63386893,1.1047899,0.6178516,0.9787206,1.3369654,1.0636835,0.6833956,0.47303224,1.238557
nose,0.9484398,0.99049234,0.66225994,1.3472273,0.67163485,0.6056548,0.8008144,0.9329044,1.2665676,1.0244106,1.2411028,0.9420134,1.1691225,1.2521296,0.6491624,1.1638933,1.1942712,0.67681587,0.76284313,1.2360634,0.99834913,1.0046818,0.86021745,0.8990578,0.7305549,0.88580185,0.80074346,1.0281706,0.55227387,1.1175525,0.7574971,0.97316337,1.2200971,1.3044914,1.181668,0.71281624,1.2541751,0.6240338,1.0070351,0.9304816,1.2570723,0.9529613,1.2570647,0.66015863,0.95922333,0.9090967,0.8266592,1.0852257,0.94915235,0.86700183,0.8756628,1.1647936,0.9784774,1.0062041,0.9514319,1.1139778,1.0445429,1.1991544,0.6974324,1.0179942,1.178416,1.0600696,0.9838231,1.3332171,0.9649425,1.1864908,0.62186146,1.1423421,1.1733493,1.076149,1.0394315,1.228974,1.0530542,1.1735799,0.65278983,0.8029947,0.7727433,0.0,0.72613764,0.97697765,1.360064,1.1934094,1.2385237,0.95181346,0.89322215,0.87484807,1.147043,1.0314509,1.0629203,0.933784,0.89077353,1.016686,0.8969357,0.7020359,0.98376226,1.009164,1.016365,1.2672559,1.1511791,1.3605037,1.0670874,1.277775,0.9222503,1.1739148,0.94344926,1.2407048,0.70029974,1.2347333,0.8680484,0.7407781,1.1270618,1.197658,1.28965,1.0930188,1.2435224,0.54532063,0.8456477,0.77298105,1.2323245,0.77864414,0.77342975,1.1330333,1.1604795,0.8949493,0.5989624,1.2418714
orange,0.7985031,0.99929243,0.31287557,1.2426859,0.8647481,0.7941853,0.67104375,0.9641033,1.2265109,0.9974074,1.2689183,0.88570285,1.2480049,1.3203967,0.7279248,1.2763267,1.1939604,0.4268527,0.4822626,1.2375653,1.0416807,0.94869065,0.75865364,0.8947414,0.5016421,0.74815285,0.948966,1.073361,0.58180577,1.1808805,0.99737495,0.95794433,1.1728805,1.282838,1.231476,0.39112484,1.2854488,0.3998716,1.1881132,1.0909415,1.2143427,1.0663292,1.2431327,0.7592995,1.0121927,0.6154805,0.5539618,1.0763619,1.0415753,0.9689776,0.8971174,1.2210304,0.7564144,1.0663054,1.0433036,1.0912763,1.1755584,1.2847741,0.407813,1.1061337,1.1995976,1.0099685,1.1293648,1.2969925,0.9614943,1.2019664,0.43988,1.1375318,1.077135,1.1441451,1.1231997,1.3242612,1.2059035,1.2146176,0.21785092,0.61153114,0.74624974,0.72613764,0.0,0.95216924,1.3040997,1.17091,1.2466022,0.9936193,0.984686,0.93756294,0.99830526,0.98878086,1.0857754,1.0744342,0.8680389,1.2732006,1.0106072,0.5743187,1.0254802,1.1821786,1.0857377,1.2186508,1.1891679,1.3132797,1.1938779,1.127688,0.771633,1.2176646,0.6418381,1.2097671,0.30594808,1.2808094,0.7310858,0.8992908,1.090361,1.2903287,1.200553,1.1811626,1.3656982,0.56587285,0.6728654,0.47719616,1.2637507,0.581496,0.9180732,1.3053643,1.0914258,0.94965243,0.28589356,1.1940391
oven,0.92921567,0.93618554,1.0173478,1.0396974,1.0894933,1.0914583,1.0123817,0.79048085,1.0549132,1.1031116,1.3133541,0.6983118,0.68938196,1.39261,0.9852686,1.3300188,1.1306858,0.79079944,0.7611755,1.158335,0.98887765,0.6973414,0.46134418,0.8349755,0.52299607,0.76420075,0.9813369,0.49211186,0.90398335,1.0284008,1.0265754,0.98923105,0.96870214,1.1161433,1.271873,0.75287914,1.1228507,0.7434575,1.1701858,1.0319304,0.7203021,0.7120544,1.078147,1.1247699,1.0042964,0.90862244,0.8232677,0.99725163,1.0130718,1.1158059,1.0345945,1.1692104,0.92172086,1.0152186,1.1571549,1.1453702,1.145725,1.1989055,0.8227403,1.150664,1.316727,0.9982808,1.0713128,1.08682,0.66351354,0.87834054,0.7716009,1.08476,0.98139656,1.1920764,1.0079058,1.1009821,0.90728635,1.1624861,0.97523105,0.8276572,0.77655447,0.97697765,0.95216924,0.0,1.117146,0.83151656,1.3000968,0.87129015,0.8852024,0.89545274,1.0221604,0.8115684,1.070097,1.0724038,1.0012828,1.0479469,0.6222576,0.8269747,0.55004185,1.1391075,1.0763366,0.99994135,1.0658036,1.1247925,1.2836297,1.1510159,0.81596833,1.1452869,0.71849954,1.1897565,0.8340222,1.0924376,0.8883289,0.721336,1.224303,0.9180979,1.1159183,1.294774,1.3417621,0.9204254,0.8754694,0.9270265,1.1932579,0.77972007,1.1231937,1.2671387,0.80752695,0.472624,0.79653984,0.9100173
pajamas,1.1746625,0.7810246,1.3607033,0.4456817,1.2946038,1.3064805,1.292011,1.3056293,0.8339528,0.88433063,0.6099699,0.96561676,0.8440331,0.5836755,1.4485161,0.6910088,1.0050616,1.4170372,1.348933,0.94277793,1.0765914,1.0842137,1.3246307,1.2111405,1.3697584,1.3600057,0.9995087,0.9299057,1.3708644,0.9006206,1.2987666,1.0530889,0.7797415,0.5634416,0.8950039,1.3567772,0.81612027,1.465291,1.0791777,1.0404555,0.94260126,1.1053156,0.5004059,1.1818068,1.0247576,0.95289147,1.2571838,1.1322743,0.83076274,0.98292,1.328312,0.9436163,1.0048302,0.9269124,1.0271956,0.90170825,1.0057981,0.538507,1.2241421,1.1291802,0.916627,0.8216893,1.1444714,0.3567683,1.0562357,1.0145508,1.4667574,0.6799047,1.0149313,0.9120779,1.0994703,0.6937397,1.1144141,0.84533274,1.2381446,1.0505742,1.1516482,1.360064,1.3040997,1.117146,0.0,0.5758289,0.89269054,1.2823713,1.2858652,1.1028367,0.91251814,1.2334161,0.9488359,1.2529032,1.0475756,0.9820529,1.1822658,1.0892584,1.1755311,0.85390204,1.1405216,0.68756115,1.0138541,0.34827507,1.005397,0.6359281,1.0881648,0.86039853,1.20062,0.7221848,1.2068919,0.5355536,1.2648003,1.2839062,0.9431951,0.8606975,0.51908326,0.86921525,0.7461768,1.4023172,0.9449077,1.1757525,0.7466735,1.0973971,1.3457682,0.86736727,0.9529963,1.3121532,1.3392298,0.94695663
pants,1.0758938,0.93805045,1.2741258,0.61082953,1.2342277,1.3246448,1.2819574,1.177105,0.8649809,0.81919813,0.8532187,0.90200526,0.7488029,0.91512173,1.2661294,0.95854753,1.140466,1.3025575,1.2429596,1.0408362,1.2062922,0.94877255,1.2036494,1.0411983,1.1534046,1.1986166,0.81143785,0.72169566,1.3540833,0.8717645,1.3220421,1.1131142,0.83737785,0.6961014,1.0539466,1.2248318,0.8895613,1.3643682,1.1341051,1.2737322,0.79225826,1.0728555,0.4461807,1.2970169,1.1738325,0.9930843,1.154122,1.0907428,1.0335085,1.1411592,1.3107567,0.92268527,0.9268578,1.0895665,1.1422671,0.87146837,1.1279742,0.8453953,1.0822574,1.1784275,0.89656925,0.49133068,1.1579406,0.2452439,1.0573939,0.9524629,1.2977576,0.81333935,1.0876775,1.0632653,1.1870917,0.78642505,0.9572572,1.0430632,1.1475351,1.121104,0.9797687,1.1934094,1.17091,0.83151656,0.5758289,0.0,1.0084968,1.2763903,1.294553,1.2330434,1.0170817,1.1153374,1.1123021,1.3451596,1.1024752,0.8035625,1.144251,0.9206371,1.0878627,0.8164009,1.1277843,0.5859678,1.0781056,0.46967053,1.0405985,0.5777067,1.0074252,0.8596151,1.091559,0.8010292,1.1015104,0.75219595,1.1324928,1.1590127,0.9499223,0.65856147,0.5363519,0.9984707,0.9431659,1.4360845,0.9866229,1.0613179,0.94279754,1.150343,1.4143766,0.994983,0.9098888,0.9526409,1.1883335,0.868304
