,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
firetruck,0.72748566,1.14609,0.96402025,0.84671056,1.0932565,1.1158949,1.0482411,1.1509789,0.85610765,0.67721653,1.2642343,0.97749835,0.7441182,0.81161594,0.78659713,0.8213618,1.2443165,1.1433723,0.84880877,1.1664413,1.311867,1.3592062,1.0342715,1.3986223,0.96839005,1.0319571,0.79770195,1.0609946,0.9522372,1.1716821,0.92515254,0.8859952,0.78221387,1.1707613,1.0059927,1.1649544,1.265937,0.8579314,1.2569795,0.75359374,1.073049,0.8802129,1.1055663,1.0967553,0.7975625,1.1977133,1.0695916,1.1573337,0.87369215,1.1643685,0.0,1.0754782,1.2390666,1.1419458,1.1233816,0.89964664,0.811826,1.178343,1.0736525,1.010751,0.8951004,0.9413986,0.8401467,1.1559883,1.0798129,1.134054,0.9612922,0.89749026,0.8105318,1.1476556,0.96969473,1.1176126,1.0382857,0.9767422,1.0215976,1.0051003,0.7670107,1.2070391,1.0247095,0.91409135,1.1776096,1.1269009,1.1663889,1.212165,1.0775651,0.9603969,0.7504854,0.825122,0.8958302,0.69680595,1.228612,1.201769,0.9872171,1.0593181,1.3933997,0.9902041,1.285835,1.0199038,1.0261761,0.9326238,0.895322,1.1564354,1.2808813,0.9359761,1.2234731,0.8594818,0.9858411,0.8370087,1.0028998,0.9534182,1.2589648,0.81205726,0.940976,0.5381679,1.2737963,0.79819256,1.200051,1.2058421,1.1347591,1.1234645,1.1615328,1.0868361,0.9877025,0.91753924,0.5865042,1.2127922,1.2284434,1.2862277,1.0018016,1.0706408,1.0604002,0.6988257,1.3058658,1.2592375,0.9451177
fish,0.64881516,0.888059,0.935522,1.1625547,0.8254826,0.87591666,0.85797,1.1202843,1.1362832,1.167964,0.87983865,1.116584,1.2480216,0.9714414,1.0435225,0.92818755,0.9442724,0.95991987,1.1561754,0.8867612,0.9754541,1.114026,0.64916,1.1710358,0.9506869,0.7807419,1.0731986,1.2573569,1.011656,0.96694314,1.187315,1.1646099,0.8844242,0.9670018,1.1368482,0.84759593,0.73922896,1.1395303,0.9477961,1.1213217,0.94890887,0.9990028,1.1731889,1.0939472,1.2828186,1.1205198,1.0096993,0.9889471,1.1772166,1.044927,1.0754782,0.0,0.71340376,1.069491,0.9181234,0.68329847,1.0973283,1.0316955,0.81080544,0.7579722,1.2176514,0.9333593,1.1609905,1.0524074,0.8184142,1.0290351,0.9020057,1.1773503,1.1997375,0.9167158,1.2092451,0.89121956,1.0435045,0.83080435,0.9854134,0.97591686,0.8112451,0.9338959,1.049407,0.9838686,0.86946946,0.9493155,1.1095996,0.995764,0.91153264,1.1851895,0.94838345,1.2092413,1.2767705,1.0343081,0.7790874,0.7961144,0.8692238,0.9182185,0.8806143,0.9230703,0.92027974,0.98905814,0.90317184,0.88723475,1.1520461,1.0373836,0.9148814,1.1537052,0.8272371,1.021608,0.83022726,1.2863473,1.040786,1.2670588,0.82499826,1.1932176,1.0176201,1.1219196,0.8734671,1.1358061,0.8846455,0.72280586,1.110683,0.9113907,0.8671791,0.8691287,1.0790441,1.2945853,1.1763923,0.8934339,1.084849,0.8910987,0.94974935,0.95643103,0.7576653,1.1260834,0.95599073,1.0273015,1.0311756
flower,1.0750008,0.82084346,1.0343847,1.3677081,0.8574355,0.87580985,0.7165784,0.8326088,1.3159583,1.3516295,0.91056716,1.2016957,1.3303235,1.2544172,1.3284711,0.98661613,0.56948066,0.784936,1.1944518,0.77608585,0.8563529,0.75606006,0.6081851,0.8666037,0.9831435,1.0314975,1.1489803,1.1145204,1.0649815,0.67175627,1.1811665,1.1263547,1.1965759,0.763017,1.0884148,0.9159181,0.6901389,1.1803215,0.6727977,0.9823656,0.71137667,0.91915303,1.0844928,1.0783391,1.2874594,1.1288694,0.9773567,1.0780941,1.2133465,1.1219699,1.2390666,0.71340376,0.0,1.102142,0.8202865,0.8108811,1.0631075,0.92742795,0.9856365,0.79805076,1.2354612,1.0665653,1.1869668,0.9031964,0.693926,1.0406407,1.1005889,0.9782455,1.3381042,0.90271974,1.0696427,0.79379404,1.1522251,0.8335825,0.9879837,0.9867315,1.242013,0.9009187,0.9057303,0.93913233,0.8101013,0.94521016,1.1415612,1.0258178,1.0066855,1.1654809,1.1517632,1.2714875,1.3194059,1.2628132,0.6959714,0.66129196,0.91001993,0.8771898,0.7440233,0.90262836,0.4327349,0.87618434,0.8381875,1.0274184,1.0656877,0.7270425,1.0779754,1.0740148,0.44450068,1.1622956,0.801328,1.2705429,1.1254032,1.308145,0.59769166,1.2579426,1.1645111,1.2239996,0.7890918,1.1709017,0.72339755,0.92926323,0.9392439,0.78570527,0.8136991,0.8397212,1.0361032,1.226891,1.3044536,0.80412555,1.1107767,0.88178086,0.98349303,0.97574866,0.6978945,1.2375458,0.7193604,0.9286168,0.9795094
foot,1.1219567,0.94943047,0.8603926,0.8975413,1.0431248,1.0497587,0.9986781,1.0377458,1.1910155,1.1559753,0.9385894,1.1199437,1.0479169,1.0961199,1.1538036,1.0887537,1.0018963,1.126974,1.1614513,0.9909483,0.94177717,0.93191355,1.0507916,0.9141868,1.1437559,0.97625005,1.1632754,1.1064222,0.825788,1.0967946,1.1604004,1.1509393,1.0803381,1.0342993,1.1068914,0.9065514,0.896245,1.2018725,1.0210525,1.1872818,1.0943203,0.9795958,1.0833526,1.103173,1.0042334,0.8047242,1.0052524,0.91219074,0.9831833,0.56234276,1.1419458,1.069491,1.102142,0.0,0.96818703,1.0664402,1.141102,0.90342,0.8934289,0.9934076,0.9575232,0.9918203,0.8547076,1.0394559,0.7831711,1.0381801,1.107313,1.0993669,1.0292239,0.96147287,1.1232468,1.0287403,0.7433982,0.94242585,1.0188208,1.0356919,1.1052829,0.98319906,1.0988587,1.1598761,0.9399258,0.99016553,0.78261304,0.8260985,0.99399066,1.1566393,1.1711005,1.0936025,0.9660238,1.1295137,0.9161182,0.93041563,1.0518665,1.0166721,0.9548473,0.973637,1.0235105,1.1739955,0.8781906,0.97733265,1.1594563,1.0655721,0.9244133,1.1765113,0.9940468,1.08387,0.9940847,1.111192,0.62388813,0.94331914,1.0219214,1.0614818,1.1977292,1.1719584,0.76681703,1.0963341,0.9912844,0.88222754,1.0577075,1.0334696,0.99847883,0.96247166,1.151949,1.1020373,1.1946614,1.0523131,0.31297648,0.85220945,0.914322,1.0151001,0.9834531,1.2207365,0.938545,0.8107648,1.080991
fork,1.2678232,0.9398504,1.0925934,1.2030432,0.9662599,0.8226707,0.8204001,0.65516126,1.0668274,1.3368888,0.7198241,1.0626673,1.3606013,1.259474,1.3184013,0.88625973,0.7286964,0.6101134,1.046043,0.7817553,0.7467634,0.80222064,0.7663849,0.8793359,0.9591068,0.89510024,1.2673346,1.1149464,1.0207963,0.5711375,1.2098683,1.2118201,0.8039068,0.76691335,1.2575096,0.93062884,0.5923623,1.3233697,0.72491074,1.0692853,1.1611984,1.1243128,1.0675544,0.949072,1.397152,1.061894,0.7985799,0.8923038,1.237487,0.9800452,1.1233816,0.9181234,0.8202865,0.96818703,0.0,1.085005,1.2896523,0.89057225,1.0927758,0.88719845,1.2667434,1.1613957,1.145932,1.0325012,0.8977907,0.79471964,1.0846785,0.918088,1.4156215,0.30854785,1.1830733,0.6009383,1.102015,0.96350026,1.1191331,0.8572799,1.4248272,0.62995857,1.3006778,0.94307756,0.88128996,0.7398392,0.9965239,1.0586771,0.94631875,0.8735488,1.2754741,1.4236891,1.4090075,1.0459359,0.5135695,0.4736504,0.9588506,0.9551792,0.8914132,0.90536875,0.73644096,0.56880033,1.0182104,1.1949736,1.1283754,0.621611,1.0740575,1.1498429,0.87783855,1.3803244,0.689946,1.4108685,1.1060959,1.367985,0.55681,1.1794739,0.6924305,1.2808659,0.7880791,1.2669054,0.8752065,0.92240727,0.83683646,0.10985935,0.65031254,0.8162593,1.3012543,1.3453362,1.1940408,0.769496,1.0016025,0.86815405,0.9743279,0.8831752,0.86050963,1.0117025,0.60367006,0.8247006,1.0615511
frog,0.4478053,0.8527467,0.68417335,1.1764317,0.77063656,1.0961584,0.39329565,1.2333899,1.1890332,1.0949956,1.1863028,1.2801147,1.099076,0.86436355,1.0062991,0.98859,1.1424186,1.1149607,1.195238,0.8924399,1.2139728,1.2840052,0.78680766,1.3779969,1.0172706,0.84627914,1.119552,1.3441677,0.8559288,1.0277175,1.1965523,1.0193409,0.98722124,0.8168763,1.1512455,0.8150703,1.0419945,1.161298,1.2138236,0.9560105,0.7905345,0.625539,1.3247055,1.1993575,1.1436049,1.1430677,0.97081774,1.1763154,1.0429636,1.156563,0.89964664,0.68329847,0.8108811,1.0664402,1.085005,0.0,1.0288209,1.1773969,0.5067169,0.65826344,1.1331724,0.5818233,1.1049784,1.09724,0.84529555,1.2179719,0.83317506,1.0829964,1.1874071,1.1589807,1.2424097,1.2868116,1.1609766,0.8164392,0.74886876,1.010072,0.54350704,1.1954724,1.0214822,0.75649166,1.094101,0.87655926,1.2734445,1.0989941,0.8979441,1.2979075,0.8146742,1.0597098,1.2533959,1.0950658,1.0955493,1.073869,0.8210633,0.5427389,1.1730098,0.8912108,0.9086113,1.0675027,0.83098465,0.813801,1.0901003,1.1729348,1.1275105,1.205475,0.947003,1.1058409,0.7276649,1.1931403,0.85511863,1.224262,1.0594975,1.1076359,1.1777756,1.0046964,1.0749618,1.0772663,0.9033015,0.6359856,1.1324655,1.0215139,0.975247,0.90038013,0.9736308,1.2036526,1.1009784,0.8892278,1.1648221,1.1436219,0.9021155,0.8095818,0.47812885,1.0692087,1.2295731,1.1731324,1.2307949
glass,0.79823065,1.3586366,1.0718393,0.5660012,1.3444525,1.371487,1.2276301,1.0648817,0.76480585,0.7494434,1.347322,1.0125879,0.56849325,0.66559696,0.829708,0.9180161,1.373882,1.3029385,0.9284168,1.2986339,1.2713075,1.3265092,1.2765291,1.2692993,0.8222685,1.1500998,0.67162097,0.77649283,0.8154019,1.415704,0.7456046,0.8631794,0.9249356,1.3233414,0.9424716,1.0144218,1.4243356,0.65643597,1.3404204,0.74751955,1.0045096,1.0092909,0.8377146,1.0313718,0.62870437,0.97347313,1.39396,1.2079072,0.70899296,1.0464687,0.811826,1.0973283,1.0631075,1.141102,1.2896523,1.0288209,0.0,1.2057651,1.0154128,1.1170568,0.76510483,1.0337666,0.50842494,1.1986458,1.142721,0.84608316,1.038618,1.0683733,0.6729435,1.2225618,0.6547548,1.3432592,0.94865996,0.83163255,1.0504415,1.1909758,0.74561876,1.2794633,0.60733104,1.0363145,1.3497682,1.3370165,1.0484945,1.0817575,1.3354629,1.0044707,0.842056,0.5450231,0.69262004,0.71028256,1.3323936,1.3645961,1.1014364,1.0132906,1.2965093,0.9939056,1.2874136,1.0923468,1.0132638,1.0225635,0.8497207,1.3635259,1.1041775,0.78277004,0.92715895,0.7103967,1.3198289,0.50101256,0.9872833,0.7345369,1.3588136,0.6959845,1.0512766,0.57599175,1.3968439,0.69759977,1.2641954,1.2984693,1.1346045,1.2885422,1.1472697,1.3624005,0.72380126,0.524321,0.6781799,1.4165497,1.0664328,1.2687193,0.70704895,1.2714852,1.3793746,0.6681067,1.3074231,1.2835312,0.95198905
glasses,1.4203203,0.42166197,0.8752928,1.2443092,0.90342563,0.70839834,0.9028835,0.96240515,1.4096369,1.4093324,0.6246662,1.3318921,1.2862251,1.2061598,1.3898294,1.2115678,0.45293224,0.92724437,1.4097264,0.8801755,0.7747095,0.78733325,0.9829068,0.7319348,1.0425295,1.1387279,1.1633285,1.3601987,1.0818163,0.83274555,1.2883122,1.3574622,1.0643573,0.86919475,1.3476183,0.77379775,0.3568461,1.4393766,0.6210635,1.2527368,1.0151057,1.2649727,1.2254735,1.2886213,1.2470781,0.5342018,0.92233145,0.65713346,0.97464585,0.6214758,1.178343,1.0316955,0.92742795,0.90342,0.89057225,1.1773969,1.2057651,0.0,1.1254278,0.8289763,0.8869673,1.0156801,1.0943105,0.6131107,1.013589,1.1541713,1.1458397,1.27768,1.1822107,0.9485329,1.3702669,0.69780356,1.0414337,1.01037,1.1966368,1.2085507,1.3707194,0.93824816,1.2192904,1.2795464,0.20055348,1.1068331,0.4363476,0.39870197,0.71362644,1.2394838,1.2501549,1.3306525,1.1741424,1.374338,0.34590656,0.43143135,1.1979458,1.0314062,0.53225434,1.0308303,0.71472967,1.1538765,1.0159585,0.9075814,1.4323231,0.96470976,0.61005735,1.4036832,0.676337,1.1617391,0.96994406,1.2154634,1.1396501,1.2007895,0.77386236,1.2333853,1.2878084,1.1981652,0.26020825,1.2282813,0.4446352,0.81280553,0.93317425,0.9844949,0.8342756,0.7554891,1.3593256,1.2533128,1.4284966,0.69442743,0.547382,0.26053298,1.0175263,1.2060025,0.87318546,1.4967668,0.83313346,0.12722719,1.1972086
glove,0.67627597,0.97134143,0.7170147,0.951392,1.0368922,1.1842589,0.66245055,1.1424716,1.1049722,1.1209924,1.0592393,1.0651231,1.0097672,0.9366876,0.84082973,1.0941464,1.2661414,1.1545839,1.1008645,0.8400715,1.2354342,1.0814536,0.9847416,1.1295696,1.0779927,0.81048524,1.093006,1.1153768,0.5979786,1.1907562,1.3395228,1.0842847,0.99044293,0.9275432,1.0111177,0.71737283,1.1092542,1.1364,1.2446434,1.1966426,0.7030722,0.59451175,1.3755133,1.1373992,1.1030343,0.9441179,0.9662636,1.1804264,1.1880016,0.7347732,1.0736525,0.81080544,0.9856365,0.8934289,1.0927758,0.5067169,1.0154128,1.1254278,0.0,0.8409772,1.1535811,0.7349087,0.7594903,1.006284,0.99408686,1.1214379,0.74868214,1.1526282,0.9965315,1.0037531,1.1739353,1.2413557,1.0214591,0.8078344,0.93458194,0.9280479,0.48999417,1.1533377,1.0527889,0.8747992,1.1315947,0.6332524,0.9624461,0.9400517,0.97551197,1.2694671,0.86491525,1.0819074,1.0853921,1.0429655,1.0579094,1.0920146,0.97466236,0.6978406,0.8715406,0.9464033,1.1201794,1.1124265,0.925568,0.8597122,0.88982505,1.148282,1.0031703,1.2801279,0.96187264,1.083826,0.9129033,1.1262296,0.7040206,1.0269352,1.1412823,1.2081294,1.0709075,1.0997009,1.0175666,1.223685,1.1493946,0.54860777,0.99338603,1.0589674,0.99190295,1.0826033,0.8660052,1.1007975,1.198059,1.0055714,0.77138925,0.9588514,0.6700152,0.7207579,0.7738111,1.1058764,1.2373228,1.0620905,1.3328785
gum,1.1595414,0.53460747,0.83009875,1.384009,0.4323728,0.7930508,0.62704366,0.94299126,1.3837237,1.4155321,0.97049785,1.2342335,1.3180537,1.3317883,1.3300664,0.60826516,0.658533,0.7667462,1.0976561,0.72125775,1.0135758,0.90030724,0.88274115,1.1220858,0.8628217,0.84731245,1.4583473,1.3915007,1.0546224,0.72100836,1.426354,1.0423226,0.9128608,0.6723053,1.3557632,0.809947,0.5776012,1.4140121,0.69652796,1.0974464,1.0909486,0.9937009,1.35403,1.1624013,1.3706752,0.9901869,0.6806873,0.9767928,1.2012964,0.84808564,1.010751,0.7579722,0.79805076,0.9934076,0.88719845,0.65826344,1.1170568,0.8289763,0.8409772,0.0,1.2744735,0.9329366,1.1004583,0.858938,0.9086746,1.2815195,1.08176,0.8432249,1.4817495,0.9202509,1.4185121,0.9133721,1.1594006,0.8550633,0.8443896,0.9524571,1.0850191,1.0503135,1.112282,0.87048686,0.6597489,0.9417413,1.0579056,0.7789339,0.6324662,1.3274122,1.2051889,1.3509598,1.5241354,1.0902867,0.66660404,0.6283034,0.99169767,0.740223,0.96289754,0.8586389,0.81992155,0.8908513,0.8649997,0.8167289,1.1357795,0.82905763,0.8721881,1.1698008,0.96433914,1.3017455,0.7025914,1.4755075,0.95020664,1.4304128,0.80069846,1.3847907,1.1848271,1.3176534,0.64224815,1.2177436,0.67959386,0.7695525,0.9953754,0.8652985,0.55169994,0.6805775,1.1298285,1.4279675,1.2703221,0.44548613,0.8917508,0.69882596,0.676844,0.9275617,0.3319332,1.0432359,0.9765281,0.7812104,1.3124349
hair,0.84558696,1.1650276,0.9852199,0.6922697,1.2588502,1.2381499,1.294666,1.261188,0.97750175,0.7639951,1.2761629,1.1362147,0.547121,0.75361335,0.9006731,1.1074035,1.2878847,1.3231031,1.0728855,1.2142887,1.2868772,1.3115964,1.2177702,1.2505053,1.0348868,1.1560788,0.8964278,0.9875186,1.0533222,1.3624866,0.8159064,0.941111,0.9459533,1.2400212,0.93365055,1.0701518,1.3300431,0.8190491,1.3356688,0.8565382,1.1027567,1.0086443,1.0308272,1.1287503,0.50178194,0.81020105,1.2193713,1.1370366,0.18344355,0.91169226,0.8951004,1.2176514,1.2354612,0.9575232,1.2667434,1.1331724,0.76510483,0.8869673,1.1535811,1.2744735,0.0,0.97458327,0.7863587,0.6909711,1.1147734,0.95854956,1.0164543,1.1066979,0.69945514,1.2708862,0.8758738,1.2503705,0.8514149,1.1098416,0.9291943,1.0745286,0.8247457,1.2724273,0.93326664,1.1378516,1.1380347,1.3991662,0.714207,0.8397038,1.1808976,1.0393516,0.77622867,0.6148243,0.69011164,0.93629277,1.2697735,1.3369836,1.048411,1.1495296,1.2633047,1.0734631,1.2594838,1.2305386,1.0958195,0.83928806,0.98271906,1.341391,1.0724599,0.9716783,1.0124226,0.8181276,1.3082001,0.51756036,0.9398744,0.7083508,1.3065972,0.5688681,1.1413924,0.77464056,1.2165446,0.9351915,1.2133703,1.2608787,1.159267,1.3066132,1.2496315,1.2623197,0.8284632,0.72775185,0.80282474,1.390982,0.8530321,0.9862151,1.0432668,1.3127098,1.3571807,0.97567165,1.3369408,0.9677277,0.9923723
hamburger,0.85283685,0.7484766,0.3504002,1.0975132,0.84624916,1.026669,0.7417625,1.1772716,1.1617146,1.0406088,1.2099874,1.1769562,1.0916893,0.8619519,1.0141934,1.013218,1.1159222,1.1427088,1.1066499,0.87497205,1.2182271,1.1418915,1.0710588,1.2024398,1.1376333,0.8457589,1.1722693,1.2359468,0.93062055,1.0625039,1.154638,0.9751377,1.1377869,0.8421853,1.0547092,0.8506328,1.0767299,1.1037393,1.1360505,1.0434481,0.8957604,0.58402973,1.2840283,1.1860689,1.0136797,1.0571747,0.87632143,1.0648496,0.8951952,1.0299252,0.9413986,0.9333593,1.0665653,0.9918203,1.1613957,0.5818233,1.0337666,1.0156801,0.7349087,0.9329366,0.97458327,0.0,1.114875,1.0373335,0.92310184,1.309783,0.929436,1.0366732,1.047186,1.246942,1.177311,1.2037573,1.1664118,0.81882256,0.8831544,1.1115369,0.646902,1.1983505,1.079452,0.7900523,0.9730193,1.1474264,1.1440402,1.0870596,0.6902424,1.2342223,0.8902754,1.0124694,1.0881191,1.1344011,1.1425589,1.0905902,0.83918154,0.76975113,1.1198096,0.9200283,1.1305796,1.1450043,0.90858513,0.7338483,1.1993101,1.2041537,1.1053345,1.1784918,1.0109949,0.993204,1.0030205,1.0647774,0.9779064,1.0989108,1.1163367,1.0637519,1.2041625,1.0020719,1.0498302,1.0954969,0.9082198,0.74835,1.2521987,1.1450937,1.1788096,0.931576,1.0611434,1.1096759,1.0947474,0.9615904,1.0435017,1.015458,1.096046,1.1357977,0.67828244,1.0913361,1.2298168,1.0647799,1.1778619
hand,0.8641583,1.2295219,0.9976426,0.4260459,1.3210434,1.2718766,1.1803648,1.1690406,0.76391506,0.92799556,1.1081016,1.0177462,0.5648465,0.959581,0.9008853,1.0611413,1.3645287,1.2821324,0.9985623,1.157386,1.2429092,1.2822512,1.0910728,1.2342321,1.0842968,0.9806206,0.73954815,0.89504224,0.58208156,1.3648496,0.95481324,1.0309719,0.8951988,1.2716727,0.9800408,1.0386208,1.306156,0.9371663,1.3361142,1.061032,1.0729971,0.9310458,0.94905925,1.1460615,0.69744116,0.869725,1.2282385,1.1928046,0.8373963,0.53124857,0.8401467,1.1609905,1.1869668,0.8547076,1.145932,1.1049784,0.50842494,1.0943105,0.7594903,1.1004583,0.7863587,1.114875,0.0,1.064836,1.1035674,1.0279666,1.1033984,1.0628968,0.74001735,1.0382735,0.91057575,1.2165729,0.7791519,1.0234339,1.0922832,1.0580791,0.74393463,1.2013514,1.0221828,1.0417223,1.2514179,1.1306741,0.7320488,0.9373675,1.2493997,1.0282166,0.93742716,0.74621165,0.7985245,0.7976496,1.1393344,1.230638,1.076416,1.0458107,1.1346021,1.0728669,1.3020406,1.0870396,1.0430645,0.9177922,0.9069259,1.2832386,1.0587816,0.928538,1.0320194,0.96688926,1.2354602,0.6813658,0.89009696,0.7801195,1.3012574,0.8181841,0.9973752,0.7680592,1.2210141,0.97764486,1.3717604,1.2085375,0.9386917,1.1348983,1.0805436,1.2295523,0.8922724,0.71810627,0.8195313,1.3799112,0.6572817,1.0386108,0.4858495,1.15697,1.3518541,0.79321176,1.2895752,1.0774273,0.9200587
hat,1.2502606,0.71236753,1.007364,1.2916952,0.7732995,0.6797638,1.0011976,0.99788624,1.3705634,1.3062239,0.75572526,1.2058991,1.136019,1.201902,1.3119571,1.1497258,0.6466747,0.92922336,1.259521,0.97104084,0.81395787,0.7201471,0.91885966,0.7051104,1.0899485,1.0580693,1.0407658,1.1657076,1.2864559,0.8787866,1.2376584,1.1390733,1.07913,0.99752843,1.1340503,1.1556857,0.726346,1.2459209,0.6892944,1.2530539,0.8858707,0.9208856,1.1398575,1.2079617,1.1141965,0.79216063,0.89276034,0.8525611,0.93636245,0.8234292,1.1559883,1.0524074,0.9031964,1.0394559,1.0325012,1.09724,1.1986458,0.6131107,1.006284,0.858938,0.6909711,1.0373335,1.064836,0.0,0.9205295,1.1072919,1.0769047,1.0122963,1.1724073,0.9921652,1.2519693,0.8386745,1.1179419,1.1277568,1.1051819,1.0105263,1.1128806,0.89020187,1.1158109,1.213409,0.6238259,1.0237776,0.75442314,0.6458914,0.846633,1.1338907,1.1556027,1.1707315,1.1686459,1.3695259,0.7357299,0.8183268,1.0210884,1.130612,0.708586,1.1423935,0.74124527,1.1819515,0.9741696,0.92755544,1.0346346,0.78918564,0.7644416,1.1744074,0.720119,1.0681652,0.85009825,1.1630584,1.007412,1.1340785,0.7655289,1.0681901,1.2087941,1.2414879,0.6251434,1.1694957,0.8241737,0.919381,0.8688482,1.0538367,0.88400966,0.7615123,0.920798,1.1458825,1.3334451,0.79036945,0.8278597,0.64209807,1.056336,1.0217118,0.76906055,1.3073108,0.8466811,0.58461666,1.0538505
horse,1.0207322,0.94104713,0.81933284,1.2188507,0.8722624,0.9591058,0.8954236,1.035811,1.2227197,1.2250061,0.97771925,1.1740419,1.2368262,1.1194066,1.2069118,0.94857943,0.89075917,0.9922088,1.1517997,0.9332416,1.0420032,0.98230493,0.7224849,1.0332221,1.0893348,0.9657466,1.1537673,1.1233759,0.9474749,0.8382121,1.2425249,1.1141938,1.1013472,0.8623605,1.180228,0.9931454,0.8633109,1.2559763,0.9391153,1.0950689,0.89956653,0.83317405,1.2238536,1.1676835,1.1531959,1.0179772,0.96905,1.0632107,1.1193241,1.0372652,1.0798129,0.8184142,0.693926,0.7831711,0.8977907,0.84529555,1.142721,1.013589,0.99408686,0.9086746,1.1147734,0.92310184,1.1035674,0.9205295,0.0,1.1344056,1.0295361,1.0077789,1.204596,0.9920032,1.1555924,0.92951053,1.0735034,0.8174343,1.0681214,1.0009327,1.1619881,1.0145388,0.93217355,0.9607121,0.9618888,1.0357772,1.0839747,1.025892,0.97545683,1.1630241,1.0889953,1.2053347,1.1871511,1.1907876,0.88976324,0.86850786,0.8466712,1.0533582,0.95090115,0.90975875,0.90420353,1.0435948,0.3344288,0.96576965,1.085403,0.9530414,1.0697302,1.2211514,0.68215513,1.0775163,0.7643488,1.2096345,0.86578083,1.161614,0.80842257,1.1521345,1.1917307,1.1693884,0.8964964,1.1197647,0.9596656,0.86604285,1.0623826,0.9501244,0.91847986,0.81090665,1.089408,1.1556754,1.2440848,0.8780277,0.97308075,0.94143033,1.0547587,1.0173603,0.78005064,1.2032583,0.9586952,0.9453625,1.1098846
hose,0.9732172,1.3966862,1.3337996,0.9132595,1.3126504,1.2110504,1.2187794,0.8756354,0.8223083,0.87826973,0.97457516,0.81796634,0.9836077,0.7728856,0.92704314,1.0575285,1.1291573,1.0788178,0.94946045,1.2140421,0.892598,1.0422493,1.0880361,0.9766871,0.7576049,1.1267616,0.81132483,0.68823016,1.0157129,1.0913113,0.75579506,0.9208794,0.8858482,1.1667238,0.8241699,1.056667,1.0516797,0.8149395,1.0917875,0.9277388,1.0549507,1.1920868,0.70911896,0.76427644,0.97083527,1.0738916,1.2646278,1.083376,0.9961342,1.1442688,1.134054,1.0290351,1.0406407,1.0381801,0.79471964,1.2179719,0.84608316,1.1541713,1.1214379,1.2815195,0.95854956,1.309783,1.0279666,1.1072919,1.1344056,0.0,0.9869931,1.032548,0.916079,0.61481786,0.65422666,1.0094129,0.9189351,1.0720676,1.0963272,0.9100023,1.1059629,0.74921954,0.7822381,1.1882205,1.2688593,0.92649674,1.0106816,1.1296763,1.3688068,0.83725697,0.93654144,0.91787887,0.8515882,0.8503882,0.98563915,1.0171068,1.0620047,1.1886145,1.0650029,1.1417391,1.0663846,0.9684451,1.1607482,1.3201433,0.74903107,0.920924,1.0711285,0.8547641,0.91143775,0.89611596,0.9499029,0.90660787,0.9493181,0.9179584,0.97196215,0.8880754,0.76730204,0.9896198,1.1515868,0.84694684,1.1938728,1.1910911,0.9256155,0.8334667,0.99624985,1.188585,0.7008937,0.86776,0.8983225,1.2586017,1.1138991,1.126018,0.9807802,0.9077678,1.306184,0.9444896,0.7796678,1.1310533,0.8763314
