,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
drawer,1.1883464,1.0579305,1.2078689,0.9007501,1.1404506,1.099585,1.1328106,0.5594905,0.7379128,1.150225,0.6977414,0.96381754,0.19323707,1.1687305,1.1406753,0.9343693,0.97580945,0.84183556,1.1029869,0.8553287,0.37746763,0.87007785,0.83777255,0.99964434,1.0036206,0.7239216,1.0011718,0.8870628,1.1568662,0.6274841,1.0366937,1.052205,0.7551089,1.0397656,1.0190139,0.7939987,1.0374424,0.5327484,0.9388187,1.098546,0.5484021,0.9993911,1.0609261,0.9932886,1.1340506,1.0594238,0.50705713,0.0,1.1069193,1.0111938,1.1343768,1.1605519,1.0534326,1.092047,1.1631554,1.1441503,1.1920773,1.0437489,0.995201,1.0149736,1.1900411,1.0062231,1.0124973,1.0291921,1.1601827,1.1476645,1.173726,1.15515,1.0881788,1.0711384,1.2477965,1.1223538,0.9541494,1.1022233,0.9746437,1.0902383,0.86427295,0.6262188,0.82202274,1.0273204,1.0719943,1.1422577,0.89099205,1.069731,0.6571829,1.1320939,1.0689856,1.1670108,1.2063777,0.7639029,1.1186967,1.1159434,1.1497972,0.58431524,1.176449,1.163141,1.059615,0.9489123,1.0979251,1.0437216,1.0315267,1.1705387,1.1721988,0.9500194,0.9832758,1.1505897,0.96705717,0.9481255,1.1086926,1.2312044,0.7304746,0.7075515,0.6142248,1.1261413,1.1840714,1.175669,0.97094566,1.0898473,0.98579574,1.101464,0.9033485,0.8962037,0.55467,0.9442107,1.0914154,1.0123365,1.11498,0.96912694,1.1445725,0.94605976,1.0879424,0.98502314,0.97917587,0.9863275,1.1386018,0.9265704,1.1004807,1.1684682,1.2870886,1.1133142,0.80201393,1.0793555,0.9570593,1.0419534,0.90513134,0.6660397,1.219635,0.72349775,1.0189635
dress,0.78626835,1.1030029,1.378112,0.5421076,1.3084693,1.3828869,1.2621801,1.2778018,0.6140482,1.0653929,0.53379273,1.241523,0.9443205,0.35251367,1.1637145,0.5343832,0.88191783,1.2414209,1.3887902,1.487325,1.0049248,1.2050916,1.3035384,1.2695754,1.204077,1.1885711,1.1715142,1.2777096,0.7261021,0.6122317,0.97950256,1.3815193,0.51926225,0.30575317,1.0577163,1.1944185,1.0637327,0.70705163,1.1061037,1.4787898,0.61933243,1.4577053,1.1791087,0.91337365,0.910787,0.98333144,0.83642834,1.1069193,0.0,1.338803,1.2850474,1.4091626,0.7723881,1.2877134,0.65829843,1.0780205,1.3356836,1.2158556,1.057214,1.4921918,1.2951939,0.9183538,0.923419,0.7300314,1.0915389,0.9961548,1.2643528,0.57500404,0.8618403,0.7610222,1.2847898,1.1356659,0.8336421,0.31593454,0.8191383,0.26456213,1.2173228,0.7118561,1.4414282,1.3233515,0.78790605,0.9808625,0.9937879,0.7314674,1.0942099,1.1259667,1.0759764,1.0354271,1.3599167,1.1734864,1.0246096,0.9873735,1.3520386,0.6846551,1.0140749,0.1667583,0.2114644,0.7456417,0.89806527,1.5119646,1.4829807,1.2690437,1.3537743,1.2334187,1.2959375,1.1568625,1.3298322,1.3100668,1.2232299,1.2284734,0.86011475,1.3505194,0.7993183,1.102466,0.79318047,0.41942632,1.0931306,0.19392073,0.9734439,0.3654933,1.413697,0.48970056,1.0814646,0.6687364,1.4622589,0.854408,1.2322094,0.9743291,1.2222656,1.2646846,0.95425,1.3050234,1.3063884,0.69179755,0.20701396,0.61162114,1.4608543,1.1618857,1.154537,0.9856855,1.005,1.3830186,0.89112633,1.0291159,0.8977561,1.2779047,1.2389402,0.9180736,1.1449041
duck,1.22572,0.9780009,0.7730634,1.3176776,0.81616545,0.52739346,0.8409653,0.82105327,1.3833811,1.049134,1.4036427,0.63559127,1.0080922,1.4563051,1.0070049,1.2981153,0.966224,0.90494967,0.54344463,0.59649396,1.141294,1.1454499,0.57103777,0.6570632,0.83495736,0.585665,0.69050086,0.74705374,1.0821854,1.0252632,1.1883287,0.6503957,1.2970339,1.3504777,1.0353906,1.0337976,1.1641383,1.1001692,1.2245631,0.51402825,1.1998949,0.5451674,0.848046,1.3298383,1.1815028,0.96021295,1.0275046,1.0111938,1.338803,0.0,0.7778099,0.71997845,1.1516385,1.0051352,1.2738016,0.95880675,0.7258638,0.7856273,0.92449415,0.63385415,0.7820412,1.1068547,1.217431,1.2968137,0.98727196,0.93567413,0.8372772,1.2923846,1.3451015,1.2480662,0.5349099,0.93051404,1.1968598,1.1397387,1.0635012,1.3102868,0.8837552,1.1785616,0.5563555,0.7920257,1.2446969,1.0508093,1.1256574,1.3433256,1.0654558,0.72003496,1.1180915,1.2815615,0.73615235,0.9412993,0.8484789,1.1087494,0.7324425,1.2255377,1.0511305,1.4396297,1.3186073,1.3867419,1.3374215,0.49092686,0.4839092,0.62198824,0.7275957,1.0111845,0.46306247,0.9817495,0.6105189,0.8018841,0.93101656,0.6767046,0.9899053,0.6232882,1.1938324,0.74586457,1.2290677,1.3167801,0.9113432,1.3071663,0.98742115,1.2740375,0.5063563,1.2780468,1.0092287,1.228986,0.57613516,1.2783651,0.6802578,1.1071999,1.0355941,0.9406247,1.1131421,0.5208689,0.6724452,0.9876065,1.4028997,1.4673783,0.6351851,0.92066246,0.79598916,1.1331024,1.0196265,0.6718309,1.358575,1.0765682,0.97516227,0.6353256,0.77672637,0.8358265,1.0853105
ear,1.4498152,0.49169576,0.56765735,1.1693404,0.81163675,0.62452424,0.90493214,1.0996413,1.3450797,1.0374051,1.4628596,0.5801789,1.2394574,1.3455338,1.1178954,1.3885338,1.1528757,1.1898602,0.6965093,0.7120887,1.3559692,1.1599318,0.6823717,0.8880203,1.0403365,0.8365787,1.0740227,0.9148167,1.0909517,1.244633,1.2411777,0.6592467,1.3470539,1.2505559,0.85528386,1.0238715,1.1333958,1.303513,1.1938956,0.55605346,1.4383156,0.67831105,1.1668352,1.2729635,1.340554,1.2404249,1.171402,1.1343768,1.2850474,0.7778099,0.0,0.5376468,1.0316539,0.52841425,1.1687658,0.47519034,0.8740375,1.1566014,0.6110946,0.5415031,1.1161149,1.2176322,1.24825,1.1224562,0.55915606,0.769075,0.7382059,1.1126904,1.1671503,0.926483,0.55403835,1.168946,1.1667101,1.1328788,1.1891671,1.1513636,0.711824,1.3433442,0.61669743,0.56267196,1.2290487,1.0203383,1.228009,1.1830215,1.144961,0.9347477,0.61105275,1.2082088,0.62109107,0.9903658,0.5445168,0.6539455,0.8083954,1.2773602,1.2278028,1.3222262,1.1801395,1.4355514,1.2071425,0.51827645,0.5865723,0.7793431,0.69575566,1.0977042,0.6996411,0.8949762,0.9790416,0.89183277,1.1469009,0.763536,1.1798772,0.851781,1.2739236,1.0731186,1.184662,1.180296,0.97105783,1.29943,0.91082615,1.0700772,0.7033172,1.2938935,1.1123618,1.2759855,0.47615868,1.1481442,0.70246243,0.7954307,0.72591305,0.87266517,1.0371283,0.7628093,0.79579985,1.2411747,1.3211932,1.4677483,0.57645607,0.4694838,0.519037,0.85398734,1.0917113,0.934533,1.420443,1.157794,1.1128389,0.80215037,0.40111732,1.1035204,1.1694504
egg,1.4714683,0.77220595,0.1727742,1.3727962,0.51773655,0.26570404,0.5546465,1.0728779,1.5134583,1.0927923,1.5485117,0.62109315,1.2664242,1.4951981,1.0376376,1.5003825,1.1227045,1.0672307,0.44516182,0.35434818,1.3252138,0.96796834,0.6874939,0.6784445,1.1331491,0.7918217,0.91827446,0.62946665,1.1791044,1.384033,1.1192697,0.61611176,1.4716709,1.3411677,0.8487499,1.0580876,1.0042006,1.3421929,1.0400201,0.36690223,1.5419929,0.39519143,1.0357763,1.2134416,1.2947837,1.1249124,1.2765076,1.1605519,1.4091626,0.71997845,0.5376468,0.0,1.2624995,0.6656965,1.1771876,0.64255345,0.5855231,0.9042511,0.7571224,0.6798379,0.8896745,1.2761736,1.2681727,1.2665211,0.76340044,0.9084402,0.6424953,1.1964921,1.2421027,1.188693,0.45011067,1.098998,1.3123893,1.3177266,1.1768781,1.3874961,0.8360469,1.4358172,0.51148385,0.6807871,1.2965219,0.9905143,1.2036306,1.2726831,1.1967158,0.94337773,0.86281,1.060137,0.3725586,1.0080858,0.8350648,0.89907515,0.3579464,1.4301908,1.1165489,1.4684384,1.4228125,1.4703279,1.219255,0.41544378,0.40198898,0.81280166,0.26735395,1.0238359,0.5543655,0.78686786,0.7862216,0.6948818,1.0382978,0.43383658,1.3135276,0.7114112,1.2545803,1.00436,1.1743116,1.3232877,1.178504,1.4214857,1.1137254,1.2445736,0.6597129,1.4289017,1.1206173,1.389318,0.42495114,1.2315848,0.35997164,0.9461672,0.7757635,0.7745909,0.996727,0.6719804,0.7441059,1.3138937,1.4222229,1.4888282,0.35836637,0.588029,0.5463468,0.9652846,1.124718,0.64030004,1.3705777,1.0787623,1.1825597,0.88350177,0.580791,1.1686205,1.1254445
elephant,0.9345854,1.1464207,1.3073802,0.8266785,1.2096609,1.2584208,1.3264169,1.1430497,0.72044146,0.56470454,0.78319615,1.1529598,0.88804144,0.83800685,1.1506222,0.8211014,1.0348407,1.2541058,1.1367829,1.1745832,1.1209577,1.0449599,1.0579247,1.1869266,1.1460993,1.0173225,0.96193206,1.0423442,0.5369918,0.95371556,1.1010878,1.0936503,0.74084854,0.76522434,1.0385474,0.96893364,1.0908887,0.9380728,1.0557001,1.2352724,0.8145507,1.2406235,1.1101977,0.983434,1.0674936,1.2284176,0.846508,1.0534326,0.7723881,1.1516385,1.0316539,1.2624995,0.0,0.9995111,0.9901805,1.1857815,1.1989137,1.1792182,1.1491923,1.1717376,1.3211777,0.9860566,0.99193156,0.73278695,1.1512271,1.2366546,1.3609829,0.97936875,0.67557144,1.1016313,1.2233331,1.0733584,0.84799755,0.81783855,0.9797985,0.6904881,0.9427631,0.9746631,1.1287183,1.0742352,1.0058043,0.9204798,1.0434334,1.0664043,0.9421315,0.9554033,1.0703137,1.0006152,1.1725085,1.0606085,1.1407819,1.1232357,1.1699126,0.6816532,0.8750894,0.7849426,0.6650809,0.93430877,0.7126562,1.238412,1.2525895,1.1841016,1.2686844,1.0903655,1.1592381,1.202159,1.1518753,1.192951,1.1061473,1.1429993,0.96849,1.1148654,0.9075427,1.0985101,0.9558909,0.840077,1.0457714,0.7739048,0.9983555,0.7914103,1.2179083,0.66294634,0.8874768,0.566826,1.2067006,0.5155649,1.3190417,1.0944546,1.1548681,1.0486807,1.0147344,1.1815244,1.1023339,0.97752464,0.8187842,0.8203058,1.3207915,1.2195514,1.1968088,1.1675767,1.0129972,1.3779685,0.9884265,0.8735994,0.83965623,1.0051686,1.1515838,0.7842587,1.0211773
eye,1.189651,0.7812517,0.725351,1.1829035,0.80687666,0.7677661,0.9908251,1.1527642,1.239354,0.9758076,1.2526736,0.7831864,1.1635004,1.2861196,0.9297539,1.2374613,1.1287172,1.1124523,0.86469567,0.89311945,1.2117311,1.0518491,0.9069288,0.9899753,0.94515383,1.0138087,1.0526128,0.9470109,0.9117231,1.2496645,1.0530481,0.7520144,1.2127949,1.1981252,0.7768436,1.09385,0.99139214,1.1732254,1.0657775,0.7635614,1.2783414,0.9040362,0.9932217,1.2068808,1.0225949,1.1485069,1.1501435,1.092047,1.2877134,1.0051352,0.52841425,0.6656965,0.9995111,0.0,1.1044585,0.82802206,0.7455196,1.0551212,0.8458098,0.80493695,1.0001501,1.1566045,1.1045378,1.0636624,0.77080804,1.0333478,0.8389279,1.103686,1.0712489,1.1033138,0.86745524,0.9873742,1.1493361,1.1710958,1.1011289,1.1923106,0.91126823,1.1913004,0.7068227,0.71094936,1.0970716,1.1120353,1.1393117,1.1798545,1.0850376,0.98140603,0.75379443,1.0146298,0.7345433,1.0596694,0.85878843,0.86875904,0.783226,1.2271985,1.0004774,1.2780094,1.1737058,1.2329425,1.067276,0.7652691,0.80439305,0.8844654,0.7986289,1.0076531,0.9411788,0.91956323,1.0603902,1.0174745,0.9566062,0.75041115,1.2410836,1.0330532,1.1835122,1.0357727,1.1858293,1.2352057,1.1619362,1.2862066,0.99539536,1.1444191,1.0029927,1.2019695,1.1626663,1.2078335,0.7366217,1.0207545,0.8967656,0.90393746,0.6723783,1.0092323,0.85655737,0.90869606,0.8929288,1.1592928,1.2985237,1.250787,0.80385494,0.805467,0.7902654,1.0581177,1.1090268,0.9983902,1.273957,1.0296773,1.0118611,0.98680437,0.7282579,1.0043302,1.0228498
face,0.8656459,0.919809,1.1320373,0.9040066,1.142218,1.1991266,1.1884015,1.2453568,0.86359876,1.0571609,0.83701825,1.1410457,1.1586672,0.7630644,1.087112,0.93659663,1.050409,1.1442933,1.2213898,1.3362762,1.083045,1.2034411,1.2652122,1.2771292,1.1281202,1.2880816,1.0414147,1.2917813,0.9022236,1.0427465,1.0261035,1.1702564,0.78621376,0.57730997,1.1065602,1.1408494,1.0403922,0.9716378,1.1346016,1.2578865,0.93709534,1.2825047,1.1133698,0.9472733,0.8978805,0.9630871,1.0708854,1.1631554,0.65829843,1.2738016,1.1687658,1.1771876,0.9901805,1.1044585,0.0,0.95953363,1.1734825,1.1450919,1.083415,1.290577,1.0974803,0.892073,0.86349654,0.78297865,0.6033684,1.121635,1.1349192,0.11626971,0.93141705,0.814649,0.974998,1.0521492,0.9923707,0.7969668,1.0465076,0.7460218,1.2438793,0.95143944,1.3235681,1.2011648,0.8716552,0.96356255,0.99024546,0.96980155,1.0455887,1.0589741,0.7992599,0.9670375,1.0944377,1.3422798,1.0637861,0.66192335,1.1638011,0.94928956,0.8352024,0.5578774,0.76225156,0.8576869,0.98739576,1.272234,1.2676492,1.0901808,1.1321223,1.1668904,1.3072035,1.214023,1.2509799,1.262733,1.0778687,1.0813401,1.1023883,1.2410486,0.97398597,1.0662019,1.0126742,0.44915283,1.170926,0.5739516,1.1158873,0.8392692,1.3723607,0.7900795,1.1055644,0.94698185,1.2393357,0.9533471,1.1377811,1.1160442,1.0077592,1.2069829,0.809898,1.2215745,1.1845076,0.8031414,0.45540035,0.80532396,1.2288781,0.96778554,1.1055852,1.0998765,1.2635785,1.1913155,0.923728,0.91371053,0.97525066,1.3160647,1.0306712,1.0063187,1.0487596
finger,1.3744926,0.27499956,0.5540258,0.84127635,1.0092683,0.85977393,0.8723733,1.1875551,1.2823275,1.1501074,1.355104,0.5451115,1.2739663,1.1242913,1.1699897,1.2594838,1.161832,1.2046156,0.8904845,0.95752233,1.3286047,1.1146699,0.85668504,1.0212736,1.190167,0.9783749,1.2263058,0.9887233,1.1169996,1.1738198,1.2034789,1.0916791,1.3362337,1.1028584,0.8965533,1.130373,1.1337394,1.254089,1.1643391,0.6585449,1.4130989,0.8638826,1.157857,1.2323829,1.2843193,1.1801171,1.1854962,1.1441503,1.0780205,0.95880675,0.47519034,0.64255345,1.1857815,0.82802206,0.95953363,0.0,0.95082754,1.2177742,0.28048825,0.73410016,1.2063236,1.1528971,1.1753638,1.1176977,0.48262227,0.5207569,0.75202006,0.8979287,1.1178248,0.39067554,0.64293456,1.1660211,1.2228742,0.9420787,1.1716229,0.9113546,0.80251426,1.3028055,0.9185234,0.5563248,1.0544988,1.0635445,1.231155,0.9601183,1.2260268,1.1460702,0.47974747,1.1680647,0.67957264,1.0375172,0.33115268,0.4443829,0.88707376,1.3144828,1.2015005,1.0916684,0.9591172,1.2873509,1.2084968,0.64207697,0.688583,0.9813558,0.76500255,1.0697925,0.7343056,0.8564278,1.1133052,1.0085142,1.1835808,0.8648685,1.2301335,0.99974704,1.313551,1.1198131,0.9749651,0.987388,1.1317724,1.0821863,0.9674195,0.7804836,0.8925632,1.2535717,1.2189715,1.2635629,0.62959814,1.2247972,0.72181857,0.45882618,0.902069,1.0508219,1.1488032,0.8307674,0.94239616,1.2585902,1.1006103,1.3654892,0.8438049,0.086616755,0.41521275,0.6935775,1.1215247,1.050782,1.3791658,1.2202863,1.249101,1.0412314,0.3627689,1.2070524,1.1346838
fish,0.9737858,1.0656537,0.6233398,1.3004756,0.6033047,0.5373053,0.75509,1.0616851,1.3692108,1.0792012,1.3474474,0.65347743,1.2267079,1.3324594,0.7812087,1.2354921,0.9912479,0.9045543,0.50170565,0.6167776,1.2778248,1.0574156,0.74654937,0.7559274,0.899876,0.8289504,0.886812,0.86409575,0.8642422,1.3137057,1.0703573,0.66842866,1.370029,1.3646486,1.073193,1.0139312,1.1161436,1.2440429,1.080982,0.43075758,1.3958247,0.63667774,1.0304618,1.3014255,0.9348102,1.0483123,1.259994,1.1920773,1.3356836,0.7258638,0.8740375,0.5855231,1.1989137,0.7455196,1.1734825,0.95082754,0.0,0.8080793,0.9089626,0.677597,0.6436561,1.2189593,1.2033188,1.1841239,0.950478,0.8160879,0.5935833,1.204784,1.1545966,1.1964343,0.5508059,1.0190058,1.201265,1.2135379,1.0750705,1.2665452,0.8339373,1.3041447,0.64068884,0.85856754,1.0786686,1.0010668,1.2024269,1.0987676,1.12639,0.9114842,1.1303535,1.1281434,0.52088183,0.97133833,0.9555466,1.1810735,0.5279023,1.3173369,0.9490039,1.2931659,1.3176315,1.2070636,1.1794221,0.4818005,0.47787786,0.7513845,0.6921967,0.97638315,0.536418,0.7580408,0.8207078,0.8853051,0.9697646,0.53721803,1.2308344,0.8261753,1.2436177,0.8215209,1.1690111,1.2609859,1.0407771,1.2960104,0.97698134,1.265213,0.7974491,1.3419499,1.0790193,1.2539295,0.5018412,1.0575082,0.7711363,0.91547483,1.0044675,0.83646005,0.8858702,0.6270758,0.82781136,1.1726536,1.311648,1.2884862,0.7004587,0.8825119,0.6948966,0.86158633,1.012484,0.76133955,1.3018907,1.0530959,0.95755017,0.9257823,0.75765276,1.1039727,1.0503964
flower,0.95750916,1.2284871,0.81879157,1.2330927,0.8392612,0.84488946,0.7520799,0.8977717,1.2564514,1.030425,1.22915,1.141353,1.1193482,1.1977556,0.8675192,1.2413353,0.9642117,0.9055509,0.8791569,0.90230757,1.0969001,0.9291595,0.92971474,0.8280412,0.8106288,0.9484125,0.8205041,0.86953056,1.0395308,1.0884725,0.9117309,0.8648962,1.1146753,1.2275451,1.1281657,0.85752815,1.0023053,1.0710483,0.9298227,0.93681127,1.111691,0.8678033,0.8656937,1.153964,0.9464951,0.75963074,1.0120043,1.0437489,1.2158556,0.7856273,1.1566014,0.9042511,1.1792182,1.0551212,1.1450919,1.2177742,0.8080793,0.0,1.2386509,0.8092143,0.5884148,1.0763153,1.0738814,0.997077,1.1859063,1.0094376,0.91255,1.1561124,1.1352342,1.1777675,1.0200619,0.8781525,1.0223923,1.2094351,0.89011097,1.3331355,0.96046394,0.99178433,0.8624539,1.0855371,1.0765827,0.9090323,0.9179472,1.0593276,0.9144295,0.83123827,1.1734738,0.940668,1.0488242,1.0152447,1.176367,1.169606,0.905617,1.1441908,0.88820094,1.2654253,1.3269793,1.1022497,1.0893924,0.9160785,0.92987937,0.94911677,0.7199476,0.9180531,1.0090562,0.8543944,0.21736157,0.91126007,0.8654597,0.9855195,0.9906248,0.9031002,0.93784255,0.77681214,1.0729724,1.1424186,0.7906945,1.233651,1.0384338,1.3393352,0.75207853,1.2057371,0.9588114,1.1392443,1.0160555,1.1654309,0.94190246,1.1367784,0.84616053,0.8118105,0.92769897,0.89579856,0.92204016,0.9486481,1.2526798,1.1554278,0.9101252,1.1701846,1.0296034,1.0053263,1.0447508,0.75762326,1.0202436,0.7920074,0.9217027,0.8158665,1.1330686,0.915015,0.93038934
foot,1.3413802,0.43464756,0.7322578,0.78587687,1.1382697,0.947615,0.880138,1.0643268,1.1555326,1.1762112,1.2340876,0.40427756,1.0366445,1.1663413,1.2000033,1.1361284,1.1098725,1.1562912,0.8391444,0.8948074,1.1911566,1.066369,0.71634257,1.0265473,1.1804469,0.78208184,1.2371137,0.8923226,1.0028216,1.0224566,1.1278218,1.1315256,1.2566904,1.1412323,0.9463462,1.1825978,1.1407919,1.0870819,1.1421286,0.6492457,1.2400697,0.87085676,1.1695964,1.2312969,1.2006718,1.1748358,1.0322345,0.995201,1.057214,0.92449415,0.6110946,0.7571224,1.1491923,0.8458098,1.083415,0.28048825,0.9089626,1.2386509,0.0,0.7606929,1.2283747,1.1655561,1.1929418,1.193928,0.61565083,0.5932708,0.87741566,1.0118388,1.183177,0.62123525,0.70644623,1.2150992,1.2055339,0.839475,1.1284434,0.8712443,0.7625418,1.201697,0.8619169,0.5054202,1.0345371,1.1053672,1.1680356,1.0493482,1.1878383,1.134735,0.66552556,1.2232337,0.777689,0.87720895,0.3984787,0.6293642,0.95229614,1.2421596,1.2442644,1.113732,0.8636236,1.2913697,1.2480025,0.63477796,0.67454916,0.93258595,0.8453841,1.1243432,0.58782285,0.80745625,1.0594529,0.9201622,1.2397312,0.86629975,1.1442457,0.96172327,1.279363,1.0862995,0.94765157,1.0959021,1.2058471,1.104898,0.8152679,0.79622656,0.8497402,1.1375573,1.0737923,1.2161855,0.587738,1.1860992,0.71770585,0.4717036,1.0117579,1.066571,1.2179838,0.71584034,0.9735019,1.1269127,1.160115,1.3292198,0.9040537,0.26036596,0.5065234,0.815957,0.9764408,1.0814912,1.3544548,1.3027096,1.1620743,0.93053055,0.4459808,1.0559344,1.1777236
fork,1.3527604,0.7965646,0.70598096,1.2287633,0.9073885,0.747103,0.8007629,0.6471321,1.4266142,1.1013725,1.5351089,0.63544,1.1806564,1.471858,0.95953804,1.4606082,1.0867156,0.943723,0.5895884,0.6746502,1.2418282,1.0255777,0.6123281,0.82311386,0.97566384,0.7106497,0.9443601,0.80785507,1.157864,1.2077152,1.1396221,0.6203809,1.4562545,1.4437357,1.0807563,0.549065,1.081723,1.3384752,1.0899935,0.4394387,1.4187984,0.6237421,1.0198839,1.266319,1.258253,1.0924689,1.2214317,1.0149736,1.4921918,0.63385415,0.5415031,0.6798379,1.1717376,0.80493695,1.290577,0.73410016,0.677597,0.8092143,0.7606929,0.0,0.915094,1.2115202,1.2365309,1.1524844,0.7743856,0.8206334,0.7726867,1.2496306,1.2314535,1.0526897,0.64335144,1.0226221,1.0717229,1.2451947,1.1468462,1.4081562,0.41073334,1.2414467,0.5136265,0.550509,1.2705997,1.0688721,1.1531067,1.3392894,0.90708756,0.89084446,0.9031848,1.18748,0.6886997,0.9207992,0.6786074,0.94362384,0.77614063,1.2363074,1.136245,1.5134518,1.4327071,1.3517524,1.2667805,0.31450534,0.41456687,0.8085439,0.7649512,0.9946841,0.6770987,0.835089,0.7092012,0.7931711,0.9940231,0.76159704,1.0337113,0.6625939,1.2808926,0.8442774,1.1333627,1.2769173,0.73398596,1.4186852,0.91474485,1.3205497,0.41602784,1.4240087,0.9618138,1.2832718,0.45168632,1.1603456,0.84254545,0.96330315,0.930315,0.49386388,1.1384985,0.63343,0.7861044,1.2377963,1.4778689,1.4764948,0.68039393,0.7149178,0.6214999,0.8209512,1.1104202,0.8720257,1.3186269,1.092261,1.0849891,0.5530505,0.46689832,1.1257546,1.0106181
frog,0.48919487,1.2276018,0.83714724,1.3595805,0.62111646,0.7527878,0.64681196,1.0645556,1.3731236,1.0505303,1.2847896,1.1337456,1.2757549,1.1881176,0.49410045,1.1629226,0.85424113,0.686059,0.9927985,0.97741604,1.0597175,1.0102179,1.1470411,0.81899893,0.55520153,1.1358023,0.7396861,0.9157156,1.098118,1.3525704,0.8950337,0.8080565,1.3277739,1.2984183,1.0334196,0.95143384,0.9073443,1.221736,1.0009304,0.93729043,1.3118796,0.9297453,0.71586573,1.1793064,0.4824891,0.49099398,1.240655,1.1900411,1.2951939,0.7820412,1.1161149,0.8896745,1.3211777,1.0001501,1.0974803,1.2063236,0.6436561,0.5884148,1.2283747,0.915094,0.0,0.9344509,0.91421396,1.2299389,1.0999749,0.8037387,0.6846206,1.1843897,1.2341461,1.1844482,0.8927563,0.6159691,1.2161881,1.3201687,0.9735387,1.3842661,1.1559378,1.2431285,1.1099856,1.2248436,0.869079,0.9490577,1.0929902,0.9209959,1.0976346,0.80699295,1.2292798,0.8321652,1.0260111,0.98369366,1.1868454,1.1975354,0.9289038,1.3675766,0.6270141,1.2207153,1.4166116,0.95703477,1.1313937,0.95643544,0.9411716,0.5620463,0.6721713,0.6654243,0.94546574,0.83265424,0.7563726,0.9764961,0.5776359,0.92885494,1.0344074,0.89348936,1.0906527,0.5883975,1.1570029,1.2749093,0.76124483,1.2694921,1.0076803,1.358681,0.9089496,1.395543,1.2452656,1.2747446,0.9056066,1.2039565,0.8290824,1.1576674,0.85112107,1.0180032,0.68804336,0.93239135,0.81104994,0.99032366,1.2526909,1.1378431,0.67145026,1.1455909,1.0584176,1.083387,1.0132194,0.3773873,1.0346228,0.9496141,1.0526314,1.0925486,1.0857718,1.2975248,0.7869817
game,0.8215339,1.172994,1.2503259,0.9551,1.0292236,1.2498876,1.169778,0.9678405,0.8874867,0.9961379,0.78764737,1.2013378,0.9883442,0.78237325,0.9295981,0.82352406,0.7328112,0.55865276,1.2121379,1.1990886,0.6483007,1.1142545,1.203937,1.1064969,0.91423106,1.2187355,0.6118962,1.1820815,1.1528798,1.0245916,0.9864586,1.1052195,0.9453882,0.9760387,1.1398145,0.99416053,1.0931205,0.9644108,1.0366745,1.198237,0.79621637,1.2325479,1.0597922,0.8773077,0.9549344,0.84397376,1.0219562,1.0062231,0.9183538,1.1068547,1.2176322,1.2761736,0.9860566,1.1566045,0.892073,1.1528971,1.2189593,1.0763153,1.1655561,1.2115202,0.9344509,0.0,0.6584159,0.9311101,1.1190622,1.2110076,0.8395964,0.9268646,0.96858364,0.91312826,1.233419,1.0024453,0.9961415,1.0812232,1.0201414,0.99188066,1.216064,0.91164035,1.244531,1.1135414,0.93057,0.9861978,0.8725786,0.9926003,1.0922868,0.914743,1.0614445,1.0261989,1.1967865,1.1615555,1.1986287,1.0511843,1.1991493,1.0096579,0.9368956,0.82224786,1.042507,0.56800354,0.9732589,1.2208052,1.1965914,1.0227941,1.2404956,1.0227146,1.2631131,1.0582614,1.2013941,1.0935549,0.98415095,1.2332053,0.9707031,1.1084112,0.92445886,1.1032085,0.8692061,0.92527264,1.0198454,0.9253409,1.1244068,1.0412903,1.3036304,0.9964136,1.0712181,0.85571706,1.2263978,0.9109332,1.2044855,1.1907017,1.1008456,1.2197931,0.87890273,1.2194295,1.1335112,0.7714118,0.8810836,0.57666713,1.1765952,1.2011329,1.1072886,0.97423005,1.0751599,0.70921874,0.6144274,0.8564237,0.93686515,1.1836367,1.2106512,1.0423377,0.9217138
