,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
drawer,1.1602058,0.98671925,1.179391,1.1965697,1.0745283,1.0345657,1.0557638,0.8186668,0.79225606,1.0544478,0.79651564,0.9605626,0.2855463,0.89164025,1.1755447,0.9654917,0.8230963,0.76086324,0.9524987,0.87419623,0.24799788,1.1228034,0.78475344,0.78846866,1.1049454,0.80218637,0.9249021,1.197128,1.1491255,0.67454964,1.10931,0.9509718,0.7960863,1.1750052,1.0433956,0.7828251,0.9601023,1.3053008,0.60927093,1.0872704,1.0270559,0.7113158,0.88655853,1.0301808,0.9719273,1.1611575,1.0220689,0.577395,0.0,1.0311518,1.1805193,1.2071732,1.2406346,1.1484778,1.209291,1.1925131,1.1870959,0.9889241,1.0948062,0.88019896,1.2305977,1.1162447,1.1398852,1.1829898,1.2440187,1.191924,1.080974,1.1752039,1.1575367,1.0830716,0.88440347,1.1306103,0.9850085,1.1939785,0.7050673,0.72338754,0.8661497,1.0350529,1.0456288,1.1149256,0.8921797,1.2764294,1.0044762,1.1634519,1.107139,1.2203985,0.7713239,1.1416087,1.0809115,1.0982249,0.76051164,1.1888821,1.2333567,1.1639631,0.9351898,0.8710001,0.808978,1.0630078,1.1372249,1.0211458,0.8406447,1.11375,0.8525459,0.8213625,1.0286926,1.1182752,0.80235434,1.0663718,1.1845689,0.7454765,1.1526188,1.1018971,1.0863576,0.8466079,1.2045027,1.0420483,1.034455,0.6313555,0.9371826,0.627703,0.8540047,1.0656141,0.89577556,1.1324304,0.94575584,0.9955352,0.8604327,1.112044,1.097192,0.84574085,1.161358,1.0406551,0.9887558,0.99493533,1.1529992,1.2088428,1.284956,1.1041157,0.7886225,0.9763167,0.7099252,1.1168889,0.611183,1.1740222,0.8080301
dress,0.65732485,1.2665105,1.4033535,0.45564765,1.3547024,1.4412794,1.3813711,1.3060744,0.76990294,0.9090339,0.5512254,1.4534779,0.71202254,0.64055645,1.1679021,0.56957334,0.81006336,0.98088986,1.4168473,1.4281238,0.9763994,1.3411539,1.1689957,1.2232008,1.071009,1.3170543,0.8678919,1.2186209,0.80903447,0.60604507,1.3823683,1.4260497,0.61584544,0.33882785,0.9297158,1.036148,1.1878555,1.2978704,0.5711453,0.9027852,1.5135128,0.64677787,1.4160384,1.0273732,0.923021,1.0745137,0.97676086,0.9629994,1.0311518,0.0,1.1171602,1.3640907,1.3151736,0.69173944,0.8065717,1.0898999,1.1837709,1.3196044,1.0121859,1.3881956,1.320443,0.7261493,1.3150566,0.77334535,1.3805592,0.6484787,0.89823425,0.69206595,1.3936661,1.1628518,0.8513777,0.41337448,0.9311881,0.4243796,1.3027312,0.5943662,1.3851721,1.1287308,1.1477039,0.8512604,0.8246312,0.5996234,1.0522783,1.2117155,0.94178104,1.3793085,1.274581,1.3044741,1.2988529,1.4013655,0.7789202,0.9990944,0.43242908,0.3924569,0.7292847,1.4696594,1.4643165,1.2027282,1.2013731,1.2713238,1.1918235,0.833572,1.2504741,1.3919617,1.2092113,1.3446279,0.9391434,1.3502531,1.0601115,0.7890127,1.0695143,0.8674752,0.51429033,1.2438539,0.40383458,0.88024265,0.6789768,1.0921016,0.49723572,1.0596704,0.7133916,1.4540129,0.95338625,1.4619272,0.8466867,1.103832,1.4392579,0.9106013,1.3756573,0.8299412,0.43313086,0.92992014,0.65128094,1.5327712,0.9084724,1.1973449,1.3042595,0.8131629,1.0028392,1.3108876,0.7899388,0.922392,1.0312548,1.3101199,0.73155063
duck,1.0063473,0.94541574,0.77655435,1.1250604,1.1110016,1.009823,0.9268354,1.0605398,1.2429519,1.168365,1.2661959,0.9974836,1.2383351,1.1546676,0.695555,1.1923345,1.1979654,1.187501,1.1547389,1.0811261,1.1277466,0.78534436,1.1394707,1.13518,0.9155432,1.0913008,0.9568544,0.74254704,1.0664401,1.1662298,0.82747984,1.0954244,1.0888455,1.0968435,1.0067637,1.2514051,0.9386837,0.7130968,1.1634887,0.9548354,1.0059707,1.1828299,1.1266643,0.87998706,1.1151457,0.711838,0.77084756,1.1178929,1.1805193,1.1171602,0.0,0.7693347,0.82009983,1.1443042,0.78547233,0.8382017,0.61205137,0.935578,0.78780454,1.0706598,0.68537426,1.0933248,0.8389385,0.8891216,0.8627291,0.8613181,1.0040637,0.98479617,0.8559092,0.86737096,1.0343243,1.1659358,1.0368457,1.1223844,1.1784393,1.0903724,1.0966129,1.0265865,0.80416167,0.9574162,1.1119237,0.92142975,1.2348021,0.8167568,0.72611743,0.95057064,1.0162778,0.83972293,0.87763274,0.81814367,1.0567043,0.9295325,1.1371579,1.0647309,1.1582468,1.0728004,1.1218623,0.9269811,0.9554755,0.89061785,1.0184324,0.9518701,1.120837,1.1451397,0.91599333,0.6951158,1.0623593,0.8692283,0.833981,1.1059635,0.6009437,0.8655468,1.1576028,1.123741,1.1295254,0.8683717,1.0923866,1.1551638,1.18586,1.2479239,1.3033389,0.8922183,1.2835847,0.8064579,1.0389186,1.0340126,1.0967469,1.0853416,0.823211,1.0023693,1.1340111,1.152731,1.2905519,0.92299294,0.90034795,0.8380248,0.85411996,1.1490028,1.1322571,0.9258134,1.2089317,0.9730942,1.2245215,0.8433282,1.132792
ear,1.4282746,0.56408656,0.55594826,1.2924397,0.7843429,0.6272312,0.8526245,0.93699366,1.3839984,1.1450458,1.500793,0.5039166,1.419378,1.4669757,0.90217817,1.4350115,1.3462633,1.3293433,0.6792114,0.8536544,1.3218809,0.53038716,0.9078285,1.0116469,1.006806,0.72484124,1.1394562,0.5151669,1.2102301,1.3723061,0.55418754,0.62579715,1.3722043,1.2595971,1.1921175,1.26876,0.9626422,0.33456612,1.3954687,1.0806086,0.37584114,1.4688671,0.76700723,1.0407827,1.344855,1.0928121,1.2270602,1.1016185,1.2071732,1.3640907,0.7693347,0.0,0.45424092,1.2174819,1.1374736,0.61645997,0.8247109,0.87412834,0.7432209,0.7416639,0.94069177,1.4347892,0.44512475,1.0869955,0.63664055,1.1208173,1.2343534,1.1626217,0.57796943,0.8935434,1.308022,1.3262713,1.2366829,1.255596,0.8963591,1.3803935,0.6785577,0.69456816,0.91596746,1.286579,1.2711327,1.2765635,1.2339807,0.5585182,0.7457894,0.3585937,0.8179778,0.44173002,0.5063834,0.54444945,1.116386,1.0495625,1.3170992,1.2451024,1.3994672,0.5979302,0.6812093,1.018959,0.8001881,0.7153661,0.80369955,1.1293818,1.0596184,0.98213464,0.93982875,0.49349284,1.1815124,0.5407503,0.7845758,1.3428379,0.82322276,1.15961,1.1770623,1.1575425,1.2643166,1.0849944,1.1503652,1.0850546,1.3599644,1.2834616,1.3385187,0.37177193,1.2401468,0.55160767,1.0038257,1.1386989,0.74914044,1.3069389,0.6528369,1.2720721,1.3371811,1.2049624,1.4848428,0.6247613,1.0012604,0.45614183,0.5105807,1.3183076,0.9216134,1.0497576,1.4587778,1.069582,1.1508548,0.43850416,1.2649709
egg,1.4640255,0.6135985,0.39692807,1.2978132,0.3959968,0.39496088,0.7696741,0.9940368,1.3311754,1.207689,1.467778,0.71345913,1.4744287,1.1699859,0.93497926,1.3933501,1.3355379,1.3488258,0.74827814,0.664495,1.388386,0.4174651,1.0427349,0.94494635,1.1024742,0.9343914,1.2379918,0.642212,1.3022269,1.5048952,0.7145471,0.6994844,1.4250503,1.2181337,0.958331,1.3305959,0.76997286,0.5450884,1.4294941,0.9197444,0.5992883,1.5792575,0.7088131,1.0623964,1.0677505,1.2008414,1.1977723,1.2962604,1.2406346,1.3151736,0.82009983,0.45424092,0.0,1.256708,1.0097283,0.59382117,0.8734019,1.0159495,0.8526815,0.8168063,0.9616533,1.2497365,0.56081057,1.1226873,0.46384156,1.0981424,0.9509817,1.0889447,0.54357624,1.0731901,1.213361,1.2818818,1.2482221,1.2941778,0.9827378,1.4607428,0.6937784,0.8893334,0.8988436,1.0297426,1.2283247,1.1890945,1.1971968,0.61942637,0.7397209,0.26220107,0.77457196,0.6059323,0.5270396,0.258996,1.3671358,1.016134,1.3114142,1.2760125,1.3691825,0.7832799,0.81830084,0.9578104,0.7767212,0.94000036,0.8596331,1.0362885,1.1100988,0.79790914,1.0382909,0.4538545,1.2523961,0.7587893,0.5170288,1.3804276,1.0787575,1.0499316,1.0947273,1.1276863,1.2694322,1.1374391,1.1583815,1.1193603,1.3483417,1.1333587,1.3494339,0.52715826,1.1563119,0.39267856,0.9296098,1.0418465,0.86398685,1.1680312,0.68112206,1.41084,1.2834027,1.1994036,1.4095685,0.46616882,1.0367954,0.41415185,0.56272733,1.249052,1.0273938,0.89580286,1.3724511,1.077098,1.2927457,0.5925899,1.2887485
elephant,0.52200425,1.2636316,1.3275414,0.5753443,1.2663946,1.3132288,1.2688081,1.1213005,0.76216185,0.20284808,0.5239753,1.2001784,0.85869443,0.81332695,1.0441139,0.42498642,0.6751205,1.0081689,1.3709308,1.3521543,1.1001307,1.2490128,1.180703,1.397249,1.0970327,1.3074899,1.0638684,1.2439891,0.4093194,0.9305871,1.2352793,1.163044,0.83350456,0.44417512,1.1372968,0.9791161,1.2463436,1.2362179,0.780216,1.0229957,1.3490069,0.75637823,1.4153198,0.97474176,1.0598185,0.7663393,0.9907032,1.0750715,1.1484778,0.69173944,1.1443042,1.2174819,1.256708,0.0,0.9466897,1.1817942,1.1522228,1.1757585,1.1494384,1.3396754,1.1007899,1.0198884,1.209004,0.8340979,1.3567886,0.9096949,1.0050422,0.9739022,1.2491089,1.0542053,0.955056,0.52568275,1.1638517,0.52282023,1.327786,0.9113991,1.2407156,1.118381,1.1899506,0.92839587,1.0448633,0.67942023,0.7905637,1.1892196,1.217411,1.2633147,1.1732473,1.2100086,1.2492995,1.3199258,0.8691735,0.44484383,0.4429065,0.6212871,0.7717063,1.3049225,1.2966344,1.0742772,1.0758104,1.0910798,1.1323268,1.0125214,1.1468095,1.302047,1.0698246,1.2983983,1.0532115,1.287118,1.1792883,1.0937488,1.2247682,0.9946534,0.7765728,1.2883084,0.48881274,1.0077127,0.76290655,1.3081946,0.69832426,1.0989614,0.54439116,1.2847847,0.63187265,1.3523697,0.98910093,1.1427568,1.3563789,0.99133515,1.2835208,1.0336246,0.55573916,0.8315087,0.65774494,1.3886923,1.0684057,1.2411246,1.2398125,0.95050526,1.0175416,1.2115514,0.8732729,0.73040706,1.1946911,1.1962388,0.7999407
face,0.83190626,1.0857844,1.1291437,0.8026167,1.1569436,1.1738904,1.2734649,1.2935884,1.006717,1.0275575,0.8729903,1.2214445,1.0901915,0.8093101,1.071353,0.9880137,0.9374573,1.0143524,1.2914824,1.3450239,1.1418984,1.2310429,1.2849234,1.2802976,0.9529251,1.2970874,0.88648045,1.0379767,0.8215009,1.109869,1.1457666,1.1286587,0.8574519,0.6611901,0.92887414,1.1442806,1.1365478,1.0744454,0.9731096,0.95261854,1.2593927,0.8679183,1.3039355,0.98240435,1.0402116,0.86680603,0.79401946,1.1829917,1.209291,0.8065717,0.78547233,1.1374736,1.0097283,0.9466897,0.0,0.90164703,1.0970998,1.3022995,0.91998094,1.2417582,1.0088925,0.8982108,0.8292361,1.0114073,1.0908635,0.25339222,0.99202996,0.7533357,0.9731385,1.062787,0.91245955,0.62294346,1.1161139,0.801703,1.340575,0.98988837,1.3105093,1.14561,1.1118249,1.0949128,0.9466448,0.80038786,1.0499898,0.8045163,1.0015073,1.0255474,1.3883951,1.014222,0.861481,1.1859246,1.0428424,1.0386999,0.60562223,0.7801553,0.88694733,1.3092299,1.2964365,1.1637857,1.1970574,1.1681646,1.3365504,0.8517288,1.2055871,1.3184094,1.0503097,1.2153856,1.1949525,1.0802599,0.84105015,1.0050857,1.0770977,0.84543717,0.9304925,1.2493992,0.590301,1.0109512,0.969088,1.357084,0.8268152,1.2055185,0.99479,1.1871116,0.9690999,1.2258976,1.0744665,1.0644127,1.409877,0.9917721,1.1132731,0.94366443,0.49496496,0.6508698,0.8360199,1.2619662,0.9221479,0.9257415,1.0347743,1.0439441,1.3819168,1.0948652,1.0224667,0.8739155,1.222999,0.9890792,0.8627066
finger,1.3455763,0.42908454,0.80413795,0.9874841,0.93146884,0.9222338,1.0462325,1.0972111,1.2500762,1.2254575,1.3392999,0.8530942,1.3229005,1.0923531,1.137084,1.2124424,1.2936822,1.2293754,0.9644747,1.04307,1.2867365,0.81967545,0.988194,1.1429044,1.0966009,0.95664287,1.2606106,0.5601886,1.2475342,1.2295192,0.925851,1.0623521,1.3133678,1.1287112,1.1137156,1.1822504,0.9952619,0.699881,1.2878656,0.8421676,0.7526172,1.3540092,0.97473925,1.0946395,1.1813791,1.2720687,1.2359502,1.1348344,1.1925131,1.0898999,0.8382017,0.61645997,0.59382117,1.1817942,0.90164703,0.0,0.9775386,1.1353601,0.42063236,0.92473054,1.1990523,1.16621,0.5888864,0.7340954,0.6942208,0.88974255,1.1055928,0.3896225,0.82438445,1.1428039,1.0393192,1.1276451,1.1700664,0.9772415,0.9706841,1.3011194,0.998283,0.6264638,0.8999735,1.1313789,1.2619939,0.906258,1.2514067,0.4573866,0.7031988,0.5018863,0.99968064,0.43969548,0.5380414,0.88600814,1.21298,1.1278996,1.0276062,0.9481034,1.2278154,0.893746,0.929173,1.0698912,0.904514,0.98380053,0.88240755,0.9713449,1.1687895,1.1230065,1.1452986,0.97535866,1.2746954,0.84403384,0.5016987,1.2238988,1.0319326,1.0000931,0.91429675,1.0517212,1.1022885,0.87031806,0.8563433,1.0217079,1.247485,1.1576822,1.2926061,0.6132189,1.1731522,0.74151695,0.534441,1.1708634,1.0212408,1.22285,0.8577591,1.2127186,1.1115781,1.2480016,1.3206651,0.9831286,0.9890837,0.10085511,0.44880944,1.0232812,1.0580038,1.1674917,1.2967952,1.150764,1.1857866,0.48132396,1.2186236
fish,0.8512081,0.91384816,0.75781226,1.1597049,0.9678443,0.82968664,0.85437936,1.0469092,1.1801367,1.1746843,1.1926882,0.6905364,1.1755356,1.212106,0.46943897,0.98028266,1.2107687,1.1711545,1.0033625,0.8650826,1.1390623,0.8949533,1.0430692,1.0347704,0.9627134,0.95929205,0.7774877,0.7517535,0.9234447,1.1670748,0.75132424,0.8713368,1.1533251,1.1620293,1.0971822,1.1690798,0.82908475,0.77989274,1.0301796,1.1156114,0.7830097,1.2027079,0.98608667,0.9253051,1.1889288,0.6633888,0.863119,1.0774804,1.1870959,1.1837709,0.61205137,0.8247109,0.8734019,1.1522228,1.0970998,0.9775386,0.0,0.7910104,0.90625435,0.8163156,0.560013,1.1896927,0.95301396,0.74423945,0.76466393,1.1332256,1.1539061,1.1322999,0.87746847,0.84937406,1.1648169,1.2303201,1.0457473,1.1091436,0.9726455,1.2476664,1.0231066,1.0377747,0.7910253,0.87880075,1.278808,0.9509221,1.1512873,0.98026353,0.8223573,0.9042052,0.80274063,0.91414356,0.93167067,0.926055,1.1236136,0.941926,1.2208984,1.1104404,1.2637035,0.8745985,0.93524146,0.5956192,0.85415196,0.63017416,0.6445649,1.2015026,1.0415871,0.9795303,0.8730322,0.76345414,1.046314,0.75366235,0.9720885,1.1588949,0.6133332,1.0932028,1.1588404,1.0967673,1.238794,0.76729345,1.0632683,1.1248178,1.249654,1.1307822,1.3538587,0.7564801,1.2562313,0.7460738,0.96767235,1.1445849,0.8193612,1.0571357,0.91495585,1.0183156,1.3157666,1.169749,1.3198117,0.8346102,1.1063311,0.9254235,0.8318232,1.0301919,0.90183914,0.87644327,1.3428248,0.87440884,1.174277,0.93353,1.160086
flower,1.1285272,1.0424829,0.70441574,1.3935944,0.81651086,0.71735865,0.54245186,0.6411915,1.230797,1.0417936,1.3471266,0.81862384,1.2666485,1.1903322,0.83335876,1.3008028,1.2991743,1.0489982,0.52915186,0.6171765,1.042667,0.78964543,0.80562806,0.6804309,0.84303725,0.61811256,1.0572324,1.0415232,1.1913922,1.1017647,0.8462371,0.6885481,1.1585572,1.377005,1.2608349,0.92563826,1.0098524,0.9100165,1.170707,1.3333708,0.6833497,1.1861128,0.6088717,0.93448615,1.0876971,0.87847596,0.8322928,0.93749684,0.9889241,1.3196044,0.935578,0.87412834,1.0159495,1.1757585,1.3022995,1.1353601,0.7910104,0.0,1.2064605,0.6859294,0.6503185,1.126729,0.93506426,1.0493748,0.83543766,1.3147234,1.0730551,1.3178889,0.7459351,0.76202166,1.2403253,1.349067,1.0034049,1.4329083,0.8306239,1.0622578,0.59758514,1.0476885,0.8574312,1.0791138,1.0736694,1.3137089,0.94881797,1.1047812,1.1110957,0.90282506,0.5566314,0.96181285,1.0291387,0.80619895,1.1508942,0.9456534,1.3921485,1.4492254,1.2861607,0.72730386,0.7934754,0.70677173,0.8632984,0.8756488,0.65068614,1.2545853,0.17991263,0.84910846,0.7720295,0.75759625,0.8090734,0.7566681,1.2051139,1.0005736,0.5800309,1.2400994,1.2727854,0.83710283,1.4016113,1.0255067,1.3768826,0.7345568,1.2391586,1.1031122,1.1980993,0.76928955,1.1020135,0.7939298,1.3103209,0.9467416,0.45626462,1.103888,0.6441251,0.8859127,1.361216,1.1200155,1.3254571,0.67305535,1.225765,1.056847,0.9722826,1.1782697,0.63414156,0.80495536,1.3523136,1.1054621,0.7507276,0.9474882,0.98369664
foot,1.2507889,0.49129713,1.0077571,0.8853896,1.2510078,1.1562955,1.144316,1.1184359,1.1388993,1.160176,1.2132841,0.76507485,1.0852705,1.1497121,1.0262055,1.0793798,1.2153422,1.2016652,1.1011806,1.1404366,1.13244,0.9522363,0.98765767,1.2190675,1.0268967,0.9141537,1.0506994,0.5412145,1.0459789,1.0472178,0.8116393,1.1334553,1.179848,1.0465585,1.112621,1.1533465,1.1330132,0.61838996,1.1455073,0.90466654,0.85299325,1.1716346,1.1214427,1.145602,1.2538828,1.2450804,1.242707,1.0170773,1.0948062,1.0121859,0.78780454,0.7432209,0.8526815,1.1494384,0.91998094,0.42063236,0.90625435,1.2064605,0.0,0.9558019,1.2648821,1.2001902,0.6211515,0.6870852,0.9212701,0.8045039,1.2273114,0.63543606,0.96310616,1.1942439,0.85978556,1.0399905,1.1608974,0.83055395,0.95301414,1.1621716,1.0701828,0.4978329,0.9819901,1.0022196,1.2384932,0.8009457,1.2654917,0.49243736,0.78571504,0.7883551,1.0114399,0.4996392,0.56442696,1.1353076,1.0661076,1.1604207,0.9332575,0.77028495,1.1431278,0.892339,0.9291675,1.1693958,0.83036387,1.0543422,0.8480941,0.9800292,1.2913013,1.083137,1.2260174,1.0308645,1.1209815,0.76238817,0.71978545,1.2052672,0.9551755,1.005684,0.9191718,1.0984422,0.9780118,0.6820524,0.62699395,1.0283127,1.2265253,1.0806638,1.2573681,0.6351106,1.2190807,0.797194,0.45327604,1.1383095,1.0703611,1.1842905,1.0888882,1.0620153,1.0704648,1.2629832,1.2651324,1.0979372,0.97146773,0.4366274,0.5763347,0.95477617,0.99105054,1.3069814,1.2371423,1.0981157,1.1654893,0.5234417,1.2000127
fork,1.4049565,0.67439663,0.83873785,1.418972,0.83275235,0.6852898,0.7663282,0.62094855,1.1951698,1.1455568,1.3911142,0.47730398,1.1396557,1.323071,0.95947695,1.3767675,1.2542307,1.1073626,0.5119879,0.65992844,1.1343449,0.7694305,0.47962165,0.8142378,1.0630021,0.58277905,0.8747376,0.7825456,1.21718,1.1687336,0.76614904,0.5397183,1.3056759,1.4209042,1.1672505,0.6863592,0.9871596,0.81067216,1.2757336,1.1396562,0.3821677,1.2763515,0.6353636,1.1332972,1.0960169,1.2062635,1.1779448,0.90759134,0.88019896,1.3881956,1.0706598,0.7416639,0.8168063,1.3396754,1.2417582,0.92473054,0.8163156,0.6859294,0.9558019,0.0,0.9606528,1.2763726,0.6410713,1.1042254,0.7532116,1.2413411,1.2813302,1.2620392,0.7325853,0.9509997,1.0119976,1.3989004,1.2043352,1.4481559,0.21342784,1.2522893,0.45816612,0.80280423,0.97014755,1.2641212,1.2748908,1.453785,1.0927973,0.8545917,1.054755,0.6497398,0.56351626,0.71408725,0.67981696,0.8099729,1.0674112,1.088851,1.483073,1.4437783,1.3353025,0.21589291,0.23043525,0.8587304,0.89791584,0.8752694,0.7011844,1.2695258,0.8117122,0.70184255,0.96478885,0.8255166,0.9247317,0.747423,1.0526004,1.1404892,0.95842516,1.257711,1.2240944,0.5769502,1.436373,0.9591039,1.2834542,0.52723175,1.349782,0.8698299,1.2866806,0.5052718,1.0786107,0.6329211,1.0243934,1.1087404,0.28451657,1.0993189,0.9166115,1.1135587,1.4436305,1.2452372,1.4251645,0.6702834,1.1302133,0.80504006,0.6641921,1.0449376,0.67205226,1.0333039,1.3573118,1.3436197,0.7627175,0.62793416,1.1015706
frog,0.63672113,1.3121617,0.70722723,1.2845953,0.7741884,0.8281524,0.7043146,0.9474204,1.2780354,1.0498314,1.246153,1.0702192,1.3970734,1.0566766,0.4310726,1.1284391,1.116082,0.8653071,0.94224346,0.8742236,1.0865947,0.91994447,1.1337988,1.0041647,0.6485189,1.2009034,1.0108868,1.0707297,1.0632012,1.3827205,0.8877864,0.9442441,1.2268767,1.255388,1.0034518,1.0252806,0.72713876,0.9721529,1.272792,1.07461,0.9856742,1.210536,0.94867676,0.7627495,0.95248264,0.4003942,0.43756592,1.324489,1.2305977,1.320443,0.68537426,0.94069177,0.9616533,1.1007899,1.0088925,1.1990523,0.560013,0.6503185,1.2648821,0.9606528,0.0,0.98971283,1.0907278,0.8680599,0.63489604,1.1758754,0.9105524,1.1931087,0.8847262,0.5746105,1.2231044,1.2944279,0.90107524,1.3250484,1.1142341,1.2286572,1.0937712,1.257478,0.7900157,0.889395,1.1527984,0.96215594,0.79450154,1.2190399,1.0861533,1.0535218,0.86836356,1.1799008,1.138729,0.81704485,1.3478642,0.7556966,1.2596929,1.3705373,1.0072712,1.02427,1.0236565,0.57496357,0.9415642,0.6599113,1.0715973,1.0060117,0.7971761,1.0216484,0.5866473,0.8021823,0.9518215,0.9334657,0.9909929,1.1522633,0.5478859,0.8884618,1.2856904,0.7821728,1.2900572,0.9130142,1.3931177,1.2377007,1.3047202,1.2350959,1.2299187,1.0036439,1.1184015,0.84974545,1.2856807,0.9357037,0.94383883,0.72223836,0.64331526,0.9576327,1.2472241,0.9478786,1.1058385,0.72554666,1.1219813,1.2068877,0.9740763,0.9867613,1.0303198,0.36062562,1.1097391,0.8663051,1.2219732,1.0978914,1.2958786
glass,0.69808346,1.4340873,1.1579881,0.7495984,1.0537283,1.2419344,1.1668886,1.1833179,0.72036356,1.0572435,0.78556323,1.5848949,0.92965615,0.74504805,1.0995843,0.88616544,0.7385258,0.7943481,1.1906441,1.1035053,0.90265256,1.2694292,1.2223105,0.8521066,0.9559024,1.36839,0.86434585,1.2575548,0.96900296,0.80912423,1.3983268,1.4336264,0.8154632,0.87198925,0.54716283,0.88905054,0.9096627,1.391808,0.9180241,0.857455,1.5363317,0.73102,1.0687017,1.0489781,0.40628105,1.0126144,0.96481055,1.0804839,1.1162447,0.7261493,1.0933248,1.4347892,1.2497365,1.0198884,0.8982108,1.16621,1.1896927,1.126729,1.2001902,1.2763726,0.98971283,0.0,1.4469554,1.0104024,1.0659182,0.8479753,0.62313706,0.6993197,1.3292675,1.1214865,0.7134836,0.813462,0.58261657,0.84072036,1.2240641,0.7039484,1.3576334,1.3416872,1.0569891,0.63728714,0.57554644,0.7023633,0.69374114,1.2840176,1.010981,1.4341141,1.3937098,1.4491425,1.389377,1.165646,1.0334162,1.0347468,0.785908,0.83741915,0.5884579,1.4802864,1.4246405,1.163032,1.0543327,1.2303748,1.4723585,0.6885369,1.0590516,0.95269746,1.146628,1.2859529,1.0452751,1.3787413,0.9582401,0.73227996,1.0526887,0.77014285,0.85360146,0.90346247,0.833894,1.044577,0.9730892,0.9798492,0.7687781,0.82477653,0.7805275,1.5889978,0.9237219,1.2758776,1.1025409,0.74952483,1.2313571,0.54009306,1.1018497,0.95507646,0.7748476,0.8773407,0.5103431,1.2858024,0.8688942,1.330973,1.3054597,0.5643609,1.3826122,0.9170985,0.54873085,0.94462967,1.0642458,1.4219408,0.9217138
glasses,1.4935178,0.42470193,0.7270257,1.3441997,0.82437605,0.62107956,0.9124411,0.9141233,1.3945892,1.1051242,1.44326,0.46748972,1.3649776,1.3275428,1.1019056,1.4329584,1.3138639,1.2754233,0.58440924,0.79756254,1.3177472,0.7098744,0.88703704,1.0144408,0.97681934,0.6614273,1.1139448,0.54310584,1.179415,1.3349891,0.69260097,0.49679637,1.3292115,1.2721832,1.2510905,1.1914244,1.1011522,0.5726092,1.3662043,1.1853268,0.35436535,1.4493469,0.7022469,1.0456299,1.3538729,1.1923376,1.230648,1.1399733,1.1398852,1.3150566,0.8389385,0.44512475,0.56081057,1.209004,0.8292361,0.5888864,0.95301396,0.93506426,0.6211515,0.6410713,1.0907278,1.4469554,0.0,1.1146811,0.68494004,0.7937558,1.3320729,1.0994027,0.41536212,1.0100667,1.0930128,1.2595137,1.3598092,1.3000686,0.8372418,1.3561507,0.5267482,0.614166,1.0170848,1.3755655,1.3370504,1.3124876,1.2997781,0.29520297,0.86455005,0.24233961,0.8240686,0.25224876,0.19827741,0.7301167,1.1581323,1.1616836,1.3035178,1.2508465,1.4109743,0.54839027,0.6404102,1.0505506,0.9661386,0.8959112,0.7658223,1.1798546,1.0342538,0.97350484,0.9764721,0.711069,1.0874102,0.5911563,0.73549074,1.3606935,1.0257813,1.2143376,1.193916,1.1062281,1.2264829,1.0180764,1.1019647,1.0327425,1.3420334,1.2404903,1.2783955,0.26006258,1.1701938,0.7599293,1.045244,1.2307668,0.7286432,1.3575616,0.86417246,1.2588727,1.245899,1.1330447,1.47469,0.6698201,1.1659119,0.38915074,0.41470277,1.3154056,0.9081537,1.1342826,1.486498,1.2115221,1.0890429,0.19123077,1.1349508
