,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
ear,0.9904547,0.99567544,1.0199666,0.9708068,1.076757,1.0790868,1.0236185,1.0968874,1.0159134,0.9669111,1.0866332,1.1736778,0.8987014,0.88144225,1.0398649,1.0062057,1.1484994,1.1385157,1.1422958,1.1703358,0.9926872,1.133189,1.2746738,0.9716129,1.2720654,1.1428094,1.0157901,1.0094031,1.0970379,0.98536015,1.0918591,1.0050771,1.0226316,1.0121174,1.0858444,1.0512366,1.0283841,1.253799,1.1088445,0.9575606,1.1170088,1.1115296,1.1865782,0.9709983,1.0299888,0.97000676,0.99298126,1.0839173,1.1910912,0.99232286,0.0,1.0159917,0.96535456,0.8426427,0.7630282,0.83241343,0.9651455,1.1620605,1.153281,0.87207395,1.1646752,0.98342294,0.82696396,0.821354,0.98959875,1.0426099,0.68394405,0.8434597,0.88721335,1.0626074,0.93031466,1.0109588,1.086246,0.9874229,1.1594367,1.0634034,1.1814114,0.99664485,1.0461462,0.8970543,1.124197,0.86225736,1.1473187,1.0284727,0.7564772,1.0038053,1.0013185,1.119183,0.7694608,0.67211694,1.1251055,1.0357386,1.0175155,0.95011985,1.0304706,0.999957,1.1842326,1.1768197,1.087218,0.7548168,1.1984669,1.091689,1.1269292,1.1392647,1.1207403,0.96023995,1.098422,1.2535201,0.90367085,1.1150874,1.066435,1.0131218,0.79863286,1.0413159,0.9101606,0.9579987,1.0252984,1.2110456,0.8893495,1.2275858,1.0247203,1.0623727,1.0759096,1.1066651,1.0573393,1.001181,1.1932535,1.0658756,1.0012733,1.0147185,1.0044922,1.0038643,1.0752568,0.8605804,0.8183428,1.0254781,1.103738,1.067434,1.0308155,1.1235452,1.0795434,1.1458795,0.90643805,1.1017255
egg,1.4532131,0.753593,0.27799058,1.4030023,0.37058854,0.27175164,0.7446525,0.944695,1.4704282,1.4858882,0.7461362,1.4634054,1.3403751,0.9497883,1.3785112,1.3176715,1.0572926,0.6267408,0.897758,1.335413,0.5629042,1.2702296,0.85517704,0.93246216,0.9039533,0.8656488,0.48391128,1.3952794,1.4523948,1.1499597,0.7116593,1.4298514,1.1702697,1.2276566,1.0523521,1.1725317,0.69435114,0.94120765,1.4581553,0.609776,0.5099647,1.5573869,0.6238335,1.0023433,1.1436316,1.2542775,1.1340842,1.3394419,1.2448926,1.2005002,1.0159917,0.0,0.90760475,0.79029185,1.187585,0.5746293,1.2094948,0.7823291,0.91052204,0.9294763,0.8532599,0.9391292,1.1786163,0.5469259,0.9912624,0.63396746,1.164534,1.1512418,0.7467868,1.0832331,1.2749707,1.3570669,1.0760038,1.3565687,1.1285942,1.4807208,0.5867653,1.0269117,0.87818325,1.1544267,1.1456597,1.2986369,1.1219095,1.0829544,0.7322679,0.8033117,0.36741173,1.0198884,0.62245166,0.6875192,0.24478781,1.4342759,1.2083434,1.4305726,1.3566267,1.3618978,0.6259303,0.65885687,0.5665341,0.8626832,0.6471151,0.7717072,0.9936557,0.7206575,0.9306571,0.7664244,1.48181,0.76525056,0.3961947,1.3587075,0.8858632,1.046768,1.3369303,1.3433642,1.3865209,1.1961193,1.2292937,0.99853617,1.3468405,1.0937405,1.3557004,0.4982484,1.238202,0.4669608,0.70014536,1.059467,0.90078974,1.0508442,0.6921602,1.4717201,1.4085937,1.4723587,0.38471472,0.48132384,0.6841575,1.082622,1.112259,0.6968428,1.2851962,1.072056,1.2029511,1.1185946,0.4971646,1.2377621
elephant,0.9604223,0.8373976,1.0203385,0.77293944,1.0525631,1.1229199,1.211835,1.1966751,0.8197942,0.79266244,0.9040707,0.91805583,0.7389237,0.9400657,0.8803799,0.88555205,1.2977674,1.142027,1.2924016,1.1909709,1.0430094,1.0673425,1.1685326,1.1022297,1.0327746,1.0668898,0.9704587,0.5593667,0.9175968,1.1308738,1.1909407,0.8747934,0.85293186,0.85485303,1.1027266,1.0905691,1.1840233,1.2269804,0.9420122,1.0918957,1.0753509,0.9571514,1.2123216,1.0085628,1.185647,1.0456829,1.235867,0.9379042,1.1631554,0.856007,0.96535456,0.90760475,0.0,0.9755409,0.88284934,0.8670662,1.1116191,1.1228695,1.3145113,0.8632003,1.2088144,1.2780874,0.94894874,0.90479857,1.0573024,1.2765999,0.77487695,0.9782943,1.0024416,1.1839349,0.99098027,0.9086774,1.0555522,0.47612935,1.049018,1.0223721,1.0224737,0.8830323,0.99132293,0.97838014,1.1703601,0.9424003,1.0982974,1.0869054,0.917308,1.2452875,0.95031697,1.103037,0.8691354,0.9461134,1.0525512,0.81982714,0.8682902,0.7002828,0.5838094,1.0683197,1.1141955,1.1439974,1.0113981,1.1603516,0.93694085,1.1151835,1.1707696,1.1629993,1.2005689,0.979827,1.0775281,1.2202889,0.8893142,1.1334823,1.1689191,1.2122177,0.94906306,1.0780377,0.6550591,1.0352172,0.6503223,1.1877302,0.7870718,0.9969385,0.8852107,0.9477104,0.6756841,1.1425464,0.87567127,1.1707027,1.2535495,1.1990818,1.1650645,0.9530219,0.69636285,0.928115,1.2179712,0.8504895,0.9136288,1.1820737,1.0569625,1.3519223,1.2256532,1.114962,1.0719948,1.101396,0.94943213,0.88736415
eye,1.1179422,0.77790064,0.8641656,1.0250483,0.9390015,0.9314164,1.1001524,0.98888427,1.1360343,1.1495254,0.88104284,1.2022072,1.0044194,0.86432266,1.1265836,1.1597747,1.0913322,1.1088572,1.1946306,1.1188576,0.83025515,1.1174403,1.250473,0.9294424,1.1567072,1.1431131,0.7357991,1.1198211,1.2388061,1.1464462,0.95762134,1.2150674,1.0766517,1.0918945,1.1573603,0.97365373,1.0913482,1.0958904,1.2759209,0.8429321,0.86531943,1.2514918,1.1463058,1.0685579,1.1087006,1.1052935,1.1414303,1.1721574,1.0829637,1.068432,0.8426427,0.79029185,0.9755409,0.0,0.8691594,0.63669956,1.0306679,1.0436302,1.2492365,0.708325,1.00478,1.033858,0.9955423,0.48963082,0.9840961,0.94518006,0.8146494,0.8280541,0.9298912,1.0039439,1.0466839,1.0181155,1.1336496,1.0458939,1.0481666,1.1629009,0.98666567,0.908794,0.981931,1.0013162,1.2528775,1.0519999,1.162593,1.0313883,0.3632393,1.0700463,0.80430865,1.1972293,0.57107514,0.41588783,0.9491052,1.1530155,1.1770091,1.0956234,1.0295442,1.0711733,0.9666002,0.983107,0.92351997,1.0157666,1.0413121,0.90457094,1.2236539,1.1353146,1.0860186,0.974193,1.1995571,1.0936838,0.5069351,1.2620816,1.1642373,1.1763465,1.0617317,1.033384,1.0539099,0.94144374,0.9840367,1.1881031,1.1213363,1.2820667,1.1229473,0.76860654,1.1332376,1.0194871,0.84567064,1.1297225,1.1977463,1.0728155,0.8983377,1.179618,1.0914388,1.1963489,0.9206121,0.6382065,0.6063708,1.0925446,1.1832689,1.0334226,1.1307642,1.0801449,1.0135891,1.1560915,0.64907795,1.1561742
face,0.75340784,1.2251556,1.1736468,0.6563006,1.1433231,1.2007897,1.1796997,1.2512927,0.8286586,0.71387553,1.1981232,1.0718691,0.48778272,0.88149154,0.89666516,0.985149,1.0849481,1.2748792,1.1904647,1.0550293,1.2047684,1.0359125,1.3652806,1.1508181,1.3622136,1.133106,1.2581229,0.79030085,1.0700166,1.0244247,1.1583512,0.8841296,0.8915291,0.8981589,1.0884827,1.1032715,1.0979968,1.2295102,0.97659415,1.1343822,1.313356,0.84629947,1.3351064,1.2144345,1.0183196,0.71115834,0.7481655,1.0251213,1.1974818,0.8769145,0.7630282,1.187585,0.88284934,0.8691594,0.0,1.0429094,0.8772096,1.2619586,1.2460568,1.0401754,1.3681142,0.94493693,0.7843231,0.9753376,1.1353455,1.1750994,0.18886298,0.793143,0.86796296,0.962858,0.8496757,0.87994236,1.1067125,0.83388597,1.2193384,0.9127556,1.3682202,1.14168,1.1746678,0.79829305,1.040446,0.83612275,1.2160197,0.99690866,0.8518523,1.111331,1.132651,1.3710566,1.1111299,0.78199565,1.1995884,0.97100365,1.0335183,0.54098326,0.83378506,0.77543485,1.328424,1.3190486,1.2081664,1.0089071,1.3673744,1.186685,1.1901296,1.2158151,1.0507182,0.96792567,1.0228835,1.3248049,1.095068,1.0099375,1.0957118,0.994083,0.68127364,0.9071552,0.53477925,1.0372018,0.85939723,1.3560634,0.7022337,1.1972878,0.8212341,1.2987366,0.89287853,1.2680242,1.3125751,0.98976815,1.3453499,0.9234022,1.1345778,0.694589,0.5708147,0.7107625,1.2841032,1.0618626,1.0300144,1.1064647,1.3436873,1.1001229,0.9073873,1.0354218,1.1535577,1.2327875,1.1356618,0.98688513
finger,1.3032122,0.40851033,0.60811234,0.9349669,0.94276917,0.92766726,0.91732776,1.0977298,1.3200638,1.3056508,0.76277566,1.311226,1.0633464,1.079802,1.1979057,1.2875085,1.1473339,0.98189855,1.2577991,1.2875814,0.5706459,1.3020483,1.1699674,0.948072,1.0703495,1.1107767,0.44592392,1.244314,1.2657617,1.20779,1.0807153,1.3628215,1.2027026,1.0573022,1.3046708,0.968195,1.0259745,1.0574036,1.2834628,0.5504295,0.6823874,1.4675418,1.0341945,1.02113,1.2566454,1.2975008,1.1416292,1.2495925,1.1634395,1.0419458,0.83241343,0.5746293,0.8670662,0.63669956,1.0429094,0.0,1.24096,0.98879075,1.1338596,0.37607133,0.80865276,1.16768,1.0320604,0.5278423,0.6378864,0.7514802,0.9302291,0.41410935,0.90760916,1.1271654,1.2284791,1.1888584,1.1733063,1.0090375,0.98008054,1.3179977,0.93538815,0.7360982,0.7052702,1.1109571,1.2978406,0.99450636,1.1551936,1.114611,0.5160899,0.91023,0.6268899,1.0589534,0.37344837,0.45892346,0.86574125,1.2975707,1.2664037,1.2093614,1.0400503,1.254966,0.80814856,0.7959738,0.652244,0.7987546,0.70472,0.8301751,1.1087023,1.0995957,1.2056749,0.942977,1.303339,0.9809101,0.4217323,1.3490754,1.1053832,1.2365377,1.0984825,1.2093494,1.1359265,0.9945873,0.8315345,1.0930108,1.2490433,1.260102,1.2789345,0.56681764,1.2128943,0.8225482,0.55215716,1.2303245,1.0881003,1.3239243,0.737602,1.3755257,1.1619303,1.3749683,0.9360741,0.0947451,0.36241853,0.7929692,1.1146137,1.068106,1.314487,1.1615348,1.1233675,1.2055072,0.50214297,1.2547073
firetruck,0.74517214,1.2213528,1.2286825,0.942899,1.1170962,1.0895199,1.1223941,1.0717212,0.86642027,0.81164557,1.2114887,0.92588675,0.8870853,0.9896296,0.8632288,0.86171055,0.7706797,1.1910504,1.0533264,0.76274276,1.1689845,0.9925053,1.070152,1.043782,1.1495557,0.7581534,1.2171644,0.8994687,0.9413474,1.0220435,1.1558475,0.81182873,0.86503834,0.931458,1.080229,1.0152682,1.0489146,1.0833346,0.9498546,1.1947439,1.1835482,0.7885192,1.1438378,1.0662398,0.94307274,0.8325701,0.7924308,0.8547883,0.988798,0.8896651,0.9651455,1.2094948,1.1116191,1.0306679,0.8772096,1.24096,0.0,1.0941248,1.0871521,1.1353661,1.254081,0.763023,0.8407296,1.2102768,1.1796877,0.9993287,0.9191748,1.0237414,1.1591723,0.8580239,0.9026896,0.8744247,0.8532734,0.9099661,1.116797,0.81452024,1.1423011,1.0091445,1.1543399,0.9348383,0.9591266,0.8511705,1.1772761,0.74020743,1.0850883,1.0808215,1.2143246,1.2211809,1.2593942,1.1442744,1.198158,0.8942988,1.0286807,0.823013,0.9215717,0.6898676,1.2294732,1.2874358,1.2200513,1.1417825,1.244893,1.0325705,1.1113565,1.1929797,0.97152114,0.97530586,0.97121155,1.102344,1.2112613,0.83095807,1.1007465,1.0684234,0.8769969,0.9533568,0.8950852,1.0375314,1.048852,1.163528,0.9013196,1.092576,0.8173176,1.2502564,0.8620856,1.1181363,1.1984408,1.053113,1.213995,0.8474466,1.0077822,0.769721,0.8472679,0.79230005,1.1131377,1.2920485,1.1418653,1.1138583,1.1371173,0.75085187,0.8873582,1.007229,0.7360907,1.1025363,1.2753022,0.90269566
fish,0.98425907,0.997631,0.61558664,1.4712352,0.70088357,0.63328356,0.91562515,0.82342935,1.40276,1.3669353,0.4369676,1.1712685,1.4484308,0.9198786,1.1935422,1.1432736,0.8247261,0.58332044,0.946257,1.2008115,0.8048835,1.0714016,0.7976068,0.7533995,0.75556284,0.6701525,0.69227517,1.0911505,1.2537808,1.2321274,0.73839295,1.236112,1.0276092,1.244622,1.1510866,1.0379282,0.9650966,0.8773211,1.2738867,0.89867556,0.40945697,1.3549824,0.6785966,0.9461732,1.1657636,1.0114502,1.1091459,1.1175076,1.0357262,1.2138224,1.1620605,0.7823291,1.1228695,1.0436302,1.2619586,0.98879075,1.0941248,0.0,0.71455044,1.0553288,0.6851922,0.69463634,1.3982891,0.75933313,1.0170517,0.7907101,1.2647558,1.3100939,0.66260904,0.8477416,1.280964,1.144671,1.0175881,1.2168002,0.9522078,1.3240871,0.5225109,0.9442863,0.8706397,1.0677656,1.1838194,1.3014936,0.8623889,0.8898604,0.96074754,0.9498391,0.6981388,0.9006965,0.83095115,1.0554231,0.7173113,1.1562294,1.0078732,1.4460709,1.3089597,1.2881448,0.40964687,0.488006,0.92029417,0.9530431,0.47199386,0.8483074,0.825644,0.8824054,0.78246593,1.0881251,1.2123387,0.5878101,0.8460816,1.1325866,0.7570121,1.2494777,1.2725332,1.2035396,1.3459542,1.1081809,1.0981225,0.845221,1.3556032,0.87429196,1.2717116,0.53476495,1.1125007,0.6653545,0.8702271,1.1978118,0.9138471,1.2601762,0.7738048,1.1799394,1.4048166,1.4309673,0.6492983,0.9345643,0.826612,1.1638918,0.90113616,0.7968024,1.3187457,0.85868204,0.87784874,0.9222762,0.7150934,1.0124665
flower,1.1848888,1.1821816,0.720916,1.3666162,0.7452953,0.78219134,0.79431146,0.6749678,1.4063549,1.3795402,0.88801557,1.2668054,1.3907115,0.983478,1.2206444,1.0258006,0.80800986,0.5312697,0.78101504,1.1815711,0.882586,1.0874771,0.7070603,0.87418604,0.79308784,0.6623413,0.84188074,1.2715054,1.145412,1.105411,0.6259018,1.1311021,1.0414228,1.1812098,1.0800174,1.1131952,0.8062079,0.84720016,1.0708193,0.9242688,0.70238334,1.1566987,0.5840167,0.84230316,1.0151936,1.028643,0.84568894,1.0554668,1.0655853,1.1317455,1.153281,0.91052204,1.3145113,1.2492365,1.2460568,1.1338596,1.0871521,0.71455044,0.0,1.3207855,0.72807753,0.78871906,1.2585745,0.9796267,1.0282428,0.9277641,1.299753,1.2950169,0.80126965,0.8531775,1.2357264,1.2348244,0.9778141,1.4175265,1.1194278,1.1049842,0.6774206,1.1723375,0.91793,1.1817902,0.94650495,1.3718212,0.7438129,0.87005574,1.266614,0.85310674,0.8129103,0.8752085,1.0841658,1.168814,0.7986932,1.267666,0.9530662,1.3697106,1.4196508,1.223752,0.56859195,0.55181676,0.94208014,0.81725794,0.68161494,0.8691954,0.20907176,0.7503225,0.6230834,1.1512477,1.0473708,0.6179824,1.0295832,0.94053656,0.45226806,1.0738891,1.3092349,1.1323352,1.3834503,1.1294693,1.419097,0.68761617,1.2469962,0.951374,1.3069885,0.8733964,1.1418058,0.7124874,1.1390444,1.0376068,0.6931629,0.9843197,0.64751834,1.0472931,1.3446002,1.2850052,0.7522869,1.1066873,1.1360489,1.014072,0.944657,0.7817478,1.1026603,0.7028944,1.0086634,0.8263092,0.8527905,0.90287924
foot,1.0394785,0.34957844,0.99553996,0.7876126,1.2039024,1.1967336,0.9732088,1.137343,0.98309124,1.0247848,0.8775057,1.0581611,0.8801884,1.0940188,1.0066075,1.2144272,1.1789217,1.2356709,1.2725971,1.0828887,0.74030983,1.1640763,1.1958002,1.0165246,1.0634682,1.2859946,0.69979393,1.0170738,1.0447748,1.1346242,1.3022311,1.225561,1.2096386,0.87863207,1.2059735,0.9231964,1.1401134,0.99048865,1.1147653,0.78574294,0.9861815,1.222461,1.2497103,0.9663734,1.2163732,1.1241293,1.0978465,1.1492012,1.0648496,0.8788885,0.87207395,0.9294763,0.8632003,0.708325,1.0401754,0.37607133,1.1353661,1.0553288,1.3207855,0.0,0.9615423,1.1621195,1.06098,0.8041016,0.48381656,0.9638523,0.8738104,0.49589264,1.0305958,1.0975242,1.1217761,0.9058176,0.97363234,0.75946325,1.0156343,1.08959,1.1270646,0.5852337,0.80256516,0.9500225,1.1864102,0.80941236,1.2146524,1.0210006,0.6037437,0.96517175,1.0020391,0.8950267,0.5890211,0.70372605,1.1550773,1.1370764,1.1762793,0.9845119,0.70593095,1.1253649,1.1307327,1.1395953,0.7747712,1.0073835,0.8495229,0.9167928,1.2326154,1.2857691,1.2483474,1.059855,1.0442569,1.1104424,0.7432281,1.2603811,1.2789104,1.1592864,0.94506913,1.0997151,0.94520587,0.5440813,0.62770134,1.1747308,1.09208,1.2435979,1.1588961,0.6397451,1.1398082,1.0761338,0.33431792,1.1224952,1.247966,1.2887814,0.902163,1.1587472,0.9665267,1.1962769,1.1504424,0.29158545,0.5884116,0.9676868,0.9257197,1.1991909,1.1956685,1.1733971,1.0312167,1.2238042,0.8347702,1.2394812
fork,1.3667464,0.80162156,0.8996549,1.2213402,0.89835835,0.81525075,0.85531574,0.77513075,1.4240499,1.516897,0.7337896,1.1508765,1.493925,1.0232757,1.291786,1.1063632,0.9377813,0.7402469,0.844412,1.1890365,0.86479825,0.76716727,0.84502554,0.77219105,0.7416531,0.9046014,0.76924837,1.3773922,1.1608688,1.0307364,0.6119915,1.3169564,1.143034,1.3654938,0.98999816,0.6269971,0.99903667,0.74307024,1.2298032,0.8061419,0.5998527,1.3613167,0.7234071,0.6223694,1.0388215,1.3002093,1.1464766,1.2202616,0.9024118,1.2874928,1.1646752,0.8532599,1.2088144,1.00478,1.3681142,0.80865276,1.254081,0.6851922,0.72807753,0.9615423,0.0,1.0161017,1.1461685,0.8438834,0.81313455,0.78035915,1.3839904,1.0117862,0.9089149,1.0064852,1.0046598,1.3503684,1.2683628,1.3644564,0.39172244,1.2507564,0.5446354,0.9913635,0.70807093,1.2472425,1.069596,1.3003303,0.5408745,1.0820893,1.047434,1.0083859,0.8788083,0.77602327,0.8055108,1.02721,0.8529811,1.1321464,1.103461,1.515461,1.4082532,1.272539,0.41035813,0.32927346,0.83986723,0.78047395,0.697171,0.9076624,0.834981,0.75947297,0.90448964,1.1149123,1.0476046,0.6234591,0.92089564,1.1601723,0.8737931,1.0434452,1.3989227,0.750598,1.4818801,1.0185454,1.2606995,0.4630636,1.4122245,0.8375606,1.2398844,0.7323972,1.170022,0.80655074,0.72642225,1.0915968,0.35814464,0.9362083,0.88971657,1.2720767,1.4975171,1.3738929,0.8025335,0.830788,0.92141086,0.56315696,0.8753999,0.91827416,1.117047,0.9320775,1.0688381,0.56990075,0.72350335,1.0897634
frog,0.5491985,1.2447877,0.9366734,1.2273047,0.7367914,0.7433314,0.61426425,0.933766,1.2727922,1.1421791,1.1555161,1.3275198,1.1494939,0.664346,1.0238502,1.2409286,0.71066463,1.0847528,1.0214275,1.011777,0.862755,1.2197725,1.1972382,0.7017858,1.3584223,0.90783745,1.1457597,0.9881637,1.3588388,0.9869294,0.9430104,1.2496791,1.0833652,1.2600424,1.0155865,1.031316,0.76102155,0.8654854,1.2532552,0.8862084,1.0175971,1.2080275,1.0762631,1.0540785,1.005226,0.5150956,0.4517126,1.1641102,1.1992261,1.1646563,0.98342294,0.9391292,1.2780874,1.033858,0.94493693,1.16768,0.763023,0.69463634,0.78871906,1.1621195,1.0161017,0.0,1.0305753,1.0982972,0.8691629,0.6800683,1.086449,1.0951611,0.87917304,0.54904455,1.0935652,1.1103748,0.9089781,1.2500353,1.1370084,1.2042997,1.1761087,1.1607789,1.0198904,0.6363977,1.0347619,0.84915423,1.1120498,0.7567203,1.0573059,0.7251004,1.0946445,0.98171574,1.195363,1.0640388,0.9378079,1.333739,1.0334543,1.148657,1.2830606,0.86779034,1.0387449,1.0625393,0.9724731,0.9608054,1.1283878,0.83517706,0.92754436,1.0372516,0.56187385,0.8650945,1.0745119,0.9998924,1.0735928,1.1065704,0.72555506,1.0496919,1.0485611,0.92916924,1.1579921,0.97241634,1.2499845,1.1781976,1.2240063,1.2931916,1.0663437,1.0296689,1.083876,0.91840804,1.0620207,0.97993505,1.1116846,0.76409495,0.7485169,0.9792122,1.1882919,1.0670505,0.71926296,1.1723853,1.1052562,1.0821695,1.0336419,0.3237145,0.93901366,0.89460826,1.0421226,1.269938,1.1289432,1.2408061
glass,0.8584632,1.1061218,1.3312736,0.6081284,1.1063918,1.1452677,1.1377374,1.2527057,0.7739289,0.79762894,1.4379601,1.0548519,0.6154581,0.96061873,0.9206718,0.87064064,1.0943935,1.3782594,0.89262116,1.0141433,1.179127,1.0552135,1.179138,1.0433192,1.2994665,1.2746309,1.3997425,0.85298324,0.99895865,0.87454623,1.1342169,0.9447445,0.937004,0.95719576,0.795166,0.9189168,1.0650288,1.2064018,1.0116295,1.0855917,1.4967673,0.8857021,1.2726853,1.0727725,0.84300315,0.953671,0.935579,1.0156331,1.1256496,0.8594107,0.82696396,1.1786163,0.94894874,0.9955423,0.7843231,1.0320604,0.8407296,1.3982891,1.2585745,1.06098,1.1461685,1.0305753,0.0,1.2634375,0.9379332,0.7868362,0.80347604,0.60914975,1.2583096,1.1419585,0.69632995,1.0193447,0.92185247,0.8748344,0.83916545,0.9230342,1.406729,1.0865574,1.1694454,0.80277854,0.7748715,0.54457754,1.1433599,1.0092032,1.1137705,0.9813696,1.3420666,1.264565,1.2196357,1.0312376,1.2699225,0.83900523,1.0003749,0.6744345,0.8949026,0.69097805,1.4556193,1.4082639,1.09121,1.0149163,1.5144377,1.1398655,1.2317743,0.9125446,1.2042693,0.8535419,0.87601024,1.35534,1.2146332,0.8878851,1.2722781,0.69942814,0.6985604,0.72842133,0.6952778,0.98305047,0.86140585,1.2138057,0.82345194,1.0274576,0.7569327,1.4407924,0.8798761,1.3120131,1.1750126,0.656572,0.9375656,0.6136114,1.2682457,0.83149433,0.7570312,0.56669456,1.213142,1.1830187,1.0728872,0.6285911,1.2526051,1.1168693,0.60801554,1.1253755,1.0480461,1.1760349,1.3011885,1.0472903
glasses,1.3733598,0.80410314,0.38377094,1.3251295,0.8206487,0.77988017,1.0488151,0.81107056,1.3931582,1.4004811,0.44980776,1.3491673,1.2699015,0.94190055,1.3118773,1.258545,1.0788239,0.56074,1.1912763,1.3632971,0.66345716,1.2455637,1.0273736,0.97090894,0.8591241,0.7121671,0.29494393,1.1908185,1.3352716,1.307157,0.809624,1.3550934,1.0991343,1.1536665,1.3778337,1.088933,1.0396116,1.1030271,1.372949,0.71850836,0.35096705,1.4958065,0.705521,0.95151585,1.2884455,1.2746136,1.2497643,1.272951,1.2433016,1.169545,0.821354,0.5469259,0.90479857,0.48963082,0.9753376,0.5278423,1.2102768,0.75933313,0.9796267,0.8041016,0.8438834,1.0982972,1.2634375,0.0,1.0604017,0.9406551,0.8479014,1.0665432,0.54388356,1.0424179,1.2727424,1.1789596,1.1729487,1.149004,1.1255109,1.363007,0.61669004,0.9428708,0.9413423,1.2660698,1.4153699,1.3746359,1.1079686,1.0433054,0.28150725,1.1194474,0.27379322,1.1559181,0.27702713,0.35413516,0.6771904,1.2453947,1.2072132,1.3506405,1.1646045,1.3908484,0.48630434,0.54378754,0.8206993,0.87125605,0.546759,0.86820644,1.0316422,0.9829679,1.043535,1.1696986,1.3088988,0.73208547,0.2748971,1.384443,0.86951375,1.3887267,1.2663642,1.2029665,1.212459,1.1439059,1.012554,0.989437,1.2772362,1.1183678,1.3691944,0.34351677,1.1756566,0.5973669,0.8459562,1.3964722,1.0475408,1.3247957,0.80790174,1.2762355,1.3032978,1.4968511,0.72591805,0.4292549,0.40812457,1.182461,1.1786605,0.988809,1.4793915,1.0731615,1.0862917,1.0529253,0.17288494,1.1441714
glove,0.83296216,0.5254641,1.0879257,0.8294475,1.0173753,1.1269851,0.6755428,1.0427338,1.1627506,1.0634847,1.1951828,1.1358111,0.9142874,0.79589,0.85371995,1.2212323,1.1557468,1.1883641,1.192475,1.1605902,0.84290427,1.2272122,1.100204,0.9507064,1.1179708,1.2419009,1.0314298,0.9217808,1.0262127,1.0628456,1.1350355,1.2771212,1.2288742,0.98189175,1.0955894,0.90834785,0.9897039,0.89541805,0.97886854,0.8908573,1.1631746,1.1688082,1.1443591,0.96215016,1.1028934,0.89942425,0.7506101,1.3519228,1.2744551,0.88087404,0.98959875,0.9912624,1.0573024,0.9840961,1.1353455,0.6378864,1.1796877,1.0170517,1.0282428,0.48381656,0.81313455,0.8691629,0.9379332,1.0604017,0.0,0.7380754,1.0590106,0.48257166,0.81374305,1.0766393,1.0175166,0.87342966,0.96326596,0.8500452,1.0028641,1.1175479,1.273177,0.79912543,0.8480394,0.77137655,1.0416689,0.45897573,1.1653934,0.9962157,1.0017356,0.82710147,1.1540623,0.6224853,0.9640395,0.97113705,1.2217703,1.2432536,1.1318572,0.95479363,0.8519308,1.1551942,1.1367983,1.1023964,0.90609324,0.93606704,0.8437231,1.0013977,1.0623771,1.2184279,1.0812106,1.0444478,0.6717587,1.0469041,0.9951584,1.2638803,0.97168076,1.0560592,0.89054686,0.90410453,1.023507,0.46947122,0.7528211,1.015736,1.2293944,1.3404083,1.0657836,0.7902705,1.2150042,1.202744,0.33395422,1.0719286,0.97139597,1.0597639,0.94279134,1.0442439,1.0025127,1.1701144,1.0351708,0.62096596,0.91543096,0.69892067,0.66441065,0.92458504,1.1480012,1.061364,1.1067467,1.1546469,1.0403786,1.3203402
