,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
comb,0.9339459,1.0566344,1.259064,1.0720065,0.809674,1.1336011,1.1967039,1.0224879,0.5876757,0.97414994,0.9885626,0.92637134,1.1595398,0.8292803,0.97964174,0.82119626,0.90425044,0.9753321,0.85293174,1.1858121,1.068979,0.8333031,1.1404893,0.93766665,0.9919699,1.0985211,1.0010108,1.1351051,1.0456946,0.9201987,1.1543957,1.0163232,0.9282333,1.0509694,0.986571,0.0,1.214874,0.97820556,0.997224,1.1401385,0.8271686,1.1695403,0.8879774,1.0163602,1.1431118,0.9918086,0.84065616,0.99481297,1.002482,1.2646801,1.0079836,1.0902565,0.9139485,1.1409444,1.1298145,0.90897566,0.7893578,1.0601994,0.84928125,1.2323183,0.8741969,0.92617893,0.96622145,1.1551319,0.8538871,1.2546732,1.0736154,0.73831654,0.9952135,1.0058453,0.9273881,0.9316627,0.8741114,1.0674367,1.0100917,0.9751228,0.97479427,0.9529183,0.8153273,0.9841711,0.88000065,1.0226771,1.0408584,1.2936585,0.94374394,1.0266724,1.1293865,1.197767,0.8511349,1.0860703,0.9367046,0.9733573,0.8275908,1.0915711,1.1027261,1.243184,0.9404748,1.2282124,1.0842094,1.1045948,1.0961857,1.093083,1.1167314,0.8156526,1.1063377,1.1065252,0.9313022,1.0526311,0.81018025,0.7367976,0.95083433,0.91554815,0.9588286,0.860262,0.9628424,0.95666003,0.93123275,1.0699812,0.94643474,1.1824937,0.7263857,1.0068269,0.9652261,0.66234946,1.1648068,0.9859808,0.9731152,0.92784286,1.150433,1.155175,1.0945599,0.75391996,0.8799659,1.1255544,0.93727183,1.0189056,1.0304761,0.9304009,1.0124359,1.0696236
cookie,1.2511647,1.0527112,0.5514744,0.7071881,1.4291047,0.68311673,0.6911222,0.75647163,0.9946568,1.2490629,1.0462887,1.4510715,0.9298431,1.3580198,1.4064124,0.9765334,1.3827378,1.1138725,1.1213807,0.70983493,0.76379025,1.2364436,0.12245715,1.1973077,1.0119357,0.94409895,1.1134002,0.7267726,1.305744,1.352721,0.60820234,0.93875736,1.3442721,1.1845245,0.90887636,1.214874,0.0,1.3337526,0.32220203,0.6811106,1.4347112,0.7094976,0.9185492,1.1638554,0.9388644,1.3703749,1.2024407,1.2682874,1.1260934,0.5587518,1.1962574,0.9274215,1.2114029,0.716881,0.74701536,1.1783977,0.797711,0.8542514,1.3059323,0.7868749,1.200656,0.79526484,1.247498,0.72229624,1.2709426,0.85543585,1.0865866,1.3790982,1.404401,0.9959599,1.4321992,0.7864963,1.2854178,0.78102255,1.073695,1.081966,0.94582623,1.1325351,1.3773154,0.98235947,1.017958,0.9674217,0.3113078,0.63245803,0.97011054,0.8901413,0.9717524,0.48383915,1.4341817,0.7913462,1.4348944,1.3975348,1.2416883,0.74826,0.7182249,0.52116156,0.9712221,0.7949166,0.48071522,0.94722843,0.6873896,0.81172943,0.54163754,1.3006868,0.8057823,0.8182579,1.3975508,1.0124109,1.3158901,0.88560045,1.4131005,1.0277139,1.4178274,0.9756239,1.3112744,1.1661807,1.3443546,0.85360295,1.1885178,0.64423615,1.366988,0.87301815,0.7257538,1.0438292,0.5673748,1.1587749,1.3775804,1.3553722,0.53807044,0.83985156,0.7470431,1.2296361,1.1637028,0.71666014,1.0105762,1.1762656,1.0302862,1.1183027,0.8241327,1.24085
couch,0.77715766,1.0646505,1.410037,1.1753317,0.73621607,1.2872609,1.3425598,1.3136206,0.85086536,0.79141587,0.9599587,0.22504693,1.1792248,0.36547458,0.8135909,1.0551732,0.44386315,1.0020286,0.9733321,1.2770761,1.1524409,0.5621755,1.3096135,0.85481465,0.9871134,1.0439017,0.9197367,1.3281412,0.9102166,0.3042624,1.2474695,1.237332,0.5369321,0.9043426,1.0653727,0.97820556,1.3337526,0.0,1.1578914,1.3854787,0.32739317,1.2095069,1.0320638,0.66458577,0.95421,0.6299635,0.48802233,0.7794684,1.1523814,1.4198146,0.9771462,1.284438,0.91348374,1.1623874,1.1291267,0.8321308,1.2526737,1.123424,0.9785487,1.3242497,0.79786533,1.3858106,0.9362143,1.1141825,1.0123146,1.2240484,1.092726,0.90274996,0.63386726,0.90141064,0.67402434,1.1944598,0.4402247,1.1937227,1.1139784,0.9497749,1.0851953,0.9614563,0.7599423,1.0404717,1.0523716,1.2357988,1.1567945,1.3940526,0.8286557,1.3736267,1.2321818,1.3647884,0.65281177,1.1619502,0.7348838,0.7185415,0.94323015,1.3147192,1.3212011,1.3992825,1.0802536,0.99570745,1.1698207,0.9502303,1.1999967,1.1032493,1.261754,0.6548465,1.0551538,1.2903085,0.6271055,0.98742515,0.9495882,1.2712318,0.7898855,0.9148429,0.81099176,1.0445222,0.78954995,0.90690255,0.72012883,1.1211226,1.0238901,1.3096105,0.8038321,1.0152686,1.2611833,1.0463294,1.3188328,0.7144884,0.7064297,0.70530504,1.3191664,1.2939177,1.4129981,1.1299186,0.6423885,1.1769139,0.91158414,0.9552833,0.90475136,0.8683943,1.3879642,0.67685336
cracker,1.0133777,1.1504831,0.90996253,0.6446945,1.1082562,1.0134308,1.0321269,0.78301334,0.9357191,1.0022528,1.0390401,1.1931167,1.1734505,1.1721966,1.0776608,0.9281285,1.1043589,1.200906,1.070314,1.1008468,0.88391703,1.0831046,0.2780037,1.2419313,1.0970193,1.1657605,1.1658019,0.834885,1.1841199,1.2068493,0.7977014,1.1536129,1.1951346,1.0862666,0.9456309,0.997224,0.32220203,1.1578914,0.0,1.0576382,1.1636969,1.0229166,0.8966481,0.9200006,0.9349413,1.2634852,1.1108054,1.0592204,1.021244,0.8506521,1.1093981,0.9731762,1.1335113,0.85167783,0.97650266,0.9553643,1.0432466,0.85643417,1.0103347,1.0998151,0.94479036,0.8472499,1.1291056,0.62029856,0.90196705,1.182141,1.0607402,1.1100276,1.1905626,0.97035563,1.1899301,1.0545589,1.0933635,1.0935547,1.1055545,0.8142134,0.7504276,1.0649918,0.9111982,1.1980442,1.0568291,1.0667804,0.28246838,0.99535036,0.85666686,1.056757,1.0328794,0.77181005,1.2601054,0.9608434,1.1110868,1.1870198,1.0189689,1.0931951,1.0580637,0.8913388,0.9274698,1.0398093,0.46031117,1.0888994,0.7068434,0.98114514,0.8279052,1.1121905,1.1371228,0.9520765,1.2677096,0.85589105,1.0259378,0.97532624,1.150629,0.9859246,1.1712837,1.0368423,1.1775742,1.0386468,1.1797081,1.0199045,1.0333861,0.9738931,1.0261657,0.59452975,1.0092989,0.92752886,0.9320993,1.0835406,1.1619455,1.0616386,0.8779801,0.95770895,0.97048414,0.94865274,1.0135847,0.9633059,0.7386645,1.1411434,1.0624474,1.27582,1.0654403,1.2449807
crayon,1.4932413,0.921414,0.47342205,1.1134233,1.4734676,0.7586479,0.50846434,0.8788676,1.0618575,1.4540508,1.2192408,1.5321103,0.30809534,1.269724,1.601104,1.1156752,1.4339799,1.1286495,1.0831484,0.21899319,0.86976963,1.3049586,0.8672528,0.8241948,0.96319556,0.5165391,1.028746,0.4066968,1.1593242,1.3783005,0.56777227,0.623445,1.3777986,1.0818837,0.9754778,1.1401385,0.6811106,1.3854787,1.0576382,0.0,1.5473404,0.48805428,1.2023559,1.5184654,1.2372311,1.2558944,1.1706359,1.381636,1.0400332,0.6572343,1.3168858,0.71718585,1.2694721,0.40961027,0.7219579,1.3173075,0.3383646,1.1982957,1.5225981,0.21016634,1.1851305,0.64253724,1.308892,1.1160918,1.355725,0.39908087,1.1305273,1.4338164,1.4980781,1.1217929,1.4650965,0.27126324,1.4326638,0.3711449,0.6795974,1.4914546,1.3508569,1.2434118,1.6358842,0.60025585,0.9387111,0.76140094,1.1326864,0.18110788,0.8757398,0.46093595,0.831655,0.60606444,1.4134073,0.90801346,1.5713613,1.4448516,1.3369385,0.07496351,0.052713692,0.38051206,1.0811158,0.42454886,1.035466,0.94491494,0.80309623,0.9516511,0.5133151,1.4539212,0.5950533,0.6977681,1.3699441,1.1133425,1.3522204,0.7557659,1.5066519,1.1164305,1.3309902,0.8132843,1.362568,1.1553034,1.3796189,0.58996993,1.230685,0.2867819,1.299625,1.288501,0.33741146,1.2588899,0.6592471,1.321732,1.5210412,1.5620826,0.6141857,0.6379721,0.29528254,0.95583564,1.067688,0.8302748,1.4578333,1.1912208,1.0812883,0.7206818,0.39582562,1.1098634
crib,0.6769534,1.2439408,1.5802082,1.2612711,0.64209163,1.4336028,1.556572,1.3415608,0.61296237,0.57287335,0.8746618,0.16677892,1.347239,0.39718628,0.6169331,1.026135,0.36253357,0.92812014,0.8199453,1.3959192,1.2052506,0.46182013,1.3835206,0.84948945,1.0009799,1.2032279,0.9292423,1.4708177,0.8322903,0.36363357,1.3409771,1.1975956,0.37790906,0.90604866,1.1218693,0.8271686,1.4347112,0.32739317,1.1636969,1.5473404,0.0,1.3043933,1.0671742,0.70845014,0.98693675,0.46255267,0.5241606,0.647861,1.2118492,1.5660317,0.88079935,1.4119918,0.70333475,1.3851478,1.1971891,0.89173865,1.3496404,1.1121675,0.63629574,1.4874221,0.9630352,1.4433286,0.8703635,1.052779,0.9441183,1.4416777,1.079116,0.67674184,0.6110542,0.9043353,0.70034546,1.3613601,0.30813944,1.332689,1.1520774,0.74624264,1.0416936,0.86422515,0.7263428,1.1886364,1.0132831,1.312643,1.1764077,1.5371746,0.88781214,1.4856937,1.3170661,1.5082228,0.4953969,1.1794906,0.56465966,0.7310164,0.6267557,1.4725095,1.4616349,1.5812063,1.0548247,1.3414481,1.1504184,1.0149504,1.1864165,1.1523767,1.3895121,0.6014115,1.2066057,1.3931967,0.4728632,0.98836887,0.87320364,1.2900624,0.6762779,1.0094376,0.8258352,1.0509773,0.5553951,0.8075266,0.44318503,1.3572927,0.8055725,1.4756402,0.85456717,0.9360427,1.4302859,0.9258302,1.3866502,0.7085734,0.6345551,0.4716137,1.4470862,1.4588847,1.5156293,1.0453666,0.6239485,1.2766876,0.69622636,0.81071466,0.8896928,0.9442843,1.4918725,0.6739011
cup,1.3973722,1.0530251,0.632289,0.7761897,1.4594646,0.66885847,0.5117359,0.9902837,0.8412153,1.3018042,1.2124933,1.4048785,0.64352983,1.144348,1.4765633,1.294783,1.3355018,1.1221449,1.0341327,0.2002604,0.32664478,1.0315413,0.8509051,0.8964137,0.24002665,0.47255075,1.0778135,0.7607805,1.3159823,1.120352,0.6564085,0.5417443,1.2481769,1.1012466,0.6698288,1.1695403,0.7094976,1.2095069,1.0229166,0.48805428,1.3043933,0.0,0.8593674,1.3581922,1.1095054,1.1956856,1.0565003,1.2133687,1.1848419,0.7119881,1.3102369,1.0469829,1.2445441,0.7365687,0.6221988,1.3180121,0.5969323,1.1124206,1.1041213,0.6845874,1.1946527,0.7242908,1.3324035,1.2899992,1.4025252,0.6042932,1.201816,1.3837868,1.4337555,0.5785653,1.4873906,0.6492883,1.2515439,0.5304025,0.8673171,1.3086126,1.0334203,0.7299199,1.4892406,0.659585,1.0552013,1.0047724,1.01947,0.5622972,0.8833463,0.95495623,1.0835491,0.56639755,1.2685852,0.8604774,1.506169,1.4561859,1.2808913,0.53230476,0.53442633,0.58826035,1.153147,0.6128894,1.1283205,0.68712515,0.6168286,0.9246023,0.73740035,1.213772,0.6158313,0.93481,1.087676,1.178388,1.4520805,0.9065589,1.4874936,1.0576823,1.4521455,0.6266108,1.3432498,0.9576892,1.33487,0.83566594,1.2769425,0.5075233,1.3275629,1.1036614,0.5109418,1.0827339,0.7738693,1.203584,1.4562178,1.3104162,0.3035109,0.96106726,0.7677943,1.0465188,0.9742609,0.62180066,1.2025129,1.171181,0.9867856,0.71126664,0.8826632,1.0549005
dish,0.8986906,1.0803076,0.9475442,0.64363176,1.1506913,0.6864748,0.789495,0.9749726,0.89196575,0.74818933,1.0046016,1.0354365,1.2022778,0.9124212,1.1316587,0.96373904,0.9906961,0.90051883,0.8110038,1.1449497,0.44839346,0.7974528,0.84391207,1.1532578,0.7006253,1.2173349,1.0635695,1.1474378,1.2491603,1.0643489,0.9396618,0.8673091,1.0648967,1.2300699,0.6347127,0.8879774,0.9185492,1.0320638,0.8966481,1.2023559,1.0671742,0.8593674,0.0,1.0214279,0.96087635,1.1274655,0.88178825,1.076488,1.0843114,0.83930135,1.1142673,1.1460391,1.0561771,1.175616,1.0230339,1.109286,0.99986297,0.76910627,0.8293381,1.3101087,1.1054081,0.7054777,1.1906918,1.08036,1.0065694,1.2463198,1.1396,0.89829195,1.1984107,0.8475694,1.2011285,0.99409395,1.1335641,1.0585166,1.2938024,0.93518573,0.63016385,0.7618321,0.91981596,0.95461804,1.1273907,1.0944344,0.82433397,1.2222221,0.8849106,1.268553,1.1080613,0.7971356,0.99464434,1.0294228,1.1096221,1.2324978,0.861735,1.1749402,1.1932008,1.0040885,0.9735274,1.1568552,0.9301476,1.0149033,0.51413965,1.0241907,1.1427969,0.9133265,1.0187038,1.1695255,0.9475275,1.1712064,1.1373949,0.8591813,1.1969306,1.0411447,1.2269766,0.8535434,1.1169581,0.6026783,1.0662484,1.1587546,1.029216,0.9520534,1.0057416,0.6392241,0.9136231,0.7097027,1.0582936,0.9988723,1.14491,0.8712826,0.5910173,1.2108701,1.1724874,0.9030249,0.9802872,0.7176559,0.64323425,1.0219226,1.0875036,1.1168213,1.2875214,1.1113153
dog,0.3592925,1.1352085,1.3752791,1.0670738,0.7610762,1.161012,1.3299336,1.1499205,1.0404986,0.89961475,0.7220698,0.5917995,1.3017006,0.8568835,0.68374234,0.79325074,0.62903625,0.8996197,0.8978134,1.4214308,1.1779447,0.9104292,1.1263088,1.2390573,1.1774838,1.3857043,0.9340298,1.3366634,0.75585467,0.85023534,1.2812674,1.2427545,0.90442985,1.0289549,1.1377326,1.0163602,1.1638554,0.66458577,0.9200006,1.5184654,0.70845014,1.3581922,1.0214279,0.0,0.59880835,1.0470614,0.9833351,0.8680488,1.0512131,1.2967079,0.8138939,1.2874141,0.82308364,1.0609605,1.2039639,0.7445979,1.3949676,0.6054977,0.8429307,1.426858,0.6667384,1.2462732,0.81266487,0.7900006,0.88288295,1.2162969,0.735769,0.8612338,0.6733158,1.069263,0.7060063,1.4096577,0.7541572,1.4618385,1.324922,0.4874249,0.85462165,0.9882758,0.48452616,1.3561864,0.97057986,1.2701188,0.9699013,1.4316907,1.0635271,1.3879951,1.2074051,1.2992692,0.90178883,0.9690772,0.6143391,0.7414731,0.80500495,1.4359891,1.4489379,1.4123474,0.75007826,1.1427436,0.820282,1.0724969,1.2586334,0.6698285,1.2599949,0.6486229,1.2090787,1.3665806,1.0020736,0.7068614,0.86525023,1.0899804,0.73980314,0.82870835,0.84748745,1.1475583,0.8769333,1.0552852,0.8270805,1.1006194,0.89398587,1.4756233,0.8456779,0.92397004,1.3673218,0.8452118,1.2611091,0.7198931,0.6755811,0.6621811,1.2717878,1.260838,1.4312235,1.0864563,0.90194273,0.98537797,0.8595214,0.90583324,0.92647445,1.2929834,1.3924727,1.0901197
doll,0.7876561,1.0227093,1.0800438,0.84823775,1.1243181,0.92806536,1.0370853,0.8860618,1.0651793,1.2164614,0.9562365,0.9706217,1.1794294,1.1363342,0.89300704,0.8863956,0.97171026,1.0347655,0.8032272,1.1850985,1.0634269,1.006226,0.9973504,1.2263236,1.0114015,1.1332543,0.900792,1.0955317,1.1840739,0.95922244,1.1241927,1.126245,1.18223,1.0161289,1.0702419,1.1431118,0.9388644,0.95421,0.9349413,1.2372311,0.98693675,1.1095054,0.96087635,0.59880835,0.0,1.2700686,1.1110352,0.82127476,1.0122352,0.946801,0.8177846,1.0587046,0.8509402,1.1514555,0.9277209,0.9777083,1.2049237,0.5294326,1.0868846,1.154769,0.77534866,1.014765,0.961479,0.75113565,0.9195646,0.9707006,0.83236074,1.1893086,0.9409646,0.9551033,1.1166753,1.2425442,1.006984,1.2247646,1.3040466,0.7826727,0.82392275,1.0081551,0.8512481,1.1912513,0.9872093,1.1525645,0.9150549,1.1997945,1.1629281,1.1194417,1.0317223,1.0284133,1.2557521,0.61530423,0.7934135,1.1122602,0.97665936,1.2566669,1.2492009,1.1030349,0.78433645,0.99447215,0.63835204,0.9270966,1.1658123,0.6455507,1.1189308,0.89032644,1.0628371,1.0613132,1.2132581,0.8387986,1.0334208,0.92831284,0.9863848,0.90599287,1.1663716,1.0743957,1.1681646,1.2966155,1.1617265,1.0384145,1.1977587,1.231465,1.0728421,0.99131304,1.1182863,0.86149263,0.97049963,0.51353294,0.9126155,1.012589,0.98755723,1.0323688,1.2477742,1.1023636,1.0409927,0.5961681,0.95350647,1.0374404,0.6511959,1.2186917,1.1303036,1.1498077
door,0.98571384,1.1983315,1.4266886,1.3060527,0.81685495,1.3875189,1.309714,1.3574896,0.9207696,0.5363918,0.9172597,0.5775084,1.0315228,0.5803573,0.86216563,1.0499866,0.74652743,0.9371945,1.1106273,1.1538742,1.2606227,0.76728505,1.3630848,0.48789048,1.0116125,0.94615054,0.9330271,1.2787924,0.6103262,0.6246515,1.1797268,1.03574,0.12423521,0.69072986,1.0426437,0.9918086,1.3703749,0.6299635,1.2634852,1.2558944,0.46255267,1.1956856,1.1274655,1.0470614,1.2700686,0.0,0.6756612,0.7834492,1.12264,1.4665945,1.0056542,1.3092735,0.9588653,1.1663702,1.084789,1.0627934,1.0915465,1.2512606,0.7847508,1.2188472,1.2063999,1.4427528,0.9742195,1.1725416,1.0814055,1.2620058,0.97253734,0.63061875,0.7353326,0.9899282,0.7828833,1.0614357,0.62495327,1.0413233,0.8117459,1.0224092,1.1849108,0.85767865,1.0276421,0.74831796,1.0867429,1.2657269,1.2032088,1.3427699,0.9868578,1.2402374,1.2409029,1.388486,0.33157134,1.1708918,0.86458427,0.74099284,0.9349305,1.1930894,1.2192574,1.332241,1.0953075,1.217481,1.2571466,0.9494335,1.1395786,1.1527636,1.3056467,0.9298414,1.0693872,1.2722666,0.17228663,0.9793058,0.9671808,1.2119557,0.8019265,1.169504,0.7948736,0.96771085,0.3755107,0.6954293,0.63144934,1.3403442,0.67537814,1.195727,1.0219787,1.0508919,1.135688,1.0326297,1.2464943,1.0305108,0.84218395,0.80488956,1.4423904,1.3403373,1.3182192,0.99311024,0.83662343,1.4172976,0.9485638,0.83686674,1.0412433,0.5408724,1.3051093,0.41859114
drawer,0.93218,1.1009302,1.2736542,1.0953796,0.9388049,1.2100478,1.1898625,1.2244372,0.58353114,0.6409097,1.1507677,0.63529134,1.0433824,0.11387223,1.1154712,1.0007905,0.7920942,0.88985837,0.8379137,1.1901581,0.95950204,0.15976918,1.1695583,0.7672573,0.9210519,0.9885565,0.9227336,1.2250054,1.0926131,0.5798409,1.0177089,1.1173921,0.68288136,1.020523,0.9433672,0.84065616,1.2024407,0.48802233,1.1108054,1.1706359,0.5241606,1.0565003,0.88178825,0.9833351,1.1110352,0.6756612,0.0,0.88520646,1.2130141,1.2911457,1.1319032,1.2098882,0.9270136,1.1897047,1.0841948,1.0399643,0.9239173,1.1935776,1.0552279,1.1846274,1.0466679,1.2965719,1.1195837,1.1721485,1.0856707,1.2472725,1.155274,0.8628102,1.0201124,0.9642465,1.026568,0.90280837,0.5541268,0.9782425,0.9991031,1.0792243,1.104952,0.9311822,1.0420128,0.89010155,1.1453646,1.1646647,1.075542,1.2944281,0.80165744,1.2028035,1.1813216,1.178316,0.65505314,1.1599598,1.0947005,1.0280628,0.8255764,1.0800381,1.0845127,1.2847197,0.9911654,1.0519868,1.1820893,0.9747074,0.97101647,1.0776045,1.1990933,0.83751136,0.9752163,1.1888009,0.6285508,1.082664,1.1268579,1.0984973,1.0825433,1.020632,1.031842,0.8795661,0.8415427,0.69740105,0.67312205,1.0901678,0.9130728,1.0284083,0.9621839,1.0090536,1.0055416,1.0826402,1.1635685,0.94686466,1.0500655,0.8774219,1.1143577,1.2501485,1.2774813,1.1069757,0.7830803,1.1133358,0.89281195,1.0466672,0.9016045,0.8180622,1.2492145,0.782318
dress,0.817453,0.989242,1.3717666,0.99727595,0.7564488,1.3084126,1.3416092,1.054174,1.0129243,0.84966105,1.1388632,0.70714617,1.214582,0.8119129,0.48537064,0.9955542,0.62884957,1.0342072,0.9814141,1.2138789,1.1672524,0.81384444,1.2084312,0.8723554,0.9744066,1.0277706,1.0509199,1.2875972,0.88575935,0.7623221,1.2523367,1.1240181,0.7405044,0.5947918,1.1436642,0.99481297,1.2682874,0.7794684,1.0592204,1.381636,0.647861,1.2133687,1.076488,0.8680488,0.82127476,0.7834492,0.88520646,0.0,0.86506045,1.3171477,0.8020891,1.2012129,0.84053993,1.2872564,1.1451542,0.8223152,1.2289321,1.1119125,0.83937216,1.295552,0.75382274,1.2889771,0.83001447,0.95993334,0.8603428,1.1791726,0.9962635,0.9256846,0.54666734,0.9269086,0.7777257,1.3269552,0.794832,1.2890689,0.9864437,0.91343355,0.9403461,0.88506943,0.6873992,1.0989449,1.1106325,1.1683831,1.0585477,1.3616252,0.87544787,1.1737336,1.080074,1.3058487,0.8162515,1.1146975,0.52347803,0.7346712,0.8192975,1.360874,1.3714458,1.3343072,1.1387715,1.1578228,1.110579,1.050682,1.1301146,1.1365807,1.245259,0.62836856,1.2714987,1.1670122,0.8043967,0.86363256,0.7504996,1.1633928,0.59975386,0.9268373,0.76721644,1.0526994,0.88815546,1.012039,0.85207224,1.1712414,1.0142192,1.292743,0.7607775,0.9408973,1.2942806,1.0650673,1.2715263,0.7683274,0.6612395,0.81890583,1.3094232,1.2160435,1.3763895,1.0093639,0.7354499,1.2181114,0.8235781,1.0549026,0.9274661,0.97874165,1.259691,0.9487021
