,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
door,1.0863504,1.1147567,1.3128755,1.1187469,0.93426955,1.2877976,1.0816442,1.1994355,0.9807442,0.6448926,0.6958617,1.0033928,0.65005803,0.9575482,1.2018768,0.94454455,0.69317645,1.0036128,1.0576428,1.077173,0.73810375,1.3855679,0.64970315,0.8508835,1.0639852,0.76506567,0.7427554,1.2223525,0.9088977,0.6187148,1.2286274,1.081755,0.30302858,1.0943153,0.95097023,1.2161398,0.942372,0.72520393,1.3169539,1.0998001,0.55250025,0.9990908,1.1135613,1.1301721,1.2026632,1.2219689,0.0,0.56437516,0.9081325,1.2542526,0.8158025,1.1383137,1.3070552,1.1640034,0.9501297,1.166049,1.151786,1.2788465,0.9663755,1.2941437,1.2826804,0.743628,1.3748285,1.0213064,1.1496493,1.1116279,1.2069907,0.8422101,1.1545372,0.9631721,0.84554374,1.1123171,0.82797396,1.0001454,0.730552,0.79269266,1.1585271,0.8891839,1.1185596,0.7809161,0.98837644,1.2716057,0.9992295,1.1476092,1.1013054,1.2776107,0.3354845,1.174654,0.8890158,0.6931727,0.9393399,1.0509578,1.2668388,1.1382275,1.1228559,1.1590765,1.3257446,0.91211534,1.193254,1.1476061,1.176447,1.0772185,0.91073567,1.2707746,0.119304776,1.2047919,1.2977827,1.0364777,1.0912888,0.8880981,1.2985604,0.83515793,0.864353,0.7038146,0.56570065,0.95588696,1.3440613,0.7706995,1.1108953,1.1467736,1.0483888,1.0546703,1.0022835,1.2248622,0.7689489,0.96298766,0.8614181,1.3314855,1.3024236,1.211818,1.0822866,1.0649804,1.28673,1.0100806,0.94234264,0.7070186,1.2616268,0.37761664,0.89059544
drawer,0.9850118,1.0209004,1.2466967,1.1689669,0.95076793,1.1630424,1.140216,1.1461807,0.7581938,0.7398943,0.6316892,1.0394175,0.078409255,1.0676589,1.2239075,0.863549,0.6758926,0.77489924,1.1349971,0.9096969,0.36018318,1.2960303,0.8454211,0.8811345,1.0098935,0.92089343,0.8998151,1.3044295,1.0962906,0.5301547,1.1358829,1.1627201,0.6673398,1.0751933,0.8641437,1.082549,1.0291237,0.5329203,1.1909448,1.0940053,0.478153,1.021065,1.0802681,1.0722421,1.1599694,1.0803308,0.56437516,0.0,1.1016644,1.2322735,1.1786823,1.1686445,1.2678545,1.1193415,1.038686,1.1237553,0.9589143,1.1879289,0.9818925,1.2855811,1.1989264,1.0132296,1.2293073,1.0703179,1.127975,1.0621132,1.2333474,0.8112582,1.141637,0.78903246,0.939629,1.0991117,1.0330172,0.8111493,0.5933111,0.833632,1.1637522,0.8866155,1.059587,0.8654213,1.0576634,1.3086965,0.7826318,1.249809,1.0502074,1.26373,0.5908088,1.2865455,0.9884606,0.9364406,0.8714471,1.0323465,1.0627735,1.2728467,1.0280089,1.1637787,1.2144804,0.8946504,1.0255377,1.1465068,1.1852287,0.8286665,0.7460548,1.2434771,0.52654517,1.222502,1.27944,1.0782279,0.86812896,1.0653741,1.0293918,1.001266,0.8479638,0.9082707,0.55436814,0.9775603,1.2027929,1.06704,1.2600894,0.96829885,0.9892673,0.96216786,0.8098753,1.0880231,0.8132005,1.120029,0.8686958,1.0967722,1.2628199,1.233811,0.9648629,0.84240913,1.0675985,0.7959156,0.9950842,0.81252027,1.2649795,0.67465585,1.0896847
dress,0.80207473,0.7821753,1.3536865,0.61353433,0.4442672,1.258297,1.4510351,1.3045332,1.2560399,0.5701196,0.4528563,1.4387658,0.9304055,0.35853142,1.2572837,0.58143026,0.9301139,0.97003514,1.422055,1.2612095,0.8481779,1.3559804,1.1246932,1.1498333,1.1411786,1.3157413,0.9308833,1.1626841,0.77630997,0.80663264,1.0931458,1.4010943,0.6503514,1.215943,1.0118445,1.130585,1.167007,0.640136,1.240908,1.521434,0.58780754,1.4395633,1.0685828,1.1714387,1.1305565,0.7582852,0.9081325,1.1016644,0.0,1.4054215,0.95262754,0.7884233,1.1355737,1.4751332,1.1946447,0.92433447,1.3818076,1.2688451,0.74165356,1.184655,0.90027636,1.0196807,1.3036706,0.56768596,0.91431475,0.6764474,1.243715,1.1218578,1.1907406,0.9104111,0.54209673,1.1124456,0.29212785,1.4549351,0.7890985,1.4735179,0.984194,1.0344044,0.6453526,0.75690544,0.81564796,1.3314648,1.1490256,1.1370907,1.0837308,1.3511685,0.72908294,0.9367809,0.121887624,0.3116939,0.81684136,1.5144544,1.3698432,1.2828915,1.2582084,1.4245691,1.3261797,1.2000744,1.3701417,1.2104996,1.3613064,1.061043,1.4686726,1.2103786,0.88644594,1.2778975,1.0315269,0.53548825,1.18271,0.15866071,1.2145281,0.6435722,1.2957368,0.60853195,1.0122094,0.7399719,1.4854578,0.85644543,1.3729627,0.8170963,0.8581009,1.3822492,1.1436172,1.33173,0.7814441,0.14494586,0.53017116,1.554025,1.133596,1.271843,1.028689,1.1850128,1.2432219,0.99903136,0.9076452,1.3182764,1.258343,1.0221478,1.014653
egg,1.3110553,1.1479769,0.31455374,1.1557817,1.3724704,0.38477862,0.27326977,0.7738085,1.0325688,1.5156591,1.515985,0.6372768,1.303987,1.3078699,0.7135978,1.5038817,1.2685568,1.1738777,0.43748063,0.7617982,1.3367885,0.52254486,1.1462293,0.9344015,1.0545453,0.6443881,1.3061113,0.64739907,1.1701674,1.366739,0.9224875,0.5234819,1.3665488,0.7872851,1.25093,0.7895502,0.88219047,1.4147531,0.6553535,0.49118924,1.5442866,0.47760892,1.031826,0.85036325,1.0146748,1.199252,1.2542526,1.2322735,1.4054215,0.0,1.1311554,1.1567147,0.65994513,0.6164954,0.9519635,1.0288986,0.8397224,0.93079805,1.2926837,0.67711735,1.1572174,1.087246,0.63056463,1.2288883,1.1227003,1.2278847,0.6182926,1.2944124,1.0002017,1.3237729,1.461895,0.8176581,1.4672779,0.8031807,1.3855734,0.5955113,0.9147747,1.041749,1.3615594,1.3457217,1.253517,0.28138316,1.083686,0.74633014,0.8813029,0.16714716,1.4552535,0.7822554,1.4260057,1.4391278,1.245097,0.53404504,0.678782,0.7253365,0.9219533,0.63850975,0.59399146,1.0064728,0.6351697,0.9825492,0.4491217,1.1750317,0.7942221,0.5839929,1.3405464,0.69595623,0.8333082,1.2283862,1.1767535,1.4018509,1.0482304,1.2355528,0.9476063,1.3322397,1.2497063,1.331433,0.4266315,1.190897,0.36652613,1.0801555,1.1045505,0.8192449,1.0631313,0.67258006,1.383816,1.3208762,1.3946035,0.32991183,0.62358177,0.60051864,1.1059382,0.97441065,0.75670725,1.1740186,1.1690862,0.8437028,0.6946104,1.1163855,1.0901313
elephant,1.0017631,1.2006699,1.1418941,1.0564882,1.0458018,1.1213471,1.0110227,1.2002335,1.1640967,0.88431716,1.043047,0.96701634,1.1811984,0.9751462,1.0358608,0.9476681,0.89273936,1.1767485,1.0925591,1.1237178,1.2307009,1.1309865,1.1030421,1.1610575,1.0469395,1.0040593,0.6869633,1.0685724,0.6094534,1.1621351,1.1777318,1.0104772,0.89899737,1.1558478,0.94476694,1.1244006,1.05676,1.1393427,1.2321526,1.0403816,1.0566511,1.0735161,0.96494496,1.1020774,0.85723233,1.1948628,0.8158025,1.1786823,0.95262754,1.1311554,0.0,1.0305713,1.1355749,0.96572185,1.0099992,1.140318,1.1909525,1.1195916,1.0430232,1.0152906,1.1063913,0.5301022,1.2341115,0.99412835,0.97028196,1.112514,1.0349543,0.935183,0.8837375,1.0585272,0.94602376,1.1463616,0.87449193,1.1666527,1.0853972,0.95092106,1.0773923,1.0594617,1.0092335,0.99057525,0.8620022,0.9697365,1.1728449,0.9356527,0.8614744,1.1241124,0.8462299,0.9864954,0.99436617,0.86203545,1.0071049,1.0089574,1.1665373,1.0802227,0.9899559,0.92832506,1.1099199,1.0412011,1.1914796,0.92031676,0.98625594,1.1477048,1.0517976,1.0582285,0.9848101,1.0657276,1.0802916,0.94138247,1.102364,0.8786084,1.063126,0.79620063,1.2338185,0.92170477,0.9899642,0.85806763,1.0016029,0.6002393,1.0022751,1.176826,1.1376238,1.2651508,1.1225921,1.0990555,0.97466093,0.8877846,1.0299546,1.1322731,1.1140406,1.0574659,1.1290802,1.1094587,1.2673674,1.1752664,0.8634617,1.0656329,0.95211965,0.81890434,0.49806046
face,0.7760165,1.0588129,1.0114481,0.7341885,0.8754993,1.0168091,1.1332668,1.0270272,1.168647,0.9635745,0.88114816,1.2166698,1.1435562,0.72297037,0.8835967,0.8730995,1.1191936,0.90031743,1.2066418,1.1314964,0.96911514,1.115154,1.16998,1.177205,0.9821382,1.2885165,0.98767734,1.0770981,0.9634222,1.155614,0.9595656,1.0880584,1.0129429,0.9198224,1.0577568,1.0331312,1.0338271,0.90879047,1.0914747,1.2946342,0.94531417,1.2395711,0.9167853,1.1735618,0.90641314,0.5723921,1.1383137,1.1686445,0.7884233,1.1567147,1.0305713,0.0,1.0181779,1.1346972,1.0245316,1.0619603,1.1744968,0.77259207,0.8085215,0.78163713,0.9485097,1.1529399,0.97054404,0.40492606,0.9444877,0.8336757,0.7632641,1.0790313,0.9654882,1.0184779,0.8306334,1.1188853,0.9086658,1.3818457,1.0063754,1.3192096,1.0311801,1.0516351,0.7703235,1.0224521,0.92717195,1.0725039,1.215384,1.0743507,0.80465424,1.1067237,1.0258882,0.9886826,0.7949958,0.95132285,0.9501896,1.2892091,1.1852591,1.1147788,0.9706308,1.1127751,1.1547338,1.1298788,1.1502565,0.9430221,1.1484092,1.1244845,1.2119433,1.0643458,1.0647441,0.98644906,1.0326332,0.63811463,1.0420493,0.79289293,1.0947789,1.04243,1.3708127,0.776162,1.1617234,0.92993903,1.2134926,1.0502388,1.1632926,1.0452187,0.89390236,1.2611899,1.2218124,1.0370317,1.0411351,0.7788352,0.899028,1.1553104,0.99016666,1.0860918,1.1049165,1.2481337,0.906702,1.0424931,0.9750523,1.3174874,1.08761,1.0351013,1.0801345
finger,1.2447332,0.5790324,0.7210358,0.9159891,0.97259563,0.8562715,0.94561565,0.9887396,1.2080326,1.3149815,1.2849414,0.86299014,1.2923381,1.1395534,1.0152283,1.2927787,1.1680497,1.2478311,0.97799253,1.207179,1.312619,0.5720235,1.0620956,1.2206007,1.1211411,0.9575011,1.2291694,0.38719904,0.9925589,1.255536,0.9989868,1.1002381,1.2898569,0.9120407,1.16327,1.0315827,0.9498435,1.2736089,0.738286,0.7734865,1.4068059,1.0186338,1.1566765,1.0480618,1.0787516,1.064725,1.3070552,1.2678545,1.1355737,0.65994513,1.1355749,1.0181779,0.0,0.95917857,1.2018493,0.40991783,0.87164235,1.1709102,1.2287395,0.4933843,0.8044888,1.1461641,0.74477494,0.8447593,1.0990762,0.52272266,0.7612699,1.2069465,1.0976413,1.133675,1.1754532,1.1651301,1.0706332,0.8089824,1.3279809,1.0293361,0.6807859,1.2488573,1.089885,1.2286861,1.1524421,0.54323924,1.2136292,0.39170873,0.6923549,0.6490117,1.3320059,0.94546926,1.1731521,1.094379,1.1716303,0.7467631,0.63131106,0.72862756,1.1628151,0.7899748,0.81517875,1.1827285,1.1183214,1.1567564,0.5774449,1.2841071,0.92984456,0.3258412,1.3398548,0.8135407,0.49445856,1.0707817,1.1355495,1.0176921,1.0193472,0.87244743,0.95440674,1.251489,1.3058202,1.2523228,0.611507,1.2048128,0.86854243,0.5861802,1.174415,0.837426,1.0549344,0.93028283,1.3656335,1.140826,1.3227732,0.8372878,0.14045358,0.5404127,0.8747753,1.1355817,1.070607,1.3125184,1.2000241,1.0809238,0.45104003,1.250251,1.066891
fish,0.8741473,1.2595787,0.69339633,1.3048787,1.329026,0.84922355,0.53538597,0.83416134,1.0624253,1.412224,1.3425683,0.48744464,1.2348115,1.3720298,0.72551566,1.1772807,1.05729,1.1116102,0.48372412,0.903318,1.3564093,0.84267014,1.0331638,1.0069791,0.9373754,0.6162589,1.1263618,0.8840157,0.9954582,1.221186,1.0829464,0.6448066,1.2297838,0.85896266,1.1465877,1.0554835,0.76850533,1.2281662,0.9378744,0.49515527,1.4043844,0.5874133,1.0355947,1.0106499,0.70993173,1.2190106,1.1640034,1.1193415,1.4751332,0.6164954,0.96572185,1.1346972,0.95917857,0.0,0.668985,1.084782,0.8819825,0.69438046,1.2988545,0.8374249,1.0205644,1.0185387,0.84510493,1.2704573,1.095511,1.300272,0.7173335,1.008993,0.9281915,1.2120003,1.2035868,0.9909248,1.3644806,0.8262088,1.2511336,0.59934175,0.9925122,1.0232847,1.2763581,1.2156624,1.1334245,0.5509462,0.8976171,0.88972485,0.94992286,0.63907886,1.2760823,0.984584,1.4421332,1.3896706,1.1436617,0.47178638,0.7591151,0.6031243,0.88469064,0.5584382,0.8325875,0.7043361,0.84282994,0.89752007,0.6524254,0.9589321,0.7137651,0.95444214,1.2273033,0.78233796,1.0456765,1.300163,1.1117891,1.4212518,0.8622385,1.1912265,0.871949,1.2744982,1.0515609,1.2605009,0.56146073,1.151371,0.43396872,1.2114589,1.1777782,0.87048215,0.9416711,0.7321993,1.1024867,1.3947513,1.3319101,0.6579717,0.9206541,0.8716264,1.0415586,0.7695605,0.9676115,1.2606112,0.9335025,0.7591396,0.8337111,0.93879414,1.0444155
flower,1.04848,1.3118055,0.8136902,1.0440512,1.2078041,1.0225772,0.8415665,0.79921156,0.9427166,1.2144423,1.1650178,0.9746449,1.1269637,1.099189,0.7948295,1.1651189,0.9722245,1.0426068,0.76791465,0.9945838,1.1847315,0.9344531,0.96847516,0.94422233,0.8260536,0.9018521,1.0257766,1.2223516,1.1181195,1.0261353,0.9212004,0.76920223,0.98615485,0.9922495,1.1489726,1.0448161,0.9984995,1.0303233,1.0133698,0.8946173,1.1092858,0.8341799,0.9630797,1.0439482,0.98002785,0.99001306,0.9501297,1.038686,1.1946447,0.9519635,1.0099992,1.0245316,1.2018493,0.668985,0.0,1.2814703,0.9377002,0.6827454,0.98530614,1.1493679,1.0175052,1.0734054,0.9828597,1.1382319,1.021352,1.2285554,0.96043575,0.8908695,0.972094,1.1547102,1.039113,0.88896394,1.2678906,0.9317336,0.94292367,0.8867005,0.9834433,0.9572129,1.1652701,1.0778351,0.9743947,1.0130041,0.97589993,1.1964598,1.09038,0.99338746,1.0520867,0.87434447,1.2244112,1.24972,1.2162112,0.92300165,0.99376804,0.8857683,0.9433329,0.8742326,0.9062547,0.17832696,0.89638394,0.92291355,1.057521,0.8793529,0.87832505,1.1578888,0.92765844,0.78135586,1.0040631,1.0769473,1.0189755,1.2635841,0.9165453,1.2745482,0.89174175,1.0255792,1.0883232,1.1147698,0.9949094,1.0738285,0.77683514,1.3371028,0.98929936,0.86991453,1.0004996,0.63111293,0.89666957,1.181147,1.1575334,0.99540246,1.1875434,1.0941842,1.0973591,0.9915204,0.98364145,1.1271577,0.65368086,0.8360109,1.0858817,0.77253425,1.0716958
foot,0.95843804,0.25078773,1.0828649,1.0263629,0.85515624,1.1438112,1.1848954,1.0141592,1.1175419,1.1055924,1.001969,0.9723743,1.0654613,1.0575479,1.1020362,0.94774276,1.0842936,1.2385771,1.1877906,1.2541277,1.1181928,0.8203529,0.912736,1.104797,1.121678,1.0020596,1.1774677,0.57952,0.74879205,1.0005631,1.0478947,1.297873,1.1375062,0.9414522,1.1454617,1.1469764,0.87679946,1.0228056,0.8766077,1.0509186,1.1396989,1.1721876,1.1331975,1.022855,0.8851484,1.0587204,1.166049,1.1237553,0.92433447,1.0288986,1.140318,1.0619603,0.40991783,1.084782,1.2814703,0.0,1.0889702,1.1498194,1.1879784,0.77345985,0.663653,1.145827,1.0029016,0.8708998,0.99749464,0.64602655,0.914263,1.1303701,1.1132185,1.1421072,0.9518313,1.2419627,0.7707497,0.9477143,1.1737404,1.1294512,0.7113347,1.1654617,0.9380757,0.99373794,0.9837312,0.9725896,0.9588869,0.5567031,0.8463287,0.98539144,1.1943978,1.0070803,0.906484,0.73954874,1.0888292,0.9725468,0.96062344,0.74498135,1.2103821,0.8359097,1.0002699,1.2398084,1.2317257,1.1662085,0.77069753,1.0919489,1.0351195,0.6909338,1.2115816,1.0165017,0.7099863,1.0292366,1.1104313,0.7720696,0.87010455,0.6317861,0.89993536,1.2861648,1.1750077,1.1694456,0.8089756,1.1744082,1.0638245,0.36162364,1.1443194,0.9636005,0.81121725,1.0900759,1.1096213,0.9869347,1.242385,1.0360895,0.30382836,0.70249355,1.0460051,0.85827535,1.1998482,1.246356,1.2714424,1.1552925,0.7079884,1.1841371,1.0861477
fork,1.2974842,1.0598364,0.9390645,1.0563735,1.1326586,0.9998217,0.8627265,0.75496304,0.6697228,1.1980441,1.371202,0.8713563,1.0712042,1.219835,0.8755504,1.3210392,1.1462508,0.9722629,0.8676607,0.68589115,1.1027519,0.6739502,0.8488256,1.0238526,0.889373,0.93172,1.1481146,0.9732031,1.3533033,1.1233919,0.63707185,0.75607395,1.2612942,0.9511074,0.8792765,0.9178995,1.0696024,1.281122,0.74342823,0.6594532,1.3174185,0.92728555,1.0449554,0.8745969,1.1938818,1.2286352,1.151786,0.9589143,1.3818076,0.8397224,1.1909525,1.1744968,0.87164235,0.8819825,0.9377002,1.0889702,0.0,0.9718588,1.0668947,0.93972486,1.1668761,1.1322649,0.8500892,1.2559342,1.011713,0.9733643,1.0690585,0.78569454,1.047132,0.8282933,1.2641191,0.87270737,1.4191314,0.2942239,1.0844649,0.7667498,0.9951553,1.0499743,1.3331615,1.1312124,1.1019943,0.9574407,0.95205885,0.9442314,1.0129107,0.9269865,1.1735721,0.9357222,1.3780372,1.4092026,1.0514805,0.63309693,0.39227998,0.9927488,0.9602816,0.9413701,0.6671182,0.9205535,0.4373154,1.0261431,0.96344256,0.9412347,0.74208784,0.8771007,1.1408901,0.9075966,0.9092335,1.166198,0.69554895,1.394634,0.9296746,1.3108085,0.5022399,1.1718543,0.9139404,1.232073,0.77526015,1.1583893,0.9326442,1.152739,0.82499325,0.20278978,0.933497,0.8920275,1.2160016,1.2893679,1.1484501,0.78848946,0.975918,0.8793936,0.6585349,1.0439031,1.0282553,0.62860954,1.1105146,0.7953683,0.84842014,1.1387595,1.1749142
frog,0.5772388,1.2107329,0.6705483,1.1012286,1.2863898,0.72649074,0.86567056,0.5935605,1.0405267,1.2921305,1.291235,1.0882148,1.2522309,1.1430268,0.4598574,1.066928,1.2588533,0.8569677,1.010358,0.9902049,1.0934184,0.9165906,1.1545528,1.0810966,0.58479697,1.2557695,1.1296753,1.0922621,1.0580382,1.3402311,0.8061749,0.798343,1.2812979,0.79822606,1.0805234,0.680236,1.0393524,1.1769583,0.79167914,1.0130006,1.2816899,1.0336812,0.7076096,0.9351614,0.47774994,0.6269877,1.2788465,1.1879289,1.2688451,0.93079805,1.1195916,0.77259207,1.1709102,0.69438046,0.6827454,1.1498194,0.9718588,0.0,1.0441351,1.0867256,0.8360412,1.1950783,0.690727,1.1629298,0.9477535,1.211204,0.87308896,1.0041769,0.56011,1.0939962,1.1374632,1.030426,1.2951117,1.0681329,1.1924398,1.1423934,1.0350409,0.99010515,0.87382233,1.1565657,1.0185905,1.0978444,0.9132646,1.2670107,1.0815297,0.8659688,1.3481648,0.67503196,1.2807562,1.3756859,1.1114829,1.1027523,1.05395,0.9013222,0.5460314,0.9294903,0.9127207,0.79869306,0.844676,0.54900694,1.0828253,0.93410885,0.9914868,1.0795088,1.2294328,0.79017496,1.1292862,1.1564418,0.7808121,1.3536824,0.76896346,1.381408,1.1135727,1.1081961,1.3124233,1.0686728,0.9454635,1.0943664,0.95882916,1.2366953,0.97800267,0.99645823,0.93501866,0.602342,1.0201368,1.2381921,1.1853683,0.80185366,1.1896883,0.95337176,1.1678106,0.94537127,0.46819985,1.0170424,1.0033071,1.1502337,1.0904995,1.2229888,1.1150353
glass,0.81506085,1.0756116,1.1526837,0.52546203,0.5419208,1.029379,1.2713087,1.1051013,1.1265849,0.4827041,0.73010075,1.5210338,0.88737446,0.63440555,1.2539735,0.7262455,0.94434327,0.7791624,1.2431287,0.7972284,0.7014673,1.313611,1.2175856,0.77401245,1.026583,1.431747,0.8619355,1.3020285,1.1430653,0.8846553,0.9393409,1.1910918,0.8831754,0.9904006,0.8039167,1.1584566,1.2642658,0.84715974,1.1643786,1.5159874,0.62740666,1.172463,1.0972034,0.7952951,1.2990018,0.7904366,0.9663755,0.9818925,0.74165356,1.2926837,1.0430232,0.8085215,1.2287395,1.2988545,0.98530614,1.1879784,1.0668947,1.0441351,0.0,1.2784948,0.8439206,1.0263121,0.9696742,0.8500753,0.7928627,0.5976189,1.3147655,0.9968582,1.2396846,0.7900425,0.8506031,0.8087301,0.7477783,1.3558958,0.82756597,1.3130327,0.8926549,0.73011625,0.5728506,0.8223319,0.9226887,1.3966254,1.0260671,1.3512125,0.9659406,1.2945669,0.7572521,1.2304814,0.7231599,0.8463998,0.71071297,1.5375293,1.3311943,1.3352494,1.2096286,1.514709,1.2987082,1.0167531,0.9321918,1.2234744,1.5048847,1.0000154,1.253825,1.2952452,0.8218227,1.3144202,1.0383571,0.7402433,0.93892425,0.7454388,1.1192505,1.0766346,1.0904089,0.7379012,0.6228488,0.60120296,1.5333334,0.85235167,1.3757255,0.93891424,0.68221414,1.0454612,1.1731776,1.0770153,0.8213705,0.8313524,0.5073036,1.3880268,1.3067529,1.311512,0.65496844,1.1706645,0.9766011,0.7269282,0.8621863,1.3057835,1.4076288,1.0235659,1.0662187
glasses,1.2389964,0.87509537,0.8218421,1.1332419,1.200711,0.9670145,0.758809,0.9537936,1.1194625,1.3717268,1.3246481,0.6991249,1.3308961,1.2371777,0.9139868,1.3381413,1.1637084,1.2396859,0.7510617,1.1781998,1.3417594,0.5858863,1.0777457,1.2226549,1.05164,0.79662704,1.0954058,0.45848048,0.9486699,1.2952249,1.042892,0.8902204,1.2775846,0.9085602,1.200574,1.152786,0.8795514,1.3011637,0.94759065,0.63680905,1.4021318,0.87299466,1.0505491,1.1097001,1.0083259,1.1823833,1.2941437,1.2855811,1.184655,0.67711735,1.0152906,0.78163713,0.4933843,0.8374249,1.1493679,0.77345985,0.93972486,1.0867256,1.2784948,0.0,1.0906128,1.0893167,0.88095176,0.6725105,1.1244867,1.0221134,0.45727897,1.1747277,0.9796997,1.1896862,1.1700523,1.0181384,1.1793063,0.8770639,1.2954497,0.89959717,0.9943511,1.2920557,1.239074,1.1284022,1.0816683,0.31681198,1.2759718,0.3086189,0.79236627,0.651327,1.285824,0.94516015,1.200936,1.1106658,1.2280822,0.59943044,0.6240931,0.75650287,1.1072184,0.6813042,0.7140258,1.2078702,1.093314,1.0424092,0.54136544,1.2626292,0.8725263,0.4230193,1.3548782,0.5793878,0.6107504,0.99854034,1.0908825,1.1061914,1.0754175,0.9628746,1.10613,1.2229807,1.3423948,1.2646492,0.45485073,1.2555094,0.6061535,0.89519787,1.2076358,0.97559845,1.158362,1.0775328,1.3019683,1.1192977,1.3263438,0.63846093,0.41869205,0.5854667,1.0572708,1.1699607,1.059004,1.2762065,1.1566492,1.0041997,0.3264627,1.1817123,1.0006486
glove,0.587345,0.7664915,1.0386875,0.7348969,0.88368607,0.9830433,1.2130982,0.9438817,1.0965873,1.0595005,0.86936206,1.2471284,1.0883981,0.853379,1.0330775,0.6061846,1.1236773,1.1873813,1.1935351,1.1944857,1.075105,0.8676212,1.1370761,0.98152894,1.1408736,1.2203666,1.2053373,0.85938996,0.75189376,0.9696371,0.8331361,1.2432559,1.1454315,1.043755,0.8665105,1.0892571,1.1143804,0.83970773,0.8125787,1.2218344,0.9527589,1.1534634,1.1270581,1.0056736,0.7561356,0.5882402,1.2826804,1.1989264,0.90027636,1.1572174,1.1063913,0.9485097,0.8044888,1.0205644,1.0175052,0.663653,1.1668761,0.8360412,0.8439206,1.0906128,0.0,1.1300123,0.80863774,0.9431739,0.7934878,0.65114325,0.9092361,1.1202235,1.1251233,1.0533644,0.66493654,1.1144669,0.7055858,1.1501474,1.0715386,1.3193556,0.6612187,1.0398827,0.3504964,0.9912406,0.89205176,1.1763835,0.71212804,0.9952776,1.0153987,1.0563023,1.1934131,0.98122984,0.88108134,0.8138624,1.0800493,1.2770349,1.1040399,0.8878174,1.0872579,0.8388796,1.067579,1.0546992,1.1874343,1.1348399,1.1135577,0.78205895,1.2168342,1.0348371,1.2130188,1.0342106,0.79410225,0.96388525,1.0172178,0.82890475,0.74349314,0.86811304,0.91150844,1.1791902,1.1980886,0.90965784,1.0872412,1.1117926,1.1644996,0.667107,0.957283,0.9901087,0.90498924,1.0421373,0.81880593,1.008082,1.1397369,1.1438333,0.8530729,0.83966845,0.8077439,0.6156463,0.9006493,1.1620573,1.2812886,1.2255075,1.0347759,1.2522331,1.0864574
grass,1.0967302,1.1792963,1.1887972,1.1120292,1.0055189,1.1399239,1.0070696,1.1361232,1.0399412,0.76726246,0.9918985,0.93872863,0.99670434,0.95761645,1.1372228,0.8707483,0.80755836,1.1230586,1.0857031,1.0829114,1.081415,1.1686969,1.0618304,1.1063735,1.0660156,1.0243621,0.700755,1.0346998,0.872116,1.0989143,1.1400064,1.0253474,0.87547094,1.0795434,0.82144964,1.1309649,0.9687712,1.120412,1.1865174,1.0059687,0.9729833,1.0393153,1.0641696,1.067344,1.1525686,1.2069046,0.743628,1.0132296,1.0196807,1.087246,0.5301022,1.1529399,1.1461641,1.0185387,1.0734054,1.145827,1.1322649,1.1950783,1.0263121,1.0893167,1.1300123,0.0,1.2492064,1.0965954,0.8286795,1.1525016,1.1748314,0.9962577,1.081207,1.0439099,1.1288216,1.0952709,0.9685669,1.1182345,1.0839136,0.8356371,1.0830266,1.0061951,1.0242093,0.9736291,0.969775,1.0223708,0.935568,1.0459579,0.9668369,1.1038775,0.8109281,1.1037725,0.98694474,0.9355735,0.89536715,1.0100285,1.129241,1.0522754,1.0789518,1.032617,1.1535996,1.0577478,1.1174212,1.0716563,1.0413063,1.1007017,1.0352376,1.0929289,0.91880846,1.1910524,1.1626929,0.9936956,1.0683196,0.9528863,1.0889168,0.9068243,1.174142,0.85909307,0.84552264,0.8941618,1.0595857,0.2985505,1.0279862,1.1165689,1.1320891,1.2215458,0.9538113,1.1698347,1.0324913,0.9329536,0.9354907,1.063877,1.1640762,1.0567455,1.0591575,0.87586224,1.2448621,1.1341524,0.86323833,1.0181781,1.0482074,0.7643837,0.32242155
