,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,0.7691954,1.0002142,1.2285161,1.0167443,0.53655064,1.1914551,1.2653544,1.0304941,1.3059065,0.67779106,0.8650135,0.70022947,1.2272342,0.89017946,0.76733214,1.2257676,1.0164385,1.1088252,1.3121866,1.3343184,0.9969571,1.3057687,1.3451241,1.1650399,1.3304276,1.1831129,1.074052,0.80764353,0.9813729,0.92070556,1.171064,0.7830933,0.98692924,1.0063459,1.0300316,1.233877,0.9063902,1.0450048,1.3251631,0.7859867,1.3650179,1.0301358,1.0097244,0.9431607,1.125027,0.7422668,0.92481506,1.1292293,1.0545468,1.153927,0.0,0.83274376,0.9347201,1.1589699,0.86696905,1.0054865,1.3165458,1.1482602,1.1860076,0.80886936,1.0668446,0.8172363,1.2270931,0.740044,0.7561386,0.6303299,1.2874528,1.0107764,0.65888566,1.1855088,0.5501076,1.3161405,0.8548559,1.1835599,1.2015542,1.0552596,1.0778217,1.0873718,0.7383641,0.8596464,0.9971179,1.2083122,1.2263074,1.314905,1.0294497,1.1420232,1.2654912,0.7541929,1.204912,0.5974859,0.6928341,0.7845088,1.3247335,1.334895,1.2260467,1.2257144,1.2952032,1.3042454,1.006332,0.99102676,1.2525384,1.09313,0.97817475,1.1816707,0.9732055,1.171622,0.84761274,0.892053,1.2129382,0.8898402,0.94196534,0.92213875,1.1321077,0.60917544,1.0875806,0.84647125,1.3436043,0.84519255,1.1400554,0.8409151,1.3124634,0.90992534,1.2506287,0.7985368,1.1770148,1.3274322,0.9968699,0.7874533,0.6151234,0.6565192,1.3512889,1.0133852,1.144787,0.9844548,1.2320321,1.2710109,0.9267536,0.86238384,1.0293673,1.0856029,1.2425609,0.59088504
face,0.7837546,1.1218343,1.1853002,0.9669037,0.72255445,1.1811355,1.109937,1.1166472,1.3318268,0.8978993,0.81032205,0.8289838,1.1838073,1.0573514,0.7195214,1.1226455,1.1119425,1.0212766,1.2849134,1.2776186,1.0630252,1.2319441,1.3442966,1.0989783,1.3508041,1.1506186,0.9906866,0.87691617,1.12903,1.0256305,1.2681463,0.9405258,0.98246247,1.0334581,0.9627371,1.2067751,0.9754315,1.0332681,1.26778,0.8586801,1.3114358,0.9780807,0.9770859,0.7713183,0.6813607,1.0206654,1.0827641,1.1403738,1.100337,1.0523068,0.83274376,0.0,0.95211256,1.0871763,1.0221725,1.1348888,1.3396387,1.0065107,1.1828254,0.9233696,0.671867,0.81797516,1.1226295,0.18208659,0.87221277,0.7704978,0.91934687,1.0613941,0.59553635,1.1618819,0.7036955,1.3570122,0.9836572,1.2779366,1.1878402,0.9590731,1.1439712,1.1504076,0.8038047,0.9982775,0.83013755,1.1527201,1.1229087,1.4513972,1.0258187,0.9631136,1.1650594,0.817811,1.2202755,0.5360328,0.80284536,0.9048912,1.2651047,1.273323,1.1808493,1.1676124,1.1293852,1.2218869,0.8888696,1.1210452,1.1802713,1.1242086,0.9553747,1.1518126,0.89538825,1.1031194,0.97169286,1.0490465,0.9683231,0.9029341,1.0691745,0.6087512,1.1993401,0.54432243,0.9389487,1.0174636,1.410639,1.0022713,1.2475611,1.0021569,1.1531498,0.91647476,1.1330231,0.98103845,1.1054817,1.3737787,1.076317,0.6406314,0.47479445,0.757171,1.2485127,0.95797724,1.0005577,1.0498906,1.4008695,1.171107,0.9059262,0.97198474,1.0243515,1.2520435,1.1119759,0.9802899
finger,1.257463,0.48925877,0.7356686,0.67041373,0.87639546,0.77379704,1.0227363,1.1070578,1.1760284,1.3604159,1.1294628,1.3666662,0.89848125,1.3219131,1.1933563,0.83148146,1.1900301,1.2820547,1.0013301,1.13981,1.327678,0.80133724,1.1647503,1.1035969,0.99787915,1.0608426,0.66178054,1.1124411,1.2441914,1.179005,1.1867816,1.274573,1.2410196,1.1481937,1.1814675,0.8725223,1.3014386,1.1050375,0.6958243,1.4161047,0.9847969,0.951536,1.1011887,1.319937,1.1763308,1.2815355,1.2369144,1.0620862,0.9570247,0.8491772,0.9347201,0.95211256,0.0,0.8465394,1.2985694,0.6878376,0.8648597,1.1691746,0.92867106,1.184009,0.5027672,0.9347934,0.80775857,0.92343825,1.1632906,0.47482532,0.7411697,1.0720253,1.1205251,1.2486463,0.99429435,0.8477962,1.3179624,1.0100962,0.74194425,1.0675037,1.1599051,1.2275151,1.0738883,1.2528048,0.49152184,0.73844886,0.58394516,0.94399464,0.3440987,0.49547595,0.9080628,1.3254857,0.8264854,1.1013559,0.9778901,1.2775533,0.84521306,0.8066902,0.6932494,0.8861618,1.0452677,0.6930878,1.1769788,1.2518437,1.0987923,1.0142957,0.66918916,0.8349575,1.2927616,1.0784664,1.3726509,0.9853934,0.74655056,1.1347811,1.0423054,0.97859585,1.1348854,1.0644405,1.0391271,0.98537356,0.76309174,1.2248992,1.1732783,1.1479545,0.5579636,1.1584508,0.8440262,1.0099524,1.1416512,0.9276163,1.156775,1.0643518,1.087533,1.3731489,0.9989418,0.06369281,0.39242983,0.8886802,0.99600375,1.1449221,1.3441963,1.2009006,1.1193024,1.2071936,0.50980765,1.2564547
fish,0.8936487,0.9873933,0.85724795,0.8305696,1.1538002,0.94227624,0.9098749,1.0456842,1.0552784,1.1441352,1.1573061,1.223906,0.61852014,1.2265052,1.1187634,0.83406556,0.96494514,1.1339862,0.89487964,0.9179796,1.2591879,0.77879596,1.0460198,1.0255117,0.9169337,0.65691286,0.80486315,0.87139255,1.213464,0.983978,0.9780749,1.2292814,1.1223793,0.93498695,1.1107619,0.7119458,1.1777608,1.0230682,0.632071,1.3035629,0.96221334,0.85364956,1.0387698,0.9498506,1.0080097,1.2121668,1.1931149,1.0164577,1.021218,1.07262,1.1589699,1.0871763,0.8465394,0.0,1.1082581,0.8531184,0.7710305,0.83371544,0.7928392,1.0220678,0.89695907,0.83866405,0.747402,1.0859674,1.1964886,0.9810903,0.83067846,0.97048676,1.2284265,1.1498353,1.0954739,0.7096895,1.2617233,0.8641238,0.8363851,1.0473523,1.1090801,1.2658788,0.9938969,1.1389122,1.004385,0.8540848,0.7275625,0.75863445,0.97453904,0.8114652,0.8632474,1.2148547,0.8725296,1.0389489,1.0992537,1.1870117,0.7614461,0.7097014,0.94557756,0.9267998,0.69995755,0.5772337,0.93640167,1.0786449,1.0136778,0.93579584,1.1187048,0.8896505,1.0946307,0.9824633,1.3135667,1.0232728,0.8864414,1.2197999,1.1058859,1.1594553,1.0331659,1.1641058,0.9381303,0.96653295,0.7623675,1.2129354,0.7170699,1.2116104,0.67188466,0.9456096,0.81083286,1.0855366,1.0055761,0.8708497,1.1209478,0.99842703,1.1949157,1.2688628,0.95554644,0.83954453,0.72574735,0.98238444,0.7743973,1.0532764,1.2131864,1.0657449,0.98335296,1.1151586,0.8380669,1.1073349
flower,0.8537153,1.1447421,1.0532893,1.1797528,1.0039688,1.1472049,1.0698127,0.9251977,0.93053114,0.9471532,0.8757207,0.94304603,1.0933456,0.98667413,0.9679556,1.0389466,1.0861163,0.87976724,1.0265218,0.85090595,0.9293189,1.2285743,0.89570624,0.7970322,1.0638303,1.0074217,1.2626677,1.0955169,0.9292954,0.925805,0.97155917,0.9552479,0.9560099,0.98928267,1.0296533,1.0541838,0.9522198,0.9756596,1.1605299,0.875089,1.0253439,1.0604384,1.0067538,0.7870835,0.81046355,0.99622387,0.9460831,1.0755877,1.117713,1.1246159,0.86696905,1.0221725,1.2985694,1.1082581,0.0,1.160274,1.0477606,0.8006197,1.0460205,0.88492006,1.2141408,1.0587741,1.0697876,0.9794839,0.630273,1.0606979,1.19077,0.9836346,1.0433581,0.84875304,1.0934262,1.1152892,0.82521635,1.0509986,1.2121055,1.037285,0.9692172,0.8517045,1.0080098,0.942285,1.1497729,1.156772,1.2005241,1.1180793,1.252526,1.2517573,1.1397521,0.8694799,1.132821,1.0070488,1.1248043,0.98548794,1.0585387,1.103475,1.2692449,0.8694234,1.0289813,1.2645417,0.92843467,0.15544271,0.8591647,0.9928811,1.1000216,1.1638838,0.8853174,1.0413992,0.84293723,1.0059031,1.1204844,0.9236365,0.967639,1.0388944,0.9331726,1.0450172,0.9307475,1.1706954,1.0490224,0.96137655,1.018162,1.0268347,1.2302259,1.0059364,1.0828584,1.1160953,0.8735095,0.9820343,0.8687501,1.0381945,1.0021316,0.8122619,1.1017517,1.2956297,1.2415161,0.844476,1.0763494,0.9203631,0.7934426,0.565549,1.0652153,0.9316789,1.1697669,0.85213864
foot,1.1527061,0.63616294,0.9901876,0.9516768,1.0261629,0.9831861,1.0677794,1.1297747,0.87119097,1.1756886,1.1602377,1.1746328,0.9043846,0.9811077,1.2373892,0.9413226,1.0166031,1.2238436,1.0160875,1.0970916,1.1104531,0.86228025,0.97248614,1.0406016,0.8650082,1.0211961,0.8227496,0.9188262,1.0543544,1.0422115,0.98575616,1.1592817,1.016973,1.0254046,0.9610659,0.97357947,1.1231842,1.0381969,0.98125225,1.1584884,1.0133234,0.90309757,1.0731738,1.1802716,1.1832157,1.0549357,1.0268016,0.94338524,0.7689551,1.0153673,1.0054865,1.1348888,0.6878376,0.8531184,1.160274,0.0,0.8956872,1.3050727,1.0442883,1.0693139,0.9413955,0.9898859,1.0844109,1.1058939,1.1447532,0.86868685,0.980528,1.0066237,1.1364373,1.0283674,1.1390045,0.8803204,1.1354002,0.8691411,0.8366488,1.0552374,1.1336865,0.9202152,1.1009868,1.1457479,1.0098426,0.7221329,0.89028156,0.7621414,0.6775885,0.6324231,1.0122604,1.1850998,0.9083264,1.2208154,1.0169628,1.1219745,0.9780544,0.975662,0.8188419,1.0559734,0.89847815,0.73977834,1.188797,1.1130092,1.1208475,0.90924054,0.5457257,1.0403174,1.0595915,0.9774417,1.1766127,0.89450085,0.8151718,1.0750896,1.0021912,1.070466,1.145889,1.1757421,0.97011817,0.80362093,0.94937813,1.0218456,0.9759761,1.1525807,0.86921465,1.1692032,1.0565356,0.923411,0.9674928,0.915677,1.0827299,1.0785552,1.2261795,1.322906,1.097444,0.6874468,0.88381267,1.1013657,0.7603822,1.2425467,1.3152668,1.0537684,1.0177593,0.9915626,0.7388629,1.0232012
fork,1.489984,0.8653287,0.7322955,1.1350193,1.3961308,0.8159934,0.8079777,0.96575177,0.50921935,1.1836313,1.2733662,1.4171578,0.49195093,1.1866561,1.5180728,0.92081696,0.9157674,1.0892165,0.42699862,0.6185855,1.2678113,0.58223945,0.6719103,0.9237902,0.44420934,0.4510548,1.1253223,1.0876182,1.1040499,1.3448648,0.591804,1.1384518,1.2109628,0.82917863,1.176836,0.6107731,1.2982006,1.0552084,0.31058544,1.4119513,0.49353695,1.1498654,1.169687,1.2891114,1.1746986,1.0818954,1.0856168,0.83029723,0.9796043,0.92696834,1.3165458,1.3396387,0.8648597,0.7710305,1.0477606,0.8956872,0.0,1.0588491,0.8270186,1.3613095,0.7946057,1.5282404,0.9844324,1.4055837,1.3895231,1.3127902,0.6337372,1.0869775,1.4945384,1.2014455,1.5173126,0.09118277,1.1556418,0.45658833,0.64543355,1.1502794,1.2524482,0.9634927,1.6656897,1.1814862,1.062544,0.6635406,0.5143874,0.34951472,0.8783824,0.68041044,0.7364346,1.2751405,0.9120494,1.5369961,1.4320391,1.2068944,0.22055733,0.23649919,0.5982046,0.8042995,0.79340494,0.5247801,1.2319951,0.8464961,0.5342408,0.9340114,1.0510142,1.0522476,1.3628289,0.95291907,1.2396127,1.0736868,0.9236554,1.2260647,1.2979848,1.2160424,0.7504606,1.4672449,1.1741912,1.1976447,0.4462775,1.1578104,0.58798254,1.045933,0.54634976,0.9883782,0.53983283,1.4081544,0.981286,0.14333928,0.86743563,1.4215152,1.5375284,1.4708229,0.6328479,0.7979466,0.6572163,1.0123519,0.56354636,0.8800478,1.344291,1.1001865,1.0665107,0.70765233,0.5076946,0.9843199
frog,0.7128377,1.1316236,0.84013045,0.8599679,1.1947248,0.9105951,0.7271372,0.5812935,1.1101787,1.1870624,0.85225356,1.2229695,1.2061763,1.3711772,0.87021524,0.61938953,1.1833081,0.7349394,1.1148975,0.8860871,1.1117569,1.0640606,1.1079198,0.59275657,1.3461003,1.0544597,1.0343558,1.1783593,1.2520378,0.8297254,0.99170756,1.2115438,0.8930411,0.96690273,0.9552567,0.8732972,1.2135404,0.6961987,1.031537,1.2377683,1.1030453,1.0901104,0.6295423,0.5977305,0.5120615,1.3864268,1.2560785,1.0924017,1.0482075,0.78841025,1.1482602,1.0065107,1.1691746,0.83371544,0.8006197,1.3050727,1.0588491,0.0,0.9184501,0.94778603,1.0620773,0.86814195,0.5497636,1.0883176,0.90097743,1.0247831,1.0233628,0.7834356,1.198286,0.8754963,1.1787727,1.1100717,1.2002835,1.2177657,1.17908,0.8721524,0.6553597,1.1185304,0.86822397,1.0731579,1.0597272,0.9898242,1.1555539,1.1436338,1.1467377,1.2796898,0.8737295,1.0958426,0.7630254,1.0626652,1.1965642,1.0275447,1.0888966,1.1069435,1.1706735,0.68184054,0.88234043,1.2610801,0.57735705,0.9225954,0.8193575,0.769601,1.3034818,0.8416374,1.0472339,0.9911437,1.1132039,1.149092,0.89683867,1.022983,1.0337802,1.1568389,0.57471573,1.1392779,0.8236158,1.1635215,0.92807746,1.1969043,1.2456492,1.234841,0.9698692,1.026345,0.8628907,1.1248609,0.91543615,1.0567518,0.80045766,1.0361042,1.1147382,0.94473845,0.7705589,1.1534679,1.0637692,0.671106,1.1946818,0.38061476,0.72749245,1.0402223,0.99168605,1.2952929,1.1164795,1.2407076
game,1.1275113,1.0323433,0.8688022,0.80745083,1.2759758,0.86130714,0.9554782,1.0660155,0.8851352,1.2579422,1.106653,1.1526545,0.90445507,1.0525342,1.2078407,0.8586965,0.93582755,0.91949165,0.882637,0.82870394,1.0161707,0.8494447,0.8667916,0.8766186,0.8803927,0.7453709,0.781592,1.2417612,0.92733186,1.0902237,1.0721867,1.123905,1.1583514,1.0837734,1.1862916,0.818048,0.98637635,1.1514049,0.7707343,1.1484134,0.85157466,0.75113773,1.0425328,1.0603082,1.0317402,1.1525989,0.99645066,0.9541311,1.1901182,1.0065837,1.1860076,1.1828254,0.92867106,0.7928392,1.0460205,1.0442883,0.8270186,0.9184501,0.0,1.0090574,0.8773626,1.0374221,0.8440832,1.148452,1.2155914,1.1415417,0.83594954,0.94544864,1.2791682,1.0188794,1.1409662,0.79827166,1.0421807,0.91404873,0.87269753,1.0273958,1.1586287,1.0848682,1.1571879,0.9917858,0.92694736,1.013614,0.8647281,0.8353935,0.9536089,1.0488064,0.8963305,1.1352901,0.8817018,1.1741416,1.1226585,1.235686,0.83637786,0.79127216,0.9323991,0.8150935,0.73513615,0.70016235,1.1452563,0.9711248,0.87141544,0.9343128,1.0278524,0.8872582,1.0537044,0.5556179,1.0913897,1.0954125,0.87630415,1.2324191,1.0853207,1.0903697,0.99364895,1.2267497,0.9769751,1.1541339,0.6541262,1.1767511,0.82147825,1.1113232,0.69957,1.1534824,0.82837796,1.1885779,1.0825843,0.8619181,1.1081934,1.0433195,1.2379051,1.2459852,0.8248254,0.89745164,0.81151086,1.095288,0.90165585,0.9456824,1.0541525,1.0095996,0.8509496,0.99629015,0.84250706,1.0966518
glass,0.76683664,1.1230857,1.3531542,0.96027905,0.7661003,1.2290279,1.2542235,1.0189642,1.1137587,0.83182913,0.9674728,0.8255428,1.3591638,0.9135448,0.65634793,1.188525,1.1754647,0.8614945,1.3715672,1.2322052,0.82543886,1.3901204,1.2593949,0.9516668,1.3118501,1.2568113,1.009305,0.9273641,0.7630856,0.81013477,1.1461508,0.84092355,0.74307597,0.9369684,0.95156604,1.2885875,0.8969443,0.9063319,1.4496498,0.70635164,1.3439777,0.8038132,0.9274315,0.9093241,0.998046,0.91876835,0.9348088,1.1372533,1.0233506,1.1513157,0.80886936,0.9233696,1.184009,1.0220678,0.88492006,1.0693139,1.3613095,0.94778603,1.0090574,0.0,1.0272588,0.68138385,1.010913,0.79259217,0.80039966,0.72409296,1.2312311,0.94440144,0.7772791,0.90565443,0.7912671,1.2725724,0.7148079,1.1905768,1.2875817,0.9897735,0.9130068,1.0278875,0.60697716,0.84580463,1.0969282,1.3813438,1.425432,1.3348217,1.1214551,1.2925038,1.3224937,0.64386564,1.125819,0.73064315,0.78092843,0.81631035,1.4120753,1.4381913,1.4270511,1.0436879,1.1700054,1.3819569,0.7649826,0.99680024,1.1347797,1.0551978,1.0654236,1.1473585,0.6632343,0.8141543,0.7153812,0.99213743,1.0796396,0.9245952,0.7010064,0.9044522,1.0721431,0.8193021,0.85429597,0.8815646,1.1857672,0.8522977,1.121736,0.932816,1.3141886,1.120011,1.3519499,0.9762754,1.0156358,1.1889515,0.8164473,0.63270843,0.7931027,0.69978493,1.3345349,1.2588383,1.1706157,0.8379615,1.2207657,1.2314304,0.6646564,0.9218884,0.92948616,1.028968,1.3116039,0.9546458
glasses,1.2176772,0.8786751,0.8498354,0.7661969,1.0738897,0.84605736,0.94139904,1.0441263,1.0764848,1.2576336,1.1595359,1.2963418,0.8676733,1.3391984,1.1120571,0.9428846,1.1656297,1.2110221,0.88274133,1.0363241,1.3324119,0.87025654,1.1258519,1.013294,0.9632525,0.9207911,0.9693979,1.0385363,1.2332428,1.2798569,1.0683479,1.2059795,1.1607835,0.9812905,1.1902775,0.85182846,1.2577869,1.0534725,0.65234464,1.3440084,0.8965994,1.0488273,0.9292757,1.1581223,1.0189731,1.237015,1.2217884,1.0505393,1.076057,0.86507833,1.0668446,0.671867,0.5027672,0.89695907,1.2141408,0.9413955,0.7946057,1.0620773,0.8773626,1.0272588,0.0,1.1094521,0.8410175,0.69159687,1.2609496,0.845543,0.49785686,1.0806891,1.0239352,1.3157377,1.100961,0.8362718,1.2135677,0.9143704,0.9012205,1.1045393,1.2571132,1.2264332,1.241015,1.2171144,0.56961644,0.82322323,0.5815616,0.9966487,0.475626,0.48917365,0.9370755,1.2077794,1.0198491,1.089851,1.1118219,1.251919,0.71185017,0.7175801,0.76879597,0.8580022,1.0549462,0.7533906,1.1173064,1.1728084,1.0153983,1.0575961,0.9024188,1.0332764,1.1983738,0.9552852,1.321971,1.1360618,0.75267315,1.1587894,1.2239108,0.92892754,1.0199834,1.0325522,0.98670924,1.0755637,0.8651184,1.2114316,1.0759907,1.0388241,0.51285225,1.0600852,0.66456383,1.2282509,1.1315973,0.83476454,1.0048662,0.9853814,1.0175842,1.3213978,0.9199611,0.41229093,0.3761717,0.9544135,1.0662556,1.073934,1.3143871,1.1640267,1.1133549,1.1332049,0.41695487,1.1223401
glove,0.324467,1.040523,1.3552486,0.871058,0.5861704,1.2210164,1.287712,1.0445416,1.3107929,1.0235403,0.79452604,0.7004679,1.465513,0.89104414,0.5415187,1.0354426,0.9699001,1.0337436,1.500108,1.3724686,0.89569086,1.3880174,1.3314962,1.0139714,1.4379375,1.3883889,0.81541216,1.0119536,0.80989057,0.62776035,1.4215618,1.0519904,0.99170166,1.083919,1.0118531,1.3761277,0.72257763,0.9170737,1.5268956,0.74691486,1.471239,0.820292,0.97353995,0.5630609,0.7283804,1.1806644,0.9709372,1.0854251,0.9899693,1.208361,0.8172363,0.81797516,0.9347934,0.83866405,1.0587741,0.9898859,1.5282404,0.86814195,1.0374221,0.68138385,1.1094521,0.0,0.984202,0.7125436,0.83182806,0.47935182,1.1742971,0.8982719,0.65070915,0.9551855,0.50008297,1.4805596,0.8783823,1.4547453,1.3360581,0.784185,0.8996059,1.1456952,0.13131797,0.91933316,1.0322304,1.4071819,1.4105794,1.1550648,0.9909761,1.3276432,1.3540739,0.7473628,1.0689231,0.47952205,0.56420493,0.9050921,1.4936059,1.514457,1.3125584,1.1628308,1.0679605,1.2560165,0.79410374,1.1697861,1.2750783,0.9756283,0.98562616,1.0789292,0.5129405,1.0061611,0.9932927,0.9111615,1.0505701,0.8423994,0.80568767,0.92757195,1.1780298,0.6416266,0.56138116,0.8890566,1.1391038,1.0155764,1.2734292,1.1387472,1.1186392,1.1942741,1.4717014,0.5498703,1.1588553,1.4352301,1.0331062,0.5008061,0.61879075,0.7736895,1.4065483,0.9789958,1.1616343,0.8334504,0.9502102,1.1626285,0.7598834,0.9923649,1.0096514,1.1673416,1.3062118,1.2491663
gum,1.1948111,1.0108005,0.52795756,0.7642988,1.2394934,0.6121325,0.64581454,0.80422354,1.045137,1.444215,1.1358066,1.3961829,1.0509515,1.3701708,0.86627364,0.78983045,1.1765728,0.7188659,0.8440956,0.69576687,1.112815,0.8061038,0.8472449,0.85011137,1.1336178,0.9793083,0.8688425,1.3503196,1.3601483,0.86648524,0.9372486,1.403697,0.94984007,0.83204424,0.9528482,0.8033421,1.3612887,0.7053476,0.68651474,1.4115198,0.78489316,1.1464795,0.7071804,1.1106144,0.8917051,1.5049336,1.2309518,1.1397547,1.1083357,0.626338,1.2270931,1.1226295,0.80775857,0.747402,1.0697876,1.0844109,0.9844324,0.5497636,0.8440832,1.010913,0.8410175,0.984202,0.0,1.1853989,1.0536904,0.91394013,0.8815474,1.0299628,1.3687539,0.8141477,1.3065875,1.0355763,1.3407631,1.0214076,1.079628,0.98150414,0.62731034,1.0293181,0.99304396,1.2156982,0.7828107,0.806956,0.71553177,1.0070374,0.9097484,0.8958814,0.70179677,1.319891,0.8075069,1.229867,1.3538854,1.0139338,0.87846756,0.8663424,0.9441753,0.5867193,1.0484555,1.037756,0.6244937,1.0590394,0.7903898,0.9583686,1.0765066,0.7636336,1.2826022,1.0112815,1.2114817,1.0843452,1.0042864,0.9868601,0.9171767,1.1751075,0.86612487,1.3186388,1.0552671,1.1826804,0.8431005,1.249788,1.1623832,1.3128746,0.78896725,1.17289,0.6600113,1.0770565,0.82711715,1.0630653,1.0065558,1.15011,1.2689247,1.1066813,0.6486727,0.786258,0.6937547,0.5842631,1.0606449,0.46276438,0.90650046,1.1344714,1.0341411,1.2889694,0.8790176,1.3024645
hair,0.7444037,1.0848837,1.2662663,0.9883041,0.64822894,1.2131342,1.2305341,1.1378312,1.357717,0.89533263,0.83256257,0.78299415,1.2704703,1.0160404,0.69818866,1.1685171,1.1648132,1.0621634,1.3455353,1.3757894,1.0536878,1.3185613,1.3966484,1.1123598,1.4020915,1.1931412,0.95628697,0.8728653,1.0278547,1.0055801,1.29567,0.88086706,1.0233269,1.030741,0.9768966,1.2738187,0.9092627,1.0872904,1.3451251,0.80924827,1.4011549,0.85642433,1.0306653,0.8301053,0.8253731,0.9551844,1.0574282,1.1008927,1.1023432,1.1194205,0.740044,0.18208659,0.92343825,1.0859674,0.9794839,1.1058939,1.4055837,1.0883176,1.148452,0.79259217,0.69159687,0.7125436,1.1853989,0.0,0.8545357,0.7056142,0.9861486,1.0363544,0.52720475,1.1552106,0.57407093,1.3897905,0.8953446,1.2889307,1.2461548,0.94742167,1.1542958,1.116115,0.71167374,0.9701235,0.85255915,1.2678607,1.1845077,1.5133203,0.96427083,1.0095196,1.2696916,0.7619284,1.2553049,0.47967815,0.6567987,0.90545434,1.3313284,1.3377181,1.2266278,1.2203957,1.2137003,1.2783682,0.90497786,1.0902497,1.2459555,1.1419896,0.8676443,1.1810946,0.8281803,1.1124938,0.93113995,1.0217412,0.96228594,1.0045705,1.0035477,0.52813923,1.2246723,0.48007506,0.9353554,0.97875255,1.389558,0.9296777,1.2689841,0.97055227,1.2145088,0.98010296,1.235303,0.88342,1.1565216,1.4015862,1.070283,0.52445,0.40466428,0.75684327,1.3748368,0.9431211,1.0201555,1.0626343,1.424242,1.3017677,0.9191133,0.9011828,0.97980314,1.2148527,1.0846357,0.97533894
hamburger,0.74539596,1.083481,1.1322058,0.9500226,0.66291034,1.211188,1.2021091,0.93625164,1.1177208,0.7959824,0.8631501,0.83719945,1.2942435,0.99086446,0.6689771,1.17357,1.1339024,0.93884254,1.3508463,0.91067934,0.9109116,1.2510904,1.1007226,1.0041537,1.3859048,1.273906,1.0145751,0.9764063,1.0329715,0.83108395,1.1512592,0.9941242,0.8218557,1.0341197,0.710868,1.2256428,0.9809575,0.86823237,1.4200301,0.78596735,1.273553,0.97739375,0.9985692,0.85196644,0.9638358,1.0536171,1.0172896,1.229887,1.1089209,1.1152179,0.7561386,0.87221277,1.1632906,1.1964886,0.630273,1.1447532,1.3895231,0.90097743,1.2155914,0.80039966,1.2609496,0.83182806,1.0536904,0.8545357,0.0,0.7558203,1.3701702,1.0529234,0.81473184,0.81270516,0.7929405,1.3728356,0.8879672,1.2381229,1.3008859,0.9333506,0.716217,1.0907742,0.65714717,0.86499953,0.9959901,1.2290351,1.3681438,1.4232135,1.1843121,1.367976,1.1754618,0.7167165,1.1448274,0.75010955,0.8394946,0.8182745,1.439277,1.4489428,1.3498235,0.88677293,1.1527193,1.4091283,0.772617,0.7868626,0.8719634,1.1347514,1.1497402,0.9911149,0.8214197,1.1136893,0.9110715,0.94768,1.1836559,0.83622885,0.6635301,0.9018934,1.107429,0.7625585,0.9573792,1.0155771,1.3673815,1.0305746,1.1641358,0.98225015,1.3597912,0.9734318,1.2779453,0.8131795,0.73497844,1.3620031,0.9945965,0.94552565,0.72431594,0.5382284,1.1316768,1.2524773,1.2498292,0.86945325,1.3401251,1.0830613,0.504977,0.8164736,1.0790274,1.2656854,1.2793179,0.9868567
hand,0.80528426,0.7035066,1.241479,0.79742825,0.42611885,1.2049589,1.3189039,1.0055383,1.338901,0.98904896,0.9949335,0.97107106,1.3468417,1.0455668,0.63662964,1.1078213,1.1967013,1.0432984,1.4371631,1.3303441,1.0168736,1.2945327,1.3793318,1.0828559,1.4316809,1.3457937,0.8443322,0.9808595,1.0225222,0.88153213,1.3738258,1.0287706,1.0458295,0.99292773,1.0434834,1.2004844,1.0363405,0.8355782,1.317045,0.9579887,1.4156826,0.9988373,1.0198286,1.0267837,1.0693673,1.1301502,1.0235103,1.1691293,0.9885254,1.1378388,0.6303299,0.7704978,0.47482532,0.9810903,1.0606979,0.86868685,1.3127902,1.0247831,1.1415417,0.72409296,0.845543,0.47935182,0.91394013,0.7056142,0.7558203,0.0,1.2266285,1.0660162,0.7525339,1.125941,0.7007597,1.2414825,0.99094236,1.3028507,1.2458488,0.96367466,0.9272106,1.1420754,0.5117488,1.0260886,0.8193344,1.1975142,1.2208632,1.3019812,0.6747242,0.9820185,1.3028286,0.8298005,1.0741687,0.67054605,0.7062515,0.8050251,1.3254428,1.3353546,1.2111198,1.0281674,1.1916598,1.2656776,0.77369237,1.1977669,1.1697221,1.077412,0.89630955,1.0610503,0.88923585,1.1327587,1.0435222,1.0190808,1.0916946,0.7832085,0.86258423,0.86434704,1.1234796,0.67322624,0.89824986,0.89253545,1.2165215,1.0275521,1.280825,1.0474555,1.1377769,1.0813949,1.3582238,0.7441857,1.1377412,1.285857,1.0266885,0.7627989,0.68688804,0.82661843,1.3986518,0.6221255,0.8770863,0.6144961,1.2168862,1.2923522,0.7882433,0.996532,1.0424,1.2799745,1.0489888,1.1226203
