,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
plate,0.89236546,0.45151687,1.3012185,0.55248576,0.5513258,0.96895206,1.1119674,1.2991515,1.391303,0.45940274,1.3646019,1.3859053,0.5007452,1.2514647,1.366803,0.9221818,0.40165335,0.28749204,1.1362973,0.85393745,1.1271889,0.5722134,0.8169154,0.7308769,1.2757845,0.92015094,1.1438658,0.48941088,1.3384005,1.3141246,1.4447807,0.8316127,0.41515982,1.3325253,0.2686131,0.8736049,0.9328379,1.2133365,0.8980137,1.3836488,1.0628132,0.9382995,1.1255996,1.2225901,0.8927275,0.6145302,0.7231906,0.9163844,0.6552943,0.6523583,0.9483802,1.3144999,0.5506452,1.2712704,1.214878,0.43044835,0.8840344,1.3040955,1.5154805,1.2900045,1.2927749,1.2304199,0.50766647,0.89794564,0.8760609,1.2783701,0.845778,0.81277823,0.58284813,0.77707386,0.5886952,0.6292817,1.0370469,1.1389225,1.515955,1.440162,1.0675366,0.47821003,0.4539916,0.9928293,1.0496101,0.8981701,0.0,1.0105853,0.80576515,1.1231209,0.40779662,1.2963823,1.1893281,0.8561665,1.1535606,0.9329016,1.4948671,1.070204,1.2079284,1.3805256,1.263907,0.6869572,1.3595697,0.5793753,1.1354991,0.5504428,1.1869367,0.6326403,1.234615,1.1875242,1.1486126,1.4299464,1.3144774,1.374685,0.32903427,0.8485705,1.0053318,1.1082412,0.7843158,0.5950292,0.8748851,1.336535,1.0735265,1.3860834,0.63351184,1.1508209
pony,0.8433142,0.99145544,1.1559395,0.9020212,0.85960215,1.028567,0.9189796,1.2512603,1.015446,1.1723199,0.98376495,1.0279021,1.1301812,0.8801172,1.02203,0.97117555,1.097029,1.0419531,1.0136658,0.79945374,1.0305034,1.0643557,1.0594177,0.992301,1.0689188,1.0580223,1.0144414,1.013435,1.0655063,1.1032909,1.0261906,0.9916488,1.1629361,1.0217642,1.0832219,0.46264648,0.7820244,1.1150197,1.0202131,0.96140957,1.0115333,0.96491456,1.0955379,1.0044147,1.1014941,1.0861489,0.97303325,1.0067827,0.8180279,1.1107912,0.8311019,0.8590713,0.9916172,1.0551549,1.073701,0.9436926,1.0669769,0.9308268,1.1026391,0.87375915,1.153819,1.0599418,1.0746446,0.920133,1.008711,0.8082071,1.1451432,0.90908974,1.1131483,1.0296893,1.1440206,0.9627492,1.0647287,1.0335816,1.0789152,1.1125757,1.0661025,1.1314511,1.1680509,1.0249285,0.90960336,1.0680945,1.0105853,0.0,0.87241983,0.927612,1.0849148,1.1678463,0.9260665,1.0073615,0.9474606,0.9964042,1.0767183,0.8841315,0.9345696,1.0183899,1.1729155,1.2015667,0.9118025,1.0459046,1.0447963,1.1419282,0.8939536,1.113035,0.92306316,1.0789204,1.0131979,1.0275086,0.9621237,0.9635391,1.0371195,1.0431538,0.97063667,1.0689238,1.0585034,0.77201396,0.9086202,0.9445559,1.0047846,1.1305969,1.1664016,1.0771073
pumpkin,1.0566494,0.4755013,1.227966,0.30618608,0.465994,0.8983488,0.9038181,1.3803922,1.3683271,0.92333907,1.2724025,1.220675,0.8030405,1.0678504,0.9754628,1.1679105,0.77114224,0.67433476,1.2010235,0.5307269,0.87354,0.71155447,0.9891204,0.73995537,1.0905976,1.106402,1.2315633,0.8959681,1.2536489,1.1486804,1.3963993,0.96083593,0.8695943,1.3320749,0.8172543,0.7764383,0.8463729,1.3654132,1.2792164,1.2606363,1.0261914,0.87390286,1.0759804,1.0726887,1.0081774,0.69411844,0.5419669,0.86623555,0.67402005,0.94380534,0.8759968,1.0733907,0.86421424,1.2129813,1.0663831,0.59208083,1.0308608,0.9345065,1.3637388,1.1595665,1.137295,0.9925316,0.80859554,0.8364513,1.0133233,1.0798718,0.8661159,0.797257,0.9965106,1.0852119,0.91125906,0.31485724,1.1587156,1.0762423,1.3555201,1.3857629,1.1876696,0.98151016,0.9218582,0.87248737,1.1397315,0.6872449,0.80576515,0.87241983,0.0,0.9263473,1.0079846,1.4098209,0.8362776,0.6943872,1.1564289,1.0382001,1.320615,0.94168705,1.0052128,1.0709457,1.3391246,1.2932453,1.1327089,1.0008261,1.1830963,0.8924341,0.89875257,0.82805973,0.9074868,1.1302096,1.2093289,1.3095742,0.9123132,1.3465655,0.71041226,0.9139623,1.1327028,1.0805267,1.0322523,0.6542409,1.1027397,0.99023396,1.229102,1.2750993,1.0564033,1.1709259
purse,0.83146083,1.1808356,1.1069415,1.1033596,1.0778947,1.0388234,0.8099172,1.0205976,0.97567344,1.0668362,0.852046,0.9189934,1.1353478,1.0073901,0.8545084,0.8925469,1.0819736,1.0692182,0.85634017,0.9222708,0.9329282,0.8715606,0.7532402,0.8855149,1.1136593,1.0768018,0.70590055,1.0592521,0.9856754,0.99481386,0.8272412,1.0524944,1.1505907,0.91572756,1.1022742,0.89492047,0.79750127,0.9636475,0.8971833,0.9369901,1.0576911,0.98113525,1.1354681,0.99671465,1.1842122,1.171334,0.95568585,1.0354424,0.9530976,1.0636319,0.9867374,1.2599313,1.0785224,1.049272,1.0993688,0.9698221,0.99783987,1.0852442,0.7256572,0.95761573,1.0298315,0.9457866,1.0113254,1.1528378,1.0448554,0.90008265,0.97226244,0.83826804,1.166403,0.8712724,1.0506783,1.0826628,0.7970673,1.1209257,1.0400566,0.99101883,0.9146875,1.0761014,1.188629,1.1000214,0.7197492,1.0065675,1.1231209,0.927612,0.9263473,0.0,1.0830498,0.9459453,1.1243173,0.9573175,0.81804097,0.84854937,0.97618586,0.8230796,0.76628226,1.0229475,0.95075744,1.0180227,1.0689926,0.9892425,1.1220953,1.1453648,1.0879891,0.9649924,1.0475906,0.88170856,0.61991477,0.9891574,1.1055666,0.987203,1.0618283,1.1482698,1.0313925,0.992411,0.8770805,0.9312263,0.98969084,1.1551175,1.0407083,0.68954206,1.155452,1.0793903
radio,0.82624865,0.6285486,1.3002868,0.6582287,0.7840143,1.2070842,1.2832361,1.2129725,1.4127467,0.32747185,1.3132337,1.376429,0.4155873,1.3414326,1.2922534,1.2308041,0.3134939,0.42024994,1.3633871,0.8480959,1.0969243,0.7110959,0.7607844,0.7029918,1.2980411,0.84238946,1.0271657,0.39016008,1.2521693,1.2328142,1.3571112,1.1579498,0.34029984,1.3641585,0.31946468,0.94861263,1.0425576,1.1198817,0.9627686,1.3246899,1.0287583,1.1480143,1.0129703,1.1519974,0.77756476,0.6188681,0.80127835,0.8277583,0.80874324,0.48673868,0.91910625,1.2774308,0.826364,1.1355163,1.2850578,0.49266768,0.68637043,1.2287699,1.3735397,1.1411607,1.2077912,1.1163604,0.4971344,1.0460498,0.8822985,1.4020768,0.85136414,0.8800633,0.5197092,0.8004439,0.47140467,0.787534,0.99001676,1.1106219,1.4493194,1.2616141,1.2158629,0.31458843,0.2699877,1.1230534,1.089781,0.9023836,0.40779662,1.0849148,1.0079846,1.0830498,0.0,1.2390982,1.2132062,0.71900195,1.1719376,0.98670954,1.3862488,1.0784743,1.0931104,1.3079529,1.1663358,0.6161129,1.4822667,0.44959962,1.0813084,0.5313688,1.2043012,0.63266134,1.2050976,1.211233,1.0475941,1.408392,1.2515656,1.4662335,0.4230851,0.7422643,1.1286521,1.2641134,0.66578007,0.92759883,1.2953553,1.2367494,1.1233304,1.2917274,0.46786726,1.0924532
refrigerator,1.2204552,1.4797487,0.6831155,1.5185285,1.4155726,1.0786508,0.9626326,0.33082587,0.6757143,1.3570395,0.66862273,0.7632546,1.3655267,1.0337669,0.8423686,0.86570084,1.3763248,1.3251433,0.7759405,1.2752922,1.0564412,1.1747369,0.89483607,1.1785556,0.83195305,0.90379715,0.6013036,1.296849,0.499164,1.041584,0.5034933,1.0178235,1.4797142,0.68401015,1.3351986,1.2929442,1.1597234,0.23680836,0.62810785,0.7120557,0.9962973,1.0443244,0.8916477,0.8799818,1.3021301,1.4233696,1.2895969,1.2758862,1.3630838,1.3373983,1.3378991,0.98948115,1.4165204,0.80124617,0.9891772,1.4376601,1.1057858,1.0810004,0.65058446,0.8391894,0.86462116,0.7024811,0.99760437,1.237968,0.89013326,1.0126958,1.060429,1.1038285,1.3395877,1.0954751,1.3874079,1.3889983,0.29549962,1.0231205,0.63410795,0.60858166,0.71084034,1.3635417,1.3796561,1.0996091,0.8972406,1.0744926,1.2963823,1.1678463,1.4098209,0.9459453,1.2390982,0.0,1.1379743,1.2125351,0.84606516,1.1077294,0.6355002,1.2074623,1.044663,0.9714433,0.44181025,0.71379936,0.8487749,1.383439,0.8717529,1.2690332,1.1715355,1.2992384,1.0638632,0.97618204,0.68287486,0.725611,1.013489,0.5566262,1.4506499,1.3438542,0.9800936,0.89926255,1.1083341,1.4230428,0.88883173,0.8542709,0.72360146,0.47285378,1.3235756,0.5444664
rock,1.0993031,1.034764,0.9221277,0.83250594,1.043791,0.96719193,0.99340034,0.994094,0.91336846,1.1395975,1.0813591,0.9015265,1.0463766,0.8282035,0.9020504,1.0745449,1.2286067,1.1339309,1.0575945,0.83625007,1.015427,1.2265415,1.2864025,1.1186821,1.0123813,1.0132967,1.2347091,1.0654818,1.0407465,0.7857442,0.9797093,1.0653466,1.2247945,0.93564755,1.2651381,1.0542892,1.1152916,1.1130731,1.1978152,1.0314902,1.0729102,1.0531782,0.8291608,1.0013705,1.0804044,1.0310386,1.0892619,1.0373557,1.0766325,1.1278598,0.9990929,0.7648403,1.1668375,1.0704508,0.9146109,1.0831745,1.0562428,0.7577543,0.93337053,1.0724825,1.0111245,1.1206517,1.2744062,0.8710799,1.1745765,0.9313997,1.1141258,1.1220996,1.115936,1.198287,1.138736,1.035424,1.2307731,0.85465187,0.88411736,0.99966544,1.0575204,1.1835737,1.1514819,0.93929374,0.96582997,1.0892518,1.1893281,0.9260665,0.8362776,1.1243173,1.2132062,1.1379743,0.0,1.0394281,1.1097045,1.063531,0.91732657,1.0277532,0.9987732,0.85450923,1.0068703,1.1725554,0.9050758,1.1778297,0.92715096,1.0992326,0.8904487,0.96646595,0.7061628,1.0819092,1.1521968,0.91364104,0.757488,0.99986845,1.2085234,1.0946314,1.0336953,1.1338385,1.2146208,1.1575916,1.0112934,0.8558521,0.9192145,1.1437848,1.0695788,1.1476189
rooster,0.75974643,0.6916298,1.2944423,0.685573,0.7649201,1.0951558,0.9118308,1.2877988,1.357588,0.8384266,1.2135247,1.2496458,0.66092795,1.3689332,1.1366212,1.2385392,0.69835806,0.9045939,1.3372643,0.700143,0.98433274,0.85668766,0.92733896,0.7689243,1.2225704,0.930511,1.0048997,0.69134396,1.1646186,1.2023022,1.3036067,1.2200636,0.7713456,1.2402898,0.75766623,0.78509706,0.7393454,1.1611581,1.2102643,1.1743559,0.85773355,1.0877619,1.0981677,1.0735958,0.90550506,0.77791196,0.5474172,0.83062625,0.71651876,0.73069507,0.8352928,1.2641683,1.0622567,1.0273454,1.1134993,0.6203891,0.77871466,1.1276791,1.2163672,1.0737185,1.2523005,0.89698505,0.6382549,0.95191145,1.0855501,1.0932148,1.0014284,0.73447263,0.8952557,0.8999532,0.72896206,0.77560556,1.0157932,1.1233772,1.3265828,1.213491,1.2267284,0.7018082,0.7418878,0.9025148,1.0698347,0.6117527,0.8561665,1.0073615,0.6943872,0.9573175,0.71900195,1.2125351,1.0394281,0.0,0.94011676,1.074908,1.2710333,0.9826516,0.9665346,1.2178061,1.2273368,1.113863,1.3145577,0.7404224,1.0198895,0.8499625,1.151144,0.6966841,0.844496,1.1273556,0.9504376,1.2718538,1.0048419,1.3498704,0.72377217,0.87072116,0.998739,1.2538396,0.8114092,0.9588498,1.2336507,1.0651441,1.1815656,1.0852863,0.88412213,1.104864
scarf,0.81786853,1.205796,1.0092461,1.2985532,1.0826665,1.0722011,1.0564239,1.0159945,1.0472596,1.1400747,0.835204,0.8121882,1.1928662,1.0651219,1.0904773,1.0576401,1.1532526,1.2855988,1.0436447,1.1370983,0.9580253,1.1654621,0.8972755,0.9892465,0.9923278,0.7863032,0.7867137,1.1464361,1.0771794,1.124225,0.8790399,1.0776876,1.221662,0.91218275,1.1752936,0.91376805,0.37801677,0.837637,0.95679474,0.6100892,0.8126283,0.890988,1.1625009,1.0529531,1.1092952,1.0947156,0.893258,1.0635211,1.0647777,1.1211351,0.7378902,1.1829712,1.0865855,0.9500221,0.97254163,1.0582727,0.9748662,1.1977909,0.7602729,0.75502145,1.0738661,0.8766726,1.1047745,1.1190116,0.959067,0.33128083,1.0285066,0.96393627,1.1161735,0.76999605,0.97473836,1.2057608,0.9007092,0.9551996,0.79137075,0.7421607,0.9520736,1.1286563,1.2144603,1.0785186,0.9281039,0.8654175,1.1535606,0.9474606,1.1564289,0.81804097,1.1719376,0.84606516,1.1097045,0.94011676,0.0,1.1948013,0.84412783,0.9638838,0.7958007,1.05946,1.0404036,1.0911674,0.9725253,0.98989844,0.9928369,1.1392976,1.0512426,0.9564345,1.1115258,0.9064899,0.82900673,0.75036836,1.1317999,1.014767,1.2013277,1.1153861,0.87482953,1.0149426,0.73757064,1.2080387,0.99993414,1.1424378,0.9420816,0.8855189,1.1513354,1.0087335
scissors,0.95182455,1.1722729,1.0351081,1.1111182,1.07645,0.78146696,0.8929151,0.9706781,0.8925575,0.9802074,0.9882099,1.1028811,1.0565431,0.9468698,0.8726708,0.790571,1.0581454,0.96092236,0.8636655,0.9554107,0.9434911,1.0433683,1.2808154,0.9661788,0.6717769,1.2074633,1.1550264,0.78979707,1.0909461,0.8724617,1.0870657,0.9197567,0.889172,0.9568496,1.1048225,1.0284064,1.1212144,1.1614127,0.93897533,1.2227907,1.1595447,1.0549122,0.99556816,0.96731603,1.1589415,0.9631064,1.0157562,1.0732106,0.8004879,0.9829265,1.2237412,0.91886276,0.9737428,1.0852815,1.0624802,1.1172363,0.997676,0.75090736,1.0619557,1.1565806,0.5926099,1.0227828,1.1709962,1.0831468,1.125938,1.1417944,0.9855886,0.989619,1.0761487,1.1975434,1.13677,1.0019023,1.0841495,0.9993342,1.0873724,1.1685323,0.97243005,0.8847332,1.0122014,1.1548606,1.0884453,1.1706011,0.9329016,0.9964042,1.0382001,0.84854937,0.98670954,1.1077294,1.063531,1.074908,1.1948013,0.0,1.1284924,1.0155138,1.2331625,0.76454365,0.9250664,0.9043833,0.97134894,1.1205578,1.0502359,1.1581228,1.1219995,0.99922365,0.99334687,0.95142263,0.9227964,1.0388304,0.97842985,0.86884815,0.9995232,1.1778218,0.9258058,0.49133176,1.2627983,0.7294632,0.840921,0.9777672,0.92672616,0.7890431,1.0520284,1.0992136
shirt,1.106783,1.4392554,0.565799,1.431735,1.3475308,0.9404009,1.019539,0.6063265,0.56257373,1.4156561,0.7972203,0.3649829,1.4049108,0.7755537,0.7114649,0.9854643,1.4771981,1.4905885,0.8133735,1.2981,1.2245054,1.3744754,1.1853215,1.2949133,0.8263533,0.9586968,0.9205962,1.3844097,0.7589601,0.70087993,0.5391081,1.1273291,1.5409306,0.65261483,1.4917066,1.2497567,1.1115533,0.7793266,1.043924,0.3968073,0.945865,1.0131507,0.85266906,0.6664808,1.1476561,1.4175973,1.392467,1.1816921,1.3625797,1.2745783,1.111413,0.82550925,1.3412579,0.5130128,0.7666904,1.4665802,1.003164,1.0124515,0.46629053,0.5945619,0.91910416,1.098779,1.4266266,1.1058073,1.1452228,0.71660846,1.2625695,1.3032235,1.2533646,1.1969926,1.3512177,1.3552288,0.9972533,0.8483516,0.25393224,0.31639338,0.89165366,1.4846075,1.461906,1.0358781,0.91407573,1.242393,1.4948671,1.0767183,1.320615,0.97618586,1.3862488,0.6355002,0.91732657,1.2710333,0.84412783,1.1284924,0.0,1.071573,0.7467912,0.94230044,0.82845986,1.0265876,0.758083,1.3379743,0.7617315,1.3806903,0.9899518,1.3474568,0.96826386,0.9714684,0.91735756,0.29550564,1.0257709,0.56484556,1.5355883,1.1956019,0.9701888,0.9366986,1.2049497,1.4065683,0.9346333,0.8728212,0.8035097,0.8265439,1.2541373,0.9336432
shoe,0.9367484,1.0608017,1.1014767,1.014283,1.021095,1.0056587,1.0325013,1.1780528,1.2239935,1.099887,1.0768975,0.91494477,1.0719717,0.9677485,1.1695278,1.0267247,0.98333234,1.0518193,1.1660831,0.9424985,1.0277449,0.9826784,1.0035093,0.9473864,1.0991933,1.1844461,1.0558408,1.0237285,1.1531694,0.7279897,1.1423273,0.97786266,1.0120956,1.2406862,1.0362985,0.7744755,0.944558,1.2109147,1.004229,0.9772239,0.9279479,0.86365974,1.036275,1.1171849,0.8078866,0.97315264,1.0682255,0.5163363,0.8655892,0.94610655,0.45576233,1.0856928,0.83778703,1.0711122,0.8288002,0.9212563,1.123352,1.1366421,1.0666779,0.90846384,1.0532644,1.0766118,1.1027572,0.9477833,0.99892664,0.76109564,1.051923,0.86705375,0.999342,0.7767314,0.92719674,1.0587571,1.07306,1.1472791,1.0492775,0.9318666,0.9780251,1.0236953,1.0911964,0.90194166,0.9666882,0.9697315,1.070204,0.8841315,0.94168705,0.8230796,1.0784743,1.2074623,1.0277532,0.9826516,0.9638838,1.0155138,1.071573,0.0,0.7486336,0.947477,1.1415149,1.1615242,1.1430948,0.68638104,1.1945791,1.0861468,0.27437878,0.9160254,1.0889744,1.0127054,0.859879,1.0570055,1.137069,1.1999745,0.97001183,0.64939356,0.94063735,1.019102,0.7958368,0.9234321,1.099426,1.2249424,1.0955192,1.0843132,0.9791345,1.1989498
shorts,0.8623886,1.1346778,0.9675405,1.0699456,1.0734286,1.247624,0.99966997,1.0612348,1.157037,1.0340788,0.9240221,0.8339443,1.1052938,0.90131223,1.1575276,1.0934546,1.0185325,1.142941,1.134829,1.0507064,0.85806197,0.9508384,0.65416163,0.87530047,1.2202905,1.0495669,0.76049477,1.0946064,1.1379144,0.9605545,0.9456696,1.1183542,1.0894992,1.1055615,1.0728602,0.8289621,0.8074805,0.98862517,1.0450826,0.7482194,0.92933375,1.0266215,1.0376697,1.1735722,0.94463664,1.1210154,1.0436876,0.7394729,1.1713493,0.95116234,0.64688617,1.1985111,1.1775187,1.1093161,1.0567424,0.9491067,0.9243361,1.1849377,0.88157445,0.56169134,1.1508131,0.88700897,1.0440158,1.1618261,0.95531344,0.79832774,0.9534656,0.92515135,1.0921181,0.66554904,0.841764,1.1387008,0.8910216,1.0853169,0.90774953,0.6713385,1.0489047,1.0116535,1.0514075,1.0427681,0.76798743,0.9563889,1.2079284,0.9345696,1.0052128,0.76628226,1.0931104,1.044663,0.9987732,0.9665346,0.7958007,1.2331625,0.7467912,0.7486336,0.0,1.0077244,1.0870384,1.174613,1.0796278,0.89907235,1.1337693,1.1147754,0.76786315,0.7962653,1.1080357,0.9622037,0.76959443,0.8937895,1.0784996,1.199935,1.0564433,0.8916324,0.8865322,1.2149829,0.62278605,1.1249083,1.2033781,1.2013445,1.0960045,1.0615821,1.0169288,1.0300117
shovel,1.1506099,1.2179233,0.86314356,1.1301053,1.232338,1.0156081,0.9969788,0.87565446,0.89697206,1.2357591,0.7029482,0.92371553,1.2039049,0.75347674,0.65644246,1.062017,1.3780947,1.2612402,0.9477362,1.1692083,0.6586658,1.2020313,1.1368253,1.1129212,0.7133055,1.1980639,0.9754934,1.1946095,0.9118246,0.7893194,0.8534154,1.0568494,1.2632942,0.9488726,1.4525952,1.1091347,1.2528121,1.0252199,1.1721191,1.009399,1.1395488,1.0363545,0.9674372,0.90629923,1.2075207,1.0755354,1.2199063,1.1737814,1.2282425,1.2625726,1.2071096,0.57903117,1.2896093,0.9897587,0.99111784,1.4189179,1.2712705,0.4039067,0.91655755,0.85168517,0.3351333,0.74043953,1.3657671,0.8751221,0.99307585,1.0389178,0.971517,1.1784078,1.3202004,1.300285,1.3769939,1.2525148,1.1142452,1.0480311,0.90459925,0.9610016,0.96945256,1.2014512,1.2218052,0.9510808,1.0704309,1.1308029,1.3805256,1.0183899,1.0709457,1.0229475,1.3079529,0.9714433,0.85450923,1.2178061,1.05946,0.76454365,0.94230044,0.947477,1.0077244,0.0,0.94393086,1.0795869,0.68495584,1.3858694,1.123368,1.2921983,0.7935177,1.2338454,0.7472778,0.51152956,0.8930488,0.94036835,0.5239467,0.8127166,1.3705192,1.2104402,1.0779458,0.7309013,1.3181715,1.2250123,1.0833242,0.629706,1.0992262,0.62286615,1.2706599,0.92080396
shower,1.1784449,1.3294847,0.81089526,1.3522027,1.3301944,1.0350375,1.0407975,0.42793983,0.72626853,1.206782,0.86254174,0.87998366,1.2484655,1.021499,0.87944627,1.0286083,1.2621202,1.281977,0.9022209,1.1115406,0.88725597,1.1640157,1.0407487,1.2455168,0.87458843,1.0133053,0.89648396,1.1293416,0.63717276,0.8969853,0.729336,1.0039368,1.21733,0.7962731,1.2515665,1.3146766,1.2442875,0.36944342,0.76178175,0.8816021,1.1344517,1.1202303,0.8741929,0.9917713,1.1414438,1.3493171,1.3202711,1.1268449,1.252158,1.2363453,1.2957098,0.9610475,1.2375453,0.9981469,1.0459517,1.4040053,1.0274627,0.89708424,0.7481293,0.91878635,0.8571179,0.7893799,1.0624746,1.1551499,0.9210856,1.1173782,0.96911377,1.1689341,1.1862786,1.1275171,1.2153133,1.2721477,0.7138979,0.935309,0.8182231,0.76497316,0.94671357,1.2089235,1.2065939,1.111734,1.0047964,1.1703352,1.263907,1.1729155,1.3391246,0.95075744,1.1663358,0.44181025,1.0068703,1.2273368,1.0404036,0.9250664,0.82845986,1.1415149,1.0870384,0.94393086,0.0,0.9463549,0.8635338,1.2559869,0.90302914,1.1931896,1.1093869,1.2520757,0.9473114,0.91455257,0.9170543,0.8303534,0.8956316,0.7934084,1.3006847,1.1990745,0.98868513,0.8381519,1.146068,1.2699059,1.0069944,0.88677084,0.79317576,0.72713304,1.155797,0.7688538
sink,1.1095157,1.0490158,0.9515662,1.085305,1.1334579,0.99147725,1.1052206,0.70544314,0.9685398,0.6919906,0.9230797,1.0086415,0.8429116,1.213711,0.93632245,0.91950446,0.8080773,0.6060607,0.8294981,1.2138159,1.2975104,0.82478493,0.890275,0.98523563,0.9591653,0.89098245,0.8163654,0.9777717,0.9745757,1.0629778,0.9128685,1.0314258,0.8692502,0.9755827,0.69990885,1.1717446,1.2606591,0.8722763,0.77005935,1.147925,1.073204,0.93691105,0.9639234,0.9988095,1.0338838,0.92553484,1.165189,1.1900188,1.0966308,0.89836824,1.2041821,1.0978687,0.9654883,0.9318936,1.0232211,0.8634494,0.95920616,1.1228724,1.0640162,1.1313624,0.832745,1.1164591,0.83776677,1.0950572,0.94707996,1.2730052,1.165298,1.0063838,0.8046053,1.0418744,0.96783024,1.136674,0.7506837,1.1708466,1.0227741,1.0287333,0.8877026,0.85224444,0.7818624,1.0374967,0.97847277,1.1116976,0.6869572,1.2015667,1.2932453,1.0180227,0.6161129,0.71379936,1.1725554,1.113863,1.0911674,0.9043833,1.0265876,1.1615242,1.174613,1.0795869,0.9463549,0.0,1.1281987,0.87366617,1.0398155,0.8500543,1.2467716,0.9673367,1.1512604,1.0541698,0.822526,1.106647,1.266849,0.84716904,0.91470873,1.049826,1.0920149,0.95000345,1.0777438,1.0964473,0.8741392,1.0493704,0.9345577,0.74083346,0.7980255,0.9593338
slide,1.0708108,1.2037606,0.8780087,1.203196,1.173545,0.95548385,0.78529656,0.7479154,0.4941483,1.347883,0.5226065,0.88748604,1.3133433,0.57500905,0.6919316,0.9205875,1.4403945,1.3150375,0.5934613,1.2004795,0.92566854,1.1375657,1.1626239,1.1054621,0.80500287,1.0758361,0.9746483,1.4491321,0.7120968,0.9444432,0.55762607,0.9575755,1.4610001,0.5923116,1.4702506,0.9145149,1.0514773,0.90377074,1.1819589,0.83726805,1.1436551,1.0402468,0.96535814,0.9424154,1.364437,1.1796875,1.1837482,1.3868808,1.2249833,1.449712,1.2477301,0.47562945,1.1630208,0.99078,1.0269884,1.3885585,1.3406366,0.72680646,0.6541449,0.837145,0.83494395,0.9313712,1.3973334,1.0209244,1.1225047,0.88053787,1.0695763,1.171919,1.3963833,1.2335502,1.490529,1.2540902,1.0896664,0.8709328,0.6339838,0.8866621,1.0048013,1.5399883,1.4680074,1.0300952,0.9029364,1.1077524,1.3595697,0.9118025,1.1327089,1.0689926,1.4822667,0.8487749,0.9050758,1.3145577,0.9725253,0.97134894,0.758083,1.1430948,1.0796278,0.68495584,0.8635338,1.1281987,0.0,1.5210555,0.8608583,1.23397,0.9934027,1.453372,0.770379,0.7183079,1.0707973,0.73859954,0.6451862,0.5246824,1.4684467,1.3934596,1.0523918,0.8372276,1.3089218,1.0158641,0.7249752,0.6226912,0.94881415,0.83337367,1.4086885,0.779921
slipper,0.6988386,0.6958825,1.3009518,0.79518557,0.80564207,1.0967219,1.4045764,1.3727436,1.5576487,0.46254158,1.3213428,1.1263618,0.56868815,1.3675493,1.4390595,1.2571785,0.45283628,0.69260573,1.4306496,0.84288913,1.1881483,0.9066521,0.8143061,0.9232016,1.2577566,0.9597838,1.0576911,0.49624038,1.3400056,1.0710579,1.3439744,1.1466811,0.33762968,1.5090765,0.42951638,0.9246291,0.9457654,1.2394681,0.9925376,1.1772897,0.6685142,0.9363706,1.1999165,1.1658741,0.34162188,0.61629665,0.9745121,0.45040786,0.82268727,0.22070861,0.46637696,1.3985939,0.64854926,0.9997845,0.93099165,0.45340323,0.6638361,1.3970971,1.3550901,1.1060714,1.271591,1.2814567,0.7311654,0.9952251,0.8898279,1.035758,1.0422359,0.9103693,0.22980976,0.66974163,0.22252995,0.823615,1.1760983,1.1827421,1.377337,1.1351514,1.2431988,0.34321064,0.38451958,1.0117981,1.0223796,0.9921021,0.5793753,1.0459046,1.0008261,0.9892425,0.44959962,1.383439,1.1778297,0.7404224,0.98989844,1.1205578,1.3379743,0.68638104,0.89907235,1.3858694,1.2559869,0.87366617,1.5210555,0.0,1.2423761,0.66082764,0.88804364,0.4616722,1.3525639,1.2646086,0.9874888,1.3008382,1.3993254,1.5566788,0.46332628,0.23683906,0.9940541,1.2980342,0.5737935,0.9753723,1.3352615,1.4717135,1.2085143,1.3451558,0.19872123,1.2374609
