,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
fish,1.3524244,0.8641374,0.6086395,1.1634727,0.42243683,0.7246556,0.9267577,1.0133716,1.3804162,1.1388814,1.4290497,0.23266709,1.2346625,1.3704085,0.67506975,1.4069428,1.3735104,0.8369096,0.21219897,0.98063844,1.3135505,0.8874956,1.0576395,0.8903666,0.96336275,0.7160748,0.67566633,0.77827597,0.9218166,1.2278185,1.0057172,0.56770205,1.2364699,1.0344675,1.256861,1.3541816,1.1772501,0.24431741,1.3871307,0.20583779,1.1719146,0.7100938,1.1916327,1.1728969,1.1539528,1.3212005,0.8101415,1.0451949,0.85288954,1.1609409,0.81489456,0.0,0.36167192,1.1989889,0.6532007,0.98076284,1.352963,0.33657318,1.226302,1.168329,0.9453918,1.159841,1.0598563,1.2392565,0.31587636,1.2571124,1.0378608,1.3496954,0.43521672,1.1658869,0.47189516,1.1584378,1.4809263,1.0674652,1.1527369,1.0809479,1.087213,0.27402604,0.78381693,0.7759706,0.91078305,0.8712331,1.3095682,1.162378,0.9078117,0.46858656,0.674958,0.6506913,1.018942,0.77968645,0.52182615,0.6294168,0.9822437,1.0211445,0.54849964,1.2724298,0.39023298,1.2945329,1.1953107,1.2479138,1.4028995,1.3096352,1.3013501,1.0438133,1.1203481,1.103843,0.37380028,1.3072715,0.60557437,1.190445,1.0755996,1.0244625,0.63856715,1.3355253,0.86833274,1.1239556,1.2298385,1.2531223,1.3795246,0.94151974,0.7342387,0.5516834,1.2728328,0.69454736,0.92189,1.3301635,1.1665795,1.2179191,0.9588913,1.1828942,0.33882368,1.2095408
flower,1.2007043,1.066926,0.6610167,1.0904256,0.510229,0.76427025,0.88295645,0.9362958,1.363725,1.0975564,1.3093928,0.556604,1.1911412,1.2435431,0.7584673,1.2751749,1.2557397,0.8117241,0.49777472,0.9236166,1.1529151,0.8768676,1.093854,0.8115244,0.9691862,0.82125115,0.61625767,0.888765,1.0859538,1.2125998,0.84881616,0.70357084,1.0550089,1.0401778,1.1825606,1.2900285,1.1150241,0.51762164,1.2926564,0.5053374,1.1308593,0.77028704,1.0661654,1.1697564,1.1793036,1.1437794,0.90831023,1.0749838,0.8975516,1.0790468,0.98221385,0.36167192,0.0,1.1937389,0.8923408,0.9319364,1.2402481,0.63213944,1.203508,1.1177652,0.9665831,1.1369299,0.94141454,1.2436357,0.56270415,1.1815324,1.0462534,1.3710032,0.64825106,1.1539322,0.655848,1.1204505,1.2680643,1.0899456,1.0218607,1.1155326,1.0032902,0.4989215,0.8557955,0.9634165,0.8919283,0.98029846,1.1521788,1.2257049,0.96789783,0.72015893,0.8394761,0.82985294,1.0158263,0.9527189,0.5753162,0.5197413,0.94043165,1.0651776,0.61498255,1.1089506,0.5801554,1.1658759,1.1132475,1.1182462,1.2728277,1.2773768,1.2252221,1.110371,1.0736676,1.1389283,0.60778415,1.2282152,0.8360663,1.1508245,1.1648097,1.085215,0.856151,1.1863135,0.79017466,1.019682,1.1748949,1.1838751,1.2599379,0.95026016,0.94661844,0.7939373,1.2338221,0.76707184,0.82956505,1.1964128,0.9664091,1.1253086,0.8926154,1.123723,0.66018677,1.1345385
foot,1.0623417,0.68982375,1.1349646,1.0187558,1.1335847,1.1623895,1.0814863,1.0625826,1.0135096,0.877301,1.0737913,1.1397088,1.0754542,0.8825269,1.0400859,1.043638,0.8895786,0.95358676,1.1314379,1.0972601,0.8489709,1.1019862,0.9766815,0.9880154,0.94864005,1.0223134,1.0778061,1.1297839,1.168454,1.0305833,0.94899124,1.2202966,0.9618993,1.0323825,0.9189538,0.9725855,1.0430732,1.1436152,1.0609672,1.1890976,1.0392412,1.0985277,1.0490416,1.1427898,1.0091275,0.92706335,1.0550647,0.9800796,1.0625784,1.0173943,1.0517762,1.1989889,1.1937389,0.0,1.0943881,0.9204829,1.0777006,1.1280215,0.48601693,1.05372,0.90781343,0.9999673,0.9327841,0.9219518,1.0967033,1.0225258,0.9886482,0.93048227,1.1287429,1.0203003,1.231787,0.97603226,0.79447234,0.91502345,0.92228204,0.92556924,1.0437598,1.2181156,1.0277486,0.99610496,1.0121664,1.1196389,0.92363256,0.9725509,1.1604867,1.2113289,1.1935735,1.1579679,1.0143045,1.0568726,1.1879961,1.1356221,1.1389719,0.99321365,1.1301584,0.74128044,1.2676861,0.980992,1.0642803,0.94927484,0.9654429,1.0009525,0.11592388,0.7872031,0.90401983,1.1171266,1.2848724,1.0306054,0.6151656,1.0624596,0.591257,0.9654359,1.2024099,1.040782,1.0427907,0.91389215,0.9970011,0.92384976,1.1776279,0.8605064,0.9288159,1.0908021,0.95107377,1.0414326,0.9393015,0.9557271,1.1182363,0.87008524,1.1356239,0.94459015,1.0755713,1.1355455
fork,1.3412434,0.69884574,0.8541669,1.0817223,0.8882071,1.0020694,0.91174626,0.9969749,1.2415248,1.2110443,1.5195458,0.706543,1.2811842,1.3724773,0.71763533,1.4741085,1.4353654,0.7431827,0.6835214,0.9333811,1.2092255,0.87555426,0.8032265,1.0378686,0.8183378,0.9164956,0.9465314,0.6798895,0.9429254,1.1241596,0.9947018,0.541873,1.307305,0.88104284,1.1335434,1.3584778,1.1087004,0.39615428,1.4790576,0.678021,1.0346379,0.8984976,1.245413,1.0948439,0.80824244,1.3551753,0.82702214,0.9834141,0.75189894,1.2685008,0.59110093,0.6532007,0.8923408,1.0943881,0.0,0.83534,1.3186334,0.48468256,1.0614194,1.3865671,0.9563938,1.0874649,1.0894141,0.9664798,0.57519174,1.1844158,1.0120884,1.2311404,0.42732728,0.9785651,0.61052394,1.1626004,1.3972182,0.78155404,1.2693439,0.97810364,1.0528692,0.5874395,0.6775176,0.6801334,1.0211093,0.7434349,1.4069115,1.0684977,0.8682302,0.32596284,0.48440713,0.58802354,1.0036925,0.78062385,0.6481351,0.9659799,0.9377341,0.999463,0.7974247,1.1367302,0.5365396,1.2024837,1.1138697,1.2757545,1.206851,1.2871515,1.1459067,0.9837774,0.8590375,1.0499701,0.7521744,1.4479144,0.5484632,1.2635549,0.90945804,0.94454557,0.18477988,1.3123251,0.8627784,1.220637,1.2988698,1.2919834,1.3645658,0.8132534,0.58331805,0.67441654,1.0312629,0.65798295,1.121068,1.218226,1.3160119,1.2299131,0.98314095,0.9257336,0.51651496,1.1994277
frog,0.9503559,0.9243527,0.81262356,0.9471472,0.95999503,0.9130014,0.4454744,1.067214,1.2385759,1.1365175,1.3500595,1.1030004,1.4256885,1.0990565,0.6822593,1.3069512,1.210968,0.9384128,1.0172431,0.8575938,1.065062,0.59564805,1.1148859,1.1126444,0.7024774,1.076417,1.1628482,0.6367576,1.1632512,1.3472227,0.8307376,0.9196918,1.2465786,1.0527675,1.0320187,1.2985637,0.62731385,0.7882148,1.3162415,1.0739906,0.83068,0.808687,0.8089304,1.2853856,1.0411958,1.1792324,0.73503315,0.79763967,0.8772468,1.140391,0.8164122,0.98076284,0.9319364,0.9204829,0.83534,0.0,1.0502498,1.0736885,0.8060084,1.3142592,0.8568151,1.1825439,0.8035412,0.84854186,1.0318427,1.2393626,1.1233721,1.1438794,0.91450495,1.1187437,1.0814428,0.6988208,0.9554697,1.0588863,1.1172172,1.0763963,0.78985745,0.99946696,0.8787813,0.85720634,0.79164237,1.1431344,1.2601054,1.2416815,0.9015228,0.9366685,0.9192578,0.59809047,0.78787816,0.9339555,0.87585247,0.94700783,0.8432157,0.8173367,0.9653589,0.87216586,0.9888942,1.153928,0.864675,0.943126,1.0312116,1.2786043,0.95041823,1.0863838,0.9968611,1.2316754,1.1425647,1.2931883,0.8993281,1.324455,0.8224507,0.7805965,0.8078684,1.168044,0.7401475,1.1036315,1.2027822,1.3122433,1.3675637,0.8523996,0.8265512,1.0535765,0.7933731,0.93270427,0.85744655,0.9594733,1.240458,1.0352087,1.3020211,1.0865011,1.0067928,1.3114336
glass,0.7973027,1.2099653,1.1527972,0.81705844,1.2443851,1.004328,1.0131058,0.9500674,0.7139313,0.9837643,0.6120826,1.3165823,0.9203696,0.614409,1.3533256,0.6517707,0.6985898,1.1609982,1.3259754,0.7836665,0.70328856,1.0318842,1.2516518,0.9265455,1.1853185,1.2977676,1.2522452,1.1576095,1.0719857,1.124464,1.1337721,1.3374276,0.80576026,1.1225826,0.85071695,0.83618045,0.8527967,1.4441814,0.6122825,1.2712369,0.6601667,1.277112,0.83362615,0.9567228,0.92301714,0.82099134,1.0718167,1.1057352,1.1466498,0.7740869,0.985393,1.352963,1.2402481,1.0777006,1.3186334,1.0502498,0.0,1.3832322,0.96765345,0.84018266,0.85920936,0.9322255,1.0159392,0.680017,1.43486,0.9413597,1.2233275,0.69032973,1.281109,1.1580683,1.3183001,0.86601794,0.7286122,1.2623508,1.0303676,0.9578623,0.95734984,1.3363496,1.3496186,1.2277193,1.0496291,1.2076011,0.75672585,1.0077604,0.9181321,1.30696,1.1594992,1.2111864,1.1262407,1.2914274,1.2785928,1.1906667,0.7018959,1.1257612,1.200105,1.0090636,1.36779,0.8261038,0.89819086,0.7329765,0.7953029,0.7840295,1.0329889,1.127544,1.0812978,0.95231104,1.0962191,0.7316095,1.3497249,0.96840715,1.1128166,0.84884715,1.3039424,0.8515511,1.0359831,1.0935829,0.8001553,0.9027437,0.6081447,1.1439211,1.1248109,1.2254541,0.72409093,1.3932528,1.0661144,0.5128539,0.8875853,1.030026,1.2041466,1.1978934,1.3176863,0.9022343
glasses,1.3663142,0.62853646,0.6488642,1.2300512,0.5660631,0.7608525,1.01802,1.061949,1.3768895,1.1022439,1.4584483,0.29535496,1.2997491,1.3720808,0.72089845,1.432591,1.3924302,0.86680955,0.36139637,1.0656842,1.3729742,0.9068011,1.0859692,1.0316072,0.85449433,0.82026374,0.7697753,0.73401356,0.8187846,1.1713792,1.0934962,0.5283253,1.2500855,1.0064832,1.2178794,1.3654807,1.2327672,0.38174295,1.4013283,0.36706817,1.305731,0.78539485,1.1453345,1.1742133,1.0785964,1.3699353,0.7121197,1.0423343,0.5636039,1.0824047,0.6339091,0.33657318,0.63213944,1.1280215,0.48468256,1.0736885,1.3832322,0.0,1.1616518,1.2712835,1.0651131,0.87905324,1.1176084,1.0930946,0.1869837,1.3196318,0.99320894,1.339527,0.59384197,1.2002878,0.56213385,1.2300024,1.4773889,1.077464,1.19942,0.92241746,1.103081,0.198596,0.8027296,0.6452085,0.8704216,0.76985604,1.3574047,1.0724506,0.9720556,0.4580469,0.6301023,0.7910103,0.9952719,0.7999708,0.6160624,0.89540064,1.1104121,0.9960623,0.49618852,1.2606231,0.3880651,1.2851188,1.0983526,1.3213136,1.3585887,1.2144718,1.1944371,0.92694294,1.1750863,1.0952199,0.49308193,1.3977334,0.4324156,1.1652446,1.0822703,1.104291,0.63312274,1.3089849,0.87178004,1.171792,1.1742299,1.319105,1.4154408,0.8044249,0.52036446,0.43942505,1.3766205,0.7456527,1.0599618,1.417511,1.2789704,1.2697339,0.9375025,1.1714039,0.12271184,1.2164116
glove,0.88390404,0.746085,1.1693053,0.6717701,1.1766107,1.1143827,1.0142808,1.1189135,1.0083414,0.96204424,1.0933223,1.2295144,1.0772042,0.8267435,1.0341346,0.94257325,1.0467014,1.0501614,1.1462317,1.1289979,0.88911986,0.9872133,1.0518824,1.0057794,1.0488625,1.0495934,1.1173984,1.001599,1.1835665,1.0549892,0.9326663,1.2731779,1.034755,1.0136626,0.8847954,0.9135752,0.92469877,1.1689838,1.133666,1.2259803,1.0511086,1.0137527,0.8950248,1.1452416,1.058898,0.90150607,1.0959193,1.0638165,1.0390315,1.0559008,0.87903535,1.226302,1.203508,0.48601693,1.0614194,0.8060084,0.96765345,1.1616518,0.0,1.1550224,0.86466503,0.9736982,0.9990012,0.60476685,1.0953565,1.1129522,0.96756065,0.73557115,1.1844654,1.0694344,1.2415038,0.88597363,0.4420154,1.054545,1.0081956,0.9687045,0.91812617,1.2106488,0.8954593,0.9370947,1.0785868,1.1317766,0.8816323,0.9972217,1.0818311,1.1002122,0.9741136,1.2102947,1.1192868,0.90512025,1.1660421,1.205214,1.1783906,1.1189265,1.1653291,0.75186956,1.2761617,0.9928184,0.91990787,0.920134,0.8951639,0.91824085,0.38996637,0.7532214,0.98710793,1.1524265,1.310875,1.1681788,0.6067567,1.07603,0.28327185,1.009105,1.2006823,1.0288137,0.9836026,0.98087853,0.9753474,1.0701376,1.1727421,0.94722927,0.75093335,1.130773,0.7994662,0.9089829,1.0310074,1.0508374,1.1176581,0.9410178,1.1328431,1.0451179,1.0751041,1.1257313
grass,0.69034505,1.2703393,1.2089822,0.7539741,1.1727241,1.1766605,1.1576437,1.146364,0.764709,0.8844304,0.52296406,1.14678,0.6751021,0.8475461,1.1901393,0.6464195,0.6525279,1.3915796,1.2857121,1.2446055,1.1134665,1.2649418,1.0490761,1.240994,1.2133106,1.1901263,1.1573598,1.3365743,0.8803299,0.83579755,1.1444743,1.3786788,0.7903763,1.0071903,0.97542524,0.7414516,1.0884746,1.3830782,0.55627507,1.2665287,1.0319753,1.1915295,0.97843057,0.8114463,1.2237716,0.7359979,1.2635052,1.0762236,1.1485208,0.7042537,1.1474136,1.168329,1.1177652,1.05372,1.3865671,1.3142592,0.84018266,1.2712835,1.1550224,0.0,1.2419454,0.83902043,1.157901,0.9563452,1.3126863,0.6519197,0.98260826,0.7910191,1.3235252,0.8536863,1.3439188,1.0105116,0.9318985,1.1081948,0.7934293,0.9706084,1.1784457,1.2797928,1.4207604,1.2356507,1.2037988,1.2282965,0.630692,0.8133437,1.1573298,1.3839183,1.3369439,1.1574011,1.121147,1.253089,1.361341,0.8932372,1.1448085,1.0736134,1.2531418,1.1342574,1.3211063,0.88348067,0.9926843,0.8707142,0.76349825,0.71067864,1.0873216,1.0357776,0.915828,0.82589483,1.1273513,0.30572355,1.3802943,0.69167155,0.9709432,1.1169722,1.4081932,0.6552799,1.2870958,0.8636304,0.68600166,0.52162755,0.5319711,1.3692611,1.1739984,1.1483469,0.90601015,1.417539,1.0579895,0.98432195,0.50395423,0.81698406,1.063917,0.88493943,1.2967926,0.72050995
gum,1.2964455,1.0552571,0.8999572,1.1389245,0.830143,0.8654733,0.9037583,0.63090444,1.1628796,1.0386181,1.2312722,1.0229293,1.2527366,0.92554486,1.0205992,1.2055902,0.9846289,0.71278626,0.7202372,0.6908565,0.6590008,0.83506596,1.0438021,0.644766,0.89992094,0.98797756,0.925352,1.0402465,1.2634872,1.2481207,0.85026616,0.8396251,1.0310676,1.0368131,0.9937624,1.2248697,0.9026077,0.7929366,1.1679775,0.8178536,0.85960066,0.9034378,1.0527756,1.184228,0.8638087,1.205411,0.97744066,0.9721771,0.97435176,1.1614714,1.0091345,0.9453918,0.9665831,0.90781343,0.9563938,0.8568151,0.85920936,1.0651131,0.86466503,1.2419454,0.0,1.2709913,0.8970263,1.0075203,1.0292422,1.1915759,1.2431293,1.1268772,0.8762946,1.1131861,0.85626423,1.0861689,1.0270982,1.0194772,1.0728629,0.9959184,0.8469682,0.98428124,0.83222723,1.0865102,0.9862743,1.0591913,1.229984,1.252334,0.73498344,0.90409935,0.8459009,1.0021667,0.9376964,1.1500243,0.8639877,1.0680307,0.7874857,0.97604656,0.973532,0.9355771,0.95692265,0.9912637,1.0961165,1.1111526,1.0318173,1.2798193,0.8669503,1.1701709,0.94254994,1.1925614,0.9279108,1.1664784,0.8760595,1.1746773,0.9246991,0.7228136,0.9433646,1.2023306,0.76225233,1.0327749,1.188297,1.2371393,1.1132184,0.7153138,1.0444056,1.0144384,0.7274244,0.8752638,0.7535298,0.72844785,1.1668302,0.9872026,1.0737065,1.0630602,0.9800881,1.2175176
hair,0.7387087,0.96713024,1.1880909,0.8112919,1.2139058,1.1073105,1.0854981,1.1575952,0.92650354,0.9391009,0.8694709,1.0703754,0.9263584,0.78956914,1.0950234,0.8585615,0.9055536,1.3504581,1.2385772,1.2875564,1.2104962,1.1422555,1.1335309,1.3554972,1.1634797,1.1634119,1.0941516,1.1402819,0.7824969,0.9330928,1.1149462,1.2570888,0.9898964,1.0580713,0.8994354,0.9072474,1.0163465,1.3121073,0.89950335,1.2206198,1.1066365,1.1172831,0.822529,0.9281359,1.1622839,0.7822419,1.1043897,1.0993464,0.9952627,0.58840895,0.9009436,1.159841,1.1369299,0.9999673,1.0874649,1.1825439,0.9322255,0.87905324,0.9736982,0.83902043,1.2709913,0.0,1.2166896,0.72940934,0.83238745,0.98663276,0.8634206,0.75055754,1.2878035,1.0450828,1.2865324,0.9187997,0.83019495,1.143653,0.99534214,0.76604676,1.1183099,1.0406908,1.3053114,0.879089,1.1780565,1.0749491,0.7083884,0.8171836,1.1400008,1.1525017,1.0476352,1.1926922,1.1804782,1.153506,1.2630559,1.0318508,1.2042298,1.1399349,1.0304859,1.0893519,1.2176464,0.9070152,0.7054656,1.0033797,0.9025525,0.5805669,0.9942848,0.83784235,1.1169053,0.95844287,1.1385326,0.8875961,1.1127613,0.9189951,1.0910366,1.197751,1.2613139,0.813979,1.2131695,1.0595508,0.44114047,0.98185605,0.8357521,1.3175015,0.8466987,0.9113758,1.0134077,1.2930222,1.2520103,1.1516519,0.8245393,1.0745708,0.93523467,1.087032,0.96270245,0.8248745
hamburger,1.1640716,1.0176998,0.74421084,1.0770949,0.7169031,0.6745185,0.9484109,0.9870823,1.2038379,1.0311947,1.1680601,1.0797597,1.2852765,1.1246015,1.0327606,1.2131379,1.0977446,0.94335765,0.9852873,0.8187957,0.83998775,0.85184884,0.9646734,0.88471264,0.9241127,1.0242097,0.9316915,0.87170744,1.2196366,1.1943394,0.8662531,0.8998132,1.0075557,1.0986072,1.0675027,1.2000942,0.9935497,0.98627543,1.099201,1.0250746,0.9949866,0.9649609,1.0224575,1.161329,1.0263823,1.0782063,0.83744943,0.8927776,0.9133529,1.1058797,1.1170783,1.0598563,0.94141454,0.9327841,1.0894141,0.8035412,1.0159392,1.1176084,0.9990012,1.157901,0.8970263,1.2166896,0.0,1.1086506,1.0718148,0.9653927,1.0483944,1.261763,0.9705966,1.0515487,0.895488,1.0830604,1.0963469,0.9492277,0.9645387,1.1020539,0.9424259,1.0610945,1.079798,1.0623722,0.4478463,1.1429064,1.114525,1.1693698,1.1381496,1.072608,1.0309113,0.99928176,0.8574064,1.1250222,0.8921893,1.0387427,0.9741452,0.86808527,0.9002952,0.93714416,1.0065305,1.1128765,1.0704896,1.0014069,0.99712515,1.2001704,0.947561,1.1890088,0.87065315,1.1386096,1.0935903,1.1520356,1.040942,1.0895084,1.025923,0.84343874,0.9449424,1.0480487,0.71953964,0.9567658,1.1778941,0.9109888,1.2201583,0.6977376,1.1129619,1.1397443,1.0202426,1.0626976,0.7853992,0.9180864,1.0461565,0.9193693,1.0857594,1.0293264,1.0930629,1.0910976
hand,0.872138,0.856107,1.1383803,0.48069036,1.2823462,1.1003424,0.7696925,1.203742,0.99300843,0.9845581,0.98183227,1.2640135,1.0775486,0.80716974,1.2660954,0.8716184,0.97838795,1.2223938,1.3221955,1.1367128,1.094498,0.8953756,1.1420848,1.3818322,1.1698803,1.3336394,1.2820704,0.9624604,1.0051384,1.0807428,1.0290133,1.2992761,1.1111947,1.0120066,0.8619089,0.9691628,0.81542206,1.2335145,1.031907,1.312386,0.8961689,1.2276186,0.81733537,1.0641266,1.0248249,0.9026292,1.0099363,1.10726,1.0402564,0.7664576,0.3614838,1.2392565,1.2436357,0.9219518,0.9664798,0.84854186,0.680017,1.0930946,0.60476685,0.9563452,1.0075203,0.72940934,1.1086506,0.0,1.1891978,1.0810201,1.0896554,0.6093004,1.1774445,1.1462822,1.3889225,0.8020209,0.67087865,1.143279,1.1483009,0.7581196,0.9218745,1.1401126,1.2406802,0.848657,1.099012,1.1248556,0.8707672,1.0444751,1.0149904,1.0160457,0.8413059,1.0147519,1.1945627,1.1474159,1.2064203,1.1817058,1.0165169,1.1580294,1.1752738,1.1320156,1.2897369,0.9954876,0.83374715,0.98697084,0.8716902,0.77152795,0.8886192,0.9500079,1.1054325,1.0368702,1.2268738,0.9697389,0.90935624,1.0440284,0.72640383,1.0025822,1.1224872,0.9431163,0.9954712,1.1832662,0.7445083,1.1173304,0.9542382,1.1833434,0.45631564,0.9090647,0.67288893,1.2789271,1.2344973,0.97988963,1.0278039,1.1179498,1.218038,1.1841462,0.9711166,1.0377359
hat,1.4022487,0.5586064,0.6041188,1.2163699,0.440333,0.65924096,1.1043125,1.0212692,1.4521801,1.1382132,1.532532,0.28916496,1.286211,1.3980998,0.5994723,1.495847,1.4157151,0.7902092,0.31531388,1.0588456,1.3149534,0.91447055,1.0774512,0.9068933,0.8853822,0.58336776,0.64852095,0.7968775,0.89152974,1.1215239,1.0315777,0.5033973,1.2867767,1.0485063,1.26858,1.3479755,1.2385242,0.37566793,1.4749256,0.32481086,1.3512961,0.6477683,1.1412127,1.1846845,1.1202295,1.3652024,0.6979793,1.050066,0.64308846,1.1601866,0.7323276,0.31587636,0.56270415,1.0967033,0.57519174,1.0318427,1.43486,0.1869837,1.0953565,1.3126863,1.0292422,0.83238745,1.0718148,1.1891978,0.0,1.3497136,0.87458384,1.3626093,0.6165905,1.2024399,0.470164,1.2317759,1.4557502,1.0439724,1.1238941,1.0609741,1.0386066,0.23371875,0.67751455,0.64571285,0.8258495,0.741152,1.3556062,1.0506312,0.9408346,0.48298538,0.64935064,0.83379716,0.97520304,0.6425292,0.5994165,0.7982812,1.1659441,1.0214843,0.4615813,1.2482767,0.41515195,1.2721065,1.0812094,1.3062861,1.4271557,1.2071054,1.1782869,0.8699702,1.142044,1.1527461,0.53962886,1.4903407,0.4180447,1.2318606,1.038049,1.173804,0.6817568,1.3744708,0.76806974,1.0418745,1.1906185,1.296945,1.4510837,0.75664365,0.5869765,0.58648014,1.4601247,0.6025815,0.925734,1.4529595,1.2785785,1.1978949,0.8400964,1.1616284,0.26362967,1.2230823
hose,0.7470821,1.3183634,1.3155706,0.9483933,1.2375753,1.1768285,1.2219323,1.038266,0.60050595,0.9473181,0.6679299,1.2299467,0.6555578,0.9477771,1.2421131,0.73113316,0.7268204,1.2770731,1.2922711,1.2124975,0.9663492,1.3312676,0.7455116,1.0161276,1.1704842,1.0373963,1.0589857,1.3245583,0.9735673,0.6668353,1.1374614,1.2860668,0.7709904,0.96892905,0.9589602,0.75395966,1.1234703,1.2758193,0.6342543,1.2616577,1.0529649,1.2948667,1.0588346,0.7019911,0.9594511,0.86058426,1.3184261,1.1115798,1.2192625,0.9057909,1.2668716,1.2571124,1.1815324,1.0225258,1.1844158,1.2393626,0.9413597,1.3196318,1.1129522,0.6519197,1.1915759,0.98663276,0.9653927,1.0810201,1.3497136,0.0,0.9540112,0.87743366,1.0540036,0.50533414,1.1292406,1.057964,0.88471884,0.79095125,0.68992263,1.0676218,1.1834811,1.3379205,1.2517629,1.1238835,1.2334633,1.1131873,0.8576276,0.91864926,1.1242274,1.2003993,1.163372,1.2404573,1.1529899,1.1685362,1.3141079,0.9896146,1.179713,1.123764,1.3010201,0.9333452,1.223988,0.9629639,0.9546762,0.94134945,0.5668924,0.87433857,0.98363036,1.0807815,0.58864814,0.71306497,1.1277626,0.5280326,1.4008315,0.8621373,1.1283222,1.2335443,1.1128464,0.4448151,1.2703881,0.783071,0.889225,0.50847185,0.70633364,1.3343627,1.3257749,1.2092485,0.7077752,1.2165933,1.0626878,1.0167879,0.59613276,0.7598032,0.9571427,0.47797132,1.3051497,0.59333324
jacket,0.85384566,0.9147639,1.1477113,0.96341866,1.1110885,1.1486018,1.1521606,1.1114585,1.0511264,1.1019183,1.0794865,1.0537604,0.92427623,1.013515,0.95903903,1.0107296,1.1383448,1.1314225,1.0397054,1.1818837,1.1173732,1.051178,0.7751729,0.9732335,1.0462594,0.68662906,0.89917034,1.002965,0.8876506,0.6845721,0.96551496,1.029857,1.0921662,1.05552,1.1009517,0.9615761,1.1277945,1.1089927,1.0855156,1.067898,1.0987614,0.9231856,1.0881133,0.81992805,1.0998914,0.73073477,1.1327438,1.1056937,1.0653881,1.1408768,1.1179733,1.0378608,1.0462534,0.9886482,1.0120884,1.1233721,1.2233275,0.99320894,0.96756065,0.98260826,1.2431293,0.8634206,1.0483944,1.0896554,0.87458384,0.9540112,0.0,0.945338,1.1535496,0.8206039,0.973041,1.0617625,0.9904767,0.74870014,0.9502157,1.0766958,1.0716561,1.0404916,0.77307,0.820828,1.1421463,0.7995646,0.7863524,0.5126867,1.0149469,1.0383115,1.0448089,1.113514,1.0642529,0.82991123,1.038459,0.915693,1.1745746,1.0694789,1.072793,0.84477234,1.0802358,0.86450565,0.95802677,1.0892969,1.1428349,0.6930054,1.0182959,0.66898924,1.0927491,1.0177631,1.109042,1.1022574,0.9584475,1.035621,0.8891635,1.2372308,0.9927337,1.0614868,1.1329606,0.88997823,0.9743687,0.78853536,0.9660172,1.0770686,1.0204271,1.053178,1.1731646,0.74846506,1.140532,1.2219275,0.9745659,0.95398307,0.66476333,0.88894594,1.0894448,0.9079172
jeans,0.56893325,0.9983736,1.3438722,0.6102308,1.4644411,1.2870135,1.0349375,1.1682452,0.60449666,0.7240922,0.57750195,1.3002288,0.58388895,0.5252176,1.2694151,0.42017698,0.8067063,1.3628561,1.3571348,1.3138725,1.116862,1.2090683,0.9788606,1.2901328,1.2731767,1.3628106,1.3588254,1.1794463,0.9938445,0.74310684,1.1826831,1.45566,0.92313445,0.98249876,0.794757,0.56880736,0.96896076,1.4239295,0.75993365,1.3740062,0.964572,1.3388188,0.88233465,0.8284013,1.0501527,0.5242578,1.1928116,1.242563,1.2842739,0.80263084,0.9644052,1.3496954,1.3710032,0.93048227,1.2311404,1.1438794,0.69032973,1.339527,0.73557115,0.7910191,1.1268772,0.75055754,1.261763,0.6093004,1.3626093,0.87743366,0.945338,0.0,1.3123834,1.0236629,1.4296088,0.7428454,0.5351817,1.0360179,1.0182482,0.91445833,1.1264611,1.3517666,1.2144154,0.9228578,1.2533523,1.15662,0.49019873,0.6843733,1.0550684,1.259055,1.1102473,1.1660883,1.336559,1.0077947,1.3815749,1.191133,1.1250217,1.303984,1.3072454,0.89975196,1.419308,0.88450795,0.8275771,0.87388027,0.7404431,0.4100675,0.8948189,0.64752007,1.0767124,0.92170763,1.1928587,0.723038,1.2143805,0.796756,0.9164457,1.1121782,1.3109324,0.7105659,1.3010395,1.094106,0.59779644,0.8731177,0.5959938,1.3619012,1.0419401,1.1558832,0.7009077,1.1834663,1.3687639,1.0058581,0.907071,1.1041573,1.1010544,1.0031565,1.2091824,0.8743192
