,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
shovel,0.92801464,1.2355807,0.9121138,0.8769331,0.9463436,0.95157903,1.2211707,0.9778265,0.9171097,1.1607183,0.87960374,1.122793,0.8267405,0.7826917,1.0530308,1.2417169,1.1989884,1.0472213,1.1295264,1.2691847,1.2728664,1.1611679,1.0651656,0.9934966,1.0901788,1.0317274,1.029206,1.037551,1.0125756,1.0698811,1.182268,0.8938625,1.2196908,1.0448991,1.2632309,1.1576407,0.99320143,1.0050714,1.0818527,0.96133065,1.0511231,0.9919523,1.0875126,1.0794492,0.9620593,1.1134546,0.84059477,1.0448762,1.136468,0.98749006,1.0228248,0.8555026,1.2457399,0.87179655,1.038453,0.9568759,0.887701,0.96517706,1.0954115,0.88366663,0.9894045,1.2133999,1.3173704,1.0801361,0.9191136,1.1485152,1.003823,0.9644133,1.0067898,0.985741,1.1264708,1.0832702,1.0865059,1.0160012,0.93333656,0.74601424,1.0583053,1.0817852,1.129884,1.1032274,0.4904219,0.9096834,0.989835,1.0317512,0.0,1.0313553,0.8889775,1.1951207,1.2158228,0.9421871,0.85681295,1.1063076,1.1217651,0.96918297,0.9489656,0.94264543,1.0403932,0.7059706,1.357532,0.96190757,0.87125456,0.928587,1.255346,1.1344744,0.91248584
sink,1.2417474,0.45131695,1.324045,1.0295675,0.94511324,1.0902276,0.7577472,0.74253535,1.2262125,0.575483,1.2506472,1.0086797,1.0002718,1.0649171,0.7531542,0.43365645,0.31340003,0.89522123,0.9169496,0.8281283,0.6748477,0.6195514,1.0597584,0.96228737,1.131963,0.5841343,1.1273054,0.9434249,1.2903339,0.97553635,0.69066304,1.1636236,0.5323163,1.2186121,1.1506047,0.99978536,1.0771637,1.3308747,0.7586128,1.1070948,1.1004441,0.94518125,1.0052413,1.0876746,0.7821765,0.8693672,1.0951127,0.90192467,1.2391523,0.9940605,1.3767576,1.2575262,0.8215822,1.2649832,0.9894398,1.3990496,0.86112905,1.2596066,0.5084335,1.040974,1.366226,0.7439411,0.81447566,0.96420586,1.2221522,0.85686356,1.312544,1.3515081,1.0838425,0.6265017,0.6214545,0.93015033,0.9433432,0.88167024,0.5972667,1.1283214,1.2064375,0.77194643,0.91102827,1.2857001,1.1167121,1.339883,1.1613407,1.2313309,1.0313553,0.0,1.2491572,0.9421943,0.4045428,1.1910242,0.5350977,0.8793752,1.1869633,1.2559574,1.159087,0.9626306,1.153792,1.2403393,0.77259725,1.1180825,0.94982475,0.9613936,0.9021998,0.5939492,1.0577487
slide,0.65847903,1.3786974,0.670792,1.0356987,1.0251652,0.7416543,1.2375054,0.8325591,0.5005139,1.1950046,0.5047399,1.047919,0.72226566,0.5793698,1.2318488,1.2765038,1.4092114,1.1521902,1.1571933,1.2902215,1.2465519,1.3262557,1.240684,0.9339551,0.7106514,1.3046002,0.7722689,1.133637,0.64537203,1.1225157,1.4486192,0.5411036,1.3840268,0.90860796,1.2327939,1.0621903,0.8027922,0.6276922,1.3292198,0.94317704,1.3527793,1.0645792,1.1428852,1.2300054,1.4132745,0.89257145,0.752399,1.354045,1.3564814,0.7768914,0.81740373,0.9179318,1.3112464,0.9437804,0.9855914,0.6447529,1.2755597,0.5689618,1.2869897,1.07634,0.95089936,1.3928156,1.3786436,1.4958428,0.76175034,1.1689115,0.7458974,0.6759966,0.9455363,1.3902552,1.3780658,1.2449542,1.3210952,1.1585872,1.0058856,0.5459827,1.0139635,1.1903275,1.064592,1.1195301,0.9172207,0.7193543,1.0316783,0.94056183,0.8889775,1.2491572,0.0,1.4291866,1.3428224,1.1110758,1.4282653,1.3971725,1.0515141,0.78299266,0.61095214,1.0955427,1.3307126,0.76647526,1.4117272,0.3979854,0.8202625,1.0062133,1.2782389,1.4242253,0.70554364
slipper,1.3419342,0.7024758,1.1169673,0.8147695,0.7947977,1.3229715,0.7925379,1.3436174,1.4273475,0.793336,1.3905828,1.0179753,1.3074898,1.2907091,0.80713296,0.73575294,0.60837513,1.058851,0.8512139,0.91007656,0.7012159,0.9577273,0.5788934,1.0774161,1.1777701,0.8427468,1.2150608,1.0803937,1.2944925,1.0784234,0.39585733,1.5022779,0.6734774,1.0619588,0.7597345,1.0699604,1.2355955,1.3100951,0.83011866,1.1056306,0.3248474,1.0312991,1.1489141,0.34586525,0.7896918,1.0511255,1.3846375,0.35417795,0.545961,1.3030832,1.0415151,0.97291744,0.6549252,0.91509503,1.2531798,1.1950015,0.7847444,1.496175,0.6924066,1.2128712,1.0599453,0.4300357,0.59225047,0.37807786,1.178102,1.002894,1.1277537,1.1452585,1.1337682,0.5089189,0.55765456,0.7857163,0.83259046,1.16965,1.2238421,1.2575308,1.0901303,0.8720576,1.2648046,0.96993524,1.2422014,1.1037815,0.579479,0.9020724,1.1951207,0.9421943,1.4291866,0.0,0.7777505,0.73479235,0.6732016,0.64202726,0.9946818,1.1885561,1.4808768,1.0384928,0.27137434,1.1651698,0.5327837,1.3131162,1.4145956,1.1954014,0.6369019,0.42868316,1.418617
soap,1.2695562,0.040531754,1.334276,1.0046934,0.9390588,1.1016335,0.82181776,1.2048086,1.364738,0.51075286,1.4465787,1.0484116,1.204057,1.2304928,0.7707302,0.19590968,0.20834887,1.0218639,0.9704487,0.73372614,0.7105727,0.53939956,0.9420451,1.018541,1.2709765,0.5905173,1.1423444,1.01177,1.3180254,1.0498958,0.42299074,1.3439482,0.30215144,1.1674097,1.0234014,1.0868295,1.3571422,1.2577522,0.6043464,1.0398872,0.9884182,0.8696375,0.9260248,1.0547644,0.83781993,0.8828215,1.1922048,0.74461657,1.1125494,1.0875553,1.2765104,1.3361204,0.6426595,1.2121568,1.0305886,1.4046531,0.8252927,1.3748767,0.59638953,1.1722484,1.3173105,0.44210958,0.5925278,0.7958706,1.2444428,1.0589243,1.2362125,1.3596551,1.24274,0.5279071,0.45662487,0.904742,0.8696696,0.8057269,0.943523,1.17772,1.1652851,0.878368,1.1385891,1.165809,1.1870512,1.3047678,1.1831424,1.2581924,1.2158228,0.4045428,1.3428224,0.7777505,0.0,1.2178756,0.45138216,0.7248765,1.1855233,1.2358688,1.3522645,0.94471955,1.0816765,1.3566002,0.46821076,1.168323,1.2303349,0.95764977,0.790836,0.3939823,1.1790257
sock,0.8884286,1.2660677,0.7644389,0.80470544,1.0239532,1.0017321,1.047162,1.0549542,1.0337112,1.2346003,1.0320234,1.0304118,0.9228251,1.0520569,1.0275462,1.2360239,1.2721632,1.0966898,1.0722406,1.1348366,1.1036819,1.1726606,0.92474616,1.1408105,0.99398446,1.1686009,1.2007525,0.93515164,0.91364145,0.96133673,1.1769661,0.9864481,1.1867263,1.0340154,0.88906956,0.9952894,1.085788,0.94784606,1.132239,1.104454,0.8133564,1.1117408,1.0112203,0.7198367,0.8998513,1.110688,1.0752767,1.0428361,0.60872704,1.0495815,1.0278963,0.7402555,1.1817356,0.8214139,0.9906983,0.86431324,1.0304854,1.0252471,1.1195959,0.9887394,0.7782222,1.1551839,1.0973606,1.0393795,1.0127052,0.87993747,0.93279475,0.89092255,0.9378193,1.1754136,1.1715603,0.67186385,1.0725365,1.1060123,1.1447313,1.0588777,0.8904925,1.0427427,0.96289414,0.921396,0.9931805,0.9215263,0.5015445,0.944346,0.9421871,1.1910242,1.1110758,0.73479235,1.2178756,0.0,1.128728,1.1359577,1.0110903,1.0181625,1.0173126,1.0845737,0.5044023,0.7685901,1.1768076,1.0586247,1.0348973,1.0068753,0.9297685,1.1280968,1.0658642
spoon,1.411624,0.4347818,1.3766036,0.9927789,0.8997797,1.2368113,0.7450589,1.1197174,1.4470603,0.6581046,1.3468819,1.1374137,1.2303046,1.208882,0.614402,0.4551506,0.358379,0.89366055,1.033005,0.6641979,0.62971276,0.5518806,0.86865765,1.0505471,1.1990713,0.59099126,1.2942615,1.084968,1.4391603,1.1276752,0.36350727,1.4111762,0.40403843,1.227828,1.0146948,1.0508991,1.3336285,1.3687749,0.61130375,1.0733143,0.82739544,0.7348989,0.8218363,0.92454123,0.48648047,0.7917039,1.2678392,0.7155073,0.94630986,1.1871451,1.3731055,1.2764153,0.63256615,1.2004397,1.075402,1.484014,0.5138227,1.3538092,0.5613735,1.1255085,1.3356931,0.578516,0.5578854,0.6298208,1.2863517,0.9744398,1.3501155,1.4502602,1.2626739,0.28682512,0.29783714,0.8108539,0.9269814,0.66629684,1.0223408,1.2396016,1.1239814,0.769621,1.1260157,1.1202282,0.8593875,1.4112651,1.1362618,1.2598448,0.85681295,0.5350977,1.4282653,0.6732016,0.45138216,1.128728,0.0,0.6488404,1.0953718,1.3566523,1.3893715,0.9105047,0.93917155,1.2661715,0.51645076,1.173281,1.2161405,0.9727705,0.7162181,0.4519872,1.1688707
strawberry,1.1718034,0.5652083,1.3325024,0.86635566,0.67545813,1.2290514,0.87604964,1.2291775,1.4570682,0.88023,1.406653,0.9598043,1.3631417,1.3370874,0.74312645,0.76005757,0.5804906,0.91964734,0.95210063,0.6629306,0.7604327,0.72708493,0.2840833,1.2065014,1.144775,0.71912634,1.2563581,1.021769,1.3505038,1.0471437,0.44383496,1.4442434,0.5534395,1.1637253,0.8861703,1.150488,1.2807101,1.3546023,0.6287645,1.1951298,0.5483089,0.79234135,1.0468812,0.8991928,0.7938994,0.9000442,1.3003967,0.6766487,0.69590163,1.1366633,1.2348653,1.0790944,0.46603918,1.1846939,1.1076145,1.3744186,0.7256585,1.4135952,0.87527317,1.0549393,1.1600757,0.38342965,0.4394176,0.6489366,1.0518417,1.0471953,1.3112245,1.3121457,1.1600313,0.6366654,0.60085285,0.871033,0.8066375,1.0220853,0.9810738,1.161094,1.1308141,0.8413911,1.1502961,0.86668545,1.0093918,1.2958744,1.1012291,1.1635213,1.1063076,0.8793752,1.3971725,0.64202726,0.7248765,1.1359577,0.6488404,0.0,1.0207065,1.15819,1.3520219,0.8024262,0.7368767,1.2914001,0.50561976,1.235503,0.9785904,1.0579274,0.77574134,0.6102862,1.3239765
stroller,1.0537411,1.2110075,1.1714768,1.2218782,1.0815487,1.0016718,0.9804885,0.9711812,1.0085957,1.0965714,0.8938304,0.9284693,1.1510322,1.0541741,0.89194715,1.1575048,1.1562456,0.8351357,1.0947443,0.8669481,0.8518802,0.9070996,1.1070052,1.0496625,0.60780823,1.1070315,0.9172751,1.0797423,0.8932899,1.0607116,1.1137133,0.9820064,1.1080673,1.1263838,0.7561698,0.75260544,0.8160926,0.9978368,1.0833508,1.1287135,1.1279948,1.0114617,0.8618308,0.9199914,1.0866283,0.88914424,1.1563119,1.1475266,0.7766208,1.1346469,1.0171424,1.1832811,0.97009015,0.8722428,0.9955558,0.9811661,0.8144894,0.7767813,1.1543121,1.0295476,1.0647663,1.2371978,0.8763453,1.0021001,1.0807232,0.81082654,0.96226525,0.9529954,0.934237,1.0150359,1.0251191,0.84680045,1.0879331,0.93082654,1.2420406,1.0601459,0.33268225,0.9035771,0.85113233,0.7199631,0.9831684,1.0161852,0.9313569,0.8536184,1.1217651,1.1869633,1.0515141,0.9946818,1.1855233,1.0110903,1.0953718,1.0207065,0.0,1.0972407,0.9207226,1.0562878,0.9827204,1.2395058,0.9330626,0.96274644,1.0930238,0.9940867,0.7584778,1.126787,1.040271
sweater,0.86001825,1.2476213,0.74677694,1.0425078,1.1279761,0.89018697,1.1710145,1.0499943,0.85672474,1.1131963,0.8833497,0.9319775,0.97783434,0.85041845,1.2280443,1.2440943,1.2951528,1.1479356,1.0205423,1.260577,1.2398049,1.2502568,1.0860645,0.9923837,1.0474879,1.1736511,0.9056841,1.060998,0.8213994,1.0537208,1.2859011,0.87412214,1.303704,0.67333436,1.0320166,1.1029344,1.0088292,0.74656695,1.182121,0.829227,1.1019452,1.1686462,1.1090733,1.1253608,1.2836672,1.1672164,0.946235,1.0592178,1.1452471,0.956255,0.42485523,0.8863468,1.1923884,0.92519486,1.0836246,0.6966401,1.2576308,0.93661726,1.2253786,0.91795284,0.8776793,1.1377276,1.2338915,1.136706,0.8780188,1.1391343,0.66945064,0.7259531,0.9461464,1.2254599,1.262645,1.275009,1.1007514,1.094956,1.0471033,0.8832754,1.1182383,1.1873089,1.0921556,1.0671116,1.0528078,0.5728711,1.0812701,0.78666896,0.96918297,1.2559574,0.78299266,1.1885561,1.2358688,1.0181625,1.3566523,1.15819,1.0972407,0.0,0.92492694,1.1900976,1.0924398,0.8663755,1.2064104,0.96275514,0.991367,0.9612285,1.234302,1.2283171,0.8596054
table,0.7157872,1.4135592,0.7608656,1.0807135,1.2205764,0.75839764,1.2172757,0.6720438,0.56885934,1.278761,0.50627756,0.9464588,0.69720936,0.82182914,1.1781282,1.3393852,1.4004853,0.90004647,1.0665632,1.0920993,1.2248099,1.2862504,1.2458835,1.1275452,0.47024632,1.2867769,0.8660581,1.0853922,0.48280424,1.0528682,1.5331402,0.55468047,1.3726004,0.9700058,1.0610013,0.90567183,0.6853349,0.7242989,1.2947631,1.1450499,1.4065808,1.0375968,0.9152652,1.2707107,1.2506337,1.101197,0.60485566,1.4774342,1.2722131,0.7544956,0.94800526,0.9191284,1.4319801,1.0439029,0.7785353,0.72764766,1.3499708,0.3777526,1.2476015,0.9194888,0.86249685,1.4829711,1.3943686,1.4155638,0.8497379,1.0100663,0.92837787,0.78493714,0.7675227,1.4233772,1.4398131,1.1947256,1.0912441,1.0551302,0.78914934,0.8482286,0.86883414,1.1983279,0.7645042,0.975908,0.8978285,0.8569076,1.1296115,0.96921605,0.9489656,1.159087,0.61095214,1.4808768,1.3522645,1.0173126,1.3893715,1.3520219,0.9207226,0.92492694,0.0,1.0496746,1.3216451,0.8131647,1.4314029,0.77076185,0.61895627,1.024474,1.2624841,1.4920046,0.73005235
tape,1.0990782,0.9417581,1.2501464,0.90826386,0.78682286,1.0956777,0.9591054,1.1344877,1.2022297,1.0364735,1.2769313,0.9574761,1.2012135,1.2318119,0.8458544,0.9272686,0.841014,0.66840005,0.931628,0.66078424,0.9561887,0.8615669,1.0446432,1.19994,1.0342143,0.7276246,1.1236664,0.82783437,1.2625105,0.87094945,0.87707144,1.1966019,0.6746679,1.1834376,0.89025474,1.1755083,1.0864528,1.0579624,0.59052956,1.1921637,0.9693736,0.93863815,0.89833164,1.0695816,0.8606792,0.8813559,0.97647953,1.0205278,0.99898696,0.8295585,1.303283,1.035405,0.8457944,1.353328,0.6947447,1.224064,0.90307635,1.2274013,0.9295592,1.0615319,1.0746146,0.8391314,0.8199511,0.9466053,1.0237042,1.0818335,1.2358904,1.2744031,1.183427,1.0561572,0.9904547,0.79025686,0.99038684,0.9729879,0.9687567,0.98344266,0.9432394,0.7389662,1.0232015,1.0127082,0.82674456,1.2903428,0.9938173,1.2639736,0.94264543,0.9626306,1.0955427,1.0384928,0.94471955,1.0845737,0.9105047,0.8024262,1.0562878,1.1900976,1.0496746,0.0,1.0936451,0.98773706,0.94889253,0.9059082,0.9040675,1.0813193,0.929468,0.8986658,1.3433979
toe,1.1528282,1.0255998,0.9647243,0.6714368,0.7641546,1.2174728,1.0482805,1.2287538,1.3303812,1.1329832,1.2290174,0.9837065,1.1528623,1.1547339,0.9970616,1.113974,1.0091105,1.159926,0.9395916,1.0825652,0.9702252,1.112807,0.58411986,1.1277338,1.1223158,1.0039816,1.216662,1.0773096,1.1360945,1.0614719,0.7589101,1.4091598,0.9739965,0.9385516,0.7266318,1.0466123,1.1569226,1.1521323,0.9877099,1.0485572,0.31535816,1.105933,1.0738953,0.40582228,0.77811825,0.9921976,1.2666581,0.53844863,0.39036602,1.2569907,0.9197601,0.77702016,0.8983247,0.8116826,1.2513504,0.98606783,0.890727,1.3479655,0.8967746,1.0736984,0.97378415,0.72673726,0.8352779,0.59118444,1.0140742,0.96529084,1.0508809,0.9256603,1.0265609,0.8467368,0.89291656,0.72782797,0.88239354,1.1580563,1.1640797,1.1797067,1.0690573,1.0404544,1.1877103,0.9165272,1.1258612,1.0013982,0.64053035,0.8285805,1.0403932,1.153792,1.3307126,0.27137434,1.0816765,0.5044023,0.93917155,0.7368767,0.9827204,1.0924398,1.3216451,1.0936451,0.0,0.9932442,0.8736303,1.2025757,1.2376313,1.1149759,0.80913603,0.77075225,1.2605914
toothbrush,0.86111605,1.3813993,0.66019994,0.86729634,1.1578,0.829077,1.2309346,1.0411959,0.79885423,1.2224826,0.7721338,1.0265589,0.833562,0.86028194,1.2184308,1.340014,1.405225,1.2102933,0.9744394,1.3978801,1.4296141,1.3061745,1.0159557,1.009345,1.0647211,1.331065,1.0780458,0.9269409,0.7986216,0.9039341,1.226777,0.7913647,1.4008904,0.97177595,1.1886933,1.1759183,1.0199382,0.79899603,1.2237731,0.98396087,0.94088596,1.091693,1.1471695,1.0768033,0.9933032,1.1392666,0.7279136,1.1079494,1.0901462,0.81643754,0.8828697,0.5054863,1.3443921,0.89429396,0.9995228,0.8303572,1.1704252,0.81829894,1.2673562,0.85564804,0.693411,1.2043363,1.3914142,1.0950701,0.74160916,1.1755477,0.8348235,0.88536847,0.8583232,1.2570746,1.3033917,1.1551396,1.0603485,1.1732904,0.88545555,0.80516076,1.1698357,1.2798073,1.0787523,1.1228833,0.7194745,0.8426684,0.8820879,1.034576,0.7059706,1.2403393,0.76647526,1.1651698,1.3566002,0.7685901,1.2661715,1.2914001,1.2395058,0.8663755,0.8131647,0.98773706,0.9932442,0.0,1.4113612,0.9038332,0.7306281,1.0506014,1.229846,1.2883666,0.9239607
towel,1.3866286,0.4205559,1.3981396,1.0434936,0.7682432,1.3161758,0.58761907,1.2472941,1.4669657,0.5084336,1.4525566,1.0719926,1.3970056,1.4161935,0.60593486,0.4035781,0.3490156,0.95781386,1.042491,0.5032217,0.31659925,0.6655872,0.7139437,1.018649,1.0756994,0.66006976,1.1499139,1.118894,1.3262353,1.1206691,0.2546016,1.4746664,0.26896083,1.164037,0.93155533,0.7643303,1.3019056,1.3381597,0.63384306,1.0559502,0.7542999,0.80657715,1.0270433,0.8857306,0.8404814,0.99223113,1.3884997,0.67810035,0.84009886,1.1438639,1.2272744,1.3920768,0.3936249,1.1372248,1.1020536,1.3841035,0.599714,1.4234707,0.66306984,1.2639515,1.3151231,0.38937032,0.15309417,0.5049197,1.2775297,0.77171826,1.3391068,1.318798,1.1861377,0.40092206,0.2973112,0.8414104,0.9856906,0.98681915,1.2456514,1.3430221,1.0077583,0.78763413,1.0078979,0.8909799,1.2415552,1.3192062,1.06381,1.09034,1.357532,0.77259725,1.4117272,0.5327837,0.46821076,1.1768076,0.51645076,0.50561976,0.9330626,1.2064104,1.4314029,0.94889253,0.8736303,1.4113612,0.0,1.2332451,1.3721738,1.0671304,0.32820255,0.4205551,1.363745
toy,0.8318939,1.1976461,1.0181035,0.98932046,0.94169724,0.80024326,1.1016483,0.9628752,0.930125,1.1430194,0.84137744,1.0179493,1.0165753,0.9138844,1.0504804,1.0971591,1.2106363,1.0151061,1.1397483,1.1042542,1.1997135,1.0188583,1.1945399,1.0642251,0.92217475,1.0937572,1.0199411,0.96676576,0.89616376,0.9756408,1.2346666,0.86073864,1.0853724,1.0565289,1.0671744,1.0835977,0.91078424,0.7306697,1.1164616,1.0721884,1.2564301,0.92572606,0.9844147,1.161339,1.1996228,0.6094139,0.7518265,1.2746296,1.1813614,0.7248634,0.98434037,0.95078063,1.1919887,1.1969631,0.8503826,0.98881,1.1275818,0.80715764,1.148436,0.99482447,0.94589293,1.2577877,1.1992118,1.3256294,0.81132865,1.0383265,0.9592378,1.0337437,1.0592895,1.210749,1.1621015,1.1103195,1.2346756,1.0013564,0.94653237,0.79426324,0.8937513,1.0377715,0.96075845,1.0853261,0.8943988,1.1163607,1.0217704,1.1617061,0.96190757,1.1180825,0.3979854,1.3131162,1.168323,1.0586247,1.173281,1.235503,0.96274644,0.96275514,0.77076185,0.9059082,1.2025757,0.9038332,1.2332451,0.0,0.80757284,0.95127356,1.0827396,1.234716,0.9649406
tray,0.6080537,1.2028508,0.9738895,1.0661399,1.148057,0.65001816,1.1742564,0.7661942,0.9206582,1.2664025,0.8603952,0.8705701,0.95645756,0.9318225,1.207215,1.2714828,1.2450203,0.97444546,0.92705345,1.0926473,1.330337,1.0991913,0.8937818,1.1469108,1.0094078,1.138129,1.110715,0.9159791,0.8819482,0.89903784,1.3442044,0.8016392,1.2454392,1.0901014,1.1009402,1.2182604,0.94996744,0.8988025,1.0515177,1.1421058,1.1766868,0.9769001,0.8468056,1.2277682,0.98526573,0.9973621,0.61018497,1.3567712,1.1289974,0.6404517,1.0608647,0.72237855,1.2463608,1.2087454,0.80080974,1.0053675,1.2240636,0.70315146,1.3118191,0.78046256,0.8899646,1.2715336,1.3130238,1.3450179,0.6724094,1.183589,1.033142,1.0413625,0.92153895,1.370201,1.3694482,1.2246199,0.91767246,0.9083788,0.48378485,0.84383065,1.0926899,1.2164128,0.87447363,1.0366299,0.7498652,1.1206887,1.0450649,1.1806972,0.87125456,0.94982475,0.8202625,1.4145956,1.2303349,1.0348973,1.2161405,0.9785904,1.0930238,0.991367,0.61895627,0.9040675,1.2376313,0.7306281,1.3721738,0.80757284,0.0,0.98059946,1.2589774,1.386549,0.9291868
tree,0.98528373,0.99677277,1.0120552,1.115141,1.1246598,0.913849,0.9777641,0.99127156,0.9082952,0.99748397,0.9469908,1.0683295,0.91838974,0.8751762,1.0864737,1.0062366,1.0949807,1.0230268,1.2028825,0.96904165,1.0598431,0.8129223,1.2089316,0.9475801,1.0547397,0.9673558,0.994623,0.99935335,0.9801854,0.9990265,1.1538846,0.94953066,1.0580232,1.0072094,1.0660828,0.9146068,1.0289562,1.0039984,1.0390698,1.0170902,1.198545,1.058582,0.818671,1.1262784,1.0295813,0.995289,1.0382347,1.1733885,1.11958,1.0243212,1.058071,1.0650423,1.0142345,1.0259727,0.9620102,1.0945809,0.9066198,0.9436158,1.0171537,1.0910535,1.1355205,1.1177924,1.0788898,1.158479,1.0629488,0.9185367,1.1052029,1.0370929,1.1443107,1.0615666,1.0625587,1.0184737,1.1387516,0.7315342,1.0426029,0.9240011,0.97470236,1.0105971,0.8257536,1.1460587,0.8817992,1.1167809,1.034771,1.1333914,0.928587,0.9613936,1.0062133,1.1954014,0.95764977,1.0068753,0.9727705,1.0579274,0.9940867,0.9612285,1.024474,1.0813193,1.1149759,1.0506014,1.0671304,0.95127356,0.98059946,0.0,1.0548718,1.1605482,0.6611915
vacuum,1.2162547,0.8057593,1.3016828,0.9957784,0.8693166,1.2311249,0.5680762,1.1261772,1.3089557,0.80951,1.2964189,1.0868263,1.3194392,1.3401496,0.78050244,0.68885505,0.7035409,0.9388518,1.0786251,0.6026486,0.40318418,0.8604861,0.87913096,0.98117197,0.96044475,0.8138017,1.1391741,1.0824836,1.1816771,1.0512043,0.62156475,1.301859,0.5471517,1.1715962,0.8749594,0.50436157,1.1518667,1.2544982,0.794444,1.0538089,0.8589107,0.95341295,0.9885013,0.83429605,0.9003158,1.0080383,1.3444681,0.8719564,0.87070364,0.9927307,1.2037399,1.2897887,0.67889225,1.0150547,0.97087306,1.3018456,0.5602776,1.2124087,0.75306857,1.2760142,1.2667189,0.7567954,0.47052205,0.6293198,1.1512744,0.5878321,1.3393714,1.2222526,1.091804,0.67123646,0.59906304,0.81803,1.1018597,0.95847535,1.3095195,1.2397531,0.8296212,0.76515454,0.7554064,0.9326903,1.10783,1.3278731,0.8831782,1.0301507,1.255346,0.9021998,1.2782389,0.6369019,0.790836,0.9297685,0.7162181,0.77574134,0.7584778,1.234302,1.2624841,0.929468,0.80913603,1.229846,0.32820255,1.0827396,1.2589774,1.0548718,0.0,0.7344186,1.2655697
watch,1.4634287,0.31972408,1.2392327,0.8607506,0.8214284,1.3330276,0.851587,1.3563224,1.4672804,0.5259411,1.438869,1.0812907,1.2972481,1.2461835,0.7369671,0.24707484,0.2942074,1.0202056,1.0343952,0.7732915,0.682084,0.70338464,0.75274587,1.0602021,1.3061526,0.5594276,1.1971667,1.1369765,1.3925799,1.1762781,0.20703411,1.5043094,0.2948947,1.1409557,0.92017585,1.094712,1.2839537,1.2858988,0.7231817,1.0820777,0.61332905,0.87547296,1.1224953,0.78910744,0.7736687,0.9707588,1.2978387,0.27294207,0.88388395,1.1689286,1.2230928,1.1789756,0.51352656,1.1270206,1.2028289,1.3268399,0.765443,1.5026116,0.48471248,1.1718967,1.1849374,0.23312688,0.5160209,0.44864297,1.2018267,1.0390567,1.2115611,1.3076167,1.2073666,0.34827977,0.36717433,0.90595305,0.95080805,1.0515845,1.1996275,1.3263075,1.1363567,0.73014045,1.1998883,1.0556191,1.2210808,1.2495909,1.0726339,1.1110252,1.1344744,0.5939492,1.4242253,0.42868316,0.3939823,1.1280968,0.4519872,0.6102862,1.126787,1.2283171,1.4920046,0.8986658,0.77075225,1.2883666,0.4205551,1.234716,1.386549,1.1605482,0.7344186,0.0,1.3339856
window,0.7906767,1.2363712,0.694763,1.109179,1.1825556,0.8108407,1.1661502,0.74831605,0.5029501,1.0245215,0.47419596,1.0222594,0.6129471,0.47663742,1.3133855,1.2063838,1.3408092,1.2365322,1.205503,1.2663133,1.1943612,1.113509,1.3196785,0.7694006,0.8554843,1.2081473,0.71436816,1.1628381,0.6709991,1.1552985,1.4215794,0.57721454,1.3870773,0.8748792,1.1978269,0.7453853,0.7917254,0.8609482,1.3522621,0.872704,1.3254411,1.1048135,0.90973675,1.2549033,1.1826162,1.0038675,0.8882641,1.2997913,1.3128144,1.0686891,0.8936309,0.9997494,1.2943609,0.79086345,1.1345143,0.7847469,1.2101814,0.54140675,0.92974585,1.0216082,1.027301,1.3262007,1.4266114,1.3491882,1.0526268,0.96309775,0.78937304,0.7821613,0.97272974,1.2109764,1.2721741,1.2760313,1.2079201,0.7555629,1.026133,0.85096323,1.1109049,1.0642412,0.86665165,1.1660655,1.0306559,0.73513764,1.1692486,0.99782515,0.91248584,1.0577487,0.70554364,1.418617,1.1790257,1.0658642,1.1688707,1.3239765,1.040271,0.8596054,0.73005235,1.3433979,1.2605914,0.9239607,1.363745,0.9649406,0.9291868,0.6611915,1.2655697,1.3339856,0.0
