,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,elephant,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sink,0.94173765,1.2471948,1.0923727,1.0018873,0.98957145,1.1678193,1.1703563,0.9804642,0.67954737,0.7345613,1.119751,0.9113034,0.9507356,1.2047654,0.9892914,1.1449369,1.0476216,0.7480854,0.6933699,0.82243735,0.9947215,0.5847453,0.977771,0.68805504,0.8454456,1.1311766,1.2677107,0.81980574,0.81022894,0.8999686,0.9082532,1.1344435,1.0987346,1.0975778,0.8576441,0.743496,0.6918687,0.85280484,1.2904245,1.11297,0.75022525,0.6779108,1.2102495,1.0657638,1.2398119,1.009534,1.1571661,1.1876352,1.1091586,1.0964619,1.038016,1.2719071,1.1592064,1.2089839,1.2643167,1.1366382,1.1510906,1.2561712,0.8440025,1.266722,0.8938589,0.99317676,0.68663967,1.3039637,0.99874765,1.0714967,0.82735705,1.1450816,0.8426089,1.0306916,0.63074136,1.0629071,1.2229006,1.1871407,0.95753247,0.8386574,0.7784377,0.9944489,0.954903,0.98779124,0.9721677,1.0622265,1.0712521,0.7762542,0.83659756,1.108018,1.1367469,1.2331524,1.0728544,0.6366214,0.0,0.97568387,0.9418157,1.0388857,0.5692698,1.2856703,0.85944206,0.95335776,1.0319737,1.1438466,1.1338172,0.9650356,0.97868234,1.2227535,1.0979388,0.85342395,0.8591671,1.185688,0.6992893,1.0230371,1.0712384,1.0800337,1.1283976,0.9534615
slide,0.845642,1.2869122,1.1846516,1.1007966,0.81257915,1.0959595,1.0742495,1.2708883,1.160573,0.53190285,0.55830204,1.1447232,0.8337193,0.8425856,1.0148069,0.6836208,0.73857117,1.1673566,1.1313213,0.8406152,1.0476636,1.0929503,1.2075449,1.225845,1.084736,1.3198651,0.8515898,1.0894903,1.1937253,0.9588058,1.024906,1.2398707,0.79429954,1.2162406,1.250354,0.7402496,1.1959951,1.0528543,0.85649586,1.0074307,0.9630579,1.028413,1.1912044,0.7860941,1.296351,1.0387242,0.9370334,1.1438807,1.2863921,0.8093409,1.3056059,1.1210009,0.8797352,0.97484785,0.9988976,1.1908871,1.0785217,0.88767314,0.847732,0.8782817,1.0432839,1.0413952,1.2392116,0.96994823,1.2096717,1.2541212,1.2793647,1.3228558,1.1200342,1.1935339,0.9979102,0.7827487,0.8266661,1.0013466,0.77305734,1.2521389,1.1732528,1.1014539,1.0342504,1.124206,0.7984955,1.0767251,0.92107934,1.1445081,0.95333326,1.0925457,0.6932273,0.9151094,1.0145665,1.0495365,0.97568387,0.0,1.2741928,0.850361,1.0413285,1.0506783,1.2494092,0.81933403,1.1960169,0.60534704,0.8049693,0.7337579,1.0854125,1.3292593,1.2811475,0.87771285,1.2853296,0.65852565,0.7817575,1.073942,0.9043423,1.1463832,1.3623583,0.85785764
slipper,1.4530237,0.7189684,0.5267234,1.1059507,1.5485487,0.56654704,0.65803885,0.44336075,0.8131015,1.5283251,1.5420909,0.43394482,1.3677646,1.3992063,0.9528315,1.3824655,1.4241085,0.2672686,0.2578317,1.4561224,1.0821714,0.9355555,0.5299878,0.7293223,0.709307,0.29901868,1.2157079,1.0882343,0.4103992,1.2518481,1.1367092,0.51658714,1.5076423,0.72787035,0.1859793,1.5269638,0.38777864,1.1200855,1.3033972,1.0730338,1.33408,1.2966665,0.80570465,1.2218009,0.7555746,0.84241724,0.83813614,0.92422605,0.53806543,0.9784151,0.34964108,1.126759,1.2293588,1.3405542,1.3726418,0.75939965,1.130932,1.3743589,1.2257321,1.3717246,0.80062103,1.3734026,0.48992622,1.4136324,0.38546163,0.3588252,0.39055336,0.8585937,0.5342103,0.6842098,1.265615,1.1076673,1.502003,1.2337675,1.449094,0.2575413,0.25987905,0.98560333,1.0031197,0.9041069,1.3683043,1.0819128,1.3786974,0.75577664,1.2813983,0.90938437,1.3864715,1.4335139,1.125279,1.0331261,0.9418157,1.2741928,0.0,1.1867002,0.71925634,1.2351427,0.68172467,1.2546043,0.7789552,1.3596178,1.4716878,1.6196285,0.6688813,0.37846148,0.41311896,1.0622627,0.39077723,1.2617912,1.154018,1.1455783,1.3147335,1.0860181,0.4919728,1.4170268
snow,1.0547402,1.0259075,1.2397329,1.0877889,0.74638224,1.1107109,1.1412095,1.1529145,1.1054349,0.79920155,0.6685126,1.1555576,0.86274713,0.95988756,1.0932022,0.7071614,0.9202461,1.1087523,1.1575266,0.9978763,0.9283179,1.1272728,1.2495208,1.1490355,1.0744665,1.2212366,0.6004192,0.9169134,1.0851957,0.82211256,1.1620393,1.1541141,0.871625,1.1196638,1.1944195,0.8955021,1.1911067,1.1038545,0.67676455,1.0641516,0.8872894,0.8139171,1.0349008,0.9186386,1.0887451,1.1887976,1.1999863,1.0971469,1.1716471,1.1000923,1.0884361,0.97969306,1.0631274,0.78700686,0.8964605,1.0318093,1.086579,0.6762793,0.94445765,0.7054198,1.1593382,0.9187324,1.1042296,1.0290173,1.1617944,1.1028996,1.2372772,1.1447271,1.0777533,1.1454355,0.98874706,1.005406,0.76256776,0.81413424,0.8493043,1.1626357,1.1097151,1.1560092,1.109949,1.1337471,0.91971046,1.1295828,0.9713093,1.2155495,1.1075467,1.1181549,0.9588944,0.82586884,0.88110495,0.93836063,1.0388857,0.850361,1.1867002,0.0,1.1546414,0.77966,1.2459757,1.0212014,1.2364695,0.9639263,0.7898475,0.77175975,1.1803274,1.1412739,1.1870476,1.1127793,1.2778277,1.1227244,1.0905662,1.0247406,0.9257213,1.1582563,1.197032,0.7852403
soap,1.1592996,0.9965114,0.7299024,0.8077443,1.294771,0.8445546,0.8390234,0.82255256,0.8224726,1.2302871,1.5030216,0.79173565,1.4218078,1.310979,0.74758697,1.4031584,1.1946862,0.5710909,0.7499893,1.0686688,0.9769791,0.6719531,0.7357756,0.69379395,0.7123972,0.8758114,1.4140117,1.0695205,0.6085795,1.1201248,1.003813,0.74841905,1.4527416,0.7877821,0.67842937,1.2023735,0.43390095,0.9075525,1.359988,0.9840054,1.089476,1.1216571,1.1501623,1.1400664,1.0325432,0.9087399,0.95332456,0.9148647,0.81999516,0.8976065,0.9672753,1.1750962,1.0551306,1.2445358,1.3209414,1.0418763,1.0256747,1.4041696,0.72482413,1.4894456,1.1074973,1.2407475,0.57483256,1.3737159,0.96700925,0.74829406,0.5797464,1.0397133,0.7181678,0.83462065,0.8816381,0.9635834,1.4293299,1.2919426,1.194157,0.74298394,0.80952096,0.9206742,0.94088095,0.8231381,1.1483876,1.0034803,1.1760557,0.7172733,0.9994813,0.94510406,1.2843627,1.4342726,1.0181316,0.80016243,0.5692698,1.0413285,0.71925634,1.1546414,0.0,1.2532282,0.96211296,1.0034065,0.803499,1.2573726,1.3383229,1.324463,0.64361686,0.8781361,0.9638711,0.7833777,0.6401931,1.0515738,0.7933236,1.0885737,1.1794606,1.1396784,0.8768902,1.1754913
sock,0.94458234,0.54387194,1.3060966,1.0090883,0.6927705,1.0591284,1.1059493,1.2159771,1.2043803,1.0145743,0.71308666,1.2262428,0.87161696,0.8007824,1.1685283,0.66688335,1.1386583,1.3831983,1.4175627,1.0779002,1.0509728,1.0480736,1.2315059,0.94218653,1.253011,1.1192454,0.5163769,0.87975264,1.3253508,0.9141222,1.0361252,1.167766,0.6724274,1.1803616,1.3429503,1.0466653,1.3506637,1.1378242,0.5917202,0.88295513,0.9517619,0.80952406,0.92000556,0.89711034,0.7907665,1.2828963,1.161928,0.6218654,1.038883,1.3338238,1.1789185,0.22231692,1.0855576,0.79004,0.7130623,0.7662912,1.0994934,0.71304595,1.1104271,0.49578828,1.0463158,0.7653216,1.3494339,0.42383093,1.2535645,1.1939098,1.1437825,0.9271713,1.2363133,1.2325809,1.008246,1.0459145,0.5185645,0.516451,1.0833135,1.3205771,1.3684428,0.77453434,1.2279015,1.1798989,1.149829,1.1584923,0.6897476,1.1601486,0.99170566,1.0234532,1.0486057,0.6551502,0.68631315,0.98780245,1.2856703,1.0506783,1.2351427,0.77966,1.2532282,0.0,1.1680789,0.994728,1.029583,1.0422063,0.7636503,0.8704679,1.167878,0.8318651,1.161181,1.1999568,1.226027,1.134838,1.1645523,1.0309474,1.057386,0.8256587,0.8470662,0.95673317
spoon,1.216664,0.8774729,0.93641317,1.0698707,1.266323,0.8691296,0.8036601,0.8300192,0.70425385,1.1579423,1.3043082,0.60466886,1.0854065,1.1728177,1.1416806,1.1961457,1.1413348,0.8240137,0.7015412,1.129537,1.0005493,0.8931421,0.57709014,0.7345845,1.0693645,0.7088952,1.1366553,0.9435355,0.78227615,1.1773257,0.9258649,0.92300284,1.274092,0.980918,0.57775944,1.2244979,0.7958653,0.98913723,1.2238783,1.2393296,1.0316894,1.0673351,0.93131006,1.0888978,0.88157785,0.7837062,0.9470173,1.0029713,0.85657376,0.98673356,0.74851024,1.0536051,1.0842583,1.319561,1.1370454,0.794709,1.0546051,1.1737945,1.1721808,1.137399,0.6647085,1.1651583,0.75453854,1.0592278,0.59147376,0.91362643,0.68929106,0.7312874,0.6909679,0.8532834,1.2073087,1.2515862,1.2342886,1.1121073,1.1844575,0.5944794,0.66760737,1.0239474,0.98199755,0.9888498,1.1352001,1.0014925,1.1564027,0.9257552,1.0833391,0.9942001,1.0616107,1.1775148,1.178777,1.0231576,0.85944206,1.2494092,0.68172467,1.2459757,0.96211296,1.1680789,0.0,1.00598,0.791644,1.2031002,1.2377946,1.2778827,0.89870524,0.82155615,0.68260235,0.89856184,0.7254411,1.2239248,1.1070261,1.118488,1.1187825,0.86937785,0.8073889,1.2452515
sprinkler,0.971199,1.1700643,1.2050219,0.9228608,0.8186484,1.052958,1.0030034,1.165195,1.1012048,0.7663125,0.866397,1.1909721,0.95677567,0.8079611,1.1002854,0.9047744,1.0136256,1.1909915,1.2203503,0.9436638,0.911554,0.92921066,1.1305864,1.09385,1.1917679,1.1392269,0.9058924,1.0495162,1.1320223,1.0538065,1.0576195,1.1758041,0.9293537,1.1119956,1.189202,0.7851897,1.164149,1.0926548,0.95947343,1.1754147,0.9204972,0.99470806,0.95786667,0.89630497,1.0870947,1.1582918,1.1298534,1.0202526,1.1623685,1.057511,1.1171621,0.9245274,0.93343514,0.9218322,0.85583055,1.219515,1.1027151,0.930178,0.7603915,0.9084721,0.77932584,0.88590604,1.0678977,0.76757836,1.1500276,1.221615,1.2427869,0.8439441,1.1963395,1.1711951,0.98875046,0.9013777,0.8189299,1.0313001,0.9322156,1.2597232,1.1720461,1.2112083,1.0627371,1.0871878,0.9250218,1.0625813,0.868294,1.0262814,0.90066195,1.1031137,0.7733852,0.81485134,0.9955199,0.9057621,0.95335776,0.81933403,1.2546043,1.0212014,1.0034065,0.994728,1.00598,0.0,1.1959732,0.9704008,0.88225484,0.8878405,1.1888375,1.2125459,1.0803003,0.58725643,1.1912806,0.93249625,0.97942096,0.94167393,1.0623728,0.8952705,1.1131766,1.0148908
strawberry,1.1534594,0.7229477,0.6555518,0.82670456,1.3209329,0.8113919,0.70468235,0.8569657,0.93238175,1.2538806,1.4303796,0.610523,1.1950911,1.2436184,0.9181864,1.228071,1.2628332,0.8768402,0.79997903,1.175689,0.93924683,0.9123763,0.68841225,0.7095361,0.90840894,0.686037,1.2571259,0.9049254,0.9971746,1.2129266,1.0588026,0.7257658,1.2662045,0.88263905,0.73151195,1.3123155,0.70341676,1.017286,1.3458025,0.9699287,1.1106772,1.0723329,0.9786973,1.0946616,0.78789556,0.85824555,0.9995795,0.8546857,0.7933105,1.092506,0.86050546,0.87415624,1.1257331,1.3005807,1.2058537,0.8465704,1.0268075,1.3587809,1.2083081,1.1159023,1.0921633,1.2890835,0.83591443,1.0840944,0.76356363,0.68802285,0.55869144,0.9329557,0.79617727,0.75985456,1.058115,1.1114005,1.2858291,1.0440495,1.3216864,0.75953203,0.824126,0.66694254,0.981155,0.90674454,1.228638,1.0072248,1.11278,0.7453181,1.0828027,0.94443494,1.1705769,1.3404086,1.1998405,1.0302212,1.0319737,1.1960169,0.7789552,1.2364695,0.803499,1.029583,0.791644,1.1959732,0.0,1.2180207,1.3156526,1.2960665,0.49806106,0.62983644,0.70695853,1.0898544,0.5815449,1.1482576,0.96850985,1.1148548,1.1762769,0.912057,0.6460656,1.2527299
stroller,0.83355975,1.1803768,1.1798424,1.1082681,0.781298,1.1234658,1.1491964,1.2683887,1.1158166,0.76160115,0.53216255,1.1829661,0.8537831,0.7166619,1.0730053,0.70225054,0.53835726,1.3213571,1.2570698,0.65369046,1.0396597,1.237938,1.1793481,1.3259568,1.1463367,1.2932823,1.017655,1.1059324,1.2597187,1.0193398,0.93269634,1.269198,0.68997884,1.2129507,1.3211927,0.67722833,1.3531158,0.9116667,0.88210034,0.99049604,1.0252413,1.0787902,1.1198416,0.90123266,1.1560459,0.9856903,0.96305835,1.1848552,1.3041005,0.83867073,1.2890496,1.081248,0.8032391,0.9818859,0.853457,1.1274291,0.97526795,0.8356355,0.9817234,0.8441274,1.1486356,0.9407942,1.297007,0.842787,1.2084265,1.2847915,1.3175014,1.1891947,1.2140199,1.1626961,1.0701461,0.9344697,0.85921323,1.0219821,0.6717379,1.2965344,1.269746,1.0014942,1.0811536,1.1632612,0.76898575,0.97707725,0.79999584,1.2339766,0.8586071,0.9950912,0.58857584,0.91384715,0.9975274,1.1267772,1.1438466,0.60534704,1.3596178,0.9639263,1.2573726,1.0422063,1.2031002,0.9704008,1.2180207,0.0,0.82255983,0.6899335,1.1537697,1.3302193,1.2489483,0.9656927,1.3200135,0.63578457,0.99433386,1.0267849,0.69949937,0.95963025,1.2626401,0.89420176
sweater,0.84171927,1.1656218,1.3277628,1.1040549,0.53864956,1.2696638,1.2470834,1.324945,1.1303883,0.6454265,0.5501852,1.381912,0.69437706,0.637199,1.1978083,0.6721447,0.84886533,1.3489711,1.3634168,0.79172146,0.98835814,1.0670592,1.3863804,1.1879137,1.1879811,1.3829944,0.7146838,0.9303854,1.2616619,0.7890352,1.0856688,1.3678076,0.6312511,1.2764995,1.4941525,0.72478676,1.3959417,1.0624549,0.7396619,0.92530435,0.81907916,0.8402399,1.1430974,0.76948524,1.2162195,1.2442621,1.1763457,1.0714297,1.2944291,1.1648016,1.2763945,0.86835086,0.9572937,0.60908294,0.73314553,1.0059987,1.0291411,0.44620878,0.921099,0.5753355,1.122051,0.77623653,1.3886395,0.688786,1.340351,1.3314629,1.4164034,1.1026057,1.3081886,1.2698388,0.8801264,0.9850459,0.36485958,0.64467293,0.79086417,1.4149935,1.3621321,1.1701899,1.1826305,1.2080395,0.80604917,1.0918099,0.73359144,1.1912596,0.8188225,1.1205375,0.7859602,0.38894093,0.9459601,0.94739705,1.1338172,0.8049693,1.4716878,0.7898475,1.3383229,0.7636503,1.2377946,0.88225484,1.3156526,0.82255983,0.0,0.5257487,1.3311977,1.3592458,1.35734,1.0925866,1.3878092,0.94166374,1.0471357,0.9500177,0.8492805,0.96392864,1.2873784,0.7689491
table,0.7077625,1.2849422,1.4051226,1.1410836,0.5210241,1.3613507,1.2892307,1.4572688,1.1220663,0.39506388,0.365425,1.410662,0.5491047,0.76591676,1.2128056,0.6477088,0.76836824,1.4446547,1.3840053,0.5957769,1.0053992,0.9421588,1.4674442,1.0829059,1.2384231,1.5443038,0.7559448,0.43771905,1.3679287,0.6851959,0.8468785,1.4914231,0.4043969,1.3687294,1.5951751,0.3843789,1.4233769,0.9068241,0.8032854,0.96072435,0.55915326,0.61571664,1.2518947,0.8885358,1.363592,1.3081748,1.1834552,1.2184966,1.4438847,1.2097015,1.4263426,1.0480037,0.9926097,0.74841595,0.8111043,1.2087893,1.0650352,0.6760901,0.81890345,0.6876104,1.1070826,0.5519105,1.3051672,0.76892316,1.3842932,1.466599,1.4360144,1.2725832,1.3118265,1.2952275,0.6443087,0.9737563,0.53580594,0.8308939,0.68768823,1.475774,1.4507666,1.0596037,1.1550397,1.1485157,0.7088548,1.098588,0.61871606,1.1433337,0.6687676,1.2133061,0.736943,0.6404421,0.987207,0.9707828,0.9650356,0.7337579,1.6196285,0.77175975,1.324463,0.8704679,1.2778827,0.8878405,1.2960665,0.6899335,0.5257487,0.0,1.2871125,1.5295694,1.4771076,1.0596365,1.4273584,0.89497995,0.8255274,0.9790811,0.77005976,0.89827204,1.438185,0.53742594
tape,1.2323589,0.7962401,0.530682,0.99915355,1.2993338,0.69078845,0.6406832,0.7282012,1.0031389,1.315321,1.4116361,0.61748344,1.3293757,1.3217999,0.7477548,1.2792773,1.1114948,0.70969296,0.67521805,1.095568,1.0818857,0.7596645,0.5828621,0.775705,0.67769253,0.8650076,1.3637761,1.0113415,0.7559244,1.2057962,1.0410056,0.7949976,1.410104,0.9118162,0.6234983,1.2782739,0.49149847,1.0131205,1.3564367,0.9876016,1.2844428,1.1422492,1.214155,1.1980355,1.0324264,0.73299485,0.8400645,0.9032736,0.91052765,0.8223568,1.0070306,1.0876344,1.0594568,1.3827345,1.3417302,0.95545053,1.0222883,1.3985813,0.9662779,1.3775847,1.1107668,1.2559996,0.7053329,1.2573662,0.9229147,0.63495797,0.50696343,1.1573148,0.8156355,0.6940192,1.029188,0.9629018,1.4975604,1.3396386,1.2502506,0.7209843,0.7767497,0.78032815,0.92793506,0.7918829,1.2061499,0.97650605,1.1695724,0.6039851,1.1250557,0.86139196,1.0546628,1.4758686,1.1190921,0.8237928,0.97868234,1.0854125,0.6688813,1.1803274,0.64361686,1.167878,0.89870524,1.1888375,0.49806106,1.1537697,1.3311977,1.2871125,0.0,0.73038816,0.9178087,0.80253625,0.52560306,0.9059218,0.82230395,1.1525433,1.149651,1.069875,0.7022971,1.2696557
toe,1.4562963,0.39125544,0.58596915,0.81614363,1.3200924,0.5638002,0.66449153,0.59246784,1.0362834,1.52568,1.4168425,0.6967038,1.3513088,1.2797194,1.0489553,1.2392092,1.4538609,0.65634775,0.63818973,1.5130086,1.0681337,1.0488385,0.70937514,0.8520478,0.9330333,0.25730276,1.0244097,1.1496698,0.7614569,1.2518926,1.136317,0.39557397,1.3394948,0.6671368,0.46138525,1.5742836,0.6372685,1.2083626,1.1482776,0.98274827,1.402085,1.2253404,0.64534175,1.1938336,0.292611,1.0293665,0.9303689,0.78981173,0.55980515,1.1979,0.45569074,0.7505153,1.0885354,1.1546916,0.94326264,0.6376543,1.1120968,1.1704205,1.2105281,1.1293126,0.9426388,1.2276392,0.7969285,1.0449711,0.62930703,0.25671935,0.58135355,0.6735867,0.7971604,0.7516371,1.3846723,1.1622787,1.2816536,1.0437787,1.4847181,0.5850033,0.6091097,0.91577333,1.1302714,1.0640663,1.3347222,1.139435,1.3308394,0.9648224,1.3248936,0.90821403,1.3437998,1.1717155,1.1324538,1.0449481,1.2227535,1.3292593,0.37846148,1.1412739,0.8781361,0.8318651,0.82155615,1.2125459,0.62983644,1.3302193,1.3592458,1.5295694,0.73038816,0.0,0.38246214,1.1144347,0.6036652,1.3256876,1.2781982,1.2350383,1.3006313,1.0540161,0.31498557,1.3993766
tooth,1.3737127,0.7779478,0.7200097,0.7655451,1.3908688,0.6278777,0.6882899,0.6787349,0.85902315,1.3889568,1.4097927,0.72163105,1.2918102,1.213722,1.1616294,1.2801664,1.3746456,0.71516156,0.6280143,1.4179953,0.9312471,1.1180913,0.63332057,0.89754575,1.037036,0.17880523,1.1173517,1.1815972,0.7239848,1.2171177,1.073761,0.39926457,1.3448364,0.6033207,0.47340614,1.4078535,0.79201645,1.0830022,1.3111732,1.1186875,1.2593892,1.2348112,0.47504294,1.1191885,0.5143556,0.86691487,0.9087023,0.9977297,0.5247432,1.1253417,0.37584025,1.091768,0.98074114,1.1473866,1.047953,0.842019,1.1375872,1.1953499,1.2749474,1.1949586,0.81901,1.2518004,0.81191623,1.1909447,0.31875026,0.40678966,0.71901035,0.6432731,0.8059159,0.82941294,1.3638861,1.2376688,1.3297156,1.0611658,1.3517756,0.6281679,0.6108562,1.0486532,1.0006268,1.1335357,1.2023149,1.1323647,1.3244069,1.0930141,1.2407237,0.98338926,1.2586508,1.2142293,1.2001745,1.230396,1.0979388,1.2811475,0.41311896,1.1870476,0.9638711,1.161181,0.68260235,1.0803003,0.70695853,1.2489483,1.35734,1.4771076,0.9178087,0.38246214,0.0,1.1395142,0.6854377,1.3377795,1.2605637,1.1692016,1.2302577,0.9961115,0.53888667,1.313724
toothbrush,0.9349851,1.1733441,1.0233035,1.0422932,0.95156217,1.0227771,0.98756856,0.8690671,1.0600873,0.9963876,1.1047183,1.0082767,1.1398971,1.0494329,0.72103596,1.0900109,0.9005182,0.965455,1.0412889,1.0133979,1.0283262,0.98664606,0.84325343,1.06539,0.9303826,1.1206906,1.2977848,1.2096539,1.0028276,1.1413398,1.0610116,1.0551598,1.1816425,0.9443058,0.78455096,1.0168314,0.8708779,1.0271807,1.199211,1.1538844,1.1020519,0.9777275,1.168261,1.0205479,1.1131247,0.8176825,1.0167239,0.9977555,1.0490662,0.7240978,1.1320093,1.1199929,0.8665141,1.1745688,0.9898308,1.275702,1.0598067,1.1901696,0.74221385,1.1819727,0.80153966,1.0269518,0.9023289,1.1178646,1.1972857,1.0498036,0.9752975,0.9223931,1.0454091,1.1004143,1.0316802,0.7527433,1.1238058,1.2320004,1.0256885,0.9893417,0.94376934,1.1166371,1.0332536,0.8914504,0.93002367,1.0027649,0.99035263,0.89076847,1.0674616,0.9861202,0.62655497,1.1593888,1.0200294,0.71119606,0.85342395,0.87771285,1.0622627,1.1127793,0.7833777,1.1999568,0.89856184,0.58725643,1.0898544,0.9656927,1.0925866,1.0596365,0.80253625,1.1144347,1.1395142,0.0,0.9700212,0.77049124,0.7940651,1.0379435,1.0358721,1.033466,1.026142,1.1166325
towel,1.2335535,0.81142706,0.43307984,1.0909098,1.4916632,0.74340206,0.69493943,0.56836927,0.7738203,1.4335632,1.5987827,0.43667978,1.3556882,1.3314154,0.88954526,1.454829,1.3919222,0.48152626,0.39000952,1.1749084,1.0654538,0.6730995,0.6223248,0.5516819,0.74693835,0.47713983,1.4201372,0.9292146,0.5672512,1.3016602,0.9659067,0.65753025,1.4102362,0.86406636,0.40708792,1.354912,0.34905475,0.8936986,1.4438711,0.91207415,1.2165725,1.2513194,1.0093058,1.24876,0.9046951,0.8512529,0.7634239,0.9565965,0.7627418,0.98402774,0.63805944,1.1117369,1.2564794,1.4671539,1.4167073,0.79762495,1.118973,1.4087499,1.0833347,1.3670611,1.0158639,1.2732747,0.6068655,1.3008935,0.60678357,0.5373978,0.11584985,1.0024127,0.645849,0.61924964,0.9579258,1.1139041,1.4691476,1.1941454,1.4726355,0.46168524,0.53117394,0.80385804,1.01731,0.8489477,1.3253387,1.0604666,1.1543131,0.6633082,1.1216298,0.8175203,1.3558939,1.4831865,1.3151183,0.9499719,0.8591671,1.2853296,0.39077723,1.2778277,0.6401931,1.226027,0.7254411,1.1912806,0.5815449,1.3200135,1.3878092,1.4273584,0.52560306,0.6036652,0.6854377,0.9700212,0.0,1.0708636,0.9684799,1.1345723,1.2891247,1.021612,0.63281083,1.4029794
toy,0.7120243,1.2137492,0.91831505,1.1245927,0.9985452,0.95229757,0.93884146,1.104825,1.1792483,0.9744112,0.87181157,1.1629951,1.0541772,0.9392532,0.80599743,1.0185131,0.67703545,1.2314644,1.1954498,0.84544677,1.0926518,1.1194198,1.0584576,1.3214381,0.9597954,1.3371636,1.0919218,1.2120391,1.1618873,1.1200849,0.8821298,1.1878264,0.9060978,1.0946493,1.2592734,0.8840872,1.1463208,0.82407093,0.8520422,0.71690184,1.1846565,1.2143781,1.1774455,1.0919842,1.2728906,0.6678806,0.7781893,1.0313674,1.2540329,0.4272821,1.3093358,1.0327755,0.5944258,1.0042315,0.97005224,1.0407838,0.80767184,0.94928735,0.8904636,1.1168821,1.137048,1.0132358,1.2911602,0.8736035,1.2796307,1.2875584,1.1438208,1.2256975,1.221575,0.9606487,0.9290066,0.6668013,1.0521307,1.1426536,0.87022126,1.2640634,1.3169435,0.9795059,0.8293342,0.9857349,0.71599805,0.8004055,0.9153498,1.0065597,0.9361832,0.97360176,0.5507913,1.0690186,1.0058855,1.0710645,1.185688,0.65852565,1.2617912,1.1227244,1.0515738,1.134838,1.2239248,0.93249625,1.1482576,0.63578457,0.94166374,0.89497995,0.9059218,1.3256876,1.3377795,0.77049124,1.0708636,0.0,0.7617023,0.97134316,0.8094864,1.0184009,1.2317286,1.0695956
tray,0.82315636,1.1972604,1.0237664,0.9106285,1.0580829,1.1450838,1.1293242,1.0308506,0.8987301,0.8361325,1.0470095,1.0369924,1.061692,1.0821713,0.68551934,1.1172428,0.8955865,1.0491306,1.0036502,0.7893548,1.0725224,0.86125034,1.050183,0.9603368,0.83881205,1.2777555,1.2384937,0.94396204,1.0616834,1.0879347,0.7006951,1.155117,1.0570371,1.0052679,1.1412048,0.78428197,0.907833,0.69971853,1.1584028,0.9500167,0.98544675,0.9133652,1.264761,1.0261357,1.2750275,1.0261651,0.99124384,0.93537456,1.1166615,0.9388061,1.321615,1.1105405,0.94851255,1.1591532,1.15366,1.0901372,1.0579141,1.2216531,0.87096506,1.2343587,0.9853147,1.0287441,1.0095326,1.202097,1.219838,1.1881479,0.9242249,1.1191225,1.0556353,1.0586547,0.6732161,0.71569496,1.1916564,1.1357226,0.93430877,1.1127437,1.1726189,1.0147316,0.87466305,0.9153877,0.70545053,1.0246129,0.8964652,0.7252954,0.8824978,1.0737672,1.0006865,1.1925855,0.860301,0.80827403,0.6992893,0.7817575,1.154018,1.0905662,0.7933236,1.1645523,1.1070261,0.97942096,0.96850985,0.99433386,1.0471357,0.8255274,0.82230395,1.2781982,1.2605637,0.7940651,0.9684799,0.7617023,0.0,1.0347024,1.0837077,0.9399208,1.1190856,1.0413047
tree,0.9005552,1.1583428,1.103741,1.0154903,0.96762395,1.0870528,1.0850657,1.0559778,1.0743884,0.98406047,1.0472283,1.1139417,0.927273,1.0016532,0.95157415,1.0712241,0.9418445,1.0864646,1.1236776,0.8930998,1.0583103,1.0126398,1.1030289,1.0604382,0.7509095,1.1729419,1.0962428,1.0139588,1.1422315,1.0026894,0.8926345,1.1216077,0.9755478,1.0208266,1.1519308,0.9721261,1.1084783,1.0189408,0.98150116,0.9508657,0.9329046,1.0404016,1.1112407,0.9854068,1.1330469,1.0890309,0.94485956,0.9396823,1.147892,1.0343167,1.1300251,1.0662377,1.1307064,0.7955932,1.0386246,1.0942751,0.89290583,0.9444285,0.9734944,1.0312576,1.0715759,0.9742429,0.99762183,1.0576189,1.1462659,1.2233341,1.1814421,1.0802428,1.0277233,1.0166267,0.8765078,1.0654777,0.9684768,0.950092,0.9669693,1.0785365,1.1089759,1.0477309,0.8367224,0.7084147,0.95602,0.89920396,0.9772405,0.9972763,0.9108644,1.028783,1.028624,0.97511405,0.90781945,1.0307419,1.0230371,1.073942,1.1455783,1.0247406,1.0885737,1.0309474,1.118488,0.94167393,1.1148548,1.0267849,0.9500177,0.9790811,1.1525433,1.2350383,1.1692016,1.0379435,1.1345723,0.97134316,1.0347024,0.0,0.9183578,1.0166887,1.2072331,0.7177055
