,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
finger,1.3786913,0.47072428,0.82338053,0.926723,1.0910854,1.072326,0.6408644,0.9039461,1.185638,1.3574421,1.3500319,0.6622417,1.3551652,1.1622539,1.1682991,1.3056941,1.149436,1.1365414,0.72800076,1.0642886,1.2846096,0.6271544,1.0365438,1.0667512,1.0751574,0.8533976,1.152498,0.43732142,1.2825705,1.0935941,0.80609655,1.159895,1.0965296,1.1750687,1.1834688,0.96392655,1.3316321,1.1774758,0.5439234,1.3221085,0.8002185,1.2626938,0.95446134,1.1075741,1.0954905,1.0003781,0.57705927,1.2922852,0.6795924,0.8896895,0.0,0.72456396,1.2078342,0.52107894,0.80399,1.0910048,1.2029229,1.1485431,0.5197432,0.60721594,0.741259,0.9285579,0.44484288,0.5063327,0.9712687,1.1547682,1.165525,1.1130773,1.0210196,0.77576315,1.2894458,0.9566561,1.1909962,1.2032908,1.0512534,1.1816807,0.7593279,0.5690978,1.0592382,0.62753594,0.8145953,0.47349095,0.90881497,1.2589818,1.1831673,1.1524551,0.94683397,1.2034516,1.1118164,0.57722783,0.5955128,1.1235156,0.93653643,1.0994477,0.89884275,1.2442706,0.99044406,0.7365024,1.1570709,0.6780451,0.85664,1.3149018,1.0484272,1.1880462,0.9722464,1.2750062,1.1948935,1.1802468,0.950259,0.97291,1.2194054,1.2075256,1.4306946,0.6736649,1.298702,0.9504727,0.7612848,1.1662073,0.8809491,1.1860567,0.62050784,0.79071814,1.134351,1.4498868,0.9312921,0.28623086,0.52941525,0.7912787,0.8509064,1.0654583,1.3260453,1.1364595,0.9755497,0.57541335,1.2389635
fish,1.0524935,0.8969914,0.7694857,1.1690512,1.2557247,0.9989539,0.56752574,0.74503565,1.1940526,1.3371642,1.3561559,0.3887567,1.2479837,1.3043549,0.8203226,1.2816745,0.936502,1.0036423,0.5265661,0.8366054,1.1993409,0.57256234,0.9419583,1.0719186,0.8494812,0.69390655,0.76430464,0.63966894,1.0528328,1.0381391,0.6189622,1.0714896,1.1999651,1.1605352,1.2696044,0.98446894,1.3065965,1.2680526,0.43403703,1.2873367,0.6357438,0.9741703,0.83533776,1.144199,1.219982,1.0299689,0.83649886,1.2384489,0.8113512,1.2363303,0.72456396,0.0,1.1146793,1.0190766,0.8532985,0.6077556,1.2286547,1.0575131,0.82945675,0.9971821,0.51379883,1.2283628,1.2042434,0.5409445,0.6647132,1.1546482,1.3053496,1.0295392,1.3087101,0.6679,1.3362515,0.7398133,1.2503054,1.3012981,1.1829945,1.2267724,1.2163723,0.54669476,1.1518254,0.53756523,0.6380788,0.6742213,0.80159694,1.2818668,1.0324055,1.3557785,1.2408969,1.211421,1.1557623,0.4811542,0.49232757,1.1139295,1.0307274,1.060963,0.71041274,1.1833153,0.75463253,0.48727387,1.181881,0.7421728,0.6370051,1.3111057,1.0321711,0.9075256,0.8607275,1.2388805,1.3497709,1.0560331,1.2959154,0.97782296,1.2047889,1.0045202,1.350181,0.5524336,1.2238603,0.75627494,1.1086221,1.0761758,0.7820883,1.1679215,0.60607564,0.7638292,1.3086746,1.4603422,0.84103847,0.6848499,0.6564446,1.0141687,0.68488175,0.8791397,1.4090545,1.0154593,1.0685141,0.3892064,1.1580441
flower,0.8955627,1.1818901,1.1923625,1.0219221,0.9662202,1.1142521,1.1295048,1.0643278,0.85615027,1.0058134,1.086034,1.1045413,0.970106,1.0704945,0.77655697,1.0200864,0.9109471,0.9856466,0.9843263,0.9215816,0.9786854,1.087738,0.76107055,0.9881619,0.82971144,0.96417654,0.9011272,1.119477,0.9206784,0.8848456,1.0953503,0.79829717,1.0218114,0.98919755,0.867581,1.1725665,1.0506138,0.85537124,1.0877999,0.92283964,0.96983033,0.9327127,0.9408795,0.80894184,1.015567,1.172533,1.1338099,1.0225471,1.2282457,1.0855999,1.2078342,1.1146793,0.0,1.1462508,0.8976595,0.9905759,0.96380615,0.814481,1.1239759,1.0914803,1.0471423,0.9649345,1.0676459,1.119853,0.970437,0.90692896,1.0780132,0.91524714,1.111661,0.92582905,0.8957139,0.83699465,1.0314758,1.0392901,1.0366907,0.97911084,1.0744294,1.143897,0.9841723,1.1364398,1.0629666,1.0593659,1.0415164,0.94350696,1.0766741,1.0764993,1.1414062,0.99108124,1.0767747,1.0462546,1.0499654,1.0300572,0.8932666,1.1201096,0.97969013,0.06155181,1.0955441,1.0697423,0.9659084,1.059357,1.0804615,0.8387419,1.0858753,0.79333395,1.0672944,0.93172616,1.0501434,1.0647131,1.1360371,0.8057566,1.0683477,0.97876376,1.0302222,1.1971775,1.0091466,0.94573057,1.0885721,0.82130855,0.8644867,0.96941745,1.1343657,1.0595553,1.0769223,0.96246177,1.1421447,1.1570544,1.2503641,0.9231512,1.0028697,1.0626075,0.9579382,0.91980094,0.8772659,1.1144649,0.86533606
foot,1.0874448,0.4530573,1.1336064,0.96896845,1.0273207,1.1537678,1.0519255,1.0599713,1.0142982,1.0769107,1.0188535,0.98136544,1.074645,0.9353246,1.2066486,0.942242,1.1036522,1.1878878,1.1123706,1.2443457,1.1687114,1.037561,1.1060593,1.0425982,1.1034588,1.0156108,1.1738962,0.7753874,1.0807118,1.060503,1.1071764,1.0606542,0.88094217,0.92606485,1.0767057,1.0159731,0.9946805,1.0360054,1.034014,1.1826476,1.1645001,1.0612435,0.9642514,0.97484857,1.0130267,1.0482845,0.82281876,1.0350009,0.8343683,0.7885778,0.52107894,1.0190766,1.1462508,0.0,1.0298569,1.1782057,1.2011311,1.1874325,0.7491987,0.35811198,1.0957322,0.8175052,0.567044,0.8786576,0.99730295,1.0428872,0.9796969,1.1807954,0.58883286,1.0774559,1.0989922,1.1438919,0.9212351,0.8821796,1.0425085,1.0575453,0.478145,0.86451757,1.1496612,1.0850166,0.91733694,0.7427095,1.2017001,1.0346463,1.1274126,0.9079934,0.549957,1.0784565,1.0945357,1.0154546,0.9734931,0.961887,1.0128703,1.1247953,0.8833277,1.1302401,1.1907564,0.90235305,1.1900479,0.7187686,1.1542574,1.0904194,1.0240079,1.1836331,0.7998343,1.1450613,0.94280607,0.9858811,0.66952145,1.0668675,1.0851566,1.2495447,1.1973277,0.89453197,1.1325568,1.2068479,0.5051556,1.1794678,1.0967482,1.0100772,1.0473819,1.0037777,0.8956698,1.2105218,1.1680176,0.57838947,0.74751896,0.85880697,0.91239786,1.2303627,1.2167385,1.1117831,1.0090849,1.0102257,1.1478826
fork,1.3238261,0.8066926,1.1784505,0.9938111,1.0809606,1.0900416,0.91126305,0.88868654,1.0012063,1.0374615,1.3455863,0.6758799,1.12098,1.3623735,0.9889015,1.2452455,0.88497144,1.1044894,0.74222773,0.59306073,1.2620708,0.7315301,0.49747348,0.8766849,1.0188434,0.73247135,0.9058225,0.77759266,1.1860198,0.9633039,0.7309619,0.9683292,1.1283691,1.1123241,0.8694736,1.2154104,1.3637924,1.1675653,0.589512,1.2307936,0.66093236,1.2054214,1.1655897,1.0032463,0.878593,1.2279646,0.8169653,1.2576693,1.0432496,1.1852139,0.80399,0.8532985,0.8976595,1.0298569,0.0,1.0634999,1.2033126,0.89587677,0.90598524,0.97240627,0.7276064,1.1772759,0.97280496,0.8616543,0.8962306,1.14713,1.1895938,0.83266354,1.2725346,0.1839844,1.1494164,0.56134176,1.1687343,1.2457868,1.099017,1.0403926,1.2057817,0.9170442,1.3057141,0.85460186,0.6535431,0.742887,0.98874813,1.0482794,1.2286885,1.3025805,1.1995529,1.1007631,1.2637223,0.3455513,0.32998866,1.1967294,0.96086925,1.2615428,0.78355694,0.94223934,0.5749534,0.88984895,1.2400892,0.92006546,0.8536378,1.0219468,0.95308703,1.1241354,1.0433074,1.0117444,1.2438344,1.0266906,1.1805401,0.67521596,1.1995395,0.68955654,1.3161653,0.7516384,0.97344226,0.78815866,0.9099289,0.9015184,0.23553419,1.0172919,1.0192268,1.040899,1.1934837,1.2230784,0.8699647,0.75602084,0.8806891,0.29856586,0.71324265,1.072699,1.0960671,1.0554796,0.835728,0.6854744,1.1368122
frog,0.71992356,1.106116,0.56792396,1.1522449,1.1161189,0.66543067,0.8316801,0.5387504,1.1955035,1.3281136,1.3203348,1.0272738,1.3325832,1.0491937,0.6344999,1.1719325,1.2382524,0.84363616,1.038098,0.99862254,0.93717086,0.89954257,1.0456318,1.2939047,0.59947747,1.1426301,0.9692133,1.0359303,0.8971369,1.2130705,0.7985273,1.1757402,1.2349892,1.1911602,1.1133821,0.60190445,1.2307914,1.0424889,0.99146813,1.1009852,1.0294293,0.8050569,0.6198051,1.3695116,1.2194865,0.8519708,1.0254953,1.2310417,0.88161695,1.1512654,1.0910048,0.6077556,0.9905759,1.1782057,1.0634999,0.0,0.9491316,0.90822077,0.98538333,1.1932821,0.94042516,1.2425011,1.2003127,0.8913621,0.75310516,0.9352014,1.23014,1.0030092,1.3523304,0.990744,1.2652732,0.8984071,1.2158626,1.2513113,0.95566726,1.1351978,1.1859632,1.02248,0.6829907,1.0666854,0.8097511,1.1574917,0.5538076,1.284296,0.6192924,1.2936608,1.3756973,0.9965657,0.6689656,1.0299672,1.0093741,0.8059028,0.9268045,0.6661312,0.98256296,1.0624782,0.8902465,0.72413313,0.74239814,0.9792663,0.96118504,1.3557963,1.0681123,0.6811693,0.90941936,0.83781075,1.2991791,0.89750016,1.3858759,1.0158513,1.1670575,1.2652164,1.120113,0.96349245,1.1726421,0.95996404,1.2083826,0.81436557,0.9404652,0.8270325,0.73387456,0.95296496,1.2632765,1.2562354,0.86829007,1.1105423,1.1091722,1.0773865,0.91873395,0.64268804,1.0466776,1.048261,1.103244,0.98738056,1.195532
game,0.86506784,1.2473197,0.99258715,0.9085457,0.8232776,0.8894707,1.1366357,1.0699711,0.91613024,1.0124342,0.9017029,1.2834573,0.8365967,0.85450417,1.0235271,0.9020712,1.0818945,0.5959711,1.1854357,1.1024001,0.56495297,1.2691771,1.1031297,1.1072451,1.064002,1.2369921,1.1296847,1.3610201,0.9720561,0.9865794,1.2217164,0.9855731,1.0526286,0.9133737,1.0216943,0.9432167,0.8905273,0.92969656,1.2305678,0.6355819,1.2111021,1.007129,0.992782,1.0174005,1.0073519,1.0004375,1.177093,0.9697103,1.1821918,1.0521275,1.2029229,1.2286547,0.96380615,1.2011311,1.2033126,0.9491316,0.0,0.9857075,1.1741627,1.171998,1.241473,1.0897697,0.94996095,1.3212099,1.1151623,0.740093,0.9850447,1.0753254,0.9912395,1.2539046,0.71157724,1.2203219,0.8746903,1.019625,0.8984662,0.93026614,1.04592,1.2334526,0.8515113,1.2103897,1.1260287,1.2392256,1.0448179,0.98277974,0.8159646,0.85508585,1.117251,0.778195,0.89538634,1.2827883,1.2820935,0.9765872,0.91825736,0.9020788,1.1822581,0.9369415,1.019491,1.2281967,0.8412757,1.1936501,1.1781118,1.0107269,1.0516404,1.0150652,1.1108973,0.70788693,0.9900658,0.91317034,1.0407302,0.9853226,0.96916074,1.0938208,0.71910876,1.2247005,0.8631458,1.115269,1.120926,0.88949573,1.1828337,0.80458665,1.119275,1.140712,0.9781619,0.69006014,1.0633225,1.2886336,1.1919156,1.1472449,1.1753536,0.70901525,0.46236968,0.9848228,1.0580193,1.2988876,0.93012017
glass,1.0328059,1.0770943,0.93054247,0.97374994,1.0495235,0.84230816,0.8823198,0.90013313,1.0135429,1.1729459,1.2310876,1.0781401,1.1525912,1.2021121,0.8425053,1.1122271,1.0891343,0.9569249,0.853513,0.59905636,1.0067527,0.8466135,0.8986629,0.81322753,0.7954722,0.95439076,0.9629759,1.051805,0.95622015,1.0324804,0.9055587,1.01739,1.1485417,1.1427246,1.0673084,1.0788033,1.1698117,0.98718905,0.99146056,1.0771781,0.61916846,0.9916767,0.92674273,1.1398706,1.1399739,1.1245244,0.8585456,1.1597564,1.0738841,1.209712,1.1485431,1.0575131,0.814481,1.1874325,0.89587677,0.90822077,0.9857075,0.0,1.07757,1.1732981,0.9232011,1.1247959,1.1589357,1.0249183,0.8475412,1.1067446,1.0680878,0.7363076,1.2700343,0.8513608,1.2105429,0.78510916,1.0548185,1.1642553,0.8791078,0.77216864,1.1858261,1.1666981,0.8440052,1.0068457,0.89823496,1.1426147,0.73718965,1.0279498,1.0568997,1.1843586,1.2617899,0.9893125,1.0551612,1.0148094,1.0408163,1.0452969,0.9371486,1.0433912,1.0265772,0.88649863,0.7181429,0.9395591,0.9400053,1.1294059,0.9733852,1.0299855,1.0868211,0.86208606,1.1427622,1.0940704,1.1802292,0.90987605,1.2098769,0.8562272,1.2373993,0.91977805,1.0843244,1.0253636,1.1409322,0.8599048,1.015917,0.6233251,0.74937356,1.0805703,0.907121,0.9944653,1.1170589,0.9504382,0.8128905,1.0199976,1.1857136,0.9773308,0.93255174,0.89341503,0.8569445,1.0118005,1.027068,1.0859237,1.1154903
glasses,1.272259,0.7434484,0.8199371,1.0240651,1.1213692,1.0673442,0.8108272,0.8608074,1.232039,1.2421736,1.2488612,0.80621994,1.288637,1.0606275,1.1019446,1.2520719,1.0830072,1.1450189,0.8575313,1.0301286,1.2571292,0.8455067,1.0680176,1.0786297,1.0206884,0.9598191,1.0989927,0.6910394,1.1673658,1.1905646,0.8042193,1.1861258,1.0629432,1.155455,1.1200091,0.93044496,1.2375627,1.1118743,0.7278037,1.2818103,0.86365384,1.1512899,0.9763016,1.130998,1.0281948,1.0266433,0.80613065,1.2392147,0.54160213,0.66270226,0.5197432,0.82945675,1.1239759,0.7491987,0.90598524,0.98538333,1.1741627,1.07757,0.0,0.896768,0.7823782,0.6569086,0.76666456,0.43924737,0.9389182,1.1868775,1.038707,1.0540432,1.0643809,0.85197806,1.2148819,0.97559977,1.2205851,1.1714947,1.0635347,1.1695294,0.9504867,0.66201776,1.0678759,0.67457795,0.94503427,0.5247536,0.83576244,1.1714808,1.0668956,1.0546433,0.98957384,1.1746057,1.0947459,0.6691434,0.7444099,1.1180431,1.0150145,0.97494,1.0686088,1.1681602,1.0238962,0.81638336,1.0152297,0.7351719,0.89613175,1.1822588,0.9793311,1.0947088,0.9632128,1.09639,1.0372231,1.1784619,0.9741188,0.9949552,1.1106323,1.1639051,1.2848594,0.8170577,1.1664127,1.050776,1.0611833,1.1127737,0.9457495,1.1428847,0.79592216,0.9590586,1.0455763,1.3267517,0.9727669,0.62304187,0.67312276,0.9468564,1.0170511,1.1202065,1.3153641,1.068075,1.0745653,0.61691535,1.1035659
glove,1.0792707,0.50425225,1.177148,0.92348313,1.0755006,1.1573646,1.0761417,1.076411,0.80614865,1.1259968,1.1017507,0.92897683,1.025822,0.98756135,1.2557926,0.8928859,1.0245274,1.2142143,1.0580446,1.1093227,1.1658778,1.046169,1.0868297,0.836003,1.1460311,0.86171484,1.104772,0.8292538,1.1215475,0.98990434,1.1906053,1.0108092,1.0420998,0.98159814,0.9706184,1.099016,0.9970787,0.9504429,0.97084314,1.1196114,1.0694045,1.0897715,0.971807,0.98318845,1.0490009,0.9860827,0.8281042,1.0508474,0.96315426,0.9515468,0.60721594,0.9971821,1.0914803,0.35811198,0.97240627,1.1932821,1.171998,1.1732981,0.896768,0.0,0.9562896,0.9710448,0.572029,0.96339554,1.0314881,1.0994973,1.1131012,1.0489784,0.6875655,1.0049415,1.0706316,1.1505013,0.80237806,0.8135468,0.98073953,1.0114331,0.31834495,0.87229174,1.0709298,1.0966918,0.79560536,0.79135495,1.2355213,1.0191001,1.1818615,0.978514,0.684055,1.0899491,1.1100051,0.9687282,0.8881843,1.0312978,0.9958562,1.1544842,0.7177346,1.0986137,1.0911137,0.92158216,1.1838475,0.7369404,1.0572232,1.1092479,1.0166975,1.2456328,0.8111831,1.0768976,1.0387336,0.9730166,0.75291634,1.022316,1.1510761,1.1503755,1.2247189,0.8755139,1.1572461,1.0980134,0.26231563,1.1562642,0.99990416,0.9735233,1.0822893,0.97735506,1.0323609,1.1792442,1.0218118,0.57266456,0.67529786,0.7575796,0.72402036,1.1663263,1.1750008,1.1695879,1.0496969,0.98549414,1.1797485
gum,1.2909157,0.74409956,0.8147187,1.1420138,1.3480828,0.9364825,0.48674667,0.7418611,1.1614069,1.4729365,1.4816214,0.37246394,1.3628502,1.3150294,0.7769744,1.2952421,0.91490996,1.0636916,0.20433271,0.5858995,1.3944452,0.43993413,0.73907495,0.95511866,0.9512525,0.4713471,0.69751215,0.6599153,1.0804409,1.0195007,0.40952754,0.997181,1.2533314,1.2958252,1.2620205,1.126926,1.4190056,1.2827059,0.19673103,1.3692607,0.28331888,1.0838475,1.0029387,1.102255,1.3082778,1.223131,0.76580954,1.2234619,0.8225117,1.2915101,0.741259,0.51379883,1.0471423,1.0957322,0.7276064,0.94042516,1.241473,0.9232011,0.7823782,0.9562896,0.0,1.2573721,1.2565272,0.45781636,0.7035472,1.2738564,1.4185246,0.9159284,1.4292747,0.48817647,1.3969456,0.5298141,1.2340525,1.3502381,1.2771658,1.1466341,1.2089796,0.64057064,1.2196618,0.2597096,0.66320276,0.6119429,0.7913942,1.3510876,1.1086,1.4352143,1.3985102,1.3200837,1.2901301,0.30878294,0.44335914,1.2506479,1.1330911,1.1950473,0.5893742,1.1390731,0.70042074,0.6134039,1.2145789,0.7386252,0.29242158,1.3263167,0.9516353,0.84397846,0.97915226,1.4437797,1.4467361,0.98617476,1.3624338,0.9321822,1.3611873,0.87666124,1.5244951,0.34518218,1.230952,0.4776755,0.9221034,0.95460576,0.6273382,1.2330211,0.59636337,0.7843802,1.4286098,1.5464455,0.60170555,0.3972535,0.6172005,0.9725816,0.54672235,0.7163789,1.4183388,1.0240383,0.9131601,0.20472944,1.2113507
hair,0.98362595,1.0510502,1.2130312,0.9294652,0.8343591,1.221323,1.2522855,1.1716368,1.137148,0.8143682,0.7415052,1.1839379,1.0015253,0.7912404,1.1493092,0.91904604,0.98956513,1.0869765,1.270688,1.3235404,1.0077024,1.2109818,1.2367965,1.0767311,1.1588249,1.2994916,1.1182756,0.9994076,1.011177,1.1804297,1.2540568,1.0772016,0.7625621,0.9799835,0.7910099,1.0459001,0.83667254,0.837567,1.2779863,1.074737,1.3207226,1.0214148,1.072415,1.0207747,0.9015128,0.9936761,1.0731779,0.85944986,0.92775345,0.39874065,0.9285579,1.2283628,0.9649345,0.8175052,1.1772759,1.2425011,1.0897697,1.1247959,0.6569086,0.9710448,1.2573721,0.0,0.65482897,0.87550753,1.1476747,0.95814157,0.5594967,1.2934573,0.6920764,1.3127803,0.94707346,1.3432688,0.9399451,0.82517785,0.8262473,0.8594298,0.7104139,1.0077511,1.1023191,1.090506,1.3352745,0.9392186,1.1195914,0.93954587,1.0360116,0.5560507,0.6407901,0.96375173,1.027786,1.1858683,1.2283173,0.98583966,0.9913888,0.9446594,1.334667,0.92119557,1.3241197,1.2877626,0.9525952,1.1086255,1.2376479,0.8410232,0.9652777,1.1080078,1.0808399,0.8676938,0.54337037,1.1761596,0.64845705,1.1594598,0.75423396,1.0745413,0.8134477,1.25873,0.8746206,1.2983897,1.1016142,1.1929774,1.3523822,1.0534354,1.1929345,1.214304,0.5636691,0.8705208,1.3763502,1.059037,1.0295453,1.1226279,1.4038295,1.2925797,1.0623682,0.95669806,1.2288964,1.1423143,0.8783678
hand,1.1281748,0.7497514,1.155029,0.66081166,0.76586723,1.1651127,1.2328577,1.1458321,1.0401269,0.9919919,0.97521555,1.2218544,1.0876932,0.845407,1.2695732,1.0307529,1.0908505,1.0494219,1.2924929,1.2664858,0.9775313,1.1327949,1.1835276,1.041703,1.1511278,1.268602,1.2758346,0.91733795,1.1394613,1.2120006,1.2935281,1.1820354,0.96241325,0.9584208,0.8265599,1.0188884,0.9818828,0.8548063,1.2162817,1.1122296,1.2850003,1.1347272,1.0627507,1.0365804,0.8891574,0.97312224,0.8627136,1.0448456,0.9293434,0.6284301,0.44484288,1.2042434,1.0676459,0.567044,0.97280496,1.2003127,0.94996095,1.1589357,0.76666456,0.572029,1.2565272,0.65482897,0.0,1.0965233,1.2230281,0.9702084,0.8210066,1.1530501,0.6366162,1.1651704,1.0092164,1.3913434,0.87264407,0.8151108,0.78560877,1.02731,0.41622263,1.0478586,0.95930225,1.1590104,1.1656613,0.87307155,1.140828,0.9663122,1.009985,0.68602455,0.71926934,0.9335433,0.9718821,1.08876,1.0903058,0.9925188,0.8631182,0.9563968,1.255842,1.038993,1.1835928,1.2226546,0.90885043,1.0210544,1.3023019,0.9973158,1.0961776,1.2853932,1.0731207,0.81669736,0.7597238,1.1398396,0.6255354,1.0864862,0.9733555,1.1221483,0.998941,1.186731,1.0928465,1.2457283,0.7911658,1.1223726,1.1550055,0.9719954,1.1009374,1.1483203,0.7660438,0.9415147,1.3131458,0.7654604,0.89782053,0.76314217,1.2142508,1.2877423,0.8578744,1.0957426,1.1295561,1.168354,1.0351877
hat,1.2702835,0.66313136,0.67703575,1.1872818,1.332029,1.0014292,0.41720992,0.7763468,1.2062835,1.4636407,1.4347697,0.5115168,1.361592,1.2730634,0.9012125,1.3499193,1.0883837,1.107161,0.43358982,0.849912,1.3306978,0.4926529,0.94393784,1.041796,1.0035759,0.6136532,0.9094098,0.46727526,1.1249642,0.96528286,0.52310264,1.0087787,1.1648715,1.1921458,1.3035975,0.9179741,1.3926724,1.279568,0.38169336,1.3241572,0.5155558,1.0842105,0.69045675,1.0993582,1.2643316,1.0739453,0.702473,1.330852,0.73413074,1.088142,0.5063327,0.5409445,1.119853,0.8786576,0.8616543,0.8913621,1.3212099,1.0249183,0.43924737,0.96339554,0.45781636,0.87550753,1.0965233,0.0,0.7406802,1.2341826,1.2585824,1.0936284,1.3156937,0.67377263,1.3538182,0.6188456,1.3090938,1.377042,1.2983066,1.2112958,1.103281,0.49061096,1.0842686,0.35991412,0.7343379,0.4585718,0.724772,1.3542824,1.1279762,1.3465818,1.1973599,1.3359797,1.1668692,0.4739024,0.5779958,1.1461769,1.123714,1.0790501,0.7364534,1.1917439,0.89443636,0.47553575,1.2063985,0.49240267,0.5225891,1.3483615,1.03088,0.8513161,0.9473751,1.3373388,1.3383694,1.1246076,1.2079219,0.9862375,1.2674651,1.1649889,1.5027564,0.4937817,1.2878773,0.770877,1.0068876,1.1126059,0.7957608,1.2771124,0.55048466,0.71033317,1.268454,1.5371407,0.7677983,0.42958575,0.60426664,1.0598037,0.75741124,0.83586216,1.5142279,1.0825031,0.9115444,0.35063887,1.2167672
horse,0.9229416,0.8710573,0.9076156,1.0775418,1.2309701,0.9108888,0.7549413,0.83730245,1.0616419,1.3487096,1.3465625,0.7586974,1.2030618,1.2326593,0.8584627,1.2214363,1.0494261,0.98685884,0.7986798,0.864073,1.1214554,0.8166772,0.8263269,1.0750678,0.82761467,0.81650466,0.89782786,0.84513956,0.9924192,1.0071474,0.7279249,0.92478526,1.141196,1.1193669,1.141986,1.0103934,1.3112364,1.161273,0.76803684,1.1315248,0.81235576,0.9621289,0.8137062,1.1260663,1.2342846,0.94963306,0.8506135,1.2504783,0.85813326,1.2615516,0.9712687,0.6647132,0.970437,0.99730295,0.8962306,0.75310516,1.1151623,0.8475412,0.9389182,1.0314881,0.7035472,1.1476747,1.2230281,0.7406802,0.0,0.96725583,1.2793733,1.0104854,1.2985824,0.8225987,1.2842269,0.6939333,1.1700974,1.1573846,1.1530176,1.0070292,1.1012189,0.84509385,0.9869662,0.8738637,0.70223325,0.92816156,0.84430957,1.2977574,1.0511466,1.3006124,1.2617269,1.0646218,1.0701823,0.7872501,0.77368426,1.0570534,1.0776178,1.0576835,0.8077723,1.022265,0.7741233,0.41130632,1.0806684,0.8797016,0.8349415,1.3266543,0.9071909,0.9033767,0.90146244,1.1979067,1.3246431,0.9458747,1.2719388,0.9565597,1.2447407,1.0938095,1.3197163,0.76917684,1.0638165,0.79535186,0.9719408,0.9318638,0.8653304,1.0308163,0.8476012,0.9970596,1.2820256,1.2817283,0.8689295,0.76215994,0.90633166,1.086022,0.7373779,0.8591157,1.2202382,0.9839875,1.0511625,0.8065351,1.0993259
hose,0.89724594,1.1701744,1.1179544,1.021581,0.7750714,0.997852,1.2208765,1.1144909,0.95909476,0.8677772,0.83749175,1.2094009,0.93820244,0.89885175,1.0978571,0.92873937,0.8172606,0.8191599,1.2576394,1.2515373,0.70686895,1.2532499,1.0946857,1.2169484,1.0066727,1.2899764,1.0382354,1.2095159,1.0583732,1.0270149,1.1283829,1.0271659,0.9820081,0.9562901,0.872847,0.9484027,0.935201,0.8248619,1.2553998,0.7626033,1.3301736,1.0517724,0.96110445,1.059037,0.8818306,0.9267488,1.2642117,1.0193044,1.1758844,0.93390554,1.1547682,1.1546482,0.90692896,1.0428872,1.14713,0.9352014,0.740093,1.1067446,1.1868775,1.0994973,1.2738564,0.95814157,0.9702084,1.2341826,0.96725583,0.0,0.9259097,1.1191771,0.897521,1.2193273,0.7463289,1.1523831,1.0573964,0.84746563,1.0389717,0.9768803,1.0059285,1.0917898,0.9648677,1.2827595,1.2418723,1.1367325,1.108614,1.0541546,0.97851324,0.91104627,0.9778973,0.7791314,0.86592704,1.2190976,1.1883342,0.9395785,0.98603034,0.99274945,1.1535152,0.8883556,1.1592703,1.0747222,0.9198462,1.1500785,1.170949,1.0652201,0.9282232,1.0688113,1.0188707,0.5785723,0.894133,1.0198795,1.0175493,0.92455435,0.93096995,1.0512193,0.7416115,1.2337577,0.6553641,1.2221515,1.164769,1.062186,1.2289661,0.596049,1.1884547,1.1237191,0.9179244,0.79831225,1.1711104,1.3012009,1.1463733,1.0657488,1.2602863,0.9022279,0.7395365,1.0090942,0.99398136,1.2889719,0.95964915
