,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.3152215,0.3277644,0.75062096,0.29321337,0.8522476,0.9705414,0.89647776,0.93642133,1.198547,1.2791567,1.3583841,0.9038675,1.147241,0.9956047,0.97679675,1.2817683,1.2573346,1.104082,1.0382956,1.1979536,1.3028412,0.9914085,1.1608148,1.0771987,0.8695413,0.94863313,1.3389821,0.51946795,1.2358173,1.1552838,1.079083,0.92380923,1.230018,1.0939999,1.307067,1.2954204,0.9715092,0.8792579,1.277658,1.1638101,0.7779863,1.366413,1.0050483,1.012822,1.1321908,1.2063179,1.1434126,1.1952724,1.0818615,1.0287751,0.4847222,0.71773416,0.9395846,0.0,1.0575858,1.1699927,1.0359024,0.31904614,0.8501245,1.0846876,1.2156342,1.2064575,0.615839,0.80538493,1.2674178,0.8136523,1.0385056,0.30574524,0.81689835,1.1418645,1.2189013,1.1932774,1.232688,1.014733,0.88940674,1.2629585,1.0831296,0.85876256,1.1326323,0.79968303,1.2653285,1.0322952,1.1078932,0.58880556,1.163502,0.67018247,0.9101327,0.5439617,0.5814292,0.6955118,1.3169942,1.1759887,1.2019883,1.0397227,1.0612843,0.7959552,0.7143303,0.6699691,0.9663294,1.0467267,1.0330787,0.8399757,1.1334693,1.0260208,0.77730405,1.2103842,1.0465051,1.2947067,0.982532,1.15441,1.076987,1.1499957,0.84712297,0.9138571,0.82666963,1.2333357,1.1459703,1.2185571,0.6652042,1.2532886,0.928182,0.7104799,0.9547726,0.8713927,0.8902821,1.1065685,0.8247764,1.2312301,1.1108052,1.3288717,0.95611596,0.20356083,0.45383936,0.88130534,0.9431237,1.1508564,1.2114053,1.16909,1.2573003,1.1333787,0.7243525,1.1631241
firetruck,1.0670933,1.0601275,1.1338054,0.99723685,1.0317891,1.095832,1.1406468,1.0041652,1.0144223,1.0239747,1.0223819,1.0450892,0.93245906,1.0026649,1.0358385,1.0361325,1.1123606,1.0759501,1.0754229,1.1559842,0.9910423,1.1429765,1.0629036,0.9729696,1.0118355,0.9988426,0.6647217,0.9403146,1.0134917,1.0292168,1.1022589,1.0703394,0.91928566,1.0391506,1.0192649,0.8063574,1.1122024,1.0508864,0.9576573,1.0297793,1.163562,0.9472091,1.0773995,1.1212728,1.0070698,1.022419,0.86684203,0.92393696,1.0321888,1.0083897,0.97413486,1.1422219,0.7999846,1.0575858,0.0,0.6462022,1.0692174,1.0101657,1.1551359,1.024899,1.0716918,0.8443181,0.8911166,0.71141714,1.0383106,0.8521764,0.7510406,0.9128802,1.0150738,1.1042042,1.0464702,0.98822725,1.0904679,0.9634889,1.1517087,0.85682464,1.198142,1.0967462,1.0851533,0.9732775,1.0563562,0.9468817,0.5487965,0.9684583,1.0220168,1.064349,0.9892158,1.0082191,1.0959506,1.084558,0.95563316,0.9498116,0.9818758,0.90454006,0.9745216,1.1477151,1.1477685,1.1349959,1.0250679,1.0054421,1.153813,1.0404178,1.0965292,1.0879693,1.096887,1.0059756,1.0167805,0.96215034,0.9994057,0.87058437,1.1690438,0.9560222,1.02804,0.83149576,1.106428,0.8709679,1.0804614,1.0835733,1.1066712,0.87899286,1.117557,1.0034755,1.0611103,1.1947376,1.0114124,0.8306644,1.0919816,0.62613785,0.95278275,1.0399159,1.1637481,1.0107213,0.9441294,1.0709289,1.0487553,1.1059334,1.0039144,1.0438132,0.9656787,1.0922585,1.0475289,0.9148489
fish,1.0152932,1.2278355,0.90625036,1.1278845,1.2538142,0.87177247,0.8286873,0.8651,1.0959009,1.1005921,1.1340744,0.581042,1.0605943,1.2733128,0.5644889,0.958526,1.1143639,1.0242842,0.92869854,1.0556517,1.245989,0.8340203,1.07446,0.9722956,0.71796876,0.9391535,0.59566104,0.949894,0.8653554,1.1581049,0.8450738,0.76033777,1.1866193,1.1459047,1.21314,0.8350998,1.0146388,0.8664714,1.1042013,0.8361374,0.77780324,1.2238958,0.95516276,1.0060824,1.0333712,0.90056336,0.9559281,1.2056257,1.1704025,1.1915028,1.0736443,0.96932924,0.99964094,1.1699927,0.6462022,0.0,0.9203029,1.1119376,0.8352311,0.6492363,0.88489664,1.1814451,0.87734574,0.7738291,1.1000243,0.8554393,0.9971644,1.2507588,0.8314882,1.1099379,1.2216309,1.1680721,1.2387598,1.0704932,0.808678,1.2453817,0.9086285,1.0101589,1.0756681,1.2595943,1.210568,1.0292945,0.7088078,0.9429814,1.049851,0.7971103,0.8022474,0.8928735,0.9811939,0.88378024,1.2417121,0.8649692,1.2243754,1.0997851,1.0759784,0.75287056,0.81973296,0.81171286,1.2421557,0.8504861,0.89427054,0.92690283,0.9725377,1.0661883,0.90085757,1.0958471,0.7571996,1.28247,0.8851619,1.0591636,1.0444471,1.2067571,0.9528349,1.020158,1.0606651,0.8866048,0.8079586,1.2072413,0.7846509,0.9259841,0.95764065,1.1084547,1.1350008,1.0170326,0.9893922,0.9727417,0.89309317,0.8661602,1.1661633,1.2847133,0.91283137,1.0475259,0.89089054,1.0687495,0.8048191,0.95623404,1.180195,1.0770708,0.8905279,1.1886407,0.7653885,1.091037
flower,0.9953127,1.0587252,1.0072482,1.1041921,1.1452211,0.9984274,0.8505883,0.93032116,0.67100966,1.1079116,1.1817168,0.8739103,0.96174455,1.286852,0.71789396,1.0815898,1.1906066,0.8419532,0.76412654,0.9275129,0.99937874,0.95632404,0.88478756,0.8526597,0.81026417,0.6902328,1.2096605,0.8891171,1.0372223,0.7591585,0.92106473,0.77527094,0.9808818,1.1926132,1.047733,0.845088,1.0202498,0.8916357,1.1877842,0.9168341,0.8463167,0.9774426,0.79828763,0.7175795,1.1732231,1.0470077,0.9272152,0.9328846,1.0737222,1.2768704,1.01456,1.0310332,1.2834462,1.0359024,1.0692174,0.9203029,0.0,1.0876759,0.7304442,0.64661795,0.956375,1.0606371,1.0615226,0.9910216,1.1828628,0.8642721,1.1141297,1.1189004,0.88029605,0.95443904,1.1643133,1.259248,0.9160135,1.2589898,0.84135675,1.0601529,0.6861739,0.9065201,0.9190912,1.1788852,0.9623703,1.0558635,1.0014168,1.2633632,0.9518994,1.0100074,0.6617598,0.850285,0.95536125,1.0676186,1.215326,1.0365779,1.2792022,1.2016426,0.95352024,0.7960807,0.79681814,0.7537824,1.1073028,0.76514006,0.9275054,0.17491722,0.9705174,0.914063,0.87022877,0.8745325,0.763082,1.0510713,0.6144199,1.2474332,0.74603677,1.3133618,0.99744177,1.202785,0.70932364,1.1941762,1.0266397,1.2527124,0.95092213,1.229665,0.89401025,0.97580415,1.037459,0.7930656,0.8904365,1.129239,0.9258028,1.1260598,1.2987299,1.1748064,1.0051425,1.0883886,0.99030495,1.0479664,0.60952723,0.9749225,1.0742847,1.0220977,1.1798122,0.62906986,0.8719679,0.9452996
foot,1.2536005,0.3307588,0.80477375,0.48119736,0.72965664,1.0891309,0.9697147,0.9109861,1.1985261,1.1627086,1.316833,0.85769236,1.11943,0.9334768,0.89597857,1.2538149,1.3171138,1.2361988,1.0542758,1.2411207,1.3000014,0.92868376,1.0403732,1.1243536,0.8313751,0.89591646,1.2825438,0.46489584,1.1670804,1.090642,1.0237714,1.0470972,1.2404852,1.0792062,1.1908158,1.2330703,1.0585065,0.945291,1.229016,1.0969844,0.82856363,1.3431842,1.0380564,1.1161907,1.1691964,1.1792735,1.2059655,1.1635484,1.1290687,0.94215465,0.5071476,0.7861272,0.8788535,0.31904614,1.0101657,1.1119376,1.0876759,0.0,0.9577825,1.1629047,1.1688554,1.2191898,0.47012293,0.7833141,1.2616384,0.99568325,0.9963262,0.48622644,0.81860846,1.2144932,1.140942,1.2014252,1.2974561,0.8689564,0.9446741,1.2422911,1.0949152,0.75534016,1.0842057,0.84138054,1.2972362,0.99283683,1.0904671,0.54804754,1.0818104,0.68234384,0.81081927,0.46069747,0.6356329,0.7201115,1.2778217,1.1777213,1.1645372,0.88757825,1.1227444,0.85923576,0.831107,0.74699724,0.9741392,1.0333513,0.9907378,0.82869434,1.1691964,1.1017752,0.79704684,1.1269801,1.1139174,1.2721816,1.0095726,1.1406689,1.12296,1.1625828,0.6813834,0.77513444,0.7631789,1.1985414,1.1924024,1.1257925,0.5627233,1.2299051,1.0247049,0.6394827,1.0076884,0.9880433,1.0300854,1.1468245,0.85988367,1.207721,1.0814892,1.3269377,1.0597445,0.19085789,0.6038258,0.9294385,0.8428929,1.2632054,1.2037337,1.2153884,1.1592928,1.170706,0.6808667,1.2482888
fork,1.4677877,1.0781856,0.6674671,0.9759253,1.3230544,0.7628708,0.5136764,0.81792307,0.847038,1.313999,1.5409404,0.40157598,1.0593133,1.6013833,0.70329654,1.4927202,1.312381,0.8741115,0.31187773,0.6429393,1.3661804,0.46269763,0.9575945,0.68973356,0.5038246,0.5040605,1.1802437,0.83411074,1.3153212,0.9410407,0.74835944,0.4685647,1.2971785,1.2765186,1.3399475,0.8245724,0.9699457,0.73623204,1.5544598,1.1037196,0.19144416,1.3422745,0.3433944,0.9222044,1.2393953,1.2762742,1.2231816,1.2133104,1.0614703,1.544506,0.9570161,0.65649873,1.3980151,0.8501245,1.1551359,0.8352311,0.7304442,0.9577825,0.0,0.6940064,0.9970708,1.2928464,0.7650436,1.3710427,1.26597,0.9636611,1.3658855,1.2180303,0.7780551,1.0518916,1.1834105,1.4975028,1.0392448,1.5113348,0.14650393,1.4265332,0.3791132,0.57220435,1.2945373,1.3081508,1.1963794,1.5157995,1.1696391,0.9582889,1.3561879,0.5044708,0.43193978,0.57193804,0.6669063,0.6988193,1.2450569,1.2458059,1.5128313,1.4950371,1.2691948,0.14668024,0.13609695,0.53675663,1.3588984,0.8599022,0.5303968,0.71439576,0.6666304,0.95817256,0.86031306,1.210767,0.42312557,1.2805836,0.74732745,1.3692307,0.66686517,1.5380228,1.0517597,1.4208373,0.45172524,1.2401683,0.48148072,1.4663265,0.42191392,1.3118161,0.56992203,1.1287804,1.1835506,0.18577504,0.6490651,1.0836794,0.48482955,1.3463126,1.5419681,1.4997659,0.5232271,0.84702396,0.8144543,0.88952637,0.50290555,0.8678392,1.244377,1.1413854,1.2412095,0.6392794,0.3923124,1.2179523
frog,1.0877658,1.1664062,0.7629575,1.0644027,1.3766689,0.5483614,0.61640584,0.57387716,0.7502154,1.3797505,1.3298774,0.77965045,1.2262007,1.3960507,0.8111288,1.1200863,1.1766822,0.6534511,0.73072064,0.7634023,1.0874484,0.675994,1.021324,0.79871184,0.5280465,0.8145722,0.9872554,1.1126308,0.9950024,1.1379753,0.6931359,0.62325877,1.3305266,1.2528477,1.2608687,0.9623147,0.7480778,0.72721887,1.3559179,0.87292814,0.64709413,1.2500987,0.75685716,0.75813484,1.0911454,0.9323699,0.67055374,1.3452138,1.1837497,1.3507838,1.0792012,0.8385302,1.2760282,1.0846876,1.024899,0.6492363,0.64661795,1.1629047,0.6940064,0.0,0.9118818,1.2227207,0.9871797,1.0043627,1.2258685,0.51517564,1.2157184,1.2334226,0.6566642,0.8730866,1.3146074,1.3477051,1.0106784,1.4135114,0.78338087,1.3932831,0.6842826,0.99060744,1.2164547,1.0726783,1.0750473,1.2180691,0.82658815,1.1182042,1.1521195,0.89422196,0.78177524,0.90955853,0.93620634,0.8127506,1.3656101,1.0709509,1.3555844,1.4309824,1.0133576,0.6889276,0.72530967,0.7370106,1.2096416,0.7539426,0.70670974,0.8208059,0.8172754,1.0180566,0.74221057,1.0588485,0.72099507,1.3979762,0.6034856,1.228919,0.67677087,1.4079387,0.93340856,1.3945129,0.76036495,0.9942388,0.9951118,1.3433878,0.77782553,1.1595544,0.6926,1.0715529,1.1146733,0.69114697,0.8785099,1.0295769,0.7630138,1.118088,1.390068,1.3294439,0.592563,1.0570639,0.97144103,1.0089109,0.74087864,0.3652023,1.0842271,1.0893853,1.1363015,0.93603873,0.739022,1.255501
giraffe,0.7029422,1.2977417,1.1580322,1.2249501,0.9245681,1.0812358,1.1382256,0.9613897,0.95907253,0.8364159,0.87500316,1.030425,1.1288911,0.9247173,0.79642296,0.78974664,1.0110213,1.0697749,1.091169,1.0769922,1.02432,1.0576233,1.1956346,1.218637,1.0532577,1.1434445,0.84469604,1.0923661,0.8497931,1.1955816,0.9390571,1.0094321,0.8911358,0.9787049,1.0499573,0.8251766,1.1037098,1.0472132,0.9588917,0.7262813,1.0643368,0.91214216,1.1298336,1.0031841,1.0204592,0.959335,1.0988549,1.0190357,1.0782719,0.98422295,1.1885197,1.133723,0.98026365,1.2156342,1.0716918,0.88489664,0.956375,1.1688554,0.9970708,0.9118818,0.0,0.83678675,1.0986692,1.1908466,0.88078165,1.0342578,1.069187,1.1258383,1.172487,0.9690466,0.9862347,0.9387734,1.1005524,0.97511816,0.96792424,1.0581329,0.9967454,1.0743171,0.74600834,1.0557295,1.0174103,0.86691666,0.9753626,1.1258806,0.7976917,1.0739123,1.0130144,1.1381682,1.1724144,1.1700878,0.95668924,0.77212346,0.85400975,1.0522866,0.99053496,1.0526525,1.082527,0.99507904,0.8732505,0.91454464,1.0614927,0.95010746,1.0300236,0.857747,1.2177688,0.9719946,1.1089302,0.93990725,1.1702207,0.93454957,0.99828124,0.87214255,0.959025,1.0637329,1.1633432,0.9582791,0.9689832,0.793849,1.1325966,0.69965196,1.116532,1.1914102,1.002082,1.0607417,1.0731196,1.0608817,1.1430762,1.0388815,0.9755305,1.0113938,1.1451504,1.2906147,1.1409564,1.0570614,0.9206187,1.0571684,1.0522131,0.8823624,0.9451333,1.1500663,1.0482131,0.9429148
glass,0.63789046,1.2451712,1.4112419,1.096062,0.734329,1.2301112,1.3445845,1.1821771,1.001033,0.6100249,0.75105727,1.4999969,0.89926845,0.81677175,1.1610775,0.85392284,0.7722663,1.0906782,1.3005614,0.96766686,0.7052703,1.3776605,1.0811325,1.032745,1.4087491,1.2750148,0.7926502,1.279615,0.87025785,1.0259134,1.1852808,1.2802706,0.6008734,0.9573727,0.764595,0.77552307,1.1609232,1.1502838,0.8257372,0.9736606,1.4950824,0.5858592,1.2619193,1.10219,0.6132816,0.9274219,0.96391594,0.8097236,0.8083222,0.88074607,1.2971407,1.401734,0.78596306,1.2064575,0.8443181,1.1814451,1.0606371,1.2191898,1.2928464,1.2227207,0.83678675,0.0,1.2651973,0.9451315,0.7871475,0.94830465,0.82172775,0.78933483,1.4155064,0.8681205,0.6910112,0.84134156,0.59636605,0.92788213,1.3294735,0.57581556,1.1685063,1.3146074,0.74423164,0.8304682,0.6924735,0.7539457,0.77611995,1.3118776,0.78093886,1.4317274,1.4723173,1.444375,1.3564104,1.4733406,0.62234926,0.794057,0.74707973,0.9574841,0.807806,1.4225924,1.40986,1.3276374,0.6459067,1.2324495,1.2782801,1.1538677,1.0238776,0.9402218,1.3275527,0.89070934,1.3026874,0.59784365,1.2263296,0.81308407,0.81903577,0.72397166,1.0918252,0.94529647,1.3732858,0.9169816,0.95876795,0.6553651,1.5678902,0.72672975,1.2035254,1.1886148,0.7020081,1.1173298,0.88532144,0.8808767,1.4299166,0.81100434,0.83878464,0.5832256,1.2889376,1.4186541,1.13051,0.7945037,1.4612561,1.1293725,0.79116464,0.904656,0.962297,0.99656695,1.4783658,0.7699335
glasses,1.3353368,0.7695646,0.6268525,0.81975883,1.1474948,0.8888052,0.8019144,0.8924838,1.1997544,1.2559383,1.3947911,0.67918783,1.2880411,1.1310887,0.74631804,1.3731668,1.2551866,1.1556573,0.84399986,1.1627916,1.3623753,0.815197,1.1421059,1.0643823,0.49875224,0.89816535,1.0742086,0.67050815,1.2042743,1.2320353,1.0213093,0.7879009,1.2747027,1.09237,1.3444788,1.1846434,0.9991212,0.9474422,1.2798244,1.123666,0.6294797,1.3938792,0.8784518,1.1085421,1.2381109,1.1720586,1.1317389,1.2479256,1.1585217,1.1024628,0.42296493,0.6831091,0.69686043,0.615839,0.8911166,0.87734574,1.0615226,0.47012293,0.7650436,0.9871797,1.0986692,1.2651973,0.0,0.9981751,1.205378,1.0004938,0.7985116,0.9309783,0.57828975,1.2237753,1.2335992,1.1877308,1.3426769,1.14829,0.7943871,1.3384292,0.92230445,0.8513413,1.2505391,1.0964136,1.3448687,1.1984485,1.0082829,0.31829447,1.1741644,0.40128827,0.8587121,0.29784185,0.61566067,0.5765644,1.2575665,1.185577,1.2373488,1.1302693,1.2586663,0.68343127,0.66388696,0.7767643,1.1320132,1.1382247,0.9251693,0.8264516,1.1261634,1.136133,0.8165611,1.1823065,0.9308775,1.29606,0.92502624,1.1059479,1.1393079,1.1972829,0.86701554,0.999123,0.67306274,1.1822467,1.0951958,1.3243153,0.4489025,1.2126539,0.9092031,1.1275744,1.2272854,0.9243499,1.0068237,0.9408561,0.64901906,1.1475273,1.1356024,1.4450121,0.909784,0.4349358,0.72978806,1.1546214,0.9037212,1.1042615,1.2974144,1.1447701,1.1119843,1.1914817,0.34608883,1.2254397
glove,0.7968888,0.67284393,1.1684915,0.78795236,0.6836408,1.1907611,1.2210016,1.0146194,1.1183313,1.1154314,0.9696436,1.1825118,1.01777,0.68281424,0.91368914,0.7414953,1.035211,1.1558987,1.3734035,1.3334252,1.0599003,1.3719409,1.0029119,1.0356125,1.1336646,1.1278275,0.9063513,0.8592057,0.8068027,1.0253928,1.2082859,1.2646158,1.1005441,0.99400246,1.0409732,1.0630705,1.1503773,1.1129746,0.8637238,1.0246377,1.3328863,1.0416739,1.3524876,1.0763127,0.8172439,0.7714622,0.7599941,1.0762944,1.0535066,0.74496096,0.94307566,1.2377206,0.84817886,0.80538493,0.71141714,0.7738291,0.9910216,0.7833141,1.3710427,1.0043627,1.1908466,0.9451315,0.9981751,0.0,1.1238667,0.8040447,0.82071126,0.55718756,0.9078278,1.0209621,0.9957822,0.8836501,1.1180811,0.547624,1.3699782,0.9076645,1.3691231,1.1044861,0.8418219,0.7980695,1.0544364,0.52991945,0.7447463,0.9656882,0.8117405,1.1743162,1.0960547,0.99423563,1.1847019,1.1814039,1.01722,0.9320843,0.88392806,0.58588254,0.9361783,1.3008964,1.3217258,1.1676066,0.86432976,0.85474956,1.3786132,0.9461975,1.3267212,1.0173706,0.9241425,0.7497119,1.1811762,1.0431327,0.80494475,0.87706393,0.9876095,0.847755,0.71568334,0.5403484,1.1477913,1.0544564,1.3066441,0.9462764,1.138771,1.1140522,1.2565851,0.58248544,0.94327796,1.2970691,0.9974506,0.9547139,1.2607383,0.80945784,0.76436603,1.0614446,1.2459471,0.7774167,0.7200152,0.92464453,1.0350971,1.148901,1.0547063,1.2274699,1.0428361,1.0735717,1.1248697,1.145726
grass,0.80612755,1.2236373,1.2185967,1.2633779,0.87406015,1.1770586,1.263485,1.1935037,1.1398021,0.73437095,0.6682937,1.2161434,0.8683105,0.8204434,1.1405348,0.7934886,0.30107522,1.0764687,1.2147982,1.0917157,0.8367472,1.2186973,1.0971282,1.2087845,1.2364185,1.3043404,0.7224368,1.24386,0.9035297,1.0430049,1.1288995,1.2031335,0.7959918,0.85728335,0.82948744,1.03172,1.1078365,1.1506127,0.70238495,1.024195,1.313523,0.76261044,1.2484578,1.1080794,0.9205953,0.92007285,0.9989815,0.86943436,0.94682217,0.82672566,1.1979563,1.2549374,0.8637115,1.2674178,1.0383106,1.1000243,1.1828628,1.2616384,1.26597,1.2258685,0.88078165,0.7871475,1.205378,1.1238667,0.0,1.2450997,0.9016679,1.0718187,1.2680378,0.90461576,0.83351445,0.7243482,1.0070691,0.8669146,1.2403128,0.77389514,1.1975778,1.2056127,0.8899692,1.0784488,0.95505995,0.9351262,1.0496156,1.1293259,0.903558,1.2415981,1.3091942,1.3186455,1.2633729,1.241261,0.73696387,0.8479127,0.7073731,0.8977231,0.9398537,1.3017132,1.2905966,1.2235146,0.8764082,1.1491812,1.1901585,1.1982975,1.1065091,0.9318649,1.1402098,1.0239173,1.1839608,0.7576427,1.2316345,0.7942203,1.116549,0.6911859,1.132917,0.99669707,1.2811819,0.92902124,1.0104517,0.60642284,1.3157015,0.7166208,1.2809691,1.2192814,1.0658525,1.2742741,1.1217678,0.9610657,1.1906272,0.7712777,0.7603672,0.7136811,1.2441568,1.3074392,1.2856537,1.1047156,1.3202531,1.0974327,0.90557367,0.5259298,0.8733656,1.1077801,1.259069,0.6032235
gum,1.1328233,1.0046738,0.9071332,0.7179213,1.1545228,0.6292098,0.8575575,0.7574639,0.8418573,1.348619,1.2775598,1.0610874,1.0941782,1.1547064,1.1139798,1.0883567,1.135749,0.50381434,1.0103781,0.86183107,0.8474824,0.9854434,1.0673889,0.78440607,0.96722615,0.9802555,0.90381706,0.9983597,1.1989263,1.2085459,0.9206158,0.91690886,1.229591,1.2732526,1.079009,0.92627555,0.859606,0.8035494,1.254095,0.9487252,0.8005699,1.1280261,0.9556855,0.9209633,0.98544466,1.1445913,0.76262987,1.2987964,1.0101985,1.2517734,0.97398794,0.9383136,1.1379324,0.8136523,0.8521764,0.8554393,0.8642721,0.99568325,0.9636611,0.51517564,1.0342578,0.94830465,1.0004938,0.8040447,1.2450997,0.0,1.1779217,0.79539406,0.86040306,1.0814229,1.255569,1.2695625,0.9584873,1.2170583,0.9995058,1.1852545,1.1368322,1.0617667,1.1208984,0.71370596,0.93592274,1.0033767,0.6323416,1.0217117,1.0480433,0.9710016,0.9812382,0.97619414,1.0253768,0.9297619,1.275969,1.0626208,1.2209781,1.281141,0.7254434,0.86406374,0.8772391,0.7434183,0.93939966,0.92707735,0.95064354,1.0132926,0.891666,1.0303904,0.86032146,0.9984469,0.9381772,1.2749954,1.0064845,1.1397659,0.8621392,1.229234,0.8599072,1.0739872,1.0722908,0.9708419,1.1304581,1.1971567,0.9651053,1.1667014,0.76315796,0.8734642,0.874809,0.8708278,0.81724644,1.0025101,0.9704974,1.0004016,1.2765819,1.0892932,0.7221272,0.9421797,0.6922936,0.66267884,0.9793412,0.42960274,0.90450966,1.1962415,1.1825645,1.1652439,0.96432364,1.2211952
hair,0.7556494,0.9392678,1.2201495,1.1164011,0.8778651,1.2287614,1.3660676,1.1608663,1.2934318,0.9125331,0.8272393,1.3071154,1.1185584,0.6557923,1.0740644,0.924312,0.87815416,1.1992719,1.3158203,1.3346167,1.0131707,1.2983468,1.0553727,1.3460815,1.1453756,1.4401511,0.8186755,1.1426741,0.80316913,1.1838334,1.2130332,1.2747827,0.79431707,0.7522118,0.9720112,1.0331358,1.254064,1.1574764,0.7547287,0.98495847,1.4093206,0.9403361,1.3920006,1.090738,0.9721536,0.7943547,0.95150095,0.95320755,1.1304142,0.5852659,0.98440003,1.2106533,0.27298892,1.0385056,0.7510406,0.9971644,1.1141297,0.9963262,1.3658855,1.2157184,1.069187,0.82172775,0.7985116,0.82071126,0.9016679,1.1779217,0.0,0.86704445,0.97369003,0.9387987,0.91234595,0.53501177,1.1288583,0.7786683,1.3805172,0.77085316,1.3241925,1.2444922,0.8966141,1.0336387,0.94654286,0.7305545,0.88295794,0.8516914,0.8363098,1.1699278,1.4170266,1.1670543,1.1881826,1.1624216,0.91310525,0.96117985,0.62532264,0.72015476,0.9801495,1.420486,1.4102489,1.2995569,1.0052779,1.3281184,1.2866607,1.0580053,1.2913884,0.9733673,1.1794149,1.0571709,1.3247343,0.84260863,0.94113094,0.51901424,1.1426194,0.540833,1.020862,0.77944803,1.2511512,0.9550598,1.2807823,0.8243661,1.2887726,0.79666984,1.3272128,1.1900902,1.05197,1.4097643,1.2285211,0.5238576,1.218707,0.7143852,0.46258283,0.8552423,1.4383264,0.97586995,1.0940322,1.1290604,1.4069813,1.2355478,0.9578978,0.89410037,0.9281787,1.1881051,1.1936978,0.8631137
hand,0.9251327,0.4978739,1.1683745,0.38593996,0.4379514,1.2194037,1.3121569,1.0308565,1.2157799,1.0345385,1.072416,1.3133944,1.0505879,0.65356517,1.1350436,0.97932404,1.0489353,1.100373,1.3832898,1.2670875,1.010067,1.3207037,1.0936025,1.2116134,1.2479677,1.2651081,1.1697222,0.7498994,1.0733397,1.1697387,1.1983005,1.2916033,0.9913146,0.99744564,1.0315444,1.1248614,1.1865213,1.0839275,1.0195771,1.0906912,1.2494674,1.0716202,1.341288,1.1025412,0.8986012,1.0664275,0.97710115,1.041245,0.964373,0.76948726,0.79412806,1.1413754,0.75377315,0.30574524,0.9128802,1.2507588,1.1189004,0.48622644,1.2180303,1.2334226,1.1258383,0.78933483,0.9309783,0.55718756,1.0718187,0.79539406,0.86704445,0.0,1.1335802,1.0600541,0.9603536,0.9471051,1.0758644,0.7338484,1.2603842,0.9449221,1.3697443,1.0780706,0.7821356,0.5964607,1.0504148,0.6158114,0.9674171,0.850915,0.8573617,1.1474307,1.2427597,0.9633517,1.0163153,1.1262765,1.048088,1.0551207,0.86532253,0.814117,0.7898263,1.2193307,1.1017003,1.0299466,0.72597235,1.0993571,1.2723222,1.0018334,1.1896836,1.0167952,1.0390149,1.0000947,1.316453,1.0072955,1.1556133,0.8999313,0.968775,0.8077822,0.87390184,0.7200581,1.1929995,1.1353391,1.2607307,0.90234554,1.1674157,1.1212398,1.2076423,0.7317641,0.78979456,1.0778788,0.94596237,0.95950073,1.2172251,1.0245351,0.8079273,0.9186233,1.2829839,0.546639,0.65519005,0.6922424,1.2372555,1.1836689,0.93180066,1.0793474,1.2158324,1.1967008,1.1872754,1.0565743
hat,1.319727,0.7896435,0.5854869,0.9327388,1.3846662,0.4494313,0.4627313,0.889256,0.9189747,1.4638016,1.3809369,0.5852443,1.238382,1.2300682,0.9251559,1.244824,1.2944037,0.9273993,0.592961,0.9233638,1.2902166,0.786849,1.1384956,0.71831024,0.5610818,0.6532125,1.0648137,0.8264882,1.1616793,1.0354891,1.0286846,0.6417204,1.38879,1.130597,1.3112855,1.1837656,0.8391777,0.867071,1.3439617,1.1876187,0.5845703,1.4113054,0.6176691,0.96487445,1.2068797,1.0896041,0.81018317,1.3104987,1.280755,1.2386253,0.7900187,0.57050216,1.0726889,0.81689835,1.0150738,0.8314882,0.88029605,0.81860846,0.7780551,0.6566642,1.172487,1.4155064,0.57828975,0.9078278,1.2680378,0.86040306,0.97369003,1.1335802,0.0,1.0475891,1.416319,1.2168905,1.1850305,1.2764535,0.79670024,1.4414685,0.7284101,0.7976078,1.2255381,1.0390854,1.2951035,1.1828578,1.0123614,0.764633,1.156547,0.537487,0.77270776,0.49393153,0.6391754,0.5581329,1.3922257,1.134409,1.2936301,1.2799618,1.2873633,0.69073796,0.6904111,0.76073194,1.2408897,0.94464016,0.90051264,0.7884122,1.0947986,0.9811902,0.6667452,1.0500605,0.63032997,1.4240289,0.5484462,1.260263,1.0053188,1.307415,0.86047935,1.2171967,0.47191918,1.2094026,1.082149,1.370454,0.45573306,1.2633777,0.74361765,0.8810026,1.2149941,0.8539491,1.1622618,1.013861,0.4910255,1.0736761,1.2758722,1.4438491,0.57104003,0.6587908,1.0004549,1.1822422,0.7201401,0.68895334,1.2855994,1.1439906,1.0695647,0.96610665,0.40169883,1.2549577
