,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
boat,1.0080136,1.189331,0.87977517,0.9996305,1.0533339,0.9886058,1.0614682,0.9258107,0.6519944,0.9151129,0.85766214,0.945946,0.82850224,0.99213773,0.8189631,0.93769354,0.0,0.790328,1.0349966,1.0252106,0.90710604,1.1726027,0.9701162,1.0279797,1.0209696,1.1232507,0.75697994,1.1916181,1.1189624,0.9839149,1.1144768,0.9375635,1.0594717,0.8691173,1.0765529,0.8858808,1.0653901,0.94429004,0.8187455,1.1141739,1.103915,1.1377127,1.130492,1.1851448,1.0629995,0.93034506,1.1206841,1.0404541,1.1090486,1.0734161,0.8825885,0.9679545,1.1416594,0.77861553,1.014186,0.8480971,0.9095056,1.0265388,1.1455581,1.1273946,0.8586241,1.0786551,1.0249113,1.0645759,1.1746705,1.108249,1.1173997,1.1183455,1.0940796,1.0655605,0.8448156,0.9713743,1.0852633,1.1331668,1.0178988,0.84875697,1.1222135,1.0931562,1.1436225,1.0912086,1.1113261,1.0135424,1.1416637,1.0779196,0.9756066,1.1393149,1.1118293,1.0989332,0.85387075,0.9461885,0.9526885,0.94472593,0.9940416,0.9506918,1.0450975,0.84518427,1.063474,1.08268,1.0711408,0.80120665,1.0455867,0.88194156,1.1386378,0.9859802,0.98972327,0.89892054,0.98034215,1.0393491,1.0974067,1.1354861,0.74180424,0.6990475,1.1301498,0.7410023,1.1249516,1.0008416,1.0153676,0.85160226,0.72465014,1.0710999,1.1006593,1.1141052,0.99113876,0.86436355,0.9917544,1.2256558,1.1231604,0.92815137,0.9914432,1.0244074,0.9263247,0.85934865,0.8795006,1.156371,1.1467705,0.88765645,0.93721753
book,1.0862142,1.2239236,1.0291153,1.0928322,0.941987,1.0192434,0.9638168,0.8915346,1.1325336,1.0952051,0.9309367,0.96305716,0.8662586,0.86428213,1.0087789,1.0495987,0.790328,0.0,0.99630785,0.9955783,0.49367487,1.0841783,0.9181598,0.8434105,1.0344244,0.9493442,0.8220988,1.0930732,1.0995691,1.0019245,1.0105847,1.0647755,1.0306468,0.9291923,1.0308594,0.9482057,1.1252487,0.9181134,0.8621074,1.0458473,1.1723025,1.069228,1.062429,0.7581456,1.1029594,1.0009979,1.139755,1.0393715,1.1436126,1.0622226,1.1482842,0.9888533,1.0682466,1.0524725,0.9638212,0.8284552,0.8634576,0.9799746,1.1262519,0.9142014,1.1368403,0.75692177,1.1422684,0.90270233,0.92197335,1.0670884,0.9458302,1.0391829,0.8650018,1.1266522,0.86034966,1.0633873,1.1065191,1.2517703,1.0554478,0.91899914,0.8556505,0.9789984,0.9937001,1.1048222,1.1428221,0.95319027,1.1529502,1.0283052,0.9308039,1.1010853,0.99477386,1.1644487,0.533793,0.91412437,0.92451566,1.0148923,0.8600544,0.66027474,0.98365563,0.7945633,0.95561916,1.0026468,0.8083251,0.7746189,1.0317641,1.0919908,1.0950725,1.0189867,1.1575347,0.77698916,1.1168505,0.9449214,1.1253123,1.12959,1.0769074,0.9526219,1.0948722,1.0402262,1.0986251,1.0212125,1.0252044,0.88763416,1.0549766,0.99293053,1.0953213,0.9890782,1.2063522,0.97906566,0.9665141,1.0967095,1.0506756,0.92438626,0.97364867,0.65221334,0.71162254,1.0805132,0.7767961,1.0140746,1.0577786,1.1030443,1.1986415
bottle,1.231746,0.94520915,0.62610745,1.3854885,0.7326478,0.6764482,1.0557876,1.2132845,1.4510843,1.0496504,1.4218402,0.42003036,1.4847475,1.4526248,0.74350595,1.3950444,1.0349966,0.99630785,0.0,0.72520316,1.0745763,0.8768708,0.80267,0.58975595,1.0091172,0.6089965,0.43866658,1.1344005,1.252775,1.0700904,0.43102336,1.1943145,1.1940681,1.1820381,0.85213274,1.3836379,1.3112874,0.25362694,1.4767432,0.12991631,0.7711961,1.1387283,0.9234744,1.2612605,1.0740787,1.3712249,1.2471626,1.2549268,0.88358337,0.80917686,1.3437395,1.2469826,0.83057314,1.0178125,0.5862991,0.5730258,1.0419295,1.3935866,0.7713826,1.3566508,1.1585116,0.95599073,1.2238756,1.0317326,1.3404562,0.44960934,1.0421401,0.8896608,0.8898208,1.40837,0.7171775,1.2725718,0.5522932,1.1494673,1.2256718,1.0627874,0.80398333,1.3316312,0.9620393,1.1224656,0.28639615,0.6273091,0.6854034,0.6686412,0.97667986,1.046775,1.4241687,1.3153499,1.3370664,0.40036726,0.38148654,1.0027412,1.106325,1.0559251,0.771604,0.8045332,1.1066828,1.0701758,1.1018597,0.3280201,1.2003304,1.3192228,0.58321166,0.7610635,1.0897324,1.2861962,1.4068168,1.2249101,1.2746443,1.3144841,1.2425357,1.3112543,0.34133148,1.2585278,0.76209,1.3548653,0.90487474,0.51826346,1.3583667,0.6055367,0.23241949,1.0323057,1.3568943,1.4551477,0.85361624,0.7311981,0.47866368,1.3686767,0.77099097,0.84261703,0.9742719,1.0691947,0.6193231,0.9002889,0.44154215,1.1920639,1.1849961
bowl,1.280486,1.0332807,0.59622514,1.4395967,0.75218946,0.7068317,0.6273067,0.5316855,1.1224746,1.1449704,1.4350832,0.8706117,1.3304814,1.4434221,1.0353593,1.3226336,1.0252106,0.9955783,0.72520316,0.0,0.9440407,0.82522064,0.8652036,0.6512657,1.0925756,0.5865961,0.7658073,1.1661733,1.1767584,1.0163416,0.76096857,1.2589984,0.84842515,1.1814336,0.7331472,1.432188,1.1705005,0.7896515,1.1478382,0.48857677,0.9578935,0.5339592,1.0793909,1.2063268,1.2067904,1.076917,1.3432974,1.1068993,1.1350675,0.8242944,1.3794694,1.2038767,1.1053842,1.0980828,0.7764849,0.6575409,1.0767137,0.792422,1.0551515,1.3128047,1.1211948,0.7597529,1.3638766,1.100335,1.2000345,0.7804508,1.0503883,1.0950742,0.5978798,1.4930496,0.75410914,1.2074435,0.65887076,1.3877993,1.1137456,0.5025697,0.83324826,1.2396971,0.91869116,1.0184532,0.89919454,0.85342675,1.0648243,0.5787854,1.0005155,1.1905932,1.4101746,1.411811,1.3022844,0.7714024,0.7711552,0.5468084,1.1353219,0.7846099,0.8223382,0.3147477,1.0361801,0.6122056,1.011183,0.7683635,1.1121005,1.2686234,0.8424181,0.5867165,1.2968447,0.92561656,1.4030665,0.97092706,1.3323888,1.1075737,0.7777945,1.2101095,0.8377515,1.2267948,0.7405752,1.2540399,0.5245189,0.57945514,1.0528681,0.8074243,0.7998913,1.0800257,1.3598855,1.0577142,0.5151253,1.0092015,0.85954475,1.2480192,0.98004717,0.8547429,0.707837,1.1028994,0.8558477,1.0419925,0.90483326,1.2204764,1.2163557
box,1.0605353,1.385744,1.2572018,0.9640361,0.95431304,1.1799659,1.0107826,0.6984376,0.68638694,0.9937078,0.66449726,1.2084776,0.57933706,0.79942584,1.1268013,0.96691227,0.90710604,0.49367487,1.0745763,0.9440407,0.0,1.3182583,1.0548259,0.7997861,1.1679819,0.8564707,1.1167935,1.0011185,1.0381855,0.8453815,1.1666636,0.9346101,0.8262004,0.81676626,1.1820223,0.7554159,0.9537733,1.1486009,0.45186377,1.0688611,1.2267791,0.9354041,1.2178656,0.8361956,0.8969101,0.6940033,1.0550385,1.0206566,1.1584723,1.1508378,0.9292388,0.9463992,1.3336809,1.1553555,1.1237266,1.2041277,0.9819544,0.8879646,1.2540064,0.89708656,0.9177301,0.9122248,1.0374362,1.0262722,1.0466425,1.2111037,1.0580518,1.1627207,0.7839516,1.0324289,1.2126096,0.77541596,1.1345537,1.0995909,0.8653563,1.0353838,0.85893583,0.98298246,1.0312055,1.1372766,1.2359052,1.334648,1.3748835,1.2210479,0.80472034,1.082696,0.97916,1.1021776,0.66761434,1.1346414,1.1859275,1.139853,1.1016296,0.8699683,1.0840971,0.86679417,1.0416032,1.0908076,0.79266405,0.99145895,0.7741322,1.0260162,1.26302,1.120107,1.1275615,0.8367045,0.98128766,0.9123492,1.1564597,0.92146397,0.8822007,0.4910766,1.2442651,0.9699809,1.2555108,1.0348375,1.1011081,1.2418895,0.88300097,1.0150605,1.0941912,0.938949,1.0827335,0.62056065,0.89162886,1.2951353,1.2624545,0.8637564,1.2422884,0.6286205,0.64878225,1.005556,0.9965227,0.8890692,1.245326,0.92498213,1.0681801
bread,1.1512489,0.61361307,0.604977,1.1754704,0.7816468,0.63725543,0.8516499,1.2270596,1.4357048,1.0267824,1.3953614,0.83596647,1.4292573,1.2161463,1.0612047,1.3420495,1.1726027,1.0841783,0.8768708,0.82522064,1.3182583,0.0,1.0866618,1.0012069,0.9029643,0.9359377,0.94281256,1.0300492,1.1319623,1.2039344,0.7363233,1.3681644,1.1395855,1.2943741,0.18747318,1.3708155,0.7414308,0.65478015,1.4796023,0.7969445,0.8722217,0.9196528,0.86542606,0.99174225,1.3020036,1.1875877,1.2265064,1.1570321,0.77819324,0.5703469,1.3110224,1.1105793,0.5442612,0.91423756,1.0305643,0.8351544,0.93922585,1.1321596,0.7425426,0.9899109,1.2238529,0.43747663,1.1197813,0.8342848,0.89977556,0.6393938,0.9349528,1.1185629,0.9960756,1.2119956,0.79510236,1.3531435,0.9789472,1.1569052,1.1901987,0.9426309,1.081502,1.0859779,1.0581185,0.81048447,0.6329172,0.7262516,0.5938836,0.3949864,1.2948947,1.0328238,1.0799234,1.1328089,1.157761,0.7421541,0.68506974,0.8952919,1.1311383,1.0435143,1.1098734,0.79981476,0.92295647,0.98502564,1.2623905,0.85474837,1.3953662,1.1578089,0.75945115,0.77083945,1.1216427,1.1921335,1.2404046,1.0442028,1.1185578,1.2761645,1.2300024,1.4236007,0.60471404,1.2316664,0.4217773,0.96307063,0.69496113,0.76179916,1.161103,0.98342234,0.78778666,1.1997755,1.1989367,1.3420191,0.8752525,0.57228523,0.51552033,1.1134156,1.0205839,0.9444585,1.0545689,1.2470841,1.033188,1.2664013,0.65775865,1.3473877,1.0906925
broom,1.1118269,0.95562017,0.8480292,1.2834193,0.95535254,0.8319278,0.9728972,0.9318032,1.2075244,1.1182721,1.3516548,0.660174,1.1715302,1.3736936,1.0528646,1.26659,0.9701162,0.9181598,0.80267,0.8652036,1.0548259,1.0866618,0.0,0.7040329,0.91190875,0.6773377,0.75181985,0.88000375,1.2114301,0.8048748,0.75271505,0.92709136,1.0734327,1.0068672,1.0443182,1.3287146,1.2200357,0.7062673,1.1951097,0.8209134,0.6867023,1.054208,1.0651807,1.2171751,0.7199675,1.0275435,1.1499462,1.1238555,1.1408927,1.0894312,1.2181964,1.2860575,1.0152481,1.0286894,0.4847752,0.604145,1.041527,1.1415222,1.0534256,1.2199465,1.1623745,1.0440056,1.3164604,1.1069772,1.2035179,0.82396936,0.9636308,0.71183294,0.88906217,1.2751629,0.5278685,0.81783146,0.577245,1.1735921,1.2549841,0.7693854,0.86919975,1.1237818,0.8687456,1.0972631,1.0236242,0.6782526,0.92520577,0.92851233,0.71709955,1.1100641,1.3360245,1.2201095,1.3390932,0.58873546,0.6037159,0.7983493,0.82028496,0.9749467,0.6674472,0.8994537,1.0227723,0.7169626,0.81961125,0.8006841,0.8893002,1.2072318,0.6436238,0.84631145,1.1180867,0.8255354,1.3903415,1.0249728,1.1587715,1.0285949,1.0545757,1.3259428,0.92278004,1.2037494,1.0238347,1.1496644,1.0410633,0.5866692,1.2662135,0.68016815,0.93029773,0.9430959,1.3202995,1.309931,1.0233955,1.0136747,0.9663569,1.0689875,0.7064738,0.9588791,1.024331,0.98956597,0.8441092,0.5165454,0.89589614,0.95872474,1.153176
bucket,1.1860981,1.0130656,0.83352345,1.40253,0.78747976,0.7324499,0.9576743,0.81533194,1.2338665,1.2282009,1.4109684,0.7576878,1.3034303,1.3589051,1.0105182,1.251753,1.0279797,0.8434105,0.58975595,0.6512657,0.7997861,1.0012069,0.7040329,0.0,1.0565224,0.21450925,0.6637794,1.1458634,1.2980443,0.9669878,0.67655134,1.178319,0.97655046,1.2280872,0.9009452,1.3729944,1.2485106,0.715518,1.1840172,0.48386782,0.9104074,0.7985029,1.105988,1.1876554,0.9712706,1.1143731,1.1463574,1.3262794,1.0642656,0.860746,1.3595494,1.2611234,1.0526178,1.0748196,0.67064726,0.7499471,1.03017,1.1533576,1.0882307,1.1656969,1.2560635,0.8299521,1.3549343,1.0600083,1.2914152,0.71852887,1.0219455,0.77794147,0.62460554,1.3840575,0.8522297,1.1108533,0.68803537,1.1937898,1.1431865,0.81193304,0.56219697,1.1427556,0.95776784,1.017066,0.9544158,0.5891284,1.0038232,0.7337022,0.78727806,1.0643051,1.2936282,1.2492709,1.25713,0.79357576,0.8190726,0.80595565,0.8461247,1.0073242,0.8289523,0.64761245,1.0659069,0.7870691,0.7750797,0.596066,1.0422361,1.3000008,0.8062184,0.7297976,1.1131716,1.1340518,1.4105985,0.92749316,1.1558561,1.2251819,1.0863535,1.1085842,0.8665974,1.2028005,0.862334,1.0179086,0.84619886,0.74505377,1.2418234,0.5405973,0.8189103,0.8490264,1.3191675,1.3562992,0.5254127,1.0216455,0.84537745,1.2602794,0.6235892,0.6688848,0.7402828,1.1418297,0.7198453,0.8710357,0.83872867,1.241102,1.2048801
butterfly,0.6427902,1.008688,0.91694677,1.2365389,0.90012836,0.82261646,1.0284666,1.1921289,1.193437,1.0519159,1.1903647,0.8818229,1.2234067,1.1404657,0.7530164,1.1798879,1.0209696,1.0344244,1.0091172,1.0925756,1.1679819,0.9029643,0.91190875,1.0565224,0.0,1.0668007,0.9273895,1.062325,0.91761184,1.152489,0.752264,1.2186052,1.0382195,0.99919033,0.94390064,1.2011454,1.1095783,0.90906817,1.264914,1.0355142,0.8218605,1.1376748,0.7612064,0.88023347,1.0889622,1.0383741,1.248681,0.9363912,0.89938235,0.8917028,1.0785171,1.0692828,1.0187331,0.65210676,0.79006475,0.8528095,0.57348096,1.0419245,0.9385449,1.1549478,1.1395311,0.9273863,0.99228996,0.9324272,1.1784279,0.80435395,0.42722088,1.0090234,0.9932397,1.1156346,0.9011499,1.1118513,0.85654074,1.1337035,1.105182,1.0128816,1.0913852,0.963412,0.8572107,1.0576925,1.0240593,0.875234,0.92033464,0.9260708,1.0806024,0.9883296,1.2281911,1.1095424,0.97511065,0.90070415,0.9078398,1.1008183,0.9798039,1.0378214,0.8844156,1.0497185,0.41067445,1.1755589,1.0317333,0.9187859,1.1572073,1.1325936,0.5965436,1.0004915,1.0949471,0.99461687,1.1487935,0.9455211,1.1015409,1.1348128,1.0494008,1.1909406,0.9385499,1.0940647,0.89932764,1.0368761,1.0135666,0.8867792,1.0500618,1.0845118,1.0365494,1.0304502,1.1345689,1.2218161,0.9834454,1.0002329,0.8223996,1.1202736,1.0298655,0.91990536,1.0773749,1.0989469,0.96535784,1.0038644,0.96987456,1.1400952,1.0414685
can,1.2430596,0.97552204,0.71585476,1.3907993,0.86257684,0.73732436,0.87951964,0.7733586,1.2362933,1.2107028,1.4377388,0.7157907,1.2523879,1.4428012,1.0254096,1.3251488,1.1232507,0.9493442,0.6089965,0.5865961,0.8564707,0.9359377,0.6773377,0.21450925,1.0668007,0.0,0.65139985,1.0780169,1.2602619,0.8230445,0.7382594,1.1001251,1.0986753,1.1943007,0.94213843,1.3886051,1.1953186,0.6481096,1.1931984,0.48627555,0.8193786,0.9244686,1.0206486,1.2516782,0.94110835,1.0693054,1.1315535,1.2783736,1.0814466,0.9181184,1.288847,1.3066041,1.0040169,1.1873248,0.64037985,0.6590575,1.1097269,1.2165382,1.0469424,1.2451736,1.2129525,0.9389856,1.3925545,1.0725591,1.2941091,0.65205663,1.015786,0.7831378,0.7503168,1.3636292,0.7881934,0.99520314,0.6503161,1.17792,1.1661872,0.73058647,0.75632924,1.2723255,0.9180057,0.9923369,0.9039015,0.5507746,0.95067126,0.6031777,0.6908149,1.0394272,1.3644427,1.2259643,1.4207321,0.67236483,0.695165,0.7758213,0.82494605,1.0749258,0.81371,0.6948195,1.076792,0.70756274,0.6657063,0.5831737,0.97063166,1.3126209,0.7292354,0.6276377,1.1612397,1.1094562,1.4475408,0.8993024,1.1251924,1.2133261,1.0852474,1.1954805,0.7491778,1.2903037,0.87810963,1.178809,0.79817283,0.6411115,1.2411085,0.65208507,0.7830974,0.8324399,1.3209419,1.3561547,0.64119667,0.9687181,0.8037571,1.3592703,0.6506245,0.6649128,0.80834204,1.1570866,0.7147827,0.79022217,0.75124353,1.2072906,1.2234044
car,1.2393488,1.0327501,0.58313835,1.4448674,0.8102623,0.7530144,1.0681,1.0305394,1.3056428,1.0972712,1.428658,0.5344121,1.3388761,1.4378898,0.7284826,1.3189349,0.75697994,0.8220988,0.43866658,0.7658073,1.1167935,0.94281256,0.75181985,0.6637794,0.9273895,0.65139985,0.0,1.1513404,1.2018962,0.9717696,0.5712441,1.0618994,1.261564,1.1763741,0.91773957,1.3432778,1.3281882,0.5135176,1.2922698,0.49861717,0.7884667,1.1988101,0.90515596,1.1982965,1.0485781,1.2057654,1.2666616,1.1952848,1.024868,0.8895092,1.3081868,1.1720773,0.962202,1.0856397,0.52169824,0.4641595,0.99092394,1.3207157,0.8895205,1.4024585,1.0460522,0.9346036,1.241922,1.0077059,1.325486,0.62481475,0.91906637,0.89109284,0.94626206,1.4101152,0.6723353,1.178819,0.6321721,1.2945976,1.2939882,0.8994924,0.8612344,1.4238642,0.8368445,1.1361276,0.70823663,0.57022333,0.8604921,0.68815506,0.8159092,1.0123645,1.4174856,1.3313271,1.3424296,0.5457138,0.55196667,0.9057307,0.8960918,0.9481582,0.63693124,0.81396496,0.96940887,0.9481262,0.983951,0.31344032,1.0642767,1.2214036,0.6240539,0.8167354,1.1847303,1.1653616,1.387707,1.0928518,1.2224138,1.3740623,1.1061895,1.3019542,0.67202294,1.1647708,0.86308837,1.3954713,0.9713952,0.44871938,1.2715836,0.83442295,0.64091516,0.8665153,1.339059,1.4169736,0.83421564,0.9183394,0.67548907,1.4158158,0.7058258,0.8203385,1.0018412,0.88970405,0.1759708,0.96044457,0.702796,1.0412115,1.1923891
carrot,1.0886062,0.75370187,1.1504668,0.75648963,1.1955347,1.1497732,1.0555689,1.0539665,0.9403616,1.1644071,0.95081115,1.1419472,0.8571753,0.9558026,1.1320119,1.0768622,1.1916181,1.0930732,1.1344005,1.1661733,1.0011185,1.0300492,0.88000375,1.1458634,1.062325,1.0780169,1.1513404,0.0,0.8817013,0.88333637,1.16544,0.84616643,1.0480201,0.9514989,1.1151415,0.90213937,0.83611,1.1148547,0.9113799,1.1291913,0.8757419,1.1022093,0.969672,1.0011153,0.6685102,0.90008044,0.80487674,0.86072993,0.9937646,1.1689693,0.94646674,0.8991183,0.82166314,1.1516519,1.0055745,1.1227034,1.2365128,0.8877179,0.9479134,0.88315564,0.98939157,1.1323423,0.83335865,1.0685464,0.73409724,1.0345681,1.1055145,0.949423,1.1354403,0.73007107,1.0484003,0.8008686,1.1158241,0.67948335,1.1242291,1.0902636,1.1216478,0.9742337,0.97213215,0.98438036,1.026706,1.1164507,0.93493074,1.0966374,0.9202312,1.0119139,0.8226862,0.83447987,1.047941,1.0699803,1.0576268,1.0300089,1.0329647,1.0932707,1.0413978,1.2047064,1.1221443,0.91328955,1.047734,1.1254683,0.7381887,1.0704197,0.98566675,1.1236161,1.0483532,0.93501043,0.8799707,0.9511623,0.84928274,0.7378074,1.0232576,1.0984097,1.0077602,1.0780966,1.0832794,0.96301055,1.2259878,1.1166433,1.0032581,1.1726787,1.0830736,0.9515312,1.0247625,0.93009454,1.2381248,0.8316365,1.154718,0.903285,1.1356052,1.1912899,1.0657147,1.0402389,1.1222903,0.7610582,0.98520505,0.8813763,1.0527711
cat,0.5765633,1.146986,1.183893,0.860866,1.2144493,1.3428688,1.0678899,1.0666308,0.8846008,0.8839065,0.78236884,1.2255638,0.8039601,0.93368673,0.6374927,0.8023179,1.1189624,1.0995691,1.252775,1.1767584,1.0381855,1.1319623,1.2114301,1.2980443,0.91761184,1.2602619,1.2018962,0.8817013,0.0,1.0366714,1.2776988,0.8838619,0.92005944,0.94325846,1.1662924,0.7670309,0.80819297,1.3229045,0.82176673,1.2847898,1.0026312,1.0685202,0.28545773,0.80833626,0.9468562,0.92826045,0.9964219,0.24623883,1.0867994,1.2223343,0.7420516,0.8521975,1.2401509,0.8433955,1.1503061,1.291829,0.9085109,0.93392414,1.1351804,0.99821776,0.80901945,1.174702,0.80472416,1.0469825,0.9712076,1.2943236,0.8084089,1.1076881,1.0609702,0.7536434,1.258894,0.8228371,1.256762,0.7984479,1.0286652,1.1802661,1.115056,0.8340641,1.050276,0.8442575,1.2305251,1.2256207,1.2445359,1.263735,1.0276984,0.96096,0.86375153,0.8782327,0.92918026,1.2620847,1.2793902,1.1183015,0.99665934,1.0386866,1.007853,1.2676166,0.756299,1.1672186,1.0925921,1.2185786,0.8371953,0.83021873,0.9095435,1.2222438,0.9416575,1.0333964,0.8592255,1.0353054,0.9223743,0.7630134,0.98652035,0.97853094,1.2417679,0.9481237,1.1316903,0.99750763,1.108387,1.2979963,0.9442562,1.2533615,1.220255,0.8949596,0.9405879,0.81366634,1.2419022,1.1835818,1.1868618,0.98782015,1.1688839,1.1961726,1.0984638,0.9651829,1.1371962,0.9816308,1.292439,0.8950361,1.0158384
chair,1.0754513,1.0315405,1.0584936,0.9913864,1.1092633,1.1458448,1.0366471,0.7400524,0.813758,1.2190156,0.7405041,1.0909928,0.38612974,1.097251,1.1376762,0.87827396,0.9839149,1.0019245,1.0700904,1.0163416,0.8453815,1.2039344,0.8048748,0.9669878,1.152489,0.8230445,0.9717696,0.88333637,1.0366714,0.0,1.1575896,0.747215,0.8584678,1.0530231,1.2012513,0.6972051,0.9914043,1.0584291,0.547668,1.088692,0.9228922,1.117719,1.0197464,1.1012576,0.7731614,0.86381936,0.8898461,0.97652656,1.1141446,1.1516922,0.85066557,1.1474485,1.1394871,1.2166065,1.0328234,0.9646658,1.2051058,1.046844,1.2073593,1.1193153,0.9399039,1.2307934,1.1514089,1.0965084,1.1381327,1.037069,1.1169701,0.9678072,1.0878526,0.94449455,1.0531898,0.42689693,0.9340449,0.96527904,1.0258347,0.94419175,1.0794694,1.1495721,0.9029506,1.212646,1.1654375,1.0138322,1.1480194,1.0776882,0.70984864,1.0977607,1.0041348,0.95657116,1.1689737,0.9712286,0.9903176,1.0002592,0.6710206,1.0545261,0.9458928,0.94624835,1.1258887,0.82553905,0.79677546,1.0580363,0.7013428,1.0436287,1.0921917,1.0148796,0.9419296,0.9856388,1.028386,0.9154265,0.9671586,0.8652349,1.001762,0.9131131,1.0896906,1.0606402,1.1729215,1.1153005,1.1312689,0.996688,1.0055633,1.0659862,1.0597627,0.7112022,1.03334,0.6739203,1.064033,1.1659307,1.1845216,1.1433305,0.9448538,1.0044005,0.7559429,1.0116102,0.9104978,0.6322102,1.1055909,0.737674,1.0515316
clock,1.1722487,0.85969555,0.6672645,1.4201152,0.671096,0.607432,1.0790501,1.1886666,1.4506853,1.0223444,1.4697832,0.44332278,1.5189583,1.4044827,0.9192911,1.3975466,1.1144768,1.0105847,0.43102336,0.76096857,1.1666636,0.7363233,0.75271505,0.67655134,0.752264,0.7382594,0.5712441,1.16544,1.2776988,1.1575896,0.0,1.2219397,1.0703962,1.1714578,0.7078559,1.459235,1.2408264,0.42973232,1.4818809,0.40725237,0.7922777,1.0173981,0.9569775,1.2085177,1.0554564,1.2251765,1.3468992,1.2971728,0.752717,0.68848056,1.4387474,1.2016114,0.83464915,0.9832921,0.6203332,0.6109563,0.95173055,1.3436832,0.73907757,1.3640565,1.1534479,0.82340455,1.2132322,0.96102875,1.3029447,0.5202619,0.82981586,0.9475848,0.92075413,1.403822,0.6792947,1.3342496,0.4488024,1.2864602,1.2161652,1.0453266,0.8964839,1.3692842,0.9314692,1.1108268,0.50868905,0.62813526,0.66543233,0.6180266,1.0437514,1.0112431,1.4143016,1.2871684,1.2504954,0.46604586,0.49177098,0.96025825,1.0597814,1.0358382,0.8733286,0.7699126,0.900834,0.99820524,1.1765127,0.5312233,1.2786305,1.2077978,0.57133645,0.6775854,1.203505,1.2365172,1.3611202,1.1577275,1.2752316,1.3982761,1.1448001,1.4193665,0.5187733,1.1807766,0.6885041,1.3009205,0.7670474,0.60022986,1.3427107,0.68775934,0.4792459,1.1159675,1.3238543,1.4545357,0.7670392,0.7841642,0.53813285,1.3801035,0.8239429,0.90279996,1.1080822,1.0971534,0.7611766,1.0575012,0.55512226,1.1828941,1.1073272
closet,0.95928293,1.1564484,1.3360977,0.8111933,1.3188673,1.3729093,1.1590469,0.9365225,0.6357062,0.88930845,0.7453445,1.1831694,0.65916216,0.82949984,1.0487761,0.81660426,0.9375635,1.0647755,1.1943145,1.2589984,0.9346101,1.3681644,0.92709136,1.178319,1.2186052,1.1001251,1.0618994,0.84616643,0.8838619,0.747215,1.2219397,0.0,1.0743413,0.861745,1.3388481,0.71021914,0.96288866,1.3108678,0.6662915,1.2576578,0.9038131,1.2218497,1.0424657,1.0721608,0.45614815,0.7639791,0.7010565,0.85552204,1.0479344,1.3716254,0.76357853,0.9191299,1.2248487,1.2156236,1.0764363,1.2333465,1.141312,1.0513173,1.0927087,1.0610484,0.77133155,1.3555083,0.8796148,0.9632156,0.9869396,1.2500004,1.0862708,0.92696893,1.1456357,0.71232927,1.255213,0.5886646,1.0296979,0.8682866,1.0644834,1.1356326,1.089612,1.0785328,1.0735738,1.1296964,1.2472025,1.1817752,1.1812828,1.3836551,0.6944846,0.8416417,0.8634298,0.75437725,0.9841986,1.23753,1.2787224,1.1865935,0.8587577,0.98800737,0.99393034,1.2298403,1.1543751,1.060036,0.90387094,1.1726453,0.5051255,0.833279,1.1829901,1.0976504,0.9239893,1.0266156,0.74571896,1.0261811,0.81936663,0.8382366,0.82660246,0.82889104,1.248686,0.95779777,1.3679441,1.0857257,1.1770806,1.2540724,0.9664939,1.130277,1.1598132,0.8307478,0.7894596,0.78520054,1.2502259,1.2162552,1.3355564,0.96515626,1.0617771,1.2497145,1.0832902,0.81155825,1.0132016,0.8729493,1.2741579,0.46253216,0.91270965
