,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
hat,1.1688658,0.8566202,0.7146365,1.312249,1.0369208,0.6926408,0.63793373,1.2667836,1.404792,1.4462848,0.6319371,1.3739249,1.305109,1.2409903,1.3188429,0.9555544,1.0601337,0.5526558,0.7266953,1.342329,0.5735756,1.2619864,1.1014415,1.0428871,0.71470827,0.64538574,0.76890695,0.9900533,1.0947821,0.73838234,1.3705463,1.2149582,1.0032033,1.193846,1.2956448,1.2540246,0.44210148,1.4565517,0.60434383,1.1451842,1.0774314,1.253199,1.1842837,1.206663,0.87812173,0.9778862,1.1060599,1.1566296,1.0455745,0.7710622,0.7366196,0.93950933,0.7282866,0.83719486,1.3560296,0.74872446,0.86946315,0.93507653,1.2383536,1.0869987,1.2817243,0.0,0.93210626,1.2404206,0.8080662,1.310501,0.7456513,1.3552513,0.9808612,0.96456313,1.1455246,1.0506554,1.3325431,0.93039,1.0578923,0.52291065,0.99848217,0.5916724,0.93200195,0.50535554,1.350292,1.1536446,1.2603009,1.2147324,1.3177114,0.44492984,0.5715047,0.6428977,0.78506476,1.0082518,0.92222196,0.5903182,0.8856518,1.0322323,1.1953552,0.60549456,0.86999375,0.5891328,1.3784101,1.1716783,1.0580783,1.2690784,0.5276862,0.8972282,0.6658129,1.2695911,1.2041591,1.220405,0.24125755,0.7986434,0.77684826,1.0397213,0.6845691,1.1579622,0.540529,1.1735255,1.2972676,1.3733691,0.47870666,0.8431138,0.95350575,1.2999034,0.84271157,0.63765174,1.0517044,1.2061467,1.1910969,0.867517,0.4689415,1.3794234
horse,0.62144035,1.0001879,1.0735589,1.1225795,1.1413496,1.003964,1.0113696,1.2266448,1.2115896,1.0736457,0.91486764,1.2545809,1.0246823,0.7552575,0.9882409,0.88003135,0.8864969,0.8488744,1.0792575,1.2053057,0.9425242,1.006435,1.1779016,0.8597703,0.8951828,0.84591573,1.1037195,0.8031111,1.0734929,0.837989,1.1705374,1.0746179,0.8499475,1.0792717,1.1765772,1.1422853,1.0154163,1.0955546,0.9482924,0.55452275,0.75045407,1.0896605,1.0086273,1.207365,1.0948902,1.1310567,1.1336114,1.0135635,1.1939398,0.96461755,0.84431195,1.2366033,0.9520041,0.27597106,1.2074939,1.0931089,1.1763589,1.2555543,1.0939252,0.9268654,1.2287838,0.93210626,0.0,1.1260157,0.9985143,1.2321057,0.9932056,1.1825728,0.842895,1.1902103,1.2162912,0.95394313,1.2946373,0.88283396,1.1897236,1.0496206,0.973576,1.115671,1.0594096,1.0057646,1.1612457,0.9362328,1.1375248,1.2074593,0.92487717,0.9203775,0.9752429,0.5564074,1.0815138,0.4551038,0.7998986,0.97667193,0.80699,1.0209806,0.52890944,0.81880975,1.0115869,0.89037967,1.0790112,0.83280194,1.0421369,1.1600646,0.8328544,1.1539004,0.7378448,1.1839397,1.3037465,1.0469769,0.96803766,0.94582963,1.1304145,1.1942314,0.9243599,1.0806743,0.923069,1.0142812,1.1921145,1.1473993,0.90582067,1.1184386,1.1176794,1.1866186,0.98549426,0.7616507,1.0508498,1.0544362,0.9477772,0.81956136,1.0099076,1.119748
jacket,0.8998132,1.1929301,1.3054347,0.6591869,1.0483594,1.3433368,1.2986784,1.000391,0.5916201,0.7578704,1.2387502,0.7209694,0.72469544,0.9503025,0.6966746,1.1392678,1.1208345,1.3783952,1.4050418,0.8608924,1.352501,1.0024177,0.9503894,0.99911535,1.3739984,1.3251561,1.0101508,0.914001,1.1333541,1.3022876,0.72632796,0.76883006,1.1895,1.0063276,0.5662768,0.93420386,1.3739324,0.8533465,1.4662721,0.92837334,0.9931314,0.9255606,1.1987071,0.67453367,1.127108,1.2095584,0.71203935,0.7403803,1.022424,1.1000167,1.3634946,0.93632996,1.3765695,1.2350941,0.8338604,1.0212893,0.7078589,1.0551329,0.5843893,0.93114,0.8375343,1.2404206,1.1260157,0.0,1.2608356,0.37456918,1.3567722,0.99385124,1.3710775,0.82624066,0.96344566,1.128027,0.60902405,1.1369545,1.0105307,1.1961739,1.1945478,1.1799673,0.9583851,1.3495065,0.75870574,0.8075395,0.6700253,0.39207077,0.86237323,1.3836659,1.3414001,1.2518163,1.297691,0.9458849,1.3367577,1.2240663,1.3164322,1.2224585,0.93599856,1.3595729,0.94008744,1.2716053,0.8234836,1.0050402,1.0285985,0.2572987,1.23174,0.9039005,1.3185868,0.60612273,0.88935894,0.82205576,1.3303173,1.372602,1.1533405,1.0413632,1.4051621,0.87729573,1.3061693,0.95870256,0.31805825,0.737705,1.2928115,1.1284122,0.89087945,0.8967575,1.2569904,1.3612139,1.233391,0.89536655,0.99283826,1.2655262,1.3038471,0.81370795
jar,1.3809599,0.86292696,0.8870219,1.3202713,1.2819649,0.82930565,0.762408,1.1609498,1.3356267,1.4270228,0.5101963,1.3354051,1.4565178,1.3167408,1.3506541,0.9326098,1.1681763,0.32004243,0.6986972,1.2081873,0.60479337,0.9703902,1.0922341,1.083931,0.36827457,0.70557535,1.0082027,0.92200226,1.1086723,0.60352546,1.2050678,1.2451674,0.82896584,0.7993345,1.3789768,0.8720332,0.67479837,1.3840528,0.33519948,1.1760135,1.1368232,1.0170587,0.90646774,1.1892508,0.6738724,0.9598957,1.006836,1.2037637,1.0416306,1.0135007,0.88379914,0.951961,0.6848197,1.1006371,1.1985564,0.8661237,1.1531234,1.1345657,1.2019356,1.1621627,1.2115762,0.8080662,0.9985143,1.2608356,0.0,1.4085966,0.7402759,1.126082,0.6817795,1.2354101,1.182676,0.6700914,1.3487684,0.94133294,1.1175642,0.7957551,0.891578,0.5724971,1.0190144,0.5774721,1.1221719,1.2440829,1.2439665,1.2614295,1.349407,0.6552645,0.6670187,0.66588223,0.63071173,1.1697133,0.6092707,0.5397578,0.6813549,0.98575586,1.2149432,0.8805432,0.94972926,0.8119185,1.0303689,1.26362,1.3952708,1.3091599,0.84350693,0.5905336,0.60156274,1.1118418,1.0936506,1.3423008,0.57984155,0.67433536,0.76287425,1.0204961,0.6871264,1.2991877,0.7854656,1.1295873,1.2986279,1.3796058,0.86951244,0.7395979,1.1500696,1.3232571,0.6918529,1.0561916,0.95005786,1.1396127,1.1550746,0.756826,0.6721871,1.1454322
jeans,0.83540606,1.045424,1.3035632,0.47185904,0.89849544,1.3464153,1.3537056,0.90071046,0.58966464,0.62423575,1.3641326,0.53015023,0.64510316,0.90884364,0.62175447,1.1534655,0.9721592,1.5744833,1.4038713,0.719255,1.4930825,1.0472331,0.9104872,1.1001991,1.4731854,1.3965125,1.0310205,0.8896754,1.0082984,1.4409888,0.7266065,0.66781974,1.2798561,1.036727,0.41904747,0.9263338,1.4447045,0.75096136,1.5887158,0.9179784,0.9849036,0.98722035,1.1456199,0.63036036,1.1230766,1.1988511,0.84444237,0.77366066,0.84669834,1.1166427,1.4210521,0.8196256,1.4540718,1.2826792,0.73866236,1.0465409,0.608943,0.9038014,0.6655687,1.0191208,0.57757187,1.310501,1.2321057,0.37456918,1.4085966,0.0,1.359817,0.9087012,1.480608,0.73315763,0.8692948,1.1562628,0.38924664,1.230545,0.99134,1.3075376,1.1223338,1.2449149,0.90153944,1.4515742,0.73765665,0.8474362,0.5226181,0.28882164,0.7437719,1.4815162,1.4357855,1.4145036,1.3502898,0.987874,1.3672016,1.3384964,1.4468277,1.2169299,0.94901067,1.4516951,0.9415741,1.3349059,0.9018431,0.97044814,0.89983404,0.2619074,1.2059826,0.95964324,1.4807998,0.69751215,0.837534,0.7613551,1.3982447,1.4381816,1.1184524,1.0247499,1.4687696,0.8072859,1.4113541,0.86859655,0.2536571,0.5835219,1.4000628,1.0562953,0.835524,0.7685152,1.2571833,1.3458339,1.1199818,0.97789204,0.98619473,1.3500516,1.3608127,0.8214889
knife,1.3188549,0.6977072,0.86692053,1.2042207,1.2082766,0.8164239,0.74888927,1.1407056,1.2341269,1.3825309,0.5302721,1.3032389,1.3161411,1.1517379,1.1636615,0.8800351,0.90818167,0.55274475,0.6598652,1.2175308,0.5748984,1.0025662,1.0343634,1.0825508,0.4151827,0.6310616,1.0910792,1.2226204,0.896872,0.7288485,1.3421226,1.1738237,0.9523658,1.030147,1.3648283,1.1496874,0.38255584,1.333746,0.51266277,1.259182,1.106985,1.1096592,0.9189855,1.0890311,0.91072375,0.95514387,1.2303041,1.3268654,0.95786405,0.9423827,0.68720114,1.0860653,0.29998136,1.1003965,1.2912543,0.95073813,1.15172,1.0489242,1.3753805,1.106878,1.1213952,0.7456513,0.9932056,1.3567722,0.7402759,1.359817,0.0,1.1121925,0.68569785,1.278252,1.1077033,0.97660196,1.2961569,1.060872,1.336714,0.7610456,0.83585393,0.7269069,1.2270076,0.601789,1.2191362,1.3136944,1.1493949,1.3644943,1.2378553,0.31559062,0.35019737,0.7409376,0.7888417,1.1916358,0.5801,0.776211,0.69154835,0.70959544,1.187423,0.8404137,0.9263289,0.67556894,1.0897357,1.2305582,0.8407111,1.4004855,0.64413214,0.780846,0.6951045,1.1672926,0.9502326,1.1042947,0.6047498,1.0218941,0.67921084,1.143232,0.4303167,1.2266992,0.8166984,1.1814133,1.3633507,1.299212,0.6891258,0.89045584,1.0967488,0.92170966,0.6977956,0.8128766,0.70737207,1.1209499,1.1694309,0.593201,0.48913884,1.2435969
ladder,0.99085116,1.2285492,1.245416,0.8943154,1.0454239,1.161181,1.1073921,0.7469336,0.7533309,0.63168573,1.2384923,0.5599948,0.92717284,0.8495196,0.89403105,0.990549,1.0323626,1.1716461,1.141813,0.69547826,1.2133503,0.5355108,0.89279795,0.9611502,1.0514507,1.1695125,1.1691258,0.981563,0.6464662,1.1642251,0.5406027,0.67396975,1.203997,0.9763502,0.7099147,0.9202421,1.2524881,0.5575577,1.2177565,0.9301774,0.8908087,0.61577594,0.8642999,0.90075034,1.1976268,1.243645,0.92486745,1.074343,1.1841162,1.168692,1.1098572,1.1320691,1.1342982,1.1765656,0.9400169,1.1906252,1.1360295,1.1813097,1.0114853,1.0454032,1.0569006,1.3552513,1.1825728,0.99385124,1.126082,0.9087012,1.1121925,0.0,0.8192466,1.0734055,1.0159866,1.0019677,0.90236384,0.9616039,0.981427,1.3472207,1.0643495,1.2577727,1.1987857,1.2964578,0.70296633,1.124732,0.9940693,0.86435604,0.98614854,1.2063172,1.152429,1.2158198,1.2162193,1.1124731,1.0918785,1.1920545,1.001677,1.1232693,0.96602225,1.2546804,0.9831444,1.1914166,0.6569899,0.8813151,0.8841263,0.97751254,1.2057447,1.0747956,1.1395484,0.6718467,0.8762548,0.84016144,1.360867,1.0712593,1.079382,0.92905784,1.223226,0.8938667,1.2659813,0.6993072,0.9383839,0.61190546,1.2661355,1.2379024,1.131064,0.87364125,1.0524297,1.0977653,0.98087305,0.87118703,0.87413365,0.79280126,1.3169527,0.6924548
lamp,1.1155053,1.0085602,0.9710707,1.3217685,1.1496611,0.60085535,0.9724448,1.0902928,1.0816427,1.155395,0.7178642,1.1766083,1.2214992,1.048689,1.1996356,0.92184824,1.0472159,0.5730934,0.68509245,1.1574098,0.8402333,0.6479185,1.018763,1.0346421,0.5141128,0.78470397,1.2653338,1.1443101,0.8413596,0.5183884,0.9902676,0.9927966,0.8631399,0.9496166,1.2459612,1.0498291,0.80957717,1.022359,0.540377,1.1477292,1.1319649,0.7121427,0.61380357,1.143941,1.0101568,0.91345954,1.175325,1.1674066,1.1723427,1.0268906,0.81596184,1.2764661,0.63221776,0.9594187,1.0455706,1.131914,1.4587195,1.2734535,1.24321,1.0106983,1.283212,0.9808612,0.842895,1.3710775,0.6817795,1.480608,0.68569785,0.8192466,0.0,1.4125171,1.1265101,0.79996955,1.4356415,0.97294915,1.2380573,0.94721234,0.8777525,0.98728645,1.2766519,0.8680466,1.0612155,1.224966,1.2586681,1.3516567,1.1348611,0.70392627,0.66115445,0.72080207,0.81369895,1.1836634,0.6398909,0.9191652,0.6147383,0.81729305,1.0635334,0.8995455,1.2137341,0.8781577,0.89808404,1.1381625,0.9825041,1.3602867,0.9699995,0.99222326,0.6812364,1.031912,0.8818106,1.1024829,0.9140265,0.7090081,0.9113152,1.1881149,0.5731683,1.108328,0.87421334,1.0359702,1.3201199,1.1015395,0.8917852,1.0676998,1.1994325,1.0467656,0.82366765,0.9912928,0.8259138,0.9583526,1.0049884,0.60096395,0.86649954,0.914088
meat,0.8981695,1.0414314,1.0979328,0.9351881,0.79385674,1.0622512,1.0405447,0.8994918,1.0599313,0.9418379,1.2229049,0.87827235,0.9391823,0.758486,0.99459565,1.109159,1.0740367,1.3355703,1.1892092,0.959149,1.1299992,1.1332083,0.9554384,1.0494293,1.3915664,1.18243,0.8254002,0.871167,1.1616924,1.304696,0.9754691,0.98096853,1.0927603,1.0963038,0.85250646,0.9525652,1.130305,0.9264837,1.2906266,0.9014816,0.8779126,1.155499,1.24165,1.0006133,1.0551869,1.0399309,0.9323451,0.750798,0.9218061,0.8711239,1.1586539,0.8553815,1.2817926,0.94168156,0.907446,0.9206416,0.59555316,0.71588063,0.7849001,1.0559468,0.7779522,0.96456313,1.1902103,0.82624066,1.2354101,0.73315763,1.278252,1.0734055,1.4125171,0.0,1.0178268,1.0989455,0.74026096,0.74887544,0.78565323,1.0509858,1.1068728,1.0874557,0.88684016,1.117728,1.0313456,0.7587973,1.0153015,0.78296536,0.98966396,1.1986766,1.1912988,1.2780085,1.1995966,0.9520404,1.3158343,1.0629056,1.2314765,1.1477123,0.9758103,1.0958161,0.8448772,1.1190507,1.1900421,0.6666262,0.9264281,0.76731956,1.0602518,1.155051,1.258031,1.0296363,1.156411,1.0634763,1.068158,1.0903983,1.0924242,0.7705643,1.2940277,0.9063566,1.1043576,0.8398696,0.7799412,0.9184864,1.1170157,1.0104599,0.81875336,0.9414788,1.1272918,1.0002344,1.1509143,1.0493556,1.046919,1.2142156,1.164066,1.0256265
melon,0.8889752,1.1516931,0.5773411,0.9115332,0.56859416,0.7974061,0.95981884,1.0380847,0.90367043,0.83233154,1.1680975,0.8180982,0.9255669,0.9576988,0.9966611,1.1400371,1.1171007,1.1987981,0.96961653,0.95397675,1.0679499,1.033318,1.0312532,1.1278511,1.2089758,1.168375,1.0533288,1.0612735,0.9907169,1.158789,0.9125875,1.006209,0.98030597,1.0153944,0.88850415,0.9921027,1.2001944,0.8510016,1.1364099,1.1115936,1.1757796,1.0539829,1.0743257,1.012372,1.1202577,0.60638183,1.0287093,0.96806175,0.9669054,1.123765,1.0366259,1.1063799,1.15559,1.1212131,0.7566414,1.19871,1.0981836,0.6838323,0.91650224,0.62677294,0.8506104,1.1455246,1.2162912,0.96344566,1.182676,0.8692948,1.1077033,1.0159866,1.1265101,1.0178268,0.0,1.0866724,0.73558855,1.1651391,0.9037595,0.9783983,1.0537603,1.2319895,1.0049678,1.0032364,0.9409057,0.6620242,0.90758693,0.9763338,0.84960437,1.2527244,1.2259095,1.1947932,0.8309959,1.1311015,1.228409,1.2021878,1.1306784,0.86090136,1.0606039,0.7605077,1.2771518,1.1383399,1.0250173,0.94624794,0.9320852,0.94206387,1.2847219,1.143256,1.1654695,1.0372673,0.8179424,0.8474793,1.2427574,1.070604,1.1248525,0.9860729,1.0212858,0.8851435,0.96994215,1.0152445,0.9078766,0.82613575,1.1530286,1.1351312,1.1020843,0.81854033,1.1840045,1.0417953,0.9418005,0.90390927,0.99969435,1.1903813,1.1653781,0.9235388
milk,1.0519897,0.9915327,1.0797123,1.066897,1.0798331,0.90105945,1.0451068,0.8843265,1.0682175,1.1074525,0.95640033,1.053061,1.0312332,1.1414745,0.9565186,1.0485133,0.8555631,0.77067375,0.8631148,0.9130155,1.0226277,0.96355927,0.9125953,0.9558953,0.7948457,1.0346568,1.1798298,1.0421171,0.92235273,0.86462235,1.0293069,1.0366517,1.0129938,0.8229351,1.0986665,0.85165936,1.0520579,1.1012044,0.7785064,1.0341043,1.0392872,0.9148588,0.7129525,0.96167713,0.9859692,1.0796939,1.079795,1.1179396,1.0574661,1.069279,1.0103695,1.1341386,0.88048357,1.0246288,0.98356706,1.138447,1.1724252,1.0563166,1.1286484,1.0928192,1.049636,1.0506554,0.95394313,1.128027,0.6700914,1.1562628,0.97660196,1.0019677,0.79996955,1.0989455,1.0866724,0.0,1.1065304,1.103114,1.0475302,1.1072179,0.8486792,1.0696073,1.0799348,1.0612996,0.9464101,1.1088074,1.047807,1.1496794,0.94221705,1.0424181,1.0313698,0.8892835,0.8639082,1.0005667,0.71163124,1.0922219,0.91233075,1.0528208,1.0263776,1.0523593,0.92234045,0.9476634,0.8815266,1.1319096,1.1209211,1.1486443,1.0118984,0.8994781,0.9339301,1.0647887,0.9645802,1.0841439,1.0580744,0.8231977,0.94305736,1.0468715,0.73909307,1.0937495,1.0409063,0.9942329,1.0586276,1.1170534,0.94405836,0.9882901,1.1852952,1.0141504,0.76911867,1.0045712,0.9310744,1.098816,1.0118321,0.8809457,1.0849553,1.0327978
mitten,0.8086324,1.0525984,1.1388009,0.5288992,0.64985204,1.0929917,1.2380518,0.8546458,0.6650281,0.7633646,1.5017133,0.63438284,0.7510732,0.8206167,0.71923554,1.2149233,1.0412039,1.5566634,1.2461221,0.7444144,1.378736,1.0771011,0.75170285,1.0410478,1.5265193,1.4553115,0.9271445,0.95211095,0.9582848,1.5419282,0.80267555,0.8782556,1.0507823,0.9355841,0.6643516,0.8055804,1.4282779,0.7652926,1.5256054,0.90007406,0.9221168,1.0545063,1.1361363,0.6949905,1.1380033,0.98655826,0.9085922,0.97871274,0.7831881,1.1475174,1.2448525,0.8707764,1.242485,1.2639184,0.68603134,1.1192223,0.55750084,0.6407522,0.84938604,0.9095669,0.44250965,1.3325431,1.2946373,0.60902405,1.3487684,0.38924664,1.2961569,0.90236384,1.4356415,0.74026096,0.73558855,1.1065304,0.0,1.195426,0.85425735,1.2985623,0.9585855,1.2537155,0.9336403,1.3969014,0.78059113,0.8813765,0.5990622,0.5931027,0.7883836,1.5014637,1.4574945,1.4953265,1.2756481,1.0257541,1.2917438,1.3984258,1.3840764,1.0549601,0.92780375,1.3299687,0.78576434,1.3763509,0.93261296,0.7936728,0.7734803,0.5562519,1.2535205,0.9890702,1.355171,0.85266316,0.70581603,0.9086621,1.4610599,1.2835239,1.1289614,0.9688944,1.2095323,0.8368341,1.3389614,0.89626443,0.5291573,0.6787216,1.3383226,1.0496219,0.85465497,0.50959045,1.1751405,1.1276258,1.0899496,1.0415068,1.0357311,1.3765514,1.4053222,0.9039999
motorcycle,1.0496206,0.9703397,0.99154466,1.2171675,1.0434179,0.9912443,0.8874144,0.9790606,1.2270117,1.1425949,0.99474,1.0957168,1.2150755,0.7113712,1.1234791,0.806301,1.1766475,0.9072999,0.98167825,1.1425734,0.88353753,1.1212897,1.0220588,0.96425104,0.9562998,0.8002072,0.97213924,0.8697203,1.0339736,0.9787765,1.1078857,1.0816814,1.014635,1.1263703,1.2142383,1.1028299,1.0284414,1.0334624,0.9195772,0.7959553,0.76800203,1.0749844,1.0759017,1.0559624,1.0595471,1.0230173,0.82134914,0.82651633,1.1991296,0.9207009,0.82050896,1.131785,1.0461131,0.7887974,1.0806506,0.95539594,0.823856,1.0037321,0.9463345,0.94181377,1.2030058,0.93039,0.88283396,1.1369545,0.94133294,1.230545,1.060872,0.9616039,0.97294915,0.74887544,1.1651391,1.103114,1.195426,0.0,0.999772,1.0791218,1.0960112,1.0682253,1.1542453,0.96970296,1.1298276,0.84930587,1.1954515,1.0638483,1.2749817,0.95539737,1.070446,0.90966535,1.0040742,0.9662609,0.9606045,0.9687773,0.89495456,1.0882308,0.87946385,0.9520578,0.88694954,0.9826414,1.0844576,0.6755307,1.1616868,1.1127362,0.849446,1.0256362,0.9186388,1.0599568,1.1895347,1.1953815,0.9340693,0.83877015,0.9397651,0.8183234,1.115328,0.9417769,0.9475878,0.8103364,1.1749716,1.1588764,0.85632926,1.1039977,1.0792195,1.3009987,1.0249444,0.8021954,1.0961515,0.94533706,0.8831361,0.943401,1.028715,1.0589113
muffin,0.8777488,1.0745659,1.0211513,1.0430112,0.8195579,0.9990313,0.9634059,0.79872835,0.95825374,0.8972152,1.2494662,0.94958425,0.8474401,1.0284941,0.8774589,1.0903713,0.9686178,1.315877,0.9705085,0.8561268,1.1081177,1.1016192,0.9161379,0.9161468,1.3655274,1.216491,0.9150926,0.9744322,1.0126927,1.1641544,0.98579735,1.0211128,0.83468616,0.790155,1.0120695,0.7134982,1.2055197,0.8504125,1.2825799,0.97625375,1.0383817,1.1460981,1.0788018,0.9297213,1.1574328,0.84495634,0.84291005,1.0031737,1.1169621,0.91436505,1.0338806,0.99744093,1.2232305,0.9746474,0.8669448,1.0398145,0.95748717,0.8348196,1.0283908,0.80637324,1.0354934,1.0578923,1.1897236,1.0105307,1.1175642,0.99134,1.336714,0.981427,1.2380573,0.78565323,0.9037595,1.0475302,0.85425735,0.999772,0.0,1.1318146,1.001576,1.1118455,0.9319023,1.1304604,0.98087883,0.6898385,0.95893013,1.0782108,0.9233107,1.2637856,1.2407546,1.310228,1.03945,0.99015,1.1537758,1.0563097,1.06879,0.89055777,0.9833461,0.9485636,1.0269872,1.1994267,1.110452,0.8696779,1.0640633,1.0733922,1.0464257,1.2076349,1.2275229,1.0752075,0.9666861,0.9443213,1.1372769,0.9890307,1.063347,0.65136635,1.1222281,0.8768517,1.1400516,0.9505595,1.0444149,0.9461056,0.93113285,1.1684989,0.8942128,1.001553,1.0261011,1.0470316,0.99143004,0.96997076,0.9551992,1.3142886,1.2879465,1.017995
nail,1.3390303,0.84223044,0.48736823,1.2163205,1.022366,0.70479155,0.66023314,1.381494,1.3215194,1.4073,0.5209739,1.4773757,1.2940183,1.3285847,1.4148791,0.99042416,1.1778255,0.5121331,0.7800903,1.4018409,0.4754107,1.2928578,1.2487355,1.141931,0.73559517,0.6904361,0.5442222,1.2516291,1.3298647,0.6535431,1.3257556,1.3459766,0.9469314,1.0606999,1.3549467,1.1408108,0.27175534,1.5110627,0.43387133,1.3590096,1.3100526,1.2611313,1.223406,1.3013893,0.59053326,0.78781855,1.0468014,1.0833744,0.7601458,0.80685735,0.82740533,0.7811981,0.7321965,1.1106981,1.2327151,0.6757045,1.0869862,0.87837195,1.1247684,1.1623765,1.099636,0.52291065,1.0496206,1.1961739,0.7957551,1.3075376,0.7610456,1.3472207,0.94721234,1.0509858,0.9783983,1.1072179,1.2985623,1.0791218,1.1318146,0.0,1.0753217,0.49104607,0.8210342,0.27177125,1.3727056,1.2170993,1.2124679,1.2256446,1.248355,0.43135273,0.48709774,0.7322246,0.597204,1.0922892,1.0418087,0.3892799,0.9838229,1.004278,1.2987274,0.6384995,1.0734239,0.67604595,1.4002601,1.2661492,1.0712659,1.2157464,0.9270358,0.9118612,0.7012725,1.2772663,1.1735029,1.1930912,0.33019024,0.80489564,0.85309434,1.0254166,0.7699727,1.2934564,0.44392824,1.4989567,1.2841842,1.4344314,0.7347168,0.5793877,0.77490616,1.1759205,0.9493437,0.86804724,1.1918095,1.113841,1.1757548,1.014793,0.32581758,1.2603421
napkin,1.0385962,0.82447827,1.0714054,1.0351139,1.0606921,0.88902146,0.9550801,0.8881982,0.99650246,1.0960164,1.0338969,0.964795,1.1263181,0.99573326,0.81688374,0.97870934,0.8960042,1.0181513,0.8104498,0.93431926,0.9693073,1.0079576,1.0334888,1.0156946,0.9465654,0.99900526,1.1749918,1.0283709,0.7374812,1.0355618,1.1064276,1.1157944,0.80072963,1.0057061,1.0264562,1.0351087,1.0465031,1.0216894,0.90283346,1.0214711,0.9906327,1.1096952,0.763836,0.90549135,0.9949111,0.961137,1.1465503,1.221883,0.99892074,1.0531191,0.9343476,1.0952183,0.55703187,0.97766757,1.0592625,1.1266258,0.86664855,0.9384273,1.2614107,1.0745658,1.0179844,0.99848217,0.973576,1.1945478,0.891578,1.1223338,0.83585393,1.0643495,0.8777525,1.1068728,1.0537603,0.8486792,0.9585855,1.0960112,1.001576,1.0753217,0.0,1.0317897,1.0482103,1.0225395,1.0245249,1.1496189,1.0197196,1.1845477,0.79035044,1.0229807,1.023377,0.97241205,0.965895,1.0480844,0.5090221,1.085231,0.9574195,0.80421025,0.99768776,1.0837055,0.9236856,1.0570344,1.0831201,1.0532833,1.0610679,1.1585792,0.8502716,0.9366666,0.9877336,1.1376231,0.8974273,0.97106767,1.0119535,0.9780044,0.87705576,1.0475402,0.71093804,1.1089141,1.0168784,0.93562424,1.0807256,0.985873,1.0681548,1.0155327,1.0579122,0.9084837,0.21217245,1.0200318,0.8177172,1.06704,0.9911368,1.0951356,1.0346918,1.0943292
necklace,1.4462402,0.74024093,0.72041,1.2108785,1.2034059,0.93431586,0.67242795,1.3617325,1.365747,1.5285541,0.56606746,1.4733381,1.3998052,1.4199867,1.4611839,1.1006868,1.2437847,0.5497564,0.9116165,1.4101716,0.6466849,1.1844772,1.2068434,1.1264923,0.6138203,0.81690025,0.54529184,1.12106,1.1937356,0.743506,1.3439232,1.2689981,0.96308666,0.990075,1.3624989,1.0841686,0.43016112,1.5585089,0.6012876,1.2558265,1.1837248,1.2103813,1.2086248,1.2224172,0.32420754,0.89864135,0.99897784,1.0899915,0.601981,0.9708439,0.9330026,0.40582442,0.6990195,1.1562269,1.3216202,0.3507223,0.8799747,1.0597659,1.1151047,1.254914,0.9426352,0.5916724,1.115671,1.1799673,0.5724971,1.2449149,0.7269069,1.2577727,0.98728645,1.0874557,1.2319895,1.0696073,1.2537155,1.0682253,1.1118455,0.49104607,1.0317897,0.0,0.7142124,0.44690228,1.3421926,1.3639386,1.1528398,1.1177391,1.3631507,0.49302268,0.5390649,0.79562235,0.72230023,1.1271424,0.94748,0.4870364,0.89817345,1.1195353,1.2851771,0.76423216,0.9168958,0.78938776,1.3483851,1.2633524,1.208216,1.1885384,0.76494884,0.49986315,0.66914326,1.2073905,1.200695,1.3037324,0.32343185,0.86172986,0.6612493,0.92643964,0.7669872,1.3009262,0.5316678,1.3913097,1.2712083,1.4987351,0.7482061,0.33772182,0.6271673,1.1981585,0.8514135,0.98887974,1.2681552,1.2678583,1.2197258,0.9929586,0.32020748,1.3418093
