,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
blanket,0.57382786,1.0006466,1.4304241,1.2528658,0.49704212,1.3450022,1.358923,1.0982184,0.76719874,0.51498914,0.14646924,1.1349401,0.38645375,0.56748664,0.80390155,0.0,0.53920734,1.1983119,1.4828895,1.3021327,0.91911983,1.244097,1.220119,1.0963521,1.2537682,1.4501266,1.2652524,1.2851708,0.9080787,1.330754,1.2790017,1.3069248,0.55568665,0.801412,0.7759635,0.58106244,1.2608309,0.8104449,0.38523912,1.1073625,1.4529821,0.518764,1.4931026,1.2974038,0.9289086,1.1282219,0.99633324,0.7491518,0.8105033,1.0835798,1.2246215,1.3924407,0.5425993,1.2185578,0.74833626,1.2439593,1.0227813,1.198385,1.2004228,1.2448186,1.2545972,1.0942676,0.9785587,1.1821365,0.9519758,1.2374682,0.8041754,0.92736214,0.8774139,1.3513548,1.209805,0.9902362,0.49649954,1.0922459,0.521338,1.2908013,0.95836294,1.0529659,1.0594075,1.0369397,1.0085213,0.74009615,1.1000105,1.0558528,1.4122264,1.3516678,1.1807197,1.2439482,1.0230142,1.3683599,1.2772954,0.778931,0.3632195,0.4951228,0.786439,1.1115538,1.1207111,1.467563,1.4561193,1.3952533,0.5154424,1.0734953,1.1062773,1.1623322,1.1833115,0.7014342,0.7775941,1.2826891,1.3264585,0.7749319,0.7449007,1.2488904,1.2963136,1.2157035,1.0765293,0.4665115,0.8771899,0.6567363,1.1198013,0.71384954,0.75677556,0.7051181,1.4130728,0.70086837,1.4280877,0.97235954,1.0951924,1.4400877,0.88208365,1.4485215,0.933112,0.5505867,0.61818486,1.2629933,1.354078,1.3778825,0.9588249,1.213211,1.1570612,1.3131753,0.85254484,0.9338925,1.2995396,1.3619946,0.9228077
boat,0.7292141,1.0396912,1.256236,1.1210527,0.7805401,1.1953067,1.196069,1.0196456,0.93655777,0.6519176,0.5443116,1.1292006,0.67749906,0.86426646,0.7857535,0.53920734,0.0,1.0807359,1.3046967,1.0779579,0.897868,1.112875,1.1896086,1.0639955,1.118699,1.3208563,0.9025886,1.2659187,0.9916311,1.1761404,1.1789789,1.1844587,0.6403688,0.92067415,0.8025248,0.8872652,1.153805,0.98645324,0.6955021,1.0326035,1.2908412,0.67272234,1.271291,1.2008252,0.88619626,1.127256,1.0690752,0.80095524,0.8179699,1.0257274,1.2810477,1.2003949,0.86240333,1.1994817,0.85049564,1.2462184,0.9085253,1.0795449,1.0513058,1.2387774,1.1210403,1.0174482,0.99221814,1.1718543,0.96073365,1.2198792,0.91181576,1.0618744,1.0239701,1.2450852,1.2184689,0.976041,0.79328597,1.0331837,0.8601459,1.1199727,0.9421574,1.0034399,0.9781047,0.94882655,0.9838593,0.9963496,0.9004203,1.1253641,1.2471907,1.2553884,0.9688965,1.3273256,0.996901,1.1819054,1.1156148,0.80612034,0.75567555,0.84930646,0.7348361,1.0720179,1.0373616,1.2440166,1.2317504,1.2671981,0.7613164,1.0604213,1.0602354,0.99253255,1.1597819,0.9440582,0.9236613,1.1976024,1.1896209,0.7918969,0.824945,1.1613111,1.2568451,1.0619603,1.0073833,0.7583178,0.9973024,0.89705086,1.0651783,0.7704052,0.75174564,0.76571405,1.3095955,0.889163,1.2908634,1.1615542,1.0171957,1.2194202,0.9578666,1.3224844,0.94491345,0.7910327,0.8035927,1.1507763,1.3439199,1.2772601,0.93867666,1.0764041,1.1219287,1.1651728,0.77680707,0.73058,1.237423,1.315176,0.87760764
book,1.2398145,1.2044846,0.726331,1.0948595,1.3464739,0.88610846,0.7793102,1.0683427,0.76532626,1.2878735,1.215555,0.7745803,1.2686667,1.3746281,1.2653699,1.1983119,1.0807359,0.0,0.538286,0.8080361,0.5367003,1.1063818,0.90342396,0.7080454,0.7897104,0.5706538,0.71415275,0.93257225,1.1472737,0.57388175,0.84341717,0.65641874,1.0610479,1.2307516,1.2437351,0.973831,1.0412166,1.1305444,1.0731231,1.1508152,0.53080153,1.0592389,0.5521842,0.78500783,1.2856977,1.01108,1.0137049,1.2466376,0.99603754,0.9920954,1.05438,1.0594367,1.2090855,1.0167443,1.1947052,1.1066557,0.8669351,0.8124958,0.88283014,0.8320925,1.0039688,0.941761,1.1469793,1.0615282,0.9565858,0.7995289,1.3213998,1.1468186,1.2913554,0.8072511,0.9020645,1.1431615,1.2421478,0.8091146,1.2586558,0.81307054,0.9183582,1.0342877,1.0527183,1.1078353,0.9299456,1.2517667,0.8993214,1.1278925,1.0035347,0.825077,0.639233,1.0238624,1.2595336,0.81561565,0.58629435,1.1501002,1.2861663,1.2658643,0.5500229,1.0695351,1.1391865,0.61664486,0.653797,0.9417948,0.82848793,1.1371951,0.9263208,0.853981,0.8808047,0.93369687,0.8596162,0.48268163,0.7520435,1.2152447,1.229069,0.8212767,0.903116,1.0044358,0.95822906,1.3436207,0.8988532,1.2213385,1.1000392,1.2825148,1.1245992,1.1565901,0.6736311,1.2470928,0.58935654,0.9526266,1.1112161,0.8110257,1.1473818,0.650367,0.9583415,1.3165934,1.2066369,0.6306889,1.0339141,0.8897538,1.1927056,0.5698989,0.59662306,0.45267034,1.1604235,0.9889187,0.85578084,0.8196372,1.0695517
bottle,1.3653702,1.1679466,0.42327678,1.1317388,1.5114799,0.7720736,0.63563037,1.1286712,1.0663214,1.4390503,1.4922688,0.7172663,1.5173745,1.4308155,1.2297572,1.4828895,1.3046967,0.538286,0.0,0.8136158,0.9017646,1.088603,0.6266771,0.79842424,0.6811523,0.23057508,0.6439003,0.7634773,1.1192756,0.4229524,0.7200974,0.47915733,1.2598295,1.2196379,1.4794014,1.2872992,1.052952,1.1968248,1.2491342,1.1884156,0.3302235,1.3177068,0.16003376,0.540896,1.458909,0.8485588,1.1006644,1.1705191,1.2848271,0.7672236,0.8498001,0.89075303,1.2091737,0.74349785,1.3436573,1.0041788,1.0141946,0.6427959,0.6500335,0.7181859,0.920955,0.95041907,1.2294588,0.9936767,1.0181497,1.0599805,1.3380911,1.2355579,1.4480308,0.5329327,0.686884,1.0825711,1.4198861,0.77305514,1.3587388,0.81098473,0.9051111,0.86566985,1.1786923,1.2369905,0.9476081,1.3976892,0.994086,1.1395049,0.90718067,0.4996208,0.60506415,0.7795609,1.2774897,0.77677536,0.33323336,1.1564481,1.521881,1.3596735,1.1339576,1.0405531,1.1652005,0.43204808,0.45192719,0.827093,0.8294611,1.284713,0.6462108,1.0037563,0.8920689,1.21697,0.9452376,0.50263643,0.5884355,1.1674898,1.2396599,0.6308503,0.6519275,1.1149979,1.0600936,1.4941063,1.0303303,1.3223865,1.0469594,1.1996324,1.2341187,1.280041,0.38602734,1.2620457,0.5631475,1.0583978,1.2135234,0.61680746,1.1334522,0.33708143,1.0557059,1.483691,1.406281,0.71243143,0.7497028,0.64670026,1.2749587,0.33985806,0.83974105,0.4434142,1.1899402,1.0925976,0.42344224,0.5628631,1.0243317
bowl,1.2622571,1.337528,0.8035554,0.6408933,1.379305,0.72255945,0.7327647,0.80158746,0.7329479,1.1807888,1.3126435,1.0156949,1.3463976,1.2614651,1.2110977,1.3021327,1.0779579,0.8080361,0.8136158,0.0,0.96795344,0.6337955,1.0111485,0.54826856,0.9596325,0.80390656,0.8758154,1.2151482,1.1526074,0.73670465,0.7457782,0.84787244,1.1924956,1.3425064,0.94238466,1.1635478,0.6446419,1.0589582,1.2961898,0.72064096,0.844942,1.1861831,0.47381526,0.9243365,0.6351313,1.058916,1.1048329,1.2990208,1.0394729,1.0666662,1.2282306,0.7001333,1.1302168,1.0015472,1.2462518,1.2503598,1.0081408,1.1728916,0.92861867,1.0397065,0.7200392,1.0080851,0.8908681,1.2019,0.94412106,1.0238148,1.4075389,0.9236412,1.2671626,1.0056356,1.1689043,1.1129434,1.3747303,0.60762715,1.4199911,0.72171307,1.1179012,0.9556906,0.7287598,0.5740931,0.831602,1.1841947,0.97613466,1.1267155,0.6248142,1.0018456,0.69679326,1.2100434,1.217519,0.65265846,0.9543945,1.1317389,1.4196918,1.4167814,0.96778405,1.0051143,0.7078324,0.7094498,0.66350245,0.8314516,1.1679091,0.6763165,1.023083,0.26715523,1.0216137,1.1255972,0.9827199,0.95791274,0.7555962,1.1420088,1.1787624,1.0553963,1.0260613,0.6053432,0.9118566,1.4167664,1.0420127,1.3082597,0.61122084,1.2892716,0.8511003,1.1360506,0.960039,1.2822034,0.74118745,1.1929902,0.43737823,0.48358703,1.0921293,0.8808345,1.303575,1.2137552,0.94432586,0.4800495,1.2054588,1.082828,0.9565439,0.84448713,0.9130378,0.71040356,1.1510724,1.0950966,1.0001596,1.1178415,1.2312126
box,0.986085,1.1974324,1.1803362,1.184528,1.027163,1.1627089,1.083049,1.1728716,0.5818165,0.8052283,0.8427973,1.0669118,0.7513185,1.037326,1.0539724,0.91911983,0.897868,0.5367003,0.9017646,0.96795344,0.0,1.0887225,0.81359655,0.6841196,1.1459248,0.8232206,0.99580723,1.1845492,0.97089803,0.9059515,1.1417269,0.94782984,0.66966945,1.0400989,0.9228055,0.8415377,1.1241499,1.129844,0.67574984,1.0337846,1.1591102,0.49722302,0.8510672,0.96492535,1.0061175,0.9988461,0.89846563,0.6877316,0.5814485,0.979614,1.1825657,1.2830299,1.0461359,1.2217244,1.0866601,1.3006608,0.95623845,1.2143953,0.98637193,1.1507059,1.2078016,1.0155585,0.9706611,1.2813787,1.06569,1.1320885,1.1290731,0.99080014,1.1249427,1.1751814,1.274461,0.9556076,1.1007059,0.79081184,1.0579022,1.0763617,0.618353,0.93512064,1.1672627,1.0629276,0.7234701,1.0970643,0.9253223,1.2695441,1.2199062,1.2409992,0.9072145,1.2979689,1.1477162,1.0745628,0.6358913,1.0617391,0.9651151,1.0260873,0.6039145,1.1772174,1.0150814,1.1822674,1.1730689,1.2797794,0.87296486,1.1073022,1.0447159,0.89130664,1.1351231,0.87891954,0.7389882,0.5809999,0.96621114,0.6823888,1.1925294,1.0100003,1.0589639,1.0758874,1.0076035,1.022495,0.95707446,1.0279611,1.1109344,0.83300793,0.8170312,0.89259326,1.1696718,0.98716676,0.88911176,1.0421122,1.0612377,1.1502875,0.96094,1.1518705,0.9238936,1.0148395,0.7879842,0.95459366,1.3219211,1.2744303,1.0120096,0.9011712,0.8296425,0.7035653,0.94027126,0.91723657,0.73387706,1.2838571,0.7878444
bread,1.0140173,1.2351701,1.0067269,0.45722795,1.1692275,0.8590169,0.9457993,0.64988506,1.0401143,1.2531903,1.2385383,1.2638466,1.2739134,1.1221595,0.9749375,1.244097,1.112875,1.1063818,1.088603,0.6337955,1.0887225,0.0,1.0802319,1.1170547,0.9627,1.1959004,1.0391685,1.247363,1.097497,1.1163883,0.6259667,0.9231974,1.2417393,1.167555,0.93177146,1.080391,0.08356261,0.96720713,1.3299255,0.048023045,1.1077131,1.2460953,0.9266927,1.0463998,0.5186398,1.0852861,1.1141247,1.2209903,1.0627862,1.0289413,1.1325235,0.77488,1.0685409,1.032117,1.1122494,1.189046,1.0798428,1.1537738,0.8518063,1.1515243,0.9806457,0.88883436,0.9638928,1.1555725,0.95466876,1.03177,1.2071428,0.7708195,1.1340374,1.1286842,1.2262905,1.1551874,1.3014011,1.0435659,1.3690304,1.036835,1.2082243,1.047023,0.8266132,0.64804345,0.9415267,1.0517914,1.0483315,1.023748,0.2704568,1.0985132,0.9070896,1.2399732,1.0537885,0.7725532,1.1183382,0.99139464,1.3074162,1.3632911,1.0236406,0.88000065,0.07426739,1.0289756,0.9619459,0.67568463,1.2807769,0.46238768,0.8871163,0.50754833,1.026731,1.0708802,1.0621674,1.165203,0.9624695,1.0850704,1.0797864,1.1219531,1.0760287,0.61372286,1.0305096,1.2671838,1.1374524,1.2380303,1.0382537,1.2036518,1.1378584,1.1174407,1.1163411,1.1838744,0.9533022,1.2736747,0.51253724,0.88002723,1.0533757,1.105312,1.2999945,1.1674256,1.0146862,0.9519098,1.1806214,1.1149666,0.97998357,1.0049556,1.1062849,1.0350791,1.0485026,1.0693419,1.1554285,1.186095,1.2033935
broom,1.1187,1.1266438,0.9695138,1.2043788,1.2958779,0.94054985,0.8831003,1.2720894,0.9730581,1.0820065,1.2310925,0.8085338,1.1703572,1.2043375,1.1740294,1.220119,1.1896086,0.90342396,0.6266771,1.0111485,0.81359655,1.0802319,0.0,1.0053732,0.7370057,0.6395402,0.8961741,0.93442965,0.95422804,0.7319435,0.9480663,0.72139704,0.9916047,1.1829668,1.2605683,1.0614893,1.0611607,1.0563205,1.0424263,1.1087918,0.8000169,0.9843589,0.75990283,0.5738064,1.304133,0.84078896,0.9735746,0.76026404,0.8699466,0.8771928,0.94350797,1.1092764,1.0653696,0.81072736,1.2893219,1.0039911,1.0363144,0.9339255,0.6923238,0.8058118,0.860919,0.9259712,1.1938372,1.0479538,1.039681,1.2297441,1.1995056,1.1798694,1.1991569,0.8642977,0.7946049,0.7938245,1.3180221,0.93453634,1.2183229,0.7153965,0.61162543,0.6704261,1.3396375,1.2641758,0.9144151,1.2664047,0.8738626,1.160227,1.0721185,0.98734355,0.8033019,0.7982942,1.2225659,1.0344926,0.6602828,1.0591961,1.304015,1.2451832,1.1102686,1.0931991,1.0805875,0.7039001,0.7549419,1.0774435,0.8354436,1.2315398,0.64272416,1.1257399,0.9537554,1.2222152,0.8454745,0.7613828,0.875804,0.9485725,1.2093105,0.7365226,0.6880002,1.1796881,0.8017651,1.3271859,1.0236253,1.2027425,0.87433124,0.9994992,1.0295819,1.0877662,0.8296028,1.0153856,0.8604702,0.9525123,1.2383335,0.7434716,0.92928416,0.93027437,1.0468746,1.3373042,1.1985158,1.0379012,0.91825116,0.98541176,1.047694,0.6404851,1.1210455,0.8126101,1.0651612,1.0606062,0.24500453,0.92435205,0.8455308
bucket,1.1568692,1.1457697,1.0402291,1.0241661,1.2223747,0.8692371,0.8218632,1.0651679,0.53887767,1.0767095,1.16565,0.9155365,1.107671,1.1850024,1.2172512,1.0963521,1.0639955,0.7080454,0.79842424,0.54826856,0.6841196,1.1170547,1.0053732,0.0,1.0145198,0.73308504,1.0040867,1.0252762,1.0670742,0.8060554,1.0479296,0.9676376,1.0537229,1.2219955,0.79613304,0.95458657,1.0504925,1.1201156,1.0637771,1.127584,1.0051594,0.8864904,0.624912,0.99695265,0.86451036,1.0286872,0.89207506,1.094676,0.9241045,0.91980404,1.1167176,0.92568415,1.1227676,1.1324472,1.1625469,1.1745484,0.8791985,1.0727167,1.0195701,1.0490713,0.97742313,1.0081167,0.9314395,1.1448262,0.9953842,0.86305034,1.2155342,1.0737989,1.1343877,1.0214152,1.176362,0.9439024,1.2090974,0.389207,1.0971551,0.951692,0.8800792,0.9512608,0.9417979,0.8126192,0.5036508,0.93879193,0.94156784,1.1366241,1.0695508,1.1430261,0.8828053,1.1460701,1.134509,0.88695383,0.79819345,1.0977377,1.1463767,1.0850186,0.89644456,1.0789137,1.0942507,0.99806356,1.0335988,1.0425977,1.0915387,1.0289109,1.0449464,0.79570484,0.97888666,0.90675545,0.8058514,0.7502082,0.8047204,1.0131302,1.1653337,1.0634418,1.1097009,0.9219167,0.9211882,1.2339209,0.83595824,1.0597998,0.6649693,1.0968025,0.8703022,1.1722977,1.0649331,1.1809906,0.7143679,0.9175022,0.8277626,0.90302867,0.9759309,0.9772285,0.8732586,1.1682225,1.0357776,0.47757787,1.1644552,1.1292443,1.0205488,0.9479612,0.7228246,0.8351575,1.1163244,1.0827848,0.9388751,1.1558354,1.1056621
butterfly,1.0320637,1.1285799,0.85788274,1.0915595,1.3934178,0.8721957,0.76656216,1.1108605,1.0101908,1.3770124,1.3518513,0.7150887,1.4525874,1.3359522,1.1165162,1.2537682,1.118699,0.7897104,0.6811523,0.9596325,1.1459248,0.9627,0.7370057,1.0145198,0.0,0.68031377,0.7304374,0.8981857,0.9395805,0.6912692,0.7997599,0.64620626,1.2417266,1.2285354,1.2636206,1.181889,0.8905454,1.0600324,1.2019095,1.0455337,0.77125573,1.3113782,0.77965724,0.6574019,1.3107073,0.7236719,0.9141631,1.1972294,1.1838422,0.863303,0.92456573,0.981778,1.1806985,0.76988804,1.243877,0.9699863,0.93352985,0.67252284,0.5751423,0.7133471,1.0166745,0.68005246,1.2903409,0.95871055,0.83033496,1.0578444,1.2468323,1.2435182,1.2646303,0.60624737,0.4878888,1.1742291,1.2714908,1.007239,1.205641,0.9521145,0.9759815,0.8714,1.0082002,1.2012005,1.0757161,1.1877016,0.8683604,1.0979528,0.81895095,0.91693914,0.68628854,0.8146821,1.2199764,0.89175737,0.8084645,0.937597,1.3609753,1.2598622,1.0712645,0.88129234,1.0318929,0.75011134,0.79199564,0.8771504,0.8796802,1.079576,0.63455445,1.1024109,0.64897805,1.1940017,0.8464412,0.79334474,0.7491693,1.3042891,1.090389,0.44455755,0.7250468,1.0654551,0.8802334,1.3563296,0.81153643,1.2037613,1.0297189,1.2602444,1.3000737,1.2147497,0.6640503,1.2430899,0.7947326,0.92449415,1.2058752,0.8380575,1.22696,0.69148624,0.9454481,1.3829505,1.4637275,0.84586436,0.83806705,0.96059525,1.316361,0.6530234,0.8538831,0.79732347,1.1981641,1.0135946,0.69734967,0.79271805,1.078501
can,1.4438808,1.0015345,0.42361313,1.1385629,1.5474253,0.7889651,0.6302118,1.2291124,0.9991376,1.3653721,1.4927714,0.4503572,1.4565308,1.4544809,1.2976253,1.4501266,1.3208563,0.5706538,0.23057508,0.80390656,0.8232206,1.1959004,0.6395402,0.73308504,0.68031377,0.0,0.67178535,0.62160265,1.1067847,0.27237964,0.8634033,0.5435051,1.3276672,1.2229424,1.3629174,1.2348616,1.1516593,1.2151599,1.1181753,1.3139241,0.3873338,1.2605033,0.31241083,0.43927097,1.5079577,0.8544643,0.9867319,1.1575805,1.1863586,0.8139435,0.74356896,0.8561606,1.2287132,0.74333537,1.3865454,0.84783936,1.0199207,0.5909146,0.80861807,0.6082977,1.0089691,1.0202297,1.3403845,0.88530624,1.1132723,1.0483172,1.3674245,1.3569536,1.3751562,0.43711782,0.7026363,1.1333338,1.3575625,0.7608472,1.2239853,0.8114955,0.85802335,1.0024289,1.1874468,1.190669,1.0946333,1.3558099,1.0631053,1.1272148,0.95957977,0.5001999,0.64666885,0.61013603,1.2426136,0.813897,0.4443701,1.2380086,1.4684465,1.2472951,1.1070716,1.0440595,1.2872258,0.50813746,0.5106124,0.78870034,0.6928036,1.2460576,0.8224238,0.9889447,0.90991765,1.2278101,0.92500246,0.3461666,0.5413768,1.2064078,1.2705407,0.6910291,0.5416018,1.0626848,1.1162091,1.4906566,0.98407996,1.2064869,0.9469969,1.1740223,1.0758878,1.3382736,0.28882015,1.267356,0.5358572,0.81855655,1.2067968,0.6966721,1.2667824,0.34877336,0.8896972,1.4807389,1.4525143,0.63693273,0.6360285,0.6008278,1.3771124,0.4234588,0.8624306,0.4458424,1.2526939,1.1321216,0.41735756,0.46837258,0.938469
car,1.0756996,1.188612,0.77026755,1.1195436,1.3751106,0.8485354,0.7766564,1.2053088,1.0422057,1.2458225,1.2572188,0.90734434,1.3465409,1.271103,1.0385176,1.2652524,0.9025886,0.71415275,0.6439003,0.8758154,0.99580723,1.0391685,0.8961741,1.0040867,0.7304374,0.67178535,0.0,1.0887532,0.96427405,0.6854856,0.93189454,0.7279367,1.1735247,1.1336116,1.2487088,1.3171396,1.0177592,1.145795,1.0915215,1.094996,0.79046535,1.229623,0.6449258,0.8255839,1.3214834,0.7925391,0.9890536,1.0710813,1.1334327,1.032535,1.0247936,1.058845,1.147137,0.80776924,1.1669201,1.1588659,0.7814752,0.85918605,0.6537579,1.0235839,1.0213542,0.8752936,1.1926537,0.9935996,0.8784579,1.1595044,1.1453222,1.1909289,1.3417045,0.6589251,0.76699597,1.0469177,1.232807,0.84974754,1.3014662,0.99479216,0.9447114,0.9132366,1.0234046,1.2203363,1.0112956,1.2896094,0.6376789,1.1065029,0.9560265,0.8452255,0.69594824,1.0437796,1.1541009,0.84114635,0.7684659,0.95319295,1.3537276,1.3141041,1.0446688,1.0746244,1.0470735,0.7245188,0.7233814,1.1138443,0.8845908,1.1155341,0.7858527,0.9780584,0.8333022,1.1235902,0.8540362,0.724366,0.75492597,1.0817366,1.1504259,0.70142466,0.96536684,1.0937583,0.98306227,1.3019575,0.8779766,1.2413558,1.1628687,1.1349052,1.1925216,1.0665554,0.80392784,1.166955,0.88230383,1.2276113,1.225173,0.8357353,1.2608297,0.713339,0.9507558,1.3139672,1.248692,0.8672506,1.0446576,1.0334233,1.2810284,0.6053283,0.9311049,0.5730022,0.90146697,0.45573682,0.7114791,0.85181636,0.86622405
carrot,1.4237635,0.46429092,0.6509018,1.0839764,1.039599,0.89168894,0.8659002,1.0822297,1.1466708,1.3108603,1.3455538,0.5569646,1.1915892,1.1040728,1.239613,1.2851708,1.2659187,0.93257225,0.7634773,1.2151482,1.1845492,1.247363,0.93442965,1.0252762,0.8981857,0.62160265,1.0887532,0.0,1.2138853,0.7712254,1.0583416,0.9705525,1.3525732,1.0209715,1.1808248,1.036888,1.2470756,1.0126815,1.1619143,1.3032706,0.52926123,1.311019,0.9272553,0.8333856,1.3354062,1.0973783,0.8789462,1.2790241,1.2949547,0.9119431,0.49256688,0.73740005,1.1828,0.8946647,1.1553898,0.26752007,1.0522524,0.6217997,1.0869051,0.53605837,0.9051676,1.1284087,1.110884,0.6486182,1.0684469,0.59521717,0.9861566,1.148042,0.708846,0.7155056,0.7935381,1.1244148,1.0409131,1.1678728,0.8915569,0.8268053,1.1480949,1.3315651,1.0349535,1.1430267,1.1955547,0.9541841,1.1059554,0.80040085,1.072706,0.52787256,1.027371,0.3886795,0.8658865,0.9271801,0.98474884,1.3400126,1.0241612,0.93126965,1.1529735,0.9669347,1.3317254,0.7322495,0.76927483,0.6901672,0.9632595,1.0373727,1.0568856,1.3110356,0.8929522,0.99083436,1.1375086,0.84815204,0.95722103,1.3165965,1.1900206,1.0134524,0.63249284,1.0768518,1.156597,1.1226097,1.0075467,0.87645483,0.9774673,1.2337546,1.1791306,1.2422824,0.50573933,1.2124025,0.67180264,0.48540568,1.210061,0.91275936,1.1160684,0.5540601,0.8200648,1.1646218,1.3643308,0.94961274,0.27321923,0.36837924,1.0263902,0.83615655,0.86830205,0.9868064,1.220389,1.2123889,0.9543686,0.4229738,1.12194
cat,0.5215963,1.0712802,1.2154391,1.1264735,0.9595982,1.1718328,1.1797906,1.1681721,1.0015396,0.86133736,0.9005898,1.1066381,0.8368548,1.0203464,0.57864076,0.9080787,0.9916311,1.1472737,1.1192756,1.1526074,0.97089803,1.097497,0.95422804,1.0670742,0.9395805,1.1067847,0.96427405,1.2138853,0.0,1.1256249,1.1697619,1.1631258,0.9282656,0.9111282,0.9368743,1.0291505,1.0948625,1.0459905,0.838423,1.0812662,1.2924478,0.823079,1.1849774,1.0521461,1.092732,0.0959484,0.8198343,0.7843046,0.9755428,1.029482,1.0745971,1.2582465,0.91068995,0.96786964,0.9588786,1.230186,0.96099687,0.97253555,0.93955845,1.099112,1.2401599,0.9130246,1.0213174,1.0738741,0.957016,1.2766533,0.87714505,1.0148102,1.0692954,0.97767866,0.7632775,0.95314676,0.9582724,1.0054517,0.9143925,1.2535744,0.8244231,0.9916129,1.0090673,1.1140459,0.9953286,0.970506,0.9866767,1.1569414,1.0371325,1.2210317,1.1398556,1.1863022,1.0418559,1.1566391,1.0558214,0.7275283,0.95034057,0.89849156,1.1093848,0.984769,1.0487674,1.2418694,1.2324373,1.176831,1.0030981,1.1082729,0.9262351,1.1783639,0.597103,0.97160447,0.8795778,1.0244346,1.0790533,0.813988,0.9449323,0.5127183,1.0112871,1.0810812,1.0652391,0.91394275,0.92831933,0.96018696,1.1044619,0.8666308,1.0767101,0.879223,1.1042063,0.78467065,1.2574852,1.0825964,1.0738921,1.2483282,1.0582196,1.2049768,0.83057225,0.9322821,0.9198145,1.2087773,1.1821376,1.2650917,1.1585217,1.0480294,1.0831958,1.0855286,0.9645989,0.9564634,0.82577014,1.1668122,0.9018992
chair,1.3783355,1.0068914,0.48360878,1.02446,1.4781529,0.44310075,0.34867024,1.0914612,0.9923739,1.2847042,1.3728566,0.57119215,1.2850153,1.4500797,1.2890937,1.330754,1.1761404,0.57388175,0.4229524,0.73670465,0.9059515,1.1163883,0.7319435,0.8060554,0.6912692,0.27237964,0.6854856,0.7712254,1.1256249,0.0,0.7591202,0.6846225,1.251142,1.2238107,1.2386987,1.190369,1.0550996,1.1338491,1.035103,1.2321355,0.50518996,1.2594345,0.5007549,0.65835917,1.3498435,0.912714,1.0028237,1.2763609,1.1614156,0.77675045,0.89551806,0.6893487,1.2002202,0.8675567,1.3515985,0.9284522,1.0980284,0.7108989,0.8747524,0.6752798,0.9734808,0.98583597,1.3382074,1.0499628,0.989936,0.97134894,1.421227,1.3394746,1.3606019,0.54779816,0.8380063,1.1246116,1.3701856,0.74976784,1.3087987,0.75233054,0.9524328,0.99104095,1.1507984,0.97660244,1.120267,1.2611957,1.0160766,1.1886225,0.9250118,0.67595935,0.5328631,0.8414886,1.3113471,0.6522806,0.6757236,1.2499211,1.4675369,1.3131387,0.9336041,1.1152444,1.2166069,0.539641,0.55212355,0.7705147,0.7527868,1.254766,0.9377964,0.84094405,0.89688176,1.1404853,0.8881481,0.55870914,0.574816,1.298681,1.2825232,0.727028,0.7461437,1.026225,0.9972812,1.49564,0.92780226,1.2805905,0.87256974,1.2852967,1.0018784,1.1749115,0.46298444,1.2367514,0.43053132,0.8203764,1.209196,0.66784334,1.2324368,0.46656865,0.9664316,1.4449385,1.3028562,0.44326156,0.79583263,0.7701473,1.2786766,0.42073578,0.7627305,0.38240802,1.2507737,1.1030209,0.56126875,0.709584,1.0430893
