,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
knife,1.2608345,0.73449975,1.0825086,0.81176734,0.7217702,0.7306509,0.7026439,1.1914914,1.2162046,1.424714,0.71122026,1.1173387,1.4687977,0.6772108,1.4335649,0.55193645,0.98656654,0.66240877,0.489905,1.1073551,0.67120266,0.83978397,0.77360594,0.72758526,0.8031722,0.9686512,1.2168918,0.9214482,0.7141146,0.671285,0.986483,1.0381547,0.7931901,1.4535613,0.80723697,0.61479735,1.3413825,0.60218376,0.808002,1.1706494,0.8973354,1.2539738,0.93560284,1.2366018,1.3243511,1.3437524,0.9885448,0.6590009,0.97427833,1.0852385,0.08151245,0.71127385,1.2528996,0.9678954,1.2092551,0.8930917,1.3426487,1.3101411,0.9218461,0.9514058,1.380781,1.0821272,1.5133203,1.0643439,1.5279989,0.0,1.2972826,0.51093006,1.1677232,1.3631074,1.0978751,0.92229897,0.8668766,0.53538907,0.92564297,0.7876252,1.1860187,1.3616054,1.5200901,1.4126511,1.3107934,0.43566358,0.47479546,0.8203325,0.7409562,0.7632781,0.4861169,1.0744162,0.68697655,0.6273818,0.733318,1.2887335,0.8047992,1.2427186,0.9631715,1.514999,1.1755852,1.2625289,0.6610765,1.2656873,0.808271,1.3877447,0.73272264,1.2236265,0.6781923,1.2009529,0.10332298,1.303212,1.4999835,1.2909853,0.6683732,0.8766995,0.81800693,1.0102361,0.6668532,0.71680033,1.0935032,1.1775342,0.9163903,0.6328815,1.2760746
ladder,0.6617194,1.4086187,1.0535294,1.3743005,1.4426866,1.3058127,1.0986825,0.6228897,0.94387597,0.5539501,1.4116998,0.60337234,0.810046,1.1996437,0.6138945,1.2119914,0.97732127,1.4192708,1.2486801,0.825821,1.3552666,1.1336786,1.0540026,1.1203029,1.0741813,1.2967505,0.69535744,0.47196758,1.0979112,1.26905,1.0753512,0.82389474,0.9981515,0.52145696,1.1603361,1.4913559,0.36344677,1.4229887,1.0217632,0.72563505,1.1005464,0.5284371,0.83467615,1.1126665,0.85364985,0.8997934,1.3283789,1.447439,1.0670019,1.2264788,1.2725472,1.3183846,0.67523885,1.2902339,1.0801687,1.2817326,0.8832646,0.9892251,1.3686316,0.809749,0.7512275,0.6476064,0.6732564,0.81789464,0.6482347,1.2972826,0.0,1.2291094,0.8361191,0.92943263,0.88207173,1.0959195,1.4554744,1.2757723,1.2908914,1.2934507,0.5901004,0.7670917,0.6594355,0.78264475,0.8255414,1.4859297,1.4873396,1.1698964,1.3492658,1.0866783,1.1320131,1.0314659,1.3858206,1.1843851,1.3029706,0.47554302,1.0767508,0.964596,0.90566385,0.6947983,0.97480917,0.9652824,1.4261336,0.61236364,1.0670686,0.73216075,1.540895,0.7722076,1.3226151,1.0523126,1.2368996,0.8765807,0.67317,0.3843705,1.3910704,1.4720132,1.4602876,0.8847952,1.4057369,1.2978008,0.81984675,0.7371875,0.94723994,1.5378358,0.45816588
lamp,1.1752416,0.679597,1.0109384,0.6525728,0.37968773,0.75597525,0.6894459,1.1566544,1.2229776,1.3784093,0.71574986,1.2164413,1.5301263,0.71999717,1.4823775,0.6472502,1.1255366,0.5781071,0.5839296,1.1331329,0.7717457,0.7890085,0.60159594,0.51824355,0.914065,0.9877535,1.1006682,0.75549394,0.9384779,0.56266886,0.9548826,1.0462766,1.013454,1.446451,0.79199564,0.6263118,1.2942436,0.50911844,0.89464515,1.1188871,0.9469722,1.0026215,0.92517704,1.2229295,1.2713906,1.2637197,1.05598,0.7288069,0.7953391,1.1121695,0.4474256,0.69842654,1.2465485,1.004937,1.1352255,0.92916584,1.3036065,1.3222871,0.84861326,0.8327563,1.3608482,1.1718135,1.573666,1.1275152,1.5473046,0.51093006,1.2291094,0.0,1.0318276,1.3379581,1.1738132,0.94003296,0.79525185,0.6118192,0.92801493,0.7157687,1.2547798,1.2961192,1.537071,1.3865504,1.3705326,0.61356497,0.58843786,0.96016425,0.8115094,0.7178894,0.7387594,1.118448,0.6028425,0.5569423,0.74241793,1.2073331,0.6079221,1.3375353,1.0307744,1.527199,1.0814406,1.3783827,0.57903874,1.1294813,0.7276679,1.3288379,0.74015796,1.3101393,0.5769616,1.0869615,0.57240874,1.3005342,1.5156941,1.3417041,0.54708093,0.8604738,0.8797435,1.0908474,0.69062316,0.672142,1.0896002,1.1574887,0.9677066,0.6798831,1.0930966
milk,0.8811271,1.2206304,0.8404002,0.96561205,1.0200498,1.0304985,1.0780206,0.9874065,1.079046,0.95065194,1.330192,1.0265076,0.9662069,1.0245652,1.0188333,1.1238748,0.91314137,1.1398089,0.94187605,0.8946516,0.9998823,0.97391903,0.78747785,1.0969622,1.1655174,1.1790674,0.988778,0.9595712,0.77552557,1.0566481,0.9797534,1.0280355,0.8232434,0.96964216,0.9611454,1.2349144,0.8920125,1.1118466,1.0455692,0.92611015,0.9511379,0.9432671,0.93302584,1.0711229,1.0673748,0.9723196,1.0855523,1.2904235,0.86997724,1.0299591,1.1532003,1.1546627,0.82848215,1.1720444,0.9515365,0.9461404,0.93285936,0.9696371,1.1650833,0.9800558,1.052251,0.9288531,1.0038173,0.8355138,1.0089793,1.1677232,0.8361191,1.0318276,0.0,0.85151756,0.92618823,0.955196,1.1353861,1.0951067,1.158823,1.163615,0.9431018,1.0008487,0.9897885,1.0777435,0.8601573,1.3270252,1.2717495,1.0415876,1.1565093,1.0895138,0.8537569,1.0504631,1.1482215,1.1291635,1.096631,0.88971865,0.9144711,1.054227,1.0037395,1.0149373,0.8206184,1.03479,1.2296476,1.0187922,0.906162,0.9845471,1.2410476,0.9801413,1.078616,0.8616128,1.0629469,0.9840562,0.99219376,0.86293924,1.1024563,1.0633463,1.1253579,0.9700746,1.1728073,0.9808503,0.9077398,0.9286915,1.1136851,1.2420775,0.9121093
mitten,0.8102868,1.3131027,1.0753484,1.0624053,1.2701962,1.1470234,1.1736112,1.0838431,0.8048241,0.85289174,1.1443206,0.8990258,0.6453657,1.0587354,0.69205344,1.4131861,0.9370421,1.3877434,1.3730586,0.83868116,1.1151489,1.0118256,1.02266,1.2662838,1.2049594,0.94314796,0.9223041,1.0762842,1.1519096,1.28818,1.0162926,1.127329,1.1713555,0.7871358,1.1486592,1.342181,0.89851284,1.3618636,1.1045293,0.8888343,0.6399863,1.061647,1.0304763,0.8201115,0.9744101,0.86659104,0.9965565,1.1197224,1.0469502,0.85657865,1.3887587,0.9852532,0.83883464,0.9710145,0.4181279,1.027558,0.7983981,0.7923554,0.86820745,1.0002306,0.87302995,0.9247154,0.7284609,0.8362877,0.70352286,1.3631074,0.92943263,1.3379581,0.85151756,0.0,0.7849424,1.0553613,1.1910319,1.118532,1.0489604,1.3908187,1.0033981,0.78213507,0.7976351,0.7793101,0.7871825,1.3823397,1.3432966,0.8261851,1.269455,1.0687274,1.238106,0.7798533,1.2126313,1.1294373,1.021375,0.9887883,1.1114925,0.7076272,0.9196007,0.7974867,0.7442778,0.792536,1.3050451,0.9713905,1.1136527,0.88323975,1.2238852,0.9776888,1.2335172,0.7261413,1.253498,0.881797,0.8268959,0.89661777,1.1077635,1.0976413,1.1846049,0.8885555,1.0570924,1.0434215,0.88192284,1.0236769,0.8281067,1.1561207,1.1465379
motorcycle,0.93338007,1.2052077,1.101853,1.0970583,1.1617044,1.0855254,0.9512729,0.9641445,0.9476367,0.9995757,0.9976256,0.82521296,0.9021177,1.0218107,0.98416084,1.0339528,0.8939514,1.1492133,1.1024393,0.7902087,1.1200304,0.91293967,0.9336612,1.0270958,0.778754,1.0091524,0.9263456,1.0424285,1.0793376,1.1333572,1.0729407,0.8410814,1.0491354,0.98519564,1.1332449,1.1017787,0.9007249,1.1124454,0.9990538,0.9512059,0.9066988,0.92954046,0.8114668,1.0476631,1.0888535,0.97818476,1.2164376,1.0114157,1.0271147,1.1403275,1.1088829,0.9673764,0.91113466,1.0412246,0.8127637,0.93641007,0.9036206,1.0132805,1.1329005,0.8098265,1.0563128,0.92292845,0.97482353,0.9030261,0.9717387,1.0978751,0.88207173,1.1738132,0.92618823,0.7849424,0.0,1.0462432,1.2370138,1.0403014,1.1961906,1.1722791,0.93235177,1.0645376,0.9455096,0.94154876,0.78591496,1.1027393,1.1896206,0.9908068,1.0346291,1.0760498,1.0447413,0.9192111,1.1992145,1.0152166,0.9585705,0.8708791,1.0892266,0.9160267,0.93200886,0.8960651,0.99327093,0.9312466,1.2245443,0.9225455,1.0476795,1.0129938,1.2100291,0.83819664,1.0529823,1.0414716,1.1674628,1.0672418,1.0162815,0.92032087,1.0423088,1.2532094,1.2062824,0.9146556,1.0304792,0.9176561,0.906707,0.972518,0.92302823,1.1644436,1.1040518
muffin,0.84718937,0.87214684,1.0588201,0.8228226,0.91623133,0.8715368,0.89508235,1.0222914,0.7536411,0.9949819,1.1071305,1.1790044,1.0038505,0.8736738,0.89174604,0.9841855,1.1501586,1.0153712,0.9398333,1.2120931,0.6216165,1.0019886,1.099221,1.1582687,1.0910957,1.0175654,0.8700285,0.995613,0.81291693,0.9843077,1.0494369,1.0356947,0.88149524,1.0216693,0.93381864,1.0339245,1.1271584,1.0115398,0.9248545,0.88754255,0.97293997,1.0986118,1.0958881,1.0948577,1.0475426,1.0477976,1.0973672,0.99563587,0.9119086,1.0665822,0.9724426,0.9110395,1.0988133,1.0608981,1.0426557,1.0370721,1.1272004,1.1229692,1.0454488,0.98224,1.1020567,1.0167767,1.1226107,1.1943798,1.1754873,0.92229897,1.0959195,0.94003296,0.955196,1.0553613,1.0462432,0.0,0.97327524,0.7894927,1.1135013,0.90377575,1.0910716,0.74002653,1.1179878,1.1527818,1.1627146,1.0520358,1.0650339,0.81294465,0.81843394,0.9212449,0.82342696,1.0127331,0.9516453,0.976375,1.1060694,1.115538,0.9241625,0.97732645,1.0545979,1.145326,0.9399297,1.108069,1.0038674,1.0559382,1.0534682,1.1591913,1.0260738,1.1173345,0.993345,1.1351333,0.8738373,1.1459025,1.1568866,1.0831503,0.89323694,1.013134,0.9631046,1.0270904,0.87271476,0.95384425,1.133407,1.1301897,1.215677,0.9503695,1.1027615
nail,1.3098117,0.33554548,0.9399357,0.5171157,0.47106606,0.8218849,1.0862386,1.3430364,1.1043057,1.3493025,0.6736609,1.3769233,1.3747504,0.892837,1.3949803,0.7114557,1.2422463,0.41073203,0.82768095,1.3604834,0.5535995,1.0445929,1.0334665,0.9333241,0.9689178,0.7250702,1.2150415,1.333869,1.0902897,0.81575704,1.1141688,1.2433472,1.1417973,1.3182206,0.9574601,0.42242068,1.4938473,0.51525754,1.1026471,1.248041,1.016708,1.2679136,1.2273668,0.7371551,1.075482,1.0040737,0.5347493,0.6583644,0.9993769,0.78769165,0.9381776,0.9164734,1.2370341,0.51054525,1.0687616,0.6274932,1.0421859,0.93384516,0.51089257,1.2682607,1.2177205,1.3764613,1.3330841,1.1923922,1.2345288,0.8668766,1.4554744,0.79525185,1.1353861,1.1910319,1.2370138,0.97327524,0.0,0.95915335,0.55543286,0.43263233,1.3288493,1.19817,1.3077614,1.1882167,1.2613009,0.45336604,0.353415,1.1409732,0.525298,0.9645832,1.052246,1.2020695,0.5166617,0.9518247,0.8277277,1.433345,0.9708365,1.2299292,1.2895879,1.249723,1.1228261,1.0651174,0.39268756,1.291647,1.0857255,1.3159819,0.19913328,1.2723761,0.6958916,1.0710078,0.904869,1.0922257,1.3159314,1.4888606,0.7006706,0.3526975,0.3281001,1.1421745,0.83718663,0.85963416,1.3412524,1.2241468,1.0741042,0.24345946,1.2687446
napkin,1.2285095,0.80816686,0.9876477,0.8669629,0.71919703,0.76814896,0.4766093,1.1587359,1.148628,1.3821805,0.85478497,1.0322514,1.2887654,0.76997584,1.2812597,0.68982124,1.0275173,0.76272917,0.5406721,0.95919174,0.58582526,0.93312794,0.5703185,0.64837116,0.99180955,0.9829641,1.2221102,0.8058593,0.71758336,0.795619,0.9281606,1.0675609,0.804398,1.4136857,0.7259125,0.8069325,1.2491709,0.6548047,0.8199419,1.1089356,0.84023786,1.1399264,0.9452632,1.2693653,1.3042331,1.3759252,0.96506935,0.7529242,0.811931,0.9728559,0.5322682,0.7384629,1.2012112,1.063801,0.89161444,0.89416385,1.4167418,1.2462776,0.9056741,1.0271628,1.4763899,1.1179161,1.4399712,1.0160217,1.4741254,0.53538907,1.2757723,0.6118192,1.0951067,1.118532,1.0403014,0.7894927,0.95915335,0.0,1.014247,0.9095173,1.1957333,1.1661968,1.4868368,1.3322206,1.1742656,0.8017827,0.7326489,0.6395674,0.81999695,0.74029946,0.54617214,1.0512987,0.8072517,0.6478741,0.73276246,1.2373177,0.79237664,1.1075407,1.0283804,1.4772971,0.9989842,1.1652565,0.70817894,1.2470443,0.8487067,1.3770385,0.8452345,1.2763143,0.75328827,0.8806063,0.5761403,1.3534985,1.4919958,1.2875499,0.6247703,0.882696,0.864294,1.0781909,0.3506511,0.7896304,1.0149771,1.2473071,0.86083734,0.8062649,1.2957578
necklace,1.1806316,0.79720426,0.97125566,1.081309,0.8963824,1.0326352,1.092516,1.3281165,1.142081,1.3470182,0.59995884,1.2248578,0.9574857,1.1049521,1.2180122,0.97423184,1.2130951,0.781047,1.1439252,1.2477559,0.9449451,0.9743178,1.0423148,0.8528781,1.1687043,0.44966877,1.1944128,1.1696811,1.2639498,1.0627652,1.0956013,1.072501,1.2933725,1.3045973,1.0867673,0.7657007,1.3274739,0.8556004,0.9821119,1.2194772,1.040862,1.1342194,1.1263834,0.49265152,0.93614024,0.812395,0.48139298,0.81794,1.054897,0.78349215,0.9258615,1.0669987,1.0620956,0.4583423,0.89980185,0.9047915,0.7716784,0.6723595,0.4989437,1.0478998,0.9088453,1.1803477,1.0943837,1.1262653,1.0159621,0.92564297,1.2908914,0.92801493,1.158823,1.0489604,1.1961906,1.1135013,0.55543286,1.014247,0.0,0.8451487,1.2581258,1.2645124,1.0432527,0.9012207,1.1462551,0.6337471,0.49878603,1.1060652,0.9170364,0.7614666,1.1439505,1.0972159,0.7441293,1.0014545,0.9720134,1.2178937,1.0110285,0.90205663,1.1354429,0.9484421,1.1296291,0.8464894,0.5387549,1.2328988,1.1573187,1.2290614,0.5280671,1.2019813,0.9731526,0.9297843,0.9768892,1.0805507,1.1030167,1.3461503,1.0617633,0.42562562,0.4981048,0.9712429,0.81643915,1.2311964,1.2820177,1.0715941,0.8875544,0.5168495,1.1510358
orange,1.3145452,0.21514344,1.0473739,0.79189205,0.4445815,0.80148697,0.86507714,1.2213824,1.0749884,1.1410961,0.66616964,1.2575378,1.3748264,0.8618611,1.3314196,0.52386546,1.0680664,0.24550182,0.68638223,1.2030542,0.6956034,1.1427226,0.9569771,0.6698688,0.82643425,0.9405215,1.1585722,1.1346517,0.96066153,0.8365376,0.9683609,1.0878091,0.9894305,1.2275823,0.9874735,0.36523217,1.2968185,0.3485284,0.9299772,1.1634434,1.1228818,1.1269172,1.2074664,1.0688068,1.1275392,1.14218,0.98116505,0.680231,1.0132979,1.1148255,0.8523308,0.96333313,1.2801437,0.80584174,1.3566238,0.81863594,1.1809945,1.2423087,0.7895558,1.1813941,1.2009528,1.2748094,1.4061234,1.2619514,1.3896877,0.7876252,1.2934507,0.7157687,1.163615,1.3908187,1.1722791,0.90377575,0.43263233,0.9095173,0.8451487,0.0,1.3092518,1.2170503,1.319742,1.337849,1.2602526,0.50370246,0.51536196,1.1303144,0.5218047,0.9856441,1.0141729,1.1596614,0.43961394,0.80145013,0.8677738,1.3162403,0.87619877,1.278732,1.2212403,1.3477222,1.1966431,1.2807983,0.41404152,1.2058733,1.0507885,1.1810062,0.41792327,1.1619755,0.54100037,1.2558477,0.86777467,1.132568,1.3459527,1.3027172,0.71803194,0.7826859,0.6918052,1.2221024,0.8581594,0.73809755,1.2566378,1.1275276,1.1003363,0.48406452,1.1154972
oven,0.9083706,1.3633089,1.0917752,1.3181765,1.3897176,1.1982111,1.1717341,0.38837326,0.85490525,0.721265,1.1666503,0.62162733,0.8271206,1.3325247,0.6853453,1.2212899,1.0318236,1.3712242,1.0680008,0.7118298,1.3485067,1.1485573,0.9787987,1.0296694,0.91976666,1.2033647,0.86889905,0.867747,0.984139,1.1612233,1.0830659,0.84102094,0.93911177,0.6893071,1.233558,1.3804686,0.61649907,1.2849615,1.1273706,0.96511775,1.2627093,0.67149377,0.63867664,1.0168061,0.8684131,0.8278768,1.2420628,1.2916043,1.1682423,1.1595747,1.1502804,1.3424315,0.854174,1.1988223,1.0613425,1.2998195,0.94980454,0.97950774,1.305826,0.8804402,0.8409966,0.7149887,0.68971026,0.8021786,0.6698494,1.1860187,0.5901004,1.2547798,0.9431018,1.0033981,0.93235177,1.0910716,1.3288493,1.1957333,1.2581258,1.3092518,0.0,0.8542023,0.72321117,0.72542715,0.8684504,1.3297486,1.405735,1.1375738,1.2089878,1.2118515,0.986497,1.017864,1.339577,1.2603717,1.0741802,0.21210486,1.2502044,0.95616615,0.9845231,0.725425,1.096965,0.778958,1.3998985,0.5049119,0.8617295,0.77192056,1.4042618,0.9418763,1.2914779,1.0962516,1.1709182,0.908412,0.7139367,0.6506609,1.2658132,1.3949475,1.3601427,1.0593374,1.328578,1.3724915,0.73556924,0.8408774,1.0833279,1.3854232,0.7256799
owl,0.7036283,1.2521064,1.0004748,0.9966851,1.2422304,1.1697569,1.1326556,0.7743401,0.6870875,0.5943345,1.3209652,0.9217111,0.6769906,1.058822,0.5258404,1.3301914,1.0349474,1.3729675,1.2196184,1.0243016,1.1079187,1.1820921,1.1560448,1.4014869,0.98498666,1.2424524,0.57065237,0.97291213,1.062666,1.1207533,1.0317862,0.99441797,1.0248682,0.6129305,1.1509005,1.3705273,0.73410475,1.396146,1.1155747,0.5711497,1.0634098,1.0670286,1.1130828,0.96724814,0.70568144,0.88859797,1.1771392,1.1484153,0.9930381,1.060153,1.3283648,1.1209021,0.7364888,1.1988636,0.84362155,1.1147019,0.90740985,0.96807617,1.154017,1.0986066,0.6316681,0.92461544,0.6133565,0.97499186,0.68940365,1.3616054,0.7670917,1.2961192,1.0008487,0.78213507,1.0645376,0.74002653,1.19817,1.1661968,1.2645124,1.2170503,0.8542023,0.0,0.6047977,0.8618125,0.84821016,1.3970165,1.4724948,0.9917319,1.220882,1.1864643,1.1014142,1.006514,1.2706931,1.2793931,1.3184967,0.8953251,1.1489518,0.88423324,0.97674704,0.67855424,0.9249638,0.92682385,1.4045382,0.8727609,1.0052012,0.7374221,1.3690923,0.76692384,1.3851475,0.9388876,1.2837065,0.88411117,0.6421162,0.7401263,1.2153571,1.2915022,1.245589,0.9990627,1.1317297,1.2314371,0.86554515,0.96238136,1.2523696,1.3487284,0.88712907
pajamas,0.72184587,1.4350709,1.0369918,1.3230491,1.5361314,1.3491945,1.3928595,0.69512707,0.71744704,0.45752257,1.2599726,0.8576757,0.32403094,1.3711365,0.4361344,1.4442036,1.0212682,1.471277,1.484957,0.9742308,1.4085256,1.1692003,1.3729159,1.4104905,1.0978968,1.0939598,0.75986576,1.0877036,1.2582818,1.2895497,1.1524748,0.98020184,1.1728262,0.5008712,1.275564,1.4954467,0.6469425,1.5210485,1.225084,0.8258674,1.1133469,0.8842971,1.100526,0.87731165,0.43430734,0.6920679,1.0960618,1.3734777,1.2241542,1.0142552,1.4983115,1.3347927,0.6983063,1.14432,0.91265726,1.3007112,0.64305174,0.6723527,1.2608423,1.0230505,0.49732143,0.87661964,0.19183683,0.9407314,0.25826323,1.5200901,0.6594355,1.537071,0.9897885,0.7976351,0.9455096,1.1179878,1.3077614,1.4868368,1.0432527,1.319742,0.72321117,0.6047977,0.0,0.4435202,0.6985221,1.4456503,1.4973688,1.1242573,1.276968,1.2382948,1.3029499,0.9890807,1.3569614,1.412296,1.3644302,0.65858656,1.3006297,0.74592113,1.0059745,0.11641598,0.9715779,0.6357487,1.4284968,0.71223533,1.2079312,0.63994014,1.3872377,0.6648445,1.462153,0.9092497,1.4342108,0.7264737,0.19172573,0.5521444,1.4935648,1.2408447,1.292755,1.0399839,1.4028003,1.4378226,0.8546926,0.7881881,1.1502242,1.4463998,0.7148669
pants,0.76975274,1.3612449,1.0635424,1.3327389,1.4130397,1.2329814,1.3698697,0.8039222,0.73530275,0.81560284,1.0037245,0.76915693,0.5625214,1.2565814,0.5823398,1.3304164,1.273905,1.3677727,1.4862336,1.0774812,1.3559223,1.0826185,1.3129504,1.0804102,1.1355737,0.9400564,0.77406156,0.9789177,1.3107231,1.3633832,1.1221564,1.0031435,1.272882,0.6780943,1.277869,1.386583,0.9023352,1.407608,1.18908,0.8751985,1.1187962,0.69612104,1.0721965,0.79460275,0.42131913,0.7705678,1.0262426,1.2401443,1.2051265,0.7963302,1.4103646,1.2661238,0.93462706,1.0427299,0.80033547,1.3294346,0.718643,0.7839087,1.0904874,0.98956156,0.6518929,0.92438483,0.41537333,0.93640095,0.13573813,1.4126511,0.78264475,1.3865504,1.0777435,0.7793101,0.94154876,1.1527818,1.1882167,1.3322206,0.9012207,1.337849,0.72542715,0.8618125,0.4435202,0.0,0.9628171,1.2776344,1.2831057,1.0944452,1.1613034,1.0737602,1.3491284,1.0446337,1.196615,1.3094317,1.2447479,0.63690454,1.2124745,0.74583185,1.1164442,0.30659974,0.9817619,0.35346353,1.1983179,0.65123713,1.2623837,0.8509755,1.1786473,0.8838491,1.2883952,0.8158678,1.3758547,0.8603829,0.4407618,0.8458899,1.4532685,1.0530907,1.1891265,1.0260236,1.1146216,1.5614794,1.0787606,0.90807205,0.88253015,1.2349904,0.8820541
paper,0.9044738,1.3193673,0.9541584,1.1577604,1.3250895,1.2481633,1.0985754,0.7923231,0.96415186,0.683933,1.250189,0.88683575,0.48873693,1.2349311,0.6938518,1.2471952,0.35072273,1.3217556,1.2319595,0.5674888,1.267774,0.97470343,1.1157926,1.2904243,1.0830345,1.0794815,1.0111946,1.1344328,1.0558752,1.1799803,1.0051129,0.954805,0.986244,0.7990763,1.1411203,1.2853036,0.59698975,1.3401461,1.1190007,1.0074214,1.0264634,0.995945,0.8221048,0.9630953,1.0057111,0.90193415,1.0280428,1.1765957,0.9080166,1.1056161,1.2949259,1.1757048,0.7982217,1.1328682,0.8838285,0.9176886,0.93232334,0.74619037,1.2007074,0.91479844,0.9286534,0.9189414,0.7408859,0.86832505,0.85249144,1.3107934,0.8255414,1.3705326,0.8601573,0.7871825,0.78591496,1.1627146,1.2613009,1.1742656,1.1462551,1.2602526,0.8684504,0.84821016,0.6985221,0.9628171,0.0,1.2737901,1.3409839,0.88757706,1.2785828,1.1294987,1.0549173,0.87698555,1.3685423,1.2718897,1.1411245,0.827845,1.2535205,0.76216686,0.792869,0.79355204,0.9420932,0.9128053,1.3984231,0.93819165,1.093895,0.76834726,1.3576148,0.82270575,1.3449118,0.8589735,1.2509881,0.8789827,0.7171942,0.56142825,1.2451279,1.2690816,1.2122291,0.82406425,1.2173209,1.1048553,0.6901543,0.88422287,1.115558,1.360729,0.91802436
pen,1.3192041,0.4236619,1.0758874,0.7327615,0.51150334,0.752205,0.9572476,1.317426,1.1272898,1.4263052,0.3607695,1.2611251,1.4560598,0.7552428,1.457541,0.5421697,1.1076854,0.36042,0.7850473,1.3129927,0.7260817,0.8349384,0.98614216,0.6029228,0.8016237,0.71011645,1.2294075,1.2274431,1.121095,0.7523538,1.0542498,1.0295103,1.1751798,1.4349468,0.90035844,0.20819467,1.5100377,0.39954543,0.9479219,1.2969172,1.1138557,1.2541276,1.0979908,1.0096412,1.2050164,1.2562792,0.7492268,0.30285472,1.000591,0.9501648,0.51332736,0.68123484,1.4006549,0.71366984,1.198911,0.61666965,1.2580671,1.1987264,0.7213448,1.0167131,1.3687522,1.2716882,1.4649553,1.1937182,1.4147382,0.43566358,1.4859297,0.61356497,1.3270252,1.3823397,1.1027393,1.0520358,0.45336604,0.8017827,0.6337471,0.50370246,1.3297486,1.3970165,1.4456503,1.2776344,1.2737901,0.0,0.09973967,0.9357225,0.43945098,0.7945616,0.97979563,1.1047695,0.44665164,0.8211963,0.7484054,1.3900057,1.0124738,1.2212867,1.1312153,1.417001,1.2177572,1.1767858,0.4150598,1.2580833,1.0948446,1.3567835,0.2656808,1.2237331,0.57530385,1.1518638,0.63284034,1.251118,1.4629688,1.5374045,0.67605466,0.60809356,0.4873135,0.9943934,0.5594023,0.8108946,1.3734804,1.2090483,0.8376699,0.29717064,1.2759433
pencil,1.3737609,0.3988608,1.0077623,0.7334557,0.49276763,0.7253807,0.8936051,1.4294074,1.2113148,1.5100411,0.44909048,1.2851355,1.4835126,0.7314842,1.5240078,0.5254066,1.1815288,0.3555885,0.79705644,1.335085,0.59328157,0.844951,0.96459395,0.60053134,0.92985153,0.6029347,1.31557,1.1644651,1.0979828,0.7579219,1.041817,1.1036158,1.1592396,1.4912167,0.84459525,0.24308789,1.5499041,0.3913113,0.9842311,1.3569508,1.0528432,1.2403426,1.1718599,0.8950452,1.2224172,1.223427,0.60496795,0.44273686,1.0000837,0.8436032,0.55092424,0.7336471,1.3911145,0.56962293,1.1687961,0.64185095,1.2160543,1.094452,0.5935187,1.0824199,1.3832035,1.3098046,1.5066001,1.2183638,1.4344097,0.47479546,1.4873396,0.58843786,1.2717495,1.3432966,1.1896206,1.0650339,0.353415,0.7326489,0.49878603,0.51536196,1.405735,1.4724948,1.4973688,1.2831057,1.3409839,0.09973967,0.0,0.9324177,0.47577792,0.7267468,0.9983268,1.1473229,0.37553048,0.73549855,0.686,1.4521328,0.95181745,1.2208319,1.1310034,1.44279,1.1944762,1.1373609,0.278363,1.3024035,1.1451863,1.4424195,0.1903323,1.3177582,0.5422645,1.0658305,0.6266712,1.2590947,1.4989898,1.5899153,0.6397091,0.42666602,0.39074713,0.95346576,0.5612162,0.81504494,1.4264878,1.287053,0.7809571,0.20634973,1.3194971
