,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
finger,1.3245456,0.5450449,0.768246,0.83315885,0.9570303,1.0559833,0.9248175,1.0371633,1.3037558,1.2580655,0.8478949,1.3434225,1.1129926,1.022599,1.2181293,1.0553772,1.0423828,0.8875394,1.0647318,1.2288096,0.74194574,0.91846234,1.2566178,1.0087789,1.0822555,0.687137,1.1863303,1.1991167,1.0117604,0.9639866,1.2868111,1.2190039,1.3191389,1.0977863,1.0523194,1.2971697,1.1210653,0.73040545,1.4174721,0.9288098,1.2787793,1.0588619,0.9415998,1.2450829,1.1165427,0.8978546,0.6846811,0.92057115,1.169067,1.022277,0.0,0.8807419,1.0769535,0.3651942,0.88795453,1.1229956,1.2466204,0.618268,0.80693173,0.67317414,0.9683136,0.7326454,0.2959757,0.7527317,1.0182767,1.0799242,1.2143998,1.1745436,0.9823603,0.81801486,1.2912526,1.1297693,1.1191193,1.0522302,1.1993176,1.1047744,1.1105149,0.9067377,0.65079194,0.9114697,0.58488333,0.55020636,0.8645688,1.2163494,1.1387945,1.1680181,1.0131105,1.1156539,0.7407601,0.6099719,1.0792542,0.74826837,1.1119862,0.9973657,1.145119,1.0496678,1.0865788,0.91089725,1.2024672,1.0247247,1.3060318,1.036118,1.0363827,0.6775967,1.1566776,1.18666,0.8847857,0.83323264,0.8664332,1.1273011,1.2004074,1.2213095,0.52423763,1.2591488,0.7265526,0.74470544,0.9900724,0.8976587,1.0779946,0.7546484,1.1781869,1.1643854,1.3639338,0.9819956,0.21410745,0.74823564,0.7464144,0.80703956,0.98048806,1.2540443,1.1965251,1.1848552,1.0566435,0.541852,1.18562
fish,1.0257775,0.9216245,0.66268104,1.2033474,0.79319227,0.956315,0.6712757,0.9727879,1.444643,1.3166999,0.54478675,1.3598984,1.3394365,0.8173813,1.2237172,0.5512696,0.76951087,0.7305933,0.8920509,1.2396636,0.7233074,0.95776296,1.1054627,0.97633076,0.6476156,0.57737267,1.0797442,1.1482595,1.1162238,0.9399103,1.3182802,1.2852194,1.2999549,0.8922371,1.0194672,1.3261763,1.0386307,0.5611423,1.4448789,0.78065395,1.1501245,0.80859494,0.6919255,1.4028124,1.3555329,0.85737526,0.8837472,0.9116152,1.3436564,1.1665444,0.8807419,0.0,0.9146939,0.8796998,0.8456855,0.8196385,1.1334804,0.91552794,0.56878585,0.6549651,1.2311856,0.69286686,1.019459,0.67513114,0.72486037,1.2028372,1.2902124,1.1019922,1.2229961,0.7612592,1.4297531,1.1713917,0.9345193,0.943788,1.1546896,0.84655267,0.9505945,0.9009711,0.7872857,0.9444274,0.7599086,0.97021145,0.7959559,1.3238345,0.953645,1.2525733,1.2098196,1.1833565,0.6306958,0.75396216,0.89978474,0.58020365,0.922051,0.9120443,0.9032184,1.0800717,0.77304476,0.78670895,1.2227325,1.1103256,1.421072,0.77318835,1.1050043,0.94616115,1.0514302,1.2815623,0.8070104,1.147617,1.0324776,1.2846622,1.3350083,1.1630003,0.7050692,1.2590499,1.0134866,0.9084239,0.88661325,0.8544248,0.9105332,0.6522339,0.9290908,1.336354,1.364565,0.83145344,0.8028453,0.73031735,1.0269859,0.7985499,0.66526765,1.1938651,1.0116901,1.0044656,1.120854,0.77365184,1.2125403
flower,1.0819519,1.0564126,0.9815199,1.1797204,0.973607,0.8259325,0.7569865,0.82336223,1.188961,1.1401031,1.0463794,1.2096295,1.2987667,1.022299,1.0795119,0.95944333,1.0390661,0.76934874,1.0256296,1.006032,0.8483209,0.7185787,1.2163017,0.79990745,0.84410733,0.9359139,0.9599944,1.0176867,1.0132083,0.75625014,0.9825942,1.074987,1.1367939,1.022449,1.1183218,1.183511,1.159036,0.81782055,1.1578387,0.87736577,0.99911547,0.83251524,0.96931285,0.9714521,0.99764216,0.82248795,1.0370569,1.0140462,1.0401512,1.183726,1.0769535,0.9146939,0.0,1.0526206,0.7051246,1.0491655,1.2699699,1.1219227,1.2521774,1.0797014,1.1975678,1.2606916,1.2607776,0.96459085,0.8126605,0.8405838,1.2164325,1.0441697,1.3012264,0.83100754,1.0321261,0.5678797,1.0538173,1.1130338,0.86713946,1.2583214,1.0435764,1.1871352,1.0172694,0.97217697,0.99195296,1.1524553,0.9313636,1.0024356,0.9891098,1.2319524,1.2883664,1.1010393,0.78304803,0.7882665,0.8296245,0.9314962,0.8622161,0.94423586,0.14281535,1.0322951,0.99800843,0.8974258,0.9525147,0.92348987,1.0692087,0.93534636,1.1938038,1.2278849,1.0126952,1.250272,0.7992103,1.2067376,0.6477583,1.0225922,1.0660177,1.0944707,1.0005454,1.0579187,1.0199445,0.9422699,1.1504083,0.7753899,0.99611074,0.95863986,0.8470912,1.2935758,1.1628675,0.9699364,1.0862119,1.0359492,1.136374,0.7866326,0.95388806,1.1120131,0.71499157,1.0225569,0.6507419,0.96713495,0.95276403
foot,1.3069077,0.59374845,0.7739591,0.90572536,0.9674921,1.0769287,0.8827351,0.8977827,1.2415458,1.1993989,0.7185414,1.359998,1.1671754,1.0845046,1.1639016,0.9056917,1.0166554,0.81453896,0.9416729,1.1902533,0.761863,1.0415181,1.2247152,0.84244066,1.0256124,0.6819349,1.1108687,1.168383,1.1523783,0.86098844,1.329292,1.255664,1.3457328,1.0433707,1.1262091,1.3146756,1.2378881,0.65049374,1.3943318,0.8084333,1.3079724,0.97950155,0.98993534,1.241029,1.149949,0.78684545,0.7334466,1.0026194,1.1898717,1.0958085,0.3651942,0.8796998,1.0526206,0.0,0.69140774,1.1293541,1.1515201,0.4382738,0.7587497,0.73623633,1.0579228,0.67841494,0.5593673,0.5795153,0.8902669,1.0995828,1.2983093,1.2432655,1.0271417,0.6089934,1.3604543,1.0790553,1.1907482,1.1210991,1.2416573,1.1370738,1.1136984,0.9815422,0.6052695,0.8085902,0.36022246,0.5613329,0.8232451,1.2063518,1.0704024,1.2475044,0.9855388,1.1007813,0.64085054,0.65304047,1.137021,0.6671017,0.9633374,1.0776495,1.1526732,1.0863973,1.1635563,0.9882125,1.2006178,0.9635763,1.3076123,1.0501124,1.1807607,0.6386547,1.0574772,1.2724193,0.75239706,0.8086798,0.8477611,1.0760678,1.102071,1.1629493,0.38329595,1.261321,0.79524505,0.6945578,0.96752036,0.7198734,1.2017441,0.7653713,1.0768367,1.2641826,1.4202812,0.9319821,0.2836609,0.5970079,0.8882778,0.64203197,0.97956336,1.3144264,1.2092026,1.3079752,1.0449983,0.4128052,1.2084823
fork,1.3467426,0.9812163,0.6118015,1.3508189,0.7119626,0.7500023,0.52694666,0.47021937,1.2948061,1.2445489,0.5237664,1.4995353,1.3542427,1.0196114,1.3256867,0.7179314,0.7775141,0.4037196,0.47779882,0.9884173,0.717356,0.81135947,1.260516,0.38890994,0.47402966,0.68557227,1.0477902,1.0594612,1.1452551,0.38430274,1.3119576,1.4389868,1.3755866,0.9985086,1.3083582,1.4626561,1.4789195,0.34428185,1.4437621,0.37791574,1.3625462,0.8077883,1.0469812,1.0741884,0.99266374,0.74456835,1.1093805,0.81779283,1.3447652,1.2780433,0.88795453,0.8456855,0.7051246,0.69140774,0.0,1.0472059,1.2863916,0.90172726,1.1666803,0.8967286,1.3759577,1.175037,1.2488943,0.4749441,0.59214056,1.0367191,1.4869245,1.2115252,1.4723411,0.15476286,1.4094702,0.53063226,1.2412721,1.1146969,1.0737342,1.5283974,1.1210105,1.322083,0.6502021,0.6736275,0.6014115,1.0457355,0.5136872,0.9696579,1.134531,1.4651682,1.4426365,1.0197711,0.30621338,0.46489596,0.91075826,0.5746678,0.8150505,1.0273905,0.96437573,0.82167375,1.1225352,0.72463024,1.1226255,0.73092115,1.2382172,0.9155221,1.3154342,1.2108667,1.0338362,1.4432275,0.8572409,1.1738138,0.5686365,1.1399783,0.69597954,1.2500632,0.43914348,1.2655394,0.8324058,0.6556842,0.9330509,0.12583745,1.2385281,0.63225985,0.8655783,1.5125057,1.4350307,0.5810902,0.7857951,0.6660795,1.1712477,0.4750895,0.6848101,1.0865824,1.2282796,1.1881113,0.6305312,0.48881745,1.1676892
frog,0.30441666,1.1391897,0.8435727,1.1487823,0.8931366,0.97730243,0.80271554,0.99727553,1.1695061,1.1008227,0.9327904,1.1145822,1.0311315,0.4660836,0.98154294,0.95459116,0.8209518,1.0687265,0.96470773,1.0205953,0.9195591,0.9390572,0.9372176,1.1204479,1.0203233,0.922228,0.7734189,1.108077,0.9821879,0.99876326,1.1436503,1.1986032,1.118722,1.0313185,0.99439985,1.09275,0.8400363,1.0404989,1.0970042,1.0814686,0.7688677,0.6888835,0.70523965,1.2315133,1.091771,1.0453396,0.87385386,0.88426983,1.212713,1.0050727,1.1229956,0.8196385,1.0491655,1.1293541,1.0472059,0.0,1.0787215,1.0301639,0.87377775,0.8954952,1.0619458,1.1062467,1.128604,1.0817466,0.8150238,1.191199,1.146955,1.0191224,1.1392609,1.0691348,1.208286,1.1015595,0.99391764,0.85025394,1.1094624,0.7464075,1.1439238,1.0188134,1.1384645,1.0583836,1.1091441,0.97633094,1.081639,1.1964242,0.90549743,1.0281687,1.2118416,1.0107414,1.0576088,1.088139,0.79655063,0.748085,0.8502513,0.92662716,1.0607612,0.9400462,0.5300662,0.85688597,1.0618339,1.0607326,1.2478116,0.50021374,1.0164065,1.1074651,0.7373594,1.1236768,0.88970655,1.2247458,1.0229752,1.1015147,1.1458799,0.98474306,1.0479718,1.1331178,1.063926,1.2097758,0.89865905,0.9843253,0.92752695,0.9982365,0.94785553,1.1466808,1.1344815,0.9520075,1.138069,1.0402626,1.0612677,1.0942539,0.7606621,0.9316598,1.0545535,0.97096455,1.0691699,1.1754894,1.1868536
glass,0.8250322,1.2652882,1.2459702,0.7728437,1.1738636,1.1184545,1.2723576,1.2107891,0.66304153,0.8361859,1.2651486,0.7983974,0.7746734,0.9731031,0.84916276,1.0265367,1.0918174,1.2836761,1.0823873,1.0630803,1.2866938,1.1566781,0.67223036,1.2696409,1.1309574,1.2328756,0.9411234,1.1450827,1.0274731,1.2266425,0.7666888,0.77717555,0.8956962,0.6707164,1.0331653,0.79869264,0.80542976,1.3078979,0.53478825,1.1916971,0.90118635,1.2076263,1.1282437,0.93253493,1.0366322,1.1685055,1.1284469,1.164197,0.77237517,0.7856618,1.2466204,1.1334804,1.2699699,1.1515201,1.2863916,1.0787215,0.0,1.0421802,0.97807884,1.1095237,0.743739,0.9345553,0.90805113,1.2564095,1.1380657,0.87261933,0.6245813,0.8576174,0.72871304,1.3280532,0.7685091,1.1487871,0.8204097,1.023141,0.96399826,0.79075086,0.8843501,0.9445695,1.1847682,1.2491577,1.2439439,0.9734214,1.2879257,0.8631327,0.77912223,0.6381137,0.69551307,0.9246256,1.2748618,1.2737926,0.979923,1.2280908,1.1909357,1.1371505,1.1642094,1.0656786,1.2137804,1.288454,1.0118496,1.1601484,0.7180052,1.0981568,0.9248313,1.0464846,0.9431847,0.6109458,1.208736,0.8914113,1.2934489,0.86177367,0.9740537,0.75544417,1.2908978,0.8088337,1.0223038,1.2750614,1.085499,1.2517613,1.0778503,1.2864728,1.0992745,0.64037424,0.8086067,1.2032342,1.2672162,1.0932872,0.76628864,1.325453,1.1941295,0.90790015,0.9547557,0.98739946,1.1862364,1.2489084,0.81531143
glasses,1.2277765,0.685002,0.7974315,1.0898975,0.9224198,1.0661988,0.969188,1.1222365,1.228076,1.2609297,0.8852676,1.3209543,1.1518637,1.0110003,1.1823016,1.034266,1.1436527,0.87500817,1.0591592,1.2615273,0.78776515,1.0472527,1.1892416,1.0266229,1.0157999,0.77036923,1.104206,1.3233241,1.1274973,0.88838035,1.2080827,1.1948628,1.2734735,1.0151567,1.0932262,1.2602144,1.128027,0.7644168,1.306053,0.88128126,1.1767888,1.0173329,0.9681181,1.1993067,1.1662929,1.007162,0.49975443,0.9720793,1.1438543,0.8138126,0.618268,0.91552794,1.1219227,0.4382738,0.90172726,1.0301639,1.0421802,0.0,0.8399389,0.66452837,0.68410766,0.6038825,0.7053906,0.5693711,0.9689841,1.116915,1.1384941,1.1476618,1.0433964,0.8479284,1.2414701,1.1270053,1.1066589,1.0913818,1.2520556,1.0658494,0.997988,1.0171821,0.48935735,1.0568743,0.51129043,0.47856975,0.836058,1.2413368,1.1361938,1.1518432,1.0550424,1.212472,0.7684186,0.76346797,1.0407999,0.8341327,1.1581037,1.0574503,1.1621851,1.1027653,1.0947279,0.93248534,1.1544375,1.0905436,1.248548,1.0202253,1.1137023,0.6004488,1.047709,1.1268963,0.91957957,1.0128064,1.0199445,1.0261556,1.2486085,1.2004813,0.48657125,1.1693616,0.99098176,0.950917,1.074585,0.9541952,1.1323854,0.8285615,1.13615,1.1395096,1.3548323,0.9496633,0.4552052,0.46920943,0.94171,0.9874566,0.9474882,1.3908932,1.1308295,1.1288486,1.1614546,0.403368,1.1100972
glove,0.8890219,0.74287117,1.0564076,0.75966835,1.1974018,1.2691984,1.0881302,1.0915941,1.2034044,0.9433779,0.6678589,1.0248072,1.0541742,0.88851565,0.8558365,0.7890857,1.0700347,1.1560067,1.1818962,1.152032,1.0906453,1.2190106,0.92580104,1.1506423,1.0859339,0.89830536,0.87916374,1.0979311,1.1158184,1.2564801,1.2637973,0.97202283,1.1579641,0.887638,1.0017719,0.9716218,0.9051095,1.0292972,1.1386852,1.1831896,1.1165884,0.86106014,0.80933535,1.2214719,1.2414495,0.98203677,0.7455913,1.2533741,1.0225497,1.0767775,0.80693173,0.56878585,1.2521774,0.7587497,1.1666803,0.87377775,0.97807884,0.8399389,0.0,0.9478617,0.9203901,0.6007898,0.64375854,0.82640344,0.94939727,1.1411952,0.9034729,1.0403994,0.7146885,0.98082584,1.1609218,1.4628679,0.96604025,1.1243641,1.1934059,0.352337,0.81912005,0.77150106,1.0636299,1.027958,0.61721873,0.776331,1.2105365,1.2097068,0.8613839,0.90258473,0.670135,1.1266875,0.9867377,1.094823,1.068175,0.890129,0.8177799,1.1819723,1.1639589,1.3135672,0.8061977,1.2029722,1.0648817,1.0833652,1.1855747,1.0225577,1.133482,0.6281282,0.92517364,0.88540816,0.65662515,0.6703424,1.145114,1.1218278,1.304106,1.0438889,0.81501925,1.1065747,1.0710325,0.82587767,0.9692278,1.1400397,0.9553495,0.94294703,0.89238447,0.9166579,1.199109,1.2328135,0.7453698,0.8651165,0.87895447,0.9009553,1.1265376,1.1465614,1.1343365,1.1669292,1.2254136,0.90913403,1.1496277
gum,1.2805785,0.7261105,0.4798323,1.2651522,0.5517462,0.72546685,0.65986073,0.95078105,1.4463989,1.4667914,0.83134913,1.4761873,1.0864673,0.9601644,1.3430325,0.8668236,0.7523716,0.5741189,0.7505325,1.1688336,0.61179215,0.88037395,1.0472708,0.8918918,0.8255632,0.60793304,1.2406394,1.3457695,1.0719038,0.70682913,1.3152666,1.4332632,1.2864742,1.0226899,0.83364403,1.4231889,0.9831714,0.48633546,1.4879696,0.58039796,1.33404,1.0227281,0.898108,1.4217023,1.2047806,0.9257939,0.7084048,0.5296844,1.3603624,1.0991392,0.67317414,0.6549651,1.0797014,0.73623633,0.8967286,0.8954952,1.1095237,0.66452837,0.9478617,0.0,1.1986458,0.79551035,0.93744534,0.5961769,0.9642532,1.2968876,1.4103155,0.8853293,1.3145273,0.84866965,1.4712391,1.1170864,1.0509679,0.83482337,1.0244671,1.1003921,1.1080872,0.8235012,0.38931155,0.9734457,0.74814826,0.7302698,0.612503,1.286069,1.1909689,1.2844782,1.352386,1.1414944,0.5941324,0.64402056,1.0013007,0.6254319,1.1645709,0.9098234,1.2033104,0.91684407,1.0726568,0.68289256,1.260515,1.1087009,1.4742174,0.9338244,1.0718529,0.77336425,1.1714683,1.3464072,0.8747176,1.2349776,1.0084714,1.234223,1.2767748,1.1702428,0.50835395,1.2827721,0.771654,0.86706626,0.92982644,0.8905893,1.0755882,0.60016036,1.1615858,1.4501345,1.3865502,0.55563486,0.5760007,0.5067129,0.9328892,0.9065373,0.48094022,1.0955746,1.2136164,1.0938982,1.1207383,0.48612577,1.3552907
hair,0.91181177,0.9487972,1.2493782,0.78116584,1.2134465,1.2772334,1.3687745,1.3780692,0.832748,0.8678541,1.2641315,0.81617826,0.8844453,1.0028054,0.91220105,1.2494023,1.2959657,1.3085239,1.425011,1.2520185,1.2769413,1.1913143,1.0420108,1.4047854,1.1969142,1.205268,0.89501995,1.1359855,0.9885433,1.2177643,0.8174939,0.68942225,0.92919767,0.83395946,1.0323011,0.7600731,0.7688483,1.3514421,0.7443733,1.3732282,0.80715317,1.1169969,1.012702,0.8863389,1.119456,1.2508187,0.83877033,1.2522388,0.80412364,0.42045563,0.9683136,1.2311856,1.1975678,1.0579228,1.3759577,1.0619458,0.743739,0.68410766,0.9203901,1.1986458,0.0,0.69911045,0.7387334,1.0480174,1.2083628,0.92236435,0.49996746,1.0383301,0.63016754,1.4052346,0.6599884,1.197679,0.8676858,1.1048,1.0020487,0.814883,0.8147328,0.9344453,1.0427108,1.3594079,1.0881482,0.84187335,1.2603956,1.0112836,0.95695925,0.6690495,0.6427636,1.111368,1.324369,1.2447395,1.0999838,1.265882,1.2910194,1.1726255,1.0441216,1.2203555,1.0978541,1.2085757,1.0313731,1.2892576,0.80340415,1.1466812,0.90108,0.850353,1.032544,0.5033673,1.1954129,0.79384816,1.2330724,0.9195523,1.1985848,0.9847504,1.2058178,0.8841816,1.1717949,1.1953269,1.1345356,1.4315803,1.0277262,1.2529633,1.1347291,0.4327544,0.8906621,1.3770729,0.9456984,1.0185622,0.8796871,1.4286072,1.3104386,1.2004123,0.88970566,0.92778724,1.2291064,1.1232651,0.7402009
hamburger,1.1341348,0.7651936,0.85636616,0.89110386,0.9623196,1.2485651,1.0441217,1.1763486,1.1816939,1.1253481,0.8307407,1.0509366,1.1190052,1.0099266,1.0909745,1.0135779,1.1034042,0.97643197,1.1905031,1.3387204,0.8665136,1.1526964,1.0992641,1.1618354,1.1009673,0.7111215,1.010945,1.2189033,1.137245,1.0820848,1.1141192,1.0433128,1.1325719,0.83171177,0.9385191,1.0144242,0.8259386,0.8823379,1.1348464,1.0101566,1.1167048,1.0195445,0.9479178,1.2374525,1.3328563,1.0649737,0.68506503,1.0713185,1.0674148,0.86604923,0.7326454,0.69286686,1.2606916,0.67841494,1.175037,1.1062467,0.9345553,0.6038825,0.6007898,0.79551035,0.69911045,0.0,0.6963314,0.67748827,1.0826057,1.1183478,0.94694823,1.1481401,0.76269263,1.0353341,1.0906438,1.4398079,0.95700264,1.0657055,1.2617044,0.8245826,1.0171763,0.646914,0.68436635,1.1604759,0.66831553,0.7103136,0.90668803,1.2277993,0.972494,0.9884941,0.76185125,1.2512679,0.9320455,0.9817621,1.1471324,0.8372427,1.1874208,1.0845997,1.2293442,1.2690352,1.1082435,0.9874801,1.209089,1.1892169,1.1962514,1.1333508,1.0204666,0.64517444,1.1292678,0.93057215,0.9862459,0.8391002,1.212431,1.0291152,1.4262221,1.090468,0.74104273,1.0703188,0.9900715,1.0398258,0.98935574,1.2388004,1.0881672,0.94031227,1.1218344,0.892575,1.1679394,1.0829864,0.57407683,0.6238025,0.9553613,1.0405598,1.0122352,1.3472276,1.1095804,1.1122639,1.262188,0.72712743,1.1395583
hand,1.0863183,0.72283685,1.1650844,0.5176278,1.2585806,1.2742863,1.2876034,1.2444109,1.0243317,1.0312389,1.1034255,1.0065454,0.79872024,1.0736194,0.9221465,1.0654547,1.0974402,1.3111691,1.2765615,1.1640831,1.0744271,1.0644073,0.9991281,1.351558,1.3122785,1.0715084,1.1481296,1.1692548,0.952847,1.3058774,1.1084735,0.89323765,1.0435891,0.98301905,0.99884117,0.98909444,0.8577327,1.1544001,1.0030683,1.2999556,1.0380836,1.2426808,0.98931473,1.1199007,1.047852,1.1428072,0.7766507,1.2508066,1.0216541,0.7996087,0.2959757,1.019459,1.2607776,0.5593673,1.2488943,1.128604,0.90805113,0.7053906,0.64375854,0.93744534,0.7387334,0.6963314,0.0,1.1054828,1.2338979,0.920362,0.8455574,1.0638493,0.7525668,1.1407962,1.0010232,1.3055328,0.9785142,1.0691757,1.1608534,0.7446215,0.96408165,0.7475716,0.9995343,1.0800577,0.73871374,0.6072939,1.258549,1.1254264,0.95877784,0.7869687,0.74260294,0.97886145,1.0945401,0.8647602,1.1582487,1.1155375,1.1446564,1.0503895,1.1535544,1.0771804,1.1231859,1.2409594,1.0656192,1.1648773,1.0520295,1.1270635,0.86407727,0.6356131,0.9759321,0.83206964,0.9667714,0.6996923,1.035059,1.0773026,1.1714997,1.0312531,0.95961136,1.0629907,0.9257332,1.045436,0.9852412,1.2154852,1.0287724,1.0716407,1.2452985,0.7736695,1.0027387,1.3031883,0.54146814,1.0043489,0.4665026,1.111757,1.2769165,1.0549886,1.0459229,1.1340365,1.292417,0.87808424,0.98648566
hat,1.4052693,0.67300355,0.40643954,1.3578885,0.5948818,0.8560982,0.5643572,0.892944,1.4136635,1.2839638,0.59259176,1.5076623,1.3313184,0.91665775,1.3525851,0.7059604,0.9442328,0.24307984,0.6717001,1.2732682,0.61008614,1.0560417,1.2896625,0.53279465,0.59721965,0.57821715,0.9626572,1.2271936,1.2497317,0.4853922,1.3744962,1.3760436,1.4511628,1.0454427,1.1690226,1.3877769,1.4133223,0.30253994,1.5411408,0.29056168,1.3680037,0.7532197,0.8911238,1.2331197,1.3292551,0.83347756,0.751736,0.77539086,1.2442299,1.1578304,0.7527317,0.67513114,0.96459085,0.5795153,0.4749441,1.0817466,1.2564095,0.5693711,0.82640344,0.5961769,1.0480174,0.67748827,1.1054828,0.0,0.7089348,1.3096888,1.3811977,1.2611743,1.3029739,0.5331936,1.4549489,0.9537332,1.2811666,1.1429175,1.2490946,1.3185208,1.0936775,1.1371377,0.22349131,0.9019603,0.50415385,0.7750634,0.28695184,1.266534,1.1305059,1.3975672,1.2790997,1.3033113,0.39423138,0.5732032,0.98069996,0.5305349,1.0140493,1.1496391,1.136836,1.1515136,1.1244115,0.6178361,1.2317228,1.0202159,1.3770547,0.9788309,1.3621725,0.8587764,1.2451706,1.35725,0.9095369,1.0765214,0.80160296,1.1529387,1.1809512,1.3812318,0.20954072,1.3266851,0.94047666,0.57214403,1.0617099,0.65627,1.1637738,0.40742022,0.8992806,1.4063902,1.5452031,0.57838166,0.45188063,0.31142795,1.2557616,0.66150194,0.5412671,1.3821948,1.1992826,1.2330433,0.92150956,0.21065354,1.216732
horse,0.93218434,1.0581582,0.83463955,1.2839965,0.85374796,0.81913805,0.6804669,0.77083254,1.2610142,1.1669565,0.81493014,1.3349836,1.3249806,0.7931373,1.1385369,0.680846,0.8458035,0.6989051,0.8987255,1.0473412,0.79402983,0.9521625,1.2256815,0.7543808,0.6685619,0.79930425,0.808261,1.09095,1.0166997,0.5765848,1.2138022,1.2177455,1.3257709,0.995612,1.2224472,1.3096555,1.3057587,0.7426554,1.2758052,0.73348874,1.1161759,0.47812128,0.7663594,1.1229577,1.1372532,0.8166361,0.9887612,0.94112414,1.1748655,1.1936858,1.0182767,0.72486037,0.8126605,0.8902669,0.59214056,0.8150238,1.1380657,0.9689841,0.94939727,0.9642532,1.2083628,1.0826057,1.2338979,0.7089348,0.0,1.2378383,1.21404,1.159284,1.2309526,0.7420932,1.298942,0.81417507,1.1076534,1.1647807,1.0534228,1.1392692,1.0379928,1.1569722,0.8968649,0.9242172,0.8114455,1.0451206,0.8143901,1.1060544,0.9104396,1.2182175,1.2539512,0.9893062,0.7346098,0.84064674,0.80189306,0.7643887,0.77235216,1.0093563,0.9241148,1.0596586,0.7366929,0.8020893,1.0934699,0.930806,1.1829433,0.7015501,1.2518512,1.125633,0.97406185,1.2213796,0.85439706,1.1726016,0.7538645,1.1257591,1.0660789,1.2631102,0.783962,1.1630466,0.8744794,0.845734,1.0469537,0.6865968,1.062701,0.8332367,0.57385176,1.2431808,1.3792269,0.86439145,0.98456645,0.8292942,1.2015265,0.771034,0.8238692,1.2095639,1.0926254,1.0699935,0.75227636,0.8144632,1.1646272
hose,1.00578,1.2345078,1.3163639,0.83477545,1.32798,1.0749254,1.3220239,1.1355519,0.6305779,0.8089452,1.1309083,0.793607,0.9668387,1.0756925,0.95105,1.1187319,1.1809977,1.3178086,1.1851375,0.99324673,1.2318435,0.82655585,0.9834501,1.1917707,1.2096844,1.2304034,1.0258833,0.89497924,1.0500085,1.1729556,0.7469021,0.783821,0.819149,0.84255266,1.059471,0.8825513,0.904057,1.1691643,0.68551964,1.331388,0.87249863,1.2018459,1.2796504,0.73180795,0.68715096,1.0574852,1.1879191,1.2580252,0.874094,0.9394265,1.0799242,1.2028372,0.8405838,1.0995828,1.0367191,1.191199,0.87261933,1.116915,1.1411952,1.2968876,0.92236435,1.1183478,0.920362,1.3096888,1.2378383,0.0,0.8792878,1.1539116,0.84616935,1.0363324,0.5908416,0.7570933,0.84974915,1.1205666,0.9609238,1.0354337,0.907488,0.9948827,1.2526779,0.9758022,1.1032251,1.0615832,1.3123944,0.79538405,0.9639918,0.9786472,0.8031843,0.8375696,1.0334038,0.9497328,1.0413812,1.1936927,1.131287,1.0822357,0.8589864,1.0745094,1.1714368,1.2845991,0.89172995,1.0338153,0.77176034,1.1932503,0.94235605,1.0963857,0.83081865,0.9372561,1.1892073,0.8686473,0.9637995,0.73425156,0.7457519,0.68811923,1.2968938,0.90677035,1.0380297,1.124911,0.9922293,0.9766022,1.0424422,1.2754049,1.2006665,0.876917,0.7839271,1.2801862,1.1836209,1.1633053,0.77060103,1.1081364,1.3889208,0.9731633,0.9796076,1.0794746,0.9972267,1.2280912,0.701596
