,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,0.6673603,1.3401015,1.3245139,1.0982633,0.79260373,1.1194032,1.0939981,1.2588167,0.94921446,0.44776607,0.4689231,1.2394382,0.56653565,0.7371782,1.0075656,0.71168685,1.1351433,0.9492037,1.3073206,1.146139,0.93139035,1.3558289,0.8850875,0.8176409,1.1923859,1.251045,1.1255,1.3301177,0.94936854,0.8493931,1.0470128,1.2239761,0.74038035,1.2225581,0.7511616,0.6766759,1.2559998,1.2825308,0.59006286,1.1041014,1.3475254,0.5389774,1.2206849,0.9884171,1.0884191,0.7951075,0.82700604,1.2039273,1.1707951,1.2369353,0.0,0.7761408,1.2983233,1.2681779,1.2130886,1.366642,1.1791533,1.0695217,1.1090591,1.1400595,1.169093,1.21135,0.81144196,1.3807073,1.032182,1.2833523,1.1257664,1.0271941,0.73319834,0.9665718,0.6599688,1.3019824,0.8805989,1.0776415,1.1669755,0.96357054,0.9476929,1.0467386,0.9909122,0.8993284,1.2492552,1.3734864,1.3223555,1.0737246,1.2365468,0.8855206,0.7690633,0.81748825,0.80998105,0.8753532,1.3603778,1.3635232,1.2918118,1.1601303,1.0885446,1.2042536,1.1332763,1.0452162,1.235439,1.0467235,1.1059872,1.0513769,0.687471,1.0958622,1.0729264,1.0402749,0.80990624,0.6756362,1.1247429,0.9380366,1.084786,0.6451105,0.89083093,0.42085767,1.3288369,1.2508523,1.0882205,0.9273148,1.1856005,1.2079511,0.8031434,1.3042431,0.9575292,0.70185894,0.5919916,1.0984,1.3189266,1.1464549,0.75663275,1.3813678,1.050144,0.89896756,0.73043835,0.9416102,0.9062916,1.2828839,0.54436284
face,0.7644863,1.0948641,1.1960645,1.0807787,0.6953762,1.0971721,1.1776327,1.2353004,1.2882023,0.67463547,0.68911153,1.2258574,0.7098081,0.73391443,0.9992149,0.93869716,1.1332719,1.0365835,1.3338859,1.3511411,1.1889285,1.2778292,1.1343243,1.093467,1.2482245,1.4002801,1.0956697,1.18864,0.8644993,1.1454141,1.0215915,1.1973866,0.9646068,1.2930295,0.9296659,0.8683598,1.0028257,1.1240318,0.6928024,1.082497,1.3202115,0.883561,1.3410406,1.0630373,1.2354397,0.8876596,1.1119515,1.1810118,0.7956916,1.2101332,0.7761408,0.0,0.99842745,1.0575278,1.1444883,1.242558,1.3467057,0.98198855,1.1358705,0.6507837,1.1190093,1.0960768,0.3259622,1.2197279,0.7735522,1.1997168,1.1166834,1.1415746,0.5053279,1.0885998,0.68567747,1.4041089,0.9892589,1.2526913,1.186836,0.93992364,0.88145846,0.8768998,0.65793633,0.90623164,1.0847259,1.4932677,1.0929128,0.76355296,1.11821,1.0657977,0.7584666,0.7495047,0.66537553,0.82830566,1.3140932,1.3382394,1.2146376,1.3015478,1.081425,1.2300538,1.2760192,1.1558864,1.2339683,1.2573434,1.2137334,0.8969475,0.9087718,1.1308109,0.98370004,0.8096892,1.0624193,0.42386276,1.1879566,0.6973754,1.0818621,0.9844906,1.2312328,0.7676152,1.1832745,1.3117642,1.2528907,1.0101041,1.3898737,1.3105986,0.94755423,1.2309657,0.9125826,0.47276068,0.81751287,1.2928007,0.9725939,1.0423068,0.82340264,1.427889,1.1307149,0.90448916,0.84657645,0.7487995,1.1465197,1.2139593,0.7155042
finger,1.3141487,0.5422619,0.74963987,1.1571412,0.8610395,1.088127,1.1506035,0.92975044,1.2452384,1.3053677,1.3354876,0.61527854,1.2290701,1.2285903,0.825314,1.3647586,0.9083224,1.2055763,0.9120493,1.2078816,1.3388506,0.8955106,1.2187717,1.3622868,1.0491939,0.8131274,1.0714372,0.4154688,1.2548248,1.328443,0.9429404,1.0289526,1.2365869,0.77751005,1.2656662,1.1917497,0.7788533,0.6962525,1.3103038,1.059647,0.53588647,1.3845253,0.9574286,1.2914851,1.1984835,1.271173,1.2902672,1.0006137,0.35038364,0.73820627,1.2983233,0.99842745,0.0,0.95964324,1.0901923,0.48332918,0.95537895,1.1818353,1.2493227,0.534403,0.6904793,0.87980235,1.0279169,0.77226233,0.4919349,0.63063705,1.1247678,1.018913,1.1062614,1.1682228,1.0056479,0.8740942,1.3103498,1.1831837,1.0840433,1.1754929,1.0423388,1.0191238,0.81592846,1.1750406,0.44737387,0.8621166,0.29812104,0.42604208,0.6134666,1.277287,1.0248333,0.9480844,0.9779976,1.1377832,0.5991412,0.5517501,0.68445855,1.130312,1.2123626,1.1281153,1.1993665,1.2370052,0.8313478,1.2478508,1.0718033,0.7502816,1.3514096,1.1764961,0.77527297,1.0547237,1.1622741,1.0933126,1.0004392,0.99065006,1.1934952,1.2090926,1.2979155,1.268912,0.44193995,1.0397118,0.71681106,1.2678922,0.9742665,0.90881646,1.1670558,0.69565415,1.1193281,1.1472224,1.4312124,1.1683443,0.1689173,0.8111073,0.95811874,0.6764418,1.1976949,1.3851483,1.2226608,1.0595858,1.2963864,0.3743872,1.249531
fish,0.9448036,0.9902242,0.625801,0.987334,1.3476537,0.74088025,0.77095556,0.6578021,1.1634715,1.2830892,1.2809107,0.6923865,1.3571861,1.0700599,0.8917674,1.0927888,0.79071295,0.95504546,0.8871204,0.99903584,1.1183978,0.7684511,1.1270216,1.1934667,0.8066912,0.94621897,0.8364978,0.7899856,0.9888262,1.2343092,0.9556995,0.79940975,1.2324104,0.8665072,1.2578728,1.0772702,0.910962,0.5296873,1.3047141,0.83433765,0.64922696,1.2755884,0.8813472,1.023855,1.0477535,1.232367,1.2278752,1.0176901,0.9801901,0.8778614,1.2681779,1.0575278,0.95964324,0.0,0.7435201,0.93097985,0.94412607,0.54425603,1.0092307,0.9846267,1.1041566,0.7424855,1.1359336,0.7704897,1.2012614,0.8175895,0.7319807,1.0125536,1.1990349,1.1444639,1.2674071,0.9642624,1.2518485,0.89220446,0.95567954,1.148113,1.109726,1.0179747,1.037782,0.9043778,0.84277236,0.8457883,0.8733891,1.0669324,0.8008832,1.2308817,1.145221,1.228737,1.2220991,1.0629697,0.60835993,0.72962403,0.6033649,0.92008615,0.95381176,0.87259233,0.9099197,0.9135147,0.8080294,1.0099033,0.9002468,1.1065477,1.374129,0.834595,0.6128286,1.2291707,1.0040591,1.2360194,0.9449077,1.1904474,1.1335953,1.2897034,1.1395214,1.307929,0.7450739,0.8819175,1.0767765,1.0465195,1.0244308,0.9093801,1.1919267,0.75928843,1.1964648,1.2197206,1.3267752,0.8498957,0.9711983,0.9564407,1.2471522,0.800417,0.76261127,1.1792501,0.9949776,1.0164342,1.1778007,0.9959396,1.1745859
flower,0.88845515,1.0335944,0.8928664,0.9556775,1.2155519,0.92251855,0.87430155,0.79294866,1.0261858,1.3029586,1.2213588,1.019531,1.2219563,1.1130123,0.9143878,0.9617688,0.9016937,0.9495183,0.8329805,0.99662673,0.9751197,0.91317904,0.9334957,1.1284134,0.9390616,0.9574226,0.8660712,1.0604692,1.0188658,1.0500736,0.9037034,0.80903935,1.1356971,0.88047737,1.0601174,1.0331805,0.98322546,0.9590306,1.1801579,0.87620294,0.8552189,1.1574397,0.9107686,0.89381987,0.7631381,1.1309721,1.1823503,0.9340786,1.0291781,1.1092962,1.2130886,1.1444883,1.0901923,0.7435201,0.0,0.9277997,0.85846126,0.6650697,0.8346743,1.1004993,1.0792272,0.86508524,1.1417736,0.82695067,1.14198,1.0685596,0.7353797,0.9824791,1.1681894,0.97289675,1.2520568,0.9425232,0.9178987,0.77824044,1.0535682,1.0630438,1.0613419,1.003286,1.0474801,0.9102029,1.0838039,0.9408256,1.0025553,1.1332269,1.05919,1.0805687,1.0419443,1.2346855,1.2321482,1.0647959,0.8726326,0.8923491,0.90115494,0.79311115,0.83545244,0.31497985,1.0056487,0.82360333,0.92506427,1.0277385,0.997424,1.140466,1.1815667,0.7557019,1.0985781,1.058811,0.98487836,1.2517631,0.9146274,1.1862079,1.014657,1.235891,1.1688161,1.2125893,0.99602324,1.0157118,1.0856684,0.9725544,0.9012548,0.817611,0.9627302,0.89698863,1.0562159,1.2351198,1.1334121,0.8823898,1.0737928,0.998044,1.0609871,0.90219855,0.8442756,1.0603765,0.95224684,1.0625654,0.9020736,1.0848311,1.1302307
foot,1.2960453,0.45050168,0.79823494,1.1601378,1.1217862,1.048605,1.0887214,0.75780797,0.9857968,1.4502654,1.4238173,0.67571735,1.3709993,1.2648834,0.8242322,1.2053392,0.87280816,1.2098551,0.78733087,1.0339966,1.1502256,0.6932981,1.149982,1.2754228,0.91504544,0.70122063,1.0314528,0.5076399,1.1502856,1.1748843,1.0361212,0.86238587,1.2383214,0.8160125,1.2833558,1.1389431,0.78387415,0.6845156,1.4127209,0.8251338,0.6153189,1.3221271,0.88754725,1.062566,0.8799507,1.2407471,1.2302749,0.8258587,0.7442541,0.78670454,1.366642,1.242558,0.48332918,0.93097985,0.9277997,0.0,0.8167177,0.99968123,1.161641,0.7150525,0.68807673,0.9402808,1.2156254,0.6010102,0.9107722,0.5670183,0.9498961,1.0156904,1.2341976,0.95840764,1.1801077,0.7808572,1.1385558,1.0460466,1.0882792,1.2381235,0.9722864,0.97016793,1.0925689,1.1923046,0.6516458,0.623966,0.47767603,0.75720567,0.7290146,1.253313,1.1109062,1.0789169,1.102793,1.2542198,0.6370979,0.66124225,0.6904994,0.8472387,1.0793487,0.86857015,1.04417,1.121274,0.7880982,1.0503812,0.86917233,0.8548857,1.3532679,1.0070398,0.9108996,1.0895811,1.2089857,1.2559586,0.53340423,1.0820911,1.1813465,1.2047234,1.2113919,1.2944539,0.44208133,0.8732201,0.62727296,1.2117219,0.88556015,0.85684013,1.1210743,0.750592,1.0873765,1.3148195,1.4584079,0.9777295,0.44895327,0.8847315,1.2000561,0.527447,1.0742401,1.3890977,1.2212038,1.1143696,1.1487323,0.5435129,1.3237076
fork,1.2811196,0.9951581,0.8866342,0.99305046,1.3404061,1.0363828,0.85209686,0.85256684,0.70830333,1.3203754,1.4006271,0.7811157,1.4088061,1.4386418,1.025379,1.1723475,0.8534708,1.0471019,0.6513958,0.63101596,0.9630254,0.9094313,0.8022397,0.9500233,0.6781286,0.6089826,0.8612462,0.88217163,1.1818929,1.0442383,1.0730026,0.6521978,1.1350489,0.7760413,1.2240192,0.9491982,0.9942078,0.9377898,1.4462981,0.96165127,0.60092473,1.1331573,0.6315187,1.053365,0.91954654,1.2105407,0.8960973,0.9159707,1.0783564,0.84053576,1.1791533,1.3467057,0.95537895,0.94412607,0.85846126,0.8167177,0.0,1.1278813,0.8086257,1.0298535,1.0723387,1.0532305,1.3397005,0.8747935,1.1946094,0.85220647,0.78939044,0.7242812,1.4193715,1.0158222,1.4067547,0.25551093,1.159072,0.5255003,0.9464324,1.0875678,1.3424219,1.2637111,1.1752989,1.0599767,0.91422945,0.5265238,0.75219154,1.1371567,0.9914299,0.8499732,1.107574,1.325362,1.4063045,1.3136756,0.5155933,0.50299144,0.7981692,0.7227811,1.014132,0.6584998,0.7501192,0.8608612,0.88832885,0.8034775,0.792635,1.0271434,1.1033691,0.9789261,1.1942238,1.1533688,0.826761,1.4715631,0.9897266,1.3302335,0.8368602,1.0391594,0.7002081,1.2384287,0.81287515,0.79835784,0.77526784,0.98975664,0.2585804,0.66265154,0.80123436,0.83451337,1.1003112,1.4522172,1.3745103,0.8368255,0.95595056,0.94980067,1.0888247,0.5671829,1.094955,1.1764237,1.148513,1.3658471,0.8043331,0.7215841,1.3284323
frog,0.5364756,1.0765737,0.86797833,0.81453854,1.1654639,0.6986581,0.8303295,0.7682545,1.1543976,1.136558,0.99262583,1.1785682,1.0837419,0.67447346,0.93656695,0.91479313,1.0139146,0.6379247,1.1482682,1.0735998,0.869079,0.8590058,1.1065562,1.0572147,0.9285367,1.290117,1.076212,1.130043,0.92707145,1.1577055,0.84636116,1.0493777,1.1690207,1.1740854,1.1545229,1.0486628,1.0342748,0.84017915,1.0176861,0.86289316,1.0574738,1.102881,1.1243997,0.81611586,0.82947797,1.1975033,1.1570599,1.096549,1.1169441,1.1414719,1.0695217,0.98198855,1.1818353,0.54425603,0.6650697,0.99968123,1.1278813,0.0,0.9333141,1.0798554,1.02521,0.671814,1.0546587,0.9492381,1.0615814,1.0932529,0.756868,1.0166057,1.0810415,0.96749425,1.1149892,1.1362604,1.0980746,1.1024795,0.83294123,1.0080887,0.7555324,0.8420934,0.96671325,0.9263694,1.2000905,1.0879152,1.1823242,1.075321,1.0961493,1.1748979,1.0022646,1.1039524,1.1548837,0.7090091,1.0440377,1.0586133,1.0170233,0.9853574,0.82923603,0.9329091,0.959251,0.8695928,0.9278802,0.98401433,1.0303967,1.0586438,1.2432747,0.6628903,0.9095309,1.1516144,0.813352,1.0757912,0.82829374,1.109049,1.1008394,1.2258918,1.1816163,1.0825593,1.0976831,0.9396531,1.0885934,0.9422212,1.0647709,1.06862,1.11904,1.1087255,1.1372242,1.0764341,1.0300534,0.8255673,1.172361,0.8496287,1.0445937,1.1597923,0.39429474,0.97486037,1.0257069,1.0403115,1.1057628,1.262121,1.1463714
glass,1.1512449,1.0322667,0.82864594,0.65353477,1.2487612,0.72055376,0.5317674,0.9644384,0.9363231,1.1248045,1.2068739,1.2077216,1.1875702,1.133231,1.1754827,1.1244085,1.0536889,1.0062574,0.70684445,0.4803776,0.8813874,0.83778214,0.9596001,0.73833877,0.7551627,0.95247734,0.92096084,1.1935489,1.0533153,1.0725622,0.81917644,0.81230545,1.1280985,1.0281394,1.1222656,1.1780859,0.9256712,1.2010297,1.1893642,0.91811645,1.1175187,1.1688986,0.6007613,0.8765143,0.77006495,1.1355022,0.98459804,0.9488778,1.197926,0.83808875,1.1090591,1.1358705,1.2493227,1.0092307,0.8346743,1.161641,0.8086257,0.9333141,0.0,1.1289744,1.2008078,1.0180829,1.1515211,0.95866954,1.1660771,1.1457454,0.86961913,0.97152346,1.2252295,0.77606285,1.293114,0.9418485,1.1264156,0.7167995,0.63396156,0.7860512,1.1763262,1.2232575,1.0302125,0.9704796,1.1604537,1.026099,1.2221675,1.2432058,1.0331746,0.9221422,1.1358196,1.3511958,1.3161991,1.1378658,1.1190424,1.0159379,1.0695908,0.9551352,0.73149663,0.82522994,0.6494039,0.7032903,0.8364029,0.9106823,0.8772024,1.0614095,1.0211918,0.88469106,1.1382167,1.0515738,1.0837243,1.2714427,1.0872859,1.1425799,0.71831304,1.0715994,0.8895975,1.1422013,1.2005261,0.6277463,1.1448499,0.7610501,0.7083502,0.81032073,1.0831679,1.0492747,1.2543368,1.2304683,1.0547432,0.6749442,1.1680957,1.0477301,1.1457499,1.1476707,0.8861763,0.80072373,1.031223,1.213802,1.0463535,1.0697066,1.1816843
glasses,1.2046176,0.75625014,0.91859776,1.1745625,1.0457504,1.1034665,1.1133538,1.074989,1.3005828,1.1945243,1.2265116,0.83858025,1.1771404,1.0870792,0.8920245,1.194104,0.93797886,1.208743,1.0451887,1.1987516,1.305705,1.046209,1.2606448,1.2450544,1.0000556,0.95102096,1.0174493,0.79098034,1.0675113,1.3121434,1.0672184,1.0038905,1.1427851,0.9664409,1.0918586,1.0873255,0.8168201,0.89931333,1.1945741,1.1615031,0.8277534,1.2965498,1.0403455,1.1210474,1.1480424,1.1567867,1.2416474,1.1642629,0.5071274,0.9645494,1.1400595,0.6507837,0.534403,0.9846267,1.1004993,0.7150525,1.0298535,1.0798554,1.1289744,0.0,0.9003769,1.0156808,0.7088196,0.8319559,0.7730162,0.70868695,1.0803659,1.0643543,0.9773292,1.0308765,1.0455043,1.0078554,1.2048478,1.1508491,1.2351007,1.1921115,1.0509025,0.9069486,0.6430316,1.071088,0.6728619,1.1067504,0.39866018,0.34343946,0.83365256,1.2241662,0.7951324,1.0165431,0.98692065,1.1150296,0.8510733,0.830656,0.88346124,1.1710131,1.14729,1.1621095,1.1966387,1.1099191,1.0074486,1.1841499,1.0243161,0.58539474,1.2215034,1.1026725,0.78602266,0.88252634,1.096805,1.0042037,0.9918878,0.9631916,1.1596925,1.1910549,1.2733216,1.1952975,0.61311626,1.207942,0.94550484,1.1408538,1.0323287,1.0121353,1.032482,0.9326822,1.0603937,1.0366449,1.3020539,1.1490083,0.5504825,0.8937389,0.9770332,0.9883179,1.1722283,1.2556106,1.115644,1.0195845,1.2055488,0.543017,1.1028699
glove,0.88751894,0.6133416,1.2497295,0.93192947,0.6598937,1.1168047,1.2946988,1.1373494,0.9148369,1.1986969,1.0546733,0.9529649,0.9056721,0.830732,0.97259253,0.89918905,1.100151,0.9939681,1.162706,1.2915573,1.0469275,1.0863082,1.1689626,1.0692834,1.1124036,0.9831998,1.0687902,0.9511428,1.0104989,0.98931974,1.0610671,1.2611113,1.1069494,1.1079272,1.0346957,0.93436086,1.0638992,1.0227588,0.95555276,1.032232,1.0853503,1.107116,1.2473245,1.0564122,0.96851957,1.1231762,1.1286314,0.9363422,0.84951115,1.2069945,1.169093,1.1190093,0.6904793,1.1041566,1.0792272,0.68807673,1.0723387,1.02521,1.2008078,0.9003769,0.0,0.7251965,1.004799,1.0862057,0.5624806,0.7236739,1.242244,0.92249805,0.90221214,0.9430704,0.6154653,0.9893034,1.0923228,1.3912506,1.1111256,1.1064881,0.3262949,0.8658236,1.0248902,1.1374737,1.099062,0.871569,0.7766408,0.80159795,1.1698933,1.1157346,0.9262015,0.54283744,0.68531704,0.9172339,1.0881552,1.0399082,1.1854224,0.92991084,1.1661277,1.0245829,1.252892,1.1951666,1.1521866,0.6919457,1.1733756,0.7596283,1.1449783,0.98654103,0.98262864,0.8087138,0.87718624,0.8455888,0.46497834,0.63278234,1.1472368,1.201754,1.2130775,1.0202335,1.0028123,1.1825929,0.348153,1.1480665,1.09251,1.0936803,1.0952125,1.1522771,0.7568123,0.87965685,1.103559,1.1786243,0.73860836,0.9083561,0.82397044,0.7989054,0.9970884,1.1848061,1.2412868,0.8697814,1.0820498,0.8265635,1.1497864
gum,0.9867593,0.9564592,0.9048679,0.7014782,1.0725746,0.72873926,0.9226279,0.8930397,0.8864337,1.2656475,1.1280084,1.05126,1.1204613,0.70318425,0.94524246,1.1139803,1.0198185,0.49479294,1.0227047,1.0463177,0.70225585,0.91037834,1.0664659,0.97316265,0.9824705,1.1619376,1.056985,1.0504229,1.1403408,1.1801865,0.95549953,1.0621377,1.1961306,1.0084563,1.0779344,0.97343343,1.0277627,0.8477737,1.1131228,0.819695,0.8427323,1.0705346,1.0218616,1.1350447,1.0377606,1.2574072,1.1146556,1.0869824,0.98671365,1.0400975,1.21135,1.0960768,0.87980235,0.7424855,0.86508524,0.9402808,1.0532305,0.671814,1.0180829,1.0156808,0.7251965,0.0,1.1787171,0.8766265,0.808861,1.0735234,1.200899,1.1329242,1.1094805,0.79906994,1.0376941,1.0243134,1.1382991,1.240603,0.8140851,0.8569907,0.6974281,0.9466015,0.91473544,1.0763203,0.98843604,0.94752014,1.0902215,0.9991592,1.0328795,1.0845523,1.0286651,1.057438,1.1553378,0.6689021,0.93292636,0.8581108,0.97590625,1.0701523,0.9275711,1.0246483,0.89448833,1.1391863,1.0420684,0.97145724,0.9394907,0.9503933,1.2899437,1.0145862,0.8750189,1.0885347,0.7025546,1.1731657,0.74599445,1.1217204,1.0752578,1.3119994,1.211993,1.2163026,1.0116721,0.95209974,0.8620598,0.96386164,0.9893464,1.0079752,1.2097178,1.0199705,1.1639678,1.171007,1.0769894,0.70852375,0.992582,0.71783286,0.8303573,1.0371968,0.46243155,0.96234417,1.2238076,0.9337884,1.1981901,0.94960076,1.2338086
hair,0.7283788,1.1016692,1.2905366,1.1264243,0.66015816,1.2168021,1.253736,1.3057845,1.2760484,0.633877,0.69592315,1.2378652,0.6435728,0.77398807,0.9481514,0.91497594,1.1289068,1.1252959,1.3294542,1.4077474,1.2418177,1.3430281,1.0569316,1.1219734,1.2569604,1.3931158,1.0432293,1.1757904,0.8284092,1.092704,1.0768583,1.2556951,0.9110389,1.2665775,0.9147074,0.81996465,1.0237496,1.1887977,0.6520328,1.0919102,1.3498524,0.84771955,1.4145594,0.9943346,1.071927,0.83071315,1.1427215,1.1356901,0.8974833,1.2614454,0.81144196,0.3259622,1.0279169,1.1359336,1.1417736,1.2156254,1.3397005,1.0546587,1.1515211,0.7088196,1.004799,1.1787171,0.0,1.2480049,0.7602309,1.1232688,1.0962828,1.1168611,0.53091204,1.0780295,0.6743008,1.3716487,0.94523036,1.2534385,1.2604626,0.9473223,0.8480034,0.84530544,0.7547662,0.8904023,1.1441389,1.5065975,1.0916544,0.7810653,1.1851337,1.0664562,0.76687104,0.6812321,0.6471702,0.8833818,1.3495903,1.3772857,1.2569721,1.261279,1.1228168,1.1332229,1.3610871,1.1149063,1.2864094,1.2143043,1.2944343,0.7962535,0.8606107,1.0058006,1.0721644,0.4844098,1.0632116,0.41991925,1.2134166,0.68463624,1.0922782,0.954719,1.2377263,0.7293503,1.2181352,1.380038,1.192315,1.0091932,1.3811923,1.2762424,0.93351805,1.2511572,0.82128346,0.3903572,0.821906,1.3963292,0.99359316,1.0956634,0.80069005,1.3878423,1.2254496,0.9370441,0.7921808,0.7339529,1.071769,1.2292812,0.6574063
hamburger,1.3732171,0.79447234,0.47538972,1.1474152,1.4246483,0.8547059,0.8776815,0.6260121,0.98833203,1.4863405,1.4688107,0.72112805,1.4680111,1.342027,0.8764255,1.2574575,0.71981794,1.1068125,0.56843144,0.80550617,1.0648664,0.47290152,1.257965,1.1714158,0.91080505,0.68888843,0.82876885,0.60003525,1.1446021,1.2248567,0.82178533,0.7422252,1.3272614,0.62124723,1.3543112,1.2797561,0.5506821,0.7104559,1.4421488,0.83934355,0.5014225,1.3814168,0.6231885,0.98462176,0.7988478,1.3292141,1.2967939,0.99775654,0.8601693,0.61501384,1.3807073,1.2197279,0.77226233,0.7704897,0.82695067,0.6010102,0.8747935,0.9492381,0.95866954,0.8319559,1.0862057,0.8766265,1.2480049,0.0,1.2498865,0.5552127,0.7359277,1.1112001,1.3223714,0.97561276,1.4270875,0.807294,1.2728859,0.9694558,0.9099472,1.1817119,1.3243085,1.0607979,1.1370349,1.1661966,0.5343236,0.7192796,0.6852726,1.0189753,0.47710544,1.186838,1.3004206,1.3514868,1.3510573,1.3152168,0.5861354,0.5801742,0.50327957,0.8136851,0.8296099,0.8973353,0.8821657,0.8454755,0.48773515,1.0243589,0.6804221,0.97635424,1.3508223,0.91824055,0.95483804,1.1941826,1.2200788,1.408488,0.8987274,1.2853405,0.9726929,1.2428834,1.2423416,1.4436882,0.46189523,0.65090656,1.1011821,1.1275785,0.85776174,0.8181304,1.1815236,0.5743133,1.225435,1.414442,1.4285039,0.6974435,0.74831736,1.0501708,1.3735583,0.6998711,0.904168,1.207681,1.1953963,1.1502948,1.1654781,0.6096327,1.3584855
hand,0.82294816,0.7915338,1.353034,0.92089164,0.3707953,1.142459,1.2659466,1.321608,1.236958,0.9586978,0.92853844,1.2339035,0.7448349,0.67850125,0.87979835,1.053155,1.2410152,0.9508172,1.4046144,1.3765222,1.1652005,1.2415575,1.0302742,1.0756389,1.2491834,1.3649664,1.2752272,1.1037558,1.0369191,1.1688354,0.7614324,1.321065,0.9723866,1.299475,0.86972845,0.95540154,1.0738984,1.1982033,0.863629,0.9548694,1.2720628,1.0412853,1.4035412,1.1852114,1.2099482,1.0139941,1.066917,1.1842537,0.72996336,1.2807313,1.032182,0.7735522,0.4919349,1.2012614,1.14198,0.9107722,1.1946094,1.0615814,1.1660771,0.7730162,0.5624806,0.808861,0.7602309,1.2498865,0.0,1.1646692,1.3643607,1.0057232,0.7562939,1.0292656,0.56418467,1.1864018,1.0202439,1.3772099,1.1580622,1.027672,0.5203824,0.9281556,0.71431524,0.98131806,1.1380882,1.2921562,0.89671516,0.5087743,1.219634,1.0999185,0.6532313,0.5221444,0.75630873,0.6569817,1.2486949,1.1038468,1.3517506,1.3069525,1.1248027,1.2068176,1.2471,1.287837,1.2926943,1.1653368,1.2921643,0.6719911,1.0139128,1.0919099,0.95386416,0.7220297,0.8667993,0.6913576,0.9614444,0.75645816,1.0643626,1.1229495,1.2190866,0.9292661,1.1892335,1.3891947,0.7286378,0.9712156,1.1289822,1.1383076,0.8707149,1.2980531,0.92682207,0.69927955,0.90427357,1.3675627,0.58973193,0.72437537,0.35865176,1.2353363,1.1312726,0.9455997,1.0621436,0.9606581,1.1866649,0.9318375,0.9423312
hat,1.3947109,0.73067963,0.5435807,1.2142541,1.339329,0.84583545,0.93103117,0.81795,0.98591536,1.4262936,1.4294178,0.42662036,1.410687,1.3649327,1.0094343,1.2661479,0.7464032,1.2421567,0.51100755,0.90377307,1.1949611,0.8501382,1.3208477,1.1597141,0.80844486,0.4316615,0.78808826,0.47926116,1.0681158,1.1537982,1.231142,0.7817693,1.361198,0.5418828,1.3116775,1.2410264,0.70001405,0.73110443,1.409902,1.2368647,0.46688688,1.4247049,0.56425333,0.9520612,0.8679466,1.2951128,1.305731,0.9071041,0.7380384,0.56539273,1.2833523,1.1997168,0.63063705,0.8175895,1.0685596,0.5670183,0.85220647,1.0932529,1.1457454,0.70868695,0.7236739,1.0735234,1.1232688,0.5552127,1.1646692,0.0,0.74202484,0.95158374,1.276973,1.1338046,1.2297353,0.7815995,1.3856752,0.9545631,1.0426629,1.2781357,1.1540692,1.070312,1.1491294,1.1922946,0.40010482,0.6333152,0.41838634,0.88083476,0.4975686,1.28739,1.2338885,1.146155,1.1826869,1.3841941,0.49314666,0.5468055,0.48448318,0.8076475,1.2402563,1.1126195,1.0604132,0.87903607,0.5448277,0.65764695,0.71602386,0.78208697,1.376605,0.94038445,0.89980996,1.0241742,1.1585623,1.2735448,0.74258316,1.1454235,1.1842844,1.1467289,1.1173048,1.3459659,0.32580948,0.78750044,0.7699696,1.3525727,0.9685598,0.82474005,1.2187288,0.4689883,1.046167,1.3023572,1.4980216,0.8911864,0.59387225,1.1435523,1.4115548,0.49648964,0.9776939,1.5284123,1.2243942,1.2145846,1.0833734,0.44315565,1.3631599
