,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.4371681,0.70009845,1.1294134,0.95805055,0.7635647,0.79106605,1.1756971,1.3585392,1.4787967,0.5881926,1.5480632,1.1691151,0.92234826,1.4156129,1.1139455,1.2968972,0.5626476,0.80787385,1.3680422,0.66882586,1.0880159,0.8281148,0.76349765,1.0766048,1.3020922,1.3508377,0.885583,1.3623991,1.1679256,1.5019047,1.2213813,0.41309893,1.4224355,0.6510339,1.2437093,1.0895488,1.1856208,1.062858,1.1140971,0.56248736,0.5315347,0.9401366,0.9895152,0.29372603,1.0656527,1.1803706,0.74880946,1.2060968,1.1824493,1.2254412,0.43515313,0.7101364,1.303479,1.2312664,0.9271442,1.0056331,0.6345736,0.78252184,1.4433851,1.2409618,0.8383765,1.253583,1.0008183,1.3354845,0.80871314,1.276046,1.1153176,0.52554303,0.27449822,0.60613835,0.0,0.5244361,1.2974784,1.1831264,1.1235772,1.1047417,0.6048595,0.5368553,1.1278882,1.0102178,0.8600299,0.97186023,1.1318321,1.0797281,1.336723,0.8164294,0.68649554,1.1163902,1.2508584,1.1128981,1.0037386,0.865969,0.7826611,1.0651324,1.4627786,0.36607802,0.87564087,1.094479,0.5956092,0.6919321,1.3133496,1.2218038,1.5472679,0.7360674,0.21774149,0.30922747,1.259319,0.6984924,1.2648377,1.2894272,1.2184335,1.2753794,0.30793214,1.3124604
orange,1.3776085,0.6440886,1.2536534,0.63407713,0.5148344,0.6005247,1.1641909,1.417297,1.4265069,0.631667,1.4204264,1.3494971,0.8287332,1.2635021,0.85218865,1.0685525,0.77356535,0.8005284,1.2635505,0.57361096,1.0901835,0.83184236,0.7944999,1.1037619,1.2234259,1.3338623,0.93630064,1.3377612,1.1338046,1.3637038,1.1347873,0.49879026,1.1927439,0.8120184,1.198605,0.9576557,1.3935637,1.0980592,1.1531687,0.6779685,0.22933626,1.1602675,1.0509268,0.6085274,1.0633738,1.1495109,0.9071188,1.0382301,1.0470155,1.2861829,0.74624854,0.6510579,1.2487397,1.0864909,1.0224916,1.0364063,0.6826084,0.84296006,1.3280917,1.2710989,0.95999193,1.258379,1.2040743,1.3036215,0.92344147,1.0932415,1.156648,0.67966366,0.46383756,0.8714478,0.5244361,0.0,1.3073338,1.2036488,1.1258268,0.9843809,0.6143179,0.690487,1.1279389,0.88069606,0.9694896,0.66637486,1.1520638,1.0567982,1.3879247,0.8707143,1.0216684,1.0656523,1.1775442,1.2987761,0.98661447,1.035974,0.7969699,1.0745041,1.3810805,0.58780766,0.68530947,0.7907422,0.82780224,0.6606039,1.3077056,1.199861,1.3930247,0.69167286,0.5056096,0.59201175,1.3044603,0.9040403,0.91153705,1.0376731,1.1677948,1.3129795,0.636227,1.3234646
oven,0.774226,1.299481,0.92384523,1.1738626,1.2785974,1.1150709,0.86784536,0.698027,0.872579,1.2777796,0.67443526,0.86462206,1.2510841,0.92681587,1.171145,0.9250382,1.2367492,1.0273908,0.5465759,1.1218209,1.1021587,1.0124539,0.8779741,0.9771584,0.9783716,0.68265975,1.1429343,0.73429066,0.93531334,0.7753955,0.8556251,1.358084,0.6172904,1.1119114,0.9616272,1.0508285,0.63828266,0.5806526,1.0303794,1.0896528,1.2415519,1.0613096,1.087001,1.2521899,1.1680485,0.82532114,1.1423185,1.1131421,1.0358361,0.86500275,1.1650528,1.1804192,1.0232083,1.0307211,1.0569675,0.95383817,1.2932174,1.2197099,0.8376857,0.97944605,1.0618128,0.9002922,0.8498103,0.68583244,1.0940026,0.7652375,0.9781395,1.1231897,1.3710816,0.9905483,1.2974784,1.3073338,0.0,0.9892883,0.8886886,0.9490699,1.2131006,1.218494,1.1012111,1.0085473,1.0974429,1.1248322,0.85576177,0.9770154,0.38447404,1.1958888,1.0585262,0.8742945,0.9746874,0.9757732,0.96073806,0.93578494,1.1192962,0.7184459,0.8783226,1.3061293,1.097387,1.0172915,0.9913014,1.2954046,0.93150926,0.95197463,0.68047774,1.1771976,1.3752233,1.2713509,0.8225101,0.9260565,1.0632095,0.6825442,1.0444449,0.79727036,1.3199316,0.86827433
pajamas,0.7717393,1.2772627,0.60128415,1.1890273,1.2736204,1.3364282,1.0966438,0.7951795,0.6115976,1.2552797,0.7697399,0.3736956,1.2459096,0.83178824,0.97819334,0.79533947,1.3220577,1.3059092,0.90184355,1.1459742,1.0504742,1.3873352,1.3033568,1.1812375,0.9169508,0.97000694,1.1155978,0.74855655,1.0109838,0.7130205,0.8378021,1.33216,0.8415817,1.3202236,0.9900863,1.0086688,0.9475755,1.0915915,0.48027968,1.0095375,1.160363,0.9069112,0.7673418,1.1760709,1.0684714,0.98642683,1.2819666,0.996933,0.9613258,0.7773566,1.0751498,1.1917018,0.8305806,0.7436869,0.86150765,0.7444258,1.270496,1.3498002,0.85408616,0.75022334,1.2040051,0.65907395,0.9836982,0.840405,1.269351,0.8841912,0.82416826,1.0685459,1.1842144,1.3536947,1.1831264,1.2036488,0.9892883,0.0,0.9326273,0.9765116,1.273799,1.269497,0.93814623,1.2448442,1.2401586,1.1357645,1.1830368,1.2238588,0.9321109,1.1706752,1.1420593,0.9853976,0.9545475,0.5802225,1.0146788,1.0642316,1.3587742,1.1774622,0.6001302,1.3182669,1.3108714,1.0893809,1.242119,1.3644619,0.82585317,0.9667876,0.6446385,1.276637,1.1756618,1.1691468,0.8534047,1.3354024,1.0805088,1.0716224,0.85711586,1.0161283,1.2340466,0.8021743
pants,0.8109315,1.3202391,0.6301177,1.1689867,1.2122281,1.1227775,1.28985,0.74048525,0.77503717,1.1864866,0.80657756,0.7731004,1.1881955,0.712655,1.2040459,1.1255969,1.3276964,1.3240037,0.94836366,1.0773346,1.0265454,1.2375698,1.0232234,1.0546296,0.853804,0.8977215,1.3628712,0.87618273,1.0045898,0.7077233,0.8935919,1.3467635,0.893458,1.3606405,0.9000616,1.0089569,0.8765231,0.99310184,0.75998414,0.8503345,0.99813074,0.830271,0.9683697,1.0695516,1.0948534,1.2010174,1.2859075,1.1452442,1.0312812,0.87310165,1.021182,0.973655,0.9979473,0.94632924,0.784701,0.7806202,1.2216682,1.1463083,1.0204091,0.47402626,1.1296296,0.31574696,1.0078949,0.95461816,1.3516072,0.8738972,0.8891161,0.97055644,1.1785176,1.2295926,1.1235772,1.1258268,0.8886886,0.9326273,0.0,1.1209527,1.3140794,1.3548632,1.0416185,1.2654513,1.2478625,1.3707325,1.1902648,1.0923904,0.7839651,1.2642984,0.9701093,0.6156484,1.0432206,0.49970305,0.8276959,0.4447046,1.1781032,1.1702967,0.80687404,1.2895952,1.29461,1.0529618,1.1235936,1.2185197,0.44065893,1.0873015,0.9077244,1.3638616,1.1407638,1.1118617,0.85433555,1.242457,1.3003174,1.2215948,1.0660439,1.0559894,1.1886511,0.9487313
paper,1.2373017,0.9591179,1.1716914,0.95884246,1.005403,0.8804665,0.7273821,1.0121187,1.0022434,0.82607687,0.9414255,1.2079458,1.0810689,1.0506245,0.66729367,0.48235184,0.9441638,0.6265047,0.6975726,0.9763994,1.1073059,0.8262119,0.7902286,0.6765442,1.0991671,0.8857165,0.86341417,1.1801175,1.0518026,1.0839831,1.166239,0.83069474,1.0071216,0.8620553,1.0840104,0.9924935,1.0344431,0.6825229,1.1944084,1.1899637,1.0284082,1.194671,1.1630893,1.0988481,0.8708167,0.89242905,0.7845906,0.7978675,1.1766003,1.1482158,1.2182019,0.98474157,1.0354726,0.76067185,1.1994352,1.092659,1.0963994,0.9652494,1.011492,1.1689659,0.9112132,1.1718433,1.0445709,1.0725646,0.8667002,1.1254513,1.20191,1.1891867,1.060394,0.7412629,1.1047417,0.9843809,0.9490699,0.9765116,1.1209527,0.0,0.6899477,0.8242419,0.9847576,0.6751553,0.9615527,0.5613134,0.89195895,0.90390384,1.0507953,0.88857853,1.2035238,1.0299124,1.0951645,1.2652673,1.0394393,1.0811776,0.96962845,0.6948247,1.1098839,0.95919895,0.86228204,0.8254906,0.93353796,1.0426034,1.2331384,1.0869232,0.8415874,0.85912865,1.0231713,1.0205035,1.1168052,0.7226964,0.8376961,0.7526573,1.0610901,1.0796369,1.054774,1.0275064
pen,1.4825436,0.65128934,1.4429624,0.9342091,0.75373685,0.60597366,0.7613151,1.3915561,1.5172904,0.43561858,1.4120153,1.5495664,0.7519459,1.3664882,0.8467397,0.9606477,0.48898703,0.5602478,1.140508,0.77733624,0.85632116,0.585971,0.6564361,0.8277863,1.2471503,1.1161445,0.7178488,1.4299076,0.979357,1.4818752,1.2939501,0.23195064,1.3574927,0.5258033,1.1911703,1.1418903,1.2220534,0.7996979,1.4056232,0.9763762,0.71721923,1.2241999,1.30456,0.64714295,1.0107663,1.1570901,0.33485556,1.0148191,1.1231413,1.4250408,0.85094476,0.7805116,1.2951941,1.3004005,1.2823648,1.2764721,0.69273734,0.6239504,1.3219483,1.394922,0.8276249,1.5013039,0.8471403,1.3230948,0.5534837,1.3342118,1.230697,0.9013176,0.62119263,0.39087093,0.6048595,0.6143179,1.2131006,1.273799,1.3140794,0.6899477,0.0,0.18997109,1.157761,0.50966966,0.6773815,0.6094228,0.9070894,0.96409994,1.3263557,0.74684525,1.0011631,1.1992548,0.918693,1.5595124,1.129893,1.1373323,0.559563,0.7020842,1.4628023,0.42445385,0.6809141,0.9238709,0.48797238,0.49960935,1.4463781,1.1753774,1.4668235,0.6147319,0.6238139,0.666561,1.1804707,0.47151542,0.9623746,0.95181483,1.1986945,1.0201759,0.57761323,1.3385177
pencil,1.4803877,0.58545816,1.3741252,0.91341865,0.7455859,0.65209913,0.79563713,1.3457177,1.584055,0.47006464,1.4891889,1.4690771,0.7531654,1.508469,0.992525,1.0837098,0.41083676,0.5478086,1.229356,0.86436456,0.8556463,0.59269226,0.68107253,0.8730682,1.230684,1.0958197,0.623447,1.3784683,1.0715313,1.5154855,1.2857995,0.24672031,1.4046631,0.441419,1.1520834,1.1334748,1.0216241,0.90304583,1.3707359,1.0349025,0.8462876,1.1333631,1.2824192,0.6168928,1.0161415,1.0604014,0.33862418,1.082131,1.0727023,1.4262483,0.8645399,0.8698595,1.2684561,1.3594414,1.2763089,1.2859142,0.72024083,0.5759698,1.3167315,1.4124371,0.72352386,1.5668459,0.8083831,1.1714697,0.38798273,1.4020636,1.2196736,0.94392574,0.6267643,0.35071325,0.5368553,0.690487,1.218494,1.269497,1.3548632,0.8242419,0.18997109,0.0,1.0998759,0.65250945,0.5059087,0.6322256,0.9063358,1.0035993,1.2086157,0.7169626,0.91460884,1.3678689,1.004961,1.4997385,1.2800457,1.1031907,0.54777086,0.71794283,1.5236187,0.43484104,0.6795052,1.008457,0.3922497,0.5057481,1.4346869,1.1566887,1.5111313,0.63306695,0.59299064,0.6615375,1.2083704,0.4374957,1.0477729,1.0005372,1.1527331,0.9493492,0.57300067,1.2682036
penguin,0.7478317,1.1293421,0.8576362,0.9591154,1.0140058,1.0161065,1.0331444,1.0647119,1.0036722,1.2601635,1.0523489,0.88655275,0.8191927,0.9460993,1.0550835,0.97568065,1.1892779,1.096196,1.0956887,0.93448335,1.023875,1.0055534,1.0849687,1.01393,0.79752445,1.0327846,0.95375085,1.111064,0.9637511,1.0181096,1.0440314,1.180266,1.074119,1.131929,0.7089341,0.9647143,1.120006,1.0460248,0.9775952,1.054468,1.1090131,0.9832492,0.88586956,1.1263007,0.5586942,0.8863647,1.0756553,0.767324,0.9397151,0.9617042,1.1151797,0.9744726,0.94110304,0.9656367,1.0410812,0.92201006,1.0455228,1.0989773,1.0294422,1.0356543,1.0326604,0.9548961,0.9976521,0.9879666,0.9865765,0.8279396,0.9988679,1.0660636,1.1469246,1.0186845,1.1278882,1.1279389,1.1012111,0.93814623,1.0416185,0.9847576,1.157761,1.0998759,0.0,1.0005504,0.99295884,1.0164435,0.94107014,1.0973434,1.0954449,0.9477632,1.0854037,1.0574784,0.97077405,0.948349,0.88571244,1.0832286,1.1568127,1.0838535,0.99024445,1.2166812,1.1121968,1.0036718,1.0147507,1.0106016,1.021596,0.99849623,1.0144211,1.0561545,1.0095443,1.1433645,1.0001892,0.98711336,0.9521106,1.0795431,1.0459493,0.9938729,1.1961766,1.0304064
pillow,1.3209623,0.831648,1.4172459,0.8476213,0.87923026,0.73327947,0.46450853,1.3580862,1.2954652,0.7221552,1.1643612,1.4346776,0.7839979,1.0967988,0.7899958,0.82864016,0.727821,0.5740624,0.9641203,0.92910093,0.9034862,0.56987333,0.6096529,0.7779315,1.1178176,0.91434246,0.6727694,1.3027009,1.0322963,1.1560919,1.1784672,0.6803831,1.1074866,0.65470284,1.0316967,0.90523624,1.2120756,0.8202979,1.3096199,1.232145,0.9127657,1.1716645,1.3155239,0.94055885,0.8477936,0.9055855,0.55429804,0.8208947,1.1765329,1.3719152,1.1113309,0.8509675,1.2277563,1.2818732,1.3457022,1.3526607,0.7762834,0.6844082,1.2502819,1.3184423,0.83213544,1.376616,1.0942404,1.2680182,0.6951834,1.1294731,1.126972,1.1328692,1.0712571,0.4672985,1.0102178,0.88069606,1.0085473,1.2448442,1.2654513,0.6751553,0.50966966,0.65250945,1.0005504,0.0,0.67485416,0.66361636,0.5602119,0.82405823,1.2510617,0.58848935,1.0158744,1.0627142,1.0494493,1.40461,1.0111294,1.0971985,0.8203523,0.663244,1.2930772,0.7054729,0.6798831,0.8102941,0.7629864,0.67784095,1.3054838,1.1431768,1.2930944,0.7003831,0.92531884,1.0091395,1.2229502,0.44471252,0.74508274,0.74052536,1.1766794,1.055606,0.9680555,1.3002015
plant,1.2773153,0.5636044,1.3317186,0.8919711,0.74827224,0.8458589,0.6320107,1.2462757,1.3584304,0.72162974,1.2531571,1.3441575,0.6122361,1.3281384,1.0372747,1.0808133,0.42839563,0.62213993,1.189742,1.098118,1.0727861,0.5144981,0.8807902,0.9342239,1.0878301,0.85757565,0.70449525,1.1550784,1.1709626,1.2634087,1.3491697,0.63536125,1.3857183,0.47912514,0.9813552,0.895253,0.8071383,1.1349384,1.1778399,1.3074005,1.1161877,0.9183082,1.208315,0.98074836,1.0985038,0.9485844,0.60451484,0.98348004,0.9721313,1.4531515,1.1100143,1.0268723,1.0477996,1.2972724,1.3023298,1.4043182,0.720013,0.48632407,1.2456539,1.2822299,0.6191201,1.4722316,1.0373216,1.0327505,0.46850723,1.3777723,1.2058158,1.2769119,1.0001466,0.42986786,0.8600299,0.9694896,1.0974429,1.2401586,1.2478625,0.9615527,0.6773815,0.5059087,0.99295884,0.67485416,0.0,0.8159851,0.64933735,0.975143,0.9809403,0.6628953,0.8774903,1.3315018,1.0642931,1.3492777,1.3918006,1.0981064,0.67823666,0.7574646,1.3137832,0.6725605,0.69930655,1.1614659,0.6524702,0.48584926,1.2543173,0.9115221,1.3357582,0.7182942,0.9461879,1.0574769,1.2378957,0.43696874,0.88796353,0.92145103,0.9058094,0.7733509,0.92597055,1.0035925
plate,1.3214349,0.5176694,1.4045963,0.6288583,0.7280915,0.65463185,0.8237201,1.2437735,1.2666681,0.5986054,1.2011509,1.3845208,0.85655546,1.1609963,0.7149151,0.8090402,0.62800246,0.45142502,1.0192057,1.0035284,1.0379062,0.7396425,0.80901027,0.82769775,1.1384203,1.0766138,0.51316696,1.2774929,1.0046561,1.2651918,1.1607,0.574191,1.1419505,0.5693443,1.1507047,1.1000427,1.1954265,0.9617919,1.3014133,1.1961187,1.0162793,1.2234402,1.2349377,1.0559946,0.9611625,0.7641424,0.69034946,0.92409015,1.0685899,1.2273365,1.143098,0.97997534,1.1197456,1.1275666,1.2665384,1.3408064,0.88412666,0.7942531,1.1311091,1.2980809,0.91412425,1.4387348,1.0524424,1.1233741,0.5788605,1.1705298,1.127392,1.1652656,0.7943938,0.7187543,0.97186023,0.66637486,1.1248322,1.1357645,1.3707325,0.5613134,0.6094228,0.6322256,1.0164435,0.66361636,0.8159851,0.0,0.9396932,1.0052679,1.2068179,0.7364067,1.2325424,1.3196715,0.9497603,1.4725037,1.1868469,1.328599,0.8739735,0.6544823,1.2326769,0.6874455,0.5795014,0.8946695,0.93297726,0.80982506,1.3495706,1.0954098,1.0292234,0.49512482,0.91309,0.94857216,1.2163002,0.69103163,0.70900756,0.5556582,1.0814198,0.99154234,0.8418539,1.214146
purse,1.2169538,0.93272597,1.2348528,0.85910314,0.90852773,0.9324478,0.24890816,1.2217611,1.1506197,1.0928692,0.98042506,1.1439998,0.96996593,1.0137764,1.0688097,0.81263936,0.91453826,0.70195985,0.7310239,1.0399749,1.0546588,0.5681756,0.7408664,0.8665947,1.0941273,0.7316915,0.79341006,1.1377355,1.0739758,1.0431373,1.1183906,1.0151328,0.95016426,0.828033,0.94332564,0.6836843,0.98578364,0.83109874,1.0976692,1.1869344,1.1119308,1.1584524,1.104754,1.0822743,1.0790112,0.8558394,0.82808274,0.93196696,1.2288904,1.162368,1.13836,0.82465184,1.1789804,1.0565774,1.2322361,1.1735244,0.9070171,0.79484314,1.1114792,1.113223,0.67491233,1.1917795,1.0469587,1.0003663,0.7925451,1.0053431,1.1210816,1.1994581,1.2432135,0.71657634,1.1318321,1.1520638,0.85576177,1.1830368,1.1902648,0.89195895,0.9070894,0.9063358,0.94107014,0.5602119,0.64933735,0.9396932,0.0,0.903286,1.0838789,0.8165505,0.8867987,0.9703299,1.0011791,1.1521411,0.99023867,1.0429229,0.8608496,0.85150516,1.197337,1.0058435,0.758071,0.95632225,0.833962,0.8952334,1.0185059,1.0366505,1.0921372,0.8788271,1.077327,1.1758963,1.1160688,0.65776896,0.6450528,0.70517963,1.2393423,0.88279706,1.1197668,1.1830871
radio,1.1742408,0.9936304,1.1124243,0.9521819,0.95594144,0.98881537,0.89600253,1.049778,1.1685641,0.9047829,1.0058635,1.0977877,1.0362394,1.1408612,0.90455335,1.0291364,0.9549122,0.86444557,0.90947217,0.97741616,0.6906773,0.9187753,0.85509294,0.64936316,1.0480253,0.9109732,1.0174073,1.1266212,0.9466481,1.1458291,1.156805,0.9909837,1.0409763,0.9399847,1.0165613,0.867809,1.0270691,0.8662177,1.1647791,1.1762145,1.1103246,1.1359183,1.0000842,0.90320814,0.7869292,1.0623091,0.84936666,0.9823648,1.2164823,0.9902458,1.0545624,0.9504677,1.0301344,0.93685937,1.1176004,1.0368959,0.99643946,0.826409,0.973067,1.1887476,0.8342802,1.0377715,1.0057231,1.1243788,1.039061,1.0357472,1.072612,1.0299731,1.1210902,0.91007066,1.0797281,1.0567982,0.9770154,1.2238588,1.0923904,0.90390384,0.96409994,1.0035993,1.0973434,0.82405823,0.975143,1.0052679,0.903286,0.0,0.963093,1.0300194,0.7878137,0.8873185,1.1011851,1.066528,0.9759446,0.7963284,0.9111935,0.9028366,1.2267342,0.9469986,0.892332,0.8246171,1.010714,0.9587396,1.0509163,1.0827355,1.1079253,0.94982207,1.0986542,0.9838144,0.9642053,0.92775667,0.9804284,0.91987723,1.1389217,1.0789554,0.9443932,0.98571193
refrigerator,0.7230038,1.2843372,0.7999854,1.2425241,1.3170487,1.3139517,1.0775609,0.38678277,0.75756866,1.2151074,0.62563133,0.8439132,1.2765117,0.95167404,1.2121595,1.0871466,1.1928535,1.1562699,0.6958653,1.2466117,1.0831649,1.0877516,1.0952631,1.0272256,0.8436066,0.605559,1.1813993,0.5420736,0.9243871,0.6904805,1.0480115,1.4076028,0.81348056,1.129334,0.9204744,1.1406164,0.30301547,0.81919795,0.94705,1.2198248,1.3639176,0.72487175,0.9879289,1.2486013,1.148623,0.93952143,1.1208,1.1893271,0.9621069,0.85823846,1.1828225,1.3567047,0.8524154,1.0179628,0.93084383,0.95111394,1.2676289,1.2049537,0.8635666,0.8157079,1.0256321,0.8225852,0.8338713,0.5927328,1.0742583,0.98295575,0.832924,1.2319603,1.3776245,1.1478125,1.336723,1.3879247,0.38447404,0.9321109,0.7839651,1.0507953,1.3263557,1.2086157,1.0954449,1.2510617,0.9809403,1.2068179,1.0838789,0.963093,0.0,1.2152542,0.95217276,1.0000445,1.0189586,0.80804336,1.1787266,0.93414897,1.173498,0.7786926,0.75573194,1.346201,1.2374132,1.1219893,1.0631835,1.3367859,0.7668174,0.9433058,0.6397673,1.2948428,1.4184875,1.3126868,0.74232954,1.141887,1.2678152,0.8735839,0.8874486,0.7292465,1.3173499,0.57842827
rock,1.2204207,0.6296917,1.2623453,0.7377931,0.7161405,0.8344368,0.7653579,1.3197933,1.25732,0.7556102,1.3026508,1.2848513,0.73950624,1.163056,1.0058857,1.137944,0.6750213,0.5695922,1.2392348,0.8537548,0.9780111,0.6976809,0.77304244,0.9356758,1.1108608,1.0824974,0.67445916,1.2515458,1.0979911,1.2874215,1.1944923,0.7522799,1.2966268,0.6648674,1.0492483,1.0928717,1.1315278,1.0776597,1.2081922,1.1060115,1.0063953,0.9757204,1.1886427,0.8018273,0.8358754,0.98499846,0.73725384,0.9928754,1.0384641,1.3477018,1.0078729,0.8742974,1.0716327,1.316202,1.1772356,1.225504,0.7604754,0.75880736,1.3078942,1.2675767,0.7893595,1.3643739,1.1417092,1.2454696,0.68201065,1.1092322,1.1417494,1.0889397,0.7879063,0.55645335,0.8164294,0.8707143,1.1958888,1.1706752,1.2642984,0.88857853,0.74684525,0.7169626,0.9477632,0.58848935,0.6628953,0.7364067,0.8165505,1.0300194,1.2152542,0.0,0.926106,1.2996564,1.1622609,1.2918484,1.1899484,1.0319623,0.8760421,0.78809863,1.2685686,0.6637968,0.7703314,0.94985574,0.9001564,0.6881195,1.2949445,1.0331794,1.2673147,0.69550616,0.68219733,0.934728,1.327524,0.5158566,1.0141153,0.93189794,1.0146158,1.0687394,0.87701476,1.1863956
rooster,1.1610785,1.1129712,0.9610274,1.1284711,0.9510337,1.1087816,1.0523702,1.0795648,1.2015644,1.0182128,1.1460084,1.0287553,1.1035501,1.1861964,1.1176069,1.2202181,0.9964825,1.0327951,1.1120782,0.81300354,0.9395929,0.8937291,0.9029954,1.0060683,1.0760336,0.942723,1.1453393,1.1298386,0.9466317,1.2223274,1.2205474,1.003568,1.2031004,1.0441777,1.0087693,0.7552242,0.9546238,1.0605654,0.9893385,0.9743427,0.9199182,0.86011314,0.92614913,0.621235,0.96104336,1.0684282,0.88007873,1.1799506,1.163849,1.1010375,0.76291454,0.7883768,1.1598159,1.1115685,0.98775494,0.95115495,0.80416775,0.7663584,1.205154,1.0833867,0.7421461,0.9560858,0.84357285,1.0921762,1.0014689,1.0126983,0.9492082,0.8824221,0.92896104,0.84357667,0.68649554,1.0216684,1.0585262,1.1420593,0.9701093,1.2035238,1.0011631,0.91460884,1.0854037,1.0158744,0.8774903,1.2325424,0.8867987,0.7878137,0.95217276,0.926106,0.0,0.9965898,1.067754,0.87148106,0.94405425,0.67289335,0.86162245,1.1749794,1.2912506,0.8738006,1.1947467,0.9606412,0.6870998,0.9942219,0.99325746,1.0710012,1.2156948,1.1258645,0.8345765,0.8332577,0.9857175,0.86824346,1.1843925,1.1190311,1.1192417,1.0660529,0.7744168,1.023518
scarf,0.9383184,1.3155589,0.8108134,1.14853,1.1169095,1.0764718,1.1482724,0.95866036,0.8480022,1.2024771,0.81735754,0.7923821,1.1561406,0.75005573,0.9800454,1.0051411,1.3111417,1.2611389,0.92168444,0.9523221,1.0170571,1.1006845,0.8938545,1.0867518,1.0317665,1.0095098,1.3454077,0.9554165,1.0451247,0.8306932,0.8525299,1.2341073,0.8758907,1.3277093,1.007091,0.8682444,1.0780782,1.0169305,0.83876544,0.8280945,0.883533,1.1227812,0.9571917,1.0631592,0.99751544,1.095261,1.32063,1.0455627,1.0841471,0.8432408,1.0005671,0.8227651,1.0745869,0.8428666,0.8393301,0.80626553,1.1815853,1.173506,0.9596896,0.5879788,1.0741051,0.57262766,1.1256381,1.0446345,1.4715921,0.76078016,0.89820784,0.8863473,1.1344167,1.1605095,1.1163902,1.0656523,0.8742945,0.9853976,0.6156484,1.0299124,1.1992548,1.3678689,1.0574784,1.0627142,1.3315018,1.3196715,0.9703299,0.8873185,1.0000445,1.2996564,0.9965898,0.0,1.1272058,0.65257615,0.6124626,0.64575815,1.0639975,1.2159995,0.95488685,1.2174177,1.0975047,0.86251307,1.2369317,1.143301,0.6211891,1.0319502,0.9873128,1.230752,1.0999762,0.9867737,0.92613834,1.1529936,1.1072257,1.1233206,1.1170834,1.1926537,1.1613704,1.0770348
scissors,0.82618845,1.1334941,0.9190956,1.0755429,1.1751835,1.0591304,0.9668314,0.8643969,0.8341894,1.2022903,0.8846335,0.9489518,1.0367718,0.90781105,0.9892636,0.9303452,1.1982592,1.1705976,0.9384383,1.1785923,0.760377,1.1683629,1.2703341,1.0316293,0.90985703,0.9445868,1.0328971,0.9174408,0.24361634,0.8966145,0.8436498,1.1397964,0.825414,1.2032235,0.98630685,1.081268,0.99445087,0.9419028,0.96622646,1.1252946,1.2144575,1.0372015,1.0062444,1.2025365,0.99935776,1.0098199,0.72062004,0.96138406,0.9370557,0.88721484,1.2392883,1.2184486,0.9905169,1.02039,1.1133884,0.9271176,1.1889044,1.0882902,0.7676729,0.99059653,1.2269117,0.87150925,0.4689225,0.8493156,1.0123985,0.8654334,0.962366,1.1288931,1.2535825,1.1505057,1.2508584,1.1775442,0.9746874,0.9545475,1.0432206,1.0951645,0.918693,1.004961,0.97077405,1.0494493,1.0642931,0.9497603,1.0011791,1.1011851,1.0189586,1.1622609,1.067754,1.1272058,0.0,1.0128535,0.9268827,1.2221317,1.0169322,1.0721959,0.83638984,1.2322344,1.1391946,1.1336145,0.9294909,1.0797656,0.95481205,1.025125,0.80617607,1.14102,1.3149488,1.2795792,0.5670922,1.1285809,0.9031613,0.8869607,0.9710934,0.8855181,1.257374,1.0194632
shirt,0.73489434,1.4315498,0.35117352,1.2802131,1.3592417,1.3902049,1.2954688,0.6166416,0.58844537,1.3704565,0.7635685,0.27698427,1.3692106,0.71917856,1.1960824,1.1661259,1.4579884,1.5345657,1.0344766,1.100843,0.99209136,1.4148043,1.1958599,1.1877298,0.8521376,0.9466276,1.3147318,0.75647056,0.972922,0.68980455,0.8345369,1.5488057,0.9201396,1.4827294,0.9271206,0.9043655,0.8868214,1.1607904,0.36404085,0.9248188,1.1154627,0.7023393,0.7073249,1.0666784,1.0761143,1.0806738,1.4206848,1.2013223,1.1033146,0.59346557,1.0093287,1.0605166,0.9215243,0.8260106,0.7364321,0.62586915,1.2558432,1.3070607,0.9742444,0.3748374,1.1708909,0.29329735,0.90175754,0.93997705,1.4621339,0.8263017,0.620738,0.9984109,1.233429,1.3812059,1.1128981,1.2987761,0.9757732,0.5802225,0.49970305,1.2652673,1.5595124,1.4997385,0.948349,1.40461,1.3492777,1.4725037,1.1521411,1.066528,0.80804336,1.2918484,0.87148106,0.65257615,1.0128535,0.0,0.90451944,0.594591,1.3901285,1.3214675,0.6086428,1.4194636,1.4561946,1.2297333,1.2227939,1.4418163,0.31541216,1.0698408,0.7675284,1.4565878,1.1768064,1.1616899,0.6487254,1.367044,1.3237345,1.2895741,1.0221441,1.0726012,1.2021391,0.8614104
