,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pen,1.382009,0.9209026,0.63533473,1.2146311,1.1581745,1.1324666,0.9890177,1.1861278,1.2315767,1.6318576,0.4450022,1.3589075,1.5391258,0.65759426,1.2502415,1.0341341,0.78331125,0.5972412,0.9563586,1.3618176,0.54417276,1.3574078,0.98484814,0.8717451,0.5333878,0.647081,0.78519213,1.2187877,1.1570679,0.60528195,1.1903124,1.362047,1.2642096,1.5699564,0.97380835,0.12244624,1.4360719,0.4690619,1.2936282,1.1157194,1.4110403,1.1513975,1.3302723,0.6612315,1.0754879,0.6626147,0.73088855,0.8608697,0.7371965,0.18725598,0.8678757,1.0060586,0.7156635,0.5500589,1.0816735,0.7579499,1.3557687,0.9443147,0.5364085,0.71616054,1.1789436,1.4685664,1.5423653,0.16564941,1.2092527,0.4724577,1.2902217,0.6137196,0.7112464,1.4853402,0.71000457,1.4161062,0.58732,1.2525234,0.7085436,0.6309985,0.6701903,1.3458277,1.4040151,1.542197,1.5115349,1.3617051,0.0,0.073364854,0.82063574,0.7440556,0.7727627,0.95437974,0.94583786,0.7296522,1.0873979,0.62842596,1.2347833,0.65308917,1.1415156,0.80193603,1.4805274,0.7499694,1.1439642,0.39781928,1.3191787,0.8874474,1.5113975,0.2978245,1.4681604,0.54881483,0.9643552,1.2340797,0.34881926,0.61833596,0.85940474,1.3324171,1.5223229,1.5575881,0.37401354,0.75314164,0.639399,0.77510494,1.1807034,0.7654591,1.1161782,1.1975088,1.167163,0.9653815,0.44608527,1.3384314
pencil,1.4051579,0.8491562,0.6233975,1.1625409,1.147251,1.1139398,1.0372692,1.1757458,1.2422657,1.6032376,0.44059956,1.3224213,1.4905658,0.734463,1.2668518,1.0381418,0.7813069,0.60332656,0.9839778,1.2906681,0.55945617,1.3489372,0.98106635,0.9485121,0.50264525,0.7096387,0.73515856,1.2228674,1.1082754,0.66394794,1.204124,1.316175,1.2292005,1.5306944,0.9421592,0.16510928,1.3606586,0.48907864,1.2849643,1.0912836,1.3939471,1.1298363,1.3238459,0.6327537,1.0979725,0.64460814,0.7807114,0.9152734,0.697967,0.28380626,0.88633573,1.0279387,0.6996498,0.56484026,1.1012629,0.82102716,1.3219283,0.9044506,0.5515238,0.7231285,1.1497316,1.4060951,1.5170479,0.268618,1.236316,0.52601534,1.2496598,0.7096363,0.7937137,1.4229801,0.69677514,1.3504319,0.6019827,1.267511,0.7223517,0.6751776,0.6551051,1.3011353,1.3722479,1.4937764,1.4904678,1.3295009,0.073364854,0.0,0.896042,0.7884538,0.8258032,0.9741662,0.99906135,0.688399,0.9985539,0.6715644,1.2072415,0.6783402,1.100639,0.78547084,1.419783,0.8176695,1.1711098,0.46042794,1.2737138,0.99756324,1.5008957,0.3094749,1.492583,0.62912226,1.016468,1.2507967,0.43718052,0.66261125,0.8759398,1.3651636,1.4323217,1.4897913,0.38619006,0.7412728,0.58488697,0.78931224,1.2100484,0.75288486,1.1496398,1.1962477,1.1617762,0.9531422,0.4702155,1.3409765
pickle,1.1484759,0.8070446,0.83155257,1.1445509,0.9044291,0.90444005,0.72301626,1.1493148,1.326191,1.334496,0.7684788,1.2481747,1.295831,0.95335186,1.2607992,1.143224,1.143131,0.7862247,0.98872465,1.2858064,0.47053385,1.1236424,1.1126839,1.0620229,0.81701696,0.97329247,0.97930926,0.96068096,1.0712852,0.8514214,1.0360262,1.2706181,1.1033418,1.2612088,0.91048586,0.7066281,1.3451439,0.7450096,0.98105186,1.0345018,1.2001741,1.3022503,1.1653941,0.61422586,1.030561,0.8079784,0.882365,0.9523875,0.6937735,0.8597892,0.80534583,1.0931419,0.87617064,0.6790466,1.1152503,0.8225374,1.0897689,0.95867616,0.65697134,1.020847,1.2683983,1.1631908,1.162545,0.77260804,1.0981753,0.92968094,1.1288133,0.6493554,0.7134006,1.1956304,0.95352584,1.1508962,0.76007545,1.1026514,0.85023534,0.911945,0.96530294,1.1936926,1.1007823,1.2155417,1.0075452,1.3359288,0.82063574,0.896042,0.0,0.9572818,0.8908054,1.0499684,1.0212182,0.91894424,0.91246265,0.8204758,1.2225403,0.8096456,1.1050661,1.1440096,1.1645632,0.7888355,0.9429619,0.77936375,1.1873914,1.0719814,1.2864199,0.67833686,1.2119788,0.6686164,0.82029253,0.6970173,0.82584727,0.5779003,1.1625786,0.9826391,1.2135069,1.3480172,0.67708147,0.7704088,0.91170484,0.97609055,1.0795709,0.8933172,1.2256248,1.1931502,1.1744938,1.0748491,0.80249524,1.2218511
pillow,1.0904951,0.90822023,0.9870902,1.1455883,1.0843115,1.031974,1.0120895,0.753631,1.0358034,1.0209029,0.8711567,1.1006618,1.24411,0.90777504,0.5840397,0.98806775,0.7758119,0.80871713,0.8954993,1.0583179,0.89039034,1.3335121,0.8680207,0.91446126,0.6631632,0.841923,1.0690866,0.83504796,0.8360736,0.81561846,1.1030258,1.0768027,1.2319522,0.9840898,1.0628946,0.8187316,1.1565909,0.73063004,0.981929,0.86826813,1.2451775,1.1067797,1.2023318,0.8704004,1.0220476,0.95899844,0.8590301,0.7521406,0.9431261,0.75501513,0.89845294,0.9730871,0.9865792,0.8741465,0.95634705,0.9253658,1.3753738,1.0140829,0.8368584,0.90123576,1.1387774,1.1676412,1.1584328,0.7194084,1.1784528,0.71560264,1.115157,0.7918435,0.72317886,1.1021216,0.7004292,1.2767093,1.0108398,0.8240831,0.96885425,0.85270196,0.9853409,1.2206751,1.2046472,1.2866569,1.2709086,1.1166924,0.7440556,0.7884538,0.9572818,0.0,0.850722,0.78455245,0.95983976,0.98734635,0.8828987,0.73948157,1.1995761,0.7710223,1.1706916,1.1183199,1.2411844,0.7419021,0.95016146,0.7509285,1.1420999,0.91607726,1.2999464,0.7915551,1.240126,0.6912099,0.7530918,1.2020873,0.7460345,0.9170998,1.0084671,1.1577075,1.3378372,1.2363503,0.7402879,0.94012105,0.91965175,1.034866,0.80081403,0.87693745,1.0467114,1.2103221,1.1190917,1.0431617,0.9623062,1.2648752
pizza,1.0637071,1.1333361,0.85489285,1.1927326,1.1368423,1.1332568,0.815166,0.80957717,1.1646857,1.3184605,1.1169324,1.2959081,1.2072413,0.91041446,1.0937293,0.9095274,0.7957649,0.7028751,0.43657947,1.1209157,0.6516443,1.196091,0.9833344,0.70622486,0.9466028,1.0144019,1.0553328,1.0518941,1.1641698,0.89412487,1.1842114,1.0834035,0.961774,1.3022677,1.1368958,0.8344605,1.1751487,0.7095015,1.0224904,0.79677117,1.1935585,1.2708493,1.0693285,0.92247623,1.1649336,1.1087983,1.0503004,0.822895,1.1342227,0.60571593,0.8985648,0.70184803,1.0755119,0.9784696,1.0061926,0.90696317,1.2375207,1.0331037,0.97842956,0.671634,1.0862417,1.236344,1.305511,0.58874786,1.035839,0.8228883,0.9891134,0.92210054,0.90005237,1.3099604,0.7909144,1.2390978,1.0124625,0.9996194,1.1239613,0.8882902,0.8228055,1.2515198,1.2631319,1.223472,1.3359733,1.1525943,0.7727627,0.8258032,0.8908054,0.850722,0.0,0.90001,0.5555367,0.8788623,1.0569034,0.9921233,1.1112745,0.62626,1.1697853,0.9078668,1.3081393,0.86541784,1.0752422,0.6209891,1.1917882,0.96605,1.3093414,0.95124036,1.1939284,0.88556343,1.0258299,0.94288343,0.48258454,1.0163388,1.0420021,1.1599095,1.2064502,1.1562636,0.7889981,1.1140068,1.1087726,1.0591421,1.0046394,0.7512254,0.8040231,1.0582368,0.9709432,0.89976275,0.9367824,1.166225
plant,0.8738272,1.0787107,1.1441687,1.0541068,1.1277189,1.1089278,1.0878524,0.90918183,0.9957554,1.0597343,1.1743928,1.0176365,1.0860243,0.8436734,0.986606,1.0037442,0.9558531,0.91065186,0.858768,0.9831593,1.1328862,1.0808412,1.0212839,0.69196266,0.9705421,1.0382472,1.1274023,0.97153217,0.85113263,1.0044203,0.9343333,0.8969324,1.0381979,0.98955894,1.0171477,1.1016998,0.93868715,0.98419636,1.0056496,0.9398401,0.83996266,1.0608807,1.1863953,1.1818964,0.9779131,1.0385686,1.0362933,0.1797409,1.0715762,0.81372744,1.021228,0.83377594,1.0543152,1.1663017,0.8923961,1.0009094,0.991434,0.94810504,1.0825465,0.97845125,0.93774,1.1407492,1.1718915,0.8845211,0.9403734,0.8307296,0.98112065,1.1092675,1.0191797,1.07089,0.8951014,1.0609684,1.201433,0.95770293,1.0413837,1.0014089,1.1292391,0.9688534,1.0567793,1.126045,1.1577812,0.9876677,0.95437974,0.9741662,1.0499684,0.78455245,0.90001,0.0,0.9093419,1.1021243,0.9045107,1.1035622,0.92144644,0.8672982,1.0273033,1.0086122,1.1080383,1.0419223,1.1667159,0.9979879,1.0961448,0.8670193,1.172021,1.1284379,1.074382,1.0763296,0.98534507,1.1026504,0.8616576,1.011056,0.8579531,1.0883477,1.1140993,0.96342546,1.1153834,1.0695771,1.0751154,0.9952914,0.9697993,1.1171594,0.9471776,0.76943016,1.1062052,0.8027092,1.1580511,0.8215507
plate,1.1537151,1.2114978,1.0265038,1.117497,1.1399541,1.1422275,0.67841846,0.60723054,0.80415475,1.1588962,1.227661,1.1408291,0.9317309,1.1339009,1.0677016,0.97875106,0.8835225,0.9267122,0.14740443,0.97004473,0.91811675,1.1086645,0.7634381,0.751021,0.9834329,1.2239032,0.8387593,1.2577422,1.023645,0.951975,1.069967,0.95676094,0.87149125,1.1930939,1.0396414,1.0634872,0.93483096,0.86737686,1.2621003,0.985536,1.1112585,1.0202596,1.0340757,1.109458,1.186537,1.1716554,1.0960643,0.8915973,1.2991221,0.6537191,1.0145533,0.6121736,1.2509444,1.2845013,0.8851875,0.99066603,1.264264,0.9529867,1.2616515,1.0263286,0.89992255,1.2954447,1.2597886,0.6891448,0.95376194,0.8541666,1.0054295,0.6785665,0.6415986,1.1988463,1.0666362,1.0899236,1.1457797,0.78047645,1.2085924,1.0224059,0.9331962,1.0879388,1.111731,1.211798,1.3545575,0.932113,0.94583786,0.99906135,1.0212182,0.95983976,0.5555367,0.9093419,0.0,1.0246576,1.2444866,1.1957624,1.0672297,1.1190785,1.0942514,0.9118115,1.2816582,1.1289533,1.144109,0.6171665,1.1868145,0.46619207,1.1368791,1.1733108,1.1106735,1.0592482,1.1489289,0.817917,0.49102998,1.1877285,0.8521779,1.195819,1.1804686,0.8285764,0.9647125,1.230145,1.0714654,1.1775877,0.84261256,0.96956396,0.21493244,1.0323203,0.9864163,0.83152497,1.1724453,1.0846663
pumpkin,1.2553583,1.1867573,0.069569826,1.1994472,1.0545082,1.0886607,1.2014853,1.1693828,1.2487336,1.2408239,0.5512686,1.3100287,1.3208842,0.91075915,1.2232984,1.063255,0.99435806,0.6127364,1.0859197,1.2990568,0.5218627,1.2067174,1.1472757,1.0107126,0.8263804,0.8211562,1.1200513,1.1033618,1.2179097,0.6395212,1.2100697,1.1449313,1.103194,1.2245444,1.104138,0.5892027,1.3141533,0.5766315,1.0915866,1.0951915,1.2489977,1.3062395,1.1697958,0.5599947,1.0254915,1.0619869,0.8806154,0.97183186,0.80714834,0.8918469,1.16783,1.0810843,0.8728129,0.55061257,1.0550218,1.0923289,1.1249828,1.1824878,0.57093143,0.76734257,1.1601142,1.2399254,1.3339448,0.9115724,1.1816615,0.73681116,1.2727122,0.83426577,0.9190883,1.2697787,0.9297845,1.1206112,0.2565061,1.1968453,1.0132132,0.53349864,0.11561084,1.3369017,1.0701503,1.1851726,1.3493749,1.2999299,0.7296522,0.688399,0.91894424,0.98734635,0.8788623,1.1021243,1.0246576,0.0,1.0981631,0.7945837,1.2563399,0.7284198,1.1297498,1.2031734,1.3266845,1.0623695,1.155443,0.7896956,1.0302277,1.1787449,1.1789551,0.5107729,1.160749,0.7970543,1.1865103,1.1284072,0.97940785,0.9127058,1.171295,1.2999312,1.2227436,1.2488041,0.5189197,0.8592154,0.63423336,1.0712249,1.1832545,0.8422984,1.1766516,1.0963846,1.0260358,1.0068896,0.43439806,1.1283712
purse,0.7415764,0.8754232,1.1527833,0.8383434,1.0341015,1.0055277,1.0067105,0.889563,0.92372257,1.0152587,1.0799066,0.9654689,0.9125065,0.8042526,0.9701947,1.0398455,0.91810197,0.9924388,1.1176449,0.77842325,1.0602382,0.99844897,0.8803086,1.0481075,0.8961246,1.1351576,1.0829582,0.76075494,0.8206883,1.1486936,0.897819,1.0263215,1.0957284,1.0288553,0.90421736,1.0820581,0.84094644,1.0397835,0.75495446,0.84637475,0.9799534,0.9499807,1.0586522,1.0135068,1.0018023,1.0146551,1.0265081,1.0306449,0.86233824,1.0450388,0.85791093,1.1184483,1.0115873,0.94075775,1.1299468,1.0372059,0.94561875,0.9592075,0.930035,0.8876466,0.94335854,0.8214866,0.8685144,1.0306824,1.0833529,1.0310293,0.9428308,1.2803074,1.1544191,0.7952054,1.0248685,0.9921928,1.1952164,0.9078225,1.0257384,1.1359041,1.227656,0.9270977,0.98352784,0.9991601,0.8454917,0.94104505,1.0873979,0.9985539,0.91246265,0.8828987,1.0569034,0.9045107,1.2444866,1.0981631,0.0,0.9897473,0.97636396,0.6821051,0.88982046,0.92677575,0.8000624,0.93701833,1.009294,1.0950019,0.96212035,1.2546856,1.0327572,1.0304773,1.1783974,1.0804675,0.76537406,1.0910394,1.0476453,0.9719633,1.0594856,0.9386727,0.86240923,1.0050133,1.0663106,1.0232723,1.1509339,0.9721312,0.9288416,0.9364926,1.1412474,1.1714969,1.158523,1.0156945,1.1363287,1.1695935
radio,1.1587732,0.9905634,0.7169349,1.3233991,0.9781081,1.0023879,1.0617101,1.2129722,1.1775775,1.3335196,0.5276905,1.115104,1.4000146,0.66904473,1.1299701,1.0666785,0.9656471,0.67042667,1.1806948,1.170854,0.6904057,1.2527677,0.98312014,0.9520885,0.54397345,0.53469896,1.0047244,0.9649137,1.083011,0.50687534,1.0941219,1.3687329,1.2743871,1.2424362,0.95904046,0.5188824,1.3567712,0.56150687,0.9764573,1.0370582,1.234097,1.0509189,1.3186319,0.5645776,1.0316361,0.9263118,0.7523677,1.0352112,0.85944253,0.80937004,0.72119284,1.1960417,0.70062125,0.5580786,1.1164011,0.84270954,1.1436639,1.2306894,0.5070525,0.88880795,1.3089039,1.246175,1.3073099,0.7427537,1.3202906,0.614283,1.1000051,0.7730995,0.6506947,1.2890182,0.8385513,1.2039806,0.67072666,1.1803296,0.87105376,0.67051816,0.8469101,1.1541102,1.1048763,1.2980769,1.260051,1.2962584,0.62842596,0.6715644,0.8204758,0.73948157,0.9921233,1.1035622,1.1957624,0.7945837,0.9897473,0.0,1.1522673,0.73765326,1.177032,1.1602442,1.3267701,0.7573047,1.1309342,0.70103407,1.1346208,0.92849475,1.3391292,0.47080696,1.2595152,0.7248963,0.97787064,0.89166796,0.89510363,0.5573294,1.1257911,1.0984226,1.3925314,1.446508,0.4374786,0.8966927,0.56884104,0.7705499,1.1195054,0.75131917,1.3206084,1.1969216,1.14919,1.032534,0.62568355,1.2421662
refrigerator,0.89748824,1.0933229,1.2997705,0.72418,1.1881726,1.1408815,1.0953493,0.94520533,0.70916474,0.75883335,1.279407,0.547474,0.8361845,1.0620381,1.0428865,1.0838232,1.1136345,1.0534933,1.0377731,0.6558806,1.4091806,0.6939289,0.9631343,1.1063187,0.9570489,1.0943179,1.0016005,0.97605884,0.70505404,1.2836646,0.7892056,0.81492496,0.98119867,0.7112409,1.0559769,1.3596609,0.668317,1.1331906,0.98696643,1.1692957,0.2893955,0.49078274,0.97906846,1.4040583,0.8459478,1.1883912,1.3327037,1.0225275,1.2575237,1.1432807,1.2781101,0.998083,1.1296375,1.3320571,0.93507147,1.2494462,0.88299835,1.0400208,1.3583528,1.1769613,0.9967411,0.68641794,0.8142673,1.1541739,0.60326713,1.141042,0.90349674,1.2130835,1.1868556,0.98530775,1.143346,0.92475504,1.3587278,1.0048461,1.1691362,1.2511733,1.2424163,0.17027879,0.93838745,0.82927084,0.6982802,0.82003224,1.2347833,1.2072415,1.2225403,1.1995761,1.1112745,0.92144644,1.0672297,1.2563399,0.97636396,1.1522673,0.0,1.2606835,0.8544986,0.9994177,0.71620595,1.3049926,1.029733,1.1151457,0.64647174,0.883881,0.7418517,1.3966155,0.8381703,1.3712628,1.0894938,1.0983455,1.099926,1.2347077,1.0604397,0.8473114,0.6758548,0.6536056,1.31915,1.2468148,1.1775675,0.9957029,1.0216088,1.331955,0.98961186,0.9070853,1.032677,0.78518015,1.3253539,0.59378666
rooster,0.8632047,1.0508214,0.6922635,1.3111987,0.9382941,0.91277134,1.124412,1.0170331,1.3296573,1.4483498,0.8152878,1.3960541,1.4586576,0.45080584,1.1282518,0.97620624,0.8788904,0.5949756,0.9491845,1.2558101,0.6485121,1.2997243,1.0144955,0.6448194,0.7895999,0.7130436,1.2660465,0.74094415,1.00449,0.7266614,1.254314,1.1580418,1.2463006,1.3603636,1.1918116,0.6326949,1.3321115,0.5788174,0.6858271,0.6849873,1.3413222,1.4018304,1.2164515,0.70990485,1.0792046,0.97476274,0.8839141,0.7616173,0.8577459,0.62426037,0.7288555,0.9267031,0.91654277,0.5132731,1.0391791,0.8872025,1.1300673,1.1412928,0.5552462,0.27204728,1.2489748,1.2640617,1.3991376,0.63050956,1.1843978,0.54174167,1.2498801,1.0110242,0.9303587,1.2833841,0.6164372,1.289217,0.79382133,0.9574494,0.9960112,0.66565514,0.7832726,1.3633258,1.2562876,1.3342383,1.3933012,1.39205,0.65308917,0.6783402,0.8096456,0.7710223,0.62626,0.8672982,1.1190785,0.7284198,0.6821051,0.73765326,1.2606835,0.0,1.1922481,1.008661,1.3352748,0.6607608,1.0274997,0.76736623,1.2234809,1.2137623,1.4707296,0.67886436,1.3341324,0.714973,0.90421724,1.2146978,0.66988623,0.6543695,1.2018666,1.1205782,1.3621398,1.404138,0.5602179,0.95168597,0.97332144,1.023133,0.90669334,0.60002995,1.2536967,1.1609397,1.0376077,0.9989201,0.6990019,1.2124008
scarf,0.89885575,1.0382984,1.1622665,0.7496401,1.0252864,1.0348192,0.94380623,1.0493686,0.8774986,0.8008464,1.169857,0.92373794,0.6294734,1.1031727,0.8913225,1.0914667,1.0568236,1.2655652,1.1286577,0.94688535,1.2266849,0.85586876,1.1218401,1.1007934,1.2310195,1.1293142,0.9991811,1.0140283,1.0915363,1.1994193,0.96355665,1.0447283,0.91462576,0.8714435,0.85063654,1.1998899,0.92477596,1.3151001,1.0161706,1.1140664,0.8721658,0.88409287,0.9215861,1.1995003,0.9822993,1.055484,1.0817726,1.0727948,1.1012658,1.1058302,1.1224885,1.069415,1.1099548,1.1875517,1.0584868,1.1182812,0.8213925,0.92934334,1.2023549,1.0720127,0.89360774,0.7687787,0.7320957,1.1597308,1.0323421,1.2611971,0.85697365,1.2057899,1.2664744,0.81496716,1.1251955,0.8270203,1.154424,0.9377581,1.0444624,1.1577561,1.1453525,0.85276836,0.8286053,0.7616644,0.7438073,0.813449,1.1415156,1.100639,1.1050661,1.1706916,1.1697853,1.0273033,1.0942514,1.1297498,0.88982046,1.177032,0.8544986,1.1922481,0.0,0.909485,0.70719576,1.1215852,1.0102522,1.2450175,0.9927464,1.0766504,0.8089667,1.2375982,0.8955819,1.2018006,1.0856577,1.0280324,1.1545873,1.183153,1.0313958,0.9596767,0.75518817,0.8758525,1.2579272,1.1059866,1.1587346,1.0588475,0.9523692,1.2239422,0.90755516,0.90366423,1.0074359,0.9751753,1.1769481,0.8996484
scissors,0.83033836,0.90142417,1.2372649,0.8764554,1.0497584,1.0196384,0.74296236,1.0202047,1.0226506,1.1039169,1.2178925,1.0458056,0.9097427,0.93986845,1.0538154,0.9200937,0.9842558,1.1160144,0.9703907,1.0092716,1.1294726,0.8665283,1.0517132,0.89096916,1.1997895,1.2264835,0.6251911,1.1243823,1.0057809,1.0944556,1.1113088,0.9375821,0.86687016,1.1117096,0.9697214,0.90816355,0.8818526,1.2263634,1.0700879,0.87908554,1.0302898,0.88575053,0.95801485,1.117783,1.1436099,0.9691121,1.0912495,1.1193124,1.0914147,0.6808883,0.80905193,0.9489462,1.033882,1.2536311,1.0334404,1.0718794,1.1104434,0.81001836,1.2317138,0.98067075,0.6408533,1.1119597,1.0487384,0.7025142,0.8835941,0.98067826,0.8818319,1.105693,1.169212,0.8800522,1.0058637,0.9619674,1.2822609,0.8640943,1.0093445,1.1708677,1.1788234,1.0303668,1.1277647,1.0592849,1.0052818,0.9508022,0.80193603,0.78547084,1.1440096,1.1183199,0.9078668,1.0086122,0.9118115,1.2031734,0.92677575,1.1602442,0.9994177,1.008661,0.909485,0.0,1.0380166,1.0007988,1.1291416,0.93836063,1.079833,1.0426053,0.9566005,1.1203513,1.0708939,1.1385698,1.0466241,0.98616976,0.6910322,0.95295745,0.61968994,1.0090677,0.91101635,0.9349696,1.202435,1.100931,1.264127,0.8268202,0.8888698,0.9329971,0.7217363,1.0469269,1.0153081,0.8479914,1.1784644,1.1213336
shirt,0.81671894,0.8292607,1.3789691,0.51093763,0.9737863,0.962403,1.1209095,1.1179123,0.8817773,0.6145797,1.2627203,0.72232115,0.4535033,1.1629326,0.8937824,1.0601516,1.1962507,1.4005433,1.2418346,0.830898,1.4011481,0.6724043,1.1212044,1.2200912,1.2934909,1.1930408,0.94311243,0.82318145,0.97154975,1.3732467,0.8525815,0.8949191,0.9382282,0.64935565,1.0171171,1.4916446,0.81115854,1.4803543,0.8079196,0.9338299,0.6354542,0.82571876,0.5208659,1.3519464,0.82920974,1.0377955,1.2073572,1.2271627,1.0333863,1.4737692,1.1976019,1.1017469,1.0052004,1.2332064,1.0491333,1.1827917,0.5173689,0.81967974,1.2582024,1.2438748,0.89799047,0.34236455,0.40077543,1.4950706,0.8941364,1.4812126,0.8066437,1.3228757,1.3565502,0.64197826,1.235108,0.85119796,1.3380663,1.0136766,0.9366627,1.3863313,1.333288,0.6988478,0.88079435,0.4582796,0.33133966,0.7217419,1.4805274,1.419783,1.1645632,1.2411844,1.3081393,1.1080383,1.2816582,1.3266845,0.8000624,1.3267701,0.71620595,1.3352748,0.70719576,1.0380166,0.0,1.206372,0.65911007,1.4481823,0.8628154,1.163739,0.6501193,1.44272,0.7323279,1.2927723,0.8915818,1.0203623,1.455021,1.2441927,1.1431081,0.6308864,0.2818792,0.7346864,1.5226496,1.0202851,1.2322053,0.96077865,1.0669539,1.3352209,1.1287361,0.90280944,1.023016,1.1039113,1.3423222,0.83318275
shoe,0.9641531,0.7832725,0.98807466,1.2395679,0.90504515,0.8786321,0.9861181,1.0796937,1.2726185,1.3708065,0.6761641,1.345633,1.2112384,0.77959406,1.0044807,1.0578264,0.86354434,0.8009603,1.0187123,1.2351773,0.75472486,1.1946272,1.0224295,0.91708565,0.8119215,0.6868299,1.1271185,0.8985478,1.1816046,0.8107177,1.1392608,1.2700825,1.24384,1.3093114,1.1752968,0.65754974,1.326037,0.80243695,0.91862047,0.7679775,1.3720219,1.2055215,1.1024116,0.73483086,1.0770973,0.7816663,0.60650474,1.0159805,0.8026012,0.79042673,0.54989994,1.0528026,0.8096739,0.56323576,0.99973255,0.62446684,1.1951517,0.98713714,0.579867,0.86285174,1.2826307,1.1798205,1.1900982,0.75673807,1.3041155,0.71779144,1.1407692,0.94269633,0.816257,1.0599062,0.5598895,1.2413054,0.8314674,0.9465054,0.73454255,0.8508533,1.0545689,1.2699782,1.2118962,1.1909053,1.1758559,1.2828728,0.7499694,0.8176695,0.7888355,0.7419021,0.86541784,1.0419223,1.1289533,1.0623695,0.93701833,0.7573047,1.3049926,0.6607608,1.1215852,1.0007988,1.206372,0.0,0.8191354,0.80073416,1.254791,1.057444,1.3478332,0.65720904,1.2716146,0.6009989,0.73324245,0.99013025,0.72623533,0.5696405,1.1541333,0.99049056,1.3673716,1.4245207,0.6476821,0.79618955,0.9885144,0.9251343,0.9047385,0.6979467,1.2138672,1.2339903,1.0659949,1.1329025,0.6980981,1.292011
shorts,0.9772426,0.8110992,1.1389182,0.95260465,0.95292085,0.92739034,1.0260371,1.0582149,1.1196038,1.0123305,0.99697167,0.96478665,0.9562653,1.0862067,0.91166043,1.0058906,1.0555928,1.0752618,1.0715697,1.0239911,1.0387619,1.064671,0.9597725,1.1283859,1.000834,1.0442041,0.97524357,0.8355453,1.0250897,1.1421742,0.98196065,1.0157297,1.0144628,0.97077775,1.1676464,1.076326,1.1292622,1.1101098,0.9169321,0.8641853,0.95186377,1.0415266,0.664321,1.0653077,0.99692243,0.83196294,1.0192946,1.1610117,0.8752322,1.2084795,0.91628414,0.9836751,0.87349135,0.85807186,0.99804103,0.7773498,0.9138575,0.845708,0.94045734,1.0474383,1.1235352,0.71633,0.83317757,1.1759791,0.99077487,1.1922216,1.0396435,1.085711,1.1309466,0.75863606,1.0605719,1.1824225,1.0549451,0.97404814,0.79694426,1.1254939,1.1470596,0.9708073,1.1878206,0.8217016,0.701058,1.1009582,1.1439642,1.1711098,0.9429619,0.95016146,1.0752422,1.1667159,1.144109,1.155443,1.009294,1.1309342,1.029733,1.0274997,1.0102522,1.1291416,0.65911007,0.8191354,0.0,1.0911672,1.1525912,1.1191727,0.8953527,0.992717,1.099643,0.8577694,0.6407535,1.0450871,1.1345626,1.0068148,1.1750209,0.76357424,0.85595745,1.1083156,1.0796858,0.8091194,1.110282,0.95962155,0.9881674,0.9535852,1.0999717,1.1405493,1.0134628,1.0435684,1.0042205,1.0263354
shovel,1.3789953,0.946213,0.70614755,1.2554643,1.2365481,1.1961727,0.9434488,0.9306614,1.1266721,1.5296671,0.6807716,1.2675443,1.4141495,0.85870206,1.3037876,1.1093359,0.82154715,0.52287316,0.6105653,1.1526912,0.569449,1.2822847,0.89381397,0.93543935,0.52927613,0.778054,0.804753,1.2303348,1.0186878,0.71170664,1.1083102,1.214051,1.0663526,1.4509437,0.9560018,0.45345557,1.2656624,0.42467725,1.2819586,1.0724478,1.25587,1.1481713,1.2678196,0.78017914,1.1912977,0.88647354,0.9215838,0.9475216,0.8451028,0.3392523,0.98941433,0.8973248,0.8928661,0.70576453,1.1024877,0.8401593,1.395121,1.0123777,0.7088475,0.87397915,1.1921458,1.4106028,1.5350847,0.29592562,1.1194279,0.56735414,1.1793765,0.5508946,0.4642862,1.4377322,0.8017084,1.3795383,0.7393054,1.1340463,0.93159926,0.7747541,0.7108736,1.2227145,1.3562095,1.4799359,1.4565215,1.2476411,0.39781928,0.46042794,0.77936375,0.7509285,0.6209891,0.9979879,0.6171665,0.7896956,1.0950019,0.70103407,1.1151457,0.76736623,1.2450175,0.93836063,1.4481823,0.80073416,1.0911672,0.0,1.2716488,0.7729087,1.4507563,0.5610203,1.4002609,0.6891984,0.940773,1.0427635,0.30267882,0.73149,0.9338116,1.2399884,1.4446244,1.3069161,0.48552126,0.8984936,0.7176788,0.9742803,1.1276083,0.84666157,0.88623655,1.2491934,1.108539,0.8602662,0.7003149,1.3196781
