,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
lamp,1.2179358,1.1064825,1.1797533,0.9879557,0.39793938,1.138594,1.0921053,1.0079451,1.0839839,0.935639,1.1064062,1.1388495,1.1575744,1.1564608,0.92629564,0.98904836,0.85015094,0.8644436,1.033438,0.9354782,0.8075911,0.78439087,0.7114345,0.9324227,1.1726669,1.0746115,0.8605259,0.61371547,1.0452399,1.1661638,0.83721316,0.964725,1.0282165,0.8830552,0.8995358,0.96552753,0.8322711,1.0226998,1.0708919,1.0671662,0.749954,0.8490199,0.8830066,1.2228229,1.0893795,1.0505543,1.098129,1.2193782,0.8413738,0.7776679,1.233163,0.8901446,1.1554264,1.2510271,1.1219301,1.1741421,1.2493905,1.1867815,1.2764083,0.97787184,1.0020264,1.1740519,0.98874664,1.2953264,0.9218914,0.7790593,0.0,1.218451,1.1343608,0.8346227,0.9791851,1.0659697,0.9846176,0.77425706,1.0504938,1.1306195,0.86764395,1.1252779,1.1355202,1.205155,0.86591524,0.849488,0.8923906,1.0276397,1.018126,0.94918126,0.7185172,0.98857313,0.911309,1.0559567,1.1673762,0.93649006,0.81829727,0.87176037,0.9094653,1.2012408,1.061187,1.2044042,0.9374428,0.91388506,0.79422873,1.0659379,1.0330962,0.888668,1.064187,0.92364275,1.0127859,1.1083046,1.1619859,1.0130004,1.0219523,1.2584529,0.9961025,0.8940221,1.0105425,1.1175485,1.0795192,0.912082,0.83192414,0.86435366,0.78346515,0.83392775
melon,1.0032703,0.73924464,0.9538982,0.7129178,1.1240319,0.6082575,1.1577755,1.035028,1.1277698,0.9045573,1.1094874,0.82937646,1.0371479,1.0082071,1.1287291,1.0903398,1.1662121,1.1238222,1.1756492,0.96242464,1.2122731,1.2583948,1.1305482,1.2071024,0.55445313,1.0761323,1.0044658,1.1647196,1.2157793,1.1291713,0.9105412,1.0530984,1.1274774,1.1077034,0.9156962,1.2208397,1.1527903,1.1438587,1.0930619,1.0700419,1.2413213,1.0426614,1.0262263,0.6211542,0.6556429,1.0812656,1.0012763,0.65215474,1.0444258,1.1526687,0.69851863,1.0589268,0.8228532,0.9769074,0.81077456,0.8696223,0.78930867,0.84549356,0.7952987,0.93529445,1.1052095,0.9615202,1.0649319,0.7270175,1.0991746,1.3162346,1.218451,0.0,0.8473303,1.2863517,0.97589195,0.80643284,1.1059307,0.8917799,0.7240429,0.66457415,1.2731496,1.0322559,1.0019805,0.7857693,1.0681214,1.035873,0.98453987,0.8797978,0.9055973,1.0946597,1.2627995,1.0224056,1.1138505,0.88025033,1.1603062,1.1349617,1.2609519,1.1245325,1.1736759,0.87084436,1.1011004,0.759809,1.1430013,1.1324074,1.0111753,1.0887616,0.9544312,1.0278549,0.931902,1.0682223,1.0910397,1.03677,0.9019912,1.1545146,1.0729965,0.6647109,0.9274419,1.0878924,1.1242224,0.9601865,0.9752574,1.1588094,1.1992844,1.0768182,0.9523859,1.1441523
mitten,0.93111104,1.082804,0.92529064,0.85938215,1.1055642,1.0282556,0.95245564,1.0200077,0.97272587,1.2649605,1.0494889,0.91074985,1.0108452,0.83554137,0.9815295,1.1044018,1.2150067,1.1484077,0.989388,1.1477898,1.0627737,0.9386599,1.172066,1.2007252,0.7312733,0.9828725,1.1836253,1.2271074,0.98679066,1.1077185,1.2238982,0.9921622,1.0559914,1.148588,1.1891938,1.0150571,1.0950354,0.93013346,0.999521,1.0711207,1.0883476,1.1011906,0.95966965,0.7900344,0.8809389,0.9228357,0.9245827,0.7182735,1.2435113,1.1254177,0.94361275,0.9663931,0.8975048,0.89160293,1.104968,0.15044731,0.8342401,0.93800676,0.6464007,1.2921474,1.0404843,1.0857663,0.8365469,0.8367451,1.036126,1.1144915,1.1343608,0.8473303,0.0,1.1357646,1.2132119,1.087225,1.153802,1.1603525,0.98905617,1.0854601,1.1845272,0.92414826,0.6976036,0.9435295,0.9819529,1.2104781,1.1836073,1.22463,1.1369913,1.0686951,1.0982931,1.0695467,1.1043543,0.9697926,1.0103183,1.2587819,1.1620507,1.1610999,0.82374716,0.9318393,0.56648684,0.91252583,1.0774686,1.0656817,1.1819317,1.0617123,1.1786921,1.2616117,0.17545575,1.0783092,0.8336685,1.0520942,0.91680664,0.9649789,1.0707366,0.8809487,1.1427035,0.78429043,1.148987,0.9882708,1.2092793,1.0388564,1.1404935,1.2390296,1.2338555,1.0552008
motorcycle,1.231975,1.0001101,1.2592815,1.002398,0.72386104,1.0754956,1.0103754,1.1964738,1.2093681,1.0455947,1.1957362,1.2318542,1.1143646,1.1987485,1.0180115,0.9420814,0.7821014,0.88486886,1.061471,0.77674115,0.9212823,0.9372566,0.93567413,0.5498036,1.1916554,1.0568463,0.92733103,0.76526064,1.0940825,0.8403357,1.0635096,1.1368724,1.1145617,1.0299503,0.9890653,1.0325559,0.79043746,0.8714258,0.9983272,0.6986578,0.9945005,1.2403146,0.9227214,1.2162927,1.0606116,1.1494172,1.0895159,1.1627715,0.9326912,0.78753257,1.1302321,0.9767697,1.0553551,1.145209,1.0917763,1.1008091,1.1572486,1.2227159,1.2275202,0.96735567,1.0514591,1.06194,0.9825901,1.3216926,0.8606124,0.85310036,0.8346227,1.2863517,1.1357646,0.0,0.7992716,1.0431901,0.80750275,0.9638721,1.1062081,1.0844204,0.9850924,1.0699818,1.1930398,1.2829796,1.034607,0.9423658,1.0267246,0.91951483,0.9439076,0.7711386,0.69536227,0.95238656,0.90809435,1.050364,0.9477413,0.7206992,0.83442855,0.72536993,1.0691494,1.2250369,1.0171877,1.2036266,0.71279997,1.0811057,1.1246455,1.115027,0.9976019,0.8868941,1.0836966,0.8580523,0.994555,1.1074905,1.183546,1.1050304,0.89273703,1.0979961,0.9197289,1.0207303,0.80206597,0.94432807,0.934462,1.0541077,0.74687994,0.92709905,0.938269,1.1420432
muffin,1.3628578,0.53614944,1.3591615,0.73131764,0.806625,0.75914204,1.1602501,1.4823136,1.4835193,0.8015908,1.3597765,1.226722,1.2290466,1.4537559,1.2531037,0.9873199,0.48733306,0.7221426,1.2513503,0.31655192,1.0174567,0.9571925,0.70397025,0.8225282,0.9159569,1.1219932,0.6941686,0.50162363,1.4448256,0.8936417,0.8292265,1.2615045,1.3535675,1.1690837,0.6457331,1.3040204,0.5892481,1.0830736,1.077191,0.8916452,1.1984103,1.2918279,0.8639643,1.0940167,0.7672998,1.2441531,1.1277169,0.93524796,0.7119581,0.8520068,0.9918894,0.90647125,0.9257697,1.2366495,0.85614717,1.2030838,1.011249,1.1797464,1.3080451,0.5954467,1.1551273,1.1530789,1.106928,1.4116914,0.78601474,1.1490277,0.9791851,0.97589195,1.2132119,0.7992716,0.0,0.659589,0.6241287,0.84225106,0.8585485,0.58183146,1.1231594,1.2473102,1.4551065,1.3751926,1.0943899,0.62837565,0.71279454,0.3873484,0.85524935,0.7654862,0.8853503,0.76630807,0.8729414,0.83651644,1.160637,0.9266977,0.96524185,0.7755576,1.347574,1.3799057,1.1837896,1.3463951,0.6184508,1.3737948,1.1170455,1.1353518,0.610614,0.5160481,1.1977599,0.7049707,1.3297513,1.2324793,1.3777539,1.2924447,0.76521325,0.78667027,0.6061473,1.274543,0.6379542,0.7737733,0.82813,1.1438214,1.0107594,0.7287644,0.60816026,1.2637912
nail,1.384841,0.19881117,1.1366917,0.6029146,0.92266583,0.8810139,1.3548118,1.3384062,1.3989731,0.50678366,1.3854517,1.183568,1.2640629,1.3483357,1.2363746,1.0875816,0.51937556,0.79454124,1.3902049,0.72062147,1.1795803,1.1295298,0.7707098,0.92931163,0.6796777,1.2894541,0.8866179,0.66963536,1.4163573,1.0316815,0.9109118,1.1731746,1.3792193,1.1705806,0.3323356,1.4997917,0.6999552,1.2858632,1.2710567,1.1153044,1.3323957,1.3143477,0.99531317,0.61230856,0.40629822,1.2032498,1.0477691,0.5054885,0.3766384,1.0287979,0.78565663,0.9951321,1.0616084,1.1781392,0.62393343,1.1325505,0.83842707,0.9252236,1.0616179,0.30890775,1.260599,1.1268302,1.18431,1.2013676,1.1169349,1.3977828,1.0659697,0.80643284,1.087225,1.0431901,0.659589,0.0,0.7873424,0.71442175,0.5975066,0.25610006,1.2764566,1.177007,1.3155735,1.2094377,1.0374027,0.40334332,0.58603776,0.30031872,0.9229009,0.8486014,1.1675265,1.0595245,1.2052441,1.0329798,1.3647294,1.0419782,1.174506,1.1288995,1.2869838,1.1616416,1.2454062,1.2382855,0.92431045,1.2758536,1.0699338,1.2044041,0.33607185,0.32737327,1.1263729,1.048136,1.2817377,1.35958,1.2005899,1.3597983,0.9421911,0.45032948,0.3317343,1.1668352,0.8095112,0.95900136,0.9657999,1.1551018,1.2055848,0.8474549,0.30823988,1.251845
napkin,1.3332388,0.8381692,1.4384241,0.9500545,0.8622526,0.80726385,1.0812539,1.4031746,1.3978639,0.74832517,1.1313112,1.1522386,1.3525629,1.2435267,1.2242949,0.60426325,0.5503211,0.6586723,1.0412875,0.62084633,0.8041945,0.87559557,0.51396364,0.73636246,1.0314606,1.2255257,0.573668,0.5391583,1.3537203,0.80021095,0.6824138,1.0681181,1.1951855,1.1860286,0.56468457,1.2881677,0.56082445,1.0822412,1.182737,0.84224594,1.098922,1.0629445,0.5896611,1.2740643,0.88241404,1.3322148,1.4480855,1.0434085,0.6427851,0.8730001,0.9055082,0.65258956,1.0929147,1.3570904,1.0599383,1.1387962,1.0649078,1.4460106,1.3441075,0.69026256,1.2182981,1.1676395,1.115012,1.4128535,0.8151015,0.97753686,0.9846176,1.1059307,1.153802,0.80750275,0.6241287,0.7873424,0.0,0.88166976,1.070334,0.8108584,0.9819667,1.2457542,1.3247397,1.3194209,0.6377055,0.50121105,0.53461397,0.57139146,0.46979928,0.74698526,0.79448307,0.7038642,0.9913413,1.194967,1.0441401,0.6122229,0.7290902,0.9118656,1.2523838,1.5035416,1.0065693,1.3258603,0.5670293,1.3181143,0.74176794,1.2894279,0.5797732,0.6447371,0.99482363,0.7463783,1.3530799,1.1381366,1.4964179,1.3722316,0.7158463,0.8670926,0.546764,0.9531191,0.018600702,0.8885702,0.6013975,1.2628924,0.95443535,0.6150025,0.60902363,1.2499077
necklace,1.3694093,0.8115518,1.2798922,1.0232441,0.8360786,0.93933815,1.1528774,1.3490605,1.420738,0.6072408,1.2236444,1.103952,1.2887919,1.3325788,1.214733,0.9706606,0.81402785,0.87144375,1.2506057,0.89534515,0.8868278,1.0191069,0.6961547,1.0789658,0.73912567,1.2172953,0.92613876,0.7414988,1.3188424,1.0274942,0.70853215,1.0072342,1.2565502,1.0570976,0.669716,1.3074751,0.8933599,1.1029078,1.162296,0.97290045,1.1180353,1.0564216,0.9946307,0.82673115,0.8781134,1.3285952,1.1888553,0.6640802,0.7547829,1.0140885,0.7752867,0.7468194,1.1481447,1.0718381,0.6219605,1.1260093,1.0743738,1.057547,0.94028383,0.6886833,1.1261635,1.0039575,1.1154518,1.053774,0.92665315,0.9937082,0.77425706,0.8917799,1.1603525,0.9638721,0.84225106,0.71442175,0.88166976,0.0,0.6046269,0.74558073,1.103686,1.098201,1.1959726,1.0581582,0.92254835,0.69017035,0.64054525,0.77044153,0.84763485,0.99078035,0.95536363,0.9878988,1.0850083,1.1402783,1.0722661,0.96935195,0.9594506,0.9998284,1.2960635,1.1023798,1.1042408,1.0383819,0.7937667,1.2685374,0.98654467,1.1932887,0.6411865,0.81487036,1.0772712,0.89962703,1.1055584,1.0472071,1.122145,1.3237991,0.86117053,0.5436057,0.71905094,0.9892345,0.9168385,1.1108296,0.96021056,1.2429583,1.0823948,0.6919944,0.60508245,1.2386183
nose,1.1992048,0.65918356,1.097712,0.8626472,1.019194,0.9369055,1.1698643,1.28602,1.3480432,0.76021016,1.2275683,0.99319434,1.1673371,1.2600874,1.1582476,1.0364169,0.998145,1.0489612,1.1796778,0.9211024,1.0532763,1.0869457,0.90215015,1.0335989,0.5814567,1.1268591,1.1272116,0.96756333,1.2586145,1.1094131,0.8495585,1.0138164,1.2053002,1.1503496,0.85773677,1.247276,1.0352608,1.1429114,1.0891443,1.0358522,1.1310189,1.0458646,1.114989,0.58677053,0.72302836,1.2063674,0.858816,0.52512145,0.7894217,1.1777219,0.63304496,0.9836249,1.003997,0.8483754,0.40205657,0.98749405,0.84702134,0.71239674,0.75539833,0.68100715,1.1535958,1.1509788,1.1232487,1.0166467,1.092282,1.1868317,1.0504938,0.7240429,0.98905617,1.1062081,0.8585485,0.5975066,1.070334,0.6046269,0.0,0.6392347,1.1338814,1.0690712,1.250819,1.0598159,0.9844658,0.89445835,0.96193856,0.81923985,0.9278965,0.9912977,1.1887517,1.0434302,1.0330638,0.9242036,1.1886977,1.0165336,1.0772103,1.0096041,1.2695351,1.1500878,1.0688121,1.0686321,0.98686,1.2642798,1.0240813,1.160508,0.78704363,0.875359,1.0349098,1.0608821,1.0870297,1.084927,1.1708938,1.349332,1.01402,0.45673954,0.85756814,1.0890396,1.0997912,1.1051896,1.0267593,1.1713804,1.1293051,0.97633475,0.8340484,1.1363316
orange,1.4429669,0.12599897,1.1897094,0.45582384,0.9271145,0.76467663,1.2747632,1.3786116,1.4018302,0.5242508,1.3694626,1.1765753,1.3242768,1.416802,1.285295,1.0073159,0.6213062,0.7701745,1.3228176,0.6102742,1.1864612,1.0608443,0.7731954,0.9517104,0.54250133,1.2742889,0.7374378,0.69180536,1.456042,1.01197,0.83305657,1.2428651,1.3496542,1.2087415,0.40308118,1.4257531,0.709993,1.1939464,1.2700751,0.9933859,1.3618588,1.297349,0.953861,0.7266991,0.27899158,1.2422109,1.0893928,0.5685991,0.5922402,1.1132665,0.7732314,1.0414501,0.9368295,1.252381,0.67700523,1.164538,0.848485,1.0093441,1.1086348,0.4072799,1.2536674,1.1369798,1.1552166,1.1945541,1.0702801,1.3599362,1.1306195,0.66457415,1.0854601,1.0844204,0.58183146,0.25610006,0.8108584,0.74558073,0.6392347,0.0,1.329858,1.2671425,1.3970765,1.2068281,1.0131587,0.4763291,0.57770437,0.329628,0.86410093,0.8127834,1.1920104,0.99480206,1.1549188,0.835052,1.3542992,0.97094136,1.1500069,1.0721426,1.3147603,1.2053949,1.2464595,1.1641026,0.8875735,1.3548462,1.0712956,1.1492748,0.43325126,0.45619088,1.1356673,1.0035152,1.3359485,1.2996238,1.2383411,1.340986,0.79610276,0.5400851,0.51145667,1.2517539,0.8385937,0.80051875,0.8719131,1.1755271,1.2057759,0.8235297,0.44777834,1.2741723
oven,0.9934897,1.3594964,0.8905615,1.3747545,1.0641428,1.2384061,0.9169624,0.6987467,0.82177114,0.99213296,0.6118345,1.0930417,0.9521074,0.93523073,0.87131536,0.83760107,0.969913,0.9197897,0.62605244,1.170613,0.8314121,0.70917183,0.69228077,0.99911743,1.2196748,1.0071242,0.916314,1.0244479,0.6654682,0.9514449,0.883723,0.83796126,0.6621462,0.9761255,1.1848006,0.80494374,0.87750995,1.0524112,1.0364685,1.063279,0.5309485,0.4847474,1.0225627,1.2645149,1.4099596,0.98507255,1.0902338,1.325306,1.0441082,1.1229559,1.1169957,1.0684415,1.4000117,0.9504458,1.1892228,1.127243,1.3186914,1.125102,1.1003957,1.1386156,0.98051524,0.9784951,0.9449526,0.9825913,1.0733958,0.6625817,0.86764395,1.2731496,1.1845272,0.9850924,1.1231594,1.2764566,0.9819667,1.103686,1.1338814,1.329858,0.0,1.0884627,0.93625695,0.90030646,0.8013025,1.0739577,1.0875816,1.2113247,0.9384451,1.0470667,0.99058896,1.0201055,1.0661716,1.2078072,0.88872623,0.69873214,0.43468463,1.1017812,0.9133174,1.0588561,1.0379148,0.9290141,1.0491805,0.67205685,0.5170494,0.967663,1.0911663,1.1271104,1.0513333,1.0981935,0.9552895,0.86230695,1.0495148,0.85601115,1.0386688,1.3150854,1.17347,0.95990324,0.9917426,1.2536175,0.9412474,0.96374667,0.8390647,0.8455126,1.1818781,0.72062737
owl,0.5764988,1.2255367,0.8286153,1.1381719,1.0995759,1.1319201,0.8743863,0.85388356,0.7113887,1.2381024,0.979687,0.70056534,0.77236766,0.62530065,0.93671787,1.1603962,1.2891688,1.2100339,0.9781146,1.2684383,1.1504588,1.1670315,1.3627278,1.0772436,1.1086733,0.8600364,1.3432807,1.2931187,0.8675606,1.1174947,1.2155732,0.9603172,0.9297958,0.8817401,1.3217725,0.805196,1.2934382,0.877412,0.87160766,0.9539073,1.0756862,1.0548584,1.1316738,0.9745803,1.1722649,0.7803551,0.86467385,1.051578,1.2020824,1.0391804,1.0688041,1.094236,0.86127836,0.7740572,1.0290058,0.91343427,0.9130659,0.8470615,0.7815744,1.2088239,0.7771635,0.9151792,0.97374743,0.7774488,1.11805,1.1292157,1.1252779,1.0322559,0.92414826,1.0699818,1.2473102,1.177007,1.2457542,1.098201,1.0690712,1.2671425,1.0884627,0.0,0.7401023,0.8650954,1.2101316,1.3258476,1.2856199,1.2730682,1.1892812,1.1849014,1.0729614,1.1658396,1.000314,0.99717623,0.916641,1.1787162,1.201543,0.9650195,0.85088956,0.72009915,0.99864763,0.7913696,1.1996922,0.8328979,1.2258055,0.86536723,1.270035,1.235667,1.0016441,1.1534137,0.8814135,0.997771,0.77130187,0.86634135,1.1689413,1.0344973,1.2198088,0.97401506,1.1941721,1.0269455,1.2521465,0.903734,1.0786856,1.2820663,1.2613332,0.95036143
pajamas,0.6028712,1.3792776,0.52096856,1.2129216,1.2162304,1.3029373,0.92320967,0.557221,0.45230418,1.3941035,0.7322172,0.71996945,0.7003017,0.412247,0.80194104,1.2408028,1.4144118,1.4216447,0.8997555,1.4520073,1.1348643,1.2416757,1.3636496,1.2925858,1.006322,0.8849889,1.4001274,1.4292581,0.6549982,1.0781176,1.2956176,0.8271915,0.7009812,0.92322,1.4431474,0.84240985,1.3983318,0.9708777,0.9610953,1.2069595,0.85388404,0.9320011,1.1489528,0.91153294,1.1983205,0.73855346,0.7833806,1.0571988,1.4015372,1.1132734,1.1500257,1.1381799,1.0891008,0.6979988,1.1968873,0.64962566,1.044586,0.75645053,0.62588966,1.4165767,0.9295598,0.5607301,0.9276415,0.4266045,1.2519071,1.1129038,1.1355202,1.0019805,0.6976036,1.1930398,1.4551065,1.3155735,1.3247397,1.1959726,1.250819,1.3970765,0.93625695,0.7401023,0.0,0.4002341,1.1734097,1.4511175,1.3784717,1.4724795,1.249279,1.226007,1.1668247,1.3188535,1.2473125,1.0210528,0.7323196,1.3216927,1.1709504,1.296376,0.625067,0.3836215,0.9182911,0.48623407,1.3618968,0.7233102,1.1672395,0.9022169,1.4348038,1.4412801,0.6962813,1.3196025,0.6381242,0.8114759,0.37101972,0.584921,1.3764764,1.1708729,1.3592837,0.853469,1.2788886,1.2007878,1.3155981,0.78467,1.1134557,1.3070521,1.3493919,0.78463143
pants,0.6144824,1.3106105,0.44333678,1.2851084,1.325932,1.1432978,1.0263547,0.6103655,0.58093154,1.0423795,0.57709724,0.781986,0.72081506,0.56094146,0.97289956,1.2258571,1.3809035,1.4255996,0.97397006,1.4617447,1.0580146,1.2872543,1.155375,1.3300037,0.8732804,0.85277474,1.2533809,1.3633052,0.7400744,1.0813267,1.0183804,0.8293355,0.57696503,0.92673284,1.3388693,0.827357,1.4594285,1.237933,0.897934,1.2475959,0.88982135,0.8420315,1.1248416,0.8563325,1.2142168,0.8154217,0.8757296,1.0690868,1.2688906,1.1692333,0.8802628,1.2799066,1.1222913,0.72599566,0.9843579,0.9093767,1.1422855,0.6703282,0.8098413,1.170557,0.9580266,0.45288455,1.1530316,0.14872944,1.3699971,1.0390722,1.205155,0.7857693,0.9435295,1.2829796,1.3751926,1.2094377,1.3194209,1.0581582,1.0598159,1.2068281,0.90030646,0.8650954,0.4002341,0.0,1.0851053,1.4047742,1.3099382,1.3594851,1.0182374,1.3170383,1.2551211,1.3041189,1.1681443,1.1177557,0.74391717,1.228957,1.1293926,1.2200739,0.93197316,0.3667043,0.9581212,0.27544904,1.394536,0.76540035,1.0215639,0.9236666,1.1956925,1.4037226,0.9053681,1.3961517,0.8466876,0.6444887,0.42830932,0.82360977,1.4040248,0.999424,1.2172635,1.1533016,1.2784655,1.3998952,1.0920489,0.9556741,1.1365104,1.0333116,1.2345716,0.88832337
paper,1.2180732,1.1105487,1.1843199,1.1010805,0.9571074,0.98440486,1.0127583,1.1132541,1.1469022,0.78809357,0.88770616,1.0189279,1.2101561,1.0679648,1.0650226,0.3592739,0.93165874,0.8740386,0.7061872,1.0096982,0.87851304,0.7864736,0.54859304,0.9733123,0.9844388,1.151668,0.80368656,0.7501265,1.056121,0.96967685,0.6730212,0.84203005,0.94914234,1.0175025,0.80377555,1.0989225,0.80962723,1.0915283,1.1528589,1.0229427,0.87263936,0.6665181,0.7131444,1.1459818,1.068562,1.1970313,1.1625053,1.015295,0.842088,1.0401748,0.7710237,0.93320113,1.1244708,1.1286775,1.0936402,1.0092406,1.0269939,1.2273648,1.101403,0.9272387,1.0519986,1.1093271,1.045673,1.1335375,1.0478818,0.85586387,0.86591524,1.0681214,0.9819529,1.034607,1.0943899,1.0374027,0.6377055,0.92254835,0.9844658,1.0131587,0.8013025,1.2101316,1.1734097,1.0851053,0.0,0.7900274,0.8632314,1.0050148,0.58484423,0.9245196,0.9557148,0.91082597,1.0337994,1.1901139,1.0635793,0.7074259,0.71850824,1.0552405,1.2009019,1.2436146,0.9628905,1.1160738,1.0185759,1.0604192,0.49593168,1.2046613,0.8463597,0.9297354,0.84818065,1.041227,1.1690739,1.0464981,1.2380693,1.1569242,0.9199917,1.0196502,0.93664134,0.8859143,0.70466447,1.0817409,0.8425426,1.117943,0.9419218,0.7948042,0.98448515,0.9809862
pen,1.4803225,0.47867614,1.4002866,0.82512283,0.8697914,0.76494217,1.2790343,1.3708854,1.4548032,0.37382054,1.3144306,1.2270166,1.3705239,1.419637,1.1854867,0.7624019,0.43569326,0.58329517,1.255442,0.57473946,0.93910074,0.93503994,0.52333987,0.82940984,0.9114717,1.317781,0.6460483,0.48100448,1.3390641,1.0044508,0.6875804,1.0424817,1.3728671,1.0630385,0.12851346,1.4555492,0.59715015,1.2386825,1.3055702,1.0512928,1.2316344,1.1451101,0.80579096,1.0836062,0.7266608,1.2734907,1.2855464,0.83237815,0.34515226,0.94380385,0.9839103,0.7606422,1.1506755,1.4275659,0.877794,1.2790909,1.0164977,1.2749312,1.2990716,0.378968,1.2228146,1.2764084,1.2310581,1.4058468,0.82231724,1.0853975,0.849488,1.035873,1.2104781,0.9423658,0.62837565,0.40334332,0.50121105,0.69017035,0.89445835,0.4763291,1.0739577,1.3258476,1.4511175,1.4047742,0.7900274,0.0,0.16296673,0.28070116,0.7595986,0.68530285,0.9440875,0.8728999,1.0907674,1.159609,1.3161201,0.87539995,0.92123276,1.0586051,1.2056803,1.4129453,1.1400491,1.3178828,0.75269634,1.3348361,0.78013545,1.2464788,0.29188854,0.37399858,1.1326172,0.75937015,1.3465304,1.3081253,1.4172144,1.3992624,0.7746419,0.79477036,0.41135234,0.9133699,0.5466211,0.9261982,0.847454,1.1898721,1.0846509,0.6732262,0.346483,1.2308279
pencil,1.3918743,0.63248587,1.333209,0.88438743,0.9268891,0.74114,1.1776285,1.3144735,1.3974245,0.46346378,1.1942908,1.2468175,1.3197014,1.3731548,1.167731,0.7633673,0.6088933,0.6410124,1.198828,0.69861007,0.8492179,0.9812569,0.6055248,0.9204189,0.91186845,1.252033,0.6853389,0.5562842,1.3207186,0.9888353,0.70762074,1.0847032,1.3168609,1.040393,0.25192034,1.3820283,0.7413362,1.1532131,1.241357,1.0789981,1.2164929,0.99678385,0.84578514,1.0931073,0.79162085,1.2820226,1.3004967,0.8737903,0.5676354,1.008106,0.9934374,0.67269385,1.0952193,1.3903841,0.8582834,1.2609879,1.0495267,1.2809147,1.2543259,0.5753642,1.1561172,1.2244207,1.1783276,1.3041822,0.7569815,1.0054003,0.8923906,0.98453987,1.1836073,1.0267246,0.71279454,0.58603776,0.53461397,0.64054525,0.96193856,0.57770437,1.0875816,1.2856199,1.3784717,1.3099382,0.8632314,0.16296673,0.0,0.4359045,0.8380407,0.78488433,0.97535646,0.83833265,1.076859,1.0664577,1.1828854,0.90688497,0.9855679,1.0911496,1.1150686,1.3539796,1.038695,1.2340235,0.7815531,1.3073665,0.80543494,1.1948261,0.39114165,0.56663334,1.1202172,0.7179484,1.278924,1.2109615,1.3604676,1.3525069,0.7258564,0.84266514,0.5535522,0.87062395,0.56190693,0.92392546,0.863902,1.214222,1.119378,0.71120673,0.43774283,1.2589154
pickle,1.4478526,0.29037422,1.3387185,0.77753454,0.8948724,0.7290288,1.2734697,1.468313,1.481196,0.45173627,1.366173,1.2345934,1.3646764,1.4420521,1.3222021,0.95206225,0.31585926,0.61727303,1.338712,0.45931888,1.035924,1.0366856,0.61700094,0.80978286,0.8475662,1.253664,0.65987325,0.53324765,1.4740622,0.9440814,0.743955,1.2786205,1.3557341,1.2402736,0.25147718,1.4252983,0.55503833,1.193645,1.2180761,0.9369133,1.2628944,1.333772,0.88679916,1.0089489,0.64511853,1.2419881,1.2421963,0.7890053,0.39134908,0.84758514,0.8769021,0.94372773,1.0170724,1.3848972,0.810513,1.2412393,0.9638081,1.1986994,1.306482,0.28198552,1.2614956,1.180194,1.1755552,1.4007282,0.8729125,1.2381456,1.0276397,0.8797978,1.22463,0.91951483,0.3873484,0.30031872,0.57139146,0.77044153,0.81923985,0.329628,1.2113247,1.2730682,1.4724795,1.3594851,1.0050148,0.28070116,0.4359045,0.0,0.75915766,0.6944622,0.94077045,0.8436605,1.073327,1.0487353,1.326592,0.92152774,0.9975821,0.98335737,1.3883373,1.3861277,1.214349,1.3179302,0.70784384,1.3698535,1.0391577,1.1701145,0.25550628,0.31863832,1.2143054,0.7702242,1.4466496,1.3036772,1.3963553,1.3536367,0.8000518,0.6376581,0.32600832,1.2455322,0.5906334,0.81742984,0.812255,1.1546854,1.1617489,0.6500052,0.34485626,1.272279
