,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
firetruck,0.6951699,1.2893399,1.23885,1.1181858,0.7428974,0.87753224,0.87053365,1.3153425,1.063405,0.7423773,0.6946244,1.3600707,0.6932091,0.7949628,1.3131918,0.8234799,1.2382648,1.3288172,1.3259052,1.3056195,0.9933903,1.2103585,0.86218166,1.2197707,0.98211217,1.3265822,1.0700582,0.96530014,0.9237226,0.881057,1.2596402,0.59851754,0.8100903,0.82448447,1.2053165,1.1614107,0.6463066,0.7801509,1.3831637,0.75188345,1.379997,0.91921234,1.0937638,0.68260765,1.0195134,0.9092113,1.0902448,1.2064221,1.1786846,0.73417497,1.2870302,0.0,1.3309705,1.28083,1.0238053,1.3973737,1.2134044,0.73615766,1.1386536,0.9862218,0.81911755,1.26935,0.8097531,0.886083,0.876437,1.330985,0.9133887,0.941316,0.81282103,0.952102,0.6466547,1.0759542,0.83036417,1.2734568,1.187676,1.1364337,0.93227214,0.92977667,1.0472203,1.2024405,1.3952763,1.2773095,1.0372754,1.2297201,0.75164497,0.80909336,0.7230517,0.7630504,0.8231907,1.3997495,1.3876572,1.1972176,0.9955433,1.2616447,1.2156879,1.2905688,1.2471638,1.28743,0.7275474,0.9082042,0.94488364,0.9635955,1.2099962,0.8761351,0.6791962,1.2454247,0.9600526,1.1230284,0.52711535,1.1602477,0.763127,1.3171434,0.6439841,1.202441,1.2056751,1.4018217,1.1112182,0.97850066,1.2862251,1.1014755,0.61146146,0.59701246,1.3026822,1.3550352,1.2272679,0.9816674,1.3147886,1.2375426,0.9826081,1.0540247,1.1732605,0.91245264,1.2785484,0.69273424
fish,1.4072694,0.75884086,0.48868626,1.0738926,1.3953837,0.7831293,0.9327425,0.5549382,1.0967654,1.3163018,1.3874986,0.4493112,1.3094392,1.5212008,0.42523742,1.2950912,0.68094444,0.67680305,0.4508888,0.3573674,1.1268715,0.89871454,1.2419491,0.8336808,0.99129933,0.68821865,0.9286434,1.030719,1.1451455,1.2531291,0.44252843,1.4246964,1.4489326,1.2389404,0.5199778,1.0618417,1.4729748,1.3514309,0.34624827,1.4222741,0.38148856,1.1333907,1.0305938,1.2825236,0.9631629,1.2688881,1.0515709,0.5021792,0.67001945,1.3134158,0.808276,1.3309705,0.0,0.6169158,1.089896,0.50598735,0.66120315,1.3130875,0.91402495,1.2421273,1.0988344,0.546018,1.3401668,1.2129649,1.4139981,0.64722157,1.22295,1.1576332,1.4538281,1.1297694,1.4764495,0.93290085,1.3485221,0.46752596,0.7084203,0.98770654,1.2475439,1.0906795,0.81148374,0.46896845,0.6258316,0.93119115,1.023235,0.4911582,1.404521,1.11164,1.430965,1.423778,1.3235519,0.39377177,0.43914247,0.88241965,1.1115673,0.66854423,0.6823752,0.52134705,0.64574486,0.6740391,1.4154716,1.0649837,0.8931551,1.3340904,1.0898142,1.2117591,1.4750493,0.9062011,1.2609047,0.9428711,1.4002639,0.6462143,1.4220841,0.4101299,1.0440351,0.39006394,0.9795651,0.5720321,0.961947,0.99596757,0.47413385,1.1567,1.4996233,1.5199151,0.5323748,0.56169647,0.62400573,0.9666108,0.71315265,0.70258474,1.2399418,1.0285673,0.8358812,1.2350942,0.59881455,1.2826842
flower,1.2978392,1.0220001,0.72792304,1.1060079,1.329983,1.0061755,0.9378108,0.6866915,0.84152865,1.3769987,1.3170781,0.6309735,1.1482689,1.4449472,0.7537528,1.2028785,0.92603505,0.6644934,0.5160074,0.58451045,0.87936485,0.97963774,0.98362106,0.90160763,0.933712,0.70643306,0.8309343,1.1191654,1.0008745,0.90074635,0.63245165,1.2615194,1.1600088,1.3184626,0.80736756,0.8581976,1.3668058,1.1769747,0.6141857,1.116955,0.5577675,0.9847117,0.95253503,1.0701656,1.0653218,1.1847879,1.0984452,0.7576693,0.9037751,1.3481015,1.0713919,1.28083,0.6169158,0.0,1.1989229,0.57193995,0.7198417,1.1765697,1.0530385,1.2632349,1.1551687,0.90535253,1.335882,1.1087223,1.4125457,0.8209294,1.0605569,1.0448622,1.3684398,1.1137388,1.4686513,0.99960834,1.0765498,0.52319014,0.9523516,0.91442907,1.2123765,0.9706956,0.93149954,0.7945446,0.6205177,1.0680026,1.1382833,0.73435336,1.2815921,1.2361618,1.2820678,1.3611271,1.2194387,0.64866257,0.6462766,0.8484388,0.87283576,0.33154374,0.660219,0.6177429,0.43021166,0.6562354,1.1543096,1.1632192,0.7677481,1.2820276,1.1426402,1.0637165,1.4014055,0.9142816,1.2208604,0.71139634,1.2902541,0.853319,1.3365268,0.7525947,1.0675194,0.6860415,1.0432037,0.48689306,0.82470006,1.0343809,0.728756,1.0015867,1.3976053,1.24776,0.6600331,0.86207634,1.0135148,0.9984812,0.7071216,0.6404024,0.82960975,0.9614484,0.76513636,0.78179264,0.9843946,1.1613452
foot,0.9388757,0.615414,1.0768751,0.91032994,0.91495794,0.8588703,0.9035032,1.0821201,1.1723387,1.2356817,1.0845531,1.1568768,1.0724983,0.8316329,1.1228473,1.0988593,1.1208189,1.2075648,1.2131213,1.2511733,1.1796608,0.7977007,1.0682085,1.0771815,0.9300892,1.18308,1.2434611,0.81192994,1.0536993,1.1590077,1.1973447,1.0747991,0.98014337,0.749141,1.0373187,1.0986865,0.9910233,0.88758516,1.0954212,1.1925555,1.1664977,1.0444609,0.64494324,1.0918831,1.0771474,1.0023527,0.72332716,1.1035272,0.905139,0.9779971,0.710742,1.0238053,1.089896,1.1989229,0.0,1.1017958,1.0943322,0.93513894,0.81287706,0.6492468,1.0144206,0.88055277,0.8811131,0.97954965,0.6862494,0.87450135,1.0738732,1.149372,0.97187287,1.1007875,0.76125634,0.91839534,1.089629,1.2870579,1.022952,0.98706615,0.5367398,1.1156154,0.8957061,1.0673324,0.9573164,0.79344535,0.6855051,1.1036785,1.0404032,0.9617157,0.8106892,0.6583853,1.0280194,1.196146,1.170735,1.101902,1.0623577,1.1572149,1.1263423,1.0939535,1.2507634,1.2373705,1.1132703,0.96561676,1.0523274,0.93596387,0.875702,1.0264468,0.9554341,0.65276897,0.7577244,0.96653974,1.004535,1.2837594,1.1205732,0.96849066,1.1685586,1.1733065,0.59958744,1.1761929,1.136343,1.0085098,1.1345434,1.0911205,0.92231786,1.0952218,1.0203019,0.7272296,0.7663609,0.9811896,0.8741086,1.148308,1.0763135,1.0965772,1.1623806,1.094389,0.71485496,1.1525646
fork,1.5109155,0.70112383,0.6506921,1.0510012,1.3987566,1.051738,1.1074958,0.5723316,1.1482615,1.3201387,1.4962752,0.44091773,1.3001249,1.4631748,0.68816197,1.4083257,0.7555013,0.72991663,0.46265715,0.49521613,1.1111803,1.0198609,1.046188,0.83147,1.0973573,0.6738986,0.9511902,1.0625643,1.2421621,1.1381236,0.49762738,1.3149214,1.398675,1.2003543,0.86776805,0.9740652,1.5528378,1.3919003,0.31945616,1.3732816,0.41052485,1.2298009,1.0434904,1.1632556,0.89347625,1.1974456,0.90776885,0.70282936,0.6113475,1.3238369,0.67731035,1.3973737,0.50598735,0.57193995,1.1017958,0.0,0.83577514,1.2064916,0.7279461,1.3233759,1.1385338,0.8464372,1.2388935,1.1568719,1.4120226,0.67955303,1.0713152,1.1504209,1.3938168,1.1210364,1.4566342,0.601761,1.159022,0.39734983,0.8326378,1.0063711,1.3088168,0.9797964,1.0987004,0.576861,0.6731111,0.64932835,1.0281751,0.68476963,1.2680851,1.2522215,1.444864,1.3301009,1.3259128,0.25419974,0.23220241,1.0880183,1.0348314,0.4523669,0.77445513,0.6373655,0.6396012,0.6480094,1.1963675,1.2148333,0.9904323,1.3302364,0.83924377,1.0808754,1.3902934,1.0425082,1.1684146,0.795677,1.3496504,0.624775,1.3331872,0.4851163,1.10562,0.5919408,0.9942656,0.17988205,0.8190719,0.83000135,0.50221,1.1084156,1.4628122,1.5200872,0.63793397,0.5546128,0.595682,0.714295,0.7265624,0.8230313,1.129721,1.0176818,0.88490546,1.0376556,0.5582434,1.2670351
frog,0.9110638,1.0815612,0.870924,0.77898043,1.1576058,0.95368695,0.9519761,0.5860339,1.1048205,1.198876,1.2494017,0.89598286,1.2166799,1.1961794,0.6144764,1.1941954,0.8955159,0.7372903,0.8771482,0.9033428,1.049916,0.9010922,1.1439519,0.97454107,0.69174206,1.0519587,0.83033335,1.0394241,0.9908687,1.1728537,0.77466184,1.3033932,1.2033466,1.1797757,0.675355,0.84194183,1.3287823,0.9989115,0.8183498,1.1519446,0.95394117,0.9751636,0.7802577,1.2790723,1.0722388,1.1846702,1.171804,0.87843454,1.0374279,1.1382616,1.1252139,1.2134044,0.66120315,0.7198417,1.0943322,0.83577514,0.0,1.2215955,1.0609099,0.9646012,0.9592972,0.6004615,1.212923,0.82180595,1.0768651,1.0251815,1.2507255,1.0492629,1.2683989,1.0378865,1.3936234,1.1490113,1.0445381,0.8495102,0.73707616,0.937903,0.9861779,1.0343529,0.75499666,1.0084759,0.82114685,1.1885985,1.1498401,0.9065652,1.2957959,1.0224582,1.1402614,1.389724,0.9328935,0.88452846,0.8471358,0.9061292,0.8549114,0.88094664,0.6905514,0.82552147,0.78435653,0.81889415,1.3118625,0.99628955,0.85555667,0.95159477,1.1676109,0.9913144,1.3389938,0.99675006,1.3740346,1.0600303,1.2954894,0.986755,1.135411,0.96113276,0.96357423,0.82152486,0.98421466,0.7610208,0.84480935,1.0133208,0.90533924,1.0914242,1.3430455,1.2271167,0.72055686,1.024193,1.0611415,0.8845447,0.89009935,0.5477611,1.004114,1.0457468,0.8180634,1.0777133,1.0026242,1.1825304
glass,0.8024808,1.2009518,1.3457899,0.9664501,0.82173896,0.96942407,0.9630846,1.3929586,1.0408103,0.819585,0.8647673,1.4129245,0.8473574,0.7037736,1.3850969,0.9284059,1.2538002,1.2555525,1.3376058,1.3942137,0.94024986,0.93539166,0.99944043,0.92809755,0.9212324,1.2924372,1.1852236,0.94509774,0.9277628,0.93344635,1.3452532,0.8749399,0.8714372,0.89035326,1.3048918,0.9129108,0.85148144,0.84098923,1.4705498,0.8619149,1.3370166,0.9417668,0.97485167,0.8477549,0.99608743,0.835207,0.86707807,1.3183948,1.0836605,0.6515849,0.9893955,0.73615766,1.3130875,1.1765697,0.93513894,1.2064916,1.2215955,0.0,0.69852954,0.97296023,0.92238927,1.124327,0.62612796,0.98394305,0.7866378,1.2095879,0.70927036,1.0001491,0.7900315,0.73173845,0.8160572,1.1787833,0.9307579,1.2813026,1.2140502,0.79000515,0.7904263,1.1724464,0.97226024,1.3135469,1.367934,0.9021118,0.66810864,1.3464191,0.8311722,1.0545653,0.75896394,0.86097026,0.80714345,1.4493992,1.4386714,1.2413685,0.8495973,1.1891347,1.1868718,1.3217854,1.209095,1.3166196,0.75420606,0.89865685,0.94151443,0.87420356,1.0603848,0.91620797,0.68756855,1.220982,0.92347926,0.9788357,0.7820655,1.3150562,0.9127363,1.4269767,0.9608067,1.3702364,1.0736055,1.2602915,0.88744086,0.88364583,1.3750272,0.99762046,0.6896306,0.7453994,1.3174849,1.2297807,1.1640064,0.93477494,1.2965233,1.2837188,0.9149232,0.8678103,1.2627072,0.83547336,1.1555825,0.7774403
glasses,1.2537453,0.44208753,0.8070517,1.0571656,1.2292587,0.99233514,1.0816458,0.9101514,1.2884828,1.2631719,1.2401813,0.816572,1.2988527,0.98016584,1.0194564,1.2281907,0.99938136,1.1075202,0.9458634,0.9570154,1.2395313,0.9706023,1.2471752,1.2025009,1.069731,1.0282748,1.115645,1.0512184,1.1339653,1.2912855,0.8355422,1.180136,1.2104845,1.09701,1.1223826,1.1111345,1.2058897,1.203995,0.78765565,1.312804,0.8257736,1.1183795,0.9511294,1.1943278,1.0110039,1.0363843,0.5280374,0.869632,0.44473422,0.7240443,0.46387053,1.1386536,0.91402495,1.0530385,0.81287706,0.7279461,1.0609099,0.69852954,0.0,1.0319614,0.90044844,1.0195733,0.5616099,0.83235776,1.0063578,0.46085292,0.7725992,1.2083464,1.0697744,1.1747853,1.087296,0.9469756,1.2318342,0.97940165,1.0206611,1.1519543,0.99416405,1.0661685,1.0137627,0.65304613,1.0734031,0.35459048,0.5481138,0.8580836,1.1526549,1.0542663,1.1133113,1.00462,1.2069067,0.8259766,0.87252164,1.2280356,1.1668003,0.8832882,1.1231875,0.9359082,0.9728263,1.0669955,1.2099082,1.0985479,0.9493611,1.095138,0.8349016,1.0343832,0.9788406,1.0773579,0.9670431,0.9180716,1.135773,1.1429523,1.2462778,0.63378626,1.0670522,1.0256664,1.1471267,0.88428456,1.0242877,1.0068883,0.78261364,1.1447886,1.0705085,1.360616,0.8673009,0.49851465,0.61815333,0.8880034,1.0931798,1.155745,1.2583833,1.0079035,1.0958965,1.1724204,0.39849937,1.142272
glove,0.3785621,0.9052534,1.1869321,0.9179199,0.60775745,1.0180678,1.0687461,0.9789997,1.1829758,1.0374576,0.7756586,1.2718339,1.1423422,0.45800495,1.2308104,0.75586957,1.2490128,1.2867787,1.3813862,1.421165,1.1851951,0.6245954,1.0653406,1.24322,0.98864156,1.3471191,1.2401751,0.8566309,0.9307033,1.205915,1.3345687,0.95555395,1.0187312,0.77329195,1.1068435,0.9845215,0.7506572,0.7138533,1.3423982,1.0570921,1.3656597,0.9359101,0.593402,1.2025341,1.237591,0.8600103,0.9048161,1.1729286,1.1499287,0.7895113,0.8802905,0.9862218,1.2421273,1.2632349,0.6492468,1.3233759,0.9646012,0.97296023,1.0319614,0.0,0.88658905,1.0729319,0.83003086,0.5215221,0.17995709,1.0752109,1.0469027,1.1657727,0.7798252,0.93575114,0.64305377,1.0548133,1.1040187,1.5206102,0.9911638,1.0318912,0.4383042,1.0334799,1.0816675,1.2299869,0.9219324,1.0329249,0.825932,1.1683086,1.008016,0.8196646,0.6740534,0.7231633,0.88709366,1.4060013,1.3663673,0.920093,1.0840476,1.3017969,1.265515,1.119601,1.2821827,1.3105235,1.1314001,1.0607207,0.96942025,0.41592824,1.0339117,0.9563522,0.75310194,0.90351486,0.8471016,1.0494039,0.9170673,1.358915,0.83158547,1.2188736,1.1358308,1.1600802,0.77054614,1.383839,1.2606003,1.1197479,1.2894068,1.089635,0.73134947,0.9368145,1.1718155,0.9729872,0.94633037,1.0809937,0.9560406,1.1971259,1.0549535,1.1312871,1.2073524,1.2171237,1.1095653,1.0780475
grass,0.7128247,1.062501,1.0845772,1.0162499,0.87909913,1.052092,1.0947245,1.0714774,1.036915,0.92862445,0.75020695,1.1687492,1.1113633,0.76864254,1.084536,0.75313693,1.1084328,1.2534833,1.3114884,1.24087,1.1941912,1.0530076,1.160764,1.2865473,1.0662192,1.2877892,1.0986938,0.8996929,0.75842094,1.1721188,1.1515417,0.9385703,1.0910453,0.935524,0.9770204,1.0134249,0.9001272,0.8722521,1.202874,0.9346328,1.2481527,0.758303,1.0167253,1.1349001,1.190309,0.9705914,0.94697475,1.0697815,1.0251304,0.77773774,1.0015221,0.81911755,1.0988344,1.1551687,1.0144206,1.1385338,0.9592972,0.92238927,0.90044844,0.88658905,0.0,1.1118842,0.72971576,0.9396027,0.82760733,1.0196205,0.7779685,1.0573959,0.8486974,1.0615054,0.8363901,1.0457295,1.0825661,1.2482942,1.0186857,1.2484654,0.83341193,1.0447023,0.9268714,1.047414,1.1669922,0.99646664,0.9323157,1.069074,1.0164094,0.594841,0.8735857,0.9672624,1.0047349,1.2195151,1.2049308,0.9526978,1.011598,1.1604178,1.1676766,1.1108748,1.1764226,1.2828834,1.0412974,1.0675359,0.91177446,0.869128,1.0493267,0.95376,0.8408257,1.1773548,1.0709956,1.1170228,0.98348737,1.257501,0.95610374,1.1159028,0.8829351,1.129196,1.1510085,1.1517978,1.178479,0.9322569,1.1201897,1.1219417,0.9181662,1.0029098,1.1240054,1.0645156,0.9745234,0.8422454,1.1342297,1.2254134,1.1569675,1.0666665,1.1014471,1.2270536,1.0807878,0.9928579
gum,1.2715185,0.92595804,0.67649436,0.8292866,1.1841552,0.6133102,0.7421733,0.7495346,1.0925573,1.2026052,1.3183309,0.77658546,1.2959362,1.2459712,0.83467734,1.2056354,0.8060001,0.6506796,0.7520987,0.7606493,0.972994,0.60121286,1.3161888,0.7382993,0.9091791,0.91145325,0.99535316,0.97161657,1.1967742,1.3541344,0.73737955,1.3435299,1.2813553,1.0411705,0.51087105,0.78949964,1.3671823,1.1217929,0.65417945,1.2825128,0.748796,1.2104236,0.87775576,1.3411891,0.95772773,1.2230034,0.96976334,0.66099316,0.8641034,1.2148257,0.74971855,1.26935,0.546018,0.90535253,0.88055277,0.8464372,0.6004615,1.124327,1.0195733,1.0729319,1.1118842,0.0,1.2651119,1.1911844,1.1145251,0.913933,1.2984886,1.1369826,1.2804976,0.9800956,1.4195874,1.1312418,1.2067269,0.894796,0.65926385,0.7603307,1.0079275,1.2583642,0.7678567,0.79107684,0.89435303,1.0024567,0.9235388,0.7040255,1.3174243,1.11762,1.2435628,1.434473,0.9382534,0.7732994,0.7906301,0.9473857,1.0241932,1.0382191,0.5957909,0.79241025,1.0835541,0.8899765,1.3912764,0.90088856,1.0982903,1.0483584,1.0779252,1.1104112,1.3809178,0.7823652,1.19486,1.0942314,1.359715,0.88216794,1.2087185,0.772331,0.9887441,0.71462405,0.8032797,0.89986044,0.9242195,1.0705711,0.7688077,1.1426753,1.3686191,1.3567605,0.63004625,0.7911949,0.7214091,0.81082666,0.952046,0.6031646,0.98631,1.0234069,0.9740704,1.2273843,0.69407403,1.2553601
hair,0.72623914,0.77655387,1.1949663,1.0774971,0.8588613,1.0571766,1.1128645,1.2773364,1.2801857,0.9434434,0.8544007,1.2934725,1.0753847,0.6075579,1.2461375,0.8954262,1.2340839,1.3317327,1.4112257,1.437269,1.2056345,1.0772781,1.1281806,1.3382382,1.0066539,1.3444436,1.1967212,1.0667279,0.940283,1.1839962,1.2919703,0.8709584,0.9493123,0.8290652,1.2582071,1.0467786,0.8015146,0.85898477,1.3388493,1.0012119,1.3904788,0.9393358,1.0057336,1.0228132,1.1608627,0.81438,0.6792145,1.2187635,0.9355205,0.24472094,0.81212157,0.8097531,1.3401668,1.335882,0.8811131,1.2388935,1.212923,0.62612796,0.5616099,0.83003086,0.72971576,1.2651119,0.0,0.7543402,0.69383764,0.75445986,0.59330976,1.0804859,0.653234,0.88300025,0.6499016,1.1059976,1.0706385,1.3920352,1.1621029,1.2009364,0.74712026,0.99976444,1.0606413,1.0700735,1.4469362,0.69903225,0.7109756,1.2255306,0.946941,0.8136776,0.6744528,0.69549966,0.8916179,1.3388987,1.3648381,1.255089,1.0302775,1.1645505,1.3643402,1.2885978,1.2359111,1.3572785,0.9872268,0.9788934,0.8742711,0.8848302,0.9693775,0.91021216,0.5739309,1.1966683,0.8454592,1.0729616,0.76659024,1.3839273,0.92868656,1.1505803,0.96918124,1.3351791,1.2152508,1.3620389,1.1697725,1.0202346,1.1990285,1.0409384,0.60464084,0.9246309,1.345032,0.9479321,0.9712768,1.01524,1.392858,1.438139,1.1733111,0.8656284,1.2410086,1.2006342,1.0062635,0.8641201
hamburger,0.6062489,0.90110755,1.0229745,0.92516255,0.90427566,1.0746697,1.1600639,0.83904076,1.2514919,1.092302,0.9894765,1.1992116,1.1831919,0.7043799,1.1191521,1.0163294,1.155339,1.239105,1.1889126,1.2293948,1.1832763,0.9271932,1.0197784,1.2748876,1.0665983,1.2668096,1.1326313,0.94971174,1.032785,1.180522,1.0645515,0.934702,1.0057597,0.90041536,1.0107279,1.0765321,0.9630921,0.824424,1.1948324,1.1226305,1.2055566,1.0267088,0.81382287,1.124211,1.1741412,0.9696151,0.851974,1.0213846,1.0270715,0.6877642,1.0239513,0.886083,1.2129649,1.1087223,0.97954965,1.1568719,0.82180595,0.98394305,0.83235776,0.5215221,0.9396027,1.1911844,0.7543402,0.0,0.63353103,0.9065556,1.0979791,1.1142113,0.94839156,1.0253074,0.81253725,1.0306883,1.0888861,1.2774627,0.8987134,1.1433042,0.7808639,0.99755037,0.95033795,1.0783551,1.1661104,0.9975862,0.85281664,1.0134338,1.0129765,0.74632716,0.87269706,0.81890523,0.9668184,1.238266,1.1860815,1.2062572,1.0189333,1.1472065,1.1511072,0.9952408,1.063104,1.1130717,1.0953158,1.1037996,0.88289714,0.6502823,1.0177947,0.97632617,0.8214602,1.1457425,0.93642986,0.93551785,0.9063034,1.246606,0.94319385,1.0736426,0.9098827,1.0368947,1.1224792,1.1459525,1.1849889,1.0175526,1.1044959,1.0985067,0.7821826,1.0108938,1.0890827,1.0288464,1.0134213,1.0339105,1.1886146,1.1324222,1.0814807,1.1290399,1.1128314,1.1764451,1.0221057,1.1049539
hand,0.37296957,1.00461,1.3223593,0.900031,0.43966246,1.1062896,1.1098815,1.1752528,1.223042,0.92844653,0.6965524,1.4428887,1.0458527,0.38164496,1.3302157,0.70546937,1.3005459,1.2903643,1.5388521,1.574817,1.1687187,0.6401509,1.0260303,1.3088124,0.9817867,1.4874803,1.2603163,0.86392325,0.95422786,1.1726452,1.4697483,0.85020554,0.9207604,0.7071866,1.2289094,0.9931665,0.67722,0.61753535,1.4669652,0.9431028,1.541388,0.96586233,0.68195647,1.0998795,1.1329334,0.8525597,0.90108395,1.2921124,1.2263081,0.6725446,0.7966219,0.876437,1.4139981,1.4125457,0.6862494,1.4120226,1.0768651,0.7866378,1.0063578,0.17995709,0.82760733,1.1145251,0.69383764,0.63353103,0.0,1.2151861,0.94709784,1.0445198,0.6569996,0.9172605,0.5746992,1.0761904,1.0075742,1.6152751,1.0778413,1.027625,0.4445433,1.0858772,1.0713888,1.3420064,1.1478134,0.99091744,0.78570545,1.2974539,0.89068186,0.81708616,0.61691755,0.69237864,0.7059758,1.5014606,1.4689292,1.0113355,1.0261562,1.4120501,1.3216399,1.2699099,1.387326,1.4369841,1.0222871,0.9772828,0.9762299,0.43410665,0.9701117,0.8067433,0.6297221,0.9853372,0.849559,1.0454186,0.8623184,1.4286892,0.7088527,1.3566136,1.0753891,1.3399203,0.86675054,1.508796,1.1248246,1.0755553,1.3895249,1.1038959,0.60024965,0.7907834,1.3682159,1.0140136,1.0607285,1.028163,1.1739368,1.2821735,1.0027666,1.0826076,1.268306,1.1643257,1.1643422,0.96564555
hat,1.4017943,0.31478477,0.5424597,1.2110548,1.333113,0.8487181,0.96484286,0.7138599,1.1802874,1.3764321,1.3558307,0.50928664,1.4154158,1.2327855,0.6856351,1.3217645,0.82266647,0.950747,0.61344147,0.57536304,1.2188592,0.995322,1.3958073,0.9949934,1.1654532,0.652086,1.0925807,0.9591001,1.1273543,1.2875578,0.61779046,1.3414387,1.2784181,1.187961,0.8043494,1.1665717,1.3167616,1.3472844,0.5572461,1.4666687,0.4798205,1.1073841,0.9269658,1.27387,1.0823613,1.1091739,0.5946521,0.63184464,0.4906286,1.0003628,0.5066244,1.330985,0.64722157,0.8209294,0.87450135,0.67955303,1.0251815,1.2095879,0.46085292,1.0752109,1.0196205,0.913933,0.75445986,0.9065556,1.2151861,0.0,0.90229285,1.3478572,1.2731426,1.2802722,1.1675737,0.8655889,1.4465804,0.7030628,0.8024287,1.1023114,1.000848,0.9834062,0.878107,0.42202747,0.8379754,0.5482048,0.6966016,0.58264744,1.2891588,1.0013137,1.3792927,1.0241958,1.4109213,0.60858995,0.69808066,1.0576897,1.2035673,0.6776272,0.95338434,0.69077694,0.72490615,0.79046607,1.3432208,1.1866515,0.8250624,1.2805877,0.8849879,1.2794118,1.1403522,0.8741001,0.7860509,0.8188709,1.2670823,0.87698364,1.5036675,0.3313284,1.1730707,0.7470436,1.0541875,0.71438146,1.1811881,1.2379856,0.53435963,1.0673642,1.1509204,1.5402253,0.55404854,0.39608425,0.58324784,1.0493841,0.8957522,1.0117518,1.3252668,0.9831228,0.99486625,1.1713187,0.39162177,1.3219815
horse,0.9611488,0.95643455,1.1408864,1.169095,0.892644,1.2108574,1.1546311,1.2061292,1.0801363,0.84129673,0.77431273,1.0688133,1.0261813,0.781906,1.158505,0.7535357,1.0909059,1.2413341,1.1717725,1.1919434,1.1540165,1.0865498,1.108962,1.2169813,1.041453,1.1200147,1.0183604,1.0476464,0.88366854,1.0240601,1.146843,0.8948778,0.9920965,1.1395096,1.2718294,1.1061889,0.8237681,1.0231498,1.1830072,0.91075397,1.1330615,0.88758916,1.1260372,0.95678526,1.1517806,0.73275787,0.8333496,1.1704427,0.9630311,0.73089004,0.89819175,0.9133887,1.22295,1.0605569,1.0738732,1.0713152,1.2507255,0.70927036,0.7725992,1.0469027,0.7779685,1.2984886,0.59330976,1.0979791,0.94709784,0.90229285,0.0,0.9770695,0.60424507,0.91669905,0.7509676,0.9550407,1.0052238,1.1203206,1.309958,1.1868231,1.0213056,0.88276345,1.2421932,1.0543194,1.193165,0.72274125,0.9045985,1.1486433,0.9970431,0.9578552,0.87651795,0.790226,1.1153352,1.153236,1.2076298,1.0100207,1.077551,0.9227503,1.2734659,1.1580621,0.95419264,1.1509368,0.92094123,1.112142,0.97107595,1.0198361,0.9898981,0.8270171,0.59155,1.1357621,0.8761807,1.151513,0.9341338,1.211565,0.9316617,1.0795647,0.9827921,1.2024972,1.1701986,1.1266578,1.069258,1.0158367,1.1356107,0.9584894,0.71857524,0.98085755,1.193815,0.95295864,0.9983774,1.0339347,1.1886395,1.2357459,1.1873764,0.78125024,1.0824172,1.0569875,1.0351204,0.72086304
