,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,cloud,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
face,0.8230283,1.0535747,1.1112541,1.1401885,0.7862196,1.1913139,1.2199153,1.0074253,1.2819916,0.9430365,0.93583494,0.8473479,1.2835416,0.9922476,0.65285623,1.1595397,0.95200455,0.9623834,1.0822862,1.2843968,1.3595574,0.9396012,1.0135787,1.280932,1.3009478,1.1037973,1.3499018,1.108034,1.2152677,0.9014156,1.1614925,1.2017037,0.8156119,0.9491124,1.2338045,0.97773314,1.0144982,1.1030484,0.8338561,0.9136009,1.3171372,0.9234924,1.2959843,1.1824607,0.970314,0.88875526,1.0285256,0.92428005,1.0764701,0.7912331,0.83472383,1.1523577,0.9066487,1.1324584,0.0,0.9679524,1.265734,1.1620514,1.140969,1.3257198,1.0367455,0.9365671,0.65393937,0.684366,1.18587,0.8636074,1.0741626,0.34567392,0.7434577,1.0523404,1.0083351,0.99174947,0.9150666,0.8408557,0.93869567,0.75012386,1.2212242,0.898858,1.3581977,0.7652118,1.1968471,0.87151974,0.92657125,0.83748186,0.8957474,0.73309225,0.73528624,1.0321661,1.4326248,1.0534636,0.8259403,1.1140524,0.9174638,0.9248143,0.66197085,0.80874,0.85280347,1.2205375,1.3045937,1.3221954,1.0441744,0.97888404,1.3450308,0.8363701,1.0289788,1.3413849,1.1282045,1.0301259,1.1770245,1.2888596,0.9061753,0.91243684,1.0674782,1.0734743,0.94237113,1.1336794,1.0207657,1.0474846,0.53867066,1.1001979,0.94935566,1.3150513,0.9446136,1.2032526,0.83222234,1.165819,0.9636059,1.2619886,1.1122426,1.0016406,1.3364596,1.1710927,0.9701763,1.1849632,0.90811354,0.6060883,0.9979318,0.84055966,1.3025509,0.9797562,1.0331976,0.9721256,1.4304824,1.2193608,1.0881381,0.8798748,0.9803199,1.1304975,1.2075127,1.1510177,0.87684745,1.0391786
finger,1.4359429,0.27283633,0.689262,0.7269701,0.8303895,0.86491734,0.8681719,0.8055799,1.1725733,1.3873956,1.2120188,1.4157231,0.73471105,1.383163,1.0490959,1.238577,1.3635731,1.3803401,1.151203,0.817343,0.91166186,1.3676459,0.9961746,1.0275671,1.1372757,1.134268,0.8699107,1.1271389,0.6558404,1.2813268,1.2770295,0.9496664,1.3251458,1.1764377,1.1102502,1.0443844,1.1998619,1.1559308,1.327392,1.218166,0.66443586,1.5019318,0.83960915,0.71932673,1.15773,1.275684,1.1366928,1.2158798,1.1090082,1.0239265,0.25082016,0.6910121,1.1513208,0.8017459,0.9679524,0.0,0.88973475,1.1015167,0.43741554,0.7306745,1.1850202,1.1889162,1.0791689,0.5187112,0.67552483,1.3116491,0.7698536,0.85477686,0.375777,0.7117717,1.2796794,1.0003735,1.2241673,1.1988021,1.250252,0.9810858,0.7261365,1.3011395,1.0022175,0.78057325,0.7122274,1.0443032,1.2153625,0.86944485,1.259295,0.36984622,1.0038692,0.51075846,0.7990094,0.30040276,0.35411656,0.5973527,1.2791786,1.2514393,1.0476866,0.9447162,1.1787632,1.1066881,0.707392,0.7008673,1.1895728,0.49397194,1.102126,1.2608614,1.1582254,1.0333369,0.97148794,0.9707674,1.2274171,1.0311483,0.6931614,1.3116498,1.0899664,1.1863707,1.1503546,1.0310614,0.85201246,1.1858759,1.0822375,1.012704,0.7437746,0.8071605,1.3938173,1.1749722,1.3535318,0.58082527,1.3471235,0.7952814,0.9888858,1.0142103,0.6251508,1.0054493,1.086484,0.71896625,1.3654718,0.99842185,1.2710161,1.4485772,1.0374812,0.13493848,0.32853568,1.0139694,0.8553308,1.1655864,1.3154304,1.2756263,1.1694957,0.71117187,1.2106805,0.55188453,1.2940977,1.0779514
fish,1.1848236,0.88537586,0.53983986,0.9377976,1.459732,0.49942648,0.47863203,0.68169224,1.0105317,1.3674996,1.1267138,1.4688994,0.4070661,1.4594089,1.4648741,0.63784826,1.2953552,1.1406887,0.9108111,0.53514177,0.5337067,1.4052632,0.9327979,0.8341105,0.8391161,0.5928521,0.6986117,0.79463166,0.79840785,1.0278358,1.275777,0.54508495,1.4993886,0.99098593,0.66643894,1.1069126,0.94003516,0.9590803,1.4067365,1.303509,0.36297423,1.5021946,0.5541533,0.5145242,1.1327742,1.0368636,1.1254938,1.3660066,1.1660258,1.4319249,1.0344688,0.69210017,1.1264809,0.6289772,1.265734,0.88973475,0.0,0.9324659,0.90088224,0.57012975,0.5225799,1.1790408,1.4023216,0.97634333,0.69038415,1.1844139,0.7158772,1.2803681,1.302661,0.6211307,1.1971864,0.8494292,1.2187252,1.3363433,1.3083427,1.402318,0.8651065,1.3874493,0.5619273,1.4109977,0.6624646,0.95566535,1.2492199,1.134964,1.1667764,0.9806429,1.1753991,0.60071737,0.5267621,0.77975607,0.81574345,0.52878964,1.4018068,1.1439865,1.5142254,1.3665463,1.2524776,0.81502384,0.46118313,0.50988185,0.75124574,0.9653954,0.62531215,1.2032148,1.0758259,0.58683544,0.78879666,1.040822,1.1219162,0.6808814,0.92644507,1.4002874,0.8153271,0.83671385,1.2140007,1.0032485,1.0504646,1.0936902,1.4709843,0.90625226,1.1720444,0.75727206,1.3900627,0.7285929,1.4687142,0.49129188,1.1750723,0.53797984,1.0755923,0.93627626,0.4241948,0.918947,1.178724,0.5812135,1.2589523,1.3545734,1.1013701,1.5392795,0.6052101,0.7829539,0.68666184,1.1838274,0.57281995,0.8383475,1.2632576,1.1039424,1.1565462,0.7802117,1.1500046,0.62991166,1.2576672,1.0832732
flower,1.0548007,1.0972975,0.955179,0.8066221,1.294261,0.9312712,0.8966463,1.018515,0.6314225,1.2882853,1.2230376,1.2512445,0.9537503,1.0916924,1.245067,0.8150406,1.1942091,1.0786054,0.8311751,0.7571645,0.7507279,0.9498223,0.99790055,0.7633723,0.68134403,0.6922984,0.8081801,0.84010506,0.9101162,1.0659232,0.81819856,0.8147578,1.1069213,1.0908278,0.9585356,1.1503272,0.99350905,1.070869,1.1063381,1.0879245,0.95291966,1.0111905,0.7894449,0.88546634,0.7867751,1.0538679,0.8246839,0.9882315,1.0688908,1.1211971,1.1078944,0.96460646,1.3129293,1.0267634,1.1620514,1.1015167,0.9324659,0.0,1.031048,0.84210813,0.7946234,1.0815301,0.96691614,1.0713549,0.9080899,1.1045201,0.8571776,1.1602494,1.127633,0.89819354,1.125781,0.9343337,1.1023169,1.2519884,0.740101,1.324714,1.0523001,1.0473628,0.77164936,1.2210692,0.9559193,0.93150824,0.9669683,1.0953519,1.0322803,1.1861085,1.102593,1.1159712,0.72391206,1.0047287,1.0934912,1.0480256,1.0237584,1.1250529,1.2481568,1.2767148,1.0369378,0.70353407,0.96514606,0.93461347,0.91330713,1.1778387,0.69174206,0.85883176,0.5193809,0.7996184,0.94884485,1.1006047,0.6257663,0.7712474,1.1539841,1.0335584,0.8549522,0.65046084,1.1768546,0.88143647,1.1674812,1.0211266,1.27829,1.0147067,1.1433467,0.8025624,1.090845,1.0165117,1.3008418,1.0247217,1.2937745,0.922704,1.1046598,1.0674269,0.8275275,0.904978,1.0260855,0.7910218,0.8872467,1.329488,0.9743298,1.0863373,0.8574587,1.055027,1.0893854,1.126719,0.70474035,0.75715935,0.72683215,1.0752547,0.87725514,0.8536227,0.713004,1.0752015,1.0724871,1.1316555
foot,1.2451392,0.26089054,0.93074524,0.8621633,0.783304,1.0116686,0.98907167,0.9191866,0.92892957,1.1577649,1.2064731,1.2215492,0.84358054,1.0638769,1.0044029,1.0400214,1.1310738,1.1739559,1.1446877,0.90764874,0.85192865,1.2301598,1.0163571,0.91304135,0.9747079,1.1031704,0.7663963,1.0726024,0.6966787,1.0851002,0.8953427,1.0061287,1.2574835,1.1961118,0.9942824,0.99315906,1.2194571,1.1014813,1.1216362,1.194777,0.8639269,1.2943215,0.8858134,0.9339495,1.162272,1.0861359,1.01394,1.0989549,1.0643542,0.96822697,0.68574566,0.7529361,1.2113317,1.0122668,1.140969,0.43741554,0.90088224,1.031048,0.0,0.79613477,1.145541,1.2501364,1.2390116,0.82621926,0.5223838,1.2775863,0.9309854,1.0397854,0.668681,0.7802279,1.1795756,1.021477,1.2219015,1.0840024,1.1055471,0.88443136,0.8543246,1.1715773,0.92186964,0.71284693,0.7427144,1.0792639,1.1984332,0.7273202,1.2753192,0.78321147,1.1178522,0.8514888,0.5977852,0.6396175,0.6771459,0.8128123,1.1394596,1.2689385,0.98699814,0.86421514,1.1778963,0.902795,0.8529701,0.8595805,1.0403489,0.6997465,0.7216821,1.3090643,1.0962857,0.84157693,0.8883102,0.87651503,0.98554885,0.90265346,0.956653,1.1835481,1.0523757,0.99327254,1.2173975,0.9716742,0.9353018,1.1622052,1.0817945,0.61978257,0.6681053,0.81721914,1.2820953,0.99422145,1.2426481,0.78353083,1.2943429,0.7154472,0.52962834,1.0541681,0.7507437,1.0209112,1.0861769,0.9508302,1.2517521,1.0312431,1.2761487,1.296041,0.9974333,0.38432324,0.71767485,1.1738349,0.630973,1.1071591,1.08174,1.3431716,1.1346585,0.776901,0.96065944,0.813321,1.2854164,1.0532383
fork,1.4739026,0.767441,0.7687226,0.68854153,1.3312769,0.7760869,0.7291341,0.7929947,0.84361684,1.2436355,1.3602834,1.5312086,0.46209216,1.3142312,1.466757,0.9168205,1.4058412,1.2126933,0.84323204,0.54311717,0.4916004,1.2752229,1.1120188,0.5187942,0.7106595,0.7656053,0.5422835,0.7872586,0.6699979,1.2682463,1.0845809,0.5641115,1.4207443,1.1988306,0.84614635,0.7810943,1.0230216,1.0117978,1.5167786,1.3234202,0.3534727,1.312518,0.5016939,0.63855237,1.0526193,1.2875621,1.1559749,1.2479042,0.87265396,1.386919,0.867833,0.8078429,1.3110938,0.8061268,1.3257198,0.7306745,0.57012975,0.84210813,0.79613477,0.0,0.92736137,1.2283865,1.234884,0.8538417,0.751341,1.3542832,0.7266642,1.303765,1.0475248,0.7412827,1.0679528,1.0358645,1.1363629,1.3581591,1.1325136,1.3986319,0.37942427,1.2881373,0.42705894,1.3216412,0.7693522,1.1113464,1.1508261,1.3276026,1.1835251,0.91845113,1.2538495,0.730678,0.4122311,0.60319126,0.82332945,0.7465388,1.1162605,1.3286848,1.4722714,1.3539346,1.1385022,0.7764268,0.21240628,0.20880485,1.1167488,0.9514474,0.6671517,1.2484217,1.0379486,0.47738403,0.9077867,1.1594721,0.9346358,0.54628754,1.0491302,1.1467386,1.0045087,1.0392337,1.2701449,0.9352416,0.92700225,0.7803297,1.483882,0.88680637,1.1393443,0.5282411,1.3084089,0.58035666,1.4807847,0.5735671,1.205438,0.6747216,1.0146157,1.211647,0.2420218,0.8288373,1.060425,0.6854967,1.2536641,1.3871305,1.0963874,1.4581609,0.6751161,0.721714,0.66597325,0.7887838,0.5045505,0.88960546,1.0290266,1.247013,1.0831615,0.74650824,0.78883815,0.6266922,1.2907655,1.0303928
frog,0.6411297,1.2010603,0.8426895,0.976391,1.3453015,0.78788614,0.6546678,0.6826872,0.9603969,1.322923,1.1171786,1.267112,0.9807934,1.3237906,1.2536013,0.5014784,1.1257188,1.054146,0.6549894,0.9711471,0.8977007,0.9626859,0.96335584,1.0138731,0.8926266,0.43868178,1.1011505,0.9368577,1.0275453,0.82709056,1.2089438,0.76817185,1.3463033,1.0912797,0.8518075,1.2000061,0.66972643,0.96166325,1.1710793,1.1243658,0.886215,1.1526508,0.99226177,0.9185276,0.9721484,0.79130006,0.5761907,1.2655363,1.1122845,1.2893362,1.1403048,0.9295627,1.206931,0.82297593,1.0367455,1.1850202,0.5225799,0.7946234,1.145541,0.92736137,0.0,1.0267286,1.2117364,1.0610751,0.78686166,1.1145923,0.6723319,1.1235223,1.203362,0.7946614,1.0386599,0.7216077,0.8893752,1.2551953,1.0867945,1.3206376,1.1975021,1.1864196,0.8538299,1.3189169,0.9509091,0.8068114,1.004897,0.9788852,0.9627673,1.1162338,1.0540457,1.132692,0.93715256,1.1653185,1.0576319,0.8558985,1.2464228,0.98867637,1.3303721,1.3392857,0.93089044,0.7359276,0.92757565,0.9869916,0.420022,1.0627555,0.72492015,0.9505042,0.96151936,0.8763138,0.70808196,1.1554294,0.85514235,0.84125197,0.9864865,1.325912,0.946295,0.48459327,1.1591935,0.9943728,1.0606226,0.76904726,1.2741561,0.95096695,1.263002,1.0021669,1.2158989,1.0526264,1.2815256,1.0152565,1.1818709,0.8191407,1.1467123,0.94785696,0.93517363,0.8543226,1.0957382,0.8078357,0.88175076,1.3048503,0.9658419,1.2192763,0.709578,1.1288681,1.0419499,1.0993365,0.882981,0.5203825,0.98688203,1.029615,0.9505727,1.0600286,1.0130708,1.096925,1.1634939,1.176689
giraffe,0.6575608,1.2525547,1.0721488,1.1498528,0.8983419,1.0898039,1.12984,0.8611305,1.1384381,1.0190592,0.7982608,0.87717503,1.2000635,1.0110025,0.8678794,1.0233845,0.83180463,0.97163457,1.1469296,1.1890329,1.2581568,1.0601355,1.0036867,0.9731884,1.2209646,1.0921745,1.2425569,1.1648067,0.9972825,1.0332296,1.0882021,1.1684785,0.9637603,0.7796699,1.154368,1.0419048,0.9228595,0.7596681,0.92194045,0.79244334,1.1174723,0.934465,1.2356538,1.0881212,1.0825183,1.0332733,0.9138628,1.0241343,1.1979067,0.97432154,1.0780503,1.0938435,0.9154661,1.1611243,0.9365671,1.1889162,1.1790408,1.0815301,1.2501364,1.2283865,1.0267286,0.0,1.0366677,1.1668298,1.1956702,0.7001149,1.2280909,0.9918802,1.1009403,1.2572888,0.86369777,0.9784962,0.7450372,0.92159265,1.1090224,1.0073622,1.1576768,0.87342757,1.1689068,0.9701043,1.1409656,1.0044001,0.9455914,0.99911886,0.9077043,1.065215,0.93507254,1.1305435,1.2577746,1.2086807,1.1761568,1.0986183,1.0375177,0.857579,0.91608864,1.0489802,1.0237579,0.97652996,1.2149378,1.1459317,0.9721075,1.142478,1.1447935,0.8710822,0.9652923,1.3032538,1.1271168,0.8905414,1.0754764,1.245954,1.1063149,1.018182,0.9490546,1.0589277,0.89960885,1.1115462,0.9351983,0.9089535,0.93379116,1.2942655,1.1689062,1.1873617,0.9620048,1.3506049,0.69848615,1.1846436,0.8756778,1.247342,1.0838404,0.95533824,1.2689879,0.7236617,0.8708912,1.1115386,0.8408041,1.016873,0.5591467,0.92079127,1.1348087,1.2220213,1.1663868,0.91213685,1.1967735,1.006357,1.1892482,0.5799506,0.91997015,1.1781305,1.1055349,1.1698642,0.74639,1.0011233
glass,0.80486274,1.1480548,1.3829913,0.8948971,0.6925509,1.3699445,1.3268753,1.2077168,1.2118127,0.7265009,0.8378864,0.77465224,1.5504539,0.8405199,0.65780854,1.2237546,0.9054012,0.8019158,1.0980146,1.3758597,1.40682,0.7935275,0.9683603,1.3159413,1.1507046,1.2177973,1.4075931,1.1717064,1.0904061,0.9594121,1.0210105,1.2798204,0.6833174,0.9688477,1.2186322,0.83036333,1.0244217,0.98817533,0.8368,0.748735,1.5165527,0.70147055,1.3530813,1.2955292,0.7326399,0.9507802,1.0735849,0.82661664,0.9594516,0.7255646,0.97228414,1.3533275,0.7533683,1.2430077,0.65393937,1.0791689,1.4023216,0.96691614,1.2390116,1.234884,1.2117364,1.0366677,0.0,0.77104414,1.2561291,0.90125334,0.96592665,0.6060226,0.64334273,1.3742678,0.8981922,1.0766786,0.7326681,0.80167925,0.46532857,0.73786324,1.0566165,0.75483704,1.3833108,0.69108635,1.2363935,0.7952732,0.8182503,0.83258307,0.98895025,0.9647225,0.6819267,1.3169501,1.4964812,1.1516949,1.0130303,1.3608515,0.746336,0.8569366,0.6631204,0.7911463,0.73764575,1.1347842,1.366921,1.4114126,1.1815109,0.95627856,1.4559228,0.6202093,0.9762134,1.2706102,1.2442518,0.990338,1.0836654,1.4358582,0.9691267,0.6583577,1.1606414,1.1187961,0.8688849,0.99404484,0.96479475,0.87148976,0.63299686,1.1097369,0.9801729,1.3736515,0.849121,1.0329896,0.7068878,1.4613829,0.77168155,1.3609482,0.9918371,0.8915457,1.3358672,1.2680011,0.8208846,1.3809857,0.9591858,0.7300558,1.01709,0.59575385,1.3337556,1.2575717,1.1431819,0.6317796,1.4851893,1.3201451,0.73538077,0.99648505,1.0049528,1.1909001,1.0805771,1.3646255,0.78155637,0.95526683
glasses,1.3143665,0.62684697,0.83991605,0.80075294,1.0790449,0.9640848,0.9160595,0.9372671,1.1763992,1.2997092,1.1569294,1.3257846,0.8248534,1.3106737,1.0185206,1.1280837,1.3076627,1.2320338,1.1551836,0.8876369,0.97085553,1.2610676,0.9903066,1.0766861,1.1120517,0.9712756,0.9528319,1.0384622,0.9146342,1.1098151,1.2499173,0.93875426,1.2022007,1.123511,1.0789747,1.1168085,1.1153606,1.2317165,1.2442772,1.2194548,0.84464014,1.3129134,0.8943157,0.8814661,1.1033895,1.1107303,1.1232603,1.1131701,1.0661811,0.9856044,0.40438354,0.86506504,1.0082259,0.6581998,0.684366,0.5187112,0.97634333,1.0713549,0.82621926,0.8538417,1.0610751,1.1668298,0.77104414,0.0,0.9232447,1.1978195,0.9083147,0.5048186,0.7380239,0.6102625,1.1798806,0.896477,1.0904988,1.1405089,1.0748061,1.0558004,0.8522963,1.1929737,0.99620175,0.9766866,0.85064316,1.1166172,1.1505129,1.0205218,1.0859883,0.44166464,0.92198515,0.6509192,0.98625755,0.3591118,0.4174177,0.74696684,1.1663442,1.1234295,1.044137,0.9999115,1.1750029,1.1797695,0.8164998,0.8561873,1.1677417,0.6966959,1.1633427,1.1152965,1.1189939,1.0811704,1.085398,1.124267,1.1063268,1.0298594,0.6184398,1.1516979,1.154737,1.1036959,1.1945045,0.9795248,0.98431814,1.113034,1.0201164,0.9828059,0.83509874,0.86541826,1.2668115,1.136208,1.2591615,0.68212163,1.2503068,0.96667707,1.186776,1.0940095,0.75498444,1.0634247,1.1106366,0.8883293,1.1626853,1.0040355,1.1317536,1.3387554,1.0296055,0.52148455,0.5908586,1.0676482,1.054639,1.1620592,1.255497,1.1836259,1.0520862,0.78904223,1.1534122,0.5920427,1.1446248,1.0831358
glove,1.1347651,0.68984973,0.844136,0.8474832,1.1164459,0.82234687,0.8010684,0.7150174,0.89279175,1.4083624,1.2057827,1.2943451,0.7698962,1.165122,1.1037412,0.9203498,0.983498,1.1167625,1.0051007,0.7850312,0.8520834,1.1673131,1.0550358,1.0389504,0.7811221,0.9885011,0.8418999,0.9483309,0.73150516,0.9957136,1.031309,1.0072378,1.4249041,1.1435251,1.0605711,1.0096085,1.0764225,0.9141091,1.1461048,1.178362,0.7441962,1.3514516,0.8119961,0.87027013,1.1076677,0.94661134,0.8887708,1.2967271,1.176644,1.0620649,0.8597743,0.84682894,1.2522591,0.90222645,1.18587,0.67552483,0.69038415,0.9080899,0.5223838,0.751341,0.78686166,1.1956702,1.2561291,0.9232447,0.0,1.3099073,0.6239089,1.1600633,0.81133425,0.614103,1.3019147,1.0019757,1.0663259,1.0053967,1.0495117,0.9615665,0.98908097,1.1657634,0.9305395,0.98450726,0.83199275,0.9205078,1.1591989,0.5143469,1.1954502,0.934714,1.1253352,0.88663644,0.52155745,0.7634455,0.80185807,0.8238899,1.1603422,1.2128154,1.1163745,0.94652736,1.1422063,0.7668975,0.7931612,0.8668449,0.93989056,0.7548274,0.53302634,1.1800119,1.1598533,0.8442198,0.80138767,1.0600585,0.81442356,0.8025719,0.9637409,1.3002532,1.0301685,0.84481645,1.2817394,1.0734041,0.69819915,1.0964445,1.1488051,0.5661657,0.7033709,0.77171373,1.4865685,0.9580726,1.3756247,0.78972954,1.3188117,0.7374645,0.60828185,1.0958372,0.72503936,1.0216622,1.1786898,0.92405295,1.1411935,1.0956198,1.1688509,1.3880708,0.8650764,0.6888926,0.80850446,1.0524372,0.4947145,0.8426153,1.0380648,1.3639213,1.0649664,0.6937829,1.0249909,0.8212445,1.3666174,1.046982
grass,0.7947696,1.2715875,1.206615,1.2489034,0.9279023,1.1980103,1.2247896,1.2080806,1.212659,0.78500324,0.7968149,0.666317,1.2336428,0.7103857,0.84286845,0.9807783,0.8472512,0.6704545,1.1806867,1.2508035,1.2858434,0.992173,1.1693983,1.0840273,1.241517,1.0749475,1.2967836,0.9456714,1.2798963,0.8507198,0.9549212,1.1741966,0.8022206,0.69368947,1.0709924,1.056566,1.0722579,1.0080614,0.71545446,0.9391901,1.3096061,0.7554556,1.2830257,1.2005287,0.9654757,0.85141945,1.026298,0.7661849,1.1009357,0.93475866,1.25013,1.2499409,0.82494056,1.179729,0.8636074,1.3116491,1.1844139,1.1045201,1.2775863,1.3542832,1.1145923,0.7001149,0.90125334,1.1978195,1.3099073,0.0,1.281011,0.94135493,1.114919,1.3287723,0.91528106,0.9503875,0.89099103,0.85780776,1.0371261,0.9405892,1.3203855,0.85649943,1.2410394,0.9048194,1.2269275,1.037269,1.0031687,1.1329943,0.52812636,1.2148664,0.9748934,1.1647878,1.3584505,1.3446732,1.2480966,1.2678218,0.95744234,0.86954534,0.8402293,0.95867085,0.98544466,1.0906788,1.3383604,1.3136542,1.0520605,1.2807376,1.2297566,0.8892312,0.7931713,1.2331743,1.0751426,1.064702,1.2070155,1.2521081,1.13273,0.83335197,0.8209039,1.0147488,0.8763545,1.096687,1.1711975,1.0998952,0.8099128,1.1622529,1.1192759,1.3003623,0.73684955,1.0603325,0.69738674,1.2312073,0.5932425,1.2395303,1.0156908,0.9951494,1.3289181,0.9591193,0.9789492,1.2253243,0.59281546,0.8767377,0.60740197,0.67338324,1.2604767,1.309941,1.2941134,1.0891895,1.3621199,1.1626408,1.0187294,0.42114216,0.65557915,1.162922,1.1009945,1.2514362,0.5125568,0.92026454
gum,1.2276123,0.89320767,0.755512,0.78441185,1.223262,0.72718847,0.6790497,0.7274891,0.87694705,1.3639808,1.3787845,1.3629328,0.9287427,1.2771739,1.1410723,1.0634555,1.1779393,1.1217743,0.49521214,0.86784554,0.8754355,0.77452123,0.8988041,1.1345296,0.85091406,0.90352625,0.9735732,0.98037297,0.7306202,1.2531383,1.2470752,0.78785604,1.2982929,1.167081,0.85412943,0.81662285,0.879979,0.9338864,1.2603123,1.0408009,0.6714489,1.2452751,0.8580666,0.71167034,0.8380781,1.2043929,0.9419252,1.2792692,0.9480224,1.2394596,0.8842006,0.83608174,1.3509315,0.8280034,1.0741626,0.7698536,0.7158772,0.8571776,0.9309854,0.7266642,0.6723319,1.2280909,0.96592665,0.9083147,0.6239089,1.281011,0.0,1.1276517,0.8390559,0.8799679,1.2857885,1.0921499,1.0543977,1.3795565,0.9165402,1.1829426,0.8846037,1.2282709,1.02363,1.0989399,0.86495274,0.71481246,0.8938882,0.86619115,1.1158491,0.7909149,1.0457597,0.8744853,0.7949574,0.8508875,0.8805222,0.7321969,1.1117132,1.2294002,1.2196425,1.2531567,0.7079294,0.81582224,0.74488884,0.829159,0.955679,0.7123111,0.86089355,0.8408284,1.1725662,0.72820926,1.0148958,1.1264235,0.9114846,0.8949523,0.9277872,1.3149025,1.0685062,1.0171432,1.2414405,0.92761004,0.9256597,0.89394975,1.2410777,0.90872693,1.0973121,1.0894365,1.3715551,0.95223784,1.3511504,0.8828089,1.2914263,0.6132462,0.98516405,0.87235844,0.790523,1.1235476,1.100155,0.75198746,1.1973693,1.2843912,1.1221528,1.1945465,0.6127547,0.84419346,0.6207901,0.6968944,0.7610864,0.5926616,0.79387164,1.3089565,1.0464944,0.8559911,1.1629437,0.91689384,1.3215833,1.2122033
hair,0.9080454,0.8748314,1.1218792,1.1538979,0.7675394,1.216271,1.2296062,1.0406977,1.2919574,0.9902181,0.8890466,0.87963337,1.2465689,1.0004945,0.64364356,1.1674559,0.9829697,1.0127757,1.1741498,1.2400626,1.3686314,1.0472857,1.0284606,1.2836115,1.3225989,1.1359459,1.2877982,1.0816736,1.1487935,0.8543262,1.1480626,1.2432933,0.81284404,0.9413945,1.2281917,0.9361048,1.1125748,1.1512895,0.8717158,0.9666839,1.2891322,0.9754735,1.2946271,1.1499758,1.0215515,0.8513355,1.0536226,0.9526108,1.1687592,0.6762032,0.7302009,1.1189334,0.8497051,1.064296,0.34567392,0.85477686,1.2803681,1.1602494,1.0397854,1.303765,1.1235223,0.9918802,0.6060226,0.5048186,1.1600633,0.94135493,1.1276517,0.0,0.73078984,0.82549083,0.9659813,0.8939551,0.970051,0.7855496,0.9775119,0.7306492,1.1101446,0.93750614,1.3312595,0.7521087,1.1003187,0.972799,0.9593168,0.7648131,0.9399833,0.72353,0.75011265,0.97336435,1.3778335,0.9048253,0.75798434,1.0857519,1.0128777,0.9454284,0.67317075,0.70356,0.9740464,1.2922633,1.2468374,1.2929912,1.1004142,0.90546036,1.3698865,0.9128542,0.96607286,1.3699942,1.0926003,1.0393221,1.1649785,1.3110237,0.80235356,0.94959915,1.1299309,0.9870704,1.018331,1.1602882,0.98306906,1.0891659,0.55352116,1.0524502,0.8088848,1.2045617,0.99098533,1.2500503,0.88450027,1.1022191,0.97625905,1.2873185,1.1137908,0.98046535,1.2810667,1.1619687,0.9744886,1.184625,0.9585729,0.5876893,1.1056869,0.9096366,1.3790239,0.8685304,0.98760194,0.98783517,1.4060088,1.3195463,1.159637,0.96050256,1.0546894,1.0544418,1.1480806,1.0459714,0.9052976,1.0651584
