,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
dress,0.7737393,1.0724612,1.2947754,1.1910584,0.68453556,1.2046117,1.3031652,1.3669803,1.1526464,0.7783885,1.0421345,0.5361082,1.2967086,0.7002988,0.41912878,0.8936036,0.55518323,0.9991486,1.1096121,1.276354,1.4383789,0.846735,1.43348,1.1235671,1.1119083,1.2466471,1.2405738,1.0201116,0.9392223,0.8004729,1.1552111,1.3012555,0.71924955,0.49794328,0.79798144,0.9970169,1.3855252,1.3677003,0.51735085,1.3448246,1.4590652,0.85248005,1.361382,1.0857041,1.1525515,0.79302835,0.91794014,0.7850232,1.0577712,0.0,1.1247272,1.389866,0.94623595,0.74262196,1.0820808,0.86210567,1.2054541,1.0803605,0.8940157,1.4320464,1.1294929,0.92316765,0.9916084,1.2150697,0.9876547,0.86859137,1.3544068,0.6439259,1.2574943,0.9071312,1.1751858,0.83243215,0.8613819,0.93288887,0.4994895,1.1220539,0.3936587,1.3681283,0.88507974,1.1277407,0.7408384,1.0381633,1.3545223,0.87283707,0.6937139,1.015032,1.2344579,1.3095546,1.2669147,1.2938535,1.393955,0.96295786,1.0968502,0.45517558,0.31480938,0.77307916,1.0549986,1.4466082,1.4465121,1.3601367,1.1107804,1.0917802,1.2945693,1.1005094,1.3743217,1.0736357,1.1716487,1.2794814,0.5780614,1.3459496,0.97369516,0.8200636,1.0243372,0.8353497,0.5246254,1.1010071,0.38825953,0.9862343,0.36812663,1.137828,0.52365655,1.045491,0.63046896,1.3354323,0.8444704,1.372856,0.95726055,1.127119,1.4666027,0.82740927,1.2032282,0.6294822,0.36186588,0.6767904,1.3836793,1.1580247,1.1460148,1.0915288,1.1649597,1.2085695,0.95720136,0.8953215,0.9707836,1.0534335,1.3520281,0.8453916
ear,1.2685729,0.6767526,0.76359475,1.1441612,1.0992417,1.0821289,0.9991035,0.96552867,1.160111,1.3054497,1.0441191,1.3085783,0.81988466,1.3282399,1.0642161,1.0206692,1.2376794,1.296792,1.0911417,0.8472117,1.0422543,1.2923367,0.8353585,1.0752494,1.0272208,0.8614529,1.0342436,0.6648647,1.0654045,1.2115749,1.0331885,0.7622546,1.2291117,1.0536187,1.261343,1.1603175,1.0315883,1.0272588,1.2463671,1.0568506,0.7466197,1.3233972,0.8272055,0.64835894,0.9868975,1.0629758,0.9030096,1.2018068,1.2694676,1.1247272,0.0,0.7537191,1.077826,0.87229943,0.4075048,1.2383653,0.759815,1.1293864,0.86990273,0.8050302,1.0284266,1.1484127,1.2944931,0.39726377,0.86580807,1.1582438,0.9372566,0.8373712,0.7877176,0.7293811,0.49544573,1.0922505,1.0612575,1.2270082,1.0752478,1.1175914,1.0602065,0.93224466,1.2125726,1.1273671,0.9820767,0.97253925,0.9371511,0.8600645,1.2561414,0.7016197,0.85120714,0.57265115,0.87620556,0.5236133,0.7192973,1.1236359,1.0777332,1.1859046,0.9976653,1.1854583,0.98989284,0.73502207,0.6097938,0.90658677,0.95385104,0.9010822,0.7496762,1.0986767,0.9959277,1.0561076,0.72727,0.7850121,1.1507314,0.8324484,0.574671,1.2563795,1.0561525,1.1091316,0.9190526,1.2053459,1.1535083,1.0173528,0.88134605,1.2191849,1.2039526,1.3493242,1.2813097,0.5498238,1.2257649,0.9839784,0.854241,1.1796715,0.8723687,1.0911665,0.9089275,1.2280364,1.2203295,1.3351526,1.0075554,0.4228933,0.84922385,1.0495994,0.83324677,1.0474765,1.3395047,1.2376521,0.9877745,1.043192,0.591591,1.2333153
egg,1.3913579,0.81663084,0.36039174,1.0759526,1.3182957,0.8335754,0.64731884,0.41052413,1.1472085,1.3513546,1.0704231,1.5509912,0.67616194,1.5622271,1.3262122,1.1149074,1.4651499,1.2132154,1.1041635,0.53682137,0.5708569,1.4650996,0.29701984,0.86442465,0.9849163,0.75073594,0.8736392,0.8057114,1.1120831,1.3345202,0.6643082,0.51175785,1.3507988,1.2043529,1.3365972,1.2575225,0.5289467,0.65685844,1.5904305,0.6279661,0.34571803,1.4498005,0.52432024,0.8358388,0.88368547,1.3086326,0.96507484,1.3739121,1.2955172,1.389866,0.7537191,0.0,1.0967189,1.2429223,0.72903115,1.2875224,0.6358772,1.0429097,1.1646149,0.43424082,0.938797,1.2503381,1.2928747,0.5730223,0.9381811,1.254405,0.6596112,1.3387642,0.37452447,1.1324921,0.52585614,1.2317458,1.2162566,1.3789417,1.243111,0.8025224,1.4739168,0.6094234,1.3296529,1.0405425,1.2714167,1.1060032,0.524272,1.1416965,1.426223,1.0467652,0.6459026,0.42805165,0.4977545,0.54841316,0.2358836,1.1923511,0.95652646,1.4497833,1.3921459,1.4402432,0.94870865,0.5027365,0.44018608,0.451797,0.9659446,0.984926,0.4021356,1.1056601,0.56670946,1.1105644,0.5506629,0.66929996,1.3708646,0.617951,0.8833358,1.2703478,1.1769552,1.2776809,1.3534781,1.1400408,1.4799163,1.1949413,1.1589031,0.9834453,1.3738762,1.277391,1.4380398,0.43094873,1.2960675,0.46150678,1.0595536,1.0551826,0.4497434,1.346328,0.6605066,1.4443393,1.4854549,1.4593648,0.61775553,0.6103682,0.8871002,1.011679,0.6135494,0.8289049,1.2956574,1.313213,1.0775992,1.021964,0.43783486,1.3623385
elephant,0.9326472,0.95328087,1.1535962,1.1049504,0.84179735,1.1034802,1.2062708,1.1598839,1.1029961,0.8235256,0.4917246,0.6033647,0.997048,0.9031662,0.8946623,0.9011824,0.5842147,1.1016474,1.1777251,1.1830093,1.2304302,1.0301229,1.1607332,1.0914496,1.2200876,1.0795196,0.9896267,0.9850439,0.48818088,1.0680225,1.1904458,1.1138492,0.9175542,0.96686894,1.0546813,0.75989544,1.1094093,1.0866916,0.78627133,1.088304,1.1396679,0.9288218,1.1986814,1.1658912,1.2381605,0.757237,1.2981489,0.939006,1.1117196,0.94623595,1.077826,1.0967189,0.0,1.005671,1.0197753,0.8907284,1.0418416,1.1248593,1.0431886,1.1630486,1.1399001,0.90068203,1.058746,1.0643152,1.1484095,0.81089073,1.2318223,0.9228182,1.2083143,1.0394925,1.1065506,1.0694431,0.62520444,1.0004864,0.90723103,1.0641855,0.8196361,1.0644767,1.0323756,1.1328354,0.87133396,1.2409317,1.0943995,1.1880668,0.8492306,1.0848402,1.037917,1.0238285,1.0876144,1.1225183,1.0854397,1.067815,0.9978259,0.8482886,0.87541986,0.938935,1.1703562,1.1076559,1.1285456,1.1078893,0.9939986,1.0859998,1.2150741,1.125457,1.3062217,0.9880958,1.0850357,1.1153111,1.1028663,1.1166227,1.0477269,0.92701685,0.5198354,1.1696153,0.98789036,1.0453696,0.875753,1.0903279,0.9359582,1.180711,0.7105763,1.0603393,0.7622808,1.0516922,0.4374125,1.2363901,1.0178583,1.0399476,1.1490009,0.9484785,1.1568538,1.0034345,0.8949558,0.9875391,1.2031882,1.038925,1.001164,1.0077318,1.0432674,1.2346593,1.1839924,0.85785663,1.0181037,1.1349614,1.0297359,0.80027664
face,0.8752929,1.0405049,1.1064732,1.0360641,0.84405744,0.98033583,1.0855743,1.2140082,1.2281682,0.8536382,1.0398899,0.8481534,1.2862544,0.9092426,0.6970484,0.90147024,0.92401075,1.0181671,1.0470358,1.2583184,1.2842515,0.9237452,1.2939323,1.2312102,1.205373,1.3588752,1.1922519,0.9672107,1.0709708,1.076536,1.1551974,1.1640608,0.9656644,0.9709232,0.9816739,0.9965033,1.2870126,1.2626874,0.7716718,1.2602011,1.279945,0.97147447,1.27101,1.0138843,1.1256081,0.91991276,1.0458537,0.93737346,1.0307237,0.74262196,0.87229943,1.2429223,1.005671,0.0,0.8309546,0.71956015,1.0543796,1.0354573,0.8568361,1.3424098,0.99443686,0.9111564,0.87070477,0.9334129,1.102293,0.90208685,1.1005249,0.40678948,1.1452813,0.724739,1.0981281,0.87375826,0.8503972,0.9051122,0.99616575,1.1726447,0.7950057,1.3211179,1.0514398,1.0992442,0.796485,0.9752793,1.1524324,0.9734035,0.8792626,0.76360476,1.148901,1.0076598,1.4279318,1.1116954,1.1762601,1.1386033,1.0849968,0.6525792,0.844778,0.8117305,0.96621996,1.2724855,1.2502046,1.2447164,1.1002479,1.1676291,1.1689125,1.1090052,1.2634885,0.9355342,1.1057941,1.1009367,0.9546097,1.2951976,0.7283805,1.0526862,1.042426,0.9442942,0.86330295,1.0200863,0.6046408,1.117911,0.9657045,1.1883386,0.79764366,1.0245948,0.8960382,1.1258383,0.96243095,1.1488689,0.95157,1.0129071,1.3631065,0.75073254,1.2187442,0.95773333,0.5878161,0.79064167,1.2284982,0.9034118,0.897367,0.9969981,1.4271259,1.1340574,0.94539726,0.85206884,0.81136966,1.2008438,1.153681,0.87595505
finger,1.2689865,0.49156612,0.73716193,1.1091998,0.7866727,1.1422246,1.0833387,0.9709609,1.3893936,1.1732633,0.9284142,1.1845608,0.83133906,1.2164748,1.0262498,1.0500023,1.1370773,1.3103275,1.1504793,1.0409713,1.1487198,1.2650594,0.90067196,1.1872958,1.1021713,0.97053736,1.144226,0.4454425,1.053523,1.2304976,0.9891788,0.9246375,1.1958809,1.1198947,1.3512764,1.1758783,1.0254339,1.0784506,1.1274307,1.1123716,0.7909042,1.4421368,0.9616307,0.76377106,1.1246638,1.0646288,0.98982817,1.1879146,1.2015604,1.0820808,0.4075048,0.72903115,1.0197753,0.8309546,0.0,1.2571774,0.6959533,1.2646532,0.6889738,0.8981408,1.116056,1.1702931,1.2458234,0.36006594,0.6636226,1.1450258,0.9556795,0.7913054,0.94899464,0.3027544,0.6145447,1.1695691,1.182667,1.2446365,1.1222676,1.2075362,0.85266185,0.9347862,1.2519647,1.2997881,0.75929457,0.8096593,0.87869984,0.7963278,1.2639394,0.51207876,0.95694834,0.5449196,1.0056236,0.6054494,0.72827905,1.1754454,1.2324632,1.1070269,0.8398529,1.0804957,0.951838,0.7279111,0.6076958,0.92705953,1.0882968,0.8759804,0.8004877,1.2625895,1.1466153,1.2170601,0.62784684,0.93220425,1.1551136,0.927523,0.50638163,1.2802185,1.0944914,1.1230676,0.77362293,1.2397879,1.0013424,1.1071978,0.77124393,1.3042648,1.1356032,1.2516879,1.2931021,0.51249546,1.1525273,0.9705702,0.6009674,1.215277,0.96390396,0.9955476,1.0557117,1.1987255,1.054362,1.291151,1.1475501,0.16275322,0.57398266,0.80588824,0.88915366,1.3199304,1.3886223,1.2604876,0.91759294,1.1828198,0.62355864,1.2056761
firetruck,0.7733603,1.3370248,1.2478368,1.0750904,0.9509093,1.0075792,1.1302823,1.2487288,0.9287179,0.8401483,0.9407289,0.7128544,1.2345654,0.8016956,0.898783,0.85302544,0.8164364,0.8191028,1.0427941,1.2154093,1.2544994,0.77597904,1.3139046,1.1584251,1.235107,1.2794373,0.9442668,1.0710905,0.90050375,0.9535128,1.1799381,1.2515669,0.8888943,0.97993326,0.7743617,0.7134233,1.2613147,1.2376249,0.7608602,1.2142187,1.250227,0.85390705,1.2545424,1.225742,1.140115,0.97024494,1.2305123,0.8596148,0.990181,0.86210567,1.2383653,1.2875224,0.8907284,0.71956015,1.2571774,0.0,1.0530661,0.64838475,1.1737832,1.3004589,1.0397081,0.88949174,0.60243976,1.2440543,1.2992988,0.67901057,1.2150154,0.79630333,1.2003801,1.0708183,1.3329445,0.79111123,0.7125362,0.789379,0.9376944,1.1014612,0.9271375,1.2187456,0.88478315,0.939416,0.9727855,1.0488974,1.1645027,1.146065,0.7823292,1.0379587,1.2854217,1.1691405,1.3388476,1.3567567,1.228127,1.0361115,1.0215535,0.6376916,0.9531236,0.8708392,0.9096355,1.2647414,1.3132766,1.2139581,1.111806,1.2409952,1.2262973,0.8887718,1.2291687,0.93361795,1.2139624,1.2024331,1.0051683,1.2189795,1.0651215,0.93117267,0.93657875,0.8975885,1.0087694,1.0093336,0.76745206,1.2035687,1.1506534,1.0964682,0.76239765,0.9425982,0.7306339,1.2890668,0.76502013,1.2795186,1.2396638,1.0814943,1.3091372,0.6874389,1.0331563,0.91812015,0.6754656,0.7171302,1.25108,1.3484044,1.0763212,1.0470642,1.3387017,1.1024342,0.90066296,0.41543192,0.5409713,1.0219494,1.2672887,0.73455405
fish,1.0824394,1.0026714,0.6582415,1.0595993,1.2810414,0.9384267,0.76130617,0.7411776,1.2744455,1.3493898,1.116619,1.3233249,0.652826,1.3930378,1.2505271,0.93079436,1.2897083,0.9932227,1.1105306,0.8203671,0.878622,1.4376447,0.6091101,1.1683227,1.1174161,0.8768354,0.6777438,0.555418,0.9103831,1.3675635,0.69791365,0.7003794,1.2903173,1.1411574,1.2749094,1.1348141,0.81267554,1.0269881,1.3022838,1.0075359,0.52834886,1.517769,0.7887813,0.91666263,0.9069045,0.89937276,1.0066506,1.3552017,1.3045248,1.2054541,0.759815,0.6358772,1.0418416,1.0543796,0.6959533,1.0530661,0.0,1.1994778,1.0174496,0.58728373,0.7502459,1.1784854,1.2222153,0.67696106,0.99798244,0.9972596,0.7635346,1.1212007,0.56362367,1.0783983,0.63724846,1.1684546,0.990778,1.3120799,1.0992343,1.1303165,1.1566288,0.7431749,1.321939,1.2199783,1.1420587,1.0945611,0.6562791,1.0804778,1.3134735,0.9765625,0.6059902,0.45633525,0.719622,0.7714325,0.36712623,1.2405783,0.90373176,1.329301,1.1234968,1.2650554,0.9536991,0.64575076,0.55298746,0.61218965,0.90806913,0.8702728,0.5225736,1.1128398,0.81415874,1.0348451,0.4293211,0.9539572,1.280774,0.71821004,0.6350377,1.3129367,1.2013218,0.8837916,1.1389672,1.2842755,1.303115,1.2216915,1.0430423,1.2877468,1.2285609,1.1753047,1.4018971,0.46163255,1.0280993,0.7668078,1.0677615,1.1563772,0.64850646,1.0517933,0.832146,1.2921175,1.3370863,1.3842154,0.9234467,0.6764714,0.80748516,1.075032,0.6974505,1.1364913,1.4528942,1.2414678,0.80134356,1.1714098,0.6338954,1.2681181
flower,0.93749887,1.1064435,1.0407923,0.8997432,1.141135,0.82075083,0.80117965,0.9088628,0.6048145,1.1395823,1.1179408,1.1665697,1.0414078,1.1789265,1.1377414,1.0688975,1.2113166,0.83657306,0.9607022,0.9113247,0.9594083,0.9364965,1.0368775,0.9705226,1.09115,1.0255214,0.9995316,1.3632092,1.1060296,1.062307,0.9941166,0.9842297,1.0892731,1.0546879,1.0433928,1.0327295,1.0491621,0.935769,1.117918,0.9700156,1.020924,0.8991906,0.9370456,1.0312709,0.9846236,1.0204684,0.8869469,1.0419549,1.0432997,1.0803605,1.1293864,1.0429097,1.1248593,1.0354573,1.2646532,0.64838475,1.1994778,0.0,1.0527489,0.99632025,0.9231546,0.9553241,0.85596627,1.154284,1.0685859,1.0792006,0.9984813,1.0759718,0.9539981,1.2155993,1.0641682,0.8756892,1.0129939,0.99158174,1.0773005,0.8357023,1.2417958,1.0561249,0.9841571,0.71507186,1.1163981,1.0201247,1.062168,1.0233798,1.0308462,1.0800332,0.98244715,1.0930083,1.0074598,0.96452165,1.0619711,1.0177861,0.87974054,0.9379042,1.2312461,1.0582925,1.0174658,1.0279628,1.077174,0.97632354,0.9651342,1.0374342,1.072071,0.39884973,0.94110113,0.92707294,1.1333562,0.9125941,0.9991736,1.0154511,1.2249078,1.0408696,1.0560611,0.95182776,1.2331024,1.0328981,1.1251305,0.9763567,1.1613878,0.8464794,1.1408722,1.1203958,1.0760682,1.1140306,1.1570258,0.98562115,1.1134659,0.92464995,0.96689373,1.0386686,0.8229116,1.0629227,1.0006484,1.0533317,0.9664534,1.1672319,1.2514126,1.2254212,1.1257925,0.8080037,0.9073538,0.27601582,1.1545302,0.87440324,1.0383334,0.9248686
foot,0.67709637,0.47955996,1.044797,0.8414393,0.641187,1.0546734,1.0077032,1.0864106,1.1429493,1.099523,0.92234063,1.0522217,1.2800356,1.0158066,0.9089833,0.76715827,1.0083419,1.05208,1.097242,1.1912255,1.264956,1.0665104,1.1770147,1.0925871,1.015809,1.174485,1.3717135,0.9062006,1.2299739,1.095922,1.114998,1.2471391,0.98257846,0.9323693,1.069256,1.1656605,1.118319,1.1034245,0.94609976,1.1168898,1.2628591,1.090814,1.1736866,0.99961686,1.0046219,0.7416081,0.7230406,1.0503331,1.0313491,0.8940157,0.86990273,1.1646149,1.0431886,0.8568361,0.6889738,1.1737832,1.0174496,1.0527489,0.0,1.2700995,0.93218696,1.0025736,1.0096027,1.0342747,0.4255755,1.1968381,1.0584508,0.8286029,1.2374338,0.5244773,1.0265778,1.0407516,1.1212692,1.0787705,1.0160934,1.096989,0.6479418,1.2827938,1.1007397,1.2143931,0.5842956,0.5789102,1.096662,0.47117138,1.1386775,0.9079473,1.0269359,1.1813986,1.0632068,1.0443802,1.1884441,1.065336,0.97504395,0.90155065,0.7789979,0.9319937,0.89409626,1.1902931,1.1830865,1.1250198,1.0625523,0.86875117,1.1892098,1.025443,1.3040016,1.0597982,1.0059401,1.0338552,0.91202444,1.2687311,0.9343823,1.1102167,1.1156815,0.85569227,0.67794544,1.0780358,0.872498,0.72535366,0.8004991,1.0614648,1.0914048,1.1613309,1.0615644,1.0957959,1.141792,1.090918,0.16075242,0.8178149,1.2514765,0.782761,1.2021103,1.020748,0.8994514,1.0826641,1.1683028,0.5653529,0.8335859,0.88499296,1.0367521,1.1276333,1.1137241,1.1067827,1.0587612,1.1827428,1.1911904,1.0687592
fork,1.3963361,0.9079963,0.6091592,1.022024,1.4486226,1.0785625,0.8189269,0.5603883,0.9744392,1.4080116,1.1475196,1.5542707,0.3082959,1.4655371,1.4200052,1.2047715,1.4996438,1.1015589,1.0175887,0.4893605,0.4618473,1.4757683,0.35506964,0.8727717,0.8237818,0.44093275,0.47112733,0.98046553,0.9587168,1.143333,0.6506636,0.48717678,1.4063132,1.2723477,1.365071,1.1781954,0.61938787,0.7231035,1.5585756,0.7205801,0.23406339,1.4207294,0.3707055,0.8238243,0.96243316,1.1825926,0.9580232,1.3392673,1.218166,1.4320464,0.8050302,0.43424082,1.1630486,1.3424098,0.8981408,1.3004589,0.58728373,0.99632025,1.2700995,0.0,0.8888394,1.2893853,1.2874398,0.58131856,1.0279126,1.2401762,0.7784178,1.4043087,0.38791227,1.2784077,0.43252653,1.2186275,1.1738136,1.2659833,1.2552285,0.8497721,1.493277,0.22260618,1.2167908,0.8896744,1.3604339,1.0911607,0.6891233,1.2127948,1.3900923,1.1479821,0.7005285,0.47505957,0.31878388,0.52954507,0.46173608,1.0261451,0.91275847,1.5395955,1.4094062,1.5022161,1.0629885,0.20967388,0.20884264,0.50676936,0.8731606,0.8671571,0.39476657,0.9371396,0.46304786,1.0448077,0.555145,0.8211159,1.3337474,0.31135476,0.9741122,1.1984828,1.1723279,1.150256,1.3940988,0.9975729,1.5496142,1.0872542,1.1619959,0.96989894,1.3776044,1.0928925,1.5300306,0.32942438,1.2239537,0.6400598,1.2043155,1.0862578,0.031502247,1.346524,0.6914745,1.3733068,1.5978388,1.5135666,0.6328646,0.7360783,1.0033538,1.007469,0.4636883,0.84352404,1.347545,1.309637,1.0583969,0.72699195,0.3425985,1.3278197
frog,0.5282107,1.1829712,0.8904292,0.95199025,1.2074217,0.7837306,0.7993036,0.7448022,0.9782966,1.1213804,1.1872245,1.2522464,1.0656543,1.3200929,1.0584618,0.853299,1.268684,1.0517952,0.7267173,1.0690467,0.98168564,1.036495,0.88172996,1.0431323,1.0483536,1.2102587,1.1115482,1.0137591,1.0897043,1.3743695,0.8394383,0.9832079,1.1039352,1.2274938,1.157872,1.1479204,0.90223974,0.93720037,1.2440798,0.9635598,0.94303626,1.2018542,1.0700014,0.75660735,0.6976346,0.7560173,0.58353823,1.2822621,1.1528656,1.1294929,1.0284266,0.938797,1.1399001,0.99443686,1.116056,1.0397081,0.7502459,0.9231546,0.93218696,0.8888394,0.0,1.0495408,1.0969014,1.0663483,0.9570101,1.0745894,0.67867637,1.1055615,0.7835861,1.1180407,0.9012115,1.0321877,0.78512114,1.1580139,1.2302698,1.0694635,1.2135001,1.0684444,1.1905009,1.0158653,1.1997268,0.9639606,0.80744743,0.6984991,1.1392734,1.0523648,0.84156144,1.0525312,0.97865105,1.0039074,0.89237165,1.2968831,0.72188246,1.1501797,1.2390227,0.9963433,0.9923771,1.0023358,0.94697136,0.73270595,0.59643114,1.0565841,0.87416106,0.85809577,0.87684786,0.7243831,0.7349888,0.8577798,1.075861,1.0173342,0.94893163,1.2298163,1.0897574,0.6645744,1.1441258,0.8877709,1.1853349,0.9331336,1.2188809,1.0279999,1.1688732,1.1441827,1.1206801,1.022399,1.126954,0.8622979,1.0617404,1.0609875,0.87359935,0.97685,0.95574725,1.0928342,1.1897668,1.1937637,0.7851174,1.1019567,1.2332782,1.2735715,1.0742273,0.5917227,1.016421,1.0370841,1.0190554,1.0960608,1.0630262,1.1848451
game,0.93028134,1.1496114,1.1928015,0.9335412,0.95033056,0.9358574,1.1030976,1.1533083,0.9624145,0.8177936,0.9864938,0.80528826,1.1517656,0.83525884,0.91171825,1.0053762,0.91003144,0.8330827,0.9148911,1.1758372,1.0511063,0.8277387,1.2348068,1.0189515,1.1155854,1.2253696,1.058408,1.1357485,0.99192995,0.9413686,1.0891781,1.1865875,0.85417616,1.0880415,0.8014637,0.98498815,1.1423796,1.1050704,0.7975478,1.0981438,1.2543887,0.7668834,1.2159497,1.1562572,1.0096899,0.89567345,1.0195489,0.91080177,0.8352947,0.92316765,1.1484127,1.2503381,0.90068203,0.9111564,1.1702931,0.88949174,1.1784854,0.9553241,1.0025736,1.2893853,1.0495408,0.0,0.89953834,1.2433002,1.1590179,0.8715737,1.0759989,0.92239636,1.1936274,1.0109328,1.3249252,0.96664286,0.9095339,0.8280454,1.0781715,1.0056152,0.9618832,1.2337172,0.8794238,0.98177445,0.90858054,1.0656236,1.0880977,1.0910188,0.83741665,1.060026,1.0501775,1.1960377,1.2953701,1.236564,1.1658683,1.0073208,1.0191766,0.8490035,1.0039513,0.80775106,0.96691847,1.2683767,1.2815068,1.1729267,1.0859505,1.1202867,1.2297906,0.9180526,1.0783702,1.0269364,1.1931512,1.2086661,1.0310477,1.2070689,1.0894991,0.92120576,0.920182,1.0516257,1.0270957,1.0069058,0.89627147,1.0655413,1.0834556,0.9334637,0.91949487,0.81261736,0.88384885,1.2936599,0.837305,1.1094706,1.0693316,0.96112907,1.2774929,0.91831225,1.139521,0.9236642,0.79697096,0.6628593,1.1013197,1.2415556,1.0621791,1.0484937,1.2654614,1.0017575,0.7387471,0.80300194,1.0351218,1.0967002,1.2639058,0.7571519
glass,0.83050644,1.1607834,1.2032114,0.63876146,0.8792856,0.82675874,0.86131024,1.0778918,1.0256511,0.77552384,0.98136914,0.8945253,1.43611,0.8567668,0.91033524,0.9317156,0.9067421,0.73385024,1.0374205,1.0949239,1.0539889,0.8220426,1.3301792,1.1320469,0.9118837,1.2838697,1.1616023,1.1663426,1.0927904,0.8777003,1.1769769,1.3132564,0.9252329,1.0996366,0.70039165,0.77557445,1.209213,1.1195537,0.88728553,1.1449025,1.4148852,0.88058746,1.1044223,1.2088786,1.072348,1.0440505,1.1928545,0.9271309,0.9019427,0.9916084,1.2944931,1.2928747,1.058746,0.87070477,1.2458234,0.60243976,1.2222153,0.85596627,1.0096027,1.2874398,1.0969014,0.89953834,0.0,1.3495972,1.0261017,0.81635404,1.148778,0.8486756,1.2648696,0.90268326,1.4515467,0.83704036,0.8957641,0.4677835,1.0774437,0.7497891,0.99914086,1.2824724,0.99252576,0.82865614,0.9397854,0.8702198,1.0131673,0.97079784,0.81611484,0.90809447,1.2316846,1.4238918,1.3658161,1.367739,1.3457189,0.93683517,1.0731448,0.83355653,1.0333983,0.7506626,0.93218327,1.3408209,1.4355991,1.1141782,1.1360102,1.2159371,1.3267686,0.909454,1.0879519,1.0454468,1.3308899,1.0350665,0.88624257,1.3543153,1.2280872,0.90307224,1.0067078,0.8803389,0.9301481,0.82537335,0.8098424,1.0299116,1.1993651,0.9861948,0.89567125,0.6796873,0.77318925,1.5139773,0.89444065,1.0986662,1.0625025,0.76082945,1.2056069,0.6434752,1.1431248,0.87933534,0.7999494,0.59655356,1.0568851,1.3687534,0.95139736,0.8893309,1.4584625,1.1206863,0.6234781,0.68406594,0.7704184,1.1455774,1.425159,0.84360135
glasses,1.3681666,0.70556474,0.6573938,1.1660987,1.0868897,1.1652461,0.9824842,0.9036383,1.2201827,1.3139588,1.0318758,1.361385,0.630287,1.3859178,1.1452806,1.0988612,1.3054409,1.257617,1.135731,0.7729897,0.9565762,1.3924469,0.63595974,1.0757954,1.0559986,0.753683,0.90316147,0.6554457,1.0467421,1.2535714,0.9749618,0.6363677,1.2596778,1.1164424,1.3615198,1.2181125,0.8566313,0.89731133,1.3377769,0.9262433,0.4496652,1.435632,0.70951277,0.6254977,1.1700094,1.1424439,0.95500976,1.2204669,1.266381,1.2150697,0.39726377,0.5730223,1.0643152,0.9334129,0.36006594,1.2440543,0.67696106,1.154284,1.0342747,0.58131856,1.0663483,1.2433002,1.3495972,0.0,0.92625827,1.2001212,0.9310033,0.8628129,0.6853674,0.8036847,0.3547423,1.2199985,1.1019139,1.2352394,1.1256713,1.0889428,1.162963,0.6296476,1.2302161,1.1206627,1.0567491,1.0453275,0.91415167,1.0461292,1.3034465,0.6657239,0.8874542,0.32199645,0.7546023,0.3350104,0.5760389,1.212689,1.1521821,1.2395928,1.1049005,1.2921348,1.0413691,0.43589687,0.3184793,0.8449223,1.0039283,0.9295158,0.54135925,1.1579837,0.956805,1.1161221,0.69290787,0.79028255,1.1864723,0.6569825,0.5273994,1.2986462,1.0521464,1.1653708,1.0447525,1.1709586,1.2049828,1.1608864,0.9108441,1.1761613,1.2502651,1.3275793,1.3550491,0.30188477,1.2590641,0.91632414,0.9885142,1.283752,0.65717643,1.1667738,0.8599578,1.2383798,1.2787013,1.4637387,1.0017748,0.36565292,0.74530387,0.8740362,0.70884836,1.1353462,1.4377917,1.2738032,0.94161296,0.9597667,0.28587186,1.2351238
