,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,coat,coffee,couch,crayon,crib,cup,dish,dog,doll,door,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pickle,1.047135,0.6875062,1.061525,1.1778831,1.0458806,1.1955538,0.9526714,1.0251148,1.1149788,1.1229206,0.901546,1.0179771,0.8666893,0.9296116,1.2322413,1.1691635,0.9829647,1.0732285,1.2605772,1.2137899,1.217562,1.2145067,1.1603914,1.1871876,0.9059015,1.1329827,1.0579975,0.9131906,1.1174583,1.1061994,0.85536283,1.1353627,1.1179459,1.1994817,1.1379424,0.98434037,1.0309656,0.95239556,0.99609965,0.87215257,0.620696,0.8893548,0.55436075,1.127609,1.0901189,1.2046113,0.9369515,1.2022309,1.022166,0.62762415,0.9733252,1.1744486,1.0569934,0.81477994,0.75215876,0.8395244,0.96946675,1.2320883,1.0233165,0.6760567,1.0562754,0.8788613,1.1246828,1.1495867,1.0674284,1.1469445,0.9161156,1.1438013,0.6787925,0.9858372,0.8562919,0.7580151,0.7410572,0.60832775,0.9727917,0.9274491,0.7500236,0.9307867,0.77550423,1.1334891,0.9989458,0.99872684,0.0,1.2204808,1.0365235,1.2017094,1.2332482,1.0287099,1.1180971,0.96983576,1.0829142,0.9794353,1.2097931,1.0994415,1.1957994,0.8154277,0.95236313,0.70484567,1.19828,1.053349,1.1732458,1.1936988,0.80868906,1.2139204,1.002151,1.1367961,1.0130169,1.1810025,0.7471425,1.2182751,1.0232737,1.0648439,0.51177573,0.6451105,0.9751756,0.8075547,1.2586792,1.2063305,1.1961312,1.1014303,1.1374408,0.84580636,0.9686643,1.1158811
pillow,1.099818,1.0751792,1.1163008,0.9619258,0.97987217,1.014857,0.91250366,0.83659667,1.1420081,0.6289176,0.8734357,0.8395469,0.9365952,1.0939807,0.46374905,0.9351716,1.0545565,0.97780055,0.8798165,0.8535616,0.9357028,0.94919604,0.83381236,0.9756169,0.97127134,0.613481,0.99325395,0.97806317,0.50495076,0.4536152,1.1173756,0.89735365,0.9272964,0.9804057,0.98351705,1.18003,0.9871078,1.0357978,1.136666,1.180227,1.2390695,1.2460724,1.2476199,1.1408026,1.1200681,0.9981563,1.0685185,1.0894415,0.96119434,1.2076294,0.9111242,1.0138812,1.0473689,1.229825,1.2426314,1.0297798,1.1391062,1.1141396,1.13087,1.1369015,1.1468523,1.0339807,0.8226156,0.6664937,1.1845582,1.0564563,0.8329231,1.0981458,1.141768,0.8860915,1.1587886,0.70600057,1.0891552,1.1820956,1.1609577,0.7705145,1.0871009,0.97229934,1.0668465,0.99994427,1.0278625,1.0324304,1.2204808,0.0,1.055505,0.86278844,1.0041935,1.0200197,1.077274,0.9170251,0.82995784,0.805843,0.94034076,1.0839688,1.1839079,1.0696363,0.93231356,1.0469432,0.9339162,0.88809764,0.7098487,1.1111237,0.94695413,0.924572,0.9040456,0.89176154,1.0218645,1.0199507,1.080619,1.0797988,0.55807835,1.0409801,1.2531573,1.0218046,1.0018133,0.7461612,1.0944114,0.9715289,1.0531045,1.0299051,1.0146596,0.67872536,1.0371686,1.0207543
pizza,0.584202,1.1060314,1.1790752,1.1582563,1.158456,1.0358557,0.9126082,0.94374263,0.898535,0.9278944,1.1755996,1.0442399,0.90790516,0.97106016,1.0031236,1.1177016,1.1006614,1.1924921,1.0935009,0.9105244,0.96129346,1.2142186,1.2433944,1.1371285,1.1423444,1.2532811,1.0466053,0.8630891,0.886116,0.9913508,1.2426075,1.1000204,1.1920377,1.0534713,0.78694165,1.04526,0.8968622,1.0047059,1.098303,0.9341901,1.0632375,0.9765098,1.0951853,1.0537455,1.1750374,0.9961307,1.0951214,0.95681775,1.0167404,1.1689231,1.1170077,1.0176854,1.0505632,0.85763335,1.0647072,1.2140431,0.95346075,0.9833456,1.028621,0.75347215,1.0584627,1.157961,1.1822712,1.0667913,0.46477175,0.94298637,0.91611105,1.0190123,1.0266978,1.0179236,1.1356449,1.0433815,1.2220889,1.0818914,1.1317023,0.9398118,0.8844396,0.987268,0.9788987,0.6171188,1.1800674,1.1625749,1.0365235,1.055505,0.0,1.0750923,1.1519752,0.9195461,1.0423423,0.88313806,0.9222589,1.033624,0.957104,0.44331145,1.025587,0.9417081,1.1014988,1.0362654,1.2561588,0.95681757,1.0884033,1.0675604,1.2604138,1.0025721,1.0157226,1.0988878,1.0816897,1.1290302,0.95140266,1.0299921,0.89642674,1.1283721,1.1992958,1.1956693,0.86414695,1.087281,1.1309164,1.1126071,1.0944161,1.0801635,1.0810418,1.0247179,1.254523,1.003207
plant,1.1400261,1.0858055,0.69036996,0.7491871,0.65127003,0.81487155,1.2011075,1.2164502,1.0266907,1.3005316,0.7321746,1.1961117,1.2399793,0.7263974,1.1682103,1.2439923,0.7752291,0.50402826,0.64327896,0.996326,0.86033183,0.77636373,0.5150263,0.8272614,0.99332654,0.7646481,0.6889152,1.2396772,1.1019309,1.1864694,0.70704985,1.1702332,0.56576836,0.8404591,0.91340625,0.864457,1.1702472,1.2466666,0.7896312,1.1182405,1.1843196,1.2387968,1.273403,1.1454141,0.6755003,0.26985687,0.88571686,0.6875565,0.8245847,0.920426,0.8148202,1.1378608,0.9068618,1.1673504,1.2740988,0.75852865,0.9876222,1.2430608,1.3114166,1.2128342,1.4512763,0.8072654,0.6269926,0.5722655,1.0893016,1.1579382,1.1555504,1.3437611,1.2157799,1.0226113,0.8584806,0.94569874,0.72742224,1.1883326,0.7947421,1.0966089,1.0709001,1.3800409,1.3653604,1.1195518,0.6424048,0.6714648,1.2017094,0.86278844,1.0750923,0.0,0.72813463,0.7176743,0.8498241,0.7315705,0.8631127,0.9832768,1.0883195,1.0133623,1.2974417,1.3830764,0.9131196,1.2466362,0.76452476,1.2013619,0.9266254,1.3433616,0.69049096,1.1928918,1.0254079,1.0182029,0.82098746,1.1698354,1.3775405,1.2028284,1.1847936,0.9543512,1.0632101,0.9902257,1.1747953,1.0070701,0.93975866,0.87815815,0.7406025,1.0715938,0.70614284,0.68969375,0.6710708,0.7591467
plate,1.1986818,1.1241685,0.6872089,0.6907184,0.6713706,0.7312114,1.1485713,1.3063589,1.0835109,1.3068208,0.9289862,1.3005295,1.3730636,0.9613675,1.1182249,1.0650872,0.8493187,0.67412335,0.5715397,0.92527294,0.6708075,0.65155673,0.7559462,0.9242822,1.1328297,0.8546441,0.7150241,1.3810577,1.0872725,1.2007821,0.8330961,1.1445174,0.6116184,0.23627007,0.95557076,0.63122886,1.2462487,1.1944411,0.54455245,1.1904309,1.08639,1.1797358,1.2084517,1.0320768,0.8667606,0.66933846,0.9774154,0.78588605,0.7726822,0.9694974,0.90328014,1.1914961,0.5330798,1.2693744,1.1825736,0.83856595,0.9118675,1.1806777,1.2643791,1.2838327,1.1868279,0.8964678,1.0395167,0.81866264,1.1207972,1.0371618,1.1444486,1.144903,1.1432531,1.0293543,0.8644373,1.1989975,0.9159618,1.0550181,0.6905316,1.2945036,1.0647465,1.3336239,1.409056,1.0577626,0.8634265,0.88782394,1.2332482,1.0041935,1.1519752,0.72813463,0.0,0.7598316,0.8033562,1.014547,0.8847781,1.2406809,1.0591066,1.0576677,1.0805032,1.3652155,0.90062684,1.3439091,0.7563331,1.2904321,0.8715869,1.1630712,0.8246804,1.2198434,0.8411166,1.0739467,0.9957006,1.1322749,1.3924828,1.1404402,1.1737282,0.7151233,1.0388865,1.0713465,1.2519976,1.1203728,0.7312521,0.17639983,1.0250226,0.99377465,0.7521913,1.0404388,0.7570433,1.0153744
pony,1.0250713,0.8972289,0.67656434,0.820043,0.78489864,0.8316087,1.1446232,1.3024096,0.96456057,1.3111948,0.961875,1.2323714,1.1811342,0.8660084,1.1614869,1.238622,0.91116315,0.6834873,0.7728234,1.225389,0.7943319,0.92052907,0.81845546,1.0031033,1.1019119,1.0230787,0.7571864,1.2132245,1.1216189,1.1181904,0.78350997,1.2118856,0.7379184,1.020467,0.6183919,0.7564396,1.1586683,1.0607091,0.7968643,0.97212404,1.0539888,0.9491297,1.1003461,1.1997072,0.7435443,0.7163353,1.1352627,0.70915765,0.7818209,0.7865883,0.8547467,1.1697038,0.8455858,1.0092956,1.1682595,0.77534926,0.73976946,1.1961926,1.1911981,0.975029,1.1551174,0.81353706,0.9640517,0.96457034,1.0119267,1.157033,1.093519,1.2279124,1.0455155,1.0834043,0.81818986,1.046219,0.726539,1.0241355,0.7967404,1.2157192,0.962109,1.1816528,1.1739557,1.0477688,0.8751971,0.9136324,1.0287099,1.0200197,0.9195461,0.7176743,0.7598316,0.0,0.89662105,0.7175127,0.99231285,1.274994,1.1491486,0.96174324,1.2319505,1.2189078,0.91568154,1.1263328,0.885386,1.2206371,1.0673542,1.2815902,0.66212475,1.1894943,1.0585737,1.1368787,0.91381276,1.145123,1.1670071,1.2007082,1.1702157,0.9329808,0.93218195,0.99425405,1.2727042,1.0218,0.9421622,0.9711597,1.156374,1.0312629,0.90747887,0.90313697,0.6922879,1.1237057
pumpkin,1.1547109,0.9298276,0.5995361,0.35371292,0.50285065,0.77966774,1.2479874,1.2227949,0.9521325,1.3529611,0.995845,1.3348305,1.3067946,0.8622048,1.1829323,0.997672,0.75668705,0.77822226,0.5539548,1.0724268,0.65741855,0.6794869,0.8868694,0.982196,1.0297003,1.1464449,0.87268484,1.3436413,1.1131331,1.2673633,0.7768513,1.1573894,0.67720515,0.92472804,0.89655983,0.9343675,1.2945377,1.1734946,0.70061314,1.0797569,0.95947206,1.1715655,0.9464732,1.1615454,0.7021911,0.6918849,0.9666575,0.6605111,0.8748301,0.9044328,0.8561654,0.9626827,0.70896924,1.2061743,1.0041643,0.7438989,0.99519765,1.0924678,1.3331465,1.1183332,1.1807504,0.89239305,1.0757549,0.947342,1.085315,0.51061183,1.1689353,1.2158477,1.0125678,0.7196337,0.74974823,1.175642,0.83937436,0.93731284,0.65800977,1.2085965,1.1386244,1.2945025,1.191046,1.0788075,0.8654505,0.8487482,1.1180971,1.077274,1.0423423,0.8498241,0.8033562,0.89662105,0.0,1.0344752,1.0557721,1.2582166,0.47272825,1.0465729,1.1710811,1.3660867,0.9957971,1.2324783,0.8712999,1.263998,0.9678615,1.1923726,0.85508704,1.0942693,0.9732886,1.1276923,0.8297962,1.2100818,1.3413829,1.2048965,1.227076,0.78622365,0.8802816,1.0046791,1.2849426,1.1604661,0.8365419,0.89497745,0.90394986,1.2081646,1.0337274,1.1654274,0.884467,1.1306037
purse,1.0290385,1.0147847,0.9858076,1.0018489,0.989612,0.7026372,0.77735555,1.2644907,1.2103851,1.116966,0.916488,1.088447,0.823421,0.9916952,0.9478864,1.0892385,0.9838674,0.7433419,0.8439529,0.80003595,0.72566843,0.90820366,0.81263435,1.1113985,1.2212812,0.84738755,0.8435043,1.0887216,1.0556556,1.1049027,0.8298513,1.1111059,0.84214723,0.9739093,0.9090248,1.0555726,1.1271207,0.84910715,0.9739155,1.2240815,1.0768824,1.2180506,1.0829209,1.1996528,0.9600723,0.80111754,1.0031747,0.8254086,0.9796117,1.0083665,0.7685671,1.2692902,0.87532955,1.1569177,1.0897659,0.98629713,1.1775042,1.2030531,1.1642214,1.0184318,1.1713488,0.8263155,0.9917921,0.7665118,0.9628825,1.131204,0.70447934,1.2286114,1.0753366,1.0846193,1.0474969,0.82104385,0.9029358,1.081376,0.96926916,1.1361217,0.94421667,1.0105896,0.9689724,0.9219293,0.9408652,0.95388377,0.96983576,0.9170251,0.88313806,0.7315705,1.014547,0.7175127,1.0344752,0.0,0.7522174,1.1288307,1.133434,0.8766412,1.1796529,1.1874866,0.8048215,0.9582844,0.8478356,1.2263352,1.0486662,1.2593528,0.7858738,1.0774565,0.9906678,1.0076946,0.90303576,1.1021065,1.2359222,1.1875355,1.0771394,0.9545242,0.9991469,0.9519249,1.0513725,0.7246618,0.8799505,0.98584175,1.0773723,0.98167455,0.9612541,0.843031,0.7932333,1.0559876
radio,1.0081621,1.0097595,1.0903342,0.97232443,0.98290014,0.8943713,0.8809052,1.0637667,1.0726486,1.0639116,0.80229384,1.1076441,0.9906413,0.9226199,0.95746773,1.0543752,0.982941,0.91616464,0.938494,0.32006788,0.872337,0.9455837,0.8924024,0.9393532,1.1319058,0.92919123,0.47774947,1.188743,1.0172226,1.0738356,0.9759159,1.0102572,0.92119557,0.95347047,1.0213722,0.91439396,1.118935,1.093461,1.0377421,1.1267338,0.91710293,1.1870145,1.246153,0.9296795,1.0820928,0.9664109,1.0253882,0.9983198,1.0811057,1.0312412,0.85347986,1.187915,0.9586763,1.1855346,1.2206068,0.9827531,1.1454113,1.1032757,1.2331916,1.126452,1.2738942,0.85613066,0.9956587,0.3212893,1.0009581,1.0441811,0.9830001,1.0916246,1.2116121,0.92381924,1.0422964,0.9727344,0.9801221,1.0805087,1.0793014,1.0291111,0.63868,1.0935504,1.1934351,0.9220214,0.92324436,0.9408531,1.0829142,0.82995784,0.9222589,0.8631127,0.8847781,0.99231285,1.0557721,0.7522174,0.0,1.0588759,0.99008536,0.912585,1.120559,1.2760391,0.86250293,1.1698985,0.93043095,1.1465883,0.90602463,1.1834037,0.8725803,1.1876479,1.0394013,0.96378374,0.91790104,1.1221367,1.2916944,1.1505399,1.0044374,0.8931453,1.1334394,1.0490296,1.0738833,0.9248407,0.9450674,0.94810903,1.1245422,0.94515544,0.8408973,0.90866524,0.87760806,1.0504487
refrigerator,1.036234,1.1612577,1.2841082,1.2815177,1.1840367,1.2765737,0.9653398,0.52049744,1.0063844,0.72523123,0.8295952,0.67305756,0.8800917,1.094949,0.8408096,1.1023121,1.0805231,1.1399431,1.2648947,0.942644,1.2457219,1.175765,0.8297885,1.0894935,0.52013505,0.8296683,1.1686444,0.68454254,0.8261242,0.7517545,1.145634,0.9171642,1.1518635,1.0882809,1.1744926,1.1497895,0.49696422,0.95636874,1.1723353,0.88841486,1.1044153,1.0315781,1.069874,0.9506527,1.2167346,1.2010533,0.9040345,1.4119997,1.177569,1.1632248,1.2705982,0.9873536,1.2885998,0.8393248,1.0982912,1.1533825,0.9687383,1.079803,0.93913287,0.8325819,1.1400577,1.0879372,0.7658412,0.8704231,1.1260151,1.0816094,1.0919726,1.063441,0.9808988,0.8917952,1.1443743,0.73507625,1.0194219,1.083116,1.2304966,0.44064182,1.1096832,0.91012645,0.86635435,0.991252,0.986524,0.98352456,0.9794353,0.805843,1.033624,0.9832768,1.2406809,1.274994,1.2582166,1.1288307,1.0588759,0.0,1.0949018,1.138337,1.1293145,0.8266537,1.2113041,0.8759669,1.1560408,0.56738895,0.9057251,1.043332,1.1718053,0.9631374,1.0293988,0.9532379,1.0760038,1.0813825,0.81771284,1.0536035,0.8058492,1.0550662,1.1110513,0.89357984,0.81387687,0.8363606,1.3074551,1.1689684,0.9268778,1.0569059,0.9690418,0.7407713,1.1505985,0.6299893
rock,0.9259288,0.9851606,1.0287085,0.6077577,0.82545894,0.95409787,1.0556345,0.9601536,0.9009192,1.0297402,1.187017,1.0771968,0.9958977,1.1382456,0.86810875,0.88567775,1.127333,1.2232493,0.9164076,0.93931943,0.7531308,0.98292017,1.1947696,0.9908968,1.0410618,1.1553681,1.1026245,1.0773954,0.95133674,0.9881394,1.2191286,0.94697887,1.1289918,0.9798052,0.94395036,1.1215045,1.092758,0.9252739,1.0718344,0.9964434,1.049628,0.9889108,0.9854554,0.9977153,1.0503963,1.0191767,0.95435035,0.9308065,1.0481292,1.2409645,1.101692,0.8003423,0.9307976,1.029813,0.92120796,1.1072466,1.0908747,0.8402678,1.1038905,1.0274299,0.98004395,1.1143599,1.0450467,1.0727364,0.96805525,0.25767422,1.0725508,1.0461327,1.0244801,0.58569586,1.1436179,1.1862868,1.2226971,1.0719244,1.0966724,1.012153,1.143054,0.97970873,1.0144535,0.97904354,1.1548638,1.1681527,1.2097931,0.94034076,0.957104,1.0883195,1.0591066,1.1491486,0.47272825,1.133434,0.99008536,1.0949018,0.0,0.92828035,0.9984449,1.0045817,1.096666,1.0607666,1.0651919,1.041117,0.9746606,0.98230004,1.2506022,0.8942747,0.9860769,0.95047927,1.0136323,0.99255866,0.9838326,0.94516826,0.9955022,0.99836594,1.1416308,1.1865396,0.95731896,1.1182768,1.0253252,0.96981335,0.8506501,1.0845482,1.1686842,1.1927797,1.2419556,1.1450217
rooster,0.17650187,1.1793853,1.193034,1.0929078,1.1551753,0.9770034,1.0027403,1.0994296,0.83225363,0.99198174,1.2571137,1.0865184,0.93307745,1.1314592,0.9639682,1.0488527,1.1947429,1.231363,1.1105367,0.8342645,0.9376659,1.1328666,1.2115607,1.1258948,1.1158929,1.0994276,0.984528,1.0185862,0.97200847,1.0845556,1.3119268,1.0128146,1.1970904,0.970688,0.7754314,1.0534153,1.0312893,0.9452494,1.11322,1.0037105,1.0670524,0.9400092,1.1380084,0.94091356,1.1980472,0.9678721,0.96653044,0.93805784,1.0957813,1.226429,1.1452074,1.0648457,1.0857667,0.9498326,1.1225691,1.2780641,0.94968253,0.9584854,1.0376304,0.9394587,1.0247836,1.1923018,1.106682,1.0190935,0.16307342,0.9058635,0.9421596,1.0377505,1.0216146,1.0568819,1.2384893,1.2057269,1.2901381,1.0545744,1.1586578,1.1223166,1.0263929,0.9862435,1.017966,0.5284648,1.1942348,1.1620811,1.0994415,1.0839688,0.44331145,1.0133623,1.0576677,0.96174324,1.0465729,0.8766412,0.912585,1.138337,0.92828035,0.0,0.9510307,0.9922535,1.0907975,1.0233613,1.1122761,1.0957406,1.0808189,1.0309771,1.3210453,0.96829563,1.0413674,0.97764087,1.1005147,0.9794965,1.0293206,0.93173796,0.9570793,1.0896326,1.2912575,1.2203549,0.93028885,1.0678009,1.0180877,1.0355842,0.9841222,1.0413598,1.0099024,1.1690629,1.2886467,1.0390809
scissors,0.87070113,1.2023319,1.2417077,1.0844891,1.35042,0.88268006,0.8437323,0.8483508,0.92364144,0.8454924,1.3231723,0.8471811,0.9254229,1.3245014,1.0081977,0.61317545,1.3104424,1.262695,1.1041763,0.77327716,1.0105789,0.9141819,1.282777,0.79613316,1.1543878,1.0708382,1.2034194,0.99561214,0.9919278,0.94308054,1.3141421,0.8465831,1.2504792,0.915495,1.0691252,1.1648061,0.8698565,0.894397,1.2260802,1.0270879,1.1425201,0.84226763,1.1272395,0.7121593,1.1505663,1.1685765,1.0914762,0.89547473,1.0978848,1.3426588,1.1400082,0.6311967,1.1205686,0.9458704,0.90669876,1.3555532,1.0454217,0.5428837,0.7693927,1.152352,0.42924088,1.2083379,1.1466852,1.3065948,0.929132,0.885794,0.85807,0.29573703,1.0383902,1.2231863,1.2975696,1.4128002,1.4705175,1.1225525,1.217612,1.1030517,1.221763,0.79363513,0.9061033,0.8394339,1.3455575,1.360115,1.1957994,1.1839079,1.025587,1.2974417,1.0805032,1.2319505,1.1710811,1.1796529,1.120559,1.1293145,0.9984449,0.9510307,0.0,0.82759637,1.0677097,1.1116426,0.71095276,0.9608673,1.0457293,0.30797678,1.4200901,0.84085107,0.9781451,0.960995,1.0977402,0.67501634,0.86802065,0.620286,0.9284995,1.0502933,1.3012043,1.2713354,0.73456913,1.3286697,0.47871727,0.9588966,0.8871887,0.602993,1.0868052,1.2809762,1.2490115,1.1107013
shirt,0.83009714,0.9573268,1.349982,1.418988,1.4578532,1.2778114,0.7904757,0.7441187,1.0079802,0.62344533,1.2026632,0.7026639,0.48314524,1.3533604,0.9253638,1.1084875,1.3792901,1.4846741,1.5021203,1.1288326,1.3098276,1.5027376,1.4498112,1.1694388,0.94761187,1.1303716,1.374918,0.45908153,0.8385867,0.6091804,1.4485885,0.89947444,1.5345638,1.17272,1.1516725,1.1949881,0.72840333,0.62659913,1.3322418,0.78159136,0.9178007,0.5237794,0.6355077,0.94940656,1.3580323,1.336676,0.9582705,1.3391113,1.1480612,1.1380626,1.3482139,0.8885049,1.2206839,0.44307172,0.59201515,1.3045578,1.0012599,0.8692349,0.66736394,0.63757175,0.7173365,1.2716327,1.2024388,1.3999362,0.8989636,1.0062108,0.8488979,0.78490716,0.7054034,1.1424198,1.1901766,1.047948,1.2369691,0.83963704,1.3622983,0.78707963,1.0648531,0.40173084,0.57332736,0.9611131,1.3813043,1.3568316,0.8154277,1.0696363,0.9417081,1.3830764,1.3652155,1.2189078,1.3660867,1.1874866,1.2760391,0.8266537,1.0045817,0.9922535,0.82759637,0.0,1.2122183,0.64553064,1.465642,0.7995212,1.1581247,0.83964074,1.3632236,0.9511169,1.0576698,1.0579057,1.2750542,0.8130311,0.118980825,0.78675395,0.764053,1.2961737,0.91858625,1.0144295,0.6620413,1.1041718,1.3803456,1.1743839,1.0403663,1.0169997,1.3097064,1.1049199,1.341228,1.0725439
shoe,1.1448408,0.84404606,0.98604375,0.83783805,0.8097955,0.9022099,0.90152633,1.2359091,1.0594229,0.99625385,0.9505447,1.0970744,0.86987865,1.033101,0.99696547,0.9708457,1.069594,0.7420834,0.8531299,0.90638304,0.8957643,0.82881296,0.8786744,0.9431356,1.138093,0.86526877,0.86745745,1.2012637,1.0588998,1.1227716,0.90767044,1.0695231,0.8134108,0.9411937,0.94164854,0.99787045,1.2798021,1.0288363,1.0673327,1.1378596,0.96300733,1.1758224,1.0301226,1.1038066,0.9743577,0.89451104,1.0208505,0.8095969,0.88791656,0.9838362,0.2766757,1.1490986,0.8116699,1.1852612,0.95836186,0.897088,1.0899459,1.0559816,0.92068803,1.1896533,1.0448605,0.8351382,1.0339823,0.8622281,1.1878452,1.0500194,0.53295326,1.0715504,1.0293006,1.0583142,1.0721741,0.94092566,0.99179333,1.010042,1.0159643,1.1795402,1.032665,1.0371729,1.0199729,1.0589479,0.99237263,1.0456904,0.95236313,0.93231356,1.1014988,0.9131196,0.90062684,0.91568154,0.9957971,0.8048215,0.86250293,1.2113041,1.096666,1.0907975,1.0677097,1.2122183,0.0,0.9861812,0.70812696,1.28811,0.9140379,1.1352676,0.50641394,1.1623132,0.9127124,0.9724335,0.98416406,1.0221697,1.2195626,1.1630293,1.1305723,0.9111974,0.8928836,0.9501811,1.154663,0.8728415,0.84820354,0.851166,1.1235274,0.87073195,0.9686522,0.9084563,0.7759067,1.1472915
shorts,0.94069815,0.8207584,1.2612348,1.2665601,1.2760648,1.2424545,0.8842266,0.91208297,1.060563,0.82127726,1.0774028,0.69876176,0.7640748,1.0565178,0.8666563,0.9856147,1.1898568,1.2527674,1.3512775,1.1373917,1.2986479,1.283675,1.1111478,1.1210617,0.9684928,1.0128951,1.2277529,0.6169155,0.9931023,0.8898524,1.1457151,0.84277886,1.3233048,1.1873126,1.0111529,1.0804439,0.9029452,0.75003505,1.212081,0.9266088,0.99409634,0.9205752,0.8229388,1.0002931,1.1902335,1.2105552,1.0423955,1.1936913,1.2192075,1.0215926,1.061646,1.0731814,1.2540212,0.84623885,0.8317117,1.1143619,1.0058819,1.0061187,0.7801496,0.77657026,0.83173716,1.1034801,1.0004668,1.1953847,1.0520074,1.0252512,0.82273555,1.0582945,0.9372034,1.0669881,1.1526275,0.6215809,0.9835299,0.9601064,1.2176356,0.81995696,0.9171033,0.7192551,0.31265783,1.0473499,1.1830351,1.1761014,0.70484567,1.0469432,1.0362654,1.2466362,1.3439091,1.1263328,1.2324783,0.9582844,1.1698985,0.8759669,1.0607666,1.0233613,1.1116426,0.64553064,0.9861812,0.0,1.2621235,0.86804914,1.1349114,1.0814377,1.0357912,0.9712255,1.1204616,0.93058354,1.1121571,0.8762816,0.61779296,0.96771926,0.84359926,1.2198414,0.8792784,0.91750664,0.9543115,0.6197527,1.2712797,1.2109994,1.0189537,0.96699816,1.1138682,1.0199754,1.1758423,0.99769473
shovel,1.2070198,1.017569,0.89067376,0.75032943,0.7802086,0.7007631,0.95389366,1.1146826,1.0079848,1.2658548,0.9367848,1.0653722,1.2920718,1.0029863,1.0157522,0.6801076,0.95671946,0.65555555,0.59063375,0.80519474,0.7593737,0.43163723,0.65997815,0.80336654,1.1370363,0.70835006,0.9262024,1.3841776,1.1349689,1.2732624,0.74640024,0.9735305,0.6117645,0.7852242,0.9144952,0.99658257,1.2351509,1.1942141,0.9693994,1.242041,1.2264146,1.3430026,1.3067634,1.0488234,0.80912817,0.7543986,0.89749813,0.6559559,0.8086607,1.0603659,0.66080284,0.95368475,0.8846567,1.3640778,1.2094576,0.96678114,1.0671896,0.93599683,1.2031875,1.3626482,0.9781152,0.699042,0.8334762,0.8265981,1.2550831,1.0463643,0.9417574,0.97173864,1.2215203,1.0348611,1.0965391,1.0868611,1.0052347,1.1899617,0.9514483,1.2044693,1.2513987,1.3242863,1.2603458,1.0419878,0.7986088,0.8887984,1.19828,0.9339162,1.2561588,0.76452476,0.7563331,0.885386,0.8712999,0.8478356,0.93043095,1.1560408,1.0651919,1.1122761,0.71095276,1.465642,0.70812696,1.2621235,0.0,1.2402086,0.72464156,0.8223496,0.7723685,1.0840459,0.80393755,0.9086091,0.69157755,0.9228167,1.4587141,1.0118492,1.1800554,0.91171074,1.1789033,1.1179726,1.127414,0.9179696,0.3690964,0.79039943,0.9620935,0.76122254,0.7976185,0.9251623,0.7173313,1.0641356
shower,0.98735833,1.1177704,1.3722692,1.392947,1.3216591,1.1929411,0.8922092,0.45558697,0.97501886,0.638379,1.2077183,0.58904916,0.9440103,1.0916181,0.8668039,0.9530765,1.2305168,1.3882949,1.2979921,1.0777748,1.2192872,1.2831647,1.2400749,0.9510081,0.9426218,0.94628394,1.2714291,0.5701695,0.7181164,0.5964541,1.3391504,0.8749265,1.3727303,1.1499159,1.0988743,1.1488103,0.360444,0.9302145,1.2728504,0.95705664,1.0946736,0.9497594,1.0445749,0.91890633,1.3079174,1.1967738,1.027334,1.2977777,1.1153775,1.2095644,1.3533559,0.75319237,1.2839186,0.83146477,1.0241225,1.3300273,0.96715844,0.74807096,0.73128086,0.8769831,0.9112363,1.2461989,0.80958056,1.1858757,0.9794421,1.0330292,1.0371993,0.8707422,1.0175177,1.0962051,1.2347866,0.89984083,1.2515975,1.1184802,1.2762259,0.48948264,1.0037543,0.8625835,0.78691083,0.9300923,1.1774591,1.1689963,1.053349,0.88809764,0.95681757,1.2013619,1.2904321,1.2206371,1.263998,1.2263352,1.1465883,0.56738895,1.041117,1.0957406,0.9608673,0.7995212,1.28811,0.86804914,1.2402086,0.0,0.91472685,0.80499375,1.426902,0.7919058,1.0143104,0.9097492,1.1484978,0.9476231,0.7038958,0.8692819,0.67947006,1.1737089,1.2316747,1.1298003,0.83442795,1.0261843,1.2551758,1.1693739,0.8044614,0.96199274,1.0983744,0.9567373,1.3882159,0.559882
