,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nail,1.3030043,0.7750062,0.7241391,1.3795407,1.0266416,0.4163258,0.935191,1.1181802,1.3987246,1.4214555,0.60946536,1.3902209,1.3150139,1.0741527,1.43289,1.3034927,1.2500437,0.59558845,0.81657946,1.273737,0.5847378,1.2651937,1.293603,0.7603652,0.7331234,1.1401105,0.90189904,1.1090415,1.2008308,1.2602606,1.2123733,0.8622662,1.3414941,0.73026234,0.18515319,1.4130921,0.67874146,0.90429014,0.80955064,0.92421937,1.2825177,1.089375,1.1861424,0.8956957,1.0779054,1.0364382,0.56538165,0.61171603,1.0335543,1.0275536,0.87277585,1.2005548,0.39593387,0.9137251,0.80499965,1.2089915,1.2973865,1.1671613,0.45697045,0.98516643,1.2305322,1.1981955,1.1293892,1.2488104,1.0174654,1.3520842,1.0631468,1.0621496,1.2480807,1.2475184,1.0786095,1.1327542,0.0,0.8559906,0.3069057,0.70405793,1.3166602,0.85372066,1.3164501,1.2041081,1.3476847,1.1961386,0.35202122,0.3008551,1.103655,0.91408426,0.86151373,0.44417584,1.000281,1.0558773,1.1069137,0.73923624,0.7433251,1.1864367,0.797645,1.3194053,0.9593973,0.8384092,1.2561285,0.68230814,1.1847935,0.9945667,1.2951907,0.29765415,0.7792546,0.9426013,1.2182767,0.8772802,0.21311188,1.3401886,1.2104003,1.3644049,0.5397367,0.4976269,0.17264438,1.0219235,0.92459476,0.7519308,1.1141651,1.1485938,1.2884523,0.3805915,1.2626047
napkin,1.1356013,0.48689562,1.0553731,1.0708888,1.0950694,0.8015506,0.9694561,1.0293446,1.1968824,1.1440603,0.79937035,1.1197821,0.9244539,1.2337407,1.0900781,1.2736202,1.0353543,0.9341546,1.0330515,1.1385748,0.88643444,1.0658611,1.0455335,1.0192046,1.0235645,0.827171,1.0299895,0.8342294,0.90983176,1.0785222,1.1714638,0.85598344,0.98479563,0.90271074,0.8604273,1.1585197,0.92020816,0.98557615,1.0409275,1.0030143,0.95129675,0.81423,1.017265,1.02156,1.0227333,1.0864345,0.6952537,0.9759412,1.0837634,0.9914179,1.0736933,1.1532775,0.8405518,0.6287975,1.1476846,1.1509303,1.0725919,1.0301808,0.8382207,1.095907,1.095451,1.0564463,0.9736854,0.9867532,0.98601925,1.0796813,1.0096813,1.097993,1.1754625,0.93897444,1.2676194,1.2350458,0.8559906,0.0,0.6784823,0.9742449,0.95978737,1.064672,0.99722344,0.7224871,1.1367984,1.1870788,0.7873202,0.7437818,1.10255,1.1305099,0.74665713,0.7713374,1.115394,1.0368032,1.1352973,0.8482523,0.97395647,1.0481476,0.9932018,1.029655,0.83032656,1.1037625,1.0362045,0.962148,1.007781,1.0144174,1.0571728,0.7427486,1.0125499,0.5365458,1.159552,0.9718063,0.8971535,1.1740577,1.0351938,1.3549502,1.057612,0.52191186,0.71867955,1.116628,0.019053578,1.1961783,0.90387964,1.03206,0.85919046,0.81356716,1.0750436
necklace,1.2904451,0.60208195,0.87309086,1.415056,1.121981,0.39748514,0.90561783,1.0337696,1.4425461,1.4692726,0.4856339,1.456109,1.2670747,1.075641,1.4492366,1.3636839,1.2849799,0.7010896,0.79319555,1.2702992,0.59628123,1.2329102,1.2443589,0.7412502,0.7059499,1.0425615,0.76051486,1.0225146,1.1833553,1.2612457,1.2788463,0.8719176,1.3927542,0.7670319,0.38804537,1.5225072,0.64773095,0.7013278,0.75377184,0.89433736,1.221257,0.87329334,1.2554114,0.964453,1.0054909,1.1057903,0.577243,0.7663168,0.95769554,0.9094841,0.908147,1.2059594,0.40518034,0.81139946,0.9244174,1.2853386,1.3649993,1.2148896,0.5386134,0.9402803,1.1377215,1.2268797,0.9418589,1.2428874,0.94330704,1.4429755,0.87146914,1.176045,1.2857647,1.3156222,1.1638063,1.264296,0.3069057,0.6784823,0.0,0.8450136,1.2838415,0.75460976,1.3484486,1.0848992,1.4093642,1.2589068,0.40017027,0.3506108,1.0923907,1.047462,0.81627536,0.45370352,0.9074445,1.0274434,1.0589957,0.7400419,0.8047354,1.0757036,0.7264757,1.3220425,0.6970526,0.804404,1.2632099,0.5963905,1.2250142,0.90542495,1.2285542,0.29811394,0.75315475,0.7657993,1.255118,0.7580161,0.44911337,1.3164291,1.2100269,1.4992613,0.51036096,0.40918612,0.28851873,1.1114047,0.7346784,0.89092875,1.0840124,1.1574359,1.1988357,0.2900784,1.2716485
orange,1.061011,0.92402333,0.4234541,0.9356628,0.5414944,0.9352789,0.976235,1.3268282,1.1623459,1.1763877,0.8301656,1.0838987,0.8994737,1.1954833,1.0851437,1.0904679,1.0810432,1.0361751,1.1607249,1.1988629,0.94449455,1.171096,1.1990988,1.118749,1.1362388,1.3409578,1.1961935,1.0557178,1.0370125,1.0520034,1.1369005,1.1958605,1.1164857,1.0534998,0.94391626,1.2475529,1.0583487,1.1338525,1.2220039,1.0073006,1.1466998,1.2143226,1.0092914,0.51054865,1.117073,0.94311035,0.63085806,0.87447524,1.2998109,1.2043368,0.81794214,1.0636257,0.82080984,0.8101222,0.8042573,0.90929514,0.98430794,0.7608067,1.0414408,1.2359744,1.1060436,0.9401825,0.9825228,0.8174435,1.2376003,1.1082397,1.3400639,0.41216886,0.9881402,0.7565224,1.0365994,0.621232,0.70405793,0.9742449,0.8450136,0.0,1.1178801,1.2096791,0.96580815,0.84839,1.0429897,0.918018,1.002725,0.9519837,0.9084176,0.93816316,1.2751199,0.9352876,1.3655736,1.1396075,1.053983,0.3911357,0.68733394,1.2184542,1.087484,1.2329379,1.1935642,1.1388212,0.87426186,0.9660262,0.90508664,1.2327367,1.1300526,0.8609133,0.9487834,1.097597,0.98352146,1.1604455,0.97007644,1.2783154,0.95345384,1.0022377,0.944583,0.807266,0.8054341,1.0809641,0.9718092,0.9879196,1.1422613,1.0664268,1.312948,0.95872974,1.1094437
oven,0.96222144,1.1315686,1.2852392,0.81020653,1.1174817,1.207884,1.1215702,0.934375,0.4352458,0.6894203,1.0716063,0.6441306,0.76040137,1.1350094,0.79033494,0.7637247,1.0145915,1.1274109,1.0453075,0.7923874,1.2697545,0.8143891,0.7229698,1.1422986,1.2120241,0.703169,1.085491,0.9214943,0.85596466,0.6636814,0.7977948,1.1353034,0.73579705,1.1581167,1.3149064,0.6461282,1.050475,1.096767,1.2585279,1.2988803,0.660346,0.7351552,0.9364717,1.1939737,0.9841999,0.9727227,1.214248,1.0640345,1.1879494,0.99317497,1.3147202,0.8768662,1.2314918,1.08848,1.2967563,0.90527105,0.8922018,0.9881551,1.2742028,1.2545569,0.78344524,0.92200565,0.89704007,0.88494074,0.94490635,0.7206641,0.95254505,1.0479066,0.90205806,0.8565597,1.0849708,1.0108832,1.3166602,0.95978737,1.2838415,1.1178801,0.0,1.2252693,0.8237307,0.74723065,0.8792593,0.9608921,1.2808,1.2860055,1.1125958,1.2120215,1.0854121,1.1201144,1.1863722,0.9916153,0.9417942,1.0987855,1.3539515,1.052216,1.0636215,0.3332259,1.0587953,1.3547243,0.8705266,1.2486007,0.82962924,1.0084527,0.5636474,1.3002312,1.2895322,1.1002033,0.91736573,1.0673271,1.2752609,1.0009145,0.88501084,0.8316133,1.199313,1.2755529,1.2989691,1.2025174,0.9218702,1.3254566,1.0601999,0.92501765,0.7589741,1.2351182,0.7771406
owl,1.1061895,1.0162566,0.973402,1.3350072,1.0442393,0.8348012,0.9439055,0.8468176,1.2264283,1.240695,1.0883075,1.3037149,1.2678154,0.49442518,1.2600968,1.1965704,1.1695447,0.80765784,0.75820947,1.0643259,0.7245956,1.0098592,1.0327444,0.7935926,0.4696414,1.0871887,0.7803358,0.98468536,1.1271572,1.1816083,1.2343833,0.8330723,1.2297217,0.8668265,0.82072794,1.2590564,0.86034715,0.80575955,0.24769223,0.68961626,1.1602235,1.017696,1.1286247,1.0139716,0.9907268,1.151697,1.1633229,0.8966082,0.6884797,0.8033001,0.98215586,1.0322396,0.9713704,1.1954911,0.9678326,1.2567409,1.2211008,1.3276894,0.75990546,0.63859737,1.1551433,1.1801062,1.0063057,1.2990576,0.8667599,1.2454965,0.9009585,1.171933,1.1255072,1.3953929,1.0991588,1.2320085,0.85372066,1.064672,0.75460976,1.2096791,1.2252693,0.0,1.2927681,1.2907528,1.2500875,1.1383636,0.8480277,0.8770449,0.90293753,0.8944204,0.82728016,0.7971493,0.66071016,0.86671793,0.964073,1.1324563,0.86350644,0.93422,0.79583573,1.1739804,0.5888088,0.7605112,1.2671769,0.86666554,1.315594,0.7791114,1.09702,0.8654884,0.8065125,1.0083197,1.0984185,0.7566132,0.7474537,0.9068882,1.2240818,1.2846133,0.8043911,0.99176717,0.8669688,1.0363779,1.0974412,0.7632761,1.0051666,1.0139757,1.1055129,0.84885585,1.1476665
pajamas,0.76136327,1.0276275,1.2823176,0.42319143,1.1371343,1.3905356,1.2555416,1.2891992,0.66505754,0.5519867,1.1636698,0.6475831,0.42452443,1.1603638,0.50683486,0.7334826,1.0206431,1.3263271,1.4596257,1.104079,1.4919534,1.0271553,1.0227621,1.3193214,1.1503844,1.0678884,1.3125,1.0352582,0.6032814,0.89238966,0.7804589,1.2352642,0.62576205,1.2996656,1.4065423,0.72644746,1.3607212,1.3295188,1.2849035,1.287749,0.7939346,1.1856626,0.71861297,1.2176669,0.85337085,0.633987,0.99928594,1.0864576,1.3039606,1.2458401,1.2736061,1.0911787,1.1841588,0.8143314,1.26108,0.56432426,0.741678,0.5954117,1.3732083,1.2672265,0.9033773,0.5447969,1.0985345,0.50208026,1.2542696,0.76661,1.2771025,0.8960776,0.9133269,0.56853724,1.0142866,0.85126734,1.3164501,0.99722344,1.3484486,0.96580815,0.8237307,1.2927681,0.0,0.44285268,0.7289796,0.93099904,1.3596641,1.3586907,1.1230687,1.1373038,1.2422419,1.4323633,1.3197083,1.3492088,0.85346144,0.99494386,1.2029124,1.1340786,1.322556,0.7369733,1.312264,1.332828,0.3622856,1.3124547,0.34381616,1.336898,1.055508,1.3764232,1.301252,1.0104002,0.9342162,1.3807077,1.3556211,1.065327,0.44249934,0.6402142,1.5258977,1.1027172,1.307013,1.0080026,0.9192798,1.4596072,1.2382181,0.9003293,0.9994555,1.2892523,0.72187424
pants,0.8858464,0.83203244,1.3225226,0.63408864,1.265921,1.2006812,1.1597549,1.2962928,0.79960907,0.6701213,0.7681984,0.5856195,0.5845405,1.1422246,0.54471284,0.89218414,1.150099,1.3076134,1.5035001,1.2081314,1.4449735,1.1030028,1.0012662,1.296767,1.0604217,1.0013452,1.3494384,0.8854599,0.48194468,0.7800164,0.9595269,1.4027455,0.5324663,1.3819723,1.3195552,0.8702892,1.2583647,1.150467,1.2644708,1.2016786,0.7838415,1.0349513,0.8609951,1.3156574,0.7898703,0.8478787,0.9042538,0.99494785,1.4459596,1.2809039,1.1296186,1.167002,0.9386843,0.47439706,1.4390776,0.72468704,0.79637563,0.79488575,1.2470474,1.4561478,0.8267677,0.4334061,1.0966594,0.2473439,1.3311982,0.7286207,1.3098853,1.033244,1.0329334,0.5300906,1.0103692,0.89338535,1.2041081,0.7224871,1.0848992,0.84839,0.74723065,1.2907528,0.44285268,0.0,0.9123071,1.0480485,1.22132,1.1795986,1.1283649,1.1352149,1.1300803,1.2182449,1.4440243,1.3611946,0.75439465,0.80958843,1.1973361,1.0201975,1.2104045,0.75446826,1.0568248,1.4729314,0.4301567,1.0194174,0.30306184,1.432848,1.1062931,1.1125298,1.3528398,0.9766401,1.033455,1.4127736,1.3219389,1.1004968,0.43544066,0.90721285,1.4084368,0.93852454,1.1886382,1.3146015,0.64609075,1.5462412,1.2432039,1.0076948,0.91969883,1.1634785,0.8543915
paper,0.6866616,1.2699667,1.2095989,0.53445387,1.0167732,1.3954699,1.2078301,1.0824982,0.58150613,0.5212678,1.2420602,0.6008402,0.7418048,1.0173938,0.519989,0.6236852,0.61193895,1.2819235,1.3417337,0.7077563,1.3835056,0.958225,0.90772676,1.2391293,1.2132388,1.0109173,1.2215449,1.1616805,0.85381925,0.8054034,0.6447066,1.2053654,0.7154207,1.23151,1.3665881,0.5542484,1.2880518,1.2083192,1.2528644,1.2381657,0.6688161,1.1349967,0.7950666,1.085111,0.98896456,0.85746896,1.2060112,1.0150024,1.1461937,1.156338,1.109797,0.91401005,1.2303134,1.0655736,1.1948984,0.7330611,0.70659506,0.7297719,1.420051,1.1363821,0.86242497,0.832096,1.1101968,0.81087565,1.1410882,0.6779932,1.0173501,0.94899195,0.74429774,0.7535008,0.9158873,0.9008234,1.3476847,1.1367984,1.4093642,1.0429897,0.8792593,1.2500875,0.7289796,0.9123071,0.0,0.81757724,1.3478806,1.353849,1.1067038,1.0924832,1.1209805,1.3910229,1.2045692,1.1792587,0.94950485,1.1405253,1.3054808,1.1001788,1.2454814,0.73747414,1.3092542,1.2260114,0.699336,1.3862325,0.8889096,1.2024838,0.92999387,1.4873213,1.2782627,1.2257519,0.80142146,1.2347932,1.361907,0.99610674,0.75175685,0.53038824,1.4349716,1.3356738,1.350815,0.81487024,1.1045935,1.3163279,1.1461818,0.898324,0.9132395,1.4224722,0.71519256
pastry,0.8387277,1.1854925,0.913396,0.81232303,0.8736809,1.1941395,0.91340184,1.0509803,0.91673696,0.9260769,1.2743093,0.9639824,0.8517402,1.0542877,0.8798392,0.88759613,0.81426394,1.1293855,1.197836,0.82959294,0.9934145,0.93576247,0.95827913,0.96497023,1.1912665,1.2501886,1.0323269,1.0672975,1.0759574,1.0260965,0.9453912,0.9999584,1.0099013,0.9974158,1.2317787,0.8856433,1.225978,1.1221575,1.1700892,0.8963574,1.0074004,1.1728425,0.8400159,0.878801,1.0997871,0.94013697,1.1772313,1.1131644,1.1158249,1.1130273,0.82502496,1.0265336,1.1647707,1.1657454,1.0083193,0.8617064,0.8474798,0.9808003,1.0942658,0.99835145,0.9611599,0.92667913,1.0328423,1.0004045,1.1102322,0.9277921,1.1605687,0.8571836,0.79659563,0.9119835,0.9632997,0.87092036,1.1961386,1.1870788,1.2589068,0.918018,0.9608921,1.1383636,0.93099904,1.0480485,0.81757724,0.0,1.2973539,1.2928891,0.9844997,0.8813936,1.2170923,1.0925125,1.1611013,1.044971,1.0744848,0.9834115,0.9963988,1.1524351,1.0093371,1.02342,1.2026927,1.1925671,0.9859893,1.0927075,0.9555621,1.0946213,1.021865,1.2975937,1.1109185,1.2328146,0.8129513,1.1518309,1.1753263,0.9462054,1.0444872,0.7888911,1.1809866,1.2696325,1.1599858,1.0108036,1.1627086,0.98477286,1.0912889,0.99472094,1.1423869,1.2721143,0.8833929
pen,1.2725037,0.8019042,0.95936215,1.4051942,1.154753,0.34376836,0.95579046,0.9856813,1.4619534,1.4770114,0.5300977,1.4353049,1.4142528,1.0762339,1.4562855,1.3457305,1.1238037,0.53508687,0.70485634,1.1379641,0.57681334,1.1253033,1.1859329,0.7652278,0.8507397,0.9300327,0.7224431,1.0421984,1.213735,1.2716446,1.1545271,0.6950444,1.365519,0.650992,0.09368336,1.3784492,0.48484737,0.9063576,0.84833294,0.9217815,1.2274785,0.9014072,1.2635393,1.0677608,1.1111933,1.1953206,0.65434146,0.6945609,0.9193253,0.8245232,0.87678236,1.1530505,0.57395864,0.9209613,0.80752385,1.3055831,1.3644569,1.2282805,0.5053971,0.8619205,1.169463,1.2536178,1.0905471,1.3226899,0.7719656,1.343586,0.7932176,1.27034,1.3483064,1.3323703,0.9692,1.2012115,0.35202122,0.7873202,0.40017027,1.002725,1.2808,0.8480277,1.3596641,1.22132,1.3478806,1.2973539,0.0,0.030091226,1.0653212,1.0149198,0.7844412,0.5419233,0.84992045,0.8798082,1.1538938,0.97770965,0.9412197,1.0862792,0.87873816,1.2659235,0.9247225,0.6859298,1.3547477,0.5772963,1.2269115,0.7237536,1.1918771,0.32258904,0.6707269,0.89441395,1.2964569,0.6815183,0.34307384,1.1934627,1.2595295,1.4371619,0.5368873,0.60041964,0.38552082,0.83725697,0.83920467,0.74063766,0.9589405,1.1449474,1.0001073,0.37426698,1.3141367
pencil,1.2957326,0.7602501,0.94903517,1.3743324,1.1636908,0.33844423,0.9669367,1.0209033,1.4836988,1.4902973,0.47736776,1.4312778,1.3683347,1.1069384,1.4582653,1.3672317,1.1226541,0.5480208,0.7504054,1.1727054,0.56421995,1.1435494,1.1926205,0.78787494,0.8479738,0.9493017,0.756424,1.0396909,1.2077692,1.290343,1.1944635,0.7150348,1.36165,0.6290982,0.09667194,1.3996233,0.48944002,0.8795147,0.87569696,0.90152717,1.2412661,0.91950774,1.2463712,1.0739712,1.0893238,1.179858,0.5635245,0.70171195,0.94979626,0.86412024,0.8744837,1.1789552,0.518701,0.87083375,0.79503495,1.3043785,1.3490212,1.167559,0.51765406,0.899262,1.1760186,1.2631338,1.0679307,1.2987959,0.81439203,1.3574594,0.8497354,1.246515,1.3551245,1.3016146,1.009636,1.1842871,0.3008551,0.7437818,0.3506108,0.9519837,1.2860055,0.8770449,1.3586907,1.1795986,1.353849,1.2928891,0.030091226,0.0,1.0562406,1.0308324,0.81536335,0.4989257,0.88721925,0.91133446,1.1379219,0.9195651,0.9161643,1.1042511,0.880986,1.2896152,0.92852306,0.6925489,1.3277047,0.572404,1.2114571,0.76740825,1.2322423,0.28445148,0.72769666,0.8754514,1.3097634,0.7223534,0.3397082,1.2286117,1.2453718,1.4473029,0.57096314,0.52115244,0.33332276,0.8451195,0.7920124,0.7660806,0.9673093,1.1550975,1.034481,0.348325,1.327837
pickle,1.0344069,1.1596315,0.79649657,1.0949851,0.91982836,1.0267435,0.87421906,0.9985133,1.1897392,1.1613785,1.0527935,1.1091197,1.0614185,0.8869783,1.0812715,1.148078,1.0385661,0.93044406,0.8858405,1.1861365,0.9025888,0.9051208,0.9492376,1.059784,1.0391912,1.2327595,1.1063603,0.9672517,1.0875111,1.1083845,1.1602365,1.0195407,1.1034465,0.96134776,1.0458666,1.139747,0.9823888,1.0209856,0.90596765,0.73137194,1.2398661,1.1274015,1.0296437,0.9202858,1.0708613,1.123238,0.99395716,0.9613364,0.74736714,0.97792166,0.6051294,0.9382947,1.1097375,1.0221227,0.7071341,1.0896535,0.87407565,0.9543942,1.035244,0.90428984,1.0599802,1.0440716,0.9381731,1.0445316,1.0235199,1.0907948,1.2460861,0.7612741,1.052387,0.9472806,1.0594257,0.93810916,1.103655,1.10255,1.0923907,0.9084176,1.1125958,0.90293753,1.1230687,1.1283649,1.1067038,0.9844997,1.0653212,1.0562406,0.0,0.8102443,0.964581,0.93740684,0.8060485,0.8773823,1.0817325,0.97906774,0.825816,0.99547994,1.0106475,1.1906013,0.9868903,0.7525476,1.1559483,0.774755,1.1108372,1.0683906,0.94323725,0.92762923,0.90028447,1.1836436,1.0456859,0.9771074,1.0474503,0.88706744,1.1406956,1.0622376,0.9677527,1.1078714,1.1424215,0.7552409,1.1128423,0.75862557,0.83666646,0.99430597,1.1831546,1.169395,1.1786549
pig,1.0227175,0.92104214,0.62867665,1.1746242,0.9107598,1.0216072,0.85868096,1.0404296,1.2142978,1.1907946,1.1254321,1.1638349,1.128916,0.9314765,1.1644928,1.1187068,0.9396103,0.9338101,1.0356469,1.1073593,0.8976414,0.92452306,0.9859636,0.8748646,0.9697191,1.2199103,1.0483912,1.0466634,1.1192887,1.1774207,1.1187199,1.0430926,1.1139765,1.0297116,1.0202326,1.1376982,0.9875283,1.0124782,0.8579371,0.51702225,1.2343448,1.1322473,0.745376,0.96409935,1.1232988,1.0243199,0.95923036,1.1078418,1.0270059,1.0467347,0.6439732,1.0306488,0.84514594,1.0604813,0.91819,1.0412726,1.083767,1.0436287,0.8574248,0.763306,1.1998903,1.0409188,0.9593359,1.1504202,1.0724506,1.142453,1.1169764,0.9316098,1.1382542,1.0423951,1.0084249,1.0942444,0.91408426,1.1305099,1.047462,0.93816316,1.2120215,0.8944204,1.1373038,1.1352149,1.0924832,0.8813936,1.0149198,1.0308324,0.8102443,0.0,1.027291,0.95395887,1.0071367,1.0470451,1.0669857,0.8277037,0.35235584,0.9383691,0.88998663,1.2398219,0.99027675,0.86766773,1.1204816,0.9415678,1.0557503,1.1278371,1.1097538,0.98069906,0.9224346,1.0240959,1.1191651,1.0784774,0.9532652,0.90119195,1.1114384,1.0664396,0.92629176,0.900704,1.0176339,0.99912554,1.1429756,0.6288628,0.88772404,1.1436743,1.1853018,1.0249958,1.1353805
pillow,1.1349912,0.992865,1.0110135,1.3344177,1.0136908,0.7897711,0.8985937,0.5988916,1.1333499,0.96597016,0.8845818,1.1529613,1.259752,0.9110615,1.0335832,1.1253768,0.9206233,0.8050736,0.5881289,0.8801993,0.76768094,0.9449574,0.87271535,0.67384005,0.8822244,0.81920683,0.85782105,1.0333954,1.176077,1.1028081,1.1373088,0.8842078,1.0160706,0.9087473,0.74656177,1.0197164,0.8452693,0.8897577,0.7583107,0.89417696,1.1451364,0.80252534,0.99716055,0.99959433,1.0251777,1.2908688,1.1324205,0.86884713,0.7415941,0.9753053,0.96505684,1.1679041,1.0264734,1.0254985,0.9473225,1.3396895,0.9054276,1.3466086,0.69284743,0.7903968,1.1982657,1.1764665,1.1037953,1.1414281,0.9294177,1.159319,0.9036693,1.265444,1.2001925,1.2953818,1.0865364,1.31125,0.86151373,0.74665713,0.81627536,1.2751199,1.0854121,0.82728016,1.2422419,1.1300803,1.1209805,1.2170923,0.7844412,0.81536335,0.964581,1.027291,0.0,0.7437259,0.68612427,0.80309725,1.1005042,1.2452633,1.0137539,0.75782585,0.7487243,1.0961353,0.7861377,0.8793994,1.3328195,0.8045074,1.2243726,0.9061729,0.9630078,0.70556283,0.77654094,0.9007289,1.1802251,0.89561325,0.7538545,0.88047945,1.2512851,1.2849729,0.6636698,0.9656416,0.86352485,1.0186589,0.8037375,0.78167856,0.7668922,1.0725418,1.0445011,0.8129348,1.179612
pizza,1.2481909,0.83774465,0.8532887,1.396424,1.1069968,0.49630415,0.86728275,0.90067065,1.4395787,1.4359751,0.6308589,1.3252647,1.3647357,1.0480143,1.4845598,1.374917,1.176183,0.71234816,0.6757504,1.1894702,0.38986683,1.1980604,1.2258842,0.6872063,0.7725249,0.904055,0.81555533,0.98453,1.2249833,1.1483171,1.2604886,0.773542,1.2861817,0.49898553,0.4472319,1.3889216,0.67641693,0.7710999,0.7185742,0.8345481,1.2211096,0.90534574,1.2497677,0.97702116,1.1596359,1.2989932,0.80429995,0.7493366,0.9244065,0.8356714,0.8811044,1.1493111,0.6473459,0.97003204,0.8921473,1.3426745,1.207937,1.3707968,0.5615772,0.90162224,1.1115599,1.2904949,1.0028855,1.3020613,0.8221774,1.3265326,0.98580176,1.1166446,1.2170991,1.3132873,1.1458067,1.2077265,0.44417584,0.7713374,0.45370352,0.9352876,1.1201144,0.7971493,1.4323633,1.2182449,1.3910229,1.0925125,0.5419233,0.4989257,0.93740684,0.95395887,0.7437259,0.0,0.8702942,0.84884375,1.1100084,0.8913221,0.7659555,1.0926175,0.6028289,1.2727007,0.7239415,0.86142033,1.4342697,0.558928,1.327265,0.9143114,1.189236,0.40957916,0.77394325,0.9523784,1.1705678,0.736088,0.4876579,1.230338,1.2687123,1.3913429,0.5734047,0.6848802,0.48781228,1.1626217,0.8394263,0.7848675,0.920151,1.1528893,1.180604,0.5808054,1.2223077
plant,1.1764474,1.1181824,0.9895245,1.3652972,0.9801918,0.84196115,0.920167,0.63097316,1.2247401,1.1852725,1.1386962,1.2932,1.3114346,0.88113564,1.2658279,1.2300733,1.0147458,0.7242644,0.61631304,0.9308092,0.7077052,0.8377827,0.91071546,0.75392,0.96799415,0.81913173,0.6385403,0.94333935,1.2181398,1.1837232,1.205307,0.7525826,1.2453996,0.79934967,0.82192457,1.0695481,0.76249856,0.74930274,0.7107257,0.7979553,1.0586717,0.8949396,1.1861327,0.97380334,1.1433626,1.2015696,1.2340395,1.1429882,0.08193576,0.8146498,1.0326895,0.97587574,1.1499989,1.3921616,0.8838383,1.2954377,1.1022123,1.3496981,0.76803344,0.5441382,1.168114,1.3429023,0.8742087,1.4472064,0.8081002,1.1540712,0.64182746,1.1156486,1.1098418,1.4227684,1.0424386,1.1402009,1.000281,1.115394,0.9074445,1.3655736,1.1863722,0.66071016,1.3197083,1.4440243,1.2045692,1.1611013,0.84992045,0.88721925,0.8060485,1.0071367,0.68612427,0.8702942,0.0,0.7821795,1.1208737,1.2988242,0.95157444,0.80210114,0.79455566,1.1087873,0.6671033,0.6293924,1.3834726,0.879478,1.3331108,0.71418035,1.0404595,0.9235417,0.7667195,0.9593653,1.0967125,0.7526886,0.7817134,0.71558106,1.3272227,1.1933228,0.76945776,1.0920982,0.99580127,0.87979174,1.1459816,0.67017657,0.8850016,0.8771498,0.94308335,0.89505434,1.101613
plate,1.2220237,1.1619632,0.79557097,1.2923173,0.79880184,0.83697724,0.603418,0.55756915,1.1196834,1.3378618,1.1038783,1.3270676,1.2757101,0.9019562,1.3867006,1.1906283,0.7468945,0.724786,0.2563436,0.76859987,0.5820219,0.7192056,0.7656232,0.8633207,1.1138151,0.8597497,0.92116183,1.1505985,1.3597863,1.1271172,1.1238352,0.8522982,1.2708135,0.82064474,0.8572618,1.1827374,0.5702542,0.89345795,0.9058831,0.8128176,1.292902,0.88836485,1.2068892,0.7681097,1.1495687,1.287183,1.1502547,1.0818381,0.7741947,0.56743264,0.9661428,0.62082285,1.1672028,1.2669622,0.6648409,1.3192744,1.1271011,1.272851,0.7517711,0.84326255,1.1492785,1.3668555,0.777303,1.4333131,0.60070604,1.2533873,0.89557225,1.0327648,0.92533517,1.3286943,1.0395633,1.0608987,1.0558773,1.0368032,1.0274434,1.1396075,0.9916153,0.86671793,1.3492088,1.3611946,1.1792587,1.044971,0.8798082,0.91133446,0.8773823,1.0470451,0.80309725,0.84884375,0.7821795,0.0,1.2284133,1.1653436,0.9243778,0.94644326,0.8628848,1.2066348,0.93754005,0.688121,1.3976284,0.8790713,1.3390814,0.77017057,0.54280794,0.8646429,0.6501752,0.9670413,0.897591,0.49399185,0.8612733,0.86742264,1.3551337,1.1530335,0.6155226,1.1349919,1.0182824,0.9167098,1.0977702,0.5569059,0.34455514,1.1571146,1.0945464,1.0146629,1.2926943
