,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,closet,cloud,coat,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
flower,1.0728248,0.9156188,0.7389649,1.4116676,0.7501097,0.8287593,0.6542748,0.8624257,1.4308611,1.3739679,0.68898016,1.0885484,1.3217,0.5424278,1.3047246,1.1890333,0.65479696,0.4888953,1.1168437,1.0489538,1.165273,0.668175,0.73482645,0.6890159,0.60720974,1.2438202,1.2336575,0.7295544,1.1054798,0.9727532,1.3547065,0.9499867,0.9189453,1.0343373,1.4026716,1.1997607,0.68590647,1.2170367,0.62700576,0.72260606,0.85498595,1.2070103,1.088687,1.2220552,1.1103019,1.0656327,0.8527522,1.1558708,1.2859559,0.99123234,0.44018233,0.0,1.2725816,0.96759015,0.6754075,1.035255,0.9714809,0.47262645,1.1315589,1.1092539,1.2428547,1.0669059,1.410728,0.75305307,1.169767,0.7885448,1.1157773,1.1922694,1.3917222,1.0006425,0.70901865,0.5183039,0.9010291,1.1373637,1.3758423,0.52755094,1.1158059,1.054641,1.0198551,0.9275787,0.9169566,0.74385107,1.4092367,0.75354004,1.4094584,1.4305856,1.2034235,0.77166647,1.0261172,1.1941553,1.0420316,1.3453391,0.34898126,1.3014033,0.44938713,0.6501814,0.7021328,1.3818498,0.65390205,0.9811237,1.0469853,1.3693032,1.4202511,0.95334256,1.3360027,0.6753106,1.2216991,0.944358,1.2218146,0.6794224,1.1103841,0.9305128,1.0033022,1.0710278,1.2262142,0.7410852,0.9626211,0.7329722,1.3566929,1.1080034,1.4058361,0.82086504,1.120765,0.9219894,1.2530717,0.94614214,0.8330873,1.2547072,0.780047,0.4372735,0.6232514,0.98867154,0.8545305,1.0111262
foot,0.8479525,0.7398352,0.8640634,1.0051652,1.135919,0.5447221,0.9602523,1.0514818,1.1477946,1.1164298,0.91859275,1.281331,1.1779444,0.95892733,1.226714,1.3246783,1.2488672,1.0133802,1.0739012,1.1659958,0.44734168,1.3671031,1.3191202,1.1318109,1.3544129,0.9973803,0.99357766,0.98133945,1.2450473,1.1139281,1.0620241,1.168908,0.79702806,1.0958965,0.7497859,0.5928998,0.72293776,1.3384004,0.8177767,1.2648839,1.0284768,1.1226354,0.7629335,1.1140625,0.8568864,0.28892827,1.0215759,1.0178168,0.27741647,1.309087,0.92235076,1.2725816,0.0,1.1285768,1.0135958,1.2881914,0.49334514,0.930106,1.3326955,1.1001596,0.96189004,0.65857685,0.6001191,0.7072028,1.2948644,1.2255247,1.1679647,1.2572364,1.1025548,0.889366,1.1743046,0.8370815,1.1562327,1.0838809,0.83860826,1.4358498,0.5245098,0.68212384,0.3963886,0.76318526,0.35748094,0.88910234,1.1057696,1.1845895,1.0145947,0.86491835,1.2686622,0.89150465,1.0790706,0.64038885,0.60485315,0.6480776,1.1729407,1.0768452,0.9289797,1.0418432,0.72952783,1.0675611,1.2123207,1.1735405,1.0797589,1.2422874,1.0651019,1.2177869,0.69605297,1.2200937,1.1588241,0.87328625,1.3498921,0.6151856,1.1946037,0.5625249,0.7076454,1.0346328,1.2652714,0.99702936,0.46202803,1.4288514,1.1770989,1.2555597,1.2043264,0.6356162,0.240286,0.609118,0.9722085,0.74171495,1.2758119,1.0964222,1.3219552,1.1620531,1.4531729,1.0327358,0.5749599,1.2388866
fork,0.9554457,1.0778904,1.0759827,1.1879134,0.9374614,0.9725078,0.88506263,0.74763304,1.0542495,1.2035116,0.9734449,1.0341163,1.258974,0.77421105,1.1858273,1.0122817,0.75888246,0.88758445,0.71618116,0.9286237,1.0051532,0.93620336,0.77792156,0.9045594,0.9451788,1.228514,1.1360247,0.68418264,1.0272894,1.0104475,1.2738868,0.84575516,0.93510336,1.1296474,1.2328446,1.0833244,0.76444554,1.0438857,0.8493352,1.0460364,0.9528501,1.0784647,0.90513206,1.2388651,1.0824487,1.1013453,1.2442784,1.1562876,1.0159576,1.1279008,0.8436244,0.96759015,1.1285768,0.0,0.7535629,1.0202054,1.031432,0.9336791,1.155196,0.9400821,1.1855459,1.1071379,1.0928593,0.88407665,1.0514549,1.0451715,0.78013587,1.1672655,1.1973214,0.5594046,0.8870998,0.9151231,0.89376616,1.0040777,1.0859357,0.9573513,1.1038674,1.1262189,1.1198013,0.9331503,1.0393564,1.0417733,1.0839623,0.9599505,1.2669914,1.3129779,1.0816348,0.605831,0.61985475,1.1365788,1.1219505,1.0695719,0.8699967,0.741436,1.0125597,0.9517136,0.9629535,1.0771871,0.9744702,0.95880187,1.0560623,1.0024464,1.2381488,0.8651488,1.2164569,0.6925832,1.0223948,0.87746334,0.98198974,0.9204626,1.2167228,0.9535432,1.0344499,0.23361564,0.9655013,0.8055785,1.1065876,0.9475827,1.2445526,1.0200969,1.0869973,1.0027251,0.9961659,1.0673683,0.8335499,0.946386,0.8903513,0.9486634,1.0629798,0.9950584,1.0230672,0.7052736,0.9434565,1.1305052
frog,0.59414285,0.7568691,0.8965831,1.3029978,0.6795364,0.661927,0.6129932,0.94863254,1.4080052,1.3268769,0.82991695,1.1777195,1.3128443,0.4552287,1.2943424,1.1345223,0.7090615,0.7537017,1.1702427,1.0902294,0.916112,0.9917455,0.90309465,0.9418926,0.8232837,1.2668816,1.2183042,0.6346891,1.1670742,1.0519745,1.3628987,0.8558217,0.667065,1.031584,1.3144829,0.99274117,0.6625196,1.2904339,0.80111563,0.8291916,0.8973167,1.2929504,0.87474847,1.2597853,1.0128999,0.87944406,1.0711329,1.2273568,1.0273489,1.1979594,0.39783895,0.6754075,1.0135958,0.7535629,0.0,1.2369636,0.88836384,0.64201486,1.1980774,1.0171738,1.3078601,0.9217949,1.2467697,0.738297,1.147089,0.78264403,0.95526963,1.2055476,1.3140099,0.71060765,0.95474696,0.73315716,0.90715724,1.2005758,1.2844176,0.8143401,1.069399,0.9163859,0.8358766,0.89065814,0.84507066,0.7733001,1.4204233,0.7720734,1.3377001,1.3828404,1.1996264,0.6949642,0.8702954,0.9646531,0.9871757,1.1321256,0.67675686,1.2514985,0.6779456,0.7931368,0.74530905,1.4654353,0.69655573,0.96848506,1.1079301,1.2183723,1.409667,0.82321364,1.2741034,0.75988615,1.2156543,1.048091,1.1738933,0.6532128,1.1286769,0.8906667,0.813367,0.8530482,1.1341548,0.77266514,1.0043408,0.8978615,1.3547273,1.2888476,1.3805708,0.8109655,0.9013997,0.9556459,1.1543794,0.8993001,0.7950524,1.2010715,1.0349579,0.85858786,0.91608495,0.93604386,0.7631428,1.2558074
glass,1.0593773,1.2847973,1.1403823,0.73524064,1.0127167,1.3447266,1.0768903,0.998938,0.80347073,0.7668232,1.2476288,1.0461894,0.810027,1.3208799,0.8347869,0.93392944,1.0467341,1.2159814,0.8461258,0.9267225,0.9941096,1.0476897,1.044933,1.2411612,1.0426059,0.93154186,1.1280522,1.1383815,0.92532086,0.9441741,0.85821486,1.0306648,1.1167665,1.0091399,1.1068285,0.9482755,1.3666334,0.7854557,1.2748656,0.86134136,0.9110195,0.94806194,1.1323321,0.92356986,1.0826794,1.2475693,1.0738508,0.8387147,1.160777,0.7247172,1.2987096,1.035255,1.2881914,1.0202054,1.2369636,0.0,1.2902851,1.266633,0.8521445,0.84778476,0.88404924,1.1919072,0.8617894,1.3968289,0.8500446,1.0003685,0.9883814,0.895913,0.8789251,1.1519141,1.1166116,1.2594637,0.86561185,0.8192905,0.8260884,1.0263343,1.1792095,0.9773632,1.2064697,1.2678192,1.3959188,1.0918105,0.7725171,0.996177,0.94888884,0.9942718,0.7289187,1.2796886,0.96009296,1.0313705,1.1907501,0.8582983,1.0361133,0.8513855,1.0901619,1.2171972,1.2707807,0.7824707,1.0834633,0.73456144,0.9732958,0.73059666,0.8330436,1.0097084,1.1122681,1.0577083,0.95013964,1.0843468,0.927482,1.3336086,0.9263237,1.2174984,1.2722635,0.91472775,0.9259933,1.3032552,1.0776296,1.0923004,0.8587216,0.90433156,0.6920752,1.2857363,1.2743318,1.2308297,0.8279915,1.2585413,1.0093621,0.50383496,0.8580867,1.133519,0.9265437,1.158299,1.3220879,0.8085649
glasses,0.9619202,0.889153,0.46895432,1.2308407,0.9793012,0.63023144,0.88672304,1.1055638,1.3731539,1.2951069,0.61215794,1.3384097,1.2931173,0.6541233,1.3360598,1.3378608,1.06924,0.6972119,1.1425805,1.1100802,0.7666319,1.1563118,1.2348084,1.0547347,1.0446193,1.1226271,1.2669339,0.8791748,1.1184568,1.0888484,1.2752677,1.034496,0.82692957,1.0672688,1.1735051,0.88600194,0.4850778,1.4137521,0.57274413,1.167371,1.0449736,1.198878,1.0128888,1.2710482,0.7548858,0.5460988,1.029402,0.87722176,0.5625253,1.2942619,0.71915525,0.9714809,0.49334514,1.031432,0.88836384,1.2902851,0.0,0.7762469,1.2428477,1.1154073,0.99642617,0.7427393,0.9345908,0.5248184,1.164452,1.1426744,1.147526,1.2586119,1.294722,0.77208525,1.1228691,0.5331371,1.1895481,1.1333334,1.2300372,1.2070173,0.6503038,0.7573939,0.46664405,0.95722246,0.26261473,0.7215261,1.2863157,1.0597608,1.2477509,1.194717,1.353296,0.60814154,1.0535504,0.7779771,0.9132431,0.93719375,0.9975007,1.1926906,0.7338735,0.93516856,0.6128008,1.2789333,1.0166408,1.2375696,1.1533716,1.3669442,1.2773423,1.106644,1.0075722,1.1387559,1.1639472,0.8847248,1.3462927,0.43763703,1.1469443,0.446764,0.92743623,1.0622149,1.3026097,0.8377472,0.6296616,1.2356803,1.3245609,1.2045345,1.4023613,0.43820512,0.5299617,0.4860363,1.1074297,0.91695,1.1672211,1.2418686,1.2068306,1.0318305,1.1998465,1.0518271,0.2692976,1.2391645
glove,1.0906048,0.64536995,0.6336564,1.4089793,0.6502427,0.62903154,0.68019766,0.9076917,1.4969366,1.4574115,0.56093454,1.2440943,1.29909,0.49757457,1.3588827,1.3376015,0.5911406,0.34046137,1.121767,1.0627098,1.0444397,0.9348801,0.7173104,0.5729415,0.732412,1.1996629,1.1721607,0.71215594,1.1888844,1.1521885,1.3210832,0.9472412,0.93936735,1.1217866,1.2474312,1.1961551,0.43248326,1.3877288,0.44424582,0.76115966,0.8915808,1.2717292,1.075468,1.2307757,1.1014352,0.91517854,0.7394005,1.3017927,1.0284811,1.2425172,0.3424163,0.47262645,0.930106,0.9336791,0.64201486,1.266633,0.7762469,0.0,1.4151487,0.98994976,1.2932736,0.9049273,1.2895756,0.44002664,1.3188503,0.8803541,1.24922,1.2374184,1.3218074,0.87107563,0.7832675,0.42897952,1.0679134,1.1653888,1.2139902,0.69651484,1.0273527,1.0048895,0.72026724,0.6283704,0.60937274,0.73580456,1.3728399,0.8515155,1.3315278,1.2720327,1.3522146,0.58023316,0.91773486,1.165351,0.83727515,1.2996671,0.71503615,1.2740588,0.5191919,0.6293711,0.48926944,1.3560231,0.7421233,1.1559497,0.99542797,1.3966596,1.3617009,0.9422106,1.1258779,0.74355245,1.315757,0.82508814,1.3377874,0.34088236,1.2419384,0.7243613,0.6416876,1.0257567,1.2461756,0.7131977,0.7680676,0.8108463,1.390558,1.3095626,1.5243936,0.6749991,0.8220902,0.7611799,1.1453059,0.65599763,0.9054389,1.3742821,1.1951501,0.5764125,0.8956148,1.0147278,0.55143476,1.3068273
grass,1.101665,1.2557912,1.1187516,0.7945808,1.1690694,1.3208365,1.1945071,1.2241068,0.7407852,0.62573016,1.1770134,0.5334842,0.8627982,1.21199,0.6966416,0.47617996,1.1940156,1.2847579,1.0843202,0.9659693,1.2965817,0.7097969,1.0669183,1.1945947,0.93678415,0.7954898,0.9713528,1.217469,0.8460923,0.882957,0.80210483,1.0835457,1.152852,0.9576065,1.0400401,1.1346866,1.3423374,0.7764571,1.3247954,0.8658515,1.0727463,0.86006916,1.2369429,0.7951563,0.9931009,1.2698073,0.9561796,0.80336386,1.2752535,0.78847754,1.2943091,1.1315589,1.3326955,1.155196,1.1980774,0.8521445,1.2428477,1.4151487,0.0,1.0580509,0.8906541,1.2140546,1.0703925,1.3773448,0.6718491,1.0921814,0.8950202,0.61384004,0.77270204,1.217781,1.194045,1.3030479,1.0554925,1.0023657,1.0445566,0.9317826,1.2212993,1.1987125,1.30231,1.3852301,1.3578917,1.1698692,0.8689923,1.0999702,0.8171569,0.87771106,0.80910236,1.2416334,1.1354015,1.1317079,1.3097663,1.1208879,1.1722064,0.99036837,1.2206806,1.1848824,1.4005021,0.8787281,1.1253678,0.9573741,1.0551634,0.73149633,0.8558847,0.9838073,1.138638,1.0981408,0.80773735,1.1750436,0.44325584,1.3678932,0.60628676,1.2105222,1.3080866,1.1524818,0.6135559,1.0529433,1.2735428,0.86474323,0.64522463,0.565099,0.624174,1.2618959,1.3035759,1.239868,1.115299,1.3910062,0.91383296,0.8918561,0.5666897,1.1595515,0.8519722,1.0737176,1.3358897,0.7793932
gum,0.9492119,1.1911099,1.0802758,1.0080621,0.7439547,1.0003651,0.9136027,1.0955355,0.9969348,1.0764269,1.2504874,1.0137053,0.92745346,1.1980293,0.88369495,0.9027239,0.6033131,1.0295559,0.8735004,0.77462417,0.82468605,1.0222116,0.93997943,1.2069708,1.0626106,1.1640356,1.17964,1.128478,1.0233101,1.0249064,1.0786256,0.931045,1.0215665,1.0600837,1.1978571,0.91940606,1.0705421,0.99472326,1.1841259,1.0300689,0.82787144,1.1549861,1.1305513,1.0580152,0.9367032,1.1377714,1.1536951,0.9672306,0.87174684,1.0169986,1.1236287,1.1092539,1.1001596,0.9400821,1.0171738,0.84778476,1.1154073,0.98994976,1.0580509,0.0,1.0177022,0.96152717,0.821367,1.1461517,1.0291518,0.9875297,1.1898904,0.95963657,0.8573533,1.0257539,1.2404441,1.2140398,0.7081721,0.75127274,0.708286,1.1283965,1.0901302,0.83054596,0.95522046,1.0583801,1.1597776,0.94037515,1.0937757,0.97845554,1.0346255,1.1665062,0.83689845,1.0586469,0.8989975,0.87766474,1.1812454,0.82944095,1.1138884,0.85554516,1.074626,1.0638733,1.130529,1.1652997,0.9305559,0.8076094,1.0130768,0.88139427,1.0663576,0.88712126,1.1430613,1.0103215,1.1549673,1.2168103,0.8984754,1.0992048,1.0648342,0.8972281,1.1486058,0.772637,0.9648685,1.1602077,0.92103034,1.0223184,1.0157661,1.0035944,1.0692674,1.1686339,1.0501478,1.1093196,0.369161,1.0847391,0.6639287,0.8864659,1.0943664,1.1208775,1.0629456,1.2637987,1.117825,1.0879977
hair,0.97434425,1.1909411,1.2271283,0.6869288,1.305409,1.2095581,1.2607101,1.1407163,0.7744944,0.79360116,1.3396761,1.056622,0.57048744,1.2918789,0.84318006,1.0280179,1.2989011,1.3679633,1.0834173,1.1537558,0.9870007,1.1327184,1.3248276,1.2754182,1.1685344,0.67746395,0.93436027,1.3349733,0.9237119,0.9841766,0.6171664,1.1914936,1.2432419,0.8533789,0.8048464,0.9552758,1.4043454,0.83188313,1.3489796,0.9499517,0.99652165,0.8087013,1.1642957,0.6386128,0.81710637,1.1028658,0.9178824,0.6490785,0.9951534,0.84192276,1.375312,1.2428547,0.96189004,1.1855459,1.3078601,0.88404924,0.99642617,1.2932736,0.8906541,1.0177022,0.0,1.0227472,0.63899946,1.3241856,0.8884228,0.97113925,1.0046921,0.7312239,0.8406761,1.1469543,1.157644,1.2697407,1.024433,0.8439702,0.65453935,1.1573211,1.0490755,0.9595206,1.1333764,1.188537,1.1277839,1.2284627,0.72314227,1.138844,0.63385135,0.6713375,0.8601595,1.3266836,0.972865,0.94955856,1.1154524,0.8277861,1.2269605,0.9489018,1.2870469,1.2293143,1.349605,0.67705923,1.1830299,0.99003506,0.7956903,0.78082514,0.44582397,1.1234375,0.830445,1.2109853,0.86832833,1.2215278,0.96655405,1.349602,0.8543999,1.1929882,1.2158473,1.146269,0.8982268,1.2889156,1.0610331,1.0721216,0.5302318,0.88716143,0.6722686,1.258731,1.0272193,1.1508759,0.953778,1.1996672,1.2744539,0.9359099,0.91377497,1.1976516,1.031375,1.115826,1.2923374,0.7914357
hamburger,0.85909355,0.78412014,0.8526077,1.1107019,0.9276236,0.6314611,0.8723722,1.0378752,1.2901574,1.2564415,1.0254478,1.2803423,1.1237445,0.9286263,1.1847043,1.2260826,1.0860457,1.0182686,1.004101,1.1441127,0.61697215,1.2019296,1.1532701,1.1899981,1.1537077,1.1366843,1.1352046,0.88895726,1.188173,1.050302,1.1410075,1.0642362,0.6551149,0.88958377,1.0480189,0.725656,0.84895813,1.2168369,0.89435285,1.1439134,1.0565544,1.172201,0.9056158,1.0397718,0.88529396,0.6879736,1.0745306,1.0593733,0.6294999,1.1752675,0.8752041,1.0669059,0.65857685,1.1071379,0.9217949,1.1919072,0.7427393,0.9049273,1.2140546,0.96152717,1.0227472,0.0,0.9303378,0.7563546,1.2140095,1.1019468,1.1179914,1.1572485,1.1494577,1.1211561,1.1597061,0.8686412,1.0078745,1.0389405,1.0042906,1.3075674,0.78666705,0.53779864,0.5932834,0.877108,0.620103,0.8486664,1.2116816,0.9646028,1.0891922,1.036554,1.2273449,1.0383906,1.1851797,0.86757696,0.66535664,0.8440672,0.9855253,0.97563195,0.8121191,0.93728685,0.8609325,1.2211236,0.8975001,0.9770522,0.9514152,1.2559595,1.1170732,1.1559565,0.92074776,1.1042619,1.2112067,1.0876992,1.2277964,0.8034788,1.101868,0.82502866,0.7828289,1.1322938,1.1590341,0.93463475,0.6216966,1.221559,1.1357056,1.2540934,1.2586724,0.7341896,0.66514,0.7152042,1.0684489,0.82821995,1.0836059,1.0963295,1.2033391,1.1063186,1.2576807,1.1808369,0.76190066,1.1979339
hand,0.9181289,1.0789485,1.1962409,0.6159802,1.2085356,1.0433902,1.2474904,1.1785258,0.8355086,0.69632953,1.3822088,1.1784335,0.7354102,1.3068838,0.9043899,1.1070912,1.3254251,1.4384837,0.99500847,1.1768665,0.6446589,1.2755663,1.3922437,1.4193667,1.3655394,0.83860034,1.030043,1.3386792,1.0587431,1.0825775,0.73049307,1.1437836,1.1272293,0.97143424,0.8125149,0.7134926,1.2772899,0.95294154,1.3874154,1.117218,0.71631956,0.9497172,1.0780485,0.8630214,0.7839571,0.96767,1.0558851,0.7559371,0.34445524,1.0728002,1.399504,1.410728,0.6001191,1.0928593,1.2467697,0.8617894,0.9345908,1.2895756,1.0703925,0.821367,0.63899946,0.9303378,0.0,1.2860348,1.0706015,1.1021401,1.0465434,0.86654013,0.7710054,0.9885001,1.2916818,1.3149812,0.97368664,0.8941996,0.39892018,1.3501754,0.88468236,0.78185296,0.91641676,1.1423333,0.938308,1.159718,0.8293225,1.2251552,0.721802,0.79703283,0.90877986,1.1630524,0.8318061,0.7437354,0.9837324,0.51846904,1.2729398,0.84693205,1.2882112,1.3692834,1.2790818,0.83227235,1.2346504,0.96193093,0.94200623,0.7679632,0.6467994,1.0140337,0.82423306,1.2486241,0.9809903,1.2721825,1.0753533,1.1169363,1.0556619,0.9321252,1.0180371,0.9176595,0.9885602,1.3485513,0.8541708,1.2958238,0.7114048,0.9635601,0.7300799,1.26682,0.5256355,1.1223187,0.62175685,1.1507337,1.2773845,0.92498183,1.0875113,1.3077911,1.294789,1.1922138,1.0746019,1.0045068
hat,1.0110075,0.6037207,0.47906667,1.4272461,0.5761319,0.4668644,0.75517267,0.89699894,1.4150367,1.4498389,0.37918818,1.3371897,1.3800075,0.54551345,1.426292,1.3471656,0.8355644,0.39585352,0.8193009,1.0407423,0.8822105,1.1032418,0.715935,0.6936377,0.9286364,1.1870838,1.2221359,0.6055024,1.2001791,1.0196913,1.4316468,0.8948221,0.6262769,1.1223307,1.1946101,0.9918234,0.35732436,1.4964145,0.2205671,1.0988486,1.0829698,1.2293526,0.87191075,1.4126346,1.024849,0.60423166,1.0157615,1.2696093,0.8179992,1.3637805,0.45302528,0.75305307,0.7072028,0.88407665,0.738297,1.3968289,0.5248184,0.44002664,1.3773448,1.1461517,1.3241856,0.7563546,1.2860348,0.0,1.3275079,1.0614299,1.2110828,1.3896089,1.406066,0.77157897,0.9705565,0.45277023,1.1388259,1.199066,1.2771946,0.9954022,0.75503284,0.9501972,0.52674675,0.75075406,0.3947417,0.5784066,1.4230113,0.8570496,1.3631945,1.3266943,1.4136844,0.5581485,1.0986861,1.0939562,0.66375136,1.164538,0.831863,0.9678749,0.5946485,0.7048444,0.39956903,1.400258,0.76298714,1.2461616,1.1800784,1.4804809,1.4707911,0.97924393,1.0917215,0.9942024,1.3149585,0.670133,1.4274628,0.32762653,1.2718089,0.5546432,0.6082564,0.9862043,1.3458874,0.7018373,0.6278542,1.1331799,1.513372,1.3895717,1.6108505,0.43261397,0.6826044,0.49259603,1.1946083,0.7218177,0.8899089,1.3275985,1.2318609,0.7816411,1.1261551,1.0226692,0.3599329,1.2949724
helicopter,1.151837,1.1936052,1.0594221,0.78601027,1.1238583,1.3642192,1.2400186,1.1512887,0.8125584,0.69424534,1.1155834,0.8102006,0.9211111,1.191663,0.7377888,0.6935391,1.1283141,1.2376741,1.0751325,0.8787042,1.272893,0.9722521,1.0920951,1.1548222,0.7273639,0.9601167,0.941985,1.210701,0.75806975,0.95932585,0.89057016,0.9950502,1.1647133,1.038327,1.0065172,1.1228917,1.2878151,0.7534321,1.3094106,0.9982708,1.176754,1.0169647,1.1988955,0.85768753,0.9875531,1.2729913,1.0379972,0.7088239,1.2285196,0.92658436,1.2426738,1.169767,1.2948644,1.0514549,1.147089,0.8500446,1.164452,1.3188503,0.6718491,1.0291518,0.8884228,1.2140095,1.0706015,1.3275079,0.0,0.9846958,0.8654329,0.79848564,0.71637475,1.1569597,1.1075534,1.3435899,1.0184916,0.9392626,0.9944589,0.85262716,1.1100067,1.2361851,1.2383926,1.3453892,1.291738,1.1116127,0.8054193,1.0850493,0.8228118,0.8730035,0.75677496,1.1609708,1.0189382,1.1479676,1.2258319,1.0282146,1.1422555,0.9966071,1.1947867,1.1430475,1.3540957,0.88196397,1.0627085,1.0464344,1.0550741,0.7349334,0.8606328,1.0001036,1.0290023,1.1564014,0.8631407,1.1445919,0.65021235,1.3060699,0.7439446,1.2735901,1.2035131,1.1336207,0.7389271,1.1317685,1.2714126,0.8269163,0.7688174,0.78378934,0.78056353,1.2301098,1.2492818,1.2111266,1.1054543,1.3598114,0.91758734,0.90861,0.8129945,1.1770654,0.77816683,1.0315495,1.2354108,0.98647887
horse,0.84205115,0.9402242,1.0596849,1.0035611,0.9374916,1.0791659,0.962056,1.1608105,1.0722148,1.0362587,1.0879264,1.1629663,0.94641393,0.91399455,1.0603311,1.1658783,0.94972616,0.9687825,1.1502204,1.1875781,1.1220362,0.9682775,1.107816,1.0676501,0.97230524,0.89861715,1.0874696,0.982,1.079888,0.83611506,0.94320583,1.063722,1.0613612,0.9164224,1.1169864,1.1106877,1.0641329,1.0873594,1.0936465,0.7023946,0.8565353,1.0803077,1.1108972,0.7986331,1.0764208,1.2380025,0.92252594,1.0172119,1.1570649,0.94751835,0.92099005,0.7885448,1.2255247,1.0451715,0.78264403,1.0003685,1.1426744,0.8803541,1.0921814,0.9875297,0.97113925,1.1019468,1.1021401,1.0614299,0.9846958,0.0,0.9307015,1.008463,1.0383179,0.9772491,0.9998836,0.9367625,1.0029131,0.9643228,1.0429673,0.8118167,1.1604309,1.0818721,1.0747399,1.0453683,1.1651613,0.9824683,0.9965418,0.88228554,0.97843003,0.9539977,0.9813029,1.0110292,0.88230705,1.085583,1.1056011,1.1328399,0.7016125,1.1565952,0.98501533,1.0365558,1.018502,1.0328735,0.68678695,0.9648763,0.9073067,0.98823285,0.9569685,0.9616314,1.0421829,0.8927014,1.0220435,1.2176169,1.0861236,1.0850627,0.8969383,1.0498192,1.0001781,1.0243548,0.99689376,1.0489415,1.1622777,0.88690346,0.99146664,0.98945594,1.0302695,1.2030876,1.1250827,1.1225493,0.959648,1.0572766,1.0071524,1.0935179,0.9324707,0.8787656,0.9220655,0.9504187,1.1032666,0.90048766
hose,1.0130112,1.1599067,1.1642374,0.9068162,1.1156387,1.22667,1.1452218,1.0575377,0.6471635,0.86755615,1.167402,0.92909616,1.0122806,0.97624373,0.96504337,0.93389285,1.1937665,1.204881,0.9925874,1.0590068,1.1784798,0.9668695,1.0451773,1.0795178,1.0782344,0.8845223,0.93348086,0.9531248,0.8153901,1.0308285,0.9643466,1.0440216,1.1187652,0.9856627,0.95811015,1.1282345,1.1205539,0.81972194,1.2022834,0.9415878,1.0365198,0.7867379,0.96693563,0.9275119,0.9725704,1.1701727,1.0582558,0.9473048,1.2220095,0.93388003,1.1369083,1.1157773,1.1679647,0.78013587,0.95526963,0.9883814,1.147526,1.24922,0.8950202,1.1898904,1.0046921,1.1179914,1.0465434,1.2110828,0.8654329,0.9307015,0.0,0.96990657,0.9958492,0.77758443,0.8710622,1.0863771,1.0406308,1.0353647,0.98277354,0.9311219,1.1776457,1.1321802,1.2511132,1.1922746,1.2241526,1.1951911,0.8860537,1.0408252,0.9912924,0.9335327,0.9625738,0.89953077,0.8063469,1.079833,1.1922625,1.0850497,0.99566877,0.95022607,1.1627834,1.1118045,1.280421,0.84291863,0.99395543,1.0373204,1.1232548,0.762147,0.9197811,0.98468953,1.0870323,0.8845877,0.49386382,1.0652539,0.8351809,1.2274159,0.8348343,1.2193466,1.1857405,0.72081864,0.76464355,0.97789145,1.229886,0.9992722,0.9294418,0.8789892,0.7337245,1.2176907,1.1611954,1.203742,1.0498867,1.199028,0.9811019,0.9543271,0.9286667,1.1550814,0.99239266,0.4252932,1.1625243,0.92131263
