,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
book,1.3109329,1.1208482,0.7528347,1.2983891,0.8755668,0.8020756,0.97502476,0.5706973,1.1436552,1.1373206,0.71642256,1.1337767,1.284987,0.9671222,1.0102597,0.66468203,0.0,0.6154385,0.61041594,0.8093811,0.79669434,0.9454775,0.9654011,0.89282984,0.90436697,0.81517917,1.0669005,1.2524121,0.94097114,1.0752977,0.79526466,1.1527485,1.2691606,0.9546668,1.081167,0.8755038,1.2020574,0.89308625,0.6118901,1.1071796,0.6967407,1.1019799,0.96661526,1.129597,1.0080755,1.0612023,0.87855995,1.0478065,1.242413,0.91337854,1.2497846,0.9082501,1.2524178,1.1730103,0.93860334,0.8411091,1.189306,0.68258595,0.9610256,0.9054518,0.98295355,1.2105646,1.1556075,0.76016396,1.305663,1.0022521,1.2452672,0.8741705,0.9007377,1.1622896,1.2813385,0.8106165,1.3332262,0.6183251,1.0278562,0.95517015,1.319309,1.2354099,0.965771,0.898885,1.3318818,0.91330594,1.1619849,1.313432,0.90203124,0.7212407,1.0410197,1.1954886,0.7688605,1.1048791,1.1698879,1.2700183,1.3638879,0.5799513,1.0925639,0.56979644,0.58814794,1.0777694,1.1188879,0.8617345,0.8169895,0.8020028,0.9648951,0.576632,0.8244241,0.86459744,0.92150575,0.7134967,1.1832688,0.9202421,1.352956,0.80076146,1.3407898,1.0210229,1.2604005,0.85917866,1.0952485,1.00206,1.0116606,0.83225477,1.0518095,0.77456594,1.1815052,0.90621835,0.6877376,1.2230797,0.8201914,1.0716597,1.3337771,1.0671303,0.63867885,1.154353,1.166606,1.0021702,0.7036407,0.60502636,0.8884492,1.1637619,0.7811943,0.91655934,1.1513588
bottle,1.5872037,0.9009205,0.42472792,1.5208007,0.7394036,0.6482569,0.978817,0.40519357,1.5165529,1.5392512,0.51315856,1.5445334,1.5334951,1.0917871,1.3676019,1.0823078,0.6154385,0.0,0.42434096,1.3955017,0.51698303,0.9423226,0.7756561,0.819098,0.6108315,0.7681519,1.03583,1.3229942,0.9475758,1.222007,0.42158055,1.2283016,1.1770722,1.0519041,1.394278,0.87326026,1.4441003,1.0668888,0.35788643,1.4412038,0.10683042,0.7398124,1.1143348,1.2262545,0.940301,1.1345402,1.0955614,1.15601,1.0300447,0.7315527,1.2928393,0.5636779,1.3371472,1.081807,0.9360056,0.42769825,1.0331835,0.49979717,1.2010694,0.5696484,0.80746514,1.0598055,1.2410028,0.8202205,1.3943664,0.84411323,1.4512882,0.62618226,0.939882,1.2405878,1.4465141,0.5254159,1.4886487,0.5362562,1.054319,0.9077896,1.2631807,1.4516433,0.8926872,0.8176935,1.4493012,0.9757991,1.1300907,1.4351313,0.6074729,0.46045542,0.8901598,1.0597113,0.55071425,1.3421443,1.3093066,1.5214366,1.3840888,1.2956623,1.1620469,0.4242139,0.40712285,1.2277517,1.0710812,0.9028845,0.8195018,0.7577069,0.6889905,0.5985945,0.7896109,0.5910714,0.81123424,0.4774331,1.2630553,0.618293,1.4077024,1.0274087,1.5171992,1.1672547,1.3171892,0.7365124,1.2039871,1.304059,1.3798267,0.54688275,1.3454401,0.46803606,1.095587,1.0228957,0.5477587,0.9176958,0.5118688,1.1812648,1.4786775,1.4472227,0.5096493,0.912844,1.1100537,1.1213076,0.48240852,0.69088656,1.3192152,1.1861057,0.49168003,0.5323438,1.281122
bowl,1.5823262,0.93083346,0.4943415,1.500263,0.73403424,0.65848494,0.8227024,0.48780173,1.2990787,1.4559219,0.35339367,1.4056447,1.5512278,1.2055286,1.3505149,1.110384,0.61041594,0.42434096,0.0,1.2693394,0.45848548,0.98865294,0.81359637,0.83889467,0.52178955,0.7143041,0.960304,1.2601857,0.8932109,1.1983588,0.6870773,1.1600864,1.3245488,1.0529038,1.3286041,0.8642608,1.3890855,1.0484496,0.3786906,1.4158559,0.24533623,0.8838539,1.1179124,1.2615424,1.1874797,1.2027601,0.88828194,1.344523,1.0529635,0.65160507,1.2276787,0.6814406,1.3797727,1.0145049,0.7265083,0.64058185,1.1120601,0.3167665,1.2542061,0.5327499,0.75468713,1.1000754,1.1404707,0.7603046,1.4367247,0.6827289,1.3918653,0.57466596,1.0287068,1.2875378,1.4861597,0.91493285,1.4332488,0.37305605,1.1449121,0.95467687,1.2836405,1.4236147,0.79714334,1.0236461,1.5271164,0.9403726,1.1136878,1.4025819,0.58845735,0.38061976,1.0052476,1.007847,0.5936634,1.1961998,1.2474167,1.5521688,1.368733,1.2780437,1.1312273,0.41550815,0.373657,1.2593447,0.9252339,0.97021174,0.71401715,0.60648876,0.81793314,0.23025781,0.9254449,0.66230583,1.0466007,0.4183637,1.1937579,0.85317576,1.4655089,0.97650427,1.5202737,1.0248058,1.2434672,0.843555,1.2198733,0.9347742,1.3059071,0.43728876,1.2703397,0.46731132,1.0941435,0.9299883,0.33573073,1.1322664,0.5595143,1.2599168,1.4699123,1.3360497,0.3409704,0.9094968,1.0954651,1.2839979,0.45776868,0.82921743,1.1200238,1.156453,0.60255873,0.5809542,1.2599676
box,0.5965197,1.3300048,1.5416334,0.69509053,1.246051,1.3584287,1.0874051,1.093343,0.32278293,0.44372654,1.409696,0.40533173,0.59801674,0.9947045,0.66228443,0.6040134,0.8093811,1.3955017,1.2693394,0.0,1.4916029,0.9056868,0.6575624,1.2751198,1.0676221,1.2536733,1.2088666,0.9076578,0.7971715,0.7793039,1.2533495,0.6694734,0.88906664,0.74514127,0.58087504,1.049279,0.5632988,0.785531,1.5674158,0.33975685,1.4769194,1.3600842,0.8895235,0.914167,0.9845562,0.7317378,0.7638695,0.82266414,1.4256091,1.3745956,1.0045998,1.4676917,0.8620181,1.3116058,1.2489693,1.4476525,1.2099795,1.4893622,0.9014386,1.3227814,1.4519858,1.192464,0.88391423,1.0495443,0.8314121,1.3830643,0.83837825,1.4550434,1.0831846,0.8945575,0.68361914,0.8970449,0.7727835,1.4465168,0.8058938,1.0816417,1.0115637,0.61317426,1.1364465,0.6978824,0.7483419,1.0561675,1.150776,0.74192744,1.5307747,1.4796332,1.1939899,1.322628,1.3348022,0.47195292,0.8919053,0.63687146,0.83791965,0.37098122,0.84261125,1.4855229,1.5313418,0.91158575,1.0959704,1.0649714,1.1807398,1.2122595,1.1969556,1.1867052,1.1460813,1.3179436,0.81603193,1.2677695,0.59654474,1.3291956,0.8775347,0.99307656,0.70766985,0.8441486,0.9726256,1.1059252,0.7667589,0.4468724,0.58355755,1.5798292,0.64159226,1.5154411,1.1677506,0.94361764,1.4560342,0.9970621,1.4406106,0.7063628,0.6578853,0.36224848,1.1693584,1.448091,1.2992929,0.8453543,1.4276286,0.9905124,0.31589746,0.9449196,1.3071098,1.605341,0.8180816
bread,1.4744816,0.8981965,0.3456682,1.4013289,0.7289026,0.7160059,0.7971859,0.69440204,1.4947147,1.4862093,0.5521109,1.512183,1.4340299,1.1238307,1.3545985,1.1364802,0.79669434,0.51698303,0.45848548,1.4916029,0.0,1.1380589,1.2505968,0.89878654,0.9311724,0.82568264,0.85467017,1.2729073,1.1741242,1.1821733,0.7088395,1.2088016,1.2830045,1.233293,1.3948712,0.6139208,1.4345793,0.8620827,0.3422128,1.539495,0.3923226,0.9166151,1.1013365,1.2134103,1.0595639,1.3375913,1.1169038,1.3063586,0.7491001,0.6315612,1.2057464,0.5584054,1.2185359,0.91927636,0.77473605,0.6094525,1.0649208,0.44968235,1.1455989,0.74000037,0.5973327,1.0818118,1.2221311,0.6831542,1.2783475,0.34623826,1.3217366,0.5597094,0.9839274,1.2487341,1.4378669,1.0460778,1.4163623,0.504168,1.2202876,0.9921813,1.1121951,1.2665703,0.86298937,1.1872363,1.3991187,0.9755464,1.0043728,1.2090605,0.44939315,0.45798373,0.95211244,0.9147718,0.4856965,1.3599746,1.1457657,1.5109452,1.3560201,1.3875159,0.99279404,0.40897787,0.37461007,1.2173084,1.0253817,0.9670912,0.8324566,0.2590077,0.941008,0.33950615,0.8820093,0.5762779,1.1739502,0.66503584,1.3730712,0.7738578,1.309558,1.1069993,1.4783232,1.2438636,1.2494379,0.8746257,1.2581062,1.283585,1.4110134,0.41720217,1.3185546,0.38081998,1.1265368,0.9079018,0.52496773,1.2250936,0.49304718,1.2564812,1.4155886,1.4132357,0.55301374,0.77062494,0.84271145,1.2045379,0.5310992,0.8785061,1.2520028,1.188144,0.75067914,0.4697792,1.3248584
broom,0.9406044,0.9677178,1.1974084,1.1713806,1.0275729,1.0747889,0.86242354,0.8082925,0.9181558,0.99469984,0.9958462,0.8783048,1.0180323,1.0290451,0.91305435,1.0832206,0.9454775,0.9423226,0.98865294,0.9056868,1.1380589,0.0,0.8789494,1.0637761,0.63347614,0.9585507,1.1497886,1.1388807,0.66199666,0.91407025,0.98157793,1.0239908,0.87573963,1.0730292,0.9850411,1.1458596,0.9364138,1.0435325,1.0806559,0.75610566,0.97771144,1.0133505,1.1085031,1.1094229,0.78547394,0.73938066,0.78053254,0.8458015,1.1948403,1.0571593,1.1983396,1.1464573,1.0873942,1.1111946,1.192239,0.9139655,0.93957865,0.9832451,1.1231188,1.0037544,1.1557431,0.9128762,0.89773613,1.1243383,0.9902307,1.1401666,1.103335,1.0796856,1.0743024,1.0803567,1.0126191,0.91160595,1.0422698,1.0404674,0.5963906,0.87646866,1.0061808,0.99472535,1.0493912,0.9056707,0.9549378,1.0809933,1.0880225,1.0772703,1.2248586,0.8563234,0.909234,1.0044484,1.0545582,0.9364024,1.1861302,1.0246519,0.963104,1.0101901,0.97313035,1.1072267,1.0755464,1.0006136,1.037877,0.99877894,0.8624037,1.0535477,0.83045435,1.0624416,1.0562516,1.1556602,0.81480217,0.932101,0.91016096,1.0427114,1.1124887,1.0506403,1.0723947,1.0233669,0.99018246,0.921343,0.8974837,1.007373,0.9204072,1.0976421,1.0349035,1.1084484,0.9445562,1.05739,0.9972485,0.93692,1.1406171,0.71454775,1.0637285,1.010749,1.0567025,1.105637,1.1870475,1.0259261,0.812129,0.95911235,1.0517069,0.9713653,0.67889696,1.1561717,0.91521406
bucket,1.0100253,1.1306311,1.2343309,1.0443156,0.9876549,0.9461317,1.0689951,0.8954148,0.64121884,0.983885,1.2179662,0.9039571,0.9726346,1.0256715,1.0401489,1.0607665,0.9654011,0.7756561,0.81359637,0.6575624,1.2505968,0.8789494,0.0,1.055073,0.63703114,1.0641478,1.2819371,1.1147522,0.7816018,0.9612283,0.9616264,0.8352873,0.9714972,0.83440924,0.9100791,0.9522913,0.9799776,0.9156313,1.278368,0.75527453,0.8682419,1.067134,0.9216275,1.0380237,0.9871922,0.9115263,0.96159005,0.9796983,1.2689315,1.0046726,1.13924,1.1809665,1.1138566,1.2909327,1.2152236,1.1206946,0.95768696,1.1947294,1.1162907,0.7820339,1.3179696,0.9462421,1.0407009,0.9847747,1.1070495,1.2364025,1.094631,1.1466109,1.0395725,1.0853814,1.0155437,0.56563807,1.078338,1.2062614,0.8896939,0.9838958,1.1140647,0.97151065,0.937095,0.4456162,0.90714747,1.0684077,1.1699325,1.012989,1.2809932,1.0723677,1.1050425,1.2393653,1.0481107,0.661527,1.1892152,1.0423753,1.0800657,0.8320719,0.97241014,1.2440516,1.2610725,1.0316995,1.1913862,1.0318775,1.0762067,1.1925346,1.0032588,1.0201286,0.989043,1.0862731,0.7503139,0.9922655,0.6938711,1.0524982,1.0780755,0.9494196,1.0383495,0.82340264,1.1042155,0.8125518,0.9325132,0.49054885,0.8340921,1.2804914,1.0435071,1.1889642,0.9524339,0.9126751,1.1548094,0.559878,1.1158365,0.94618595,1.0377533,0.79365253,0.7885374,1.242343,1.2988322,0.87304914,1.0534128,0.8818614,0.69682515,1.0657668,0.96300817,1.2574792,1.0299932
butterfly,1.1950533,1.0102404,0.80240583,1.3313477,0.7817201,0.7941079,0.9277924,0.81022763,1.3081713,1.3677844,0.82749665,1.4010036,1.4273996,0.8104497,1.2290068,1.0308669,0.89282984,0.819098,0.83889467,1.2751198,0.89878654,1.0637761,1.055073,0.0,0.99385136,0.8320353,1.091327,1.0384232,1.1255605,1.0378836,0.84484565,1.1174611,1.2602456,1.1574922,1.1660488,0.7689525,1.3971946,0.973989,0.8024674,1.3305302,0.81249666,0.74087745,0.97342455,0.9380411,1.0000927,1.1552858,0.93939316,1.2641411,0.9490875,0.7925288,1.0439827,0.77885306,1.1788845,1.0299022,0.64521176,0.50990796,1.0774571,0.6959529,0.8535306,0.72864664,0.9010737,1.0556879,1.1131601,0.86553836,1.277091,0.9342843,1.2228167,0.9541713,0.79191214,0.9231947,1.3243177,0.92413914,1.2963752,0.7150867,1.0752578,0.8247792,1.2722442,1.35476,0.90501153,1.0487283,1.2506738,0.9231961,1.0723449,1.2787483,0.9571744,0.79139245,1.0088809,1.0263512,0.7512884,1.2087061,0.94929373,1.3823502,1.2941861,1.1535703,1.1277916,0.78833795,0.7837801,0.9613949,0.9793421,0.9181565,1.021549,0.930134,0.6968133,0.8342113,0.7899193,0.81406224,0.9444988,0.76610965,1.2210393,0.37126732,1.2848327,0.6504385,1.3828782,0.9247731,1.2351139,0.7936044,1.204072,1.1192219,1.1935015,0.8462451,1.1871446,0.8725121,1.0801717,0.89951205,0.68810713,0.99514294,0.7274554,1.1076347,1.36918,1.3708575,0.74271274,1.0203995,1.0390222,1.112575,0.8382924,0.8145,1.2177157,1.0594561,0.79252815,0.78840864,1.1413893
can,1.2785423,0.8596575,1.0391304,1.2654257,1.1963311,0.99643457,1.1044738,0.55792403,1.027757,1.2392528,0.6181848,0.9883858,1.3035746,1.2601867,1.1467171,1.2366766,0.90436697,0.6108315,0.52178955,1.0676221,0.9311724,0.63347614,0.63703114,0.99385136,0.0,0.93222797,1.027685,1.1144035,0.43092,1.1474841,0.7559544,1.0447582,0.9481256,0.9108804,0.96935713,1.1556199,1.0608398,1.1466566,0.7652921,0.902158,0.51120704,0.9350698,1.2535436,1.2051549,1.0378273,0.6178118,0.66319996,1.0626343,1.0920426,1.106691,1.2144847,0.97597325,1.3029763,1.0624694,1.0472051,0.8184658,0.87853944,0.63488716,1.4518683,0.7418424,0.9534857,0.829375,1.0592495,1.1376487,1.2590017,1.0090241,1.2608812,0.82216656,1.0066828,1.2280287,1.2014375,0.9096195,1.0511931,0.7176009,0.5532681,0.79799855,1.0811818,1.3509033,1.1273562,0.92238027,1.1422293,0.9391348,1.1513469,1.2469496,1.016179,0.48248804,0.8807463,1.017501,1.0288938,0.82457066,1.2481477,1.2992048,0.91251165,1.2510383,1.0670183,0.82715774,0.77998567,1.2257023,0.8820882,1.0549296,0.62144005,1.0380788,0.7453471,0.8568409,1.1053473,1.1221613,0.768306,0.62586385,0.7107771,0.96881336,1.1905713,1.033142,1.2528137,0.97416216,0.91554344,0.81429857,1.0061302,1.0170097,1.0279561,0.8023776,1.2470372,0.94804895,0.8304663,1.1522468,0.65909785,0.8613805,0.9768062,0.9385349,1.2207122,1.1801404,0.8488491,0.9845777,1.116569,1.1045249,0.49781358,1.1727203,1.2203269,1.101935,0.43253148,0.8962581,0.9606102
car,1.1716506,1.0581576,0.7919694,1.322047,0.842427,0.87611157,1.0172063,0.7765503,1.2413657,1.1476885,0.78242433,1.2260247,1.3243338,0.9529719,1.094967,1.0766691,0.81517917,0.7681519,0.7143041,1.2536733,0.82568264,0.9585507,1.0641478,0.8320353,0.93222797,0.0,1.1436431,0.98867905,0.9747826,1.083049,0.940868,1.0581797,0.95924413,1.1519766,1.1919117,0.9725506,1.1248426,1.1359693,0.7733009,1.1327734,0.74707603,1.0123587,1.0588008,0.97462595,0.9595024,1.0803877,0.9902872,1.0696124,1.0909294,0.85388196,1.0298711,0.81449664,1.0992348,1.1341616,0.9609676,0.73591834,1.1627727,0.7129497,1.0585928,0.6601998,0.95567364,1.1095657,0.81931883,1.0429066,1.1489828,0.9835479,1.3043089,0.8572353,0.915953,0.96572423,1.1273627,0.9762249,1.2439251,0.78332746,1.0289489,0.9405994,1.2115464,1.1985192,1.0439211,1.0822655,1.3406174,0.8960038,1.0813504,1.3766718,0.8939813,0.7454413,1.1048893,1.034505,0.8957067,1.0545915,1.1141658,1.2071726,1.1893193,1.1544621,1.1123219,0.72161466,0.7544583,1.0077155,1.0461041,0.9179295,0.9171651,0.908188,0.7953751,0.75683457,0.83884656,0.89520955,0.981613,0.6240386,1.096318,0.84985214,1.1504889,1.0109409,1.2123842,1.0260955,1.1529627,0.92842054,1.0655574,1.0804032,1.1058695,0.8366306,0.990582,0.770821,1.1534152,1.0050827,0.74391544,0.9800094,0.90649486,1.0373075,1.1747596,1.265909,0.80623436,1.072116,1.1853218,1.2440584,0.7851824,0.8438877,1.1611104,0.81871223,0.80970895,0.8442723,0.93094724
carrot,1.1466538,0.7289592,0.79480004,0.9055387,1.0991155,0.97318643,0.79052603,1.0815643,1.2177135,1.1958052,0.75529075,1.1364675,0.92185783,1.2959533,1.0670782,1.006051,1.0669005,1.03583,0.960304,1.2088666,0.85467017,1.1497886,1.2819371,1.091327,1.027685,1.1436431,0.0,1.0547937,1.2058084,0.957022,1.1832464,1.187062,1.181716,1.1075246,0.9177386,1.2568297,1.1565946,1.2108706,0.6651438,1.3230708,0.9583113,1.0995682,1.1567892,1.2076203,1.167008,1.26269,1.0274787,1.1185592,0.62205654,0.83570695,0.87485564,0.8127979,1.0344416,0.42502594,0.69655323,1.1463908,0.7875723,0.7638794,1.0497739,1.1398419,0.54302555,0.8039048,1.1717112,0.943569,0.9996062,0.54370207,0.70651627,0.7358084,1.244209,1.1584712,1.1512798,1.1590638,0.8991605,0.71915317,1.2512009,1.2820964,0.8504651,1.0230545,0.8453425,1.2828212,0.9613675,1.0459061,0.7633301,0.77436435,0.5702491,0.7786139,0.9884681,0.6250252,0.7201371,1.2399538,0.8410909,1.0723815,0.9138884,1.1031697,1.1153237,0.7579425,0.7217256,1.0954415,0.5936297,1.0100404,0.6491557,0.92534506,1.2173936,0.9068051,1.1522737,0.9441799,1.2395306,1.08403,1.1879852,1.1385111,0.9478764,1.0300404,1.0267365,1.0620363,0.8065796,1.2402568,1.204517,1.29477,1.0177053,0.5420166,1.0951383,0.784402,0.7192391,1.1671282,0.7576803,1.3288152,0.84603435,1.2077427,1.1331081,1.2405422,1.1022253,0.5306498,0.43719828,0.8662286,0.82430637,1.1793754,1.2996454,1.2068666,1.1082326,0.65948254,1.2207518
cat,0.49212813,1.2139041,1.2581491,0.8402072,1.184631,1.2272699,1.1966813,1.2616391,0.77306855,0.57379293,1.1032374,0.73587525,0.8576015,0.7082341,0.683056,0.9303948,1.2524121,1.3229942,1.2601857,0.9076578,1.2729073,1.1388807,1.1147522,1.0384232,1.1144035,0.98867905,1.0547937,0.0,0.9909691,0.96730006,1.2788054,0.88757944,0.7358728,0.9881997,0.7809094,1.1296595,0.67716134,1.1519146,1.3018882,0.7256751,1.3189507,1.1729431,1.0730699,0.19523978,0.98967105,0.88992614,1.1482407,0.9248998,1.1651926,1.2637519,0.565576,1.1548547,0.8092526,1.2365328,0.9091977,1.1750307,1.1560807,1.2553713,0.71848917,1.0890526,1.1857123,1.0238584,0.83900785,1.3068534,0.7708471,1.2198426,0.9872984,1.1145337,1.033841,0.6097205,0.6958361,1.1139348,0.76083696,1.2745998,1.0194486,1.1079693,1.0287558,0.76348495,1.1088455,1.1234413,0.82805854,0.97034836,1.1532462,0.85576165,1.2663847,1.2490695,1.1814679,1.0928463,1.2514832,0.9058301,0.6453189,0.69815576,0.77772725,0.93183726,1.068471,1.2216278,1.2618481,0.66108936,0.85612845,0.86253524,1.0620035,1.2410568,1.0357405,1.2907376,0.9274723,1.2213309,1.0716814,1.2002661,0.7986451,1.0841666,0.8196809,1.175874,0.7374551,0.9824424,0.9288143,1.2571476,0.86578625,0.9401631,0.78192514,1.2488974,0.63255626,1.3014288,1.1495533,1.0688298,1.257526,1.0443999,1.2972109,1.0232702,0.72477597,0.8228611,1.3247395,1.2714003,1.1863034,1.207741,1.2545036,1.2029902,1.0110593,0.9033945,1.2001227,1.2514871,0.7703618
chair,0.96774143,1.0395374,1.2902062,0.9600631,1.3591075,1.2470098,1.2483054,0.7036989,0.7151164,0.7953103,0.9719749,0.46166575,1.0586382,1.1253096,0.8931957,1.1543448,0.94097114,0.9475758,0.8932109,0.7971715,1.1741242,0.66199666,0.7816018,1.1255605,0.43092,0.9747826,1.2058084,0.9909691,0.0,1.1772909,0.99219465,0.9457468,0.78737485,0.75096714,0.8330259,1.2443628,0.59979284,1.1745884,1.1493214,0.47998315,0.9319657,1.0949515,1.1856413,1.0845183,0.8761007,0.3874612,0.6598052,0.88713443,1.2919085,1.3439863,1.1439228,1.2064642,1.1183347,1.2296871,1.3463943,1.0099918,1.102167,0.9664617,1.3313278,0.8532839,1.2050687,0.9705817,0.9001234,1.3770342,1.0367372,1.2535329,1.1307913,1.1050429,0.92861795,0.9923237,0.86709857,0.96538603,0.89560515,1.0442585,0.27725446,0.729844,1.0509557,1.1056557,1.2677716,0.8994277,1.0260255,0.972693,1.2074252,1.0945611,1.308309,0.8867166,0.92583174,1.2035955,1.2300563,0.70297265,1.1738169,0.9610257,0.8004126,1.0319043,1.0386124,1.1007831,1.1206868,1.0519363,1.0148046,1.1187824,0.8012037,1.1638823,0.80729014,1.0200293,1.2012417,1.2861928,0.73811483,0.7427509,0.58473146,1.0635809,0.9998072,1.0425835,0.9271269,1.0433127,0.88469994,0.9311649,0.87537706,0.77393377,0.8500085,1.1630901,0.9355464,1.2239802,1.054282,1.1273679,1.0021894,0.9097863,1.200194,0.7537489,0.82599914,0.58306986,1.0699056,1.2415569,1.2720921,1.0813826,0.89731675,1.1782429,0.93371266,1.0164374,0.6909662,1.189541,0.664513
chips,0.7230673,1.2507722,1.1729256,0.82065916,0.9844454,1.105189,0.70927644,1.1404803,0.86205506,0.82738924,1.1928146,0.924803,0.71528244,0.99092436,0.75164306,0.76635957,1.0752977,1.222007,1.1983588,0.7793039,1.1821733,0.91407025,0.9612283,1.0378836,1.1474841,1.083049,0.957022,0.96730006,1.1772909,0.0,1.1336732,0.8931693,0.9512989,1.0091032,0.71964705,1.048464,0.96375304,1.0023701,1.2164638,0.8651302,1.2726736,1.1641818,0.91226715,0.98643494,1.0931897,1.1268013,1.0858161,0.90113205,1.1314969,1.1170664,0.96861154,1.161631,0.9869964,1.2218755,1.046406,1.0973079,1.1165787,1.2176226,0.8132611,1.2299025,1.2153019,0.997757,0.95883894,1.0738267,0.9858288,1.0788014,0.9605545,1.2011068,1.0561972,0.9395866,0.83787394,1.0182406,0.84238935,1.2074559,1.1196364,1.0806143,1.0074388,0.726961,0.82834405,1.0077074,0.8088753,1.0603175,1.0881708,0.8068947,1.2623341,1.1718922,1.0694324,1.1852053,1.0421427,0.83263147,0.8372799,0.80306506,0.9618476,0.81327647,0.9885706,1.189811,1.2235552,1.0004488,0.96898556,1.1141112,1.1113306,1.0813316,1.125008,1.0928798,1.1420205,1.0363433,0.903623,1.1779367,0.90604675,1.0897981,0.8973684,0.94876766,0.8868545,0.9152568,1.0487239,1.1268623,0.9865773,0.94778484,0.7540834,1.2829659,0.87793845,1.2348648,1.0654901,0.9498915,1.2052298,0.9516435,1.204604,0.8195478,0.9480653,0.89376044,1.0838777,1.2589849,1.1218553,0.9361917,1.128788,0.9287451,0.85631734,0.9320265,1.2430729,1.250012,1.0233811
clock,1.4195173,1.0309346,0.7494769,1.3184853,0.7841284,0.8417469,1.0357416,0.59500635,1.3273764,1.376545,0.772335,1.3529727,1.4223545,1.0498308,1.3309103,1.0367303,0.79526466,0.42158055,0.6870773,1.2533495,0.7088395,0.98157793,0.9616264,0.84484565,0.7559544,0.940868,1.1832464,1.2788054,0.99219465,1.1336732,0.0,1.1298709,1.1730093,1.004979,1.1740005,0.7164581,1.3460736,0.8897491,0.63288784,1.271372,0.44143218,0.49103075,0.9380044,1.2385944,1.0393801,0.8888674,0.9090492,1.2279716,1.0419434,0.857774,1.2147454,0.7403891,1.262059,1.1367127,0.93483436,0.54986244,1.037156,0.659808,1.1313739,0.8107548,0.9632575,1.1855567,1.109251,0.7840289,1.360515,1.0142785,1.3505573,0.9174438,0.85486984,1.1747875,1.357481,0.77605397,1.3861883,0.6673741,0.9497075,0.72966886,1.2218579,1.3791537,0.9958534,0.9002177,1.3356447,0.9966362,1.1309562,1.3306892,0.8114306,0.7319986,0.8380765,1.106159,0.77396786,1.2213401,1.186832,1.4187777,1.3053519,1.1509401,0.9138944,0.71258265,0.6653534,1.2428229,1.1021241,0.99467254,1.0246984,0.82381606,0.8204079,0.78270805,0.85863364,0.847505,0.8368541,0.63134277,1.1428444,0.7406501,1.3119035,0.8739491,1.4081693,1.1127014,1.31108,0.56829596,1.0968941,1.2251861,1.3252478,0.812618,1.2396381,0.7328691,1.1314183,0.9455431,0.67414176,0.83117837,0.6466817,1.0929294,1.3558092,1.3061223,0.6319587,1.0440115,1.1285334,1.0811399,0.7438599,0.82347935,1.176823,1.0667261,0.55278575,0.732484,1.1210637
