,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pasta,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
tape,1.276638,0.68549,1.4052374,0.9489138,0.7963612,0.9134907,0.57859826,1.2267525,1.3928363,0.58997506,1.3711851,1.393062,0.645936,1.3775415,1.1567079,0.6519198,0.4293093,0.6721096,1.1275494,1.1655076,1.2952676,0.8162168,0.8943682,0.472229,0.64234793,1.3757594,1.0794486,0.9112483,0.5484365,0.70404696,0.8347205,1.4301758,1.164752,0.46096283,1.3271537,0.3010552,0.9968026,1.2437475,1.1842319,1.1256895,1.1714092,1.0039271,1.1354702,1.123426,1.109615,1.2343675,0.6616535,1.2623693,0.83814126,1.2343233,1.0190799,1.2205755,0.87805116,1.2984378,0.52647233,1.2740226,1.2268771,1.4392062,0.5668798,0.70894545,1.490617,0.7154183,1.0281109,0.5487317,1.2376968,0.73331344,1.1277907,1.4812639,0.76764095,0.81746536,0.656072,0.7021061,0.84866977,0.9809369,1.1895139,0.95598656,1.3532233,1.3576992,1.2476395,1.1722584,0.7488098,0.7480825,1.1762655,0.9316144,1.1523316,0.8444048,0.3189994,0.6246804,0.73806274,0.6621016,1.1419075,1.2022303,1.3099245,0.70381176,1.4841835,0.9469743,1.0822403,1.2644138,0.7487187,1.0967753,0.51979905,1.2142597,1.1644257,1.1708922,0.9294344,0.54347765,0.9482503,1.3892397,1.2847872,0.0,0.8632374,1.0127165,1.2494044,0.6270541,0.49282438,0.70384693,1.0779095,0.813905,0.798245,0.59346354,1.3312799,1.2013414
toe,1.3068707,0.6766856,1.0374953,0.9074594,1.039803,0.82134074,0.84430397,1.2257951,1.4408109,0.7156404,1.3304665,1.0656226,0.9168248,1.4071817,1.2843266,0.9761205,0.7472621,1.0888152,1.3253093,0.98858464,1.2129426,1.2149692,1.0009246,0.8571578,0.9396496,0.9690958,1.1353345,1.1268986,0.91915965,0.9032523,1.1920768,1.3692923,1.1598371,0.5743443,1.4543346,0.7390161,0.8910566,0.9624926,1.2148453,1.0660571,1.0879366,0.55620915,0.9632594,0.9309973,0.21223187,0.9140724,0.90828633,0.75055814,0.7134044,1.1536183,1.1688805,1.222121,0.41062742,0.8383977,0.66471446,0.8138522,1.1924579,0.5540521,0.6078125,0.9305561,1.0290335,0.8386302,1.1448655,0.88410896,1.3724638,1.0250858,1.2410637,1.1640823,0.8627429,1.0584152,0.5348797,0.81219,0.7500367,1.0362303,1.225522,1.0139041,1.1448871,1.0390936,1.260358,1.0111288,0.5923955,0.5902009,0.7791667,1.1040214,1.2514316,0.9808714,0.8534157,0.94754755,1.1188265,0.9557737,1.3140227,1.2443975,1.1191734,0.8894762,1.147829,0.94198215,0.901616,1.3025662,0.90958446,1.2843674,0.3807251,1.2684333,0.7177527,1.1861409,0.80901325,0.7019624,1.1067249,1.1503751,1.4181459,0.8632374,0.0,0.39953887,1.1484193,0.74666506,0.91711015,1.1420302,1.1401992,0.9613645,0.96770793,0.43473244,1.3487805,1.2086432
tooth,1.2801412,0.7531435,1.0184699,1.0009459,1.1228447,0.8195764,0.840522,1.303545,1.2943797,0.81520355,1.1442838,0.9361717,0.95873827,1.2303872,1.2830697,1.0779493,0.8210479,1.1380632,1.3532801,1.082316,1.0896707,1.2245363,1.0648092,0.8824111,1.0082664,0.75179464,1.0958683,1.1047748,0.9570052,0.90087366,1.2327322,1.2216241,1.1292601,0.64130944,1.3275408,0.8504911,0.9364674,0.98694694,1.0916175,1.0378484,1.1112369,0.5408855,0.90661895,0.9883706,0.37065673,0.9263813,0.99078465,0.8596093,0.87320197,1.1506025,1.1406747,1.1388764,0.37646294,0.8913398,0.70757306,0.7564083,1.1516407,0.6968679,0.6228462,1.0587928,1.0233647,0.77465,1.1200397,0.97848845,1.2681966,1.1664978,1.1621971,1.112284,0.9085514,1.1346986,0.52850115,0.8493815,0.7959182,1.0299145,1.1114702,1.1438806,1.0556397,0.9258425,1.2419887,0.9204699,0.6196076,0.6140339,0.7208878,1.0515335,1.2890191,1.0606842,0.963783,1.0872277,1.1553485,1.0090711,1.2032402,1.3003582,0.88882184,1.03617,1.0093614,1.1275134,0.83705854,1.1990151,0.90503734,1.3145435,0.4565171,1.1714152,0.88905996,1.1072478,0.7626624,0.70647913,1.2265408,1.0816694,1.3648899,1.0127165,0.39953887,0.0,1.1055316,0.8607767,1.0073208,1.2235552,1.1134893,1.0214462,1.0173095,0.4112867,1.2080973,1.0841413
toothbrush,0.626354,1.1833572,0.6883831,0.9395866,1.1030861,1.1477038,1.2865763,0.85811156,0.79281986,1.3078066,0.8920096,0.76224935,1.218202,0.89994264,0.79428077,0.91023076,1.3255476,0.9971388,0.6090887,0.92460805,0.9645119,0.9321345,1.1432776,1.3231127,1.3230691,0.8621725,1.1944318,1.2459342,1.1617341,1.2755134,0.9789403,0.9098669,0.9469429,1.124431,0.83899826,1.3748655,1.1282487,0.8039396,1.1301386,0.96019185,0.85441244,1.239559,1.0882727,1.0086076,0.99405897,0.8860674,1.2895702,0.9538737,0.80340576,0.6446067,0.9472524,0.80961066,1.1839701,0.84021324,1.0093367,1.0161641,0.8988776,0.5978064,1.3635876,1.195835,0.7232063,0.95292944,0.81801236,1.2528579,0.9461175,0.9828183,0.89980316,0.6296351,1.2522044,0.9986424,1.2730155,1.2832508,1.0549692,1.0367749,0.9122448,1.0765551,0.7945238,0.98560435,0.6017824,1.076711,0.852633,0.81682944,0.85998166,1.2495592,0.82054424,1.1450222,1.2492017,1.1078137,1.0268985,1.1171108,1.1173843,1.0349886,1.102599,0.77095014,0.8710892,0.96275085,0.9894269,0.92376083,1.3266902,0.66459394,1.348829,0.9260744,1.0022727,0.92545563,0.714071,1.336504,0.98269653,0.8470881,0.6564622,1.2494044,1.1484193,1.1055316,0.0,1.2920511,1.0401613,0.96713775,1.0955098,1.176707,1.139199,1.3155215,1.047721,0.9473814
towel,1.1851524,0.78351486,1.3563541,1.0412915,0.9448584,0.7768012,0.61592793,1.4115499,1.390511,0.66441226,1.1965519,1.1734793,0.6399592,1.2594566,1.2730837,0.7215461,0.66284496,1.0230263,1.2926526,1.1819662,1.1359586,1.1269318,0.8405018,0.4581372,0.62963694,1.3255594,0.9595084,0.8280396,0.80953646,0.76215863,1.1307566,1.440053,1.1114699,0.5746456,1.3107425,0.5684054,0.73740065,1.0167572,1.1487999,0.9140515,1.0700566,0.74954414,1.0874693,1.1692147,0.94659936,1.0290422,0.695268,1.0196624,0.7984718,1.2099261,1.2155998,1.2538717,0.85335964,0.8706304,0.7186779,1.2397717,1.3459733,1.3502944,0.6702265,0.62835395,1.3425211,0.7041515,0.99180293,0.6570226,1.1999617,0.8414079,1.2556169,1.2081417,0.6575938,1.0254096,0.783702,0.15440464,0.9249407,0.9947954,1.3128241,0.85053205,1.1812985,1.2615631,1.276025,1.0114806,0.64212346,0.7255024,1.0157442,0.6071363,1.2556549,0.76151574,0.5590298,0.91912514,0.86563873,0.6998263,1.1461331,1.0824039,1.1221364,0.8931909,1.3932993,0.6905099,0.94822264,1.2396882,0.7716303,1.1863562,0.44521213,1.1635497,0.78753316,1.2147849,0.97493476,0.71235573,0.96965474,1.3379631,1.4656718,0.6270541,0.74666506,0.8607767,1.2920511,0.0,0.8356711,0.94152874,1.1598778,0.91801167,0.7571323,0.70985365,1.3309903,1.0550356
toy,1.0203817,0.77379006,1.3572872,0.9084127,0.7087053,0.9839163,0.6609169,1.1958593,1.2709543,0.77624404,1.3584079,1.3110454,0.71235967,1.364328,0.73327434,0.60723174,0.50151336,0.96717674,0.83672535,1.0870869,1.0274394,0.8243966,0.7829725,0.7708647,0.7053843,1.3761764,1.1476879,1.0424534,0.7450271,0.7138452,0.8964729,1.2924871,1.1977583,0.47016442,1.1069373,0.54636264,0.97754025,0.98007864,1.3299627,1.2558824,1.0851475,1.0462254,1.2052106,1.0498643,1.1127077,0.98039395,0.60927767,1.2945318,0.9590631,0.9333393,1.0110428,1.2010802,0.93028617,1.3485343,0.4200881,1.2590349,1.1258568,1.34578,0.5703536,0.77173865,1.4776596,0.8861975,0.8438172,0.7506173,1.243921,0.894631,1.1595395,1.3192245,0.7863571,0.8050271,0.65661824,0.8839492,0.92831933,0.96129423,1.3607965,0.9289013,1.2620575,1.395525,1.0963024,1.1913657,0.75135785,0.7427667,1.1265019,1.0777876,1.1375755,0.858726,0.6905364,0.6741088,0.71591693,0.81179905,1.3298922,1.1190331,1.2304611,0.7743895,1.4477115,1.0177697,1.2405018,1.1747142,0.9671865,0.6474639,0.6513338,1.1754376,1.3547848,1.1957827,1.1021997,0.5437251,0.86243045,1.4159272,1.05783,0.49282438,0.91711015,1.0073208,1.0401613,0.8356711,0.0,0.61332405,1.1184343,0.779769,1.0102988,0.69709337,1.3091507,1.2287613
tray,1.0696634,1.1252933,1.2025532,1.1191245,0.92689633,1.1287373,0.7022034,0.99194896,0.94570065,0.9111867,0.9375217,1.0381013,1.0281937,1.1105114,0.7816726,0.3917182,0.87867904,0.8402815,0.4446745,1.1084523,0.96047467,0.8811653,1.0094,0.8907445,0.85521865,1.2270175,1.0959746,0.8936532,0.88402224,0.77648205,1.0020108,1.0338917,1.0448391,0.8982661,0.85376954,0.80161715,1.0661291,1.0362133,1.0939405,0.9568829,1.0372012,1.1163805,1.1714923,0.9461441,1.1839826,1.0961758,0.98579156,1.2079287,0.95215535,1.1359375,0.9889275,1.0108038,1.0177677,1.319918,0.9287287,1.1444824,1.0878569,1.2451519,0.93972504,1.0231208,1.1913409,0.8114243,0.81732184,0.91863394,1.1345897,1.1023915,0.9991142,1.2773482,0.9997635,1.0470983,1.0374945,0.94666696,1.0221808,1.1136239,1.0548681,0.8738558,1.1024519,1.1105652,0.74494284,1.2108164,0.9742668,0.993308,1.1951218,1.0421802,1.0096289,1.0679798,0.6484999,1.02171,0.89779234,0.892613,1.0472668,1.0805743,1.105907,0.9163748,1.150585,0.98512286,1.1832186,1.0355928,0.85561097,0.66539335,0.99902487,0.9464794,1.2845992,0.9954378,1.0114172,0.9481037,0.7947587,1.1464843,0.6680517,0.70384693,1.1420302,1.2235552,0.96713775,0.94152874,0.61332405,0.0,1.1061715,0.8986146,1.0532228,1.0123034,1.0897131,1.1471721
tree,0.9636112,1.009256,0.9978717,1.0413712,1.066412,1.1018146,1.1560979,0.8315668,0.88954306,1.0225946,0.9970324,1.1059506,0.97808266,0.9346853,0.7958368,1.1413347,1.0298367,1.078253,1.0098436,1.0571588,1.0525852,1.1425439,1.0893971,1.0864528,0.85379577,1.0639311,0.91309035,0.9830086,1.0455269,1.0626466,1.0202075,0.84291035,1.1247139,1.115838,0.85446703,1.0626525,1.0489335,1.1543943,0.82493246,1.1337142,1.0264611,1.0646391,1.0040065,0.99161494,1.1202831,1.146313,0.9382414,1.0874894,1.2106196,1.0277193,0.93292856,0.9247416,1.0540212,1.1757985,1.1291417,0.98371613,0.9396507,1.0880312,1.063598,0.96865445,0.9876054,1.135729,0.94179946,0.98840845,0.94628316,0.9912114,0.99857527,1.0697588,1.0132059,1.0315989,1.0348707,1.2411786,1.0922763,1.0827211,0.9941113,1.1098057,1.0239838,1.0556304,1.0668489,1.0229282,1.1732056,1.1738255,1.0487187,1.192872,0.93882716,0.8782059,1.0958061,1.038697,1.1766889,1.1168239,0.8220409,0.8687597,1.0165375,1.1052766,0.93830705,1.163891,1.1445262,1.0145676,0.9593063,0.9976418,1.1358954,0.9504623,1.1232955,1.0143337,1.1251187,1.0300517,1.0018836,1.0253718,0.884839,1.0779095,1.1401992,1.1134893,1.0955098,1.1598778,1.1184343,1.1061715,0.0,0.8111025,0.98901063,1.0661461,0.5806905,0.87582326
truck,1.0648661,1.0718397,1.2445838,1.0113288,0.9742208,1.103844,0.89519036,1.0912158,1.2221789,0.9368494,1.1790559,1.2458899,0.7713139,1.2715362,1.0152148,0.8781576,0.8717144,1.03489,1.098867,1.0805129,1.071358,1.0446805,0.87498534,0.9289624,0.29967254,1.2131324,1.0313035,0.9286984,0.89035404,0.98129237,0.887134,1.1739056,1.134859,0.9085589,1.1000475,0.8693657,0.82579243,0.9585629,1.0794417,1.121132,1.0714607,0.98526806,1.0694512,0.9462506,1.0898434,1.0766236,0.73431987,1.157741,0.9518132,1.0054798,0.90009713,1.1472948,0.9402405,1.2154503,0.8260495,1.0798101,1.1515523,1.1908618,0.8925876,0.7561936,1.2913315,1.1057577,0.9551789,0.8299512,1.222764,1.0408448,1.0798291,1.3023154,0.7780317,0.8473005,0.9497338,0.92531204,0.91207427,1.1459225,1.1702087,0.83954227,1.198705,1.1730833,1.1182232,1.097049,0.97251,0.99943167,1.0816835,1.0854043,1.0850804,0.848276,0.80841506,1.0483862,0.7937644,0.9052391,1.0563213,0.8663498,1.0912901,0.8938695,1.2095366,0.8622011,1.1019539,1.0732523,1.0124214,1.014592,0.8729595,1.158749,1.1727605,1.1062393,1.2018341,0.9282413,0.7703156,1.2504847,1.1389601,0.813905,0.9613645,1.0214462,1.176707,0.91801167,0.779769,0.8986146,0.8111025,0.0,0.9749286,0.9184455,1.0053371,1.1769556
vacuum,1.0693278,1.0040257,1.18688,1.2153492,0.88975894,0.93543005,0.9497224,1.0619622,1.2167025,0.8296181,1.0202371,1.3353951,0.73159033,1.226325,1.145722,1.0171758,0.6834389,1.0351963,1.2165173,1.280534,1.0595459,0.903167,0.963187,0.48580128,0.8364064,1.1644208,0.84956473,0.59228647,0.6083959,0.8189677,1.0922474,1.191336,1.0696268,0.7510533,1.0333661,0.6905215,1.0227172,1.2348105,0.60407865,0.99016684,1.085568,0.87489116,0.95462877,1.1125736,1.025621,1.3227346,0.8494303,1.0833229,0.93346924,1.2714589,1.1153296,1.2409478,0.986113,1.1125162,1.044935,1.1542183,1.3197699,1.2197554,0.9207302,0.6768183,1.1835262,0.81824696,0.89547944,0.50304794,1.14922,1.0415329,1.1518114,1.2312117,0.8047083,1.0995555,0.99306124,0.8889874,0.9815176,1.0916111,0.8352802,1.0239698,1.2559979,1.0507232,1.2109373,1.0557327,0.7676275,0.721293,1.028004,0.9875003,1.2731645,0.81008434,0.8802285,1.0807912,0.8069738,0.723935,0.66383135,1.059364,1.1223207,0.9180002,1.2203982,0.99711686,0.94976693,1.0713893,0.90947646,1.122899,0.8553487,1.2216299,0.8463587,1.2154016,1.0954351,0.88511246,0.8819045,1.062611,1.231924,0.798245,0.96770793,1.0173095,1.139199,0.7571323,1.0102988,1.0532228,0.98901063,0.9749286,0.0,0.84782445,0.90899354,0.9638497
watch,1.3711118,0.4649217,1.2750988,1.0602849,1.0091163,0.78395283,0.5013345,1.3781008,1.4911081,0.5419549,1.4610893,1.2857664,0.66703093,1.4254646,1.255702,0.78247327,0.2513888,0.94756794,1.3632841,1.1587152,1.2321731,1.203885,0.88423896,0.6576409,0.7452324,1.1645385,0.94069535,1.0575564,0.6805368,0.7435205,1.2154038,1.4457722,1.2611929,0.21365297,1.5049468,0.3825761,0.953718,1.2597022,1.1930622,1.1762135,1.29831,0.53867906,1.034421,1.0775415,0.5651184,1.1130852,0.721756,1.0133771,0.87541425,1.3366134,1.1849995,1.2534053,0.27738506,1.2739546,0.5611768,0.9691154,1.2306596,1.127151,0.17202938,0.7916919,1.3881577,0.5700406,1.0669615,0.5876663,1.4029564,1.0220907,1.2820796,1.4968705,0.69178826,1.124871,0.12644196,0.85209477,0.7449024,0.97687715,1.2533454,1.0940807,1.3480393,1.2086157,1.3633572,0.9913044,0.40164703,0.43132758,0.9098449,1.1015627,1.3909795,0.9291981,0.63009894,0.89298403,1.0375037,0.7649572,1.2706901,1.2914968,1.1691175,0.88174427,1.3185751,1.1557424,1.0669571,1.3371024,0.6502303,1.3143815,0.18038255,1.2259333,1.1332197,1.2268566,0.8059145,0.24470103,1.1768798,1.3410845,1.4725544,0.59346354,0.43473244,0.4112867,1.3155215,0.70985365,0.69709337,1.0123034,1.0661461,0.9184455,0.84782445,0.0,1.2963228,1.1294961
window,0.83669084,1.3389343,0.8831402,1.2751672,1.1418884,1.2430515,1.2601957,0.6913519,0.69008815,1.1434295,0.6323117,0.98154944,1.048707,0.78908986,0.6962351,1.1882577,1.2319298,1.1293565,0.8863643,1.1472632,0.85614884,1.0914896,1.0353569,1.1156399,1.0074233,0.9615332,0.8169335,0.72780246,1.0758756,1.0480138,1.1061273,0.6226717,1.052609,1.3881667,0.45989835,1.275251,1.0470445,1.0184642,0.3599044,0.8994203,0.96819586,1.1441664,0.90788686,0.9101121,1.238203,1.1820246,1.1457059,1.0845021,1.2022281,1.076452,0.87627345,0.88679636,1.1998689,1.0639439,1.4315237,0.96299183,1.0324665,1.01382,1.2816478,1.0505866,0.8207142,1.2447634,0.8668993,0.97824055,0.89991367,1.3007777,0.9434682,0.9851468,1.0720745,1.2183785,1.2761971,1.3107189,1.1555295,1.174505,0.6091473,1.0827138,0.9221442,0.8429419,0.8851139,1.0192306,1.3516616,1.3420541,1.1127462,1.131768,0.99363315,1.0125011,1.3104374,1.3513106,1.0877111,1.1615748,0.41834807,0.63759935,0.9809966,1.2002745,0.73372865,1.1194658,1.0739894,0.84588444,1.0259196,0.9226539,1.4168854,0.88339686,1.0200607,0.98943776,1.2062182,1.2421699,1.0005009,0.7514198,0.6629691,1.3312799,1.3487805,1.2080973,1.047721,1.3309903,1.3091507,1.0897131,0.5806905,1.0053371,0.90899354,1.2963228,0.0,0.84929776
zebra,1.0223902,1.0315324,0.71932834,1.0753822,0.98756933,1.1740558,1.1941718,0.8607971,0.8038573,1.076156,0.98104656,0.94071186,1.1238632,0.7147196,1.0074042,1.0594505,1.1452308,1.0545694,0.85255325,1.07244,1.0257283,1.0101905,1.0875908,1.0682249,1.1184022,0.9994014,0.7570566,0.9847757,1.2382224,1.1287129,1.1691507,0.8522608,1.0926565,1.0880753,0.8830923,1.1439754,1.1063424,1.2127373,0.96322066,1.0789794,0.93288314,1.0691884,0.82314885,1.1676444,1.1128242,1.1368475,1.1993297,1.0090183,1.0006686,1.0860217,1.0912242,0.87115234,1.1438164,0.9927893,1.185137,1.0214456,1.0088831,1.0382241,1.1568838,1.1094522,0.84969264,0.9885325,1.0186981,1.0794802,0.81595606,1.0715227,0.9773651,0.8874419,1.0236428,1.1930356,1.0960548,1.1105403,1.1575474,0.97978413,0.8783372,1.0599874,0.85075957,0.837808,0.85186887,1.0076538,1.021668,1.0381515,0.9508808,0.95119107,1.0289713,1.059958,1.1553835,1.0726914,1.1091807,1.0502818,0.8690813,1.0562387,0.8295097,1.1088157,0.8298414,1.0591877,1.0678443,1.0137596,0.9924515,0.9365157,1.1715055,0.68773687,1.0705454,1.0165808,0.8841543,1.0917073,1.0003587,0.9199679,0.82605886,1.2013414,1.2086432,1.0841413,0.9473814,1.0550356,1.2287613,1.1471721,0.87582326,1.1769556,0.9638497,1.1294961,0.84929776,0.0
