,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bear,0.93420154,1.0545592,1.1647975,1.0927502,0.5585493,1.0955328,1.2064565,0.9830057,1.3774072,0.82939225,0.0,0.62898886,1.2130184,0.85246044,0.61589533,1.06326,0.5361384,1.0121065,1.3400238,1.2876533,1.3473359,1.3133136,0.92490065,1.2813251,1.2001536,1.3416843,0.87850595,1.127143,0.52525824,1.1573242,1.2244699,0.934006,0.88505036,1.176027,0.98645467,1.0819638,1.0573958,0.8464916,1.1034985,1.3193874,0.8905394,1.2924154,0.9424129,0.9530969,1.1787815,1.3226268,0.7114618,0.9853643,1.0435432,0.3808797,0.9311562,0.97083294,1.3039246,1.2000017,0.92343473,1.1906813,1.2150578,0.9512057,0.90185255,1.1299345,0.9350206,0.6706425,1.1907777,0.92283094,0.9979167,0.76952004,1.2251637,1.108948,0.9571191,0.62071335,1.1579928,0.48341393,1.0505835,1.3151971,1.335965,1.0801215,0.9918078,0.93535805,0.70749736,1.019106,0.99172664,1.0181136,1.0871843,1.1947979,1.064543,0.9770716,1.069586,1.1818044,0.9307152,0.5745491,0.65172964,1.1631633,1.2848439,1.281834,1.2097585,1.0138134,1.1655335,1.1192644,0.98055357,1.3321636,1.3210624,1.164095,0.8596587,0.7567582,1.3104131,0.9295258,1.033373,0.993186,1.2108123,0.6711193,1.0423164,0.6441948,0.91874695,0.65879536,1.2333773,0.91345227,0.98111254,0.8370214,0.9515774,0.8054496,1.1363865,0.7566445,1.2481133,1.2342199,1.0270696,1.2483559,1.0838965,0.65067273,0.9526958,1.3114196,0.93491876,1.0372521,0.8128023,1.1391034,1.4119555,1.1067022,1.0324035,1.1916138,1.1693753,1.0845808
bed,0.48583257,1.2377264,1.4175923,1.1003504,0.3602758,1.3085699,1.4049973,1.0127822,1.3022907,0.46154904,0.62898886,0.0,1.3917661,0.5140461,0.43573284,0.90852493,0.16163158,0.63537955,0.87922287,1.4380672,1.4263084,0.9202838,1.3102397,1.3739011,1.2440864,1.4635496,0.7707981,1.4191196,0.6110879,0.90882975,1.3902158,0.6503489,0.6241125,1.2518902,0.997721,1.3866651,1.1482347,0.4103365,1.2524426,1.5457962,0.4086315,1.4416376,0.8228251,1.0035965,1.0511973,1.2749443,0.7304102,1.2542663,1.4134859,0.61420405,0.8904621,1.4161277,1.3039995,1.2940817,1.2577592,1.4053116,0.986176,0.60158545,0.741884,1.4738808,1.2218224,0.74732226,1.1967783,0.98192966,0.9551007,0.8209548,1.5079554,1.142046,0.7967802,0.4392665,1.1862183,0.42580986,1.1716554,1.1769016,1.3995969,1.3532171,1.0417385,0.7984028,0.78900373,0.95128876,1.2533822,1.0305022,1.4399978,1.4460948,1.3235292,1.4697721,1.4233806,1.1441844,0.8167113,0.38451535,0.67051774,0.8172915,1.4619268,1.5046802,1.0909727,1.1737089,1.2112997,1.0448405,0.6834359,1.33115,1.2029293,1.1334187,1.1123075,0.78431785,1.3379674,1.2971148,0.8787265,1.1195489,1.1055909,0.48672783,0.92583257,0.49932647,1.1046393,0.8256599,1.3429048,0.628269,0.7742629,0.52023053,1.3027549,0.5973436,1.4038081,1.0266787,1.3496935,1.4931028,0.9362636,1.4391172,0.8876892,0.5043197,0.35131097,1.4095527,1.4354298,1.3299825,0.8067837,1.297788,1.3372352,0.652987,0.7756906,1.0506685,1.5574107,0.9388048
belt,1.4593909,0.93716466,0.8415447,0.8664651,1.3972867,0.9860793,0.8438356,1.1662142,0.77685857,1.3544345,1.2130184,1.3917661,0.0,0.96249163,1.3845491,1.2257551,1.292119,1.274977,1.0886842,0.5131379,0.530951,1.1176392,1.0803744,0.59760624,0.50416464,0.354133,1.1192172,0.6387205,1.0853885,0.72855866,0.9013477,1.2665596,1.3619711,0.9075079,1.105382,1.0285712,1.1745769,0.9825169,1.1535404,0.3645991,1.1846551,0.6570569,1.2404408,1.2228812,0.9590589,0.54771376,1.1541152,0.94439834,0.966015,1.2471037,1.213538,0.75903237,0.5380139,1.0155177,0.8204594,0.6255361,1.1268444,1.2315117,1.4106617,0.38692105,0.84580547,1.1296254,1.0343858,1.1378247,0.9618,1.2133977,0.5317569,1.015008,1.2199574,1.1977863,0.92667735,1.0767678,0.58014756,0.9486017,0.79309446,0.4606827,1.2442458,1.2854195,1.2608114,1.0638934,0.9072452,1.223528,0.68960845,0.4812112,0.37546223,0.7330204,0.9088467,0.64179945,1.3042915,1.3588626,0.90189594,1.1919843,0.47827268,0.42027783,1.0884304,0.92787725,0.99561477,0.45214504,1.2431781,0.82046235,0.99659634,0.99004114,1.1363795,0.95942795,0.489825,0.97053874,1.0047544,0.7118307,1.0736339,1.2495337,1.087684,1.3047478,0.9869229,0.9080469,0.86879516,1.2173932,0.9965269,1.3432568,0.7739502,1.0878212,0.81856585,1.0815098,0.8196324,0.6173861,1.1092055,0.710088,1.1861241,1.2670848,1.4085673,0.86141855,0.7246919,0.85446537,1.1117866,0.47918874,0.91176,1.3233575,1.2781602,0.9517497,0.38906658,1.0594932
bench,0.8876495,1.2534733,1.3462656,1.1220082,0.7867297,1.3366587,1.2717801,0.93214476,1.0071663,0.647501,0.85246044,0.5140461,0.96249163,0.0,0.8905779,0.9741959,0.41175747,0.83910364,1.070482,1.2898617,1.0793989,0.7219111,1.2176266,0.9495706,0.94457364,1.1081647,0.740101,1.0302726,0.7996572,0.31824875,1.3765104,0.75580645,0.98575556,1.0269018,0.8252814,1.3183737,1.2024342,0.2540841,1.1055348,1.2631872,0.27209222,1.2031635,0.9622837,1.1234314,0.8834546,0.86275554,0.8237001,1.2371095,1.3789383,1.0419581,1.0807383,1.350264,1.1172872,1.3339171,0.8891226,1.1450702,1.1000903,1.026615,0.9786803,1.2343292,1.1751305,0.82294536,1.0553824,1.0871594,1.1134335,1.0175959,1.2892079,1.1624169,0.8179653,0.87154514,1.014631,0.66000587,0.86184776,0.86233544,1.3576012,1.1065762,1.0919933,0.9262941,0.7625887,0.9846088,1.17274,1.1239755,1.4369302,0.9652061,1.1229945,1.3196094,1.2804728,0.71532214,0.93693006,0.80688787,0.6297,1.0320587,1.2685249,1.3165601,1.1688107,0.9704078,1.1677355,0.74859273,0.86929154,1.2099799,1.1361005,1.1207659,1.1662818,0.77193576,0.96304244,1.2138332,0.7614588,0.8584589,1.0707796,0.85286117,0.9091656,0.80548954,1.0311135,0.7003079,1.0645463,0.7514788,0.55784917,0.6793591,1.1218225,0.7663922,1.1803603,1.0556381,1.2889175,1.1141429,0.92265713,1.1126515,0.89327925,0.8478358,0.56275564,1.2063675,1.3124639,1.1879076,0.8156191,0.9295718,1.2479713,0.820533,1.0016598,0.85755795,1.3108611,0.98005813
bib,0.5172534,1.1789106,1.3319147,1.1445229,0.30684364,1.2648491,1.4082959,0.8567978,1.4142509,0.7217457,0.61589533,0.43573284,1.3845491,0.8905779,0.0,0.9601698,0.48817015,0.8174147,0.9820017,1.5073526,1.5812217,1.1219118,1.0745325,1.4586194,1.2646366,1.5712082,0.8605594,1.2863345,0.69621664,1.1122377,1.4083581,0.8105782,0.62948644,1.2959051,1.010476,1.2549989,1.1140724,0.6739007,1.0745802,1.6046292,0.7036569,1.5561,0.8028388,0.7489673,1.1301057,1.4707627,0.42248297,1.1086397,1.224035,0.7129661,0.6705602,1.1641194,1.4059228,1.3082123,1.0105516,1.3797684,0.8597003,0.77854145,0.77560276,1.3783152,1.0074192,0.98959655,1.1292939,0.72833437,1.0280015,0.56912285,1.455448,1.1733134,0.8354077,0.3177817,1.0738081,0.37039596,1.1832477,1.2527261,1.4954689,1.343634,1.0656186,0.80821097,0.71313053,1.0338312,1.0250107,1.0796256,1.3609279,1.4956031,1.1195,1.2553929,1.2490114,1.2579643,0.8664461,0.15920687,0.54638034,0.78760344,1.551344,1.5469774,1.1176664,1.0874988,1.279484,1.3094456,0.62249756,1.3547201,1.236231,1.179914,0.9301357,0.5118741,1.4172599,1.0985359,1.0237119,1.2211131,1.0325105,0.32439756,0.9312047,0.17182803,0.9376866,0.5419248,1.3578633,0.9041436,0.88488114,0.79832184,1.1048259,0.8940481,1.4296577,0.8661354,1.384284,1.4122728,0.8200319,1.3644098,0.8422002,0.34405392,0.6026719,1.4632112,1.1499498,1.2316682,0.8182095,1.404451,1.3816831,0.79597825,0.90086865,1.1163045,1.3875506,1.0729125
bird,0.60893524,0.9308561,1.3135005,1.1393626,1.0261872,1.1906433,1.23294,1.1343194,1.0221158,0.9567618,1.06326,0.90852493,1.2257551,0.9741959,0.9601698,0.0,0.8219057,0.85954493,0.7694309,1.1438497,1.1014463,0.83256006,1.154908,1.121552,1.2514707,1.1117296,0.9742284,1.3523529,0.95752025,0.9240367,0.9907429,0.87737316,1.0387409,1.1477692,0.991522,1.1928531,0.9287006,1.0406439,1.0327635,1.2449542,0.92482805,1.183022,0.7865009,1.0384148,0.8559242,1.0752463,1.0489564,1.1913329,1.2519387,0.93479836,1.0916867,1.3368452,0.9793239,0.9282589,1.1533803,1.0566286,0.6631131,0.79737616,0.9726409,1.2583089,1.0290291,0.9856269,1.0663018,1.1251993,1.160221,1.1288007,1.184514,0.6325187,0.86653,1.0575564,1.1291115,1.0923939,1.1133416,0.81881386,0.9255525,1.144491,0.97363,1.003937,1.0019935,0.8201796,1.1853797,1.1159489,1.3085766,1.0456161,1.244951,1.0903046,1.3135535,0.9980129,0.7868894,1.0209337,1.0985613,0.8086704,1.0477037,1.1438107,0.49592757,0.9556961,0.6677805,1.0860634,0.9771242,0.83446133,1.0486361,0.72178054,0.9981375,1.1269884,1.0864799,1.245321,0.89484453,1.0777832,0.6952503,0.9050265,0.97567886,1.0092726,1.028178,1.0909605,0.9833046,0.97509027,1.0839894,0.7184804,1.1583552,1.0354375,1.2309929,1.0322723,1.1061856,1.1898257,0.9392616,1.1680337,0.9167453,1.0693382,0.84922767,1.1142042,1.3373886,1.1537359,1.0905288,0.9806685,0.9976362,0.8962966,0.7875798,1.0154709,1.2373269,0.8839461
blanket,0.56899595,1.1395478,1.4394901,1.0892277,0.50582254,1.291322,1.3834468,1.0067583,1.208197,0.61989087,0.5361384,0.16163158,1.292119,0.41175747,0.48817015,0.8219057,0.0,0.6675291,1.0043361,1.4613099,1.3957975,0.9458845,1.2266222,1.2663589,1.2066422,1.4138873,0.8258904,1.4114615,0.6148693,0.82565176,1.3456199,0.7827252,0.8171669,1.2341541,0.9537882,1.3503495,1.056848,0.42361665,1.1778817,1.5291057,0.39127612,1.4090195,0.8573785,1.0937456,1.0881686,1.2909946,0.7745228,1.2329924,1.406128,0.64180636,1.0126116,1.4486247,1.2457798,1.2033837,1.1691431,1.3842764,0.9365117,0.7630515,0.8381649,1.4437444,1.1047137,0.7530613,1.162844,1.0818954,0.9014212,0.9253514,1.4462699,1.0808287,0.84778166,0.50531554,1.2377318,0.40607464,1.1860278,1.1395919,1.417112,1.3123637,0.95992875,0.8474461,0.6097183,0.9917793,1.2546935,1.0282106,1.4914188,1.2072709,1.2720888,1.4210963,1.3947072,1.1010661,0.77865744,0.45104098,0.63965493,0.92027646,1.4314861,1.5002217,0.9796621,1.081645,1.12217,0.9337943,0.8007847,1.2865307,1.2810569,1.1147023,1.0197229,0.72173744,1.3300307,1.2928858,0.95266336,0.92396533,1.1176393,0.4826851,1.009501,0.5546654,1.0231991,0.73693407,1.3181158,0.72332174,0.8845366,0.4868049,1.200932,0.6379652,1.3061632,0.9493876,1.3362021,1.4776616,0.95439494,1.3743312,0.943886,0.5934211,0.55700606,1.3567907,1.4447479,1.34095,0.84218335,1.0426679,1.3363303,0.7688458,0.82394433,1.1109025,1.5115454,0.9779297
boat,0.6466812,1.1373317,1.2013699,1.0704304,0.8568546,1.1433446,1.1732846,1.0070653,0.93011713,0.65921724,1.0121065,0.63537955,1.274977,0.83910364,0.8174147,0.85954493,0.6675291,0.0,0.7294017,1.2388113,1.1790849,0.5884617,1.2517438,1.0407377,1.1766725,1.2752306,0.70164657,1.3784215,0.9348798,1.0321217,1.1792748,0.84401774,0.8346295,1.1745262,0.9739516,1.315994,1.0168507,0.86938184,1.179603,1.3030382,0.53005403,1.1382669,0.9672653,1.1428323,1.1044594,1.1943192,1.0901513,1.2153678,1.2820553,0.9121885,0.9381704,1.4050457,1.1502464,1.13497,1.332855,1.2434822,0.92255706,0.74727046,0.7589792,1.3793931,1.231465,0.93969244,0.8776433,1.0715948,1.0143327,1.0778556,1.2565448,1.011634,0.8110399,0.7109238,1.1227031,0.82982504,1.1214952,0.9616043,1.1488378,1.3333021,0.9553765,0.8368174,0.89058715,0.75387967,1.209221,1.0548463,1.3385408,1.2856069,1.325752,1.4120607,1.3152862,1.1265502,0.9816306,0.837798,1.0087962,0.83779466,1.2265838,1.3027745,0.9397125,0.93294036,0.9840803,1.274487,0.7615129,1.1251206,1.0190967,1.0575855,1.0885745,0.86555564,1.138649,1.2918483,0.9496195,1.0573258,1.0742681,0.85748494,0.84633493,0.8450603,1.0590241,1.1507716,1.1768715,0.7315885,0.8960755,0.5362805,1.2406311,0.79105145,1.1973615,1.1149253,1.1153039,1.3657671,0.91421384,1.1294917,0.6909817,0.83638775,0.57817113,1.0578169,1.4686075,1.258073,0.9396992,1.2391639,0.8584199,0.41234076,0.774927,1.1345563,1.4091967,0.9911373
book,0.63185877,0.9629461,1.0066898,0.9185277,1.1835474,0.972963,0.9855591,1.1193229,0.7733624,1.0511171,1.3400238,0.87922287,1.0886842,1.070482,0.9820017,0.7694309,1.0043361,0.7294017,0.0,0.9227836,0.9136392,0.49049646,1.242058,0.93873817,1.0208244,0.9879141,1.0078484,1.2480643,1.3477414,1.1053858,0.87607807,1.1162498,1.0037472,1.058598,1.1059562,1.0847974,0.84828424,1.1383245,1.0284067,0.93800247,0.927376,0.91473323,1.0699444,1.004729,0.95055646,0.93547446,1.2147901,1.1924449,1.1414341,1.2492094,1.0408357,1.1829515,0.8184875,0.90303695,1.3945625,1.0551176,0.66867083,0.5239466,1.0324817,1.2100074,1.1214843,1.2353852,0.61348385,1.1782371,0.99698555,1.1040486,1.019347,0.7780348,1.1605132,1.0456477,0.9915363,1.2452309,1.1424505,0.916379,0.9656929,1.1554813,0.906515,0.9642829,1.1553795,0.90728295,1.1834452,0.9254372,1.0981405,1.0943048,1.1867844,1.2189482,1.1617486,1.0526061,1.158164,1.1220181,1.3561399,0.5145414,0.8899147,0.9039421,0.7362331,0.89496666,0.78508556,1.09984,0.77772146,0.89906174,0.8878289,0.8065378,1.0822755,1.1768283,0.7979195,1.2902926,1.0655489,1.1447803,0.79897386,1.1047794,0.9810802,1.1022654,1.1054775,1.3396113,1.1611766,1.0729904,1.200086,0.7459271,1.1828476,1.0925593,0.93794405,1.1431053,0.89611685,1.2038769,1.0852643,0.9266018,0.8754538,1.1213645,0.80968493,0.8332312,1.2735978,1.1935941,1.1595012,1.090568,0.6303151,0.5080333,0.7975308,1.2329859,1.1659997,1.0253788
bottle,1.4286828,0.96717936,0.66525185,0.7317951,1.4815592,0.6969565,0.6016756,1.2769516,0.65148175,1.371232,1.2876533,1.4380672,0.5131379,1.2898617,1.5073526,1.1438497,1.4613099,1.2388113,0.9227836,0.0,0.28098166,1.1086233,1.1277393,0.56797904,0.77584237,0.22146618,1.154397,0.67593837,1.2300351,1.0096965,0.64337575,1.2185035,1.2417705,0.93914586,1.2634479,0.8293368,1.0040618,1.2902356,1.2064804,0.16589868,1.3733946,0.21728063,1.1982553,1.2335876,0.9436227,0.7418028,1.2837796,1.0409284,0.80911934,1.2327627,1.161531,0.7530614,0.5248474,0.7849101,1.0414009,0.70865035,1.1769857,1.1960762,1.2747569,0.34881067,0.9838641,1.0839018,1.0147762,1.1415787,0.69871426,1.4041319,0.33148015,1.0110873,1.3348348,1.4033349,0.81211364,1.4439642,0.8854034,0.9168076,0.4249344,0.41855,1.2149367,1.2131939,1.486895,1.0256519,1.0297883,1.1221367,0.2754352,0.43152046,0.63543,0.69438064,0.8523019,0.79478675,1.229422,1.4960892,1.3203163,1.179461,0.33162248,0.23012376,1.0754921,1.0993165,0.9466883,0.54316396,1.3259192,0.64559793,0.91912323,0.9794009,1.2584646,1.4928377,0.67057335,1.0105704,0.9520093,0.8601968,1.0840681,1.3852134,1.3089364,1.416325,1.2775259,1.2960415,0.9221499,1.1690955,1.1994944,1.2725017,0.9992848,1.1219077,0.6441134,1.2500328,0.5444373,0.6757856,1.1907959,0.7029857,1.1792461,1.3761041,1.4255183,0.73437494,0.74079746,0.76228565,1.1902872,0.47058082,0.63973236,1.2726176,1.0983999,0.9022345,0.47573185,0.96377647
bowl,1.4267006,0.9400933,0.79400945,0.8049065,1.5353315,0.8315715,0.70286834,1.2084903,0.5785748,1.171723,1.3473359,1.4263084,0.530951,1.0793989,1.5812217,1.1014463,1.3957975,1.1790849,0.9136392,0.28098166,0.0,0.92469907,1.1137985,0.42346346,0.77026457,0.24642587,1.0497025,0.7588434,1.219296,0.8174716,0.5859286,1.2234693,1.2563164,0.7716939,1.1507461,0.8038744,0.9741076,1.1830618,1.131762,0.33719468,1.281883,0.28227335,1.2332381,1.2986336,0.9094502,0.46004534,1.3431253,1.1302749,0.8677537,1.2959034,1.2369435,0.92522115,0.5396266,0.7854604,1.0860307,0.61161315,1.1444212,1.2198073,1.1628051,0.5334992,1.0770794,1.0035609,1.0380002,1.2269676,0.7200607,1.4640996,0.49623924,1.0069274,1.2298653,1.4894543,0.95320296,1.5075594,0.8188075,0.89190686,0.45040143,0.5514281,1.1134341,1.22646,1.4868772,0.8831605,1.0770406,1.1211766,0.5727148,0.47070694,0.8108907,0.7923857,0.873904,0.6686999,1.1895686,1.566557,1.3794427,1.1008039,0.39580393,0.39089215,1.0162944,1.0207694,0.92751396,0.35333848,1.3394277,0.65631455,0.67216593,1.0010062,1.2126044,1.4995785,0.4881109,1.0554968,0.8473298,0.8477255,1.0211605,1.4639312,1.2017933,1.4937375,1.2311739,1.3062296,0.8486123,1.1411564,0.89734685,1.271903,1.0132171,0.9870691,0.7056066,1.2388988,0.5751738,0.64693964,1.2691174,0.7093264,1.2117177,1.4254017,1.3218396,0.53702223,0.8975609,0.86841583,1.2609465,0.56838983,0.7502037,1.1090257,1.0887698,0.8945529,0.67092144,0.8848869
box,0.8922109,1.011811,1.1766303,1.0737766,1.1401302,1.1389472,1.134141,1.131786,0.6502738,0.75181293,1.3133136,0.9202838,1.1176392,0.7219111,1.1219118,0.83256006,0.9458845,0.5884617,0.49049646,1.1086233,0.92469907,0.0,1.1826011,0.76711464,1.1224306,0.94994056,0.8868372,1.2350413,1.2902021,0.70536846,0.9872035,0.8154469,1.0310197,0.97567976,1.0126959,1.1617001,0.963693,0.8869363,1.0390153,1.1636324,0.5149691,0.92837894,1.0384105,1.091369,0.64040816,0.72165275,1.1615698,1.2280102,1.2264676,1.2717123,1.0746164,1.3358762,1.1308053,0.9785671,1.301409,1.1782306,0.90359455,0.8063597,0.87405634,1.3347512,1.1998054,1.2058896,0.7769361,1.1775618,1.1395266,1.1740915,1.2219827,0.94711685,0.99672383,1.0257466,0.8544586,1.1832571,1.13388,0.62810534,0.9469616,1.2385869,1.0346037,0.7456944,1.0926919,0.8957851,1.1869253,0.9274792,1.3166668,1.071305,1.2776854,1.2806406,1.2154133,0.70812523,1.0991222,1.1279516,1.2441545,0.6936762,1.1120827,1.1626225,0.8395592,0.98426366,0.9433377,1.1130147,0.93533516,0.97595525,0.9181158,0.9707452,0.98956686,0.9757251,0.7034182,1.289933,0.7369724,1.1244876,0.941087,1.1058748,0.9651808,1.1212313,0.99465466,1.2193193,0.9624226,0.6861414,0.83138895,0.75758594,1.13638,1.134039,1.0498333,1.0945628,1.0333215,1.1694446,0.93259555,1.0036254,0.78926635,1.1048702,0.6378624,0.74973035,1.3840275,1.2187704,1.1229813,1.0871239,0.7170923,0.41048145,0.95881796,0.86377054,1.2230449,0.9597664
bread,1.1682397,0.7752762,0.7923548,0.9465278,1.0696087,0.81964886,0.9179866,0.65661794,0.95542866,1.289126,0.92490065,1.3102397,1.0803744,1.2176266,1.0745325,1.154908,1.2266222,1.2517438,1.242058,1.1277393,1.1137985,1.1826011,0.0,1.0790826,0.99545187,1.1929421,1.2437288,0.7475593,1.1811025,1.246684,1.0424346,1.2443242,1.0824121,0.8901273,0.9958249,0.43440998,0.8993245,1.2524878,0.4974982,1.0058959,1.3154479,1.0668129,0.9619856,0.6936681,1.1891571,1.1399163,0.9035398,0.70113164,0.66814023,1.0538952,1.0702026,0.60209626,1.1298583,0.97821605,0.58870804,0.9717945,1.03314,1.2267913,1.0101995,0.9470223,0.63793224,1.0586896,0.89736813,0.9266772,0.9423984,0.7606813,0.85866356,1.0475173,1.0695395,1.152405,0.96448976,1.121234,1.1029437,1.1573745,1.1895199,1.0050575,0.85702455,1.1299864,0.7811917,1.268244,0.73808384,0.7808305,0.80767024,0.99714863,0.8699534,0.7396947,0.53354806,1.2662878,0.92303854,1.1613989,1.0656291,1.2728842,1.1115067,1.0320916,1.0662336,0.8472826,1.0085661,1.2008231,0.8897576,1.0967317,0.95697016,1.0042061,0.56754774,0.814823,1.178783,0.5539284,1.3320332,1.033867,1.0553654,1.0269196,1.0695305,1.166719,0.5136397,0.9335457,0.91398054,1.2494045,1.1977408,1.2358626,0.36812794,1.281404,0.9222777,0.7218505,0.9661844,0.7949777,1.0738132,0.93870986,1.1539799,1.1569304,1.3240199,0.85089636,0.56248784,0.6700422,1.047209,1.1046209,1.0205792,1.2518198,1.2057546,1.2126666,0.69534296,1.2313937
bucket,1.3746433,0.8137315,0.8197863,0.82989126,1.4885464,0.76880753,0.67598987,1.1574969,0.55757153,1.2165253,1.2813251,1.3739011,0.59760624,0.9495706,1.4586194,1.121552,1.2663589,1.0407377,0.93873817,0.56797904,0.42346346,0.76711464,1.0790826,0.0,0.72441375,0.40900445,1.0501025,0.9887963,1.2488285,0.72768724,0.6645492,1.2282954,1.2464845,0.7208986,1.1709421,0.8866695,0.9871733,1.0727717,1.1739049,0.6218818,1.0703604,0.27072716,1.2222071,1.2342584,0.88562715,0.7929012,1.3034962,1.1570117,0.89693904,1.3300736,1.2681907,1.0445926,0.7549563,0.81371635,1.0606542,0.9517897,1.0732138,1.2383237,1.0441451,0.80536175,0.89063895,1.1565452,0.8886799,1.2632387,0.909291,1.3795036,0.59655124,0.9864354,1.128258,1.390552,0.7243444,1.3401892,0.98863316,0.84016854,0.7184674,0.7689068,1.0360739,0.98931754,1.0626378,1.0548226,1.0995134,0.9844075,0.84397006,0.5123244,0.90719986,1.0060776,0.91575736,0.6368714,1.2541151,1.4454024,1.2084451,1.105192,0.7086427,0.7020491,0.93320054,0.95948565,0.9341085,0.708866,1.2934515,0.77056116,0.7639479,0.99510896,1.0513883,1.2616948,0.6703042,1.1322334,0.888769,0.70652556,1.1224799,1.3882046,1.176371,1.3774399,1.1286485,1.1693008,0.91305494,1.132925,0.97290134,1.0827553,1.0355943,1.1374224,0.59995747,1.0478238,0.8169472,0.8153713,1.0656946,0.72796917,0.9431748,1.3209293,1.2712028,0.36777174,1.0475371,1.0359029,1.2268109,0.52097076,0.6037341,0.95077497,1.1324668,0.80579644,0.7774271,1.0218409
butterfly,1.2088562,1.151467,0.775565,0.90542173,1.3061724,0.88535094,0.729433,1.046481,0.87132967,1.3088142,1.2001536,1.2440864,0.50416464,0.94457364,1.2646366,1.2514707,1.2066422,1.1766725,1.0208244,0.77584237,0.77026457,1.1224306,0.99545187,0.72441375,0.0,0.6490333,1.0710815,0.6936255,1.1686394,0.9400407,0.9834791,1.2955714,1.1846788,0.8493053,1.2063863,0.90211433,1.1780517,0.9875331,1.110348,0.5427945,1.1637003,0.7890065,1.1927387,0.99165887,1.133349,0.7548393,1.1441916,0.8927166,0.8672867,1.2266343,1.0826637,0.7712772,0.4118991,1.0483352,0.8493655,0.7685333,0.88178104,1.1954417,1.3861893,0.5840292,0.8890032,1.013616,0.9842142,0.9730506,0.9656532,1.1612598,0.5264012,0.92438614,1.2345412,1.2791601,0.9836725,1.1725193,0.9172545,1.1303151,0.99977976,0.7124762,1.1051614,1.1432619,1.1349008,1.172238,0.8160734,1.0301566,0.77124614,0.7204948,0.70055807,0.9037659,0.82361853,0.96575,1.2376884,1.2929187,1.0448852,1.2086153,0.71839994,0.65306056,1.1236461,0.96312475,0.9199413,0.63600165,1.1739907,0.97296536,0.95726013,0.82997847,1.1087668,1.1759642,0.75296205,0.85946596,1.1964197,0.623865,1.0412563,1.2732583,1.0352126,1.226527,1.1029131,1.0595169,1.0327332,1.2324334,1.1238366,1.2349763,0.94150275,0.9127684,0.6531897,1.1829858,0.8937467,0.7468555,1.1315044,0.5929519,1.1108797,1.181598,1.3196061,0.84180754,0.74868,1.0190686,1.1493206,0.74862754,0.830768,1.2747749,1.1244584,1.0496001,0.7926496,1.1403654
can,1.5308002,0.87365675,0.8482686,0.7570859,1.5184342,0.88319755,0.6877367,1.3696613,0.525536,1.3036443,1.3416843,1.4635496,0.354133,1.1081647,1.5712082,1.1117296,1.4138873,1.2752306,0.9879141,0.22146618,0.24642587,0.94994056,1.1929421,0.40900445,0.6490333,0.0,1.1461353,0.7034923,1.1748712,0.70994663,0.62161887,1.1562159,1.3400714,0.8728034,1.2093813,0.93054146,0.98938555,1.1240522,1.2181829,0.30284828,1.2380764,0.3164723,1.2529438,1.363853,0.74700534,0.5397833,1.3071115,1.1015966,0.9312312,1.2619386,1.2405547,0.8782044,0.58138883,0.7897521,1.0550131,0.6912091,1.2159252,1.2591419,1.3169415,0.41021526,1.0090438,1.0897561,1.1304543,1.1927271,0.85938424,1.4809809,0.4691807,0.9925732,1.3090181,1.4189761,0.7916182,1.4060755,0.77469146,0.7883537,0.4409809,0.34647393,1.2018762,1.207554,1.5029943,0.9877434,1.0535371,1.122737,0.5902838,0.29307342,0.5818936,0.7212436,0.9093393,0.45794308,1.2805965,1.5208838,1.2290776,1.0992085,0.4121368,0.3592037,1.032184,1.0889142,0.91363287,0.34434342,1.4235255,0.6036752,0.96193993,0.9873441,1.1920741,1.4371076,0.45531905,1.0584384,0.72229785,0.730171,1.0890173,1.4266087,1.329668,1.4449507,1.216542,1.2068076,0.84763134,1.1422216,1.0467215,1.272601,1.013362,1.0910033,0.6656631,1.1917305,0.6088306,0.7040477,1.2143401,0.7216612,1.2005508,1.3815608,1.3895267,0.6953449,0.8427925,0.90302503,1.3199255,0.31196606,0.7549189,1.2954125,1.1826848,0.7686633,0.5574367,0.8560596
