,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
ear,0.99542797,0.5098362,0.93106043,1.1011174,1.0616956,0.8754195,0.9751355,0.9022727,1.137784,1.2543428,1.0586181,1.249584,0.89882386,1.2274381,1.0348454,0.69294924,1.1886516,1.2192647,1.3309381,1.0757568,1.205473,1.3243482,0.82814014,1.1704309,1.1121103,1.0353162,1.0382103,1.1655824,0.7700601,1.0526366,1.1529028,0.9554641,1.1360478,1.2126119,0.9412286,1.1234088,1.000171,0.69679564,0.97704494,1.1611553,1.035358,0.97937876,1.3196073,1.0492185,1.2461697,0.97902834,1.0170391,1.1165409,1.1655134,0.84923714,0.0,0.7785875,1.1288564,0.45037353,0.82714987,0.41344464,0.96152735,1.1261685,0.8953457,0.7803947,0.95629394,1.1271384,0.62167424,0.75390315,1.1341848,1.0232356,0.6765946,1.1212727,0.7443838,0.86881286,1.0847964,1.1725757,0.9499611,1.0231429,0.96711814,1.039073,1.1451566,1.1423863,1.0129339,0.99529076,1.1470145,1.1473721,0.9860436,1.1629965,0.59701777,0.96077675,0.7091348,1.0935907,0.54488075,0.36611617,0.90067536,1.1342633,1.0337914,1.1099775,0.8886591,1.2295389,1.078531,1.0884169,0.82633924,1.0612229,0.905221,1.0846972,1.1247146,1.066238,1.2537304,1.0844238,1.2474982,0.7291981,1.0600868,0.9469783,1.1734881,1.0268806,0.90976393,0.8525455,1.0292263,1.1726841,1.3124454,1.3334522,0.6556403,1.1639272,1.1069992,0.7038393,1.095974,0.88436294,0.82217467,0.9882084,1.0466827,1.2190719,1.0704612,1.3028554,0.98557895,0.40154684,0.79663,1.0345252,1.1218935,1.1846585,1.3060954,1.156669,1.0782566,0.42090017,1.1230624,1.1820805
egg,1.3183601,0.7274506,0.4824459,1.035878,1.2630496,0.23193622,0.35397655,0.6257341,1.0890446,1.3614175,1.2473934,1.3682456,0.9666485,1.3031172,1.2778833,0.9245556,1.3661733,1.1657363,1.1609274,0.89351565,0.7483756,1.1968081,0.84262675,1.1778994,0.9092283,1.0104084,1.0095363,1.2263359,0.8427161,1.2994683,1.289542,1.0164201,0.75444174,1.178813,1.2051733,0.72989273,1.1887872,0.51352644,0.82004905,1.2722459,1.0500702,0.7812127,1.4549446,0.75501436,0.9658323,1.1429297,0.9884563,1.2705646,1.1976188,1.0134708,0.7785875,0.0,1.2832767,0.75475913,1.051479,0.67339057,0.8421409,0.89434403,0.771832,0.8576596,0.8426278,1.1879488,0.85081416,0.94534814,1.2385089,0.6772036,1.100645,0.8614513,1.0662367,0.74912393,1.1016693,1.22887,1.2353277,1.0067182,1.2760488,1.1945626,1.3152189,0.9739373,1.1043013,1.2248826,0.6510584,0.98289114,1.144705,1.2506468,0.90178186,1.0776926,0.6006435,1.1821272,0.9689605,0.7279975,0.15393376,1.3763058,1.0693592,1.3695186,1.246954,1.1669103,0.95264506,0.93717664,0.7567599,0.96128654,0.9165524,1.0334572,0.68670076,0.6293339,1.251508,1.0601758,1.3806543,0.9060437,1.178892,1.1631726,1.2186781,1.3052094,1.0078064,1.1421548,0.868965,1.2786105,1.1310751,1.3850632,0.6630435,1.080955,0.8469032,0.7967391,0.89676756,0.71051717,0.8511668,0.8705647,0.6068303,1.2547326,1.2539492,1.2990626,0.50921047,0.6090712,0.760141,0.9745788,1.1263146,0.5506874,1.1182168,1.2273712,1.1173216,0.70543325,1.2499222,1.1956168
elephant,0.7954025,1.1944541,1.1271639,1.1255589,0.8565569,1.1912403,1.2834469,1.2267065,1.1858929,0.7406024,0.4284212,0.74617475,1.0885541,1.028518,0.82484424,1.0979166,0.60681844,0.8775474,1.1978235,1.2405999,1.2581991,1.1606963,1.0493121,1.0959028,1.2255348,1.014972,1.18929,0.63145244,1.0851922,0.33844316,1.1105366,1.1215525,1.127318,1.1243908,0.91382194,1.1963693,0.80072355,1.14332,0.9349205,0.9868129,0.8782669,1.2297311,0.9234077,1.2523718,1.1078346,0.8356463,1.0262614,1.047434,1.1286058,1.1523408,1.1288564,1.2832767,0.0,1.0829415,1.0013965,1.1638029,1.0294765,1.0787823,0.9879398,1.1540523,1.0470321,0.72481894,1.0667917,1.0073487,0.39724362,1.2764152,1.0117186,1.1291625,1.0114086,1.142495,0.95568407,1.0798229,0.6783476,1.2322788,0.72181165,1.0983832,1.1070855,1.107475,1.1112496,0.88820636,1.067752,1.0965595,0.80188,0.79139674,1.0946397,0.9918966,1.1533141,1.0942167,0.9888208,1.0827842,1.2701867,1.0265318,0.8511279,0.63099796,0.8607626,1.106801,1.0952369,1.1631513,1.078085,1.0527344,0.9135267,1.0838499,1.2384269,1.1694757,1.0407684,1.2034223,0.90790397,0.9525689,0.9778816,0.7013196,1.0791107,0.7155031,1.0762751,0.89854836,1.2198231,0.9172586,1.1121556,0.73782074,1.2236097,0.7405752,1.1250819,1.1269847,1.0359315,1.1662822,1.1894706,1.2218504,1.2557352,1.0380443,0.75405085,0.85222787,1.2928472,1.2245499,1.1771374,1.2725112,1.0899839,1.3354335,1.1231927,0.70530033,1.1907815,1.1729063,0.88902944,0.4930488
eye,1.1665132,0.6305102,0.8012546,0.95222384,1.2341684,0.7392839,0.97605985,0.892316,1.1001942,1.2136983,1.1603816,1.3146482,0.7807456,1.1936209,1.1783142,0.68110895,1.2476543,1.2353427,1.2767472,1.0257205,1.0729537,1.2614479,0.83523,1.1057833,1.0563703,1.1468769,0.95891935,1.1437476,0.73282117,1.1348964,1.2077641,0.9222722,0.98772013,1.191572,1.1062413,0.84579206,0.8588865,0.66207784,0.81657636,1.2149986,1.093378,0.7921705,1.3680394,0.93436515,1.1739104,1.1745163,0.9916838,1.1150597,1.0720047,1.0005326,0.45037353,0.75475913,1.0829415,0.0,0.98991305,0.5592673,0.87110907,1.0378712,0.82774746,0.61690915,0.9621173,1.1612748,0.5542537,0.90488875,1.1127173,0.9595798,0.9137714,1.1468865,0.9660698,0.85764277,0.9657212,1.1519281,1.1112462,1.0147334,1.133474,0.9466886,1.1940151,1.0609425,1.0423727,1.1367633,1.1216111,1.2263346,1.1766453,1.2829633,0.60139906,1.0549842,0.63353866,0.97406435,0.6107738,0.5330644,0.79481214,1.1147066,1.0776842,1.1956723,1.0790266,1.1987032,0.83444357,0.8550122,0.83917403,0.9709527,0.9143369,1.001876,0.9356313,1.1211549,1.2798864,1.0124953,1.2388378,0.7985053,1.1467643,1.0169322,1.1377776,1.1907225,0.945874,0.8967381,0.94779205,1.2768512,1.1874988,1.3556871,0.64464223,1.1634996,0.8781563,0.7644017,1.0180148,0.81868833,0.7936639,0.91398484,1.0105903,1.2640378,1.2370645,1.3702418,0.8451539,0.54787874,0.71938545,0.9159475,0.96222365,1.07925,1.2966696,1.1817489,1.038167,0.40780717,0.9907663,1.1129541
face,0.8366911,0.9919833,1.1117278,1.1818599,0.73171055,1.0835656,1.1569793,1.1125016,1.2573826,0.9280155,0.92478204,0.80706906,1.259445,1.0809877,0.7133645,1.0602915,0.8863403,0.75508845,1.0603584,1.262288,1.2551448,1.0537876,1.0956705,1.1476526,1.3484225,1.0824609,1.3355188,0.7641394,1.2915969,0.82765007,1.2477654,1.131587,1.1579831,1.0115452,0.78840077,1.2083724,1.2125232,1.0478216,1.0837433,0.99482846,0.928087,1.319659,0.9163509,1.2340035,0.9004904,0.7399199,0.8632989,1.023615,1.1717771,1.0014443,0.82714987,1.051479,1.0013965,0.98991305,0.0,0.9709112,1.1689982,1.0720725,1.1483065,1.2984596,0.9675335,0.72430694,1.0314842,1.1404178,1.0767725,1.0242682,0.16928637,1.2316447,0.7362048,1.1285858,1.0493954,1.0418117,0.8991394,1.1975871,0.77548075,1.1543233,1.0530965,1.2099736,1.0616089,0.6967319,1.0208803,1.1537476,0.85788393,0.653382,0.77303386,0.83665353,1.081372,1.4640217,1.1254187,0.7584746,1.165916,1.1690052,0.8285241,0.7333005,0.78380597,0.97693586,1.3035077,1.2780049,1.1664373,1.350683,1.211578,1.1970042,1.223902,0.926768,0.97336566,1.2457643,1.0758414,0.93237996,0.9229748,1.0042354,1.0180993,0.58508474,1.0856397,1.079591,1.4091563,0.84138155,1.1864845,0.93482673,1.2196332,0.9008066,1.2389634,1.2058327,1.2011607,1.3569984,0.85736746,1.2206218,1.0169017,0.92112356,0.56764036,0.7814804,1.1760002,0.99471164,1.1030507,1.1440506,1.444863,1.173769,0.91164255,0.88514566,1.247018,1.0816749,0.9333665,0.93941224
finger,1.265339,0.38275778,0.77357703,0.9422426,0.9527751,0.7650535,0.9528816,0.78775764,1.1493561,1.3121694,1.1244771,1.3479466,0.73015285,1.2913511,1.1442261,0.70900995,1.282812,1.3235765,1.2376512,0.94325095,1.1738205,1.3720078,0.77116215,1.1477652,1.0971104,1.1764545,0.9413696,1.2809905,0.49351424,1.2407218,1.163698,0.9047201,1.153435,1.2511022,1.0913613,0.9997687,0.9670618,0.50685924,0.81868553,1.2194067,1.0780137,0.69353014,1.4926548,0.8760735,1.3534191,1.2178493,1.0268824,1.2201638,1.20495,1.0146797,0.41344464,0.67339057,1.1638029,0.5592673,0.9709112,0.0,0.9371357,1.243298,0.8516946,0.59453183,1.1027545,1.1993105,0.5180795,0.68725514,1.1972067,0.84608454,0.9171096,1.1168848,0.5161791,0.92884713,1.1447885,1.3524888,0.9917625,1.0801946,1.0178052,0.8917849,1.2529436,1.1379795,0.8616767,1.022162,1.1429673,1.212115,1.06157,1.2443599,0.50580233,1.1317183,0.5451615,1.0057395,0.5114746,0.30661917,0.75096476,1.2342013,1.2422332,1.2232829,0.9992615,1.2327697,0.8397273,0.84404874,0.74866176,0.90764964,0.81589407,1.1459403,0.96576893,1.1007111,1.3296216,1.0574956,1.2910614,0.6954207,1.0391523,0.92324555,1.1705937,1.1233596,0.9995291,0.8863876,0.97620964,1.2691557,1.3295164,1.4125954,0.49371225,1.2265322,0.93476826,0.4421618,1.0184175,0.73093116,0.781469,0.89285564,1.0149496,1.3487997,1.1614217,1.3905585,0.90273327,0.09610975,0.48240554,0.74396485,1.0543208,1.0967401,1.3507092,1.2203906,1.0382793,0.33470988,1.1588938,1.2724223
fish,1.1462592,0.9318795,0.726286,0.77852356,1.2835383,0.74648345,0.79416007,0.6732171,1.015416,1.1490698,1.1195316,1.3439066,0.6344309,1.2154429,1.3956139,0.7467012,1.3818531,1.3377964,1.0842338,0.83980757,0.8503297,1.2830181,0.9935893,1.0522368,0.911952,0.85255235,0.7839177,0.91761225,0.84567845,1.0537454,1.1108195,0.75800747,0.7851166,1.263464,1.2375187,0.8182022,0.97957975,0.816796,0.7764982,1.1329718,1.2396775,0.5729559,1.3824784,0.7387153,1.2927024,1.107678,1.1194414,1.1947318,1.0850254,0.9541805,0.96152735,0.8421409,1.0294765,0.87110907,1.1689982,0.9371357,0.0,0.9869196,0.47347534,0.48871267,0.58273053,1.1890814,0.7470249,0.9608414,1.0228077,0.99796987,1.2704535,0.7252747,1.2458079,0.78033686,0.87073195,1.1049131,1.1347997,0.96518624,1.3051072,0.8600277,1.165266,0.73217344,1.0220367,1.2866015,1.0180718,1.0315708,1.305481,1.3023967,1.0091121,1.1387789,0.71494913,0.85318273,0.8604634,1.1417418,0.7981697,1.1534394,1.1654191,1.408709,1.2720644,1.112173,0.57189626,0.5999683,0.65046084,0.62826306,0.94877136,0.85171485,0.6335824,1.2683821,1.1916668,0.7453403,1.1649494,1.0086306,1.144198,1.1621492,1.100904,1.3508549,0.920714,0.93684196,0.7509736,1.32674,1.0316743,1.3671613,0.61683494,1.0426793,0.68369704,0.93615425,0.93266517,0.48315203,1.0605624,0.7811134,1.1352404,1.2027884,1.3279195,1.3458456,0.73268414,0.8497101,0.6938209,0.85334665,0.7913057,0.8423189,1.2489417,1.174105,0.90419257,0.8026057,1.1299955,0.94118965
flower,1.155755,1.3038429,0.90714747,0.97388667,1.2241669,0.77561957,0.7001933,1.0269463,0.87859005,1.2187309,1.146041,1.1559879,1.0882089,1.1346159,1.1450586,1.2867026,1.1702191,1.1157311,0.9321034,0.8291297,0.825102,1.0356354,0.9460302,1.0177239,0.8412105,0.90004605,0.9292471,1.0989087,1.302314,1.1144462,1.2383612,1.0522891,0.36767685,0.73424864,1.0364728,0.7879592,0.9822743,1.0615996,1.0424265,1.1469637,0.91395956,0.97947913,1.0747697,0.8392309,0.77616364,0.9357467,0.96413666,1.0146724,1.189244,1.2005118,1.1261685,0.89434403,1.0787823,1.0378712,1.0720725,1.243298,0.9869196,0.0,1.0186391,1.1203173,0.9192184,1.0765116,1.1368293,1.160313,1.0344876,0.89433086,1.0924743,0.8334355,1.2748357,0.8126445,0.7762307,0.9954675,1.1110191,0.8481352,1.3336841,1.2844507,1.081432,0.658324,1.1223094,1.1598582,0.84923613,0.8523625,1.0698824,1.0816678,1.1798599,1.0055733,0.94363797,0.95315427,1.2066766,1.1525367,0.83519405,1.0904406,0.43962228,1.1917903,1.3158202,0.7743858,0.9327637,0.9338423,1.1306056,0.9098189,1.0073459,0.6650162,0.84598386,0.79957515,0.9072917,1.0669814,1.0688479,0.8463503,1.1179458,1.2673532,1.0759226,1.2294767,1.0619894,1.1357012,0.9856732,1.0781444,0.90876853,1.1004498,1.1413195,1.0503113,0.83641845,1.328869,1.0510297,0.9585951,1.0848852,0.81991434,0.80289483,0.99051183,1.1918012,1.0717599,0.78722334,1.2138215,1.0802696,1.1184688,0.89419734,0.7102882,0.915541,1.0787841,0.9930641,1.1175199,0.98746055,1.016234
foot,1.0477238,0.8096902,0.69567525,0.88958704,1.2129486,0.67633307,0.7876601,0.8313385,1.122077,1.1954088,1.0957942,1.1774805,0.66750604,1.033799,1.2868303,0.8639288,1.2079792,1.1839814,1.185507,0.84755164,0.89935935,1.2286452,1.0311477,1.1667466,0.9255522,0.87590814,0.8305542,0.9950384,0.86325085,1.0128126,1.0223644,0.97112167,0.90422523,1.2329457,1.1687804,0.8814773,1.148827,0.76700395,0.9599007,0.9715409,1.1819862,0.6899315,1.309328,0.7335187,1.2210717,0.9904734,1.0138433,1.2316982,1.0614284,0.98410046,0.8953457,0.771832,0.9879398,0.82774746,1.1483065,0.8516946,0.47347534,1.0186391,0.0,0.7250865,0.75449526,1.3037759,0.72874826,0.82754004,1.067395,1.0410281,1.1593839,0.83931696,1.1828899,0.8024815,1.0085409,1.1650293,1.0489255,0.9921597,1.1535995,1.0707595,1.1800778,0.9441782,1.0559087,1.2697093,0.97322804,1.0418772,1.1709852,1.2060015,0.94375634,1.148675,0.65562,0.96896875,0.89279974,0.9645055,0.80436295,1.1864828,1.101827,1.2857674,1.2148441,1.2228198,0.716408,0.7742642,0.798786,0.6577123,0.94917196,0.9609902,0.74957025,1.2303067,1.2439266,0.8149815,1.1703006,0.9369034,1.1635404,1.1110264,1.2859864,1.2446388,0.9677473,0.9901336,0.8496556,1.3231629,1.0301963,1.199764,0.62352693,1.1095494,0.64866775,0.827163,1.0436713,0.6328706,1.0573244,0.8853566,1.1706986,1.1747756,1.2092365,1.3217537,0.73148906,0.7198944,0.7661246,0.9796934,0.8002852,0.8196975,1.2701159,1.0942805,1.0452119,0.73676705,1.1598034,0.95852774
fork,1.4447036,0.7267281,0.61747587,0.6763543,1.4032605,0.74897754,0.97374094,0.7567483,0.80481184,1.135188,1.2298036,1.5655643,0.3067484,1.3189433,1.6161252,0.7073634,1.5577636,1.4604651,1.1497672,0.6395664,0.8075152,1.3512394,0.89580166,0.77520055,0.7486703,1.0260303,0.48725402,1.1218129,0.5399386,1.2385808,1.0120804,0.6498798,0.8667816,1.2127138,1.2547063,0.7328407,0.7329649,0.6835606,0.7245519,1.2878008,1.3283126,0.26119745,1.4967852,0.521135,1.4529359,1.3366778,1.263358,1.0977021,0.995048,1.0052928,0.7803947,0.8576596,1.1540523,0.61690915,1.2984596,0.59453183,0.48871267,1.1203173,0.7250865,0.0,1.0775261,1.344272,0.3784421,1.1404518,1.0447296,1.1537856,1.3093321,0.85259616,1.2323476,0.8279577,0.84101313,1.1353862,1.1596394,0.7819421,1.3884604,0.5540378,1.1586642,0.6327266,0.83271974,1.3537514,1.3273425,1.1632848,1.5872116,1.4783573,0.8940307,1.3345152,0.44558012,0.7209121,0.53170365,0.90495443,0.74357605,0.99098295,1.3565488,1.5575516,1.2987947,1.2470739,0.2438066,0.275846,0.6949856,0.53852266,0.95041007,0.7634114,0.5159394,1.392373,1.5027162,0.55356026,0.9991365,0.84197265,1.3303717,1.2502915,1.0220872,1.5356715,0.97472924,0.8447834,0.5330206,1.4013104,0.97856116,1.5363488,0.3640797,1.1089828,0.55324894,0.81010437,1.0394337,0.21802533,0.96949357,0.49618065,1.1586491,1.37042,1.5269618,1.5305407,0.6569118,0.5461577,0.5833413,0.65995497,0.6890231,0.9512613,1.4199759,1.2427368,0.5517965,0.3804037,1.0414475,1.1425966
frog,0.7376623,1.0111747,0.91113937,1.1544833,1.0842515,0.90820545,0.7869743,0.544715,1.0445397,1.304697,1.0790689,1.0726095,1.1572013,1.0825477,0.937867,0.75227875,1.0593106,1.0408936,0.89241743,1.1470411,0.9759924,0.963438,0.8739592,1.3181497,1.1000019,0.7440785,1.3091286,0.8907565,1.020981,1.04886,1.2109408,0.83169174,1.064391,1.204599,1.1515841,1.1041559,1.0753888,0.93992066,0.8643764,1.025837,0.8083507,1.0317352,1.0756456,1.1555655,0.8703636,0.8515574,0.6960863,1.2970421,1.070079,0.8592552,0.95629394,0.8426278,1.0470321,0.9621173,0.9675335,1.1027545,0.58273053,0.9192184,0.75449526,1.0775261,0.0,0.9349567,1.1693299,0.64792377,1.1942333,0.6262398,1.0445635,0.8640734,0.9683255,0.89753914,1.0154238,1.0609554,1.1702616,1.1045974,1.1117303,1.019751,1.1350176,1.0905077,1.3566089,1.0029078,0.7551947,0.8929448,0.73256415,1.0485568,1.08111,0.8529037,1.1866714,1.1321435,1.1318617,1.0954995,0.96666414,1.3107703,0.98764956,1.1066948,1.1019695,1.0327927,1.0886749,1.0677221,0.64985925,1.1200968,0.8024077,0.88172686,0.9349482,0.9672681,0.8014741,1.0847719,1.4009451,1.1196421,0.8255687,0.95807046,0.80599123,1.0998578,0.7456273,0.98615414,1.0100584,1.156801,1.1142392,1.0844382,0.9486884,1.0798318,1.171097,1.0033373,1.0321409,1.0380147,0.91107106,1.2045163,0.9971825,0.9622563,1.0878149,0.9877698,0.9187697,1.1083219,0.95077395,0.9710985,1.1240839,0.68862003,0.8198329,1.0950984,1.3034958,1.1466011,1.2459866,0.9370017
glass,0.7855449,1.243984,1.2263178,1.2418813,0.7637571,1.2183372,1.2236297,1.137078,1.1602117,0.8196837,0.7674823,0.78519243,1.3946646,1.0537106,0.6814916,1.1789227,0.7431617,0.7422483,0.8771517,1.3193247,1.1616021,0.85793656,0.99142075,1.0913916,1.2363563,1.0568211,1.4002544,0.6583701,1.3389878,0.62923574,1.1977198,1.1950659,1.1159558,0.999527,0.96141,1.2574263,0.92416954,1.1289276,0.9926081,1.1096022,0.7309316,1.4555719,0.6985699,1.2980162,0.7798281,0.7668474,1.0005697,0.928477,1.0364753,1.0059344,1.1271384,1.1879488,0.72481894,1.1612748,0.72430694,1.1993105,1.1890814,1.0765116,1.3037759,1.344272,0.9349567,0.0,1.29075,1.1146592,0.885798,0.83029455,0.75170934,1.1927292,0.76110154,1.2540804,0.9328892,0.8710338,0.98567665,1.1473391,0.8392089,1.0096803,0.958619,1.1005439,1.1352082,0.6776598,0.88927835,1.0744635,0.754399,0.8139408,1.0267147,0.7647254,1.327652,1.39956,1.2405391,1.0363044,1.2265953,1.0440557,0.77728856,0.6739438,0.8696064,0.9471278,1.36278,1.3411943,1.1788027,1.4592761,1.095712,1.1145228,1.2151246,0.863245,0.8183881,1.275984,0.9513001,1.0237318,0.7883076,0.77595073,0.8459636,0.68538827,1.1392449,0.90116096,1.3670888,0.74973273,1.0879259,0.7582501,1.4682629,0.52960366,1.3478665,1.208062,1.0378704,1.4111718,0.8765956,1.3636513,1.0191154,0.91263056,0.720361,0.6297785,1.2406933,1.3288846,1.1914982,1.074049,1.420696,1.2198584,0.73735476,0.84287727,1.3242887,1.3638,0.88961613,0.7029221
glasses,1.3971128,0.60400337,0.44743896,0.6253293,1.2947083,0.6075541,1.0096462,0.9450176,1.0000266,1.2071017,1.110916,1.4392717,0.16975713,1.3691512,1.4602236,0.79916763,1.4235008,1.3513873,1.2339755,0.5264045,0.9021481,1.4076791,1.059183,1.0762748,0.85516155,1.101895,0.54879236,1.1157445,0.68370026,1.1440101,1.1944413,0.94723487,0.9650039,1.2160566,1.1789353,0.7149732,1.0456724,0.6882041,0.96788883,1.3095932,1.3470719,0.35280156,1.5324441,0.41334862,1.4032971,1.2244253,1.1486576,1.2059977,1.1664681,1.0742892,0.62167424,0.85081416,1.0667917,0.5542537,1.0314842,0.5180795,0.7470249,1.1368293,0.72874826,0.3784421,1.1693299,1.29075,0.0,1.1281078,1.0021251,1.1679792,1.0305691,0.99313915,1.1166337,0.7815679,0.9496468,1.2764052,1.0321045,0.7608309,1.2792374,0.94502735,1.2934245,0.7787355,0.7084155,1.2780356,1.2845356,1.2721272,1.4322662,1.2796723,0.76661956,1.3183682,0.15774292,0.9987815,0.41603756,0.69772136,0.74146014,1.1415827,1.2736547,1.4108512,1.2601554,1.2973442,0.43153203,0.5080758,0.82886505,0.6833385,0.8916801,0.9234946,0.6927135,1.3927903,1.4710184,0.7615641,1.1318953,0.6265013,1.2510331,1.1675355,1.2949528,1.3610713,1.0113758,0.9073279,0.9016143,1.3832738,1.1208973,1.4561555,0.28510934,1.17314,0.42392087,0.86388695,1.1212348,0.49120104,0.93743056,0.61953837,1.2317181,1.3609238,1.3544445,1.4512607,0.64504653,0.37244987,0.58639574,0.92570764,0.865972,0.9369519,1.436398,1.1989703,0.8363484,0.15886664,1.0826397,1.1312805
glove,0.65067136,0.73131615,1.1836339,1.2526706,0.7012584,1.0848312,0.95241606,0.76886094,1.2033632,1.3456683,0.9581639,0.93281406,1.149912,0.8902643,0.6616566,0.67884016,0.77959913,1.153569,1.0590413,1.2370148,1.2573608,1.0976448,0.736301,1.2880095,1.1290605,0.9867789,1.3114417,1.1890415,0.78468597,1.0480826,0.92904645,0.9402947,1.257884,1.2805438,0.9674672,1.297915,0.9865978,0.8946388,0.95323384,0.86868167,0.70246434,1.1495049,1.1338531,1.2862947,1.0960352,0.9355104,0.85979,1.3290119,1.1393638,0.8229588,0.75390315,0.94534814,1.0073487,0.90488875,1.1404178,0.68725514,0.9608414,1.160313,0.82754004,1.1404518,0.64792377,1.1146592,1.1281078,0.0,1.2005539,0.6769907,1.042502,1.0593507,0.5421565,0.94612664,1.2538478,1.1236186,0.9287051,1.1227784,0.6774115,0.9716017,1.1178119,1.4314427,1.0818533,0.82678473,0.833321,1.0367662,0.38543105,0.9926014,0.9340744,0.6980183,1.188942,0.89345574,0.8556211,0.8043824,1.1035674,1.2182529,1.0025368,0.8657881,0.7594633,1.1631519,1.2653276,1.242973,0.86223257,1.0601922,0.7736362,1.1221936,1.295206,0.86722064,0.68142045,1.2247965,1.4033468,0.9330161,0.6724179,0.60218024,0.979946,0.8230186,0.683695,0.8034575,0.9416231,1.109125,1.2910702,0.9748668,0.8599518,1.1971259,1.2539926,0.36348897,0.9371089,1.112806,0.8340085,1.3247421,1.0672344,1.0777575,0.890557,1.1149691,1.1854106,0.7424405,0.88427234,0.80830026,0.9726804,1.0676725,1.0719486,1.1183842,1.3429748,0.9599881,1.2646993,1.081199
grass,1.0215693,1.1112733,1.0793146,0.90908027,1.0544803,1.152171,1.2713091,1.211073,0.99839294,0.6673732,0.7422371,0.8653463,1.0015234,0.9495722,1.0079345,1.0099981,0.8572725,1.0087465,1.2232502,1.0870808,1.1718795,1.1288483,0.97422844,0.9147756,1.1087266,1.0519745,0.987886,0.755291,0.9968743,0.4613272,0.98495686,0.9864625,1.041409,1.0177093,0.95693564,0.99196905,0.8791666,1.1961876,0.9048998,0.98637503,0.9448865,1.1234767,0.9491166,1.0828054,1.1141458,0.9292774,1.1304128,0.8130343,0.98696375,1.0386345,1.1341848,1.2385089,0.39724362,1.1127173,1.0767725,1.1972067,1.0228077,1.0344876,1.067395,1.0447296,1.1942333,0.885798,1.0021251,1.2005539,0.0,1.3553727,1.0393718,1.0606713,1.118239,1.1746455,0.94000757,1.0216467,0.8964401,1.0922986,0.91898924,1.0663652,1.01069,1.0610907,0.91366583,1.0110302,1.0381753,1.1127604,1.0562444,0.9405401,1.1385242,1.0816675,1.0738039,1.0667257,1.0243638,1.1645222,1.1611295,0.90327346,0.81477004,0.8684001,0.9179879,1.1464385,1.0448884,1.0942546,0.9772014,0.9956587,0.97374827,1.0433162,1.1429079,1.183584,1.1951022,1.0891005,0.75927323,0.9156648,1.0824262,0.96908957,1.103566,0.9408666,1.1032256,0.8722658,1.0848262,0.83054066,1.0659859,0.90097946,1.1103939,0.70726776,0.99415195,1.1736745,0.84878254,1.0617427,1.123114,1.036878,1.2451154,1.0446998,0.97043,0.9689283,1.2033887,1.1815412,1.1938297,1.1945442,1.0264254,1.3073854,1.115078,0.79210925,0.9951324,1.1138197,0.8845388,0.6754643
gum,1.10531,0.9675862,0.89701736,1.1417329,1.0254235,0.7688687,0.66482466,0.64066833,0.9992276,1.3910451,1.2174888,1.1341355,1.2002752,1.021469,0.9104092,1.043701,1.0815947,1.123223,0.64446086,1.0057977,0.87656814,0.78617835,0.84123886,1.2514336,1.0033755,1.0304891,1.2564542,1.2203869,1.0103981,1.381915,1.2253642,0.9996242,0.90199065,1.0953387,1.2293128,0.9518595,0.94928646,0.84047556,0.9536749,1.0994072,0.7572579,0.9364234,1.0948164,1.0266856,0.64791995,1.1124806,0.8606963,1.2550391,1.0288241,1.0736241,1.0232356,0.6772036,1.2764152,0.9595798,1.0242682,0.84608454,0.99796987,0.89433086,1.0410281,1.1537856,0.6262398,0.83029455,1.1679792,0.6769907,1.3553727,0.0,1.1056396,0.92632294,0.77164423,0.84870666,1.1603525,0.99659127,1.2532592,1.111546,1.1692141,0.9620247,1.1378666,1.1610075,1.2799929,0.9951093,0.64230233,0.85901487,0.70048606,1.144396,0.8743202,0.84780335,1.0629992,1.0349078,1.1174215,0.92476547,0.76422834,1.2536576,1.0233877,1.1656723,1.2241664,0.8560507,1.0704935,0.9862206,0.8474244,1.1976572,0.7974268,1.087363,0.9098275,0.73808825,0.734529,1.1293986,1.3855901,1.1108574,0.7734259,0.8556633,0.8112378,1.1370522,0.9986104,1.1012397,1.0548334,1.1044278,1.063133,1.0193511,1.030727,1.1388392,1.1008073,0.7267841,0.98140574,1.159991,0.81970525,1.1695958,0.64049155,1.0442417,1.1510408,0.9831826,0.75618553,0.9447798,0.6445379,0.65266705,1.0034463,0.5642319,0.69861597,1.206473,1.3176178,1.0589026,1.1592944,1.2010077
