,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hat,1.3202021,0.91607165,0.57554036,1.146953,1.3683615,0.8241575,0.5874474,1.1555405,0.81905645,1.5020733,1.4731076,0.8455388,1.378075,1.2532575,1.3930663,1.1471447,0.51010215,0.7940469,1.2258489,0.54005563,0.9630512,0.7340841,0.7077726,1.1232426,1.2209606,1.2456276,1.1693599,0.76941836,1.2108123,1.0760856,0.8269695,1.1975975,0.8172113,1.2728851,1.1871632,0.5893233,1.3994825,0.57108843,1.2141821,0.7968734,1.1918484,1.1080633,1.1857716,0.613181,0.6817297,1.2663746,0.99769,0.68963367,0.65415967,0.85123616,0.91291,0.99200165,0.9233946,1.3030779,1.3655307,0.40760767,0.7725043,1.2104619,0.8991674,0.69670486,1.1534696,0.0,1.2100097,1.359121,1.2529517,0.7926213,1.3050228,0.7027842,1.2296646,0.81734705,0.75933415,1.0855341,1.1085471,0.9066042,1.3080742,0.793726,0.82087123,0.9901012,0.45629418,0.6790725,0.5651833,0.8389478,0.86756945,1.1783657,1.1676497,1.2958487,1.2741276,1.2105911,0.74417955,0.65563065,1.290313,0.77182674,0.8954699,0.86151046,1.2779195,0.726635,1.1838961,0.6870208,0.62812734,1.3263545,1.0445292,1.1701498,0.71925724,1.2643293,0.90880847,1.1325607,0.5035791,1.1987641,1.1602355,1.4611197,0.46188504,0.5963206,1.0493765,0.48423588,0.8479502,0.92189246,0.77693427,0.79092,1.2929599,1.4900644,0.80905056,0.52239573,0.87488353,1.0667015,0.72718865,0.7505825,1.2535477,1.1675708,1.1818038,0.5385643,1.14453
horse,0.6477105,1.1248735,1.1570998,1.0006877,1.0026613,0.97571945,1.1372237,1.0106449,1.1125467,0.8707712,0.786669,1.2196879,0.84601736,0.9216677,0.8533782,0.91702515,1.1833577,1.1650685,0.9827007,1.1686498,1.0887468,1.1522616,1.1915755,0.8455211,1.0695137,0.55004704,0.9998499,1.0919796,0.94068545,0.8366756,1.1620451,0.992875,1.1640662,0.9128824,1.0665684,1.2116497,0.84911317,1.2182884,0.50469196,0.8977663,1.0132368,1.1236327,0.9259222,1.1894224,1.2370315,0.8370794,0.911186,1.260424,1.0629873,1.0343629,1.1251887,1.0341393,0.7314324,0.87498575,0.8701999,1.2165433,1.1386333,0.93816966,1.1259283,0.98111814,1.0148218,1.2100097,0.0,0.86841255,0.9554365,1.1201764,0.8747101,1.1387916,0.9329791,1.0959162,1.2010387,1.0357691,1.040625,1.1060153,0.9693823,0.9669946,1.1361669,1.125687,1.2531776,1.2445608,1.265761,1.156261,1.14712,1.0698448,0.8957491,0.9399597,0.91885406,0.93210715,1.1477622,1.1966994,1.0272293,1.1567373,0.9844269,1.1037296,0.4447012,1.0396091,1.0327468,1.1370465,1.1289546,0.9596949,1.0279808,0.9661095,1.1377239,0.89290476,1.1465896,1.0532339,1.2358141,0.9811405,1.071122,0.8629571,1.2738552,1.1795443,1.133998,1.2510557,1.1465719,1.048864,1.0741038,0.9431722,0.898144,0.73918545,1.0972437,1.2936301,1.219421,1.0654836,1.2192702,1.0004209,0.9997588,0.9038809,0.9965389,1.2248833,1.0024724
hose,0.73229915,1.2134764,1.2187858,0.8668993,0.752586,1.1723689,1.3517063,0.67586905,1.2856833,0.635469,0.6975233,1.1080673,0.7800888,0.7351328,0.6774573,0.8901385,1.3867769,1.1709021,1.015346,1.353225,1.0808485,1.210626,1.3602946,0.86058366,0.6023235,0.90966463,0.90571964,1.204382,0.9835573,1.1038487,1.1174086,0.91611695,1.005448,0.879201,0.8188523,1.2474653,0.7860608,1.3540926,0.8966033,1.1879879,1.1530243,1.0837772,0.8834335,1.0756482,1.3124607,0.8544849,0.8738493,1.1832913,1.2669783,1.1066905,1.0409119,1.0449667,0.94475526,0.7911458,0.7240243,1.3108399,1.2568891,0.98748267,0.9804651,0.96180993,0.79684424,1.359121,0.86841255,0.0,0.76229817,1.3376373,0.74103504,1.2891741,1.0365556,1.265909,1.2343079,1.0022945,0.7633226,1.2166262,0.60641485,1.1179177,0.9753786,1.0772177,1.3217236,1.3590237,1.2000443,1.0384272,1.0501602,1.0069662,0.8364397,0.79390657,0.83227944,0.8535178,1.0607905,1.2799759,0.7296941,1.2682204,1.1424937,1.0827901,0.83980596,1.1569723,0.8290453,1.3071747,1.2393705,0.98803043,0.8492328,0.85965383,1.0631016,0.7415616,1.1368077,0.8612584,1.3566431,1.0621855,0.9951525,0.59497315,1.3473479,1.3465558,1.0735497,1.3724132,1.2350712,1.0249403,1.0987301,1.1692106,0.75939953,0.63897234,1.1578201,1.3072007,0.9797426,0.8114441,1.3077887,1.0897578,0.8650295,0.90633553,0.84733474,1.2936721,1.1041903
jacket,0.7959112,1.1850394,1.3099654,0.7098849,0.6496732,1.2494539,1.386788,0.96548456,1.3260428,0.7329869,0.53778875,0.995871,0.7301316,0.38023627,0.41801763,0.8143814,1.4750504,1.4077907,1.0459175,1.4074924,1.3244784,1.4151946,1.4216532,0.8177521,0.8722974,0.8314017,1.0510827,1.3370869,0.8248885,1.0883197,1.2346381,1.1372327,1.0667738,0.7709336,0.8889174,1.4232836,0.76488906,1.4985709,0.9346695,0.9854208,1.07348,1.2694845,0.7475335,1.0667993,1.3622084,0.52229196,0.6295861,1.0723357,1.4023967,1.2231833,1.1049485,1.1557531,1.1130364,0.8708387,0.718047,1.2846754,1.2846576,0.88054687,1.1476353,0.7332804,0.6572593,1.2529517,0.9554365,0.76229817,0.0,1.2472309,0.47676647,1.3836579,1.0591946,1.4312525,1.2595389,1.0917143,0.91248214,1.2476314,0.77400327,1.1549695,0.92575276,1.0773202,1.2973118,1.4186987,1.0103762,1.0039084,1.2372926,1.0078521,0.7821585,0.18210894,0.53892666,0.7897925,1.3889905,1.402607,0.93613094,1.2975318,1.2401015,1.4361961,0.83181936,1.2152663,0.7851688,1.3692912,1.2888162,0.91389394,0.88469136,0.6050251,1.4375165,0.18718195,1.1510248,0.514984,1.4919071,0.94109935,1.2683331,0.53852963,1.4061133,1.4968088,1.0279323,1.4760699,1.229203,1.1521957,1.2064826,1.257069,0.10530728,0.6616138,1.3965163,1.1923246,1.0228566,0.93333465,1.3560281,1.3077667,1.194187,0.82332265,1.1150321,1.3459513,1.0517608
jar,1.157555,0.8465417,0.85788655,1.2011875,1.3409276,0.9329585,0.71211684,1.2131629,0.85680676,1.3155376,1.3497639,0.996812,1.3827226,1.2659568,1.4292452,1.0899049,0.57734764,0.754621,1.0711219,0.77005774,0.92849594,0.7145814,0.7654776,1.1890543,1.2333341,1.1516861,1.1246474,0.7822746,1.1188754,1.2259866,0.9104649,1.0331833,0.92217976,1.2858968,1.1290997,0.7910292,1.2962782,0.6025111,1.0756971,0.81858075,1.0187092,0.9085778,1.0721596,0.95747006,0.70599365,1.1638356,1.1655713,0.94136024,0.6718248,0.92519504,0.9867083,0.88716495,0.8549899,1.2276964,1.0813149,0.78955823,0.66781235,0.8928174,0.99375355,1.1727636,1.2609918,0.7926213,1.1201764,1.3376373,1.2472309,0.0,1.216601,0.7881347,1.0892792,0.608648,0.8174405,0.9633741,1.1896164,0.87866855,1.3679368,0.7656786,1.0966567,0.9546386,0.7062013,0.71472746,0.82879436,1.0551045,1.0246928,0.9885883,1.1766536,1.2698686,1.1796492,1.1680056,0.86228186,0.73377955,1.2859349,0.89036185,0.77436346,0.8066568,1.1705093,0.8740123,1.2609602,0.66007584,0.82253885,1.0250903,1.200418,1.1141975,0.7257315,1.2506759,0.8980642,1.2323221,0.580384,1.1656322,0.95908034,1.3490193,0.5918753,0.5835291,0.9614547,0.48901868,0.668345,1.0808439,0.878743,0.6960174,1.2592996,1.2687724,0.7801887,0.7734562,1.053256,1.1101692,0.8327708,0.81014776,0.98654366,1.1598401,1.0010961,0.65565884,1.1783609
jeans,0.80767554,1.2654777,1.4030305,0.8576025,0.5778551,1.3935256,1.4546583,1.0070488,1.363781,0.7440432,0.4500054,0.8323204,0.5589516,0.34883046,0.3805406,1.0541487,1.4509104,1.4762805,1.1606896,1.4080398,1.2017726,1.3651711,1.2657042,0.94072163,0.73821044,0.6829218,0.8015791,1.4271979,0.81875014,1.1818738,1.281497,1.1818366,1.0196835,0.5709783,0.81630456,1.4383042,0.7110867,1.5316887,0.8878089,1.1141593,0.93337816,1.2865522,0.48000908,1.1337209,1.4267004,0.48676574,0.8422673,1.083594,1.29912,1.3004549,1.0609478,1.2304205,1.1852419,0.97914714,0.8227886,1.3146753,1.2095947,0.94374603,1.2759126,0.8569484,0.7239499,1.3050228,0.8747101,0.74103504,0.47676647,1.216601,0.0,1.370259,0.9533988,1.4705863,1.0191352,0.98920625,0.98028535,1.1234856,0.73959565,1.1840369,0.9779643,1.0759572,1.3874857,1.2082998,1.0255797,1.104575,1.3006324,0.9355984,0.75363994,0.26848245,0.06454229,0.97827226,1.4045281,1.4174944,0.9204519,1.1799812,1.2068543,1.5205564,0.78055143,1.3044698,0.6510841,1.4095833,1.3613818,0.79077184,0.8604831,0.6390704,1.3017061,0.2869264,1.2133741,0.28743064,1.3900923,0.8340573,1.2261451,0.4916029,1.4003245,1.4870808,1.0942621,1.4778187,1.2095532,0.89908606,1.2161415,1.1962502,0.3277858,0.6470184,1.532585,1.233388,1.0758525,0.9595034,1.1422948,1.4771026,1.1020278,0.91437083,0.8994991,1.358621,0.9633324
knife,1.3904381,0.9652993,0.67825526,1.3443809,1.3484324,1.0218248,0.4167912,1.2797405,0.6790616,1.3151684,1.3303277,0.7399188,1.3105867,1.439319,1.3675224,1.0464488,0.23994994,0.3157686,1.1020918,0.57628655,0.76442075,0.6441458,0.3978939,1.0751393,1.3007662,1.1240526,1.0304408,0.774014,1.1763595,0.9397566,0.8841088,1.0778949,1.1024069,1.2116207,1.2831398,0.27335668,1.2312132,0.29540795,1.2167989,1.0485444,1.019967,0.83480316,1.3299015,1.0421919,0.71125376,1.2256905,1.2142984,0.9951967,0.49556285,0.9009018,0.999076,0.9130391,1.0838668,1.2453912,1.1767325,0.34912032,1.0363607,1.1024203,0.9870322,1.2261509,1.4369347,0.7027842,1.1387916,1.2891741,1.3836579,0.7881347,1.370259,0.0,1.0608388,0.5235384,0.50298494,1.2342478,1.3499792,0.85944986,1.4875288,0.96690154,1.1831396,1.3161724,0.5306848,0.5309351,0.7431841,1.1958313,1.0650036,0.91816217,1.3143151,1.4348624,1.3507314,1.2052829,0.39192295,0.26185244,1.2496104,0.49493784,0.776893,0.62874556,1.2363424,0.99124724,1.3410764,0.5468881,0.6452317,1.1024017,1.2694733,1.3551455,0.49019963,1.4155052,1.0932673,1.343329,0.22208756,0.9602848,0.8504312,1.3467485,0.6457462,0.5178659,1.1860408,0.45129478,0.3219875,0.9498209,0.8491497,0.9352734,1.4017632,1.3154411,0.7832628,0.87693757,1.0585852,0.8642771,0.59536815,0.7763579,0.89528507,1.1502135,0.9565746,0.5683104,0.9281234
ladder,1.0020643,1.1163187,1.309866,1.0726051,1.0803863,1.1577805,1.1910114,1.1651759,0.80049473,0.7990311,0.8587557,0.97352195,0.6900026,0.9616301,0.984673,0.96500176,1.1037285,1.0883027,0.64662045,1.2122991,0.8133553,0.9664208,0.84225506,0.98684615,0.91633874,1.0130568,0.52081686,1.0757145,0.81064284,0.7103889,1.0622393,1.0587556,1.2109317,0.7710768,1.1489998,1.140762,0.5667686,1.1228704,0.98532355,0.9924319,0.614436,0.8419627,0.896968,1.1265557,1.2056417,1.0140798,1.0879806,1.2364397,1.2035322,1.0699182,1.1884495,0.8728929,1.0656161,0.8106599,0.89321136,1.2520909,1.22641,1.0589303,1.0973651,1.1223537,1.150833,1.2296646,0.9329791,1.0365556,1.0591946,1.0892792,0.9533988,1.0608388,0.0,0.8199464,1.0430385,0.9827323,1.2323402,0.9305819,1.1028044,0.9483474,1.1801108,1.1676241,1.3160009,0.90053797,1.2254531,1.1214606,1.2281742,0.8106158,1.0709722,0.99028075,0.90846306,0.83260214,1.0297567,1.1404347,1.1132923,1.0561492,0.8867626,1.0947801,1.0538181,1.180406,0.90595573,0.97080594,1.2354332,0.65843743,1.0015626,0.97739965,1.0161594,1.0223398,1.1093681,1.0283086,1.108601,0.77050817,0.80104786,0.7630513,1.2895975,1.1121533,1.076441,1.1408648,1.0902264,0.956908,1.1672802,0.853615,1.0144126,0.66161764,1.058212,1.3232899,1.2157362,0.984315,0.88178295,1.0410795,0.8015911,0.9386693,0.5517544,1.1833321,0.7160902
lamp,1.255225,0.8145232,0.8900491,1.4152124,1.4300585,0.75040793,0.56958485,1.3511807,0.69757384,1.1853515,1.3565739,1.0148311,1.3430448,1.4858208,1.5022633,1.0543921,0.45570338,0.450902,0.90067345,0.89384294,0.71916914,0.53677785,0.48783165,1.0166321,1.3646414,1.1665598,0.94296086,0.43286788,1.064845,0.80798423,0.95153785,1.0282352,1.2332654,1.212673,1.453545,0.67437065,1.1078713,0.43981987,1.0978336,0.9784377,0.8261576,0.6612619,1.4308608,1.0566653,0.71103466,1.1434981,1.1958026,1.2012935,0.7525551,0.54453814,1.0423889,0.78026426,0.88200176,1.0710261,1.0010151,0.79532945,0.8734008,1.0804211,1.0774958,1.2539964,1.5061193,0.81734705,1.0959162,1.265909,1.4312525,0.608648,1.4705863,0.5235384,0.8199464,0.0,0.8686155,1.178199,1.3436185,0.8108847,1.4597962,0.7768715,1.2709004,1.165908,0.82834697,0.598686,1.0978067,1.1604774,1.1586357,0.85468554,1.1480091,1.5012081,1.4422542,1.0210638,0.51156634,0.55030525,1.3670452,0.7433719,0.59871876,0.5962843,1.1785365,0.8777567,1.3668768,0.47630697,0.75061953,0.94022495,1.2657418,1.3322529,0.60497385,1.4670997,0.8644466,1.5044372,0.50906664,1.0185394,0.66960186,1.3260317,0.74906695,0.5215418,1.0093744,0.4510615,0.67908776,1.1219218,1.0899062,0.6787579,1.4363761,1.182342,0.6123604,1.0882998,1.2578089,1.0434247,0.68990725,0.6925472,0.9063861,1.047881,0.8508142,0.7692256,0.7995677
leg,1.3199599,1.0148215,0.7897328,1.1685058,0.9730248,1.1618748,0.7158841,1.2414012,0.8726164,1.3900363,1.4417832,0.7118423,1.3458779,1.2225864,1.3136559,1.2419478,0.51339185,0.752007,1.2840677,0.5541716,0.55054754,0.8436351,0.50803494,1.2762916,0.85253274,1.087418,1.1493717,0.9878641,1.2717559,1.2042286,0.7262671,1.0597398,0.82445383,1.272865,1.0796161,0.4538554,1.3093971,0.5957383,1.2873961,1.0752845,1.0719585,1.0077006,1.1310567,0.83423734,0.73402137,1.1088334,1.238796,0.62865776,0.65215504,1.1173797,0.7276828,0.904276,1.1978067,1.2933031,1.3595,0.51014805,0.90674096,1.2293218,0.94248444,1.1583064,1.0712402,0.75933415,1.2010387,1.2343079,1.2595389,0.8174405,1.0191352,0.50298494,1.0430385,0.8686155,0.0,1.0310566,1.2257042,0.8146452,1.2437878,1.2034527,0.908658,1.047814,0.57680255,0.4537363,0.48488134,0.910038,1.0103476,1.0761667,1.313999,1.258532,0.9793764,1.2703972,0.60104966,0.51954466,1.2400947,0.6867632,0.9430581,0.88255304,1.2707877,1.0712899,1.1949444,0.8636937,0.85927004,1.2102053,1.0918958,1.1812462,0.51942426,1.2554029,1.0804125,0.94144815,0.38161314,1.0070926,1.1013142,1.3814604,0.6228346,0.6252665,1.107807,0.5684356,0.54786485,0.62353706,0.80355644,1.1315105,1.2565087,1.4694501,1.0315528,0.59240746,0.76724035,0.8790833,0.52613866,1.1145191,1.0497187,1.1661501,0.9188031,0.5480369,1.0387042
meat,0.8271305,1.0455709,1.0159054,0.96645707,0.9209988,0.9474328,1.1864483,0.7970009,1.0303997,1.038057,1.1149822,0.96754926,0.9916797,1.0043244,1.061186,1.101405,1.1895566,1.1217672,1.0328225,0.79197055,0.9615843,1.0452118,1.1771549,1.096761,0.7954634,1.0587728,1.0019288,1.0622944,1.1060517,1.0368752,0.97230834,0.90614176,0.96582276,1.0701199,0.7644732,1.2576473,1.0432119,1.1345108,0.93778837,1.0027109,1.0441989,1.0123867,0.8622218,1.0126853,0.9834125,1.0460492,1.0554653,0.9833238,0.8688014,1.0213794,0.92435986,0.92380303,0.9765036,0.9716309,1.0766585,1.1899313,0.9360735,0.97359306,0.98927516,1.002585,0.82238936,1.0855341,1.0357691,1.0022945,1.0917143,0.9633741,0.98920625,1.2342478,0.9827323,1.178199,1.0310566,0.0,0.8610704,0.9867504,0.8206885,1.0669917,1.0337652,0.5326248,1.1295743,1.121274,1.0649662,0.9526842,0.6929865,0.9773957,0.9207137,0.9931239,0.9003652,1.0287398,1.2441174,1.2389348,0.9101917,1.1048137,1.031057,0.7851039,1.0190058,0.92055565,0.84587544,1.1490262,1.0268767,1.0593272,0.79152465,0.90087205,1.1169524,1.0428414,1.024704,0.85144997,1.1210473,1.1943504,0.93976945,1.1614243,1.0594938,1.0903032,1.0010401,1.0824533,1.214981,1.0615369,0.8702035,1.0462484,1.0353553,1.0571516,1.0338696,0.9742929,0.9928419,1.1436347,1.1119931,1.1279936,0.8078918,1.0192238,1.0987017,1.0772153,1.1610157
melon,0.71531874,1.1426573,0.81238776,0.7066491,0.8418591,0.8435195,1.0840702,0.44175017,1.190063,0.95620555,0.92938083,1.2649416,0.9089204,0.8426311,0.79519403,1.1187342,1.2957445,1.2357974,1.1013792,0.9673381,1.143949,1.1961598,1.3748446,1.050396,0.7995207,0.97059304,1.1858392,1.0833443,1.1199045,1.0924916,1.0799631,0.6699351,0.81797516,1.0627501,0.6987879,1.1680373,1.1303569,1.2495364,1.0132078,1.0496912,1.2873844,1.2057947,1.0069634,0.95186764,0.885816,0.90677243,0.9628517,0.8780975,1.1115187,0.97953844,1.0533284,1.1847186,0.9133268,0.96062547,0.9989653,1.1801542,0.96676683,1.0103742,0.8092716,0.9426423,0.75956535,1.1085471,1.040625,0.7633226,0.91248214,1.1896164,0.98028535,1.3499792,1.2323402,1.3436185,1.2257042,0.8610704,0.0,1.0526037,0.5019679,1.1971966,0.8818162,0.67936647,1.041867,1.2380979,1.0403739,0.8398981,0.5346753,1.2766163,0.83075464,0.9457764,1.0020452,1.0522683,1.2518861,1.249682,0.55688363,1.1737686,1.27005,1.0387181,0.9667835,0.77450913,0.84883463,1.3902153,0.9449589,1.2188629,0.8830137,0.8956663,1.2076782,0.92469853,1.0485345,0.90915793,1.3284113,1.15732,1.1835055,0.8861809,1.1564952,1.1369238,1.0025042,1.2601581,1.2441748,1.0409966,0.9012228,1.3097073,0.9194746,1.0381111,0.92371154,0.9971917,0.855917,0.9604066,1.1802427,0.9356735,1.1516563,1.012364,1.2996782,1.1371273,1.1902325
milk,1.1270144,0.87457156,1.0765648,1.2422421,1.1039196,0.96909034,0.96471536,1.140141,0.9317431,1.0739344,1.2092379,0.91464156,1.1266246,1.0987395,1.1387504,1.2351279,0.84771156,0.7595951,1.0343028,0.84755856,0.61784756,0.71332645,0.5672531,1.0417101,1.0103709,0.97630286,0.91476405,0.836029,1.0785564,0.9637113,0.95104975,1.049652,1.064184,1.1035743,1.1719623,1.0103998,1.1305298,0.8520182,1.0995169,0.973621,0.81249434,0.8373988,1.1217248,0.96881443,0.7086178,1.1139742,1.2352417,0.9216412,0.8522769,0.9741638,0.97614664,1.0632402,1.1297203,1.2217124,1.1379495,1.0168356,0.8201379,0.92350066,1.1207131,1.1292096,1.1859862,0.9066042,1.1060153,1.2166262,1.2476314,0.87866855,1.1234856,0.85944986,0.9305819,0.8108847,0.8146452,0.9867504,1.0526037,0.0,1.1124458,0.90956396,1.1635839,0.9421125,1.0341805,0.47237074,1.0571927,0.90914077,0.93148524,1.0222586,1.0732037,1.1339225,1.0260276,1.070116,0.945861,0.954777,1.1593019,0.74998295,0.9439893,0.84424865,1.2196007,1.0450547,0.956391,0.9016614,1.0680358,0.94379807,0.9278375,1.1496885,0.7972737,1.1852657,0.87798524,0.98156166,0.76075375,0.84772813,0.800534,1.283602,0.9070224,0.9011661,0.88470125,0.7565589,0.98025537,0.96259546,0.9907722,0.82621473,1.2170005,1.1944753,0.96750104,0.97279304,0.9863538,1.1560928,0.5490561,1.1711142,0.941386,1.0930287,0.9794344,0.97334725,0.9017123
mitten,0.6501979,0.9003248,1.19693,0.72719383,0.5899442,0.9678189,1.3347404,0.69576514,1.3023937,0.76287675,0.7841438,1.1788546,0.7217448,0.64686793,0.62281966,1.004801,1.4675436,1.3765748,1.0241811,1.281586,1.1308379,1.235015,1.4471959,1.0039173,0.6395434,0.91905737,1.0268043,1.2327847,1.0369632,1.1739134,1.0315827,0.8886022,0.9892545,0.9207721,0.70649076,1.3380148,0.9281855,1.4611571,0.9505911,1.085665,1.1998688,1.1840428,0.7397324,0.9930292,1.2275953,0.87433636,0.95338714,0.8692317,1.292692,1.1103255,0.748098,1.1284604,0.9969882,0.84603983,0.84872365,1.4008572,0.8422904,0.98035955,0.7118072,0.9798655,0.42942762,1.3080742,0.9693823,0.60641485,0.77400327,1.3679368,0.73959565,1.4875288,1.1028044,1.4597962,1.2437878,0.8206885,0.5019679,1.1124458,0.0,1.1631677,0.9139725,0.8404108,1.3345402,1.2601755,1.1692846,0.8775401,0.90089875,1.1985008,0.78388,0.7585186,0.78028464,0.9040083,1.2946844,1.3939744,0.6722466,1.1928176,1.2985852,1.2489092,0.96777296,1.0952996,0.59108454,1.4555583,1.2677815,1.118831,0.7682009,0.7910012,1.2321095,0.7441263,0.81831795,0.7058197,1.4868891,1.0880299,1.1429045,0.73798406,1.2259023,1.3692716,0.68320066,1.4679127,1.4211453,1.0767663,1.1340821,1.2181021,0.78084147,0.85938364,1.1908016,1.0495286,0.84226,0.74362564,1.1304955,1.1365271,1.0794533,0.9733668,1.0802026,1.2573012,1.1421688
motorcycle,1.1035845,0.73755133,1.004395,1.2268472,1.276164,0.8336615,0.8533647,1.2117994,0.75768626,1.09713,1.0630606,1.0295708,1.0841767,1.0955762,1.1402395,0.93716925,0.77327096,0.91265744,0.9140989,1.1086019,1.0014206,0.7559074,0.849849,0.840727,1.323564,0.9993978,0.87048554,0.7605843,0.93983865,0.8949369,1.0721543,1.1048386,1.1688976,1.0236987,1.2768064,1.0174652,0.93777424,0.85614383,0.94385433,0.9055385,0.8550266,0.9970768,1.1390033,1.0154042,1.0808616,1.0908175,1.1188313,1.2053905,0.98104507,0.7985616,1.0860565,0.9664537,0.954443,1.0087546,1.0520523,1.065103,0.7491061,0.9261686,1.0509212,1.1148744,1.2441708,0.793726,0.9669946,1.1179177,1.1549695,0.7656786,1.1840369,0.96690154,0.9483474,0.7768715,1.2034527,1.0669917,1.1971966,0.90956396,1.1631677,0.0,1.2867358,1.1752478,1.1028655,0.864876,1.2444535,1.1869053,1.1349113,0.9567656,1.0869867,1.1276745,1.1612904,0.9749682,0.89816535,0.9657961,1.2570825,0.9747497,0.74118906,0.954787,1.1183674,0.8638831,1.0438353,0.68779504,1.0350028,0.9072957,1.1683943,0.9646742,0.9648102,1.142105,0.8005537,1.1904573,0.93725085,0.9902197,0.95920897,1.140026,0.9086557,0.86527807,0.852664,0.8165596,1.1264839,1.2540612,1.1162544,0.1578148,1.1624947,1.020547,0.83828413,1.1539304,1.3121095,1.0281807,0.82301176,0.7492741,1.0013659,0.95992875,0.87702274,0.95684546,1.0412914
mouth,1.0742339,1.1123265,0.803411,0.61843437,0.9387868,1.1281761,1.135344,0.9053206,1.2028157,1.1682816,1.2013161,1.0454602,1.1848761,0.9356386,1.0907834,1.1497812,1.1386486,1.2366807,1.2303536,0.8832729,1.0816721,1.2250241,1.2156041,1.0795147,0.78764987,1.138018,1.306296,1.2552824,1.1398206,1.1649756,0.8310852,0.9471752,0.5968899,1.1732211,0.81482834,0.9322865,1.2548033,1.1027343,1.1220733,1.0760572,1.2720659,1.120491,0.9704388,0.44630927,0.97443426,1.0549836,0.80289423,0.4962933,1.0870979,1.2374542,0.80213857,1.11361,1.0639191,1.0714431,1.1914494,0.69348055,1.0096598,1.1151178,0.827553,0.7117483,0.6725338,0.82087123,1.1361669,0.9753786,0.92575276,1.0966567,0.9779643,1.1831396,1.1801108,1.2709004,0.908658,1.0337652,0.8818162,1.1635839,0.9139725,1.2867358,0.0,0.8042276,0.64931464,1.1508496,0.4278276,0.36277956,0.8491919,1.1860516,1.0361814,0.9716766,0.97176254,1.0569426,1.0675483,1.0172856,0.9718335,1.1868712,1.164933,1.16474,1.0190831,1.043639,1.0755382,1.2092808,0.9528152,1.2417926,0.82416546,1.0709354,1.0766093,0.97326076,1.0535924,0.84173036,1.0729786,1.1603801,1.221857,1.1240178,0.804264,1.073865,1.0213026,1.1232486,1.0695394,0.7780063,0.85384667,1.3131166,0.99687254,1.256031,1.1745692,0.45223242,0.2947331,1.0600791,1.1736174,1.186522,1.2562131,1.1305156,1.2530136,0.81480694,1.0881938
muffin,0.866308,1.0339284,0.8834278,0.91641974,0.90650153,0.84265894,1.1065652,0.75643647,1.1277646,1.0458477,1.1442931,1.093025,1.1025249,1.0460193,1.0738659,1.2070717,1.2788453,1.1998967,1.1609311,0.75191534,0.99535227,1.1683948,1.2651094,1.1401947,0.7421347,1.0795465,1.2501011,0.9644124,1.0861772,1.0354522,0.96541315,0.7504141,0.7646903,1.1762129,0.6429821,1.2096395,1.2446632,1.1992679,1.0577251,1.0134509,1.1061203,1.0513573,0.90000653,0.8677425,0.7345514,1.1081879,1.0133334,0.7816414,0.89638096,0.870353,0.9436622,1.1294427,1.0545439,1.010367,1.120749,1.1130621,0.9275483,0.92951274,0.9029356,0.8912781,0.8252705,0.9901012,1.125687,1.0772177,1.0773202,0.9546386,1.0759572,1.3161724,1.1676241,1.165908,1.047814,0.5326248,0.67936647,0.9421125,0.8404108,1.1752478,0.8042276,0.0,0.878571,1.1592541,0.8968013,0.6340655,0.501204,1.2355893,0.72640896,1.0202738,1.0138551,1.0652673,1.2849259,1.2244997,0.75246614,1.2143111,1.1594609,0.88122714,1.0768983,0.79743946,1.0003327,1.2843711,0.9562085,1.1827692,0.78007066,0.96553004,1.1682258,1.0602957,1.012433,0.91008914,1.1514837,1.2206563,1.0274339,1.2022939,0.979485,1.0764246,1.0152442,1.0428556,1.1576655,0.92112035,0.8492761,1.2116168,1.0755144,1.1350262,1.029939,0.76567006,0.70327485,1.1770422,1.1896205,1.1578932,0.9993302,1.1188476,1.2202696,0.99129224,1.1374214
