,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
napkin,1.1376879,1.0715022,0.9557096,0.77311677,1.4180464,0.98610365,0.9201511,1.0968555,0.5386913,1.4281915,1.2268162,0.50005937,0.7948337,1.4597647,0.86364615,1.0929675,1.1144953,1.0728862,0.53284776,0.3850621,0.81482077,1.0394139,0.39148927,0.9449628,0.3589636,0.6936705,1.2681081,1.0671438,0.46677935,0.67100054,1.2911229,0.92746365,1.2922581,0.8327787,1.2347614,0.5858207,0.9902197,0.45381707,0.9856132,1.0939102,0.77727145,0.71771693,1.3629184,1.027965,0.66731405,1.1399528,1.3691273,1.0381265,0.8209529,0.90470046,0.9246395,0.34869957,1.1867318,1.2354894,1.0900742,0.9184303,1.1856351,0.9629283,1.2811278,1.1813948,1.3955112,0.59690523,1.0542504,1.307329,1.404739,0.90707666,1.0711466,0.3960626,0.67907166,0.40537333,0.85960424,1.0411297,1.3670111,1.2938313,1.1294248,1.1470418,1.3040875,0.85747004,0.0,1.1285021,1.2186484,0.922996,0.71724975,1.1671617,1.2945203,1.1677463,1.2019274,0.52757293,0.61933297,0.6765813,1.058212,0.23642635,0.7335323,0.7381095,1.0071073,1.1095544,1.163211,0.48051,0.97621363,1.1557788,1.0118059,1.139669,1.1387885,1.3251019,1.1815934,0.87064004,1.1233044,0.9811853,1.0183636,1.2043412,0.6795497,0.9107116,0.7408269,1.3372123,0.58257943,0.74074924,1.2784283,1.36781,0.5211646,0.8569179,0.99739724,1.167554,0.042019665,0.80727327,1.2111071,1.2660934,0.47213763,0.6994028,0.86823034,1.1686201
necklace,1.0957355,0.568662,1.0896877,1.1436036,0.6840601,1.0936446,1.0545517,1.0710644,1.1823653,1.0525534,1.1020646,0.7192988,1.2179095,0.74129224,1.1504686,0.9971909,1.0073541,1.198478,1.2364986,1.255548,1.2433379,0.8580626,1.2582917,1.1477696,1.23149,1.1940749,0.80019236,1.1131662,1.1843301,1.1146963,1.0128736,0.9133773,0.91922706,1.1472574,1.036913,1.0321338,1.2247913,1.2317737,1.235615,1.1239295,1.1456674,1.0528826,0.5983649,0.7961341,1.0930103,0.7778165,1.0512073,0.58140874,0.9473033,1.2297053,0.7676011,0.9540822,1.2114179,0.95913064,0.8574747,0.77512956,0.8701917,1.0124053,0.85544217,0.9453072,0.6618341,1.0745435,1.13262,1.0399073,1.0501722,1.1804836,0.8320124,1.0548034,1.0857493,1.1312956,0.57370865,1.0248516,1.0955365,0.8246298,1.1360735,0.8558625,1.0601892,0.9662347,1.1285021,0.0,0.6794661,1.0741509,1.1705179,1.1823996,0.88190657,0.9397676,1.0798577,0.9024751,0.8609413,0.98625845,1.0614973,1.0936642,1.210301,1.2462559,1.1381589,1.1135304,0.37764525,1.1003157,0.96056443,1.1833985,1.1602082,0.8877558,0.8278246,0.85808814,0.9117409,0.7524895,0.8973427,1.1397935,1.1722785,0.96056414,0.9743404,0.9914105,0.8858458,1.1222082,1.0163157,1.1851332,0.87990975,1.1206516,1.2041792,0.72381616,0.67973167,0.7711109,1.2023156,1.2306067,1.1299576,1.1672823,1.17486,0.6396251,1.0411506,1.0736791
nose,1.1902308,0.65581334,0.9584013,0.98923594,0.9427009,1.0140799,1.1125858,1.0393844,1.2004657,1.1117663,1.182854,0.9723995,1.2736757,0.98746675,1.1365627,1.2345802,1.1727728,1.2451788,1.1463153,1.2212371,1.3045244,0.30817544,1.2255781,1.0911676,1.1987815,1.2281637,0.5909818,1.1906166,1.2648652,1.2120063,1.0663642,1.0710138,1.018246,1.2003412,1.0909606,0.90038496,1.2990973,1.1170528,1.1312898,1.0955492,1.1950177,1.0096092,0.84839725,0.5144714,0.99975777,0.37117815,0.86779565,0.45507693,0.91206366,1.2474977,0.43881524,1.0913782,1.2341291,1.074508,0.83864474,0.38722444,1.0679288,0.807175,0.607435,1.0279034,0.80928934,1.0340126,1.1435435,1.2089119,1.045451,1.1244236,1.0452657,1.1462721,1.1898552,1.0991465,0.79835224,1.1005672,1.09264,1.0130275,1.1328118,0.29891294,0.8899572,0.6773234,1.2186484,0.6794661,0.0,0.8706991,1.1472399,1.109278,1.1126244,0.9953082,1.2290213,1.0977368,1.0295789,0.90719306,1.0723363,1.1485665,1.141975,1.2677064,1.1496063,0.9499694,0.94808036,1.2046326,1.0285958,1.1704309,1.070937,1.0638971,1.2631868,1.0247607,1.0225234,0.91486275,1.0916251,1.2088706,1.2409152,1.1403098,0.7500968,0.7431914,1.1336071,1.0948896,1.1852324,1.2871855,1.1696364,1.231339,1.2005423,0.47565138,0.4763298,0.97056645,1.2366073,1.1188613,1.2568276,1.1178411,1.133248,0.70455164,1.0544752,1.0469267
orange,1.2107574,1.0468184,0.37032676,0.8316789,1.2587785,0.4594506,0.53285986,0.8042079,0.82949865,1.2617142,1.4345932,1.0896482,1.3092711,1.3474855,0.8994311,1.3739607,1.1804684,1.1391859,0.6330106,0.72713476,1.1095088,0.93381804,0.70649266,1.0205919,0.8629488,0.85475785,0.96714205,1.2323171,1.149323,0.7209908,1.3117772,1.2004107,0.9593929,1.2896518,1.0255573,0.6805762,1.395685,0.5842236,0.9272059,1.0151384,1.1475849,1.068266,1.221355,0.91777456,0.57210654,0.9635618,1.127803,0.79316723,0.85228515,0.9571864,0.85196656,0.8710624,1.0275688,1.1287681,1.0879419,0.83117384,1.2116629,0.6258553,1.1295657,1.0319428,1.1820643,0.6722499,0.9472575,1.2855554,1.2176869,0.73659337,1.3090348,0.94316936,1.0654556,0.7151367,0.91912836,0.7616707,1.1420313,1.1247842,1.1208415,0.8979572,0.99501795,0.6557934,0.922996,1.0741509,0.8706991,0.0,1.2453814,1.0146531,1.4184724,1.3191857,1.3555106,0.8833915,0.8487588,0.904256,0.9305255,0.913116,0.9874509,0.7276309,0.931652,0.416897,1.2106057,0.94394535,0.9333016,1.3061619,0.83289415,1.1091347,1.1688105,1.3517671,1.0424962,1.2250125,0.9965909,1.2247388,1.234102,1.2612118,0.6923558,0.53162646,1.083837,1.1022724,0.8324611,0.92335796,1.3457183,1.4160165,0.6140891,0.74272376,0.93815297,1.0380849,0.89828426,0.51735336,1.191927,1.2846842,0.84160566,0.7207284,1.1767848,1.1174538
oven,1.0853361,1.0823902,1.2103188,1.0643249,0.98065835,1.272382,1.2154685,1.223305,0.9421455,1.1209604,0.69702435,0.6592035,0.48774838,1.0107428,1.1695147,0.8538351,0.9823039,1.1556563,1.0056742,0.92770284,0.83389246,1.1422659,0.8526751,1.0152959,0.6098223,1.0865936,0.97259444,0.8482652,0.36173964,1.1096935,0.8650923,0.8920175,1.164603,0.51136756,1.0715986,1.1264057,0.632395,0.9750842,1.1577858,1.1374965,0.3990807,0.6179539,0.96446,1.0331833,1.1953316,1.1253285,1.142072,1.1710012,1.1415851,1.1307871,0.95818186,1.0366964,1.271087,1.1307497,0.79006773,1.093319,1.004898,1.3211923,1.0131358,1.1115886,1.0985401,1.0384474,1.2315607,1.0362791,0.9299972,1.0267794,0.72340626,0.90464246,0.68899494,0.9003105,1.0243388,1.1529526,1.0931478,1.0320841,1.0586659,1.0959462,1.0988522,1.163559,0.71724975,1.1705179,1.1472399,1.2453814,0.0,1.1438979,0.87519026,0.6710569,1.0293918,1.0662401,1.1065286,0.9439306,1.237388,0.6630441,0.83827233,1.2121384,1.2615651,1.0564291,0.8772114,0.81602526,1.0266488,0.37266707,1.1663032,1.076234,1.165445,0.81369936,1.1746523,0.57809037,1.1239277,0.55697423,0.56167614,1.0564628,1.0716034,1.2368397,0.8130318,1.1355684,0.9868845,1.0409611,0.92584443,0.72567225,0.9694574,1.1512078,1.0939834,1.1316057,0.71523637,1.3072288,0.9534558,0.9363477,0.8686058,1.2117839,0.6236206,1.0790645
owl,0.64396757,1.2042009,0.9955581,1.0669361,1.1597214,1.0749352,1.0756212,0.83856994,1.0073277,0.9759924,0.99888283,1.3483677,1.1597188,0.97370607,0.6257878,1.0343597,0.98898894,1.0051302,1.1807587,1.2021875,1.146064,0.8849552,1.2671555,0.848349,1.2817395,1.011465,1.033188,0.6937787,1.2762039,1.012336,1.0865738,1.0682874,0.75279987,1.1150728,0.680804,1.1345619,1.1129053,1.2072543,0.5854778,0.7485018,1.1270291,1.0663157,1.0529047,0.9727652,1.0855886,0.9308243,0.76519084,1.2050211,0.8573822,0.80409884,1.1766047,1.0677389,0.39962816,0.96915513,1.1273284,1.0987668,0.9344658,1.1499565,0.87546,0.9496356,1.0494223,1.0458777,0.8177196,0.99048644,0.9936478,1.0173889,1.1402724,1.0941648,1.1634138,1.1284562,1.2501894,0.97144073,0.9642293,1.0484577,0.6689377,0.93400574,0.71707666,1.1063906,1.1671617,1.1823996,1.109278,1.0146531,1.1438979,0.0,1.0468875,1.0043197,0.9492673,1.1149014,1.1312153,0.9261349,0.9112168,1.1645347,1.0761001,0.9457327,0.84008306,0.9185548,1.2619565,1.1225742,1.1232111,1.0744553,0.63482,1.1873925,0.99588126,0.95364976,0.8776513,1.1689264,1.0816689,1.0950078,1.0703183,0.958519,0.912105,0.9941821,1.2208767,0.9910474,1.0802468,1.0666287,1.0907329,1.0150208,1.1054832,1.1914583,1.1481831,1.2100071,1.1694052,0.9722001,1.0431212,1.0140738,1.0782589,1.1434684,1.0980108,0.9036567
pajamas,0.74773026,0.82673824,1.3589587,1.3619752,0.52263224,1.3069444,1.2145152,1.115879,1.366069,0.7555973,0.44461226,1.0275445,0.77971005,0.24149042,1.1730504,0.25128007,0.8955801,1.0222733,1.4568946,1.526418,1.1864713,1.1412377,1.4376941,1.0452359,1.3748908,1.2744322,0.7219285,0.8707756,1.0332462,1.482366,0.65734786,0.9825614,1.0139092,0.6747745,0.8990848,1.5652815,0.67282283,1.5254459,1.2331051,0.8846452,1.0055311,1.1858225,0.5681151,1.0563982,1.347822,1.1393949,0.8185132,1.0834663,1.1886852,1.1939794,1.0751907,1.4786544,0.8644688,0.878105,0.73746717,1.3296841,0.32829535,1.232902,0.83891296,0.8210768,0.57445097,1.3999224,1.2523873,0.6392872,0.326869,1.245277,0.37655783,1.4191377,1.1770315,1.6009656,1.0095838,1.0604033,0.8584052,0.36486226,1.0145733,1.1169605,0.9297367,1.3910367,1.2945203,0.88190657,1.1126244,1.4184724,0.87519026,1.0468875,0.0,0.39518285,0.80505824,1.524436,1.5214485,1.1526074,1.166449,1.1599088,1.2144563,1.3843849,1.3019577,1.0995355,0.64808315,1.2786031,0.9863859,0.6654854,1.3515655,0.7667259,0.93613034,0.2751137,1.070134,0.5400655,0.97315496,0.8100536,0.8962043,0.41575134,1.3543873,1.428311,0.879879,0.90856093,1.3376263,1.1584852,0.49226147,0.5857377,1.4858512,1.2626185,1.0605693,0.8017745,1.278295,1.5183182,0.9507614,0.7650968,1.4748802,1.4046991,0.9412334,0.9415287
pants,0.84801537,0.81486976,1.3318561,1.2699456,0.6642414,1.3124125,1.3222265,1.152315,1.2382025,1.0143387,0.6132593,0.8606458,0.7096615,0.46390402,1.1694607,0.6544976,0.90715146,1.2470783,1.3528736,1.4340222,1.1797562,0.9941805,1.3303182,1.0936791,1.1693339,1.3157163,0.70397866,0.85615,0.82625234,1.417723,0.7188058,1.0551444,1.0275555,0.6752442,0.946656,1.4309607,0.7910501,1.4129853,1.1397673,0.9808421,0.7904867,1.0305692,0.5634915,0.88018006,1.2954478,1.0597373,0.8070577,1.0276352,1.2214072,1.2310728,0.841643,1.4058944,1.0692205,0.97493595,0.7770899,1.1319312,0.64038014,1.3052456,0.70965767,0.9855948,0.76488787,1.3157027,1.1651926,0.812866,0.5597178,1.2374622,0.5336873,1.3378897,1.0244575,1.4058516,0.8372742,1.1453481,1.030896,0.68097025,0.9593342,0.9442181,0.90611595,1.2535992,1.1677463,0.9397676,0.9953082,1.3191857,0.6710569,1.0043197,0.39518285,0.0,0.9999696,1.4120157,1.3938682,0.9442966,1.185426,1.0456933,1.1702836,1.4676694,1.2387549,1.0154014,0.6621771,1.2822663,1.0007471,0.62260926,1.1953027,0.84263766,1.1348085,0.2940625,1.0970378,0.22911924,1.0393193,0.7587504,0.9001236,0.81549454,1.1880239,1.245748,0.8643372,1.069177,1.3646508,1.2234544,0.70736265,0.6856793,1.4291704,1.1184571,1.0418148,1.0129066,1.1579318,1.5152932,1.1402576,0.91139656,1.282026,1.2523764,0.8799477,0.9471586
paper,0.7938448,1.1300979,1.2378261,1.1869305,0.8331175,1.1386037,1.1233577,0.98557365,1.2093933,0.604198,0.5963198,1.309726,0.83033407,0.73958874,1.0534092,0.70184505,0.73069274,0.4127242,1.2637663,1.1135787,0.6061616,1.2342237,1.2401476,0.9641423,1.1623026,1.1259034,1.0278265,0.87631196,1.0669683,1.0145801,0.72590256,0.87144655,0.91251713,0.8885524,0.85146636,1.3370101,0.667318,1.2909868,1.0628091,0.95604515,0.9405662,0.9376903,0.8921907,1.2988217,1.1581802,1.1817266,0.8608385,1.294282,1.3010252,0.9110694,1.3751605,1.1555723,0.87272656,0.8385046,1.0718242,1.3295934,0.9534,1.1974245,1.0698025,1.0371996,0.8831718,1.3664913,0.97782403,0.6361598,0.7865751,1.1236426,1.0636884,1.1275499,0.9740568,1.2023458,1.2262838,0.9840805,0.8083699,0.9441046,0.9043364,1.2692199,1.0265034,1.2682492,1.2019274,1.0798577,1.2290213,1.3555106,1.0293918,0.9492673,0.80505824,0.9999696,0.0,1.1645541,1.14353,1.2539592,0.9704906,1.2394547,1.0727313,0.9587372,0.95365393,1.1154816,1.0283045,1.0829148,1.1081489,0.76366425,1.1382492,1.008469,0.83510387,0.8405454,0.97309923,1.1986856,1.0894852,0.9299776,0.79189986,0.6955951,1.4444671,1.2821561,1.1080642,0.84002715,1.2543519,1.0141277,0.619418,0.41912675,1.3149428,1.3896961,1.2618244,0.969475,1.197226,1.2428468,0.50316375,0.5843688,1.2786572,1.438188,0.8629348,0.8957479
pen,1.2544158,1.1478837,0.77759296,0.5495571,1.3806503,0.75285494,0.8985743,1.0306302,0.6796219,1.2714989,1.3791566,0.57344747,1.1858734,1.5742177,0.92900044,1.4640495,0.99304277,1.0124118,0.602546,0.36663824,0.8784054,1.0823919,0.601172,0.9992187,0.6020152,0.72227037,1.376871,1.1483377,0.84881914,0.5787372,1.3707728,0.97215176,1.1595774,1.207008,1.1589775,0.22877693,1.2601433,0.46490896,1.0549775,1.1994803,0.9676434,0.83589554,1.3978581,1.0471979,0.83730686,0.98477346,1.2104558,0.9607684,0.8457331,0.8487338,1.0017352,0.29909456,1.2168536,1.1406002,1.2499125,0.6317252,1.4463471,0.9930528,1.197223,1.137085,1.3502123,0.66976357,0.992457,1.1606982,1.4861981,0.8811782,1.305511,0.23355794,0.8386236,0.30136454,0.8661399,1.0419943,1.2449704,1.5086521,0.995412,1.019793,1.2571074,0.55954206,0.52757293,0.9024751,1.0977368,0.8833915,1.0662401,1.1149014,1.524436,1.4120157,1.1645541,0.0,0.07641554,0.84904075,1.0129259,0.6073339,0.80837584,0.6841718,0.9378958,1.1826912,1.1640245,0.61036974,1.0111338,1.3535609,0.9512399,1.1869733,0.91246796,1.5046496,1.0417379,1.2512368,1.0392835,1.122501,1.1587625,1.3270392,0.7917818,0.7209413,0.9385575,1.2165784,0.63328,0.87969726,1.2870967,1.3921194,0.49778056,0.7648558,0.95387006,1.1012433,0.5249001,0.5607254,1.1535755,1.1914384,0.39963365,0.47232765,0.9864756,1.1749974
pencil,1.27268,1.1198113,0.73439413,0.5785243,1.3575835,0.6776431,0.83998823,0.9650054,0.7453704,1.2353467,1.3969688,0.6142061,1.1991504,1.5430921,1.0107349,1.4503133,0.9743165,1.0372669,0.67716956,0.39838445,0.8442888,1.0353625,0.6771551,1.0289011,0.6698593,0.8017638,1.31813,1.2073562,0.8913265,0.62150013,1.349512,0.9581234,1.0911012,1.2395132,1.0906671,0.22030222,1.2864844,0.5143932,1.1204873,1.204367,0.99855584,0.8377949,1.3770417,0.97169113,0.8787858,0.9310963,1.2479465,0.87780464,0.75322205,0.9066368,0.9353856,0.37428594,1.2187399,1.1535978,1.1848154,0.60221994,1.4194155,0.9086885,1.2079941,1.1039201,1.2717296,0.7467192,1.060769,1.144675,1.476045,0.9515222,1.2622672,0.3341,0.8716622,0.3769685,0.86808425,1.0329374,1.1911232,1.4660857,1.0061716,0.95600134,1.2623974,0.5544738,0.61933297,0.8609413,1.0295789,0.8487588,1.1065286,1.1312153,1.5214485,1.3938682,1.14353,0.07641554,0.0,0.8387951,1.0386289,0.6549964,0.88815874,0.74712247,1.0103353,1.1341171,1.1829673,0.72600687,1.0195813,1.3738742,0.9919125,1.1677717,0.84798706,1.507152,0.97841305,1.2349044,0.9588514,1.1303784,1.1501809,1.3213677,0.78805995,0.6964375,0.9119725,1.1658711,0.6575611,0.9805516,1.2476766,1.3637648,0.57307905,0.7240246,0.793849,1.0429627,0.64108115,0.5420363,1.138685,1.202063,0.45834923,0.4809599,1.0236785,1.2063142
penguin,0.9318954,0.95643485,0.90446025,0.947015,1.2958195,0.9800103,0.9891888,0.8984665,0.86487794,1.2914424,1.2069286,0.836821,1.1090205,1.1833845,0.7763256,1.1381927,1.1152922,1.1765738,0.86377156,0.9023472,1.0381978,0.786389,0.862852,0.883392,0.8567113,0.92897433,1.0696483,0.9878651,0.9057779,0.94640243,1.2915049,1.1944621,0.9396206,1.0535326,1.0295196,0.74182135,1.2125432,0.81954086,0.8839857,0.8596945,0.91702807,0.988784,1.0490252,0.5671087,0.82676995,0.8702382,1.1884236,0.8633277,0.6498476,1.0863036,0.7866851,0.8038728,0.9652919,1.0946617,0.98986423,0.83285767,1.0855587,1.0145572,1.0491326,1.1250311,1.2525349,0.8876262,0.98986614,1.2893034,1.1915765,1.0391579,1.0505378,0.8951401,0.9984268,0.8370732,0.9003515,1.1512594,1.2151868,1.2168989,1.0403237,0.8194578,1.0932409,0.9255703,0.6765813,0.98625845,0.90719306,0.904256,0.9439306,0.9261349,1.1526074,0.9442966,1.2539592,0.84904075,0.8387951,0.0,1.043715,0.7522445,1.0459695,0.9706467,0.9902183,0.8975997,1.1710757,1.092047,1.0863419,1.1433349,0.7711178,1.052313,1.1337464,1.1527059,1.0635984,0.8405631,1.0119209,1.0412468,1.1865278,1.1110137,0.7707366,0.8473667,0.9130719,1.2063608,0.8656917,1.0091091,1.1935459,1.3473709,0.8378273,0.776294,0.78618884,1.1452943,0.7261542,0.9077914,1.3538487,1.2901814,0.821921,0.77653503,1.0681314,1.0426416
pig,0.8346523,0.94514793,1.0297006,1.1138327,0.99477035,1.1177896,1.0552707,0.9240742,0.9825725,1.0428934,1.1655344,1.2039423,1.1276108,1.1448749,0.70034814,1.0964601,1.117634,0.8377766,0.99341995,1.09603,1.0123736,1.0456331,1.0216335,0.9354395,1.0477473,0.90169096,1.0461066,0.8767112,1.1741916,0.98367816,0.97899854,1.0504425,1.1368002,1.1319526,1.0194876,1.0653162,1.0763544,1.040251,0.46979308,0.8403022,1.1378663,1.0864565,1.1493808,1.0592326,1.0189452,1.0507935,1.085783,0.9862304,0.98483986,0.99627423,1.0442064,0.9526539,0.86197823,0.78814083,1.1378529,1.200824,1.0587662,1.0713938,1.1785991,1.0682495,0.96629906,1.0414066,0.35492867,1.0456389,1.1263566,0.9638449,1.2131093,1.010279,1.0636721,1.075298,1.0921023,1.077671,1.0593569,1.0626923,1.0779079,1.0872694,0.88057613,1.1265513,1.058212,1.0614973,1.0723363,0.9305255,1.237388,0.9112168,1.166449,1.185426,0.9704906,1.0129259,1.0386289,1.043715,0.0,1.1358644,0.9206794,0.92302656,0.42377818,1.0272604,1.0254223,1.001982,1.0641445,1.1606717,0.612222,1.0837265,0.987058,1.1649885,0.9505005,1.2320132,1.0635909,1.1138948,1.1329439,1.04641,1.0186086,1.0471063,1.0942658,1.0186603,1.0340923,0.88034534,1.0756562,1.090823,0.9817488,0.9878571,1.2314866,1.0868872,1.050456,0.9565957,1.0317677,1.0620193,1.0269494,1.0237793,1.1657194,0.6534234
pillow,1.2354059,0.9768989,0.93074787,0.6863998,1.276926,0.9367799,1.0081356,1.1803557,0.6874163,1.4292843,1.0694301,0.48689175,0.7306673,1.3209702,1.091311,1.0705333,1.1808959,1.1381495,0.599585,0.37559062,0.8489675,0.9943464,0.4607467,1.1084268,0.34349597,0.81792974,1.07616,1.0523946,0.4271326,0.7408115,1.2240462,1.1353766,1.2769777,0.6128836,1.1912855,0.5819148,0.99175453,0.49762666,1.0586987,1.1339369,0.72908306,0.6836582,1.2203499,1.0327953,0.72303975,1.1132065,1.249065,0.9105432,0.78984463,0.9922675,0.7513535,0.53300583,1.2821219,1.2373543,1.0570053,0.7414805,1.167263,0.9950797,1.1004744,1.2466656,1.2873039,0.59670067,1.1399281,1.2738876,1.2915149,0.97004074,0.980336,0.5388502,0.8173826,0.42312998,0.71753657,1.1099325,1.4009688,1.2543075,1.1396265,1.0745628,1.2649909,0.68849576,0.23642635,1.0936642,1.1485665,0.913116,0.6630441,1.1645347,1.1599088,1.0456933,1.2394547,0.6073339,0.6549964,0.7522445,1.1358644,0.0,0.8087876,0.8794479,1.1032441,1.0849053,1.0951414,0.6107365,1.0245125,1.0535856,1.0958711,1.1875789,1.2936761,1.1694769,1.2853987,0.71630085,1.179596,0.9444168,0.97943264,1.2000926,0.6295625,0.8584743,0.69141066,1.3766078,0.6674701,0.8519158,1.2321494,1.3073936,0.5889881,0.70522654,0.92603093,1.1792071,0.24752867,0.89194936,1.2770076,1.2731236,0.5115619,0.7178565,0.8690418,1.265797
plant,1.0627743,1.0911597,0.89267576,0.8569213,1.1689255,1.0301874,0.9917531,0.9787973,0.67973006,1.1736656,1.152073,0.93391657,0.9232486,1.2787719,0.9126806,1.2119461,1.121864,0.940548,0.70791256,0.7555782,0.88262314,1.1343546,0.66626537,0.8915894,0.6423105,0.7382549,1.2167114,1.0334045,0.74708617,0.81550324,1.0885413,1.0751982,1.2334901,0.9132543,1.097768,0.8736241,1.0318682,0.6914032,0.8674743,1.0263344,0.8087872,0.8969348,1.203451,1.1413562,0.8916354,1.1626782,1.1291723,1.1316533,1.0708985,0.7099854,1.0769054,0.7812968,1.005652,1.0415674,1.0721178,1.0969443,1.2710932,1.0612262,1.0806857,0.94072205,1.2904897,0.8396984,0.8571297,1.1022816,1.1740963,0.7599078,1.2826434,0.7688448,0.72895104,0.69656885,1.0104121,0.8808405,1.1374805,1.3069329,1.1581715,1.1461046,1.1142907,0.99206656,0.7335323,1.210301,1.141975,0.9874509,0.83827233,1.0761001,1.2144563,1.1702836,1.0727313,0.80837584,0.88815874,1.0459695,0.9206794,0.8087876,0.0,0.88754535,0.8402578,1.1234685,1.0944098,0.61737597,0.8410185,1.0029273,0.9263126,1.1905475,1.1164933,1.2055626,1.1351427,1.1090875,1.0834193,1.0540582,0.98123664,1.2297502,0.95339227,1.0609105,1.1076869,1.1016753,0.8483238,0.74815977,1.2194303,1.0668701,0.7480794,1.0091342,1.2396321,1.2675451,0.7035724,0.8696848,1.0142164,1.064594,0.66817117,1.0063565,0.8505242,0.9679038
plate,1.2044296,1.3302182,0.77224624,0.7990159,1.3757029,0.7347188,0.7188842,0.8868798,0.73017085,0.96025324,1.2776172,1.0413842,1.2171743,1.3750247,0.8350885,1.2788043,1.070054,0.7349283,0.607235,0.4984824,0.7990259,1.1451333,0.5646548,0.85502994,0.7734679,0.5708284,1.3420582,1.1794747,1.041166,0.40791422,1.2717862,1.0817034,0.8823471,1.2307078,1.0291787,0.6836441,1.1835849,0.5773323,0.89861506,0.95958984,1.0788738,0.96901274,1.3898199,1.256241,0.5975454,1.1466036,1.1967335,1.2095535,0.92630196,0.6438886,1.2726061,0.63758147,0.90514004,1.1583096,1.3495343,1.0666169,1.3225012,0.8000523,1.3603714,1.1465163,1.397747,0.66961455,0.9036592,1.0794079,1.2899525,0.59594095,1.4065372,0.6543182,1.0123218,0.5704001,1.2215028,0.9603301,0.93301797,1.3722086,0.8469013,1.1828575,1.2102653,0.8918589,0.7381095,1.2462559,1.2677064,0.7276309,1.2121384,0.9457327,1.3843849,1.4676694,0.9587372,0.6841718,0.74712247,0.9706467,0.92302656,0.8794479,0.88754535,0.0,0.8315427,0.96668434,1.3601892,0.698359,1.0499438,1.2370939,0.8586077,1.2319063,0.8321583,1.4158895,0.9953404,1.4272625,0.948044,1.1725466,0.9808621,1.2252086,0.91014594,0.7693696,1.1840656,0.8905918,0.5859449,0.56543916,1.1838726,1.2081211,0.45012057,1.0829222,1.1891576,1.1436391,0.6815957,0.5161888,0.77686185,1.0611844,0.7335879,0.8480592,1.1411293,1.0710942
pony,0.8156458,1.2338619,0.9749859,1.0058601,1.2417682,1.0403043,0.96457356,0.95185083,0.95367056,1.074354,1.1881082,1.225852,1.1502326,1.2610784,0.61358917,1.1885388,1.111728,0.7174058,0.867107,0.98410887,0.9415572,1.1164474,0.93144625,0.9192536,1.0162036,0.74834406,1.2964529,0.8599446,1.1656109,0.79734707,1.0817517,1.0175779,1.0842289,1.1253083,1.1161897,1.0384942,1.1347678,0.92953396,0.28332555,0.7651895,1.1240814,1.1211784,1.2154183,1.15126,0.9378296,1.0386465,1.0261401,1.1929432,1.1257011,0.88616824,1.2598788,0.8800316,0.7969687,0.6727623,1.2508497,1.1876693,1.3041666,1.1027994,1.1521491,1.1476004,1.2264453,0.9408322,0.06760132,1.0519725,1.2257097,0.8468064,1.3491528,0.9733421,0.9790156,0.93324906,1.1630083,0.95165014,1.0570203,1.2711608,0.9891278,1.1396589,0.972921,1.0921689,1.0071073,1.1381589,1.1496063,0.931652,1.2615651,0.84008306,1.3019577,1.2387549,0.95365393,0.9378958,1.0103353,0.9902183,0.42377818,1.1032441,0.8402578,0.8315427,0.0,1.0810702,1.1422949,0.8915397,1.0978324,1.1780112,0.39716136,1.1405606,1.0300989,1.2689894,1.0049862,1.3074028,1.1415718,1.1232082,1.1790694,1.1367869,1.0307095,1.0649065,1.2374701,0.9972057,0.96615136,0.76111543,1.127482,1.1485254,0.8872105,1.1414293,1.312318,1.2110696,1.00878,0.80230874,0.99111784,1.0719019,0.92937255,1.0449141,1.1330647,0.52666557
