,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shovel,sink,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hamburger,0.6868817,1.1147734,1.3138056,1.0284009,0.81565714,1.1488354,1.285005,1.1845126,1.1241916,0.93698335,0.7028088,1.2330611,0.8351264,0.8972931,0.57492596,0.7482568,0.90322846,1.2972916,1.170466,0.91427565,0.9931725,1.2299151,1.3392544,1.2612332,0.9276469,1.3240814,0.4408791,0.9435695,1.1028634,0.9279598,1.0030767,1.171258,0.9702218,0.9797706,0.9135752,0.5991292,1.3218116,0.74698174,1.3730758,1.0008733,0.63929987,0.942451,1.0180767,0.92076945,0.9537105,1.0385346,1.3252214,0.66613334,1.1672441,0.9637688,1.1615697,1.0926667,1.12622,0.9990378,1.0541325,0.70553195,0.65641576,1.2613785,0.88632673,1.2878878,0.8481645,0.0,0.84150803,1.3114333,0.68988895,0.8847083,0.9222671,1.2506242,0.8480426,1.0536519,1.0858717,1.2444149,1.2023883,0.99551964,0.98178774,0.7588507,1.1678386,1.2829382,1.3086913,1.0583032,1.2506558,1.2217295,1.3332367,1.0136235,0.58027935,0.7485563,0.85621095,0.8793358,0.9444221,1.2039165,1.2111112,0.95985514,1.2509738,1.1374422,0.7979102,1.1145645,0.9788899,0.96171796,1.2797447,0.8969012,1.1172334,1.2430696,1.0382043,0.58777183,1.184623,1.0042368,0.8975041,1.0397378,1.2349782,0.8909418,1.2490838,0.7528194,1.2871525,1.0197155,1.2856922,1.3479031,1.3616374,0.95398927,0.9275742,0.77684927,1.2648373,1.3289597,1.2254078,1.1003255,1.1273661,1.2170905,0.8992074,1.0865254,1.2160884,1.0438902
hand,0.74563706,1.1651134,1.1455561,0.82615066,0.41281605,1.2991308,1.0931735,0.9054389,1.4023165,0.6650615,0.6901767,1.3080844,0.9491615,0.59094447,0.9573695,0.68554544,0.7865064,1.2448412,0.9728654,0.7455669,0.712747,1.3645418,1.3195558,1.4356612,0.9380134,1.1903328,0.90735215,0.930488,1.4351511,0.9071662,0.9253628,1.2316865,0.813964,1.2644732,1.0433952,0.51924545,1.4042505,1.2144414,1.3666286,0.8817117,1.0603368,0.9323773,1.0475366,0.908233,0.864133,1.2653484,1.3900154,1.0087563,1.3232186,0.73278123,0.52081215,1.4241738,1.4323564,0.9811629,1.1074758,1.0205523,0.8724988,1.1934592,0.6896128,1.087306,0.67696106,0.84150803,0.0,1.4183748,0.8398481,0.8526423,0.8138756,1.3033352,0.6356436,0.8467108,1.2421911,1.4679508,1.1147841,0.72003305,0.8478621,0.4971897,0.9546503,1.283931,1.343354,0.87619525,1.0894201,1.217273,1.2712393,0.98148865,0.8761622,0.43917727,0.74138874,0.632676,1.019156,1.2522402,1.3279756,1.1429136,1.0138634,1.4371134,0.77103716,1.3931834,0.75541633,1.0790241,1.3854231,0.4864682,1.4038208,1.392876,1.1277484,0.8794726,1.199259,0.6293738,0.5921347,1.0079937,1.0616472,0.61937165,1.3593382,0.86673623,1.444094,0.94392097,1.0687631,1.3712671,1.3694754,0.8595183,0.6855226,0.69730985,1.2753801,1.0844624,0.9979649,0.4565662,1.1802943,1.4493725,0.71271193,1.0987191,1.1857643,1.0551574
hat,1.3001662,0.8661793,0.508028,1.1450181,1.3638104,0.71416175,0.71995723,0.8443237,0.686124,1.4376509,1.5001366,0.59971577,1.1858503,1.4205515,1.2315468,1.3647704,1.2516422,0.6055028,1.0392498,1.4395173,1.0528194,0.7401178,0.71203446,0.91931635,1.2615111,0.46718633,1.2204595,1.2023798,0.8597349,1.3768508,1.1711733,0.7435514,0.9248845,1.0106355,1.119905,1.3693321,0.40016413,1.2535787,0.5524008,1.1458108,1.0030364,0.9142376,1.2438476,1.2740681,1.0967919,0.6479271,0.3954109,1.2932851,0.77425915,1.0864953,0.76910496,0.5856966,0.8582573,1.1725088,0.8750557,0.92876387,1.438746,0.30647606,1.1730796,0.51321006,1.0245789,1.3114333,1.4183748,0.0,1.3973535,1.299399,1.2917225,0.76833844,1.2522775,1.0711757,1.1149143,0.6933336,0.67691314,1.2106124,1.2952653,1.3418357,0.66252846,0.53264797,0.47199047,1.0352018,0.42633677,0.59445345,0.5282051,1.2404287,1.1872252,1.3229501,1.235322,1.3896754,1.1327659,0.6115325,0.5998676,0.84017044,0.62614924,0.5759926,1.222616,0.8020477,1.340169,0.97571045,0.49824154,1.1469779,0.7568855,0.54708904,1.2710838,1.2813938,1.0627047,1.1257936,1.306206,1.07811,0.7599164,1.4542372,0.37302506,1.229708,0.712307,1.06146,0.9846846,0.55585176,0.43587625,0.95142734,1.3233209,1.5801549,0.8216259,0.34474784,0.6014921,1.080197,0.91891146,0.5262618,1.4727573,1.1068152,0.4311849,1.1338472
horse,0.76449966,1.0341624,1.3140631,0.978553,0.8286376,1.1790675,1.2507803,1.1501436,1.028281,0.7957461,0.7106159,1.2632272,0.91368794,0.8495681,0.6554868,0.81656015,0.8807061,1.2507111,1.1146096,0.82811606,1.0619663,1.1218739,1.279477,1.0949194,0.85660875,1.3224589,0.6560038,0.974952,1.1118586,0.7365457,0.9294374,1.3558881,0.9704723,1.1103439,0.97782123,0.84234226,1.3127136,0.50278246,1.359634,1.129574,0.83615637,1.050503,1.0714825,0.9995347,0.9575022,1.0877573,1.2857535,0.55141103,1.1154598,1.0078585,1.1286446,1.103344,1.0941241,0.9673103,1.0567489,0.9233357,0.49779284,1.3207712,0.93140924,1.3102872,1.0212013,0.68988895,0.8398481,1.3973535,0.0,0.91331255,0.7681972,1.1318098,0.85799295,1.1312726,0.95005393,1.1912355,1.1893783,1.0320714,0.9604697,0.85203725,1.2160759,1.3241848,1.2477111,1.0963494,1.2443643,1.2840648,1.2704161,0.9835523,0.5806554,0.80998534,0.8403087,0.9161047,1.1210592,1.2606223,1.2341142,1.0328921,1.2738736,1.2461506,0.8275115,1.0757272,0.92351955,1.1119684,1.263877,0.9693229,1.0495242,1.2864155,0.86482096,0.5153505,1.0726566,1.0622283,0.83039993,0.9824843,1.2554443,0.8717421,1.2532717,1.049516,1.2052506,1.0031128,1.1933855,1.3062824,1.2985743,1.0496389,0.73966444,0.71481705,1.2226337,1.3288348,1.2626791,1.067067,1.0988793,1.2585465,0.8153157,1.0049417,1.2629144,0.98413545
hose,0.7899167,0.9653683,1.2718186,1.0847282,0.8656662,1.144119,1.111586,1.1436617,1.1020806,0.6974928,0.6538197,1.0470434,0.99998677,0.7362504,1.0465771,0.7274673,0.6758379,1.2551343,0.9579076,0.69364977,0.98707443,1.1870557,1.1503705,1.1411942,0.90401816,1.3175598,1.0439237,0.9884916,1.0692819,0.8812666,0.97194374,1.1323166,1.0962479,1.0512713,1.0649287,0.99757797,1.185565,0.9573659,1.2173887,1.0058846,1.0842819,0.95301604,1.0292445,0.8654623,0.99140406,1.2009324,1.2717161,0.9116769,1.165737,0.9600848,1.1907756,1.2280765,1.1348834,0.90563124,1.0491916,1.0737284,0.8248544,1.1846652,1.0168821,1.2864354,0.95300245,0.8847083,0.8526423,1.299399,0.91331255,0.0,0.8688982,1.1797104,0.9169723,0.80766,1.00104,1.0318242,1.0678135,0.9790381,0.83237255,0.98212606,1.1917197,1.2679107,1.2721062,0.9998026,1.2855301,1.2250698,1.2825925,0.9777317,0.94414884,0.9290258,0.95174724,0.63753873,0.98952895,0.98388433,1.0154719,1.17955,1.246597,1.2147083,0.9177208,1.160913,0.7689116,0.97415805,1.2133657,0.9232688,1.167552,1.1686786,1.0194165,0.9843537,1.0097867,0.720472,0.9569418,0.93316555,1.108977,0.7554731,1.2188618,0.8851919,1.1947109,0.97308666,1.0432847,1.2093083,1.2861283,1.0345234,0.9102499,0.5991469,1.0761278,1.3040056,1.2930708,0.922323,1.0785586,1.1680794,0.7184108,0.5599209,1.208395,1.0390543
jacket,0.51204884,1.1638836,1.369296,1.1450155,0.6366985,1.3083076,1.1764756,1.3199501,1.2401518,0.7415018,0.3883043,1.1279049,0.76617324,0.71756613,0.99836934,0.4025849,0.6058767,1.3056486,1.2176472,0.72433704,0.8244778,1.2531345,1.1766943,1.1377996,0.59716725,1.3188059,0.9152716,0.69405544,1.2492552,0.78487563,0.62070036,1.3513888,1.1122037,1.2291243,0.7863939,0.9469447,1.321736,1.060058,1.4500027,1.0007485,0.9769587,0.92731,1.0685725,0.8735484,0.91830087,1.3086697,1.308844,0.86959267,1.0971258,0.7584101,1.1085219,1.2389339,1.2482371,0.95765686,1.2743094,1.0622671,0.7589907,1.1693077,0.9079653,1.3580489,0.7239989,0.9222671,0.8138756,1.2917225,0.7681972,0.8688982,0.0,1.2939181,0.43461972,1.0488085,1.1630726,1.2646986,1.2072232,1.0681413,0.9937271,0.8967896,1.064512,1.4720565,1.2731355,0.89718264,1.2616413,1.2938061,1.3541527,0.7841513,0.986989,0.57929593,0.46974993,0.64863956,1.1353445,1.2951641,1.2769597,0.8845085,1.3668423,1.1610028,0.69017696,1.2193892,0.8960769,1.0245842,1.2953812,0.54272425,1.213316,1.2938646,0.83995986,0.8264308,1.2538246,0.9499323,0.32714033,1.0549622,1.3494253,0.85736,1.3211205,0.911386,1.3675535,1.1144161,1.3456314,1.4024253,1.326003,1.0898241,0.2986365,0.5854403,1.2788953,1.3000245,1.3176496,1.0326104,0.9446785,1.3455603,0.8004581,0.89671665,1.2275608,0.96057767
jar,1.3933642,0.87325597,0.80203485,0.9870878,1.3398532,0.77464104,0.884806,0.9010689,0.7286954,1.2364608,1.3921223,0.807373,1.141815,1.3068964,1.1913576,1.4055809,1.3293571,0.4705912,0.8464948,1.2577267,1.2273349,0.8405273,0.5523424,0.50674015,1.1527956,0.8683867,1.2336732,1.1264627,0.7460711,1.1497695,1.1551123,0.71228534,0.9882789,0.7980417,1.0562177,1.3608513,0.6890899,0.9244881,0.36556596,1.0658582,1.1593418,1.2228208,0.93400943,0.9889739,1.0905285,0.7322191,0.7324679,1.2140328,0.9801495,1.2209831,1.0815305,0.7599648,0.71751946,1.1235806,0.8322618,1.2348814,1.1813793,0.90304947,1.1532831,0.8665627,1.2421677,1.2506242,1.3033352,0.76833844,1.1318098,1.1797104,1.2939181,0.0,1.319915,1.0093429,0.89536047,0.64035773,0.93070626,1.0796584,1.0017499,1.2546344,1.1021736,0.7441987,0.7543141,1.1359495,0.8189187,0.82343274,0.7369747,0.95490944,1.2183859,1.3793995,1.3043869,1.3770826,0.9760403,0.72693783,0.7047951,1.0616096,0.9405574,0.71663743,1.292409,0.7030177,1.1642835,1.0451612,0.66186893,1.2285244,0.4970593,0.7608764,0.9003093,1.2012726,0.7815929,1.02728,1.3278946,1.0087218,0.7308783,1.2144681,0.74994564,1.1508105,0.7073345,1.0224159,0.7750692,0.60011923,0.7545759,1.1087067,1.2591287,1.2408804,0.48483026,0.8404158,0.8738278,1.0965936,0.9456837,0.69508606,1.2155296,0.92982244,0.7646032,1.0101835
jeans,0.7455635,1.3301542,1.3424875,1.0809639,0.47064364,1.5005428,1.1905532,1.2319583,1.2681175,0.9215613,0.49286407,1.1297313,0.5392513,0.8249789,0.97136605,0.39725804,0.9357723,1.3071874,1.2764592,0.963832,0.52250904,1.2134792,1.2620488,1.2261919,0.746676,1.2299309,0.9249027,0.48592222,1.4651054,0.77472913,0.7320739,1.3390206,0.867311,1.4054164,0.6475589,0.69898623,1.337039,1.1452937,1.5006292,1.0104558,1.0016448,1.0158973,0.91195774,0.8327777,0.9055079,1.1809059,1.4169669,0.90182614,1.1239866,0.78302974,0.8239871,1.3466104,1.4407152,0.9640925,1.2346272,1.1035651,1.0041267,1.0915971,0.76963687,1.3396945,0.65224206,0.8480426,0.6356436,1.2522775,0.85799295,0.9169723,0.43461972,1.319915,0.0,0.9170345,1.113335,1.4174246,0.86375344,1.0114737,1.1190149,0.71767014,0.9141307,1.3551869,1.4100916,0.55536115,1.1610307,1.250858,1.382001,0.6309076,0.9700131,0.4215845,0.0688175,0.88177115,1.1160929,1.2384561,1.2406203,0.6612493,1.164068,1.1701638,0.8865723,1.3526785,1.0333126,0.9463608,1.4304769,0.35058713,1.3342725,1.339885,0.86229414,0.9283772,1.4567566,0.841077,0.29138786,1.0536354,1.098738,0.8471657,1.3276408,0.9017453,1.5163648,1.0505764,1.3747795,1.2861718,1.3740312,1.0426772,0.45421046,0.7082579,1.4140674,1.1654285,1.1624153,0.82402587,0.61300015,1.553817,0.9710212,0.8061578,1.1211947,0.9412551
knife,1.0718491,1.0093753,1.1907573,1.130651,0.8761808,1.1857922,1.0574158,0.9637757,1.0849437,0.96772695,1.042231,0.71297705,1.0133349,0.99795026,1.1369126,0.9628434,1.0219938,1.1195632,0.9374623,0.9867421,0.89941347,0.90859556,1.1006296,1.0312132,0.99565125,1.0787292,1.1762866,0.98646605,1.1096226,1.1403496,1.1077645,0.99214196,0.834389,1.1063114,1.0687536,0.8959418,0.6947614,1.1054997,1.1438469,0.97067726,1.210129,1.048896,1.0179746,0.7614397,1.1046185,0.95779914,1.230762,1.1663735,1.0389473,1.1463649,0.9419098,1.0730089,1.0440779,1.0537411,0.5184586,1.052147,1.16817,1.015606,0.9376175,1.0383248,1.0421423,1.0536519,0.8467108,1.0711757,1.1312726,0.80766,1.0488085,1.0093429,0.9170345,0.0,0.8989457,0.9084235,0.85003597,1.0307477,0.8219443,0.96964943,0.9641758,1.0336767,1.1649172,0.77815795,1.0426539,1.1477996,1.2151144,0.8614161,1.1460228,0.99047714,0.98630226,0.9453996,1.1201155,0.3590592,0.47533095,1.0345731,0.9310748,1.1339324,1.0850227,0.99472153,0.91107786,1.004133,1.242534,0.9175332,1.1886849,1.0596671,0.9497556,1.1871718,1.0760454,0.23169374,1.048107,0.9563781,0.6326159,0.9305862,1.1281037,1.0654297,1.1987262,0.9310907,1.0302,0.6768304,1.1286618,0.86844194,1.0978589,0.9856317,1.0501282,1.0653831,1.0188798,0.64752334,0.7780322,1.1490359,0.98111475,0.5840683,0.9105838,0.9455259
ladder,1.1587678,0.9777831,1.2094504,0.90261644,1.1797507,1.0831729,1.2119225,1.0420334,0.7563261,1.0648252,1.0580013,1.0187653,0.8198391,1.1748592,0.99543184,1.1747894,1.1072972,0.9867504,1.0673536,0.9820613,1.0903666,0.8253968,0.8522806,0.571751,1.1079732,1.1955953,1.1222248,0.75347394,0.90319407,0.85541034,1.1521297,0.9334802,1.080502,0.92691314,0.7748171,1.1017485,0.9493742,0.6676457,0.9364473,1.2563727,1.0882835,1.0794536,0.6093962,0.96805894,0.9777267,0.8591403,1.133695,1.0723883,1.0506701,1.1575611,1.2222356,0.95912325,0.8125423,0.90329444,0.75235486,1.1587464,1.097043,1.1233226,1.0641972,1.1870549,1.1667199,1.0858717,1.2421911,1.1149143,0.95005393,1.00104,1.1630726,0.89536047,1.113335,0.8989457,0.0,0.80501246,0.9015289,1.04476,1.0968539,1.1221846,1.1494263,0.8507726,1.0616766,0.83802515,1.0606445,1.0010821,1.1632798,0.86687803,1.1686232,1.2275702,1.060752,1.1000324,1.0827707,0.880172,0.8559021,0.8407954,1.069029,0.9693627,1.1410532,0.78169525,1.139612,1.0233535,1.0420109,1.1703643,0.81719434,1.0901594,0.65807354,1.0798721,0.892335,0.9604259,1.1873788,0.94413114,0.82506156,1.0821416,1.0128925,1.152911,0.9567504,0.97426957,0.8735813,0.8156506,1.0891832,1.0723479,1.1191047,0.83461714,0.8425924,1.1381836,1.097087,1.0366622,0.68428993,0.9957011,1.0088389,0.76993823,1.090112,0.82930684
lamp,1.2629212,0.68071115,0.92276096,1.1568929,1.3845503,0.71585596,0.94833803,1.1071267,0.78163725,1.2997193,1.3783191,0.6552813,1.2803124,1.3556881,1.2025322,1.3589656,1.2096796,0.65766156,1.0894852,1.28648,1.2995629,0.61612177,0.85289216,0.63932425,1.1041496,0.92307806,1.238528,1.2217435,0.5402351,1.2132976,1.1806766,0.7592685,1.0458362,0.84478015,1.1375146,1.51978,0.4709803,0.97354573,0.69600034,1.2219628,1.1354808,1.1001852,0.9258117,0.9867547,1.1341004,0.6895406,0.69488424,1.1798594,0.85920084,1.2287145,1.1780987,0.6144363,0.5201636,1.0867119,0.5894264,1.0831618,1.2358694,0.706634,1.2281499,0.8700243,1.2437454,1.2444149,1.4679508,0.6933336,1.1912355,1.0318242,1.2646986,0.64035773,1.4174246,0.9084235,0.80501246,0.0,0.948924,1.2168224,1.1282831,1.4257834,1.039937,0.7092472,0.60647875,1.1636567,0.73653585,0.7174847,0.936672,1.0941442,1.1219238,1.4875693,1.4000254,1.2045467,1.1073872,0.46911943,0.4449156,1.0885546,0.9742662,0.59938085,1.2237936,0.51187766,1.2204716,0.85569364,0.69653213,1.4055133,0.65954036,0.6434642,0.9201137,1.2722507,0.90436965,0.943812,1.3814468,0.9194342,0.7372778,1.3810792,0.6359354,1.0674633,0.7033034,1.002039,0.9146139,0.5181392,0.68371147,1.1877131,1.3119681,1.2734356,0.7597747,0.76672685,0.9220773,1.2206974,0.9369529,0.6694496,1.2878695,0.74288243,0.6172879,0.88479227
leg,1.2019393,1.0622513,0.8846326,1.1564575,0.8455291,1.1770171,0.98487765,0.93678665,0.8795748,1.2223362,1.2316507,0.7350097,0.9998026,1.2142894,1.14189,1.1406294,1.2336394,0.8390913,1.0696852,1.2800913,0.7373915,0.7215378,0.93117946,0.91064423,1.2235664,0.6929213,1.2648222,0.939291,1.1926926,1.1568658,1.1331763,0.8476388,0.760524,1.2548525,1.0161544,1.0707765,0.6370518,1.1610372,0.81669754,1.0557008,1.1975431,1.1452148,0.96472496,1.0879916,1.1129292,0.8477088,0.8793346,1.1257797,0.843115,1.1118773,0.648666,1.0486821,1.2072144,1.0469462,0.8769989,1.0890422,1.3822477,0.7138157,1.0151656,0.844986,1.0317895,1.2023883,1.1147841,0.67691314,1.1893783,1.0678135,1.2072232,0.93070626,0.86375344,0.85003597,0.9015289,0.948924,0.0,1.1260842,1.1949031,1.1299471,0.6020529,0.72480416,0.91302055,0.6233857,0.73211145,0.8708736,0.8912949,0.97718793,1.1111181,1.026711,0.8672807,1.194499,1.1344477,0.67769694,0.65788037,0.8573259,0.66354597,0.81523323,1.2585479,1.0977632,1.2105821,0.9919864,1.0429415,0.9178051,1.0550346,0.7748641,1.086178,1.2686555,1.1911843,0.9392824,1.0843731,1.0269507,0.60194516,1.2031399,0.7512257,1.1243418,1.0241929,0.9526515,1.0721667,0.5848658,0.7959992,1.0144948,1.183242,1.2414968,0.9823197,0.6345781,0.6994097,0.8272817,0.5749147,1.1041716,1.2689192,0.79725856,0.740391,0.99057263
melon,0.9710785,1.0981164,0.7736018,0.61041707,0.95146376,0.913466,0.8388879,0.448946,1.2205486,0.8897561,0.9954364,1.2588544,1.0291898,0.8595879,1.0271691,1.0090685,1.0220543,1.0924764,0.9374307,0.95308465,0.9534205,1.2464948,1.1143731,1.2059269,1.051469,1.1297283,0.9572403,1.032422,1.0485582,1.0121402,0.94561726,0.9768503,1.152293,0.8580586,1.1369073,0.7606576,1.305173,1.1419398,0.9777973,0.80569386,0.9903429,1.0050983,1.1219788,0.96220005,0.983052,1.1618102,1.0569357,1.0819273,1.2026328,0.9388217,1.0147092,1.1945655,1.1262674,0.94683164,1.1957877,1.0102694,1.0495366,1.2587916,0.9069284,1.1266277,0.9971127,0.99551964,0.72003305,1.2106124,1.0320714,0.9790381,1.0681413,1.0796584,1.0114737,1.0307477,1.04476,1.2168224,1.1260842,0.0,0.9068135,0.73957545,1.1601224,1.0325072,1.1708176,1.0615141,1.157326,1.137142,0.9044857,1.0349138,1.0433226,0.95063317,1.0118752,0.92375463,0.6915909,1.2533395,1.2759094,1.1644648,0.889169,1.2816372,0.9582544,1.1797683,0.8561453,1.0471895,0.9433914,0.9236394,1.1061625,1.2628899,1.127215,1.0247262,0.81131005,0.95883846,0.9967385,0.986952,1.1083646,0.80774516,1.2025285,0.83777165,0.9140175,0.9542755,0.68325275,1.239967,1.1849966,0.87170684,0.9913983,0.92447317,0.8963399,1.1976575,1.0590007,0.90322775,1.2260936,0.9942609,0.84866416,1.1421839,1.2724999,1.0803859
milk,0.9578378,1.0503647,1.017469,1.0348351,1.0036951,0.8515089,0.91194063,1.0609348,1.0509037,0.4106844,0.92893964,1.1287711,1.2703226,0.43918252,1.0471581,0.9800571,0.8791708,1.1541897,0.3323332,0.4920925,0.9794182,1.1884845,1.0048149,1.1861113,1.0245711,1.1494402,1.0992635,1.2743056,0.99033105,1.0896486,1.0525831,0.9857299,1.1746686,0.71267796,1.2796588,0.93887717,1.187155,1.098649,0.99038047,0.6109751,1.1307364,0.99855065,1.1694516,1.0177779,1.0002735,1.1788342,1.0968641,1.0351985,1.1603261,1.097281,1.1611859,1.1448305,1.0114471,1.0488409,1.1074588,1.0740099,0.86140954,1.2299005,1.0913194,0.9468573,1.1449252,0.98178774,0.8478621,1.2952653,0.9604697,0.83237255,0.9937271,1.0017499,1.1190149,0.8219443,1.0968539,1.1282831,1.1949031,0.9068135,0.0,1.0596873,1.1852194,1.1504093,1.1434786,1.0696324,1.2064193,1.1735812,1.03668,1.1259813,1.100334,1.0680299,1.15693,0.76232016,0.72753495,1.09411,1.1335582,1.25847,1.1544386,1.3007735,0.91997063,1.1714797,0.32005477,1.0985618,1.1179783,1.1379936,1.1598601,1.1059852,1.1140091,1.0175062,0.6265818,0.90127665,1.1072801,1.0498221,1.1025466,0.47657442,1.2210265,0.92712396,1.0268832,1.0615101,0.6393736,1.0906451,1.1654783,1.030379,1.0662608,0.7935507,0.93123865,1.2453709,1.2366259,0.8860692,1.2419021,0.955143,0.36897588,1.1140721,1.185387,1.1208073
mitten,0.81845963,0.81272256,1.2026465,0.8358258,0.5988742,1.1544867,1.1910158,0.9336337,1.1997343,0.9792752,0.85157293,1.3604312,0.9231506,0.8411129,0.8581158,0.78341323,0.926755,1.0351917,1.1521425,0.9673676,0.7677935,1.3900324,1.1651275,1.2934203,1.0254209,1.1755412,0.7711637,0.8946113,1.2729748,0.9762632,0.97349125,1.2367113,0.7928967,1.063097,0.9934989,0.40678513,1.4692066,1.0971402,1.2868783,1.0018834,0.887752,0.9136412,0.9684979,1.0437456,0.9033955,1.1991009,1.3945371,0.99047774,1.346678,0.8874963,0.8372899,1.2575303,1.2949673,0.35230637,1.1844782,0.85125023,0.89912724,1.28919,0.17302763,1.188602,0.84156376,0.7588507,0.4971897,1.3418357,0.85203725,0.98212606,0.8967896,1.2546344,0.71767014,0.96964943,1.1221846,1.4257834,1.1299471,0.73957545,1.0596873,0.0,1.0775819,1.2273278,1.3967555,0.8913349,1.2082556,1.2787584,1.1676242,0.9353731,0.8982897,0.5633749,0.7611165,0.8354462,1.0171734,1.3474455,1.3713992,0.8999084,1.1010329,1.4242413,0.85190046,1.269953,0.9973602,1.0009184,1.2963159,0.6254619,1.259764,1.4451455,1.1399837,0.83225906,1.1425434,0.8575181,0.722332,0.4320848,1.1170781,0.89737344,1.1827126,0.89929056,1.305734,0.33459532,1.12225,1.3984656,1.3808506,0.8283891,0.79990375,0.9107206,1.1115429,1.2144551,0.9203835,0.8249402,1.0751071,1.2275046,0.95952564,1.1600194,1.1079093,1.118927
mouth,1.2281945,1.1451621,0.7489823,1.0700015,0.87695515,1.14381,0.87156326,0.9349196,1.1485226,1.1878814,1.2055991,0.6945226,1.0002782,1.2062043,1.0967498,1.0802392,1.2528561,0.94805413,1.0119112,1.2762938,0.92987365,0.82507,1.0450943,1.1151056,1.1772782,0.59727114,1.1967636,1.0052049,1.2525332,1.1339025,1.076768,0.9516625,0.8217608,1.2233909,1.0278093,1.0471083,0.63894045,1.258688,0.88215244,1.0084336,1.1768748,1.1001605,1.0458456,1.0349352,1.1144537,0.9248315,0.7525643,1.1772108,0.7774242,0.7737603,0.4369396,1.109262,1.2560594,1.1533326,0.98094505,1.0401962,1.3345866,0.51201344,1.0427103,0.5562356,0.8334006,1.1678386,0.9546503,0.66252846,1.2160759,1.1917197,1.064512,1.1021736,0.9141307,0.9641758,1.1494263,1.039937,0.6020529,1.1601224,1.1852194,1.0775819,0.0,0.8707137,0.63390136,0.8979812,0.49039364,0.6995221,0.8427315,1.0597311,1.0835971,0.8723142,0.91710645,1.2047677,1.1203021,0.7962423,0.8193102,0.99266607,0.6397702,0.84107953,1.2002946,1.1669365,1.202641,1.0809363,1.0065203,0.81449986,1.1953961,0.6944778,1.2258024,1.2239165,1.2537415,0.96426636,0.9433326,1.1200241,0.91425824,1.1401792,0.6652628,1.1385589,1.095215,1.0940402,1.1596037,0.7849607,0.63211024,0.88553387,1.0317332,1.2830354,1.0531783,0.4682333,0.5496894,0.77495944,0.9042798,1.1235682,1.2436703,1.0525277,0.6081494,0.96236336
muffin,1.4452479,0.79282534,0.39503914,0.7932842,1.2709755,0.7046463,0.75603163,0.78381586,0.74581075,1.4638939,1.5841839,0.8231876,1.2802976,1.4228612,1.2635915,1.4522704,1.390447,0.6946157,0.9954241,1.4609206,1.0424533,0.6509344,0.8946111,0.7088251,1.3871119,0.49496716,1.3021342,1.1773778,0.72573566,1.2563634,1.3387525,0.49968415,0.84428114,0.8201457,1.1587838,1.2648891,0.58260775,1.1521509,0.52215725,1.1927798,1.1997771,1.129759,1.022041,1.2629547,1.0820187,0.5199738,0.4568782,1.3274013,0.8371315,1.2658519,0.7225555,0.8404961,0.77494395,1.040234,0.829216,1.163572,1.470367,0.6785437,1.0720866,0.5471247,1.2489114,1.2829382,1.283931,0.53264797,1.3241848,1.2679107,1.4720565,0.7441987,1.3551869,1.0336767,0.8507726,0.7092472,0.72480416,1.0325072,1.1504093,1.2273278,0.8707137,0.0,0.52135694,0.96323925,0.5384787,0.4110939,0.4655447,1.2872608,1.2739449,1.335945,1.3115095,1.4272944,1.07015,0.68230575,0.6714328,0.9790536,0.63196594,0.68984485,1.3035238,0.7725204,1.349342,0.9702464,0.46802354,1.2442175,0.8384446,0.539094,1.1747395,1.3309796,0.8158529,1.2066016,1.4191732,0.9481178,0.5907327,1.4602858,0.5443921,1.2040097,0.5485195,0.94780207,0.7052415,0.62298226,0.5000588,1.0785843,1.4173912,1.579206,0.6893896,0.41562068,0.55781144,1.1296616,0.84326583,0.7363372,1.4375075,1.1279888,0.54901606,1.1497793
