,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
bird,1.0721198,1.1312102,0.8456025,1.0586911,1.1995633,0.90019464,1.1207786,1.1132293,1.0152099,1.1719698,1.0707784,1.2490005,0.77086675,1.340084,1.3830404,0.0,1.256952,1.1831934,1.1755745,0.74568456,1.0329585,1.3418229,0.9840932,1.1152458,0.9270079,0.7572272,0.76724374,0.78131044,0.95224875,0.74164134,1.2959895,0.84500706,0.9797429,1.1518221,1.2638674,1.0659686,0.9977617,1.0618811,1.2700498,1.1050289,0.7062879,1.269325,0.7850588,1.222466,0.94361144,1.0821348,1.0335733,1.2439778,0.89299977,0.7866728,0.89033747,0.9615325,0.97766817,0.941259,0.9440673,0.76538223,1.0210519,0.9923639,0.64142084,0.79290986,1.1392142,1.2284718,0.75782657,1.1680365,1.0791963,1.0787278,1.0402843,1.0432464,1.1921566,0.7948812,0.90985036,1.1686751,1.1946431,0.9341071,1.1209576,1.079233,1.1218493,0.7242146,1.1014552,1.2618732,1.0210836,1.2642343,0.89412546,1.1418498,0.94649863,0.69510025,0.8137872,1.0776311,0.9684894,0.8051667,1.0720195,0.9674419,1.2312967,1.13185,1.1366165,0.63874584,0.72167677,1.0026562,0.9365219,0.92960644,0.9476757,0.7996905,0.8333553,0.8775072,1.084237,1.3468442,0.8697314,1.0721738,1.0511752,0.81938607,0.9640988,1.2856077,0.66508365,1.1687388,1.1732302,1.0255086,0.87075603,1.026522,1.2175564,1.1938791,0.75034845,0.89716935,0.74540627,1.138829,1.1181055,0.6646921,0.8362887,0.7839661,1.0571043,1.1616025,1.2022271,0.8991401,0.82887304,0.8805348,0.8206279,0.85513914,0.92850256,1.3671193,1.0586232,0.7804919,0.85789454,0.8227773,1.042371
blanket,0.6546524,1.0459496,1.4787724,0.86270916,0.6015389,1.380497,1.2658266,0.98854643,1.143686,0.5870804,0.7174704,0.17974603,1.3288188,0.37374222,0.36874986,1.256952,0.0,0.68216616,0.93867004,1.4856262,1.3060019,0.75962293,1.1059213,0.84584713,1.3412428,1.3560892,1.4287509,1.1432667,1.3056234,0.7683114,0.54986775,1.3573837,0.8414391,0.63202864,0.8882053,1.0020139,1.1045799,0.8253445,0.44574142,0.8932791,1.4449048,0.588626,1.5445422,0.92219996,0.8903084,1.0249697,1.1282626,0.9387221,1.0805635,1.2076871,1.3541551,0.4807678,1.1043261,0.9942388,1.359169,1.2936932,1.0507367,1.0806688,1.4265921,1.1636913,0.85298806,0.88918537,1.4324987,0.6907846,1.0909824,1.3179747,1.0035019,0.6131524,0.9110022,1.4812622,0.9934648,0.6810995,0.5288552,1.312247,0.4091363,1.0737426,0.9200657,1.4451431,0.84384274,0.8646144,1.0535814,0.54759896,1.1279633,1.1898104,1.119389,1.5194252,1.1625504,1.1376483,1.3594005,1.4607532,0.8528391,0.95995,0.37522286,0.55328083,0.95425934,1.4338434,1.460876,1.2423444,1.1180435,1.0449489,1.078094,1.3036139,1.3425801,1.1271458,1.1246859,0.5008158,1.3055854,0.9177605,0.6967237,1.1918752,0.83275926,0.31306827,1.3689945,0.5698095,0.78184223,0.68481433,1.3992192,0.8233757,0.874194,0.53236836,1.3675649,0.9732549,1.4444078,0.93037575,0.9760653,1.5181546,1.1885439,1.4294988,1.0537883,0.57357836,0.5692812,1.4190041,1.4447795,1.3783665,1.3095868,0.9489471,1.351685,0.68868494,0.88791144,1.1471428,1.1995976,1.4500651,0.94274336
boat,0.72141063,1.2348752,1.3894008,0.82192904,0.73159325,1.2846348,1.2202498,0.83598876,1.3325866,0.43497008,0.65317476,0.54871094,1.4669769,0.78095657,0.5621848,1.1831934,0.68216616,0.0,1.0311201,1.4463758,1.2311654,0.82762206,1.0918412,0.8375017,1.3537729,1.3835474,1.5281068,0.91514885,1.4037687,0.819834,1.1043559,1.2685025,0.8332044,0.7568337,0.73335505,0.9834648,1.0650823,0.7864604,0.8407589,0.92851627,1.5169855,0.62631005,1.4471052,0.775828,0.42027712,1.121409,1.0640069,1.039708,1.1997007,1.0279921,1.316576,0.69224393,1.1754254,0.7587981,1.3533921,1.3196118,0.9650374,1.2033023,1.5073345,1.2070622,0.78819585,0.6680765,1.4061103,0.9774701,0.823815,1.2925303,0.80095017,0.75686014,0.869447,1.4411248,0.93155724,0.82168573,0.6434348,1.2097706,0.7095039,0.98678225,1.0489652,1.4533737,1.0121875,0.80335546,0.8601167,0.79087806,1.0428282,1.1063972,1.0198784,1.4512367,1.5373878,1.2935352,1.3362931,1.4280434,0.9291135,0.7230927,0.637174,0.8540124,0.89541686,1.48668,1.5559524,1.3334154,1.0842596,1.4167619,1.182398,1.2667971,1.2276103,1.0739602,1.1061,0.71299493,1.3371081,0.8498532,0.6916611,1.1689262,0.6995934,0.6879195,1.3658562,0.6131115,0.93482137,1.0340396,1.3784584,0.6625592,0.65233606,0.54730695,1.4893849,0.91707754,1.3383373,1.2346307,0.6812763,1.4986713,1.0668132,1.4350584,1.0398843,0.60400426,0.5282067,1.369968,1.464232,1.3117781,1.2558315,1.455826,1.3577802,0.6112323,0.669196,1.2586794,1.3847172,1.5194802,0.956908
book,0.965592,1.1058866,1.0125194,0.94683886,1.134873,1.0291373,1.0284401,0.9656699,0.7350213,1.0789747,1.2343391,0.94074726,0.90534174,0.8547754,1.0113536,1.1755745,0.93867004,1.0311201,0.0,0.8435302,0.7640737,0.4107815,1.0231757,1.0077736,0.6813617,1.090053,0.872753,0.94588685,1.2284789,1.3451505,0.8280635,0.9274214,1.1896827,1.112324,0.9545575,0.9116177,0.975183,1.0498271,0.98254925,1.0230662,0.7713763,0.86766195,0.8571608,1.0204722,1.1490189,0.89110714,1.0455287,0.7177699,1.1366348,1.2060962,1.1437309,1.2703766,1.1779354,1.1266781,1.1324934,0.8644016,0.98657095,1.1501482,0.99403197,0.84724,0.80725086,1.0662538,1.0919518,1.047478,1.0823354,0.78334606,1.2065315,1.0017489,1.0952908,0.9031064,0.96302354,0.9939895,1.1577018,0.8825534,1.2273554,0.8752091,0.8381243,0.86103404,1.1594243,0.9338582,1.1703916,1.0345339,0.79796433,1.1378407,1.0059153,1.0473044,0.97030586,1.157001,1.2066345,1.0553856,0.9694185,1.1187289,1.1711364,1.2854879,0.50952685,0.82493335,0.81460595,0.9716462,0.9960733,0.81440234,0.9450542,0.969833,0.7015811,0.91747326,1.1386428,0.98563546,0.77934957,1.0436699,1.0528237,0.93547195,1.0194426,1.1168017,0.90370035,1.2412355,1.0063744,1.2350757,0.9358316,1.285614,0.89352226,0.9770275,0.93805563,0.9528923,0.94145477,0.96793336,1.1621443,1.0415318,0.93701035,0.9137376,0.88019764,1.2229038,0.7719612,0.8138367,1.1384854,1.0537813,0.87918085,0.95948476,0.6863572,0.51011324,1.050814,0.78665996,0.9778253,1.0861384,1.059537
bottle,1.4614091,1.067598,0.5696011,1.2357961,1.4612904,0.61838627,0.80398315,1.2226375,0.71444744,1.4283359,1.3207761,1.5398624,0.4569857,1.3871601,1.5671046,0.74568456,1.4856262,1.4463758,0.8435302,0.0,0.5601727,1.0996233,1.0697197,1.1157182,0.19462919,0.66495633,0.20138621,0.92165434,0.954743,1.2134441,1.0465274,0.51329213,1.0592351,1.3604581,1.253033,1.0333965,1.0249741,1.1983151,1.2958066,1.3505896,0.25888252,1.3132389,0.11767048,1.2408928,1.3076992,1.0789769,0.8172168,0.9887463,0.7367146,1.0033039,0.78607464,1.3584952,1.1417278,1.250846,0.91033095,0.5678417,0.94616956,1.1088595,0.64163405,0.9496549,1.1588471,1.2094808,0.6202854,1.2314596,1.0346841,0.7674272,1.2951317,1.3863015,1.3894393,0.42066002,1.1077852,1.3760097,1.4266449,0.44165343,1.4763777,0.9554693,1.0107378,0.376759,1.2078881,1.3624439,0.9868049,1.4016671,0.9007681,1.1896517,1.1060492,0.44317138,0.38441896,1.0048959,0.9030794,0.54771394,0.89991,1.1560445,1.4731126,1.3832175,0.987384,0.34070766,0.37096864,0.6784254,1.0334051,0.5635842,1.0387318,0.575022,0.51379544,0.9681972,1.078413,1.3484743,0.41223776,0.90207696,1.2817575,0.95835257,1.2738056,1.4309983,0.565819,1.4776164,1.3558133,1.2619109,0.35556364,1.1921778,1.1004893,1.419473,0.5861235,1.0665282,0.5736737,0.9347208,1.301882,0.31071335,0.86918473,0.33778298,0.8846365,1.4538716,1.4095769,0.477839,0.7391617,0.72306716,0.4229101,0.45588946,0.42254424,1.294213,1.1680264,0.88442194,0.4771105,0.6704045,1.0223975
bowl,1.427491,1.0417713,0.6751579,0.95364666,1.4484967,0.6673813,0.719041,1.0468874,0.67407155,1.080943,1.3017033,1.3662935,0.74938565,1.1721163,1.3982551,1.0329585,1.3060019,1.2311654,0.7640737,0.5601727,0.0,0.82803684,0.9491667,1.0894185,0.34075344,0.9371398,0.53755724,0.86833435,1.0711738,1.2767675,0.87644684,0.5221163,1.1077577,1.3859565,0.80890054,1.0552067,0.8405662,1.1735488,1.1602458,1.244615,0.61008245,1.1887574,0.3469221,0.94605917,1.2626363,1.1316916,0.99406165,0.7339124,1.0621667,1.0556074,0.66689545,1.2984962,1.1556482,1.2981757,1.0698388,0.6779857,0.8143878,1.0795618,0.86631006,0.94749266,1.0784336,1.1617068,0.8849059,1.2672539,0.98356014,0.84421533,1.368151,1.2436918,1.3844647,0.5746159,1.1678913,1.2208043,1.4415325,0.763142,1.5167749,1.0223042,0.9900134,0.55895066,1.1766603,1.141345,0.66813564,1.3459227,0.87590694,1.1787717,1.0293064,0.73731095,0.68167853,1.167982,1.047467,0.66001046,0.9879666,1.0302569,1.5119292,1.4760764,0.9446383,0.6429669,0.66147953,0.75907165,1.0274588,0.5189768,0.89831436,0.80875397,0.28428233,1.047993,0.97387207,1.2876239,0.54451424,0.9352414,1.2103064,0.95648426,1.2468545,1.4107823,0.79495466,1.5252178,1.2060738,1.339173,0.65709096,1.246082,0.5796227,1.3230801,0.6388215,1.0279285,0.7761606,0.9677914,0.91767937,0.546628,0.92042834,0.6691226,1.0364593,1.4939475,1.2016089,0.329579,0.9514747,0.921037,0.7949543,0.771712,0.48769718,0.78703356,1.1813852,0.9255927,0.8102319,0.8766064,1.0246482
box,0.9216656,1.1137397,1.2501084,0.8343929,1.0107268,1.1880951,1.0407043,0.9402221,0.6869899,0.8028313,1.1335009,0.70606035,1.2656276,0.5814936,0.8240928,1.3418229,0.75962293,0.82762206,0.4107815,1.0996233,0.82803684,0.0,0.98423177,0.8741908,0.8657292,1.3361752,1.1034559,1.1331402,1.3407893,1.255337,0.62230444,1.0980802,0.90488124,1.0287492,0.7411461,0.8911033,0.93533236,0.9396826,0.73887813,0.8986837,1.2271852,0.48342836,1.0838243,0.83281434,1.069547,0.83928907,0.85796535,0.50369173,1.1566687,1.3095982,1.2497059,1.1300224,1.2158817,1.042259,1.3482604,1.2038432,0.96941775,1.207233,1.2966769,1.0096122,0.7883042,0.8021544,1.3772895,0.99921554,0.98422396,0.9526319,1.1287608,0.867267,1.0551652,1.1818211,1.0188255,0.827962,1.012655,0.94804806,1.0589168,0.9329097,0.67120856,1.084069,1.0830768,0.791427,1.0518823,0.8251688,0.8073223,1.1537948,0.97754866,1.373595,1.1432259,1.2389523,1.3114545,1.331598,0.7343484,1.1186765,0.95450103,1.0613701,0.6012016,1.281554,1.2697732,1.0928098,1.0578583,1.0580242,0.95964444,1.1342417,1.0686752,1.0175127,1.1175442,0.70621693,0.9455771,0.8270246,0.87900543,1.0185694,0.9371861,0.94560874,1.1671976,1.0719284,0.8133889,1.2123048,1.1815205,1.0475198,0.7718773,0.67099386,1.2521534,0.94593143,1.3148681,1.0237963,1.0561063,1.3542686,1.015473,1.2106566,0.76105386,1.0353634,0.590727,0.9261552,1.4023616,1.304707,1.1722696,1.1142261,0.8234596,0.3863982,1.0126894,0.9769598,1.0606571,1.368674,0.98567885
bread,0.8934332,0.99902534,0.9163594,1.0849073,1.0340078,0.97666776,1.0656401,0.82296294,0.5845267,1.1399285,1.0416139,1.1963966,0.97620803,1.0791962,1.1525095,0.9840932,1.1059213,1.0918412,1.0231757,1.0697197,0.9491667,0.98423177,0.0,1.1782516,1.066771,0.9806898,1.04052,0.99680525,0.94186056,1.0531024,1.0816076,0.9574858,1.0350306,1.0765275,0.99547535,0.96950877,0.7707452,0.97192615,1.1374016,0.44389582,0.9966819,1.094669,1.0024632,1.1000732,0.97648585,0.90279424,1.1140672,0.960974,1.0455467,0.9913297,0.94424415,1.0727007,0.98345864,1.1193011,0.97921705,0.9935386,0.95668876,0.75887364,0.9491673,0.8946827,1.0513116,1.0243721,1.0101472,1.0208833,1.0160142,1.0350261,1.120769,0.97450536,0.9997054,1.0491222,1.0711484,1.0856622,1.1905307,0.93699574,1.1555707,1.0291942,0.9916483,1.044569,0.9152003,0.95219,0.99869764,0.97842735,1.0949007,1.0056964,0.53876084,0.96235675,0.98484015,0.9660264,1.0304372,0.8692494,1.0863436,0.9123972,1.1315496,1.0851594,1.1703787,0.9881113,0.9666758,0.9673758,0.8003539,0.991549,0.3230934,1.004063,0.8644769,0.9834301,0.8451266,1.1151844,1.0572908,1.1252974,0.911535,0.84205794,0.92585677,1.1290473,0.9966327,1.1788979,0.9122095,1.0824559,0.9651814,1.1701473,1.0032048,1.1621218,0.8594491,1.1074483,0.8959019,1.0736982,0.8543248,0.97016364,1.0484211,0.99915636,1.0602709,1.181371,1.1695882,0.9090817,0.96372986,1.0232965,1.1171227,1.0556635,1.003175,1.0244977,1.1189268,0.9695563,1.1492696,0.9107121,1.1342685
broom,0.9322983,1.1882222,1.2653775,0.9339175,0.96063405,1.1327422,1.02666,1.027023,1.0982935,0.70591867,0.94037586,0.7516018,1.2806239,0.7694424,0.9255496,1.1152458,0.84584713,0.8375017,1.0077736,1.1157182,1.0894185,0.8741908,1.1782516,0.0,1.0702041,1.251293,1.1776607,1.1269902,1.2643378,1.0756013,0.79062504,1.0572656,0.79215395,1.0576504,0.8554059,0.8906043,0.9444075,0.87727445,0.7128235,1.142512,1.1357353,0.7369338,1.1443754,0.99431294,0.92699504,1.1035554,0.8668389,0.90177083,1.0974498,1.2000971,1.1856033,1.0230571,1.1111536,0.9590022,1.3075807,1.1560246,0.89340687,1.2235775,1.0753838,1.1895703,0.94437903,0.8647655,1.2928491,1.1110232,0.90210146,1.2115273,1.0140063,0.9906503,1.0592803,1.2396597,1.0368379,0.58074987,0.9733926,0.96691585,0.99181056,0.8061935,0.74468595,1.0146255,1.0915273,0.9590631,1.0302305,0.975177,1.0360008,1.1225638,1.0990088,1.3086139,1.030378,1.15688,1.2737619,1.2474577,0.88442206,0.9235748,0.91852456,1.0186777,0.91136926,1.135456,1.1268464,1.1882496,1.0162935,1.1492351,1.0418057,1.0830774,1.1876715,1.0212414,1.091871,0.81314135,1.1631932,0.79099435,0.85239756,1.1322314,0.8568497,0.8674516,0.9676638,0.9935357,1.0381562,1.1889746,0.962237,0.6509674,0.8683421,0.59812236,1.2801719,1.0430341,1.2722456,1.1378205,1.0452167,1.1384568,0.97297484,1.2164145,0.9674701,0.9333546,0.7950697,1.1391293,1.3417218,1.2587361,0.798196,1.0228039,1.0883689,0.8425719,0.87385434,1.1425102,0.8061921,1.3063575,0.82338655
bucket,1.455238,1.0913535,0.6835951,1.1244253,1.470423,0.63419235,0.7705618,1.2172934,0.6591283,1.312798,1.3629386,1.4297738,0.53140235,1.281635,1.4190028,0.9270079,1.3412428,1.3537729,0.6813617,0.19462919,0.34075344,0.8657292,1.066771,1.0702041,0.0,0.77782387,0.2866311,0.90779096,1.0851631,1.2897937,0.9290712,0.5314881,1.067438,1.3644072,1.0058132,1.0581679,0.97952974,1.1622027,1.2154006,1.3587426,0.3977437,1.1874547,0.13361406,1.1688373,1.3220351,1.0906725,0.9086755,0.9181036,0.8548173,1.091567,0.798149,1.3632022,1.1950741,1.267881,1.0491091,0.61283153,0.88828236,1.1662763,0.8027499,1.0037333,1.1193035,1.1278975,0.76642054,1.2035828,1.0357726,0.7659147,1.3350089,1.2945771,1.4219639,0.4860782,1.1153561,1.3311459,1.3782675,0.39406717,1.4747465,1.0588554,0.9687435,0.4402064,1.2577465,1.303083,0.93116754,1.3680615,0.83163464,1.2245805,1.087286,0.5826442,0.49064517,1.1067468,1.0047528,0.6283498,0.8699081,1.1257939,1.3958321,1.4038551,0.91523355,0.5002114,0.51387525,0.7107632,1.1003458,0.5591092,1.0040439,0.63795525,0.47455168,0.9921746,1.0686309,1.2762733,0.43431252,0.8880099,1.2073731,0.96040684,1.2766821,1.4001105,0.71650136,1.4604157,1.3040729,1.2521499,0.45823252,1.220083,0.9220462,1.3671582,0.6792161,1.0625774,0.6676161,0.9016321,1.2035775,0.4275912,0.9573469,0.43466353,0.9342342,1.441818,1.2795658,0.41534764,0.885321,0.8465152,0.47835875,0.54040194,0.4050365,1.0550177,1.1558607,0.8449095,0.59213823,0.82422554,1.0287658
butterfly,1.1653211,0.7917813,0.715634,1.3207575,1.2945175,0.8775165,0.9635521,1.2431602,0.9182977,1.3811488,1.1484597,1.418581,0.42575538,1.2872957,1.4198678,0.7572272,1.3560892,1.3835474,1.090053,0.66495633,0.9371398,1.3361752,0.9806898,1.251293,0.77782387,0.0,0.5200743,0.7273754,0.55547845,0.8908908,1.1198833,0.859422,1.106897,1.2399057,1.3062625,1.0564383,1.143547,1.2415534,1.2406043,1.0839348,0.5320431,1.3331561,0.6456959,1.2815479,1.2137853,1.0822667,0.9252195,1.0848553,0.9119193,0.721987,0.83888304,1.0961446,0.6739041,1.206577,0.6397325,0.6761161,1.0866402,0.82425135,0.49138045,0.89147437,1.2001704,1.2987578,0.46674085,1.0880373,0.930823,0.77822196,1.0719821,1.2327576,1.1182523,0.6647036,1.0509903,1.2552071,1.3297133,0.96069443,1.2141404,0.9361633,1.110937,0.7066526,0.98245347,1.238362,1.1452188,1.2986465,1.0458134,0.8580734,1.0753906,0.48636103,0.6733408,0.77150106,0.51740813,0.6471038,1.0334941,1.0178688,1.3327482,1.1376283,1.2129457,0.50300574,0.50192106,0.64457715,1.0304507,0.6451861,0.98295516,0.78661937,0.7861224,0.9899113,1.0292466,1.3550124,0.70735157,1.1338053,1.2260425,1.0067371,1.2766459,1.3236485,0.7022023,1.2967188,1.1254315,0.90082496,0.7661243,1.2458582,1.2578467,1.4733824,0.59343743,1.0018212,0.49881804,0.9286459,1.146524,0.5596577,0.87595296,0.6955711,1.0336382,1.3356051,1.4186852,0.86960053,0.54784507,0.5675949,0.82997876,0.7139013,0.9184691,1.4490259,1.1032586,0.8011484,0.7158587,0.5327605,0.9615937
can,1.4583889,0.9434881,0.6640235,1.291607,1.456163,0.7855741,0.8953687,1.3458636,0.62801754,1.3991323,1.2360148,1.482622,0.26069927,1.2257783,1.6017773,0.76724374,1.4287509,1.5281068,0.872753,0.20138621,0.53755724,1.1034559,1.04052,1.1776607,0.2866311,0.5200743,0.0,0.7367508,0.882487,1.0551945,0.80469155,0.59168804,1.000964,1.3732873,1.3112825,1.0914071,1.1196218,1.2992349,1.140994,1.2830355,0.26012182,1.250848,0.20973086,1.3656595,1.3827732,1.174917,0.7093159,0.8197458,0.83692604,1.0345156,0.82829565,1.2666714,1.0629629,1.2916985,0.87147856,0.5998402,1.0361198,0.9820763,0.51885056,1.0380869,1.1625369,1.406225,0.4989034,1.2817178,0.9703749,0.8891497,1.2831248,1.4085126,1.429307,0.44224572,1.1450835,1.3253815,1.4144354,0.5915489,1.3973887,0.9711388,0.93465286,0.37415612,1.0924758,1.4545771,1.1351005,1.5204867,0.9902862,1.1095765,1.1351348,0.43426752,0.31049496,0.8956219,0.7736875,0.5633777,0.7396034,1.1826968,1.4787767,1.2788216,1.0311809,0.31337655,0.28148764,0.45917112,1.0792751,0.29125178,1.068573,0.6146657,0.50641716,1.0009227,1.1600556,1.404915,0.34734863,0.8009137,1.2608645,0.9958512,1.3792207,1.4183941,0.62630206,1.4675968,1.3077427,1.1101881,0.5123716,1.2110953,1.0836816,1.4606898,0.54147977,1.0399121,0.6289662,0.95609164,1.339852,0.35063827,0.7703804,0.36853868,0.9190007,1.4658785,1.460998,0.56760705,0.67968273,0.6457327,0.5895575,0.37827945,0.5940571,1.3601074,1.1770132,0.86569023,0.32856655,0.5938421,0.91864985
car,1.0656457,1.0613192,0.9423328,1.1861658,1.1615375,1.1082213,1.0765207,1.170469,0.9475826,0.9648632,0.918328,1.1210369,0.68479455,0.90452605,1.3767529,0.78131044,1.1432667,0.91514885,0.94588685,0.92165434,0.86833435,1.1331402,0.99680525,1.1269902,0.90779096,0.7273754,0.7367508,0.0,0.88312054,0.7176068,0.87174666,1.1049681,0.9248968,1.2748284,1.1424798,0.95705354,1.2766979,1.1310427,0.93874365,0.99233323,0.789904,0.98120093,0.87332165,1.225913,0.93742526,1.1019741,0.9311485,0.9098489,1.0822425,0.8981088,1.0849323,1.0643703,0.93209517,1.0593683,1.0048801,0.7011763,1.2741625,0.97337615,0.6846325,0.9966402,1.142287,1.1500597,0.80355287,1.1593069,0.77711016,1.0064774,1.0412234,1.0810008,1.1834908,0.89538723,1.0448444,1.0850877,1.2325622,1.0016347,1.0284216,0.7500795,0.98690224,0.9303346,1.0121253,1.1959025,1.1072867,1.3393148,0.7612406,1.0347025,1.1627121,0.8781464,0.92081076,1.1171144,0.93702686,0.9180943,0.79125285,0.9685566,1.195236,0.9902896,1.2284231,0.7573058,0.7643266,0.8091852,1.0321203,0.6263546,1.0187848,0.9083773,0.79521465,1.006763,1.1707062,1.2692871,0.8288336,0.8234611,1.0032498,1.0461826,1.0123887,1.3047985,0.8076646,1.1711389,1.1801167,0.9211144,0.9142451,1.0686867,0.94692683,1.1749941,0.7908715,0.8443017,0.72323203,1.0645417,1.0833797,0.794734,0.8711526,0.97101486,0.85898966,1.1883403,1.2200357,0.98903656,0.9453105,0.865431,0.92124873,0.9259605,1.0680959,1.148884,1.0290486,0.5536178,0.748075,0.89777917,0.92062473
carrot,1.1525693,0.4326254,0.7231827,1.2109119,0.91121507,0.8811274,0.9288118,1.0001861,1.0263417,1.3918638,1.1575077,1.3918417,0.67510486,1.2163696,1.1566767,0.95224875,1.3056234,1.4037687,1.2284789,0.954743,1.0711738,1.3407893,0.94186056,1.2643378,1.0851631,0.55547845,0.882487,0.88312054,0.0,1.022879,1.1434172,1.132032,1.1892494,1.1529636,1.2003739,0.89094436,1.1344033,1.1181644,1.2358117,0.77578545,0.71366227,1.4554263,0.918233,1.087559,1.3018205,0.81327593,1.12886,1.1066489,0.8445099,0.85444593,0.71111584,1.1165152,0.46349287,1.103809,0.30133343,0.8798469,1.2962604,0.5140798,0.491104,0.86365485,1.2642801,1.1753224,0.45161545,0.757105,1.0693418,0.625808,0.9460784,1.1915965,0.68113214,0.7600542,1.1241032,1.0480745,1.2408642,1.1672822,1.0717181,0.82015604,1.1581277,1.0188494,0.7725444,1.0154828,1.130223,0.96702135,0.99917454,0.5499215,1.1553676,0.5934979,0.8168399,0.4561361,0.32007217,0.6919031,1.3069639,1.2646456,1.2165593,0.994845,1.2689,0.67891675,0.5870653,0.7153066,0.947056,0.9153327,0.9410802,1.0665962,1.0408554,1.0629042,0.78598106,1.2127084,1.0175431,1.3383486,1.3920013,1.0405502,1.1974584,1.1835662,0.8452959,1.1352204,0.870805,0.72382534,0.827644,1.3021212,1.3700601,1.3635383,0.58931154,1.0579864,0.60492694,0.6792517,1.143047,0.7387952,1.1083602,0.8671514,1.0899748,1.2258692,1.3932613,0.9190294,0.29958582,0.5626055,0.9068756,0.9218596,0.9948112,1.4048145,1.3406632,0.77692753,0.9599056,0.3277918,1.1541882
cat,0.96364367,1.1235919,1.2823327,1.0051061,0.8552525,1.3402565,1.3061957,1.1829927,1.2240813,0.6087383,0.5189734,0.73060596,1.0134698,0.9425543,0.91974235,0.74164134,0.7683114,0.819834,1.3451505,1.2134441,1.2767675,1.255337,1.0531024,1.0756013,1.2897937,0.8908908,1.0551945,0.7176068,1.022879,0.0,0.99772763,1.2099737,0.52765226,0.7796242,1.0499475,1.0090654,1.3024888,1.0238037,0.91536665,0.8831854,1.1957439,0.86983335,1.2380705,1.1363411,0.76517826,1.2665415,0.8807195,1.0834894,1.0845143,0.94871414,1.2327278,0.38250983,0.9532498,0.93244886,1.2091976,1.0565602,1.1572455,1.126302,0.99808496,1.2385781,1.0633525,1.0034754,1.0220853,1.1175693,0.9242491,1.4253578,0.8629891,0.92616475,0.99906695,1.2667627,0.9853306,0.9920104,0.8026235,1.1827186,0.60449755,0.98511964,1.0433787,1.1245692,0.96671104,1.229233,1.0657697,1.1241294,1.067162,1.140875,1.0961615,1.1744691,1.1095598,1.0863181,1.0671209,1.1782864,0.8128019,0.831366,0.76320237,0.64559954,1.18537,1.0853319,1.1611127,0.90287113,1.1848803,1.0504817,1.1099222,1.0894729,1.1833509,1.0480188,1.2185621,1.0337204,1.1195701,0.7005993,0.7890957,1.1290613,0.9079688,0.85837436,1.1188219,0.69446075,1.1331439,0.6646894,1.2179363,0.6616895,0.93137324,0.9164193,1.267107,0.6909797,1.200218,1.2279963,0.98787975,1.0657564,0.9973162,1.2705649,1.1046126,0.7154764,0.8659377,1.3968745,1.2088943,1.0361735,1.1715573,1.0389838,1.4919672,1.1474339,0.8635895,0.9988081,0.9501009,1.174674,0.78617686
