,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bucket,butterfly,can,car,cat,chair,clock,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
mitten,1.1291574,1.2836007,0.73135245,0.9693954,1.3186448,1.3009963,1.2343172,0.83065444,0.6226802,1.1753675,0.6860939,0.8545355,0.5899923,1.1710068,1.502547,1.2002442,1.0110143,1.2756805,1.4238546,1.3881062,1.1533465,1.0677477,1.0492493,1.1622891,0.87134385,0.9862354,0.9797129,1.3438894,1.0314498,1.2540336,1.1486689,1.0413561,1.2378706,1.1087933,0.7995999,1.0084251,1.0949216,0.97887224,0.9538459,1.0818127,1.3519282,0.9526174,0.6878394,1.103263,0.65204775,1.3865728,1.2079117,0.8410279,1.0821171,0.8653077,1.0290439,1.0365287,0.88482696,0.98557574,1.2604846,0.8055581,1.3252691,1.0963446,1.486926,0.22324818,0.0,1.2395365,1.368685,1.2690274,1.0620091,0.9499146,1.1397244,1.132401,0.73840153,0.8995343,0.81434274,1.0796607,1.3529806,1.1854136,0.38494003,1.3142898,0.994923,1.2713647,1.221722,1.0338238,0.8800465,1.060499,1.010905,0.86183155,0.855684,1.1218475,0.8485967,1.0266615,0.9601543,1.4910358,1.2268586,0.6891111,1.3803393,1.2192903,0.16960305,1.3863525,1.3007915,0.91246474,0.8252478,0.7238263,1.0668936,1.2527416,0.7280748,1.220062,0.8352019,0.8500304,1.1354003,1.186506,1.4212589,1.0061468
mouth,1.0008117,0.69205296,1.3307896,0.79964674,0.44631934,0.7428843,0.7677935,1.23984,1.250232,0.70662856,1.2619389,1.164844,1.233654,0.90572655,0.51394796,0.7394104,1.0587178,0.81907666,0.8475861,0.48906374,1.0869396,1.0413363,1.0794756,0.9401496,1.1849251,1.1062809,1.1435288,0.5468806,1.0640842,0.57840973,1.0760559,1.1249187,1.0861852,1.0533544,1.1357808,1.0237252,1.1320738,1.1285515,1.1566063,1.0036192,0.76176834,1.0173054,1.1941795,0.9364944,1.2985543,0.50491685,0.8412473,1.012264,1.0595247,1.2248659,0.7533027,1.0690889,1.1314843,0.83147806,1.076566,1.240474,0.3216443,1.1546034,0.7290975,1.1935185,1.2395365,0.0,0.6972821,0.66814125,1.1044378,1.1564691,1.0300083,1.0528723,1.2001061,1.2016948,1.2089202,1.0222647,0.6700217,0.68753815,1.1589767,0.53706014,1.1091995,0.9005265,0.71607745,0.9933893,1.2493738,1.0597786,1.0718672,1.1763144,1.1860673,0.9827364,1.2153163,1.2192672,1.0919824,0.57566255,0.9372693,1.2070245,0.65958273,0.74311584,1.1623218,0.79453945,0.8616175,1.1831821,1.1924156,1.2178082,0.9187645,0.8080162,1.2744042,0.7408999,1.0316346,1.260007,1.0962244,1.0029773,0.695305,0.9857617
nail,1.1224152,0.47637355,1.3968703,0.6445512,0.60306454,0.36599022,0.67338926,1.386542,1.5283091,0.78615284,1.5229052,1.2565281,1.4533765,1.0486766,0.5718654,0.7747082,1.2886912,0.8613225,0.6385361,0.673983,0.9765071,1.0440415,1.3020706,0.9170253,1.2931286,1.3100888,1.0207795,0.43540704,1.2932534,0.6272814,1.05154,0.92063,1.2356588,1.1462197,1.3369875,0.6640823,0.77046144,1.2019027,1.0618498,0.44615757,0.64633787,0.9488412,1.1735946,0.8594924,1.4663551,0.25248843,0.7544039,0.9890135,0.7770291,0.87550527,0.56331974,1.158747,1.3071837,0.9134967,0.8988754,1.2805412,0.6984029,1.2725395,0.7450238,1.3025322,1.368685,0.6972821,0.0,0.6329541,0.9103722,1.0030763,1.0570219,1.2241265,1.2531524,1.274338,1.2327034,1.1531796,0.6542795,0.7175636,1.1845272,0.49233073,1.1015308,1.0558515,0.71942437,0.7734447,1.2343364,1.2337606,1.3924962,1.2414236,1.0255849,1.0222791,1.3400851,0.7951908,1.048125,0.40278602,1.2059164,1.411392,0.22201055,0.52712524,1.3247129,0.63915825,0.67056024,1.3454857,1.1869403,1.5785229,0.61781,0.21559644,1.2626157,0.67878556,1.1198294,1.4479265,1.1374075,1.2344942,0.3619218,1.180334
napkin,1.1140541,0.70039546,1.5693185,0.9316062,0.6693842,0.5939798,0.58293283,1.4483359,1.2972133,0.8781262,1.1523031,1.373585,1.1702915,0.86926067,0.49076515,0.42134225,0.9454479,0.54290676,0.61538696,0.26584238,0.811566,1.1359057,0.7345257,0.8134948,1.156699,0.97481984,1.149708,0.46342748,0.9422761,0.5274461,1.1057158,1.0065042,0.84834814,0.8876401,1.3607546,1.1155251,1.1016395,1.0497637,1.3955896,0.9566101,0.49863386,1.0412427,1.2044286,0.9879244,1.5149899,0.6142089,0.61541027,1.057889,1.226909,1.2584767,0.7433548,0.8539901,1.1351395,0.7282698,0.7880639,1.2652063,0.60928893,0.95076364,0.58996,1.3503875,1.2690274,0.66814125,0.6329541,0.0,1.0662459,1.2918546,0.99032384,0.9159343,1.1525302,1.3975797,1.2180917,0.84510577,0.52672136,0.6432625,1.1341008,0.3663323,1.216669,0.80098593,0.7064606,0.8665107,1.2386807,1.0901498,0.9629361,1.3414941,1.3706731,0.9332972,1.3408258,1.1156998,0.8532777,0.48310804,0.8682816,1.1089888,0.70150304,0.6470399,1.3153037,0.72681904,0.6388419,1.2768466,1.1979841,1.5407857,0.8119807,0.8075192,1.2223938,0.08809477,1.0549463,1.1871853,0.9840709,0.96245915,0.60543525,1.0862168
necklace,1.0429821,1.1421341,1.0315315,1.1105661,1.1318301,0.99946237,1.0782824,1.1041322,1.0726933,1.1437417,1.103917,0.8291391,0.9721626,0.9787094,1.1883827,1.0828255,1.0815042,1.2111759,1.0231856,1.1543626,1.0317659,1.0534493,1.0907438,0.90259826,1.0011479,1.081548,0.9287034,0.9365314,1.031793,1.1934279,1.116826,0.9656165,1.2275641,1.0243281,0.8521354,0.8519994,1.0101112,1.022704,0.9924467,0.7956853,1.0924827,1.1326666,0.97740513,1.0368034,1.0366749,0.9288746,0.93211097,0.9109708,0.91878945,0.82900417,0.92759293,1.009668,0.741508,1.0764002,0.97786164,1.0371952,1.1532433,1.0312854,0.9997151,1.0344917,1.0620091,1.1044378,0.9103722,1.0662459,0.0,1.0123568,0.86876994,1.1558033,1.1001755,0.9930413,0.96744174,0.82744634,0.87693876,0.8150711,1.0238124,1.0674132,1.0795965,1.1072724,0.98066866,1.076586,0.6301257,1.0642465,1.2817068,1.046991,0.7375838,0.6843888,1.0267774,0.85433376,0.9867623,1.0228541,1.0971315,0.95600224,0.93747485,1.2174947,1.1154077,1.113414,1.0320843,1.0516971,0.9242267,0.89386404,0.9756988,0.8572321,0.9839222,1.0950881,0.97915304,0.9386269,1.1904172,1.0643667,0.80600214,1.0923374
nose,1.110505,1.106188,0.8563748,1.0650955,1.1597577,1.1586376,1.2237376,0.9894695,1.0370601,1.092152,0.93536943,0.84704036,1.0308183,1.1875322,1.1479584,1.2070819,1.0663552,1.0864292,1.1536176,1.2733276,1.0709376,1.102253,1.1024393,1.1003848,1.1092621,1.0890343,1.1136504,1.3031108,1.1629115,1.1899903,0.87101877,0.7976346,0.9190262,1.1458921,0.6885301,0.71653044,0.83010006,0.84508467,0.856221,0.81104,1.0634434,1.0284814,1.0070517,1.1647024,0.86080885,1.1506413,1.1950061,1.013654,0.8485285,0.75153005,1.1540664,0.96333486,1.1230929,1.2491109,0.99423546,0.99889183,1.1897563,1.0704278,1.1715574,0.96411,0.9499146,1.1564691,1.0030763,1.2918546,1.0123568,0.0,1.1300275,1.0907807,1.0166786,0.9869195,0.9481189,1.0354208,1.2655542,1.1856207,1.0347548,1.2994955,1.0307276,1.0650604,1.2324632,0.9394844,0.85998464,1.0428421,0.9879364,0.78162754,0.8538162,1.2041445,0.9226931,0.7983755,1.0336345,1.1025764,1.1148798,1.0119593,1.0298395,1.0676574,0.9960342,1.098074,1.0947188,0.87973744,0.97988904,1.0062057,0.9976362,0.881426,0.829094,1.2615973,1.0914048,1.100301,0.9035292,1.0478241,1.1587561,0.885492
orange,0.967943,0.9977299,1.1345541,1.0080695,1.0120683,1.039259,1.024214,1.141206,1.0946927,1.0704662,1.1408918,0.958717,1.0406923,0.8979799,1.0401859,1.0021182,0.88712585,0.99417007,0.9807506,1.009346,0.944304,0.996071,1.0025764,0.7976707,1.0272868,1.0028398,0.8963793,1.0291313,0.90273255,1.0467901,0.9804227,1.0780909,0.99668807,0.89677334,1.0524861,1.0990356,0.99317336,1.0446216,1.0329856,1.1564966,1.0334843,0.9163842,1.0334852,0.8133186,1.0417398,1.0886918,0.95153636,0.9501591,0.9821482,1.1440569,0.93264884,0.8411008,0.8809325,1.0369918,0.9707318,1.0959967,1.0928551,0.92648864,0.92548823,1.0763359,1.1397244,1.0300083,1.0570219,0.99032384,0.86876994,1.1300275,0.0,1.0249897,1.015916,1.0214931,1.1500454,0.7799099,1.0266063,1.0343348,0.97857034,1.0455256,0.9151485,0.931426,0.8920993,0.99911225,1.0797532,0.91460186,1.0466319,1.0966315,1.12497,0.95123863,1.0628356,1.113308,1.1193583,1.0768089,1.0700266,0.96018046,1.1287678,1.0976789,1.1214947,1.0292454,1.1418076,1.0112041,1.0682304,1.0274335,0.9954411,1.1547632,1.0818475,1.0289748,0.911649,0.92903197,0.98547775,1.0617406,1.0217007,0.94977933
oven,1.0013672,1.2472718,0.9779106,1.2988148,1.1742442,1.1633534,0.8917391,0.81832445,0.7860477,1.1673666,0.70007026,1.1168891,0.9123566,0.9741324,1.0425223,0.99636936,0.6127836,0.7637373,1.1361456,0.7774176,0.831124,0.973389,0.5324821,1.0304157,0.75294155,0.52036244,1.1498413,1.1699816,0.5465466,1.0823407,0.97292966,1.0672863,0.43469405,0.6253915,1.058619,1.2089748,1.2201114,1.0389929,1.1318195,1.2487075,1.0872226,1.173077,1.0038686,1.1732967,0.9528285,1.1493906,0.94333327,1.0848325,1.1490484,1.1229717,1.1137674,1.0328717,0.8759874,0.96050185,0.808297,0.96702975,1.081361,0.7049188,0.9806038,1.1704879,1.132401,1.0528723,1.2241265,0.9159343,1.1558033,1.0907807,1.0249897,0.0,1.0402457,0.96692336,0.9292543,0.89138794,1.1536734,1.2119858,1.1189805,1.0406576,1.2036147,0.8850514,1.1062996,1.092903,1.0004249,0.69898236,0.43884742,0.8816757,1.1315992,1.0761707,0.89493954,1.0952317,0.8266804,1.0645852,0.5323857,0.94818956,1.2761729,1.2164695,1.0748394,1.1268796,1.0076816,0.90540236,1.0885991,0.8817593,1.0653534,1.308866,1.0130857,0.85053664,0.949787,0.6308869,0.8322376,0.71011806,1.1986154,0.75008464
owl,0.96989775,1.1931369,0.80533636,1.0907328,1.2206513,1.265556,1.134967,0.8422471,0.7420107,1.1701298,0.81253415,1.0425118,0.8688412,1.1233099,1.2751673,1.036618,1.1437938,1.2951398,0.9582743,1.2110704,0.97742045,0.81115216,1.0897673,0.9770356,0.9199163,1.015621,0.909216,1.2661797,0.9555332,1.2750528,0.88538957,0.9981723,1.0453671,0.9846539,1.0144416,1.1355032,1.0928848,0.89372057,0.9670414,1.087591,1.0477773,0.66976345,0.77097857,1.0593808,0.79828393,1.2185758,1.0308979,1.0946689,1.0697618,1.0072769,1.2613342,0.9988284,0.81582147,0.8505921,1.1290467,0.9119432,1.1638093,0.9765046,1.189061,0.8402816,0.73840153,1.2001061,1.2531524,1.1525302,1.1001755,1.0166786,1.015916,1.0402457,0.0,0.93844235,0.9047475,1.0240761,1.1183056,1.1582123,0.9510722,1.130109,0.9337582,1.0465302,1.0863678,1.0798362,1.0492955,1.0776987,0.9481816,0.9291347,1.0165043,1.0840566,0.9213423,0.924686,1.0412122,1.1728399,1.0045758,0.9087392,1.2609231,1.1175666,0.8296341,1.0307502,1.0397911,0.9561511,0.9369974,0.8887448,1.2482674,1.2127258,0.9431236,1.11552,1.2573559,0.94062,0.8334063,1.1547816,1.1898583,0.91960835
pajamas,0.9099391,1.3507197,0.49278426,1.2505931,1.3173872,1.3363925,1.3234849,0.7015867,0.6257149,1.1516746,0.80142677,0.62638056,0.57818544,1.0102972,1.4146004,1.4260238,1.1614759,1.3334899,1.2645447,1.38895,1.1992106,0.7343558,1.1248338,1.2961535,0.845292,0.9217394,0.687189,1.4579244,0.9798677,1.4371029,0.9421217,1.167063,1.0227123,1.1080487,0.8063872,1.1109939,1.0767766,0.9632911,0.8275354,1.0331687,1.34228,1.1391232,0.89164925,0.97938704,0.7359389,1.3027235,1.1637949,1.0254538,0.92674434,0.84444207,1.2703421,0.9966546,0.93150944,0.95574254,1.1963521,0.4224295,1.301189,0.97192365,1.4056785,0.92944294,0.8995343,1.2016948,1.274338,1.3975797,0.9930413,0.9869195,1.0214931,0.96692336,0.93844235,0.0,0.5770773,1.0176528,1.4169288,1.4058654,1.0461196,1.3651025,0.66553247,1.2352095,1.3241727,1.1200267,0.71263206,1.1468078,0.913965,0.7134514,0.7517414,1.0931759,0.44208503,0.91474605,0.7596872,1.2787328,1.1688406,1.0097873,1.3009071,1.3383408,0.9450604,1.2896696,1.1129583,0.77684325,0.63588935,0.6377838,1.3309977,1.1900644,0.94442976,1.2963905,1.1691117,0.83283854,0.96499866,1.1001905,1.3355844,0.9395018
pants,0.9893225,1.4047651,0.45244807,1.2250444,1.3968309,1.3046263,1.3110188,0.77865237,0.55678236,1.2001164,0.5672877,0.85624385,0.5720296,1.2491674,1.4566286,1.4793501,1.234108,1.4130541,1.3278004,1.286798,1.2777961,0.8181648,0.98766106,1.4142667,0.8213538,0.82660323,0.88390857,1.4998024,1.0897806,1.4653714,1.066309,1.2692925,0.99408215,1.1107973,0.749964,0.9912402,1.1129484,0.8185587,0.78476095,0.8400196,1.1975338,1.2897967,0.6638028,1.2619523,0.84185684,1.2616918,1.1325803,1.1654496,0.8522501,0.7234601,1.3532722,1.1741875,0.94279367,0.83384347,1.2348673,0.23927593,1.2847261,0.9181343,1.5146731,0.8998008,0.81434274,1.2089202,1.2327034,1.2180917,0.96744174,0.9481189,1.1500454,0.9292543,0.9047475,0.5770773,0.0,1.1611768,1.4177456,1.3654044,1.1102506,1.2969538,0.8993928,1.3381114,1.4381274,1.1056168,0.5637701,1.2620558,0.85435534,0.63651925,0.5518763,1.1582022,0.30504417,0.7659168,0.24066961,1.2133602,1.1772344,0.94086874,1.2661153,1.2918527,0.89920765,1.3189259,1.0118761,1.0072935,0.4044342,0.79509455,1.4535935,1.059854,0.8787216,1.0620017,1.4199291,0.93795353,1.0462848,1.1511726,1.2645378,0.96882105
paper,0.95156574,1.126656,1.1783062,1.1669534,1.0445404,1.1241087,1.0107001,1.0471773,1.0105003,1.0698354,1.006281,0.90590394,0.9926669,0.71969014,0.96885854,0.846408,0.7185112,0.93322724,0.9852087,0.97441524,0.8824737,1.1167452,0.8195279,0.7633877,0.9360739,0.9098204,1.1044283,0.9938047,0.91635394,1.0105071,1.0208983,0.9835804,0.86284566,0.9485722,1.0520871,1.0603582,1.1723082,0.9586072,1.1406753,1.1965879,0.9746553,0.9430285,1.0837412,1.0292121,1.0587708,1.113595,1.0053632,0.9389575,1.1275721,1.1486057,1.0279974,0.79277074,0.85914904,1.1187438,0.9523169,1.1672544,1.0402215,0.9112539,0.8242414,1.1134521,1.0796607,1.0222647,1.1531796,0.84510577,0.82744634,1.0354208,0.7799099,0.89138794,1.0240761,1.0176528,1.1611768,0.0,0.94210386,0.9639157,0.9944112,1.0143784,1.0404314,0.92648315,0.8744048,1.0851742,1.057268,0.8830571,0.9553693,1.1428678,1.1702474,0.8826978,1.0797224,1.1522949,1.1518357,1.0651157,0.8600441,0.88861406,1.1630224,1.1745213,1.099427,1.0428714,1.0705062,0.78119195,1.0785531,0.8384013,0.93531644,1.1918023,1.0573741,0.9578321,0.8096175,0.8901506,1.0231732,0.8445045,1.1029657,0.9330175
pen,0.92285204,0.5710459,1.4814994,0.77191436,0.45645326,0.5758611,0.7897966,1.3191338,1.4580276,0.52214456,1.4336152,1.2887075,1.442078,0.8570039,0.39835232,0.48521656,1.1146157,0.77847075,0.45720708,0.5424593,0.9437998,1.1381695,1.1449695,0.70839,1.2489194,1.2328982,1.159061,0.19609785,1.1159977,0.51727235,1.0887992,0.9437604,1.1186857,0.8897131,1.2977179,1.0141675,1.0293384,1.0614252,1.2195169,0.9212982,0.6251801,0.8635536,1.2250017,0.84243715,1.4464525,0.47747433,0.7551072,1.1714115,1.14237,1.2584178,0.7451267,0.9645409,1.1405512,0.9042361,0.9290443,1.448075,0.38802326,1.0805787,0.34836614,1.281507,1.3529806,0.6700217,0.6542795,0.52672136,0.87693876,1.2655542,1.0266063,1.1536734,1.1183056,1.4169288,1.4177456,0.94210386,0.0,0.16653645,1.1345911,0.45181835,1.1779773,0.74656236,0.49442446,1.0519575,1.1910224,1.0336092,1.2318249,1.3921429,1.3084065,0.7167304,1.4964836,1.2138399,1.3194115,0.57572687,0.7896984,1.2254856,0.51441485,0.6508596,1.2886442,0.5564877,0.77212864,1.3618846,1.3237638,1.4127556,0.80149066,0.7517885,1.2028356,0.66218746,0.98243606,1.2705445,1.0848098,0.86043423,0.4462666,1.0942636
pencil,1.0132738,0.68195975,1.3799915,0.8520601,0.54011405,0.65607727,0.8379915,1.3062816,1.4348123,0.59574014,1.2818067,1.1054965,1.3728521,0.84350795,0.58068204,0.6329606,1.0270374,0.87972677,0.65749216,0.710547,1.0621898,1.2513292,1.1232064,0.8338448,1.1827973,1.2897533,1.1196548,0.21318847,1.1782405,0.6268727,1.1525731,0.86486244,1.2047616,0.90502775,1.2176878,0.9833464,1.1055404,1.0908394,1.1993942,0.8842577,0.7455536,0.98584455,1.1066924,0.8883821,1.3511803,0.55545014,0.79489684,1.0896052,1.1605432,1.0821693,0.7770916,0.98493767,1.0921444,1.0066994,1.0453361,1.4515324,0.49374413,0.9662972,0.5480682,1.1955276,1.1854136,0.68753815,0.7175636,0.6432625,0.8150711,1.1856207,1.0343348,1.2119858,1.1582123,1.4058654,1.3654044,0.9639157,0.16653645,0.0,1.1019192,0.6667886,1.1468562,0.8747362,0.59016705,1.0931345,1.0319866,0.9279897,1.3081119,1.3098397,1.2242277,0.5588962,1.4660265,1.0827819,1.3231702,0.71919703,0.8951413,1.0202153,0.5431968,0.7764133,1.1567886,0.71263194,0.8317624,1.2377052,1.3267212,1.2636771,0.79954135,0.7419453,0.9275135,0.78982365,0.8447435,1.2071874,1.1237937,0.7906669,0.48283684,1.158416
pickle,1.0445155,0.8953224,1.033184,0.6557486,1.1342747,1.122378,1.0918081,0.95543855,0.94949377,1.0994799,1.0054616,0.98934734,0.9406167,1.0814711,1.2095286,1.0572667,0.90916157,1.1018001,1.2148875,1.2534251,1.0921438,1.0932878,1.0800549,0.77623296,1.0133908,1.1447172,1.0915496,1.1515266,1.1444376,1.0094285,1.0687561,0.95507264,1.1715232,1.0311981,0.8983826,1.0823541,0.93519044,0.9050246,1.0211354,1.2218271,1.2655584,0.7789919,0.9679601,0.98004156,0.87177163,1.2824168,1.1300818,0.88935834,1.1037408,1.0974891,0.85197103,0.9398687,0.9800117,1.1271286,1.0550776,1.0782712,1.2299025,1.2221632,1.1187401,0.21655679,0.38494003,1.1589767,1.1845272,1.1341008,1.0238124,1.0347548,0.97857034,1.1189805,0.9510722,1.0461196,1.1102506,0.9944112,1.1345911,1.1019192,0.0,1.2347219,1.1152529,1.0921437,1.045005,0.8330584,1.0561557,0.9028204,1.1132473,1.0254027,1.0743138,1.1373744,1.0779576,1.0960282,1.156269,1.3126998,1.1136874,0.8491525,1.2235091,1.0128045,0.28442776,1.2531358,1.2246532,1.0712333,1.0450037,0.91864395,0.8069422,1.2006093,0.92753685,1.1470752,0.6546339,0.99437934,1.1571127,1.1703537,1.28228,1.1217115
pillow,0.9532342,0.60718775,1.5017326,0.8157464,0.50783503,0.5188468,0.6080462,1.4540913,1.2710752,0.75531685,1.3219242,1.4116251,1.1872262,0.91129225,0.40712416,0.43127245,1.1462548,0.66329473,0.48135436,0.3425461,0.7864144,1.0820826,0.9115361,0.8180514,1.261014,0.913566,1.1322978,0.37483746,0.96701986,0.5081393,1.0673687,0.971335,1.0866144,1.0198717,1.3627446,1.0896877,1.0400839,1.224558,1.2608627,0.8317348,0.49530685,0.935632,1.2205851,0.77537614,1.5432928,0.46343303,0.68624157,0.97128904,1.1083996,1.205257,0.687875,1.023166,1.2015866,0.72165114,0.87117547,1.2981038,0.41056532,1.2025889,0.5473918,1.3470755,1.3142898,0.53706014,0.49233073,0.3663323,1.0674132,1.2994955,1.0455256,1.0406576,1.130109,1.3651025,1.2969538,1.0143784,0.45181835,0.6667886,1.2347219,0.0,1.2025368,0.77558136,0.5760385,0.89836407,1.3258834,1.1844697,1.1269937,1.399663,1.2926893,0.99614334,1.3572526,1.1829412,1.0494463,0.3665955,0.8446743,1.3264513,0.4925964,0.48487025,1.335112,0.43909454,0.50336635,1.3377935,1.219356,1.5323232,0.8195381,0.6952468,1.3738334,0.45873636,1.105098,1.2625105,1.0077,1.0570554,0.5341844,1.1396843
pizza,0.92619693,1.1797147,0.7840393,1.162101,1.1000885,1.1823461,1.0697575,0.941082,0.86725163,1.0664624,1.0020906,0.73127484,0.8207644,0.7178492,1.1742826,1.0962301,1.059637,1.1151725,1.0729545,1.2082798,1.1854148,0.8478395,1.15569,1.1711638,0.9079695,1.0858475,0.43671823,1.1755784,0.95539397,1.2572808,1.0294678,1.166771,1.0326842,1.1089927,0.97895914,0.98974687,1.0235325,0.9427888,0.9124237,1.0010971,1.0504774,1.0357318,0.98159987,0.9446503,0.9669502,1.104633,1.1237265,0.87964344,0.90914756,0.8780205,1.1417423,1.0047917,1.0003084,0.95670366,1.0950129,0.7521963,1.095497,0.99893224,1.2070113,1.022678,0.994923,1.1091995,1.1015308,1.216669,1.0795965,1.0307276,0.9151485,1.2036147,0.9337582,0.66553247,0.8993928,1.0404314,1.1779773,1.1468562,1.1152529,1.2025368,0.0,1.1359662,1.1508803,1.1930443,1.0084028,1.1284164,1.0125424,0.9632245,0.9746395,1.1223856,0.82538915,1.0093063,1.0260992,1.1778703,1.21967,1.0587347,1.1578429,1.1730332,1.0322771,1.1541984,1.1108873,0.9179648,0.90825564,0.8581347,1.1919359,1.0713859,0.9914946,1.1992584,1.1494491,1.0347282,0.8375468,1.1148086,1.119658,0.9678536
plant,1.0347575,0.7466867,1.2855493,0.9762751,0.7724687,0.7581964,0.7196866,1.1849804,1.2119294,0.88316745,1.2181754,1.2509463,1.2332617,0.93993396,0.57896584,0.7692614,0.9283245,0.57434964,0.7390651,0.7407372,0.80213153,1.0957751,0.8971878,0.78234005,1.0571824,0.9228877,1.1425483,0.7825759,0.8499847,0.7421994,0.89163417,0.85696495,0.8253273,1.0754986,1.0840772,1.1468596,0.9993604,0.9734065,1.1627355,1.235749,0.87461555,0.7620207,1.2103848,0.67246234,1.1757787,0.98160714,0.8138707,1.0348511,1.0781736,1.2809155,0.8852186,0.86089927,1.1696124,1.0785748,0.76712143,1.3095891,0.8288494,0.9916958,0.55720454,1.2080835,1.2713647,0.9005265,1.0558515,0.80098593,1.1072724,1.0650604,0.931426,0.8850514,1.0465302,1.2352095,1.3381114,0.92648315,0.74656236,0.8747362,1.0921437,0.77558136,1.1359662,0.0,0.83942425,0.8675927,1.2166922,0.92841053,0.90644485,1.1960465,1.3133515,1.0166093,1.2826681,1.2489295,1.2283798,0.82908726,0.8152064,1.165509,0.9597263,0.7561188,1.2409196,0.80165344,0.93031687,1.0492082,1.260375,1.1823821,0.9046281,1.1111255,1.1532016,0.79647505,0.85499257,1.0991545,0.84982944,0.78868735,0.94930696,0.91216415
plate,0.9196086,0.507227,1.4483286,0.6441664,0.55113095,0.66727483,0.7502986,1.1739583,1.3797746,0.6817621,1.4400675,1.0994648,1.3651086,0.6732568,0.4722023,0.45571494,0.9399496,0.6468022,0.7358968,0.7020717,0.9074562,1.1972723,1.1325674,0.59989923,1.2205113,1.1945021,1.137491,0.3969704,1.0602092,0.4450345,1.044526,1.0030985,1.185426,0.94235057,1.3120782,1.1255039,0.9512771,1.1177521,1.1743423,1.1336766,0.8254113,0.7411685,1.220844,0.78378356,1.1900645,0.6625497,0.90140885,1.0011775,1.1190081,1.3994327,0.6073605,1.0008501,1.0020205,1.0378358,0.88275754,1.4264436,0.6004112,1.1874245,0.5098016,1.1915011,1.221722,0.71607745,0.71942437,0.7064606,0.98066866,1.2324632,0.8920993,1.1062996,1.0863678,1.3241727,1.4381274,0.8744048,0.49442446,0.59016705,1.045005,0.5760385,1.1508803,0.83942425,0.0,0.89941835,1.3671737,1.0056343,1.2421465,1.3701582,1.4078102,0.81434834,1.4379528,1.2760066,1.371625,0.77044696,0.8563261,1.1086575,0.6389876,0.63899666,1.1924314,0.64960754,0.957021,1.1830556,1.3792996,1.1864104,0.5642409,0.9259379,1.1797985,0.8590756,0.6404757,1.0282642,1.128948,0.8998916,0.68936044,1.0720905
pumpkin,0.9991754,0.53855217,1.2081326,0.62123734,0.9682904,0.73072016,0.83855116,1.200211,1.2270846,1.0790607,1.2167387,1.2440157,1.2001064,1.0007669,0.9227356,1.0326861,0.9758356,0.9622764,0.980586,1.0037946,0.95508546,1.2396103,1.1072044,1.0215199,1.0771937,1.0336255,1.1450602,0.89850485,1.16387,0.80072916,1.0245064,0.8595482,1.0655218,1.1308436,1.1940219,0.9215302,0.5300366,1.1481862,0.99439085,0.9451863,0.879317,0.73979557,1.0043553,0.7933191,1.1261477,0.97990304,0.8095637,0.8968289,0.9494389,1.0419058,0.8780697,0.9939523,1.1512287,1.1601583,0.9224167,1.1415728,1.056466,1.2122757,0.97951764,0.8686787,1.0338238,0.9933893,0.7734447,0.8665107,1.076586,0.9394844,0.99911225,1.092903,1.0798362,1.1200267,1.1056168,1.0851742,1.0519575,1.0931345,0.8330584,0.89836407,1.1930443,0.8675927,0.89941835,0.0,1.2117758,1.0104367,1.1636045,1.1424003,1.0584791,1.1090459,1.1234971,1.0024258,1.0474874,0.86392,1.1132444,1.1901362,0.9116491,0.6282485,1.0083629,0.9319923,0.9375572,1.0715001,1.1330047,1.2218605,0.8048655,0.86625034,1.1433276,0.8785694,0.8579875,1.1049404,1.133976,1.1383078,0.98530304,1.2052006
