,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hat,1.2455349,0.66097516,0.6017436,1.3531543,0.6732065,0.5252848,0.96588314,0.85859376,1.4406135,1.1106513,1.4880173,0.7415665,1.4820737,1.3794473,0.7761265,1.287425,1.3509471,1.2230067,0.7484827,0.6756238,1.1594107,0.94387925,0.65491736,0.56891155,0.5017916,1.0027632,0.9584541,1.2017787,1.0818987,0.7116947,1.2276382,0.9419011,1.3553627,0.5037137,1.3794968,1.0527606,0.57470393,1.5158738,0.78515697,1.2023368,1.0255344,1.2253271,1.0277169,1.185458,1.1387542,1.0362508,0.67119956,0.6730329,0.60130507,0.84699494,1.1208937,0.80405426,1.1031199,1.1805742,0.6087705,0.75050247,1.2136459,1.0180159,1.277662,0.9667693,1.1932876,0.0,1.1312674,1.2872488,1.3253335,0.7942146,0.9707195,0.6574333,1.2187113,0.9864254,1.0332689,1.0516433,1.0975745,0.73414695,0.6698574,0.74657845,0.5132423,0.6851917,0.640262,1.377048,0.87638754,1.4550462,1.3297715,1.4109287,0.9515622,0.56891257,0.57938504,0.86916345,1.0423672,0.5312139,1.2665482,0.8808779,0.48916376,1.1967046,0.6330094,1.020557,0.6684611,1.1624206,0.828232,1.0719885,0.7460232,1.3483231,1.0756,1.1190549,0.6878158,1.3736722,1.2000318,1.433309,0.36785614,1.3688079,0.7011821,0.8360714,1.0132779,0.6648389,0.81333786,1.382568,1.4222559,1.4336224,0.4806528,0.5504959,0.9346599,1.1890314,0.82653016,0.79325956,1.3790245,1.303765,0.8130095,0.56491303,1.271801
horse,0.75100213,1.0563036,1.1732246,1.0153956,1.0744476,1.0207001,1.0758916,1.1127589,1.0508065,0.9260376,0.9775785,1.0822698,1.0032005,1.0556897,0.86556053,1.0238678,1.00845,0.9507258,1.1460727,1.0411497,1.033558,1.1236238,1.131022,1.0055012,1.1591151,1.0822022,1.16433,0.80599517,1.136102,0.8886429,1.1375636,1.0326571,0.99083513,0.9120374,1.0246719,1.0135325,1.0871272,0.9371814,1.0625981,0.5402589,0.85619444,1.0851163,1.0144112,1.1080123,0.993615,0.97707886,1.1764501,1.037893,1.0847846,1.1525149,1.2110686,0.7538824,0.9897763,0.982458,1.1233861,1.1522977,0.8175074,1.0471604,0.9779623,1.0013136,1.1412773,1.1312674,0.0,1.0407399,1.0627757,1.1211126,1.0162691,0.9950643,0.84358346,1.0912498,1.0650909,1.1310606,0.9924136,1.042417,1.0635053,1.2082027,1.0640353,0.82751024,1.1920365,1.0852987,0.8999259,1.0331268,0.99966925,0.90413755,0.7712659,1.1291411,1.1662909,0.83748794,1.0263039,1.1540825,1.0511088,1.0221766,1.0209972,0.6455913,1.1097254,1.0103723,1.0420086,1.1280994,0.72486144,1.1214628,1.0028352,1.0001754,0.97727156,1.0678753,1.1370726,0.9623634,1.0401727,0.94765055,1.1346076,0.8781943,1.1438191,1.1468358,1.1232777,0.9441379,1.0758781,0.8869014,0.97517484,0.9959808,1.117006,1.1481434,1.0149493,1.1566931,1.1578351,0.90794885,0.94386905,0.9972699,0.9204485,1.0501715,1.0612146
jacket,0.94127077,1.1163481,1.4114032,0.642514,1.2428913,1.3912933,0.8673746,1.0622921,0.8172362,1.0167888,0.69533306,1.188467,0.60767233,0.6158024,1.2462738,0.6647297,0.8126188,0.97776496,1.2773898,1.4234419,1.0147426,0.956453,1.2235994,1.2183355,1.299715,1.0363014,1.0719744,0.8607764,0.78820884,1.2740755,0.7515416,1.038806,0.8085872,1.3630372,0.65404624,1.0400779,1.4338797,0.7110138,1.3632798,0.8888395,1.0284973,0.8614922,1.0297736,0.73138815,0.88177115,0.9733045,1.2408266,1.163061,1.3236178,1.124482,0.9042966,1.2807603,0.8878008,0.97488606,1.2683356,0.89064896,0.97275376,1.132685,0.6872542,0.9423106,0.7796082,1.2872488,1.0407399,0.0,0.52562606,1.1028352,1.0707114,1.2759624,0.8345302,1.0131587,1.0862415,0.6997305,1.051312,1.2360609,1.4049792,0.8965585,1.3356737,1.2551293,1.3672948,0.6852487,1.1822203,0.52338386,0.5498173,0.8091151,1.0705965,1.3319623,1.3274287,1.0581998,0.8488506,1.0095235,0.95612365,1.030901,1.4909866,0.79222286,1.1235641,0.77936083,1.352911,0.8585116,1.2394854,0.77722114,1.1335454,0.49832433,0.837507,0.7087648,1.1917319,0.8675457,0.8475658,0.73153514,1.4322312,0.78693944,1.356607,0.9389578,0.9861015,1.1243672,1.32305,0.7676537,0.46303046,0.8208772,1.4616944,1.3119677,1.1659791,0.7180399,0.88559973,1.2979331,0.88315856,0.8207052,1.107945,1.2947389,0.80626893
jeans,0.98271585,1.019275,1.4185832,0.592463,1.2745427,1.4682592,0.7769681,1.2547585,0.86677396,0.9960141,0.62445074,1.0465648,0.40188926,0.47625434,1.4619572,0.5868521,0.699279,1.1651156,1.4770968,1.457833,1.2636266,0.9280887,1.4341832,1.1476847,1.4404806,1.0590031,0.97367656,0.7851757,0.95862174,1.5248661,0.7032668,0.75894374,0.8312234,1.3065081,0.55460835,1.1029335,1.4770309,0.78602827,1.5237923,0.7824655,1.008302,0.9918585,1.127631,0.66724706,0.9427591,0.90783477,1.0358022,1.1816987,1.5004783,0.8818109,0.92223585,1.3272518,0.97519225,0.98938817,1.1118377,0.7777004,0.850544,1.2762526,0.65533006,1.0705546,0.6486895,1.3253335,1.0627757,0.52562606,0.0,1.0426917,1.2586311,1.5809263,0.74241626,0.96070766,1.2390412,0.59332824,1.1748786,1.2473491,1.3280001,1.0647043,1.3163023,1.2595725,1.2406449,0.71308184,1.1620923,0.36662638,0.110225976,0.90038466,0.9205012,1.4496442,1.4409249,1.1689761,0.9873604,1.0321991,0.9379535,1.3679295,1.574363,0.63232756,1.245679,0.9918172,1.4016008,1.0344124,1.3078969,0.8671166,1.2072967,0.3089053,0.673842,0.4286999,0.9069114,0.79953086,0.80448943,0.6948873,1.3473794,0.7712765,1.3927332,0.83210313,0.88531566,1.3032395,1.2410016,0.80867654,0.3402704,0.889444,1.567657,1.1551912,0.99636126,0.6121514,0.9092618,1.4049867,0.90797186,0.8884033,1.4269292,1.3471003,0.94157666
knife,1.4011629,0.95262444,0.8445691,1.1666749,1.1610175,0.9695366,1.2094915,1.0167336,1.2130651,1.0532984,1.4142658,0.41285002,1.1097063,1.2377162,0.89262223,1.3452218,1.1634666,1.2728076,0.698154,0.6669526,1.174452,0.91863817,0.7648831,0.6980644,0.576474,0.7449216,0.7853404,1.08362,1.0073159,0.9076502,1.2614546,0.8731452,1.1257988,0.91089284,1.2849678,1.0591131,0.46925694,1.3568823,0.76433456,1.390906,1.3843538,1.0060693,0.93611467,1.2218641,1.0374286,1.1474758,0.6243157,0.79870707,0.8980338,0.9083736,0.7267245,1.1849804,1.1120361,1.0488492,0.7119408,1.031267,1.1824799,1.1559688,1.2439,1.1160358,1.0219539,0.7942146,1.1211126,1.1028352,1.0426917,0.0,0.7152655,0.7821398,1.1983312,1.0841691,1.0783395,1.2674923,1.0869188,1.0148413,0.6825171,0.79316,0.5635817,0.7656191,0.7778014,0.95690703,1.2652751,1.2945843,1.0715026,1.3592026,1.2037684,0.3862611,0.46288633,1.0407753,0.9333439,0.9179027,1.3116448,1.0475441,0.5700064,1.1886585,1.0679806,1.1130376,0.5764768,1.051031,1.1064974,0.84668994,0.6870004,1.2341477,1.0253303,0.97072303,0.5355211,1.282449,0.7545272,1.356003,0.52149355,1.268338,0.6398838,0.9589499,0.8097782,0.7915494,0.7126639,1.2033906,1.2400582,1.3473337,0.6977166,0.7375193,0.67815316,0.90735793,0.9657375,1.2576104,1.351675,1.0276378,0.7275736,0.55317825,1.1234007
ladder,1.2487059,0.9825509,1.0252568,1.1898617,1.0561308,0.92180336,1.323109,0.69604737,0.8419864,1.2258805,1.2695007,0.7296718,0.9606445,1.3964965,0.71481127,1.2039115,1.112683,1.038073,0.7242713,0.8986479,0.7381412,1.166973,0.65936446,0.90993595,0.51579446,0.87072355,1.0572569,1.1911535,0.67312783,0.6232668,0.90322775,1.1502522,0.992871,0.9292116,0.9838804,1.0839702,0.802472,0.92373925,0.74526346,1.2888675,1.2175007,0.4202956,0.52745545,1.1751128,1.0244799,1.2662706,1.013396,0.9522934,0.83711207,1.0108048,1.1944155,1.0664399,1.0842712,1.0460005,1.0543886,0.99551773,1.2550949,1.0556146,1.2955592,1.1404117,1.2299412,0.9707195,1.0162691,1.0707114,1.2586311,0.7152655,0.0,0.47156167,1.2964692,1.092502,0.74413526,1.2131585,1.1058068,0.99230266,1.028964,0.83822703,0.7957139,0.94315624,1.093837,0.7256443,1.1340863,1.40766,1.2360828,1.2405602,1.2422487,0.74695444,0.75577104,0.9552128,0.93980515,0.87669915,1.227741,0.6866088,0.78721774,1.1999218,1.0359207,0.78952116,0.56209874,0.47457778,0.9965014,0.9828155,0.9107617,1.3047299,1.1022292,1.0938567,0.87914264,1.078869,0.918748,1.1995901,0.8168925,1.2087665,0.95410526,0.9942445,0.96766394,0.90461224,0.83038,0.99701416,1.275363,1.2398572,0.79565525,0.9808093,1.1539094,1.1628007,0.90377307,1.0214047,1.326288,0.98129565,0.46090245,0.7617911,0.7860458
lamp,1.2491775,0.9130219,0.72223353,1.2939177,0.735288,0.4403991,1.3168385,0.72544,0.94213486,1.1663693,1.4470754,0.8326689,1.3905971,1.5518847,0.5621151,1.3024777,1.2467833,1.1296844,0.4466979,0.5324187,0.8651386,1.1109074,0.45488614,0.85799897,0.313273,0.89546,1.1954886,1.1876669,0.9036389,0.30473864,1.1713165,1.2439845,1.1579565,0.9193793,1.2592288,1.0348812,0.5808578,1.1822357,0.38405114,1.3628372,1.2965928,0.7582601,0.65989757,1.2447484,1.0067958,1.3026187,1.0033064,0.8113693,0.5977351,0.99172026,1.2331525,0.95077056,0.98674065,1.0211146,1.0031313,1.0322508,1.2465287,0.9525049,1.4778043,1.0745121,1.3990123,0.6574333,0.9950643,1.2759624,1.5809263,0.7821398,0.47156167,0.0,1.2643114,1.0201991,0.64859354,1.3167067,1.0830861,0.9107936,0.7625838,0.6675391,0.65576744,0.7940724,0.89101076,1.1212902,1.0905497,1.6012405,1.5522976,1.3439986,1.2509961,0.5466408,0.5358851,0.8914437,0.9378573,0.6850008,1.3295224,0.56273156,0.3755101,1.3755572,0.8449371,0.8997355,0.462265,0.7942269,0.8220489,1.0991791,0.91185737,1.4735827,1.1714947,1.3242948,0.93572265,1.2165476,0.930142,1.3910772,0.58683044,1.2326596,0.70392704,1.0508801,1.1008021,0.715459,0.7766321,1.252963,1.512544,1.3157676,0.43696773,0.882846,1.0610634,1.3840461,0.7743396,0.9298234,1.4039347,1.0305809,0.32100135,0.5602581,0.9456089
meat,0.82583266,1.0179789,1.2107041,0.74316216,1.2043926,1.2008891,0.7915355,1.1832914,0.9088604,0.908051,0.79704523,1.2453306,0.82540345,0.83609605,1.2230535,0.7268883,0.981506,1.0359846,1.2540421,1.1980809,1.115755,0.96903294,1.3073707,1.1330664,1.342603,1.1151041,1.0881842,0.77860314,1.0389735,1.2933489,0.86546344,1.0282143,0.8550081,1.1745868,0.8143849,0.9892111,1.2841046,0.87251925,1.2390419,0.5807557,0.94060713,1.0242145,1.1350737,0.86421466,1.0576667,0.910455,1.0827334,1.0387857,1.2075602,0.86927176,0.89432794,1.0943094,1.0472791,1.0075083,1.1275729,0.9761259,0.83789706,1.0236496,0.83689666,0.91453564,0.7687261,1.2187113,0.84358346,0.8345302,0.74241626,1.1983312,1.2964692,1.2643114,0.0,1.0738714,1.0958036,0.7841822,1.0700144,1.088643,1.1781759,0.91492003,1.3186755,1.0376886,1.2157431,0.96312076,1.0483137,0.70146984,0.70384824,0.8653389,0.72818196,1.2844387,1.2529781,1.1740706,1.055708,1.0131208,0.87333566,1.1583966,1.2523998,0.80201864,1.0992731,1.1149908,1.3272043,1.1124575,1.0020977,0.9476018,1.1605773,0.8062993,0.9828001,1.0107825,1.1933339,0.90520823,1.0071756,0.8313465,1.2868621,0.76019055,1.2176412,0.9688839,0.9484226,1.0595528,1.2687448,0.90594,0.8012955,0.84103304,1.3258554,1.0939875,1.0598378,0.91693705,0.79365474,1.1851679,0.77984434,1.0048842,1.2292129,1.2951529,0.9766073
melon,1.031982,1.1484942,0.8061342,0.9124857,0.3825872,0.670332,0.7578114,1.1171198,0.99844474,0.9066476,1.0597956,1.066341,1.022151,0.98002124,1.1137419,1.0716062,0.9611867,1.0333871,1.0546602,1.076864,1.0270231,0.9824497,1.0700088,0.975375,1.1208763,1.031591,1.0302072,1.0221531,1.0069885,1.0118737,0.98946846,0.79873216,0.97156703,1.0373136,0.9453659,1.0414454,1.1920851,1.0696409,1.065278,0.84192514,0.90395653,1.0186412,0.9875022,0.9227809,1.1903914,0.98182106,1.0297506,1.1915443,0.9833202,1.0047944,1.0321922,1.0975095,1.1462426,0.8323491,1.0049208,0.950294,1.0882728,1.0599748,0.9410751,1.1103439,0.9494783,0.9864254,1.0912498,1.0131587,0.96070766,1.0841691,1.092502,1.0201991,1.0738714,0.0,1.0245363,0.8038058,1.0855252,0.86657584,1.0770569,1.052567,1.0765271,1.1149904,0.7746192,0.88648945,1.0541911,1.0490209,0.93905264,0.99465835,0.9279796,1.2001755,1.171142,1.0026383,1.115516,1.1273156,1.0309517,0.9873593,1.0141737,0.90153706,0.46105266,0.9806127,1.1366404,0.956213,1.0872186,0.95773417,1.1212769,0.9561241,1.0900441,0.9322363,1.0355982,0.9846343,0.8008537,1.046265,1.1443783,1.1735001,1.034715,0.9197497,1.0133123,1.0624413,1.039169,1.0277612,0.98488873,1.0363514,1.0677923,1.049294,1.0803347,1.0404612,1.0510433,1.0273455,1.0068982,1.1512822,1.0933654,1.1849042,1.0133181
milk,0.96654713,0.93528754,1.0212426,1.0381087,0.86284083,0.82206625,1.0476184,0.6787234,0.8018768,1.2704638,1.0921763,0.98427886,1.046162,1.1322314,0.9115845,1.053946,1.0979723,0.7246729,0.68959975,1.0264761,0.5172801,1.1264547,0.6786992,1.0341889,0.7751074,1.0218945,1.0454255,1.2771229,0.8421707,0.7605233,0.976499,1.2345349,1.026769,1.1210482,0.9210787,0.8205458,1.032949,0.8648711,0.8654976,1.0639949,0.96794283,0.79829836,0.71601474,1.0065988,1.2121136,1.1773136,1.1112727,1.0712203,0.95170695,1.0628294,0.85988367,0.96994936,1.1819971,0.89910454,1.1702552,0.88804686,1.2179986,0.65423906,1.1291885,1.0375773,1.0320202,1.0332689,1.0650909,1.0862415,1.2390412,1.0783395,0.74413526,0.64859354,1.0958036,1.0245363,0.0,0.86395633,1.1145989,0.9897262,1.1725634,0.75569534,1.1122663,1.1396031,1.1549038,0.8399345,1.0321507,1.1913805,1.2254996,0.8846544,1.0392387,0.96756417,0.8905517,0.9729366,1.1669903,0.9205505,0.940262,0.7991446,0.918333,1.1030092,0.9687199,0.7317907,0.91260487,0.6574612,0.98570067,1.1166418,0.9137039,1.209839,1.0758196,1.261935,0.97410256,1.0222206,0.8972323,1.0530137,1.1016659,1.1232822,1.0505224,0.90402716,1.1003382,0.7143651,1.1154464,0.9180614,1.2048255,0.9606472,0.9993034,1.0921041,1.1990877,0.95186484,0.8620862,0.8441982,0.8914279,1.1259587,0.7668935,1.0186965,0.91619736
mitten,0.9226153,0.66427064,1.1632937,0.49772984,0.8800399,1.1602496,0.5924762,0.9764133,1.0530176,1.180069,0.8050765,1.0739106,0.82860863,0.5347208,1.2988055,0.7041038,1.0558456,0.8629691,1.2884331,1.4750793,0.9737241,0.8914635,1.1079265,1.0973856,1.3295643,1.2301815,1.0085868,1.1564101,0.9314322,1.2801399,0.85318494,1.0093913,0.8764426,1.2904707,0.75921965,1.0399493,1.4298866,0.90154517,1.4260429,0.7479706,0.61396044,1.104188,1.0476254,0.725334,1.1904116,1.1225086,0.8343046,1.1503297,1.2794917,0.53072023,0.9055104,1.0880272,1.146261,1.0537913,1.1461084,0.30653167,1.2070575,0.8149096,0.8902395,1.025655,0.45100856,1.0516433,1.1310606,0.6997305,0.59332824,1.2674923,1.2131585,1.3167067,0.7841822,0.8038058,0.86395633,0.0,1.2803382,1.0227882,1.3746669,0.8297519,1.2530401,1.1988131,1.1965761,0.9687251,1.0587605,0.53349745,0.64611244,0.8270329,0.91803974,1.3514957,1.283435,1.0639722,1.1038262,0.8745947,0.96672904,1.0991297,1.4798559,0.6498933,0.8835497,0.7467921,1.4583924,1.0043,1.2319895,1.0057096,1.0459805,0.7370206,0.7403776,0.6666033,1.1444211,1.0026283,1.0551287,0.8163737,1.1739209,1.0633267,1.4295785,0.33365518,0.9380569,0.96478033,1.2951679,0.7584788,0.76500076,0.9145385,1.407084,0.8386645,1.1218399,0.55895185,0.72503924,0.94680196,0.7815455,1.2155094,1.2865665,1.2161071,1.0566056
motorcycle,0.9321946,1.1038843,1.0200846,1.1813262,1.0733672,1.0942256,1.126991,0.9273466,1.0959406,0.9157139,1.014787,1.1325088,1.1458733,1.1417192,0.96589476,1.0914497,1.0641593,0.86464095,0.9759598,0.8813976,0.9048031,1.1365819,1.0270913,1.0876336,1.0500793,0.7360822,0.9571229,0.8888469,1.0991756,0.99039084,1.1247939,1.118861,1.0648735,0.9653639,1.1435946,0.99700046,0.9173465,1.0354002,0.8960398,1.0635034,1.0080267,1.0882976,1.1791837,1.0238472,0.87523997,0.88402456,1.1604812,0.98544806,0.8910089,1.2125101,0.9264566,0.928082,0.8519175,0.966066,1.0492222,1.2424347,0.89509064,0.87860805,0.95870733,0.825175,1.1144557,1.0975745,0.9924136,1.051312,1.1748786,1.0869188,1.1058068,1.0830861,1.0700144,1.0855252,1.1145989,1.2803382,0.0,0.95364493,0.95837396,1.1541985,1.0836167,1.0366349,1.0803427,1.1135279,0.84996486,1.0719334,1.1501155,0.8917998,1.0688891,0.9598505,0.9792112,0.9822795,0.8775798,1.2070045,0.6836095,1.0170541,0.9471041,1.1657338,1.1403836,0.9657024,0.9580988,1.0434285,0.8752151,1.0553071,1.0320331,1.0668551,1.1037658,1.123037,1.1486084,0.996612,1.0759715,0.9705608,1.0506259,0.7973221,0.8414809,1.225596,1.0829039,1.0144557,0.9651587,1.0146773,1.047205,0.85644835,0.9404786,1.1379637,1.1154224,1.1459216,1.1671304,0.85013986,0.9470716,0.8511374,1.0306808,1.1062849,1.0417352
muffin,1.0326425,0.9695325,0.7975232,1.1099473,0.83931893,0.80453193,0.9661565,0.8706504,1.2494595,0.8848553,1.2599101,0.8383441,1.1707176,1.0998821,1.0296615,1.1034472,1.2154762,1.0503942,0.9926218,0.9054607,0.9799811,1.0087851,0.8659855,0.8416381,0.89313245,0.9482484,0.77937096,1.0670587,1.0398383,0.8904873,1.164597,1.0153997,1.0517446,0.6500362,1.1769209,0.77961284,0.91349065,1.2330496,0.95302385,1.0594482,0.94060785,1.0589856,0.9072327,1.1932769,1.085703,1.0034859,0.9085368,1.0051936,0.87272245,0.99154127,1.0517827,0.81799185,1.0421712,0.9563137,0.9583061,0.97127426,1.0457932,0.91224706,1.1736348,1.0414257,1.0412005,0.73414695,1.042417,1.2360609,1.2473491,1.0148413,0.99230266,0.9107936,1.088643,0.86657584,0.9897262,1.0227882,0.95364493,0.0,0.93488204,1.0003754,0.8625944,0.90786535,0.7889666,1.1650559,0.7670436,1.1772729,1.2411212,1.1866754,0.8476423,0.98150617,0.937873,1.0285374,0.9745928,0.90240204,1.0105025,0.99338317,0.7749624,1.1383895,0.71534866,1.0065143,0.91684717,1.0823076,0.98417544,1.0723459,0.9113341,1.2548165,1.0544088,1.1405323,0.9875401,1.2688642,1.1464101,1.2208698,0.8671497,1.0903403,0.9582696,0.9684033,0.79713404,0.8469784,0.95951277,1.1521252,1.2803191,1.2277188,0.76487553,0.9115128,0.95900464,1.1207147,0.93357843,0.8452941,1.0030118,1.2126883,1.1219724,0.8794452,1.0867246
nail,1.3314106,0.85699356,0.3020423,1.2900167,0.8656415,0.6873025,1.2562544,1.1147017,1.3384597,0.92195714,1.3283008,0.7974981,1.4768419,1.3344111,0.9711627,1.3909783,1.1521435,1.2550142,0.45203346,0.20909894,1.2658484,0.87615603,0.8005575,0.8066033,0.65278435,1.048607,1.0679402,1.1124762,1.2705306,0.8166592,1.2462045,0.89925814,1.2621351,0.8165139,1.4294984,1.1521385,0.2637583,1.4386206,0.32319266,1.3163357,1.2761209,1.1712592,1.1490532,1.2284579,1.0649685,0.88295436,0.51442754,0.9695318,0.7290792,0.8338314,1.0938945,1.1414732,1.0427945,1.1277905,0.5046628,1.1313095,1.1010004,1.010893,1.2233263,1.0690657,1.1544018,0.6698574,1.0635053,1.4049792,1.3280001,0.6825171,1.028964,0.7625838,1.1781759,1.0770569,1.1725634,1.3746669,0.95837396,0.93488204,0.0,1.0826,0.5031271,0.6146075,0.43565685,1.3107915,1.1406965,1.3833053,1.3256596,1.3190922,1.1599307,0.35682476,0.38797474,1.0915179,1.0450262,0.95524454,1.279365,1.0708548,0.4754598,1.290662,0.90261376,1.2779074,0.57158417,1.2577963,1.0633458,1.086681,0.9666976,1.2913038,1.087076,1.1928251,0.83778954,1.1293122,1.215093,1.3777297,0.30016768,1.2293029,0.42744017,1.0868939,1.0440464,0.9730428,0.736236,1.3694954,1.3755974,1.2218485,0.48617637,0.49078274,0.49874628,1.1952448,1.1359712,0.98335314,1.3843536,1.1251812,0.68035513,0.40134454,1.1976181
napkin,1.192389,0.95891315,1.0158195,1.0122817,1.0927846,0.9323793,0.93860394,0.88695,1.0196294,1.2081164,1.2390466,0.79623616,1.054927,1.1109974,0.88718486,0.8509844,1.1995218,1.0795891,0.7944077,0.94229263,0.9056071,0.8371624,0.73557323,0.7967383,0.6108334,0.891704,0.9537615,1.0670111,0.77480876,0.9470502,1.1035329,1.1337404,1.050665,1.0774472,0.91521436,0.8975403,0.90734696,1.0916932,0.89099616,1.1580765,1.1788275,0.90876555,0.86979866,1.0114542,1.0694131,1.2822013,0.95136106,0.7074965,0.9287673,0.89976215,0.8495555,1.091563,1.0398939,1.105262,1.0537679,0.6880402,1.2875366,0.8738698,1.3283918,0.97563756,1.0759293,0.74657845,1.2082027,0.8965585,1.0647043,0.79316,0.83822703,0.6675391,0.91492003,1.052567,0.75569534,0.8297519,1.1541985,1.0003754,1.0826,0.0,0.87644947,0.9433366,1.074296,0.98566145,1.1850038,1.1972364,1.054431,1.1138456,1.0661578,0.8080594,0.7642977,0.986523,0.91874397,0.45127428,1.1407449,0.8290777,0.79019094,1.1531245,0.99410295,0.8020164,0.86174524,0.83961004,1.0941246,0.9837575,0.9318211,1.1763531,0.9801186,1.0177828,0.835251,1.3094637,0.8900604,1.1737059,0.8451814,1.0820656,0.9193076,0.7607399,0.927083,0.71153426,0.97130275,1.0960324,1.2595953,1.1790012,0.91849214,0.94927025,1.0249625,0.9487629,0.20499623,1.1870329,1.2120069,1.1903317,0.87183607,0.93294066,0.96893936
necklace,1.2626474,0.73333484,0.63289195,1.2913237,0.9267161,0.7148031,1.1843338,1.0098193,1.4620186,1.0393252,1.5133877,0.55640167,1.49996,1.2785288,0.71769434,1.4363674,1.3242816,1.1852603,0.68488085,0.69610083,1.208646,0.87257373,0.77283895,0.44117373,0.5270747,1.0388193,0.91663474,1.1712354,1.1578486,0.72873354,1.3340536,0.94828415,1.2555864,0.7193773,1.5207951,0.90741265,0.40994823,1.5629095,0.7138306,1.4187112,1.2005552,1.0899546,1.0584939,1.232693,1.0394003,1.0279884,0.4927768,0.7594202,0.6839364,0.8585978,1.0707047,0.90311277,1.0085729,1.1343371,0.48421562,1.0272857,1.234459,1.0532467,1.2600887,1.1188785,1.1294266,0.5132423,1.0640353,1.3356737,1.3163023,0.5635817,0.7957139,0.65576744,1.3186755,1.0765271,1.1122663,1.2530401,1.0836167,0.8625944,0.5031271,0.87644947,0.0,0.6041109,0.59280443,1.3684084,1.0092367,1.4129703,1.2948043,1.2942346,1.2234747,0.41546822,0.4708104,0.96746665,0.82246566,0.8546345,1.3362149,0.89924306,0.557728,1.290857,0.8023561,1.1187358,0.5874542,1.1425109,0.92707974,0.88845295,0.71066093,1.3007666,1.0559474,1.0041934,0.7276785,1.3829947,1.2831135,1.4567884,0.3169884,1.3770385,0.66550803,1.0484362,0.82329005,0.8125316,0.6041989,1.3639826,1.3877075,1.3839465,0.58329374,0.49151337,0.7228878,1.0560123,0.9961906,0.9716088,1.5140797,1.1783156,0.7142641,0.39476097,1.224457
nose,1.1779407,0.7667984,0.8021449,1.2310141,1.0365647,0.8788259,1.167104,1.0222565,1.3006581,0.89126754,1.3463717,0.92028403,1.2927713,1.3143226,0.9018882,1.2243109,1.2215686,1.2458025,0.84265906,0.7741356,1.2625668,1.0621033,0.94164723,0.73627234,0.7117067,1.0100213,0.9489998,0.84909356,1.0988116,0.8913626,1.1573013,0.85490334,1.1331693,0.7926713,1.2739161,1.0598216,0.67241925,1.3193173,0.809065,1.0677917,1.1605572,0.9821111,1.0345613,1.2486,0.9804184,0.9814445,0.66850054,0.8626398,0.8486807,0.9302533,1.1006715,0.9735142,0.983411,1.1377456,0.55735147,1.1036874,0.97802854,1.077078,1.2155463,1.1609455,1.0845176,0.6851917,0.82751024,1.2551293,1.2595725,0.7656191,0.94315624,0.7940724,1.0376886,1.1149904,1.1396031,1.1988131,1.0366349,0.90786535,0.6146075,0.9433366,0.6041109,0.0,0.8576714,1.2663519,0.9745913,1.3092808,1.2842195,1.3187306,0.9984802,0.68483293,0.7054867,0.93105906,0.86220545,0.7992133,1.1971761,0.94813865,0.7688749,1.2111666,0.95465714,1.1598947,0.82660323,1.1328925,0.94745225,0.9875926,0.9445201,1.2974297,1.053058,1.1328055,0.9278265,1.2786136,1.2124596,1.3002577,0.5885075,1.1194222,0.79039466,1.099278,0.85789347,0.8855635,0.82756495,1.2761338,1.3530996,1.2861476,0.6785277,0.65482765,0.8630885,1.1784036,0.95189255,1.065871,1.3173771,1.1373855,0.77346665,0.63734925,1.0650399
