,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,strawberry,stroller,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
necklace,1.3818254,0.86600065,0.58936036,1.1803302,0.85299855,0.97238517,0.94503343,1.0658457,1.4207124,1.2432889,1.4265382,0.5847974,1.4525757,1.01922,0.9976051,1.2831702,1.1919327,1.350635,0.9376831,1.0736117,1.4136436,0.8382931,0.9716601,1.0272021,0.8090182,1.2163016,0.5076972,1.0280794,1.1431547,1.2063686,0.7193068,1.2699428,1.2625527,0.8331419,1.361552,1.242085,0.4072466,1.5300419,0.8023993,1.2722327,1.1363823,1.2342869,1.0624056,1.0559462,0.45992184,1.1992303,1.0940007,1.094335,0.34440315,0.751698,0.9570176,0.46860087,0.8049519,1.086518,1.1865991,0.23140156,0.84402585,1.2718662,0.86703223,0.9788561,0.8689871,0.59343284,0.72143483,1.1400027,1.0334754,1.1007937,1.2355888,0.69660246,1.2288815,0.91861653,1.0311916,1.1952573,1.1371495,1.205442,1.2779863,0.48180318,0.27643913,0.8066841,0.0,0.440014,1.1083109,1.1193738,0.9434734,1.046066,0.85376966,1.4119132,0.7103755,0.7043184,0.96308213,0.61668056,1.303467,0.957096,1.2607154,1.2976332,0.4502021,1.2741816,0.84451336,0.59171,1.3351713,0.70320916,1.2412317,1.1905298,1.1699944,1.0438596,1.1975075,0.8996614,1.0283543,1.1742724,1.3845735,1.2994647,0.3287335,1.098321,1.0128177,0.68658507,1.139046,0.5429618,0.3987068,1.3707896,1.4894265,1.1103085,0.23909819,0.23130715,0.64936215,0.73647934,1.1435004,1.4369614,1.1870788,1.126282,1.1690387,0.3842386,1.2959973
nose,1.3341506,0.99162453,0.58133423,1.2595148,0.59173894,0.7416048,1.04944,1.0379047,1.3912271,1.2375379,1.4061465,0.79212433,1.4667892,1.1660137,1.1581116,1.3349893,1.126649,1.2736349,0.7834257,0.8945115,1.3259804,0.91672117,0.957318,1.1349367,0.85146165,1.2208947,0.8367798,1.0696868,1.0130959,1.1353922,0.63298917,1.241712,1.1941996,0.80542785,1.2942901,1.2255471,0.62540984,1.4426396,0.72310257,1.1912686,1.0508888,1.1533532,0.9742644,1.1255889,0.5795373,1.0800499,1.1486208,1.0418701,0.56311107,0.9185021,0.96895665,0.69733393,0.7676284,1.1157458,0.852276,0.5485555,0.931434,1.3091786,0.9174052,0.9357338,0.9627452,0.5130216,0.72734725,1.0995445,1.1575732,0.9638838,1.2560816,0.8991854,1.1096709,0.7241169,0.957437,0.97719836,1.0926999,1.1748878,1.2105517,0.76127076,0.37929964,0.8566232,0.440014,0.0,1.0496157,1.1364669,1.0013921,1.1900604,1.0103742,1.2951933,0.7686463,0.87152416,1.0299373,0.7790786,1.3595643,0.9040377,1.1472988,1.1747257,0.58468854,0.97233224,0.8759814,0.30119884,1.2604806,0.7254549,1.1547395,1.1393478,1.1276531,1.1808664,1.1513613,1.0366111,1.0536045,1.2822496,1.2700655,1.2966776,0.5034511,1.2260487,0.91640115,0.8737513,1.0673434,0.73051834,0.5172914,1.290089,1.3734034,0.8963735,0.44332838,0.5412376,0.75962126,0.81975853,1.0392244,1.3622146,1.1614932,1.0493512,1.0376757,0.49835348,1.2747846
orange,0.8935148,0.9872769,1.0365729,0.84512043,0.82116187,0.89197516,0.657952,1.1581506,0.7976071,0.8946805,0.9620181,1.3156427,1.0903311,0.80293226,0.94423974,1.04544,1.2078489,1.0064256,1.3886485,0.8429325,1.0721374,0.62342006,1.2248206,0.9233639,1.4418052,1.325525,1.0759553,1.1500146,1.324188,0.5035074,1.2231386,1.0927247,0.7589458,0.89570534,1.2578642,0.44671977,1.2720102,1.0312519,1.2577777,1.1286077,1.0820473,1.1361012,1.2846804,0.9062189,0.9946951,0.10400045,1.0113897,0.8973657,0.97210646,1.0953041,1.160935,1.0931766,1.3684971,1.0273902,1.1246194,1.1913989,1.1244354,0.96646714,0.9621902,0.9736968,0.7866876,1.1551517,1.2206625,1.0217527,1.0729185,1.3014106,1.0399692,1.2149156,1.3035628,1.2543942,0.9814767,0.88004667,1.1503613,0.88014215,0.8995291,1.0440702,1.1247388,1.3357319,1.1083109,1.0496157,0.0,1.2423366,0.99493957,0.9001066,1.0184299,0.8399084,1.3761029,1.2701077,0.9466202,1.3623397,0.8631153,1.3113949,0.37425244,1.1230204,1.0177388,1.2909474,1.439112,1.0281029,1.2166075,1.2143342,0.09750128,0.99589914,1.1181592,0.8742774,1.026265,1.0137545,1.0520148,0.98974556,0.42445505,0.9676256,1.2914902,1.104855,1.2125008,0.897639,0.10614145,1.3704683,1.0735165,1.1644768,0.82690454,1.0180897,1.038576,1.0630597,1.2138973,1.4193027,1.1012126,0.71074146,1.0005052,1.188483,1.4123152,1.2978127,1.0724695
oven,1.190216,0.85271597,1.2680215,0.83587813,1.3955221,1.2788502,1.2144104,1.0349245,0.7412226,1.0193534,0.7667456,0.85706913,0.68133,0.9801345,1.0192909,0.9852072,0.7915461,1.0459744,0.9587544,1.1855631,0.7167576,1.1804236,0.99950945,1.0373195,0.5221628,0.8517394,1.0760375,0.9017851,0.8744317,1.1951641,0.97994566,0.5232028,1.0382783,1.272146,0.62263995,1.0735811,1.121573,0.66224617,0.9979313,1.023273,1.2111089,0.5767612,0.5633832,0.8495297,1.1214769,1.2220438,0.99148524,0.9767206,1.0973135,1.2293098,1.1763588,1.0119973,1.1341919,1.2968202,0.94274724,1.0050257,1.1729012,1.030149,1.1503555,0.92351407,1.0136148,1.047363,0.95865077,0.91362005,0.80809903,0.8137739,0.89327264,0.8701912,0.60867774,1.0018042,1.0728137,1.1570708,0.8874434,1.0846169,0.93022776,1.1200693,1.1260304,1.0599222,1.1193738,1.1364669,1.2423366,0.0,1.1159852,0.9781882,0.87463284,1.0532771,1.0774854,0.9710812,1.1721039,0.9685962,1.0134588,1.1719124,1.1887789,1.08615,1.1719652,0.96634394,0.75780857,1.1094998,0.30785912,1.144616,1.222318,1.0421871,1.2107775,0.91016793,0.93852144,0.76675916,1.2436768,0.6698954,1.0205643,1.0083921,1.125851,0.9399019,1.0184445,1.0322522,1.2263422,0.9935102,1.1860598,0.950699,0.85862005,1.1659193,1.1059313,1.1654096,1.0689635,1.0366384,1.2499349,1.026123,1.0318766,0.9904028,0.6791011,1.059884,0.75768155
owl,0.8632405,0.9216968,1.0283012,0.9744179,0.8968711,1.0279368,0.955071,1.0503882,1.0085498,0.752186,0.92955685,1.1497421,1.0352345,0.8731638,0.8040321,0.9434385,1.0784959,1.0988338,1.2703887,1.2569807,1.1447389,0.9805087,1.1673346,0.96893555,1.2230107,1.0580046,0.9971524,0.77535135,1.2191775,1.1234291,1.1524025,1.0262583,0.7926715,0.8153327,0.99282014,0.9985407,1.062182,1.0878218,1.2127659,0.961754,0.9522118,0.98495543,0.9645889,0.9574807,0.85939074,1.0139346,0.9363222,0.917056,0.73594975,0.83127373,0.99544775,0.8792501,1.0861835,0.83102113,1.1512469,0.9681165,0.8059122,0.85810906,0.99336255,0.943581,0.8411526,0.95916253,0.96282375,1.1408498,0.95066285,1.1184721,0.9968514,1.1402366,1.1415253,1.0574096,1.0111338,1.0386094,1.1864439,0.83288395,0.9968234,0.88059855,0.97170043,1.0277687,0.9434734,1.0013921,0.99493957,1.1159852,0.0,0.9739791,1.15547,1.0320066,1.1509728,1.0782751,0.87304276,0.95896643,1.0505407,1.1200758,1.1751869,0.9543953,0.8096957,1.2110314,1.1858828,0.9817541,1.0863633,1.0286345,1.0803882,1.0291673,1.1083052,0.9293028,0.97591937,1.0225837,0.9977183,1.0585605,1.0736883,1.1726515,1.014879,0.8643329,1.2235411,0.75709796,1.0881053,1.1363821,0.97365624,1.115685,1.0804468,1.1516533,0.8135664,0.8520677,1.172497,0.99564993,1.0917103,1.0670373,1.0459181,0.9955117,1.0713356,1.0706449,0.99620533
pajamas,0.8353355,0.70920485,1.3769559,0.5652913,1.2495689,1.2527487,1.0615166,1.2780474,0.79102767,0.87519807,0.4440341,1.1841683,0.74660206,0.23072171,0.6139486,0.39860994,1.10148,1.0259279,1.4190491,1.4375271,0.9842215,1.2955685,1.4065139,0.7553524,1.2811362,1.0800221,1.3182058,0.95111454,1.2026299,0.9323198,1.4146669,0.8699053,0.9218359,1.4536674,0.78494203,0.956588,1.4728608,0.7960372,1.4820526,0.8899145,0.7910919,0.89723796,1.2583677,0.28635788,0.9518905,0.9377847,0.9552083,0.7594939,0.990364,1.2265823,1.3430066,1.2064148,1.4529612,1.1550026,1.2016194,1.1727371,0.7668011,0.784075,1.1337873,0.64355665,0.6409363,0.8750688,1.1089473,0.97749585,0.6567268,1.2589207,0.4774934,1.1893418,1.1465389,1.4863263,1.096238,1.1616584,1.1798692,0.55458933,0.93980104,1.1892492,1.3091408,1.1395478,1.046066,1.1900604,0.9001066,0.9781882,0.9739791,0.0,0.532902,0.86285233,1.4609662,1.3745532,1.2404593,1.0901887,0.7061322,1.3187993,1.1644428,0.91458225,1.1317351,1.1905471,1.370468,1.3448803,0.95745766,1.3513091,0.93463016,0.4904716,1.1819496,0.24567288,0.77507496,0.35357153,1.2636181,0.6706513,0.92333037,0.77660275,1.3556919,0.81234354,1.4013932,0.9238849,0.93799025,1.412887,1.359356,0.8043125,0.86047447,1.4207869,1.035032,1.2163929,1.4150274,1.1082745,1.2138398,0.94681513,1.0379056,1.1005725,1.137282,1.2935735,0.8292752
pants,1.1173933,0.8986971,1.2184782,0.84561634,1.2415489,1.1924006,1.0586048,1.2336196,0.91422915,0.9436713,0.6782282,0.85530734,0.92945594,0.7098991,0.8018674,0.66329026,1.1631885,1.2043743,1.142177,1.2458503,1.1294422,1.109967,1.2555547,0.8976549,0.8336298,1.0044839,1.1135279,0.7886238,0.9692247,1.0114316,1.0791854,0.79038274,1.0955477,1.2885293,0.7998319,1.0424865,1.1695473,0.99691015,1.1929123,1.0233952,1.1547571,0.821329,1.1843106,0.64722794,0.96620136,1.0943706,0.9166987,1.0108232,1.0300305,1.0992287,1.2616704,1.0285823,1.1906748,1.2975702,1.1639179,0.92978454,0.9652202,0.7714141,1.299066,0.8960504,0.9901579,0.8753181,1.0834488,0.86940855,0.4757756,1.1022043,0.64883256,0.8958069,1.0070134,1.18874,1.0936283,1.1751962,1.1153026,0.89219487,0.9208282,1.0867221,1.0748054,0.8588127,0.85376966,1.0103742,1.0184299,0.87463284,1.15547,0.532902,0.0,1.1341808,1.1823739,1.2087548,1.2460293,0.9087324,1.0269718,1.1734164,1.2111077,1.02313,1.0593879,1.0755901,1.0706178,1.0957148,0.84579086,1.1885397,1.0623533,0.82003033,1.2907022,0.6369925,0.9697699,0.40274513,1.2935634,0.56441146,1.0490844,0.97422177,1.0851431,0.7013708,1.1745713,1.1012783,1.0266205,1.0742571,1.137005,1.015267,1.0140321,1.2590837,1.0150156,1.0767504,1.1419854,0.87890434,1.3131694,1.2080812,0.98288256,1.1287893,1.081142,1.0827295,0.8179829
paper,0.6112868,1.0424975,1.3011538,0.77313554,1.113353,1.0546064,0.9919414,1.0470047,0.73427546,0.9099964,0.7004893,1.383255,0.80723745,0.7573637,0.93904054,0.76137114,1.0002075,0.14429712,1.2597765,1.1646289,0.38762617,1.2086143,1.155945,0.8426771,1.3934441,1.0159581,1.3472764,1.1860018,1.171979,0.7646608,1.2966082,0.9323258,0.8594819,1.2404423,0.94194686,0.7810713,1.3865159,0.6151298,1.3762984,0.9378611,0.8188855,0.9678727,1.123427,0.8578633,1.1390291,0.80531484,0.9225111,0.77291864,1.2952693,1.1974559,1.0774716,1.405683,1.3273528,0.8252816,0.97028935,1.3967187,1.1060761,0.8086687,0.5350312,0.835974,0.8543447,1.2299153,1.1805335,0.9673846,1.0633867,1.1793599,0.9195842,1.2957293,1.0272914,1.2927294,1.04297,1.0868132,0.78892154,0.85808825,0.88902307,1.1822565,1.3730192,1.3580253,1.4119132,1.2951933,0.8399084,1.0532771,1.0320066,0.86285233,1.1341808,0.0,1.3095479,1.20337,1.2238649,1.433895,0.3606596,1.1633445,0.8313609,0.9287968,1.3910213,1.0291846,1.3021529,1.3619303,0.9574047,1.0857961,0.79521644,0.76299655,0.848829,0.8266198,0.90317225,1.0356336,1.1723589,0.95219284,0.6767664,0.64463437,1.5001527,1.0951293,1.1968404,1.0954884,0.8685877,1.4763967,1.4115813,0.7244073,0.52836895,1.0558518,1.3449011,1.3924177,1.2400335,1.3757293,0.76817274,0.5155399,0.8966253,1.0140715,1.1040932,1.4323431,0.8363781
pen,1.327851,1.177927,0.58619875,1.3404727,0.83958817,0.904721,1.0438882,0.8631327,1.3867586,1.2651742,1.5023398,0.62550026,1.3175411,1.5408915,1.2211809,1.3904126,0.96800244,1.0835346,0.44978982,0.71670544,1.2721744,0.8834833,0.75548995,1.237459,0.64812315,0.9412533,0.6271669,1.1267204,0.66994303,1.1692872,0.5722381,1.2360023,1.3038223,0.70897305,1.2838017,1.3031365,0.26828647,1.4760996,0.45817614,1.1888396,1.0733707,1.1855258,0.8049077,1.4699965,1.0513424,1.3676336,1.1276428,1.2793169,0.86959845,0.74607724,0.74576735,0.73665464,0.09188771,1.0143484,0.88392186,0.73734665,1.0179344,1.2587887,0.91302663,1.3240387,1.2643425,0.95085454,0.7942343,1.0593264,1.2465435,0.77808994,1.3276286,0.46503294,0.9106778,0.5480051,0.8734492,0.9920508,0.8647619,1.3766737,1.1743174,0.811812,0.581792,0.58964455,0.7103755,0.7686463,1.3761029,1.0774854,1.1509728,1.4609662,1.1823739,1.3095479,0.0,0.25725782,0.92506087,0.6228438,1.3090494,0.59600323,1.1438458,1.1422544,0.68212956,0.8502563,0.59562993,0.691088,1.1229439,0.63038784,1.3472794,1.292136,0.72712886,1.4832709,1.3081293,1.3566829,0.7437654,1.2533373,1.3500625,1.2316995,0.41645384,1.1857778,0.54301405,1.01833,1.3527416,0.367777,0.5905971,1.167208,1.3963816,0.6754696,0.84371346,0.65284145,0.39031386,0.5899668,0.931956,1.269978,1.0732262,0.9441998,0.79857695,0.40178287,1.2306874
pencil,1.2472546,1.0234722,0.724872,1.1352495,0.946504,1.0280162,0.90246487,0.9617248,1.2842903,1.2064977,1.4347539,0.65602756,1.2111524,1.395038,1.1509552,1.3900313,1.054458,1.0152422,0.66698,0.8953342,1.1902313,0.85677063,0.8836472,1.1590489,0.7039439,0.93629247,0.69365305,1.0780627,0.7916199,1.1674123,0.62929857,1.1560464,1.2257873,0.78001845,1.2953788,1.1571124,0.34365678,1.3962351,0.6285223,1.1769258,1.0512053,1.1161282,0.91815495,1.3863963,1.0050308,1.2953842,1.090642,1.2063882,0.7584191,0.77077097,0.7498318,0.68087316,0.4357289,1.0084894,0.908325,0.69957787,0.9986215,1.1889037,0.7637973,1.186024,1.0300894,0.9369414,0.77103657,1.1261325,1.2072402,0.8259032,1.2235547,0.45040894,0.8717798,0.66078734,0.99737984,1.1220262,0.91671306,1.3250746,1.2626593,0.7380366,0.61796516,0.73770773,0.7043184,0.87152416,1.2701077,0.9710812,1.0782751,1.3745532,1.2087548,1.20337,0.25725782,0.0,1.0048878,0.69027585,1.1678168,0.6951002,1.2183155,1.1522012,0.701296,1.0390384,0.7747157,0.8042906,1.0530146,0.62451035,1.2918926,1.2813377,0.80864894,1.3852845,1.3077935,1.2565556,0.81606984,1.2071204,1.2847567,1.2593067,0.5380066,1.1533175,0.7152436,0.8785794,1.2783046,0.51592463,0.7091987,1.1948702,1.2942946,0.8430971,0.79119533,0.61956155,0.4094541,0.7313813,1.0496316,1.1924801,1.0445602,0.97752583,0.8960036,0.5338688,1.1033982
pickle,1.0050089,1.1452677,0.663455,1.3377056,0.7162276,0.85855186,0.89380914,0.90594906,1.2076799,1.1001374,1.229673,0.90164495,1.1718588,1.2394459,1.1952634,1.0910202,0.8749572,1.1316166,0.9446581,0.6710989,1.135973,0.65171957,0.6121726,1.0440115,0.9901385,1.0881939,0.6375239,1.012382,1.1726401,1.0678736,0.8736693,1.2554721,0.9051533,0.54594296,1.0627216,0.92232037,0.84218913,1.1693856,0.7908312,1.0477484,0.9414093,1.2639835,0.82672215,1.3258879,1.049678,0.94898576,1.0626869,1.1917071,0.9304171,0.7437162,0.7407012,0.7072511,0.9352537,0.6516263,1.0972354,0.9074237,1.0120808,1.1914022,0.9493653,1.2533766,1.1518669,0.99592245,1.0802377,1.1746535,1.1562438,0.68075657,1.3013079,0.9803461,1.0736328,0.78244483,0.9562027,0.63100284,1.0869323,1.1783015,1.1577748,0.7757877,0.9228437,0.84644955,0.96308213,1.0299373,0.9466202,1.1721039,0.87304276,1.2404593,1.2460293,1.2238649,0.92506087,1.0048878,0.0,0.6607252,1.2181212,0.8902553,0.80015606,1.0546501,0.7709023,1.0680169,0.77127063,0.9098719,1.196621,0.92830485,0.9703232,1.3070662,1.0535126,1.2694714,1.1670766,1.2175212,0.5828759,1.2541885,1.0620798,0.9951126,0.79764724,1.0892372,0.89112186,0.9643849,0.9539282,0.7752934,0.6964965,1.1286798,1.2503717,0.7557341,0.9242982,0.7850471,1.0187654,0.87683606,0.78305995,1.0440676,1.137298,1.055656,1.2145689,0.93904996,1.2864637
pillow,1.3010894,0.95294654,0.63833773,1.2544684,0.901652,1.0687906,1.1856496,1.0576382,1.3456328,1.1341319,1.133962,0.38214135,1.204901,1.2730908,1.1200761,0.91809505,0.99092054,1.3096712,0.71890426,0.8906853,1.3361993,0.8997393,0.7784087,1.1209477,0.5403863,0.97932637,0.6176243,0.7821791,0.9845151,1.3352711,0.5597682,1.127987,1.1857064,0.80926424,0.8289325,1.3225359,0.49080873,1.3610039,0.6789333,1.1298773,1.1152595,1.143746,0.7950735,1.2877346,0.9783356,1.4371876,1.0100218,1.2827262,0.6837578,0.65459704,0.8260195,0.4401654,0.66558045,1.0364823,1.132121,0.6216326,0.8307475,1.1657735,0.97627145,1.2284365,1.183969,0.72114575,0.79891825,1.1840111,0.91374576,0.73208725,1.1887505,0.6335248,1.0650135,0.65258425,1.0242119,1.008761,1.1065404,1.2544591,1.3382416,0.7529469,0.57125026,0.5264324,0.61668056,0.7790786,1.3623397,0.9685962,0.95896643,1.0901887,0.9087324,1.433895,0.6228438,0.69027585,0.6607252,0.0,1.3688148,0.8501686,1.3639642,1.1501601,0.49989104,1.1238259,0.5598086,0.7465746,1.0814213,0.6663531,1.4250424,1.2857069,1.2712953,1.2130069,1.3376105,0.9774163,0.85477763,1.0560023,1.433233,1.2594459,0.39769018,0.92229825,0.8068609,0.8331039,1.3623004,0.50649637,0.5915973,1.2463981,1.4520587,1.0316978,0.64105755,0.5462535,0.60936165,0.47056913,1.146971,1.4606951,1.1522982,1.054087,1.0848106,0.5498221,1.1833806
pizza,0.70039976,1.0245845,1.341955,0.70676875,1.2158256,1.1842773,0.95159286,1.0467294,0.7856971,0.90741944,0.69662917,1.3488932,0.795638,0.6055519,0.8642767,0.7418546,1.0123569,0.43992364,1.3082045,1.2305453,0.5453669,1.2026906,1.1996185,0.6985507,1.3173422,0.9780289,1.3227919,1.1143782,1.1159978,0.80288553,1.3112563,0.9524354,0.8990557,1.2315646,0.97912574,0.832247,1.343362,0.66940093,1.4379361,0.9441241,0.8526263,1.0275638,1.2306095,0.71513253,1.1378734,0.84303176,0.8837342,0.79194707,1.2854043,1.2329571,1.0923483,1.2783403,1.3289237,0.88246053,1.0882531,1.261969,1.0377756,0.7395496,0.7528841,0.7573205,0.88832575,1.1399231,1.098654,1.0114207,0.9903855,1.229365,0.9072291,1.1797566,1.1037757,1.4001905,1.0724967,1.1323056,0.9873606,0.7475071,0.8729602,1.1323457,1.3279617,1.3133914,1.303467,1.3595643,0.8631153,1.0134588,1.0505407,0.7061322,1.0269718,0.3606596,1.3090494,1.1678168,1.2181212,1.3688148,0.0,1.1668489,0.87682265,0.99289024,1.2983286,1.0998399,1.3059158,1.4086853,0.9252308,1.0656098,0.8014835,0.7198733,0.90503836,0.7076252,0.8854748,0.9235834,1.1473842,0.8929855,0.76673067,0.69636303,1.393321,0.97572327,1.2211423,1.1022327,0.857916,1.3923919,1.3852414,0.6917845,0.59384537,1.1915066,1.2934728,1.3125775,1.2575349,1.3186355,0.89408994,0.5843282,0.9054461,1.0633239,1.1654072,1.3948302,0.8343371
plant,0.9949157,1.2751055,0.61882794,1.3024256,0.89710015,0.89807314,1.01127,0.9452598,1.3063185,1.2544113,1.3357005,0.84206736,1.2825742,1.3647014,1.1804032,1.2569952,0.9168613,1.001668,0.61568034,0.89361674,1.148939,0.9787768,0.8298801,0.9033752,0.8482034,0.8822863,0.87074614,1.1008393,0.8117007,1.1243441,0.5868278,1.141116,1.2770213,0.75977314,1.11631,1.2814729,0.6136011,1.3079643,0.63493544,1.021555,0.96620625,1.0836887,0.9579536,1.2523348,1.0702693,1.262362,1.0385737,1.1436616,1.111516,0.7538669,0.40350115,0.98899895,0.564232,0.7494955,0.7988385,0.9769652,1.153783,1.2089106,1.0164058,1.2046182,1.3337595,1.1017416,0.9581757,1.0845188,1.1692581,0.70718825,1.2732239,0.8768896,0.8076357,0.52937233,0.91611654,0.7419009,0.92513835,1.2966083,1.1158149,0.99760765,0.83135724,0.6914308,0.957096,0.9040377,1.3113949,1.1719124,1.1200758,1.3187993,1.1734164,1.1633445,0.59600323,0.6951002,0.8902553,0.8501686,1.1668489,0.0,1.1384073,0.9479064,0.99011374,0.89134985,0.73893535,0.8709316,1.0540811,0.5767888,1.206053,1.16935,0.80012965,1.3352256,1.2539084,1.3280001,0.8673764,1.2143133,1.2697277,1.0933502,0.747315,1.187799,0.6439962,1.2245438,1.2579875,0.74685526,0.79671264,1.0261066,1.2448201,0.81684375,1.0515163,0.9349798,0.6253264,0.65192395,0.8774554,1.2039454,0.83709085,0.8835199,0.8400029,0.7803191,1.0264158
plate,0.975062,1.2329383,0.97391194,1.0702491,0.8501209,0.7678626,0.9130455,0.8677561,0.75015193,1.0393987,1.0673412,1.2543709,0.9835049,1.0669866,1.1631348,1.1496123,0.9127947,0.86448264,1.0957543,0.43689215,0.9347456,0.7644429,0.9047743,1.0938988,1.2301974,1.0972259,0.9675557,1.3085221,1.0038148,0.650162,1.1283401,1.0865036,0.8101996,0.88855183,1.1706628,0.7007911,1.1993893,0.91438174,0.9806958,1.1390387,1.0639658,1.1130536,1.0216129,1.1025903,1.1610366,0.3016197,1.163341,1.0542634,1.2420901,1.1690894,1.0678228,1.1685276,1.1048999,1.0329298,0.9398497,1.313508,1.2415528,1.12933,0.99488556,1.1655384,1.0744672,1.2822709,1.1609774,0.99900496,1.1951735,1.0950177,1.2072664,1.1572607,1.0406471,1.0148567,0.7717848,0.79524344,0.99259794,1.0417595,0.86358714,1.1505673,1.1931088,1.2305372,1.2607154,1.1472988,0.37425244,1.1887789,1.1751869,1.1644428,1.2111077,0.8313609,1.1438458,1.2183155,0.80015606,1.3639642,0.87682265,1.1384073,0.0,1.1270106,1.2463363,0.94222075,1.224549,1.0414083,1.1102166,1.1431544,0.29550588,1.016944,0.935471,1.100674,1.0383835,1.2701302,0.89746785,1.1105717,0.2897175,0.85057807,1.2646759,1.2414178,0.9846318,1.1491722,0.36162436,1.1040359,1.0012157,1.039657,0.6608179,0.6288382,1.2910957,1.1453569,1.1492976,1.3119686,0.8793107,0.53938764,1.002718,1.0989615,1.2264472,1.2232225,1.0864941
pony,0.5777776,0.8720825,1.2045465,0.87339854,1.0399384,1.0170999,1.0604147,1.0362648,1.0022963,0.8743369,0.88465744,1.2810316,0.79890376,0.9104271,0.95577675,0.94433373,0.9763092,0.9360169,1.0447718,1.0890183,0.9442273,1.1201907,1.004256,1.125324,1.1302136,0.8635224,1.2762489,0.71268904,0.8824439,0.94987524,1.1769958,1.013204,1.0442607,1.057172,0.7718965,1.0165102,1.3130473,0.8138139,1.0856901,0.24819577,0.6238192,0.88933444,1.0923948,0.8683263,1.1414213,1.0954434,1.0011152,0.92224944,1.1809694,1.0423135,0.99412936,1.2730722,1.0774776,0.8606313,0.895268,1.3069975,0.841837,0.85421646,1.1283206,0.8830546,0.96478975,1.1074026,1.1267333,1.0768498,1.1053916,0.9628207,0.6975491,1.2941177,0.9066146,0.9961282,0.91913474,0.9843991,1.0133792,0.9048514,1.0973752,1.2047333,1.2779448,0.96479756,1.2976332,1.1747257,1.1230204,1.08615,0.9543953,0.91458225,1.02313,0.9287968,1.1422544,1.1522012,1.0546501,1.1501601,0.99289024,0.9479064,1.1270106,0.0,1.1935804,0.82056224,1.1163311,1.2312926,0.90496075,1.1285278,1.0952507,0.8650572,0.8733212,0.8600831,0.9958462,0.935544,0.89227027,1.1592783,1.0911824,0.95643556,1.2634175,0.78368056,1.0527803,1.1021606,1.1163194,1.2596393,1.3078892,0.76804155,0.8084959,0.9808879,1.1893622,1.2808158,1.2053885,1.0742497,0.81142294,0.9001788,1.0071657,0.8563993,0.7905708,1.20027,0.8928362
pumpkin,1.3218434,0.7453762,0.48352194,1.1972247,0.56495875,0.82170117,0.88098824,1.0186046,1.4517277,1.1967995,1.3761177,0.703352,1.4302591,1.1755563,1.131675,1.2823836,1.1976292,1.3234136,0.8389432,0.9462229,1.3976705,0.73606294,0.8681109,1.2277708,0.8427249,1.1365181,0.57742524,1.0024791,1.0541756,1.2527634,0.7647841,1.308707,1.1774591,0.6227851,1.2927887,1.2123411,0.4274699,1.4707355,0.6861898,1.1970599,0.9804816,1.3060364,1.0352778,1.1909301,0.75582933,1.1703696,1.0152736,1.1549841,0.38380837,0.7055954,0.8809586,0.39795077,0.7439072,1.0163558,1.1741387,0.4763866,0.7915704,1.2267433,0.8051873,1.09928,0.98775667,0.6047191,0.8102821,1.3211168,1.0548956,0.9164846,1.2465286,0.8244457,1.2683247,0.8884995,1.0893291,0.9751021,1.195843,1.2149146,1.3563316,0.5579833,0.39799047,0.7415492,0.4502021,0.58468854,1.0177388,1.1719652,0.8096957,1.1317351,1.0593879,1.3910213,0.68212956,0.701296,0.7709023,0.49989104,1.2983286,0.99011374,1.2463363,1.1935804,0.0,1.2559905,0.8556326,0.57156074,1.3370149,0.7072961,1.2129923,1.3574183,1.2090743,1.1883539,1.306144,0.96362805,0.8827878,1.3040277,1.4033755,1.372177,0.34966946,1.0698353,0.89197123,0.57667875,1.1190934,0.5854782,0.46467066,1.3652092,1.4275342,1.0140756,0.36041284,0.39235735,0.62138826,0.7448673,0.9909161,1.3659345,1.1567078,1.0336049,1.1502284,0.43931842,1.3417857
