,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.8639507,1.0490768,1.3865728,0.5854074,1.4005808,1.2946848,1.4112043,1.0400164,0.68031067,0.8040165,0.0,1.3932359,0.552662,0.4296806,1.1027366,0.1099177,0.8971607,0.9753093,1.4361529,1.4401568,0.74618447,0.9207682,1.1533191,1.3195677,1.0620773,1.3414963,1.0247514,0.99784523,0.82079047,0.6327911,1.4105633,1.4046496,0.40143824,1.0362409,0.8599673,1.2543242,1.2569141,0.31224883,1.139286,1.5496197,0.28061712,1.4557801,0.883667,0.68018377,0.89331603,0.6556802,1.0510173,0.5286401,1.1046501,1.394546,0.6149932,1.3859855,0.8989353,1.3656044,1.2011764,1.2166715,1.2757461,1.356646,1.1008483,0.8662096,1.3107483,1.0049798,0.87620974,1.349621,0.86680275,0.64357424,0.887105,1.3853236,0.87943536,0.88308936,0.77217495,0.9655866,0.50231844,1.1951007,0.5764056,1.421982,0.8724843,0.7102649,1.3963379,1.0293201,0.69258237,0.790859,1.2784699,1.0033823,1.4052129,1.3022705,1.4037904,1.368866,1.2339641,0.8259691,0.92544836,0.33954716,0.62215424,0.7260319,1.4403387,1.4359803,1.0299648,0.87454414,1.0422903,1.1773368,1.0225191,0.83031493,1.1513935,1.0442295,1.0835049,0.8221879,0.7858628,0.86998373,0.66942984,0.91705906,0.51635945,1.2148792,0.7375885,1.3093196,0.46029907,0.9525311,0.66634053,1.492825,0.5742669,1.4494267,0.96719635,1.1177523,1.3726972,1.3303233,1.3654411,0.5365028,0.53125143,0.4220929,1.3991643,1.4145818,1.4177698,1.3273633,1.2132119,1.010054,1.0509164,0.8764418,1.3655243,0.85644567,1.4665551,0.7072756
belt,1.4321342,1.0954899,0.74505424,1.2301673,0.7758579,0.8708635,0.686111,0.766152,1.3386555,1.1376806,1.3932359,0.0,1.0414579,1.3007089,1.2213672,1.3347954,1.2473695,1.1815894,0.6536969,0.56950486,1.328326,1.2041473,0.9202105,0.81366175,1.1740024,0.3730142,1.1121333,0.9576441,1.2267028,0.9216934,0.8202633,0.6737436,1.3680894,0.9366906,1.1678573,1.0860916,0.88697046,1.1683002,1.1094022,0.38917756,1.3057494,0.65708476,1.1897177,1.3780978,1.1194254,1.1228299,0.62722635,1.2627386,0.8847759,0.76810426,1.1923964,0.48189878,1.2366122,0.55295646,1.0580122,1.0299865,0.4912479,0.82869285,1.2349389,1.1683068,0.6575254,0.7977805,1.1294029,1.0192,1.2134484,1.4454807,1.1012808,0.64367247,1.1270434,1.1130443,1.0388957,1.169489,1.0693076,0.5913363,1.1579802,0.6536371,1.1440111,1.2684982,0.67541265,1.1058152,1.3367491,1.3081478,0.8045109,1.1601062,0.6778082,0.44797707,0.24724662,0.7086071,0.9654937,0.9484046,0.9558581,1.3419292,1.038046,1.4476898,0.41632342,0.47195947,0.8249526,0.5853659,1.0555016,1.046198,1.2488202,1.2605684,1.0959685,0.86771053,0.9115086,0.9510512,1.1385484,1.3855686,1.0998117,1.0897615,1.2377977,0.7837732,0.8976994,0.8579898,1.352659,0.92012,1.4333446,0.34857547,1.2626464,0.6348158,0.8702282,1.0692518,0.6258309,0.77567714,0.794544,1.3447435,1.3254085,1.4889617,0.75735617,0.55510324,0.5342018,0.76632446,0.4419906,1.2369165,0.9870408,1.0997312,0.7610629,1.0739452,0.44657063,1.1905336
bench,0.96554005,1.1799603,1.3907174,0.80617267,1.3980583,1.2103326,1.3559282,0.86405826,0.5660968,0.91512,0.552662,1.0414579,0.0,0.8009024,1.0280093,0.6763929,0.9059613,1.0130728,1.3730645,1.232955,0.68247604,1.031266,1.0449868,1.1206057,1.1566123,0.9583317,0.8854242,0.9402832,0.9597924,0.37834966,1.2745942,1.2755759,0.55446094,0.8800035,0.8101085,1.2889593,1.1753708,0.4062432,1.149587,1.2989244,0.5090095,1.3786172,0.99953234,0.9554043,1.174055,0.5563588,0.58764493,0.8245694,1.0825918,1.3168705,0.86996067,1.2822411,1.0354815,1.2640414,1.13748,1.3351886,1.029552,1.2172546,1.182527,1.0267563,1.2066946,1.0172436,0.8250669,1.3286328,0.98491937,1.0337746,1.0270618,1.3640633,0.9574549,0.72124594,0.9276479,0.97485,0.5703946,0.7090987,0.59642196,1.2553167,0.8908515,0.95439076,1.2982267,1.0247958,0.8281238,0.8156506,1.2389475,1.0504141,1.399658,1.0349777,1.2229706,1.3807154,1.3278079,0.4791293,0.8569096,0.69679046,0.65028,0.92198694,1.1847606,1.2071562,0.94622004,0.9122652,0.9248292,1.2434161,1.0365021,0.9485445,1.1383325,0.9854653,0.94066024,0.5517501,0.8841117,1.0461358,0.9510943,0.7179833,0.7480097,1.0309078,0.7421788,1.0889603,0.65305954,0.60415405,0.77131444,1.2871065,0.6338743,1.3586459,0.8421702,1.1000205,1.1426339,1.1428161,1.2815806,0.75866693,0.7827929,0.53568643,1.3836368,1.3732884,1.2770371,1.0894444,0.92395073,1.0518997,0.93209636,0.992545,1.2876445,0.62799597,1.325083,0.8384741
bib,0.7439803,1.0354571,1.419359,0.5266894,1.3265487,1.1456382,1.4402444,1.117397,0.6804299,0.7199824,0.4296806,1.3007089,0.8009024,0.0,1.0217714,0.3233385,0.8629768,0.91537476,1.5325923,1.566728,0.7171941,0.6611206,1.224912,1.2386789,0.94743574,1.4143808,1.0862585,0.7312782,0.9381802,1.0845892,1.2607887,1.4692252,0.7806614,1.1344279,0.6820863,1.1842643,1.3013003,0.7527442,0.9889505,1.5121747,0.7142942,1.5347166,0.79664767,0.8857771,0.85380346,1.006169,1.1190294,0.3568973,0.88149273,1.1525242,0.53561425,1.340869,0.9137012,1.0730724,1.1924874,1.3240519,0.9566241,1.4283847,0.98385847,0.74645853,1.1468946,0.80615026,0.9750147,1.2166712,0.84559554,0.47438002,0.5716245,1.3438448,1.0540318,0.9940725,0.6896165,0.9699502,0.40230948,1.1542822,0.9481132,1.5685244,0.84173435,0.7337198,1.3476756,0.99026287,0.50795954,0.84388554,1.1227071,0.8536819,1.3610957,1.3299334,1.3106272,1.1718905,1.1600615,1.0264862,1.063569,0.2874701,0.5949421,0.623044,1.5207351,1.514878,0.8964177,1.0698862,0.8941095,1.2764337,0.97279835,1.1058971,1.0550992,1.0149738,1.1178244,1.1460804,0.8571751,0.8533437,0.34286118,0.96503365,0.3886215,1.1668091,0.576881,1.2836456,0.7274176,1.1067643,0.850343,1.4133182,0.7436432,1.4945989,0.79179347,1.0837044,1.4221668,1.2351482,1.3128676,0.64711696,0.49513775,0.6188416,1.4535058,1.2152948,1.3227303,1.3523388,1.2064604,0.95430213,1.2048616,1.0410942,1.4327992,1.137725,1.295572,1.0078827
bird,0.33677435,1.0355475,1.0936174,0.9930024,1.0559261,0.9888202,1.1149747,1.1359849,0.9300595,0.9728026,1.1027366,1.2213672,1.0280093,1.0217714,0.0,1.0817202,0.921911,0.67906636,1.0774,1.1152918,0.8018636,0.9122502,1.0180618,1.0305723,0.7752316,1.2140721,0.97332054,0.9953729,0.75904554,1.1486777,1.1297672,1.0483428,1.0119842,1.0101836,1.0372036,0.87928724,1.1314014,1.1032014,1.0119966,1.1624472,1.0872283,1.0885667,1.0040362,0.7079944,0.9902163,1.0638535,1.061302,1.1015807,0.9327831,1.1179572,1.0789329,1.1684073,0.9851486,1.2106584,0.31402344,0.96213776,1.1938653,0.9857718,0.51626706,0.9598398,1.1351429,1.0302427,1.0725616,0.89599025,1.0190173,0.99074984,1.0314722,1.1679652,0.9811306,0.9734935,1.1413064,1.0229199,1.0893155,1.1135925,1.0719551,1.0903838,1.0162628,0.91284156,1.129379,0.88953155,0.89364076,0.9253127,1.0640417,0.8994271,1.1936026,1.1843922,1.2579494,1.1461972,1.008692,1.106262,1.1030827,1.0868301,1.0914022,0.6337273,1.1277117,1.1404017,1.1017798,1.1651088,1.0119172,0.9578561,0.97416604,0.75345314,0.98871917,1.0922687,0.96996695,1.0676929,1.0863643,0.45913827,1.1532421,0.8989188,1.1070082,1.0141629,1.1660876,0.9551381,1.1106429,1.0351372,1.0015587,1.2192965,1.070407,1.1158574,1.0829921,0.8464996,0.9938945,1.009981,0.9653324,0.89831084,1.0292866,0.9533859,1.0781014,1.2358174,1.156495,1.0748192,1.2076387,0.9072391,0.9392922,0.96827084,1.0218436,0.9878797,1.2031255,1.0597631
blanket,0.8410263,1.0237179,1.3945756,0.66702247,1.3668987,1.2574266,1.3886249,0.9130233,0.8022933,0.78371227,0.1099177,1.3347954,0.6763929,0.3233385,1.0817202,0.0,0.89774686,0.93208,1.4307094,1.4386276,0.76859903,0.87176514,1.1451979,1.2383765,1.0105077,1.2910303,1.0205967,0.9251773,0.8548436,0.7665051,1.3695476,1.4097761,0.5614444,1.0292577,0.8258108,1.216356,1.2662525,0.40063214,1.0870419,1.4986649,0.45640165,1.444918,0.9171896,0.7074548,0.79247534,0.83716345,1.0903244,0.5106033,1.0795563,1.3426914,0.5907727,1.3821603,0.97491664,1.3286616,1.154139,1.1593305,1.2188028,1.3175709,1.028505,0.88735056,1.3127309,0.825274,0.94596183,1.3025236,0.956845,0.5458215,0.87611336,1.3115534,0.9479059,0.9455883,0.6572155,0.887919,0.49390227,1.2033799,0.74674,1.4467514,0.95223135,0.7403209,1.3757411,1.0184343,0.59481233,0.81778216,1.266091,0.9682075,1.4127425,1.2191066,1.4083931,1.3483069,1.2301264,0.90348923,0.9627259,0.31055582,0.6323201,0.73813766,1.4418542,1.4428529,0.9717967,0.7270931,1.0205802,1.1385984,1.0736241,0.84275776,1.1247678,0.91648877,1.0664647,0.9820576,0.81422997,0.86213017,0.5438258,0.9669836,0.5817295,1.1326197,0.71938324,1.2725072,0.60366607,1.0821866,0.7661192,1.4686191,0.70020604,1.4117241,0.92863137,1.1050333,1.3231184,1.2893202,1.2940694,0.5669305,0.6087347,0.59219784,1.4013381,1.3954442,1.4044429,1.3704591,1.0931336,0.923031,1.0408036,0.92934555,1.3202822,0.96296567,1.3996358,0.85406536
boat,0.8843883,1.0207404,1.1685495,0.9882667,1.1152381,1.0152419,1.1818005,1.0191921,0.7838898,1.0200914,0.8971607,1.2473695,0.9059613,0.8629768,0.921911,0.89774686,0.0,0.787334,1.176502,1.150513,0.7700145,0.98115456,1.0843644,1.0156916,0.9404794,1.2224365,0.8705362,0.99845374,1.0521469,1.0500035,1.227731,1.16823,0.9322964,1.0446472,0.9935489,1.1049184,1.1785462,0.96687937,1.1046027,1.204674,0.9110913,1.1977592,0.72850513,0.9781063,0.98841196,1.0246017,1.0417739,0.88309145,1.1221519,1.1258198,1.0017136,1.2430015,0.9062992,1.2298503,1.0377362,1.0880126,1.1994761,1.1052537,0.863182,0.86935663,1.1400676,1.1955221,0.8935336,0.95722747,0.94611865,0.812274,1.0127234,1.1045725,1.1377748,1.0744925,0.9781631,0.9222065,0.9724423,1.0426941,0.91951466,1.2499895,0.9964145,0.8020057,1.190033,0.9373647,0.92043823,0.8488345,1.0395821,0.99737006,1.216181,1.2716973,1.2495481,1.2323465,1.0470539,1.1242769,0.9667236,0.8443042,1.0424744,0.7804419,1.170192,1.1831996,1.0406933,1.2098674,1.0426674,1.0643758,0.8736328,1.0783354,0.98930883,0.9155561,0.929948,1.1098521,0.99670446,0.86567247,1.0029405,0.8033124,0.96241456,1.1401649,1.0705713,1.1006569,0.9261326,0.97237533,0.5021875,1.2914279,0.9358349,1.1767995,1.0182047,1.0126991,1.1005878,1.100219,1.1233746,0.72511965,0.9425508,0.7462816,1.1236554,1.2429053,1.2308987,1.0533167,1.2474052,0.6514789,0.96640915,0.9904585,1.1378635,0.96590966,1.2641379,0.99752444
book,0.59074515,1.0524483,1.1132673,1.1351113,1.1319158,1.0590594,1.1102732,0.9162865,0.9053467,1.1317126,0.9753093,1.1815894,1.0130728,0.91537476,0.67906636,0.93208,0.787334,0.0,1.0737505,1.087144,0.40022725,1.040332,1.1097027,0.9914052,0.6608064,1.1769912,0.9011925,1.1011333,0.9165549,1.0511779,1.1318326,1.1004968,0.8588696,1.0939382,0.84458226,0.999763,1.0063055,1.0528253,0.9454472,1.0372531,0.9426096,1.099899,0.68299013,0.8681364,0.862561,1.1488063,1.017349,1.0520076,1.1923283,1.0938349,1.1963067,1.1747816,1.0487502,1.2209358,0.8478947,1.0085028,1.1657374,0.9645952,0.60701716,1.0647551,1.1471864,1.1575712,1.0585377,0.58040535,1.1472051,0.93204343,1.0173308,1.1676185,1.1803594,1.167223,1.1525688,0.81988394,1.118201,0.96464187,0.92585146,1.167699,1.2206861,0.8855817,1.1595267,0.84539145,0.9642657,0.91570485,1.1054164,1.0163262,1.1997879,1.1582026,1.2203677,1.1895878,1.0889709,1.0274459,1.0789162,1.0545689,1.2191266,0.20007253,0.9993137,1.0109911,1.0296497,1.1198062,0.9237581,1.0392059,0.79596007,0.99809146,1.1144427,0.9783714,0.85238874,1.0683835,1.1159118,0.6010699,1.0088788,0.8631537,1.1765664,1.1463959,1.2102773,1.0053239,1.0632949,0.94560814,0.8312915,1.2267568,1.1228482,1.0557213,1.0837231,1.0627639,1.0223199,1.2031372,1.1720482,0.8722029,1.0932996,0.64104044,0.99293953,1.251337,1.1553197,1.030978,1.1776836,0.56201744,0.73391646,0.99349314,1.0476323,1.0943117,1.1932063,1.0812463
bottle,1.4479887,1.0822271,0.19849753,1.4630101,0.6971647,0.92278874,0.26593757,0.84493476,1.394949,1.1644459,1.4361529,0.6536969,1.3730645,1.5325923,1.0774,1.4307094,1.176502,1.0737505,0.0,0.16361976,1.2808537,1.4388578,0.9096162,0.54521054,1.0959117,0.42378962,0.9826037,1.4386377,1.2073318,1.0624299,0.69142956,0.36116123,1.3606821,1.0119492,1.4080086,1.1191825,0.73088604,1.3188517,1.1681988,0.30120432,1.3329108,0.03237915,1.1544101,1.2898403,1.0757527,1.1364641,1.0724379,1.4770467,1.2975253,0.94144464,1.2785873,0.6756217,1.2067837,0.94948304,0.9534476,0.7145278,1.0290971,0.6950178,1.1689794,1.2604733,0.85440415,0.9730018,1.0853225,0.7957413,1.2781634,1.4030781,1.4571874,0.51081234,1.0685718,1.2687267,1.2351723,0.9404897,1.4898105,0.9758016,1.2455103,0.27505052,1.2964696,1.2830966,0.62385494,0.8452906,1.5202467,1.2941447,0.9651376,1.3709571,0.39271045,0.39521134,0.5304134,0.8665143,0.48276973,1.0846188,0.94355536,1.5673054,1.3854352,1.3587778,0.23719198,0.21591485,1.2160169,0.6550845,1.2116941,0.7960973,1.0320147,1.144701,1.0099124,0.8148036,0.91873074,0.95292926,1.0931247,1.321851,1.3637781,1.1783317,1.4536257,1.1418085,1.3419049,0.88892204,1.2707281,0.8886096,1.2821901,0.40883029,1.2652614,0.14255571,1.2292632,1.1016879,0.6932816,0.90301996,0.7913468,1.3703918,1.448981,1.4611659,0.21189308,0.73242235,0.44863427,0.42471004,0.56866044,1.0503197,0.91718745,1.0039892,0.35266006,1.1397326,0.48767596,1.1287127
bowl,1.5233073,1.1206003,0.25498736,1.481919,0.6156171,0.8201468,0.28128672,0.76254374,1.3260312,1.195803,1.4401568,0.56950486,1.232955,1.566728,1.1152918,1.4386276,1.150513,1.087144,0.16361976,0.0,1.2671652,1.4243878,0.9115166,0.5546062,1.1470683,0.40125835,0.9259288,1.3849548,1.2355838,1.0160784,0.67518926,0.35188925,1.3975934,1.106213,1.3840879,1.0806359,0.7525828,1.2951608,1.1967328,0.27626067,1.3471794,0.18622172,1.1285739,1.3246891,1.1451302,1.1898072,0.9369252,1.5244241,1.2618433,0.85609597,1.2631209,0.6572112,1.2439809,0.8909183,0.9925974,0.80129546,0.94653964,0.68876016,1.2188151,1.2521646,0.82683647,0.95674986,0.9828246,0.80091,1.3091799,1.4295845,1.4420226,0.54991925,1.1104263,1.185806,1.2734431,0.9489595,1.4897927,0.8738136,1.3122565,0.33412468,1.3157275,1.3141849,0.5242394,0.95684296,1.5540867,1.2700768,0.92113304,1.3329477,0.40197766,0.41227204,0.5022538,0.8634856,0.54721713,1.0800694,0.88165104,1.5789076,1.435802,1.4188095,0.20774657,0.19713688,1.1475013,0.55396307,1.2031174,0.8926281,0.96385396,1.1447426,0.961075,0.87575877,0.9383051,1.0155227,1.0914218,1.3892509,1.4180576,1.1936378,1.4701455,1.0196255,1.2989746,0.88069636,1.3256398,0.7377492,1.2881308,0.32898778,1.1890099,0.21772969,1.2470134,1.034873,0.58932877,0.8281896,0.7692437,1.3460739,1.4804661,1.4656212,0.24554884,0.695433,0.3920076,0.50681746,0.5482212,1.0424289,0.7986628,1.0542725,0.45182723,1.2219858,0.50478923,1.1580777
box,0.6908183,1.1085491,1.3815756,0.97278434,1.2982194,1.1352152,1.3724432,0.7979735,0.5531636,1.0911915,0.74618447,1.328326,0.68247604,0.7171941,0.8018636,0.76859903,0.7700145,0.40022725,1.2808537,1.2671652,0.0,0.8862547,1.0864117,0.8882698,0.8159368,1.1488805,0.91326755,1.0641035,0.9542874,0.809263,1.2911426,1.3293127,0.67684615,0.9541653,0.74157506,0.98813033,1.0077899,0.79029655,0.8469734,1.3804712,0.6122895,1.2823362,0.52109516,0.8860484,0.8755249,0.9249711,0.88149416,0.90262085,1.2542619,1.2663871,1.0891769,1.3793061,1.0113708,1.4060713,1.0515184,1.1526295,1.2759651,1.0916415,0.84476465,0.963505,1.2772474,1.1634192,1.0554608,0.7416959,1.0747179,0.74943197,0.97191834,1.33062,1.1619644,0.96009433,1.0538328,0.6447372,0.9354464,1.0078228,0.77712464,1.340979,1.1639022,0.80559534,1.3036366,0.58315957,0.80576974,0.8321607,1.2199266,0.8873817,1.453055,1.253164,1.4309502,1.3801515,1.2406919,0.76479816,1.128124,0.89571136,1.0728345,0.41041023,1.3217137,1.3204993,1.0428016,1.2130654,0.7685264,1.0783052,0.6215756,1.0046285,1.1557747,0.8042487,0.8122182,0.87277526,1.114446,0.7228951,0.8860992,0.8107751,1.002539,1.2067308,1.0656631,1.0296869,0.78847253,0.6806615,0.7381884,1.493459,1.0016013,1.2491169,1.0675663,1.0224962,1.1674488,1.240529,1.2986395,0.68069994,0.9185754,0.42786592,1.2388642,1.480655,1.4147396,1.1738394,1.2269523,0.5814131,0.70240676,1.0298287,1.2384171,0.93020284,1.4110179,0.988727
bread,0.6955902,1.0356429,1.2796471,0.69993436,1.0581613,0.94350636,1.2174726,1.132751,0.71179485,0.97935855,0.9207682,1.2041473,1.031266,0.6611206,0.9122502,0.87176514,0.98115456,1.040332,1.4388578,1.4243878,0.8862547,0.0,1.2757806,1.2503791,0.9305517,1.467426,1.1775498,0.5754713,0.9217122,1.3316559,0.93404216,1.4370642,1.0574908,1.0582258,0.61061823,0.46720284,0.92886806,1.0634804,0.3044364,1.3737953,1.0704437,1.4380827,0.92069215,0.89559513,1.0583855,1.2124999,1.1096733,0.75398785,0.7421465,0.9811333,0.87461275,1.1982453,0.9168972,0.98616076,0.9992287,1.1947345,0.9670119,1.2538167,0.89654523,0.84144497,1.1075883,0.9483485,1.0442026,0.9163484,0.8713789,0.5144204,0.62028706,1.3205056,1.1261276,1.0072975,1.0864098,1.0087988,0.78405815,1.1764176,1.1242782,1.4945662,0.89896655,0.8070506,1.0157363,1.0796396,0.42977595,0.9321859,1.0517784,0.13770318,1.2514288,1.370806,1.2250375,1.1119852,0.9886388,1.1183884,1.1071506,0.77161413,0.87931144,0.8562844,1.425358,1.4048879,0.8173816,1.3053504,0.6450876,1.2191168,0.7514665,1.0937994,0.7693387,1.1925553,1.1248223,1.2959619,1.0365003,0.8500174,0.7924826,1.1423064,0.85367686,0.71738315,0.881465,1.0418673,1.0149939,1.060733,1.0330367,1.2688764,0.96041185,1.3374575,0.84055513,0.5647632,1.2744703,0.9629567,1.0717068,0.89337313,0.8603128,0.8577192,1.3216693,1.1239622,1.1983805,1.4046161,1.301542,1.0940384,1.0148456,1.0847485,1.317481,1.2291466,1.2486467,1.101135
broom,1.1269419,0.87832457,1.0348262,1.0533885,1.0081332,1.0338734,1.0593554,0.90187556,1.0783993,1.1351693,1.1533191,0.9202105,1.0449868,1.224912,1.0180618,1.1451979,1.0843644,1.1097027,0.9096162,0.9115166,1.0864117,1.2757806,0.0,0.9518616,1.087702,0.8392481,1.0205594,1.1454138,1.0520958,0.8864329,1.1025589,0.9447433,1.0323423,0.71420467,1.107093,1.0341938,0.90437084,1.0379342,1.0608457,0.9282048,0.97491103,0.89207757,1.1951205,1.0868901,1.0573487,0.8427621,0.86312485,1.1928444,1.185955,1.1390964,1.1413918,1.0459583,1.0900321,1.0720026,0.9497545,0.84766054,1.0604527,0.5348037,1.1421266,1.085382,1.0927294,1.1111445,0.9778775,1.0912422,1.0982537,1.2254415,1.111838,1.0225524,1.0417944,0.83941793,1.0214384,0.918427,1.1771485,0.65389735,0.920377,0.6934646,1.0094907,1.1502138,1.1076646,0.93043065,1.1997145,1.0881711,0.9563768,1.149596,1.0891778,0.7527958,1.0018792,0.98910284,1.1708791,0.90141636,1.0695298,1.2020391,1.13792,1.1725775,0.8846968,0.89664376,1.0295277,0.8768665,1.0093119,0.7686124,1.1139679,1.0066214,1.1849116,0.97053903,0.9130312,0.83016944,1.0797995,1.1018742,1.0807631,0.75611055,1.2193682,1.0822166,1.1893305,0.7644597,1.0147165,0.9504939,1.0101492,1.0458125,1.0844452,0.9825195,1.0985994,1.0203245,0.5045873,0.93489945,0.80575395,1.1642673,1.1806114,1.1795013,1.0418339,1.0566912,1.0161681,0.7298039,0.78650767,1.0720738,0.9595707,0.9122775,0.8751247,0.44825125,0.97806966,0.91345054
bucket,1.3200523,1.059443,0.84258616,1.350883,0.68496305,0.6375273,0.84362227,0.62950504,1.168462,1.2886479,1.3195677,0.81366175,1.1206057,1.2386789,1.0305723,1.2383765,1.0156916,0.9914052,0.54521054,0.5546062,0.8882698,1.2503791,0.9518616,0.0,1.0550182,0.3466885,0.8351428,1.1410264,1.3019543,0.8313814,0.81188846,0.75346994,1.2904968,0.95028347,1.1190544,1.0077517,0.8145863,1.1896342,1.0554283,0.62376934,1.1037208,0.47471195,0.9925821,1.289759,0.79828715,1.1275665,0.97234964,1.3059313,1.2252445,0.89962053,1.3289754,0.9389914,1.2966851,0.9936985,1.0250298,0.85740036,1.0460104,0.8044727,1.0363808,1.1100127,1.0187781,0.8455405,1.2366638,0.7601334,1.3651208,1.2321849,1.2552273,0.54502803,1.1067128,1.1005527,1.1354688,0.7301253,1.3207192,0.98318195,1.1124002,0.6453387,1.2612263,1.2580302,0.86884403,0.5685883,1.1443026,1.1320118,0.96609145,1.1899904,0.77285457,0.643467,0.8796774,0.99332446,0.96663284,0.9068452,1.0997167,1.4153194,1.3243918,1.248138,0.7388346,0.73028773,1.0765481,0.71679115,1.0462945,0.8303517,0.9718337,1.0738491,1.0774003,0.4427818,0.87700117,0.9565736,1.2444658,1.282934,1.1504858,1.0198936,1.4017451,1.0129507,1.1878573,0.76717806,1.1773283,0.9057913,1.1370342,0.8216321,1.3828118,0.4213797,1.1382761,0.9689092,0.7356329,0.98420006,0.8103659,1.1532915,1.3995436,1.2920876,0.6529914,0.9286805,0.8553792,0.6998369,0.6698117,0.54880166,0.7402142,1.1320686,0.6643374,1.0682658,0.75570434,1.2044462
butterfly,0.69392824,1.0434122,1.1113489,1.0492933,1.1031277,1.0175265,1.094937,1.0985504,0.9756261,1.0208871,1.0620773,1.1740024,1.1566123,0.94743574,0.7752316,1.0105077,0.9404794,0.6608064,1.0959117,1.1470683,0.8159368,0.9305517,1.087702,1.0550182,0.0,1.1982646,0.9148303,1.049068,0.8779387,1.190506,1.1677555,1.0593592,0.943577,1.0385503,0.96329075,0.85375017,1.0380087,1.1675396,0.89195764,1.1146177,1.0641779,1.1025507,0.92957836,0.8724302,1.0009416,1.0585089,1.1006588,1.0364217,1.0445769,1.0571938,1.0927397,1.1470331,0.9524437,1.1533663,0.78571695,0.85054123,1.1685671,1.0048527,0.6016217,0.97215825,1.0665272,1.203588,1.0728832,0.92339206,0.9969443,0.887116,0.9949993,1.0895754,1.0936015,1.1025736,1.068634,0.8295191,1.1076456,1.1050621,0.9667762,1.1646564,1.1235793,0.96133226,1.0989692,0.9283998,0.964976,0.9113994,0.95881677,0.8725568,1.1413682,1.1915599,1.1565907,1.1319292,1.0421903,1.1656542,1.089692,1.0224693,1.13026,0.67538077,1.0974985,1.118966,1.0300537,1.2146876,0.97417426,0.8788584,0.9156501,0.9689648,0.9882598,1.0493551,1.0020938,1.0735962,1.1012522,0.6940055,1.0151253,0.9622664,1.040372,1.0980704,1.1567967,1.0583086,1.0285339,1.1000189,0.97947896,1.2045838,1.0947882,1.0565397,1.079782,0.9049769,1.0556723,1.1310118,1.0814651,0.9567277,1.0119389,0.9256058,1.06359,1.1780877,1.1668259,1.1383094,1.2156377,0.81872034,0.9602163,0.9019213,1.0161803,1.0944984,1.1519668,0.9732952
can,1.5264671,1.0909183,0.74115276,1.4318397,0.7780435,0.87186885,0.6807657,0.550251,1.3324174,1.2263414,1.3414963,0.3730142,0.9583317,1.4143808,1.2140721,1.2910303,1.2224365,1.1769912,0.42378962,0.40125835,1.1488805,1.467426,0.8392481,0.3466885,1.1982646,0.0,0.90707195,1.2132196,1.2639563,0.5975294,0.8158638,0.6079012,1.2954478,0.8296637,1.3095455,1.1865091,0.83278644,1.039993,1.2425038,0.44575393,1.0952997,0.3872621,1.1683588,1.3768613,0.92966664,0.9151645,0.6663048,1.3712728,1.1817967,0.9376191,1.3252478,0.6602189,1.343028,0.84951633,1.0477074,0.8517516,0.8106745,0.80827713,1.2726398,1.2243372,0.8518536,0.76555896,1.1679773,1.0193,1.3748341,1.5073762,1.3723105,0.47656685,1.0003191,1.0590608,0.97095335,0.9556405,1.2331691,0.71595293,1.0226947,0.42447555,1.2211794,1.3783286,0.75530934,0.8178858,1.4297268,1.2924726,0.9502165,1.3784676,0.71568894,0.2491064,0.49251592,0.8759005,1.0298656,0.6630491,1.0063403,1.4679937,1.1185914,1.5153599,0.45731127,0.48763198,1.0425426,0.41094518,1.1494393,0.8331171,1.2256837,1.086905,1.1961882,0.51734614,0.81392974,0.6808927,1.2287954,1.4376357,1.1952432,1.0794178,1.3763385,0.91261095,1.0129386,0.83817613,1.1823931,0.8153211,1.3596008,0.49679792,1.3305881,0.3915174,1.0077802,1.1578822,0.64082897,0.87016857,0.72652394,1.2439623,1.4182148,1.4793147,0.6540143,0.766909,0.7041636,0.6757628,0.26777464,0.976149,0.804552,1.0649818,0.57792616,0.9269723,0.5639849,1.06998
