,alligator,ankle,apple,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
pants,1.063424,0.66495734,1.2380407,1.2400643,1.2142256,1.1470897,0.8025503,0.8419279,1.1283,0.78778803,1.0908319,0.73912406,0.8044789,1.2505031,1.0067266,0.90551746,1.1614614,1.2468551,1.3243338,0.96541667,1.1330743,1.2891996,1.3090265,1.0596745,1.3134253,0.9012011,0.8916306,1.0012978,1.1320208,0.96482444,0.75644886,1.1615558,1.1901929,1.3048165,0.7361288,1.2093699,1.2733223,0.8791841,1.262052,0.96977377,1.2359288,0.83583283,0.54217815,0.930812,1.2277707,1.0881509,1.0226834,0.69913197,1.0046556,1.0775204,1.3435359,0.5707867,1.2128533,1.1415181,1.2299802,1.0991296,0.9891269,0.98840624,1.1497588,0.7778146,0.8956222,0.8915447,0.95138294,0.9806163,0.6885934,1.0139717,0.30725694,0.5501372,0.6730044,1.3235661,1.106373,1.0403457,0.81945956,1.0003762,1.2531271,1.2422376,1.1128389,1.103554,1.3630856,0.57854164,1.0721657,0.5425302,0.0,1.1063752,1.1424657,1.189292,0.9311403,0.96571064,1.2000215,1.1142639,1.1417651,1.1628765,0.98152876,1.2583032,1.2836338,1.1628026,0.7166259,0.88195,1.0492541,1.1800623,0.4214018,0.5958711,0.6375076,1.2578179,1.0856581,1.0551665,1.036882,0.82881856,0.8841733,1.193568,1.0353308,0.9500711,0.46741056,0.7952377,1.2047172,1.0311589,0.87530106,1.224414,1.2176162,1.3933365,0.89845157,1.0516167,0.90290296,1.2189462,1.1063766,0.8704212
paper,1.1458503,0.9837875,1.0062729,0.9047049,0.9646939,0.96858925,1.0431368,0.93285906,1.1478889,1.218621,0.763664,0.90455496,1.1558158,0.8644289,1.0508326,1.0821323,0.8316837,0.8140262,0.82260364,0.8759067,0.9773418,0.86316705,0.8347002,0.68207073,0.825268,0.979146,1.0941973,0.7655759,1.0521594,1.1808711,1.1480162,1.06779,0.82460475,0.9644839,1.0669043,0.8813789,0.92744404,1.176038,0.67475945,1.2051194,0.87427104,0.987669,0.9607845,0.99429494,1.0285189,1.1170683,1.2381873,1.1368814,0.8726721,1.0044806,0.96749026,0.9067737,0.8841216,1.1223465,0.89536804,0.9315541,0.6923892,1.1418417,0.93482995,1.1378192,0.9180528,1.0201676,1.1034896,1.1275866,1.1359684,1.0450807,1.1975999,1.0578173,0.8932241,0.8091471,0.9669957,0.94042444,1.2242876,1.128755,1.0041002,0.9613012,0.46784377,1.2627696,0.94740176,1.0196208,1.1256568,1.1642425,1.1063752,0.0,0.9327531,0.89072055,0.94869417,1.1822147,0.59960717,0.99957883,0.9513711,0.8188362,1.0547262,0.94772977,0.8136429,0.90580153,0.95309186,1.1402696,0.99529654,0.9810075,1.1622586,1.1085786,0.898218,1.0129852,0.6915587,1.1725296,0.87420976,1.0344489,0.99385333,1.1123879,0.9347036,1.137248,1.0947164,1.1193377,0.84007084,0.94204426,1.0237005,0.83228236,0.52404326,1.0415279,0.9578109,1.1533909,1.1298314,0.5942296,0.92128474,1.1467623
pen,1.2814366,0.9487793,0.27380562,0.7663461,0.7819632,0.52873015,1.3549856,1.3460904,0.9555166,1.483162,0.6308435,1.0729158,1.2953653,0.43115646,1.4156802,1.2184643,1.1176553,0.58728606,0.3997321,1.3336662,0.88883,1.0042654,0.7602311,0.5939615,0.7205826,0.9655466,1.2587478,1.030294,1.1262685,1.1811333,1.1637228,0.9916489,0.96122324,0.9501124,1.4339026,0.96846926,0.19238663,1.4697281,0.5011941,1.3465397,0.8806866,1.37789,1.1458073,0.8577025,0.61051047,1.0493695,0.7887659,1.0983446,0.75135773,0.54532033,0.9374851,1.0970453,0.2593344,1.1173013,1.3445076,0.21772242,1.1493732,1.1544223,1.0100877,1.1424537,1.2353965,0.91327393,1.204904,1.3414888,1.31237,1.2520661,1.3043573,0.9815777,1.1718833,0.5666266,0.5827223,1.2677835,1.3359339,1.3202932,0.9556836,0.3981058,0.5504204,0.8719889,0.5859368,1.3491393,1.0970182,1.3656682,1.1424657,0.9327531,0.0,0.17321879,0.9067047,1.1574044,0.85081387,0.9375971,1.1148447,1.0312192,1.1442169,1.1432163,1.2017859,1.0813524,1.369579,1.0428445,1.3026845,0.89958674,1.3582661,1.1732237,0.9992217,0.8595548,0.6323876,1.1983573,0.3553754,1.1487904,1.138899,1.0010438,0.3903308,1.3263243,1.4048314,1.4761859,0.5393256,0.5576304,0.606858,0.50412464,0.6121724,1.1849396,1.2391928,1.0322607,1.2870505,1.0650529,0.24550205,1.351317
pencil,1.2238353,1.0960915,0.44676048,0.86296546,0.87384385,0.68031335,1.2359905,1.1634661,0.8795171,1.322021,0.57382286,1.0123314,1.2174679,0.44209367,1.2783316,1.1025065,1.1161704,0.6908808,0.51624966,1.3430741,1.0273021,1.0190982,0.75697196,0.5981229,0.6667955,1.1236818,1.2095572,1.0239077,1.0004878,1.139624,1.1688198,1.0614598,0.98965627,0.9843904,1.3269051,1.0529673,0.38552904,1.3303478,0.5760173,1.2555386,0.9433978,1.2553823,1.1694493,1.0509902,0.74218065,0.9691325,0.90056664,1.1802198,0.9692307,0.6343943,0.98299074,1.2218506,0.24476182,1.0985005,1.269269,0.4338991,1.187715,0.9748002,1.013936,1.1691595,1.2967424,1.036457,1.1767281,1.2729398,1.3109123,1.2353483,1.26837,0.9171939,1.1542243,0.5110121,0.6843075,1.2165104,1.3710829,1.2619761,1.009707,0.6249517,0.57562095,0.9353612,0.7032267,1.2528985,0.9799661,1.3659381,1.189292,0.89072055,0.17321879,0.0,0.9958903,1.1188904,0.8123946,0.9764251,1.1148992,0.93845564,1.1064686,1.1379719,1.1554184,1.003703,1.2587761,1.0100474,1.2912347,0.8792138,1.2998395,1.2721605,0.97412586,0.8461818,0.48246586,1.1393199,0.57877153,0.96648157,1.1575956,1.0406166,0.6268616,1.255063,1.3270075,1.3315396,0.55137545,0.8415131,0.80290765,0.5307716,0.58730537,1.157282,1.11132,0.9411115,1.2565128,1.0262555,0.49995792,1.2455271
pickle,0.85795355,0.8267262,0.84900856,0.8579578,0.8932432,0.6642779,1.1238421,1.1065578,1.0787126,1.1949768,0.6807202,0.80300003,1.103131,0.95556706,1.1814059,1.1760972,0.92008823,1.0172098,0.83734536,1.0146805,0.79810905,0.9581378,0.8423139,0.82580847,1.015906,0.7396362,1.0301281,0.95290476,1.0916275,1.0850114,1.1786753,0.8700391,0.9365376,1.0223836,1.1227832,0.8194114,0.70244575,1.1425445,0.8770908,1.1767302,1.1244345,1.118037,0.82872474,0.8272892,0.9472474,1.1380943,0.9822831,1.0139257,0.9303784,0.6326663,1.0261945,0.922405,0.9077547,0.80028343,1.118145,0.86628056,0.9823312,1.039835,1.0672625,1.1110153,1.049542,1.0158937,1.0560855,1.1915171,1.1748935,1.0410361,1.1127799,0.80817556,0.7912844,1.0376254,0.57912093,1.0760877,1.0870142,1.2024511,0.9931098,1.08637,0.7492467,1.0748298,1.0257008,1.116206,1.0675074,1.0796397,0.9311403,0.94869417,0.9067047,0.9958903,0.0,1.1869355,0.9815588,0.8926889,1.0612524,0.96938336,1.0558195,0.8736062,1.1579422,1.1172181,1.1173891,1.0506971,1.0371027,0.7892499,1.1694047,0.98054916,0.8156645,1.1092876,0.89620495,1.1414135,0.91294986,1.0553209,1.0543387,1.0953823,0.6493479,1.1703236,1.2138911,1.2170087,0.95056707,0.8754825,0.7845938,0.98222554,0.90424764,1.1188635,1.045799,1.0415514,1.1525542,1.0664395,0.8061376,1.1685653
pig,0.8711328,1.0314784,1.1270669,1.1209279,1.1006072,1.2540461,0.993929,0.916209,0.77629125,0.6908171,1.2712734,1.1575043,0.49209058,1.1758989,0.6459365,0.8912059,1.1484042,1.2625997,1.2265646,1.0304589,1.0923054,1.2090267,1.1585953,1.2802347,1.2350094,1.0379215,1.0219164,1.1181694,1.0423169,0.90698934,0.86031556,1.1138252,1.1958314,1.080953,0.98092574,1.0713322,1.2180014,0.9077314,1.277329,1.022082,1.1281736,0.99675673,1.0646777,0.933191,1.1219273,0.6870246,1.1129084,0.90916824,0.9952482,1.1676137,1.1223606,0.95602655,1.2101735,1.0373688,1.0564022,1.1527723,1.1177431,0.87170887,1.007143,0.90398926,0.9061564,1.0407511,1.0998662,0.91184133,0.8573828,1.01318,0.7507941,1.0233004,1.0836887,1.1760972,1.1779678,1.0215149,0.7190614,1.010977,1.0784926,1.0023859,1.2700212,1.078924,1.0966815,1.0022539,0.6330576,0.75389236,0.96571064,1.1822147,1.1574044,1.1188904,1.1869355,0.0,1.1643779,1.1335762,1.0828792,1.0039468,1.1384693,1.1002358,1.030098,1.0372167,0.9947037,0.82562476,1.0101941,1.1292014,0.70387256,0.91722536,1.1108227,1.0917119,1.2071508,0.9202027,1.1985173,0.81162333,0.8968005,1.067719,1.1422445,1.0808835,0.7986078,0.85587645,1.2372096,0.9984368,0.95144886,1.0890062,1.2213434,1.0566165,1.1068738,0.7769536,1.033281,1.1527084,1.1584251,0.83415246
pillow,1.1534127,1.1466914,0.95685804,0.90278435,0.9777059,0.78533304,1.1383944,1.1916393,0.99266964,1.189845,0.6963991,0.95400137,1.1588273,0.6697034,0.8970687,1.180123,0.89928573,0.8846122,0.70136154,1.1576731,0.9802965,0.9182821,0.7542899,0.65500647,0.69120884,1.2447491,1.053856,0.829823,1.1054692,1.1605595,1.1560102,0.99034864,0.82909,0.9357981,1.0971512,0.7892894,0.79390764,1.1878371,0.6923469,1.0906204,0.6607942,1.1694618,1.1631657,1.029085,0.78656465,1.0201441,1.0478523,1.2944906,1.0048409,0.95277077,0.81259197,1.0113493,0.772058,1.1841486,1.0066121,0.89426917,0.55003154,1.0564823,0.9071315,1.2561635,1.1913475,1.0691165,0.9898926,1.184175,1.2139815,1.2509238,1.2084298,1.1663549,1.0218586,0.71650964,0.9087182,1.2150583,1.175179,1.212017,0.9732732,0.9397547,0.3684206,1.001705,0.9659526,1.2467965,1.0352223,1.2911043,1.2000215,0.59960717,0.85081387,0.8123946,0.9815588,1.1643779,0.0,0.9122871,0.8589625,1.082084,0.86555725,0.9469215,0.87074375,0.8929422,1.2100105,1.0497056,1.023244,1.0432972,1.3562089,1.1136498,1.0326587,0.74663293,0.8828819,1.107131,0.7282902,1.0895661,0.92649364,0.93463784,0.9080388,1.0880338,1.2948124,1.3800083,0.68612254,0.96911657,1.1088271,0.8585557,0.09756756,0.85565686,1.1175216,0.9965915,1.1947397,0.63829064,0.88508284,1.2809952
pizza,1.039528,0.9963324,0.9281972,0.97791886,0.96899277,0.76282066,1.0471306,1.1338718,1.083013,1.2764721,0.9564466,1.024354,1.0715915,0.9684894,1.140765,1.1836067,0.8305634,0.9946341,0.9437635,0.87773514,0.303851,0.9672722,0.98220664,1.0692606,1.0113459,0.9412472,0.9940191,1.0113422,1.0995657,1.0993729,1.1945169,0.94573057,0.95807284,0.3427776,1.1852255,0.56870925,0.9055344,1.1370953,1.0155586,1.1166478,1.0048305,1.1578904,0.9890254,0.97134495,0.8944852,1.1194279,0.9136258,1.0280136,0.9669658,0.9431729,1.0092337,1.0381595,0.9797589,0.8954917,1.0580269,1.061162,0.8998591,1.1033067,0.80443275,1.1472582,1.0283698,1.0492312,1.1477293,1.1573265,1.1738647,1.0080261,1.1708567,1.1877649,1.0152326,0.89201653,0.7890394,1.0005056,1.1385039,1.071823,0.43603528,0.9666069,0.9145824,0.97589177,0.5792581,1.0777719,1.1793828,1.1835018,1.1142639,0.99957883,0.9375971,0.9764251,0.8926889,1.1335762,0.9122871,0.0,1.0973623,0.67882574,1.1094176,0.6855509,0.9860649,0.9676461,1.0850115,1.0519475,1.0560466,1.0725565,1.2451571,1.0083926,1.0931231,0.9789838,0.98208547,1.0611931,0.9282796,1.2265303,1.0122081,1.0629064,0.9940895,1.0762339,1.1801665,1.1076823,0.93526715,0.95402145,1.0389472,1.1231306,0.8777683,0.98397446,0.9604358,1.1280959,1.028206,1.0227219,0.9867842,1.2066317
plant,1.060411,1.2330666,1.059483,1.0238988,1.0006944,0.9697064,1.0303116,1.2186892,1.0265642,1.1670029,0.96474695,1.0721424,1.1901677,0.7767967,1.0902097,1.0560838,1.0586002,0.814201,0.8000009,1.1169449,1.2357006,0.82661086,0.7886443,0.7268727,0.71197724,1.3024664,1.0487711,0.81637526,1.0349566,1.1018069,1.0066473,1.0706797,0.80609584,1.0271684,1.0900834,1.0289313,0.99175006,1.0181824,0.72640663,0.9474383,0.6497152,0.89643764,1.1563144,1.053259,0.9370674,1.1645975,1.0483912,1.15955,1.2479057,1.0742885,0.20725954,1.0467939,1.0170892,0.95649076,0.8140515,1.0128322,0.87622947,1.104209,1.0998695,1.0480989,1.2291336,0.9255495,0.806506,1.1123397,0.93070436,1.0886787,1.195266,1.156419,0.9334805,0.9978077,1.189513,1.0185643,1.127559,0.97440857,1.0744088,1.1115358,0.9317772,1.0861517,1.062209,1.0629082,1.1033597,1.0644085,1.1417651,0.9513711,1.1148447,1.1148992,1.0612524,1.0828792,0.8589625,1.0973623,0.0,1.2189753,0.8021156,0.92331034,0.71507955,0.9433343,0.9831813,1.1715739,0.3748433,0.9633719,1.1688516,1.1728426,1.0257587,0.67031014,1.1518939,1.084561,0.929776,1.1481208,1.0168301,0.6914562,1.1428833,0.93545496,1.0767157,1.1798273,0.79983807,1.189882,1.3184168,0.93624365,0.90677345,0.7768349,1.1071268,1.093582,0.9508833,0.603665,1.025101,0.86635005
plate,0.9656383,1.1364532,0.9861511,1.0050102,0.94222736,1.0711063,0.89597815,0.41495085,1.1012158,0.95125043,1.0142106,0.9582904,0.94320726,1.114982,0.9430258,0.8617102,0.8451191,0.9639703,0.9728425,0.5295112,0.7452449,0.88601494,0.967594,1.1714811,1.1171364,0.91563594,1.09067,1.1228957,0.73437494,0.996321,1.1314261,0.9899151,1.1324791,0.72590744,1.007358,0.77010536,1.0653033,0.9820064,1.0296216,1.1423196,1.2126551,1.0105389,0.92574,1.1592656,1.1361246,1.0851127,1.1605682,1.1014875,0.9825144,1.016129,1.1795805,1.2535957,1.0519972,0.84274465,0.80928993,1.1721046,1.017492,1.0112134,0.71257925,1.1051774,0.8253304,1.1701446,1.2246946,0.94366467,1.146965,0.8000504,1.1009494,1.0452774,1.0882528,0.8946821,0.9135388,0.8357914,1.069596,1.0357878,0.7467921,1.0379776,1.0653017,1.259054,0.80447996,0.92868024,1.0442634,1.1444025,1.1628765,0.8188362,1.0312192,0.93845564,0.96938336,1.0039468,1.082084,0.67882574,1.2189753,0.0,1.2381742,0.9260196,0.923792,1.1262642,0.9107861,1.0805466,1.1906615,0.98326623,1.0494679,1.1491885,1.0144957,1.204229,0.4367138,0.94574314,1.2033808,0.9608544,1.1044433,1.1846819,1.0745231,1.1189841,0.9781793,0.51312876,1.0593846,1.0860255,0.9791419,0.92813635,1.0040227,1.0034826,0.62424684,1.0795393,1.0603013,0.95642954,1.1214447,1.0102895
pony,1.1080583,1.1601427,1.1369005,1.0834843,1.048561,1.0756903,1.0689101,1.161301,0.892856,1.0589219,0.8888533,1.0618451,1.0833873,0.9188727,0.95354277,1.1058359,0.99074537,1.0394146,1.0213801,1.1607558,1.2063859,1.0184845,0.87102747,0.8439083,0.88526535,1.259316,0.68472934,0.84002805,1.0008979,0.9683863,0.96484107,1.092026,0.8553758,1.0641928,1.0424074,1.073853,1.0734636,0.9859515,0.9474742,0.44141024,0.69921243,0.97512156,1.1896591,0.9609501,0.9874786,0.9897985,0.9355781,1.2236855,1.1945299,1.2098993,0.8349013,0.9459847,1.0250008,1.1821405,1.005538,1.0635281,0.918283,0.94447255,1.1795926,1.092796,1.1697171,1.0507413,0.3608302,1.0468088,1.0471379,1.071252,1.0641803,0.99423456,0.94716924,1.0241363,1.1916939,1.0808668,1.1646218,1.0274776,1.0713658,1.1424316,0.93521124,0.8660893,1.1246039,1.0821699,0.9536037,1.0086133,0.98152876,1.0547262,1.1442169,1.1064686,1.0558195,1.1384693,0.86555725,1.1094176,0.8021156,1.2381742,0.0,0.9923083,0.89985085,0.9092288,1.0612078,1.0226443,0.90920526,1.0372218,1.128967,1.0839958,0.97800374,0.80683804,1.1604005,1.0841209,0.98716354,0.99470425,0.9460719,0.90918565,1.109726,0.69527555,1.1333345,1.1279533,0.936253,1.2005047,1.243767,1.0151677,0.9467075,0.8639638,1.1143168,0.9608921,1.0727167,0.81251127,1.0403996,1.0830812
pumpkin,0.79450893,1.1697136,1.0040089,0.851438,0.9119795,0.8703986,1.0277728,1.134929,1.0826565,1.2218473,1.0418806,1.2000479,1.0529728,0.89723974,1.0488003,1.159908,0.8227636,0.9556575,0.98671854,0.8776188,0.62731034,0.7694517,1.0035502,1.1686966,1.0304339,0.9613713,0.9147743,1.0561918,1.0787746,1.0240222,1.1322904,0.7131339,0.96471834,0.6023141,1.216435,0.7546097,0.9976956,1.1136595,1.0434145,0.95500576,0.91304094,1.2047048,1.1890742,0.9267319,0.8030995,1.145992,0.9629181,1.1243198,1.0355825,0.93692267,0.834718,1.1068311,1.1215093,0.59173274,0.76344305,1.204631,0.84920394,1.1579852,0.9234832,1.172591,1.0234568,1.0447243,1.0782466,0.98718935,1.0799284,0.8528335,1.2947338,1.271626,1.074388,0.8904363,0.8650461,0.9902983,0.9428662,1.0265807,0.6134487,0.98820937,1.0684905,0.86885405,0.6951356,1.2155566,1.1647357,1.1666157,1.2583032,0.94772977,1.1432163,1.1379719,0.8736062,1.1002358,0.9469215,0.6855509,0.92331034,0.9260196,0.9923083,0.0,0.53888893,0.8903249,1.1953788,1.1524826,0.87530553,0.833495,1.2627941,1.0926722,1.2896712,0.9834229,1.1848766,0.98030686,1.0532188,1.200582,1.050832,0.9276254,1.0934035,0.92926484,1.1913795,1.0807455,1.0962355,1.0386772,1.1714481,1.2189037,1.0264214,0.67140406,1.0138832,1.0979753,1.0561514,0.786072,1.1261189,1.1931278
purse,0.9704497,1.2748109,1.151303,0.98876464,0.9842579,1.1071192,0.9135396,0.97492385,1.0720692,1.0817723,1.0375673,1.1308523,0.999299,0.9266147,0.94300914,1.0768362,0.863012,0.88878554,0.99690276,0.9200431,1.0240322,0.74380946,0.9682775,0.992426,0.931432,1.1755401,1.0178185,0.9180825,0.90676314,0.96396327,0.99802005,0.9116118,0.9079655,0.8494592,1.069972,0.9526557,1.1488982,0.9835591,0.9331563,0.9446298,0.82944834,1.0119697,1.1582687,1.0639516,0.91862583,1.0750749,1.1685613,1.1911099,1.20665,1.2165724,0.73550415,1.0951749,1.1320753,0.83028644,0.6087663,1.2171482,0.8367387,1.1288574,1.0075083,1.1391199,1.1320117,1.0607281,0.9084995,0.9263135,0.87285006,0.8597893,1.2121625,1.2395772,1.0491823,0.952056,1.148615,0.9216269,1.0439755,0.9681046,0.9066428,1.0179346,1.035962,1.0202192,0.9053999,1.054159,1.0787067,1.1079276,1.2836338,0.8136429,1.2017859,1.1554184,1.1579422,1.030098,0.87074375,0.9860649,0.71507955,0.923792,0.89985085,0.53888893,0.0,0.8478959,0.9934463,1.206719,0.7785158,0.97999704,1.1663523,1.1304892,1.1283891,0.91203445,1.0457144,1.0204732,1.0521735,1.1848313,0.97874916,0.96757483,1.2838252,0.90562266,1.1254804,0.99249876,1.0147046,1.1983184,1.317153,1.0902925,0.9648725,0.6633812,0.9308971,1.0952275,0.9820421,0.53735065,1.203514,1.067414
radio,1.1115221,1.1945319,1.0422709,1.1269064,1.0225904,1.0527985,0.94298095,1.1780944,1.0011548,1.1153526,0.8905307,1.1411449,1.0033025,0.9488901,1.034755,1.0474808,0.84453547,0.95525485,1.0578011,1.0105758,1.0855525,0.90113616,0.9477288,0.92080414,0.8618481,1.1482325,1.0406675,0.8201299,1.0342364,0.9457294,1.1580112,1.0298051,0.8745266,0.9053924,1.0810785,1.0375403,1.045664,0.9993976,0.951806,0.9850966,0.87819713,1.0902061,1.0814732,1.0077069,0.98323387,1.053321,1.0100645,1.1096104,1.107675,1.2052565,0.95307577,0.9758732,1.0100704,1.0681696,0.87022734,1.0947917,1.0021632,1.0894216,0.9769869,1.0545805,1.0676763,1.0076983,1.0587656,1.0064466,1.1351018,1.0575901,1.179457,1.1263824,1.1476206,0.91068137,1.1256081,0.90077823,1.0718186,0.92838323,0.95238686,1.0210226,0.9887378,1.0559455,0.9831613,1.0288272,1.0026088,1.1471114,1.1628026,0.90580153,1.0813524,1.003703,1.1172181,1.0372167,0.8929422,0.9676461,0.9433343,1.1262642,0.9092288,0.8903249,0.8478959,0.0,1.0525547,1.1199998,1.0259537,1.0534122,1.1346602,0.93507,1.097458,0.95115435,1.040632,0.94182587,0.93638736,1.0325809,0.7570598,1.018562,1.1328924,0.9521477,1.0922728,1.1373056,0.91761005,1.1493504,1.2068263,0.96641076,0.9113163,0.8217066,0.9342972,0.97173464,0.9591401,0.78846854,0.99245715,1.1196593
refrigerator,1.0210348,1.0174056,1.379425,1.4108244,1.297451,1.3792965,0.48876196,0.5749819,1.0942721,0.50362384,1.2562692,0.79991853,0.90983725,1.3589538,0.8342672,0.8035712,1.0060799,1.192544,1.3335068,0.7508272,1.226028,1.0487294,1.2129772,1.1518803,1.1623136,1.1131023,0.9009327,0.79473656,0.8173934,0.74687266,0.81207967,1.2241635,1.0898011,1.182583,0.42674363,1.2925041,1.4868743,0.43713617,1.2349328,0.87761974,1.212513,0.2653438,0.56501985,1.2937686,1.4840834,1.0962778,1.2023396,0.90416205,1.2721566,1.3754848,1.121681,1.0459093,1.3034844,1.1302296,0.87669605,1.37356,1.1605883,0.98333603,1.1759577,0.9036089,0.9861179,1.1886511,0.9992685,0.8145629,0.6633841,0.89222836,0.73321307,0.81029356,0.765018,1.3623252,1.3167372,0.5906556,0.98986757,0.81643987,1.2422484,1.4008863,1.3202604,1.227514,1.287451,0.15583259,0.99221367,0.70651555,0.7166259,0.95309186,1.369579,1.2587761,1.1173891,0.9947037,1.2100105,1.0850115,0.9831813,0.9107861,1.0612078,1.1953788,0.9934463,1.0525547,0.0,1.0548697,0.85398245,1.1609919,0.6148662,1.0558137,0.8670453,1.1979157,0.94847316,1.0347934,1.4557213,0.8631406,1.069003,1.1217506,1.3930027,0.7901591,0.4533499,0.52210927,1.2197316,1.4079266,1.1736231,1.1368644,1.2667241,1.1490138,0.5192293,1.0319719,0.8079084,0.9854006,1.4273951,0.49216658
rock,0.99543405,0.996605,1.2361474,1.0378042,1.1281807,1.1884423,1.0357796,0.8604453,0.5162687,0.80056626,1.0700504,0.8082488,0.9180422,1.0525948,0.8518468,0.9102713,1.1234995,1.3177553,1.2624665,1.0489368,1.0775173,1.3029525,1.0726426,1.1856084,1.2515285,0.8766118,0.97034484,1.2478923,1.0040812,0.99694186,1.0771673,1.0720543,1.0775858,1.1318703,0.95146966,1.0129663,1.1648608,1.0085956,1.2567887,1.027642,1.2505419,1.0254464,0.9087051,0.9900026,1.1074216,0.31432062,1.0634428,1.0430586,1.0546943,0.98793435,1.251585,0.9897818,1.0398456,1.0922698,1.1278806,1.1222718,1.0910441,0.42913938,0.9397386,1.0595216,0.9790739,1.210201,1.0162544,0.9909626,1.0753714,1.0508326,0.8499546,0.7431133,0.8909018,1.1227326,1.0945616,1.1146812,0.8260584,1.0043693,1.1432599,1.163415,1.0986536,0.97980183,1.2516577,1.0121874,0.31160265,0.9851406,0.88195,1.1402696,1.0428445,1.0100474,1.0506971,0.82562476,1.0497056,1.0519475,1.1715739,1.0805466,1.0226443,1.1524826,1.206719,1.1199998,1.0548697,0.0,1.0522699,1.0452653,0.9547686,0.922496,1.0154511,1.145224,1.0891982,0.98278797,1.1522024,0.4851336,1.053517,1.0483986,1.0899796,1.1005957,0.98881096,0.928247,1.240824,1.0753349,0.96007407,1.116797,1.1081088,1.2914057,1.0804514,0.26455903,1.0496423,1.2976463,1.1743898,0.99652356
rooster,0.84141433,1.1157391,1.3228338,1.1443545,1.1712623,1.1767422,0.95783925,1.062706,1.011766,0.943451,1.16633,0.9714183,1.0184985,1.0699543,0.9472366,0.85215265,1.0064547,1.2222352,1.1731857,0.94262946,1.0851912,1.1199709,1.0342044,1.0579238,1.0614245,1.1105695,0.9007234,0.9645682,1.0846889,1.0931103,0.9255167,1.0562898,0.94899124,1.0891968,0.88891727,0.9177676,1.2861354,0.8784513,1.1811424,0.8241911,0.93629825,0.7499467,0.9873857,1.0886286,1.2806,1.1223487,1.1513135,0.9974671,1.1454089,1.0430938,0.4234776,0.9217384,1.2453953,0.9096359,0.7991797,1.2538652,0.91037583,0.99980885,1.1107205,1.0244942,0.95979524,1.0150723,0.7631651,0.9081385,0.72102165,1.0577698,0.92879426,1.1080681,0.8240175,1.2447802,1.2898719,0.9331881,0.8436823,0.73001736,1.1020421,1.2547405,1.1993389,1.091496,1.1936415,0.8968508,1.07811,0.86015975,1.0492541,0.99529654,1.3026845,1.2912347,1.0371027,1.0101941,1.023244,1.0560466,0.3748433,1.1906615,0.90920526,0.87530553,0.7785158,1.0259537,0.85398245,1.0522699,0.0,0.99760586,0.95540494,0.98903704,1.0199717,0.910677,1.2977719,1.0355294,1.1872786,1.1058155,0.96833444,0.73934245,1.2855332,0.7856449,0.8723133,0.96461535,1.1056094,1.2022328,1.2326326,1.1811734,1.1207814,0.9786269,1.0423146,1.0747033,0.7049366,0.8947514,1.311348,0.692111
scissors,0.9974809,1.0722588,0.9439404,0.86447096,0.81924015,0.8608692,1.1101834,1.0718567,0.93679476,1.3006632,0.9010687,1.2005408,1.0900424,0.8238354,1.3193351,1.011518,1.1274244,0.8320972,0.9004247,1.1447327,1.0334059,0.7707678,0.87319547,0.93191636,0.8375912,0.7581582,1.1092529,1.1107603,0.8467552,1.0658367,1.1254779,0.90904087,0.8842538,1.1194447,1.3771551,0.99797904,0.76227343,1.2469759,0.8948963,1.1578643,1.0187064,1.1447861,1.0923923,0.90350366,0.93068534,1.0799594,0.8097433,1.0700283,0.8354764,0.6631952,0.8814343,1.0939006,0.8843459,0.61437166,0.776726,0.84261304,1.058459,0.9720992,1.0087886,1.0970019,0.9418274,1.0897104,1.0961297,1.1898711,1.2026563,0.73807794,1.1882769,0.87682843,0.95199174,0.8133619,0.9141195,1.0002286,1.0394504,1.0921898,1.0463202,0.95020986,0.9757973,0.8393673,0.9986975,1.2099253,0.99899447,1.1952989,1.1800623,0.9810075,0.89958674,0.8792138,0.7892499,1.1292014,1.0432972,1.0725565,0.9633719,0.98326623,1.0372218,0.833495,0.97999704,1.0534122,1.1609919,1.0452653,0.99760586,0.0,1.1881722,1.0831896,1.1762551,0.9333661,0.96577144,1.0515379,0.98302513,1.0060806,1.0335573,0.94565576,0.87872636,1.1849893,1.2075473,1.1030878,1.0089966,0.86712426,0.8747799,0.99983275,0.97281027,0.89350367,1.0420754,0.9833104,1.0640745,1.0244186,0.97392666,1.1442509
