,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,sink,slide,slipper,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jacket,0.86380255,1.0054042,1.2598886,0.91608334,1.213738,1.257364,1.2509435,1.2411048,0.8916578,0.98185045,0.7610222,1.1808196,0.87593603,0.81850064,1.0960273,0.7145423,0.9074565,1.2703514,1.3363233,0.915138,1.2178904,1.3390473,1.17596,1.2462308,1.0431238,1.1648741,0.88066554,1.0115921,1.2920332,0.86990494,0.18320942,1.0627885,1.0100243,0.8458352,0.9822899,1.3281419,0.8460877,1.2890646,0.8993267,0.88368076,1.1239665,1.2219712,0.56812847,1.0975466,1.2607644,0.807726,1.2128824,0.63582647,1.0854275,0.9675313,1.2981656,1.2308233,1.1632831,1.2910404,0.7861407,1.0621693,0.98836046,0.8423713,1.0171632,0.41851324,1.1310632,0.79939044,1.1909962,0.89283466,0.0,0.5100679,1.2539973,1.228543,1.340828,0.91392004,1.0852654,0.8707986,1.2374238,1.2306271,1.132271,1.1667553,1.2340965,1.2197484,0.85640895,1.157481,0.35013384,0.6270244,0.85781324,1.2809176,1.2049915,1.0744548,1.2170224,1.0690587,1.1697358,0.88032824,1.0685112,1.2738978,1.1686988,1.2612112,0.9976278,1.1962154,1.2404164,1.1778623,0.6418651,1.0486033,0.25821686,0.88506895,1.2782366,0.5036995,1.1313134,1.255668,1.1872656,0.65981627,0.22436988,0.88012844,1.2883211,1.0899374,1.3536078,1.0182526,1.0279402,1.1232026,1.2876921,0.8411823,1.0223345,1.2348448,1.218592,0.9719623
jeans,0.79299736,0.7931766,1.3942325,0.7350287,1.306513,1.2715487,1.2931032,1.275239,0.7432476,1.0282501,0.69504094,1.1598135,0.74222577,0.7559221,1.1533391,0.4793867,0.88129926,1.3764637,1.3930376,0.90680873,1.0675964,1.2292137,1.2163068,1.1781142,1.0632967,1.1919343,0.8379761,0.87841165,1.3581424,0.6707313,0.52447104,0.8972589,0.78406906,0.6798674,0.8081236,1.2706245,0.7863459,1.3809069,0.93237,1.0822616,0.95470315,1.0843521,0.80673283,1.1285458,1.3044704,0.76803845,1.2596968,0.7878739,0.9762296,1.0268683,1.3201894,1.2944045,1.1171077,1.3281105,0.76511717,1.1062051,0.8696902,0.9515584,0.94407535,0.7918177,1.1325203,0.66092217,1.2753586,0.9881976,0.5100679,0.0,1.1244365,1.1702532,1.3996112,0.83618027,0.99777997,0.679825,1.2577735,1.2914286,0.79735994,1.1541545,1.2111225,1.3590279,0.82469726,1.1768892,0.4252212,0.35337305,0.8964117,1.2090229,0.98565197,1.0818071,1.1964022,1.0730644,1.0214467,0.8486358,1.1069973,1.2734661,1.2815084,1.3761909,0.6494967,1.1415944,1.2520198,1.2969108,0.5870973,0.9909762,0.4020456,0.633935,1.2870367,0.8701963,0.9902251,1.2422382,1.2599509,0.9821959,0.5332013,0.75701046,1.1585612,1.0769687,1.3402531,0.9313487,0.82070935,1.292955,1.0449296,0.94068336,1.1117985,1.1777109,1.2111075,0.96260166
knife,1.1693797,0.90091133,0.8764683,1.1177617,1.1014047,0.7222978,1.0624248,0.8920672,1.0719392,1.0465024,1.2026434,0.5649169,1.115767,1.2071842,1.0052418,1.2463651,1.1216564,0.70694995,0.6876379,1.1510124,1.0315188,0.85465014,1.036384,0.59359384,1.0585579,0.64803195,1.1514139,1.0948315,0.5257111,1.0625477,1.2557178,0.9063388,0.9100913,1.1843266,1.1923175,0.38511354,1.2134069,0.6680818,1.2255012,1.1998523,0.8963051,0.94136286,1.1009513,1.084007,1.0446947,1.210197,0.94404125,1.1605814,0.78301966,1.0540363,0.77476215,1.0140938,0.41499138,1.1475775,1.1315477,0.96105176,1.074536,1.1358893,1.0410184,1.2280817,1.0027174,0.9947109,1.0075955,1.2579448,1.2539973,1.1244365,0.0,1.0457324,0.7621974,1.1817938,1.1360648,1.1900415,1.1225661,0.7517612,0.83566827,0.8649863,0.91953593,0.94013387,1.060006,1.0444715,1.2715935,1.1063308,1.160331,0.4912541,0.57964146,1.031486,0.4580531,1.1968982,0.9737822,1.1751091,1.1483319,0.53393686,1.1787243,0.9139261,0.9982889,0.8992905,0.8878523,0.960939,1.1915586,0.90456265,1.2798288,1.109837,0.6154412,1.2433149,0.79081815,0.5127579,0.9993819,1.1826069,1.2393792,1.1858388,0.7206402,0.952264,0.7333607,0.89809144,0.79647243,1.1754056,0.7256156,1.1365435,1.1285887,1.0373828,0.7931233,1.0023519
ladder,1.2484086,1.1280155,1.0779583,1.0468842,1.124732,1.0269243,1.0609535,0.76012254,0.88603735,0.9365571,1.1074114,1.074219,0.8770417,1.2250154,1.0631641,1.068383,1.1585575,0.9533618,0.9075906,1.1099241,1.2159846,0.7649209,0.88203955,0.73113036,0.9243844,0.94843906,1.133798,0.52896,0.84868246,0.8292876,1.1405245,1.0081167,1.0014946,0.7578549,1.2353697,1.0089715,0.9739611,0.92534685,1.1153605,1.057298,0.443143,0.6794102,0.9407379,1.1336068,0.95191926,1.1522949,0.9768268,1.1438193,1.1480298,0.996144,0.98246723,0.73363215,1.1102948,1.001688,1.2028031,1.146354,1.0310786,1.0527875,1.0650766,1.1154001,1.1042109,1.1728336,1.0904657,1.0505302,1.228543,1.1702532,1.0457324,0.0,0.6152523,1.2016697,1.1412385,1.0873842,1.0189844,1.2028303,0.77754694,1.103319,1.2499359,1.084962,0.92576903,1.1131959,1.118944,1.1214566,1.1997025,0.93492305,1.0549058,1.1508437,1.0107226,1.0632777,0.70066667,1.1880914,0.7954428,1.1232603,0.9580666,1.0979431,1.0710455,0.766944,0.30261934,1.0741619,1.2146385,0.9417247,1.0949183,1.1168615,0.7928386,1.1652325,1.1419002,1.1426965,1.0456948,1.0479685,1.1160009,0.8826079,1.163964,1.0985988,0.9818174,0.9937328,0.82791644,0.99003136,0.7222968,0.9880397,1.0009274,0.038414,1.1201743,0.6687032
lamp,1.4484158,1.112356,0.5618374,1.3536522,0.64282364,0.6049436,0.89687145,0.47085762,1.0878458,0.9424117,1.4076171,0.6006789,1.2029034,1.484807,1.0476276,1.4338431,1.4173975,0.41698825,0.379606,1.3773599,1.1335685,0.57469904,0.804204,0.35022128,1.1190282,0.84072375,1.3174855,0.8310066,0.33945978,1.2810595,1.3233705,0.95257324,1.1440995,1.1552334,1.4618069,0.53157115,1.2105333,0.40724224,1.3343709,1.207082,0.8122865,0.7350699,1.1340411,1.114705,0.8353317,1.2788244,0.6836425,1.3263035,1.0041901,1.1127868,0.7231895,0.52740943,0.7671457,0.91933805,1.4424837,0.94540113,0.98653466,1.087546,1.2082443,1.4073477,0.9462967,1.4216478,0.71905535,1.2412933,1.340828,1.3996112,0.7621974,0.6152523,0.0,1.3833284,1.0664784,1.3117988,0.94498605,0.6766377,0.7421953,0.6731206,0.9526523,0.6268629,1.2164974,0.98728245,1.3818069,1.3247209,1.425934,0.5279736,0.86886084,1.2254469,0.6534728,1.15585,0.5724526,1.3648715,1.0015799,0.59629476,0.81763244,0.59033453,1.267549,0.7663987,0.42449903,0.8857869,1.4182545,1.1792712,1.4038422,1.3058746,0.43327463,1.3246398,0.7757565,0.7297187,0.8324299,1.1096067,1.3814982,1.3153341,0.8584058,0.8940393,0.584419,1.0869305,0.7465524,0.9329436,0.7683146,1.2050475,1.1251754,0.5811732,0.6440527,0.8608829
meat,0.5925269,1.2077028,1.3032196,0.69767606,1.1082536,1.3871377,1.0988051,1.227071,1.038511,1.025917,0.4969349,1.3633809,0.83854795,0.59599334,1.1265165,0.52874976,0.6470345,1.2846527,1.3105059,0.66283786,0.60616964,1.2924547,1.1018473,1.4636263,0.9965335,1.1752853,0.7280425,1.1074297,1.379873,0.9759801,0.8628411,1.1347395,0.97430074,0.9090977,0.6826136,1.4015529,0.766598,1.2895069,0.752143,0.9227356,1.2148756,1.2858338,0.9392129,0.96791506,1.1522048,0.92681515,1.1881843,0.87522656,1.1135974,0.9565657,1.1698239,1.253741,1.3213489,1.005087,0.7826848,1.2510155,1.0421423,0.9175041,0.8998992,0.76444554,1.0346334,0.69707656,1.2648487,0.8080276,0.91392004,0.83618027,1.1817938,1.2016697,1.3833284,0.0,0.9899394,0.65703654,0.9303409,1.3176687,1.1780336,1.3263237,1.0692497,1.2304324,0.90052783,1.0102746,0.7827735,0.9331916,0.6464855,1.4073219,1.269095,0.75785863,1.3140575,0.90776145,1.1509953,0.6965967,1.0357662,1.3035606,1.0993884,1.2782197,0.88863516,1.1748891,1.2574761,1.0881773,0.6943346,0.90183276,0.8006452,0.7460604,1.2906926,0.71643335,1.3226749,1.2840291,1.2302219,0.82019717,0.84432834,0.6720709,1.2172712,1.1424887,1.2903023,0.8653529,1.0990546,1.0770891,1.1382546,0.8626827,0.9702428,1.2049499,1.3347774,1.0210286
melon,1.0427434,1.0100703,0.92050874,0.8814418,0.44584334,1.0123425,0.7136128,1.1279032,0.8596231,0.9843367,1.0662374,1.1485406,0.9521841,1.0274366,1.0067879,0.98222506,1.1253927,1.0609051,1.0326815,1.1078979,0.72075975,0.9716054,1.075844,1.0913962,1.2039135,1.1069386,1.1171281,1.1022799,1.1524104,1.0103087,1.000145,0.8985654,1.0310777,0.9468256,0.88278455,1.2041414,1.0336378,1.0456188,1.0998387,1.1443045,1.057375,1.0363203,1.0080637,0.71227884,0.75748277,0.91641885,1.0567396,0.9341831,0.9029411,1.213072,1.1369783,1.1123267,1.1599367,0.9773989,0.97901607,1.0377971,1.0163667,1.1154388,0.9988782,1.0057129,1.0762774,0.9020926,1.0328659,0.998822,1.0852654,0.99777997,1.1360648,1.1412385,1.0664784,0.9899394,0.0,0.8031795,0.61971134,1.0492345,0.88522923,1.0615278,0.88192964,0.8833946,1.1921537,0.48952335,0.96205014,0.963173,1.0425273,1.2065003,1.1583023,0.7468161,1.0822183,0.8720695,0.9356022,0.91685784,1.0427308,1.1034665,1.0410985,0.79993635,1.0664757,1.0954826,1.1224152,1.0880945,1.0214125,1.0915722,0.98651385,1.0356407,1.1538211,1.031306,1.017113,1.0191091,0.9469177,1.1011152,1.0453426,0.8752377,1.0070944,0.92168087,1.0321535,0.9416599,0.8745439,1.11972,1.0497797,0.9953649,1.1603038,1.1583885,1.121933,1.0055524
mitten,0.80818236,0.9245064,1.3379931,0.52073956,1.0646615,1.1678207,1.067801,1.15054,0.88410854,1.0287129,0.8294225,1.3447411,0.85672134,0.7285778,1.2086372,0.6755338,0.8394251,1.3274735,1.3570195,0.89068234,0.73207915,0.96333724,1.1347847,1.361567,0.9839786,1.1850497,0.9985985,0.94628906,1.4846882,0.95761645,0.73955375,0.89610034,0.8362218,0.83365417,0.6965846,1.3989407,0.7778659,1.3534442,0.9903791,0.9145456,1.0609174,1.155376,0.8371587,1.0891644,1.1390312,0.93525916,1.162182,0.93621594,0.8102256,1.0479151,1.249648,1.1389662,1.3491871,1.1380764,0.7345011,1.228094,0.44097477,1.1197681,0.83402276,0.8975384,1.095428,0.439429,1.2091414,0.9996558,0.8707986,0.679825,1.1900415,1.0873842,1.3117988,0.65703654,0.8031795,0.0,0.8584987,1.3287507,0.7035264,1.1880549,1.1024494,1.3307345,0.9378551,0.99441,0.46660042,0.72133315,0.8935224,1.3494576,1.1875029,0.816092,1.3186424,0.91010404,0.99808866,0.7282999,1.0052922,1.4803889,1.2068472,1.3158208,0.7905169,1.1159708,1.2374748,1.2158563,0.8506463,0.744322,0.669904,0.65001297,1.3170232,0.9041742,1.0678678,1.4268637,1.1508863,0.9359863,0.8082373,0.77079844,1.0535741,0.88758075,1.3067031,0.55993074,0.8133848,1.1313466,0.95399076,1.0001211,1.0323889,1.0963455,1.2400334,1.0283418
muffin,1.1309199,1.0050035,0.8662053,0.94583416,0.5942786,0.8036659,0.57039076,0.93280494,1.1834788,0.860606,1.3259306,0.9420238,1.2541094,1.264922,0.9029899,1.3220415,1.273073,1.0406278,0.9353677,1.2762908,0.5467769,0.769433,0.897641,1.0335518,1.0782579,0.9083502,1.2348437,1.168896,1.0252581,1.2699996,1.1436065,0.9782992,1.1699246,1.2050637,0.8692876,1.0095038,1.286433,1.007922,1.1563758,1.0477052,1.1285114,1.0119047,1.1412185,0.80760425,0.60964674,1.0759932,0.77667785,1.0318639,0.6838498,1.1517962,0.7740669,0.8691941,1.0237281,0.74371684,1.1487954,0.88997686,0.7754471,1.2177085,1.037325,1.1366107,0.93776625,0.92826134,0.9409144,1.0732201,1.2374238,1.2577735,1.1225661,1.0189844,0.94498605,0.9303409,0.61971134,0.8584987,0.0,0.85690826,0.9198691,0.7790239,0.6541465,0.88207114,1.2032683,0.58254814,1.228046,1.2015977,1.2035539,0.9883053,1.0903971,0.8299079,0.9860391,0.91737235,0.98573107,0.91854364,1.0335714,1.0547581,0.8227546,0.8018894,1.2338275,1.0333358,1.049657,0.8492444,1.2940855,1.0430474,1.2979753,1.2162879,1.0024601,1.2452155,0.84030885,0.9223979,0.77107567,1.1145359,1.2520623,1.2494814,0.87307477,0.61439425,0.84102523,0.92989695,1.0380573,0.9138154,0.85287726,1.1873878,1.0309697,1.0127316,0.8658308,1.1561036
nail,1.4399343,0.7171192,0.19069964,1.3463875,0.60212445,0.4154744,0.90761924,0.70842326,1.4448514,1.043428,1.4655347,0.38350272,1.4352968,1.4986882,0.9716636,1.540814,1.4415281,0.40617096,0.49695778,1.4564917,0.9364134,0.8400467,1.018016,0.5476822,1.1605086,0.7567729,1.3153112,1.2465945,0.50212586,1.3351405,1.3064716,0.97266304,1.2001622,1.4620517,1.3459457,0.29287523,1.4839103,0.40782726,1.3125248,1.1297178,1.2086928,1.0022725,1.2621919,1.1268204,0.9252909,1.1387347,0.36672366,1.0956225,0.5336568,1.1303927,0.75270915,0.7962458,0.4024055,1.0469937,1.3177211,0.3851443,0.87766933,1.2409515,1.1684008,1.2996551,0.7744764,1.3245748,0.38866246,1.2447352,1.2306271,1.2914286,0.7517612,1.2028303,0.6766377,1.3176687,1.0492345,1.3287507,0.85690826,0.0,1.1007961,0.26885164,0.4243043,0.3490057,1.3441858,1.0417229,1.3740716,1.3193283,1.3846521,0.41879487,0.66866016,1.2416482,0.57856655,1.1395113,1.0555394,1.3348076,1.2114365,0.40017086,0.87526596,0.22599554,1.269613,0.96496594,0.98180294,0.7823545,1.2709095,1.3827491,1.4401655,1.2594798,0.77110875,1.3362734,0.30012417,0.4718179,0.68754864,1.2290084,1.4207264,1.6079557,0.6356455,0.4876306,0.40607953,1.2510123,1.1219238,0.90271723,0.96582615,1.335781,1.0947111,1.1993651,0.17247653,1.2649287
napkin,1.191348,0.83429503,1.077226,0.91903114,0.99594134,0.92820555,1.0835034,0.94933516,0.6346164,0.85741997,1.2850194,0.9066418,0.8517854,1.270223,1.2181497,1.0212127,1.3629411,0.9627395,0.84330016,1.3467959,0.95644605,0.60148597,0.99028116,0.64634216,1.1150064,0.8878268,1.1261193,0.72971714,0.91831887,0.9639069,1.0198151,0.71274006,0.872298,0.7120179,1.167222,0.87937284,0.8976758,0.8986467,1.2201867,1.2801172,0.72826046,0.705696,0.9297292,1.1250311,1.0714439,0.98986673,1.0237273,1.1490524,0.8106993,1.2216266,0.96277267,0.9967024,0.939497,1.1921461,1.1851455,1.1217976,0.59505135,1.1154532,1.1581585,1.2508676,1.053708,0.9259427,1.1280068,1.1974328,1.132271,0.79735994,0.83566827,0.77754694,0.7421953,1.1780336,0.88522923,0.7035264,0.9198691,1.1007961,0.0,0.92958325,1.0274265,1.1116223,1.0207341,0.99446774,0.92774826,0.7801848,1.3834321,0.84315634,0.8631166,1.0491402,0.9646153,1.0949104,0.42570412,1.1276774,1.0505908,0.9659036,1.1865141,1.0723184,0.953104,0.9110335,0.69644165,1.1966109,1.197925,0.9960706,0.9926837,0.90142214,0.72981,1.2452863,0.8100233,1.0321323,1.0625992,1.198485,1.0938606,1.0878615,0.9274407,0.917834,0.8627362,0.815964,0.16412556,1.3656474,0.5967035,1.1884867,1.1677338,0.7907103,0.969119,0.736465
necklace,1.3337568,0.60567296,0.38576055,1.3381872,0.7530568,0.48831415,0.9249505,0.6471787,1.3573685,1.0051626,1.5233104,0.38914537,1.4500084,1.510001,0.97928464,1.5257483,1.485298,0.54689646,0.63730425,1.5201931,0.8707456,0.7792882,0.98410386,0.53526306,1.1085783,0.77710986,1.3584747,1.1313885,0.62131464,1.319748,1.2496513,0.9918283,1.0964429,1.3810945,1.2544947,0.3774588,1.396407,0.59380674,1.3238736,1.0666443,1.125833,0.9650481,1.1873814,1.1356118,0.98004484,1.1340716,0.47559845,1.1379235,0.57917,1.1333442,0.71121323,0.73355055,0.4056238,1.0371099,1.291806,0.5396663,0.72549903,1.2213341,1.2031816,1.3473852,0.7605679,1.2758069,0.50108397,1.2339106,1.1667553,1.1541545,0.8649863,1.103319,0.6731206,1.3263237,1.0615278,1.1880549,0.7790239,0.26885164,0.92958325,0.0,0.5937371,0.5665339,1.2670847,0.99115276,1.2164931,1.1508107,1.4641372,0.41506094,0.6169233,1.2705817,0.59788305,1.1665769,0.91586375,1.2346059,1.1197569,0.50844425,0.8578502,0.37935555,1.1790919,0.99337137,0.9619484,0.8473166,1.3389816,1.3523078,1.3338139,1.1430554,0.8328394,1.4167598,0.23812842,0.53496224,0.7204522,1.3108852,1.3390344,1.5902239,0.6690644,0.44863558,0.45152795,1.2650381,1.0186489,0.9584591,0.8517613,1.3463335,1.0878384,1.1137657,0.18445683,1.2856708
nose,1.1361103,0.699269,0.6664994,1.1130909,0.650719,0.57445127,0.7165642,0.9162282,1.2807695,0.97828096,1.3477769,0.70819056,1.2989783,1.3099529,0.9405123,1.3279388,1.342419,0.8934144,0.84293866,1.3354557,0.7137709,0.8293075,1.0095682,0.9136903,1.1172789,0.97252285,1.145009,1.2226709,0.9065887,1.228849,1.2995292,0.8310218,1.1928818,1.2911376,1.0853379,0.6951581,1.3399531,0.8412066,1.1206801,0.8968917,1.132154,0.92627263,1.2861543,0.90962565,0.7471669,1.0153247,0.44424444,1.0489967,0.60045856,1.1580071,0.7684417,1.0119307,0.7426928,0.86741656,1.2774247,0.6013582,0.80661654,1.2995901,1.0778818,1.2325886,0.746953,1.1530745,0.5660018,1.1566257,1.2340965,1.2111225,0.91953593,1.2499359,0.9526523,1.0692497,0.88192964,1.1024494,0.6541465,0.4243043,1.0274265,0.5937371,0.0,0.7950227,1.2887135,0.7838707,1.2737834,1.1425192,1.298267,0.73454607,0.8797969,0.9517989,0.89766234,1.0207365,1.0488669,1.2454537,1.1808263,0.7492461,0.8333792,0.6570347,1.2520335,0.95865,1.1536163,0.6900099,1.196672,1.2160784,1.3845599,1.0172212,1.0451504,1.2896782,0.58215153,0.656425,0.74440134,1.2635373,1.3239524,1.3861974,0.5589483,0.58418787,0.7751668,1.1753074,1.0988499,0.8715128,0.84318274,1.3374919,1.0682282,1.2664981,0.5018392,1.2330893
orange,1.3556359,1.1114615,0.09812862,1.2516413,0.47906613,0.6887242,0.90102994,0.71885884,1.3138129,1.0059469,1.2308322,0.68832207,1.2725363,1.3566555,1.0240194,1.3259705,1.302108,0.25064433,0.35617828,1.308426,0.93615013,0.9694412,1.0122596,0.6010351,1.1571944,0.8398438,1.2194057,1.1399941,0.5314861,1.2447158,1.2603837,1.0934589,1.2823033,1.3049642,1.3059385,0.5153023,1.3090863,0.27186924,1.2373648,1.1675528,1.2145418,1.0766557,1.154545,1.0718889,0.80104816,1.184482,0.63482326,1.1632048,0.8871248,1.110248,0.8699596,0.7936139,0.73089945,1.0689049,1.2830877,0.7008826,1.1114105,1.0963398,1.1618683,1.2183754,0.9420076,1.3798463,0.61300766,1.1395466,1.2197484,1.3590279,0.94013387,1.084962,0.6268629,1.2304324,0.8833946,1.3307345,0.88207114,0.3490057,1.1116223,0.5665339,0.7950227,0.0,1.2321192,1.006974,1.3270931,1.304642,1.2536854,0.67381567,0.8260538,1.1620822,0.73694414,1.125932,0.9621508,1.2079962,1.1429747,0.45787692,0.92789036,0.091561854,1.3012904,1.0527551,0.80865103,0.9351834,1.17589,1.3774834,1.3365223,1.3177619,0.6805825,1.1511043,0.66213727,0.7165997,0.8670559,1.1190909,1.3198733,1.3420041,0.9491379,0.83741367,0.44864452,1.2094703,1.0477693,0.89606684,1.0667795,1.1396825,1.0759147,1.0766414,0.51309186,1.077044
oven,0.8088162,1.0737143,1.3096986,0.81591594,1.3035767,1.3518616,1.2271976,1.0381027,0.86329675,1.0715498,0.7512311,1.2664875,0.8551252,0.7275094,1.1850181,0.7427764,0.7014395,1.2173173,1.2468907,0.71391946,1.1206392,1.1611575,1.1160185,1.1862292,0.83169794,1.2021677,0.8172001,0.92636615,1.1845034,0.7594727,0.8352853,1.0648907,0.81905824,0.8972998,0.85024357,1.2534837,0.81291175,1.233446,0.9514041,0.95600075,0.8663792,0.99600536,0.9125486,1.1335088,1.2342558,0.8926947,1.216291,0.93707216,1.2376852,0.9231046,1.2656918,1.0828872,1.1708823,1.1510402,0.58402056,1.2312913,1.0828652,0.9163091,0.86159015,0.7698618,1.0421714,0.7307119,1.2156761,0.95242864,0.85640895,0.82469726,1.060006,0.92576903,1.2164974,0.90052783,1.1921537,0.9378551,1.2032683,1.3441858,1.0207341,1.2670847,1.2887135,1.2321192,0.0,1.2317511,0.82029444,0.9013709,0.7783504,1.1495867,0.9362449,1.0569623,1.1869256,1.1028439,1.1177497,0.7029459,0.9200348,1.1715754,1.1818622,1.3068678,0.79056823,0.7727829,0.96705747,1.1506559,0.8334197,0.7935827,0.7576609,0.80644584,1.1422274,0.8947937,1.2579055,1.234551,1.2200336,0.9452775,0.7504395,0.54533225,1.0821208,1.2855887,1.2906196,0.8748587,1.0826625,1.0534201,1.0878692,0.8727809,0.90659225,0.89194536,1.2347666,0.8927282
owl,0.9741181,1.0637856,1.0137266,1.0664282,0.57097566,0.9156564,0.49148762,1.1167853,1.0284936,1.0322208,1.1595544,1.0478194,1.0751163,1.0708164,0.61174464,1.1215723,1.1839763,1.0618726,1.039497,1.1457193,0.7429185,0.9673496,0.9351502,1.1374168,1.0849917,1.0091518,1.0539396,1.135365,1.0803672,1.0746509,1.1189295,0.9399171,1.1227069,1.060831,0.8959796,1.1328442,1.0752053,1.0493298,0.9921397,1.0014858,1.0762304,1.0669919,1.0351529,0.27504146,0.75360847,1.0927536,1.0704356,1.0599297,1.0231591,1.0946901,0.7896447,1.0757791,1.0818812,0.7059516,1.1096457,1.0837454,1.0175055,1.087186,1.0738015,1.1057367,1.0504608,1.1216209,1.01171,1.0732621,1.157481,1.1768892,1.0444715,1.1131959,0.98728245,1.0102746,0.48952335,0.99441,0.58254814,1.0417229,0.99446774,0.99115276,0.7838707,1.006974,1.2317511,0.0,1.1972761,1.0063521,1.0990945,1.2022183,1.2315829,0.6108586,1.0755031,0.8924818,0.9910872,1.0626602,1.0591136,1.0562636,0.8167707,0.9279196,1.1857716,1.0965672,1.1424228,0.76989084,1.1110585,1.0478647,1.1330739,1.1238991,1.0748755,1.1493592,1.064438,0.8066585,0.8679465,1.1369169,1.137019,1.0841568,0.95455194,0.97350764,1.061327,1.0409873,0.9662117,0.95534194,1.0467267,1.069824,1.0272224,1.1344101,1.10176,1.0286963
pajamas,0.8585148,0.93034405,1.365278,0.6936822,1.2737161,1.2559345,1.3180573,1.242456,0.8441255,1.0675495,0.68563426,1.2665635,0.8183244,0.6885619,1.2262081,0.53314805,0.8361991,1.361819,1.4347868,0.8683634,1.0183504,1.2601293,1.2467461,1.3317927,1.0084838,1.2245924,0.9453581,0.9490769,1.4320383,0.76135373,0.3630476,0.99235433,0.8240156,0.7669686,0.8071251,1.4228568,0.8048878,1.4007692,0.95800906,0.87830997,0.9782749,1.1951536,0.39445102,1.2157536,1.2770739,0.8636133,1.2317879,0.7430266,1.085559,0.9568979,1.3806388,1.2386305,1.3156497,1.3080008,0.71349525,1.1846527,0.72973186,0.9536067,0.9073081,0.5989964,1.0793667,0.6118414,1.2739741,0.8811273,0.35013384,0.4252212,1.2715935,1.118944,1.3818069,0.7827735,0.96205014,0.46660042,1.228046,1.3740716,0.92774826,1.2164931,1.2737834,1.3270931,0.82029444,1.1972761,0.0,0.5434288,0.84582436,1.3907113,1.2008903,1.0279776,1.3281314,1.0707742,1.0772725,0.7586367,1.0530881,1.449133,1.2826278,1.3668649,0.8396382,1.165856,1.2079537,1.3100593,0.63050413,0.94589496,0.18568265,0.6299595,1.3630333,0.65125215,1.1684667,1.4131479,1.2205825,0.7602396,0.42567325,0.7020568,1.2477684,1.1199919,1.4032156,0.8407336,0.9125386,1.1933506,1.1941363,0.87600917,0.9947498,1.1428994,1.2688969,0.95460516
pants,0.74652016,0.8670584,1.3647422,0.7784166,1.2222655,1.217627,1.2322769,1.2899066,0.7207383,1.0314976,0.80679244,1.2107866,0.8026839,0.7821815,1.1455932,0.61326104,0.9407153,1.3487594,1.4051403,0.9472927,1.0680302,1.1736578,1.1809075,1.2058011,1.0140121,1.2115961,0.78671014,0.8831115,1.3691353,0.63989234,0.61502135,0.8945121,0.94909674,0.69269156,0.79411715,1.3578558,0.80497277,1.3489021,0.8451513,1.009462,0.8424568,1.0136526,0.7336564,1.0005883,1.2243341,0.78661793,1.2626345,0.8352454,1.0594921,1.0545281,1.209797,1.2096598,1.1864921,1.2368679,0.80319965,1.0998775,0.8884844,0.95662284,0.9989167,0.8038239,1.1596609,0.76493,1.2263427,1.039178,0.6270244,0.35337305,1.1063308,1.1214566,1.3247209,0.9331916,0.963173,0.72133315,1.2015977,1.3193283,0.7801848,1.1508107,1.1425192,1.304642,0.9013709,1.0063521,0.5434288,0.0,0.9600933,1.3304465,1.1330171,0.9149006,1.2229524,1.0283376,0.9842532,0.87929016,1.0046525,1.3356719,1.2229445,1.3246381,0.7444055,1.1692789,1.1916642,1.1888927,0.71488684,1.0054554,0.52045757,0.5641865,1.3011364,0.9110289,1.0372913,1.2390485,1.199999,0.99167204,0.6018481,0.772283,1.1689857,1.08519,1.3920346,0.92814076,0.8197125,1.2811399,1.0319732,0.94599533,1.0606393,1.1598238,1.2049477,0.81778944
