,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
finger,1.2237164,0.33888412,0.90586156,0.74829185,0.7531377,0.9768418,0.97339547,0.8196332,1.3694841,1.2713908,1.1355956,1.2069821,0.6949856,1.2357705,1.038749,1.233593,1.2218806,1.2216376,1.2917596,1.0769541,1.3062047,1.2638133,0.7996774,0.9955514,1.232088,1.1056148,0.94095343,1.1571478,0.2224881,1.1648722,1.0294586,1.1093708,1.2606504,1.2054746,1.1136732,1.1701894,1.1760892,0.81551355,0.8272967,1.3735104,1.0740182,1.2068397,1.1621931,1.1656053,1.1978273,1.2014115,1.0544642,0.25372314,0.94496965,1.0956485,0.9439129,0.0,1.0436661,1.0243697,0.16051155,0.81824684,1.1782594,1.014147,0.8762618,0.4517882,0.8121435,1.1147959,0.91779745,0.78796494,1.0977211,0.40914595,0.9191468,1.2046435,1.133167,0.9405541,1.0700661,1.1491355,1.0116904,1.0787072,1.2494307,1.1099494,0.6382411,0.96068174,1.1043622,0.9619221,1.281362,0.69847715,0.9063927,0.33901417,0.543365,0.73567283,1.2773634,1.1447184,1.0213789,0.9059758,1.0392498,0.8372158,0.8377822,0.9360725,0.96079093,0.8297696,1.2046545,0.46784323,0.9596195,1.1897825,1.1411613,0.8594475,1.2505451,1.3303621,0.9300726,1.2213899,0.9750471,0.9838728,0.5937402,1.2356298,1.2279869,1.3348376,1.2297484,0.6173912,1.1699626,0.85516477,0.9459353,0.9921143,1.1242377,1.2454423,1.318377,1.142198,1.3321741,1.1234143,0.12157279,0.6029961,0.98453766,1.0396734,1.1128774,1.3683808,1.1240469,1.2373449,0.78207844,1.1982899
fish,0.96149504,1.2111255,0.8028185,1.0703045,1.4068625,0.72309256,0.8006151,0.73214734,1.0718434,1.2947562,1.0148925,1.293797,0.6618886,1.2863567,1.4047858,1.0854205,1.2181462,0.85119164,0.81396914,0.7375709,0.87605786,1.1912413,0.8187494,0.6699062,0.8956097,0.88814497,0.7527802,0.86469114,0.85205156,1.0019401,1.0741152,0.69609094,1.2572656,1.3356168,0.9955946,1.0577075,1.3326918,0.84044623,0.4361657,1.396345,0.73611945,1.0096694,1.2634512,1.1130227,1.1227875,0.8961508,1.3037854,1.0777844,0.893932,1.0125169,1.0495632,1.0436661,0.0,0.6955455,1.0130373,0.5990974,0.54793215,1.1680802,1.1684383,0.7967317,0.9650577,0.96424586,0.6599042,1.2823646,0.884267,1.294721,0.79550666,1.1928341,0.82001495,0.81842685,1.117818,1.1508645,1.3461602,0.8045303,1.3436227,0.59206927,1.2861676,0.9754899,1.0272552,1.3450966,1.1670707,0.7889662,0.70347255,0.98258483,1.0123596,0.80119133,1.2939738,1.0702572,1.3883333,1.362215,0.962107,0.43178248,0.5023915,0.7909653,0.8025375,0.8781955,0.66237736,0.97665685,0.9161801,0.9703652,0.6745012,0.9227454,1.1995541,1.162761,1.269671,0.7324808,1.370742,1.1176612,1.111279,0.83299106,1.1933341,1.1133927,1.2758422,0.65565234,1.0584128,0.531966,1.1003585,0.91959405,0.66678375,1.221578,1.2945867,1.369167,1.4041324,0.7190517,0.9290909,1.0266325,0.95526713,0.67410356,0.8298651,1.1630381,0.93465585,1.1024604,0.81791013,0.94032735
flower,1.1629198,1.1297622,0.49090314,1.0957766,1.3650174,0.52471066,0.44099873,0.8243867,0.95824146,1.401187,1.0915649,1.3898435,0.58863074,1.4359164,1.4137716,1.1991407,1.3248158,0.7923765,0.8063046,0.41228688,0.87568337,1.2578833,0.95849925,0.7941142,0.80403316,0.85590446,0.6609802,0.69102275,0.992556,1.1815294,0.85922277,0.61603713,1.2174659,1.1926298,1.31686,1.2142925,1.3889856,1.1141202,0.4525364,1.3184806,0.40953898,1.0539707,1.2047322,0.87754124,1.151204,0.9994945,1.3154743,1.03275,0.8005233,1.1609732,1.0384973,1.0243697,0.6955455,0.0,1.0839844,0.63561803,0.6771446,1.1755966,1.3075883,0.63154596,0.81467104,1.1604595,0.70645535,1.1862215,0.7123201,1.2972622,0.49796307,1.0614203,0.71485746,1.0539123,1.1497641,0.9636633,1.4617773,1.0951172,1.2405165,0.6213084,1.2440944,1.2333314,1.1814203,1.2830789,0.87161565,0.51791334,0.79685444,1.0476445,0.93254584,0.70318276,1.3156769,1.12361,1.3816689,1.3754407,1.1843367,0.5183756,0.6553266,0.8805009,0.97515893,0.39670116,0.70828784,0.84028184,1.1999717,0.9852601,0.75297713,0.7113648,0.964972,1.1156119,1.1316566,1.128871,1.3954232,1.0402561,1.0372572,0.92567825,1.3026367,1.332659,1.4104972,0.5127354,1.173422,0.5166587,1.1783216,1.2082206,0.8354356,1.2091554,1.0013999,1.2960012,1.3727853,0.51023,0.81297815,1.1779232,1.3173378,0.76063293,0.416201,1.2214036,1.014196,0.82209975,0.6037016,1.1517286
foot,1.1833476,0.4515599,0.9680895,0.91455936,0.83502096,1.0604928,0.9922723,0.8130183,1.3316839,1.2959455,1.0974708,1.2241306,0.65898705,1.2007065,1.1043987,1.1486211,1.1803695,1.1624457,1.2888414,1.0684375,1.3326724,1.2502728,0.7516138,0.8531767,1.2157838,1.113836,0.75607115,1.1939698,0.2684952,1.0345943,0.86299855,1.0667136,1.2547138,1.2248135,1.130311,1.1546779,1.1862293,0.74685967,0.79219943,1.3386686,1.0964423,1.2586638,1.1364692,1.1930726,1.1982031,1.2064698,1.0046282,0.32448435,1.0456587,1.033641,0.9352836,0.16051155,1.0130373,1.0839844,0.0,0.7664778,1.1826432,1.0622134,0.9962364,0.4316405,0.8116073,1.0760766,1.0034193,0.7944001,1.0421962,0.609674,0.86866874,1.2180758,1.1757935,0.84557784,1.1164737,1.2322065,0.9866675,1.1662024,1.2658355,1.0420222,0.70585155,0.8804548,1.0858953,1.0156825,1.2808437,0.73579836,0.7918882,0.32421756,0.56495607,0.7679162,1.2678705,1.1547425,1.0395685,0.88388014,1.0265065,0.86357653,0.88481104,0.90982693,0.74500465,0.900944,1.1496654,0.4145398,0.90146804,1.1735938,1.0734265,0.8750628,1.2181174,1.332226,0.9500756,1.2595398,0.98197883,0.9846528,0.5273918,1.336833,1.167853,1.3671353,1.2542281,0.5125522,1.1770276,0.7828867,0.9201853,0.9799395,1.1599902,1.2556852,1.31376,1.1346263,1.3167226,1.1476762,0.16260648,0.7195964,1.0539727,0.9378201,1.1119372,1.3927937,1.1536422,1.2118161,0.86987764,1.1462083
fork,1.2490089,0.9890088,0.7151935,1.0424178,1.2787657,0.74146765,0.5901827,0.7394783,1.070349,1.5408528,1.1096708,1.6146677,0.3540585,1.4084113,1.552533,1.2603425,1.4346508,0.9759074,0.82457703,0.5037539,0.95284134,1.3360853,0.7904742,0.52299833,0.8620409,1.1025871,0.36839974,0.8748995,0.71623504,1.0520227,0.62980413,0.6616055,1.267858,1.3332839,1.1713716,1.3649504,1.5732234,0.9677569,0.32879925,1.3767719,0.55753434,1.2059009,1.2797403,1.0851358,0.98593825,0.7823502,1.3766459,0.95565784,0.90605897,1.0739831,1.2093058,0.81824684,0.5990974,0.63561803,0.7664778,0.0,1.001165,1.2750835,1.1189933,0.5188891,0.6857213,1.054513,0.7561524,1.2401658,0.8140833,1.1423665,0.59601367,1.2738562,0.8673776,0.8077893,1.3232816,1.1460829,1.4306588,0.66576564,1.2439266,0.44419396,1.0837861,1.1447004,1.1510608,1.4067485,0.93890405,0.63888776,0.47585833,0.70072156,0.84809065,0.71684897,1.1843538,1.2685595,1.5192373,1.2977853,1.0525309,0.2639892,0.42496085,0.9606186,0.6961123,0.7995992,0.63986814,0.5864754,1.1251689,0.9069803,0.58421075,0.8075127,0.85457414,1.3135124,1.0952041,1.0926523,1.449666,1.1468116,0.84996206,0.73238826,1.1952996,1.2229756,1.4886805,0.4081664,1.303664,0.48108685,1.0372324,1.1301467,0.5528595,1.1987337,1.081575,1.4414122,1.4623818,0.71453166,0.6497629,0.9827544,1.0890075,0.5905832,0.7170097,1.4104189,1.0747627,0.7054849,0.5275153,0.9130493
frog,0.66333866,1.2057039,0.78735393,0.8067205,1.3898238,0.7901509,0.8590129,0.5675769,0.935413,1.1955732,1.0017004,1.1989319,0.9966302,1.3303094,1.1835921,0.9237009,1.1499858,0.66556996,0.8478152,0.8148941,0.87169707,1.2835789,0.8184586,0.8710096,0.8578398,0.68939316,1.0524077,0.8002518,1.0805387,1.200403,1.1474841,0.7567575,1.2912769,1.255417,1.0741446,0.81994456,1.2836815,1.0319022,0.76304126,1.2587163,0.8226258,0.9336932,1.1599925,0.8165768,1.2571833,1.0257279,1.2275572,1.122898,0.74428785,1.0971605,0.9031074,1.1782594,0.54793215,0.6771446,1.1826432,1.001165,0.0,0.9662809,1.1041708,0.99167454,0.8542819,1.1198931,0.58235824,1.323778,0.76309115,1.2446373,0.73714006,1.0955003,0.69232464,0.8514412,0.9951149,1.0874071,1.3932626,0.98939526,1.3006296,0.86421454,1.3039343,1.0146371,0.97592866,0.9978826,1.0091815,0.9831593,0.90397316,1.1499606,1.1865163,0.8135492,1.3690176,0.99051213,1.2094887,1.4233978,1.1062849,0.78985685,0.75378907,0.6471796,1.1531893,0.85271984,0.8286242,1.1041522,1.0023391,0.93857425,0.9419606,0.8673003,1.2061394,0.9396167,1.2233264,0.7309488,1.3256884,0.9414106,1.3131506,0.89798486,1.3052418,1.1994,1.1113331,0.9096035,0.9819502,0.748013,1.0056983,1.0591979,0.7852541,1.1428537,1.1211305,1.240841,1.3224213,0.6509646,1.1061395,1.0725117,0.97195643,0.800763,0.63466984,1.0281849,0.980676,1.12713,0.96452177,1.1445627
game,0.85123307,0.9843365,1.2077334,0.9371433,0.7698427,1.2414465,1.3237777,1.0909483,1.0042497,0.84953153,1.0133882,0.75983024,1.2720959,0.8422831,0.74675286,0.93354917,0.9349586,0.9680832,1.0640727,1.2417032,1.1425234,0.9405811,1.1041121,1.1782719,1.2011973,0.93980396,1.2922469,1.0724009,1.0409179,1.122354,1.1866933,1.191798,1.0022377,0.80042243,0.8991798,0.72906137,0.78557694,0.9225876,1.2557374,0.75955486,1.3021553,1.0004214,0.8861644,0.91741085,1.1224138,1.0673211,0.95019966,1.0223323,1.1232853,1.1113329,0.96512526,1.014147,1.1680802,1.1755966,1.0622134,1.2750835,0.9662809,0.0,0.92284864,1.2376883,1.1091701,1.0809463,0.9967366,0.90549845,1.09341,0.76832604,1.3142425,1.0181214,1.0636642,0.9836194,0.8655118,0.91381353,0.87022185,1.0466162,0.92472315,1.3582094,0.8899252,0.97131073,0.8823627,0.81772524,1.0440449,1.1998596,1.2802672,1.0867598,1.0270306,1.1929313,1.0300624,1.0366727,0.75727856,0.9720183,0.8973182,1.2432988,1.1336541,1.0368835,1.2391249,0.96948314,1.208186,1.1031669,0.9637242,1.0669745,1.2106886,1.1226238,1.1708086,0.83731794,0.89596236,0.8246739,0.78684103,1.060189,1.0942767,1.1525352,1.0845454,0.9959234,0.62285125,1.2816217,0.83743227,1.2099115,1.0478206,0.86899126,1.235618,1.0063924,0.9596341,0.81701905,0.7631458,1.2779605,1.1274754,0.8862215,0.7924247,1.2757913,1.1311643,0.77446985,1.0109278,1.1487043,1.1973975,1.1151577
glass,0.9317805,0.7521155,1.2045833,0.7720979,0.7047994,1.1388195,1.2113154,1.0456293,0.96557516,0.9131548,1.0818954,1.0026585,1.2428551,1.0159845,0.6671222,1.0584502,1.0454694,1.2014312,1.0316707,1.286638,0.90718937,0.97192645,0.97554666,1.2832718,1.028961,0.9119403,1.2922431,1.2296766,0.9462652,1.0734125,1.2877508,1.2472641,1.0369599,0.825493,0.94815624,0.927543,1.0189532,0.94731313,1.3348635,0.99857116,1.1951418,0.9214039,0.9725195,1.0129968,0.9969107,1.0295346,0.8922111,0.9211885,0.97293144,1.0939442,1.1194177,0.8762618,1.1684383,1.3075883,0.9962364,1.1189933,1.1041708,0.92284864,0.0,1.2460867,0.9639513,1.0786722,0.8657099,0.91977775,1.236532,0.52547336,1.2692792,0.9364358,1.1361253,1.0281762,0.73960227,0.7674626,0.89341146,0.7999617,0.9875015,1.2746265,0.7472997,0.8462446,0.82345146,0.7182838,1.0039643,1.2665405,1.1443294,0.84974426,1.038841,1.0893455,0.9608258,1.0652537,0.8291096,0.92049074,0.826332,1.2292033,1.173713,1.1113911,1.2879739,1.0117677,1.1041875,1.1268868,0.84931374,1.0093205,1.281886,1.1651461,0.9970136,0.9710073,0.8495868,0.890752,0.75412166,0.8447883,1.0297123,0.922587,0.99502754,0.84358704,0.9254868,1.3183515,1.0278093,1.3056426,0.9184165,0.8480126,0.8839801,0.80181336,0.9924268,0.9303885,0.939592,1.2342428,1.0523604,0.70666003,0.8116604,1.2268732,1.3113852,0.8465138,0.9094011,1.118465,1.0933589,1.0593486
glasses,1.2494777,0.88860047,0.54877174,1.0271723,1.2305532,0.71630484,0.5647397,0.75140727,1.3152411,1.4448179,1.0631204,1.4360024,0.36049116,1.4599172,1.4024749,1.2312002,1.3626382,0.87205064,1.1555892,0.58589906,1.1214491,1.4316696,0.8276525,0.66910523,1.075829,1.1635144,0.5694098,0.8761654,0.51275826,1.0407462,0.82057136,0.6214218,1.3278253,1.3793559,1.2785727,1.2685542,1.4319443,0.95246816,0.372472,1.5020814,0.6004611,1.2839931,1.2042075,1.130664,1.1867964,1.1569927,1.3101065,0.5081955,0.90182936,1.0011368,0.95671874,0.4517882,0.7967317,0.63154596,0.4316405,0.5188891,0.99167454,1.2376883,1.2460867,0.0,0.84718263,1.0500073,0.8737459,0.958358,0.7502358,1.0524902,0.4996829,1.2974415,0.8770053,0.95736086,1.2339646,1.2826705,1.3304622,1.1448797,1.2906282,0.6005155,1.0953617,1.0982804,1.1462648,1.3573254,1.1853508,0.2550727,0.8006883,0.44988942,0.55815184,0.5425957,1.3312731,1.1732906,1.3607428,1.2167102,1.2209065,0.4736215,0.61360884,0.8906257,0.886595,0.80842054,0.8263067,0.3492086,1.0946882,1.1557554,0.8481382,0.6347324,1.124904,1.3199615,1.1030357,1.250311,1.3128313,1.1537372,0.75578994,1.1558663,1.2453046,1.427136,1.4359922,0.20533156,1.1844084,0.46867806,1.1818794,1.0935874,0.9633172,1.3067296,1.2865891,1.3592893,1.5181516,0.7706204,0.29605812,1.0300324,1.2740417,0.89745206,0.68339,1.4657705,1.0926894,1.0014812,0.5207033,1.0868785
glove,1.0030016,0.8681797,0.8760669,0.76006484,1.0509753,0.8772403,0.80747384,0.7490999,1.077755,1.4352381,1.0755043,1.3698778,0.6625157,1.2782087,1.0872874,1.0267681,1.156922,0.9379657,0.88723767,0.8269463,1.1089543,1.2498345,0.7781711,1.0699223,0.86190575,0.8972689,0.9349841,0.785214,0.8783417,1.2012435,0.8360169,1.0351797,1.2407511,1.1442547,1.3180194,1.2042389,1.2940085,1.1116916,0.8778992,1.310492,0.8168285,1.1712732,1.0299718,0.85599756,1.250669,1.0219245,1.0326111,0.9174264,0.87428296,1.1413813,1.0686032,0.8121435,0.9650577,0.81467104,0.8116073,0.6857213,0.8542819,1.1091701,0.9639513,0.84718263,0.0,1.3056366,0.7751585,1.1531578,0.8853583,0.8907598,0.5208706,1.009157,0.9231555,0.93216395,1.0342419,0.9141364,1.0958759,0.9670571,1.2021229,0.94736254,1.0402538,1.0603755,1.1380014,0.67880607,0.83604985,0.977669,0.519519,0.7664922,0.9757345,0.89181554,1.2411573,1.2053758,1.061365,1.0189415,1.1844943,0.831499,0.8854944,0.73787415,0.7889043,0.72126997,1.1045582,0.8131421,1.0906252,0.83835346,0.93713814,0.82535183,1.0057427,1.0681635,0.8291914,1.1513778,1.0235755,0.7947532,0.6222347,0.9357643,1.2784927,1.3192167,1.2558346,0.79050285,1.278329,0.8569282,0.8060978,1.2337395,0.83428895,1.1804911,0.88327324,1.0824716,1.358569,0.7347867,0.7646368,0.8634068,1.043691,0.5891071,0.76181227,1.3452013,1.1902572,0.94551283,0.7942914,1.2458271
grass,1.0616798,1.1462314,1.2077514,1.2035367,1.0254749,1.0989834,1.1441758,1.2533283,1.1466262,0.7110915,0.6320855,0.8544892,1.1259977,0.90464735,1.0916517,0.9866055,0.8886644,1.1266869,1.2076883,1.1530802,1.1360059,0.9849959,1.1119723,0.8456867,1.1615081,1.1131241,0.9891378,1.1058378,1.0667715,0.4896418,1.0682734,0.9997013,0.84556395,1.0899001,0.84194285,1.0409886,0.89822996,0.913317,1.039509,0.9651622,1.1406196,1.0869184,0.9843749,1.2201862,0.71110046,0.91879964,1.0750599,1.1051437,1.1920756,0.6197582,0.98968226,1.1147959,0.96424586,1.1604595,1.0760766,1.054513,1.1198931,1.0809463,1.0786722,1.0500073,1.3056366,0.0,1.1850286,0.96851814,1.1321058,1.10631,1.246356,1.0200653,1.101993,1.0750175,1.015096,1.09805,0.89549685,1.125914,0.95327765,0.9241371,0.9538335,0.88272655,0.9600672,1.1731924,1.1214768,1.0294961,1.1306639,1.0792453,1.0143486,1.1237658,0.83966064,0.6776066,1.0170472,0.96489894,0.95875746,1.0561467,1.1142006,1.1981931,0.988048,1.2094766,1.0791507,1.0837781,0.9139721,1.0923268,0.9765175,1.0394921,1.0194671,1.0504341,1.0882429,1.0512614,0.9636341,1.1869416,1.1714841,1.143539,0.59556013,0.8188576,0.9707688,1.0840615,0.7788699,1.068775,1.0331037,0.8900184,1.1557224,0.96144843,1.1370945,0.93755716,0.9337409,1.1480875,1.1086643,1.1827781,1.0165772,1.137257,1.2440351,0.99099857,0.66643167,1.1433486,1.1184531,0.7057751
gum,0.98085284,0.99326676,0.643291,0.68705034,1.2936938,0.59938574,0.73036265,0.6934514,0.90350235,1.3382533,1.2163558,1.3181968,0.77080417,1.371605,1.2205173,1.0476471,1.3582859,0.7455907,0.6215683,0.6614631,0.8059752,1.2237482,0.83171433,0.87344897,0.77026385,0.81035787,0.98238385,0.8917239,0.8447584,1.3550079,1.2597847,0.7520068,1.308031,1.1194574,1.1013138,1.0040286,1.3516042,1.0019697,0.60587656,1.3253448,0.6606841,0.9274328,1.3038076,1.0025321,1.224145,0.9879173,1.2739851,1.0143006,0.7450359,1.3703291,1.0134292,0.91779745,0.6599042,0.70645535,1.0034193,0.7561524,0.58235824,0.9967366,0.8657099,0.8737459,0.7751585,1.1850286,0.0,1.3373454,0.8761099,1.0096308,0.7777386,1.0482513,0.93567836,0.7742947,1.1118244,1.0557983,1.4655417,0.86165303,1.3577725,0.86814165,1.2033943,1.0571142,0.98867637,1.0239184,0.8742893,0.7293238,0.8303864,1.0748478,0.8554942,0.61104405,1.4111817,1.3016307,1.3424771,1.3637654,0.8895428,0.6932448,0.77504957,0.6893127,1.1331649,0.77305436,0.7610822,1.009332,1.0654646,0.9994443,0.95546335,0.84222937,1.2197012,1.1151427,1.1699618,0.94276524,1.3784356,1.0127246,1.1103914,0.95043373,1.4638678,1.1611228,1.2068503,0.7459673,1.0536501,0.66458356,1.041003,1.0493219,0.7683838,1.1114091,1.1044152,1.3307977,1.35866,0.67425764,0.8744194,0.9840149,0.8859643,0.851391,0.6058159,1.0068847,1.0922998,1.1952682,0.8130071,1.0936337
hair,0.8601167,0.7965619,1.2759887,1.1092068,0.68496346,1.3369205,1.350222,1.3374137,1.1496271,0.85811406,0.9561368,0.72516686,1.3363452,0.7973596,0.65862536,0.85728794,0.8760646,1.2785965,1.3113956,1.3799567,1.3103688,0.84679425,1.1562766,1.2194239,1.4031509,1.0091932,1.2188956,1.2065374,0.95372856,0.76900506,1.0747174,1.2347451,0.771332,0.8550185,0.9317253,0.9870475,0.6544868,1.0142668,1.4105453,0.76590484,1.3877178,1.0790946,0.52191347,0.9669513,0.8716302,1.312084,0.6235859,0.75654393,1.2064246,0.99749637,0.6291691,0.78796494,1.2823646,1.1862215,0.7944001,1.2401658,1.323778,0.90549845,0.91977775,0.958358,1.1531578,0.96851814,1.3373454,0.0,1.253167,0.675568,1.3146564,0.89328945,1.1713235,1.2939858,0.7693387,0.9517881,0.57337064,1.2048557,0.74811953,1.3732986,0.7754315,1.0106434,1.0682843,0.67564845,0.97661674,1.1368458,1.3392569,0.89239794,0.89266145,1.2510893,0.8501397,0.95248395,0.6169213,0.55084205,0.92863894,1.4138529,1.402509,1.1907611,1.0819956,0.8068703,1.4222008,0.93314284,1.0014337,1.1594276,1.3624,1.1676242,0.9899182,0.7594481,0.7743639,1.2049136,0.5285592,0.93289006,0.85691935,1.3145988,0.76013935,1.0641654,0.78434443,1.259837,0.91932577,1.3166909,1.1259396,0.9631765,1.3447204,0.8552623,0.8963006,0.6321031,0.8136548,1.4154193,0.91458726,0.82225966,1.0564111,1.352084,1.431668,1.0735536,0.9764109,1.090245,1.319742,0.953589
hamburger,0.96527684,1.1502011,0.65406275,1.0394624,1.338834,0.7770332,0.6793609,0.7108898,0.9968267,1.306989,1.1139671,1.2540965,0.7540003,1.3179626,1.2610474,1.0059083,1.1706324,0.5665692,0.7799808,0.6075804,0.8919824,1.1718473,0.8258421,0.7986616,0.84859324,0.9476402,0.85304224,0.4899794,1.0825787,1.173265,0.92674536,0.8011451,1.2541211,1.1635513,1.1678139,1.0354191,1.289129,1.1113583,0.7129532,1.2549434,0.6537021,1.1331171,1.2162346,0.8766329,1.1813753,1.0863361,1.2355962,1.0556638,0.75102675,1.0860656,0.7926865,1.0977211,0.884267,0.7123201,1.0421962,0.8140833,0.76309115,1.09341,1.236532,0.7502358,0.8853583,1.1321058,0.8761099,1.253167,0.0,1.2977333,0.6298869,1.2044542,0.6139083,1.014465,1.2356582,1.0706602,1.3892837,1.1049362,1.1797134,0.85359085,1.219853,1.1407689,0.9546882,1.182822,0.94690156,0.7318501,0.9220072,1.0403311,1.0154316,0.7121753,1.1850897,1.1262776,1.2836971,1.347532,1.2419801,0.7799898,0.82254916,0.69331914,1.0308323,1.028034,0.68488985,0.92060626,1.1357008,0.952676,0.8302367,0.7377288,0.9569973,1.0452466,1.2418076,1.1259385,1.3216536,0.977641,1.1634734,0.90835893,1.2625207,1.2667408,1.2992328,0.6870221,1.0237845,0.68732417,1.166105,1.0921361,0.9079959,1.1514404,1.0273117,1.3152156,1.2545179,0.7009965,0.9053892,1.1689055,1.3046076,0.87941587,0.50865227,1.0018538,1.0937492,0.91178054,0.7847911,1.1592327
hand,0.9370471,0.39354575,1.2321258,0.66899645,0.35617673,1.2543709,1.3190414,1.0705901,1.1306605,0.9645996,1.0764172,0.90157485,1.183465,0.9505765,0.6273591,1.0742661,0.9616688,1.360627,1.2084024,1.4234354,1.2154406,1.0097529,0.9985554,1.3148328,1.2623743,1.0037688,1.3277464,1.2546673,0.6904456,1.0923538,1.2372797,1.3315394,1.032481,0.85390514,0.942013,0.9346701,0.8632889,0.91397685,1.3251681,0.9742777,1.391038,1.0180709,0.9648016,1.0366936,1.0560365,1.1788318,0.8248259,0.63899434,1.1138916,1.1006594,1.0280558,0.40914595,1.294721,1.2972622,0.609674,1.1423665,1.2446373,0.76832604,0.52547336,1.0524902,0.8907598,1.10631,1.0096308,0.675568,1.2977333,0.0,1.3254992,1.008196,1.219737,1.0697092,0.83903384,0.85289794,0.7423153,0.8989058,1.0571096,1.4466991,0.41614598,0.9827575,0.96757525,0.5949321,1.1593688,1.1653463,1.1593236,0.7176981,0.88021743,1.1281877,1.0205486,1.0774229,0.6846588,0.80692816,0.88460183,1.2284956,1.1269248,1.1432952,1.1519673,0.945452,1.3523071,0.9075952,0.9731299,1.0850931,1.3288506,1.1720841,1.2121502,1.0424669,0.78916377,1.0450155,0.6529836,0.8697693,0.83589077,1.1289825,1.0739772,1.0516815,0.818051,1.2183425,1.0610548,1.3117659,0.7769247,0.90807754,1.1708788,1.0276864,1.0722353,0.81714296,0.9112435,1.3854584,0.6207629,0.53517485,0.68927515,1.2268137,1.3832327,0.98466945,1.0964622,1.2512743,1.0878639,1.1160245
hat,1.2060599,1.0816505,0.49752033,0.98770714,1.4228029,0.4787066,0.33250475,0.68823665,1.0686636,1.4963646,1.1593584,1.5184009,0.41429436,1.5064795,1.3916079,1.3066328,1.3763293,0.7385927,0.85688424,0.32097304,0.9458007,1.3229076,0.82270014,0.7052332,0.6438645,0.99128467,0.52331734,0.6579315,0.90808856,1.2553627,0.7019861,0.5549828,1.3456117,1.2725996,1.3686659,1.2948339,1.516508,1.1158602,0.4627961,1.4870446,0.3074602,1.0939304,1.2987082,0.8974416,1.2068267,1.0159816,1.2985718,0.87294424,0.6933237,1.0896333,1.0180601,0.9191468,0.79550666,0.49796307,0.86866874,0.59601367,0.73714006,1.3142425,1.2692792,0.4996829,0.5208706,1.246356,0.7777386,1.3146564,0.6298869,1.3254992,0.0,1.0350249,0.68854976,0.9855286,1.1803254,1.1456021,1.4697477,1.0818594,1.3292148,0.4814198,1.2735628,1.1626345,1.1503868,1.1731716,0.94376343,0.49186575,0.6203917,0.82307947,0.8945668,0.5559821,1.3466377,1.2402327,1.4368749,1.3461286,1.3257065,0.52472043,0.62114453,0.81408346,0.81957406,0.92848885,0.79242426,0.66513664,1.150895,0.9201831,0.6347352,0.5464463,0.96495163,1.2682506,1.1460968,1.2369077,1.4227114,0.9683215,0.8271709,0.91075784,1.3440154,1.4026062,1.4972572,0.31610805,1.2519989,0.5077446,1.0241629,1.2510031,0.77364755,1.2499596,1.0665423,1.4135778,1.501111,0.3074295,0.65983707,1.2021891,1.3134921,0.6556022,0.28918976,1.3528972,1.195567,0.87791944,0.44553316,1.2147015
