,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
frog,0.68049496,0.79006326,1.373807,0.80418956,0.8146256,1.0294452,1.0242856,1.2870694,1.2739246,0.7178152,1.1170205,1.2380452,1.3265312,0.7108045,1.0308409,0.84410155,0.9426891,1.2725283,0.8280263,0.8112233,0.8580129,0.67143774,0.8093146,0.9585758,1.1381724,1.0516826,1.0431625,1.0460345,1.2924685,0.92427856,0.7163894,1.2196943,0.8883455,0.75893176,0.8834607,1.1629361,0.8689135,0.90662146,0.90898323,1.0768101,0.42682564,0.72182584,1.1044635,1.0971308,0.0,1.2884758,0.9569327,0.96120924,1.049429,1.0123804,0.8826634,0.9990665,1.2366436,0.6666346,1.1901097,1.5007174,1.3748022,0.9006265,1.2372473,0.77223575,1.20293,0.8653276,0.82927436,0.70958066,0.81326085,0.95256877,1.4029082,1.3630073,1.0818297,0.88070786,0.83969676,1.0362471,0.62495196,1.0758852,0.60081095,0.9763896,1.2508888,1.0922376,0.989213,0.8112099,0.9925831,0.87788427,1.1837863,0.996258,1.3880616,1.2426898,1.1191202,1.0084643,1.0381825,0.6578258,0.71727395,1.1460563,1.337352,0.5601996,0.9683899,0.84863794,1.2119309,0.8392993,0.6297172,1.2590852,1.1762174,0.8622975,0.8966365,1.1087103
glass,0.87575436,1.2894531,0.8685025,1.3350345,1.2678555,0.6938782,0.9032981,0.84715444,0.78071827,1.3507655,0.9462644,0.81225455,0.8000338,1.2814233,0.45366406,1.1188675,1.0701684,0.43131024,1.3173088,1.3119571,0.98748785,1.3718147,1.154923,0.8884006,0.76222074,1.1493762,0.79863477,0.72971666,0.73011297,0.62680155,1.3743787,0.7907435,1.2761055,0.97774947,1.0480111,1.0329746,1.0702506,1.169972,1.2672138,1.2142847,1.1919701,1.0860869,1.0797026,0.9333563,1.2884758,0.0,1.1957371,1.3131366,0.71237206,0.78650874,1.2361984,1.1134018,1.0083715,1.4688964,0.7317511,0.75628686,0.8061536,1.2125978,0.8506071,1.3582335,0.94208324,1.4018266,1.2405488,1.402148,1.2985001,1.1617122,0.80305666,0.7717165,0.61015487,1.2616814,1.319971,0.9731722,1.4225408,0.3638717,1.2253016,0.77114636,0.86019075,1.018608,0.9640052,1.0972025,0.9334633,1.1923875,0.97074276,0.90092075,0.782457,0.93426687,0.9742877,0.9253454,0.8110687,1.4778824,1.2256848,0.80501443,0.4252507,1.3353759,1.3638436,1.0712153,0.6292043,1.3479451,1.2162886,0.41817605,0.90518683,1.2299457,1.3485276,1.0248888
glasses,1.1303227,0.7659699,1.0622544,0.9624301,1.0567513,1.0781887,1.3073694,1.1319361,1.2665812,0.73828065,1.067861,1.1883937,1.3014822,0.9914967,1.2393575,0.93644595,1.0994582,1.2750641,0.41470444,0.96386045,0.823448,0.99324864,1.0120013,0.98988163,1.2316693,1.1988765,1.1627839,1.170418,1.2802765,1.1750222,0.62116516,1.2607251,0.7020612,1.0423386,1.2477643,1.1344428,1.1231886,0.71396255,0.87219524,0.42617905,0.97288114,1.0333589,0.8589393,0.95611465,0.9569327,1.1957371,0.0,1.1902232,1.2128936,0.9754936,0.3269198,0.91242045,0.76294184,0.8976576,1.164248,1.2315631,1.0740417,0.9123477,1.2540331,0.89353067,1.1693605,0.5557477,1.0188122,0.73800087,0.8496378,1.0306093,1.2566955,1.1512449,1.2334614,0.48240215,0.5990017,1.2228283,1.0468279,1.2065897,0.90791667,1.120029,1.1281332,1.0222452,1.2789454,1.1105746,1.2641817,0.856439,1.2516549,1.0212973,1.145639,1.0401068,1.09682,1.1793826,1.2053132,0.5170799,0.7203411,1.0827022,1.3016526,0.94448364,0.40088153,1.0950441,1.2048131,1.0488842,0.93056554,1.3300421,1.1033297,1.0014774,0.23898268,1.0183296
glove,1.0400708,1.0992942,0.91969144,0.9631221,0.97125214,0.9781397,0.9281175,1.1819962,0.99070066,1.1495728,1.0745457,0.92461425,0.7691496,0.96346354,1.1925545,0.8991531,1.1235594,1.235713,1.0869373,0.94995606,1.1181408,0.94187117,0.9437075,0.90245306,1.0442743,0.8312624,1.0338619,0.9622628,0.9593111,1.133737,1.1365283,0.9914026,1.0955554,0.90594363,0.5561056,1.1058328,1.1656417,0.9059945,1.098517,1.0847778,0.96356976,0.9861334,0.81812185,1.1118735,0.96120924,1.3131366,1.1902232,0.0,1.0976348,0.9857089,1.084756,0.8616537,0.9167199,0.8077241,1.0421021,0.9115957,0.9194966,0.9934041,0.93925947,1.0816784,0.72117424,0.99533564,1.0368943,1.0168467,1.0577945,1.1175561,0.72169316,0.9104893,1.2461345,1.0786442,1.1293467,0.90135837,0.6394872,1.2052895,1.0444982,1.1379371,0.9937138,0.8737687,0.74132323,0.98033845,1.0016981,0.798686,0.6772896,1.0278286,0.9654292,0.7574729,0.9383199,0.93199474,1.308297,1.0438843,1.1010954,1.1805735,1.2819525,0.97332036,0.9359756,1.0125986,1.0438404,0.7248292,1.0330542,1.2554897,1.0739534,0.91451263,1.1347508,1.0898113
grass,0.85110664,1.1311367,0.94835186,1.1358961,1.148072,0.7714777,0.9747186,0.87201357,0.7671236,1.2244122,1.163317,0.98254436,0.80123657,1.1115428,0.8791234,1.2098682,1.0792744,0.7694037,1.3581446,1.2351978,1.117036,1.287835,1.0057105,0.999418,0.6883703,1.0794787,0.85975134,0.9090813,0.76614577,0.8778461,1.2811857,0.8809131,1.300673,0.8500254,0.8478726,1.0627595,0.9754917,1.2233295,1.0903407,1.2321303,0.9299887,0.975041,0.9853586,1.1002395,1.049429,0.71237206,1.2128936,1.0976348,0.0,1.1002578,1.2657194,1.0504438,1.1124002,1.2947109,0.8393866,0.84623927,0.9465584,1.2806631,0.87929344,1.2077458,0.79179776,1.2612956,1.1645302,1.265849,1.2275331,1.1916149,0.9170482,0.9185203,0.9012935,1.293092,1.2915523,0.53728896,1.3655366,0.66443306,1.1321067,0.9206245,1.069261,0.667139,1.0325841,1.1367325,1.0776957,1.1590674,0.8541436,0.9455106,0.93280774,1.0771729,1.0852871,0.9642699,0.89604855,1.322778,1.2489327,0.96732235,0.66175824,1.2096044,1.2582684,1.0942925,0.85626125,1.0367693,1.0569179,0.7071459,0.94157505,1.2006916,1.261601,1.1107937
gum,0.85513806,1.0539441,1.0324075,1.0738994,0.99267405,0.5508533,0.90110314,1.1852044,1.2820271,1.2885993,1.1234947,0.9204782,1.1244668,1.0564351,0.50264865,1.0716608,0.9896819,0.71454865,1.0547686,1.1193119,0.80855584,1.1037047,1.1153519,0.8565987,1.2746149,1.2375963,0.87210363,0.85920995,1.2314315,0.71619093,0.99279416,1.1313444,1.0787551,1.0503253,1.0284069,1.24613,1.3007426,0.8550068,1.1540767,0.84411407,0.8988337,1.0371274,0.90079594,0.6891733,1.0123804,0.78650874,0.9754936,0.9857089,1.1002578,0.0,1.0631961,1.0489143,0.6472174,1.2570363,1.1394974,0.9676366,1.1132152,0.9277476,1.029916,1.2883852,0.873321,1.1674546,0.9608389,1.1864537,1.2462081,1.1790104,1.0698439,1.1561923,0.727604,0.79375917,1.0402381,1.050417,1.1340308,0.859755,1.0638254,0.93189996,1.0988504,1.0503602,0.65151584,1.0592668,1.0073959,1.0252488,0.94043565,0.6265611,1.1353387,1.0126259,1.1946509,0.7295815,1.1599429,1.2099326,0.9917868,1.0509324,0.89409286,1.0198584,0.9588819,0.71414,0.46873623,0.83508694,0.9642766,0.70019865,1.1676952,1.172531,1.0674995,1.1903536
hair,1.1367656,0.8091501,1.130928,0.9138056,0.9805661,1.1132779,1.2763164,1.0773066,1.240354,0.7955619,1.0893897,1.1261688,1.2441936,0.96680415,1.3211062,0.9148895,1.1012846,1.342459,0.519974,0.9549157,0.7949191,0.920346,0.9903128,0.86345124,1.1953852,1.1323369,1.1537143,1.280005,1.2122132,1.2376077,0.75897205,1.2239945,0.77672595,1.0115252,1.0913379,1.0330707,1.1062405,0.7212753,0.9085672,0.5465213,0.95509386,1.0580485,0.8648622,1.0076615,0.8826634,1.2361984,0.3269198,1.084756,1.2657194,1.0631961,0.0,0.8778009,0.8002324,0.8014186,1.1690412,1.2140825,1.040943,0.95236874,1.2423551,0.89749986,1.0603895,0.62371415,1.0059583,0.7995926,0.8473549,1.0336192,1.1525946,1.0952692,1.3540668,0.664246,0.7438344,1.1210449,0.9421663,1.2168751,0.88964677,1.2026203,1.1310874,0.8885532,1.2277509,1.0621566,1.1885694,0.77748233,1.2147554,1.1427128,1.0834576,1.105775,0.9843237,1.1331693,1.2795718,0.60877085,0.7025714,1.0731375,1.3554015,0.9640793,0.47841734,1.0577774,1.2800298,1.0028014,0.94979894,1.3823147,1.078558,0.9435341,0.43305987,0.97175545
hamburger,1.1224172,1.1507863,1.0586059,1.1242795,1.1395414,1.0635651,1.0945954,0.9382417,1.1227868,1.1048895,0.8303174,1.0286402,1.0964708,1.0941646,1.1963272,0.978477,1.0591972,1.2265618,0.8235357,1.1453416,1.0018488,0.988488,1.0276184,0.77950215,0.96800107,0.8828135,0.99378866,1.0893443,1.0275437,1.1170144,1.1258059,0.9906816,1.0173328,0.91885906,0.94079405,0.9850407,0.95976317,0.97132343,1.0711393,0.97640026,1.0278221,1.0438882,0.93556035,0.9354814,0.9990665,1.1134018,0.91242045,0.8616537,1.0504438,1.0489143,0.8778009,0.0,0.6929423,0.9990672,0.9829525,0.9734871,0.99979174,0.8309878,1.0089338,1.0035441,0.97374856,1.0003527,1.1165984,0.93818593,1.0973701,1.0911126,0.99323803,0.994749,1.2159337,0.9255393,1.0970311,1.135061,0.85653925,1.1310978,1.0840989,0.92439246,0.885623,0.91567004,0.88070667,1.000975,0.92995125,0.6200596,0.97580355,1.1029642,0.9411754,1.0191144,0.9234632,1.0756471,1.0471246,1.0279628,1.0195154,0.99184495,1.1470146,1.0888622,0.8904036,1.0985594,1.0884274,1.0371557,1.2265377,1.1618563,1.0368366,0.91948944,0.959971,1.038777
hand,0.9427331,1.2881933,0.6481684,1.2666724,1.2069169,0.7870979,1.2596083,0.8706538,1.1387063,1.316013,0.9195268,0.7603191,0.997263,1.2513925,0.9274967,1.3029662,1.1946056,1.0454822,0.9402661,1.3727678,1.060866,1.2883878,1.1969376,0.6731004,1.0370765,1.1091038,0.9347508,0.963643,1.06765,0.88932306,1.2655948,1.0741947,1.2297199,0.86729574,0.97167957,1.044382,1.2827661,0.77683204,1.1695073,0.5010996,1.0336279,1.2884403,0.57608604,0.7824223,1.2366436,1.0083715,0.76294184,0.9167199,1.1124002,0.6472174,0.8002324,0.6929423,0.0,1.3436208,0.9728416,0.7375378,0.7838578,0.98489344,1.0524586,1.4042205,0.618006,1.1649477,1.3558106,1.2603977,1.3698092,1.276315,0.7727653,0.8650977,1.064163,0.6701499,1.1372999,1.0239822,1.1962818,1.0341948,1.2717364,0.94021916,0.91050905,0.83258724,0.95868134,1.2596147,1.1662627,0.7814458,0.87946975,0.79484725,0.74228036,0.9017602,1.0319608,1.1028954,1.1256387,1.2381449,0.9333109,0.98136234,0.96574247,1.3117521,0.6039893,1.0424931,0.5756484,1.0268375,1.3995222,1.0270146,1.0082439,1.2065848,0.9304918,1.0988808
hat,1.1993723,0.5929784,1.328011,0.6252818,0.7223911,1.3497769,1.0416112,1.3457742,1.3296292,0.50423574,1.0400492,1.1044486,1.2050714,0.75558245,1.4428993,0.6075722,0.8516273,1.5014501,0.65340304,0.5511977,0.86359423,0.48986542,0.9146924,1.0906366,1.1280007,0.9600457,1.2327632,1.3308451,1.3360829,1.3868126,0.56270456,1.3059628,0.5599463,1.1703641,1.0387104,1.0486218,0.8432523,0.913857,0.8140442,1.0032849,0.78321207,0.8055265,1.2099063,1.1811469,0.6666346,1.4688964,0.8976576,0.8077241,1.2947109,1.2570363,0.8014186,0.9990672,1.3436208,0.0,1.2428958,1.2958508,1.2735329,0.69948995,1.2433841,0.4775893,1.2282014,0.52617574,0.53763604,0.47211516,0.54339814,0.7582589,1.232878,1.2637708,1.2649255,0.82507646,0.7132065,1.1342194,0.4645952,1.3573645,0.77769333,1.1863525,1.1225379,1.066042,0.9761111,0.7154967,1.0586045,0.7981629,1.0439715,1.1683488,1.2744377,1.1203084,0.930839,1.1090075,1.1195971,0.41434824,0.7699,1.0793177,1.5201333,0.5885265,0.81531835,1.0302837,1.5906382,0.6291547,0.71917695,1.5014076,1.190301,0.728168,0.7261794,0.9856479
horse,0.87180865,1.3280542,0.74118567,1.3339264,1.3072654,0.9344678,1.0827711,0.6323822,0.6764288,1.2129691,0.7550204,0.8868751,0.64817035,1.2579424,0.97278816,1.2368295,1.2571552,0.85393584,1.3022468,1.2443154,1.1920456,1.3335192,1.1987203,1.034537,0.610216,0.9675247,0.84154975,0.964027,0.67424405,0.9247009,1.3665876,0.7786323,1.3630687,0.78219634,0.95514363,0.8777825,0.9693973,1.0724434,1.2244507,1.1721847,1.0432554,1.2169865,1.0706269,1.0199612,1.1901097,0.7317511,1.164248,1.0421021,0.8393866,1.1394974,1.1690412,0.9829525,0.9728416,1.2428958,0.0,0.7281897,0.7173554,1.0294785,0.8069048,1.3075808,0.81880116,1.3229871,1.2952598,1.2948254,1.3066953,1.1497931,0.6062401,0.6690861,0.90787244,1.1110435,1.3458719,0.8407018,1.2133229,0.8294008,1.1960254,0.8796654,0.77320844,0.9185887,1.092533,1.1127772,1.0048379,1.0101721,0.90505546,1.1654854,0.6565725,0.77593,0.79205966,0.9931614,0.7407119,1.3553725,1.0578024,0.8473894,0.787042,1.296016,1.2560495,1.0368,0.8629154,1.3003306,1.3735702,0.8127627,0.86115456,1.2007365,1.3191876,0.9476385
jacket,1.0042055,1.4094315,0.43535239,1.3268459,1.2715645,0.86335135,1.0973667,0.766834,0.6613355,1.4207933,1.0023242,0.6776206,0.3011765,1.3385571,0.83294755,1.4143736,1.2014406,0.68424064,1.431202,1.3505311,1.2173848,1.4386609,1.2365245,0.84073186,0.7205927,1.0138408,1.0377373,0.777832,0.5890332,0.9440123,1.5228283,0.8624208,1.451566,0.9249376,0.9703699,0.9367801,1.1619706,1.2122562,1.2640564,1.0459614,1.3355858,1.3232315,0.925635,0.89487445,1.5007174,0.75628686,1.2315631,0.9115957,0.84623927,0.9676366,1.2140825,0.9734871,0.7375378,1.2958508,0.7281897,0.0,0.51914227,1.211668,0.85451937,1.4177775,0.41572082,1.3880033,1.2607117,1.4627188,1.3907067,1.3523757,0.27095234,0.5544527,0.88221675,1.2474092,1.368464,0.77656007,1.3604498,0.868484,1.3751388,1.0359946,0.5618768,0.80471003,0.80021864,1.3436232,1.163303,1.1279893,0.43880486,0.97712475,0.5301045,0.61351013,0.9540142,1.0606183,0.9214916,1.4931844,1.330001,0.9197072,0.50102234,1.4356848,1.2593701,1.20946,0.6332976,1.0746341,1.4899613,0.6986903,0.7928433,1.2851408,1.3020834,0.96118444
jeans,0.9556901,1.3912957,0.5259228,1.3641249,1.2977617,0.96216506,1.2117825,0.66832894,0.73373175,1.2985492,0.779668,0.64353466,0.45776767,1.3775098,1.0283848,1.3347584,1.2614192,0.9198245,1.2579881,1.3230544,1.2405105,1.3597908,1.2727227,0.93146616,0.6164153,0.9683784,1.0674117,0.9895484,0.5326992,1.0883315,1.396885,0.9173212,1.439856,0.907947,1.0701245,0.92393404,1.0949954,0.9942095,1.2584344,0.8482417,1.3199263,1.4250146,0.88973874,0.8830988,1.3748022,0.8061536,1.0740417,0.9194966,0.9465584,1.1132152,1.040943,0.99979174,0.7838578,1.2735329,0.7173554,0.51914227,0.0,1.0098789,0.83417016,1.4133456,0.629103,1.4019951,1.2548765,1.4468668,1.3855441,1.232626,0.46699202,0.08606744,0.97825444,1.044723,1.2921864,0.91872025,1.1357479,1.1116223,1.4323647,0.99637043,0.63453555,0.9451955,1.0483791,1.2803584,1.0229234,1.1574684,0.8023579,1.1103197,0.34995127,0.6516639,0.57784283,1.0532646,0.99053484,1.3565823,1.0223094,0.82526636,0.7651611,1.366735,1.088076,1.0455612,0.8737756,1.1529746,1.4890125,0.8834703,0.8137171,1.2536403,1.1627618,1.0622063
knife,1.166002,0.9534326,1.1252694,1.0423609,1.0334827,1.2271147,1.1887864,1.0630677,1.2099376,0.7638686,0.7678565,1.0130992,1.1444173,1.0576972,1.2095096,0.94758457,1.0023605,1.3312953,0.80563104,0.85740197,0.9679136,0.8367153,1.1798098,1.0289389,1.0026524,0.8708941,1.0943453,1.1934302,1.1998885,1.2874429,0.63937473,1.127232,0.8502978,1.2305404,1.275029,1.0412976,0.78140616,0.7279438,1.0211095,0.76662576,0.8589017,1.1552864,1.1267912,0.81040716,0.9006265,1.2125978,0.9123477,0.9934041,1.2806631,0.9277476,0.95236874,0.8309878,0.98489344,0.69948995,1.0294785,1.211668,1.0098789,0.0,1.0233296,0.9249539,1.1252415,0.87848544,0.8152689,0.8674199,0.98562866,0.7866405,1.1377711,1.0003762,1.040268,0.60429347,0.7185444,1.2519431,0.631371,1.3122278,1.0131263,1.0585448,0.9703708,1.1002651,0.9495569,0.9901671,0.9836074,0.6719949,1.253313,0.92336386,1.0868495,0.85979754,0.858597,0.90634584,1.0472343,0.68018097,0.59203184,1.0641358,1.3356104,0.86192274,0.7954973,0.66812646,1.124629,0.8695632,1.1148231,1.2872937,1.1620173,0.9543439,0.8004309,1.0370408
ladder,1.0328256,1.3748771,0.9370678,1.3107119,1.207059,0.9665412,0.72952676,0.76218843,0.46849978,1.3731426,0.808692,0.8932873,0.74923784,1.304702,0.85941386,1.2520245,0.9918281,0.7290837,1.321063,0.99742,1.1671827,1.0907274,1.1919293,0.9212167,0.8979525,0.6309383,0.82648665,0.81664234,0.56687105,0.97188044,1.4166534,0.42627567,1.2987479,1.0087371,0.8632904,0.6783689,0.8327794,1.120494,1.2515241,1.1400725,1.2382925,1.2284036,1.0636113,1.0341455,1.2372473,0.8506071,1.2540331,0.93925947,0.87929344,1.029916,1.2423551,1.0089338,1.0524586,1.2433841,0.8069048,0.85451937,0.83417016,1.0233296,0.0,1.2151723,0.8648874,1.3863816,1.2500327,1.3279219,1.2328697,1.0537093,0.7160944,0.76506776,0.85867304,1.2787232,1.2544882,0.92082405,1.0892677,0.96917933,1.2020199,0.92963296,0.8375973,0.9904818,0.82865834,1.0137329,0.7106581,1.1113223,0.89304125,1.0946734,0.7934274,0.914077,1.0195159,0.91025937,1.0379972,1.393882,1.0858316,0.9957237,0.7625148,1.3197613,1.294302,1.0738509,0.96032715,1.237956,1.2989546,0.6746089,0.8429254,1.0044334,1.3258443,0.90700746
lamp,1.3134745,0.39193034,1.4009975,0.5142633,0.6532115,1.2955416,1.0074624,1.2480886,1.2128938,0.34444547,1.0906993,1.3412199,1.4398328,0.5855874,1.443413,0.4998442,0.6897379,1.420747,0.72267455,0.54122937,0.9011136,0.45942736,0.7804323,1.293325,1.19316,0.957556,1.2060673,1.2544966,1.3314352,1.2442138,0.42536384,1.1539215,0.35972834,1.2617105,1.1716683,0.87526935,0.7019933,1.1695868,0.65856415,1.188988,0.9132839,0.56878173,1.2212948,1.1422085,0.77223575,1.3582335,0.89353067,1.0816784,1.2077458,1.2883852,0.89749986,1.0035441,1.4042205,0.4775893,1.3075808,1.4177775,1.4133456,0.9249539,1.2151723,0.0,1.5820384,0.45693278,0.4551543,0.34209597,0.24274182,0.6753819,1.4916273,1.3960676,1.2185074,1.0177714,0.60850495,1.2036794,0.71898556,1.2316934,0.6506866,1.1474617,1.2856905,1.1950828,1.2580686,0.6897357,1.0081235,1.0324131,1.2819088,1.1474254,1.355742,1.3639934,1.0870779,1.1035659,1.0046983,0.45955902,0.9828529,1.0425841,1.4116373,0.62369967,0.9218633,1.0841866,1.5135142,0.7615022,0.535076,1.4366784,1.0884812,0.58672166,0.76574224,0.82688904
mitten,0.80000365,1.4180777,0.6149294,1.2999468,1.1993784,0.80394995,1.1105742,0.8426236,0.84759766,1.4863989,1.0412701,0.6582234,0.3744414,1.3492748,0.874391,1.4996363,1.2751069,0.8641205,1.3210063,1.3997666,1.15004,1.4310992,1.1875006,0.7495983,0.8681512,1.0601335,0.94492644,0.7984861,0.7077374,0.9500294,1.5364532,0.9619902,1.5063269,0.8224233,0.7691369,1.0587217,1.278595,0.94334316,1.2491665,0.9455232,0.9345746,1.3641076,0.7901807,0.88161445,1.20293,0.94208324,1.1693605,0.72117424,0.79179776,0.873321,1.0603895,0.97374856,0.618006,1.2282014,0.81880116,0.41572082,0.629103,1.1252415,0.8648874,1.5820384,0.0,1.3824977,1.3133405,1.5023242,1.5185206,1.4149864,0.3403437,0.6958647,0.9872389,1.1455116,1.4495578,0.5274939,1.20412,0.99468434,1.396014,1.0272845,0.64782476,0.54464,0.7321593,1.3726753,1.1350663,0.8737347,0.41729426,0.94101954,0.7174536,0.5007751,1.0532825,1.0583537,1.1152481,1.4264152,1.1257693,1.1043307,0.8157456,1.4135756,1.0475866,1.0244029,0.6507496,0.89185643,1.4261571,0.85961986,0.92726827,1.3816686,1.2882378,1.1050103
