,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bear,0.93955445,1.1470737,1.0813503,1.0014709,0.8866023,1.024725,1.0988199,1.0857952,1.1997327,0.95541406,0.0,0.85173595,0.9932842,1.0621063,0.9918648,1.0714039,0.8548757,0.918477,1.1128031,1.1116252,1.2329692,1.0695711,1.1357462,1.1002685,1.1189607,1.1449974,1.0860311,1.072426,1.028535,0.43645573,1.1181965,1.0800987,1.1317029,1.1688654,0.9197663,1.1997416,0.965759,1.1794819,0.99111915,0.8826252,1.1220566,1.0747448,1.0209528,1.1819823,0.8742748,1.1073309,0.94698066,1.192169,1.1037854,1.2836657,0.75213814,0.805084,0.9194894,1.0914878,0.8851844,1.0764781,1.0824423,1.1198952,0.920915,1.0191175,1.0557809,1.0888115,0.95401084,1.0356642,1.057038,1.0522505,1.0094235,0.7398667,1.1006626,0.9598246,1.203604,1.0734701,1.0476648,0.95242167,0.9054883,1.0348876,0.7007743,1.1854914,0.84978354,1.0083894,1.0522323,1.1665375,1.0492647,0.91936445,1.067602,1.03529,1.1521622,1.0975448,1.1124481,1.0557346,1.0598038,1.0111799,1.11775,0.47216535,0.63952816,0.87486416,1.1626294,1.0959022,1.1489855,1.1267515,0.99762577,1.1146137,1.1234994,1.1063589,1.2799206,0.92800665,1.0584142,1.1118366,1.0808501,1.1255693,0.5785136,1.0392277,0.8999615,1.1539727,0.81180215,1.0676327,0.78045577,1.189047,0.883283,1.1733333,0.87741876,1.1133312,0.76593983,1.049433,0.951331,1.1220438,0.84270805,1.0850086,0.9221256,0.8778169,1.0027403,1.0254217,1.0539101,1.0531441,1.1315905,1.0709317,1.0132558,1.0476631,1.1789011,1.1466693,0.9465969,1.0884023,0.88893735,1.1497091,1.0755386,0.9686832,0.5230683
bed,0.97800165,1.3521876,1.5345714,0.7850044,0.9220928,1.4107946,1.3961694,0.98468554,0.8914206,0.6246632,0.85173595,0.0,1.4391935,0.44710886,0.80180466,1.2307802,0.2401421,0.47883308,0.9191821,1.4465711,1.4518209,0.64275753,1.3168979,1.1409526,1.3031111,1.1616772,1.493813,1.2142054,1.274361,0.8186681,0.57345283,1.0429971,1.5256078,0.7082237,0.8858733,1.1791716,0.8546753,1.1480296,1.1466637,0.26207876,1.0526248,1.5786996,0.29927266,1.504632,0.8231089,0.81466067,0.7881384,0.97360593,0.643452,0.9833709,0.6552854,1.2825208,1.478857,1.4917092,0.65261483,1.2506313,0.7797692,1.3467543,0.85967237,1.5303994,1.0691359,1.3001307,1.3099908,1.2525475,0.9277411,1.4250147,1.4214814,0.6564015,1.3000681,0.7362031,1.0680727,0.88715565,1.4746287,0.8375443,0.9007516,0.61520326,0.6392814,1.0022769,0.50886106,1.0707254,0.3750701,1.4130887,1.0713546,0.9196598,1.0081936,1.0519606,1.2454426,1.5190485,1.3809654,1.3298798,1.3007901,1.4829941,1.043057,0.7336447,0.75026274,0.55780154,0.6664632,1.4571203,1.4617488,1.3536571,1.1562312,1.1621534,1.0546412,1.0155183,1.1444315,0.8896581,1.4600475,1.3752692,1.1949451,0.9796085,0.49482822,1.1808308,0.6957246,1.2152572,0.55271715,1.3250016,1.0005629,0.8096192,0.53850955,0.81615746,0.4874494,1.6048822,0.5378952,1.5224034,0.7537769,1.2326047,0.67766905,1.0311002,0.63180244,0.5618385,0.7323358,0.27725267,1.4657478,0.9533647,1.4687159,1.3578703,1.058144,1.2658339,1.2061336,0.9225348,0.782775,1.0706446,0.8299742,1.2513961,1.5433148,0.54352385,0.7548301
belt,1.1283877,0.91667694,0.26159078,1.421788,1.0832642,0.45853114,0.6557095,1.3681164,1.1544558,1.2192341,0.9932842,1.4391935,0.0,1.2381483,1.2192838,0.7952926,1.3138075,1.4010378,1.0124501,0.22661805,0.30000257,1.3848865,1.011324,1.0855669,0.75898474,0.9205947,0.22125435,0.68246067,0.8664856,0.8358711,1.1583352,1.1452165,0.35521126,1.265562,1.1114398,0.8201769,1.2906463,1.1502712,1.1801319,1.3581454,1.2664418,0.21700609,1.4928774,0.30610716,1.2288088,1.2983105,1.2597635,1.1720806,1.2115133,0.99593043,1.2691097,0.70470464,0.5663377,0.75003004,1.1449417,0.9284482,1.2922411,0.9864371,1.1388367,0.33924627,0.86407727,0.950403,0.66422415,0.80174404,1.2925878,0.5084208,0.65433353,1.1875955,0.9869428,1.2529309,1.1203228,1.3835242,0.42838526,1.1083543,1.051855,1.3981998,1.134,1.312094,1.3933586,0.7604146,1.364078,0.49581683,1.2119262,1.2128068,0.8873532,1.1330004,1.049956,0.3743273,0.49818218,0.82280535,0.8515502,0.51782113,1.0074412,1.0267315,1.1254252,1.3422587,1.4064987,0.43559825,0.34745485,0.42085785,1.1666237,0.6397532,1.2634141,1.0057533,0.9089419,1.1854335,0.67332625,0.67776835,0.7871823,1.1525378,1.2428377,0.91445124,1.2087629,1.0121568,1.3594141,0.7159362,0.9569903,1.2635765,1.2254268,1.087375,1.3641999,0.24532735,1.1909678,0.30539554,1.2956382,1.0706183,1.2710675,1.041914,1.3121457,1.3580942,1.2500896,1.5123407,0.3478263,1.2140939,0.7029228,0.8692353,1.2518342,0.52058864,0.8750339,1.2369381,1.1706104,1.0044814,1.1094977,0.6509773,0.26255548,1.2102602,1.0903006
bench,0.9702338,1.2187295,1.4334594,0.96211505,0.8120645,1.3194919,1.2959298,1.0414684,0.80159426,0.46513128,1.0621063,0.44710886,1.2381483,0.0,0.99907076,1.0911505,0.59996057,0.62408733,0.9969905,1.3449634,1.1482762,0.82810104,1.2909708,0.90715176,1.1989483,1.101809,1.2420183,1.0260224,1.1822469,0.9081081,0.49643534,1.0427849,1.3253376,0.6217325,0.92315984,1.1489476,0.77183044,1.1537392,1.1031797,0.44937503,0.9925211,1.2855515,0.57203054,1.3468902,0.8767437,0.8805033,0.87805086,1.0184172,0.7172236,0.5832761,0.9601289,1.0419036,1.3325782,1.374624,0.9015006,1.2175624,1.0267962,1.3216575,0.9650236,1.300885,1.1582927,1.1876119,1.0390733,1.2192649,1.0478326,1.3510447,1.2119598,0.77378535,1.2506032,1.0168778,0.94132227,1.0469598,1.355428,0.99743915,0.98733735,0.54570013,0.886014,0.9683363,0.69340414,0.72540367,0.51270854,1.1803169,0.9605545,0.9601218,0.93750477,1.0606555,1.2736094,1.443256,1.1125904,1.1630204,1.2967966,1.4276844,0.9915073,1.0532812,0.930338,0.6609762,0.7690511,1.1011376,1.1485878,1.248878,1.1507457,0.8817258,1.0181625,1.0629107,1.0612203,0.9409175,1.3930306,1.2005254,0.92319864,0.90948135,0.79587305,1.0123764,0.97438663,0.9727006,0.8675626,1.0924128,1.0275342,0.80434793,0.7624533,0.54163957,0.5887841,1.3353894,0.7576204,1.353687,0.8413004,1.0075254,0.64592487,0.9772448,0.80649453,0.9389613,0.73738235,0.40943748,1.232292,0.8728679,1.3875468,1.2279128,1.0037515,0.96089995,1.1372645,0.9757687,1.0174736,1.0686061,0.9945497,1.0125434,1.4078954,0.7087126,0.94691193
bib,1.0193157,0.95987797,1.2551109,0.7631935,1.0577642,1.111664,1.011248,0.99006885,0.81081975,1.005499,0.9918648,0.80180466,1.2192838,0.99907076,0.0,0.94385606,0.7473995,0.9586126,0.6175233,1.2031118,1.1933656,0.6075283,1.0482309,0.99060106,0.9068886,0.989708,1.1702325,1.0549479,1.1489227,1.1375299,0.924821,1.047188,1.231832,1.077575,1.0625101,1.0415517,1.0236274,1.0135423,1.0707575,0.9416555,1.0568107,1.2286468,0.75739205,1.1031276,1.0442407,0.875119,1.0190922,0.7046025,1.0519733,1.1505703,0.9710583,1.0745484,1.1317894,1.1553899,1.001446,1.1274962,1.0217823,1.1298963,0.9739863,1.1966928,1.0480944,0.99631876,1.1540248,0.98297983,0.88575244,1.233281,0.9380978,1.0562875,0.8619864,1.046658,1.0932165,0.90732443,1.1364083,1.0109247,1.06001,0.90897554,0.9099159,1.0152091,0.8826376,1.0861022,0.9253727,1.1813109,1.0134442,0.75346655,1.0699313,1.1742407,0.99834603,1.230113,0.9796456,1.060821,1.2219961,1.2001432,0.94026977,0.96628654,0.850819,0.9454836,0.6879407,1.1258377,1.2334267,1.2206764,1.0954292,0.9567663,1.1506103,1.0277231,1.0874418,0.98645586,1.0801903,1.0879741,0.96949565,0.87344587,0.81176805,0.9219578,0.9292718,0.8899253,0.8322827,0.9633674,1.0468448,0.9207566,1.019385,1.0786778,0.8476958,1.2103271,0.9153862,1.2658508,0.89664376,0.9200179,1.022068,1.0157418,0.9338887,0.8824517,0.9504049,0.7137605,1.1500841,1.000779,1.1589822,1.1537638,0.8177907,0.89141667,0.6695013,0.7561923,1.0425705,0.8043681,1.0074707,1.1413702,1.2038404,1.0400857,0.86494625
bird,0.887884,1.0537703,0.7898624,1.2376046,1.1338288,0.75236076,0.7886914,1.2043712,0.9500284,1.2246547,1.0714039,1.2307802,0.7952926,1.0911505,0.94385606,0.0,1.1249138,1.2234669,1.0167923,0.7804099,0.78673625,1.2097926,0.8474373,1.0583287,0.862754,0.79710174,0.82931185,0.7677836,1.0690463,1.0723646,1.0389155,1.0235372,0.8271711,1.1236539,1.1902165,0.90968615,1.1582292,0.88654923,1.0672243,1.2911355,0.9832501,0.808227,1.1249465,0.7426412,0.9908275,1.1803825,0.92530906,0.8950472,1.1696084,0.982082,1.2176986,0.90060437,0.96857905,0.9118037,1.1263257,0.9910749,1.1495117,1.1277003,1.0484608,0.54775935,0.8066326,1.093706,0.97813714,0.75265694,1.1954865,0.9681586,0.86942536,1.1189282,1.0463344,1.1512918,0.9935121,1.3021327,0.86498916,1.0121154,0.8764957,1.1308886,1.2048304,1.0917463,1.3319039,1.0306891,1.1628773,0.7885324,1.2386432,1.1604558,0.87048435,1.2347571,0.8395041,0.8855563,0.6849592,1.0707314,1.1222858,0.9249221,0.96337414,1.0266589,1.2017877,1.307028,1.1461667,0.8917014,0.8701395,0.9144524,1.1559279,0.93100476,1.1226864,0.82195574,0.9708869,0.85813713,0.7792287,0.95910203,0.9328529,1.0119617,1.1507229,0.5063305,1.2350479,0.8997879,1.2774615,0.684417,1.2277622,0.9407211,1.1363695,1.1225172,1.168391,0.8408407,1.098302,0.8510587,1.2054092,0.99649644,0.9896525,1.0464206,1.1444904,1.2371855,1.0302035,1.2359918,0.7889995,1.0576711,1.0293264,0.9395246,1.1660829,0.7207884,0.9109083,1.0886,0.9584975,0.7912851,1.0352125,0.8987655,0.8873711,1.1127065,0.98189676
blanket,0.96043515,1.2669494,1.3759279,0.92250806,0.92249095,1.2753413,1.1892593,1.012253,0.92178863,0.75020254,0.8548757,0.2401421,1.3138075,0.59996057,0.7473995,1.1249138,0.0,0.6951658,0.971838,1.3481487,1.3222789,0.74457645,1.199636,1.1620727,1.1520646,1.0280379,1.3501937,1.1397021,1.1604048,0.9022025,0.768682,1.0298314,1.3991774,0.7999524,0.9334136,1.1974796,0.86702055,1.0504135,1.0770147,0.4405483,1.0045875,1.4344056,0.5462687,1.3581529,0.87311494,0.8848517,0.87807393,0.9929812,0.8032932,1.0038613,0.79862916,1.200021,1.3461827,1.3906546,0.71780187,1.1916747,0.88179046,1.2910789,0.87926733,1.3651402,1.0377134,1.261836,1.2783195,1.1247127,1.0049174,1.3349992,1.1956532,0.867538,1.1942109,0.8518963,1.0228834,0.96257895,1.2511005,0.92783135,0.94549227,0.7622386,0.66015875,1.0345881,0.67271274,1.041646,0.6026107,1.3332187,1.0396036,0.76348853,1.0476536,0.98237157,1.1373926,1.3713787,1.1845515,1.183967,1.207844,1.3409672,1.0056696,0.77572256,0.73579836,0.68817556,0.76398027,1.3399143,1.3703408,1.3020055,1.0871146,0.97698593,1.0325449,1.0296723,1.1349397,0.9407027,1.3283079,1.1964204,1.0253038,0.9916866,0.6866507,1.072766,0.69312364,1.1495576,0.6716074,1.2024772,0.9777525,0.9039528,0.80726063,0.8846393,0.65617,1.4616446,0.740015,1.405561,0.8046535,1.2153084,0.8095375,0.8531948,0.76257217,0.70813465,0.91643673,0.5823701,1.3202357,0.9697169,1.3844625,1.3204672,1.0783361,1.0667934,1.1512973,1.0315665,0.8808759,1.0462506,0.9144499,1.258516,1.4104685,0.7607376,0.803784
boat,0.8316311,1.38086,1.5043641,0.7196789,1.0445749,1.3133757,1.243088,0.8234376,0.9630124,0.5849895,0.918477,0.47883308,1.4010378,0.62408733,0.9586126,1.2234669,0.6951658,0.0,0.8197609,1.440747,1.2917281,0.6266564,1.1814436,1.1893952,1.1894286,1.146246,1.5000718,1.0632418,1.3477206,0.9511853,0.86344093,1.063281,1.4278061,0.8628057,1.0042126,1.2363926,0.8942183,0.99704254,1.0947117,0.72343075,0.9520015,1.4868264,0.51268864,1.4389527,0.65198916,0.6853641,0.73735034,1.1750822,0.822062,0.9575341,0.7393138,1.3838241,1.4611382,1.381706,0.66333246,1.297292,0.8361505,1.339849,0.75916725,1.4989259,1.1613333,1.3801383,1.1737999,1.160554,0.8713576,1.40908,1.5906274,0.53899026,1.2214099,0.85736346,1.1529483,0.9780892,1.5567206,0.62934065,0.7713751,0.5766445,0.7650526,0.912438,0.73392415,0.99664974,0.5624869,1.407302,1.1770092,0.984578,0.9689642,1.0559856,1.093599,1.4893132,1.5347329,1.4090303,1.2888238,1.414297,0.98675984,0.85043687,0.897083,0.8135188,0.82828856,1.367756,1.4175383,1.3848463,1.1646734,1.4954362,1.0070835,1.1301557,0.9183259,0.8074852,1.4167402,1.3497161,1.0880345,0.9704069,0.5151774,1.2795322,0.8693744,1.0616468,0.790753,1.3305968,1.1684146,0.73700833,0.6011975,0.69660544,0.25696528,1.5729859,0.7382047,1.5138144,0.6466352,1.0951853,0.6067273,1.1772661,0.5239588,0.72939,0.4891516,0.42260092,1.3523877,1.1171848,1.4755566,1.4176558,0.8591737,1.4493563,1.0033711,0.72331107,0.72334874,0.95390224,0.59752584,1.3002608,1.512317,0.6287966,0.8286629
book,0.8974319,1.1758056,1.0443983,0.72099936,1.1769277,0.9621583,0.9125769,0.9318602,0.856184,0.94496745,1.1128031,0.9191821,1.0124501,0.9969905,0.6175233,1.0167923,0.971838,0.8197609,0.0,0.96951604,0.9341731,0.299653,1.1115884,0.8629974,0.81172407,0.9008604,0.9522976,1.0043442,1.1250056,1.1575935,1.0463972,1.095038,1.0396674,1.1334307,1.2089603,0.8135484,0.9621434,1.070947,1.0336485,1.1243042,1.0817882,0.95498526,0.7682288,0.87893903,1.0533602,0.8914404,1.0867473,0.9724341,1.0625315,0.94451195,1.0799963,1.1929913,1.1434005,1.0587479,1.1545174,1.1550119,1.0274632,1.1568664,0.9362584,1.078267,1.0424513,1.1467062,0.9310573,0.79509324,0.8609672,1.1081563,1.1489865,1.080819,0.72220993,1.1120572,1.0959225,0.9980623,1.136057,0.9383522,1.1399411,0.9054874,1.1821913,1.0339624,1.1217215,0.87067366,0.9466021,1.0342784,1.1201358,0.89570266,1.0205787,1.0873177,1.0806185,1.0397699,1.072963,1.158528,1.206302,0.99353033,0.7896942,0.91052294,1.1585062,1.1954454,0.60118777,0.90599537,0.9463039,1.0639284,1.1675878,1.0329143,1.1423136,1.0526805,0.86003906,1.0910821,1.1191607,1.0347928,0.88515574,0.88229984,0.90152144,1.0987278,1.0830513,0.8120996,1.1478709,1.1361904,1.1951551,0.92934084,1.0218556,0.95874596,0.8424866,1.0433577,1.0539937,1.0554844,0.8754264,1.0180117,1.0956802,1.0535911,1.0638716,1.1253111,0.9320905,0.6343214,0.90847015,1.1529391,1.151238,1.1456838,0.8407599,0.98570585,0.46656007,0.54916126,1.0278245,0.87306416,0.9419285,1.0409652,1.0550245,1.0456812,1.0871625
bottle,1.160805,0.9289114,0.1792835,1.3548777,1.21668,0.40846896,0.63056135,1.3457593,1.1153775,1.3528674,1.1116252,1.4465711,0.22661805,1.3449634,1.2031118,0.7804099,1.3481487,1.440747,0.96951604,0.0,0.33200705,1.338604,0.99174386,1.0235721,0.72570705,0.9427565,0.22078705,0.6163618,0.91057616,1.0560439,1.1577317,1.1338866,0.40774012,1.2333171,1.1751761,0.72299683,1.3189179,1.1424295,1.13574,1.4132367,1.2305198,0.2512617,1.474971,0.14136559,1.2424972,1.2608778,1.2310172,1.0794545,1.1887451,1.0707604,1.256279,0.72536397,0.62078834,0.695709,1.1983584,0.9884285,1.2060217,0.96562016,1.1566415,0.35522127,0.7805707,0.9594017,0.86997736,0.85037947,1.1623724,0.5639336,0.6907383,1.204943,0.9655212,1.221925,1.1180786,1.3828359,0.39125234,1.1064463,1.0000077,1.4131298,1.2396933,1.2131202,1.4665296,0.987322,1.3273013,0.48485196,1.2352045,1.2884772,0.85997367,1.1861321,1.016213,0.29578042,0.49428302,0.8740343,0.84996766,0.4977529,0.93883,1.1264799,1.2222266,1.443315,1.3876383,0.5732743,0.37467444,0.27443874,1.2073001,0.77919877,1.2298568,0.9324773,0.84308875,1.1416878,0.61506844,0.6165757,0.872237,1.0058882,1.2980084,0.89665616,1.1847471,1.0240065,1.3760054,0.82898784,1.1317387,1.1367427,1.2025455,1.2326491,1.3836281,0.30971348,1.1953992,0.3307494,1.345994,1.1368067,1.3057597,1.0161415,1.3080795,1.3282716,1.2217689,1.479182,0.3916872,1.1205938,0.6949397,0.78272235,1.2369363,0.5590762,0.7766261,1.099129,1.1118314,0.96865165,1.1057838,0.5387304,0.24986756,1.2081856,1.1554362
bowl,1.2031386,1.0286286,0.36937845,1.258232,1.1352103,0.48634964,0.57986844,1.1216998,0.85284424,1.017732,1.2329692,1.4518209,0.30000257,1.1482762,1.1933656,0.78673625,1.3222789,1.2917281,0.9341731,0.33200705,0.0,1.2310716,0.82906985,1.0526986,0.63815695,0.9609345,0.35732257,0.7417692,0.91815186,1.083396,1.1317965,0.9380725,0.40693122,1.2038481,1.2112463,0.8041951,1.1942273,0.8996541,1.0743773,1.4475147,0.97466123,0.3283012,1.3767401,0.2743758,1.2239735,1.0482241,1.2419099,1.117422,1.2154074,0.8670681,1.27846,0.9042101,0.7752924,0.7254163,1.3045796,0.9748881,1.339859,1.0764012,1.1928263,0.48288423,0.91884553,1.047584,0.7419462,0.86924994,0.97991115,0.7335954,0.8057611,1.2493259,0.7840283,1.3503021,0.93333864,1.3773189,0.64776087,1.1971487,1.183363,1.1714897,1.3678181,0.93370306,1.5012946,0.82312346,1.3870921,0.55268085,1.185164,1.1459371,0.958315,1.1654171,0.850807,0.46596336,0.5724233,1.0119455,0.9545398,0.5694693,0.95982975,1.1361668,1.3777012,1.469456,1.2100099,0.5091145,0.43362617,0.5406194,1.0345138,0.7950627,1.0571907,0.99542993,0.5002752,1.1933137,0.7175428,0.8294937,0.7038332,1.044696,1.3209273,0.96460825,1.3493283,0.8642168,1.4712533,0.80736697,1.2331477,1.0378742,1.1979779,0.7253298,1.3362365,0.43285197,1.2600477,0.39722282,1.2035838,0.8451414,1.2794099,0.98621345,1.3345937,1.4355106,1.234517,1.3429817,0.25391448,1.139063,0.8652429,0.93376744,1.0736848,0.5968655,0.6929163,0.90545213,1.1928821,1.0098047,1.1958019,0.7105525,0.46942306,1.2654351,1.2261621
box,0.89552474,1.2578727,1.4101149,0.518219,1.1184319,1.26647,1.1023377,0.8520143,0.6563511,0.8025898,1.0695711,0.64275753,1.3848865,0.82810104,0.6075283,1.2097926,0.74457645,0.6266564,0.299653,1.338604,1.2310716,0.0,1.1993432,0.8740904,0.9894619,1.0404711,1.2602463,1.1820058,1.1614783,1.1329143,0.85474724,1.0307761,1.3613036,0.81694555,1.005762,0.9293353,0.86779785,1.0751356,1.0367088,0.8088059,1.0035039,1.3869472,0.41780615,1.2441891,0.9559606,0.67535377,0.9534611,0.87275636,0.8258593,0.913863,0.8787109,1.3363943,1.3048437,1.273808,1.0535707,1.248623,0.894247,1.2377446,0.8529806,1.4520173,1.0936047,1.2302165,1.1077615,0.96524197,0.7018754,1.3405772,1.3161459,0.9916828,0.8045901,0.9669957,1.0818036,0.85200703,1.4127514,0.89696395,1.1363302,0.75795466,1.0372808,0.8956908,0.8251561,0.9378916,0.6523255,1.3237121,0.9918555,0.7438376,1.0847178,1.0321054,1.1389345,1.3757858,1.331906,1.2471884,1.2702981,1.2656965,0.7932518,0.92226267,1.0295504,0.90151554,0.48335552,1.220921,1.3134253,1.3131816,1.0782458,1.2635584,1.0146699,1.0436431,0.9818803,0.9990844,1.3096368,1.1786454,0.8875863,0.7897873,0.7651395,1.1897901,0.9582601,0.933938,0.8764624,1.2401216,1.1409833,0.79693246,0.7972722,0.9018721,0.66573536,1.4191602,0.97714144,1.3516332,0.68442047,1.0530367,0.93333423,1.0121248,0.8872206,0.8861415,0.85246557,0.42706048,1.2690259,1.0654514,1.3453833,1.2941641,0.8204953,1.2803514,0.61124283,0.53411293,0.9249329,0.9120548,0.8455218,1.1706244,1.3917685,0.88243324,1.0298095
bread,1.0928805,0.93645626,0.88479227,1.0766944,1.0801061,0.91773695,0.891278,0.84366596,1.0109315,1.2427033,1.1357462,1.3168979,1.011324,1.2909708,1.0482309,0.8474373,1.199636,1.1814436,1.1115884,0.99174386,0.82906985,1.1993432,0.0,1.0556445,0.90746,0.92474747,1.0125233,1.044009,0.9524927,1.1476011,1.1504341,0.5506028,0.8957809,1.107497,1.0996494,0.8478654,1.1413122,0.10028088,0.8388581,1.287492,0.3149963,0.97335625,1.2608064,0.91310483,1.0989358,1.053814,1.0275563,0.93418527,1.2090676,1.0255836,1.2169248,0.97618246,0.8807136,0.7995938,1.2413887,0.86147106,1.1747813,0.8991301,1.172006,0.9148816,0.9735535,0.8846864,1.1685398,0.8824572,1.1332221,0.98248124,0.9129024,1.2075369,0.9211003,1.1905092,0.4681635,1.0482643,0.9774466,1.1560171,1.1277577,1.1834799,1.2685435,0.836984,1.3156286,1.221703,1.2369175,0.9142252,0.9765825,1.0326741,1.154571,1.0761714,0.03064698,0.8617065,0.92349327,0.99963254,0.93069035,0.7941225,0.9604632,1.1152965,1.2298468,1.3128697,1.0530853,0.9991942,1.0307419,1.0427483,0.74221236,1.0196438,0.6113527,0.9785337,0.5686599,1.0385728,0.7156332,0.945835,0.98452663,1.0366701,1.2303511,0.9125589,1.2797725,1.023819,1.2776258,0.87802833,1.1657722,1.0774702,1.2062595,1.0990157,1.2965521,0.9270966,1.2038634,0.8616731,1.1616919,1.0208967,1.2421973,1.0205739,1.2307539,1.2502477,1.203084,1.2238681,0.91327834,0.701471,0.89934206,0.8076407,1.1376036,1.0004478,0.9950658,0.92049015,1.0991704,0.90676457,1.1372964,1.0846072,0.95242274,1.2473646,1.1095017
broom,0.95584655,0.8072988,1.0352772,0.96083665,1.0984014,1.1117138,0.90459514,0.7979416,0.83320016,0.91858983,1.1002685,1.1409526,1.0855669,0.90715176,0.99060106,1.0583287,1.1620727,1.1893952,0.8629974,1.0235721,1.0526986,0.8740904,1.0556445,0.0,0.8896933,1.0201341,0.8455401,1.0949134,0.83259,1.2348267,0.82868993,1.0793854,1.007432,0.92388433,0.91827065,0.9127076,0.9837088,1.1249399,1.0131621,0.99838835,1.0261286,0.87578493,0.9541039,0.9728223,1.2459836,1.0711905,1.1643139,0.83432937,0.89250803,0.7326477,1.1562897,0.9864297,0.8091868,0.86431426,1.2948562,0.9552925,1.2229172,0.9029987,1.076645,1.04554,0.9985081,0.8409803,0.7608727,0.9707819,0.9272588,0.99031913,0.79075676,1.2656851,0.827556,1.24066,0.9722921,1.0158701,0.91139877,1.2137175,1.2787886,0.811516,1.1965163,0.9879551,1.0529461,0.89230204,0.88566947,0.89851665,0.90262336,0.76943576,1.1080688,0.8999059,1.0893687,0.9860636,0.8135228,0.7768975,0.97276187,0.90934265,0.8228204,1.1652392,1.039696,0.98120147,0.90835804,0.8094127,0.97112256,0.94094086,0.80362195,0.73966753,0.8712871,0.9190868,1.0063471,1.1517547,0.98628193,0.83592093,0.9890202,0.7075955,1.2412918,0.9363837,1.072827,0.8101095,1.1620288,1.0298136,0.89246553,0.8838971,1.1724049,0.98698956,1.0961088,0.89416206,1.2069795,0.9554351,1.1148462,0.8043245,0.96013546,0.93088025,1.2830042,1.2363808,1.0512905,1.0147289,1.0017341,0.8568709,0.9216773,0.83194196,0.76786494,0.8101336,0.7699295,0.80162853,1.1771405,1.0560148,1.1942792,0.6298707,0.9866954,1.1468055,1.2250502
bucket,0.9128809,1.0061201,0.7838546,1.1771282,1.1867379,0.6043258,0.46248317,0.9886298,0.78773725,1.1342316,1.1189607,1.3031111,0.75898474,1.1989483,0.9068886,0.862754,1.1520646,1.1894286,0.81172407,0.72570705,0.63815695,0.9894619,0.90746,0.8896933,0.0,0.869008,0.6353608,0.7790316,1.0789335,1.182573,1.040511,1.0976965,0.7531377,1.1794889,1.1756479,0.83373684,1.2171631,1.0099545,1.085649,1.3099579,1.0856686,0.7676123,1.2125282,0.38104242,1.1266112,0.94579464,1.0586455,0.88093495,1.1351634,1.0487982,1.2044913,0.95785344,1.0010226,0.8692388,1.229663,1.0679075,1.1859208,1.1584628,1.1341566,0.77050966,0.91274107,1.0560988,1.0127463,0.54549634,0.82700896,0.99584764,0.70583576,1.245891,0.808342,1.2200881,1.131583,1.2649473,0.8397212,1.0752118,1.0105016,1.0542393,1.2346342,0.79802525,1.3481472,1.0045516,1.1906768,0.85036826,1.1902355,0.88833004,0.96540016,1.2440233,0.87153405,0.8671876,0.68097657,1.0955316,1.0865226,0.8389952,0.77352285,1.1087233,1.1764483,1.364336,1.1125574,0.7891928,0.910581,0.91275615,1.1116083,0.92611885,1.1624659,0.93607414,0.9654174,0.98490256,0.76110345,0.78703976,0.69079,0.8213142,1.1863042,0.92751575,1.1880028,0.82960343,1.26453,0.7189761,1.269679,0.91620994,1.1968943,1.0101476,1.1500274,0.805954,1.274415,0.7649642,1.0314723,0.74250865,1.1237352,1.0141096,1.2382096,1.2552761,1.0995356,1.2313535,0.6463064,1.093885,1.0160248,1.0802268,0.8517318,0.6595136,0.53366303,0.947188,1.1470249,0.8988499,1.022699,0.8160555,0.8928142,1.218935,1.0567331
