,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bear,0.71516013,1.1401422,1.0993491,0.96309423,0.9466773,1.0827689,1.1219814,1.2119137,1.2699306,0.87471473,0.0,0.89984435,1.1951612,0.9018766,0.7656405,1.0269543,0.8468647,0.95367575,1.071349,1.2046922,1.1219791,1.0434809,0.9774308,1.2337033,1.2391273,1.2007855,1.05174,1.2668355,0.6100031,1.136926,1.0078202,1.072614,0.6172641,0.937744,0.91462934,1.1032598,1.0747623,1.0409315,0.9939464,1.2468964,1.0195737,1.2183341,1.0407877,0.83436334,0.87771565,1.1203839,1.0469198,0.9831543,1.1640589,1.0242774,0.7040355,0.7674985,1.1715703,1.1652147,1.1759679,1.1881571,1.1791928,0.9677448,0.8974418,1.1473354,1.2268816,0.4630478,1.2150537,0.97642,1.1641957,1.0864462,1.1848698,0.94044346,0.886181,0.8416152,0.8100687,0.9000432,1.0835558,1.0241259,1.1704618,1.0731375,0.73855287,1.0937533,1.1190231,0.9777626,1.0349383,0.83941245,1.1558518,1.1415567,1.2319123,1.0536805,1.085685,0.9903995,0.44329536,0.8788311,0.9542247,1.0275677,1.2650323,1.1988971,1.1852509,0.9646064,1.2127136,0.9523459,1.1264174,1.0807316,0.91587895,1.0392474,1.0889525,1.1082641,1.2117636,0.6068816,1.1429738,0.77063036,0.99370104,1.1080817,0.936863,1.0449793,1.1603615,1.0567455,0.9346886,0.9394271,0.8982208,1.1902944,0.63270956,1.0359111,1.2209557,0.97346246,1.2038006,0.9452013,1.1453278,1.2043408,0.85864574,1.0486243,0.9628164,1.1092952,1.202656,1.2014736,1.1477424,1.1524786,1.1689842,0.95811474,0.80028,1.0828949,1.1874795,1.1861547,0.95898134
bed,0.656848,1.2915962,1.4642978,0.7513404,0.79629004,1.4004922,1.2809097,1.3808849,1.0945543,0.6033783,0.89984435,0.0,1.3926386,0.42032474,0.45216763,1.3664914,0.36415195,0.83126754,0.8465769,1.405616,1.156587,0.6758547,1.0326401,1.3116317,1.172216,1.3939054,1.1658115,1.419,0.94969666,0.69081825,1.3289244,0.41148663,0.6072223,1.2243543,0.83236575,1.3309314,1.306325,0.5380228,1.0513774,1.4989023,0.1781969,1.4662831,0.93538326,1.0180137,0.9416505,0.7723271,0.98841065,0.7826788,1.276825,1.4329844,0.92973727,0.8690958,1.3965657,1.4280595,1.2691725,1.3153458,1.2031379,1.176271,0.70784765,1.471214,1.3721442,0.8654218,1.436512,0.8863214,1.1898973,1.0115503,1.4525985,1.0906475,0.67622197,0.47384274,0.8210374,0.6432387,1.0552808,0.4411655,1.3167343,1.0433987,0.7775836,1.141558,1.2694144,0.8728614,0.9997802,1.3097584,1.445455,1.2239124,1.5328932,1.173653,1.4548242,0.718287,0.7033363,0.37939298,0.8114504,0.7197778,1.5056913,1.3510311,1.0598277,1.2539281,1.1605947,1.0559739,1.2037098,1.2151957,1.086838,1.290671,0.87427723,1.216807,1.0174322,0.7009183,1.3494132,0.7834503,0.8732513,0.9527731,0.6686455,1.086975,1.2240908,1.1955183,0.7226817,0.80020726,0.37466776,1.5509609,0.76364774,1.3690491,1.1613005,0.89362407,1.4439802,1.1103292,1.4341289,0.7667761,0.48590004,0.47628188,0.46832407,1.358532,1.4854895,1.3605809,1.0918454,1.2344838,1.2989976,0.7018389,0.83209884,1.0990294,1.0854542,1.4206202,0.6884238
belt,1.4201956,0.6042392,0.6346128,1.4653606,1.2064235,0.5874382,0.8477739,0.85580605,0.68615884,1.4560497,1.1951612,1.3926386,0.0,1.4542532,1.4155507,0.6659809,1.2948353,1.2373213,1.1723862,0.33910847,1.0488006,1.3101087,1.0723194,0.65130955,0.90079015,0.48446757,0.81216633,0.7968658,0.9713423,1.128788,0.5952512,1.3399816,1.1736593,0.9458774,1.4435711,0.6038902,0.73301846,1.2338835,1.0776958,0.31054604,1.4287299,0.5307639,1.3364389,0.80320305,0.7787709,1.1391252,1.1946374,0.9830822,0.65270543,0.6771114,1.0428244,1.0354056,0.7071562,0.516815,0.67376614,0.7330957,0.9884099,0.86645997,1.5049233,0.38979948,0.54499865,1.0572218,0.83909595,1.1898623,0.75598323,1.1942191,0.337057,0.82060534,1.4955151,1.274793,1.2711964,1.2998996,1.1496859,1.4926147,0.57146484,1.1163719,1.2031708,1.2511573,0.7343421,1.3129187,1.2188741,0.88056463,0.35891056,0.6711197,0.3322227,0.8010464,0.58110696,1.3151342,1.1941047,1.3326688,1.1879319,1.4888628,0.4768334,0.7062841,1.1526382,0.82468206,0.45290732,1.150353,0.8542783,0.8956884,0.87899905,0.8645189,1.1525369,0.67387456,0.93108237,1.2638338,0.64998305,1.1765367,1.2183824,1.1827868,1.2912083,1.0437969,0.7417737,0.90144795,1.196852,1.3691665,1.4832771,0.29815626,1.2668918,0.75246847,0.7745203,1.3474512,0.6480551,1.164677,0.6111795,1.0402054,1.3545731,1.3668321,1.4375662,0.64041954,0.44205403,0.81551605,1.1854782,0.60948,0.56794065,1.5181236,1.2144804,1.0450081,0.8954512,0.51221627,1.2078257
bench,0.7445854,1.2719655,1.6098623,0.80809534,0.6834278,1.5293317,1.4016325,1.2962574,1.257753,0.51386034,0.9018766,0.42032474,1.4542532,0.0,0.7267048,1.4338164,0.53296125,0.8715221,1.0000429,1.4464849,1.1496644,0.7612959,1.0078638,1.1540414,1.2352382,1.318881,1.1013496,1.2470315,0.8106884,0.40342635,1.409147,0.517964,0.695911,1.0799373,0.5970119,1.3473288,1.2207967,0.33428043,0.96749985,1.5176072,0.404464,1.4497564,0.8719174,1.0138643,1.2440586,0.6769096,0.6691693,0.97299546,1.3816468,1.5064381,0.857528,1.1851383,1.3537576,1.4746761,1.3731865,1.1609267,1.0866599,1.3999832,0.69434386,1.4603649,1.3496048,0.80355954,1.5485172,0.85104716,1.3473536,0.96731603,1.5173142,1.2961211,0.6367841,0.5988873,0.8532065,0.5522537,0.80441386,0.37959576,1.2667403,0.768808,0.85792357,1.0629845,1.1626725,0.8235496,0.9133447,1.2699957,1.5053189,1.0194415,1.5019203,1.2728764,1.5246003,0.53612167,0.795157,0.60386693,0.63780665,0.68052125,1.3967175,1.2586914,1.0158365,1.3326112,1.0250251,1.0992167,1.225182,1.2283633,1.289759,1.3398504,0.94817877,1.2198243,0.872223,0.5904807,1.3324561,0.8789412,0.91633403,0.8724271,0.59371126,1.0442901,1.0520526,1.0918702,0.56028545,0.6007811,0.61074233,1.5300769,0.70621216,1.378305,1.0273113,0.84479195,1.2706832,1.0651382,1.3807837,0.7743445,0.5039188,0.6566746,0.23717082,1.4435197,1.4814425,1.1906716,0.9975094,1.1389793,1.5292118,0.7757601,0.7928858,1.0060209,0.9124645,1.4436836,0.6209421
bib,0.50046027,1.1793504,1.3774186,0.7152474,0.61243474,1.4049573,1.3501639,1.2244487,1.2533228,0.7613903,0.7656405,0.45216763,1.4155507,0.7267048,0.0,1.3160174,0.4710884,0.84042823,0.7334634,1.4773362,1.2341805,0.714942,0.8182514,1.493655,1.2504555,1.548717,1.2507448,1.3236924,1.0602014,1.0005215,1.4606255,0.732624,0.56679994,1.3311957,0.6893331,1.3388349,1.2482257,0.8348172,0.9596691,1.5730411,0.5786517,1.4919342,0.92605317,0.91806215,0.80377233,1.0939488,1.2172699,0.6822767,1.1416487,1.3704575,1.0095526,0.6800366,1.2227654,1.4699134,1.3131034,1.1603342,1.1748003,1.1539861,0.63779783,1.4027951,1.1492202,0.9548247,1.1928313,0.71350956,1.118761,0.74107206,1.4048601,1.0779825,0.74498135,0.46069753,0.90606934,0.4920683,0.96799284,0.5531281,1.5970907,0.91578007,0.80505776,0.99790967,1.3241693,0.7691082,0.83482134,1.1320543,1.4306482,1.3192648,1.4548023,1.05945,1.4361537,0.88725877,0.66543245,0.23795736,0.74159724,0.58263624,1.5420747,1.3715831,0.89730716,1.0475371,1.4031394,0.7976724,1.2094306,1.2565382,1.0658566,1.1419626,0.79855514,1.3527005,1.1821337,0.8618402,1.2623947,0.83024496,0.8493236,0.91268146,0.4645679,1.0031619,1.1278057,1.3058517,1.0263098,0.9684378,0.48803335,1.565635,0.891152,1.3488423,1.0998741,0.87644917,1.4657102,1.0912925,1.2885771,0.8373096,0.43465704,0.64256084,0.74825484,1.3541107,1.3494806,1.1158897,0.87997025,1.342069,1.3508484,0.5750596,0.7794664,1.1231296,1.3898677,1.3700831,1.0153878
bird,1.1596141,0.9461254,0.6705608,1.2474327,1.1623758,0.6599369,0.769391,0.9075764,0.85594416,1.350543,1.0269543,1.3664914,0.6659809,1.4338164,1.3160174,0.0,1.2606386,1.0124909,1.0212699,0.7142026,1.0154861,1.2435799,1.1290743,0.8545945,0.9101115,0.7400919,0.6969903,0.9256314,0.9818968,1.2532108,0.64648646,1.3176416,1.2305937,0.8449536,1.1548533,0.7345935,0.9268642,1.2879525,1.0496258,0.5750672,1.3737428,0.805012,1.2139456,0.9894045,0.8497454,1.1911682,1.1349367,1.110807,0.8267925,0.7219652,1.0029981,0.86744916,0.9148593,0.49989986,0.8156191,1.0331618,0.8892227,0.7214868,1.2999879,0.74128866,0.7579627,1.0262558,0.7323866,1.1766565,0.71910113,1.1777529,0.581848,0.64292085,1.3595165,1.2660031,1.0590388,1.2877722,1.0671649,1.3821297,0.7543541,1.1782037,1.1273079,1.1074712,0.8765587,1.1331447,1.0828581,0.89738345,0.6881468,0.87758535,0.67464423,0.93115294,0.71336305,1.1662449,1.0749588,1.342166,1.2372742,1.2807689,0.6716758,0.81969416,1.1246525,0.7334631,0.80449176,1.0907602,0.8900598,0.90248746,0.7415235,0.8944638,1.1063836,0.80351925,1.0756196,1.1793927,0.76893926,1.1244267,1.0880765,1.0437584,1.309235,0.99201334,1.0074276,0.90417504,1.183758,1.2600695,1.290792,0.6469271,1.1096985,0.74208885,1.0127745,1.1841263,0.7370119,1.0689741,0.7393139,1.1289676,1.3401878,1.1934203,1.3857217,0.63806474,0.80219924,1.0080479,1.0853214,0.77966356,0.64671695,1.2857366,1.1755435,0.99242574,1.0135803,0.8506416,1.0244074
blanket,0.66878057,1.1879886,1.4221933,0.82161874,0.70420116,1.3450114,1.2979085,1.3243573,1.2811191,0.77385217,0.8468647,0.36415195,1.2948353,0.53296125,0.4710884,1.2606386,0.0,0.8933727,0.9737543,1.3583103,1.265603,0.934471,0.8847186,1.3633132,1.3080499,1.3959335,1.1910826,1.3165133,0.85457987,0.687768,1.3293486,0.6935288,0.5846736,1.2226368,0.8387227,1.3073727,1.192405,0.48628736,1.0082434,1.4466447,0.68432385,1.4726369,0.96353656,0.8954353,1.0224802,1.031064,1.1616744,0.9011854,1.2228329,1.3737137,0.93251646,0.95911103,1.2631514,1.3448541,1.2368774,1.134715,1.2185134,1.177766,0.72771734,1.3384941,1.0888231,0.8809539,1.3789996,0.7836102,1.1621112,0.9344417,1.2854294,1.1167473,0.8190432,0.22496814,0.96351504,0.439727,1.0490328,0.7188209,1.4005449,0.8933333,0.7495131,1.0955217,1.199827,0.86441195,1.0035614,1.1817201,1.3632076,1.0738771,1.4037704,1.156683,1.3943547,0.84314096,0.6190007,0.35016596,0.6195942,0.8033254,1.4448276,1.3178948,0.9820332,1.1778343,1.0410272,1.0924251,1.1746498,1.2824241,1.1539592,1.2052603,0.8668008,1.1347852,1.1726035,0.740938,1.2889875,0.7662469,0.7917723,1.020607,0.49947298,0.9384036,0.9675075,1.2820137,0.8609817,0.9400021,0.67044985,1.3978899,0.76176643,1.3309219,1.0063527,0.9862201,1.4140273,1.1391379,1.2682254,0.7315101,0.36575198,0.74997455,0.57448584,1.383883,1.3409357,1.2533388,1.0953802,1.0719805,1.3724673,0.8541981,0.8683704,1.1512727,1.197538,1.2856579,0.83743954
boat,0.8060781,1.3255929,1.0621048,0.81125754,1.1097482,1.0664017,0.9788536,1.0227239,0.84415793,0.74234253,0.95367575,0.83126754,1.2373213,0.8715221,0.84042823,1.0124909,0.8933727,0.0,0.76299316,1.111512,0.76749796,0.73413694,1.131752,1.1865802,0.8462219,1.2348778,0.8414385,1.1979355,1.0662643,1.1350014,1.0751914,0.9816662,0.94860524,1.0973675,0.7576876,1.0743794,1.1814,1.0700437,1.0236717,1.0861086,0.76093245,1.1131905,0.8774402,1.125941,0.9919648,1.1214347,1.0522552,1.0572828,1.1614593,1.1551237,0.9222018,1.0088558,1.3413318,1.0837901,1.0243791,1.310783,0.9672437,0.78049207,0.85148233,1.2645885,1.2009817,1.0578042,0.9517418,1.1256576,0.9338819,1.1471168,1.1516088,0.96369416,0.8339505,0.9271187,0.9187288,0.98403007,0.8971019,0.883967,1.234249,1.1508827,0.9626673,0.94069016,1.1849998,0.86169726,1.0084405,1.0511568,1.2030665,1.2002635,1.2737458,1.2829068,1.1870536,0.9816201,0.92219037,0.99517894,1.1423362,0.7552238,1.0883,1.1244957,0.99626106,0.9678743,1.224077,0.92088133,1.0721949,0.832541,0.9834768,1.0511353,0.8424388,1.1054174,1.1280961,0.99542344,1.0600077,0.9703842,0.8595847,0.667543,1.0691144,1.0044723,1.3380126,0.98573154,1.0591025,0.735788,0.6003711,1.197299,0.94619864,1.0818794,1.3546567,0.8048757,1.0646333,1.01895,1.1089914,1.028563,0.9753563,0.796355,0.85194314,0.98383087,1.3767507,1.1618812,0.8594414,1.1195899,0.860083,0.58982426,0.99072146,0.9504708,1.1426469,1.2872846,1.0355518
book,0.80782974,1.2387353,1.1106688,0.9044095,1.1366878,1.1089318,0.9777802,1.0513525,0.55770445,1.0118039,1.071349,0.8465769,1.1723862,1.0000429,0.7334634,1.0212699,0.9737543,0.76299316,0.0,1.0814674,0.97056425,0.31286585,1.0824189,1.1426516,0.80119014,1.1722065,0.92056906,1.2586226,1.3269801,1.0673125,1.058051,0.9472962,1.1116035,1.1130437,0.847522,1.1313527,1.2695625,1.0289128,1.0864294,1.0765991,0.724941,1.1053977,0.99485695,1.1135727,0.72273993,1.0363303,0.992161,0.8519036,1.0871121,1.1946423,1.1142423,0.8765538,1.2239723,1.1595001,0.99355364,1.2774966,0.93564236,0.7958835,0.89817303,1.2993946,1.2139994,1.1924613,0.8603656,1.1257097,0.8082954,1.0506972,1.1366333,0.7131411,1.0001647,1.0061419,0.8923685,1.0889957,0.8887843,0.90579087,1.1023005,1.2025542,1.0065513,1.0874316,1.1042542,1.0055251,1.0309057,1.3189886,1.2250022,1.1312014,1.263106,1.26898,1.1792675,0.9367526,1.0649153,0.91883,1.2310469,0.33326852,0.98756236,0.85026735,1.0418534,0.86182106,1.1914496,0.79837686,1.0168825,0.95695037,0.6680778,1.0477873,0.63800067,1.0491956,0.7996908,1.1224959,1.0148156,0.98312795,0.94390255,0.72585094,1.1380605,0.9819123,1.2531571,0.87270564,1.1575013,0.99002564,0.7096708,1.2276154,1.109032,1.152216,1.2096313,0.90963215,0.98522377,1.0872415,1.2476768,0.70767313,1.0705941,0.8345162,0.9734361,0.85540366,1.2922902,1.0934769,0.9565848,1.0928138,0.81600404,0.7220912,1.0883045,0.8793882,1.0400442,1.2599013,1.0300537
bottle,1.4954598,0.9041402,0.5938559,1.3380015,1.3365157,0.37834764,0.72969925,0.88524693,0.63364005,1.3651252,1.2046922,1.405616,0.33910847,1.4464849,1.4773362,0.7142026,1.3583103,1.111512,1.0814674,0.0,0.79464346,1.1898658,1.1512187,0.5845596,0.7242992,0.2874751,0.80503774,0.82043475,1.049404,1.1691757,0.38579923,1.2315031,1.2763395,0.88944244,1.352595,0.55078095,0.82895315,1.2740363,1.2012883,0.16455936,1.3916095,0.25762928,1.1903963,1.0255299,0.83910704,1.0489013,1.1200564,1.0681055,0.876075,0.6524857,1.0950215,1.1256152,0.89472604,0.4954999,0.6372785,0.94757086,1.0103679,0.8584908,1.3337736,0.39188278,0.833421,1.0785091,0.70239526,1.1909345,0.7201339,1.3370894,0.28898382,0.8535481,1.4032809,1.3009783,1.1687162,1.4405248,1.1972303,1.461678,0.39679778,1.1789645,1.2180923,1.2126808,0.8186394,1.3676407,1.2669097,0.95877516,0.19138384,0.880939,0.45533955,0.96212226,0.5140721,1.2347872,1.313304,1.4245987,1.3072201,1.3524606,0.48556113,0.67225635,1.2115166,1.0177613,0.593238,1.1455089,0.8434272,0.7149973,0.9482652,0.91352236,1.1438342,0.625073,0.81322956,1.2332097,0.7937517,1.1918766,1.1913785,1.0589899,1.4019079,1.1436859,0.9805741,0.83734477,1.1627029,1.2341914,1.4136164,0.34699333,1.2348144,0.6191027,1.0551646,1.2876239,0.47997236,1.0475606,0.654632,1.1777477,1.406232,1.3060858,1.3689542,0.62782896,0.58610606,0.7385619,1.1485436,0.79718506,0.33942652,1.4380376,1.2516788,1.0623798,0.7576834,0.47818065,1.1244447
bowl,1.2458885,1.2027754,0.8224994,0.876938,1.2797081,0.7083317,0.69369525,1.0446297,0.90647304,0.48560065,1.1219791,1.156587,1.0488006,1.1496644,1.2341805,1.0154861,1.265603,0.76749796,0.97056425,0.79464346,0.0,0.95077604,0.9449785,1.0828184,0.34429747,0.9442573,0.8834456,1.0672295,1.1716063,1.2034844,0.72987366,1.1647534,1.2560682,0.7112553,1.108948,0.9102562,1.1803421,1.21416,1.0746969,0.85286134,1.0765674,0.45575833,0.58641475,1.3184661,1.1321436,1.091083,0.8803582,1.1591642,1.0934334,0.8301058,1.1245923,1.0587676,1.1825587,0.9105814,1.0369787,1.2870549,0.8989838,0.8472254,0.8994823,1.0256376,1.2245877,1.1535002,0.79626524,1.2101694,0.84974587,1.1860707,0.9386487,1.0062706,1.0242834,1.2422546,0.73811144,1.3544977,1.0655895,1.2260567,0.88308007,1.2901361,0.98834383,0.8595928,1.0611663,1.0754881,1.128524,1.1048524,0.8516713,1.0731332,1.0628695,1.186633,0.84658885,0.9374442,1.1689858,1.2785671,1.3667232,1.0196471,0.95334965,0.9717042,1.0197074,1.0499022,1.1225537,1.0125906,1.101202,0.23732287,1.0047219,0.9394023,1.0338445,0.9907855,1.1398275,1.110241,1.0677701,1.0073125,1.0774187,0.8638405,1.3073165,1.1458086,1.250202,0.6551226,1.121511,0.3375212,1.0049585,0.9210662,0.9932353,0.6725538,1.190886,0.47017264,0.68002695,1.0026478,1.0283418,1.3058227,1.219944,1.0674887,1.0092751,0.6988082,1.1347058,0.9891226,1.00285,1.0767887,0.7106494,0.5721078,1.167913,0.8768573,1.0946542,1.0280385,1.0825169
box,0.82850826,1.285326,1.240768,0.74627537,1.1015499,1.235657,1.0769538,1.0938104,0.5600849,0.8191967,1.0434809,0.6758547,1.3101087,0.7612959,0.714942,1.2435799,0.934471,0.73413694,0.31286585,1.1898658,0.95077604,0.0,1.1011158,1.1146842,0.7702975,1.137222,0.99905443,1.2539527,1.2247651,0.87140894,1.1635997,0.74112064,1.0061541,1.0480912,0.7886417,1.1580197,1.2602983,0.8891431,1.0038788,1.2359405,0.4803142,1.1355807,0.9919806,1.1562619,0.8410653,0.8443341,0.82071155,0.8680992,1.2814841,1.2729403,1.0222205,0.9078398,1.3376611,1.2894759,1.0920842,1.2514513,1.0667281,0.9621104,0.8609646,1.3848838,1.3451868,1.1217756,1.0868063,1.1001244,0.94485754,1.1094588,1.2617068,0.92180026,0.8347268,0.955805,0.7856728,1.009857,0.95867145,0.7104253,1.1065828,1.11566,0.8996015,1.1218703,1.1010653,0.96238387,1.0310079,1.2745401,1.3386946,1.1415945,1.3775091,1.3029716,1.2533888,0.75843173,1.0342538,0.855057,1.0845779,0.42341578,1.1742921,1.0383557,1.1303966,1.0871845,1.1764637,0.91468465,1.092454,1.0675615,0.87186617,1.1184071,0.59759533,1.0391318,0.75335944,1.0949557,1.1059364,0.8816314,0.97475994,0.7764281,1.0085307,1.0278242,1.2668072,0.9504353,0.96833855,0.84427094,0.5745387,1.323935,1.103377,1.274882,1.239695,0.9090117,1.1879694,1.0865918,1.3110305,0.76947063,0.9503766,0.7716063,0.7647117,0.968164,1.3951225,1.1944985,1.025061,1.1536648,0.9382479,0.6306813,0.9882132,0.8425294,0.9418142,1.3269479,0.96059763
bread,0.898008,0.741723,1.1008683,0.94843024,0.6844017,1.1113513,1.2045113,0.9923101,1.3164543,0.8844085,0.9774308,1.0326401,1.0723194,1.0078638,0.8182514,1.1290743,0.8847186,1.131752,1.0824189,1.1512187,0.9449785,1.1011158,0.0,1.2778746,1.1344445,1.2879528,1.3059255,0.8331988,1.1264703,1.1620147,1.2598504,1.0874735,0.9025262,1.2820234,0.8495842,0.9998053,0.9403508,1.0507245,0.6803411,1.2345108,1.132103,1.0067881,0.9815716,0.932496,1.132353,1.1863327,1.1672449,1.1058646,0.9721864,0.98846346,1.0662645,1.0427353,0.6401249,1.2453184,1.1290574,0.7705637,1.1846976,1.2536005,0.82894075,1.0603878,0.8759022,1.0915611,0.9587388,0.8039832,1.0872084,0.4835192,1.2393662,1.2552581,1.0395788,0.8855315,0.9027059,0.793864,1.0660108,0.9854143,1.353648,0.8273749,0.75486565,0.8542624,1.1088846,0.89172566,0.9927078,0.94986844,1.030633,0.97895116,1.149885,0.85594946,1.072963,1.0917001,0.76096773,0.87207294,0.9103601,0.8527287,1.1393001,1.0207444,0.7246869,1.0895693,1.25014,0.84727335,1.131574,1.084492,1.2317023,0.79192996,1.1003474,1.3091997,1.2662731,0.9450738,1.216727,0.7984654,1.0966171,1.1685674,0.8447195,1.0360105,0.9648742,1.1557999,1.1444317,0.9804523,1.1038938,1.1443188,0.915527,0.90097576,0.7732422,0.77292806,1.1888809,0.99925566,1.0303055,1.1234744,0.80008876,1.0645576,1.0772902,1.2586406,0.7639458,0.8190477,0.7752836,1.0579839,1.2973235,0.8534007,0.69522333,0.98234713,1.3946536,0.99287814,1.1671687
broom,1.3683,0.77258366,0.91425455,1.2933751,1.2386013,0.8703872,0.9596882,0.8676559,0.72224766,1.3537966,1.2337033,1.3116317,0.65130955,1.1540414,1.493655,0.8545945,1.3633132,1.1865802,1.1426516,0.5845596,1.0828184,1.1146842,1.2778746,0.0,0.90524614,0.32915688,0.9119806,0.7632648,1.0205505,0.90903497,0.7052224,0.9899507,1.2180531,0.7367915,1.2757628,0.8539614,0.8864813,1.0987759,1.047671,0.54619414,1.1923864,0.6965123,1.1580676,1.1028043,1.0122828,0.7059536,0.85551065,0.865887,0.95000255,0.9041562,1.0915686,1.2640903,0.9245468,0.7899307,0.6945149,0.9159718,0.80703056,1.0312451,1.3289702,0.7282318,1.0199442,1.0934086,1.0848463,1.1745546,1.0311197,1.2692659,0.65978724,0.9413266,1.1001216,1.3182793,1.1297122,1.3313713,0.9278872,1.1726004,0.29821062,0.93873096,1.1750946,1.2679192,0.75734866,1.273464,1.2042838,0.96027607,0.6978352,0.6909321,0.5515061,1.0316287,0.83587617,1.1387744,1.3857164,1.347208,1.0470009,1.2887504,0.545184,0.6707877,1.1861534,1.0148509,0.59329003,1.0550745,0.81453425,1.0156199,0.9747048,1.0203718,1.0576898,0.7153129,0.5902487,1.1162851,0.7672051,1.1233795,1.0637921,1.0553708,1.3002933,0.9564486,0.8593488,0.73211867,0.83738697,1.2634311,1.3445333,0.57078165,1.1471695,0.94669473,0.9424909,1.306633,0.57065797,0.9623732,0.83693093,0.87498397,1.3869194,1.1226047,1.1677971,0.83928883,0.75222075,0.758294,1.0835218,0.64300895,0.8217977,1.484414,1.1907673,1.0469061,0.26143503,0.78549695,0.9016648
bucket,1.3170574,1.100095,0.8277919,1.046503,1.3715248,0.7409264,0.63404834,1.0088633,0.49401462,0.85693824,1.2391273,1.172216,0.90079015,1.2352382,1.2504555,0.9101115,1.3080499,0.8462219,0.80119014,0.7242992,0.34429747,0.7702975,1.1344445,0.90524614,0.0,0.7851561,0.8579831,1.103497,1.3099778,1.069605,0.7429324,1.1178846,1.270728,0.8331946,1.1898063,0.98376673,1.2288386,1.1673982,1.1512122,0.79168546,0.94375056,0.42198622,0.83438957,1.2640475,0.872928,0.99885535,0.9432381,1.0659521,0.9888053,0.87637067,1.1667571,1.0701939,1.1904496,0.9516129,0.8646781,1.2741205,0.9472568,0.7460979,1.0022509,1.0873065,1.0433427,1.224678,0.752492,1.3049196,0.7529616,1.296993,0.7934746,0.8487439,1.1415752,1.2188603,0.7024665,1.366518,1.0696912,1.2546961,0.69928575,1.2537932,1.0388533,1.0509995,0.99891114,1.0405202,1.2173346,1.2062964,0.90899485,0.9405591,0.9995906,1.2499546,0.88550735,0.9766801,1.2803142,1.2580307,1.3538915,1.0279057,0.87482464,0.92364526,1.1030117,0.9791827,0.96312857,1.0812052,0.9718348,0.62867576,0.8434229,0.9201048,0.818211,0.77983886,0.8336835,1.2600244,0.8519981,1.0153908,1.0406927,0.87287766,1.3389226,1.0783311,1.1253514,0.6134929,1.0970213,0.7011423,1.0083247,0.8690042,1.1681521,0.8122846,1.0805753,0.8123722,0.68736345,1.0304589,1.0679145,1.072169,1.3063931,1.0402132,1.1211997,0.51956415,1.1025022,0.9667765,1.0218964,0.87704253,0.5669329,0.8462343,1.2386075,0.75094354,0.870506,1.0330117,1.1009554
can,1.5435119,0.83119714,0.72121084,1.3055284,1.306533,0.6046799,0.8019799,0.7848456,0.65914744,1.3845711,1.2007855,1.3939054,0.48446757,1.318881,1.548717,0.7400919,1.3959335,1.2348778,1.1722065,0.2874751,0.9442573,1.137222,1.2879528,0.32915688,0.7851561,0.0,0.8996188,0.6593025,0.96941626,0.98132974,0.5109495,1.1815631,1.3051553,0.58874726,1.3461951,0.608584,0.72204125,1.1886925,1.1268632,0.25852096,1.3314509,0.42889404,1.1989075,1.1194993,0.9739002,0.9102379,0.9241671,1.0457593,0.96125925,0.71360755,1.0551988,1.2056632,0.88334185,0.5170153,0.7518498,0.7820568,0.92363673,1.0336751,1.4346011,0.46993214,0.88306856,1.0637679,0.9186476,1.2341688,0.90586305,1.3633723,0.37587917,0.9698805,1.3368907,1.362615,1.0987629,1.3750966,1.0747049,1.3589127,0.2697575,1.0785942,1.2061756,1.2331954,0.64124966,1.3774661,1.3123071,0.9125406,0.4163099,0.65284675,0.37774253,0.97008216,0.56305635,1.1441015,1.3929834,1.4357595,1.1350507,1.3535652,0.4910208,0.6078602,1.2894759,1.0470325,0.40540826,1.224985,0.93877125,0.90508145,1.035552,0.9854487,1.1608503,0.5267517,0.67910945,1.2148839,0.78837574,1.1731623,1.1742195,1.1232764,1.3567495,1.040625,0.82717323,0.8245536,0.9683716,1.2361538,1.3760971,0.3546306,1.2532984,0.8067831,0.93968415,1.374332,0.58950686,1.0656462,0.65894604,1.0929205,1.4500864,1.2637396,1.3398229,0.7041775,0.6002577,0.74270487,1.183075,0.61478496,0.55838215,1.4920204,1.2424483,1.0710778,0.49203312,0.5444009,1.0354471
