,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
bed,0.6329805,1.2494634,1.5009637,1.2890499,0.5423981,1.3233495,1.3670807,1.3709855,1.031375,0.5098836,0.0,1.3969989,0.42828,0.5073726,1.1432302,0.3990699,0.7581829,0.8707593,1.4912584,0.9962289,0.57126045,1.386924,1.1008679,1.2665147,1.1399826,1.4181266,1.0946332,1.416464,0.61330014,0.82384574,1.1231126,0.62602556,0.59444124,0.88354015,0.7363637,1.3880156,1.1164356,0.2783175,1.2742906,1.4792339,0.45921487,1.3808173,0.99955285,0.74979997,0.9495473,0.87526715,0.8380576,0.67215526,1.2702663,1.557048,0.6323237,1.1540853,0.8795644,1.2964499,1.3730943,1.353332,1.0284643,1.4835591,1.3515617,0.7314534,1.3944417,1.1439444,1.203144,0.6982963,0.87053776,0.92291385,1.4663973,1.2441103,0.6277447,0.56611454,0.7918527,0.5085196,1.2493458,0.43369508,1.4468386,0.6910198,0.7598247,1.035994,0.9909596,0.7797011,0.71209526,1.0525104,1.4212574,1.431735,1.2367194,1.4347672,1.0907737,1.4187045,0.56926686,0.99035543,0.46803665,0.64143777,0.64089036,1.4393276,1.352262,1.2904167,1.2863996,1.1623093,1.0994165,1.3774621,0.86279446,0.8712223,1.4415373,1.2056667,0.68466365,0.93271387,1.5139244,0.9204634,1.2016248,0.96640587,0.96826416,0.95166177,0.92819315,0.47851694,1.1482776,1.3929851,0.5367416,0.64375645,0.4615513,1.4863945,0.68610394,1.5156713,1.2065625,0.95190394,1.2102317,1.3743786,1.4949911,0.74021196,0.40342915,0.2792362,1.5071962,1.3870826,1.0834206,0.7734596,1.2125077,1.2247801,0.6971411,0.9215299,1.321713,1.507704,0.8765465
belt,1.539188,0.5452211,0.4409951,0.96703994,1.4075938,0.9093545,0.81148064,0.98751754,0.76143396,1.4556389,1.3969989,0.0,1.0124319,1.4277906,0.9430382,1.2677478,1.1180785,0.90111625,0.36040616,1.2796803,1.2783387,1.0583819,0.74937224,0.62366295,0.76189446,0.20348793,0.79298437,0.747406,0.9954066,0.65574473,0.83105695,1.1995611,1.2938294,1.441504,1.0242696,1.0007446,1.0188924,1.179321,1.2000098,0.1515004,1.3308038,0.37383848,1.1615248,1.1924038,1.0797762,1.0269152,0.9912673,1.2734044,0.8074875,0.63331234,1.2556552,0.9494287,1.1917745,0.73026925,0.3029158,0.41708302,1.1522872,0.5806236,0.7617088,1.4588442,0.264924,0.9702182,0.9931956,1.3271104,1.5298929,1.3380792,0.32671034,0.9224553,1.3843579,1.2723019,1.4321892,1.2620655,0.8283723,1.2870574,0.22084177,1.3388962,1.3299944,1.1405712,1.3470852,1.3809314,1.3336365,1.1318088,1.0470437,0.4336198,0.70961905,0.36933672,1.177557,0.90448976,1.2931606,1.0110809,1.4375,1.3046519,1.2328056,0.23848033,0.2966473,0.37347436,1.2086746,0.23950136,1.240572,0.5462484,1.3523812,1.0680355,0.78882915,1.1208526,1.2429287,1.0162529,0.48874015,1.0074091,0.970022,1.5286815,1.423194,1.0363795,1.2324244,1.3960884,0.9239235,0.44728148,1.3151487,1.3594759,1.3408749,0.20623839,1.0094324,0.60666335,0.44654167,1.4029942,1.2034725,0.64841866,0.6573386,1.2821376,1.4388912,1.3451213,0.38655472,0.6174335,1.0124032,1.3050117,0.7459311,0.6425777,1.3582206,0.98351866,0.39625818,0.1892283,0.86688757
bench,0.84295774,0.94940513,1.3537091,1.1024023,0.80574125,1.3577884,1.3341156,1.2808263,0.81864977,0.84585065,0.42828,1.0124319,0.0,0.8235939,0.86933637,0.73320323,0.8897831,0.892352,1.2715024,1.1966405,0.6566447,1.272717,0.98970973,1.0661901,0.93523043,1.060591,0.9141989,1.1443665,0.7796442,0.41752416,1.1295421,0.59685796,0.8862929,1.0832099,0.5181959,1.3175471,0.99482,0.35808206,1.1715804,1.2005167,0.645892,1.2802559,1.0664032,0.9104286,1.0689199,0.78010404,0.71508396,0.9717601,1.0067466,1.4689972,0.8722009,1.1324977,1.0333226,1.1186135,1.1978452,1.1219229,0.93090415,1.2684724,1.2687619,0.9482878,1.1692802,1.0869114,1.1652926,0.93539304,1.1877382,0.9960095,1.2839804,1.2987325,0.723242,0.7652209,1.041112,0.58431613,1.0161448,0.4695078,1.1614466,0.7512529,1.0137373,1.0702518,1.1783329,0.85815436,0.64993966,1.0656039,1.3216374,1.3772805,1.1361798,1.103838,1.1069548,1.3706992,0.6153003,1.095856,0.7206371,0.584444,0.7437805,1.1690569,1.2041649,1.1495976,1.2504588,0.98412085,1.0612185,1.0421324,1.1269639,1.0993335,1.376792,1.2512074,0.6356614,0.8996641,1.2889856,0.75740314,1.1294488,1.1456077,1.2488567,0.9327732,0.8043658,0.65467584,0.95212406,1.1670198,0.7615946,0.9153709,0.7049209,1.2030603,0.8844944,1.3114231,0.8891224,1.2000368,1.2570286,1.1944007,1.1982005,0.6275928,0.63773483,0.33378792,1.2636276,1.2149647,1.1289985,0.9340794,1.1372448,1.1251369,1.010121,0.78540933,0.8617905,1.2242405,0.80361724
bib,0.53395057,1.1022346,1.4193432,1.1376698,0.5367752,1.2587082,1.2910178,1.2528304,1.041933,0.7538737,0.5073726,1.4277906,0.8235939,0.0,1.0154431,0.4203428,0.552795,0.73186123,1.4299916,1.0364969,0.5990558,1.2307079,1.2209492,1.1608537,1.0261298,1.3998402,1.1664002,1.2161984,0.86699533,1.153093,1.0212544,0.97512853,0.7831284,0.8842605,0.88158756,1.2997588,0.8733416,0.62657386,1.1440812,1.4633449,0.6358967,1.3706503,1.0383989,0.7158945,0.805851,1.1273458,1.0313194,0.5497268,1.1183269,1.3795619,0.7545085,1.1077051,0.93772775,1.0941317,1.3932343,1.3561647,0.82249296,1.3949778,1.1319736,0.6482691,1.3839146,0.6951746,0.82246584,0.7947164,0.8783945,0.6637516,1.3885272,1.1977594,0.8541657,0.62438154,0.684606,0.48538172,1.2259275,0.9338623,1.5495112,0.83178496,0.68089914,0.9159578,0.9311473,0.47112226,0.82707775,0.9835593,1.3102787,1.3986104,1.2552506,1.2848351,1.0142707,1.3535005,0.88911605,0.97951865,0.25500488,0.6062563,0.5221897,1.4790248,1.3915573,1.3059946,1.1740001,1.1912407,0.99818647,1.3087637,0.9378271,0.98603487,1.2632165,1.0243143,0.7066897,1.1232092,1.4159992,1.0996742,1.1302097,0.90182567,0.9200602,0.77450955,0.8290456,0.45632344,1.0091392,1.4419997,0.90162516,0.8591646,0.7655486,1.4309922,0.9291045,1.4411687,1.1918912,0.89533067,1.1302071,1.2970254,1.2870418,0.860676,0.5545403,0.7192813,1.4408978,1.1894393,0.8322251,0.7657039,1.2301456,1.1350515,0.86561084,1.0934736,1.3744113,1.4373103,1.0782828
bird,1.0003035,0.6135045,1.0442969,0.5445675,1.0788641,1.1503812,1.1978557,0.87015426,1.1232034,1.1619891,1.1432302,0.9430382,0.86933637,1.0154431,0.0,1.1237519,1.1029695,1.2359272,1.2231828,1.2852983,1.178148,0.79083383,0.9521327,1.2036284,0.7679897,1.0656353,1.2174513,0.57438934,1.0518734,1.0322865,1.1553261,1.0827302,1.1519332,1.0219579,0.86730504,0.9959843,0.7263541,0.98881733,0.7535385,1.017193,1.194946,1.2656044,1.1890467,0.8818986,1.0890042,1.1274068,1.0062356,1.1506845,0.5755378,0.9396439,1.0385718,0.85479045,0.9143187,0.5042417,0.96883523,1.0092642,0.86932975,0.9662981,0.9379655,1.049353,0.85472786,0.7138411,0.9785987,0.94037783,0.964714,0.71105766,1.0795549,1.2315084,1.1781799,0.9996255,1.22526,0.745922,0.8873076,1.1561854,1.1647084,0.697361,1.1118358,0.91015375,1.1912646,0.85378474,1.032413,0.83751047,0.9333099,0.9062459,1.1080596,0.9257783,0.65221035,1.208511,1.1059966,0.9733641,0.8910219,0.68208003,1.0128092,0.9896221,1.0177163,1.0581248,1.0490812,0.98986226,0.68954605,0.7365857,1.2648482,1.2843735,0.6665968,1.1578461,1.1675603,1.2899561,0.9991646,1.2006875,0.8971774,0.94455725,1.2271272,0.794577,0.8243376,0.9590792,1.1302446,1.1869829,1.0402594,1.202451,1.1803001,0.76604843,1.012235,1.0645885,0.838891,1.1797256,1.0871502,1.0899714,0.91181654,1.0172788,1.0522152,1.1899961,0.99282193,0.61695766,0.90554935,1.0243374,1.1370399,1.2313857,1.3235768,1.1324036,1.0408301,0.8805759,1.1942581
blanket,0.666157,1.1144792,1.3456696,1.1619589,0.57185316,1.1782295,1.2333169,1.2297561,0.99573725,0.86759675,0.3990699,1.2677478,0.73320323,0.4203428,1.1237519,0.0,0.5442592,0.8235428,1.33586,1.0652362,0.7390086,1.2836634,1.17123,1.1476967,1.0424187,1.3028992,1.0117675,1.2883358,0.73001957,0.999137,1.0903182,0.97949797,0.7214862,0.97410315,0.9506074,1.2995174,0.917091,0.36656606,1.1889927,1.3068641,0.71889204,1.2962952,1.0767897,0.69420826,0.82571113,1.0972131,0.9909249,0.6395974,1.1077468,1.3685329,0.7587288,1.0738792,0.99017185,1.2507272,1.2306361,1.2162968,0.8399752,1.4207621,1.0519189,0.80261296,1.262643,0.8169095,0.9499714,0.8918088,0.95944506,0.94269544,1.2604289,1.1622446,0.84291434,0.5903549,0.90848607,0.46673536,1.3147991,0.8923092,1.3728803,0.8559159,0.71137154,1.0117433,0.9934937,0.53516954,0.8822971,1.0128802,1.2822467,1.3192337,1.0723251,1.2141798,1.1115328,1.3098972,0.88127434,0.9747218,0.52101004,0.75116944,0.76190805,1.3122054,1.2706512,1.2038834,1.2059906,0.8812545,1.0854813,1.2580578,1.0101362,0.9443699,1.3120302,1.0646037,0.7115012,1.0790982,1.299344,1.0935793,1.1282015,0.993623,1.0427648,0.76352775,0.94551045,0.59581864,0.9420669,1.3005495,0.89220643,0.9555471,0.767692,1.2851927,0.86956954,1.3964849,1.053899,0.97883046,1.2208834,1.2508445,1.3065405,0.92747563,0.63789314,0.675991,1.317783,1.2772642,0.9390827,0.8933399,1.0473958,1.079277,0.93518716,0.9859554,1.2460579,1.3027852,0.9561965
boat,0.76055515,0.99511224,1.2181941,1.0847007,0.85156137,1.1172686,1.1190759,1.0500864,0.7631604,1.0361986,0.7581829,1.1180785,0.8897831,0.552795,1.1029695,0.5442592,0.0,0.7193525,1.169597,1.0789117,0.65227485,1.1989881,1.2279639,0.8552077,0.90193725,1.1290951,0.8641909,1.2256151,1.0086634,1.0205916,0.9595993,1.0517032,0.98728406,1.0101341,1.0285125,1.1720909,0.87190056,0.7173553,1.0998608,1.1548314,0.6906676,1.1886646,1.1013939,0.8862569,0.74321157,1.1117746,0.9621446,0.68945473,1.117223,1.2149878,0.96183795,1.0904908,1.0641572,1.2224483,1.142207,1.1845303,0.850866,1.1656412,0.84564114,0.80107814,1.2326796,0.76599884,0.7626804,1.0674157,1.1089022,1.009048,1.1525216,0.9532285,0.9016887,0.81304276,0.91850483,0.67920554,1.1220839,1.1134627,1.2680109,1.0447208,0.80307245,0.9676907,1.0101055,0.6567332,0.82475567,1.0476083,1.2296504,1.2932817,1.0310768,1.1087664,1.1722167,1.2150066,1.0340948,0.9612307,0.63035107,0.8996683,0.7599796,1.113467,1.2415624,1.1674712,1.1530213,0.9246658,1.0862622,1.1815987,1.0434377,0.89651525,1.2157357,1.0053076,0.7056824,1.0155092,1.2141107,1.0671988,0.9959162,1.071751,1.0625068,0.8479259,0.83867896,0.87022066,0.87025785,1.074669,1.0970709,1.0930396,0.9181008,1.1990793,1.050445,1.205514,0.93795884,1.0153292,1.0779003,1.122447,1.1572545,0.87177014,0.93539125,0.91912943,1.0982454,1.2263198,0.9579475,0.9035179,1.0277954,0.8187785,0.96150005,0.973951,1.1171167,1.1892354,0.89288986
book,0.9118715,1.117995,0.9990064,1.2598335,1.029336,0.9798685,0.92886037,1.0689127,0.6847578,1.0478792,0.8707593,0.90111625,0.892352,0.73186123,1.2359272,0.8235428,0.7193525,0.0,0.9174711,0.9915563,0.42424697,1.1809099,1.1069579,0.77203465,0.852657,1.0203565,0.7589531,1.2251974,1.1415864,0.9246605,0.8019693,0.9795608,1.1105144,1.1072164,0.81265724,1.0841767,1.0751482,0.9086161,1.15669,0.9225621,0.7159761,0.9507944,1.000712,1.0540906,0.82943,1.0039945,0.8968296,0.9488922,1.2220734,1.0806385,1.0812681,1.1102735,1.1271069,1.2294778,0.99546623,0.97773653,1.1312457,0.9651889,0.8354598,0.89962494,1.0971885,1.0164738,0.6514466,1.1676247,1.1971959,1.1248138,1.0664258,0.8528313,0.9658322,1.1375475,0.89974046,1.1101502,1.039289,1.0842955,0.9997742,1.2385495,0.9507623,0.95704687,1.000382,0.982285,0.92284286,1.1618371,1.1899698,1.1757628,0.9218867,1.0185502,1.2804062,1.0319676,1.0405988,0.85678923,0.99123544,1.2258992,0.42007357,0.8973652,0.9475693,1.0595111,1.0822227,0.889508,1.1722037,1.0969496,0.9619434,0.92212105,1.2828505,0.9738254,0.74722576,0.8514296,1.108645,0.84683275,0.99524677,1.1624886,0.98452914,1.0757916,0.946545,1.1495656,0.7754526,0.82197,1.1788803,1.0225496,0.9836376,1.1117071,1.0586364,0.97674364,1.0002228,1.0163043,1.0548356,1.0415434,1.0555174,0.8588586,1.1546305,0.87955207,0.9170777,1.2367364,1.000106,1.01427,0.9442448,0.6045742,0.88161236,0.85106075,0.98820245,1.0118781,0.9090191
bottle,1.4482974,0.88022375,0.42593563,1.0953131,1.392448,0.77672905,0.71250975,0.94768596,0.6599977,1.4479837,1.4912584,0.36040616,1.2715024,1.4299916,1.2231828,1.33586,1.169597,0.9174711,0.0,1.2230097,1.2457507,1.1186477,0.8083286,0.39362168,1.0288935,0.19512457,0.7968767,0.8841423,1.1367798,0.821282,0.7406559,1.143713,1.1675136,1.3974462,1.1702671,0.99015427,0.9698186,1.349386,1.2376753,0.22565329,1.2794404,0.15853363,1.1785009,1.2062479,0.9861833,0.9269698,1.1355321,1.2750133,0.9069596,0.5577963,1.183025,1.0319611,1.1628811,0.9061756,0.51572376,0.36987364,1.1446154,0.66005474,0.7548357,1.3339344,0.42701483,0.98515874,0.91470945,1.298621,1.3916153,1.3748269,0.23913336,0.798192,1.3271836,1.2775202,1.1869633,1.4098167,0.92746514,1.2050482,0.16901779,1.3327777,1.3317438,1.195039,1.2604599,1.3774979,1.2493093,1.1794187,0.9910426,0.3847252,0.62719476,0.48825973,1.1696031,0.70952785,1.3318148,1.0404055,1.459506,1.41472,1.3147311,0.39222234,0.29911274,0.39144158,1.0726844,0.58055866,1.3348306,0.5956744,1.3429118,1.0127596,0.7470273,1.0353187,1.195332,1.0082732,0.39015007,0.7109798,0.9845296,1.3940506,1.317267,1.1555331,1.250527,1.4255875,0.88077164,0.44895828,1.2804327,1.3782616,1.3555315,0.38307977,1.1434243,0.31753123,0.7012004,1.3266703,1.091284,0.5549717,0.7200242,1.211262,1.4258325,1.4204247,0.49476492,0.7028802,0.966366,1.2519331,0.6724491,0.5035648,1.347702,0.8839663,0.35881495,0.24442351,0.94772285
bowl,0.9368571,1.3792138,1.2332861,1.2233335,1.0014064,1.0479304,1.066119,1.0341522,1.1332653,0.43542123,0.9962289,1.2796803,1.1966405,1.0364969,1.2852983,1.0652362,1.0789117,0.9915563,1.2230097,0.0,0.92622405,0.9176017,1.0676553,1.071374,1.163444,1.3020425,1.1089729,1.2684057,1.1774011,1.1870754,0.8801498,0.9850598,1.0467364,0.39867842,1.1343596,0.788384,1.3315893,1.1823037,0.89566344,1.2926787,0.9323208,0.98313564,0.31728536,1.3301202,1.2038436,0.9635538,0.88171744,0.9850086,1.2393229,1.1204348,1.1289183,1.1326787,1.1045642,1.384508,1.1841862,1.3380016,1.2283474,1.0649027,1.263386,0.85471594,1.3227384,1.4346642,1.0791185,1.1282594,0.7863605,1.0880294,1.3292047,1.0361701,0.74590194,1.1818256,0.5434879,1.294384,0.94424456,0.9750112,1.2228755,1.1614842,0.85079265,0.9104191,0.17531675,1.2251005,1.1087515,1.0680488,0.9316422,1.2795168,1.0425525,1.2415081,1.2021688,0.7853172,0.8100536,1.0975407,1.1680766,1.2159698,0.9182738,1.1998539,1.2466161,1.2181973,0.68909943,1.2848167,0.9587816,1.4006507,0.08238721,1.0208458,1.2547113,0.9297373,1.0883832,0.85744894,1.2402918,1.1129574,1.2299066,0.76398987,0.2300862,1.2329036,1.1107461,1.1279924,1.1187131,1.0693519,0.93716,0.29962033,0.9143251,1.3838062,0.99124795,1.0953212,1.3135072,0.19354224,0.4667989,0.91884667,1.1980357,1.1032557,1.083925,0.7294079,1.0400869,1.4343258,1.2398691,0.91431576,1.0016059,1.1900623,0.21327686,1.1200154,1.3903878,1.3440514,1.002395
box,0.74912316,1.2538972,1.3107097,1.2696052,0.8376853,1.1726568,1.1483148,1.1310878,0.5869273,0.7441138,0.57126045,1.2783387,0.6566447,0.5990558,1.178148,0.7390086,0.65227485,0.42424697,1.2457507,0.92622405,0.0,1.2845973,1.1451911,0.7993325,1.0261036,1.2635276,0.9229722,1.3401427,1.0552859,0.9144489,0.82134426,0.69509876,0.9608455,0.9825433,0.7484163,1.2406356,1.0667038,0.74130327,1.1406099,1.3314137,0.24503249,1.2212617,0.95140207,0.9755936,0.8666319,0.92489654,0.7256987,0.86256325,1.3075657,1.3497574,0.90965647,1.1722505,1.0354229,1.3353391,1.3984369,1.265715,1.1257899,1.2684605,1.0729922,0.65390897,1.3928797,1.1012881,0.7357167,1.0102208,1.0393846,1.0151451,1.4095533,1.1047429,0.79485095,0.9185888,0.6663512,0.90434724,1.1693753,0.76700693,1.3334622,1.0531002,0.75505495,0.8906192,0.9246877,0.79634213,0.66248,1.1352448,1.2833626,1.4771805,1.1345248,1.3582332,1.2445062,1.2093356,0.68717206,0.86348605,0.73583406,0.9623667,0.42914712,1.3165348,1.2979052,1.2266471,1.0546708,1.2356938,1.1149998,1.3074918,0.8231604,0.99271405,1.400796,0.942814,0.51580566,0.74829775,1.403699,0.7387192,1.1275219,1.005206,0.961006,1.1319026,0.8600362,0.8961226,0.9475616,1.2148848,0.8885417,0.8006256,0.6756495,1.4426012,0.99996096,1.1716821,1.1602367,0.94087625,1.0974636,1.1842473,1.2576357,0.6390792,0.8431184,0.6259481,1.1832876,1.4169173,0.95447767,0.8997478,1.1279869,0.7063088,0.6535172,0.8053007,1.1350425,1.417836,0.9331715
bread,1.0347062,0.97842854,0.86550486,0.62910897,1.1606163,0.9409853,0.920954,0.63828456,1.2104658,1.1034157,1.386924,1.0583819,1.272717,1.2307079,0.79083383,1.2836634,1.1989881,1.1809099,1.1186477,0.9176017,1.2845973,0.0,0.9399965,1.2155073,0.90448695,1.1284304,1.1738412,0.73984003,1.2409271,1.2206689,1.078963,1.2580746,1.245101,0.8349312,1.1877674,0.13341475,0.83585805,1.3537996,0.11787045,1.0693737,1.3133204,1.1401556,1.0020822,1.1189419,1.1192561,1.1886866,1.2092984,1.1751552,0.901082,0.6803311,1.2054816,0.9919497,1.1438723,0.85767424,0.8088562,1.074887,0.9983909,0.84862363,0.9863676,1.2045475,1.0678965,1.0361135,1.0401783,1.1404605,0.49846834,0.98549134,1.0659573,0.9432663,1.2002909,1.2530458,1.0873791,1.2696784,0.9364904,1.2623706,1.1019988,1.0819622,1.0176308,0.8890945,0.8721158,1.1181216,1.2442352,1.0145617,0.09561527,0.937513,0.9440663,1.1127216,0.93132526,0.62152684,1.1601098,1.0106827,1.2406315,1.1257166,1.1363531,1.0688707,1.062474,1.0985756,0.5603099,1.1319075,0.33489102,1.0136019,0.91007805,1.1043955,0.6651578,0.7608274,1.2680352,1.0707052,0.9566645,1.2379324,0.96156466,0.4743141,0.8205491,1.1652137,1.1666083,1.2648538,1.0497092,0.9470663,1.2298508,1.061681,1.252217,0.9441343,1.1991752,0.79550916,1.099152,0.8664124,0.87795484,1.0848619,0.74400264,1.2015685,1.2771173,1.2923999,0.8931171,0.91923803,1.0127684,1.274002,0.92961353,1.1263548,1.0200372,1.1469988,1.2205416,1.032434,1.2060806
broom,1.1175277,1.014312,0.9293402,1.0893189,1.155109,1.1019194,1.060503,1.018777,1.0069168,1.085669,1.1008679,0.74937224,0.98970973,1.2209492,0.9521327,1.17123,1.2279639,1.1069579,0.8083286,1.0676553,1.1451911,0.9399965,0.0,1.0628364,1.0008556,0.7442721,1.1289076,0.988037,0.9290127,0.9300998,1.0467184,0.9656068,1.0250616,1.0568452,0.91429496,0.94323504,0.96278375,1.1287563,0.9202943,0.6888013,1.0655758,0.80487025,1.0112749,1.044055,1.0835483,0.8795614,1.0170685,1.1398388,0.9701404,1.0155219,1.0062745,1.084028,1.0543022,0.9682002,0.73719174,0.9186259,1.119147,0.71864367,1.0627097,1.1839371,0.8257764,1.2131877,1.1351203,1.0741295,1.0353637,1.1062837,0.9054637,1.0159817,0.93676746,1.0845964,1.1303535,1.1135638,0.6959014,0.85241985,0.68388975,1.0906464,1.1278636,1.0621158,1.0345043,1.1654094,1.1497242,1.1309481,0.94395983,0.84081537,0.8342066,0.8167118,1.0428783,1.0130386,1.1036844,0.99751985,1.1519918,1.0345168,1.1188262,0.6962029,0.659803,0.77277416,1.0624946,0.9197052,1.021039,0.95121515,1.0767341,0.9890483,1.0029513,1.1021607,1.1676977,1.1764812,0.9510481,1.0649272,1.0804496,1.0269227,1.1291574,1.1020391,0.98225003,1.1415188,1.1423452,0.77125204,0.9787437,1.0699782,1.098014,0.8104464,0.8672255,0.8588544,1.0516758,1.0803492,0.92427367,0.7207092,1.0228759,1.0256063,1.09803,1.0979791,0.95008206,0.97314966,1.0395397,0.9359825,0.8167499,0.99613273,1.0803654,1.1180522,0.8062785,0.84979904,0.9632805
bucket,1.2646403,0.86108935,0.7444591,1.1266115,1.2140986,0.8419678,0.8187769,1.0476301,0.443734,1.2332854,1.2665147,0.62366295,1.0661901,1.1608537,1.2036284,1.1476967,0.8552077,0.77203465,0.39362168,1.071374,0.7993325,1.2155073,1.0628364,0.0,1.0104517,0.45107138,0.7744218,1.0378777,1.1877588,0.6832734,0.6699745,1.0059718,1.1986177,1.2425241,1.1219094,1.0787944,0.9912466,1.1159896,1.2910383,0.623367,0.90151596,0.4332385,0.9922531,1.1731228,0.87130195,0.9386469,0.96555054,1.1975383,1.1202035,0.78350365,1.156811,1.1437726,1.248379,1.0862826,0.83130926,0.640836,0.9125037,0.87195605,0.83464384,1.1373485,0.8402672,0.840271,0.8091873,1.3568159,1.4239023,1.3317782,0.60162663,0.9217427,1.133038,1.1778105,0.8669434,1.2241396,1.0123734,1.128029,0.5590532,1.2801588,1.2013481,1.0722271,1.1588235,1.1132683,0.9556996,1.2341328,1.1177126,0.85949624,0.7274984,0.71470726,1.2663811,0.8574232,1.0734706,1.0729363,1.2444733,1.2951502,1.1054988,0.6925407,0.76708716,0.719651,1.0639045,0.66023165,1.4006097,0.8161649,1.1558001,1.068853,1.0087295,1.0310508,0.87430346,0.653517,0.720947,0.5887482,1.1085523,1.401182,1.2429019,1.1150535,1.036876,1.2870783,0.80615604,0.5628538,1.2164502,1.1325779,1.2353892,0.76085526,1.1679335,0.5418713,0.7161844,1.2280223,1.0250552,0.65197915,0.87000895,0.9855356,1.304776,1.1187737,0.4917041,0.9405463,1.0444084,1.1714058,0.781767,0.49095613,1.1686354,0.84425175,0.50394756,0.63471895,0.9226897
butterfly,1.0432788,0.7983914,0.8820267,0.8514911,1.2179735,0.9712802,0.93924654,0.87896013,0.86705124,1.2749851,1.1399826,0.76189446,0.93523043,1.0261298,0.7679897,1.0424187,0.90193725,0.852657,1.0288935,1.163444,1.0261036,0.90448695,1.0008556,1.0104517,0.0,0.95677567,0.9855447,0.9155165,1.136997,0.9542211,1.0044447,1.0903568,1.1931797,1.1134675,0.7791033,0.9376034,0.91081357,1.0181316,0.85669756,0.84604585,1.0274392,1.0778654,1.1004146,1.0976585,1.0239189,1.0891185,1.0495367,1.0544945,0.9654513,1.0207202,1.0980853,0.9436482,1.1486378,0.92317915,0.76573,0.74503857,0.9735959,0.7671225,0.73603827,1.0135356,0.87573814,0.8082245,0.87495726,1.1715438,1.1202669,1.0787297,0.9858079,0.9604471,1.0821074,1.1315073,1.1831218,1.0375994,0.87890816,1.1812778,0.9589594,0.9948757,1.1038213,0.9344094,1.1316745,0.9566613,1.0454544,1.0400659,0.93219316,1.0444573,1.0716393,0.79961306,1.0808399,1.0587198,1.1890208,0.9181205,1.0550187,1.0584232,0.922562,0.7416743,0.932493,0.99917215,1.0362191,0.7678061,0.8719158,0.68325245,1.1532481,1.0048045,1.1357917,0.93453467,1.0666013,1.0728452,0.9772844,1.156846,0.890967,1.0345818,1.1457644,0.91972905,0.89599514,1.1743671,0.97385013,0.9175054,1.1609415,1.2553632,1.2007272,0.7958213,1.1600844,1.062779,0.82011175,1.151881,1.0719485,1.0477849,0.8273582,0.99299634,1.2013917,1.1888478,0.79061514,0.9943348,1.1144052,1.1498966,1.1213527,0.9014232,1.1918621,0.9582033,0.91420704,0.81327224,0.9835132
can,1.5423594,0.59447646,0.49751747,1.0161762,1.3953598,0.95857626,0.84824777,1.0350784,0.6423255,1.4439622,1.4181266,0.20348793,1.060591,1.3998402,1.0656353,1.3028992,1.1290951,1.0203565,0.19512457,1.3020425,1.2635276,1.1284304,0.7442721,0.45107138,0.95677567,0.0,0.90445995,0.80411005,1.0006287,0.5670362,0.79261655,1.0605909,1.2453643,1.4380205,1.0951327,1.0631855,0.93712586,1.181278,1.2485877,0.24465907,1.2600658,0.2991686,1.1973284,1.20703,1.0234396,0.8399476,1.0810779,1.2838757,0.8172272,0.62500143,1.2133675,1.0320538,1.1964667,0.7844968,0.49960244,0.39397997,1.0223721,0.6279525,0.8595075,1.4575325,0.3409289,0.9582689,1.0691242,1.3131483,1.5332477,1.3512611,0.1797669,0.9348997,1.3721266,1.1938137,1.3253831,1.2177503,0.8618969,1.1492712,0.14782852,1.2929977,1.3458693,1.2146937,1.3209972,1.3754915,1.2611395,1.1637384,1.0694458,0.45117086,0.7244551,0.35192955,1.1815933,0.9055007,1.2712584,1.0839145,1.3897078,1.2270082,1.3526404,0.38377857,0.37650675,0.30196494,1.2140517,0.39873564,1.3095231,0.58046556,1.3863344,1.0565908,0.7477104,1.1045527,1.18512,1.029686,0.38472617,0.74680555,1.0184797,1.5225167,1.4408665,1.0877761,1.2450391,1.3499482,0.92440265,0.5290131,1.2057965,1.3816037,1.3589795,0.28279293,1.07445,0.52320355,0.4445212,1.4038178,1.1473722,0.49477947,0.69185066,1.1796696,1.3582692,1.3447323,0.48872834,0.61410457,0.95638365,1.2823942,0.7567229,0.63485926,1.3998402,0.9887491,0.1858815,0.24593323,0.8898553
