,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
napkin,0.9988334,0.99046034,1.0296532,1.1561648,0.93296534,0.88761395,0.7666897,0.9027332,1.3990552,1.3604237,0.7657261,1.3615446,1.0802939,1.1680448,0.9860923,1.233189,0.8664153,0.6258524,1.2343422,1.1489729,0.95663637,0.6506872,0.40723616,0.88148147,1.1619394,0.88481116,0.7309098,0.81982565,0.9530789,1.1366072,0.70577973,1.1415168,0.9271157,1.0523425,1.2955829,1.1013554,0.6834699,1.2386448,0.92999566,1.1231581,1.1942995,1.0076264,0.9514974,1.1798025,1.0108502,0.9483697,1.0144863,1.0820092,0.88864064,0.76875085,0.9541996,0.96453506,0.4879675,0.92640334,1.2036835,0.7445538,0.5110159,0.9925363,0.90702784,1.1846973,0.9459915,1.1988728,0.6521997,0.85070246,1.1120616,1.0817887,1.1622535,0.8600165,1.1073897,0.6405177,0.7321687,0.9374679,1.1838946,1.192372,1.1287764,1.1580375,1.1233052,0.8583513,0.0,0.7354287,0.7540637,0.7835577,1.011084,0.93869424,1.0630419,1.1440747,0.94773406,0.65276426,1.1422849,0.82856417,1.1626167,0.59636176,1.1836938,0.85802007,0.98259866,1.2267872,0.9517552,0.9288733,0.99957246,1.297225,1.0932672,0.8473729,1.2416661,0.7177204,0.911013,0.91332656,1.0999506,1.2770778,1.4071453,0.59578145,1.0723448,0.72157395,1.2148644,0.7055374,0.82537377,0.92173296,1.2754226,1.2169183,1.4919083,0.92395025,0.69721234,0.6989839,1.0313399,0.17560446,0.891975,1.1235949,1.1673043,0.6933984,0.8109082,0.83432406
necklace,0.95408005,0.6769476,0.92524695,1.0294502,0.7156842,0.8770527,0.8933754,1.23251,1.3504244,1.4324418,0.7819848,1.4559426,1.0145724,1.1387537,1.3390844,1.0827289,1.180682,0.6852174,1.215802,1.3904192,0.6777897,0.8820479,0.7414019,0.77433383,1.1022441,0.9052779,1.0422424,0.94103324,0.7902366,1.3092842,0.99887794,1.0579067,1.1944584,1.1494691,1.3867819,1.1455629,0.62829816,1.4405692,0.91528064,1.0131791,1.151865,1.2510912,1.1499127,1.1196334,0.40290743,0.8397647,1.0399212,1.0444297,0.36494017,0.83125883,1.0092095,0.5046483,0.7298268,0.958222,1.3312505,0.32812893,0.68483937,0.9795271,0.9104507,0.77062154,1.0212138,0.88193244,0.5839018,0.91069746,1.3330947,1.2677641,1.1406312,1.1137905,1.3163856,0.66807485,0.6494043,1.036506,1.1853688,1.1654379,1.1750609,1.2806801,1.108245,0.66188717,0.7354287,0.0,0.5903042,0.694878,1.2597659,0.83195096,1.103652,1.1587241,1.2416605,0.78402126,1.0616143,0.8681464,1.3138471,0.8860585,1.1447428,0.89081687,1.0375202,1.0666707,1.0617715,1.0337986,1.2861615,1.2550304,1.1649985,0.95400655,1.1361889,0.42113984,0.9760476,1.1550447,1.1598321,1.3670199,1.3830693,0.37775046,0.99350107,0.8713983,1.2509732,0.8993706,0.8522555,0.87633014,1.1754833,1.0703664,1.4602902,0.7148388,0.26317215,0.49076265,1.1889151,0.7812067,0.90344626,1.3264582,1.0989064,0.93288916,0.2904353,1.1474915
nose,1.1044707,1.0776781,0.9123637,1.2401035,0.5932134,0.7901037,0.8493393,1.1552767,1.3292689,1.336479,0.7695229,1.3254604,1.0952908,1.0124481,1.4432478,1.0930023,1.0780214,0.3752427,1.2345402,1.329169,0.8853139,0.8763671,0.6790919,0.51690143,1.1263568,0.8194791,0.90482557,1.0728629,0.5521723,1.2064116,1.0263331,1.0333642,1.1508598,1.0990523,1.3035514,1.1471624,0.4122417,1.3411844,0.6280701,1.1794055,1.2061827,1.1700037,1.1928413,1.1277217,0.61152714,0.7844548,1.2251705,1.0461622,0.6709435,0.9221485,0.8777862,1.0051037,0.62789047,1.0407891,1.2841806,0.3094988,0.8313209,0.94648767,0.8752065,0.96463203,0.9889082,1.2463351,0.45333213,0.99506074,1.1840942,1.1582738,1.1699916,1.1231395,1.2666056,0.59210366,0.90704584,1.0804905,1.214235,1.1132077,1.3707144,1.1600959,1.1120178,0.35006678,0.7540637,0.5903042,0.0,0.60521674,1.1689719,0.90640545,1.3583143,1.1636437,1.2182592,0.57975686,1.1532258,1.056656,1.2284677,0.9457164,1.1051402,0.584339,0.9261651,1.2224498,1.3349295,0.8877247,1.1569958,1.1631125,1.2624147,1.0422691,1.2861919,0.6348963,1.1337552,1.0721443,1.149852,1.3379905,1.3043786,0.3213427,0.94624937,1.0687587,1.301405,1.0024983,0.85029894,0.982682,1.1726937,1.2238828,1.3027267,0.66918993,0.4263016,0.5900639,1.2831621,0.8005315,0.6453754,1.2442526,1.1105987,0.9553573,0.26970053,1.0144624
orange,0.90878266,0.9773984,0.81913424,1.2935936,0.6271382,0.5222751,0.7096531,1.1310126,1.3567498,1.3280817,0.7094146,1.400703,1.0844119,1.1364976,1.416939,1.1674261,0.9554794,0.4557075,1.1284248,1.2346455,0.78700364,0.7146691,0.65748495,0.4898213,0.8401677,1.0086513,0.8692356,0.83676803,0.6692426,1.3540083,1.0945284,1.1019204,1.2669322,1.1646267,1.2898599,1.0334147,0.3290485,1.3296257,0.62046134,1.0511405,1.0988768,1.1854999,1.141041,1.163387,0.69130796,0.5691965,1.2151084,1.0343628,0.66145104,0.76316935,0.9478352,0.9902216,0.529089,0.8057573,1.3376544,0.43134952,0.7700624,0.99904877,0.7011709,1.0815209,0.7181305,1.1845789,0.45787024,0.825098,1.3670213,1.0238959,1.2905291,1.2185783,1.248323,0.62047017,0.90348756,1.1800442,1.1171812,1.1606895,1.3836751,1.2234808,1.1025898,0.3999163,0.7835577,0.694878,0.60521674,0.0,1.2068666,0.9885204,1.4366472,1.2646521,1.225006,0.48125255,0.8081541,0.8952639,1.3333602,0.80766743,1.1914096,0.8704909,0.8326576,1.1324406,1.3368454,0.91630304,1.185578,1.2330122,1.3544289,0.8792932,1.3725786,0.81095475,1.178745,0.9288744,1.1721504,1.308635,1.2907234,0.40763098,1.1040821,1.1181072,1.2071973,0.89997524,0.94235957,0.871338,1.3623599,1.3276575,1.343662,0.6314485,0.4891283,0.567714,1.2703553,0.8423478,0.50978124,1.0951074,1.1250519,0.9966379,0.46287084,1.0621095
oven,1.1184609,1.0916502,1.2454939,0.8943428,1.2341458,1.2397923,1.2606444,0.6604724,0.76012385,0.69599307,1.0136033,0.5971092,1.1062417,1.0353258,0.8756785,0.9819242,0.83815557,1.1879331,0.9753144,0.6037457,1.2750695,0.91775906,0.80050224,1.1896937,1.1853055,0.96101534,0.73470634,1.109508,1.1530883,0.688363,0.86099404,0.95018893,0.81592596,1.0409672,0.7594665,1.0783912,1.3085387,0.60973513,1.1568499,1.0880697,1.1128796,0.55253655,0.48439872,0.9609533,1.2585466,1.2453094,0.8980173,1.1193825,1.3033572,1.244366,1.2134349,1.1375442,1.0764961,1.2261871,0.9371451,1.2884458,1.239172,0.89175266,1.2034003,1.0175574,1.1808541,1.0776298,1.2337083,1.0577351,0.6089294,0.880442,0.8337796,0.8188279,0.74104536,1.152547,0.9089405,0.9958268,1.1138717,1.0628457,1.0609951,0.8986568,1.0561647,1.2806151,1.011084,1.2597659,1.1689719,1.2068666,0.0,1.2148399,0.94500226,0.7619236,0.76381403,1.1642376,1.1576114,1.0286593,1.0502232,1.0535431,1.0615102,1.1803099,1.0963892,1.2055417,0.91941786,0.6734044,0.27222025,1.0019284,1.0323306,1.1958907,0.84045416,1.2119706,0.81080997,1.1098819,0.87117153,0.66085505,0.8185722,1.3267634,1.021286,1.110151,1.0073583,1.1359901,1.0667762,1.1886077,0.96312976,0.86586034,0.76351285,1.1840593,1.3318818,1.2620962,1.0145524,1.1204928,1.2806579,0.90898836,0.9202773,0.8236501,1.2763917,0.6678016
owl,0.8649599,1.0948224,1.0280144,1.1992152,0.93035185,0.93481517,0.9140566,1.0863876,1.1936225,1.2222736,0.95871437,1.3438934,1.1183689,0.9622163,1.1134951,0.95832473,0.9270136,0.90225804,1.0999796,1.0977715,0.96205515,1.0125343,1.0150377,0.91896766,1.052659,1.0240024,1.1834953,1.0222647,0.79124933,1.2207614,1.0833604,1.0046662,0.92749417,1.0060908,1.2301145,1.0399122,0.90450305,1.2315977,0.98770344,0.8653203,0.98852694,1.1241109,1.0990721,1.1528156,0.9008261,1.0098349,1.1274452,0.5795448,0.92562246,0.9127058,0.8795798,0.9954046,0.8263211,0.7831357,1.024373,0.83557606,0.8695655,1.0085411,0.8253794,1.0064993,0.87689006,1.0234067,0.91376835,1.0896813,1.244811,0.9193363,1.1877602,1.0207986,1.0942911,0.86529887,0.9380134,0.84712756,1.0589174,1.1095284,1.0705644,1.0779334,0.97137666,0.9270247,0.93869424,0.83195096,0.90640545,0.9885204,1.2148399,0.0,1.118675,1.2057247,0.9865027,0.9041801,0.9847827,1.0945088,1.1233058,1.0215889,0.9181521,0.9026484,1.056838,1.089415,1.094376,1.0171736,1.1317507,1.0843335,1.0799328,0.8342081,1.181798,0.92475307,1.1412556,0.9996879,1.1106962,1.1719176,1.197324,0.83862567,0.9080115,1.0203196,1.0808357,0.88956964,0.91392964,1.028452,1.0649908,1.1585323,1.2005063,0.8642627,0.84938824,0.7983239,0.97408026,0.86290145,0.8742466,1.0111781,0.9709365,0.9720657,0.88263017,1.0333338
pajamas,1.1187514,0.9166509,1.2120091,0.33903623,1.3667159,1.3467181,1.199836,1.0833943,0.63712806,0.7256066,0.9525535,0.6826958,0.77415377,1.0147111,0.54075587,0.84299874,1.2450054,1.4538634,0.98432255,0.9037135,1.0610363,1.3991063,1.35092,1.4348022,0.97113794,0.8912632,1.1771485,1.0729567,1.3578715,0.8551981,0.9764481,0.9833361,0.7618943,0.83119535,0.75717175,1.0115386,1.4684334,0.7883346,1.3744994,1.0167419,1.0455174,0.9718196,1.0304723,0.8278241,1.1198545,1.2289174,0.8658935,1.0842102,1.0758644,1.2240862,1.2578206,0.8473827,1.388541,1.3281062,0.8572742,1.3886354,1.0164855,0.89931375,1.260983,0.85528064,1.2234997,0.57279027,1.4243386,1.0398989,0.6242636,1.1929781,0.5226949,0.852706,0.85319173,1.4592953,0.838745,1.1216719,0.8263099,1.0180103,0.4428712,0.9980302,1.0765538,1.3858824,1.0630419,1.103652,1.3583143,1.4366472,0.94500226,1.118675,0.0,0.5769143,0.8412844,1.395538,0.9987007,1.1280711,0.6407694,1.130087,0.9180797,1.4256532,1.2405252,0.7950687,0.7973386,1.3897471,1.0868832,0.91159743,0.54520214,1.2299119,0.37749904,1.0988448,0.52052265,1.3291199,0.8289474,0.76585996,0.74621105,1.4685374,1.062471,0.70589453,0.8968654,1.2013868,1.2479175,1.1549304,0.7703417,0.53454417,0.7356128,1.4688566,1.2645793,1.2501972,0.7166644,1.0953784,1.523582,1.2201895,0.96696734,1.3153071,1.3566958,0.9302083
pants,1.2603911,0.93158776,1.1932193,0.58070475,1.2521794,1.2678075,1.2442318,1.1874653,0.8203377,0.7979544,0.96260256,0.5220689,1.0375443,1.0187476,0.8152679,0.91831326,1.3249289,1.3169272,1.1428626,0.9938146,1.1476334,1.3173919,1.1059698,1.378126,0.9706382,0.9067479,0.8895658,1.196192,1.2975556,0.6728377,0.7938809,0.91444033,0.9740833,0.92552,0.5798682,1.0454191,1.4041364,0.88357663,1.2918769,1.1212133,1.1421838,0.7330963,0.99724567,0.6554257,1.0517083,1.2119057,0.7070089,1.102402,1.0631192,1.2269293,1.3376853,0.9315508,1.3861644,1.3911445,0.99390024,1.252341,1.228081,1.0181464,1.4007446,0.6600551,1.3011606,0.8277526,1.3627572,1.0907543,0.673687,1.09505,0.093376756,0.85348654,0.84032214,1.371557,0.8490746,1.0886511,0.92871356,0.96171683,0.74947286,0.84158945,1.1121602,1.3052529,1.1440747,1.1587241,1.1636437,1.2646521,0.7619236,1.2057247,0.5769143,0.0,0.9528594,1.3931725,1.164259,1.0602038,0.93511045,1.0201999,1.0467864,1.2590202,1.3293767,0.96389455,0.9143175,1.2552468,0.7865323,0.83667123,0.76190305,1.3404704,0.32832038,1.0089661,0.35127306,1.3912427,0.96404827,0.9085805,0.8883322,1.3332403,0.75517255,0.79388475,1.0564001,1.274219,1.1745577,1.186893,0.94901323,0.45141006,0.6732371,1.4117832,1.1754178,1.2051783,0.94998455,1.2314103,1.5038819,1.2509866,1.0051266,1.130804,1.2473311,0.9690335
paper,0.9986778,0.88318527,1.1065707,0.8568689,1.2094789,1.1042231,1.2403263,0.9041349,0.79485625,0.82677156,1.058807,0.75844043,1.0135486,0.94317365,0.8645633,0.8817411,0.3846264,1.2305552,0.91562366,0.4007355,1.1803384,1.0349507,1.0338957,1.2167109,0.99114174,1.1179067,0.9734675,1.1299864,1.2407969,0.92967474,1.053236,0.98483485,0.8173928,0.9700441,0.80989444,1.0152118,1.2100683,0.87069607,1.1044452,0.88929397,1.1118367,0.88384193,0.7086582,0.88187987,1.2272682,1.2399492,0.9349385,0.9450543,1.1354389,1.1724256,1.1621053,1.0275415,1.0447252,1.0671358,0.8518449,1.287091,1.2054007,1.0549488,0.78738064,1.0459765,1.1485543,0.82407844,1.2605829,1.0823483,0.82907563,0.88780785,0.95743537,0.7860372,0.83030593,1.2522628,1.0579768,1.0253413,0.99910796,1.0580752,0.90403724,1.0185097,1.0326606,1.2335618,0.94773406,1.2416605,1.2182592,1.225006,0.76381403,0.9865027,0.8412844,0.9528594,0.0,0.99450505,0.87845314,0.96838194,1.0443175,0.9962642,1.0573064,1.1889787,1.0478896,1.0026398,0.8965448,0.86609936,0.91039956,0.91555727,1.1199341,1.1312522,0.8793187,1.2758069,0.98935467,1.0576973,0.9661706,0.73934484,0.8958806,1.3757848,1.057864,1.0463572,0.98632723,1.033133,1.1183611,1.0468338,0.9237129,0.94257236,0.7040588,1.2775357,1.29932,1.1893328,0.8279867,1.0697614,1.2554278,0.8453785,0.93846244,1.0521733,1.313092,0.80662787
pen,0.9038458,1.0798228,0.9510437,1.3225005,0.7460201,0.69883233,0.74961436,0.9764271,1.3669825,1.3695018,0.5119306,1.4055367,1.0939901,0.9842677,1.4285859,1.2008979,0.70035857,0.36942297,1.205642,1.1168454,1.1191069,0.7592647,0.61922336,0.42595863,1.049727,1.005252,0.73826104,0.9848294,0.6552222,1.4014077,1.1166542,1.2658957,1.07492,1.1342621,1.3435528,1.2091155,0.14291477,1.3414403,0.60347635,1.0794984,1.226874,1.1965362,0.9802498,1.2841346,0.98210365,0.87966144,1.2106991,0.9780824,0.79603654,0.854541,0.7699597,1.105881,0.22149992,0.78034455,1.2278287,0.45063317,0.76223576,0.9342621,0.6970111,1.3177965,0.790918,1.266313,0.4084096,0.84369385,1.2911165,1.0754728,1.3751842,0.96944,1.2255104,0.5788642,0.9355135,1.0544454,1.1428493,1.1283708,1.5263458,1.0940821,1.2154232,0.4186945,0.65276426,0.78402126,0.57975686,0.48125255,1.1642376,0.9041801,1.395538,1.3931725,0.99450505,0.0,0.8101851,0.9226403,1.3100952,0.72091043,1.1843503,0.602438,0.76515645,1.215342,1.344223,0.79816335,1.1849029,1.0917075,1.4073141,0.70744884,1.4750278,0.91347206,1.2866089,0.8301294,1.0588489,1.2440418,1.2853408,0.45124632,1.1929083,1.2212005,1.2625554,0.72731334,0.7430345,0.92335653,1.1932662,1.4050769,1.3225832,0.7413262,0.6543235,0.6856984,1.1172764,0.69674075,0.5443085,1.098882,1.0694836,0.74531734,0.49752897,0.97407234
pencil,0.9963358,0.6664131,0.8531794,0.9730965,1.0175503,0.9286062,0.82731295,1.0486202,1.0822625,1.101964,1.0809584,1.1283426,1.0877267,0.9128809,1.13399,1.0210083,0.83966684,1.1346399,1.0599005,0.8849256,0.84552634,1.0644157,1.1284453,1.040257,0.288458,1.3001525,1.190843,0.86555976,1.1234131,1.1733078,1.1073427,0.9501269,1.1851695,1.1791676,1.085981,0.8484613,0.8351002,1.1186762,1.1136327,0.88805014,0.9071325,1.1915718,1.0278622,1.0538685,0.9106912,1.0370145,0.92763734,0.9411221,0.7268946,0.9433023,1.0238062,0.85673314,1.0383605,0.93539226,1.0965779,1.0447104,0.9788826,1.2377021,0.6776796,1.0973821,0.8363652,0.46085727,1.0744984,0.9633273,1.1030562,0.97443175,1.1527152,0.97312313,1.079845,1.1401947,1.0373641,1.1089855,0.9658353,0.989649,0.92931736,1.1108257,0.9165798,1.05024,1.1422849,1.0616143,1.1532258,0.8081541,1.1576114,0.9847827,0.9987007,1.164259,0.87845314,0.8101851,0.0,0.90851784,1.1175395,1.0508265,1.0292064,1.0910106,1.0441182,0.90783095,0.875188,0.9289997,1.1677427,0.9775531,1.1004035,0.8067368,1.1046274,1.0208569,1.131799,0.95339286,1.1693429,1.0452039,1.0261089,1.0909395,1.0629358,0.9964217,0.98982716,0.8836041,1.0451586,0.88241714,0.96398747,1.0777102,1.0118908,1.074607,1.0007135,0.9852098,0.77509,1.113703,0.8987872,0.9442366,1.0244344,1.0466583,1.0564278,1.1794063
pickle,0.78392553,0.6267964,0.9054021,1.0329924,1.0585155,1.1477342,0.8906894,1.1049845,1.1479071,1.2001454,1.0765545,1.0785176,1.1848522,1.0114877,1.1718746,0.91890365,0.9516111,1.1631753,1.0366961,1.0130595,0.7609517,0.98715734,0.9717548,1.0680267,0.8949311,1.0688134,1.0108988,0.84886956,1.1457088,1.1121382,0.8995911,0.88370544,1.1097369,1.1937518,1.0969958,0.94855785,0.9275778,1.2185775,1.1493512,0.8106849,1.1203765,1.1957415,0.96298146,1.0535342,0.8802957,0.8819474,1.0003623,1.0043854,0.8315805,0.76707417,1.1689143,0.6091959,0.8753636,0.7010453,1.198889,0.9816549,0.93559504,1.140183,0.9139536,1.1179026,1.1368128,0.8867989,1.0451636,0.9397366,1.1280851,1.1585402,1.0529909,0.8812753,1.1784337,1.1315086,0.9220194,0.8677691,0.86198497,0.9184712,1.0147886,1.0887467,0.9755974,1.108934,0.82856417,0.8681464,1.056656,0.8952639,1.0286593,1.0945088,1.1280711,1.0602038,0.96838194,0.9226403,0.90851784,0.0,1.1938665,0.8087803,0.95133877,0.9931325,1.0571815,0.81170046,0.9195583,0.90492296,1.1101487,0.95917153,1.2255044,0.87074524,1.127822,0.7668645,1.0119634,0.97140014,1.1221786,1.0807259,1.2487682,0.88263905,0.8273154,0.8976608,0.97605205,0.728124,1.0198956,0.81916374,1.1794586,1.0222776,1.1305698,0.95444036,0.9232919,0.81500447,1.0812106,0.9682788,1.1418952,0.9581752,1.1530738,1.1467316,0.99730676,1.2510833
pig,1.1112585,1.1677849,1.0468625,0.8361669,1.2075458,1.1763754,1.1591408,0.9719151,0.7142581,0.67842174,1.1741493,0.7969184,0.8369842,1.018871,0.5652119,0.9627537,1.2132051,1.2779508,0.89226824,0.94852084,1.0718486,1.276191,1.3618093,1.2204717,1.0525821,0.8227352,1.1998137,1.0844115,1.0891815,0.831365,1.0514814,1.0979104,0.838403,0.7839388,0.8483049,0.90211296,1.3266842,0.71493405,1.155413,1.0543269,0.7654437,1.0543939,1.1477468,0.85898685,1.1817575,1.1091303,0.9977447,0.92819333,1.2695117,1.1147982,0.90018314,1.1927329,1.3117625,1.157166,0.7749377,1.3403279,1.0870842,0.96846825,1.2197002,0.9815082,1.0016254,1.0191361,1.2807596,1.1554492,0.7906765,1.0596361,0.88950324,1.0863686,0.93804365,1.2436657,1.1571927,1.02104,0.77425236,0.8994436,0.5467807,0.9332343,0.9468578,1.1939559,1.1626167,1.3138471,1.2284677,1.3333602,1.0502232,1.1233058,0.6407694,0.93511045,1.0443175,1.3100952,1.1175395,1.1938665,0.0,1.1452711,0.6457759,1.1576023,1.1082665,0.82086974,0.8462094,1.3222951,1.0588709,0.95285535,0.5405028,1.1333989,0.7867374,1.2141223,0.957191,1.0384603,0.82851774,0.8463039,0.6703094,1.314402,1.136981,0.95021254,0.82842493,1.2101787,1.211003,1.0419714,0.7751627,0.7891252,0.7481177,1.2455515,1.3000972,1.1549174,0.9470994,1.0773209,1.1756803,0.9230672,0.91713893,1.2564316,1.3205556,1.0151953
pillow,0.98955005,0.91792953,0.9644169,1.1679279,0.83296067,0.8312187,0.863831,0.9273179,1.3500366,1.1214597,0.7835395,1.1409776,1.0848304,1.0782465,0.819648,0.98428977,0.8223274,0.8437721,1.3059317,1.001198,1.1499646,0.7419834,0.5900712,0.65352625,1.0886827,1.0659426,0.5485285,1.0490711,0.9951972,0.99884146,0.884271,1.0381784,1.2592595,1.1406457,0.8423525,1.2161598,0.71382856,1.1498885,0.9206869,1.0076652,0.93561363,1.152973,1.0089278,1.0881685,0.961381,1.1284517,0.95128584,1.0360535,0.9100644,0.83948183,0.95370716,1.0667752,0.7354486,0.825963,1.2697376,0.83121836,0.7287277,1.0786264,0.8931829,1.1316862,0.8366282,1.1942358,0.55881447,0.9149466,1.143469,1.094184,0.99301267,1.0824969,1.1939182,0.91638505,0.9232025,0.87526804,1.0858614,1.1348431,1.1922094,1.1424015,1.2015662,0.8490335,0.59636176,0.8860585,0.9457164,0.80766743,1.0535431,1.0215889,1.130087,1.0201999,0.9962642,0.72091043,1.0508265,0.8087803,1.1452711,0.0,1.0209861,0.88729566,1.118319,1.0740213,0.8617645,0.8259506,1.0912526,1.0586877,1.0240778,0.9277159,1.103876,0.846295,0.82886726,0.9931529,1.1938648,1.3014727,1.2579341,0.7323558,0.9721131,0.8693011,1.3504975,0.94789684,1.1048331,0.8609123,1.295033,0.97721475,1.2289071,0.93044615,0.85713524,0.8406379,1.2841079,0.57197845,0.82337266,1.0196891,1.1306144,0.84092593,0.8599808,1.0869367
pizza,1.1440288,1.1124729,1.0076363,0.95986557,1.0570247,1.1547703,1.2085344,0.9931211,0.90220284,0.85905254,1.0447774,0.94916654,1.0093974,0.8180373,0.7597318,0.81726146,1.1087518,1.2189863,0.94131106,0.86044216,0.98676974,1.2608969,1.2932012,1.0157611,1.101293,0.7689898,1.1895652,1.1138896,1.0786045,0.8817242,1.131667,0.9011376,0.8750364,0.95096874,0.9204818,1.0076983,1.1433197,0.9073904,1.0670241,1.0841955,0.9995829,1.0554731,1.0682263,1.0331591,1.0961107,1.1425247,0.9211549,0.8743566,1.1354284,1.1607988,0.9737349,1.0869778,1.2197572,1.1134857,0.80221164,1.0732751,1.184843,0.81620646,0.9803431,0.99877083,1.1240509,0.9319992,1.1784588,1.1818404,1.0011939,1.079428,0.9836593,1.078244,0.96387976,1.2786334,1.0846808,0.7344102,0.87379974,0.9922258,0.81473476,0.91346514,0.9972359,1.0149375,1.1836938,1.1447428,1.1051402,1.1914096,1.0615102,0.9181521,0.9180797,1.0467864,1.0573064,1.1843503,1.0292064,0.95133877,0.6457759,1.0209861,0.0,1.042414,1.1382928,0.8875207,0.81226456,1.073236,1.1087102,0.9038801,0.83508605,1.0100055,0.9209479,1.1693735,1.0082299,1.1464744,0.9639311,0.98464704,0.8795105,1.1518375,1.069345,1.180959,0.9157244,1.1494493,1.1868697,1.0263118,0.8601198,0.85913265,0.78207445,1.2166554,1.1664541,1.0004274,0.96179104,1.1699458,1.1243409,0.8639358,0.9965361,1.2101554,1.0950084,1.0571618
plant,0.9581619,1.2225171,0.7994933,1.4003632,0.7301057,0.8546076,0.89364,0.9978876,1.3926502,1.3128076,0.9183335,1.3328322,1.1800544,0.86432016,1.2787787,1.1226008,1.0158137,0.60085857,1.2115511,1.2910602,1.0479691,0.90260774,0.73595446,0.7011656,1.1136107,0.9193533,0.85658646,1.0756897,0.72638553,1.1385632,0.8924484,1.1044419,1.171968,1.0560087,1.2543683,1.019547,0.58086044,1.2607167,0.83355683,1.0515811,1.0439923,1.115589,1.1451614,1.1851163,1.0206578,0.96173257,1.1208118,0.99020785,1.0269067,0.76457274,0.45174694,1.1869438,0.6242301,0.7992015,1.0719565,0.69326615,0.81207764,1.0347854,0.9672875,1.1217675,0.87783045,1.3422841,0.6089165,0.9109961,1.2003284,0.95806605,1.2747163,1.117227,1.1655242,0.7378423,1.043347,0.8258723,1.1271785,0.91500187,1.3802453,0.8033198,0.9437441,0.74465907,0.85802007,0.89081687,0.584339,0.8704909,1.1803099,0.9026484,1.4256532,1.2590202,1.1889787,0.602438,1.0910106,0.9931325,1.1576023,0.88729566,1.042414,0.0,0.9852355,1.2356915,1.2406228,0.8998196,1.0711724,0.7493542,1.1928246,0.874473,1.3664777,0.88461286,1.2499481,0.8281343,1.1786828,1.3882365,1.2873797,0.6602177,0.97574985,1.2134731,1.1339625,0.8832702,0.72097903,0.75076485,1.0350287,1.2857537,1.2987472,0.8137136,0.8630705,0.9190641,1.2804499,0.8179052,0.6922723,1.2042755,0.72456604,0.67271435,0.70804465,1.0365779
plate,1.0257471,1.213905,0.97414476,1.247572,0.84256905,0.8442153,0.71561754,0.9435818,0.6310509,1.141704,0.9364001,1.0058103,0.4038899,1.0685225,1.1800399,1.212099,0.77996576,0.6561784,0.33305812,1.1046752,0.80291164,0.87798357,0.9870948,0.72949845,1.0365641,1.1710342,1.0103136,0.58966887,0.8040514,1.2879901,1.2741868,1.1014557,1.0209829,0.96172905,1.1819199,0.6813503,0.72994393,1.1329849,0.619767,1.1696289,1.1492146,1.1731421,1.0124415,1.162758,1.0919344,0.63183975,1.2526076,1.0430506,1.1040941,0.8338808,0.82426316,1.1759367,0.8017528,0.96569765,1.0293894,0.91001755,1.0868742,1.0274086,0.9332925,1.2587478,0.95130384,1.2590942,0.8145808,1.0783572,1.1569021,0.973105,1.3350322,1.0408231,1.038754,0.8406445,1.1968987,1.0566715,0.96338415,0.81770015,1.217647,1.0972006,0.67292017,0.73041725,0.98259866,1.0375202,0.9261651,0.8326576,1.0963892,1.056838,1.2405252,1.3293767,1.0478896,0.76515645,1.0441182,1.0571815,1.1082665,1.118319,1.1382928,0.9852355,0.0,1.0127606,1.3516716,0.995019,1.1180298,1.1387995,1.2412348,0.9821837,1.2934394,1.1264596,1.3595979,0.53303164,0.9517752,0.6084925,1.0681579,0.8328164,1.2145765,1.2577567,0.5020494,0.8532956,0.9657222,1.0364949,1.1685921,1.2750063,0.9958777,0.8195668,0.97766757,1.0091536,1.0647285,0.9793235,0.7310933,0.734725,1.016696,1.0732379,0.8915884,1.0728701
