,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
mitten,0.6318693,0.89666384,1.3393447,0.8391434,0.59847796,0.82391024,1.1762592,1.2342347,1.1777549,0.99820113,0.72865415,0.7202004,1.330163,0.77433515,0.37149084,0.76326,0.6570744,0.87889284,0.9983957,1.4769479,1.4910791,1.0040703,1.3644989,0.8561702,1.2739798,1.1185495,1.1947832,0.798744,0.99832886,0.8060001,0.98013955,0.9759617,1.1447853,0.8284199,0.9369454,1.1894001,0.61521083,1.30659,1.231882,0.97101665,1.1026998,1.4334943,0.71949947,1.470105,1.2969711,1.0051123,0.6171349,0.70145714,0.9175307,1.101914,0.87727576,1.0553493,1.3158003,0.89496195,0.94222707,0.7585446,0.8276926,1.0608766,0.8458534,1.26087,1.1934689,1.4141941,0.9903055,0.94462556,0.7887347,0.96102947,1.0604795,0.660737,0.93092954,0.78820693,0.68992263,1.1234902,0.49782336,1.3031523,1.0315257,0.789785,0.8004396,1.3880384,0.6137225,1.439216,1.2938887,1.4643652,0.88107485,1.0018616,1.3134187,0.0,0.7721572,0.8883047,0.9432895,1.2720264,1.0180709,1.0686159,1.0436096,1.3351134,1.0582498,1.0742552,0.4902575,0.63951623,0.7462803,1.0984075,1.4235494,1.3525279,1.0389262,1.3172942,0.89686745,0.7079316,1.2609614,1.0064405,1.2431858,1.0273492,1.0092654,1.1983703,0.9881937,1.2466607,1.0906088,1.3083644,1.3472493,0.97327274,0.7763376,1.3345424,0.69950175,0.7493779,0.6621627,1.2385473,0.92565453,1.0207667,0.80498815,1.1186068,1.0044384,1.4629656,0.77080715,0.9487772,1.4276164,1.2500477,0.7880203,0.7846266,0.7022212,0.7175019,0.9063313,1.393711,1.0595877,1.0299441,1.3342358,1.166322,1.1323528,0.9430381,0.8801346,0.8554492,1.1014501,1.3327546,0.9548611
motorcycle,0.77047795,1.2346015,1.3308997,1.1235448,0.85484844,1.087729,1.1599005,1.2094057,1.069702,0.72571933,0.89289653,0.6308225,1.2767307,0.71757245,0.6886247,1.0003893,0.7054011,0.830857,0.7890166,1.2916739,1.2542253,0.8774934,1.354325,0.8802471,1.2169036,1.1332294,1.0771673,0.4637773,1.1785322,0.5909922,1.0568837,1.0298405,0.99583054,0.6737472,0.9407046,1.1449533,0.5624817,1.2661693,1.2032313,0.84295607,1.1420821,1.2232786,0.54589856,1.3171968,1.2508099,1.0381753,0.6239724,0.91406196,0.79293764,1.1663786,0.77216786,1.309418,1.3865321,0.7037848,1.1065131,0.81337976,1.2864434,0.58838904,1.1548314,1.1312764,1.2956057,1.2648817,1.0946835,0.6917969,0.969389,0.63887286,1.1912185,1.164706,0.8001233,0.96305716,0.8090768,1.1333209,1.0077776,1.2414954,1.0387971,0.82681555,0.7979491,1.2112707,0.64046234,1.2560666,1.0739976,1.2712433,1.0489756,1.3418052,1.1644346,0.7721572,0.0,1.0625219,1.2485582,1.3158616,1.1604409,1.2476586,1.3152252,1.3131485,0.9445294,1.0636,0.6107225,0.72256696,0.66726744,1.1473008,1.1855768,1.2440596,1.1033025,1.3307376,1.1407771,0.81544566,1.0481737,1.0095295,1.1103431,1.0666093,1.3291988,1.3557177,1.0874833,1.1550952,1.274418,1.0975168,1.2261976,1.0770215,0.8373071,1.1538107,0.7471658,0.7730576,0.8814442,1.0391396,0.68517315,0.9349801,0.41231346,1.1905475,0.77054226,1.29928,1.0101179,0.97699404,1.3186793,1.2245665,0.90511024,1.160268,0.55460334,0.7460343,0.65127325,1.2837019,1.3243427,1.2148676,1.1792233,1.2008619,0.93228257,0.8888029,0.99437296,0.7687378,1.0044336,1.2420931,0.78742576
mouth,1.0191393,0.7347244,1.0442593,0.62732154,0.88357735,0.9089128,1.1251745,1.0776389,1.3036056,0.9774735,0.92668796,1.00265,0.99357426,1.0711676,0.8721591,1.0539917,0.99699473,1.0214616,1.081464,1.2032444,1.2395011,1.0955014,1.1317927,1.1108328,1.1707798,1.0941504,1.2102003,1.0826852,0.9636441,1.0733325,1.147857,0.9746597,1.1002843,0.99266887,1.0859829,1.0432513,1.0099993,1.1115975,0.9286036,1.1108272,1.0396457,1.1056229,1.0049461,1.1924279,1.1341002,1.028075,1.0788549,1.1012712,1.024319,1.0306169,0.9531955,0.79860854,1.0881972,1.0604832,0.73118246,0.5813552,0.64577293,1.0454402,1.1205568,1.117228,0.81264114,1.2300345,1.140381,1.0033497,0.95069087,1.0183656,0.71662354,1.0877968,1.0682882,0.83048916,0.65376675,1.0920026,0.700725,1.1560943,1.1094162,0.97820103,0.82051694,1.1666703,0.92057616,1.2367579,1.2117492,1.2165422,0.8929967,1.0113792,1.2016017,0.8883047,1.0625219,0.0,0.97876805,0.88929033,1.1636689,0.8922487,0.6112185,1.0845608,1.1226696,1.2420163,0.93933225,0.85513526,0.9391,1.1773536,1.1717229,1.0814193,1.0565473,1.1015726,0.990842,1.0790144,1.1679896,1.0070628,1.0793431,1.0835006,0.89918715,0.9677956,1.2343647,1.2487131,0.91515833,1.2610812,1.2382293,0.9026029,0.80254626,1.2356248,0.79574966,0.94123816,0.80501854,1.07421,1.0115608,1.0121925,0.9965092,0.9461013,1.1014448,1.1973464,0.9803253,0.93333465,1.248039,1.0923779,1.1216866,0.98508847,1.0223291,0.88330305,1.0097418,1.1561748,0.6835109,0.76872045,1.0899472,1.2037977,1.1650621,1.0553178,1.0489522,0.91312534,1.2743635,1.0186974,0.9871334
muffin,1.016288,1.0005271,0.7169352,0.80379516,1.2161112,0.69377697,0.86839527,0.81988704,1.0264643,1.2337494,1.0176682,1.2787778,1.1120511,1.309032,1.1089805,0.9011863,1.1741221,0.89443517,1.1192396,1.0976844,0.92982215,1.1027126,0.46682888,1.1032854,1.0184355,0.70099366,1.2334197,1.1448423,0.9103079,1.2323728,1.2837344,0.6525742,1.109684,1.2537929,1.1364092,0.9853454,1.2425606,0.44745213,0.8294358,1.2416314,0.523507,1.0770944,1.3047717,1.0785855,1.062238,0.9384387,1.019435,1.0116752,1.2690895,1.0145094,1.1759276,1.0782678,0.6692884,1.272371,0.92308766,1.119268,0.9591006,1.3188146,0.7692299,0.93969923,0.99313235,1.0471385,0.7929975,1.1219687,0.9103314,1.3169467,0.9640614,0.9241561,1.1368644,0.78913724,1.0386685,0.5468444,1.0417525,0.93583,1.0466788,1.0741031,1.255129,0.99744326,1.2891443,1.0497501,1.2150651,1.0088974,0.64145947,0.6384801,1.1411072,0.9432895,1.2485582,0.97876805,0.0,0.9129387,0.9873404,1.0421444,0.9676187,0.80225056,1.2055485,0.9168879,1.2368143,1.2736646,1.1071873,0.7611858,1.1334841,1.1064816,1.0156304,0.5413572,0.86853343,1.1776845,0.5239503,1.0221485,0.73294693,0.9315529,0.8766298,0.7980249,0.97330874,1.1320568,0.58286905,1.1526458,0.84798855,0.628477,1.2125767,0.9531235,1.2533795,0.97704804,1.2068541,1.0428424,1.2978508,1.1620226,1.1741059,0.9061307,1.1905134,0.85509926,1.142328,0.7176365,0.9520067,1.0432615,1.0746508,0.67180157,1.0899278,1.2469155,1.1659884,0.747921,0.96491015,0.9437945,1.2320027,1.0972748,0.8791131,0.9495215,1.0433775,1.0747211,1.2398804,0.95503175,1.2427506
nail,1.3526716,0.6435219,0.2673533,0.9403981,1.3409576,0.58270127,0.65277416,0.70190513,1.0925333,1.3959517,1.147882,1.4990368,0.26789373,1.3092397,1.3537849,0.9847785,1.4493003,1.3535107,1.2944497,0.66204226,0.59811544,1.3662865,0.64915377,1.2504017,1.076822,1.0373038,1.090684,1.093588,0.53089243,1.1434095,1.1270086,1.3141843,1.0889955,1.44573,1.1517465,1.1791613,1.3916633,0.875813,0.707926,1.3355942,1.0841179,0.23838973,1.5615847,0.61627275,0.5385497,1.3027868,1.3294069,1.1577841,1.3477757,0.93713534,0.9240828,0.5316984,0.38601053,1.1179706,0.5819922,1.0269597,0.6049611,1.1991171,0.7303523,1.0306047,0.38208795,0.8374558,0.9293884,1.1935613,1.228903,1.4210562,0.44328272,0.7413238,1.0183097,0.5374248,1.054007,0.9867043,1.0924698,0.40345526,1.0986236,1.238574,1.28079,0.9804316,1.2423671,0.8290321,1.1129193,0.6585158,1.1507189,0.87586665,1.0337151,1.2720264,1.3158616,0.88929033,0.9129387,0.0,1.0885338,0.78335714,0.4461254,0.2140451,1.4481478,1.028309,1.4296265,1.2982941,1.450455,0.95483196,0.33123899,0.3327834,0.928301,0.62366253,1.1220313,1.2695725,1.0590248,1.2952594,1.1145997,1.1406095,0.7700309,0.33066094,1.1967529,0.9884912,0.47299218,1.216794,0.86821055,1.1389122,1.0556462,0.72701037,1.256479,1.2629093,1.2073817,1.0808622,1.4037032,1.371424,1.242077,0.36643058,1.1002319,0.6597202,1.1032338,1.3165355,0.7706163,0.7673002,1.1543009,0.88149416,1.3068084,1.3336842,1.3998051,0.43931746,0.28959048,0.44299352,0.54200107,0.89740217,0.69041556,1.445596,1.2570713,1.3742523,1.1234035,0.32072258,1.3439038
napkin,1.1627233,1.1088562,1.0647888,1.1569996,1.013715,1.1226665,0.9740241,1.0076518,0.8884527,0.92670304,1.1387764,0.8461009,0.9868214,0.8628965,1.1233904,0.9965759,0.78828424,1.034,1.0406463,0.83585393,0.822727,0.8790946,0.9008439,1.051513,0.76907474,1.141934,0.700124,1.1221532,1.0502225,1.160318,0.72325784,0.8424996,1.0664922,0.89492774,1.0309923,0.98929757,1.0253509,0.86258096,1.0904025,0.7633039,0.9122778,1.0414884,0.97249454,0.82993484,0.978919,0.7769023,1.2044603,1.1912961,0.9800302,0.9976025,1.1444874,0.9821486,0.88116974,1.0410119,1.1802241,1.2949774,1.1223472,1.1504166,1.0034579,0.97482204,1.0904473,0.76704276,1.1499255,1.1003215,1.1710446,1.0192863,1.1998962,0.5985098,1.1495368,1.0814856,1.273599,1.0054152,1.136049,0.9970777,1.088226,0.99364716,1.0493731,0.9095874,1.138454,0.79461896,0.8297058,0.82615805,0.99815685,0.8228261,0.5825733,1.0180709,1.1604409,1.1636689,0.9873404,1.0885338,0.0,0.9760458,1.0079746,1.0567634,0.82644576,1.0074815,1.1341038,1.0811051,1.0146612,0.9811976,0.96441627,1.0197489,1.1310787,0.95282364,0.96845347,0.7702973,0.9721532,0.95352846,0.7304962,1.0788245,0.89556843,1.0255946,0.8871229,0.78043884,1.1438918,0.81819975,1.0363427,1.0398642,1.1137486,1.0372148,1.1244739,0.9601715,1.0069388,0.8622446,0.9567772,0.8468938,1.1035125,1.1118602,1.0361935,0.7387817,0.9798037,1.0077924,0.79883766,0.89121187,1.0733929,1.1691186,1.0686162,1.1289172,0.97365206,1.020525,1.1449053,1.0176339,0.90874934,0.24613273,1.1742407,0.8115629,1.0766022,1.0077659,0.87890214,1.1636574,1.0521145
necklace,1.232334,0.8245836,0.9234865,1.0770613,1.1375062,0.9734208,0.84442353,0.87533796,0.9057429,1.2647877,1.1107051,1.2481203,0.5977534,1.0035,1.072099,0.8601503,1.138291,1.0860488,1.1930168,0.8478619,0.8864877,1.147747,1.0062313,1.0192416,0.9125912,1.007048,0.95480406,1.1751955,0.7312502,1.0584668,0.8129371,1.1964496,0.99472755,1.1611212,0.7746497,1.0756356,1.0535122,1.100822,0.9008009,1.086159,1.0845188,0.72367084,1.3118775,0.8568949,0.79905736,1.2343941,1.230387,1.0382206,1.2108458,0.8624259,1.0562756,0.6584549,0.8948866,1.0154499,0.84890795,1.1289779,0.8397974,1.2140867,0.8903402,0.9295149,0.7336173,0.8412953,0.9431035,1.1515751,1.0384865,1.3502005,0.73897976,0.79119766,1.029246,0.9252815,1.0719607,1.0418527,1.0022423,0.72491276,1.0055407,0.855211,0.97375345,0.968117,1.0663232,0.89309376,0.95489126,0.85537994,1.1105378,0.92889917,1.0177617,1.0686159,1.2476586,0.8922487,1.0421444,0.78335714,0.9760458,0.0,0.8142181,0.89841604,1.2226055,1.0398973,1.1021693,1.0167022,1.2651994,1.0834411,0.78145367,0.66928446,1.0061288,1.0165956,1.0734123,0.9837304,1.1566164,1.1106098,1.1826392,1.0504615,0.85609347,0.9033319,0.7606971,0.8905213,0.91207254,1.1702121,0.8570539,1.090161,0.81953853,0.7509407,1.0066515,0.87945795,0.9419674,0.9195603,1.3388898,1.1491938,1.092143,0.85619885,1.0414592,0.99006224,0.90452677,1.1979349,0.822895,0.803741,0.94689476,1.1010066,1.25127,1.056384,1.3379791,0.84703904,0.73878056,0.63361454,0.75893164,0.7896933,0.90793616,1.2968545,1.1068885,1.2336913,0.8218758,0.71056485,1.2627615
nose,1.2729101,0.51640546,0.64454544,0.7311158,1.0936196,0.7654191,0.86998737,0.9309474,1.2655958,1.2671626,1.088799,1.3374724,0.523245,1.2410046,1.1757061,0.9468743,1.310472,1.2346739,1.2562306,0.9260567,0.9895208,1.1853505,0.89041805,1.1666768,1.0581981,1.1330013,1.1770947,1.1102431,0.72682035,1.2093488,1.1218122,1.0199162,1.1306798,1.2393339,1.1791008,1.0707706,1.3019483,0.95837075,0.80995774,1.2090832,0.9700904,0.7780925,1.3590355,0.8933084,0.9136786,1.1044757,1.312444,1.1427858,1.1253173,0.9743928,0.9795821,0.47334862,0.6325941,1.1936593,0.48493695,0.8016862,0.4355272,1.1122465,1.0000912,0.9725332,0.57138586,1.0087653,1.1679673,1.0662704,1.1686778,1.2509272,0.42015594,0.82972205,1.0661595,0.73295236,0.7866496,1.0694909,0.7554583,0.81656444,1.1715399,1.1161187,1.1424602,1.0142663,1.1907232,1.0222584,1.0741681,0.87676585,1.0653656,0.75743103,0.99529356,1.0436096,1.3152252,0.6112185,0.9676187,0.4461254,1.0079746,0.8142181,0.0,0.6365544,1.2759081,1.1626601,1.2581782,1.1976712,1.2373356,1.1262978,0.80518985,0.77647257,0.9769274,0.87457037,1.044728,1.214551,1.1053001,1.1061921,1.0774442,1.1332611,0.6334927,0.5988879,1.263735,1.0239124,0.7173914,1.1578641,1.0731684,1.0362277,1.015454,1.0532099,1.1436875,1.16232,1.0700259,1.1117657,1.1721544,1.2037628,1.1197941,0.7691387,1.2040696,0.9463783,1.0115892,1.1273528,0.9910055,0.8814847,1.1079571,0.99181396,1.2141563,1.212847,1.2442456,0.8519462,0.3479823,0.6187887,0.8763329,0.969842,1.08138,1.2312384,1.153352,1.1401728,1.1813228,0.6812892,1.1512617
orange,1.2927625,0.8455507,0.16878635,1.0706427,1.388231,0.62209857,0.60092264,0.5471561,1.0261331,1.3640757,1.1219666,1.4808851,0.434752,1.324499,1.3552388,0.9944956,1.4653816,1.2776725,1.2325302,0.67857087,0.47536123,1.3457459,0.45961225,1.2767831,1.0057216,0.9540608,1.0617748,1.082252,0.5292627,1.1814868,1.1138363,1.1441067,1.0556576,1.4623239,1.1816959,1.1096909,1.443202,0.68116957,0.65341634,1.2775154,0.89563346,0.30459666,1.5503778,0.60080886,0.54104966,1.1886128,1.2904694,1.0753686,1.3496436,0.97439,1.0183828,0.7098214,0.33332396,1.1734353,0.8496668,1.1479392,0.8304746,1.1980689,0.682028,0.99696535,0.6035222,0.80403763,0.9016954,1.2301106,1.2330405,1.4293485,0.6498232,0.791104,1.0929761,0.7039107,1.1683955,0.8510553,1.2458632,0.42264026,1.0501974,1.2740825,1.3567218,0.9002327,1.2983183,0.7843217,1.0887823,0.63154024,1.1759434,0.71134484,0.9920875,1.3351134,1.3131485,1.0845608,0.80225056,0.2140451,1.0567634,0.89841604,0.6365544,0.0,1.3781121,0.9350021,1.4512125,1.3790915,1.4704797,0.7505943,0.38373983,0.44221646,0.8305577,0.4207716,1.1297834,1.2854869,0.881642,1.2313906,0.9671205,1.0274649,0.688277,0.3061911,1.1126492,0.9884403,0.5838921,1.1038476,0.7690992,1.0636996,1.1929901,0.6572473,1.3184152,1.2864081,1.2743398,1.0292419,1.4131293,1.3553178,1.2483332,0.4627272,1.0668098,0.5375987,1.2076162,1.2368459,0.7209903,0.8089346,1.1633062,0.8279284,1.3111413,1.3837163,1.3879716,0.40257013,0.55348134,0.6626496,0.62623155,0.90622807,0.6318357,1.3116467,1.2067068,1.3787886,1.1475908,0.44977224,1.3503296
oven,1.0408398,1.3253654,1.3929464,1.1071842,0.79719734,1.3722472,1.1812658,1.3238336,0.81570756,0.48187554,0.99561435,0.6475097,1.2891606,0.69311565,0.9711785,1.1351917,0.73904014,0.9331391,0.9078597,1.0104617,1.069434,0.7340098,1.2225627,0.9169105,0.8352531,1.1081493,0.5883867,1.0048507,1.3580297,0.94223344,0.78196245,0.90640104,0.7251698,0.54581815,0.93311155,0.7255647,0.69059366,1.1452712,1.2819455,0.67027295,1.1180644,1.3555303,0.5324443,1.0512508,1.2718112,0.7221402,1.0323055,1.1033988,0.5731871,0.95689374,1.1058612,1.2892002,1.327917,0.81374365,1.2638545,0.9950366,1.3354961,0.8619693,1.3499773,1.0193912,1.376505,0.9895802,1.2812847,1.0372591,1.0693771,0.5794984,1.3103139,1.2337688,0.98328537,1.4423356,1.0240073,1.0187559,1.0704231,1.3170762,1.1029103,1.0072304,0.8103888,0.9899784,0.94412553,0.95700455,0.77647793,1.0323969,0.9940312,1.1559411,0.7961688,1.0582498,0.9445294,1.1226696,1.2055485,1.4481478,0.82644576,1.2226055,1.2759081,1.3781121,0.0,1.0540448,0.86980706,0.884074,0.7959273,1.1587856,1.2879676,1.3552144,1.1503977,1.3529814,1.1428773,0.7741933,0.9935909,0.76496494,0.83815145,1.1217105,1.1922121,1.4251127,0.8191304,0.7724316,1.372659,0.4718302,1.1686734,1.0508938,0.9706513,1.1606672,0.86367464,1.072542,0.8783835,0.8645673,0.5305281,0.39114946,0.9371376,1.4177428,0.9233572,1.1388308,0.9412513,0.86821973,1.0709232,1.076943,1.0859435,1.2131228,0.87859213,0.8359498,0.68900305,1.262681,1.44169,1.3851786,1.1402309,0.9293448,1.3216112,0.6496838,0.95621794,0.77599204,0.8122818,1.340024,0.6139266
owl,0.95576733,1.089109,0.9608103,1.1513958,1.2089465,1.0753244,0.9638225,0.9794065,0.86892587,1.1512575,0.8209381,1.1003199,1.0465558,1.2303159,1.1583726,1.0466119,1.0994581,1.1660788,1.077733,0.7963362,1.0106542,1.0991524,0.7921605,1.0011044,0.8993942,0.78993815,1.0778118,1.1543659,1.2649301,0.9062451,1.0667192,0.950071,0.9980351,1.0974908,0.99549603,1.0039297,1.0843333,0.7296207,1.0166626,0.94737506,0.8859804,0.9418165,1.1605488,0.78373486,0.90743315,1.1254553,0.78979313,0.90814507,0.96732634,1.1076227,1.1476544,1.1278642,0.8824171,0.9711918,1.2209706,1.1804273,1.2909371,1.1218318,0.7996298,0.7920083,1.1264321,0.8146635,0.8747834,1.1307569,0.96063036,1.017016,1.1743374,1.0050281,0.9309437,1.1540333,1.0873358,0.8525145,1.285526,0.8593724,0.9056737,1.052107,1.1910329,0.8343711,1.2109644,0.86909175,0.8735745,0.8086401,0.89564216,1.0080864,0.8398334,1.0742552,1.0636,1.2420163,0.9168879,1.028309,1.0074815,1.0398973,1.1626601,0.9350021,1.0540448,0.0,1.115143,1.1859721,1.1653324,0.5996745,0.9067081,1.0035076,0.86766297,0.7779198,0.8783443,1.1288902,0.7454026,0.8903186,0.9992025,0.83089066,1.0528785,1.0233501,0.8737117,0.9702584,1.0199622,0.75961924,0.65019923,1.0637317,1.1328943,0.80802083,1.2359105,1.0559144,1.256257,1.0220135,1.0438373,1.1711236,1.0706835,0.9635436,0.98668635,0.8496051,1.1064378,1.0308727,0.82600504,0.80961204,0.93154037,0.78509605,1.0883183,1.1779419,1.0614299,0.93646383,1.1623348,1.1167257,0.9050511,0.89632183,0.90624726,1.20832,1.1555368,1.1030256,0.8593954,0.8358938,1.0374144
pajamas,0.7684323,1.0635157,1.4752386,0.9669288,0.45189905,1.1921159,1.3312523,1.3403015,1.1659659,0.7757511,0.7871188,0.43170834,1.4173174,0.80539644,0.13812828,1.0888056,0.4582957,0.8909459,0.8375261,1.4286847,1.5194373,0.9285581,1.4972768,0.93307304,1.2677573,1.2072121,1.2149221,0.8898312,1.2630645,0.6645353,0.9909533,1.0377355,1.0419159,0.6399376,0.8150325,1.104775,0.5144861,1.4327935,1.2979428,0.86924994,1.2312727,1.4907901,0.51308703,1.4810073,1.3765243,0.9942226,0.66994846,0.49177277,0.7901758,1.2528708,0.71582997,1.2372656,1.4712605,0.64445186,1.0961614,0.68491626,1.0597422,0.7738575,1.2931409,1.2269756,1.2936707,1.4568255,1.2163823,0.77582675,0.8547853,0.6575917,1.1513575,1.035851,0.8007118,1.1354071,0.6552355,1.1851932,0.6180434,1.4136057,1.0102147,0.8522446,0.39597416,1.3132186,0.31343275,1.4519191,1.2731745,1.4404678,0.91001076,1.1393453,1.3021208,0.4902575,0.6107225,0.93933225,1.2368143,1.4296265,1.1341038,1.1021693,1.2581782,1.4512125,0.86980706,1.115143,0.0,0.4539889,0.6053771,1.2063372,1.4749006,1.4527903,1.0580753,1.5021417,1.0820547,0.6732073,1.1905187,0.96146554,1.2154777,1.1043036,1.039665,1.3361855,1.1012862,1.2762336,1.3510909,1.114971,1.3622303,1.0867412,0.69394493,1.3823631,0.39498436,0.8530469,0.543183,1.1909606,0.6630558,0.9274894,0.6802653,1.334403,0.80559754,1.5079906,0.8284785,0.9327189,1.519789,1.354063,0.90769005,1.0083679,0.7271236,0.3301776,0.6640356,1.5394564,1.2433916,1.2561831,1.3150675,1.2339507,1.2531314,0.9243955,0.83977675,0.81143653,1.1888916,1.405424,0.74088526
pants,0.8507776,0.93773353,1.4458795,0.9602752,0.43279898,1.1797559,1.3876679,1.315026,1.2696664,0.7773166,0.8491577,0.58746123,1.2905824,0.74721766,0.57265806,0.9216383,0.62742054,1.0508597,1.1442668,1.3582972,1.4606414,1.0892766,1.4600115,0.95031136,1.312087,1.4307326,1.0520306,0.95510375,1.0694131,0.57734513,0.62934077,1.1437521,1.1135995,0.5743651,0.38435018,1.2025473,0.6361814,1.4425201,1.2587477,0.7058344,1.362875,1.4126582,0.5367609,1.4177705,1.2449356,1.0677359,0.74007106,0.9984687,0.65594304,1.0773647,0.52651155,1.0609835,1.4590786,0.4813062,0.91826266,0.6944592,0.92686486,0.9810258,1.2789345,1.2083981,1.1064935,1.4745283,1.3230395,1.0442015,0.97957605,0.72159636,1.0587158,1.0560713,0.7928344,1.2325051,0.6475768,1.2701513,0.66409636,1.305367,1.0491406,0.7867107,0.28293478,1.3336313,0.25182468,1.4586232,1.181426,1.3955995,1.1163611,1.2004799,1.2239803,0.63951623,0.72256696,0.85513526,1.2736646,1.2982941,1.0811051,1.0167022,1.1976712,1.3790915,0.884074,1.1859721,0.4539889,0.0,0.7862005,1.1004797,1.3903027,1.3436146,1.1278965,1.43724,1.1148982,0.62211585,1.3776965,1.008445,1.3516009,1.2131705,0.9869809,1.1834769,1.0402724,1.2671982,1.2641404,1.1237576,1.3823855,1.133235,0.66556233,1.3289793,0.21624202,0.9830899,0.13247812,1.3373837,0.6134323,0.9004167,0.80426455,1.205446,0.86460596,1.455828,0.8242126,1.0528153,1.5234771,1.2326567,0.9069683,1.1409905,0.7677032,0.23361194,0.7183846,1.5192207,1.0564026,1.162888,1.329502,1.1009283,1.4509208,1.0488569,0.97351927,0.85936725,1.0962601,1.3938888,0.7011945
paper,0.49134088,1.2560385,1.418767,0.9437299,0.5937954,1.1980454,1.3214912,1.4166139,1.0188777,0.60874254,0.8316207,0.41893572,1.4767635,0.7724649,0.5953033,1.1195241,0.47074544,0.6731313,0.28497267,1.3624917,1.5022802,0.4096377,1.4189773,1.0064075,1.2024022,0.9758749,1.0938438,0.956603,1.3322079,0.84458435,1.2274898,0.91137135,0.9858708,0.5989803,1.0170077,1.0622215,0.5758564,1.2629664,1.2374474,0.962362,0.9732165,1.4516424,0.49585062,1.458154,1.4205229,0.85161173,0.6656412,0.9939827,0.7816454,1.1771914,0.9701143,1.3444401,1.4513156,0.87743604,1.1171758,0.7690765,1.1494753,0.6544755,1.3051087,1.1163445,1.3701675,1.3120253,1.0705154,0.61445415,0.66955304,0.56796896,1.2668852,1.340534,0.89105093,1.0517827,0.8112166,1.082572,0.7597498,1.526763,0.9151183,0.8291312,0.6843399,1.1680806,0.70687264,1.2688189,1.1307703,1.3373649,0.84090513,1.2158892,1.1288834,0.7462803,0.66726744,0.9391,1.1071873,1.450455,1.0146612,1.2651994,1.2373356,1.4704797,0.7959273,1.1653324,0.6053771,0.7862005,0.0,1.3341702,1.4507511,1.4349123,1.1719496,1.4771036,0.84053993,0.67316794,0.93700886,0.94183284,0.9316967,0.91246665,1.3133365,1.4928253,1.1846684,1.1222162,1.3182442,1.0515727,1.2792447,1.0378451,0.81822383,1.4076736,0.7210501,0.97053033,0.89151895,1.1135583,0.63907766,0.797697,0.69273806,1.5094082,1.0019706,1.3738928,0.9928163,0.79089546,1.4334036,1.3923559,1.1172311,1.160851,0.7606337,0.66577065,0.4561537,1.5313625,1.3771212,1.3162668,1.2737197,1.2638738,1.2458153,0.67124856,0.7061341,0.75464344,1.2076058,1.4917436,0.71583754
pastry,1.0945765,0.89935774,0.83914804,0.98217636,1.1423142,0.9926815,1.0910116,0.68684214,1.0240239,1.303446,0.88086504,1.2638204,1.0506184,1.2648844,1.1589661,1.0320551,1.2430503,1.1291555,1.2542684,0.949824,0.94747543,1.2721803,0.50742185,0.9794213,1.0886388,0.9367483,1.1350646,1.1706468,0.94355434,1.0950178,1.006649,0.78749895,1.1712692,1.184828,1.0180647,1.0520414,1.2618554,0.50505656,0.74427724,1.03319,0.6286357,0.91912663,1.274795,0.935832,0.78516847,1.0554558,0.9038451,0.9065628,1.1476682,0.9536231,1.0350565,0.91105443,0.80698824,1.1855283,1.0762417,1.1790352,0.9964435,1.2977926,0.809555,0.95504797,0.9048935,0.9546111,0.92024976,1.2243137,1.0393964,1.2205305,1.0409784,0.8755443,1.137614,1.0243499,1.1400827,0.73438025,1.1248988,0.83757395,0.8185697,1.0662334,1.2316765,0.93338335,1.1674774,0.9468564,0.9643329,0.9800871,1.0180572,0.85086405,1.0001949,1.0984075,1.1473008,1.1773536,0.7611858,0.95483196,0.9811976,1.0834411,1.1262978,0.7505943,1.1587856,0.5996745,1.2063372,1.1004797,1.3341702,0.0,0.93697,0.925082,0.87135506,0.44412392,0.9303784,1.2432709,0.7732508,1.0324248,1.0069911,0.77975845,0.82900625,0.68167686,0.9433018,1.1233824,0.95003045,0.9296519,0.72198236,0.9885027,1.2124976,0.8259794,1.1926446,1.0213542,1.114348,1.1122546,1.2159106,1.326296,1.1260839,0.78369683,1.1255225,0.75203544,1.0706891,1.07354,0.91515577,0.8929585,0.8549306,0.79608524,1.0715998,1.1875092,1.2126245,0.8317357,0.9431133,1.0261058,1.057523,0.9072663,0.8505911,1.1424068,1.1267985,1.1060393,0.98234373,0.85422456,1.195225
