,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
mouth,1.0486246,0.6386156,0.92525357,0.79748416,0.8129101,1.1508644,0.8255597,1.1637955,1.3324122,1.0354519,1.054612,0.8441809,1.0997486,0.91272974,1.1399341,1.0165706,1.1678903,1.0974762,1.2279907,1.2065752,1.1437912,1.1388149,0.99895126,1.245423,1.2395606,1.1765993,1.1077425,0.86565816,0.9050221,1.165341,1.0817319,1.14295,1.053701,1.0569513,1.0771873,0.916201,1.2034352,1.0867684,1.1049267,0.971118,1.036589,1.0951221,1.221958,0.99350125,1.0700549,1.1086652,1.0285475,0.96488816,0.8075117,1.1459715,0.5965301,0.8689878,1.0734149,0.91475195,0.7177258,0.46307123,1.1586795,1.0849581,0.96244943,0.56075275,1.198509,1.2098137,1.0277343,1.0184922,0.51498085,1.1356244,1.0430803,0.80329967,0.5766525,0.9563449,0.5620881,0.9212589,1.1172119,0.9987775,0.85558033,1.161013,0.8968838,1.1622498,1.1526984,1.1618013,1.0532501,0.95311373,1.2310269,0.8655429,1.0478879,1.0929425,0.0,1.1000955,0.72690606,1.2290336,0.9050819,0.26211762,0.9409968,1.1894848,1.1610478,0.8577407,0.91023797,1.0503958,1.0070109,0.94142985,1.137371,1.0167936,1.0607717,1.0109646,1.1872132,1.1274021,1.132174,1.130601,0.8990238,0.8796335,1.2975068,1.2507192,1.2109935,1.2901266,1.1827829,0.9275745,0.9237265,1.2386701,0.8290258,1.0127395,0.83689785,1.1823233,0.9590597,1.0807848,1.0058992,0.6971681,1.0117666,1.2323319,1.0511615,1.0640517,1.2168826,1.0453051,1.005285,0.72703254,1.1605577,0.898188,1.0590062,1.2141314,0.513914,0.76131576,0.9315002,1.2832117,1.2268646,1.204754,1.1218417,1.0016516,1.1832486,1.262414,0.779284,1.02311
muffin,1.0661744,1.0003537,0.6413534,0.701322,1.1832579,0.93434715,0.842562,0.4791528,0.97518694,1.1710672,1.4051245,0.9424592,1.2945125,1.2915345,1.1654503,1.3345484,1.0308298,1.2291332,0.8848765,0.78051716,1.1723745,0.13899767,1.23557,1.0388373,0.8100453,1.127523,1.2006295,0.6715737,1.2051045,1.2404276,0.43427014,0.73626584,1.3601613,1.05718,0.96278673,1.3027077,0.21934915,0.5699856,1.289829,0.83152544,0.8557671,1.3121922,0.8764107,0.9737478,1.0982498,1.124399,1.3262973,1.1299994,1.2362587,1.1579077,0.9627607,0.61405814,0.9456823,0.84990114,1.1788627,0.9637334,1.2328299,0.82659435,1.0221722,1.0061407,0.7982067,0.8421688,1.0347995,1.314136,0.95657253,0.98020893,1.1240464,0.87647074,1.1876643,0.65824735,1.1275586,0.87643546,1.006213,1.204131,1.3582395,0.68891585,1.333086,0.8665574,1.2916998,0.8567391,0.68773127,0.6643041,1.0589564,1.2748003,1.1509117,1.2335199,1.1000955,0.0,0.7799096,0.95640045,1.0853107,1.0584468,0.61092216,1.1976717,0.9595833,1.3433247,1.3124759,1.2522643,0.8460638,0.8518884,1.0496856,0.5120911,0.9769969,1.1222268,0.3058936,1.0626562,0.66809464,0.9880992,0.77139413,0.82258236,1.1883948,1.0029042,0.5547122,1.0816948,0.92015636,0.7444,0.9874881,0.7295987,1.300701,0.99441046,1.3047765,0.8482907,1.3178236,1.2086928,1.1997522,0.8996254,1.167567,0.6623967,1.1544973,0.63972235,0.7085751,1.0402527,1.0886568,0.8474795,1.2564428,1.3032514,1.1709423,0.62773204,0.95119214,1.0583458,0.97867894,0.9965614,0.9741414,1.0606133,1.0904067,1.2455212,1.1456376,1.2297482,0.81450975,1.2941825
nail,1.2805423,0.71674484,0.21162903,0.8027181,1.2846929,0.9553686,0.26306772,0.6149497,1.1362431,1.3498753,1.4966075,0.55244774,1.3620577,1.3758476,1.1690239,1.4276276,1.2247303,1.3365535,0.68357277,0.6421882,1.352616,0.76878726,1.2165715,1.1355968,0.86682904,0.98001343,1.1136143,0.36346698,1.0878569,1.0869994,1.0395606,0.6501829,1.4463431,1.103461,1.1233039,1.2858651,0.7960359,0.8355696,1.4088674,1.3350317,0.27510613,1.5104967,0.7954631,1.1853286,1.2712345,1.2312452,1.3590038,1.0617948,1.1548028,1.2179525,0.32344127,0.15785027,1.1057457,0.57524496,1.1169698,0.49411714,1.3348072,0.5772064,1.0904877,0.44922912,0.8468164,0.9421511,1.1964997,1.4102378,0.3856126,1.1559384,1.1093149,0.45805,1.0127016,1.1886947,1.0602213,0.45379663,1.1747233,1.2207464,1.2692885,0.96660376,1.2150218,0.5830107,1.3127266,0.6840723,1.2081054,0.87109077,1.1856428,1.4461712,1.1890833,1.2126608,0.72690606,0.7799096,0.0,1.17636,0.7804326,0.59020746,0.22285175,1.3854191,1.1509429,1.3211362,1.1774821,1.4414802,0.325123,0.3093217,1.0734934,0.47491682,1.0449028,0.7586949,0.98494387,1.3445523,0.9311001,1.1373211,0.5463296,0.78800905,1.4035063,0.9574191,0.56823766,1.2753997,1.1931022,1.2286367,0.8445009,0.55903274,1.20943,0.943603,1.1633302,0.56473434,1.3064394,1.3935716,1.3551161,0.25820696,1.2801163,0.5914879,1.1749882,1.2126094,0.6584098,0.79620975,1.2477791,0.3469019,1.3719609,1.222095,1.4259837,0.5041673,0.37258136,0.7580737,0.551695,1.0892981,0.94622904,1.4364948,1.1400461,1.2012235,1.2474012,1.2246789,0.15548503,1.3344946
napkin,1.2733083,1.102325,1.165395,0.8968437,1.0224907,0.8910098,1.0314386,0.9959943,0.7123679,1.0208896,1.0444232,1.184691,0.8030565,1.0055395,1.1527815,0.986603,0.9313341,1.0906938,0.77617514,0.81761503,0.779526,0.8019822,0.9897139,0.66270345,0.98163575,0.75159633,1.1724418,1.1143326,1.1676601,0.69692683,0.9217321,1.0309638,0.9487741,0.88160694,0.9172036,0.96918064,0.81453776,1.0657529,0.79376864,1.0173922,1.0400885,1.004975,0.72683614,0.88594574,1.1498921,1.0611023,0.9946749,1.0230865,1.1742511,1.1565354,1.1624401,1.1074215,1.0049417,0.87572336,1.2276089,1.1792107,1.1004889,1.0128564,1.0497546,1.1962777,0.8672351,1.2072688,1.1521802,1.197651,1.2746774,0.5589127,1.260235,1.1209681,1.291565,0.9026588,1.1393267,1.0967417,1.047836,0.718718,1.0594403,0.77861154,1.1348042,0.8873099,0.91830534,0.78118175,0.98998016,0.8811586,0.5243314,0.93104595,0.85293716,1.2135286,1.2290336,0.95640045,1.17636,0.0,1.1577353,1.2216086,1.1630524,0.81627977,0.87686896,1.1275346,1.123549,1.0321801,1.010048,1.0228108,0.8769908,1.0550094,1.1435432,0.7270926,0.83514595,0.95381606,0.8982907,1.0562454,1.1061097,0.9552647,0.6446433,0.72728133,0.9130182,0.75997233,1.0248991,1.0195761,0.9615387,0.966518,1.224432,0.8969965,1.07567,0.9264977,1.1161784,0.91972226,0.9548767,1.1885974,1.1280487,0.72747713,0.7379421,0.8397631,0.84858775,0.9706819,0.9235269,1.2125345,1.0511754,1.2352238,1.0361534,0.8905048,1.1672885,1.1321725,0.94956917,0.23280454,1.1449034,0.90275747,1.1143578,1.1659361,1.0662016,0.7496245,1.175096,1.070746
necklace,0.9142732,0.91370535,0.90361184,1.0704731,1.140827,1.1102078,0.8700254,0.96440774,0.90802956,1.1572207,1.1512463,0.6406851,1.168555,0.98816156,0.9933732,1.0129573,1.0517133,0.802634,0.94219625,0.9208206,1.0122832,1.0940562,0.98940486,1.0801727,0.7508542,1.0023319,1.0758243,0.92354393,0.96237546,1.0369136,1.124503,0.9100733,1.2343427,0.9399875,1.1004783,0.96922624,1.1071551,0.9500323,1.2251385,1.2016032,0.69078904,1.2494383,0.9752409,1.2315675,1.137342,1.1310806,1.1904149,0.94260156,1.0283589,0.9749186,0.6982017,0.8963951,1.0764666,0.87047875,1.0983497,0.8433492,1.045476,0.8208003,0.98728126,0.7115078,0.8428348,0.76749754,0.82953215,1.2051134,0.7817834,1.3240707,1.0075752,0.96143484,1.007191,1.2727255,1.0407362,0.78593606,1.010227,0.92896736,1.0647341,0.93485886,1.065165,0.7011929,1.1143594,0.81032383,1.1439025,1.1571584,1.0686233,1.2023648,1.0267481,1.1937736,0.9050819,1.0853107,0.7804326,1.1577353,0.0,0.8481879,0.9360976,1.193402,0.93699706,1.1063228,1.0393614,0.89138806,0.6236855,0.6281061,0.91514933,0.99360245,1.039789,0.86822367,1.0930507,1.2184695,0.9943687,1.0454941,0.9362762,1.1656532,1.0406926,0.8814379,0.9316024,1.1348785,0.97380394,1.1674659,0.852278,0.817062,1.127812,0.9195633,1.0876162,0.7236844,1.2527161,1.2125285,1.1584722,0.7765088,1.164844,0.9586944,1.0068921,1.1768645,0.81106293,0.77277297,1.0045782,0.81060547,1.2810123,1.1140137,1.2128096,0.9598951,0.76924396,0.6362324,0.73515147,0.97401845,0.94398886,1.1705438,0.98118055,1.2489123,1.074828,0.973749,0.68760496,1.1906962
nose,1.0772616,0.55503255,0.8062586,0.8062271,0.8673069,1.0683676,0.7442257,1.104387,1.3706503,1.1393733,1.1733271,0.72195953,1.1499152,1.0257112,1.0984479,1.0898672,1.2244022,1.177941,1.2082251,1.1888742,1.194802,1.107863,1.0607647,1.2625805,1.1315457,1.1135329,1.1203555,0.77691936,0.9037139,1.1230736,1.0816553,1.1476212,1.184321,0.9053615,1.1502593,0.99240005,1.2002263,1.0821359,1.2448869,1.0797936,0.9877358,1.217473,1.21537,1.0691555,1.0518098,1.0570766,1.1218345,0.96320736,0.82609224,1.1205065,0.40072113,0.70754623,1.0471781,0.75550735,0.83046556,0.37279332,1.1917012,1.0555956,0.9973561,0.3632444,1.1933768,1.1614902,1.0422852,1.0962526,0.3337804,1.1772364,1.0358654,0.8406572,0.5899176,1.0562267,0.58089966,0.80306226,1.1000224,1.0871242,0.9079127,1.1833448,0.92348754,1.1381161,1.2238458,1.1410167,1.1341889,0.9679347,1.2359326,0.9752683,1.0976374,1.1687306,0.26211762,1.0584468,0.59020746,1.2216086,0.8481879,0.0,0.78901386,1.2467847,1.1544595,0.9708898,0.9154547,1.1401113,0.92093265,0.8693745,1.0906936,0.9550721,1.0424378,0.92776567,1.2041918,1.1934676,1.2031571,1.1116534,0.71763206,0.8766171,1.3256266,1.2168812,1.0961599,1.3281868,1.1209581,1.0089055,0.9144537,1.0968925,0.89949036,0.91625386,0.82716596,1.0785912,1.0623099,1.1614921,1.0752196,0.54906374,1.0097698,1.1974804,1.047673,1.1354463,1.1278126,1.0160984,1.1118886,0.6343694,1.2057133,0.94203943,1.2082944,1.1821872,0.34689474,0.7859593,0.91769266,1.2308308,1.2079902,1.3067007,1.1093811,1.0897521,1.2092938,1.250484,0.6427551,1.1258804
orange,1.199652,0.8225535,0.054222643,0.75239164,1.2994537,0.8151391,0.277875,0.42760193,1.0825188,1.3538413,1.5257823,0.6968198,1.4135271,1.4187799,1.1089646,1.4917643,1.1706287,1.3185961,0.7505336,0.568727,1.3248804,0.60194147,1.2694272,1.1214857,0.8656682,1.0660658,1.0539227,0.24834311,1.1775968,1.1453192,0.80780256,0.7181889,1.4840646,1.1266375,1.134493,1.3895726,0.65078485,0.7285788,1.403203,1.2464991,0.41271228,1.510532,0.814017,1.0820389,1.2095855,1.1588237,1.4405034,1.1157448,1.1996317,1.1826962,0.55526537,0.08411741,1.0594213,0.6581472,1.1550432,0.65927076,1.2695489,0.60272986,1.003046,0.6166929,0.84929854,0.84707844,1.2028449,1.4343343,0.63576746,1.0614974,1.0944936,0.55635506,1.1168822,1.0609846,1.1741543,0.49829555,1.1494118,1.3013479,1.3531016,0.91678715,1.2999889,0.6725415,1.3561063,0.7703985,1.0868912,0.6664852,1.1684153,1.4383414,1.25184,1.2121803,0.9409968,0.61092216,0.22285175,1.1630524,0.9360976,0.78901386,0.0,1.4042261,1.108267,1.3819064,1.2393031,1.4484732,0.49178183,0.4918207,0.98263866,0.30978543,1.003142,0.89114416,0.83592826,1.135788,0.85462797,1.0933182,0.38332355,0.4604385,1.3302276,0.9658114,0.53530085,1.2366456,1.044931,1.1097752,0.92814285,0.56519425,1.2449806,1.0043997,1.2087241,0.5913501,1.4125706,1.4014497,1.3557506,0.43945134,1.2951179,0.53087634,1.1239558,1.0258534,0.6079498,0.93091434,1.2658027,0.38145208,1.3289828,1.2477918,1.4353688,0.45439333,0.5524331,0.92033327,0.71918714,1.0945517,0.8023934,1.3049275,1.0992451,1.1940867,1.1844221,1.2701074,0.36430573,1.3468018
oven,1.2070765,1.231939,1.429262,1.219026,0.7599925,1.1132339,1.3516604,1.2623619,0.69002426,0.5536105,0.5921036,1.1883323,0.61531204,0.83581066,1.1246015,0.7777611,0.81483805,0.9641738,0.97795486,1.0309772,0.72475624,1.1504418,0.90902215,0.78256166,1.2232864,0.60442156,0.97664154,1.3263226,0.8780836,0.7188946,1.1270158,1.1144161,0.41374803,0.8807209,0.92307794,0.891172,1.1384073,1.1146909,0.65188533,1.0160087,1.2499497,0.46891046,0.9697167,0.88124865,1.1132615,1.0674173,0.43619972,0.8232325,0.9513238,1.0114971,1.303598,1.4254668,1.1610835,1.1958346,0.91620815,1.3653253,0.8765802,1.357009,1.080631,1.3242664,1.0225446,1.3018117,1.1543218,0.71476257,1.2510183,1.0652235,1.0314524,1.4101166,0.9906343,1.0531029,1.1077176,1.2721668,1.1298559,0.73936915,0.7831335,1.0513606,0.8571165,1.0481098,0.62074125,0.9814385,1.0365305,1.2427831,0.72920835,0.88590264,0.7735605,0.957428,1.1894848,1.1976717,1.3854191,0.81627977,1.193402,1.2467847,1.4042261,0.0,1.1445014,0.8717247,0.832223,0.86941874,1.2523884,1.2676704,1.101966,1.3887894,1.2038985,0.9822344,1.0171834,0.8630823,1.032995,1.1323477,1.3318604,1.2792728,0.7278007,0.8102963,1.2611489,0.3087685,1.1253335,1.0851693,1.0735184,1.1206392,0.8520851,1.1868298,0.8719191,1.1096396,0.60671586,0.44942832,0.85699964,1.3261082,0.8895152,1.1444427,1.0254955,0.99010324,1.1353642,0.99696815,0.9474387,1.34677,0.9357245,0.8687972,0.7088543,1.2407438,1.3706434,1.2386599,1.1570292,0.7462311,1.2608227,0.77711064,0.9704515,0.9646949,0.8542425,0.67183584,1.3275154,0.6105545
owl,0.804408,1.0489978,1.126114,0.97516763,1.1449218,0.7577032,1.114404,1.0660142,0.9332979,1.1776924,1.0667157,1.1301911,1.07124,0.93148524,0.83783805,0.9088968,1.0129999,0.9116751,1.0402077,1.1325355,0.9762105,0.9789841,1.0865698,0.9707457,0.60504836,1.1682998,1.0833132,1.1097249,1.1349761,1.102857,0.95830363,0.98105013,1.1098369,0.98172367,1.0774131,0.90150076,0.93643415,1.0276201,0.9519918,0.9278549,1.1722193,1.0982968,1.0239117,1.019467,0.8009484,0.790764,1.1104037,1.0746031,1.1495837,0.8950157,1.1251857,1.1287704,0.8347621,0.9100116,1.1140418,1.1375057,0.98981977,0.9066834,0.9744008,1.1787505,1.0053835,0.7892482,0.6898172,1.0897413,1.1593614,0.92082715,1.0170696,1.1757475,1.1360996,1.0250609,1.1390314,1.1135715,0.7652186,0.99319696,1.148762,0.8207706,1.1003826,1.1290541,0.99506795,1.0204359,0.87060654,1.1274351,0.99192977,1.007405,1.0528489,1.1241574,1.1610478,0.9595833,1.1509429,0.87686896,0.93699706,1.1544595,1.108267,1.1445014,0.0,1.0693636,1.1738695,0.93309385,1.1495839,1.1643193,0.84100634,1.145659,0.82222605,1.0385439,0.89821327,0.97161156,1.1204839,0.7399857,1.0859153,1.007582,0.85436964,1.0133699,0.8705438,1.030867,0.7794556,1.0241382,1.0275258,1.0192305,1.1712799,0.82760704,1.1360826,1.1077673,1.1047478,1.1374396,1.0953234,1.1859637,1.0472109,1.1227963,0.7221671,0.9974314,1.0686022,1.129979,1.0397773,1.0378133,0.9200046,1.1368171,1.0595282,1.0950494,1.1546513,1.1046139,1.1728142,0.8366322,0.9698314,1.073875,0.9612137,1.019222,0.97970927,0.94892806,1.1164131,1.0545465
pajamas,0.85367763,1.0086392,1.4141643,1.1972115,0.62965465,1.0837457,1.3405659,1.4731165,1.3103685,0.75027716,0.44149065,1.2098151,0.78515553,0.40432692,0.9388965,0.3582716,1.0312717,0.79086685,1.4023477,1.4869304,1.0501263,1.4202535,0.9620719,1.2618235,1.2424932,1.1117377,0.87672347,1.3000474,0.5860799,0.9593368,1.2200662,1.2638147,0.5951911,0.9615114,1.0621667,0.6367912,1.4338694,1.265317,0.80212486,0.92639506,1.4169998,0.6519566,1.4358811,1.1066322,0.8439103,0.83356225,0.7384875,1.0887312,0.49061954,0.9087566,1.1550161,1.3762493,1.0901275,1.308409,0.7740963,1.0333145,0.8002461,1.3333955,1.0969017,1.0439593,1.3952088,1.1949115,0.94328,0.57514095,1.0692822,0.9078362,0.63065255,1.1810052,0.6767546,1.0510234,0.6955446,1.2832932,1.084951,0.95504177,0.32313538,1.352379,0.3228408,1.4668548,0.9213816,1.3866175,1.0128618,1.2642989,1.264495,0.46839136,1.0756824,0.6528829,0.8577407,1.3433247,1.3211362,1.1275346,1.1063228,0.9708898,1.3819064,0.8717247,1.0693636,0.0,0.42983472,0.60557115,1.4240384,1.3897631,1.0100603,1.4932227,1.0432721,0.9971486,1.2853994,0.962737,1.3152933,1.1211709,1.2110028,1.2020348,0.95169216,1.3447051,1.4242433,1.1315355,1.0563395,1.0441241,1.0409769,1.3939054,0.39788437,0.9417526,0.47633004,1.4539537,0.6762571,0.88140285,0.85074425,1.1927145,0.6739985,1.5399342,0.86120886,1.1990483,1.5025942,1.2446495,1.0558004,1.1688159,0.77584475,0.35948622,0.6543218,1.5293596,1.0810596,0.9847964,1.3057101,1.0989307,1.1829047,1.01301,0.97225624,0.80350494,0.96484506,1.0225971,1.32738,0.6911002
pants,0.9895949,0.92634064,1.2464032,1.2399484,0.65750015,1.1619797,1.1527387,1.3627641,1.3007529,0.85476875,0.6959103,1.0032189,0.7546288,0.8229182,1.1114323,0.6813042,1.0948999,1.1241969,1.2599579,1.301697,1.1335135,1.3913332,0.8683106,1.2104695,1.2776141,0.8312341,0.91276,1.135529,0.5314886,0.6464448,1.3182478,1.2803668,0.6102687,0.83430326,1.1225044,0.8912399,1.4585254,1.2348644,0.8103434,1.081387,1.2696567,0.7752621,1.2301626,1.1316534,1.0166452,1.053038,0.6922643,0.90264744,0.43896484,1.0674514,0.95702016,1.2001655,1.1128469,1.2671597,0.80902463,0.950938,0.98719263,1.2820854,1.0403144,0.7996395,1.4144415,1.3019221,1.0956978,0.815359,0.98469603,1.0416293,0.8866385,1.2807386,0.6750217,1.1286762,0.85044694,1.0851598,1.1405933,1.0249664,0.20060575,1.2212052,0.1452902,1.3150479,0.9234617,1.255439,1.2135272,1.2587824,1.1746639,0.7851573,1.0321525,0.843228,0.91023797,1.3124759,1.1774821,1.123549,1.0393614,0.9154547,1.2393031,0.832223,1.1738695,0.42983472,0.0,0.9800719,1.2831455,1.2620064,0.9850527,1.3164164,1.1354457,0.7408626,1.3817297,0.96105283,1.3609817,1.1783962,1.0465877,1.1745503,1.0008143,1.1913826,1.3020824,1.093154,1.1373994,1.213537,0.8497937,1.3318213,0.27020705,1.0361378,0.11974108,1.2458156,0.6660236,0.88419735,0.7646636,0.97337484,0.736871,1.3524003,0.93836474,1.2822223,1.3946145,1.0675828,1.0304424,1.0707475,0.8112137,0.26650113,0.82297873,1.4273105,0.9124774,1.0009643,1.2580636,1.0034198,1.2895803,1.1688641,1.0091472,0.8355565,0.9625259,0.9389824,1.2059323,0.76395756
paper,0.632933,1.1873076,1.4883461,1.2274091,0.74712324,1.0245295,1.5115961,1.3855219,1.0859361,0.62534046,0.3393482,1.3576498,0.7413665,0.31745595,0.651324,0.36589968,0.7628319,0.17539573,1.2986875,1.426175,0.55045843,1.300475,1.0105315,1.125824,1.09936,1.2174308,0.94674385,1.412174,0.92531383,1.2303879,1.1283352,1.2127448,0.73431885,1.1065497,0.913112,0.8316161,1.2314831,1.2135012,0.8508935,0.68583757,1.4100978,0.5685501,1.3681779,0.9182786,0.7302507,0.89636487,0.8408324,1.0785913,0.7836524,0.5659897,1.3742397,1.4974351,0.9860231,1.2828,0.7822683,1.2446555,0.7101475,1.1878299,1.1259594,1.3415569,1.2000728,0.95109355,0.7487922,0.60547745,1.2334787,1.0335475,0.79153174,1.1050243,0.8660883,0.9721983,0.8415721,1.3966208,0.8666866,0.9916642,0.84866476,1.2414756,0.8172591,1.3375573,0.9545238,1.2492212,0.84403443,1.1927596,0.97065896,0.607859,1.0004323,0.8785378,1.0503958,1.2522643,1.4414802,1.0321801,0.89138806,1.1401113,1.4484732,0.86941874,0.93309385,0.60557115,0.9800719,0.0,1.4299468,1.4022348,0.9909981,1.5095202,0.93556476,1.312774,1.0923922,0.9422952,1.0396321,0.9033735,1.4163213,1.2056494,0.91880226,1.180383,1.492657,1.0483568,0.952708,0.920354,1.3200287,1.358887,0.7738723,1.120292,1.0028111,1.5000308,0.79857695,0.78448105,0.7804385,1.450124,0.8508665,1.3905802,0.9998914,0.9639498,1.4551773,1.3221633,0.8955195,1.4163687,0.9180063,0.7502706,0.48831677,1.3747089,1.3497429,1.0379231,1.3243443,1.215709,0.9839457,0.6129819,0.8940426,0.89748144,0.9171429,1.1299657,1.4433771,0.71364737
pen,1.2089046,0.8971827,0.433424,0.94954395,1.3235228,1.0924733,0.49518526,0.5581815,0.8309908,1.3713791,1.5193077,0.39049911,1.180183,1.4988935,1.1848161,1.4416695,1.1697513,1.2427691,0.580531,0.42670894,1.2332305,0.74472874,0.97589207,0.9220455,0.6934006,0.6991136,1.0085392,0.48852158,1.1440473,0.84046125,1.0437709,0.70924544,1.4774718,1.0912242,1.2098118,1.2046529,0.80095136,0.763536,1.3498114,1.4387941,0.08944094,1.4844965,0.61708474,1.3404992,1.3843348,1.3092574,1.3556013,0.861257,1.3449768,1.2213308,0.55606353,0.419479,1.1005461,0.6904132,1.3097798,0.6791487,1.2642956,0.47945905,1.0175936,0.5836402,0.47118092,0.83455664,1.1232877,1.453445,0.66278696,1.1800303,1.1760416,0.58982486,1.2703555,1.248579,1.1693258,0.48749852,1.1627634,1.0631025,1.383049,0.8957309,1.352585,0.16061378,1.1431608,0.5874456,1.2335771,1.0131265,1.0512649,1.5714093,1.048878,1.2213469,1.0070109,0.8460638,0.325123,1.010048,0.6236855,0.92093265,0.49178183,1.2523884,1.1495839,1.4240384,1.2831455,1.4299468,0.0,0.027545214,1.0847117,0.50576985,1.0926956,0.5841863,0.9273396,1.309405,0.73080957,1.1296303,0.62730736,1.0318593,1.2172682,0.71579826,0.5632212,1.046586,1.1429976,1.2284342,0.82743174,0.46648955,1.4091319,0.972166,1.2841797,0.28804624,1.4556013,1.3428996,1.2953179,0.39548957,1.2878923,0.41374022,1.1413547,1.2033781,0.33072853,0.55009043,0.9508419,0.5109004,1.3965367,1.4051476,1.4617314,0.4847883,0.5782226,0.5636594,0.30189407,0.8647777,0.88516617,1.2755617,1.1257923,1.2522137,1.1571456,0.9273299,0.24037337,1.3668772
pencil,1.2155961,0.86434615,0.4390937,0.89274246,1.2478858,1.1054864,0.49662507,0.5862677,0.9062906,1.3434234,1.4908533,0.4307437,1.2130653,1.4433742,1.20548,1.4198382,1.1788765,1.2481486,0.6199524,0.49066687,1.2323635,0.7518953,0.9321167,0.99636894,0.7569243,0.76804525,1.0639138,0.48641866,1.149031,0.88232654,1.0403867,0.7111523,1.4657373,1.1124133,1.2073019,1.1944526,0.8306794,0.7763828,1.3735187,1.4071983,0.11038613,1.463664,0.6733323,1.3127971,1.3904238,1.3114209,1.3480502,0.8589468,1.2886593,1.2302216,0.5117942,0.40581113,1.1107953,0.7018912,1.2857171,0.60336274,1.3016162,0.5186061,1.0069461,0.53569376,0.4768948,0.8954734,1.1360421,1.4530966,0.6284109,1.17732,1.1761456,0.58672345,1.2451336,1.1939844,1.0833044,0.53083926,1.1843998,1.0744656,1.3563422,0.90709734,1.3239377,0.18096805,1.1636283,0.6188706,1.2479122,0.98313385,1.0685289,1.5324113,1.0011138,1.2560928,0.94142985,0.8518884,0.3093217,1.0228108,0.6281061,0.8693745,0.4918207,1.2676704,1.1643193,1.3897631,1.2620064,1.4022348,0.027545214,0.0,1.1054066,0.51936096,1.0891365,0.6140986,0.9631627,1.3257675,0.7346351,1.1569937,0.62808067,1.0118454,1.2795728,0.80151844,0.61962104,1.0800864,1.1577252,1.2114979,0.85134417,0.5367227,1.366359,1.0190698,1.2559444,0.3283996,1.4316672,1.3440623,1.2822926,0.38580823,1.3084469,0.4549634,1.1512794,1.1885978,0.36084127,0.52255535,0.8879435,0.5058136,1.4214628,1.3698825,1.4098257,0.5306876,0.5180609,0.55674875,0.2785645,0.90103245,0.93916297,1.288184,1.1400174,1.2429692,1.1923012,0.9723952,0.24194092,1.3556988
penguin,0.9920571,1.0458343,1.01615,1.1651528,1.2197971,0.8867029,0.94202256,1.0059875,1.0125797,1.1207087,1.0202956,1.1455443,0.9353167,0.96560353,0.9640425,0.9957548,1.0458441,0.9243988,1.0193936,1.0827643,0.9693907,1.0732824,1.0309879,0.9088148,0.8697208,0.9892738,1.0014136,1.0220402,1.0580107,0.92420423,1.0904986,1.0921162,0.93348503,0.9093983,1.0599788,1.127563,1.003256,1.0869141,1.0279242,1.0981151,1.0663177,1.0361805,0.98429275,1.0180049,0.9550127,0.8629445,1.0198468,1.0808283,1.0891135,1.0333053,1.096364,1.0636191,0.9741318,1.0397274,1.0649804,1.1616964,0.90330637,0.8738638,0.9647149,1.1345316,1.0302651,0.8306403,0.9433728,1.0694402,1.086314,0.9693279,0.98341125,1.152385,1.0454634,1.0735089,1.1481879,0.84844065,0.950952,0.962958,0.9430858,1.0200695,0.99570554,1.0815241,0.9867551,1.040045,1.0306668,1.0603595,0.9822272,0.9507579,0.9547187,0.9279897,1.137371,1.0496856,1.0734934,0.8769908,0.91514933,1.0906936,0.98263866,1.101966,0.84100634,1.0100603,0.9850527,0.9909981,1.0847117,1.1054066,0.0,1.1110966,0.9275813,1.0962999,1.0229857,0.8992562,1.1548293,0.9563255,0.99978703,0.90831614,0.6153904,1.0514449,0.92567587,1.0871842,0.873764,1.1649258,0.948415,0.8807105,1.0882661,0.8859447,1.0099406,0.88903075,1.0932008,1.1526802,1.0003875,1.0594554,1.2013724,1.1087636,0.8230728,1.0656946,1.0096833,0.9769316,1.0222034,1.0450606,0.78002167,1.0538523,1.0752705,0.9685993,1.1321609,1.0882235,1.0738118,0.90929043,0.73839146,1.009685,1.0108234,1.076297,0.9911928,0.79529345,1.1432245,1.0107145
